sequence,v115@RhA8DeA8BeH8BeB8JepHJvhFJnBToBMrBuqBvpBaqB?,v115@RhA8DeA8BeH8BeB8JepHJvhFJnBToBMrBWvB3qBipB?,v115@RhA8DeA8BeH8BeB8JepHJvhFJnBToBvpByvBUqBGrB?,v115@RhA8DeA8BeH8BeB8JeTMJvhFxsBxnByvBGmBvpBUqB?,v115@RhA8DeA8BeH8BeB8JeTMJvhFxsBxnBWvBikBMrB3qB?,v115@RhA8DeA8BeH8BeB8JeTDJvhFOsBXmBxkB0kBxlB6sB?,v115@RhA8DeA8BeH8BeB8JeTDJvhF6sBxlB0kBxkBXmBOsB?
ISOJILTZ,X,X,O,O,X,O,X
ISOJILZT,O,O,O,O,X,O,X
ISOJIZTL,O,O,O,O,X,O,X
ISOJIZLT,O,O,O,O,X,O,X
ISOJLTIZ,X,X,O,O,X,O,X
ISOJLTZI,X,X,O,O,X,O,X
ISOJLITZ,X,X,O,O,X,O,X
ISOJLIZT,O,O,O,O,X,O,X
ISOJLZTI,O,O,O,O,X,O,X
ISOJLZIT,O,O,O,O,X,O,X
ISOJZTIL,O,O,O,O,X,O,X
ISOJZTLI,O,O,X,X,X,O,X
ISOJZITL,O,O,O,O,X,O,X
ISOJZILT,O,O,O,O,X,O,X
ISOJZLTI,O,O,O,O,X,O,X
ISOJZLIT,O,O,O,O,X,O,X
ISOZTILJ,O,O,O,O,X,X,X
ISOZTIJL,O,O,O,O,X,X,X
ISOZTLIJ,O,O,O,O,X,X,X
ISOZTLJI,O,X,O,O,X,X,X
ISOZTJIL,O,O,O,O,X,X,X
ISOZTJLI,O,O,X,X,X,X,X
ISOZITLJ,O,O,O,O,X,X,X
ISOZITJL,O,O,O,O,X,X,X
ISOZILTJ,O,O,O,O,X,X,O
ISOZILJT,O,O,O,O,X,X,O
ISOZIJTL,O,O,O,O,X,O,X
ISOZIJLT,O,O,O,O,X,O,X
ISOZLTIJ,O,O,O,O,X,X,O
ISOZLTJI,O,X,O,O,X,X,O
ISOZLITJ,O,O,O,O,X,X,O
ISOZLIJT,O,O,O,O,X,X,O
ISOZLJTI,O,O,O,O,X,X,O
ISOZLJIT,O,O,O,O,X,X,O
ISOZJTIL,O,O,O,O,X,O,X
ISOZJTLI,O,O,X,X,X,O,X
ISOZJITL,O,O,O,O,X,O,X
ISOZJILT,O,O,O,O,X,O,X
ISOZJLTI,O,O,O,O,X,O,X
ISOZJLIT,O,O,O,O,X,O,X
IZTILJSO,X,O,X,X,O,X,X
IZTILJOS,X,O,X,X,X,X,X
IZTILSJO,X,X,X,X,O,X,X
IZTILSOJ,X,O,X,X,X,X,X
IZTILOJS,X,O,X,X,X,X,O
IZTILOSJ,X,O,X,X,X,X,O
IZTIJLSO,X,O,X,X,O,X,X
IZTIJLOS,X,O,X,X,X,X,X
IZTIJSLO,O,O,X,X,O,X,X
IZTIJSOL,O,O,X,X,X,X,X
IZTIJOLS,X,O,X,X,X,X,X
IZTIJOSL,O,O,X,X,X,X,X
IZTISLJO,O,X,X,X,O,X,X
IZTISLOJ,O,O,X,X,X,X,X
IZTISJLO,O,O,X,X,O,X,X
IZTISJOL,O,O,X,X,X,X,X
IZTISOLJ,O,O,X,X,X,X,X
IZTISOJL,O,O,X,X,X,X,X
IZTIOLJS,X,O,X,X,X,X,O
IZTIOLSJ,X,O,X,X,X,X,O
IZTIOJLS,X,O,X,X,X,X,X
IZTIOJSL,O,O,X,X,X,X,X
IZTIOSLJ,O,O,X,X,X,X,X
IZTIOSJL,O,O,X,X,X,X,X
IZTLIJSO,X,O,X,X,O,X,X
IZTLIJOS,X,O,X,X,X,X,X
IZTLISJO,X,X,X,X,O,X,X
IZTLISOJ,X,O,X,X,X,X,X
IZTLIOJS,X,O,X,X,X,X,O
IZTLIOSJ,X,O,X,X,X,X,O
IZTLJISO,X,O,X,X,O,X,X
IZTLJIOS,X,O,X,X,X,X,X
IZTLJSIO,X,O,X,X,O,X,X
IZTLJSOI,X,O,X,X,O,X,X
IZTLJOIS,X,O,X,X,X,X,X
IZTLJOSI,X,O,X,X,X,X,X
IZTLSIJO,X,X,X,X,O,X,X
IZTLSIOJ,X,O,X,X,X,X,X
IZTLSJIO,X,X,X,X,X,X,X
IZTLSJOI,X,X,X,X,X,X,X
IZTLSOIJ,X,O,X,X,X,X,X
IZTLSOJI,X,X,X,X,X,X,X
IZTLOIJS,X,O,X,X,X,X,O
IZTLOISJ,X,O,X,X,X,X,O
IZTLOJIS,X,O,X,X,X,X,O
IZTLOJSI,X,O,X,X,X,X,O
IZTLOSIJ,X,O,X,X,X,X,O
IZTLOSJI,X,X,X,X,X,X,O
IZTJILSO,X,O,X,X,O,X,X
IZTJILOS,X,O,X,X,X,X,X
IZTJISLO,O,O,X,X,O,X,X
IZTJISOL,O,O,X,X,X,X,X
IZTJIOLS,X,O,X,X,X,X,X
IZTJIOSL,O,O,X,X,X,X,X
IZTJLISO,X,O,X,X,O,X,X
IZTJLIOS,X,O,X,X,X,X,X
IZTJLSIO,X,O,X,X,O,X,X
IZTJLSOI,X,O,X,X,O,X,X
IZTJLOIS,X,O,X,X,X,X,X
IZTJLOSI,X,O,X,X,X,X,X
IZTJSILO,O,O,X,X,O,X,X
IZTJSIOL,O,O,X,X,X,X,X
IZTJSLIO,O,O,X,X,O,X,X
IZTJSLOI,O,O,X,X,O,X,X
IZTJSOIL,O,O,X,X,X,X,X
IZTJSOLI,O,O,X,X,X,X,X
IZTJOILS,X,O,X,X,X,X,X
IZTJOISL,O,O,X,X,X,X,X
IZTJOLIS,X,O,X,X,X,X,X
IZTJOLSI,X,O,X,X,X,X,X
IZTJOSIL,O,O,X,X,X,X,X
IZTJOSLI,O,O,X,X,X,X,X
IZTSILJO,O,X,X,X,O,X,X
IZTSILOJ,O,O,X,X,X,X,X
IZTSIJLO,O,O,X,X,O,X,X
IZTSIJOL,O,O,X,X,X,X,X
IZTSIOLJ,O,O,X,X,X,X,X
IZTSIOJL,O,O,X,X,X,X,X
IZTSLIJO,O,X,X,X,O,X,X
IZTSLIOJ,O,O,X,X,X,X,X
IZTSLJIO,O,X,X,X,X,X,X
IZTSLJOI,O,X,X,X,X,X,X
IZTSLOIJ,O,O,X,X,X,X,X
IZTSLOJI,O,X,X,X,X,X,X
IZTSJILO,O,O,X,X,O,X,X
IZTSJIOL,O,O,X,X,X,X,X
IZTSJLIO,O,O,X,X,O,X,X
IZTSJLOI,O,O,X,X,O,X,X
IZTSJOIL,O,O,X,X,X,X,X
IZTSJOLI,O,O,X,X,X,X,X
IZTSOILJ,O,O,X,X,X,X,X
IZTSOIJL,O,O,X,X,X,X,X
IZTSOLIJ,O,O,X,X,X,X,X
IZTSOLJI,O,X,X,X,X,X,X
IZTSOJIL,O,O,X,X,X,X,X
IZTSOJLI,O,O,X,X,X,X,X
IZTOILJS,X,O,X,X,X,X,O
IZTOILSJ,X,O,X,X,X,X,O
IZTOIJLS,X,O,X,X,X,X,X
IZTOIJSL,O,O,X,X,X,X,X
IZTOISLJ,O,O,X,X,X,X,X
IZTOISJL,O,O,X,X,X,X,X
IZTOLIJS,X,O,X,X,X,X,O
IZTOLISJ,X,O,X,X,X,X,O
IZTOLJIS,X,O,X,X,X,X,O
IZTOLJSI,X,O,X,X,X,X,O
IZTOLSIJ,X,O,X,X,X,X,O
IZTOLSJI,X,X,X,X,X,X,O
IZTOJILS,X,O,X,X,X,X,X
IZTOJISL,O,O,X,X,X,X,X
IZTOJLIS,X,O,X,X,X,X,X
IZTOJLSI,X,O,X,X,X,X,X
IZTOJSIL,O,O,X,X,X,X,X
IZTOJSLI,O,O,X,X,X,X,X
IZTOSILJ,O,O,X,X,X,X,X
IZTOSIJL,O,O,X,X,X,X,X
IZTOSLIJ,O,O,X,X,X,X,X
IZTOSLJI,O,X,X,X,X,X,X
IZTOSJIL,O,O,X,X,X,X,X
IZTOSJLI,O,O,X,X,X,X,X
IZITLJSO,X,O,X,X,O,X,X
IZITLJOS,X,O,X,X,X,X,X
IZITLSJO,X,X,X,X,O,X,X
IZITLSOJ,X,O,X,X,X,X,X
IZITLOJS,X,O,X,X,X,X,O
IZITLOSJ,X,O,X,X,X,X,O
IZITJLSO,X,O,X,X,O,X,X
IZITJLOS,X,O,X,X,X,X,X
IZITJSLO,O,O,X,X,O,X,X
IZITJSOL,O,O,X,X,X,X,X
IZITJOLS,X,O,X,X,X,X,X
IZITJOSL,O,O,X,X,X,X,X
IZITSLJO,O,X,X,X,O,X,X
IZITSLOJ,O,O,X,X,X,X,X
IZITSJLO,O,O,X,X,O,X,X
IZITSJOL,O,O,X,X,X,X,X
IZITSOLJ,O,O,X,X,X,X,X
IZITSOJL,O,O,X,X,X,X,X
IZITOLJS,X,O,X,X,X,X,O
IZITOLSJ,X,O,X,X,X,X,O
IZITOJLS,X,O,X,X,X,X,X
IZITOJSL,O,O,X,X,X,X,X
IZITOSLJ,O,O,X,X,X,X,X
IZITOSJL,O,O,X,X,X,X,X
IZILTJSO,X,O,X,X,O,X,X
IZILTJOS,X,O,X,X,X,X,X
IZILTSJO,X,X,X,X,O,X,X
IZILTSOJ,X,O,X,X,X,X,X
IZILTOJS,X,O,X,X,X,X,O
IZILTOSJ,X,O,X,X,X,X,O
IZILJTSO,X,O,X,X,O,X,X
IZILJTOS,X,O,X,X,X,X,X
IZILJSTO,O,O,O,O,O,X,X
IZILJSOT,O,O,O,O,O,X,X
IZILJOTS,X,O,X,X,X,X,O
IZILJOST,O,O,O,X,O,X,O
IZILSTJO,O,X,O,O,O,X,X
IZILSTOJ,O,O,O,X,X,X,X
IZILSJTO,O,O,O,O,O,X,X
IZILSJOT,O,O,O,O,O,X,X
IZILSOTJ,O,O,O,X,X,X,O
IZILSOJT,O,O,O,O,O,X,O
IZILOTJS,X,O,X,X,X,X,O
IZILOTSJ,X,O,X,X,X,X,O
IZILOJTS,X,O,X,X,X,X,O
IZILOJST,O,O,O,X,O,X,O
IZILOSTJ,O,O,O,X,X,X,O
IZILOSJT,O,O,O,X,O,X,O
IZIJTLSO,X,O,X,X,O,X,X
IZIJTLOS,X,O,X,X,X,X,X
IZIJTSLO,O,O,X,X,O,X,X
IZIJTSOL,O,O,X,X,X,X,X
IZIJTOLS,X,O,X,X,X,X,X
IZIJTOSL,O,O,X,X,X,X,X
IZIJLTSO,X,O,X,X,O,X,X
IZIJLTOS,X,O,X,X,X,X,X
IZIJLSTO,O,O,O,O,O,X,X
IZIJLSOT,O,O,O,O,O,X,X
IZIJLOTS,X,O,X,X,X,X,O
IZIJLOST,O,O,O,X,O,X,O
IZIJSTLO,O,O,X,O,O,X,X
IZIJSTOL,O,O,O,X,X,X,X
IZIJSLTO,O,O,O,O,O,X,X
IZIJSLOT,O,O,O,O,O,X,X
IZIJSOTL,O,O,O,X,X,X,X
IZIJSOLT,O,O,O,O,O,X,X
IZIJOTLS,X,O,X,X,X,X,X
IZIJOTSL,O,O,X,X,X,X,X
IZIJOLTS,X,O,X,X,X,X,O
IZIJOLST,O,O,O,X,O,X,O
IZIJOSTL,O,O,O,X,X,X,X
IZIJOSLT,O,O,O,X,O,X,X
IZISTLJO,O,X,O,O,O,X,X
IZISTLOJ,O,O,O,X,X,X,X
IZISTJLO,O,O,X,O,O,X,X
IZISTJOL,O,O,O,X,X,X,X
IZISTOLJ,O,O,O,X,X,X,X
IZISTOJL,O,O,O,X,X,X,X
IZISLTJO,O,X,O,O,O,X,X
IZISLTOJ,O,O,O,X,X,X,X
IZISLJTO,O,O,O,O,O,X,X
IZISLJOT,O,O,O,O,O,X,X
IZISLOTJ,O,O,O,X,X,X,O
IZISLOJT,O,O,O,O,O,X,O
IZISJTLO,O,O,X,O,O,X,X
IZISJTOL,O,O,O,X,X,X,X
IZISJLTO,O,O,O,O,O,X,X
IZISJLOT,O,O,O,O,O,X,X
IZISJOTL,O,O,O,X,X,X,X
IZISJOLT,O,O,O,O,O,X,X
IZISOTLJ,O,O,O,X,X,X,X
IZISOTJL,O,O,O,X,X,X,X
IZISOLTJ,O,O,O,X,X,X,O
IZISOLJT,O,O,O,O,O,X,O
IZISOJTL,O,O,O,X,X,X,X
IZISOJLT,O,O,O,O,O,X,X
IZIOTLJS,X,O,X,X,X,X,O
IZIOTLSJ,X,O,X,X,X,X,O
IZIOTJLS,X,O,X,X,X,X,X
IZIOTJSL,O,O,X,X,X,X,X
IZIOTSLJ,O,O,X,X,X,X,X
IZIOTSJL,O,O,X,X,X,X,X
IZIOLTJS,X,O,X,X,X,X,O
IZIOLTSJ,X,O,X,X,X,X,O
IZIOLJTS,X,O,X,X,X,X,O
IZIOLJST,O,O,O,X,O,X,O
IZIOLSTJ,O,O,O,X,X,X,O
IZIOLSJT,O,O,O,X,O,X,O
IZIOJTLS,X,O,X,X,X,X,X
IZIOJTSL,O,O,X,X,X,X,X
IZIOJLTS,X,O,X,X,X,X,O
IZIOJLST,O,O,O,X,O,X,O
IZIOJSTL,O,O,O,X,X,X,X
IZIOJSLT,O,O,O,X,O,X,X
IZIOSTLJ,O,O,O,X,X,X,X
IZIOSTJL,O,O,O,X,X,X,X
IZIOSLTJ,O,O,O,X,X,X,O
IZIOSLJT,O,O,O,X,O,X,O
IZIOSJTL,O,O,O,X,X,X,X
IZIOSJLT,O,O,O,X,O,X,X
IZLTIJSO,X,O,X,X,O,X,X
IZLTIJOS,X,O,X,X,X,X,X
IZLTISJO,X,X,X,X,O,X,X
IZLTISOJ,X,O,X,X,X,X,X
IZLTIOJS,X,O,X,X,X,X,O
IZLTIOSJ,X,O,X,X,X,X,O
IZLTJISO,X,O,X,X,O,X,X
IZLTJIOS,X,O,X,X,X,X,X
IZLTJSIO,X,O,X,X,O,X,X
IZLTJSOI,X,O,X,X,O,X,X
IZLTJOIS,X,O,X,X,X,X,X
IZLTJOSI,X,O,X,X,X,X,X
IZLTSIJO,X,X,X,X,O,X,X
IZLTSIOJ,X,O,X,X,X,X,X
IZLTSJIO,X,X,X,X,X,X,X
IZLTSJOI,X,X,X,X,X,X,X
IZLTSOIJ,X,O,X,X,X,X,X
IZLTSOJI,X,X,X,X,X,X,X
IZLTOIJS,X,O,X,X,X,X,O
IZLTOISJ,X,O,X,X,X,X,O
IZLTOJIS,X,O,X,X,X,X,O
IZLTOJSI,X,O,X,X,X,X,O
IZLTOSIJ,X,O,X,X,X,X,O
IZLTOSJI,X,X,X,X,X,X,O
IZLITJSO,X,O,X,X,O,X,X
IZLITJOS,X,O,X,X,X,X,X
IZLITSJO,X,X,X,X,O,X,X
IZLITSOJ,X,O,X,X,X,X,X
IZLITOJS,X,O,X,X,X,X,O
IZLITOSJ,X,O,X,X,X,X,O
IZLIJTSO,X,O,X,X,O,X,X
IZLIJTOS,X,O,X,X,X,X,X
IZLIJSTO,O,O,O,O,O,X,X
IZLIJSOT,O,O,O,O,O,X,X
IZLIJOTS,X,O,X,X,X,X,O
IZLIJOST,O,O,O,X,O,X,O
IZLISTJO,O,X,O,O,O,X,X
IZLISTOJ,O,O,O,X,X,X,X
IZLISJTO,O,O,O,O,O,X,X
IZLISJOT,O,O,O,O,O,X,X
IZLISOTJ,O,O,O,X,X,X,O
IZLISOJT,O,O,O,O,O,X,O
IZLIOTJS,X,O,X,X,X,X,O
IZLIOTSJ,X,O,X,X,X,X,O
IZLIOJTS,X,O,X,X,X,X,O
IZLIOJST,O,O,O,X,O,X,O
IZLIOSTJ,O,O,O,X,X,X,O
IZLIOSJT,O,O,O,X,O,X,O
IZLJTISO,X,O,X,X,O,X,X
IZLJTIOS,X,O,X,X,X,X,X
IZLJTSIO,X,O,X,X,O,X,X
IZLJTSOI,X,O,X,X,O,X,X
IZLJTOIS,X,O,X,X,X,X,X
IZLJTOSI,X,O,X,X,X,X,X
IZLJITSO,X,O,X,X,O,X,X
IZLJITOS,X,O,X,X,X,X,X
IZLJISTO,O,O,O,O,O,X,X
IZLJISOT,O,O,O,O,O,X,X
IZLJIOTS,X,O,X,X,X,X,O
IZLJIOST,O,O,O,X,O,X,O
IZLJSTIO,O,O,O,O,O,X,X
IZLJSTOI,O,O,O,O,O,X,X
IZLJSITO,O,O,O,O,O,X,X
IZLJSIOT,O,O,O,O,O,X,X
IZLJSOTI,O,O,O,O,O,X,X
IZLJSOIT,O,O,O,O,O,X,X
IZLJOTIS,X,O,X,X,O,X,O
IZLJOTSI,X,O,X,X,O,X,O
IZLJOITS,X,O,X,X,O,X,O
IZLJOIST,O,O,O,X,O,X,O
IZLJOSTI,O,O,O,X,O,X,O
IZLJOSIT,O,O,O,X,O,X,O
IZLSTIJO,O,X,O,O,O,X,X
IZLSTIOJ,O,O,O,X,X,X,X
IZLSTJIO,O,X,O,O,X,X,X
IZLSTJOI,O,X,O,O,X,X,X
IZLSTOIJ,O,O,O,X,X,X,X
IZLSTOJI,O,X,O,X,X,X,X
IZLSITJO,O,X,O,O,O,X,X
IZLSITOJ,O,O,O,X,X,X,X
IZLSIJTO,O,O,O,O,O,X,X
IZLSIJOT,O,O,O,O,O,X,X
IZLSIOTJ,O,O,O,X,X,X,O
IZLSIOJT,O,O,O,O,O,X,O
IZLSJTIO,O,O,O,O,O,X,X
IZLSJTOI,O,O,O,O,O,X,X
IZLSJITO,O,O,O,O,O,X,X
IZLSJIOT,O,O,O,O,O,X,X
IZLSJOTI,O,O,O,O,O,X,X
IZLSJOIT,O,O,O,O,O,X,X
IZLSOTIJ,O,O,O,X,O,X,O
IZLSOTJI,O,X,O,X,X,X,O
IZLSOITJ,O,O,O,X,O,X,O
IZLSOIJT,O,O,O,O,O,X,O
IZLSOJTI,O,O,O,O,X,X,O
IZLSOJIT,O,O,O,O,O,X,O
IZLOTIJS,X,O,X,X,O,X,O
IZLOTISJ,X,O,X,X,O,X,O
IZLOTJIS,X,O,X,X,O,X,O
IZLOTJSI,X,O,X,X,O,X,O
IZLOTSIJ,X,O,X,X,O,X,O
IZLOTSJI,X,X,X,X,X,X,O
IZLOITJS,X,O,X,X,O,X,O
IZLOITSJ,X,O,X,X,O,X,O
IZLOIJTS,X,O,X,X,O,X,O
IZLOIJST,O,O,O,X,O,X,O
IZLOISTJ,O,O,O,X,O,X,O
IZLOISJT,O,O,O,X,O,X,O
IZLOJTIS,X,O,X,X,O,X,O
IZLOJTSI,X,O,X,X,O,X,O
IZLOJITS,X,O,X,X,O,X,O
IZLOJIST,O,O,O,X,O,X,O
IZLOJSTI,O,O,O,X,O,X,O
IZLOJSIT,O,O,O,X,O,X,O
IZLOSTIJ,O,O,O,X,O,X,O
IZLOSTJI,O,X,O,X,X,X,O
IZLOSITJ,O,O,O,X,O,X,O
IZLOSIJT,O,O,O,X,O,X,O
IZLOSJTI,O,O,O,X,O,X,O
IZLOSJIT,O,O,O,X,O,X,O
IZJTILSO,X,O,X,X,O,X,X
IZJTILOS,X,O,X,X,X,X,X
IZJTISLO,O,O,X,X,O,X,X
IZJTISOL,O,O,X,X,X,X,X
IZJTIOLS,X,O,X,X,X,X,X
IZJTIOSL,O,O,X,X,X,X,X
IZJTLISO,X,O,X,X,O,X,X
IZJTLIOS,X,O,X,X,X,X,X
IZJTLSIO,X,O,X,X,O,X,X
IZJTLSOI,X,O,X,X,O,X,X
IZJTLOIS,X,O,X,X,X,X,X
IZJTLOSI,X,O,X,X,X,X,X
IZJTSILO,O,O,X,X,O,X,X
IZJTSIOL,O,O,X,X,X,X,X
IZJTSLIO,O,O,X,X,O,X,X
IZJTSLOI,O,O,X,X,O,X,X
IZJTSOIL,O,O,X,X,X,X,X
IZJTSOLI,O,O,X,X,X,X,X
IZJTOILS,X,O,X,X,X,X,X
IZJTOISL,O,O,X,X,X,X,X
IZJTOLIS,X,O,X,X,X,X,X
IZJTOLSI,X,O,X,X,X,X,X
IZJTOSIL,O,O,X,X,X,X,X
IZJTOSLI,O,O,X,X,X,X,X
IZJITLSO,X,O,X,X,O,X,X
IZJITLOS,X,O,X,X,X,X,X
IZJITSLO,O,O,X,X,O,X,X
IZJITSOL,O,O,X,X,X,X,X
IZJITOLS,X,O,X,X,X,X,X
IZJITOSL,O,O,X,X,X,X,X
IZJILTSO,X,O,X,X,O,X,X
IZJILTOS,X,O,X,X,X,X,X
IZJILSTO,O,O,O,O,O,X,X
IZJILSOT,O,O,O,O,O,X,X
IZJILOTS,X,O,X,X,X,X,O
IZJILOST,O,O,O,X,O,X,O
IZJISTLO,O,O,X,O,O,X,X
IZJISTOL,O,O,O,X,X,X,X
IZJISLTO,O,O,O,O,O,X,X
IZJISLOT,O,O,O,O,O,X,X
IZJISOTL,O,O,O,X,X,X,X
IZJISOLT,O,O,O,O,O,X,X
IZJIOTLS,X,O,X,X,X,X,X
IZJIOTSL,O,O,X,X,X,X,X
IZJIOLTS,X,O,X,X,X,X,O
IZJIOLST,O,O,O,X,O,X,O
IZJIOSTL,O,O,O,X,X,X,X
IZJIOSLT,O,O,O,X,O,X,X
IZJLTISO,X,O,X,X,O,X,X
IZJLTIOS,X,O,X,X,X,X,X
IZJLTSIO,X,O,X,X,O,X,X
IZJLTSOI,X,O,X,X,O,X,X
IZJLTOIS,X,O,X,X,X,X,X
IZJLTOSI,X,O,X,X,X,X,X
IZJLITSO,X,O,X,X,O,X,X
IZJLITOS,X,O,X,X,X,X,X
IZJLISTO,O,O,O,O,O,X,X
IZJLISOT,O,O,O,O,O,X,X
IZJLIOTS,X,O,X,X,X,X,O
IZJLIOST,O,O,O,X,O,X,O
IZJLSTIO,O,O,O,O,O,X,X
IZJLSTOI,O,O,O,O,O,X,X
IZJLSITO,O,O,O,O,O,X,X
IZJLSIOT,O,O,O,O,O,X,X
IZJLSOTI,O,O,O,O,O,X,X
IZJLSOIT,O,O,O,O,O,X,X
IZJLOTIS,X,O,X,X,O,X,O
IZJLOTSI,X,O,X,X,O,X,O
IZJLOITS,X,O,X,X,O,X,O
IZJLOIST,O,O,O,X,O,X,O
IZJLOSTI,O,O,O,X,O,X,O
IZJLOSIT,O,O,O,X,O,X,O
IZJSTILO,O,O,X,O,O,X,X
IZJSTIOL,O,O,O,X,X,X,X
IZJSTLIO,O,O,X,X,O,X,X
IZJSTLOI,O,O,X,X,O,X,X
IZJSTOIL,O,O,O,X,X,X,X
IZJSTOLI,O,O,X,X,X,X,X
IZJSITLO,O,O,X,O,O,X,X
IZJSITOL,O,O,O,X,X,X,X
IZJSILTO,O,O,O,O,O,X,X
IZJSILOT,O,O,O,O,O,X,X
IZJSIOTL,O,O,O,X,X,O,X
IZJSIOLT,O,O,O,O,O,O,X
IZJSLTIO,O,O,O,O,O,X,X
IZJSLTOI,O,O,O,O,O,X,X
IZJSLITO,O,O,O,O,O,X,X
IZJSLIOT,O,O,O,O,O,X,X
IZJSLOTI,O,O,O,O,O,X,X
IZJSLOIT,O,O,O,O,O,X,X
IZJSOTIL,O,O,O,X,O,O,X
IZJSOTLI,O,O,X,X,O,O,X
IZJSOITL,O,O,O,X,O,O,X
IZJSOILT,O,O,O,O,O,O,X
IZJSOLTI,O,O,O,X,O,O,X
IZJSOLIT,O,O,O,X,O,O,X
IZJOTILS,X,O,X,X,O,X,X
IZJOTISL,O,O,X,X,O,X,X
IZJOTLIS,X,O,X,X,O,X,X
IZJOTLSI,X,O,X,X,O,X,X
IZJOTSIL,O,O,X,X,O,X,X
IZJOTSLI,O,O,X,X,O,X,X
IZJOITLS,X,O,X,X,O,X,X
IZJOITSL,O,O,X,X,O,X,X
IZJOILTS,X,O,X,X,O,X,O
IZJOILST,O,O,O,X,O,X,O
IZJOISTL,O,O,O,X,O,X,X
IZJOISLT,O,O,O,X,O,X,X
IZJOLTIS,X,O,X,X,O,X,O
IZJOLTSI,X,O,X,X,O,X,O
IZJOLITS,X,O,X,X,O,X,O
IZJOLIST,O,O,O,X,O,X,O
IZJOLSTI,O,O,O,X,O,X,O
IZJOLSIT,O,O,O,X,O,X,O
IZJOSTIL,O,O,O,X,O,O,X
IZJOSTLI,O,O,X,X,O,O,X
IZJOSITL,O,O,O,X,O,O,X
IZJOSILT,O,O,O,X,O,O,X
IZJOSLTI,O,O,O,X,O,O,X
IZJOSLIT,O,O,O,X,O,O,X
IZSTILJO,O,X,O,O,O,X,X
IZSTILOJ,O,O,O,X,X,X,X
IZSTIJLO,O,O,X,O,O,X,X
IZSTIJOL,O,O,O,X,X,X,X
IZSTIOLJ,O,O,O,X,X,X,X
IZSTIOJL,O,O,O,X,X,X,X
IZSTLIJO,O,X,O,O,O,X,X
IZSTLIOJ,O,O,O,X,X,X,X
IZSTLJIO,O,X,O,O,X,X,X
IZSTLJOI,O,X,O,O,X,X,X
IZSTLOIJ,O,O,O,X,X,X,X
IZSTLOJI,O,X,O,X,X,X,X
IZSTJILO,O,O,X,O,O,X,X
IZSTJIOL,O,O,O,X,X,X,X
IZSTJLIO,O,O,X,X,O,X,X
IZSTJLOI,O,O,X,X,O,X,X
IZSTJOIL,O,O,O,X,X,X,X
IZSTJOLI,O,O,X,X,X,X,X
IZSTOILJ,O,O,O,X,X,X,X
IZSTOIJL,O,O,O,X,X,X,X
IZSTOLIJ,O,O,O,X,X,X,X
IZSTOLJI,O,X,O,X,X,X,X
IZSTOJIL,O,O,O,X,X,X,X
IZSTOJLI,O,O,X,X,X,X,X
IZSITLJO,O,X,O,O,O,X,X
IZSITLOJ,O,O,O,X,X,X,X
IZSITJLO,O,O,X,O,O,X,X
IZSITJOL,O,O,O,X,X,X,X
IZSITOLJ,O,O,O,X,X,X,X
IZSITOJL,O,O,O,X,X,X,X
IZSILTJO,O,X,O,O,O,X,X
IZSILTOJ,O,O,O,X,X,X,X
IZSILJTO,O,O,O,O,O,X,X
IZSILJOT,O,O,O,O,O,X,X
IZSILOTJ,O,O,O,X,X,X,O
IZSILOJT,O,O,O,O,O,X,O
IZSIJTLO,O,O,X,O,O,X,X
IZSIJTOL,O,O,O,X,X,X,X
IZSIJLTO,O,O,O,O,O,X,X
IZSIJLOT,O,O,O,O,O,X,X
IZSIJOTL,O,O,O,X,X,O,X
IZSIJOLT,O,O,O,O,O,O,X
IZSIOTLJ,O,O,O,X,X,X,X
IZSIOTJL,O,O,O,X,X,X,X
IZSIOLTJ,O,O,O,X,X,X,O
IZSIOLJT,O,O,O,O,O,X,O
IZSIOJTL,O,O,O,X,X,O,X
IZSIOJLT,O,O,O,O,O,O,X
IZSLTIJO,O,X,O,O,O,X,X
IZSLTIOJ,O,O,O,X,X,X,X
IZSLTJIO,O,X,O,O,X,X,X
IZSLTJOI,O,X,O,O,X,X,X
IZSLTOIJ,O,O,O,X,X,X,X
IZSLTOJI,O,X,O,X,X,X,X
IZSLITJO,O,X,O,O,O,X,X
IZSLITOJ,O,O,O,X,X,X,X
IZSLIJTO,O,O,O,O,O,X,X
IZSLIJOT,O,O,O,O,O,X,X
IZSLIOTJ,O,O,O,X,X,X,O
IZSLIOJT,O,O,O,O,O,X,O
IZSLJTIO,O,O,O,O,O,X,X
IZSLJTOI,O,O,O,O,O,X,X
IZSLJITO,O,O,O,O,O,X,X
IZSLJIOT,O,O,O,O,O,X,X
IZSLJOTI,O,O,O,O,O,X,X
IZSLJOIT,O,O,O,O,O,X,X
IZSLOTIJ,O,O,O,X,O,X,O
IZSLOTJI,O,X,O,X,X,X,O
IZSLOITJ,O,O,O,X,O,X,O
IZSLOIJT,O,O,O,O,O,X,O
IZSLOJTI,O,O,O,O,X,X,O
IZSLOJIT,O,O,O,O,O,X,O
IZSJTILO,O,O,X,O,O,X,X
IZSJTIOL,O,O,O,X,X,X,X
IZSJTLIO,O,O,X,X,O,X,X
IZSJTLOI,O,O,X,X,O,X,X
IZSJTOIL,O,O,O,X,X,X,X
IZSJTOLI,O,O,X,X,X,X,X
IZSJITLO,O,O,X,O,O,X,X
IZSJITOL,O,O,O,X,X,X,X
IZSJILTO,O,O,O,O,O,X,X
