sequence,v115@vhFm/IXjBTkB9tByuB0sB,v115@vhFi/IXjBzkB9tB2uB0sB,v115@vhGm/I5lBXjBTkB9tByuB0sB,v115@vhGi/I5lBXjBzkB9tB2uB0sB,v115@vhGZEJCgBXjBTlB9tBWvB0sB,v115@vhGx/IXjBOpB6qB9tBzpB0sB,v115@vhGx/IXjBKpBzkB+qB9tB0sB,v115@vhGOEJ6lBXjBzkB9tB0sBxuB,v115@vhGZEJGgBXjBzkB9tBSvB0sB,v115@vhGKEJzfB+lBXjB9tB0sBxuB,v115@vhG9IJmgBTfBPrBypBUtBxuB
LJZOIST,X,X,O,O,O,O,O,X,O,X,X
LJZOSTI,O,O,O,O,O,O,O,X,O,X,X
LJZOSIT,X,X,O,O,O,O,O,X,O,X,X
LJOTISZ,O,O,O,O,O,O,O,X,O,X,X
LJOTIZS,O,O,O,O,O,O,O,X,O,X,X
LJOTSIZ,O,O,O,O,O,O,O,X,O,X,X
LJOTSZI,O,O,O,O,O,O,O,X,O,X,X
LJOTZIS,O,O,O,O,O,O,O,X,O,X,X
LJOTZSI,O,O,O,O,O,O,O,X,O,X,X
LJOITSZ,O,O,O,O,O,O,O,X,O,X,X
LJOITZS,O,O,O,O,O,O,O,X,O,X,X
LJOISTZ,X,X,O,O,O,O,O,X,O,X,X
LJOISZT,X,X,O,O,O,O,O,X,O,X,X
LJOIZTS,O,O,O,O,O,O,O,X,O,X,X
LJOIZST,X,X,O,O,O,O,O,X,O,X,X
LJOSTIZ,O,O,O,O,O,O,O,X,O,X,X
LJOSTZI,O,O,O,O,O,O,O,X,O,X,X
LJOSITZ,X,X,O,O,O,O,O,X,O,X,X
LJOSIZT,X,X,O,O,O,O,O,X,O,X,X
LJOSZTI,O,O,O,O,O,O,O,X,O,X,X
LJOSZIT,X,X,O,O,O,O,O,X,O,X,X
LJOZTIS,O,O,O,O,O,O,O,X,O,X,X
LJOZTSI,O,O,O,O,O,O,O,X,O,X,X
LJOZITS,O,O,O,O,O,O,O,X,O,X,X
LJOZIST,X,X,O,O,O,O,O,X,O,X,X
LJOZSTI,O,O,O,O,O,O,O,X,O,X,X
LJOZSIT,X,X,O,O,O,O,O,X,O,X,X
LSTIJZO,X,X,O,X,X,X,O,X,O,X,X
LSTIJOZ,X,X,O,X,X,X,O,X,O,X,X
LSTIZJO,X,X,O,X,X,X,O,X,O,X,X
LSTIZOJ,O,X,O,X,X,O,O,X,O,X,X
LSTIOJZ,O,X,O,X,X,O,O,X,O,X,X
LSTIOZJ,O,X,O,X,X,O,O,X,O,X,X
LSTJIZO,X,X,O,X,X,X,O,X,O,X,X
LSTJIOZ,X,X,O,X,X,X,O,X,O,X,X
LSTJZIO,X,X,O,X,X,X,O,X,O,X,X
LSTJZOI,O,X,O,X,X,O,O,X,O,X,X
LSTJOIZ,O,X,O,X,X,O,O,X,O,X,X
LSTJOZI,O,X,O,X,X,O,O,X,O,X,X
LSTZIJO,X,X,O,X,X,X,O,X,O,X,X
LSTZIOJ,O,X,O,X,X,O,O,X,O,X,X
LSTZJIO,X,X,O,X,X,X,O,X,O,X,X
LSTZJOI,O,X,O,X,X,O,O,X,O,X,X
LSTZOIJ,O,X,O,X,X,O,O,X,O,X,X
LSTZOJI,O,X,O,X,X,O,O,X,O,X,X
LSTOIJZ,O,X,O,X,X,O,O,X,O,X,X
LSTOIZJ,O,X,O,X,X,O,O,X,O,X,X
LSTOJIZ,O,X,O,X,X,O,O,X,O,X,X
LSTOJZI,O,X,O,X,X,O,O,X,O,X,X
LSTOZIJ,O,X,O,X,X,O,O,X,O,X,X
LSTOZJI,O,X,O,X,X,O,O,X,O,X,X
LSITJZO,X,X,O,X,X,X,O,X,O,X,O
LSITJOZ,X,X,O,X,X,X,O,X,O,X,O
LSITZJO,X,X,O,X,X,X,O,X,O,X,O
LSITZOJ,X,X,O,X,X,X,O,X,O,X,O
LSITOJZ,X,X,O,X,X,X,O,X,O,X,O
LSITOZJ,X,X,O,X,X,X,O,X,O,X,O
LSIJTZO,X,X,X,X,X,X,X,X,X,X,O
LSIJTOZ,X,X,X,X,X,X,X,X,X,X,O
LSIJZTO,X,X,X,X,X,X,X,X,X,X,O
LSIJZOT,X,X,X,X,X,X,X,X,X,X,O
LSIJOTZ,X,X,X,X,X,X,X,X,X,X,O
LSIJOZT,X,X,X,X,X,X,X,X,X,X,O
LSIZTJO,X,X,O,X,X,X,O,X,O,X,O
LSIZTOJ,X,X,O,X,X,X,O,X,O,X,O
LSIZJTO,X,X,X,X,X,X,X,X,X,X,O
LSIZJOT,X,X,X,X,X,X,X,X,X,X,O
LSIZOTJ,X,X,O,X,X,X,O,X,O,X,O
LSIZOJT,X,X,O,X,X,X,O,X,O,X,O
LSIOTJZ,X,X,O,X,X,X,O,X,O,X,O
LSIOTZJ,X,X,O,X,X,X,O,X,O,X,O
LSIOJTZ,X,X,O,X,X,X,O,X,O,X,O
LSIOJZT,X,X,O,X,X,X,O,X,O,X,O
LSIOZTJ,X,X,O,X,X,X,O,X,O,X,O
LSIOZJT,X,X,O,X,X,X,O,X,O,X,O
LSJTIZO,X,X,X,X,X,X,O,X,X,X,X
LSJTIOZ,X,X,X,X,X,X,O,X,X,X,X
LSJTZIO,X,X,X,X,X,X,O,X,X,X,X
LSJTZOI,X,X,X,X,X,X,O,X,X,X,X
LSJTOIZ,X,X,X,X,X,X,O,X,X,X,X
LSJTOZI,X,X,X,X,X,X,O,X,X,X,X
LSJITZO,X,X,X,X,X,X,X,X,X,X,O
LSJITOZ,X,X,X,X,X,X,X,X,X,X,O
LSJIZTO,X,X,X,X,X,X,X,X,X,X,O
LSJIZOT,X,X,X,X,X,X,X,X,X,X,O
LSJIOTZ,X,X,X,X,X,X,X,X,X,X,O
LSJIOZT,X,X,X,X,X,X,X,X,X,X,O
LSJZTIO,X,X,X,X,X,X,O,X,X,X,O
LSJZTOI,X,X,X,X,X,X,O,X,X,X,X
LSJZITO,X,X,X,X,X,X,X,X,X,X,O
LSJZIOT,X,X,X,X,X,X,X,X,X,X,O
LSJZOTI,X,X,X,X,X,X,O,X,X,X,X
LSJZOIT,X,X,X,X,X,X,O,X,X,X,X
LSJOTIZ,X,X,X,X,X,X,O,X,X,X,X
LSJOTZI,X,X,X,X,X,X,O,X,X,X,X
LSJOITZ,X,X,X,X,X,X,O,X,X,X,X
LSJOIZT,X,X,X,X,X,X,O,X,X,X,X
LSJOZTI,X,X,X,X,X,X,O,X,X,X,X
LSJOZIT,X,X,X,X,X,X,O,X,X,X,X
LSZTIJO,X,X,O,X,X,X,O,X,O,X,O
LSZTIOJ,O,X,O,X,X,O,O,X,O,X,O
LSZTJIO,X,X,O,X,X,X,O,X,O,X,O
LSZTJOI,O,X,O,X,X,O,O,X,O,X,X
LSZTOIJ,O,X,O,X,X,O,O,X,O,X,X
LSZTOJI,O,X,O,X,X,O,O,X,O,X,X
LSZITJO,X,X,O,X,X,X,O,X,O,X,O
LSZITOJ,X,X,O,X,X,X,O,X,O,X,O
LSZIJTO,X,X,X,X,X,X,X,X,X,X,O
LSZIJOT,X,X,X,X,X,X,X,X,X,X,O
LSZIOTJ,X,X,O,X,X,X,O,X,O,X,O
LSZIOJT,X,X,O,X,X,X,O,X,O,X,O
LSZJTIO,X,X,X,X,X,X,O,X,X,X,O
LSZJTOI,X,X,X,X,X,X,O,X,X,X,X
LSZJITO,X,X,X,X,X,X,X,X,X,X,O
LSZJIOT,X,X,X,X,X,X,X,X,X,X,O
LSZJOTI,X,X,X,X,X,X,O,X,X,X,X
LSZJOIT,X,X,X,X,X,X,O,X,X,X,X
LSZOTIJ,O,X,O,X,X,O,O,X,O,X,X
LSZOTJI,O,X,O,X,X,O,O,X,O,X,X
LSZOITJ,X,X,O,X,X,X,O,X,O,X,X
LSZOIJT,X,X,O,X,X,X,O,X,O,X,X
LSZOJTI,O,X,O,X,X,O,O,X,O,X,X
LSZOJIT,X,X,O,X,X,O,O,X,O,X,X
LSOTIJZ,O,X,O,X,X,O,O,X,O,X,X
LSOTIZJ,O,X,O,X,X,O,O,X,O,X,X
LSOTJIZ,O,X,O,X,X,O,O,X,O,X,X
LSOTJZI,O,X,O,X,X,O,O,X,O,X,X
LSOTZIJ,O,X,O,X,X,O,O,X,O,X,X
LSOTZJI,O,X,O,X,X,O,O,X,O,X,X
LSOITJZ,X,X,O,X,X,X,O,X,O,X,X
LSOITZJ,X,X,O,X,X,X,O,X,O,X,X
LSOIJTZ,X,X,O,X,X,X,O,X,O,X,X
LSOIJZT,X,X,O,X,X,X,O,X,O,X,X
LSOIZTJ,X,X,O,X,X,X,O,X,O,X,X
LSOIZJT,X,X,O,X,X,X,O,X,O,X,X
LSOJTIZ,O,X,O,X,X,O,O,X,O,X,X
LSOJTZI,O,X,O,X,X,O,O,X,O,X,X
LSOJITZ,X,X,O,X,X,O,O,X,O,X,X
LSOJIZT,X,X,O,X,X,O,O,X,O,X,X
LSOJZTI,O,X,O,X,X,O,O,X,O,X,X
LSOJZIT,X,X,O,X,X,O,O,X,O,X,X
LSOZTIJ,O,X,O,X,X,O,O,X,O,X,X
LSOZTJI,O,X,O,X,X,O,O,X,O,X,X
LSOZITJ,X,X,O,X,X,X,O,X,O,X,X
LSOZIJT,X,X,O,X,X,X,O,X,O,X,X
LSOZJTI,O,X,O,X,X,O,O,X,O,X,X
LSOZJIT,X,X,O,X,X,O,O,X,O,X,X
LZTIJSO,X,X,O,O,O,X,O,O,O,O,O
LZTIJOS,X,X,O,O,O,X,O,O,O,O,O
LZTISJO,X,X,O,O,O,X,O,O,O,O,O
LZTISOJ,O,X,O,X,X,O,O,O,O,O,O
LZTIOJS,O,X,O,X,X,O,O,O,O,O,O
LZTIOSJ,O,X,O,X,X,O,O,O,O,O,O
LZTJISO,X,O,O,O,O,O,O,X,O,X,X
LZTJIOS,X,O,O,O,O,O,O,X,O,X,X
LZTJSIO,X,O,O,O,O,O,O,X,O,X,X
LZTJSOI,O,O,O,O,O,O,O,X,O,X,X
LZTJOIS,O,O,O,O,O,O,O,X,O,X,X
LZTJOSI,O,O,O,O,O,O,O,X,O,X,X
LZTSIJO,X,X,O,O,O,X,O,O,O,O,O
LZTSIOJ,O,X,O,X,X,O,O,O,O,O,O
LZTSJIO,X,O,O,O,O,O,O,X,O,X,O
LZTSJOI,O,O,O,O,O,O,O,X,O,X,X
LZTSOIJ,O,X,O,X,X,O,O,X,O,X,X
LZTSOJI,O,X,O,X,X,O,O,X,O,X,X
LZTOIJS,O,X,O,X,X,O,O,X,O,X,X
LZTOISJ,O,X,O,X,X,O,O,X,O,X,X
LZTOJIS,O,X,O,X,X,O,O,X,O,X,X
LZTOJSI,O,X,O,X,X,O,O,X,O,X,X
LZTOSIJ,O,X,O,X,X,O,O,X,O,X,X
LZTOSJI,O,X,O,X,X,O,O,X,O,X,X
LZITJSO,X,X,O,O,O,X,O,O,O,O,O
LZITJOS,X,X,O,O,O,X,O,O,O,O,O
LZITSJO,X,X,O,O,O,X,O,O,O,O,O
LZITSOJ,O,X,O,X,X,O,O,O,O,O,O
LZITOJS,O,X,O,X,X,O,O,O,O,O,O
LZITOSJ,O,X,O,X,X,O,O,O,O,O,O
LZIJTSO,X,X,O,O,O,X,O,O,O,O,O
LZIJTOS,X,X,O,O,O,X,O,O,O,O,O
LZIJSTO,X,X,X,X,O,X,X,X,X,O,O
LZIJSOT,X,X,X,X,O,X,X,X,X,O,O
LZIJOTS,X,X,O,O,O,X,O,O,O,O,O
LZIJOST,X,X,O,O,O,X,O,O,O,O,O
LZISTJO,X,X,O,X,X,X,O,O,O,O,O
LZISTOJ,X,X,O,X,X,X,O,O,O,O,O
LZISJTO,X,X,X,X,X,X,X,X,X,O,O
LZISJOT,X,X,X,X,X,X,X,X,X,O,O
LZISOTJ,X,X,O,X,X,X,O,O,O,O,O
LZISOJT,X,X,O,X,X,X,O,O,O,O,O
LZIOTJS,O,X,O,X,X,O,O,O,O,O,O
LZIOTSJ,O,X,O,X,X,O,O,O,O,O,O
LZIOJTS,O,X,O,X,X,O,O,O,O,O,O
LZIOJST,X,X,O,X,X,O,O,O,O,O,O
LZIOSTJ,X,X,O,X,X,X,O,O,O,O,O
LZIOSJT,X,X,O,X,X,X,O,O,O,O,O
LZJTISO,X,O,O,O,O,O,O,X,O,X,X
LZJTIOS,X,O,O,O,O,O,O,X,O,X,X
LZJTSIO,X,O,O,O,O,O,O,X,O,X,X
LZJTSOI,O,O,O,O,O,O,O,X,O,X,X
LZJTOIS,O,O,O,O,O,O,O,X,O,X,X
LZJTOSI,O,O,O,O,O,O,O,X,O,X,X
LZJITSO,X,O,O,O,O,O,O,X,O,X,X
LZJITOS,X,O,O,O,O,O,O,X,O,X,X
LZJISTO,X,X,X,X,O,X,X,X,X,X,X
LZJISOT,X,X,X,X,O,X,X,X,X,X,X
LZJIOTS,X,O,O,O,O,O,O,X,O,X,X
LZJIOST,X,X,O,O,O,O,O,X,O,X,X
LZJSTIO,X,O,X,O,O,X,O,X,X,X,X
LZJSTOI,X,O,X,O,O,X,O,X,X,X,X
LZJSITO,X,X,X,X,O,X,X,X,X,X,X
LZJSIOT,X,X,X,X,O,X,X,X,X,X,X
LZJSOTI,X,O,X,O,O,X,O,X,X,X,X
LZJSOIT,X,X,X,O,O,X,O,X,X,X,X
LZJOTIS,O,O,O,O,O,O,O,X,O,X,X
LZJOTSI,O,O,O,O,O,O,O,X,O,X,X
LZJOITS,O,O,O,O,O,O,O,X,O,X,X
LZJOIST,X,X,O,O,O,O,O,X,O,X,X
LZJOSTI,O,O,O,O,O,O,O,X,O,X,X
LZJOSIT,X,X,O,O,O,O,O,X,O,X,X
LZSTIJO,X,X,O,X,X,X,O,X,O,X,O
LZSTIOJ,O,X,O,X,X,O,O,X,O,X,O
LZSTJIO,X,X,O,X,X,X,O,X,O,X,O
LZSTJOI,O,X,O,X,X,O,O,X,O,X,X
LZSTOIJ,O,X,O,X,X,O,O,X,O,X,X
LZSTOJI,O,X,O,X,X,O,O,X,O,X,X
LZSITJO,X,X,O,X,X,X,O,X,O,X,O
LZSITOJ,X,X,O,X,X,X,O,X,O,X,O
LZSIJTO,X,X,X,X,X,X,X,X,X,X,O
LZSIJOT,X,X,X,X,X,X,X,X,X,X,O
LZSIOTJ,X,X,O,X,X,X,O,X,O,X,O
LZSIOJT,X,X,O,X,X,X,O,X,O,X,O
LZSJTIO,X,X,X,X,X,X,O,X,X,X,O
LZSJTOI,X,X,X,X,X,X,O,X,X,X,X
LZSJITO,X,X,X,X,X,X,X,X,X,X,O
LZSJIOT,X,X,X,X,X,X,X,X,X,X,O
LZSJOTI,X,X,X,X,X,X,O,X,X,X,X
LZSJOIT,X,X,X,X,X,X,O,X,X,X,X
LZSOTIJ,O,X,O,X,X,O,O,X,O,X,X
LZSOTJI,O,X,O,X,X,O,O,X,O,X,X
LZSOITJ,X,X,O,X,X,X,O,X,O,X,X
LZSOIJT,X,X,O,X,X,X,O,X,O,X,X
LZSOJTI,O,X,O,X,X,O,O,X,O,X,X
LZSOJIT,X,X,O,X,X,O,O,X,O,X,X
LZOTIJS,O,X,O,X,X,O,O,X,O,X,X
LZOTISJ,O,X,O,X,X,O,O,X,O,X,X
LZOTJIS,O,X,O,X,X,O,O,X,O,X,X
LZOTJSI,O,X,O,X,X,O,O,X,O,X,X
LZOTSIJ,O,X,O,X,X,O,O,X,O,X,X
LZOTSJI,O,X,O,X,X,O,O,X,O,X,X
LZOITJS,O,X,O,X,X,O,O,X,O,X,X
LZOITSJ,O,X,O,X,X,O,O,X,O,X,X
LZOIJTS,O,X,O,X,X,O,O,X,O,X,X
LZOIJST,X,X,O,X,X,O,O,X,O,X,X
LZOISTJ,X,X,O,X,X,X,O,X,O,X,X
LZOISJT,X,X,O,X,X,X,O,X,O,X,X
LZOJTIS,O,X,O,X,X,O,O,X,O,X,X
LZOJTSI,O,X,O,X,X,O,O,X,O,X,X
LZOJITS,O,X,O,X,X,O,O,X,O,X,X
LZOJIST,X,X,O,X,X,O,O,X,O,X,X
LZOJSTI,O,X,O,X,X,O,O,X,O,X,X
LZOJSIT,X,X,O,X,X,O,O,X,O,X,X
LZOSTIJ,O,X,O,X,X,O,O,X,O,X,X
LZOSTJI,O,X,O,X,X,O,O,X,O,X,X
LZOSITJ,X,X,O,X,X,X,O,X,O,X,X
LZOSIJT,X,X,O,X,X,X,O,X,O,X,X
LZOSJTI,O,X,O,X,X,O,O,X,O,X,X
LZOSJIT,X,X,O,X,X,O,O,X,O,X,X
LOTIJSZ,O,X,O,X,X,O,O,X,O,X,X
LOTIJZS,O,X,O,X,X,O,O,X,O,X,X
LOTISJZ,O,X,O,X,X,O,O,X,O,X,X
LOTISZJ,O,X,O,X,X,O,O,X,O,X,X
LOTIZJS,O,X,O,X,X,O,O,X,O,X,X
LOTIZSJ,O,X,O,X,X,O,O,X,O,X,X
LOTJISZ,O,X,O,X,X,O,O,X,O,X,X
LOTJIZS,O,X,O,X,X,O,O,X,O,X,X
LOTJSIZ,O,X,O,X,X,O,O,X,O,X,X
LOTJSZI,O,X,O,X,X,O,O,X,O,X,X
LOTJZIS,O,X,O,X,X,O,O,X,O,X,X
LOTJZSI,O,X,O,X,X,O,O,X,O,X,X
LOTSIJZ,O,X,O,X,X,O,O,X,O,X,X
LOTSIZJ,O,X,O,X,X,O,O,X,O,X,X
LOTSJIZ,O,X,O,X,X,O,O,X,O,X,X
LOTSJZI,O,X,O,X,X,O,O,X,O,X,X
LOTSZIJ,O,X,O,X,X,O,O,X,O,X,X
LOTSZJI,O,X,O,X,X,O,O,X,O,X,X
LOTZIJS,O,X,O,X,X,O,O,X,O,X,X
LOTZISJ,O,X,O,X,X,O,O,X,O,X,X
LOTZJIS,O,X,O,X,X,O,O,X,O,X,X
LOTZJSI,O,X,O,X,X,O,O,X,O,X,X
LOTZSIJ,O,X,O,X,X,O,O,X,O,X,X
LOTZSJI,O,X,O,X,X,O,O,X,O,X,X
LOITJSZ,O,X,O,X,X,O,O,X,O,X,X
LOITJZS,O,X,O,X,X,O,O,X,O,X,X
LOITSJZ,O,X,O,X,X,O,O,X,O,X,X
LOITSZJ,O,X,O,X,X,O,O,X,O,X,X
LOITZJS,O,X,O,X,X,O,O,X,O,X,X
LOITZSJ,O,X,O,X,X,O,O,X,O,X,X
LOIJTSZ,O,X,O,X,X,O,O,X,O,X,X
LOIJTZS,O,X,O,X,X,O,O,X,O,X,X
LOIJSTZ,X,X,O,X,X,O,O,X,O,X,X
LOIJSZT,X,X,O,X,X,O,O,X,O,X,X
LOIJZTS,O,X,O,X,X,O,O,X,O,X,X
LOIJZST,X,X,O,X,X,O,O,X,O,X,X
LOISTJZ,X,X,O,X,X,X,O,X,O,X,X
LOISTZJ,X,X,O,X,X,X,O,X,O,X,X
LOISJTZ,X,X,O,X,X,X,O,X,O,X,X
LOISJZT,X,X,O,X,X,X,O,X,O,X,X
LOISZTJ,X,X,O,X,X,X,O,X,O,X,X
LOISZJT,X,X,O,X,X,X,O,X,O,X,X
LOIZTJS,O,X,O,X,X,O,O,X,O,X,X
LOIZTSJ,O,X,O,X,X,O,O,X,O,X,X
LOIZJTS,O,X,O,X,X,O,O,X,O,X,X
LOIZJST,X,X,O,X,X,O,O,X,O,X,X
LOIZSTJ,X,X,O,X,X,X,O,X,O,X,X
LOIZSJT,X,X,O,X,X,X,O,X,O,X,X
LOJTISZ,O,X,O,X,X,O,O,X,O,X,X
LOJTIZS,O,X,O,X,X,O,O,X,O,X,X
LOJTSIZ,O,X,O,X,X,O,O,X,O,X,X
LOJTSZI,O,X,O,X,X,O,O,X,O,X,X
LOJTZIS,O,X,O,X,X,O,O,X,O,X,X
LOJTZSI,O,X,O,X,X,O,O,X,O,X,X
LOJITSZ,O,X,O,X,X,O,O,X,O,X,X
LOJITZS,O,X,O,X,X,O,O,X,O,X,X
LOJISTZ,X,X,O,X,X,O,O,X,O,X,X
LOJISZT,X,X,O,X,X,O,O,X,O,X,X
LOJIZTS,O,X,O,X,X,O,O,X,O,X,X
LOJIZST,X,X,O,X,X,O,O,X,O,X,X
LOJSTIZ,O,X,O,X,X,O,O,X,O,X,X
LOJSTZI,O,X,O,X,X,O,O,X,O,X,X
LOJSITZ,X,X,O,X,X,O,O,X,O,X,X
LOJSIZT,X,X,O,X,X,O,O,X,O,X,X
LOJSZTI,O,X,O,X,X,O,O,X,O,X,X
LOJSZIT,X,X,O,X,X,O,O,X,O,X,X
LOJZTIS,O,X,O,X,X,O,O,X,O,X,X
LOJZTSI,O,X,O,X,X,O,O,X,O,X,X
LOJZITS,O,X,O,X,X,O,O,X,O,X,X
LOJZIST,X,X,O,X,X,O,O,X,O,X,X
LOJZSTI,O,X,O,X,X,O,O,X,O,X,X
LOJZSIT,X,X,O,X,X,O,O,X,O,X,X
LOSTIJZ,O,X,O,X,X,O,O,X,O,X,X
LOSTIZJ,O,X,O,X,X,O,O,X,O,X,X
LOSTJIZ,O,X,O,X,X,O,O,X,O,X,X
LOSTJZI,O,X,O,X,X,O,O,X,O,X,X
LOSTZIJ,O,X,O,X,X,O,O,X,O,X,X
LOSTZJI,O,X,O,X,X,O,O,X,O,X,X
LOSITJZ,X,X,O,X,X,X,O,X,O,X,X
LOSITZJ,X,X,O,X,X,X,O,X,O,X,X
LOSIJTZ,X,X,O,X,X,X,O,X,O,X,X
LOSIJZT,X,X,O,X,X,X,O,X,O,X,X
LOSIZTJ,X,X,O,X,X,X,O,X,O,X,X
LOSIZJT,X,X,O,X,X,X,O,X,O,X,X
LOSJTIZ,O,X,O,X,X,O,O,X,O,X,X
LOSJTZI,O,X,O,X,X,O,O,X,O,X,X
LOSJITZ,X,X,O,X,X,O,O,X,O,X,X
LOSJIZT,X,X,O,X,X,O,O,X,O,X,X
LOSJZTI,O,X,O,X,X,O,O,X,O,X,X
LOSJZIT,X,X,O,X,X,O,O,X,O,X,X
LOSZTIJ,O,X,O,X,X,O,O,X,O,X,X
LOSZTJI,O,X,O,X,X,O,O,X,O,X,X
LOSZITJ,X,X,O,X,X,X,O,X,O,X,X
LOSZIJT,X,X,O,X,X,X,O,X,O,X,X
LOSZJTI,O,X,O,X,X,O,O,X,O,X,X
LOSZJIT,X,X,O,X,X,O,O,X,O,X,X
LOZTIJS,O,X,O,X,X,O,O,X,O,X,X
LOZTISJ,O,X,O,X,X,O,O,X,O,X,X
LOZTJIS,O,X,O,X,X,O,O,X,O,X,X
LOZTJSI,O,X,O,X,X,O,O,X,O,X,X
LOZTSIJ,O,X,O,X,X,O,O,X,O,X,X
LOZTSJI,O,X,O,X,X,O,O,X,O,X,X
LOZITJS,O,X,O,X,X,O,O,X,O,X,X
LOZITSJ,O,X,O,X,X,O,O,X,O,X,X
LOZIJTS,O,X,O,X,X,O,O,X,O,X,X
LOZIJST,X,X,O,X,X,O,O,X,O,X,X
LOZISTJ,X,X,O,X,X,X,O,X,O,X,X
LOZISJT,X,X,O,X,X,X,O,X,O,X,X
LOZJTIS,O,X,O,X,X,O,O,X,O,X,X
LOZJTSI,O,X,O,X,X,O,O,X,O,X,X
LOZJITS,O,X,O,X,X,O,O,X,O,X,X
LOZJIST,X,X,O,X,X,O,O,X,O,X,X
LOZJSTI,O,X,O,X,X,O,O,X,O,X,X
LOZJSIT,X,X,O,X,X,O,O,X,O,X,X
LOZSTIJ,O,X,O,X,X,O,O,X,O,X,X
LOZSTJI,O,X,O,X,X,O,O,X,O,X,X
LOZSITJ,X,X,O,X,X,X,O,X,O,X,X
LOZSIJT,X,X,O,X,X,X,O,X,O,X,X
LOZSJTI,O,X,O,X,X,O,O,X,O,X,X
LOZSJIT,X,X,O,X,X,O,O,X,O,X,X
JTILSZO,X,O,O,O,O,O,O,O,O,O,X
JTILSOZ,X,O,O,O,O,O,O,O,O,O,X
JTILZSO,X,O,O,O,O,O,O,O,O,O,X
JTILZOS,X,O,O,O,O,O,O,O,O,O,X
JTILOSZ,X,O,O,O,O,O,O,O,O,O,X
JTILOZS,X,O,O,O,O,O,O,O,O,O,X
JTISLZO,X,O,O,O,O,O,O,O,O,O,X
JTISLOZ,X,O,O,O,O,O,O,O,O,O,X
JTISZLO,X,O,O,O,O,O,O,O,O,O,X
JTISZOL,X,O,X,O,O,O,X,O,X,O,X
JTISOLZ,X,O,X,O,O,O,X,O,X,O,X
JTISOZL,X,O,X,O,O,O,X,O,X,O,X
JTIZLSO,X,O,O,O,O,O,O,O,O,O,X
JTIZLOS,X,O,O,O,O,O,O,O,O,O,X
JTIZSLO,X,O,O,O,O,O,O,O,O,O,X
JTIZSOL,X,O,X,O,O,O,X,O,X,O,X
JTIZOLS,X,O,X,O,O,O,X,O,X,O,X
JTIZOSL,X,O,X,O,O,O,X,O,X,O,X
JTIOLSZ,X,O,X,O,O,O,X,O,X,O,X
JTIOLZS,X,O,X,O,O,O,X,O,X,O,X
JTIOSLZ,X,O,X,O,O,O,X,O,X,O,X
JTIOSZL,X,O,X,O,O,O,X,O,X,O,X
JTIOZLS,X,O,X,O,O,O,X,O,X,O,X
JTIOZSL,X,O,X,O,O,O,X,O,X,O,X
JTLISZO,X,O,O,O,O,O,O,X,O,X,X
JTLISOZ,X,O,O,O,O,O,O,X,O,X,X
JTLIZSO,X,O,O,O,O,O,O,X,O,X,X
JTLIZOS,X,O,O,O,O,O,O,X,O,X,X
JTLIOSZ,X,O,O,O,O,O,O,X,O,X,X
JTLIOZS,X,O,O,O,O,O,O,X,O,X,X
JTLSIZO,X,O,O,O,O,O,O,X,O,X,X
JTLSIOZ,X,O,O,O,O,O,O,X,O,X,X
JTLSZIO,X,O,O,O,O,O,O,X,O,X,X
JTLSZOI,O,O,O,O,O,O,O,X,O,X,X
JTLSOIZ,O,O,O,O,O,O,O,X,O,X,X
JTLSOZI,O,O,O,O,O,O,O,X,O,X,X
JTLZISO,X,O,O,O,O,O,O,X,O,X,X
JTLZIOS,X,O,O,O,O,O,O,X,O,X,X
JTLZSIO,X,O,O,O,O,O,O,X,O,X,X
JTLZSOI,O,O,O,O,O,O,O,X,O,X,X
JTLZOIS,O,O,O,O,O,O,O,X,O,X,X
JTLZOSI,O,O,O,O,O,O,O,X,O,X,X
JTLOISZ,O,O,O,O,O,O,O,X,O,X,X
JTLOIZS,O,O,O,O,O,O,O,X,O,X,X
JTLOSIZ,O,O,O,O,O,O,O,X,O,X,X
JTLOSZI,O,O,O,O,O,O,O,X,O,X,X
JTLOZIS,O,O,O,O,O,O,O,X,O,X,X
JTLOZSI,O,O,O,O,O,O,O,X,O,X,X
JTSILZO,X,O,O,O,O,O,O,O,O,O,X
JTSILOZ,X,O,O,O,O,O,O,O,O,O,X
JTSIZLO,X,O,O,O,O,O,O,O,O,O,X
JTSIZOL,X,O,X,O,O,O,X,O,X,O,X
JTSIOLZ,X,O,X,O,O,O,X,O,X,O,X
JTSIOZL,X,O,X,O,O,O,X,O,X,O,X
JTSLIZO,X,O,O,O,O,O,O,X,O,X,X
JTSLIOZ,X,O,O,O,O,O,O,X,O,X,X
JTSLZIO,X,O,O,O,O,O,O,X,O,X,X
JTSLZOI,O,O,O,O,O,O,O,X,O,X,X
JTSLOIZ,O,O,O,O,O,O,O,X,O,X,X
JTSLOZI,O,O,O,O,O,O,O,X,O,X,X
JTSZILO,X,O,O,O,O,O,O,O,O,O,X
JTSZIOL,X,O,X,O,O,O,X,O,X,O,X
JTSZLIO,X,O,O,O,O,O,O,X,O,X,X
JTSZLOI,O,O,O,O,O,O,O,X,O,X,X
JTSZOIL,X,O,X,O,O,O,X,X,X,X,X
JTSZOLI,X,O,X,O,O,O,O,X,X,X,X
JTSOILZ,X,O,X,O,O,O,X,X,X,X,X
JTSOIZL,X,O,X,O,O,O,X,X,X,X,X
JTSOLIZ,X,O,X,O,O,O,O,X,X,X,X
