sequence,v115@pgB8HeA8DeA8DeA8DeB8BeH8BeG8CeH8AeB8Je67Iv?hFOcBxYBzaB0dBXjBlsB,v115@pgB8HeA8DeA8DeA8DeB8BeH8BeG8CeH8AeB8Je67Iv?hFOcBxYBzaBXeB0iBlsB,v115@pgB8HeA8DeA8DeA8DeB8BeH8BeG8CeH8AeB8Je02Iv?hFxYBzaB6iBOjBXhBlsB,v115@pgB8HeA8DeA8DeA8DeB8BeH8BeG8CeH8AeB8Je67Iv?hFOcBzaBxdB0dBXjBlsB,v115@pgB8HeA8DeA8DeA8DeB8BeH8BeG8CeH8AeB8JeO8Iv?hFCbBxdBTbBXeB0iBlsB,v115@pgB8HeA8DeA8DeA8DeB8BeH8BeG8CeH8AeB8JeX3Iv?hFzaBxdB0bB6iBOjBlsB,v115@pgB8HeA8DeA8DeA8DeB8BeH8BeG8CeH8AeB8Je02Iv?hFzaBxdBXcB6iBOjBlsB
ZOLITJS,O,X,X,X,X,X,O
ZOLITSJ,X,X,X,X,X,X,O
ZOLIJTS,O,X,O,O,X,X,O
ZOLIJST,O,X,O,O,X,X,O
ZOLISTJ,X,X,X,X,X,X,O
ZOLISJT,O,X,X,X,X,X,O
ZOLJTIS,O,X,O,O,X,X,X
ZOLJTSI,O,O,O,X,X,X,X
ZOLJITS,O,X,O,O,X,X,X
ZOLJIST,O,X,O,O,X,X,X
ZOLJSTI,O,O,O,X,X,X,X
ZOLJSIT,O,O,O,X,X,X,X
ZOLSTIJ,X,X,X,X,X,X,X
ZOLSTJI,X,X,X,X,X,X,X
ZOLSITJ,X,X,X,X,X,X,X
ZOLSIJT,O,O,X,X,X,X,X
ZOLSJTI,O,O,O,X,X,X,X
ZOLSJIT,O,O,O,X,X,X,X
ZOJTILS,O,X,O,O,X,X,O
ZOJTISL,O,X,X,X,X,X,O
ZOJTLIS,O,X,O,O,X,X,X
ZOJTLSI,O,O,O,X,X,X,X
ZOJTSIL,O,O,X,X,X,X,X
ZOJTSLI,O,O,O,X,X,X,X
ZOJITLS,O,X,X,X,X,X,O
ZOJITSL,X,X,X,X,X,X,O
ZOJILTS,O,X,O,O,X,X,O
ZOJILST,O,X,O,O,X,X,O
ZOJISTL,X,X,X,X,X,X,O
ZOJISLT,O,X,X,X,X,X,O
ZOJLTIS,O,X,O,O,X,X,X
ZOJLTSI,O,O,O,X,X,X,X
ZOJLITS,O,X,O,O,X,X,X
ZOJLIST,O,X,O,O,X,X,X
ZOJLSTI,O,O,O,X,X,X,X
ZOJLSIT,O,O,O,X,X,X,X
ZOJSTIL,X,X,X,X,X,X,X
ZOJSTLI,X,X,X,X,X,X,X
ZOJSITL,X,X,X,X,X,X,X
ZOJSILT,O,O,X,X,X,X,X
ZOJSLTI,O,O,O,X,X,X,X
ZOJSLIT,O,O,O,X,X,X,X
ZOSTILJ,X,X,X,X,X,O,O
ZOSTIJL,X,X,X,X,X,O,O
ZOSTLIJ,X,X,X,X,X,X,X
ZOSTLJI,X,X,O,X,X,X,X
ZOSTJIL,X,X,X,X,X,X,X
ZOSTJLI,X,X,O,X,X,X,X
ZOSITLJ,X,X,X,X,X,O,O
ZOSITJL,X,X,X,X,X,O,O
ZOSILTJ,X,X,X,X,X,O,O
ZOSILJT,O,O,X,X,X,O,O
ZOSIJTL,X,X,X,X,X,O,O
ZOSIJLT,O,O,X,X,X,O,O
ZOSLTIJ,X,X,X,X,X,X,X
ZOSLTJI,X,X,X,X,X,X,X
ZOSLITJ,X,X,X,X,X,X,X
ZOSLIJT,O,O,X,X,X,X,X
ZOSLJTI,O,O,O,X,X,X,X
ZOSLJIT,O,O,O,X,X,X,X
ZOSJTIL,X,X,X,X,X,X,X
ZOSJTLI,X,X,X,X,X,X,X
ZOSJITL,X,X,X,X,X,X,X
ZOSJILT,O,O,X,X,X,X,X
ZOSJLTI,O,O,O,X,X,X,X
ZOSJLIT,O,O,O,X,X,X,X
OTILJSZ,X,O,O,O,O,X,X
OTILJZS,O,X,O,O,O,X,X
OTILSJZ,X,O,X,O,X,O,X
OTILSZJ,X,O,X,X,X,O,X
OTILZJS,O,X,O,O,X,X,O
OTILZSJ,O,X,X,X,X,X,O
OTIJLSZ,X,O,O,O,O,X,X
OTIJLZS,O,X,O,O,O,X,X
OTIJSLZ,X,O,X,O,X,O,X
OTIJSZL,X,O,X,X,X,O,X
OTIJZLS,O,X,O,O,X,X,O
OTIJZSL,O,X,X,X,X,X,O
OTISLJZ,X,O,X,O,X,O,X
OTISLZJ,X,O,X,X,X,O,X
OTISJLZ,X,O,X,O,X,O,X
OTISJZL,X,O,X,X,X,O,X
OTISZLJ,X,O,X,X,X,O,O
OTISZJL,X,O,X,X,X,O,O
OTIZLJS,O,X,O,O,X,X,O
OTIZLSJ,O,X,X,X,X,X,O
OTIZJLS,O,X,O,O,X,X,O
OTIZJSL,O,X,X,X,X,X,O
OTIZSLJ,O,X,X,X,X,O,O
OTIZSJL,O,X,X,X,X,O,O
OTLIJSZ,X,O,O,O,O,X,X
OTLIJZS,O,X,O,O,O,X,X
OTLISJZ,X,O,X,O,X,O,X
OTLISZJ,X,O,X,X,X,O,X
OTLIZJS,O,X,O,O,X,X,O
OTLIZSJ,O,X,X,X,X,X,O
OTLJISZ,X,O,O,O,O,X,X
OTLJIZS,O,X,O,O,O,X,X
OTLJSIZ,X,O,O,O,X,X,X
OTLJSZI,O,O,O,X,X,X,X
OTLJZIS,O,X,O,O,X,X,X
OTLJZSI,O,O,O,X,X,X,X
OTLSIJZ,X,O,X,O,X,O,X
OTLSIZJ,X,O,X,X,X,O,X
OTLSJIZ,X,O,O,O,X,X,X
OTLSJZI,O,O,O,X,X,X,X
OTLSZIJ,O,O,X,X,X,X,X
OTLSZJI,O,O,O,X,X,X,X
OTLZIJS,O,X,O,O,X,X,O
OTLZISJ,O,X,X,X,X,X,O
OTLZJIS,O,X,O,O,X,X,X
OTLZJSI,O,O,O,X,X,X,X
OTLZSIJ,O,O,X,X,X,X,X
OTLZSJI,O,O,O,X,X,X,X
OTJILSZ,X,O,O,O,O,X,X
OTJILZS,O,X,O,O,O,X,X
OTJISLZ,X,O,X,O,X,O,X
OTJISZL,X,O,X,X,X,O,X
OTJIZLS,O,X,O,O,X,X,O
OTJIZSL,O,X,X,X,X,X,O
OTJLISZ,X,O,O,O,O,X,X
OTJLIZS,O,X,O,O,O,X,X
OTJLSIZ,X,O,O,O,X,X,X
OTJLSZI,O,O,O,X,X,X,X
OTJLZIS,O,X,O,O,X,X,X
OTJLZSI,O,O,O,X,X,X,X
OTJSILZ,X,O,X,O,X,O,X
OTJSIZL,X,O,X,X,X,O,X
OTJSLIZ,X,O,O,O,X,X,X
OTJSLZI,O,O,O,X,X,X,X
OTJSZIL,O,O,X,X,X,X,X
OTJSZLI,O,O,O,X,X,X,X
OTJZILS,O,X,O,O,X,X,O
OTJZISL,O,X,X,X,X,X,O
OTJZLIS,O,X,O,O,X,X,X
OTJZLSI,O,O,O,X,X,X,X
OTJZSIL,O,O,X,X,X,X,X
OTJZSLI,O,O,O,X,X,X,X
OTSILJZ,X,O,X,O,X,O,X
OTSILZJ,X,O,X,X,X,O,X
OTSIJLZ,X,O,X,O,X,O,X
OTSIJZL,X,O,X,X,X,O,X
OTSIZLJ,X,O,X,X,X,O,O
OTSIZJL,X,O,X,X,X,O,O
OTSLIJZ,X,O,X,O,X,O,X
OTSLIZJ,X,O,X,X,X,O,X
OTSLJIZ,X,O,O,O,X,X,X
OTSLJZI,O,O,O,X,X,X,X
OTSLZIJ,O,O,X,X,X,X,X
OTSLZJI,O,O,O,X,X,X,X
OTSJILZ,X,O,X,O,X,O,X
OTSJIZL,X,O,X,X,X,O,X
OTSJLIZ,X,O,O,O,X,X,X
OTSJLZI,O,O,O,X,X,X,X
OTSJZIL,O,O,X,X,X,X,X
OTSJZLI,O,O,O,X,X,X,X
OTSZILJ,O,O,X,X,X,O,O
OTSZIJL,O,O,X,X,X,O,O
OTSZLIJ,O,O,X,X,X,X,X
OTSZLJI,O,O,O,X,X,X,X
OTSZJIL,O,O,X,X,X,X,X
OTSZJLI,O,O,O,X,X,X,X
OTZILJS,O,X,O,O,X,X,O
OTZILSJ,O,X,X,X,X,X,O
OTZIJLS,O,X,O,O,X,X,O
OTZIJSL,O,X,X,X,X,X,O
OTZISLJ,O,X,X,X,X,O,O
OTZISJL,O,X,X,X,X,O,O
OTZLIJS,O,X,O,O,X,X,O
OTZLISJ,O,X,X,X,X,X,O
OTZLJIS,O,X,O,O,X,X,X
OTZLJSI,O,O,O,X,X,X,X
OTZLSIJ,O,O,X,X,X,X,X
OTZLSJI,O,O,O,X,X,X,X
OTZJILS,O,X,O,O,X,X,O
OTZJISL,O,X,X,X,X,X,O
OTZJLIS,O,X,O,O,X,X,X
OTZJLSI,O,O,O,X,X,X,X
OTZJSIL,O,O,X,X,X,X,X
OTZJSLI,O,O,O,X,X,X,X
OTZSILJ,O,O,X,X,X,O,O
OTZSIJL,O,O,X,X,X,O,O
OTZSLIJ,O,O,X,X,X,X,X
OTZSLJI,O,O,O,X,X,X,X
OTZSJIL,O,O,X,X,X,X,X
OTZSJLI,O,O,O,X,X,X,X
OITLJSZ,X,O,O,O,X,X,X
OITLJZS,O,X,O,O,X,X,X
OITLSJZ,X,O,X,O,X,O,X
OITLSZJ,X,O,X,X,X,O,X
OITLZJS,O,X,O,O,X,X,O
OITLZSJ,O,X,X,X,X,X,O
OITJLSZ,X,O,O,O,X,X,X
OITJLZS,O,X,O,O,X,X,X
OITJSLZ,X,O,X,O,X,O,X
OITJSZL,X,O,X,X,X,O,X
OITJZLS,O,X,O,O,X,X,O
OITJZSL,O,X,X,X,X,X,O
OITSLJZ,X,O,X,O,X,O,X
OITSLZJ,X,O,X,X,X,O,X
OITSJLZ,X,O,X,O,X,O,X
OITSJZL,X,O,X,X,X,O,X
OITSZLJ,X,O,X,X,X,O,O
OITSZJL,X,O,X,X,X,O,O
OITZLJS,O,X,O,O,X,X,O
OITZLSJ,O,X,X,X,X,X,O
OITZJLS,O,X,O,O,X,X,O
OITZJSL,O,X,X,X,X,X,O
OITZSLJ,O,X,X,X,X,O,O
OITZSJL,O,X,X,X,X,O,O
OILTJSZ,X,O,X,O,X,X,X
OILTJZS,O,X,X,O,X,X,X
OILTSJZ,X,O,X,O,X,X,X
OILTSZJ,X,O,X,X,X,X,X
OILTZJS,O,X,X,O,X,X,X
OILTZSJ,O,X,X,X,X,X,X
OILJTSZ,X,O,X,O,O,X,X
OILJTZS,O,X,O,O,O,X,X
OILJSTZ,X,O,X,O,O,X,X
OILJSZT,X,O,O,O,O,X,X
OILJZTS,O,X,O,O,O,X,X
OILJZST,O,X,O,O,O,X,X
OILSTJZ,X,O,X,X,X,O,X
OILSTZJ,X,X,X,X,X,O,X
OILSJTZ,X,O,X,O,X,O,X
OILSJZT,X,O,X,O,X,O,X
OILSZTJ,X,X,X,X,X,O,X
OILSZJT,X,O,X,X,X,O,X
OILZTJS,O,X,X,X,X,X,O
OILZTSJ,X,X,X,X,X,X,O
OILZJTS,O,X,O,O,X,X,O
OILZJST,O,X,O,O,X,X,O
OILZSTJ,X,X,X,X,X,X,O
OILZSJT,O,X,X,X,X,X,O
OIJTLSZ,X,O,X,O,X,X,X
OIJTLZS,O,X,X,O,X,X,X
OIJTSLZ,X,O,X,O,X,X,X
OIJTSZL,X,O,X,X,X,X,X
OIJTZLS,O,X,X,O,X,X,X
OIJTZSL,O,X,X,X,X,X,X
OIJLTSZ,X,O,X,O,O,X,X
OIJLTZS,O,X,O,O,O,X,X
OIJLSTZ,X,O,X,O,O,X,X
OIJLSZT,X,O,O,O,O,X,X
OIJLZTS,O,X,O,O,O,X,X
OIJLZST,O,X,O,O,O,X,X
OIJSTLZ,X,O,X,X,X,O,X
OIJSTZL,X,X,X,X,X,O,X
OIJSLTZ,X,O,X,O,X,O,X
OIJSLZT,X,O,X,O,X,O,X
OIJSZTL,X,X,X,X,X,O,X
OIJSZLT,X,O,X,X,X,O,X
OIJZTLS,O,X,X,X,X,X,O
OIJZTSL,X,X,X,X,X,X,O
OIJZLTS,O,X,O,O,X,X,O
OIJZLST,O,X,O,O,X,X,O
OIJZSTL,X,X,X,X,X,X,O
OIJZSLT,O,X,X,X,X,X,O
OISTLJZ,X,O,X,X,X,O,X
OISTLZJ,X,X,X,X,X,O,X
OISTJLZ,X,O,X,X,X,O,X
OISTJZL,X,X,X,X,X,O,X
OISTZLJ,X,X,X,X,X,O,X
OISTZJL,X,X,X,X,X,O,X
OISLTJZ,X,O,X,X,X,O,X
OISLTZJ,X,X,X,X,X,O,X
OISLJTZ,X,O,X,O,X,O,X
OISLJZT,X,O,X,O,X,O,X
OISLZTJ,X,X,X,X,X,O,X
OISLZJT,X,O,X,X,X,O,X
OISJTLZ,X,O,X,X,X,O,X
OISJTZL,X,X,X,X,X,O,X
OISJLTZ,X,O,X,O,X,O,X
OISJLZT,X,O,X,O,X,O,X
OISJZTL,X,X,X,X,X,O,X
OISJZLT,X,O,X,X,X,O,X
OISZTLJ,X,X,X,X,X,O,O
OISZTJL,X,X,X,X,X,O,O
OISZLTJ,X,X,X,X,X,O,O
OISZLJT,X,O,X,X,X,O,O
OISZJTL,X,X,X,X,X,O,O
OISZJLT,X,O,X,X,X,O,O
OIZTLJS,O,X,O,X,X,X,O
OIZTLSJ,X,X,X,X,X,X,O
OIZTJLS,O,X,O,X,X,X,O
OIZTJSL,X,X,X,X,X,X,O
OIZTSLJ,X,X,X,X,X,X,O
OIZTSJL,X,X,X,X,X,X,O
OIZLTJS,O,X,X,X,X,X,O
OIZLTSJ,X,X,X,X,X,X,O
OIZLJTS,O,X,O,O,X,X,O
OIZLJST,O,X,O,O,X,X,O
OIZLSTJ,X,X,X,X,X,X,O
OIZLSJT,O,X,X,X,X,X,O
OIZJTLS,O,X,X,X,X,X,O
OIZJTSL,X,X,X,X,X,X,O
OIZJLTS,O,X,O,O,X,X,O
OIZJLST,O,X,O,O,X,X,O
OIZJSTL,X,X,X,X,X,X,O
OIZJSLT,O,X,X,X,X,X,O
OIZSTLJ,X,X,X,X,X,O,O
OIZSTJL,X,X,X,X,X,O,O
OIZSLTJ,X,X,X,X,X,O,O
OIZSLJT,O,X,X,X,X,O,O
OIZSJTL,X,X,X,X,X,O,O
OIZSJLT,O,X,X,X,X,O,O
OLTIJSZ,X,O,O,O,O,X,X
OLTIJZS,O,X,O,O,O,X,X
OLTISJZ,X,O,X,O,X,O,X
OLTISZJ,X,O,X,X,X,O,X
OLTIZJS,O,X,O,O,X,X,O
OLTIZSJ,O,X,X,X,X,X,O
OLTJISZ,X,O,O,O,O,X,X
OLTJIZS,O,X,O,O,O,X,X
OLTJSIZ,X,O,O,O,X,X,X
OLTJSZI,O,O,O,X,X,X,X
OLTJZIS,O,X,O,O,X,X,X
OLTJZSI,O,O,O,X,X,X,X
OLTSIJZ,X,O,X,O,X,O,X
OLTSIZJ,X,O,X,X,X,O,X
OLTSJIZ,X,O,O,O,X,X,X
OLTSJZI,O,O,O,X,X,X,X
OLTSZIJ,O,O,X,X,X,X,X
OLTSZJI,O,O,O,X,X,X,X
OLTZIJS,O,X,O,O,X,X,O
OLTZISJ,O,X,X,X,X,X,O
OLTZJIS,O,X,O,O,X,X,X
OLTZJSI,O,O,O,X,X,X,X
OLTZSIJ,O,O,X,X,X,X,X
OLTZSJI,O,O,O,X,X,X,X
OLITJSZ,X,O,X,O,X,X,X
OLITJZS,O,X,X,O,X,X,X
OLITSJZ,X,O,X,O,X,X,X
OLITSZJ,X,O,X,X,X,X,X
OLITZJS,O,X,X,O,X,X,X
OLITZSJ,O,X,X,X,X,X,X
OLIJTSZ,X,O,X,O,O,X,X
OLIJTZS,O,X,O,O,O,X,X
OLIJSTZ,X,O,X,O,O,X,X
OLIJSZT,X,O,O,O,O,X,X
OLIJZTS,O,X,O,O,O,X,X
OLIJZST,O,X,O,O,O,X,X
OLISTJZ,X,O,X,X,X,O,X
OLISTZJ,X,X,X,X,X,O,X
OLISJTZ,X,O,X,O,X,O,X
OLISJZT,X,O,X,O,X,O,X
OLISZTJ,X,X,X,X,X,O,X
OLISZJT,X,O,X,X,X,O,X
OLIZTJS,O,X,X,X,X,X,O
OLIZTSJ,X,X,X,X,X,X,O
OLIZJTS,O,X,O,O,X,X,O
OLIZJST,O,X,O,O,X,X,O
OLIZSTJ,X,X,X,X,X,X,O
OLIZSJT,O,X,X,X,X,X,O
OLJTISZ,X,O,X,O,O,X,X
OLJTIZS,O,X,O,O,O,X,X
OLJTSIZ,X,O,X,O,X,X,X
OLJTSZI,O,O,X,X,X,X,X
OLJTZIS,O,X,O,O,X,X,X
OLJTZSI,O,O,O,X,X,X,X
OLJITSZ,X,O,X,O,O,X,X
OLJITZS,O,X,O,O,O,X,X
OLJISTZ,X,O,X,O,O,X,X
OLJISZT,X,O,O,O,O,X,X
OLJIZTS,O,X,O,O,O,X,X
OLJIZST,O,X,O,O,O,X,X
OLJSTIZ,X,O,X,O,X,X,X
OLJSTZI,O,O,X,X,X,X,X
OLJSITZ,X,O,X,O,X,X,X
OLJSIZT,X,O,O,O,X,X,X
OLJSZTI,O,O,O,X,X,X,X
OLJSZIT,O,O,O,X,X,X,X
OLJZTIS,O,X,O,O,X,X,X
OLJZTSI,O,O,O,X,X,X,X
OLJZITS,O,X,O,O,X,X,X
OLJZIST,O,X,O,O,X,X,X
OLJZSTI,O,O,O,X,X,X,X
OLJZSIT,O,O,O,X,X,X,X
OLSTIJZ,X,O,X,O,X,O,X
OLSTIZJ,X,O,X,X,X,O,X
OLSTJIZ,X,O,X,O,X,X,X
OLSTJZI,O,O,X,X,X,X,X
OLSTZIJ,O,O,X,X,X,X,X
OLSTZJI,O,O,X,X,X,X,X
OLSITJZ,X,O,X,X,X,O,X
OLSITZJ,X,X,X,X,X,O,X
OLSIJTZ,X,O,X,O,X,O,X
OLSIJZT,X,O,X,O,X,O,X
OLSIZTJ,X,X,X,X,X,O,X
OLSIZJT,X,O,X,X,X,O,X
OLSJTIZ,X,O,X,O,X,X,X
OLSJTZI,O,O,X,X,X,X,X
OLSJITZ,X,O,X,O,X,X,X
OLSJIZT,X,O,O,O,X,X,X
OLSJZTI,O,O,O,X,X,X,X
OLSJZIT,O,O,O,X,X,X,X
OLSZTIJ,X,X,X,X,X,X,X
OLSZTJI,X,X,X,X,X,X,X
OLSZITJ,X,X,X,X,X,X,X
OLSZIJT,O,O,X,X,X,X,X
OLSZJTI,O,O,O,X,X,X,X
OLSZJIT,O,O,O,X,X,X,X
OLZTIJS,O,X,O,O,X,X,O
OLZTISJ,O,X,X,X,X,X,O
OLZTJIS,O,X,O,O,X,X,X
OLZTJSI,O,O,O,X,X,X,X
OLZTSIJ,O,O,X,X,X,X,X
OLZTSJI,O,O,O,X,X,X,X
OLZITJS,O,X,X,X,X,X,O
OLZITSJ,X,X,X,X,X,X,O
OLZIJTS,O,X,O,O,X,X,O
OLZIJST,O,X,O,O,X,X,O
OLZISTJ,X,X,X,X,X,X,O
OLZISJT,O,X,X,X,X,X,O
OLZJTIS,O,X,O,O,X,X,X
OLZJTSI,O,O,O,X,X,X,X
OLZJITS,O,X,O,O,X,X,X
OLZJIST,O,X,O,O,X,X,X
OLZJSTI,O,O,O,X,X,X,X
OLZJSIT,O,O,O,X,X,X,X
OLZSTIJ,X,X,X,X,X,X,X
OLZSTJI,X,X,X,X,X,X,X
OLZSITJ,X,X,X,X,X,X,X
OLZSIJT,O,O,X,X,X,X,X
OLZSJTI,O,O,O,X,X,X,X
OLZSJIT,O,O,O,X,X,X,X
OJTILSZ,X,O,O,O,O,X,X
OJTILZS,O,X,O,O,O,X,X
OJTISLZ,X,O,X,O,X,O,X
OJTISZL,X,O,X,X,X,O,X
OJTIZLS,O,X,O,O,X,X,O
OJTIZSL,O,X,X,X,X,X,O
OJTLISZ,X,O,O,O,O,X,X
OJTLIZS,O,X,O,O,O,X,X
OJTLSIZ,X,O,O,O,X,X,X
OJTLSZI,O,O,O,X,X,X,X
OJTLZIS,O,X,O,O,X,X,X
OJTLZSI,O,O,O,X,X,X,X
OJTSILZ,X,O,X,O,X,O,X
OJTSIZL,X,O,X,X,X,O,X
OJTSLIZ,X,O,O,O,X,X,X
OJTSLZI,O,O,O,X,X,X,X
OJTSZIL,O,O,X,X,X,X,X
OJTSZLI,O,O,O,X,X,X,X
OJTZILS,O,X,O,O,X,X,O
OJTZISL,O,X,X,X,X,X,O
OJTZLIS,O,X,O,O,X,X,X
OJTZLSI,O,O,O,X,X,X,X
OJTZSIL,O,O,X,X,X,X,X
OJTZSLI,O,O,O,X,X,X,X
OJITLSZ,X,O,X,O,X,X,X
OJITLZS,O,X,X,O,X,X,X
OJITSLZ,X,O,X,O,X,X,X
OJITSZL,X,O,X,X,X,X,X
OJITZLS,O,X,X,O,X,X,X
OJITZSL,O,X,X,X,X,X,X
OJILTSZ,X,O,X,O,O,X,X
OJILTZS,O,X,O,O,O,X,X
OJILSTZ,X,O,X,O,O,X,X
OJILSZT,X,O,O,O,O,X,X
OJILZTS,O,X,O,O,O,X,X
OJILZST,O,X,O,O,O,X,X
OJISTLZ,X,O,X,X,X,O,X
OJISTZL,X,X,X,X,X,O,X
OJISLTZ,X,O,X,O,X,O,X
OJISLZT,X,O,X,O,X,O,X
OJISZTL,X,X,X,X,X,O,X
OJISZLT,X,O,X,X,X,O,X
OJIZTLS,O,X,X,X,X,X,O
OJIZTSL,X,X,X,X,X,X,O
OJIZLTS,O,X,O,O,X,X,O
OJIZLST,O,X,O,O,X,X,O
OJIZSTL,X,X,X,X,X,X,O
OJIZSLT,O,X,X,X,X,X,O
OJLTISZ,X,O,X,O,O,X,X
OJLTIZS,O,X,O,O,O,X,X
OJLTSIZ,X,O,X,O,X,X,X
OJLTSZI,O,O,X,X,X,X,X
OJLTZIS,O,X,O,O,X,X,X
OJLTZSI,O,O,O,X,X,X,X
OJLITSZ,X,O,X,O,O,X,X
OJLITZS,O,X,O,O,O,X,X
OJLISTZ,X,O,X,O,O,X,X
OJLISZT,X,O,O,O,O,X,X
OJLIZTS,O,X,O,O,O,X,X
OJLIZST,O,X,O,O,O,X,X
OJLSTIZ,X,O,X,O,X,X,X
OJLSTZI,O,O,X,X,X,X,X
OJLSITZ,X,O,X,O,X,X,X
OJLSIZT,X,O,O,O,X,X,X
OJLSZTI,O,O,O,X,X,X,X
OJLSZIT,O,O,O,X,X,X,X
OJLZTIS,O,X,O,O,X,X,X
OJLZTSI,O,O,O,X,X,X,X
OJLZITS,O,X,O,O,X,X,X
OJLZIST,O,X,O,O,X,X,X
OJLZSTI,O,O,O,X,X,X,X
OJLZSIT,O,O,O,X,X,X,X
OJSTILZ,X,O,X,O,X,O,X
OJSTIZL,X,O,X,X,X,O,X
OJSTLIZ,X,O,X,O,X,X,X
OJSTLZI,O,O,X,X,X,X,X
OJSTZIL,O,O,X,X,X,X,X
OJSTZLI,O,O,X,X,X,X,X
OJSITLZ,X,O,X,X,X,O,X
OJSITZL,X,X,X,X,X,O,X
OJSILTZ,X,O,X,O,X,O,X
OJSILZT,X,O,X,O,X,O,X
OJSIZTL,X,X,X,X,X,O,X
OJSIZLT,X,O,X,X,X,O,X
OJSLTIZ,X,O,X,O,X,X,X
OJSLTZI,O,O,X,X,X,X,X
OJSLITZ,X,O,X,O,X,X,X
OJSLIZT,X,O,O,O,X,X,X
OJSLZTI,O,O,O,X,X,X,X
OJSLZIT,O,O,O,X,X,X,X
OJSZTIL,X,X,X,X,X,X,X
OJSZTLI,X,X,X,X,X,X,X
OJSZITL,X,X,X,X,X,X,X
OJSZILT,O,O,X,X,X,X,X
OJSZLTI,O,O,O,X,X,X,X
OJSZLIT,O,O,O,X,X,X,X
OJZTILS,O,X,O,O,X,X,O
OJZTISL,O,X,X,X,X,X,O
OJZTLIS,O,X,O,O,X,X,X
OJZTLSI,O,O,O,X,X,X,X
OJZTSIL,O,O,X,X,X,X,X
OJZTSLI,O,O,O,X,X,X,X
OJZITLS,O,X,X,X,X,X,O
OJZITSL,X,X,X,X,X,X,O
OJZILTS,O,X,O,O,X,X,O
OJZILST,O,X,O,O,X,X,O
OJZISTL,X,X,X,X,X,X,O
OJZISLT,O,X,X,X,X,X,O
OJZLTIS,O,X,O,O,X,X,X
OJZLTSI,O,O,O,X,X,X,X
OJZLITS,O,X,O,O,X,X,X
OJZLIST,O,X,O,O,X,X,X
OJZLSTI,O,O,O,X,X,X,X
OJZLSIT,O,O,O,X,X,X,X
OJZSTIL,X,X,X,X,X,X,X
OJZSTLI,X,X,X,X,X,X,X
OJZSITL,X,X,X,X,X,X,X
OJZSILT,O,O,X,X,X,X,X
OJZSLTI,O,O,O,X,X,X,X
OJZSLIT,O,O,O,X,X,X,X
OSTILJZ,X,O,X,O,X,O,X
OSTILZJ,X,O,X,X,X,O,X
OSTIJLZ,X,O,X,O,X,O,X
OSTIJZL,X,O,X,X,X,O,X
OSTIZLJ,X,O,X,X,X,O,O
OSTIZJL,X,O,X,X,X,O,O
OSTLIJZ,X,O,X,O,X,O,X
OSTLIZJ,X,O,X,X,X,O,X
OSTLJIZ,X,O,O,O,X,X,X
OSTLJZI,O,O,O,X,X,X,X
OSTLZIJ,O,O,X,X,X,X,X
OSTLZJI,O,O,O,X,X,X,X
OSTJILZ,X,O,X,O,X,O,X
OSTJIZL,X,O,X,X,X,O,X
OSTJLIZ,X,O,O,O,X,X,X
OSTJLZI,O,O,O,X,X,X,X
OSTJZIL,O,O,X,X,X,X,X
OSTJZLI,O,O,O,X,X,X,X
OSTZILJ,O,O,X,X,X,O,O
OSTZIJL,O,O,X,X,X,O,O
OSTZLIJ,O,O,X,X,X,X,X
OSTZLJI,O,O,O,X,X,X,X
OSTZJIL,O,O,X,X,X,X,X
OSTZJLI,O,O,O,X,X,X,X
OSITLJZ,X,O,X,X,X,O,X
OSITLZJ,X,X,X,X,X,O,X
OSITJLZ,X,O,X,X,X,O,X
OSITJZL,X,X,X,X,X,O,X
OSITZLJ,X,X,X,X,X,O,X
OSITZJL,X,X,X,X,X,O,X
OSILTJZ,X,O,X,X,X,O,X
OSILTZJ,X,X,X,X,X,O,X
OSILJTZ,X,O,X,O,X,O,X
OSILJZT,X,O,X,O,X,O,X
OSILZTJ,X,X,X,X,X,O,X
OSILZJT,X,O,X,X,X,O,X
OSIJTLZ,X,O,X,X,X,O,X
OSIJTZL,X,X,X,X,X,O,X
OSIJLTZ,X,O,X,O,X,O,X
OSIJLZT,X,O,X,O,X,O,X
OSIJZTL,X,X,X,X,X,O,X
OSIJZLT,X,O,X,X,X,O,X
OSIZTLJ,X,X,X,X,X,O,O
OSIZTJL,X,X,X,X,X,O,O
OSIZLTJ,X,X,X,X,X,O,O
OSIZLJT,X,O,X,X,X,O,O
OSIZJTL,X,X,X,X,X,O,O
OSIZJLT,X,O,X,X,X,O,O
OSLTIJZ,X,O,X,O,X,O,X
OSLTIZJ,X,O,X,X,X,O,X
OSLTJIZ,X,O,X,O,X,X,X
OSLTJZI,O,O,X,X,X,X,X
OSLTZIJ,O,O,X,X,X,X,X
OSLTZJI,O,O,X,X,X,X,X
OSLITJZ,X,O,X,X,X,O,X
OSLITZJ,X,X,X,X,X,O,X
OSLIJTZ,X,O,X,O,X,O,X
OSLIJZT,X,O,X,O,X,O,X
OSLIZTJ,X,X,X,X,X,O,X
OSLIZJT,X,O,X,X,X,O,X
OSLJTIZ,X,O,X,O,X,X,X
OSLJTZI,O,O,X,X,X,X,X
OSLJITZ,X,O,X,O,X,X,X
OSLJIZT,X,O,O,O,X,X,X
OSLJZTI,O,O,O,X,X,X,X
OSLJZIT,O,O,O,X,X,X,X
OSLZTIJ,X,X,X,X,X,X,X
