sequence,v115@9gD8DeF8CeG8BeH8CeC8JeqLJvhFdiBsdBpUBzVBOV?B3TB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhBlmB2wB,v115@9gD8DeF8CeG8BeH8CeC8JeZGJvhBFiBqrB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhB0rBirB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhBTrBmrB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhBNrBzrB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhB3mB2wB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhBimB1wB,v115@9gD8DeF8CeG8BeH8CeC8JeNLJvhB6rBOsB,v115@9gD8DeF8CeG8BeH8CeC8JeZGJvhBurBFsB,v115@9gD8DeF8CeG8BeH8CeC8JeXCJvhB0rBOrB,v115@9gD8DeF8CeG8BeH8CeC8JeZGJvhBtmBXsB,v115@9gD8DeF8CeG8BeH8CeC8JeOGJvhBXiB1wB,v115@9gD8DeF8CeG8BeH8CeC8JelGJvhBOrBXsB,v115@9gD8DeF8CeG8BeH8CeC8Je0BJvhBNrBXsB,v115@9gD8DeF8CeG8BeH8CeC8Je2GJvhBcrBXsB,v115@9gD8DeF8CeG8BeH8CeC8JeXCJvhBNrB0rB,v115@9gD8DeF8CeG8BeH8CeC8Je2GJvhBTrBFsB,v115@9gD8DeF8CeG8BeH8CeC8Je/GJvhBFiB2wB,v115@9gD8DeF8CeG8BeH8CeC8Jeq4IvhF9ZBZQBzVB0rBXn?BOrB,v115@9gD8DeF8CeG8BeH8CeC8Jeq4IvhF9ZBZQBzVB2mBMr?BXsB
JSLTOZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSLITZO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSLITOZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSLIZTO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSLIZOT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSLIOTZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSLIOZT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSLZTIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSLZTOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSLZITO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSLZIOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSLZOTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSLZOIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSLOTIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSLOTZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSLOITZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSLOIZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSLOZTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSLOZIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSZTILO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
JSZTIOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
JSZTLIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
JSZTLOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
JSZTOIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
JSZTOLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
JSZITLO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
JSZITOL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
JSZILTO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
JSZILOT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
JSZIOTL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
JSZIOLT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
JSZLTIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
JSZLTOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
JSZLITO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
JSZLIOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
JSZLOTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
JSZLOIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
JSZOTIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
JSZOTLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
JSZOITL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
JSZOILT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
JSZOLTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
JSZOLIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
JSOTILZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSOTIZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSOTLIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSOTLZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSOTZIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSOTZLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSOITLZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSOITZL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSOILTZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSOILZT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSOIZTL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSOIZLT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSOLTIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSOLTZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSOLITZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSOLIZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSOLZTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSOLZIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSOZTIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSOZTLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSOZITL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSOZILT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSOZLTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSOZLIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JZTILSO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZTILOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZTISLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZTISOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZTIOLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZTIOSL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZTLISO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZTLIOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZTLSIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZTLSOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZTLOIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZTLOSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZTSILO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZTSIOL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZTSLIO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZTSLOI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZTSOIL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZTSOLI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZTOILS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZTOISL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZTOLIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZTOLSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZTOSIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZTOSLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZITLSO,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
JZITLOS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
JZITSLO,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
JZITSOL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
JZITOLS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
JZITOSL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
JZILTSO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZILTOS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZILSTO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZILSOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZILOTS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZILOST,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZISTLO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZISTOL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZISLTO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZISLOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZISOTL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZISOLT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZIOTLS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZIOTSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZIOLTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZIOLST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZIOSTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZIOSLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZLTISO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZLTIOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZLTSIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZLTSOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZLTOIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZLTOSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZLITSO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZLITOS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZLISTO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZLISOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZLIOTS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZLIOST,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZLSTIO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZLSTOI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZLSITO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZLSIOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZLSOTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZLSOIT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZLOTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZLOTSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZLOITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZLOIST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZLOSTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZLOSIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZSTILO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,O
JZSTIOL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,O
JZSTLIO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,O
JZSTLOI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,O
JZSTOIL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,O
JZSTOLI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,O
JZSITLO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZSITOL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZSILTO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZSILOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZSIOTL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZSIOLT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZSLTIO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZSLTOI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZSLITO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZSLIOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZSLOTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZSLOIT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZSOTIL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZSOTLI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZSOITL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZSOILT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZSOLTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZSOLIT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZOTILS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZOTISL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZOTLIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZOTLSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZOTSIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZOTSLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZOITLS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZOITSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZOILTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZOILST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZOISTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZOISLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZOLTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZOLTSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZOLITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZOLIST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZOLSTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZOLSIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JZOSTIL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZOSTLI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZOSITL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZOSILT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZOSLTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JZOSLIT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
JOTILSZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOTILZS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
JOTISLZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOTISZL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOTIZLS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
JOTIZSL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
JOTLISZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOTLIZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
JOTLSIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOTLSZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOTLZIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
JOTLZSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
JOTSILZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOTSIZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOTSLIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOTSLZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOTSZIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOTSZLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOTZILS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
JOTZISL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
JOTZLIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
JOTZLSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
JOTZSIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
JOTZSLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
JOITLSZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
JOITLZS,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O
JOITSLZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
JOITSZL,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
JOITZLS,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O
JOITZSL,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O
JOILTSZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOILTZS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JOILSTZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOILSZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOILZTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JOILZST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JOISTLZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOISTZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOISLTZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOISLZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOISZTL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOISZLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOIZTLS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JOIZTSL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JOIZLTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JOIZLST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JOIZSTL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JOIZSLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JOLTISZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOLTIZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
JOLTSIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOLTSZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOLTZIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
JOLTZSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
JOLITSZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOLITZS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JOLISTZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOLISZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOLIZTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JOLIZST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JOLSTIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOLSTZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOLSITZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOLSIZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOLSZTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOLSZIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOLZTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JOLZTSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JOLZITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JOLZIST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JOLZSTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JOLZSIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JOSTILZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
JOSTIZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
JOSTLIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
JOSTLZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
JOSTZIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
JOSTZLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
