sequence,v115@8gD8DeH8CeH8AeI8AeC8JeG7IvhFMVBTRBpPBPZBFn?BKmB,v115@8gD8DeH8CeH8AeI8AeC8JeG7IvhFMVBTRBpPBPZBKc?BFdB,v115@8gD8DeH8CeH8AeI8AeC8JeFHJvhFMjBKmBvcBGlBJa?BzaB,v115@8gD8DeH8CeH8AeI8AeC8JeFHJvhFMjBKmBvcBpgBzf?BOfB,v115@8gD8DeH8CeH8AeI8AeC8JeM5IvhFKcBvSBGbBzQBJQ?BFdB,v115@8gD8DeH8CeH8AeI8AeC8JeM5IvhFKcBvSBzVBOVBpW?BFdB
IZSTJOL,O,O,O,X,X,X
IZSTOLJ,O,X,X,O,X,X
IZSTOJL,O,X,X,O,X,X
IZSLTJO,O,O,X,X,O,X
IZSLTOJ,O,X,X,X,X,O
IZSLJTO,O,O,X,X,O,X
IZSLJOT,O,O,X,X,O,O
IZSLOTJ,X,X,X,X,X,O
IZSLOJT,X,O,X,X,O,O
IZSJTLO,O,O,O,X,X,X
IZSJTOL,O,O,O,X,X,X
IZSJLTO,O,O,X,X,O,X
IZSJLOT,O,O,X,X,O,X
IZSJOTL,O,O,O,X,X,X
IZSJOLT,O,O,X,X,O,X
IZSOTLJ,O,X,X,O,X,X
IZSOTJL,O,X,X,O,X,X
IZSOLTJ,X,X,X,X,X,O
IZSOLJT,X,O,X,X,X,O
IZSOJTL,O,O,X,O,X,X
IZSOJLT,O,O,X,X,X,O
IZOTLJS,O,X,O,O,X,O
IZOTLSJ,O,X,O,O,X,O
IZOTJLS,O,X,O,O,X,O
IZOTJSL,O,X,O,O,X,X
IZOTSLJ,O,X,X,O,X,X
IZOTSJL,O,X,X,O,X,X
IZOLTJS,X,X,X,O,X,O
IZOLTSJ,X,X,X,O,X,O
IZOLJTS,X,O,X,O,O,O
IZOLJST,X,O,X,X,O,O
IZOLSTJ,X,X,X,X,X,O
IZOLSJT,X,O,X,X,O,O
IZOJTLS,O,O,O,O,O,O
IZOJTSL,O,O,O,O,X,X
IZOJLTS,O,O,O,O,O,O
IZOJLST,O,O,X,X,O,O
IZOJSTL,O,O,O,O,X,X
IZOJSLT,O,O,X,X,O,O
IZOSTLJ,O,X,X,O,X,X
IZOSTJL,O,X,X,O,X,X
IZOSLTJ,X,X,X,X,X,O
IZOSLJT,X,O,X,X,X,O
IZOSJTL,O,O,X,O,X,X
IZOSJLT,O,O,X,X,X,O
IOTLJSZ,O,X,O,O,X,O
IOTLJZS,O,X,O,O,X,O
IOTLSJZ,O,X,O,O,X,O
IOTLSZJ,O,X,O,O,X,O
IOTLZJS,O,X,O,O,X,O
IOTLZSJ,O,X,O,O,X,O
IOTJLSZ,O,X,O,O,X,O
IOTJLZS,O,X,O,O,X,O
IOTJSLZ,O,X,O,O,X,X
IOTJSZL,O,X,O,O,X,X
IOTJZLS,O,X,O,O,X,O
IOTJZSL,O,X,O,O,X,X
IOTSLJZ,O,X,X,O,X,X
IOTSLZJ,O,X,X,O,X,X
IOTSJLZ,O,X,X,O,X,X
IOTSJZL,O,X,X,O,X,X
IOTSZLJ,O,X,X,O,X,X
IOTSZJL,O,X,X,O,X,X
IOTZLJS,O,X,O,O,X,O
IOTZLSJ,O,X,O,O,X,O
IOTZJLS,O,X,O,O,X,O
IOTZJSL,O,X,O,O,X,X
IOTZSLJ,O,X,X,O,X,X
IOTZSJL,O,X,X,O,X,X
IOLTJSZ,X,X,X,O,X,O
IOLTJZS,X,X,X,O,X,O
IOLTSJZ,X,X,X,O,X,O
IOLTSZJ,X,X,X,O,X,O
IOLTZJS,X,X,X,O,X,O
IOLTZSJ,X,X,X,O,X,O
IOLJTSZ,X,O,X,O,O,O
IOLJTZS,X,O,X,O,O,O
IOLJSTZ,X,O,X,X,O,O
IOLJSZT,X,O,X,X,O,O
IOLJZTS,X,O,X,O,O,O
IOLJZST,X,O,X,X,O,O
IOLSTJZ,X,X,X,X,X,O
IOLSTZJ,X,X,X,X,X,O
IOLSJTZ,X,O,X,X,O,O
IOLSJZT,X,O,X,X,O,O
IOLSZTJ,X,X,X,X,X,O
IOLSZJT,X,O,X,X,O,O
IOLZTJS,X,X,X,O,X,O
IOLZTSJ,X,X,X,O,X,O
IOLZJTS,X,O,X,O,O,O
IOLZJST,X,O,X,X,O,O
IOLZSTJ,X,X,X,X,X,O
IOLZSJT,X,O,X,X,O,O
IOJTLSZ,O,O,O,O,O,O
IOJTLZS,O,O,O,O,O,O
IOJTSLZ,O,O,O,O,X,X
IOJTSZL,O,O,O,O,X,X
IOJTZLS,O,O,O,O,O,O
IOJTZSL,O,O,O,O,X,X
IOJLTSZ,O,O,O,O,O,O
IOJLTZS,O,O,O,O,O,O
IOJLSTZ,O,O,X,X,O,O
IOJLSZT,O,O,X,X,O,O
IOJLZTS,O,O,O,O,O,O
IOJLZST,O,O,X,X,O,O
IOJSTLZ,O,O,O,O,X,X
IOJSTZL,O,O,O,O,X,X
IOJSLTZ,O,O,X,X,O,O
IOJSLZT,O,O,X,X,O,O
IOJSZTL,O,O,O,O,X,X
IOJSZLT,O,O,X,X,O,O
IOJZTLS,O,O,O,O,O,O
IOJZTSL,O,O,O,O,X,X
IOJZLTS,O,O,O,O,O,O
IOJZLST,O,O,X,X,O,O
IOJZSTL,O,O,O,O,X,X
IOJZSLT,O,O,X,X,O,O
IOSTLJZ,O,X,X,O,X,X
IOSTLZJ,O,X,X,O,X,X
IOSTJLZ,O,X,X,O,X,X
IOSTJZL,O,X,X,O,X,X
IOSTZLJ,O,X,X,O,X,X
IOSTZJL,O,X,X,O,X,X
IOSLTJZ,X,X,X,X,X,O
IOSLTZJ,X,X,X,X,X,O
IOSLJTZ,X,O,X,X,X,O
IOSLJZT,X,O,X,X,X,O
IOSLZTJ,X,X,X,X,X,O
IOSLZJT,X,O,X,X,X,O
IOSJTLZ,O,O,X,O,X,X
IOSJTZL,O,O,X,O,X,X
IOSJLTZ,O,O,X,X,X,O
IOSJLZT,O,O,X,X,X,O
IOSJZTL,O,O,X,O,X,X
IOSJZLT,O,O,X,X,X,O
IOSZTLJ,O,X,X,O,X,X
IOSZTJL,O,X,X,O,X,X
IOSZLTJ,X,X,X,X,X,O
IOSZLJT,X,O,X,X,X,O
IOSZJTL,O,O,X,O,X,X
IOSZJLT,O,O,X,X,X,O
IOZTLJS,O,X,O,O,X,O
IOZTLSJ,O,X,O,O,X,O
IOZTJLS,O,X,O,O,X,O
IOZTJSL,O,X,O,O,X,X
IOZTSLJ,O,X,X,O,X,X
IOZTSJL,O,X,X,O,X,X
IOZLTJS,X,X,X,O,X,O
IOZLTSJ,X,X,X,O,X,O
IOZLJTS,X,O,X,O,O,O
IOZLJST,X,O,X,X,O,O
IOZLSTJ,X,X,X,X,X,O
IOZLSJT,X,O,X,X,O,O
IOZJTLS,O,O,O,O,O,O
IOZJTSL,O,O,O,O,X,X
IOZJLTS,O,O,O,O,O,O
IOZJLST,O,O,X,X,O,O
IOZJSTL,O,O,O,O,X,X
IOZJSLT,O,O,X,X,O,O
IOZSTLJ,O,X,X,O,X,X
IOZSTJL,O,X,X,O,X,X
IOZSLTJ,X,X,X,X,X,O
IOZSLJT,X,O,X,X,X,O
IOZSJTL,O,O,X,O,X,X
IOZSJLT,O,O,X,X,X,O
LTIJSZO,O,O,O,O,O,X
LTIJSOZ,O,O,O,O,O,X
LTIJZSO,O,O,O,O,O,X
LTIJZOS,O,O,O,O,O,X
LTIJOSZ,O,O,O,O,O,X
LTIJOZS,O,O,O,O,O,X
LTISJZO,O,O,O,O,O,X
LTISJOZ,O,O,O,O,O,X
LTISZJO,O,O,O,O,O,X
LTISZOJ,O,X,O,O,X,O
LTISOJZ,O,X,O,O,X,O
LTISOZJ,O,X,O,O,X,O
LTIZJSO,O,O,O,O,O,X
LTIZJOS,O,O,O,O,O,X
LTIZSJO,O,O,O,O,O,X
LTIZSOJ,O,X,O,O,X,O
LTIZOJS,O,X,O,O,X,O
LTIZOSJ,O,X,O,O,X,O
LTIOJSZ,O,X,O,O,X,O
LTIOJZS,O,X,O,O,X,O
LTIOSJZ,O,X,O,O,X,O
LTIOSZJ,O,X,O,O,X,O
LTIOZJS,O,X,O,O,X,O
LTIOZSJ,O,X,O,O,X,O
LTJISZO,O,O,O,O,O,X
LTJISOZ,O,O,O,O,O,X
LTJIZSO,O,O,O,O,O,X
LTJIZOS,O,O,O,O,O,X
LTJIOSZ,O,O,O,O,O,X
LTJIOZS,O,O,O,O,O,X
LTJSIZO,O,O,O,O,O,X
LTJSIOZ,O,O,O,O,O,X
LTJSZIO,O,O,O,O,O,X
LTJSZOI,O,O,O,O,O,O
LTJSOIZ,O,O,O,O,O,O
LTJSOZI,O,O,O,O,O,O
LTJZISO,O,O,O,O,O,X
LTJZIOS,O,O,O,O,O,X
LTJZSIO,O,O,O,O,O,X
LTJZSOI,O,O,O,O,O,O
LTJZOIS,O,O,O,O,O,O
LTJZOSI,O,O,O,O,O,O
LTJOISZ,O,O,O,O,O,O
LTJOIZS,O,O,O,O,O,O
LTJOSIZ,O,O,O,O,O,O
LTJOSZI,O,O,O,O,O,O
LTJOZIS,O,O,O,O,O,O
LTJOZSI,O,O,O,O,O,O
LTSIJZO,O,O,O,O,O,X
LTSIJOZ,O,O,O,O,O,X
LTSIZJO,O,O,O,O,O,X
LTSIZOJ,O,X,O,O,X,O
LTSIOJZ,O,X,O,O,X,O
LTSIOZJ,O,X,O,O,X,O
LTSJIZO,O,O,O,O,O,X
LTSJIOZ,O,O,O,O,O,X
LTSJZIO,O,O,O,O,O,X
LTSJZOI,O,O,O,O,O,O
LTSJOIZ,O,O,O,O,O,O
LTSJOZI,O,O,O,O,O,O
LTSZIJO,O,O,O,O,O,X
LTSZIOJ,O,X,O,O,X,O
LTSZJIO,O,O,O,O,O,X
LTSZJOI,O,O,O,O,O,O
LTSZOIJ,O,X,O,O,X,O
LTSZOJI,O,X,O,O,X,O
LTSOIJZ,O,X,O,O,X,O
LTSOIZJ,O,X,O,O,X,O
LTSOJIZ,O,X,O,O,X,O
LTSOJZI,O,X,O,O,X,O
LTSOZIJ,O,X,O,O,X,O
LTSOZJI,O,X,O,O,X,O
LTZIJSO,O,O,O,O,O,X
LTZIJOS,O,O,O,O,O,X
LTZISJO,O,O,O,O,O,X
LTZISOJ,O,X,O,O,X,O
LTZIOJS,O,X,O,O,X,O
LTZIOSJ,O,X,O,O,X,O
LTZJISO,O,O,O,O,O,X
LTZJIOS,O,O,O,O,O,X
LTZJSIO,O,O,O,O,O,X
LTZJSOI,O,O,O,O,O,O
LTZJOIS,O,O,O,O,O,O
LTZJOSI,O,O,O,O,O,O
LTZSIJO,O,O,O,O,O,X
LTZSIOJ,O,X,O,O,X,O
LTZSJIO,O,O,O,O,O,X
LTZSJOI,O,O,O,O,O,O
LTZSOIJ,O,X,O,O,X,O
LTZSOJI,O,X,O,O,X,O
LTZOIJS,O,X,O,O,X,O
LTZOISJ,O,X,O,O,X,O
LTZOJIS,O,X,O,O,X,O
LTZOJSI,O,X,O,O,X,O
LTZOSIJ,O,X,O,O,X,O
LTZOSJI,O,X,O,O,X,O
LTOIJSZ,O,X,O,O,X,O
LTOIJZS,O,X,O,O,X,O
LTOISJZ,O,X,O,O,X,O
LTOISZJ,O,X,O,O,X,O
LTOIZJS,O,X,O,O,X,O
LTOIZSJ,O,X,O,O,X,O
LTOJISZ,O,X,O,O,X,O
LTOJIZS,O,X,O,O,X,O
LTOJSIZ,O,X,O,O,X,O
LTOJSZI,O,X,O,O,X,O
LTOJZIS,O,X,O,O,X,O
LTOJZSI,O,X,O,O,X,O
LTOSIJZ,O,X,O,O,X,O
LTOSIZJ,O,X,O,O,X,O
LTOSJIZ,O,X,O,O,X,O
LTOSJZI,O,X,O,O,X,O
LTOSZIJ,O,X,O,O,X,O
LTOSZJI,O,X,O,O,X,O
LTOZIJS,O,X,O,O,X,O
LTOZISJ,O,X,O,O,X,O
LTOZJIS,O,X,O,O,X,O
LTOZJSI,O,X,O,O,X,O
LTOZSIJ,O,X,O,O,X,O
LTOZSJI,O,X,O,O,X,O
LITJSZO,O,O,O,O,O,X
LITJSOZ,O,O,O,O,O,X
LITJZSO,O,O,O,O,O,X
LITJZOS,O,O,O,O,O,X
LITJOSZ,O,O,O,O,O,X
LITJOZS,O,O,O,O,O,X
LITSJZO,O,O,O,O,O,X
LITSJOZ,O,O,O,O,O,X
LITSZJO,O,O,O,O,O,X
LITSZOJ,O,X,O,O,X,O
LITSOJZ,O,X,O,O,X,O
LITSOZJ,O,X,O,O,X,O
LITZJSO,O,O,O,O,O,X
LITZJOS,O,O,O,O,O,X
LITZSJO,O,O,O,O,O,X
LITZSOJ,O,X,O,O,X,O
LITZOJS,O,X,O,O,X,O
LITZOSJ,O,X,O,O,X,O
LITOJSZ,O,X,O,O,X,O
LITOJZS,O,X,O,O,X,O
LITOSJZ,O,X,O,O,X,O
LITOSZJ,O,X,O,O,X,O
LITOZJS,O,X,O,O,X,O
LITOZSJ,O,X,O,O,X,O
LIJTSZO,O,O,O,X,O,X
LIJTSOZ,O,O,O,X,O,X
LIJTZSO,O,O,O,X,O,X
LIJTZOS,O,O,O,X,O,X
LIJTOSZ,O,O,O,X,O,X
LIJTOZS,O,O,O,X,O,X
LIJSTZO,O,O,X,X,O,X
LIJSTOZ,O,O,X,X,O,X
LIJSZTO,O,O,X,X,O,X
LIJSZOT,O,O,X,X,O,O
LIJSOTZ,O,O,X,X,O,O
LIJSOZT,O,O,X,X,O,O
LIJZTSO,O,O,O,X,O,X
LIJZTOS,O,O,O,X,O,X
LIJZSTO,O,O,X,X,O,X
LIJZSOT,O,O,X,X,O,O
LIJZOTS,O,O,O,X,O,O
LIJZOST,O,O,X,X,O,O
LIJOTSZ,O,O,O,X,O,O
LIJOTZS,O,O,O,X,O,O
LIJOSTZ,O,O,X,X,O,O
LIJOSZT,O,O,X,X,O,O
LIJOZTS,O,O,O,X,O,O
LIJOZST,O,O,X,X,O,O
LISTJZO,O,O,X,X,O,X
LISTJOZ,O,O,X,X,O,X
LISTZJO,O,O,X,X,O,X
LISTZOJ,O,X,X,X,X,O
LISTOJZ,O,X,X,X,X,O
LISTOZJ,O,X,X,X,X,O
LISJTZO,O,O,X,X,O,X
LISJTOZ,O,O,X,X,O,X
LISJZTO,O,O,X,X,O,X
LISJZOT,O,O,X,X,O,O
LISJOTZ,O,O,X,X,O,O
LISJOZT,O,O,X,X,O,O
LISZTJO,O,O,X,X,O,X
LISZTOJ,O,X,X,X,X,O
LISZJTO,O,O,X,X,O,X
LISZJOT,O,O,X,X,O,O
LISZOTJ,X,X,X,X,X,O
LISZOJT,X,O,X,X,O,O
LISOTJZ,X,X,X,X,X,O
LISOTZJ,X,X,X,X,X,O
LISOJTZ,X,O,X,X,O,O
LISOJZT,X,O,X,X,O,O
LISOZTJ,X,X,X,X,X,O
LISOZJT,X,O,X,X,O,O
LIZTJSO,O,O,O,O,O,X
LIZTJOS,O,O,O,O,O,X
LIZTSJO,O,O,O,O,O,X
LIZTSOJ,O,X,O,O,X,O
LIZTOJS,O,X,O,O,X,O
LIZTOSJ,O,X,O,O,X,O
LIZJTSO,O,O,O,X,O,X
LIZJTOS,O,O,O,X,O,X
LIZJSTO,O,O,X,X,O,X
LIZJSOT,O,O,X,X,O,O
LIZJOTS,O,O,O,X,O,O
LIZJOST,O,O,X,X,O,O
LIZSTJO,O,O,X,X,O,X
LIZSTOJ,O,X,X,X,X,O
LIZSJTO,O,O,X,X,O,X
LIZSJOT,O,O,X,X,O,O
LIZSOTJ,X,X,X,X,X,O
LIZSOJT,X,O,X,X,O,O
LIZOTJS,X,X,X,O,X,O
LIZOTSJ,X,X,X,O,X,O
LIZOJTS,X,O,X,O,O,O
LIZOJST,X,O,X,X,O,O
LIZOSTJ,X,X,X,X,X,O
LIZOSJT,X,O,X,X,O,O
LIOTJSZ,X,X,X,O,X,O
LIOTJZS,X,X,X,O,X,O
LIOTSJZ,X,X,X,O,X,O
LIOTSZJ,X,X,X,O,X,O
LIOTZJS,X,X,X,O,X,O
LIOTZSJ,X,X,X,O,X,O
LIOJTSZ,X,O,X,O,O,O
LIOJTZS,X,O,X,O,O,O
LIOJSTZ,X,O,X,X,O,O
LIOJSZT,X,O,X,X,O,O
LIOJZTS,X,O,X,O,O,O
LIOJZST,X,O,X,X,O,O
LIOSTJZ,X,X,X,X,X,O
LIOSTZJ,X,X,X,X,X,O
LIOSJTZ,X,O,X,X,O,O
LIOSJZT,X,O,X,X,O,O
LIOSZTJ,X,X,X,X,X,O
LIOSZJT,X,O,X,X,O,O
LIOZTJS,X,X,X,O,X,O
LIOZTSJ,X,X,X,O,X,O
LIOZJTS,X,O,X,O,O,O
LIOZJST,X,O,X,X,O,O
LIOZSTJ,X,X,X,X,X,O
LIOZSJT,X,O,X,X,O,O
LJTISZO,O,O,O,O,O,X
LJTISOZ,O,O,O,O,O,X
LJTIZSO,O,O,O,O,O,X
LJTIZOS,O,O,O,O,O,X
LJTIOSZ,O,O,O,O,O,X
LJTIOZS,O,O,O,O,O,X
LJTSIZO,O,O,O,O,O,X
LJTSIOZ,O,O,O,O,O,X
LJTSZIO,O,O,O,O,O,X
LJTSZOI,O,O,O,O,O,O
LJTSOIZ,O,O,O,O,O,O
LJTSOZI,O,O,O,O,O,O
LJTZISO,O,O,O,O,O,X
LJTZIOS,O,O,O,O,O,X
LJTZSIO,O,O,O,O,O,X
LJTZSOI,O,O,O,O,O,O
LJTZOIS,O,O,O,O,O,O
LJTZOSI,O,O,O,O,O,O
LJTOISZ,O,O,O,O,O,O
LJTOIZS,O,O,O,O,O,O
LJTOSIZ,O,O,O,O,O,O
LJTOSZI,O,O,O,O,O,O
LJTOZIS,O,O,O,O,O,O
LJTOZSI,O,O,O,O,O,O
LJITSZO,O,O,O,X,O,X
LJITSOZ,O,O,O,X,O,X
LJITZSO,O,O,O,X,O,X
LJITZOS,O,O,O,X,O,X
LJITOSZ,O,O,O,X,O,X
LJITOZS,O,O,O,X,O,X
LJISTZO,O,O,X,X,O,X
LJISTOZ,O,O,X,X,O,X
LJISZTO,O,O,X,X,O,X
LJISZOT,O,O,X,X,O,O
LJISOTZ,O,O,X,X,O,O
LJISOZT,O,O,X,X,O,O
LJIZTSO,O,O,O,X,O,X
LJIZTOS,O,O,O,X,O,X
LJIZSTO,O,O,X,X,O,X
LJIZSOT,O,O,X,X,O,O
LJIZOTS,O,O,O,X,O,O
LJIZOST,O,O,X,X,O,O
LJIOTSZ,O,O,O,X,O,O
LJIOTZS,O,O,O,X,O,O
LJIOSTZ,O,O,X,X,O,O
LJIOSZT,O,O,X,X,O,O
LJIOZTS,O,O,O,X,O,O
LJIOZST,O,O,X,X,O,O
LJSTIZO,O,O,X,X,O,X
LJSTIOZ,O,O,X,X,O,X
LJSTZIO,O,O,X,X,O,X
LJSTZOI,O,O,X,X,O,O
LJSTOIZ,O,O,X,X,O,O
LJSTOZI,O,O,X,X,O,O
LJSITZO,O,O,X,X,O,X
LJSITOZ,O,O,X,X,O,X
LJSIZTO,O,O,X,X,O,X
LJSIZOT,O,O,X,X,O,O
LJSIOTZ,O,O,X,X,O,O
LJSIOZT,O,O,X,X,O,O
LJSZTIO,O,O,X,X,O,X
LJSZTOI,O,O,X,X,O,O
LJSZITO,O,O,X,X,O,X
LJSZIOT,O,O,X,X,O,O
LJSZOTI,O,O,X,X,O,O
LJSZOIT,O,O,X,X,O,O
LJSOTIZ,O,O,X,X,O,O
LJSOTZI,O,O,X,X,O,O
LJSOITZ,O,O,X,X,O,O
LJSOIZT,O,O,X,X,O,O
LJSOZTI,O,O,X,X,O,O
LJSOZIT,O,O,X,X,O,O
LJZTISO,O,O,O,O,O,X
LJZTIOS,O,O,O,O,O,X
LJZTSIO,O,O,O,O,O,X
LJZTSOI,O,O,O,O,O,O
LJZTOIS,O,O,O,O,O,O
LJZTOSI,O,O,O,O,O,O
LJZITSO,O,O,O,X,O,X
LJZITOS,O,O,O,X,O,X
LJZISTO,O,O,X,X,O,X
LJZISOT,O,O,X,X,O,O
LJZIOTS,O,O,O,X,O,O
LJZIOST,O,O,X,X,O,O
LJZSTIO,O,O,X,X,O,X
LJZSTOI,O,O,X,X,O,O
LJZSITO,O,O,X,X,O,X
LJZSIOT,O,O,X,X,O,O
LJZSOTI,O,O,X,X,O,O
LJZSOIT,O,O,X,X,O,O
LJZOTIS,O,O,O,O,O,O
LJZOTSI,O,O,O,O,O,O
LJZOITS,O,O,O,O,O,O
LJZOIST,O,O,X,X,O,O
LJZOSTI,O,O,X,X,O,O
LJZOSIT,O,O,X,X,O,O
LJOTISZ,O,O,O,O,O,O
LJOTIZS,O,O,O,O,O,O
LJOTSIZ,O,O,O,O,O,O
LJOTSZI,O,O,O,O,O,O
LJOTZIS,O,O,O,O,O,O
LJOTZSI,O,O,O,O,O,O
LJOITSZ,O,O,O,O,O,O
LJOITZS,O,O,O,O,O,O
LJOISTZ,O,O,X,X,O,O
LJOISZT,O,O,X,X,O,O
LJOIZTS,O,O,O,O,O,O
LJOIZST,O,O,X,X,O,O
LJOSTIZ,O,O,X,X,O,O
LJOSTZI,O,O,X,X,O,O
LJOSITZ,O,O,X,X,O,O
LJOSIZT,O,O,X,X,O,O
LJOSZTI,O,O,X,X,O,O
LJOSZIT,O,O,X,X,O,O
LJOZTIS,O,O,O,O,O,O
LJOZTSI,O,O,O,O,O,O
LJOZITS,O,O,O,O,O,O
LJOZIST,O,O,X,X,O,O
LJOZSTI,O,O,X,X,O,O
LJOZSIT,O,O,X,X,O,O
LSTIJZO,O,O,X,X,O,X
LSTIJOZ,O,O,X,X,O,X
LSTIZJO,O,O,X,X,O,X
LSTIZOJ,O,X,X,X,X,O
LSTIOJZ,O,X,X,X,X,O
LSTIOZJ,O,X,X,X,X,O
LSTJIZO,O,O,X,X,O,X
LSTJIOZ,O,O,X,X,O,X
LSTJZIO,O,O,X,X,O,X
LSTJZOI,O,O,X,X,O,O
LSTJOIZ,O,O,X,X,O,O
LSTJOZI,O,O,X,X,O,O
LSTZIJO,O,O,X,X,O,X
LSTZIOJ,O,X,X,X,X,O
LSTZJIO,O,O,X,X,O,X
LSTZJOI,O,O,X,X,O,O
LSTZOIJ,O,X,X,X,X,O
LSTZOJI,O,X,X,X,X,O
LSTOIJZ,O,X,X,X,X,O
LSTOIZJ,O,X,X,X,X,O
LSTOJIZ,O,X,X,X,X,O
LSTOJZI,O,X,X,X,X,O
LSTOZIJ,O,X,X,X,X,O
LSTOZJI,O,X,X,X,X,O
LSITJZO,O,O,X,X,O,X
LSITJOZ,O,O,X,X,O,X
LSITZJO,O,O,X,X,O,X
LSITZOJ,O,X,X,X,X,O
LSITOJZ,O,X,X,X,X,O
LSITOZJ,O,X,X,X,X,O
LSIJTZO,O,O,X,X,O,X
LSIJTOZ,O,O,X,X,O,X
LSIJZTO,O,O,X,X,O,X
LSIJZOT,O,O,X,X,O,O
LSIJOTZ,O,O,X,X,O,O
LSIJOZT,O,O,X,X,O,O
LSIZTJO,O,O,X,X,O,X
LSIZTOJ,O,X,X,X,X,O
LSIZJTO,O,O,X,X,O,X
LSIZJOT,O,O,X,X,O,O
LSIZOTJ,X,X,X,X,X,O
LSIZOJT,X,O,X,X,O,O
LSIOTJZ,X,X,X,X,X,O
LSIOTZJ,X,X,X,X,X,O
LSIOJTZ,X,O,X,X,O,O
LSIOJZT,X,O,X,X,O,O
LSIOZTJ,X,X,X,X,X,O
LSIOZJT,X,O,X,X,O,O
LSJTIZO,O,O,X,X,O,X
LSJTIOZ,O,O,X,X,O,X
LSJTZIO,O,O,X,X,O,X
LSJTZOI,O,O,X,X,O,O
LSJTOIZ,O,O,X,X,O,O
LSJTOZI,O,O,X,X,O,O
LSJITZO,O,O,X,X,O,X
LSJITOZ,O,O,X,X,O,X
LSJIZTO,O,O,X,X,O,X
LSJIZOT,O,O,X,X,O,O
LSJIOTZ,O,O,X,X,O,O
LSJIOZT,O,O,X,X,O,O
LSJZTIO,O,O,X,X,O,X
LSJZTOI,O,O,X,X,O,O
LSJZITO,O,O,X,X,O,X
LSJZIOT,O,O,X,X,O,O
LSJZOTI,O,O,X,X,O,O
LSJZOIT,O,O,X,X,O,O
LSJOTIZ,O,O,X,X,O,O
LSJOTZI,O,O,X,X,O,O
LSJOITZ,O,O,X,X,O,O
LSJOIZT,O,O,X,X,O,O
LSJOZTI,O,O,X,X,O,O
LSJOZIT,O,O,X,X,O,O
LSZTIJO,O,O,X,X,O,X
LSZTIOJ,O,X,X,X,X,O
LSZTJIO,O,O,X,X,O,X
LSZTJOI,O,O,X,X,O,O
LSZTOIJ,O,X,X,X,X,O
LSZTOJI,O,X,X,X,X,O
LSZITJO,O,O,X,X,O,X
LSZITOJ,O,X,X,X,X,O
LSZIJTO,O,O,X,X,O,X
LSZIJOT,O,O,X,X,O,O
LSZIOTJ,X,X,X,X,X,O
LSZIOJT,X,O,X,X,O,O
LSZJTIO,O,O,X,X,O,X
LSZJTOI,O,O,X,X,O,O
LSZJITO,O,O,X,X,O,X
LSZJIOT,O,O,X,X,O,O
LSZJOTI,O,O,X,X,O,O
LSZJOIT,O,O,X,X,O,O
LSZOTIJ,X,X,X,X,X,O
LSZOTJI,X,X,X,X,X,O
LSZOITJ,X,X,X,X,X,O
LSZOIJT,X,O,X,X,O,O
LSZOJTI,X,O,X,X,O,O
LSZOJIT,X,O,X,X,O,O
LSOTIJZ,X,X,X,X,X,O
LSOTIZJ,X,X,X,X,X,O
LSOTJIZ,X,X,X,X,X,O
LSOTJZI,X,X,X,X,X,O
LSOTZIJ,X,X,X,X,X,O
LSOTZJI,X,X,X,X,X,O
LSOITJZ,X,X,X,X,X,O
LSOITZJ,X,X,X,X,X,O
LSOIJTZ,X,O,X,X,O,O
LSOIJZT,X,O,X,X,O,O
LSOIZTJ,X,X,X,X,X,O
LSOIZJT,X,O,X,X,O,O
LSOJTIZ,X,O,X,X,O,O
LSOJTZI,X,O,X,X,O,O
LSOJITZ,X,O,X,X,O,O
LSOJIZT,X,O,X,X,O,O
LSOJZTI,X,O,X,X,O,O
LSOJZIT,X,O,X,X,O,O
LSOZTIJ,X,X,X,X,X,O
LSOZTJI,X,X,X,X,X,O
LSOZITJ,X,X,X,X,X,O
LSOZIJT,X,O,X,X,O,O
LSOZJTI,X,O,X,X,O,O
LSOZJIT,X,O,X,X,O,O
LZTIJSO,O,O,O,O,O,X
LZTIJOS,O,O,O,O,O,X
LZTISJO,O,O,O,O,O,X
LZTISOJ,O,X,O,O,X,O
LZTIOJS,O,X,O,O,X,O
LZTIOSJ,O,X,O,O,X,O
LZTJISO,O,O,O,O,O,X
LZTJIOS,O,O,O,O,O,X
LZTJSIO,O,O,O,O,O,X
LZTJSOI,O,O,O,O,O,O
LZTJOIS,O,O,O,O,O,O
LZTJOSI,O,O,O,O,O,O
LZTSIJO,O,O,O,O,O,X
LZTSIOJ,O,X,O,O,X,O
LZTSJIO,O,O,O,O,O,X
LZTSJOI,O,O,O,O,O,O
LZTSOIJ,O,X,O,O,X,O
LZTSOJI,O,X,O,O,X,O
LZTOIJS,O,X,O,O,X,O
LZTOISJ,O,X,O,O,X,O
LZTOJIS,O,X,O,O,X,O
LZTOJSI,O,X,O,O,X,O
LZTOSIJ,O,X,O,O,X,O
LZTOSJI,O,X,O,O,X,O
LZITJSO,O,O,O,O,O,X
LZITJOS,O,O,O,O,O,X
LZITSJO,O,O,O,O,O,X
LZITSOJ,O,X,O,O,X,O
LZITOJS,O,X,O,O,X,O
LZITOSJ,O,X,O,O,X,O
LZIJTSO,O,O,O,X,O,X
LZIJTOS,O,O,O,X,O,X
LZIJSTO,O,O,X,X,O,X
LZIJSOT,O,O,X,X,O,O
LZIJOTS,O,O,O,X,O,O
