sequence,v115@7gD8CeG8CeH8BeH8BeE8JeT1IvhFmXBCZBxbB0bBdr?B/qB,v115@7gD8CeG8CeH8BeH8BeE8JeT1IvhFWdBxYBylB/lBdm?B0qB,v115@7gD8CeG8CeH8BeH8BeE8JeT1IvhFNbBWdBxYB3gB8q?BarB,v115@7gD8CeG8CeH8BeH8BeE8Jex1IvhFzXBCZBmaB3gB8q?BdrB,v115@7gD8CeG8CeH8BeH8BeE8JeT1IvhFybBWdB0bBxdBdr?B/qB
JTOISZL,O,X,X,X,O
JTOIZLS,O,X,X,X,X
JTOIZSL,X,X,O,X,O
JTOLISZ,O,O,X,X,O
JTOLIZS,O,X,X,X,X
JTOLSIZ,O,O,X,X,O
JTOLSZI,O,O,X,O,O
JTOLZIS,O,X,X,X,X
JTOLZSI,O,X,X,O,X
JTOSILZ,O,X,X,X,O
JTOSIZL,O,X,X,X,O
JTOSLIZ,O,X,X,X,O
JTOSLZI,O,X,X,O,O
JTOSZIL,O,X,X,O,O
JTOSZLI,O,X,X,O,O
JTOZILS,O,X,X,X,X
JTOZISL,X,X,O,X,O
JTOZLIS,O,X,X,X,X
JTOZLSI,O,X,X,O,X
JTOZSIL,O,X,O,O,O
JTOZSLI,O,X,O,O,O
JITLSZO,O,O,X,X,O
JITLSOZ,O,O,X,X,O
JITLZSO,X,X,X,X,X
JITLZOS,O,X,X,X,X
JITLOSZ,O,O,X,X,O
JITLOZS,O,X,X,X,X
JITSLZO,O,X,X,X,O
JITSLOZ,O,X,X,X,O
JITSZLO,O,X,X,X,O
JITSZOL,O,X,X,X,O
JITSOLZ,O,X,X,X,O
JITSOZL,O,X,X,X,O
JITZLSO,X,X,X,X,X
JITZLOS,O,X,X,X,X
JITZSLO,X,X,O,X,O
JITZSOL,X,X,O,X,O
JITZOLS,O,X,X,X,X
JITZOSL,X,X,O,X,O
JITOLSZ,O,O,X,X,O
JITOLZS,O,X,X,X,X
JITOSLZ,O,X,X,X,O
JITOSZL,O,X,X,X,O
JITOZLS,O,X,X,X,X
JITOZSL,X,X,O,X,O
JILTSZO,O,O,X,X,O
JILTSOZ,O,O,X,X,O
JILTZSO,X,X,X,X,X
JILTZOS,O,X,X,X,X
JILTOSZ,O,O,X,X,O
JILTOZS,O,X,X,X,X
JILSTZO,X,O,X,X,X
JILSTOZ,X,O,X,X,X
JILSZTO,X,O,X,O,X
JILSZOT,X,O,X,O,X
JILSOTZ,O,O,X,X,X
JILSOZT,X,O,X,O,X
JILZTSO,X,X,X,X,X
JILZTOS,X,X,X,X,X
JILZSTO,X,O,O,X,X
JILZSOT,X,O,O,X,X
JILZOTS,O,X,X,X,X
JILZOST,X,O,O,O,X
JILOTSZ,O,O,X,X,O
JILOTZS,O,X,X,X,X
JILOSTZ,O,O,X,X,X
JILOSZT,X,O,X,O,X
JILOZTS,O,X,X,X,X
JILOZST,X,O,O,O,X
JISTLZO,X,X,X,X,O
JISTLOZ,X,X,X,X,O
JISTZLO,X,X,X,X,O
JISTZOL,X,X,X,X,O
JISTOLZ,X,X,X,X,O
JISTOZL,X,X,X,X,O
JISLTZO,X,O,X,X,X
JISLTOZ,X,O,X,X,X
JISLZTO,X,O,X,O,X
JISLZOT,X,O,X,O,X
JISLOTZ,O,O,X,X,X
JISLOZT,X,O,X,O,X
JISZTLO,X,X,O,O,X
JISZTOL,X,X,O,O,X
JISZLTO,X,X,O,O,X
JISZLOT,X,X,O,O,X
JISZOTL,X,X,O,O,X
JISZOLT,X,X,O,O,X
JISOTLZ,X,X,X,X,O
JISOTZL,X,X,X,X,O
JISOLTZ,O,O,X,X,X
JISOLZT,X,O,X,O,X
JISOZTL,X,X,O,O,X
JISOZLT,X,X,O,O,X
JIZTLSO,X,X,X,X,X
JIZTLOS,X,X,X,X,X
JIZTSLO,X,X,O,X,O
JIZTSOL,X,X,O,X,O
JIZTOLS,X,X,X,X,X
JIZTOSL,X,X,O,X,O
JIZLTSO,X,X,X,X,X
JIZLTOS,X,X,X,X,X
JIZLSTO,X,O,O,X,X
JIZLSOT,X,O,O,X,X
JIZLOTS,O,X,X,X,X
JIZLOST,X,O,O,O,X
JIZSTLO,X,X,O,X,X
JIZSTOL,X,X,O,X,X
JIZSLTO,X,X,O,X,X
JIZSLOT,X,X,O,X,X
JIZSOTL,X,X,O,X,X
JIZSOLT,X,X,O,X,X
JIZOTLS,X,X,X,X,X
JIZOTSL,X,X,O,X,O
JIZOLTS,O,X,X,X,X
JIZOLST,X,O,O,O,X
JIZOSTL,X,X,O,O,X
JIZOSLT,X,X,O,O,X
JIOTLSZ,O,O,X,X,O
JIOTLZS,O,X,X,X,X
JIOTSLZ,O,X,X,X,O
JIOTSZL,O,X,X,X,O
JIOTZLS,O,X,X,X,X
JIOTZSL,X,X,O,X,O
JIOLTSZ,O,O,X,X,O
JIOLTZS,O,X,X,X,X
JIOLSTZ,O,O,X,X,X
JIOLSZT,X,O,X,O,X
JIOLZTS,O,X,X,X,X
JIOLZST,X,O,O,O,X
JIOSTLZ,X,X,X,X,O
JIOSTZL,X,X,X,X,O
JIOSLTZ,O,O,X,X,X
JIOSLZT,X,O,X,O,X
JIOSZTL,X,X,O,O,X
JIOSZLT,X,X,O,O,X
JIOZTLS,X,X,X,X,X
JIOZTSL,X,X,O,X,O
JIOZLTS,O,X,X,X,X
JIOZLST,X,O,O,O,X
JIOZSTL,X,X,O,O,X
JIOZSLT,X,X,O,O,X
JLTISZO,O,O,X,X,O
JLTISOZ,O,O,X,X,O
JLTIZSO,X,X,X,X,X
JLTIZOS,O,X,X,X,X
JLTIOSZ,O,O,X,X,O
JLTIOZS,O,X,X,X,X
JLTSIZO,O,O,X,X,O
JLTSIOZ,O,O,X,X,O
JLTSZIO,O,O,X,O,O
JLTSZOI,O,O,X,O,O
JLTSOIZ,O,O,X,X,O
JLTSOZI,O,O,X,O,O
JLTZISO,X,X,X,X,X
JLTZIOS,O,X,X,X,X
JLTZSIO,O,X,X,X,X
JLTZSOI,O,X,X,X,X
JLTZOIS,O,X,X,X,X
JLTZOSI,O,X,X,O,X
JLTOISZ,O,O,X,X,O
JLTOIZS,O,X,X,X,X
JLTOSIZ,O,O,X,X,O
JLTOSZI,O,O,X,O,O
JLTOZIS,O,X,X,X,X
JLTOZSI,O,X,X,O,X
JLITSZO,O,O,X,X,O
JLITSOZ,O,O,X,X,O
JLITZSO,X,X,X,X,X
JLITZOS,O,X,X,X,X
JLITOSZ,O,O,X,X,O
JLITOZS,O,X,X,X,X
JLISTZO,X,O,X,X,X
JLISTOZ,X,O,X,X,X
JLISZTO,X,O,X,O,X
JLISZOT,X,O,X,O,X
JLISOTZ,O,O,X,X,X
JLISOZT,X,O,X,O,X
JLIZTSO,X,X,X,X,X
JLIZTOS,X,X,X,X,X
JLIZSTO,X,O,O,X,X
JLIZSOT,X,O,O,X,X
JLIZOTS,O,X,X,X,X
JLIZOST,X,O,O,O,X
JLIOTSZ,O,O,X,X,O
JLIOTZS,O,X,X,X,X
JLIOSTZ,O,O,X,X,X
JLIOSZT,X,O,X,O,X
JLIOZTS,O,X,X,X,X
JLIOZST,X,O,O,O,X
JLSTIZO,O,O,X,X,X
JLSTIOZ,O,O,X,X,X
JLSTZIO,O,O,X,O,X
JLSTZOI,O,O,X,O,X
JLSTOIZ,O,O,X,X,X
JLSTOZI,O,O,X,O,X
JLSITZO,X,O,X,X,X
JLSITOZ,X,O,X,X,X
JLSIZTO,X,O,X,O,X
JLSIZOT,X,O,X,O,X
JLSIOTZ,O,O,X,X,X
JLSIOZT,X,O,X,O,X
JLSZTIO,X,O,X,O,X
JLSZTOI,X,O,X,O,X
JLSZITO,X,O,X,O,X
JLSZIOT,X,O,X,O,X
JLSZOTI,X,O,X,O,X
JLSZOIT,X,O,X,O,X
JLSOTIZ,O,O,X,X,X
JLSOTZI,O,O,X,O,X
JLSOITZ,O,O,X,X,X
JLSOIZT,X,O,X,O,X
JLSOZTI,X,O,X,O,X
JLSOZIT,X,O,X,O,X
JLZTISO,X,X,X,X,X
JLZTIOS,O,X,X,X,X
JLZTSIO,O,X,X,X,X
JLZTSOI,O,X,X,X,X
JLZTOIS,O,X,X,X,X
JLZTOSI,O,X,X,O,X
JLZITSO,X,X,X,X,X
JLZITOS,X,X,X,X,X
JLZISTO,X,O,O,X,X
JLZISOT,X,O,O,X,X
JLZIOTS,O,X,X,X,X
JLZIOST,X,O,O,O,X
JLZSTIO,X,O,O,O,X
JLZSTOI,X,O,O,O,X
JLZSITO,X,O,O,O,X
JLZSIOT,X,O,O,O,X
JLZSOTI,X,O,O,O,X
JLZSOIT,X,O,O,O,X
JLZOTIS,O,X,X,X,X
JLZOTSI,O,X,X,O,X
JLZOITS,O,X,X,X,X
JLZOIST,X,O,O,O,X
JLZOSTI,X,O,O,O,X
JLZOSIT,X,O,O,O,X
JLOTISZ,O,O,X,X,O
JLOTIZS,O,X,X,X,X
JLOTSIZ,O,O,X,X,O
JLOTSZI,O,O,X,O,O
JLOTZIS,O,X,X,X,X
JLOTZSI,O,X,X,O,X
JLOITSZ,O,O,X,X,O
JLOITZS,O,X,X,X,X
JLOISTZ,O,O,X,X,X
JLOISZT,X,O,X,O,X
JLOIZTS,O,X,X,X,X
JLOIZST,X,O,O,O,X
JLOSTIZ,O,O,X,X,X
JLOSTZI,O,O,X,O,X
JLOSITZ,O,O,X,X,X
JLOSIZT,X,O,X,O,X
JLOSZTI,X,O,X,O,X
JLOSZIT,X,O,X,O,X
JLOZTIS,O,X,X,X,X
JLOZTSI,O,X,X,O,X
JLOZITS,O,X,X,X,X
JLOZIST,X,O,O,O,X
JLOZSTI,X,O,O,O,X
JLOZSIT,X,O,O,O,X
JSTILZO,O,X,X,X,O
JSTILOZ,O,X,X,X,O
JSTIZLO,O,X,X,X,O
JSTIZOL,O,X,X,X,O
JSTIOLZ,O,X,X,X,O
JSTIOZL,O,X,X,X,O
JSTLIZO,O,X,X,X,O
JSTLIOZ,O,X,X,X,O
JSTLZIO,O,X,X,O,O
JSTLZOI,O,X,X,O,O
JSTLOIZ,O,X,X,X,O
JSTLOZI,O,X,X,O,O
JSTZILO,O,X,X,O,O
JSTZIOL,O,X,X,O,O
JSTZLIO,O,X,X,O,O
JSTZLOI,O,X,X,O,O
JSTZOIL,O,X,X,O,O
JSTZOLI,O,X,X,O,O
JSTOILZ,O,X,X,X,O
JSTOIZL,O,X,X,X,O
JSTOLIZ,O,X,X,X,O
JSTOLZI,O,X,X,O,O
JSTOZIL,O,X,X,O,O
JSTOZLI,O,X,X,O,O
JSITLZO,X,X,X,X,O
JSITLOZ,X,X,X,X,O
JSITZLO,X,X,X,X,O
JSITZOL,X,X,X,X,O
JSITOLZ,X,X,X,X,O
JSITOZL,X,X,X,X,O
JSILTZO,X,O,X,X,X
JSILTOZ,X,O,X,X,X
JSILZTO,X,O,X,O,X
JSILZOT,X,O,X,O,X
JSILOTZ,O,O,X,X,X
JSILOZT,X,O,X,O,X
JSIZTLO,X,X,O,O,X
JSIZTOL,X,X,O,O,X
JSIZLTO,X,X,O,O,X
JSIZLOT,X,X,O,O,X
JSIZOTL,X,X,O,O,X
JSIZOLT,X,X,O,O,X
JSIOTLZ,X,X,X,X,O
JSIOTZL,X,X,X,X,O
JSIOLTZ,O,O,X,X,X
JSIOLZT,X,O,X,O,X
JSIOZTL,X,X,O,O,X
JSIOZLT,X,X,O,O,X
JSLTIZO,O,O,X,X,X
JSLTIOZ,O,O,X,X,X
JSLTZIO,O,O,X,O,X
JSLTZOI,O,O,X,O,X
JSLTOIZ,O,O,X,X,X
JSLTOZI,O,O,X,O,X
JSLITZO,X,O,X,X,X
JSLITOZ,X,O,X,X,X
JSLIZTO,X,O,X,O,X
JSLIZOT,X,O,X,O,X
JSLIOTZ,O,O,X,X,X
JSLIOZT,X,O,X,O,X
JSLZTIO,X,O,X,O,X
JSLZTOI,X,O,X,O,X
JSLZITO,X,O,X,O,X
JSLZIOT,X,O,X,O,X
JSLZOTI,X,O,X,O,X
JSLZOIT,X,O,X,O,X
JSLOTIZ,O,O,X,X,X
JSLOTZI,O,O,X,O,X
JSLOITZ,O,O,X,X,X
JSLOIZT,X,O,X,O,X
JSLOZTI,X,O,X,O,X
JSLOZIT,X,O,X,O,X
JSZTILO,X,X,O,O,X
JSZTIOL,X,X,O,O,X
JSZTLIO,X,X,O,O,X
JSZTLOI,X,X,O,O,X
JSZTOIL,X,X,O,O,X
JSZTOLI,X,X,O,O,X
JSZITLO,X,X,O,O,X
JSZITOL,X,X,O,O,X
JSZILTO,X,X,O,O,X
JSZILOT,X,X,O,O,X
JSZIOTL,X,X,O,O,X
JSZIOLT,X,X,O,O,X
JSZLTIO,X,X,O,O,X
JSZLTOI,X,X,O,O,X
JSZLITO,X,X,O,O,X
JSZLIOT,X,X,O,O,X
JSZLOTI,X,X,O,O,X
JSZLOIT,X,X,O,O,X
JSZOTIL,X,X,O,O,X
JSZOTLI,X,X,O,O,X
JSZOITL,X,X,O,O,X
JSZOILT,X,X,O,O,X
JSZOLTI,X,X,O,O,X
JSZOLIT,X,X,O,O,X
JSOTILZ,O,X,X,X,O
JSOTIZL,O,X,X,X,O
JSOTLIZ,O,X,X,X,O
JSOTLZI,O,X,X,O,O
JSOTZIL,O,X,X,O,O
JSOTZLI,O,X,X,O,O
JSOITLZ,X,X,X,X,O
JSOITZL,X,X,X,X,O
JSOILTZ,O,O,X,X,X
JSOILZT,X,O,X,O,X
JSOIZTL,X,X,O,O,X
JSOIZLT,X,X,O,O,X
JSOLTIZ,O,O,X,X,X
JSOLTZI,O,O,X,O,X
JSOLITZ,O,O,X,X,X
JSOLIZT,X,O,X,O,X
JSOLZTI,X,O,X,O,X
JSOLZIT,X,O,X,O,X
JSOZTIL,X,X,O,O,X
JSOZTLI,X,X,O,O,X
JSOZITL,X,X,O,O,X
JSOZILT,X,X,O,O,X
JSOZLTI,X,X,O,O,X
JSOZLIT,X,X,O,O,X
JZTILSO,X,X,X,X,X
JZTILOS,O,X,X,X,X
JZTISLO,X,X,O,X,O
JZTISOL,X,X,O,X,O
JZTIOLS,O,X,X,X,X
JZTIOSL,X,X,O,X,O
JZTLISO,X,X,X,X,X
JZTLIOS,O,X,X,X,X
JZTLSIO,O,X,X,X,X
JZTLSOI,O,X,X,X,X
JZTLOIS,O,X,X,X,X
JZTLOSI,O,X,X,O,X
JZTSILO,O,X,O,X,O
JZTSIOL,O,X,O,X,O
JZTSLIO,O,X,O,X,O
JZTSLOI,O,X,O,X,O
JZTSOIL,O,X,O,X,O
JZTSOLI,O,X,O,X,O
JZTOILS,O,X,X,X,X
JZTOISL,X,X,O,X,O
JZTOLIS,O,X,X,X,X
JZTOLSI,O,X,X,O,X
JZTOSIL,O,X,O,O,O
JZTOSLI,O,X,O,O,O
JZITLSO,X,X,X,X,X
JZITLOS,X,X,X,X,X
JZITSLO,X,X,O,X,O
JZITSOL,X,X,O,X,O
JZITOLS,X,X,X,X,X
JZITOSL,X,X,O,X,O
JZILTSO,X,X,X,X,X
JZILTOS,X,X,X,X,X
JZILSTO,X,O,O,X,X
JZILSOT,X,O,O,X,X
JZILOTS,O,X,X,X,X
JZILOST,X,O,O,O,X
JZISTLO,X,X,O,X,X
JZISTOL,X,X,O,X,X
JZISLTO,X,X,O,X,X
JZISLOT,X,X,O,X,X
JZISOTL,X,X,O,X,X
JZISOLT,X,X,O,X,X
JZIOTLS,X,X,X,X,X
JZIOTSL,X,X,O,X,O
JZIOLTS,O,X,X,X,X
JZIOLST,X,O,O,O,X
JZIOSTL,X,X,O,O,X
JZIOSLT,X,X,O,O,X
JZLTISO,X,X,X,X,X
JZLTIOS,O,X,X,X,X
JZLTSIO,O,X,X,X,X
JZLTSOI,O,X,X,X,X
JZLTOIS,O,X,X,X,X
JZLTOSI,O,X,X,O,X
JZLITSO,X,X,X,X,X
JZLITOS,X,X,X,X,X
JZLISTO,X,O,O,X,X
JZLISOT,X,O,O,X,X
JZLIOTS,O,X,X,X,X
JZLIOST,X,O,O,O,X
JZLSTIO,X,O,O,O,X
JZLSTOI,X,O,O,O,X
JZLSITO,X,O,O,O,X
JZLSIOT,X,O,O,O,X
JZLSOTI,X,O,O,O,X
JZLSOIT,X,O,O,O,X
JZLOTIS,O,X,X,X,X
JZLOTSI,O,X,X,O,X
JZLOITS,O,X,X,X,X
JZLOIST,X,O,O,O,X
JZLOSTI,X,O,O,O,X
JZLOSIT,X,O,O,O,X
JZSTILO,X,X,O,O,X
JZSTIOL,X,X,O,O,X
JZSTLIO,X,X,O,O,X
JZSTLOI,X,X,O,O,X
JZSTOIL,X,X,O,O,X
JZSTOLI,X,X,O,O,X
JZSITLO,X,X,O,O,X
JZSITOL,X,X,O,O,X
JZSILTO,X,X,O,O,X
JZSILOT,X,X,O,O,X
JZSIOTL,X,X,O,O,X
JZSIOLT,X,X,O,O,X
JZSLTIO,X,X,O,O,X
JZSLTOI,X,X,O,O,X
JZSLITO,X,X,O,O,X
JZSLIOT,X,X,O,O,X
JZSLOTI,X,X,O,O,X
JZSLOIT,X,X,O,O,X
JZSOTIL,X,X,O,O,X
JZSOTLI,X,X,O,O,X
JZSOITL,X,X,O,O,X
JZSOILT,X,X,O,O,X
JZSOLTI,X,X,O,O,X
JZSOLIT,X,X,O,O,X
JZOTILS,O,X,X,X,X
JZOTISL,X,X,O,X,O
JZOTLIS,O,X,X,X,X
JZOTLSI,O,X,X,O,X
JZOTSIL,O,X,O,O,O
JZOTSLI,O,X,O,O,O
JZOITLS,X,X,X,X,X
JZOITSL,X,X,O,X,O
JZOILTS,O,X,X,X,X
JZOILST,X,O,O,O,X
JZOISTL,X,X,O,O,X
JZOISLT,X,X,O,O,X
JZOLTIS,O,X,X,X,X
JZOLTSI,O,X,X,O,X
JZOLITS,O,X,X,X,X
JZOLIST,X,O,O,O,X
JZOLSTI,X,O,O,O,X
JZOLSIT,X,O,O,O,X
JZOSTIL,X,X,O,O,X
JZOSTLI,X,X,O,O,X
JZOSITL,X,X,O,O,X
JZOSILT,X,X,O,O,X
JZOSLTI,X,X,O,O,X
JZOSLIT,X,X,O,O,X
JOTILSZ,O,O,X,X,O
JOTILZS,O,X,X,X,X
JOTISLZ,O,X,X,X,O
JOTISZL,O,X,X,X,O
JOTIZLS,O,X,X,X,X
JOTIZSL,X,X,O,X,O
JOTLISZ,O,O,X,X,O
JOTLIZS,O,X,X,X,X
JOTLSIZ,O,O,X,X,O
JOTLSZI,O,O,X,O,O
JOTLZIS,O,X,X,X,X
JOTLZSI,O,X,X,O,X
JOTSILZ,O,X,X,X,O
JOTSIZL,O,X,X,X,O
JOTSLIZ,O,X,X,X,O
JOTSLZI,O,X,X,O,O
JOTSZIL,O,X,X,O,O
JOTSZLI,O,X,X,O,O
JOTZILS,O,X,X,X,X
JOTZISL,X,X,O,X,O
JOTZLIS,O,X,X,X,X
JOTZLSI,O,X,X,O,X
JOTZSIL,O,X,O,O,O
JOTZSLI,O,X,O,O,O
JOITLSZ,O,O,X,X,O
JOITLZS,O,X,X,X,X
JOITSLZ,O,X,X,X,O
JOITSZL,O,X,X,X,O
JOITZLS,O,X,X,X,X
JOITZSL,X,X,O,X,O
JOILTSZ,O,O,X,X,O
JOILTZS,O,X,X,X,X
JOILSTZ,O,O,X,X,X
JOILSZT,X,O,X,O,X
JOILZTS,O,X,X,X,X
JOILZST,X,O,O,O,X
JOISTLZ,X,X,X,X,O
JOISTZL,X,X,X,X,O
JOISLTZ,O,O,X,X,X
JOISLZT,X,O,X,O,X
JOISZTL,X,X,O,O,X
JOISZLT,X,X,O,O,X
JOIZTLS,X,X,X,X,X
JOIZTSL,X,X,O,X,O
JOIZLTS,O,X,X,X,X
JOIZLST,X,O,O,O,X
JOIZSTL,X,X,O,O,X
JOIZSLT,X,X,O,O,X
JOLTISZ,O,O,X,X,O
JOLTIZS,O,X,X,X,X
JOLTSIZ,O,O,X,X,O
JOLTSZI,O,O,X,O,O
JOLTZIS,O,X,X,X,X
JOLTZSI,O,X,X,O,X
JOLITSZ,O,O,X,X,O
JOLITZS,O,X,X,X,X
JOLISTZ,O,O,X,X,X
JOLISZT,X,O,X,O,X
JOLIZTS,O,X,X,X,X
JOLIZST,X,O,O,O,X
JOLSTIZ,O,O,X,X,X
JOLSTZI,O,O,X,O,X
JOLSITZ,O,O,X,X,X
JOLSIZT,X,O,X,O,X
JOLSZTI,X,O,X,O,X
JOLSZIT,X,O,X,O,X
JOLZTIS,O,X,X,X,X
JOLZTSI,O,X,X,O,X
JOLZITS,O,X,X,X,X
JOLZIST,X,O,O,O,X
JOLZSTI,X,O,O,O,X
JOLZSIT,X,O,O,O,X
JOSTILZ,O,X,X,X,O
JOSTIZL,O,X,X,X,O
JOSTLIZ,O,X,X,X,O
JOSTLZI,O,X,X,O,O
JOSTZIL,O,X,X,O,O
JOSTZLI,O,X,X,O,O
JOSITLZ,X,X,X,X,O
JOSITZL,X,X,X,X,O
JOSILTZ,O,O,X,X,X
JOSILZT,X,O,X,O,X
JOSIZTL,X,X,O,O,X
JOSIZLT,X,X,O,O,X
JOSLTIZ,O,O,X,X,X
JOSLTZI,O,O,X,O,X
JOSLITZ,O,O,X,X,X
JOSLIZT,X,O,X,O,X
JOSLZTI,X,O,X,O,X
JOSLZIT,X,O,X,O,X
JOSZTIL,X,X,O,O,X
JOSZTLI,X,X,O,O,X
JOSZITL,X,X,O,O,X
JOSZILT,X,X,O,O,X
JOSZLTI,X,X,O,O,X
JOSZLIT,X,X,O,O,X
JOZTILS,O,X,X,X,X
JOZTISL,X,X,O,X,O
JOZTLIS,O,X,X,X,X
JOZTLSI,O,X,X,O,X
JOZTSIL,O,X,O,O,O
JOZTSLI,O,X,O,O,O
JOZITLS,X,X,X,X,X
JOZITSL,X,X,O,X,O
JOZILTS,O,X,X,X,X
JOZILST,X,O,O,O,X
JOZISTL,X,X,O,O,X
JOZISLT,X,X,O,O,X
JOZLTIS,O,X,X,X,X
JOZLTSI,O,X,X,O,X
JOZLITS,O,X,X,X,X
JOZLIST,X,O,O,O,X
JOZLSTI,X,O,O,O,X
JOZLSIT,X,O,O,O,X
JOZSTIL,X,X,O,O,X
JOZSTLI,X,X,O,O,X
JOZSITL,X,X,O,O,X
JOZSILT,X,X,O,O,X
JOZSLTI,X,X,O,O,X
JOZSLIT,X,X,O,O,X
STILJZO,O,X,X,X,O
STILJOZ,O,X,X,X,O
STILZJO,O,X,X,X,O
STILZOJ,O,X,X,X,O
STILOJZ,O,X,X,X,O
STILOZJ,O,X,X,X,O
STIJLZO,O,X,X,X,O
STIJLOZ,O,X,X,X,O
STIJZLO,O,X,X,X,O
STIJZOL,O,X,X,X,O
STIJOLZ,O,X,X,X,O
STIJOZL,O,X,X,X,O
STIZLJO,O,X,X,X,O
STIZLOJ,O,X,X,X,O
STIZJLO,O,X,X,X,O
STIZJOL,O,X,X,X,O
STIZOLJ,O,X,X,X,O
STIZOJL,O,X,X,X,O
STIOLJZ,O,X,X,X,O
STIOLZJ,O,X,X,X,O
STIOJLZ,O,X,X,X,O
STIOJZL,O,X,X,X,O
STIOZLJ,O,X,X,X,O
STIOZJL,O,X,X,X,O
STLIJZO,O,X,X,X,O
STLIJOZ,O,X,X,X,O
STLIZJO,O,X,X,X,O
STLIZOJ,O,X,X,X,O
STLIOJZ,O,X,X,X,O
STLIOZJ,O,X,X,X,O
STLJIZO,O,X,X,X,O
STLJIOZ,O,X,X,X,O
STLJZIO,O,X,X,O,O
STLJZOI,O,X,X,O,O
STLJOIZ,O,X,X,X,O
STLJOZI,O,X,X,O,O
STLZIJO,O,X,X,X,O
STLZIOJ,O,X,X,X,O
STLZJIO,O,X,X,X,O
STLZJOI,O,X,X,X,O
STLZOIJ,O,X,X,X,O
STLZOJI,O,X,X,X,O
STLOIJZ,O,X,X,X,O
STLOIZJ,O,X,X,X,O
STLOJIZ,O,X,X,X,O
STLOJZI,O,X,X,O,O
STLOZIJ,O,X,X,X,O
STLOZJI,O,X,X,X,O
STJILZO,O,X,X,X,O
STJILOZ,O,X,X,X,O
STJIZLO,O,X,X,X,O
STJIZOL,O,X,X,X,O
STJIOLZ,O,X,X,X,O
STJIOZL,O,X,X,X,O
STJLIZO,O,X,X,X,O
STJLIOZ,O,X,X,X,O
STJLZIO,O,X,X,O,O
STJLZOI,O,X,X,O,O
STJLOIZ,O,X,X,X,O
STJLOZI,O,X,X,O,O
STJZILO,O,X,X,O,O
STJZIOL,O,X,X,O,O
STJZLIO,O,X,X,O,O
STJZLOI,O,X,X,O,O
STJZOIL,O,X,X,O,O
STJZOLI,O,X,X,O,O
STJOILZ,O,X,X,X,O
STJOIZL,O,X,X,X,O
STJOLIZ,O,X,X,X,O
STJOLZI,O,X,X,O,O
STJOZIL,O,X,X,O,O
STJOZLI,O,X,X,O,O
STZILJO,O,X,X,X,O
STZILOJ,O,X,X,X,O
STZIJLO,O,X,X,X,O
STZIJOL,O,X,X,X,O
STZIOLJ,O,X,X,X,O
STZIOJL,O,X,X,X,O
STZLIJO,O,X,X,X,O
STZLIOJ,O,X,X,X,O
STZLJIO,O,X,X,X,O
STZLJOI,O,X,X,X,O
STZLOIJ,O,X,X,X,O
STZLOJI,O,X,X,X,O
STZJILO,O,X,X,X,O
STZJIOL,O,X,X,X,O
STZJLIO,O,X,X,X,O
STZJLOI,O,X,X,X,O
STZJOIL,O,X,X,X,O
STZJOLI,O,X,X,X,O
STZOILJ,O,X,X,X,O
STZOIJL,O,X,X,X,O
STZOLIJ,O,X,X,X,O
STZOLJI,O,X,X,X,O
STZOJIL,O,X,X,X,O
STZOJLI,O,X,X,X,O
STOILJZ,O,X,X,X,O
STOILZJ,O,X,X,X,O
STOIJLZ,O,X,X,X,O
STOIJZL,O,X,X,X,O
STOIZLJ,O,X,X,X,O
STOIZJL,O,X,X,X,O
STOLIJZ,O,X,X,X,O
STOLIZJ,O,X,X,X,O
STOLJIZ,O,X,X,X,O
STOLJZI,O,X,X,O,O
STOLZIJ,O,X,X,X,O
STOLZJI,O,X,X,X,O
STOJILZ,O,X,X,X,O
STOJIZL,O,X,X,X,O
STOJLIZ,O,X,X,X,O
STOJLZI,O,X,X,O,O
STOJZIL,O,X,X,O,O
STOJZLI,O,X,X,O,O
STOZILJ,O,X,X,X,O
STOZIJL,O,X,X,X,O
STOZLIJ,O,X,X,X,O
STOZLJI,O,X,X,X,O
STOZJIL,O,X,X,X,O
STOZJLI,O,X,X,X,O
SITLJZO,X,X,X,X,O
SITLJOZ,X,X,X,X,O
SITLZJO,X,X,X,X,O
SITLZOJ,X,X,X,X,O
SITLOJZ,X,X,X,X,O
SITLOZJ,X,X,X,X,O
SITJLZO,X,X,X,X,O
SITJLOZ,X,X,X,X,O
SITJZLO,X,X,X,X,O
SITJZOL,X,X,X,X,O
SITJOLZ,X,X,X,X,O
SITJOZL,X,X,X,X,O
SITZLJO,X,X,X,X,O
SITZLOJ,X,X,X,X,O
SITZJLO,X,X,X,X,O
SITZJOL,X,X,X,X,O
SITZOLJ,X,X,X,X,O
SITZOJL,X,X,X,X,O
SITOLJZ,X,X,X,X,O
SITOLZJ,X,X,X,X,O
SITOJLZ,X,X,X,X,O
SITOJZL,X,X,X,X,O
SITOZLJ,X,X,X,X,O
SITOZJL,X,X,X,X,O
SILTJZO,X,O,X,X,X
SILTJOZ,X,O,X,X,X
SILTZJO,X,O,X,X,X
SILTZOJ,X,O,X,X,X
SILTOJZ,X,O,X,X,X
SILTOZJ,X,O,X,X,X
SILJTZO,X,O,X,X,X
SILJTOZ,X,O,X,X,X
SILJZTO,X,O,X,O,X
SILJZOT,X,O,X,O,X
SILJOTZ,O,O,X,X,X
SILJOZT,X,O,X,O,X
SILZTJO,X,O,X,X,X
SILZTOJ,X,O,X,X,X
