sequence,v115@RhA8AeH8AeI8JexHYaAFLDmClcJSAVDEHBEooRBJoA?VBz+aFDqCBAAvhF3hB1kBTeBsgBGiBifB,v115@RhA8AeH8AeI8JexGYaAFLDmClcJSAVDEHBEooRBJoA?VBKNMgC6OBAAvhF2kBfjB6jBzcBsgBlfB,v115@RhA8AeH8AeI8JexHYaAFLDmClcJSAVDEHBEooRBJoA?VBTnjWCqOBAAvhF3hBTeBsgBifBGdBlfB,v115@RhA8AeH8AeI8JexGYaAFLDmClcJSAVDEHBEooRBJoA?VBz+aFDs/AAAvhF3fBFjBzcBsgBiaBGjB,v115@RhA8AeH8AeI8JexGYaAFLDmClcJSAVDEHBEooRBJoA?VBzvaFDsOBAAvhF3fBGjBzcBsgBiaBFjB,v115@RhA8AeH8AeI8JeXDYaAFLDmClcJSAVDEHBEooRBToA?VBpXWWCv/AAAvhFRmBUdBVhBKfBzaBGjB,v115@RhA8AeH8AeI8JezAYaAFLDmClcJSAVDEHBEooRBPoA?VBzP9VC6OBAAvhF3fB+jBRiBiaB0hBliB,v115@RhA8AeH8AeI8Je1GYaAFLDmClcJSAVDEHBEooRBUoA?VBTejWCv/AAAvhF3fBxiBsgBiaBTjBGiB,v115@RhA8AeH8AeI8JeRGYaAFLDmClcJSAVDEHBEooRBJoA?VBvuLuCqCBAAvhFTfBViBUeBXcBmaBSoB,v115@RhA8AeH8AeI8JeUCYaAFLDmClcJSAVDEHBEooRBaoA?VBUtHgCpCBAAvhFVmB3fB+jBzdBRcBiaB,v115@RhA8AeH8AeI8JeUCYaAFLDmClcJSAVDEHBEooRBaoA?VBU3TWCp/AAAvhFVmBTfBfjB6jBRcBmaB,v115@RhA8AeH8AeI8JeWIYaAFLDmClcJSAVDEHBEooRBKoA?VBJ9aFD0CBAAvhFRmB3fBTeBUcBFdBiaB,v115@RhA8AeH8AeI8JeUDYaAFLDmClcJSAVDEHBEooRBaoA?VBUNMgCK+AAAvhFVnBXhBKfBzaBGeBRcB,v115@RhA8AeH8AeI8JeSIYaAFLDmClcJSAVDEHBEooRBMoA?VBJ3jFD0/AAAvhFRmBTfBXeBUcBFdBmaB,v115@RhA8AeH8AeI8JeRGYaAFLDmClcJSAVDEHBEooRBJoA?VBqHUWCvOBAAvhF+jBsiBXdBKfBzaBFcB
ZSIOJLT,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X
ZSLTIJO,O,X,O,O,O,O,X,O,X,O,O,X,O,X,X
ZSLTIOJ,O,X,O,O,O,O,X,O,X,O,O,X,O,X,X
ZSLTJIO,O,X,O,X,X,X,X,O,X,O,O,X,O,X,X
ZSLTJOI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
ZSLTOIJ,O,X,X,X,X,O,X,O,X,O,O,X,O,X,X
ZSLTOJI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
ZSLITJO,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X
ZSLITOJ,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X
ZSLIJTO,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X
ZSLIJOT,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X
ZSLIOTJ,O,O,O,O,O,O,X,X,X,X,O,O,O,X,X
ZSLIOJT,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X
ZSLJTIO,O,O,O,X,X,X,X,O,X,O,O,O,O,X,X
ZSLJTOI,O,X,X,X,X,X,X,X,X,O,O,O,O,X,X
ZSLJITO,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X
ZSLJIOT,O,O,O,O,O,O,O,X,X,O,O,O,X,X,X
ZSLJOTI,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X
ZSLJOIT,X,X,O,X,X,O,O,X,X,O,O,O,X,X,X
ZSLOTIJ,X,X,X,X,X,O,X,O,X,O,O,X,O,X,X
ZSLOTJI,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
ZSLOITJ,X,X,O,O,O,O,X,X,X,X,O,X,O,X,X
ZSLOIJT,X,X,O,O,O,O,X,X,X,O,O,X,X,X,X
ZSLOJTI,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
ZSLOJIT,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X
ZSJTILO,O,O,O,X,X,X,X,O,X,O,O,X,O,X,X
ZSJTIOL,O,O,O,X,X,X,X,X,X,O,O,X,O,X,X
ZSJTLIO,O,O,O,X,X,X,X,O,X,O,O,O,O,X,X
ZSJTLOI,O,X,X,X,X,X,X,X,X,O,O,O,O,X,X
ZSJTOIL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
ZSJTOLI,O,X,X,X,X,X,X,X,X,O,O,O,O,X,X
ZSJITLO,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X
ZSJITOL,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X
ZSJILTO,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X
ZSJILOT,O,O,O,O,O,O,O,X,X,O,O,O,X,X,X
ZSJIOTL,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X
ZSJIOLT,O,O,O,O,O,X,O,X,X,O,O,O,X,X,X
ZSJLTIO,O,O,O,X,X,X,X,O,X,O,O,O,O,X,X
ZSJLTOI,O,X,X,X,X,X,X,X,X,O,O,O,O,X,X
ZSJLITO,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X
ZSJLIOT,O,O,O,O,O,O,O,X,X,O,O,O,X,X,X
ZSJLOTI,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X
ZSJLOIT,X,X,O,X,X,O,O,X,X,O,O,O,X,X,X
ZSJOTIL,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZSJOTLI,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X
ZSJOITL,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X
ZSJOILT,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X
ZSJOLTI,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X
ZSJOLIT,X,X,O,X,X,X,O,X,X,O,O,O,X,X,X
ZSOTILJ,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X
ZSOTIJL,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZSOTLIJ,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X
ZSOTLJI,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZSOTJIL,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZSOTJLI,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZSOITLJ,O,X,O,O,O,O,X,X,X,X,O,X,X,X,X
ZSOITJL,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
ZSOILTJ,O,X,O,O,O,O,X,X,X,X,O,X,X,X,X
ZSOILJT,O,X,O,O,O,O,X,X,X,O,O,X,X,X,X
ZSOIJTL,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X
ZSOIJLT,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X
ZSOLTIJ,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X
ZSOLTJI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZSOLITJ,X,X,O,O,O,O,X,X,X,X,O,X,X,X,X
ZSOLIJT,X,X,O,O,O,O,X,X,X,O,O,X,X,X,X
ZSOLJTI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZSOLJIT,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X
ZSOJTIL,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZSOJTLI,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZSOJITL,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X
ZSOJILT,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X
ZSOJLTI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZSOJLIT,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X
ZOTILJS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOTILSJ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOTIJLS,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
ZOTIJSL,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
ZOTISLJ,X,X,X,X,X,X,X,O,X,O,O,X,O,X,X
ZOTISJL,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
ZOTLIJS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOTLISJ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOTLJIS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOTLJSI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOTLSIJ,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOTLSJI,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOTJILS,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
ZOTJISL,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
ZOTJLIS,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
ZOTJLSI,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
ZOTJSIL,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
ZOTJSLI,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
ZOTSILJ,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
ZOTSIJL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
ZOTSLIJ,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
ZOTSLJI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
ZOTSJIL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
ZOTSJLI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
ZOITLJS,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
ZOITLSJ,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X
ZOITJLS,X,O,X,X,X,X,X,X,O,O,O,X,X,O,X
ZOITJSL,X,O,X,O,O,X,X,X,O,O,O,X,X,O,X
ZOITSLJ,X,O,X,O,O,X,X,X,O,O,O,X,X,O,X
ZOITSJL,X,O,X,O,O,X,X,X,O,O,O,X,X,O,X
ZOILTJS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOILTSJ,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
ZOILJTS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOILJST,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X
ZOILSTJ,X,O,X,O,O,X,X,X,X,X,O,X,X,O,X
ZOILSJT,X,O,X,O,O,X,X,X,X,X,O,X,X,O,X
ZOIJTLS,X,O,X,X,X,X,X,X,O,O,O,X,X,O,X
ZOIJTSL,X,O,X,O,O,X,X,X,O,O,O,X,X,O,X
ZOIJLTS,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOIJLST,X,O,X,X,O,X,X,X,X,O,O,X,X,O,X
ZOIJSTL,X,O,X,O,O,X,X,X,O,O,O,X,X,O,X
ZOIJSLT,X,O,X,O,O,X,X,X,X,O,O,X,X,O,X
ZOISTLJ,X,O,X,O,O,X,X,X,O,X,O,X,X,O,X
ZOISTJL,X,O,X,O,O,X,X,X,O,X,O,X,X,O,X
ZOISLTJ,X,O,X,O,O,X,X,X,X,X,O,X,X,O,X
ZOISLJT,X,O,X,O,O,X,X,X,X,O,O,X,X,O,X
ZOISJTL,X,O,X,O,O,X,X,X,O,O,O,X,X,O,X
ZOISJLT,X,O,X,O,O,X,X,X,X,O,O,X,X,O,X
ZOLTIJS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOLTISJ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOLTJIS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOLTJSI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOLTSIJ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOLTSJI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOLITJS,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
ZOLITSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
ZOLIJTS,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
ZOLIJST,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOLISTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOLISJT,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOLJTIS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOLJTSI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOLJITS,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
ZOLJIST,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOLJSTI,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X
ZOLJSIT,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOLSTIJ,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X
ZOLSTJI,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X
ZOLSITJ,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X
ZOLSIJT,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X
ZOLSJTI,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X
ZOLSJIT,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X
ZOJTILS,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X
ZOJTISL,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X
ZOJTLIS,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
ZOJTLSI,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
ZOJTSIL,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
ZOJTSLI,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
ZOJITLS,X,O,X,X,X,X,X,X,O,O,O,X,X,O,X
ZOJITSL,X,O,X,X,X,X,X,X,O,O,O,X,X,O,X
ZOJILTS,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOJILST,X,O,X,X,X,X,X,X,X,O,O,X,X,O,X
ZOJISTL,X,O,X,X,X,X,X,X,O,O,O,X,X,O,X
ZOJISLT,X,O,X,X,X,X,O,X,X,O,O,X,X,O,X
ZOJLTIS,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
ZOJLTSI,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
ZOJLITS,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
ZOJLIST,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X
ZOJLSTI,X,X,X,X,X,X,X,X,X,O,O,X,O,O,X
ZOJLSIT,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X
ZOJSTIL,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZOJSTLI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZOJSITL,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZOJSILT,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
ZOJSLTI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZOJSLIT,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
ZOSTILJ,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X
ZOSTIJL,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZOSTLIJ,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X
ZOSTLJI,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZOSTJIL,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZOSTJLI,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZOSITLJ,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
ZOSITJL,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
ZOSILTJ,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
ZOSILJT,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X
ZOSIJTL,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X
ZOSIJLT,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X
ZOSLTIJ,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X
ZOSLTJI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZOSLITJ,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
ZOSLIJT,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X
ZOSLJTI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZOSLJIT,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X
ZOSJTIL,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZOSJTLI,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZOSJITL,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X
ZOSJILT,O,X,O,X,X,X,O,X,X,O,O,X,X,X,X
ZOSJLTI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZOSJLIT,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X
OTILJSZ,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X
OTILJZS,O,X,X,X,X,X,X,X,O,X,O,X,O,O,X
OTILSJZ,O,X,X,O,X,X,X,X,O,X,O,X,O,O,X
OTILSZJ,O,X,X,O,X,X,X,X,O,X,O,X,O,O,X
OTILZJS,O,X,X,X,X,X,X,X,O,X,O,X,O,O,X
OTILZSJ,O,X,X,O,X,X,X,X,O,X,O,X,O,O,X
OTIJLSZ,O,X,X,X,X,X,X,X,O,O,O,X,X,O,X
OTIJLZS,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X
OTIJSLZ,O,X,X,O,X,X,X,X,O,O,O,X,X,O,X
OTIJSZL,O,X,X,O,X,X,X,X,O,O,O,X,X,O,X
OTIJZLS,O,X,X,X,X,X,X,X,O,O,O,X,X,O,X
OTIJZSL,O,X,X,O,X,X,X,X,O,O,O,X,X,O,X
OTISLJZ,O,X,X,O,X,X,X,X,O,O,O,X,O,O,X
OTISLZJ,O,X,X,O,X,X,X,O,O,O,O,X,O,O,X
OTISJLZ,O,X,X,O,X,X,X,X,O,O,O,X,X,O,X
OTISJZL,O,X,X,O,X,X,X,X,O,O,O,X,X,O,X
OTISZLJ,O,X,X,O,X,X,X,O,O,O,O,X,O,O,X
OTISZJL,O,X,X,O,X,X,X,X,O,O,O,X,O,O,X
OTIZLJS,O,X,X,X,X,X,X,X,O,X,O,X,O,O,X
OTIZLSJ,O,X,X,O,X,X,X,X,O,X,O,X,O,O,X
OTIZJLS,O,X,X,X,X,X,X,X,O,O,O,X,O,O,X
OTIZJSL,O,X,X,O,X,X,X,X,O,O,O,X,O,O,X
OTIZSLJ,O,X,X,O,X,X,X,O,O,O,O,X,O,O,X
OTIZSJL,O,X,X,O,X,X,X,X,O,O,O,X,O,O,X
OTLIJSZ,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTLIJZS,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X
OTLISJZ,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X
OTLISZJ,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X
OTLIZJS,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X
OTLIZSJ,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X
OTLJISZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTLJIZS,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X
OTLJSIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X
OTLJSZI,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X
OTLJZIS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OTLJZSI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OTLSIJZ,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X
OTLSIZJ,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X
OTLSJIZ,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X
OTLSJZI,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X
OTLSZIJ,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X
OTLSZJI,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X
OTLZIJS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OTLZISJ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OTLZJIS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OTLZJSI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OTLZSIJ,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OTLZSJI,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OTJILSZ,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X
OTJILZS,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
OTJISLZ,X,X,X,X,X,X,O,X,O,O,O,X,X,O,X
OTJISZL,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X
OTJIZLS,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X
OTJIZSL,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X
OTJLISZ,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X
OTJLIZS,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTJLSIZ,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X
OTJLSZI,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X
OTJLZIS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTJLZSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTJSILZ,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
OTJSIZL,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTJSLIZ,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X
OTJSLZI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTJSZIL,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTJSZLI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTJZILS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTJZISL,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTJZLIS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTJZLSI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTJZSIL,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTJZSLI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTSILJZ,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTSILZJ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,X
OTSIJLZ,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
OTSIJZL,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
OTSIZLJ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,X
OTSIZJL,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTSLIJZ,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
OTSLIZJ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,X
OTSLJIZ,O,X,X,X,X,X,O,X,X,O,O,X,O,X,X
OTSLJZI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
OTSLZIJ,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
OTSLZJI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
OTSJILZ,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X
OTSJIZL,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTSJLIZ,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X
OTSJLZI,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTSJZIL,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTSJZLI,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OTSZILJ,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
OTSZIJL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
OTSZLIJ,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
OTSZLJI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
OTSZJIL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
OTSZJLI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
OTZILJS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OTZILSJ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OTZIJLS,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
OTZIJSL,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
OTZISLJ,X,X,X,X,X,X,X,O,X,O,O,X,O,X,X
OTZISJL,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
OTZLIJS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OTZLISJ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OTZLJIS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OTZLJSI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OTZLSIJ,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OTZLSJI,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OTZJILS,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
OTZJISL,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
OTZJLIS,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
OTZJLSI,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
OTZJSIL,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
OTZJSLI,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
OTZSILJ,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
OTZSIJL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
OTZSLIJ,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
OTZSLJI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
OTZSJIL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
OTZSJLI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
OITLJSZ,O,X,O,X,X,O,X,X,O,X,O,X,X,O,O
OITLJZS,O,X,X,X,X,O,X,X,O,X,O,X,X,O,O
OITLSJZ,O,X,O,O,X,O,X,X,O,X,O,X,X,O,O
OITLSZJ,O,X,O,O,X,O,X,X,O,X,O,X,X,O,X
OITLZJS,O,X,X,X,X,O,X,X,O,X,O,X,X,O,O
OITLZSJ,O,X,X,O,X,O,X,X,O,X,O,X,X,O,X
OITJLSZ,O,O,O,X,X,X,X,X,O,X,O,O,X,O,O
OITJLZS,O,O,X,X,X,X,X,X,O,X,O,O,X,O,O
OITJSLZ,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X
OITJSZL,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X
OITJZLS,O,O,X,X,X,X,X,X,O,X,O,O,X,O,O
OITJZSL,O,O,X,O,O,X,X,X,O,X,O,O,X,O,O
OITSLJZ,O,O,O,O,O,O,X,X,O,X,O,O,X,O,X
OITSLZJ,O,O,O,O,O,O,X,X,O,X,O,O,X,O,X
OITSJLZ,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X
OITSJZL,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X
OITSZLJ,O,O,O,O,O,O,X,X,O,X,O,O,X,O,X
OITSZJL,O,O,O,O,O,X,X,X,O,X,O,O,X,O,X
OITZLJS,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X
OITZLSJ,O,X,X,O,X,O,X,X,O,X,O,X,X,O,X
