sequence,v115@9gC8AeJ8AeJ8AeJ8AeC8Jex8XaAFLDmClcJSAVDEHB?EooRBJoAVBUnjWCz/AAAvhFFZBzSBsWBKVBXRBGZB,v115@9gC8AeJ8AeJ8AeJ8AeC8Jex8XaAFLDmClcJSAVDEHB?EooRBJoAVBKnjWCzOBAAvhFGZBzSBsWBKVBXRBFZB,v115@9gC8AeJ8AeJ8AeJ8AeC8Je33XaAFLDmClcJSAVDEHB?EooRBToAVBKH8LC6OBAAvhF+ZBzTBKVBRWBUYBlWB,v115@9gC8AeJ8AeJ8AeJ8AeC8Jez2XaAFLDmClcJSAVDEHB?EooRBPoAVBK+rtC6OBAAvhF+ZBRYBKVBXRB0XBlYB,v115@9gC8AeJ8AeJ8AeJ8AeC8JeU4XaAFLDmClcJSAVDEHB?EooRBaoAVBKH8LCzOBAAvhF+ZBzTBKVBRWB3XBlWB,v115@9gC8AeJ8AeJ8AeJ8AeC8Je18XaAFLDmClcJSAVDEHB?EooRBUoAVBpXstCv/AAAvhFxYBsWBKVBXRBTZBGYB,v115@9gC8AeJ8AeJ8AeJ8AeC8JeU4XaAFLDmClcJSAVDEHB?EooRBaoAVBqSFgCzOBAAvhFWZBKVBRWBTZB3XBlWB,v115@9gC8AeJ8AeJ8AeJ8AeC8JeW+XaAFLDmClcJSAVDEHB?EooRBKoAVBJ3TWC6OBAAvhFRcBTUBXTBKVBURBFSB,v115@9gC8AeJ8AeJ8AeJ8AeC8JeV9XaAFLDmClcJSAVDEHB?EooRBUoAVB6vytCM+AAAvhF0WB+ZBzTB3SBKVBRRB,v115@9gC8AeJ8AeJ8AeJ8AeC8JeV9XaAFLDmClcJSAVDEHB?EooRBUoAVBzvKWCa+AAAvhFXXB+ZBzTBKVBURBRSB,v115@9gC8AeJ8AeJ8AeJ8AeC8Jex9XaAFLDmClcJSAVDEHB?EooRBJoAVBTnjWCqOBAAvhF3XBTUBsWBKVBGTBFRB
SITLJZO,X,X,X,X,X,X,X,O,X,O,O
SITLJOZ,X,X,X,X,X,X,X,O,X,O,O
SITLZJO,O,X,X,X,X,X,X,O,X,O,O
SITLZOJ,O,X,X,X,X,X,X,O,X,O,O
SITLOJZ,X,X,X,X,X,X,X,O,X,O,O
SITLOZJ,O,X,X,X,X,X,X,O,X,O,O
SITJLZO,X,X,X,X,X,X,X,O,X,O,O
SITJLOZ,X,X,X,X,X,X,X,O,X,O,O
SITJZLO,X,X,X,X,X,X,X,O,X,O,O
SITJZOL,X,X,X,X,X,X,X,O,X,O,O
SITJOLZ,X,X,X,X,X,X,X,O,X,O,O
SITJOZL,X,X,X,X,X,X,X,O,X,O,O
SITZLJO,O,X,X,X,X,X,X,O,X,O,O
SITZLOJ,O,X,X,X,X,X,X,O,X,O,O
SITZJLO,X,X,X,X,X,X,X,O,X,O,O
SITZJOL,X,X,X,X,X,X,X,O,X,O,O
SITZOLJ,O,X,X,X,X,X,X,X,X,X,O
SITZOJL,X,X,X,X,X,X,X,X,X,X,O
SITOLJZ,X,X,X,X,X,X,X,O,X,O,O
SITOLZJ,O,X,X,X,X,X,X,O,X,O,O
SITOJLZ,X,X,X,X,X,X,X,O,X,O,O
SITOJZL,X,X,X,X,X,X,X,O,X,O,O
SITOZLJ,O,X,X,X,X,X,X,X,X,X,O
SITOZJL,X,X,X,X,X,X,X,X,X,X,O
SILTJZO,X,X,X,X,X,X,X,O,X,O,O
SILTJOZ,X,X,O,X,X,X,X,O,X,O,O
SILTZJO,O,X,X,X,X,X,X,O,X,O,O
SILTZOJ,O,X,X,X,X,X,X,O,X,O,O
SILTOJZ,X,X,X,X,X,X,X,O,X,O,O
SILTOZJ,O,X,X,X,X,X,X,O,X,O,O
SILJTZO,X,X,X,X,X,X,X,O,X,O,O
SILJTOZ,X,X,O,X,X,X,X,O,X,O,O
SILJZTO,X,O,X,X,X,X,X,O,X,O,O
SILJZOT,X,O,O,X,X,X,X,O,X,X,O
SILJOTZ,X,X,O,X,X,X,X,O,X,X,O
SILJOZT,X,O,O,X,X,X,X,O,X,X,O
SILZTJO,O,O,X,X,X,X,X,O,X,O,O
SILZTOJ,O,O,X,X,X,X,X,O,X,O,O
SILZJTO,O,O,X,X,X,X,X,O,X,O,O
SILZJOT,O,O,O,X,X,X,X,O,X,X,O
SILZOTJ,O,O,X,X,X,X,X,O,X,O,O
SILZOJT,O,O,X,X,X,X,X,O,X,X,O
SILOTJZ,X,X,X,X,X,X,X,O,X,O,O
SILOTZJ,O,X,X,X,X,X,X,O,X,O,O
SILOJTZ,X,X,O,X,X,X,X,O,X,X,O
SILOJZT,X,O,O,X,X,X,X,O,X,X,O
SILOZTJ,O,O,X,X,X,X,X,O,X,O,O
SILOZJT,O,O,X,X,X,X,X,O,X,X,O
SIJTLZO,X,X,X,X,X,X,X,O,X,O,O
SIJTLOZ,X,X,X,X,X,X,X,O,X,O,O
SIJTZLO,X,X,X,X,X,X,X,O,X,O,O
SIJTZOL,X,X,X,X,X,X,X,O,X,O,O
SIJTOLZ,X,X,X,X,X,X,X,O,X,O,O
SIJTOZL,X,X,X,X,X,X,X,O,X,O,O
SIJLTZO,X,X,X,X,X,X,X,O,X,O,O
SIJLTOZ,X,X,O,X,X,X,X,O,X,O,O
SIJLZTO,X,O,X,X,X,X,X,O,X,O,O
SIJLZOT,X,O,O,X,X,X,X,O,X,X,O
SIJLOTZ,X,X,O,X,X,X,X,O,X,X,O
SIJLOZT,X,O,O,X,X,X,X,O,X,X,O
SIJZTLO,X,X,X,X,X,X,X,O,X,X,O
SIJZTOL,X,X,X,X,X,X,X,O,X,X,O
SIJZLTO,X,O,X,X,X,X,X,O,X,X,O
SIJZLOT,X,O,X,X,X,X,X,O,X,X,O
SIJZOTL,X,X,X,X,X,X,X,O,X,X,O
SIJZOLT,X,O,X,X,X,X,X,O,X,X,O
SIJOTLZ,X,X,X,X,X,X,X,O,X,X,O
SIJOTZL,X,X,X,X,X,X,X,O,X,X,O
SIJOLTZ,X,X,O,X,X,X,X,O,X,X,O
SIJOLZT,X,O,O,X,X,X,X,O,X,X,O
SIJOZTL,X,X,X,X,X,X,X,O,X,X,O
SIJOZLT,X,O,X,X,X,X,X,O,X,X,O
SIZTLJO,O,X,X,X,X,X,X,O,X,O,O
SIZTLOJ,O,X,X,X,X,X,X,O,X,O,O
SIZTJLO,X,X,X,X,X,X,X,O,X,O,O
SIZTJOL,X,X,X,X,X,X,X,O,X,O,O
SIZTOLJ,O,X,X,X,X,X,X,X,X,X,O
SIZTOJL,X,X,X,X,X,X,X,X,X,X,O
SIZLTJO,O,O,X,X,X,X,X,O,X,O,O
SIZLTOJ,O,O,X,X,X,X,X,O,X,O,O
SIZLJTO,O,O,X,X,X,X,X,O,X,O,O
SIZLJOT,O,O,X,X,X,X,X,O,X,X,O
SIZLOTJ,O,O,X,X,X,X,X,O,X,O,O
SIZLOJT,O,O,X,X,X,X,X,O,X,X,O
SIZJTLO,X,X,X,X,X,X,X,O,X,X,O
SIZJTOL,X,X,X,X,X,X,X,O,X,X,O
SIZJLTO,X,O,X,X,X,X,X,O,X,X,O
SIZJLOT,X,O,X,X,X,X,X,O,X,X,O
SIZJOTL,X,X,X,X,X,X,X,O,X,X,O
SIZJOLT,X,O,X,X,X,X,X,O,X,X,O
SIZOTLJ,O,X,X,X,X,X,X,X,X,X,O
SIZOTJL,X,X,X,X,X,X,X,X,X,X,O
SIZOLTJ,O,O,X,X,X,X,X,X,X,X,O
SIZOLJT,O,O,X,X,X,X,X,X,X,X,O
SIZOJTL,X,X,X,X,X,X,X,X,X,X,O
SIZOJLT,X,O,X,X,X,X,X,X,X,X,O
SIOTLJZ,X,X,X,X,X,X,X,O,X,O,O
SIOTLZJ,O,X,X,X,X,X,X,O,X,O,O
SIOTJLZ,X,X,X,X,X,X,X,O,X,O,O
SIOTJZL,X,X,X,X,X,X,X,O,X,O,O
SIOTZLJ,O,X,X,X,X,X,X,X,X,X,O
SIOTZJL,X,X,X,X,X,X,X,X,X,X,O
SIOLTJZ,X,X,X,X,X,X,X,O,X,O,O
SIOLTZJ,O,X,X,X,X,X,X,O,X,O,O
SIOLJTZ,X,X,X,X,X,X,X,O,X,X,O
SIOLJZT,X,O,X,X,X,X,X,O,X,X,O
SIOLZTJ,O,O,X,X,X,X,X,O,X,O,O
SIOLZJT,O,O,X,X,X,X,X,O,X,X,O
SIOJTLZ,X,X,X,X,X,X,X,O,X,X,O
SIOJTZL,X,X,X,X,X,X,X,O,X,X,O
SIOJLTZ,X,X,X,X,X,X,X,O,X,X,O
SIOJLZT,X,O,X,X,X,X,X,O,X,X,O
SIOJZTL,X,X,X,X,X,X,X,O,X,X,O
SIOJZLT,X,O,X,X,X,X,X,O,X,X,O
SIOZTLJ,O,X,X,X,X,X,X,X,X,X,O
SIOZTJL,X,X,X,X,X,X,X,X,X,X,O
SIOZLTJ,O,O,X,X,X,X,X,X,X,X,O
SIOZLJT,O,O,X,X,X,X,X,X,X,X,O
SIOZJTL,X,X,X,X,X,X,X,X,X,X,O
SIOZJLT,X,O,X,X,X,X,X,X,X,X,O
SLTIJZO,X,X,X,X,X,X,X,X,O,O,O
SLTIJOZ,X,X,O,X,X,X,X,X,O,O,O
SLTIZJO,O,X,X,X,X,O,X,X,O,O,O
SLTIZOJ,O,X,X,X,X,O,X,X,O,O,O
SLTIOJZ,X,X,X,X,X,X,X,X,O,O,O
SLTIOZJ,O,X,X,X,X,X,X,X,X,O,O
SLTJIZO,X,X,X,X,X,X,X,X,O,O,O
SLTJIOZ,X,X,O,X,X,X,X,X,O,O,O
SLTJZIO,X,X,X,X,X,X,X,X,O,O,O
SLTJZOI,X,X,X,X,X,X,X,X,O,O,O
SLTJOIZ,X,X,O,O,X,X,X,X,O,O,X
SLTJOZI,X,X,X,X,X,X,X,X,O,O,X
SLTZIJO,X,X,X,X,X,O,X,X,O,O,O
SLTZIOJ,X,X,X,X,X,O,X,X,O,O,O
SLTZJIO,X,X,X,X,X,O,X,X,O,O,O
SLTZJOI,X,X,X,X,X,X,X,X,O,O,O
SLTZOIJ,X,X,X,X,X,O,X,X,O,O,O
SLTZOJI,X,X,X,X,X,X,X,X,O,O,O
SLTOIJZ,X,X,X,X,X,X,X,X,O,O,X
SLTOIZJ,X,X,X,X,X,X,X,X,X,O,X
SLTOJIZ,X,X,X,O,X,X,X,X,O,O,X
SLTOJZI,X,X,X,X,X,X,X,X,O,O,X
SLTOZIJ,X,X,X,X,X,X,X,X,O,O,X
SLTOZJI,X,X,X,X,X,X,X,X,O,O,X
SLITJZO,X,X,X,X,X,X,X,O,X,O,O
SLITJOZ,X,X,O,X,X,X,X,O,X,O,O
SLITZJO,O,X,X,X,X,X,X,O,X,O,O
SLITZOJ,O,X,X,X,X,X,X,O,X,O,O
SLITOJZ,X,X,X,X,X,X,X,O,X,O,O
SLITOZJ,O,X,X,X,X,X,X,O,X,O,O
SLIJTZO,X,X,X,X,X,X,X,O,X,O,O
SLIJTOZ,X,X,O,X,X,X,X,O,X,O,O
SLIJZTO,X,O,X,X,X,X,X,O,X,O,O
SLIJZOT,X,O,O,X,O,X,X,O,X,X,O
SLIJOTZ,X,X,O,O,X,X,X,O,X,X,O
SLIJOZT,X,O,O,O,O,X,X,O,X,X,O
SLIZTJO,O,O,X,X,X,X,X,O,X,O,O
SLIZTOJ,O,O,X,X,X,X,X,O,X,O,O
SLIZJTO,O,O,X,X,X,X,O,O,X,O,O
SLIZJOT,O,O,O,X,O,X,O,O,X,X,O
SLIZOTJ,O,O,X,X,X,X,X,O,X,O,O
SLIZOJT,O,O,X,X,X,X,X,O,X,X,O
SLIOTJZ,X,X,X,X,X,X,X,O,X,O,O
SLIOTZJ,O,X,X,X,X,X,X,O,X,O,O
SLIOJTZ,X,X,O,O,X,X,X,O,X,X,O
SLIOJZT,X,O,O,O,X,X,X,O,X,X,O
SLIOZTJ,O,O,X,X,X,X,X,O,X,O,O
SLIOZJT,O,O,X,X,X,X,X,O,X,X,O
SLJTIZO,X,X,X,X,X,X,X,O,O,O,O
SLJTIOZ,X,X,O,X,X,X,X,O,O,O,O
SLJTZIO,X,X,X,X,X,X,X,O,O,O,O
SLJTZOI,X,X,X,X,X,X,X,O,O,O,O
SLJTOIZ,X,X,O,O,X,X,X,O,O,O,X
SLJTOZI,X,X,X,X,X,X,X,O,O,O,X
SLJITZO,X,X,X,X,X,X,X,O,X,O,O
SLJITOZ,X,X,O,X,X,X,X,O,X,O,O
SLJIZTO,X,O,X,X,X,X,X,O,X,O,O
SLJIZOT,X,O,O,X,O,X,X,O,X,X,O
SLJIOTZ,X,X,O,O,X,X,X,O,X,X,O
SLJIOZT,X,O,O,O,O,X,X,O,X,X,O
SLJZTIO,X,X,X,X,X,X,X,O,O,O,O
SLJZTOI,X,X,X,X,X,X,X,O,O,O,O
SLJZITO,X,X,X,X,X,X,X,O,O,O,O
SLJZIOT,X,X,O,X,O,X,X,O,X,X,O
SLJZOTI,X,X,X,X,X,X,X,O,X,X,O
SLJZOIT,X,X,O,O,O,X,X,O,X,X,O
SLJOTIZ,X,X,O,O,X,X,X,O,O,O,X
SLJOTZI,X,X,X,X,X,X,X,O,O,O,X
SLJOITZ,X,X,O,O,X,X,X,O,X,X,O
SLJOIZT,X,X,O,O,O,X,X,O,X,X,O
SLJOZTI,X,X,X,X,X,X,X,O,X,X,O
SLJOZIT,X,X,O,O,O,X,X,O,X,X,O
SLZTIJO,X,X,X,X,X,X,X,X,O,O,O
SLZTIOJ,X,X,X,X,X,X,X,X,O,O,O
SLZTJIO,X,X,X,X,X,X,X,X,O,O,O
SLZTJOI,X,X,X,X,X,X,X,X,O,O,O
SLZTOIJ,X,X,X,X,X,X,X,X,O,O,O
SLZTOJI,X,X,X,X,X,X,X,X,O,O,O
SLZITJO,X,X,X,X,X,X,X,X,O,O,O
SLZITOJ,X,X,X,X,X,X,X,X,O,O,O
SLZIJTO,X,X,X,X,X,X,O,X,O,O,O
SLZIJOT,X,X,O,X,O,X,O,X,X,X,O
SLZIOTJ,X,X,X,X,X,X,X,X,O,O,O
SLZIOJT,X,X,X,X,X,X,X,X,X,X,O
SLZJTIO,X,X,X,X,X,X,X,X,O,O,O
SLZJTOI,X,X,X,X,X,X,X,X,O,O,O
SLZJITO,X,X,X,X,X,X,O,X,O,O,O
SLZJIOT,X,X,O,X,O,X,O,X,X,X,O
SLZJOTI,X,X,X,X,X,X,X,X,X,X,O
SLZJOIT,X,X,O,O,O,X,X,X,X,X,O
SLZOTIJ,X,X,X,X,X,X,X,X,O,O,O
SLZOTJI,X,X,X,X,X,X,X,X,O,O,O
SLZOITJ,X,X,X,X,X,X,X,X,O,O,O
SLZOIJT,X,X,X,X,X,X,X,X,X,X,O
SLZOJTI,X,X,X,X,X,X,X,X,X,X,O
SLZOJIT,X,X,X,O,X,X,X,X,X,X,O
SLOTIJZ,X,X,X,X,X,X,X,X,X,O,X
SLOTIZJ,X,X,X,X,X,X,X,X,X,O,X
SLOTJIZ,X,X,X,O,X,X,X,X,X,O,X
SLOTJZI,X,X,X,X,X,X,X,X,X,O,X
SLOTZIJ,X,X,X,X,X,X,X,X,X,O,X
SLOTZJI,X,X,X,X,X,X,X,X,X,O,X
SLOITJZ,X,X,X,X,X,X,X,X,X,O,O
SLOITZJ,X,X,X,X,X,X,X,X,X,O,O
SLOIJTZ,X,X,O,O,X,X,X,X,X,X,O
SLOIJZT,X,X,O,O,X,X,X,X,X,X,O
SLOIZTJ,X,X,X,X,X,X,X,X,X,O,O
SLOIZJT,X,X,X,X,X,X,X,X,X,X,O
SLOJTIZ,X,X,O,O,X,X,X,X,X,X,X
SLOJTZI,X,X,X,X,X,X,X,X,X,X,X
SLOJITZ,X,X,O,O,X,X,X,X,X,X,O
SLOJIZT,X,X,O,O,X,X,X,X,X,X,O
SLOJZTI,X,X,X,X,X,X,X,X,X,X,O
SLOJZIT,X,X,O,O,X,X,X,X,X,X,O
SLOZTIJ,X,X,X,X,X,X,X,X,X,O,O
SLOZTJI,X,X,X,X,X,X,X,X,X,O,O
SLOZITJ,X,X,X,X,X,X,X,X,X,O,O
SLOZIJT,X,X,X,X,X,X,X,X,X,X,O
SLOZJTI,X,X,X,X,X,X,X,X,X,X,O
SLOZJIT,X,X,X,O,X,X,X,X,X,X,O
SJTILZO,X,X,X,X,X,X,X,O,O,O,O
SJTILOZ,X,X,X,X,X,X,X,O,O,O,O
SJTIZLO,X,X,X,X,X,X,X,O,O,O,O
SJTIZOL,X,X,X,X,X,X,X,O,O,O,O
SJTIOLZ,X,X,X,X,X,X,X,O,O,O,O
SJTIOZL,X,X,X,X,X,X,X,O,O,O,O
SJTLIZO,X,X,X,X,X,X,X,O,O,O,O
SJTLIOZ,X,X,O,X,X,X,X,O,O,O,O
SJTLZIO,X,X,X,X,X,X,X,O,O,O,O
SJTLZOI,X,X,X,X,X,X,X,O,O,O,O
SJTLOIZ,X,X,O,X,X,X,X,O,O,O,X
SJTLOZI,X,X,X,X,X,X,X,O,O,O,X
SJTZILO,X,X,X,X,X,X,X,O,O,O,O
SJTZIOL,X,X,X,X,X,X,X,O,O,O,O
SJTZLIO,X,X,X,X,X,X,X,O,O,O,O
SJTZLOI,X,X,X,X,X,X,X,O,O,O,O
SJTZOIL,X,X,X,X,X,X,X,O,O,O,X
SJTZOLI,X,X,X,X,X,X,X,O,O,O,X
SJTOILZ,X,X,X,X,X,X,X,O,O,O,X
SJTOIZL,X,X,X,X,X,X,X,O,O,O,X
SJTOLIZ,X,X,O,X,X,X,X,O,O,O,X
SJTOLZI,X,X,X,X,X,X,X,O,O,O,X
SJTOZIL,X,X,X,X,X,X,X,O,O,O,X
SJTOZLI,X,X,X,X,X,X,X,O,O,O,X
SJITLZO,X,X,X,X,X,X,X,O,X,O,O
SJITLOZ,X,X,X,X,X,X,X,O,X,O,O
SJITZLO,X,X,X,X,X,X,X,O,X,O,O
SJITZOL,X,X,X,X,X,X,X,O,X,O,O
SJITOLZ,X,X,X,X,X,X,X,O,X,O,O
SJITOZL,X,X,X,X,X,X,X,O,X,O,O
SJILTZO,X,X,X,X,X,X,X,O,X,O,O
SJILTOZ,X,X,O,X,X,X,X,O,X,O,O
SJILZTO,X,O,X,X,X,X,X,O,X,O,O
SJILZOT,X,O,O,X,X,X,X,O,X,X,O
SJILOTZ,X,X,O,O,X,X,X,O,X,X,O
SJILOZT,X,O,O,O,X,X,X,O,X,X,O
SJIZTLO,X,X,X,X,X,X,X,O,X,X,O
SJIZTOL,X,X,X,X,X,X,X,O,X,X,O
SJIZLTO,X,O,X,X,X,X,X,O,X,X,O
SJIZLOT,X,O,X,X,X,X,X,O,X,X,O
SJIZOTL,X,X,X,X,X,X,X,O,X,X,O
SJIZOLT,X,O,X,X,X,X,X,O,X,X,O
SJIOTLZ,X,X,X,X,X,X,X,O,X,X,O
SJIOTZL,X,X,X,X,X,X,X,O,X,X,O
SJIOLTZ,X,X,O,O,X,X,X,O,X,X,O
SJIOLZT,X,O,O,O,X,X,X,O,X,X,O
SJIOZTL,X,X,X,X,X,X,X,O,X,X,O
SJIOZLT,X,O,X,X,X,X,X,O,X,X,O
SJLTIZO,X,X,X,X,X,X,X,O,O,O,O
SJLTIOZ,X,X,O,X,X,X,X,O,O,O,O
SJLTZIO,X,X,X,X,X,X,X,O,O,O,O
SJLTZOI,X,X,X,X,X,X,X,O,O,O,O
SJLTOIZ,X,X,O,O,X,X,X,O,O,O,X
SJLTOZI,X,X,X,X,X,X,X,O,O,O,X
SJLITZO,X,X,X,X,X,X,X,O,X,O,O
SJLITOZ,X,X,O,X,X,X,X,O,X,O,O
SJLIZTO,X,O,X,X,X,X,X,O,X,O,O
SJLIZOT,X,O,O,X,O,X,X,O,X,X,O
SJLIOTZ,X,X,O,O,X,X,X,O,X,X,O
SJLIOZT,X,O,O,O,O,X,X,O,X,X,O
SJLZTIO,X,X,X,X,X,X,X,O,O,O,O
SJLZTOI,X,X,X,X,X,X,X,O,O,O,O
SJLZITO,X,X,X,X,X,X,X,O,O,O,O
SJLZIOT,X,X,O,X,O,X,X,O,X,X,O
SJLZOTI,X,X,X,X,X,X,X,O,X,X,O
SJLZOIT,X,X,O,O,O,X,X,O,X,X,O
SJLOTIZ,X,X,O,O,X,X,X,O,O,O,X
SJLOTZI,X,X,X,X,X,X,X,O,O,O,X
SJLOITZ,X,X,O,O,X,X,X,O,X,X,O
SJLOIZT,X,X,O,O,O,X,X,O,X,X,O
SJLOZTI,X,X,X,X,X,X,X,O,X,X,O
SJLOZIT,X,X,O,O,O,X,X,O,X,X,O
SJZTILO,X,X,X,X,X,X,X,O,O,X,O
SJZTIOL,X,X,X,X,X,X,X,O,O,X,O
SJZTLIO,X,X,X,X,X,X,X,O,O,X,O
SJZTLOI,X,X,X,X,X,X,X,O,O,X,O
SJZTOIL,X,X,X,X,X,X,X,O,O,X,X
SJZTOLI,X,X,X,X,X,X,X,O,O,X,X
SJZITLO,X,X,X,X,X,X,X,O,X,X,O
SJZITOL,X,X,X,X,X,X,X,O,X,X,O
SJZILTO,X,X,X,X,X,X,X,O,X,X,O
SJZILOT,X,X,X,X,X,X,X,O,X,X,O
SJZIOTL,X,X,X,X,X,X,X,O,X,X,O
SJZIOLT,X,X,X,X,X,X,X,O,X,X,O
SJZLTIO,X,X,X,X,X,X,X,O,O,X,O
SJZLTOI,X,X,X,X,X,X,X,O,O,X,O
SJZLITO,X,X,X,X,X,X,X,O,O,X,O
SJZLIOT,X,X,O,X,O,X,X,O,X,X,O
SJZLOTI,X,X,X,X,X,X,X,O,X,X,O
SJZLOIT,X,X,O,X,O,X,X,O,X,X,O
SJZOTIL,X,X,X,X,X,X,X,O,X,X,X
SJZOTLI,X,X,X,X,X,X,X,O,X,X,X
SJZOITL,X,X,X,X,X,X,X,O,X,X,O
SJZOILT,X,X,X,X,X,X,X,O,X,X,O
SJZOLTI,X,X,X,X,X,X,X,O,X,X,O
SJZOLIT,X,X,O,X,O,X,X,O,X,X,O
SJOTILZ,X,X,X,X,X,X,X,O,O,O,X
SJOTIZL,X,X,X,X,X,X,X,O,O,O,X
SJOTLIZ,X,X,O,X,X,X,X,O,O,O,X
SJOTLZI,X,X,X,X,X,X,X,O,O,O,X
SJOTZIL,X,X,X,X,X,X,X,O,O,O,X
SJOTZLI,X,X,X,X,X,X,X,O,O,O,X
SJOITLZ,X,X,X,X,X,X,X,O,X,X,O
SJOITZL,X,X,X,X,X,X,X,O,X,X,O
SJOILTZ,X,X,O,O,X,X,X,O,X,X,O
SJOILZT,X,X,O,O,X,X,X,O,X,X,O
SJOIZTL,X,X,X,X,X,X,X,O,X,X,O
SJOIZLT,X,X,X,X,X,X,X,O,X,X,O
SJOLTIZ,X,X,O,O,X,X,X,O,O,O,X
SJOLTZI,X,X,X,X,X,X,X,O,O,O,X
SJOLITZ,X,X,O,O,X,X,X,O,X,X,O
SJOLIZT,X,X,O,O,O,X,X,O,X,X,O
SJOLZTI,X,X,X,X,X,X,X,O,X,X,O
SJOLZIT,X,X,O,O,O,X,X,O,X,X,O
SJOZTIL,X,X,X,X,X,X,X,O,X,X,X
SJOZTLI,X,X,X,X,X,X,X,O,X,X,X
SJOZITL,X,X,X,X,X,X,X,O,X,X,O
SJOZILT,X,X,X,X,X,X,X,O,X,X,O
SJOZLTI,X,X,X,X,X,X,X,O,X,X,O
SJOZLIT,X,X,O,X,O,X,X,O,X,X,O
SZTILJO,X,X,X,X,X,X,X,X,O,O,O
SZTILOJ,X,X,X,X,X,X,X,X,O,O,O
SZTIJLO,X,X,X,X,X,X,X,X,O,O,O
SZTIJOL,X,X,X,X,X,X,X,X,O,O,O
SZTIOLJ,X,X,X,X,X,X,X,X,X,X,O
SZTIOJL,X,X,X,X,X,X,X,X,X,X,O
SZTLIJO,X,X,X,X,X,X,X,X,O,O,O
SZTLIOJ,X,X,X,X,X,X,X,X,O,O,O
SZTLJIO,X,X,X,X,X,X,X,X,O,O,O
SZTLJOI,X,X,X,X,X,X,X,X,O,O,O
SZTLOIJ,X,X,X,X,X,X,X,X,O,O,O
SZTLOJI,X,X,X,X,X,X,X,X,O,O,O
SZTJILO,X,X,X,X,X,X,X,X,O,O,O
SZTJIOL,X,X,X,X,X,X,X,X,O,O,O
SZTJLIO,X,X,X,X,X,X,X,X,O,O,O
SZTJLOI,X,X,X,X,X,X,X,X,O,O,O
SZTJOIL,X,X,X,X,X,X,X,X,O,O,X
SZTJOLI,X,X,X,X,X,X,X,X,O,O,X
SZTOILJ,X,X,X,X,X,X,X,X,X,X,X
SZTOIJL,X,X,X,X,X,X,X,X,X,X,X
SZTOLIJ,X,X,X,X,X,X,X,X,O,X,X
SZTOLJI,X,X,X,X,X,X,X,X,O,X,X
SZTOJIL,X,X,X,X,X,X,X,X,O,X,X
SZTOJLI,X,X,X,X,X,X,X,X,O,X,X
SZITLJO,X,X,X,X,X,X,X,X,O,O,O
SZITLOJ,X,X,X,X,X,X,X,X,O,O,O
SZITJLO,X,X,X,X,X,X,X,X,O,O,O
SZITJOL,X,X,X,X,X,X,X,X,O,O,O
SZITOLJ,X,X,X,X,X,X,X,X,X,X,O
SZITOJL,X,X,X,X,X,X,X,X,X,X,O
SZILTJO,X,X,X,X,X,X,X,X,O,O,O
SZILTOJ,X,X,X,X,X,X,X,X,O,O,O
SZILJTO,X,X,X,X,X,X,X,X,O,O,O
SZILJOT,X,X,X,X,X,X,X,X,X,X,O
SZILOTJ,X,X,X,X,X,X,X,X,O,O,O
SZILOJT,X,X,X,X,X,X,X,X,X,X,O
SZIJTLO,X,X,X,X,X,X,X,X,X,X,O
SZIJTOL,X,X,X,X,X,X,X,X,X,X,O
SZIJLTO,X,X,X,X,X,X,X,X,X,X,O
SZIJLOT,X,X,X,X,X,X,X,X,X,X,O
SZIJOTL,X,X,X,X,X,X,X,X,X,X,O
SZIJOLT,X,X,X,X,X,X,X,X,X,X,O
SZIOTLJ,X,X,X,X,X,X,X,X,X,X,O
SZIOTJL,X,X,X,X,X,X,X,X,X,X,O
SZIOLTJ,X,X,X,X,X,X,X,X,X,X,O
SZIOLJT,X,X,X,X,X,X,X,X,X,X,O
SZIOJTL,X,X,X,X,X,X,X,X,X,X,O
SZIOJLT,X,X,X,X,X,X,X,X,X,X,O
SZLTIJO,X,X,X,X,X,X,X,X,O,O,O
SZLTIOJ,X,X,X,X,X,X,X,X,O,O,O
SZLTJIO,X,X,X,X,X,X,X,X,O,O,O
SZLTJOI,X,X,X,X,X,X,X,X,O,O,O
SZLTOIJ,X,X,X,X,X,X,X,X,O,O,O
SZLTOJI,X,X,X,X,X,X,X,X,O,O,O
SZLITJO,X,X,X,X,X,X,X,X,O,O,O
SZLITOJ,X,X,X,X,X,X,X,X,O,O,O
SZLIJTO,X,X,X,X,X,X,O,X,O,O,O
SZLIJOT,X,X,O,X,O,X,O,X,X,X,O
SZLIOTJ,X,X,X,X,X,X,X,X,O,O,O
SZLIOJT,X,X,X,X,X,X,X,X,X,X,O
SZLJTIO,X,X,X,X,X,X,X,X,O,O,O
SZLJTOI,X,X,X,X,X,X,X,X,O,O,O
SZLJITO,X,X,X,X,X,X,O,X,O,O,O
SZLJIOT,X,X,O,X,O,X,O,X,X,X,O
SZLJOTI,X,X,X,X,X,X,X,X,X,X,O
SZLJOIT,X,X,O,X,O,X,X,X,X,X,O
SZLOTIJ,X,X,X,X,X,X,X,X,O,O,O
SZLOTJI,X,X,X,X,X,X,X,X,O,O,O
SZLOITJ,X,X,X,X,X,X,X,X,O,O,O
SZLOIJT,X,X,X,X,X,X,X,X,X,X,O
SZLOJTI,X,X,X,X,X,X,X,X,X,X,O
SZLOJIT,X,X,X,X,X,X,X,X,X,X,O
SZJTILO,X,X,X,X,X,X,X,X,O,X,O
