sequence,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEOhB8hBCeBT?jBFrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEmcBfjB6jBT?hBFrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEicBGeB3hBU?jBFrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEicBzdB+jB3?hBFrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEOhB8hBfjB6?jBFrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEKhBzcBGeBU?jBFrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhE2hBSjB3hBU?jBFrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhE2hBCeBTjB3?hBFrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEyhBGeBUjBT?hBFrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhECeBTjBXmB8?mBOrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEzdB+jBXmBl?mBirB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEGeBUjBXmBl?mBirB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEzcBGeB/mBU?jBdrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEzcBSjB/mBU?jBdrB
ZSLOITJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSLOIJT,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSLOJTI,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZSLOJIT,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSJTILO,X,X,O,X,O,O,X,X,O,X,X,O,X,X
ZSJTIOL,X,X,O,X,X,X,X,X,X,X,O,O,X,X
ZSJTLIO,X,X,O,X,O,O,X,X,O,X,X,O,X,X
ZSJTLOI,X,X,O,X,X,O,X,X,O,X,X,O,X,X
ZSJTOIL,X,X,O,X,X,X,X,X,X,X,O,O,O,X
ZSJTOLI,X,X,O,X,X,O,X,X,X,X,O,O,O,X
ZSJITLO,X,X,O,X,O,O,X,X,O,X,X,O,X,X
ZSJITOL,X,X,O,X,X,X,X,X,X,X,O,O,X,X
ZSJILTO,X,O,O,X,O,X,X,X,O,X,X,O,X,X
ZSJILOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
ZSJIOTL,X,X,X,X,X,X,X,X,X,X,O,O,O,X
ZSJIOLT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
ZSJLTIO,X,X,O,X,O,X,X,X,O,X,X,O,X,X
ZSJLTOI,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZSJLITO,X,O,O,X,O,X,X,X,O,X,X,O,X,X
ZSJLIOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
ZSJLOTI,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSJLOIT,X,X,O,O,O,X,X,X,X,X,X,X,X,X
ZSJOTIL,X,X,X,X,X,X,X,X,X,X,O,O,O,X
ZSJOTLI,X,X,X,X,X,X,X,X,X,X,O,O,O,X
ZSJOITL,X,X,X,X,X,X,X,X,X,X,O,O,O,X
ZSJOILT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
ZSJOLTI,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSJOLIT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
ZSOTILJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSOTIJL,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZSOTLIJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSOTLJI,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSOTJIL,X,X,X,X,X,X,X,X,X,O,X,O,O,X
ZSOTJLI,X,X,X,X,X,X,X,X,X,O,X,O,O,X
ZSOITLJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSOITJL,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZSOILTJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSOILJT,O,X,O,X,O,X,X,X,X,O,X,X,X,X
ZSOIJTL,X,X,X,X,X,X,X,X,X,O,X,O,O,X
ZSOIJLT,O,X,O,X,O,X,X,X,X,O,X,X,X,X
ZSOLTIJ,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZSOLTJI,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZSOLITJ,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZSOLIJT,O,X,O,X,O,X,X,X,X,O,X,X,X,X
ZSOLJTI,X,X,X,X,X,X,X,X,X,O,X,X,O,O
ZSOLJIT,O,X,O,X,O,X,X,X,X,O,X,X,X,X
ZSOJTIL,X,X,X,X,X,X,X,X,X,O,X,O,O,X
ZSOJTLI,X,X,X,X,X,X,X,X,X,O,X,O,O,X
ZSOJITL,X,X,X,X,X,X,X,X,X,O,X,O,O,X
ZSOJILT,O,X,O,X,O,X,X,X,X,O,X,X,X,X
ZSOJLTI,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZSOJLIT,O,X,O,X,O,X,X,X,X,O,X,X,X,X
ZOTILJS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
ZOTILSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOTIJLS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
ZOTIJSL,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTISLJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTISJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTLIJS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
ZOTLISJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOTLJIS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
ZOTLJSI,O,X,X,X,X,O,X,O,O,X,X,X,X,X
ZOTLSIJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOTLSJI,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOTJILS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
ZOTJISL,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTJLIS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
ZOTJLSI,O,X,X,X,X,O,X,O,O,X,X,X,X,X
ZOTJSIL,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTJSLI,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOTSILJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTSIJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTSLIJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOTSLJI,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOTSJIL,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTSJLI,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOITLJS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
ZOITLSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOITJLS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
ZOITJSL,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOITSLJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOITSJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOILTJS,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOILTSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILJTS,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOILJST,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOILSTJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOILSJT,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOIJTLS,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOIJTSL,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJLTS,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOIJLST,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOIJSTL,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOIJSLT,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOISTLJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOISTJL,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOISLTJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOISLJT,O,X,O,X,O,X,X,X,X,O,X,X,X,X
ZOISJTL,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOISJLT,O,X,O,X,O,X,X,X,X,O,X,X,X,X
ZOLTIJS,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLTISJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTJIS,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLTJSI,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLTSIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTSJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLITJS,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLITSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLIJTS,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOLIJST,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLISTJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLISJT,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLJTIS,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOLJTSI,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOLJITS,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOLJIST,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLJSTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJSIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLSTIJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLSTJI,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLSITJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLSIJT,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLSJTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLSJIT,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOJTILS,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOJTISL,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJTLIS,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOJTLSI,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOJTSIL,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJTSLI,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOJITLS,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZOJITSL,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJILTS,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJILST,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJISTL,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOJISLT,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOJLTIS,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJLTSI,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJLITS,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJLIST,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJLSTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLSIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJSTIL,X,X,X,X,X,X,X,X,X,X,X,O,O,X
ZOJSTLI,X,X,X,X,X,X,X,X,X,X,X,O,O,X
ZOJSITL,X,X,X,X,X,X,X,X,X,X,X,O,O,X
ZOJSILT,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOJSLTI,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOJSLIT,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOSTILJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSTIJL,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOSTLIJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSTLJI,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSTJIL,X,X,X,X,X,X,X,X,X,O,X,O,O,X
ZOSTJLI,X,X,X,X,X,X,X,X,X,O,X,O,O,X
ZOSITLJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSITJL,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZOSILTJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSILJT,O,X,O,X,O,X,X,X,X,O,X,X,X,X
ZOSIJTL,X,X,X,X,X,X,X,X,X,O,X,O,O,X
ZOSIJLT,O,X,O,X,O,X,X,X,X,O,X,X,X,X
ZOSLTIJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSLTJI,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSLITJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSLIJT,O,X,O,X,O,X,X,X,X,O,X,X,X,X
ZOSLJTI,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOSLJIT,O,X,O,X,O,X,X,X,X,O,X,X,X,X
ZOSJTIL,X,X,X,X,X,X,X,X,X,O,X,O,O,X
ZOSJTLI,X,X,X,X,X,X,X,X,X,O,X,O,O,X
ZOSJITL,X,X,X,X,X,X,X,X,X,O,X,O,O,X
ZOSJILT,O,X,O,X,O,X,X,X,X,O,X,X,X,X
ZOSJLTI,X,X,X,X,X,X,X,X,X,O,X,X,O,X
ZOSJLIT,O,X,O,X,O,X,X,X,X,O,X,X,X,X
OTILJSZ,X,O,X,X,X,X,O,O,X,X,X,X,X,X
OTILJZS,O,X,X,X,X,O,O,O,X,X,X,X,X,X
OTILSJZ,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OTILSZJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X
OTILZJS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
OTILZSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTIJLSZ,X,O,X,O,X,X,O,O,X,X,X,X,X,X
OTIJLZS,O,X,X,X,X,X,O,O,X,X,X,X,X,X
OTIJSLZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OTIJSZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTIJZLS,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTIJZSL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OTISLJZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OTISLZJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
OTISJLZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OTISJZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTISZLJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
OTISZJL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
OTIZLJS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
OTIZLSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTIZJLS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
OTIZJSL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTIZSLJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTIZSJL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTLIJSZ,X,O,X,X,X,X,O,O,X,X,X,X,X,X
OTLIJZS,O,X,X,X,X,O,O,O,X,X,X,X,X,X
OTLISJZ,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OTLISZJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X
OTLIZJS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
OTLIZSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTLJISZ,X,O,X,X,X,X,O,O,X,X,X,X,X,X
OTLJIZS,O,X,X,X,X,O,O,O,X,X,X,X,X,X
OTLJSIZ,X,O,X,X,X,X,O,O,X,X,X,X,X,X
OTLJSZI,X,O,X,X,X,X,O,O,X,X,X,X,X,X
OTLJZIS,O,X,X,X,X,O,O,O,X,X,X,X,X,X
OTLJZSI,O,X,X,X,X,O,O,O,X,X,X,X,X,X
OTLSIJZ,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OTLSIZJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X
OTLSJIZ,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OTLSJZI,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OTLSZIJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X
OTLSZJI,O,O,X,X,X,O,X,X,X,O,X,X,X,X
OTLZIJS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
OTLZISJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTLZJIS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
OTLZJSI,O,X,X,X,X,O,X,O,O,X,X,X,X,X
OTLZSIJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTLZSJI,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJILSZ,X,O,X,O,X,X,O,O,X,X,X,X,X,X
OTJILZS,O,X,X,X,X,X,O,O,X,X,X,X,X,X
OTJISLZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OTJISZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJIZLS,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJIZSL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJLISZ,X,O,X,O,X,X,O,O,X,X,X,X,X,X
OTJLIZS,O,X,X,X,X,O,O,O,X,X,X,X,X,X
OTJLSIZ,X,O,X,O,X,X,O,O,X,X,X,X,X,X
OTJLSZI,X,O,X,O,X,X,O,O,X,X,X,X,X,X
OTJLZIS,O,X,X,X,X,O,O,O,X,X,X,X,X,X
OTJLZSI,O,X,X,X,X,O,O,O,X,X,X,X,X,X
OTJSILZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OTJSIZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJSLIZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OTJSLZI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OTJSZIL,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJSZLI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJZILS,O,X,X,X,X,O,X,O,X,X,X,X,X,X
OTJZISL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJZLIS,O,X,X,X,X,O,X,O,X,X,X,X,X,X
OTJZLSI,O,X,X,X,X,O,X,O,X,X,X,X,X,X
OTJZSIL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJZSLI,O,O,X,O,X,O,X,X,X,X,X,X,X,X
OTSILJZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OTSILZJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
OTSIJLZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OTSIJZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTSIZLJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
OTSIZJL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
OTSLIJZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OTSLIZJ,O,O,O,X,O,O,X,X,X,O,X,X,X,X
OTSLJIZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OTSLJZI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OTSLZIJ,O,O,O,X,O,O,X,X,X,O,X,X,X,X
OTSLZJI,O,O,O,X,O,O,X,X,X,O,X,X,X,X
OTSJILZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OTSJIZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTSJLIZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OTSJLZI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OTSJZIL,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTSJZLI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTSZILJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
OTSZIJL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
OTSZLIJ,O,O,O,X,O,O,X,X,X,O,X,X,X,X
OTSZLJI,O,O,O,X,O,O,X,X,X,O,X,X,X,X
OTSZJIL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
OTSZJLI,O,O,O,X,O,O,X,X,X,O,X,X,X,X
OTZILJS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
OTZILSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTZIJLS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
OTZIJSL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTZISLJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTZISJL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTZLIJS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
OTZLISJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTZLJIS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
OTZLJSI,O,X,X,X,X,O,X,O,O,X,X,X,X,X
OTZLSIJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTZLSJI,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTZJILS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
OTZJISL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTZJLIS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
OTZJLSI,O,X,X,X,X,O,X,O,O,X,X,X,X,X
OTZJSIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTZJSLI,O,O,O,X,O,O,X,X,X,X,X,X,X,X
OTZSILJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTZSIJL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTZSLIJ,O,O,O,X,O,O,X,X,X,X,X,X,X,X
OTZSLJI,O,O,O,X,O,O,X,X,X,X,X,X,X,X
OTZSJIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTZSJLI,O,O,O,X,O,O,X,X,X,X,X,X,X,X
OITLJSZ,X,O,X,X,X,X,O,O,X,X,X,X,X,X
OITLJZS,O,X,X,X,X,O,O,O,X,X,X,X,X,X
OITLSJZ,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OITLSZJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X
OITLZJS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
OITLZSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OITJLSZ,X,O,X,O,X,X,O,O,X,X,X,X,X,X
OITJLZS,O,X,X,X,X,X,O,O,X,X,X,X,X,X
OITJSLZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OITJSZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OITJZLS,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OITJZSL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OITSLJZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OITSLZJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
OITSJLZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OITSJZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OITSZLJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
OITSZJL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
OITZLJS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
OITZLSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OITZJLS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
OITZJSL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OITZSLJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OITZSJL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OILTJSZ,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OILTJZS,O,X,X,X,X,X,O,O,X,X,X,X,X,X
OILTSJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILTSZJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OILTZJS,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OILTZSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJTSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILJTZS,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OILJSTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILJSZT,X,X,X,X,X,X,O,O,X,O,X,X,X,X
OILJZTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJZST,O,X,X,X,X,X,O,O,X,X,X,X,X,X
OILSTJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILSTZJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OILSJTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILSJZT,X,X,X,X,X,X,X,O,X,O,X,X,X,X
OILSZTJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OILSZJT,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OILZTJS,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OILZTSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZJTS,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OILZJST,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OILZSTJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OILZSJT,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OIJTLSZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OIJTLZS,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJTSLZ,X,X,X,O,X,X,X,O,X,X,O,X,X,X
OIJTSZL,X,X,X,O,X,X,X,X,X,X,O,X,X,X
OIJTZLS,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJTZSL,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJLTSZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OIJLTZS,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJLSTZ,X,X,X,O,X,X,X,O,X,X,O,X,X,X
OIJLSZT,X,X,X,O,X,X,O,O,X,O,X,X,X,X
OIJLZTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLZST,O,X,X,X,X,X,O,O,X,X,X,X,X,X
OIJSTLZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X
OIJSTZL,X,X,X,O,X,X,X,X,X,X,O,X,X,X
OIJSLTZ,X,O,X,O,X,X,X,O,X,X,O,X,X,X
OIJSLZT,X,X,X,O,X,X,X,O,X,O,X,X,X,X
OIJSZTL,X,X,X,X,X,X,X,X,X,O,O,X,X,X
OIJSZLT,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OIJZTLS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZTSL,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJZLTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJZLST,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJZSTL,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OIJZSLT,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OISTLJZ,X,O,X,X,X,X,X,O,X,X,X,X,X,X
