sequence,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhEJlBzlB?shBXcBCXB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhEJlBXmB?8gBzcBCXB,,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhEJlBzlB?shBXcBKVB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhEJlBXmB?8gBzcBKVB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhEJlBzlB?shBKVBPWB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhDshByqB?3gBTVB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhFJlBqlB?ThBMeBlnBPnB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhDZQBMmB?PdBTlB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhDMmBPdB?TlBqbB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhEMeBJlB?zlBvhByaB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhEMeBJlB?TVBXmBChB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8JeJFJvhEzlBshB?+oB3VBiQB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8JepDJvhEaoBUiB?/lBubBTVB,v115@9gB8HeB8HeB8CeB8CeB8AeD8AeB8Je+IJvhDMmBPdB?TlBKVB
JOZSTIL,O,X,,O,X,X,X,X,O,X,O,O,X,O,X
JOZSTLI,O,X,,O,X,X,X,X,X,O,X,O,X,O,O
JOZSITL,O,X,,O,X,X,X,X,O,X,O,O,O,O,X
JOZSILT,O,X,,O,X,O,X,X,O,O,O,O,O,O,O
JOZSLTI,O,X,,O,X,X,O,X,X,O,X,O,X,O,O
JOZSLIT,O,X,,O,X,O,O,O,O,O,O,O,O,O,O
STILJZO,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
STILJOZ,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
STILZJO,X,X,,X,O,X,X,X,X,X,X,X,O,O,X
STILZOJ,X,X,,X,O,X,X,X,X,X,X,X,O,O,X
STILOJZ,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
STILOZJ,X,X,,X,O,X,X,X,X,X,X,X,O,O,X
STIJLZO,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
STIJLOZ,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
STIJZLO,X,O,,X,O,X,X,X,X,X,X,O,O,O,X
STIJZOL,X,O,,X,O,X,X,X,X,X,X,O,O,O,X
STIJOLZ,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
STIJOZL,X,O,,X,O,X,X,X,X,X,X,O,O,O,X
STIZLJO,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
STIZLOJ,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
STIZJLO,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
STIZJOL,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
STIZOLJ,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
STIZOJL,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
STIOLJZ,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
STIOLZJ,X,X,,X,O,X,X,X,X,X,X,X,O,O,X
STIOJLZ,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
STIOJZL,X,O,,X,O,X,X,X,X,X,X,O,O,O,X
STIOZLJ,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
STIOZJL,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
STLIJZO,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
STLIJOZ,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
STLIZJO,X,X,,X,O,X,X,X,X,X,X,X,O,O,X
STLIZOJ,X,X,,X,O,X,X,X,X,X,X,X,O,O,X
STLIOJZ,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
STLIOZJ,X,X,,X,O,X,X,X,X,X,X,X,O,O,X
STLJIZO,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
STLJIOZ,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
STLJZIO,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
STLJZOI,X,X,,X,O,X,X,X,X,X,X,O,X,O,X
STLJOIZ,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
STLJOZI,X,X,,X,O,X,X,X,X,X,X,O,X,O,X
STLZIJO,X,X,,X,O,X,X,X,X,X,X,X,O,O,X
STLZIOJ,X,X,,X,O,X,X,X,X,X,X,X,O,O,X
STLZJIO,X,X,,X,O,X,X,X,X,X,X,X,O,O,X
STLZJOI,X,X,,X,O,X,X,X,X,X,X,X,X,O,X
STLZOIJ,X,X,,X,O,X,X,X,X,X,X,X,X,O,X
STLZOJI,X,X,,X,O,X,X,X,X,X,X,X,X,O,X
STLOIJZ,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
STLOIZJ,X,X,,X,O,X,X,X,X,X,X,X,O,O,X
STLOJIZ,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
STLOJZI,X,X,,X,O,X,X,X,X,X,X,O,X,O,X
STLOZIJ,X,X,,X,O,X,X,X,X,X,X,X,X,O,X
STLOZJI,X,X,,X,O,X,X,X,X,X,X,X,X,O,X
STJILZO,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
STJILOZ,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
STJIZLO,X,O,,X,O,X,X,X,X,X,X,O,O,O,X
STJIZOL,X,O,,X,O,X,X,X,X,X,X,O,O,O,X
STJIOLZ,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
STJIOZL,X,O,,X,O,X,X,X,X,X,X,O,O,O,X
STJLIZO,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
STJLIOZ,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
STJLZIO,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
STJLZOI,X,X,,X,O,X,X,X,X,X,X,O,X,O,X
STJLOIZ,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
STJLOZI,X,X,,X,O,X,X,X,X,X,X,O,X,O,X
STJZILO,X,O,,X,O,X,X,X,X,X,X,O,O,O,X
STJZIOL,X,O,,X,O,X,X,X,X,X,X,O,O,O,X
STJZLIO,X,O,,X,O,X,X,X,X,X,X,O,O,O,X
STJZLOI,X,O,,X,O,X,X,X,X,X,X,O,X,O,X
STJZOIL,X,O,,X,O,X,X,X,X,X,O,O,X,O,X
STJZOLI,X,O,,X,O,X,X,X,X,X,X,O,X,O,X
STJOILZ,X,X,,X,O,X,X,X,X,X,O,O,O,O,X
STJOIZL,X,O,,X,O,X,X,X,X,X,O,O,O,O,X
STJOLIZ,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
STJOLZI,X,X,,X,O,X,X,X,X,X,X,O,X,O,X
STJOZIL,X,O,,X,O,X,X,X,X,X,O,O,X,O,X
STJOZLI,X,O,,X,O,X,X,X,X,X,X,O,X,O,X
STZILJO,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
STZILOJ,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
STZIJLO,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
STZIJOL,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
STZIOLJ,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
STZIOJL,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
STZLIJO,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
STZLIOJ,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
STZLJIO,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
STZLJOI,X,O,,X,O,X,X,X,X,X,X,X,X,O,X
STZLOIJ,X,O,,X,O,X,X,X,X,X,X,X,X,O,X
STZLOJI,X,O,,X,O,X,X,X,X,X,X,X,X,O,X
STZJILO,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
STZJIOL,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
STZJLIO,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
STZJLOI,X,O,,X,O,X,X,X,X,X,X,X,X,O,X
STZJOIL,X,O,,X,O,X,X,X,X,X,X,X,X,O,X
STZJOLI,X,O,,X,O,X,X,X,X,X,X,X,X,O,X
STZOILJ,X,O,,X,O,X,X,X,X,X,X,X,X,O,X
STZOIJL,X,O,,X,O,X,X,X,X,X,X,X,X,O,X
STZOLIJ,X,O,,X,O,X,X,X,X,X,X,X,X,O,X
STZOLJI,X,O,,X,O,X,X,X,X,X,X,X,X,O,X
STZOJIL,X,O,,X,O,X,X,X,X,X,X,X,X,O,X
STZOJLI,X,O,,X,O,X,X,X,X,X,X,X,X,O,X
STOILJZ,X,X,,X,O,X,X,X,X,X,O,O,O,O,X
STOILZJ,X,X,,X,O,X,X,X,X,X,X,X,O,O,X
STOIJLZ,X,X,,X,O,X,X,X,X,X,O,O,O,O,X
STOIJZL,X,O,,X,O,X,X,X,X,X,O,O,O,O,X
STOIZLJ,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
STOIZJL,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
STOLIJZ,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
STOLIZJ,X,X,,X,O,X,X,X,X,X,X,X,O,O,X
STOLJIZ,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
STOLJZI,X,X,,X,O,X,X,X,X,X,X,O,X,O,X
STOLZIJ,X,X,,X,O,X,X,X,X,X,X,X,X,O,X
STOLZJI,X,X,,X,O,X,X,X,X,X,X,X,X,O,X
STOJILZ,X,X,,X,O,X,X,X,X,X,O,O,O,O,X
STOJIZL,X,O,,X,O,X,X,X,X,X,O,O,O,O,X
STOJLIZ,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
STOJLZI,X,X,,X,O,X,X,X,X,X,X,O,X,O,X
STOJZIL,X,O,,X,O,X,X,X,X,X,O,O,X,O,X
STOJZLI,X,O,,X,O,X,X,X,X,X,X,O,X,O,X
STOZILJ,X,O,,X,O,X,X,X,X,X,X,X,X,O,X
STOZIJL,X,O,,X,O,X,X,X,X,X,X,X,X,O,X
STOZLIJ,X,O,,X,O,X,X,X,X,X,X,X,X,O,X
STOZLJI,X,O,,X,O,X,X,X,X,X,X,X,X,O,X
STOZJIL,X,O,,X,O,X,X,X,X,X,X,X,X,O,X
STOZJLI,X,O,,X,O,X,X,X,X,X,X,X,X,O,X
SITLJZO,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
SITLJOZ,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
SITLZJO,X,X,,X,O,X,X,X,X,X,X,X,O,O,X
SITLZOJ,X,X,,X,O,X,X,X,X,X,X,X,O,O,X
SITLOJZ,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
SITLOZJ,X,X,,X,O,X,X,X,X,X,X,X,O,O,X
SITJLZO,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
SITJLOZ,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
SITJZLO,X,O,,X,O,X,X,X,X,X,X,O,O,O,X
SITJZOL,X,O,,X,O,X,X,X,X,X,X,O,O,O,X
SITJOLZ,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
SITJOZL,X,O,,X,O,X,X,X,X,X,X,O,O,O,X
SITZLJO,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
SITZLOJ,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
SITZJLO,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
SITZJOL,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
SITZOLJ,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
SITZOJL,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
SITOLJZ,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
SITOLZJ,X,X,,X,O,X,X,X,X,X,X,X,O,O,X
SITOJLZ,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
SITOJZL,X,O,,X,O,X,X,X,X,X,X,O,O,O,X
SITOZLJ,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
SITOZJL,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
SILTJZO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
SILTJOZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
SILTZJO,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
SILTZOJ,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
SILTOJZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
SILTOZJ,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
SILJTZO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
SILJTOZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
SILJZTO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
SILJZOT,X,O,,O,O,O,X,O,X,X,O,O,O,O,X
SILJOTZ,X,X,,O,O,O,X,O,X,X,O,O,O,O,X
SILJOZT,X,O,,O,O,O,X,O,X,X,O,O,O,O,X
SILZTJO,X,O,,X,O,O,X,X,X,X,X,X,O,O,X
SILZTOJ,X,O,,X,O,O,X,X,X,X,X,X,O,O,X
SILZJTO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
SILZJOT,X,O,,O,O,O,X,X,X,X,X,O,O,O,X
SILZOTJ,X,O,,O,O,O,X,X,X,X,X,X,O,O,X
SILZOJT,X,O,,O,O,O,X,X,X,X,X,O,O,O,X
SILOTJZ,X,X,,O,O,O,X,O,X,X,O,O,O,O,X
SILOTZJ,X,X,,O,O,O,X,X,X,X,X,X,O,O,X
SILOJTZ,X,X,,O,O,O,X,O,X,X,O,O,O,O,X
SILOJZT,X,O,,O,O,O,X,O,X,X,O,O,O,O,X
SILOZTJ,X,O,,O,O,O,X,X,X,X,X,X,O,O,X
SILOZJT,X,O,,O,O,O,X,O,X,X,O,O,O,O,X
SIJTLZO,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
SIJTLOZ,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
SIJTZLO,X,O,,X,O,X,X,X,X,X,X,O,O,O,X
SIJTZOL,X,O,,X,O,X,X,X,X,X,X,O,O,O,X
SIJTOLZ,X,X,,X,O,X,X,X,X,X,X,O,O,O,X
SIJTOZL,X,O,,X,O,X,X,X,X,X,X,O,O,O,X
SIJLTZO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
SIJLTOZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
SIJLZTO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
SIJLZOT,X,O,,O,O,O,X,O,X,X,O,O,O,O,X
SIJLOTZ,X,X,,O,O,O,X,O,X,X,O,O,O,O,X
SIJLOZT,X,O,,O,O,O,X,O,X,X,O,O,O,O,X
SIJZTLO,X,O,,X,O,X,X,X,X,X,X,O,O,O,X
SIJZTOL,X,O,,X,O,X,X,X,O,X,X,O,O,O,X
SIJZLTO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
SIJZLOT,X,O,,O,O,O,X,O,O,X,O,O,O,O,X
SIJZOTL,O,O,,O,O,X,X,X,O,X,O,O,O,O,X
SIJZOLT,O,O,,O,O,O,X,X,O,X,O,O,O,O,X
SIJOTLZ,O,X,,O,O,X,X,X,X,X,O,O,O,O,X
SIJOTZL,O,O,,O,O,X,X,X,X,X,O,O,O,O,X
SIJOLTZ,O,X,,O,O,O,X,X,X,X,O,O,O,O,X
SIJOLZT,O,O,,O,O,O,X,X,X,X,O,O,O,O,X
SIJOZTL,O,O,,O,O,X,X,X,O,X,O,O,O,O,X
SIJOZLT,O,O,,O,O,O,X,X,O,X,O,O,O,O,X
SIZTLJO,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
SIZTLOJ,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
SIZTJLO,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
SIZTJOL,X,O,,X,O,X,X,X,O,X,X,X,O,O,X
SIZTOLJ,X,O,,X,O,X,X,X,X,X,X,X,O,O,X
SIZTOJL,X,O,,X,O,X,X,X,O,X,X,X,O,O,X
SIZLTJO,X,O,,X,O,O,X,X,X,X,X,X,O,O,X
SIZLTOJ,X,O,,X,O,O,X,X,X,X,X,X,O,O,X
SIZLJTO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
SIZLJOT,X,O,,O,O,O,X,X,O,X,X,O,O,O,X
SIZLOTJ,X,O,,O,O,O,X,X,X,X,X,X,O,O,X
SIZLOJT,X,O,,O,O,O,X,X,O,X,X,O,O,O,X
SIZJTLO,X,O,,X,O,X,X,X,X,X,X,O,O,O,X
SIZJTOL,X,O,,X,O,X,X,X,O,X,X,O,O,O,X
SIZJLTO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
SIZJLOT,X,O,,O,O,O,X,X,O,X,X,O,O,O,X
SIZJOTL,O,O,,O,O,X,X,X,O,X,X,O,O,O,X
SIZJOLT,O,O,,O,O,O,X,X,O,X,X,O,O,O,X
SIZOTLJ,O,O,,O,O,X,X,X,X,X,X,X,O,O,X
SIZOTJL,O,O,,O,O,X,X,X,O,X,X,X,O,O,X
SIZOLTJ,O,O,,O,O,O,X,X,X,X,X,X,O,O,X
SIZOLJT,O,O,,O,O,O,X,X,O,X,X,O,O,O,X
SIZOJTL,O,O,,O,O,X,X,X,O,X,X,O,O,O,X
SIZOJLT,O,O,,O,O,O,X,X,O,X,X,O,O,O,X
SIOTLJZ,O,X,,O,O,X,X,X,X,X,O,O,O,O,X
SIOTLZJ,O,X,,O,O,X,X,X,X,X,X,X,O,O,X
SIOTJLZ,O,X,,O,O,X,X,X,X,X,O,O,O,O,X
SIOTJZL,O,O,,O,O,X,X,X,X,X,O,O,O,O,X
SIOTZLJ,O,O,,O,O,X,X,X,X,X,X,X,O,O,X
SIOTZJL,O,O,,O,O,X,X,X,X,X,X,X,O,O,X
SIOLTJZ,O,X,,O,O,O,X,X,X,X,O,O,O,O,X
SIOLTZJ,O,X,,O,O,O,X,X,X,X,X,X,O,O,X
SIOLJTZ,O,X,,O,O,O,X,X,X,X,O,O,O,O,X
SIOLJZT,O,O,,O,O,O,X,X,X,X,O,O,O,O,X
SIOLZTJ,O,O,,O,O,O,X,X,X,X,X,X,O,O,X
SIOLZJT,O,O,,O,O,O,X,X,X,X,O,O,O,O,X
SIOJTLZ,O,X,,O,O,X,X,X,X,X,O,O,O,O,X
SIOJTZL,O,O,,O,O,X,X,X,X,X,O,O,O,O,X
SIOJLTZ,O,X,,O,O,O,X,X,X,X,O,O,O,O,X
SIOJLZT,O,O,,O,O,O,X,X,X,X,O,O,O,O,X
SIOJZTL,O,O,,O,O,X,X,X,O,X,O,O,O,O,X
SIOJZLT,O,O,,O,O,O,X,X,O,X,O,O,O,O,X
SIOZTLJ,O,O,,O,O,X,X,X,X,X,X,X,O,O,X
SIOZTJL,O,O,,O,O,X,X,X,O,X,X,X,O,O,X
SIOZLTJ,O,O,,O,O,O,X,X,X,X,X,X,O,O,X
SIOZLJT,O,O,,O,O,O,X,X,O,X,O,O,O,O,X
SIOZJTL,O,O,,O,O,X,X,X,O,X,O,O,O,O,X
SIOZJLT,O,O,,O,O,O,X,X,O,X,O,O,O,O,X
SLTIJZO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
SLTIJOZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
SLTIZJO,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
SLTIZOJ,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
SLTIOJZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
SLTIOZJ,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
SLTJIZO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
SLTJIOZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
SLTJZIO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
SLTJZOI,X,X,,X,O,X,O,X,X,X,X,O,X,O,X
SLTJOIZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
SLTJOZI,X,X,,X,O,X,O,X,X,X,X,O,X,O,X
SLTZIJO,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
SLTZIOJ,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
SLTZJIO,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
SLTZJOI,X,X,,X,O,X,O,X,X,X,X,X,X,O,X
SLTZOIJ,X,X,,X,O,X,X,X,X,X,X,X,X,O,X
SLTZOJI,X,X,,X,O,X,O,X,X,X,X,X,X,O,X
SLTOIJZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
SLTOIZJ,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
SLTOJIZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
SLTOJZI,X,X,,X,O,X,O,X,X,X,X,O,X,O,X
SLTOZIJ,X,X,,X,O,X,X,X,X,X,X,X,X,O,X
SLTOZJI,X,X,,X,O,X,O,X,X,X,X,X,X,O,X
SLITJZO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
SLITJOZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
SLITZJO,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
SLITZOJ,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
SLITOJZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
SLITOZJ,X,X,,X,O,O,X,X,X,X,X,X,O,O,X
SLIJTZO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
SLIJTOZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
SLIJZTO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
SLIJZOT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
SLIJOTZ,X,X,,O,O,O,X,O,X,X,O,O,O,O,X
SLIJOZT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
SLIZTJO,X,O,,X,O,O,X,X,X,X,X,X,O,O,X
SLIZTOJ,X,O,,X,O,O,X,X,X,X,X,X,O,O,X
SLIZJTO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
SLIZJOT,X,O,,O,O,O,O,X,X,X,X,O,O,O,X
SLIZOTJ,X,O,,O,O,O,X,X,X,X,X,X,O,O,X
SLIZOJT,X,O,,O,O,O,O,X,X,X,X,O,O,O,X
SLIOTJZ,X,X,,O,O,O,X,O,X,X,O,O,O,O,X
SLIOTZJ,X,X,,O,O,O,X,X,X,X,X,X,O,O,X
SLIOJTZ,X,X,,O,O,O,X,O,X,X,O,O,O,O,X
SLIOJZT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
SLIOZTJ,X,O,,O,O,O,X,X,X,X,X,X,O,O,X
SLIOZJT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
SLJTIZO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
SLJTIOZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
SLJTZIO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
SLJTZOI,X,X,,X,O,X,O,X,X,X,X,O,X,O,X
SLJTOIZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
SLJTOZI,X,X,,X,O,X,O,X,X,X,X,O,X,O,X
SLJITZO,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
SLJITOZ,X,X,,X,O,O,X,X,X,X,X,O,O,O,X
SLJIZTO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
SLJIZOT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
SLJIOTZ,X,X,,O,O,O,X,O,X,X,O,O,O,O,X
SLJIOZT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
SLJZTIO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
SLJZTOI,X,O,,X,O,X,O,X,X,X,X,O,X,O,O
SLJZITO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
SLJZIOT,X,O,,O,O,O,O,O,X,X,O,O,O,O,O
SLJZOTI,X,O,,O,O,X,O,X,X,X,X,O,X,O,O
SLJZOIT,X,O,,O,O,O,O,O,X,X,O,O,O,O,O
SLJOTIZ,X,X,,O,O,O,X,O,X,X,X,O,O,O,X
SLJOTZI,X,X,,O,O,X,O,X,X,X,X,O,X,O,X
SLJOITZ,X,X,,O,O,O,X,O,X,X,O,O,O,O,X
SLJOIZT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
SLJOZTI,X,O,,O,O,X,O,X,X,X,X,O,X,O,O
SLJOZIT,X,O,,O,O,O,O,O,X,X,O,O,O,O,O
SLZTIJO,X,O,,X,O,O,X,X,X,X,X,X,O,O,X
SLZTIOJ,X,O,,X,O,O,X,X,X,X,X,X,O,O,X
SLZTJIO,X,O,,X,O,O,X,X,X,X,X,X,O,O,X
SLZTJOI,X,O,,X,O,X,O,X,X,X,X,X,X,O,O
SLZTOIJ,X,O,,X,O,X,X,X,X,X,X,X,X,O,X
SLZTOJI,X,O,,X,O,X,O,X,X,X,X,X,X,O,O
SLZITJO,X,O,,X,O,O,X,X,X,X,X,X,O,O,X
SLZITOJ,X,O,,X,O,O,X,X,X,X,X,X,O,O,X
SLZIJTO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
SLZIJOT,X,O,,O,O,O,O,X,X,X,X,O,O,O,O
SLZIOTJ,X,O,,O,O,O,X,X,X,X,X,X,O,O,X
SLZIOJT,X,O,,O,O,O,O,X,X,X,X,O,O,O,O
SLZJTIO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
SLZJTOI,X,O,,X,O,X,O,X,X,X,X,O,X,O,O
SLZJITO,X,O,,X,O,O,X,X,X,X,X,O,O,O,X
SLZJIOT,X,O,,O,O,O,O,X,X,X,X,O,O,O,O
SLZJOTI,X,O,,O,O,X,O,X,X,X,X,O,X,O,O
SLZJOIT,X,O,,O,O,O,O,X,X,X,X,O,O,O,O
SLZOTIJ,X,O,,O,O,X,X,X,X,X,X,X,X,O,X
SLZOTJI,X,O,,O,O,X,O,X,X,X,X,X,X,O,O
SLZOITJ,X,O,,O,O,O,X,X,X,X,X,X,O,O,X
SLZOIJT,X,O,,O,O,O,O,X,X,X,X,O,O,O,O
SLZOJTI,X,O,,O,O,X,O,X,X,X,X,O,X,O,O
SLZOJIT,X,O,,O,O,O,O,X,X,X,X,O,O,O,O
SLOTIJZ,X,X,,O,O,O,X,O,X,X,X,O,O,O,X
SLOTIZJ,X,X,,O,O,O,X,X,X,X,X,X,O,O,X
SLOTJIZ,X,X,,O,O,O,X,O,X,X,X,O,O,O,X
SLOTJZI,X,X,,O,O,X,O,X,X,X,X,O,X,O,X
SLOTZIJ,X,X,,O,O,X,X,X,X,X,X,X,X,O,X
SLOTZJI,X,X,,O,O,X,O,X,X,X,X,X,X,O,X
SLOITJZ,X,X,,O,O,O,X,O,X,X,O,O,O,O,X
SLOITZJ,X,X,,O,O,O,X,X,X,X,X,X,O,O,X
SLOIJTZ,X,X,,O,O,O,X,O,X,X,O,O,O,O,X
SLOIJZT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
SLOIZTJ,X,O,,O,O,O,X,X,X,X,X,X,O,O,X
SLOIZJT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
SLOJTIZ,X,X,,O,O,O,X,O,X,X,X,O,O,O,X
SLOJTZI,X,X,,O,O,X,O,X,X,X,X,O,X,O,X
SLOJITZ,X,X,,O,O,O,X,O,X,X,O,O,O,O,X
SLOJIZT,X,O,,O,O,O,O,O,X,X,O,O,O,O,X
SLOJZTI,X,O,,O,O,X,O,X,X,X,X,O,X,O,O
