sequence,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeuEJvhF3gB1mB0iB6?oBxqBzsB,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeRAJvhF3hBFjBzkBW?rB6sBctB,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeuEJvhF1lB0hB6nBT?jBxqBXtB,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeRBJvhFGjBClBTmBl?nBUlBXtB,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeCAJvhFxhBVqBUmBG?nBToBXtB,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeRAJvhF3hBzkBWrBl?nBctBCtB
LZIOSJT,X,O,O,X,X,X
LZJTISO,O,O,X,X,O,X
LZJTIOS,X,O,X,X,O,X
LZJTSIO,O,O,X,X,O,X
LZJTSOI,O,O,X,X,O,O
LZJTOIS,X,O,X,X,O,O
LZJTOSI,O,O,X,X,O,O
LZJITSO,O,O,O,X,O,X
LZJITOS,O,O,O,X,O,X
LZJISTO,O,O,O,X,X,X
LZJISOT,X,O,O,X,X,X
LZJIOTS,X,O,X,X,O,X
LZJIOST,X,O,X,X,X,X
LZJSTIO,X,O,X,X,X,X
LZJSTOI,X,O,X,X,X,O
LZJSITO,X,O,O,X,X,X
LZJSIOT,X,O,O,X,X,X
LZJSOTI,X,O,X,X,X,O
LZJSOIT,X,O,O,X,X,O
LZJOTIS,X,O,X,X,O,O
LZJOTSI,X,O,X,X,O,O
LZJOITS,X,O,X,X,O,O
LZJOIST,X,O,X,X,X,O
LZJOSTI,X,O,X,X,X,O
LZJOSIT,X,O,X,X,X,O
LZSTIJO,X,O,O,X,X,X
LZSTIOJ,X,O,O,X,X,X
LZSTJIO,X,O,X,X,X,X
LZSTJOI,X,O,X,O,X,X
LZSTOIJ,X,O,O,O,X,X
LZSTOJI,X,O,X,O,X,X
LZSITJO,X,O,O,X,X,X
LZSITOJ,X,O,O,X,X,X
LZSIJTO,X,O,O,X,X,X
LZSIJOT,X,O,O,X,X,X
LZSIOTJ,X,O,O,X,X,X
LZSIOJT,X,O,O,X,X,X
LZSJTIO,X,O,X,X,X,X
LZSJTOI,X,O,X,X,X,X
LZSJITO,X,O,O,X,X,X
LZSJIOT,X,O,O,X,X,X
LZSJOTI,X,O,X,X,X,X
LZSJOIT,X,O,O,X,X,X
LZSOTIJ,X,O,O,O,X,X
LZSOTJI,X,O,X,O,X,X
LZSOITJ,X,O,O,O,X,X
LZSOIJT,X,O,O,X,X,X
LZSOJTI,X,O,X,X,X,X
LZSOJIT,X,O,O,X,X,X
LZOTIJS,X,O,X,O,O,O
LZOTISJ,X,O,X,X,X,X
LZOTJIS,X,O,X,O,O,O
LZOTJSI,X,O,X,O,O,O
LZOTSIJ,X,O,X,X,X,X
LZOTSJI,X,O,X,X,O,O
LZOITJS,X,O,O,O,X,O
LZOITSJ,X,O,O,X,X,X
LZOIJTS,X,O,X,X,X,O
LZOIJST,X,O,X,X,X,O
LZOISTJ,X,O,O,O,X,X
LZOISJT,X,O,O,X,X,X
LZOJTIS,X,O,X,X,O,O
LZOJTSI,X,O,X,X,O,O
LZOJITS,X,O,X,X,O,O
LZOJIST,X,O,X,X,X,O
LZOJSTI,X,O,X,X,X,O
LZOJSIT,X,O,X,X,X,O
LZOSTIJ,X,O,O,O,X,X
LZOSTJI,X,O,X,O,X,X
LZOSITJ,X,O,O,O,X,X
LZOSIJT,X,O,O,X,X,X
LZOSJTI,X,O,X,X,X,X
LZOSJIT,X,O,O,X,X,X
LOTIJSZ,O,O,X,O,X,X
LOTIJZS,O,O,X,O,O,X
LOTISJZ,O,X,X,O,X,X
LOTISZJ,O,O,X,O,X,X
LOTIZJS,O,O,X,O,O,X
LOTIZSJ,O,O,X,X,X,X
LOTJISZ,O,O,X,O,X,X
LOTJIZS,O,O,X,O,O,X
LOTJSIZ,O,O,X,O,X,X
LOTJSZI,O,O,X,O,O,X
LOTJZIS,O,O,X,O,O,X
LOTJZSI,O,O,X,O,O,X
LOTSIJZ,O,X,X,O,X,X
LOTSIZJ,O,O,X,O,X,X
LOTSJIZ,O,O,X,O,X,X
LOTSJZI,O,O,X,O,O,X
LOTSZIJ,O,O,X,O,X,X
LOTSZJI,O,O,X,O,O,X
LOTZIJS,O,O,X,O,O,X
LOTZISJ,O,O,X,X,X,X
LOTZJIS,O,O,X,O,O,X
LOTZJSI,O,O,X,O,O,X
LOTZSIJ,O,O,X,X,X,X
LOTZSJI,O,O,X,X,O,X
LOITJSZ,O,O,X,O,X,X
LOITJZS,O,O,X,O,X,X
LOITSJZ,O,X,X,O,X,X
LOITSZJ,O,O,X,O,X,X
LOITZJS,O,O,X,O,X,X
LOITZSJ,O,O,X,X,X,X
LOIJTSZ,O,O,X,O,X,X
LOIJTZS,O,O,X,O,X,X
LOIJSTZ,O,O,X,O,X,X
LOIJSZT,O,O,X,X,X,O
LOIJZTS,O,O,X,X,X,O
LOIJZST,O,O,X,X,X,O
LOISTJZ,O,X,X,O,X,X
LOISTZJ,O,O,X,O,X,X
LOISJTZ,O,O,X,O,X,X
LOISJZT,O,O,X,X,X,X
LOISZTJ,O,O,X,O,X,X
LOISZJT,O,O,X,X,X,X
LOIZTJS,O,O,X,O,X,O
LOIZTSJ,O,O,X,X,X,X
LOIZJTS,O,O,X,X,X,O
LOIZJST,O,O,X,X,X,O
LOIZSTJ,O,O,X,O,X,X
LOIZSJT,O,O,X,X,X,X
LOJTISZ,O,O,X,O,X,X
LOJTIZS,O,O,X,O,O,X
LOJTSIZ,O,O,X,O,X,X
LOJTSZI,O,O,X,O,O,X
LOJTZIS,O,O,X,O,O,X
LOJTZSI,O,O,X,O,O,X
LOJITSZ,O,O,X,O,X,X
LOJITZS,O,O,X,O,X,X
LOJISTZ,O,O,X,O,X,X
LOJISZT,O,O,X,X,X,O
LOJIZTS,O,O,X,X,O,O
LOJIZST,O,O,X,X,X,O
LOJSTIZ,O,O,X,O,X,X
LOJSTZI,O,O,X,O,X,X
LOJSITZ,O,O,X,O,X,X
LOJSIZT,O,O,X,X,X,O
LOJSZTI,O,O,X,X,X,O
LOJSZIT,O,O,X,X,X,O
LOJZTIS,O,O,X,X,O,O
LOJZTSI,O,O,X,X,O,O
LOJZITS,O,O,X,X,O,O
LOJZIST,O,O,X,X,X,O
LOJZSTI,O,O,X,X,X,O
LOJZSIT,O,O,X,X,X,O
LOSTIJZ,O,X,X,O,X,X
LOSTIZJ,O,O,X,O,X,X
LOSTJIZ,O,O,X,O,X,X
LOSTJZI,O,O,X,O,X,X
LOSTZIJ,O,O,X,O,X,X
LOSTZJI,O,O,X,O,X,X
LOSITJZ,O,X,X,O,X,X
LOSITZJ,O,O,X,O,X,X
LOSIJTZ,O,O,X,O,X,X
LOSIJZT,O,O,X,X,X,X
LOSIZTJ,O,O,X,O,X,X
LOSIZJT,O,O,X,X,X,X
LOSJTIZ,O,O,X,O,X,X
LOSJTZI,O,O,X,O,X,X
LOSJITZ,O,O,X,O,X,X
LOSJIZT,O,O,X,X,X,X
LOSJZTI,O,O,X,X,X,X
LOSJZIT,O,O,X,X,X,X
LOSZTIJ,O,O,X,O,X,X
LOSZTJI,O,O,X,O,X,X
LOSZITJ,O,O,X,O,X,X
LOSZIJT,O,O,X,X,X,X
LOSZJTI,O,O,X,X,X,X
LOSZJIT,O,O,X,X,X,X
LOZTIJS,O,O,X,O,O,O
LOZTISJ,O,O,X,X,X,X
LOZTJIS,O,O,X,O,O,O
LOZTJSI,O,O,X,O,O,O
LOZTSIJ,O,O,X,X,X,X
LOZTSJI,O,O,X,X,O,O
LOZITJS,O,O,X,O,X,O
LOZITSJ,O,O,X,X,X,X
LOZIJTS,O,O,X,X,X,O
LOZIJST,O,O,X,X,X,O
LOZISTJ,O,O,X,O,X,X
LOZISJT,O,O,X,X,X,X
LOZJTIS,O,O,X,X,O,O
LOZJTSI,O,O,X,X,O,O
LOZJITS,O,O,X,X,O,O
LOZJIST,O,O,X,X,X,O
LOZJSTI,O,O,X,X,X,O
LOZJSIT,O,O,X,X,X,O
LOZSTIJ,O,O,X,O,X,X
LOZSTJI,O,O,X,O,X,X
LOZSITJ,O,O,X,O,X,X
LOZSIJT,O,O,X,X,X,X
LOZSJTI,O,O,X,X,X,X
LOZSJIT,O,O,X,X,X,X
JTILSZO,O,O,O,X,X,X
JTILSOZ,O,X,O,X,X,X
JTILZSO,O,O,O,X,O,X
JTILZOS,O,O,O,X,O,X
JTILOSZ,O,X,X,O,X,X
JTILOZS,O,X,X,O,O,X
JTISLZO,O,O,O,X,X,X
JTISLOZ,O,X,O,X,X,X
JTISZLO,O,O,O,X,X,X
JTISZOL,O,O,O,X,X,X
JTISOLZ,O,X,O,O,X,X
JTISOZL,O,X,O,X,X,X
JTIZLSO,O,O,O,X,O,X
JTIZLOS,O,O,O,X,O,X
JTIZSLO,O,O,O,X,O,X
JTIZSOL,O,O,O,X,O,X
JTIZOLS,O,X,O,O,O,X
JTIZOSL,O,O,O,X,O,X
JTIOLSZ,O,X,X,O,X,X
JTIOLZS,O,X,X,O,O,X
JTIOSLZ,O,X,O,O,X,X
JTIOSZL,O,X,O,X,X,X
JTIOZLS,O,X,O,O,O,X
JTIOZSL,O,X,O,X,O,X
JTLISZO,O,O,X,X,X,X
JTLISOZ,O,X,X,X,X,X
JTLIZSO,O,O,X,X,O,X
JTLIZOS,O,O,X,X,O,X
JTLIOSZ,O,X,X,O,X,X
JTLIOZS,O,X,X,O,O,X
JTLSIZO,O,O,X,X,X,X
JTLSIOZ,O,X,X,X,X,X
JTLSZIO,O,O,X,X,O,X
JTLSZOI,O,O,X,X,O,X
JTLSOIZ,O,O,X,O,X,X
JTLSOZI,O,O,X,O,O,X
JTLZISO,O,O,X,X,O,X
JTLZIOS,O,O,X,X,O,X
JTLZSIO,O,O,X,X,O,X
JTLZSOI,O,O,X,X,O,X
JTLZOIS,X,O,X,O,O,X
JTLZOSI,O,O,X,O,O,X
JTLOISZ,O,O,X,O,X,X
JTLOIZS,O,O,X,O,O,X
JTLOSIZ,O,O,X,O,X,X
JTLOSZI,O,O,X,O,O,X
JTLOZIS,O,O,X,O,O,X
JTLOZSI,O,O,X,O,O,X
JTSILZO,O,O,O,X,X,X
JTSILOZ,O,X,O,X,X,X
JTSIZLO,O,O,O,X,X,X
JTSIZOL,O,O,O,X,X,X
JTSIOLZ,O,X,O,O,X,X
JTSIOZL,O,X,O,X,X,X
JTSLIZO,O,O,O,X,X,X
JTSLIOZ,O,X,O,X,X,X
JTSLZIO,O,O,X,X,O,X
JTSLZOI,O,O,X,X,O,X
JTSLOIZ,O,O,O,O,X,X
JTSLOZI,O,O,X,O,O,X
JTSZILO,O,O,X,X,O,X
JTSZIOL,O,O,X,X,O,O
JTSZLIO,O,O,X,X,O,X
JTSZLOI,O,O,X,X,O,O
JTSZOIL,O,O,X,X,O,O
JTSZOLI,O,O,X,X,O,O
JTSOILZ,O,O,O,O,X,X
JTSOIZL,O,O,O,X,X,O
JTSOLIZ,O,O,O,O,X,X
JTSOLZI,O,O,X,O,O,X
JTSOZIL,O,O,X,X,O,O
JTSOZLI,O,O,X,X,O,O
JTZILSO,O,O,X,X,O,X
JTZILOS,O,O,X,X,O,X
JTZISLO,O,O,X,X,O,X
JTZISOL,O,O,X,X,O,O
JTZIOLS,O,O,X,O,O,O
JTZIOSL,O,O,X,X,O,O
JTZLISO,O,O,X,X,O,X
JTZLIOS,O,O,X,X,O,X
JTZLSIO,O,O,X,X,O,X
JTZLSOI,O,O,X,X,O,O
JTZLOIS,X,O,X,O,O,O
JTZLOSI,O,O,X,O,O,O
JTZSILO,O,O,X,X,O,X
JTZSIOL,O,O,X,X,O,O
JTZSLIO,O,O,X,X,O,X
JTZSLOI,O,O,X,X,O,O
JTZSOIL,O,O,X,X,O,O
JTZSOLI,O,O,X,X,O,O
JTZOILS,O,O,X,O,O,O
JTZOISL,O,O,X,X,O,O
JTZOLIS,O,O,X,O,O,O
JTZOLSI,O,O,X,O,O,O
JTZOSIL,O,O,X,X,O,O
JTZOSLI,O,O,X,X,O,O
JTOILSZ,O,O,X,O,X,X
JTOILZS,O,O,X,O,O,X
JTOISLZ,O,O,X,O,X,X
JTOISZL,O,O,X,X,X,O
JTOIZLS,O,O,X,O,O,O
JTOIZSL,O,O,X,X,O,O
JTOLISZ,O,O,X,O,X,X
JTOLIZS,O,O,X,O,O,X
JTOLSIZ,O,O,X,O,X,X
JTOLSZI,O,O,X,O,O,X
JTOLZIS,O,O,X,O,O,X
JTOLZSI,O,O,X,O,O,X
JTOSILZ,O,O,X,O,X,X
JTOSIZL,O,O,X,X,X,O
JTOSLIZ,O,O,X,O,X,X
JTOSLZI,O,O,X,O,O,X
JTOSZIL,O,O,X,X,O,O
JTOSZLI,O,O,X,X,O,O
JTOZILS,O,O,X,O,O,O
JTOZISL,O,O,X,X,O,O
JTOZLIS,O,O,X,O,O,O
JTOZLSI,O,O,X,O,O,O
JTOZSIL,O,O,X,X,O,O
JTOZSLI,O,O,X,X,O,O
JITLSZO,O,O,O,X,X,X
JITLSOZ,O,X,O,X,X,X
JITLZSO,O,O,O,X,O,X
JITLZOS,O,O,O,X,O,X
JITLOSZ,O,X,X,X,X,X
JITLOZS,O,X,X,X,O,X
JITSLZO,O,O,O,X,X,X
JITSLOZ,O,X,O,X,X,X
JITSZLO,O,O,O,X,X,X
JITSZOL,O,O,O,X,X,X
JITSOLZ,O,X,O,X,X,X
JITSOZL,O,X,O,X,X,X
JITZLSO,O,O,O,X,O,X
JITZLOS,O,O,O,X,O,X
JITZSLO,O,O,O,X,O,X
JITZSOL,O,O,O,X,O,X
JITZOLS,O,X,O,X,O,X
JITZOSL,O,O,O,X,O,X
JITOLSZ,O,X,X,X,X,X
JITOLZS,O,X,X,X,O,X
JITOSLZ,O,X,O,X,X,X
JITOSZL,O,X,O,X,X,X
JITOZLS,O,X,O,X,O,X
JITOZSL,O,X,O,X,O,X
JILTSZO,O,O,O,X,X,X
JILTSOZ,O,X,O,X,X,X
JILTZSO,O,O,O,X,X,X
JILTZOS,O,O,O,X,X,X
JILTOSZ,O,X,X,X,X,X
JILTOZS,O,X,X,X,X,X
JILSTZO,O,O,O,X,X,X
JILSTOZ,O,X,O,X,X,X
JILSZTO,O,O,O,X,X,X
JILSZOT,X,O,O,X,X,X
JILSOTZ,O,O,O,X,X,X
JILSOZT,O,O,O,X,X,X
JILZTSO,O,O,X,X,O,X
JILZTOS,O,O,X,X,O,X
JILZSTO,O,O,X,X,X,X
JILZSOT,X,O,X,X,X,X
JILZOTS,X,O,X,X,O,X
JILZOST,X,O,X,X,X,X
JILOTSZ,O,O,X,X,X,X
JILOTZS,O,O,X,X,X,X
JILOSTZ,O,O,X,X,X,X
JILOSZT,O,O,X,X,X,X
JILOZTS,O,O,X,X,O,X
JILOZST,O,O,X,X,X,X
JISTLZO,O,O,O,X,X,X
JISTLOZ,O,X,O,X,X,X
JISTZLO,O,O,O,X,X,X
JISTZOL,O,O,O,X,X,X
JISTOLZ,O,X,O,X,X,X
JISTOZL,O,X,O,X,X,X
JISLTZO,O,O,O,X,X,X
JISLTOZ,O,X,O,X,X,X
JISLZTO,O,O,O,X,X,X
JISLZOT,X,O,O,X,X,X
JISLOTZ,O,O,O,X,X,X
JISLOZT,O,O,O,X,X,X
JISZTLO,O,O,O,X,O,X
JISZTOL,O,O,O,X,O,O
JISZLTO,O,O,O,X,X,X
JISZLOT,X,O,O,X,X,X
JISZOTL,O,O,O,X,O,O
JISZOLT,O,O,O,X,X,O
JISOTLZ,O,O,O,X,X,X
JISOTZL,O,O,O,X,X,O
JISOLTZ,O,O,O,X,X,X
JISOLZT,O,O,O,X,X,O
JISOZTL,O,O,O,X,O,O
JISOZLT,O,O,O,X,X,O
JIZTLSO,O,O,O,X,O,X
JIZTLOS,O,O,O,X,O,X
JIZTSLO,O,O,O,X,O,X
JIZTSOL,O,O,O,X,O,O
JIZTOLS,O,O,O,X,O,O
JIZTOSL,O,O,O,X,O,O
JIZLTSO,O,O,O,X,O,X
JIZLTOS,O,O,O,X,O,X
JIZLSTO,O,O,O,X,X,X
JIZLSOT,X,O,O,X,X,X
JIZLOTS,X,O,X,X,O,X
JIZLOST,X,O,X,X,X,X
JIZSTLO,O,O,O,X,O,X
JIZSTOL,O,O,O,X,O,O
JIZSLTO,O,O,O,X,X,X
JIZSLOT,X,O,O,X,X,X
JIZSOTL,O,O,O,X,O,O
JIZSOLT,O,O,O,X,X,O
JIZOTLS,O,O,X,X,O,O
JIZOTSL,O,O,X,X,O,O
JIZOLTS,O,O,X,X,O,O
JIZOLST,O,O,X,X,X,O
JIZOSTL,O,O,X,X,O,O
JIZOSLT,O,O,X,X,X,O
JIOTLSZ,O,O,X,X,X,X
JIOTLZS,O,O,X,X,O,X
JIOTSLZ,O,O,O,X,X,X
JIOTSZL,O,O,O,X,X,O
JIOTZLS,O,O,O,X,O,O
JIOTZSL,O,O,O,X,O,O
JIOLTSZ,O,O,X,X,X,X
JIOLTZS,O,O,X,X,X,X
JIOLSTZ,O,O,X,X,X,X
JIOLSZT,O,O,X,X,X,O
JIOLZTS,O,O,X,X,O,O
JIOLZST,O,O,X,X,X,O
JIOSTLZ,O,O,O,X,X,X
JIOSTZL,O,O,O,X,X,O
JIOSLTZ,O,O,O,X,X,X
JIOSLZT,O,O,O,X,X,O
JIOSZTL,O,O,O,X,O,O
JIOSZLT,O,O,O,X,X,O
JIOZTLS,O,O,X,X,O,O
JIOZTSL,O,O,X,X,O,O
JIOZLTS,O,O,X,X,O,O
JIOZLST,O,O,X,X,X,O
JIOZSTL,O,O,X,X,O,O
JIOZSLT,O,O,X,X,X,O
JLTISZO,O,O,X,X,X,X
JLTISOZ,O,X,X,X,X,X
JLTIZSO,O,O,X,X,O,X
JLTIZOS,O,O,X,X,O,X
JLTIOSZ,O,X,X,O,X,X
JLTIOZS,O,X,X,O,O,X
JLTSIZO,O,O,X,X,X,X
JLTSIOZ,O,X,X,X,X,X
JLTSZIO,O,O,X,X,O,X
JLTSZOI,O,O,X,X,O,X
JLTSOIZ,O,O,X,O,X,X
JLTSOZI,O,O,X,O,O,X
JLTZISO,O,O,X,X,O,X
JLTZIOS,O,O,X,X,O,X
JLTZSIO,O,O,X,X,O,X
JLTZSOI,O,O,X,X,O,X
JLTZOIS,X,O,X,O,O,X
JLTZOSI,O,O,X,O,O,X
JLTOISZ,O,O,X,O,X,X
JLTOIZS,O,O,X,O,O,X
JLTOSIZ,O,O,X,O,X,X
JLTOSZI,O,O,X,O,O,X
JLTOZIS,O,O,X,O,O,X
JLTOZSI,O,O,X,O,O,X
JLITSZO,O,O,O,X,X,X
JLITSOZ,O,X,O,X,X,X
JLITZSO,O,O,O,X,X,X
JLITZOS,O,O,O,X,X,X
JLITOSZ,O,X,X,X,X,X
JLITOZS,O,X,X,X,X,X
JLISTZO,O,O,O,X,X,X
JLISTOZ,O,X,O,X,X,X
JLISZTO,O,O,O,X,X,X
JLISZOT,X,O,O,X,X,X
JLISOTZ,O,O,O,X,X,X
JLISOZT,O,O,O,X,X,X
JLIZTSO,O,O,X,X,O,X
JLIZTOS,O,O,X,X,O,X
JLIZSTO,O,O,X,X,X,X
JLIZSOT,X,O,X,X,X,X
JLIZOTS,X,O,X,X,O,X
JLIZOST,X,O,X,X,X,X
JLIOTSZ,O,O,X,X,X,X
JLIOTZS,O,O,X,X,X,X
JLIOSTZ,O,O,X,X,X,X
JLIOSZT,O,O,X,X,X,X
JLIOZTS,O,O,X,X,O,X
JLIOZST,O,O,X,X,X,X
JLSTIZO,O,O,O,X,X,X
JLSTIOZ,X,X,O,O,X,X
JLSTZIO,O,O,X,X,X,X
JLSTZOI,O,O,X,O,X,X
JLSTOIZ,X,O,O,O,X,X
JLSTOZI,O,O,X,O,X,X
JLSITZO,O,O,O,X,X,X
JLSITOZ,O,X,O,X,X,X
JLSIZTO,O,O,O,X,X,X
JLSIZOT,X,O,O,X,X,X
JLSIOTZ,O,O,O,X,X,X
JLSIOZT,X,O,O,X,X,X
JLSZTIO,X,O,X,X,X,X
JLSZTOI,X,O,X,X,X,O
JLSZITO,X,O,O,X,X,X
JLSZIOT,X,O,O,X,X,X
JLSZOTI,X,O,X,X,X,O
JLSZOIT,X,O,O,X,X,O
JLSOTIZ,X,O,O,O,X,X
JLSOTZI,X,O,X,O,X,X
JLSOITZ,X,O,O,O,X,X
JLSOIZT,X,O,O,X,X,O
JLSOZTI,X,O,X,X,X,O
JLSOZIT,X,O,O,X,X,O
JLZTISO,O,O,X,X,O,X
JLZTIOS,X,O,X,X,O,X
JLZTSIO,O,O,X,X,O,X
JLZTSOI,O,O,X,X,O,O
JLZTOIS,X,O,X,X,O,O
JLZTOSI,O,O,X,X,O,O
JLZITSO,O,O,X,X,O,X
JLZITOS,O,O,X,X,O,X
JLZISTO,O,O,X,X,X,X
JLZISOT,X,O,X,X,X,X
JLZIOTS,X,O,X,X,O,X
JLZIOST,X,O,X,X,X,X
JLZSTIO,X,O,X,X,X,X
JLZSTOI,X,O,X,X,X,O
JLZSITO,X,O,X,X,X,X
JLZSIOT,X,O,X,X,X,X
JLZSOTI,X,O,X,X,X,O
JLZSOIT,X,O,X,X,X,O
JLZOTIS,X,O,X,X,O,O
JLZOTSI,X,O,X,X,O,O
JLZOITS,X,O,X,X,O,O
JLZOIST,X,O,X,X,X,O
JLZOSTI,X,O,X,X,X,O
JLZOSIT,X,O,X,X,X,O
JLOTISZ,O,O,X,O,X,X
JLOTIZS,O,O,X,O,O,X
JLOTSIZ,O,O,X,O,X,X
JLOTSZI,O,O,X,O,O,X
JLOTZIS,O,O,X,O,O,X
JLOTZSI,O,O,X,O,O,X
JLOITSZ,O,O,X,O,X,X
JLOITZS,O,O,X,O,X,X
JLOISTZ,O,O,X,O,X,X
JLOISZT,O,O,X,X,X,O
JLOIZTS,O,O,X,X,O,O
JLOIZST,O,O,X,X,X,O
JLOSTIZ,O,O,X,O,X,X
JLOSTZI,O,O,X,O,X,X
JLOSITZ,O,O,X,O,X,X
JLOSIZT,O,O,X,X,X,O
JLOSZTI,O,O,X,X,X,O
JLOSZIT,O,O,X,X,X,O
JLOZTIS,O,O,X,X,O,O
JLOZTSI,O,O,X,X,O,O
JLOZITS,O,O,X,X,O,O
JLOZIST,O,O,X,X,X,O
JLOZSTI,O,O,X,X,X,O
JLOZSIT,O,O,X,X,X,O
JSTILZO,O,O,O,X,X,X
JSTILOZ,X,X,O,O,X,X
JSTIZLO,O,O,O,X,X,X
JSTIZOL,X,O,O,O,X,X
JSTIOLZ,O,X,O,O,X,X
JSTIOZL,O,X,O,O,X,X
JSTLIZO,O,O,O,X,X,X
JSTLIOZ,X,X,O,O,X,X
JSTLZIO,O,O,X,X,O,X
JSTLZOI,O,O,X,O,O,X
JSTLOIZ,O,O,O,O,X,X
JSTLOZI,O,O,X,O,O,X
JSTZILO,O,O,X,X,O,X
JSTZIOL,X,O,X,O,O,O
JSTZLIO,O,O,X,X,O,X
JSTZLOI,O,O,X,O,O,O
JSTZOIL,O,O,X,O,O,O
JSTZOLI,O,O,X,O,O,O
JSTOILZ,O,O,O,O,X,X
JSTOIZL,O,O,O,O,X,O
JSTOLIZ,O,O,O,O,X,X
JSTOLZI,O,O,X,O,O,X
JSTOZIL,O,O,X,O,O,O
JSTOZLI,O,O,X,O,O,O
JSITLZO,O,O,O,X,X,X
JSITLOZ,O,X,O,X,X,X
JSITZLO,O,O,O,X,X,X
JSITZOL,O,O,O,X,X,X
JSITOLZ,O,X,O,X,X,X
JSITOZL,O,X,O,X,X,X
JSILTZO,O,O,O,X,X,X
JSILTOZ,O,X,O,X,X,X
JSILZTO,O,O,O,X,X,X
JSILZOT,X,O,O,X,X,X
JSILOTZ,O,O,O,X,X,X
JSILOZT,O,O,O,X,X,X
JSIZTLO,O,O,O,X,O,X
JSIZTOL,O,O,O,X,O,O
JSIZLTO,O,O,O,X,X,X
JSIZLOT,X,O,O,X,X,X
JSIZOTL,O,O,O,X,O,O
JSIZOLT,O,O,O,X,X,O
JSIOTLZ,O,O,O,X,X,X
JSIOTZL,O,O,O,X,X,O
JSIOLTZ,O,O,O,X,X,X
JSIOLZT,O,O,O,X,X,O
JSIOZTL,O,O,O,X,O,O
JSIOZLT,O,O,O,X,X,O
JSLTIZO,O,O,O,X,X,X
JSLTIOZ,X,X,O,O,X,X
JSLTZIO,O,O,X,X,X,X
JSLTZOI,O,O,X,O,X,X
JSLTOIZ,X,O,O,O,X,X
JSLTOZI,O,O,X,O,X,X
JSLITZO,O,O,O,X,X,X
JSLITOZ,O,X,O,X,X,X
JSLIZTO,O,O,O,X,X,X
JSLIZOT,X,O,O,X,X,X
JSLIOTZ,O,O,O,X,X,X
JSLIOZT,X,O,O,X,X,X
JSLZTIO,X,O,X,X,X,X
JSLZTOI,X,O,X,X,X,O
JSLZITO,X,O,O,X,X,X
JSLZIOT,X,O,O,X,X,X
JSLZOTI,X,O,X,X,X,O
JSLZOIT,X,O,O,X,X,O
JSLOTIZ,X,O,O,O,X,X
JSLOTZI,X,O,X,O,X,X
JSLOITZ,X,O,O,O,X,X
JSLOIZT,X,O,O,X,X,O
JSLOZTI,X,O,X,X,X,O
JSLOZIT,X,O,O,X,X,O
JSZTILO,X,O,X,X,O,X
JSZTIOL,X,O,X,X,O,O
JSZTLIO,X,O,X,X,O,X
JSZTLOI,X,O,X,X,O,O
JSZTOIL,X,O,X,X,O,O
JSZTOLI,X,O,X,X,O,O
JSZITLO,X,O,O,X,O,X
JSZITOL,X,O,O,X,O,O
JSZILTO,X,O,O,X,X,X
JSZILOT,X,O,O,X,X,X
JSZIOTL,X,O,O,X,O,O
JSZIOLT,X,O,O,X,X,O
JSZLTIO,X,O,X,X,X,X
JSZLTOI,X,O,X,X,X,O
JSZLITO,X,O,O,X,X,X
JSZLIOT,X,O,O,X,X,X
JSZLOTI,X,O,X,X,X,O
JSZLOIT,X,O,O,X,X,O
JSZOTIL,X,O,X,X,O,O
JSZOTLI,X,O,X,X,O,O
JSZOITL,X,O,O,X,O,O
JSZOILT,X,O,O,X,X,O
JSZOLTI,X,O,X,X,X,O
JSZOLIT,X,O,O,X,X,O
JSOTILZ,O,O,O,O,X,X
JSOTIZL,O,O,O,O,X,O
JSOTLIZ,O,O,O,O,X,X
JSOTLZI,O,O,X,O,O,X
JSOTZIL,O,O,X,O,O,O
JSOTZLI,O,O,X,O,O,O
JSOITLZ,O,O,O,O,X,X
JSOITZL,O,O,O,O,X,O
JSOILTZ,O,O,O,O,X,X
JSOILZT,O,O,O,X,X,O
JSOIZTL,O,O,O,X,O,O
JSOIZLT,O,O,O,X,X,O
JSOLTIZ,O,O,O,O,X,X
JSOLTZI,O,O,X,O,X,X
JSOLITZ,O,O,O,O,X,X
JSOLIZT,O,O,O,X,X,O
JSOLZTI,O,O,X,X,X,O
JSOLZIT,O,O,O,X,X,O
JSOZTIL,O,O,X,X,O,O
JSOZTLI,O,O,X,X,O,O
JSOZITL,O,O,O,X,O,O
JSOZILT,O,O,O,X,X,O
JSOZLTI,O,O,X,X,X,O
JSOZLIT,O,O,O,X,X,O
JZTILSO,O,O,X,X,O,X
JZTILOS,X,O,X,X,O,X
JZTISLO,O,O,X,X,O,X
JZTISOL,X,O,X,X,O,O
JZTIOLS,X,O,X,X,O,O
JZTIOSL,X,O,X,X,O,O
JZTLISO,O,O,X,X,O,X
JZTLIOS,X,O,X,X,O,X
JZTLSIO,O,O,X,X,O,X
JZTLSOI,O,O,X,X,O,O
JZTLOIS,X,O,X,X,O,O
JZTLOSI,O,O,X,X,O,O
JZTSILO,O,O,X,X,O,X
JZTSIOL,X,O,X,X,O,O
JZTSLIO,O,O,X,X,O,X
