sequence,v115@DhB8GeC8GeC8CeA8CeB8BeA8JeZEJvhFUgBFhBTjBW?qByvBXtB,v115@DhB8GeC8GeC8CeA8CeB8BeA8JeZEJvhFUgBFhB6oBf?qBetBzqB,v115@DhB8GeC8GeC8CeA8CeB8BeA8JeZEJvhFzfBFhB6oBf?rBetBUqB,v115@DhB8GeC8GeC8CeA8CeB8BeA8JeZEJvhFUgBFhBWqBT?oByvBXtB,v115@DhB8GeC8GeC8CeA8CeB8BeA8JexAJvhF0kBllBToBO?pByvBXtB,v115@DhB8GeC8GeC8CeA8CeB8BeA8JeZEJvhFqkBFhBTjB0?lBXtB2vB,v115@DhB8GeC8GeC8CeA8CeB8BeA8JeZEJvhFCgBllBToBO?rBUqBXtB
ZOLIJTS,X,X,O,O,X,X,X
ZOLIJST,X,X,O,O,X,X,X
ZOLISTJ,X,X,O,X,X,X,X
ZOLISJT,X,X,O,X,X,X,X
ZOLJTIS,X,X,O,O,O,X,X
ZOLJTSI,X,X,O,O,O,X,X
ZOLJITS,X,X,O,O,X,X,X
ZOLJIST,X,X,O,O,X,X,X
ZOLJSTI,X,X,O,O,X,X,X
ZOLJSIT,X,X,O,O,X,X,X
ZOLSTIJ,X,X,O,X,O,X,X
ZOLSTJI,X,X,O,X,O,X,X
ZOLSITJ,X,X,O,X,X,X,X
ZOLSIJT,X,X,O,X,X,X,X
ZOLSJTI,X,X,O,X,X,X,X
ZOLSJIT,X,X,O,X,X,X,X
ZOJTILS,X,O,O,X,O,X,O
ZOJTISL,X,O,O,X,X,X,X
ZOJTLIS,X,O,O,X,O,X,O
ZOJTLSI,X,O,O,X,O,X,X
ZOJTSIL,X,O,O,X,X,X,X
ZOJTSLI,X,O,O,X,O,X,X
ZOJITLS,X,O,O,X,X,X,O
ZOJITSL,X,O,O,X,X,X,X
ZOJILTS,X,O,O,O,X,X,X
ZOJILST,X,O,O,O,X,X,X
ZOJISTL,X,O,O,X,X,X,X
ZOJISLT,X,O,O,X,X,X,X
ZOJLTIS,X,O,O,O,O,X,X
ZOJLTSI,X,O,O,O,O,X,X
ZOJLITS,X,O,O,O,X,X,X
ZOJLIST,X,O,O,O,X,X,X
ZOJLSTI,X,O,O,O,X,X,X
ZOJLSIT,X,O,O,O,X,X,X
ZOJSTIL,X,O,O,X,X,X,X
ZOJSTLI,X,O,O,X,X,X,X
ZOJSITL,X,O,O,X,X,X,X
ZOJSILT,X,O,O,X,X,X,X
ZOJSLTI,X,O,O,X,X,X,X
ZOJSLIT,X,O,O,X,X,X,X
ZOSTILJ,X,O,O,X,X,X,O
ZOSTIJL,X,O,O,X,X,X,X
ZOSTLIJ,X,O,O,X,O,X,O
ZOSTLJI,X,O,O,X,O,X,X
ZOSTJIL,X,O,O,X,X,X,X
ZOSTJLI,X,O,O,X,O,X,X
ZOSITLJ,X,O,O,X,X,X,O
ZOSITJL,X,O,O,X,X,X,X
ZOSILTJ,X,O,O,X,X,X,X
ZOSILJT,X,O,O,X,X,X,X
ZOSIJTL,X,O,O,X,X,X,X
ZOSIJLT,X,O,O,X,X,X,X
ZOSLTIJ,X,O,O,X,O,X,X
ZOSLTJI,X,O,O,X,O,X,X
ZOSLITJ,X,O,O,X,X,X,X
ZOSLIJT,X,O,O,X,X,X,X
ZOSLJTI,X,O,O,X,X,X,X
ZOSLJIT,X,O,O,X,X,X,X
ZOSJTIL,X,O,O,X,X,X,X
ZOSJTLI,X,O,O,X,X,X,X
ZOSJITL,X,O,O,X,X,X,X
ZOSJILT,X,O,O,X,X,X,X
ZOSJLTI,X,O,O,X,X,X,X
ZOSJLIT,X,O,O,X,X,X,X
OTILJSZ,O,O,X,O,X,X,X
OTILJZS,O,O,X,O,O,X,X
OTILSJZ,O,O,X,O,X,X,X
OTILSZJ,O,O,X,X,O,X,X
OTILZJS,X,X,X,O,O,X,X
OTILZSJ,X,X,X,X,O,X,X
OTIJLSZ,X,O,O,O,X,X,X
OTIJLZS,X,O,X,O,X,X,X
OTIJSLZ,O,O,O,X,X,X,X
OTIJSZL,O,O,O,X,X,X,X
OTIJZLS,X,O,X,X,X,X,X
OTIJZSL,O,O,X,X,X,X,X
OTISLJZ,O,O,X,O,X,X,X
OTISLZJ,O,O,X,X,X,X,X
OTISJLZ,O,O,O,X,X,X,X
OTISJZL,O,O,O,X,X,X,X
OTISZLJ,O,O,O,X,X,X,X
OTISZJL,O,O,O,X,X,X,X
OTIZLJS,X,X,X,O,X,X,O
OTIZLSJ,X,X,X,X,X,X,O
OTIZJLS,X,O,X,X,X,X,O
OTIZJSL,X,O,X,X,X,X,X
OTIZSLJ,X,O,X,X,X,X,O
OTIZSJL,X,O,X,X,X,X,X
OTLIJSZ,O,O,X,O,X,X,X
OTLIJZS,O,O,X,O,O,X,X
OTLISJZ,O,O,X,O,X,X,X
OTLISZJ,O,O,X,X,O,X,X
OTLIZJS,X,X,X,O,O,X,X
OTLIZSJ,X,X,X,X,O,X,X
OTLJISZ,O,O,X,O,X,X,X
OTLJIZS,O,O,X,O,O,X,X
OTLJSIZ,O,O,X,O,X,X,X
OTLJSZI,O,O,X,O,X,X,X
OTLJZIS,O,O,X,O,O,X,X
OTLJZSI,O,O,X,O,O,X,X
OTLSIJZ,O,O,X,O,X,X,X
OTLSIZJ,O,O,X,X,O,X,X
OTLSJIZ,O,O,X,O,X,X,X
OTLSJZI,O,O,X,O,X,X,X
OTLSZIJ,O,O,X,X,O,X,X
OTLSZJI,O,O,X,X,O,X,X
OTLZIJS,X,X,X,O,O,X,X
OTLZISJ,X,X,X,X,O,X,X
OTLZJIS,X,X,X,O,O,X,X
OTLZJSI,X,X,X,O,O,X,X
OTLZSIJ,X,X,X,X,O,X,X
OTLZSJI,X,X,X,X,O,X,X
OTJILSZ,X,O,O,O,X,X,X
OTJILZS,X,O,X,O,X,X,X
OTJISLZ,O,O,O,X,X,X,X
OTJISZL,O,O,O,X,X,X,X
OTJIZLS,X,O,X,X,X,X,X
OTJIZSL,O,O,X,X,X,X,X
OTJLISZ,X,O,O,O,X,X,X
OTJLIZS,X,O,X,O,X,X,X
OTJLSIZ,X,O,O,O,X,X,X
OTJLSZI,X,O,X,O,X,X,X
OTJLZIS,X,O,X,O,X,X,X
OTJLZSI,X,O,X,O,X,X,X
OTJSILZ,O,O,O,X,X,X,X
OTJSIZL,O,O,O,X,X,X,X
OTJSLIZ,O,O,O,X,X,X,X
OTJSLZI,O,O,X,X,X,X,X
OTJSZIL,O,O,X,X,X,X,X
OTJSZLI,O,O,X,X,X,X,X
OTJZILS,X,O,X,X,X,X,X
OTJZISL,O,O,X,X,X,X,X
OTJZLIS,X,O,X,X,X,X,X
OTJZLSI,X,O,X,X,X,X,X
OTJZSIL,O,O,X,X,X,X,X
OTJZSLI,O,O,X,X,X,X,X
OTSILJZ,O,O,X,O,X,X,X
OTSILZJ,O,O,X,X,X,X,X
OTSIJLZ,O,O,O,X,X,X,X
OTSIJZL,O,O,O,X,X,X,X
OTSIZLJ,O,O,O,X,X,X,X
OTSIZJL,O,O,O,X,X,X,X
OTSLIJZ,O,O,X,O,X,X,X
OTSLIZJ,O,O,X,X,X,X,X
OTSLJIZ,O,O,X,O,X,X,X
OTSLJZI,O,O,X,O,X,X,X
OTSLZIJ,O,O,X,X,X,X,X
OTSLZJI,O,O,X,X,X,X,X
OTSJILZ,O,O,O,X,X,X,X
OTSJIZL,O,O,O,X,X,X,X
OTSJLIZ,O,O,O,X,X,X,X
OTSJLZI,O,O,X,X,X,X,X
OTSJZIL,O,O,X,X,X,X,X
OTSJZLI,O,O,X,X,X,X,X
OTSZILJ,O,O,X,X,X,X,X
OTSZIJL,O,O,X,X,X,X,X
OTSZLIJ,O,O,X,X,X,X,X
OTSZLJI,O,O,X,X,X,X,X
OTSZJIL,O,O,X,X,X,X,X
OTSZJLI,O,O,X,X,X,X,X
OTZILJS,X,X,X,O,O,X,O
OTZILSJ,X,X,X,X,O,X,O
OTZIJLS,X,O,X,X,O,X,O
OTZIJSL,X,O,X,X,X,X,X
OTZISLJ,X,O,X,X,X,X,O
OTZISJL,X,O,X,X,X,X,X
OTZLIJS,X,X,X,O,O,X,O
OTZLISJ,X,X,X,X,O,X,O
OTZLJIS,X,X,X,O,O,X,O
OTZLJSI,X,X,X,O,O,X,X
OTZLSIJ,X,X,X,X,O,X,O
OTZLSJI,X,X,X,X,O,X,X
OTZJILS,X,O,X,X,O,X,O
OTZJISL,X,O,X,X,X,X,X
OTZJLIS,X,O,X,X,O,X,O
OTZJLSI,X,O,X,X,O,X,X
OTZJSIL,X,O,X,X,X,X,X
OTZJSLI,X,O,X,X,O,X,X
OTZSILJ,X,O,X,X,X,X,O
OTZSIJL,X,O,X,X,X,X,X
OTZSLIJ,X,O,X,X,O,X,O
OTZSLJI,X,O,X,X,O,X,X
OTZSJIL,X,O,X,X,X,X,X
OTZSJLI,X,O,X,X,O,X,X
OITLJSZ,O,O,X,O,X,X,X
OITLJZS,O,O,X,O,O,X,X
OITLSJZ,O,O,X,O,X,X,X
OITLSZJ,O,O,X,X,O,X,X
OITLZJS,X,X,X,O,O,X,X
OITLZSJ,X,X,X,X,O,X,X
OITJLSZ,X,O,O,O,X,X,X
OITJLZS,X,O,X,O,X,X,X
OITJSLZ,O,O,O,X,X,X,X
OITJSZL,O,O,O,X,X,X,X
OITJZLS,X,O,X,X,X,X,X
OITJZSL,O,O,X,X,X,X,X
OITSLJZ,O,O,X,O,X,X,X
OITSLZJ,O,O,X,X,X,X,X
OITSJLZ,O,O,O,X,X,X,X
OITSJZL,O,O,O,X,X,X,X
OITSZLJ,O,O,O,X,X,X,X
OITSZJL,O,O,O,X,X,X,X
OITZLJS,X,X,X,O,X,X,O
OITZLSJ,X,X,X,X,X,X,O
OITZJLS,X,O,X,X,X,X,O
OITZJSL,X,O,X,X,X,X,X
OITZSLJ,X,O,X,X,X,X,O
OITZSJL,X,O,X,X,X,X,X
OILTJSZ,O,O,X,O,X,X,X
OILTJZS,O,O,X,O,O,X,X
OILTSJZ,O,O,X,O,X,X,X
OILTSZJ,O,O,X,X,O,X,X
OILTZJS,X,X,X,O,O,X,X
OILTZSJ,X,X,X,X,O,X,X
OILJTSZ,O,O,X,O,X,X,X
OILJTZS,O,O,X,O,O,X,X
OILJSTZ,O,O,X,O,X,X,X
OILJSZT,O,O,X,O,X,X,X
OILJZTS,O,O,X,O,X,X,X
OILJZST,O,O,X,O,X,X,X
OILSTJZ,O,O,X,O,X,X,X
OILSTZJ,O,O,X,X,O,O,X
OILSJTZ,O,O,X,O,X,X,X
OILSJZT,O,O,X,O,X,O,X
OILSZTJ,O,O,X,X,X,O,X
OILSZJT,O,O,X,X,X,O,X
OILZTJS,X,X,X,O,O,X,O
OILZTSJ,X,X,X,X,O,O,O
OILZJTS,X,X,X,O,X,X,X
OILZJST,X,X,X,O,X,X,X
OILZSTJ,X,X,X,X,X,O,X
OILZSJT,X,X,X,X,X,O,X
OIJTLSZ,X,O,O,O,X,X,X
OIJTLZS,X,O,X,O,X,X,X
OIJTSLZ,O,O,O,X,X,X,X
OIJTSZL,O,O,O,X,X,X,X
OIJTZLS,X,O,X,X,X,X,X
OIJTZSL,O,O,X,X,X,X,X
OIJLTSZ,O,O,O,O,X,X,X
OIJLTZS,O,O,X,O,O,X,X
OIJLSTZ,O,O,O,O,X,X,X
OIJLSZT,O,O,O,O,X,X,X
OIJLZTS,O,O,O,O,X,X,X
OIJLZST,O,O,O,O,X,X,X
OIJSTLZ,O,O,O,X,X,X,X
OIJSTZL,O,O,O,X,X,X,X
OIJSLTZ,O,O,O,O,X,X,X
OIJSLZT,O,O,O,O,X,X,X
OIJSZTL,O,O,O,X,X,X,X
OIJSZLT,O,O,O,X,X,X,X
OIJZTLS,X,O,O,X,X,X,O
OIJZTSL,O,O,O,X,X,X,X
OIJZLTS,X,O,O,O,X,X,X
OIJZLST,X,O,O,O,X,X,X
OIJZSTL,O,O,O,X,X,X,X
OIJZSLT,O,O,O,X,X,X,X
OISTLJZ,O,O,X,O,X,X,X
OISTLZJ,O,O,X,X,X,O,X
OISTJLZ,O,O,O,X,X,X,X
OISTJZL,O,O,O,X,X,X,X
OISTZLJ,O,O,O,X,X,X,X
OISTZJL,O,O,O,X,X,X,X
OISLTJZ,O,O,X,O,X,X,X
OISLTZJ,O,O,X,X,O,O,X
OISLJTZ,O,O,X,O,X,X,X
OISLJZT,O,O,X,O,X,O,X
OISLZTJ,O,O,X,X,X,O,X
OISLZJT,O,O,X,X,X,O,X
OISJTLZ,O,O,O,X,X,X,X
OISJTZL,O,O,O,X,X,X,X
OISJLTZ,O,O,O,O,X,X,X
OISJLZT,O,O,O,O,X,O,X
OISJZTL,O,O,O,X,X,X,X
OISJZLT,O,O,O,X,X,X,X
OISZTLJ,O,O,O,X,X,X,O
OISZTJL,O,O,O,X,X,X,X
OISZLTJ,O,O,O,X,X,O,X
OISZLJT,O,O,O,X,X,O,X
OISZJTL,O,O,O,X,X,X,X
OISZJLT,O,O,O,X,X,X,X
OIZTLJS,X,X,X,O,O,X,O
OIZTLSJ,X,X,X,X,O,X,O
OIZTJLS,X,O,O,X,O,X,O
OIZTJSL,X,O,O,X,X,X,X
OIZTSLJ,X,O,O,X,X,X,O
OIZTSJL,X,O,O,X,X,X,X
OIZLTJS,X,X,X,O,O,X,O
OIZLTSJ,X,X,X,X,O,X,O
OIZLJTS,X,X,O,O,X,X,X
OIZLJST,X,X,O,O,X,X,X
OIZLSTJ,X,X,O,X,X,X,X
OIZLSJT,X,X,O,X,X,X,X
OIZJTLS,X,O,O,X,X,X,O
OIZJTSL,X,O,O,X,X,X,X
OIZJLTS,X,O,O,O,X,X,X
OIZJLST,X,O,O,O,X,X,X
OIZJSTL,X,O,O,X,X,X,X
OIZJSLT,X,O,O,X,X,X,X
OIZSTLJ,X,O,O,X,X,X,O
OIZSTJL,X,O,O,X,X,X,X
OIZSLTJ,X,O,O,X,X,X,X
OIZSLJT,X,O,O,X,X,X,X
OIZSJTL,X,O,O,X,X,X,X
OIZSJLT,X,O,O,X,X,X,X
OLTIJSZ,O,O,X,O,X,X,X
OLTIJZS,O,O,X,O,O,X,X
OLTISJZ,O,O,X,O,X,X,X
OLTISZJ,O,O,X,X,O,X,X
OLTIZJS,X,X,X,O,O,X,X
OLTIZSJ,X,X,X,X,O,X,X
OLTJISZ,O,O,X,O,X,X,X
OLTJIZS,O,O,X,O,O,X,X
OLTJSIZ,O,O,X,O,X,X,X
OLTJSZI,O,O,X,O,X,X,X
OLTJZIS,O,O,X,O,O,X,X
OLTJZSI,O,O,X,O,O,X,X
OLTSIJZ,O,O,X,O,X,X,X
OLTSIZJ,O,O,X,X,O,X,X
OLTSJIZ,O,O,X,O,X,X,X
OLTSJZI,O,O,X,O,X,X,X
OLTSZIJ,O,O,X,X,O,X,X
OLTSZJI,O,O,X,X,O,X,X
OLTZIJS,X,X,X,O,O,X,X
OLTZISJ,X,X,X,X,O,X,X
OLTZJIS,X,X,X,O,O,X,X
OLTZJSI,X,X,X,O,O,X,X
OLTZSIJ,X,X,X,X,O,X,X
OLTZSJI,X,X,X,X,O,X,X
OLITJSZ,O,O,X,O,X,X,X
OLITJZS,O,O,X,O,O,X,X
OLITSJZ,O,O,X,O,X,X,X
OLITSZJ,O,O,X,X,O,X,X
OLITZJS,X,X,X,O,O,X,X
OLITZSJ,X,X,X,X,O,X,X
OLIJTSZ,O,O,X,O,X,X,X
OLIJTZS,O,O,X,O,O,X,X
OLIJSTZ,O,O,X,O,X,X,X
OLIJSZT,O,O,X,O,X,X,X
OLIJZTS,O,O,X,O,X,X,X
OLIJZST,O,O,X,O,X,X,X
OLISTJZ,O,O,X,O,X,X,X
OLISTZJ,O,O,X,X,O,O,X
OLISJTZ,O,O,X,O,X,X,X
OLISJZT,O,O,X,O,X,O,X
OLISZTJ,O,O,X,X,X,O,X
OLISZJT,O,O,X,X,X,O,X
OLIZTJS,X,X,X,O,O,X,O
OLIZTSJ,X,X,X,X,O,O,O
OLIZJTS,X,X,X,O,X,X,X
OLIZJST,X,X,X,O,X,X,X
OLIZSTJ,X,X,X,X,X,O,X
OLIZSJT,X,X,X,X,X,O,X
OLJTISZ,O,O,X,O,X,X,X
OLJTIZS,O,O,X,O,O,X,X
OLJTSIZ,O,O,X,O,X,X,X
OLJTSZI,O,O,X,O,X,X,X
OLJTZIS,O,O,X,O,O,X,X
OLJTZSI,O,O,X,O,O,X,X
OLJITSZ,O,O,X,O,X,X,X
OLJITZS,O,O,X,O,O,X,X
OLJISTZ,O,O,X,O,X,X,X
OLJISZT,O,O,X,O,X,X,X
OLJIZTS,O,O,X,O,X,X,X
OLJIZST,O,O,X,O,X,X,X
OLJSTIZ,O,O,X,O,X,X,X
OLJSTZI,O,O,X,O,X,X,X
OLJSITZ,O,O,X,O,X,X,X
OLJSIZT,O,O,X,O,X,X,X
OLJSZTI,O,O,X,O,X,X,X
OLJSZIT,O,O,X,O,X,X,X
OLJZTIS,O,O,X,O,O,X,X
OLJZTSI,O,O,X,O,O,X,X
OLJZITS,O,O,X,O,X,X,X
OLJZIST,O,O,X,O,X,X,X
OLJZSTI,O,O,X,O,X,X,X
OLJZSIT,O,O,X,O,X,X,X
OLSTIJZ,O,O,X,O,X,X,X
OLSTIZJ,O,O,X,X,O,O,X
OLSTJIZ,O,O,X,O,X,X,X
OLSTJZI,O,O,X,O,X,X,X
OLSTZIJ,O,O,X,X,O,O,X
OLSTZJI,O,O,X,X,O,O,X
OLSITJZ,O,O,X,O,X,X,X
OLSITZJ,O,O,X,X,O,O,X
OLSIJTZ,O,O,X,O,X,X,X
OLSIJZT,O,O,X,O,X,O,X
OLSIZTJ,O,O,X,X,X,O,X
OLSIZJT,O,O,X,X,X,O,X
OLSJTIZ,O,O,X,O,X,X,X
OLSJTZI,O,O,X,O,X,X,X
OLSJITZ,O,O,X,O,X,X,X
OLSJIZT,O,O,X,O,X,O,X
OLSJZTI,O,O,X,O,X,O,X
OLSJZIT,O,O,X,O,X,O,X
OLSZTIJ,O,O,X,X,O,O,X
OLSZTJI,O,O,X,X,O,O,X
OLSZITJ,O,O,X,X,X,O,X
OLSZIJT,O,O,X,X,X,O,X
OLSZJTI,O,O,X,X,X,O,X
OLSZJIT,O,O,X,X,X,O,X
OLZTIJS,X,X,X,O,O,X,O
OLZTISJ,X,X,X,X,O,O,O
OLZTJIS,X,X,X,O,O,X,O
OLZTJSI,X,X,X,O,O,X,X
OLZTSIJ,X,X,X,X,O,O,O
OLZTSJI,X,X,X,X,O,O,X
OLZITJS,X,X,X,O,O,X,O
OLZITSJ,X,X,X,X,O,O,O
OLZIJTS,X,X,X,O,X,X,X
OLZIJST,X,X,X,O,X,X,X
OLZISTJ,X,X,X,X,X,O,X
OLZISJT,X,X,X,X,X,O,X
OLZJTIS,X,X,X,O,O,X,X
OLZJTSI,X,X,X,O,O,X,X
OLZJITS,X,X,X,O,X,X,X
OLZJIST,X,X,X,O,X,X,X
OLZJSTI,X,X,X,O,X,X,X
OLZJSIT,X,X,X,O,X,X,X
OLZSTIJ,X,X,X,X,O,O,X
OLZSTJI,X,X,X,X,O,O,X
OLZSITJ,X,X,X,X,X,O,X
OLZSIJT,X,X,X,X,X,O,X
OLZSJTI,X,X,X,X,X,O,X
OLZSJIT,X,X,X,X,X,O,X
OJTILSZ,X,O,O,O,X,X,X
OJTILZS,X,O,X,O,X,X,X
OJTISLZ,O,O,O,X,X,X,X
OJTISZL,O,O,O,X,X,X,X
OJTIZLS,X,O,X,X,X,X,X
OJTIZSL,O,O,X,X,X,X,X
OJTLISZ,X,O,O,O,X,X,X
OJTLIZS,X,O,X,O,X,X,X
OJTLSIZ,X,O,O,O,X,X,X
OJTLSZI,X,O,X,O,X,X,X
OJTLZIS,X,O,X,O,X,X,X
OJTLZSI,X,O,X,O,X,X,X
OJTSILZ,O,O,O,X,X,X,X
OJTSIZL,O,O,O,X,X,X,X
OJTSLIZ,O,O,O,X,X,X,X
OJTSLZI,O,O,X,X,X,X,X
OJTSZIL,O,O,X,X,X,X,X
OJTSZLI,O,O,X,X,X,X,X
OJTZILS,X,O,X,X,X,X,X
OJTZISL,O,O,X,X,X,X,X
OJTZLIS,X,O,X,X,X,X,X
OJTZLSI,X,O,X,X,X,X,X
OJTZSIL,O,O,X,X,X,X,X
OJTZSLI,O,O,X,X,X,X,X
OJITLSZ,X,O,O,O,X,X,X
OJITLZS,X,O,X,O,X,X,X
OJITSLZ,O,O,O,X,X,X,X
OJITSZL,O,O,O,X,X,X,X
OJITZLS,X,O,X,X,X,X,X
OJITZSL,O,O,X,X,X,X,X
OJILTSZ,O,O,O,O,X,X,X
OJILTZS,O,O,X,O,O,X,X
OJILSTZ,O,O,O,O,X,X,X
OJILSZT,O,O,O,O,X,X,X
OJILZTS,O,O,O,O,X,X,X
OJILZST,O,O,O,O,X,X,X
OJISTLZ,O,O,O,X,X,X,X
OJISTZL,O,O,O,X,X,X,X
OJISLTZ,O,O,O,O,X,X,X
OJISLZT,O,O,O,O,X,X,X
OJISZTL,O,O,O,X,X,X,X
OJISZLT,O,O,O,X,X,X,X
OJIZTLS,X,O,O,X,X,X,O
OJIZTSL,O,O,O,X,X,X,X
OJIZLTS,X,O,O,O,X,X,X
OJIZLST,X,O,O,O,X,X,X
OJIZSTL,O,O,O,X,X,X,X
OJIZSLT,O,O,O,X,X,X,X
OJLTISZ,O,O,O,O,X,X,X
OJLTIZS,O,O,X,O,O,X,X
OJLTSIZ,O,O,O,O,X,X,X
OJLTSZI,O,O,X,O,X,X,X
OJLTZIS,O,O,X,O,O,X,X
OJLTZSI,O,O,X,O,O,X,X
OJLITSZ,O,O,O,O,X,X,X
OJLITZS,O,O,X,O,O,X,X
OJLISTZ,O,O,O,O,X,X,X
OJLISZT,O,O,O,O,X,X,X
OJLIZTS,O,O,O,O,X,X,X
OJLIZST,O,O,O,O,X,X,X
OJLSTIZ,O,O,O,O,X,X,X
OJLSTZI,O,O,X,O,X,X,X
OJLSITZ,O,O,O,O,X,X,X
OJLSIZT,O,O,O,O,X,X,X
OJLSZTI,O,O,X,O,X,X,X
OJLSZIT,O,O,X,O,X,X,X
OJLZTIS,O,O,O,O,O,X,X
OJLZTSI,O,O,O,O,O,X,X
OJLZITS,O,O,O,O,X,X,X
OJLZIST,O,O,O,O,X,X,X
OJLZSTI,O,O,O,O,X,X,X
OJLZSIT,O,O,O,O,X,X,X
OJSTILZ,O,O,O,X,X,X,X
OJSTIZL,O,O,O,X,X,X,X
OJSTLIZ,O,O,O,X,X,X,X
OJSTLZI,O,O,X,X,X,X,X
OJSTZIL,O,O,X,X,X,X,X
OJSTZLI,O,O,X,X,X,X,X
OJSITLZ,O,O,O,X,X,X,X
OJSITZL,O,O,O,X,X,X,X
OJSILTZ,O,O,O,O,X,X,X
OJSILZT,O,O,O,O,X,X,X
OJSIZTL,O,O,O,X,X,X,X
OJSIZLT,O,O,O,X,X,X,X
OJSLTIZ,O,O,O,O,X,X,X
OJSLTZI,O,O,X,O,X,X,X
OJSLITZ,O,O,O,O,X,X,X
OJSLIZT,O,O,O,O,X,X,X
OJSLZTI,O,O,X,O,X,X,X
OJSLZIT,O,O,X,O,X,X,X
OJSZTIL,O,O,X,X,X,X,X
OJSZTLI,O,O,X,X,X,X,X
OJSZITL,O,O,X,X,X,X,X
OJSZILT,O,O,X,X,X,X,X
OJSZLTI,O,O,X,X,X,X,X
OJSZLIT,O,O,X,X,X,X,X
OJZTILS,X,O,O,X,O,X,O
OJZTISL,O,O,O,X,X,X,X
OJZTLIS,X,O,O,X,O,X,O
OJZTLSI,X,O,O,X,O,X,X
OJZTSIL,O,O,O,X,X,X,X
OJZTSLI,O,O,O,X,O,X,X
OJZITLS,X,O,O,X,X,X,O
OJZITSL,O,O,O,X,X,X,X
OJZILTS,X,O,O,O,X,X,X
OJZILST,X,O,O,O,X,X,X
OJZISTL,O,O,O,X,X,X,X
OJZISLT,O,O,O,X,X,X,X
OJZLTIS,X,O,O,O,O,X,X
OJZLTSI,X,O,O,O,O,X,X
OJZLITS,X,O,O,O,X,X,X
OJZLIST,X,O,O,O,X,X,X
OJZLSTI,X,O,O,O,X,X,X
OJZLSIT,X,O,O,O,X,X,X
OJZSTIL,O,O,O,X,X,X,X
OJZSTLI,O,O,O,X,X,X,X
OJZSITL,O,O,O,X,X,X,X
OJZSILT,O,O,O,X,X,X,X
OJZSLTI,O,O,O,X,X,X,X
OJZSLIT,O,O,O,X,X,X,X
OSTILJZ,O,O,X,O,X,X,X
OSTILZJ,O,O,X,X,X,O,X
OSTIJLZ,O,O,O,X,X,X,X
OSTIJZL,O,O,O,X,X,X,X
OSTIZLJ,O,O,O,X,X,X,X
OSTIZJL,O,O,O,X,X,X,X
OSTLIJZ,O,O,X,O,X,X,X
OSTLIZJ,O,O,X,X,X,O,X
OSTLJIZ,O,O,X,O,X,X,X
OSTLJZI,O,O,X,O,X,X,X
OSTLZIJ,O,O,X,X,X,O,X
OSTLZJI,O,O,X,X,X,O,X
OSTJILZ,O,O,O,X,X,X,X
OSTJIZL,O,O,O,X,X,X,X
OSTJLIZ,O,O,O,X,X,X,X
OSTJLZI,O,O,X,X,X,X,X
OSTJZIL,O,O,X,X,X,X,X
OSTJZLI,O,O,X,X,X,X,X
OSTZILJ,O,O,X,X,X,X,X
OSTZIJL,O,O,X,X,X,X,X
OSTZLIJ,O,O,X,X,X,X,X
OSTZLJI,O,O,X,X,X,X,X
OSTZJIL,O,O,X,X,X,X,X
OSTZJLI,O,O,X,X,X,X,X
OSITLJZ,O,O,X,O,X,X,X
OSITLZJ,O,O,X,X,X,O,X
OSITJLZ,O,O,O,X,X,X,X
OSITJZL,O,O,O,X,X,X,X
OSITZLJ,O,O,O,X,X,X,X
OSITZJL,O,O,O,X,X,X,X
OSILTJZ,O,O,X,O,X,X,X
OSILTZJ,O,O,X,X,O,O,X
OSILJTZ,O,O,X,O,X,X,X
OSILJZT,O,O,X,O,X,O,X
OSILZTJ,O,O,X,X,X,O,X
OSILZJT,O,O,X,X,X,O,X
OSIJTLZ,O,O,O,X,X,X,X
OSIJTZL,O,O,O,X,X,X,X
OSIJLTZ,O,O,O,O,X,X,X
OSIJLZT,O,O,O,O,X,O,X
OSIJZTL,O,O,O,X,X,X,X
OSIJZLT,O,O,O,X,X,X,X
OSIZTLJ,O,O,O,X,X,X,O
OSIZTJL,O,O,O,X,X,X,X
OSIZLTJ,O,O,O,X,X,O,X
OSIZLJT,O,O,O,X,X,O,X
OSIZJTL,O,O,O,X,X,X,X
OSIZJLT,O,O,O,X,X,X,X
OSLTIJZ,O,O,X,O,X,X,X
OSLTIZJ,O,O,X,X,O,O,X
OSLTJIZ,O,O,X,O,X,X,X
OSLTJZI,O,O,X,O,X,X,X
OSLTZIJ,O,O,X,X,O,O,X
OSLTZJI,O,O,X,X,O,O,X
OSLITJZ,O,O,X,O,X,X,X
OSLITZJ,O,O,X,X,O,O,X
OSLIJTZ,O,O,X,O,X,X,X
OSLIJZT,O,O,X,O,X,O,X
OSLIZTJ,O,O,X,X,X,O,X
OSLIZJT,O,O,X,X,X,O,X
OSLJTIZ,O,O,X,O,X,X,X
OSLJTZI,O,O,X,O,X,X,X
OSLJITZ,O,O,X,O,X,X,X
OSLJIZT,O,O,X,O,X,O,X
OSLJZTI,O,O,X,O,X,O,X
OSLJZIT,O,O,X,O,X,O,X
OSLZTIJ,O,O,X,X,O,O,X
OSLZTJI,O,O,X,X,O,O,X
OSLZITJ,O,O,X,X,X,O,X
OSLZIJT,O,O,X,X,X,O,X
OSLZJTI,O,O,X,X,X,O,X
OSLZJIT,O,O,X,X,X,O,X
OSJTILZ,O,O,O,X,X,X,X
OSJTIZL,O,O,O,X,X,X,X
