sequence,v115@HhA8IeA8DeG8AeA8BeB8Lel/IvhFmhBRqBcqBftB6t?BTrB,v115@HhA8IeA8DeG8AeA8BeB8Lex/IvhFylBzhBfqBUrBGt?BFtB,v115@HhA8IeA8DeG8AeA8BeB8Lel/IvhFihBziBRqBcqB+t?B3rB,v115@HhA8IeA8DeG8AeA8BeB8Lel/IvhF2mBCjBRqBcqBTt?B3rB,v115@HhA8IeA8DeG8AeA8BeB8Le6EJvhFZlBFhBWoBfrB8r?BTtB,v115@HhA8IeA8DeG8AeA8BeB8Lex/IvhFzhBfqB0lBKrBGt?BFtB,v115@HhA8IeA8DeG8AeA8BeB8Lex/IvhFWoBfqB0lBlrBir?BTtB,v115@HhA8IeA8DeG8AeA8BeB8Lex/IvhFWoBfqB0lBirBlr?BTtB,v115@HhA8IeA8DeG8AeA8BeB8Le6EJvhFZlBFhBziBfrB8r?B+tB,v115@HhA8IeA8DeG8AeA8BeB8Lex/IvhFymBfqB0lBFtBTr?BGtB,v115@HhA8IeA8DeG8AeA8BeB8LeRBJvhFSoBzkBfrBlrBmp?BUtB,v115@HhA8IeA8DeG8AeA8BeB8LeSIJvhFzkBRmBfrBmpBlr?BUtB
STIOZJL,X,X,X,X,X,X,X,X,X,X,X,X
STLIJZO,X,X,X,X,O,X,X,X,O,X,X,X
STLIJOZ,X,X,X,X,X,X,X,X,O,X,X,X
STLIZJO,X,X,X,X,O,X,X,X,O,X,X,X
STLIZOJ,X,X,X,X,O,X,X,X,O,X,X,X
STLIOJZ,X,X,X,X,X,X,X,X,X,X,X,X
STLIOZJ,X,X,X,X,X,X,X,X,X,X,X,X
STLJIZO,X,X,X,X,O,X,X,X,X,X,X,X
STLJIOZ,X,X,X,X,X,X,X,X,X,X,X,X
STLJZIO,X,X,X,X,X,X,X,X,X,X,X,X
STLJZOI,X,X,X,X,X,X,X,X,X,X,X,X
STLJOIZ,X,X,X,X,X,X,X,X,X,X,X,X
STLJOZI,X,X,X,X,X,X,X,X,X,X,X,X
STLZIJO,X,X,X,X,X,X,X,X,X,O,X,X
STLZIOJ,X,X,X,X,X,X,X,X,X,O,X,X
STLZJIO,X,X,X,X,X,X,X,X,X,O,X,X
STLZJOI,X,X,X,X,X,X,X,X,X,O,X,X
STLZOIJ,X,X,X,X,X,X,X,X,X,O,X,X
STLZOJI,X,X,X,X,X,X,X,X,X,O,X,X
STLOIJZ,X,X,X,X,X,X,X,X,X,X,O,X
STLOIZJ,X,X,X,X,X,X,X,X,X,X,O,X
STLOJIZ,X,X,X,X,X,X,X,X,X,X,O,X
STLOJZI,X,X,X,X,X,X,X,X,X,X,O,X
STLOZIJ,X,X,X,X,X,X,X,X,X,X,O,X
STLOZJI,X,X,X,X,X,X,X,X,X,X,O,X
STJILZO,X,X,X,X,O,X,X,X,X,X,X,X
STJILOZ,X,X,X,X,X,X,X,X,X,X,X,X
STJIZLO,X,X,X,X,X,X,O,O,X,X,X,X
STJIZOL,X,X,X,X,X,X,O,X,X,X,X,X
STJIOLZ,X,X,X,X,X,X,X,X,X,X,X,X
STJIOZL,X,X,X,X,X,X,X,X,X,X,X,X
STJLIZO,X,X,X,X,O,X,X,X,X,X,X,X
STJLIOZ,X,X,X,X,X,X,X,X,X,X,X,X
STJLZIO,X,X,X,X,X,X,X,X,X,X,X,X
STJLZOI,X,X,X,X,X,X,X,X,X,X,X,X
STJLOIZ,X,X,X,X,X,X,X,X,X,X,X,X
STJLOZI,X,X,X,X,X,X,X,X,X,X,X,X
STJZILO,X,X,X,X,X,X,O,O,X,X,X,X
STJZIOL,X,X,X,X,X,X,O,X,X,X,X,X
STJZLIO,X,X,X,X,X,X,O,O,X,X,X,X
STJZLOI,X,X,X,X,X,X,O,O,X,X,X,X
STJZOIL,X,X,X,X,X,X,O,X,X,X,X,X
STJZOLI,X,X,X,X,X,X,O,X,X,X,X,X
STJOILZ,X,X,X,X,X,X,X,X,X,X,X,X
STJOIZL,X,X,X,X,X,X,X,X,X,X,X,X
STJOLIZ,X,X,X,X,X,X,X,X,X,X,X,X
STJOLZI,X,X,X,X,X,X,X,X,X,X,X,X
STJOZIL,X,X,X,X,X,X,X,X,X,X,X,X
STJOZLI,X,X,X,X,X,X,X,X,X,X,X,X
STZILJO,X,O,X,X,X,O,O,O,X,O,X,X
STZILOJ,X,O,X,X,X,O,X,X,X,O,X,X
STZIJLO,X,O,X,X,X,O,O,O,X,O,X,X
STZIJOL,X,O,X,X,X,X,O,X,X,X,X,X
STZIOLJ,X,O,X,X,X,X,X,X,X,O,X,X
STZIOJL,X,O,X,X,X,X,O,X,X,X,X,X
STZLIJO,X,O,X,X,X,O,O,O,X,O,X,X
STZLIOJ,X,O,X,X,X,O,X,X,X,O,X,X
STZLJIO,X,O,X,X,X,O,O,O,X,O,X,X
STZLJOI,X,O,X,X,X,O,O,O,X,O,X,X
STZLOIJ,X,O,X,X,X,O,X,X,X,O,X,X
STZLOJI,X,O,X,X,X,O,X,X,X,O,X,X
STZJILO,X,O,X,X,X,O,O,O,X,O,X,X
STZJIOL,X,O,X,X,X,X,O,X,X,X,X,X
STZJLIO,X,O,X,X,X,O,O,O,X,O,X,X
STZJLOI,X,O,X,X,X,O,O,O,X,O,X,X
STZJOIL,X,O,X,X,X,X,O,X,X,X,X,X
STZJOLI,X,O,X,X,X,O,O,X,X,X,X,X
STZOILJ,X,O,X,X,X,X,X,X,X,O,X,X
STZOIJL,X,O,X,X,X,X,O,X,X,X,X,X
STZOLIJ,X,O,X,X,X,O,X,X,X,O,X,X
STZOLJI,X,O,X,X,X,O,X,X,X,O,X,X
STZOJIL,X,O,X,X,X,X,O,X,X,X,X,X
STZOJLI,X,O,X,X,X,O,O,X,X,X,X,X
STOILJZ,X,X,X,X,X,X,X,X,X,X,O,X
STOILZJ,X,X,X,X,X,X,X,X,X,X,O,X
STOIJLZ,X,X,X,X,X,X,X,X,X,X,O,X
STOIJZL,X,X,X,X,X,X,X,X,X,X,X,X
STOIZLJ,X,X,X,X,X,X,X,X,X,X,O,X
STOIZJL,X,X,X,X,X,X,X,X,X,X,X,X
STOLIJZ,X,X,X,X,X,X,X,X,X,X,O,X
STOLIZJ,X,X,X,X,X,X,X,X,X,X,O,X
STOLJIZ,X,X,X,X,X,X,X,X,X,X,O,X
STOLJZI,X,X,X,X,X,X,X,X,X,X,O,X
STOLZIJ,X,X,X,X,X,X,X,X,X,X,O,X
STOLZJI,X,X,X,X,X,X,X,X,X,X,O,X
STOJILZ,X,X,X,X,X,X,X,X,X,X,O,X
STOJIZL,X,X,X,X,X,X,X,X,X,X,X,X
STOJLIZ,X,X,X,X,X,X,X,X,X,X,O,X
STOJLZI,X,X,X,X,X,X,X,X,X,X,O,X
STOJZIL,X,X,X,X,X,X,X,X,X,X,X,X
STOJZLI,X,X,X,X,X,X,X,X,X,X,X,X
STOZILJ,X,X,X,X,X,X,X,X,X,X,O,X
STOZIJL,X,X,X,X,X,X,X,X,X,X,X,X
STOZLIJ,X,X,X,X,X,O,X,X,X,X,O,X
STOZLJI,X,X,X,X,X,O,X,X,X,X,O,X
STOZJIL,X,X,X,X,X,X,X,X,X,X,X,X
STOZJLI,X,X,X,X,X,O,X,X,X,X,X,X
SITLJZO,O,X,O,X,O,X,X,X,O,X,X,X
SITLJOZ,X,X,O,X,X,X,X,X,O,X,X,X
SITLZJO,O,X,O,X,O,X,X,X,O,X,X,X
SITLZOJ,O,X,O,X,O,X,X,X,O,X,X,X
SITLOJZ,O,X,X,X,X,X,X,X,X,X,X,X
SITLOZJ,O,X,X,X,X,X,X,X,X,X,X,X
SITJLZO,O,X,O,X,O,X,X,X,X,X,X,X
SITJLOZ,X,X,O,X,X,X,X,X,X,X,X,X
SITJZLO,O,X,O,X,X,X,O,O,X,X,X,X
SITJZOL,O,X,O,X,X,X,O,X,X,X,X,X
SITJOLZ,X,X,O,X,X,X,X,X,X,X,X,X
SITJOZL,X,X,O,X,X,X,X,X,X,X,X,X
SITZLJO,O,O,O,X,X,O,O,O,X,O,X,X
SITZLOJ,O,O,O,X,X,O,X,X,X,O,X,X
SITZJLO,O,O,O,X,X,O,O,O,X,O,X,X
SITZJOL,O,O,O,X,X,X,O,X,X,X,X,X
SITZOLJ,O,O,O,X,X,X,X,X,X,O,X,X
SITZOJL,O,O,O,X,X,X,O,X,X,X,X,X
SITOLJZ,O,X,X,X,X,X,X,X,X,X,X,X
SITOLZJ,O,X,X,X,X,X,X,X,X,X,X,X
SITOJLZ,O,X,X,X,X,X,X,X,X,X,X,X
SITOJZL,O,X,X,X,X,X,X,X,X,X,X,X
SITOZLJ,O,X,X,X,X,X,X,X,X,X,X,X
SITOZJL,O,X,X,X,X,X,X,X,X,X,X,X
SILTJZO,O,X,O,X,O,X,X,X,O,X,X,X
SILTJOZ,X,X,O,X,X,X,X,X,O,X,X,X
SILTZJO,O,X,O,X,O,X,X,X,O,X,X,X
SILTZOJ,O,X,O,X,O,X,X,X,O,X,X,X
SILTOJZ,O,X,X,X,X,X,X,X,X,X,X,X
SILTOZJ,O,X,X,X,X,X,X,X,X,X,X,X
SILJTZO,O,X,O,X,O,X,X,X,O,X,X,X
SILJTOZ,X,X,O,X,X,X,X,X,O,X,X,X
SILJZTO,O,X,O,X,O,X,O,O,O,X,X,X
SILJZOT,O,X,O,X,O,X,X,O,O,X,X,X
SILJOTZ,O,X,O,X,X,X,X,X,O,X,X,X
SILJOZT,O,X,O,X,O,X,X,X,O,X,X,X
SILZTJO,O,O,O,X,O,O,O,O,O,O,X,X
SILZTOJ,O,O,O,X,O,O,X,X,O,O,X,X
SILZJTO,O,O,O,X,O,O,O,O,O,O,X,X
SILZJOT,O,O,O,X,O,O,X,O,O,X,X,X
SILZOTJ,O,O,O,X,O,O,X,X,O,O,X,X
SILZOJT,O,O,O,X,O,O,X,O,O,X,X,X
SILOTJZ,O,X,X,X,X,X,X,X,X,X,O,O
SILOTZJ,O,X,X,X,X,X,X,X,X,X,O,O
SILOJTZ,O,X,O,X,X,X,X,X,O,X,X,O
SILOJZT,O,X,O,X,O,X,X,X,O,X,X,O
SILOZTJ,O,X,O,X,O,X,X,X,O,X,X,O
SILOZJT,O,X,O,X,O,X,X,X,O,X,X,O
SIJTLZO,O,X,O,X,O,X,X,X,X,X,X,X
SIJTLOZ,X,X,O,X,X,X,X,X,X,X,X,X
SIJTZLO,O,X,O,X,X,X,O,O,X,X,X,X
SIJTZOL,O,X,O,X,X,X,O,X,X,X,X,X
SIJTOLZ,X,X,O,X,X,X,X,X,X,X,X,X
SIJTOZL,X,X,O,X,X,X,X,X,X,X,X,X
SIJLTZO,O,X,O,X,O,X,X,X,O,X,X,X
SIJLTOZ,X,X,O,X,X,X,X,X,O,X,X,X
SIJLZTO,O,X,O,X,O,X,O,O,O,X,X,X
SIJLZOT,O,X,O,X,O,X,X,O,O,X,X,X
SIJLOTZ,O,X,O,X,X,X,X,X,O,X,X,X
SIJLOZT,O,X,O,X,O,X,X,X,O,X,X,X
SIJZTLO,O,O,O,X,X,O,O,O,X,O,X,X
SIJZTOL,O,O,O,O,X,X,O,X,X,X,X,X
SIJZLTO,O,O,O,X,O,O,O,O,X,O,X,X
SIJZLOT,O,O,O,X,O,O,X,O,X,X,X,X
SIJZOTL,O,O,O,O,X,X,O,X,X,X,X,X
SIJZOLT,O,O,O,O,X,O,X,O,X,X,X,X
SIJOTLZ,O,X,O,X,X,X,X,X,X,X,X,X
SIJOTZL,O,X,O,X,X,X,X,X,X,X,X,X
SIJOLTZ,O,X,O,X,X,X,X,X,X,X,X,X
SIJOLZT,O,X,O,O,O,X,X,X,X,X,X,X
SIJOZTL,O,X,O,O,X,X,O,X,X,X,X,X
SIJOZLT,O,X,O,O,X,X,X,O,X,X,X,X
SIZTLJO,O,O,O,X,X,O,O,O,X,O,X,X
SIZTLOJ,O,O,O,X,X,O,X,X,X,O,X,X
SIZTJLO,O,O,O,X,X,O,O,O,X,O,X,X
SIZTJOL,O,O,O,O,X,X,O,X,X,X,X,X
SIZTOLJ,O,O,O,O,X,X,X,X,X,O,X,X
SIZTOJL,O,O,O,O,X,X,O,X,X,X,X,X
SIZLTJO,O,O,O,X,O,O,O,O,O,O,X,X
SIZLTOJ,O,O,O,X,O,O,X,X,O,O,X,X
SIZLJTO,O,O,O,X,O,O,O,O,O,O,X,X
SIZLJOT,O,O,O,X,O,O,X,O,O,X,X,X
SIZLOTJ,O,O,O,X,O,O,X,X,O,O,X,X
SIZLOJT,O,O,O,X,O,O,X,O,O,X,X,X
SIZJTLO,O,O,O,X,X,O,O,O,X,O,X,X
SIZJTOL,O,O,O,O,X,X,O,X,X,X,X,X
SIZJLTO,O,O,O,X,O,O,O,O,X,O,X,X
SIZJLOT,O,O,O,X,O,O,X,O,X,X,X,X
SIZJOTL,O,O,O,O,X,X,O,X,X,X,X,X
SIZJOLT,O,O,O,O,X,O,X,O,X,X,X,X
SIZOTLJ,O,O,O,O,X,X,X,X,X,O,X,X
SIZOTJL,O,O,O,O,X,X,O,X,X,X,X,X
SIZOLTJ,O,O,O,O,X,O,X,X,X,O,X,X
SIZOLJT,O,O,O,O,X,O,X,O,X,X,X,X
SIZOJTL,O,O,O,O,X,X,O,X,X,X,X,X
SIZOJLT,O,O,O,O,X,O,X,O,X,X,X,X
SIOTLJZ,O,X,X,X,X,X,X,X,X,X,O,X
SIOTLZJ,O,X,X,X,X,X,X,X,X,X,O,X
SIOTJLZ,O,X,X,X,X,X,X,X,X,X,O,X
SIOTJZL,O,X,X,X,X,X,X,X,X,X,X,X
SIOTZLJ,O,X,X,X,X,X,X,X,X,X,O,X
SIOTZJL,O,X,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,O,X,X,X,X,X,X,X,X,X,O,O
SIOLTZJ,O,X,X,X,X,X,X,X,X,X,O,O
SIOLJTZ,O,X,O,X,X,X,X,X,O,X,X,O
SIOLJZT,O,X,O,O,O,X,X,X,O,X,X,O
SIOLZTJ,O,X,O,O,O,X,X,X,O,X,X,O
SIOLZJT,O,X,O,O,O,X,X,X,O,X,X,O
SIOJTLZ,O,X,O,X,X,X,X,X,X,X,X,X
SIOJTZL,O,X,O,X,X,X,X,X,X,X,X,X
SIOJLTZ,O,X,O,X,X,X,X,X,X,X,X,X
SIOJLZT,O,X,O,O,O,X,X,X,X,X,X,X
SIOJZTL,O,X,O,O,X,X,O,X,X,X,X,X
SIOJZLT,O,X,O,O,X,X,X,O,X,X,X,X
SIOZTLJ,O,O,O,O,X,X,X,X,X,O,X,X
SIOZTJL,O,O,O,O,X,X,O,X,X,X,X,X
SIOZLTJ,O,O,O,O,X,O,X,X,X,O,X,X
SIOZLJT,O,O,O,O,X,O,X,O,X,X,X,X
SIOZJTL,O,O,O,O,X,X,O,X,X,X,X,X
SIOZJLT,O,O,O,O,X,O,X,O,X,X,X,X
SLTIJZO,X,X,X,X,O,X,X,X,O,X,X,X
SLTIJOZ,X,X,X,X,X,X,X,X,O,X,X,X
SLTIZJO,X,X,X,X,O,X,X,X,O,X,X,X
SLTIZOJ,X,X,X,X,O,X,X,X,O,X,X,X
SLTIOJZ,X,X,X,X,X,X,X,X,X,X,X,X
SLTIOZJ,X,X,X,X,X,X,X,X,X,X,X,X
SLTJIZO,X,X,X,X,O,X,X,X,X,X,X,X
SLTJIOZ,X,X,X,X,X,X,X,X,X,X,X,X
SLTJZIO,X,X,X,X,X,X,X,X,X,X,X,X
SLTJZOI,X,X,X,X,X,X,X,X,X,X,X,X
SLTJOIZ,X,X,X,X,X,X,X,X,X,X,X,X
SLTJOZI,X,X,X,X,X,X,X,X,X,X,X,X
SLTZIJO,X,X,X,X,X,X,X,X,X,O,X,X
SLTZIOJ,X,X,X,X,X,X,X,X,X,O,X,X
SLTZJIO,X,X,X,X,X,X,X,X,X,O,X,X
SLTZJOI,X,X,X,X,X,X,X,X,X,O,X,X
SLTZOIJ,X,X,X,X,X,X,X,X,X,O,X,X
SLTZOJI,X,X,X,X,X,X,X,X,X,O,X,X
SLTOIJZ,X,X,X,X,X,X,X,X,X,X,O,X
SLTOIZJ,X,X,X,X,X,X,X,X,X,X,O,X
SLTOJIZ,X,X,X,X,X,X,X,X,X,X,O,X
SLTOJZI,X,X,X,X,X,X,X,X,X,X,O,X
SLTOZIJ,X,X,X,X,X,X,X,X,X,X,O,X
SLTOZJI,X,X,X,X,X,X,X,X,X,X,O,X
SLITJZO,X,X,X,X,O,X,X,X,O,X,X,X
SLITJOZ,X,X,X,X,X,X,X,X,O,X,X,X
SLITZJO,X,X,X,X,O,X,X,X,O,X,X,X
SLITZOJ,X,X,X,X,O,X,X,X,O,X,X,X
SLITOJZ,X,X,X,X,X,X,X,X,X,X,X,X
SLITOZJ,X,X,X,X,X,X,X,X,X,X,X,X
SLIJTZO,X,X,X,X,O,X,X,X,O,X,X,X
SLIJTOZ,X,X,X,X,X,X,X,X,O,X,X,X
SLIJZTO,X,X,X,X,O,X,O,O,O,X,X,X
SLIJZOT,X,X,X,X,O,X,X,O,O,X,X,X
SLIJOTZ,X,X,X,X,X,X,X,X,O,X,X,X
SLIJOZT,X,X,X,X,O,X,X,X,O,X,X,X
SLIZTJO,X,O,X,X,O,O,O,O,O,O,X,X
SLIZTOJ,X,O,X,X,O,O,X,X,O,O,X,X
SLIZJTO,X,O,X,X,O,O,O,O,O,O,X,X
SLIZJOT,X,O,X,X,O,O,X,O,O,X,X,X
SLIZOTJ,X,O,X,X,O,O,X,X,O,O,X,X
SLIZOJT,X,O,X,X,O,O,X,O,O,X,X,X
SLIOTJZ,X,X,X,X,X,X,X,X,X,X,O,O
SLIOTZJ,X,X,X,X,X,X,X,X,X,X,O,O
SLIOJTZ,X,X,X,X,X,X,X,X,O,X,X,O
SLIOJZT,X,X,X,X,O,X,X,X,O,X,X,O
SLIOZTJ,X,X,X,X,O,X,X,X,O,X,X,O
SLIOZJT,X,X,X,X,O,X,X,X,O,X,X,O
SLJTIZO,X,X,X,X,O,X,X,X,X,X,X,X
SLJTIOZ,X,X,X,X,X,X,X,X,X,X,X,X
SLJTZIO,X,X,X,X,X,X,X,X,X,X,X,X
SLJTZOI,X,X,X,X,X,X,X,X,X,X,X,X
SLJTOIZ,X,X,X,X,X,X,X,X,X,X,X,X
SLJTOZI,X,X,X,X,X,X,X,X,X,X,X,X
SLJITZO,X,X,X,X,O,X,X,X,O,X,X,X
SLJITOZ,X,X,X,X,X,X,X,X,O,X,X,X
SLJIZTO,X,X,X,X,O,X,O,O,O,X,X,X
SLJIZOT,X,X,X,X,O,X,X,O,O,X,X,X
SLJIOTZ,X,X,X,X,X,X,X,X,O,X,X,X
SLJIOZT,X,X,X,X,O,X,X,X,O,X,X,X
SLJZTIO,X,X,X,X,X,X,O,O,X,O,X,X
SLJZTOI,X,X,X,X,X,X,O,O,X,O,X,X
SLJZITO,X,X,X,X,O,X,O,O,X,O,X,X
SLJZIOT,X,X,X,X,O,X,X,O,X,X,X,X
SLJZOTI,X,X,X,X,X,X,X,O,X,X,X,X
SLJZOIT,X,X,X,X,X,X,X,O,X,X,X,X
SLJOTIZ,X,X,X,X,X,X,X,X,X,X,O,X
SLJOTZI,X,X,X,X,X,X,X,X,X,X,O,X
SLJOITZ,X,X,X,X,X,X,X,X,X,X,X,X
SLJOIZT,X,X,X,X,O,X,X,X,X,X,X,X
SLJOZTI,X,X,X,X,X,X,X,X,X,X,X,X
SLJOZIT,X,X,X,X,X,X,X,X,X,X,X,X
SLZTIJO,X,O,X,X,X,O,O,O,X,O,X,X
SLZTIOJ,X,O,X,X,X,O,X,X,X,O,X,X
SLZTJIO,X,O,X,X,X,O,O,O,X,O,X,X
SLZTJOI,X,O,X,X,X,O,O,O,X,O,X,X
SLZTOIJ,X,O,X,X,X,O,X,X,X,O,X,X
SLZTOJI,X,O,X,X,X,O,X,X,X,O,X,X
SLZITJO,X,O,X,X,O,O,O,O,O,O,X,X
SLZITOJ,X,O,X,X,O,O,X,X,O,O,X,X
SLZIJTO,X,O,X,X,O,O,O,O,O,O,X,X
SLZIJOT,X,O,X,X,O,O,X,O,O,X,X,X
SLZIOTJ,X,O,X,X,O,O,X,X,O,O,X,X
SLZIOJT,X,O,X,X,O,O,X,O,O,X,X,X
SLZJTIO,X,O,X,X,X,O,O,O,X,O,X,X
SLZJTOI,X,O,X,X,X,O,O,O,X,O,X,X
SLZJITO,X,O,X,X,O,O,O,O,X,O,X,X
SLZJIOT,X,O,X,X,O,O,X,O,X,X,X,X
SLZJOTI,X,O,X,X,X,O,X,O,X,X,X,X
SLZJOIT,X,O,X,X,X,O,X,O,X,X,X,X
SLZOTIJ,X,O,X,X,X,O,X,X,X,O,O,X
SLZOTJI,X,O,X,X,X,O,X,X,X,O,O,X
SLZOITJ,X,O,X,X,X,O,X,X,X,O,X,X
SLZOIJT,X,O,X,X,X,O,X,O,X,X,X,X
SLZOJTI,X,O,X,X,X,O,X,O,X,X,X,X
SLZOJIT,X,O,X,X,X,O,X,O,X,X,X,X
SLOTIJZ,X,X,X,X,X,X,X,X,X,X,O,X
SLOTIZJ,X,X,X,X,X,X,X,X,X,X,O,X
SLOTJIZ,X,X,X,X,X,X,X,X,X,X,O,X
SLOTJZI,X,X,X,X,X,X,X,X,X,X,O,X
SLOTZIJ,X,X,X,X,X,X,X,X,X,X,O,X
SLOTZJI,X,X,X,X,X,X,X,X,X,X,O,X
SLOITJZ,X,X,X,X,X,X,X,X,X,X,O,O
SLOITZJ,X,X,X,X,X,X,X,X,X,X,O,O
SLOIJTZ,X,X,X,X,X,X,X,X,O,X,X,O
SLOIJZT,X,X,X,X,O,X,X,X,O,X,X,O
SLOIZTJ,X,X,X,X,O,X,X,X,O,X,X,O
SLOIZJT,X,X,X,X,O,X,X,X,O,X,X,O
SLOJTIZ,X,X,X,X,X,X,X,X,X,X,O,X
SLOJTZI,X,X,X,X,X,X,X,X,X,X,O,X
SLOJITZ,X,X,X,X,X,X,X,X,X,X,X,X
SLOJIZT,X,X,X,X,O,X,X,X,X,X,X,X
SLOJZTI,X,X,X,X,X,X,X,X,X,X,X,X
SLOJZIT,X,X,X,X,X,X,X,X,X,X,X,X
SLOZTIJ,X,X,X,X,X,O,X,X,X,O,O,X
SLOZTJI,X,X,X,X,X,O,X,X,X,O,O,X
SLOZITJ,X,X,X,X,X,O,X,X,X,O,X,X
SLOZIJT,X,X,X,X,X,O,X,X,X,X,X,X
SLOZJTI,X,X,X,X,X,O,X,X,X,X,X,X
SLOZJIT,X,X,X,X,X,O,X,X,X,X,X,X
SJTILZO,X,X,X,X,O,X,X,X,X,X,X,X
SJTILOZ,X,X,X,X,X,X,X,X,X,X,X,X
SJTIZLO,X,X,X,X,X,X,O,O,X,X,X,X
SJTIZOL,X,X,X,X,X,X,O,X,X,X,X,X
SJTIOLZ,X,X,X,X,X,X,X,X,X,X,X,X
SJTIOZL,X,X,X,X,X,X,X,X,X,X,X,X
SJTLIZO,X,X,X,X,O,X,X,X,X,X,X,X
SJTLIOZ,X,X,X,X,X,X,X,X,X,X,X,X
SJTLZIO,X,X,X,X,X,X,X,X,X,X,X,X
SJTLZOI,X,X,X,X,X,X,X,X,X,X,X,X
SJTLOIZ,X,X,X,X,X,X,X,X,X,X,X,X
SJTLOZI,X,X,X,X,X,X,X,X,X,X,X,X
SJTZILO,X,X,X,X,X,X,O,O,X,X,X,X
SJTZIOL,X,X,X,X,X,X,O,X,X,X,X,X
SJTZLIO,X,X,X,X,X,X,O,O,X,X,X,X
SJTZLOI,X,X,X,X,X,X,O,O,X,X,X,X
SJTZOIL,X,X,X,X,X,X,O,X,X,X,X,X
SJTZOLI,X,X,X,X,X,X,O,X,X,X,X,X
SJTOILZ,X,X,X,X,X,X,X,X,X,X,X,X
SJTOIZL,X,X,X,X,X,X,X,X,X,X,X,X
SJTOLIZ,X,X,X,X,X,X,X,X,X,X,X,X
SJTOLZI,X,X,X,X,X,X,X,X,X,X,X,X
SJTOZIL,X,X,X,X,X,X,X,X,X,X,X,X
SJTOZLI,X,X,X,X,X,X,X,X,X,X,X,X
SJITLZO,O,X,X,X,O,X,X,X,X,X,X,X
SJITLOZ,X,X,X,X,X,X,X,X,X,X,X,X
SJITZLO,O,X,X,X,X,X,O,O,X,X,X,X
SJITZOL,O,X,X,X,X,X,O,X,X,X,X,X
SJITOLZ,X,X,X,X,X,X,X,X,X,X,X,X
SJITOZL,X,X,X,X,X,X,X,X,X,X,X,X
SJILTZO,O,X,X,X,O,X,X,X,O,X,X,X
SJILTOZ,X,X,X,X,X,X,X,X,O,X,X,X
SJILZTO,O,X,X,X,O,X,O,O,O,X,X,X
SJILZOT,O,X,X,X,O,X,X,O,O,X,X,X
SJILOTZ,X,X,X,X,X,X,X,X,O,X,X,X
SJILOZT,O,X,X,X,O,X,X,X,O,X,X,X
SJIZTLO,O,O,X,X,X,O,O,O,X,O,X,X
SJIZTOL,O,O,X,O,X,X,O,X,X,X,X,X
SJIZLTO,O,O,X,X,O,O,O,O,X,O,X,X
SJIZLOT,O,O,X,X,O,O,X,O,X,X,X,X
SJIZOTL,O,O,X,O,X,X,O,X,X,X,X,X
SJIZOLT,O,O,X,O,X,O,X,O,X,X,X,X
SJIOTLZ,X,X,X,X,X,X,X,X,X,X,X,X
SJIOTZL,X,X,X,X,X,X,X,X,X,X,X,X
SJIOLTZ,X,X,X,X,X,X,X,X,X,X,X,X
SJIOLZT,O,X,X,O,O,X,X,X,X,X,X,X
SJIOZTL,O,X,X,O,X,X,O,X,X,X,X,X
SJIOZLT,O,X,X,O,X,X,X,O,X,X,X,X
SJLTIZO,X,X,X,X,O,X,X,X,X,X,X,X
SJLTIOZ,X,X,X,X,X,X,X,X,X,X,X,X
SJLTZIO,X,X,X,X,X,X,X,X,X,X,X,X
SJLTZOI,X,X,X,X,X,X,X,X,X,X,X,X
SJLTOIZ,X,X,X,X,X,X,X,X,X,X,X,X
SJLTOZI,X,X,X,X,X,X,X,X,X,X,X,X
SJLITZO,X,X,X,X,O,X,X,X,O,X,X,X
SJLITOZ,X,X,X,X,X,X,X,X,O,X,X,X
SJLIZTO,X,X,X,X,O,X,O,O,O,X,X,X
SJLIZOT,X,X,X,X,O,X,X,O,O,X,X,X
SJLIOTZ,X,X,X,X,X,X,X,X,O,X,X,X
SJLIOZT,X,X,X,X,O,X,X,X,O,X,X,X
SJLZTIO,X,X,X,X,X,X,O,O,X,O,X,X
SJLZTOI,X,X,X,X,X,X,O,O,X,O,X,X
SJLZITO,X,X,X,X,O,X,O,O,X,O,X,X
SJLZIOT,X,X,X,X,O,X,X,O,X,X,X,X
SJLZOTI,X,X,X,X,X,X,X,O,X,X,X,X
SJLZOIT,X,X,X,X,X,X,X,O,X,X,X,X
SJLOTIZ,X,X,X,X,X,X,X,X,X,X,O,X
SJLOTZI,X,X,X,X,X,X,X,X,X,X,O,X
SJLOITZ,X,X,X,X,X,X,X,X,X,X,X,X
SJLOIZT,X,X,X,X,O,X,X,X,X,X,X,X
SJLOZTI,X,X,X,X,X,X,X,X,X,X,X,X
SJLOZIT,X,X,X,X,X,X,X,X,X,X,X,X
SJZTILO,X,O,X,X,X,O,O,O,X,O,X,X
SJZTIOL,X,O,X,X,X,X,O,X,X,X,X,X
SJZTLIO,X,O,X,X,X,O,O,O,X,O,X,X
SJZTLOI,X,O,X,X,X,O,O,O,X,O,X,X
SJZTOIL,X,O,X,X,X,X,O,X,X,X,X,X
SJZTOLI,X,O,X,X,X,O,O,X,X,X,X,X
SJZITLO,X,O,X,X,X,O,O,O,X,O,X,X
SJZITOL,X,O,X,X,X,X,O,X,X,X,X,X
SJZILTO,X,O,X,X,O,O,O,O,X,O,X,X
SJZILOT,X,O,X,X,O,O,X,O,X,X,X,X
SJZIOTL,X,O,X,X,X,X,O,X,X,X,X,X
