sequence,v115@RhA8AeB8EeG8BeB8Je/EJvhFUgBRhBGjBTmBisBlsB,v115@RhA8AeB8EeG8BeB8JeaGJvhFumB3iBcoBxkBlkBTsB,v115@RhA8AeB8EeG8BeB8Jex/IvhFcnBTjBlkBGmBimB3sB,v115@RhA8AeB8EeG8BeB8Je/EJvhFFgBxhBTjBUmBisBGsB,v115@RhA8AeB8EeG8BeB8Je/EJvhFRgBzhBmlBFoBCoBUsB,v115@RhA8AeB8EeG8BeB8Je/EJvhFUgBxiBimBFoBGmBTsB,v115@RhA8AeB8EeG8BeB8JeaGJvhFzhBWoBxkBlkBXoBUsB,v115@RhA8AeB8EeG8BeB8Je/EJvhFUgBamBTjBRsBGsBFsB,v115@RhA8AeB8EeG8BeB8Je2EJvhFFmBxnBClB0mBXoBTsB,v115@RhA8AeB8EeG8BeB8JeaGJvhFWoBxkBzmBlkBXoBUsB
STILJZO,X,X,O,X,O,O,X,O,X,X
STILJOZ,X,X,O,X,X,X,X,O,X,X
STILZJO,X,X,O,O,X,O,X,O,X,X
STILZOJ,X,X,O,O,X,O,X,O,X,X
STILOJZ,X,X,O,X,X,X,X,O,X,X
STILOZJ,X,X,O,O,X,O,X,O,X,X
STIJLZO,X,X,O,X,O,O,X,X,O,X
STIJLOZ,X,X,O,X,X,X,X,X,O,X
STIJZLO,X,X,O,X,O,O,X,X,O,X
STIJZOL,X,X,O,X,O,X,X,X,O,X
STIJOLZ,X,X,O,X,X,X,X,X,O,X
STIJOZL,X,X,O,X,O,X,X,X,O,X
STIZLJO,X,X,O,O,X,O,X,O,X,X
STIZLOJ,X,X,O,O,X,O,X,O,X,X
STIZJLO,X,X,O,O,O,O,X,X,X,X
STIZJOL,X,X,O,O,O,X,X,X,X,X
STIZOLJ,X,X,O,O,X,O,X,O,X,X
STIZOJL,X,X,O,O,O,X,X,X,X,X
STIOLJZ,X,X,O,X,X,X,X,O,X,X
STIOLZJ,X,X,O,O,X,O,X,O,X,X
STIOJLZ,X,X,O,X,X,X,X,X,X,X
STIOJZL,X,X,O,X,O,X,X,X,X,X
STIOZLJ,X,X,O,O,X,O,X,O,X,X
STIOZJL,X,X,O,O,X,X,X,X,X,X
STLIJZO,X,X,O,X,O,O,X,O,X,X
STLIJOZ,X,X,O,X,X,X,X,O,X,X
STLIZJO,X,X,O,O,X,O,X,O,X,X
STLIZOJ,X,X,O,O,X,O,X,O,X,X
STLIOJZ,X,X,O,X,X,X,X,O,X,X
STLIOZJ,X,X,O,O,X,O,X,O,X,X
STLJIZO,X,X,O,X,O,O,X,X,X,X
STLJIOZ,X,X,O,X,X,X,X,X,X,X
STLJZIO,O,X,O,O,O,O,X,X,X,X
STLJZOI,O,X,O,O,O,O,X,X,X,X
STLJOIZ,O,X,O,X,X,X,X,X,X,X
STLJOZI,O,X,O,O,X,X,X,X,X,X
STLZIJO,O,X,O,O,X,O,X,O,X,X
STLZIOJ,X,X,O,O,X,O,X,O,X,X
STLZJIO,O,X,O,O,O,O,X,X,X,X
STLZJOI,O,X,O,O,O,O,X,X,X,X
STLZOIJ,O,X,O,O,X,O,X,O,X,X
STLZOJI,O,X,O,O,O,O,X,X,X,X
STLOIJZ,O,X,O,X,X,X,X,O,X,X
STLOIZJ,O,X,O,O,X,O,X,O,X,X
STLOJIZ,O,X,O,X,X,X,X,X,X,X
STLOJZI,O,X,O,O,X,X,X,X,X,X
STLOZIJ,O,X,O,O,X,O,X,O,X,X
STLOZJI,O,X,O,O,X,O,X,X,X,X
STJILZO,X,X,O,X,O,O,X,X,O,X
STJILOZ,X,X,O,X,X,X,X,X,O,X
STJIZLO,X,X,O,X,O,O,X,X,O,X
STJIZOL,X,X,O,X,O,X,X,X,O,X
STJIOLZ,X,X,O,X,X,X,X,X,O,X
STJIOZL,X,X,O,X,O,X,X,X,O,X
STJLIZO,X,X,O,X,O,O,X,X,X,X
STJLIOZ,X,X,O,X,X,X,X,X,X,X
STJLZIO,O,X,O,O,O,O,X,X,X,X
STJLZOI,O,X,O,O,O,O,X,X,X,X
STJLOIZ,O,X,O,X,X,X,X,X,X,X
STJLOZI,O,X,O,O,X,X,X,X,X,X
STJZILO,O,X,O,O,O,O,X,X,X,X
STJZIOL,O,X,O,O,O,X,X,X,X,X
STJZLIO,O,X,O,O,O,O,X,X,X,X
STJZLOI,O,X,O,O,O,O,X,X,X,X
STJZOIL,O,X,O,O,O,X,X,X,X,X
STJZOLI,O,X,O,O,O,X,X,X,X,X
STJOILZ,X,X,O,X,X,X,X,X,X,X
STJOIZL,O,X,O,X,O,X,X,X,X,X
STJOLIZ,O,X,O,X,X,X,X,X,X,X
STJOLZI,O,X,O,O,X,X,X,X,X,X
STJOZIL,O,X,O,O,O,X,X,X,X,X
STJOZLI,O,X,O,O,O,X,X,X,X,X
STZILJO,O,X,O,O,X,O,X,O,X,X
STZILOJ,X,X,O,O,X,O,X,O,X,X
STZIJLO,O,X,O,O,O,O,X,X,X,X
STZIJOL,O,X,O,O,O,X,X,X,X,X
STZIOLJ,O,X,O,O,X,O,X,O,X,X
STZIOJL,O,X,O,O,O,X,X,X,X,X
STZLIJO,O,X,O,O,X,O,X,O,X,X
STZLIOJ,X,X,O,O,X,O,X,O,X,X
STZLJIO,O,X,O,O,O,O,X,X,X,X
STZLJOI,O,X,O,O,O,O,X,X,X,X
STZLOIJ,O,X,O,O,X,O,X,O,X,X
STZLOJI,O,X,O,O,O,O,X,X,X,X
STZJILO,O,X,O,O,O,O,X,X,X,X
STZJIOL,O,X,O,O,O,X,X,X,X,X
STZJLIO,O,X,O,O,O,O,X,X,X,X
STZJLOI,O,X,O,O,O,O,X,X,X,X
STZJOIL,O,X,O,O,O,X,X,X,X,X
STZJOLI,O,X,O,O,O,X,X,X,X,X
STZOILJ,O,X,O,O,X,O,X,O,X,X
STZOIJL,O,X,O,O,O,O,X,X,X,X
STZOLIJ,O,X,O,O,X,O,X,O,X,X
STZOLJI,O,X,O,O,O,O,X,X,X,X
STZOJIL,O,X,O,O,O,O,X,X,X,X
STZOJLI,O,X,O,O,O,O,X,X,X,X
STOILJZ,O,X,O,X,X,O,X,O,X,X
STOILZJ,O,X,O,O,X,O,X,O,X,X
STOIJLZ,X,X,O,X,X,O,X,X,X,X
STOIJZL,O,X,O,X,O,O,X,X,X,X
STOIZLJ,O,X,O,O,X,O,X,O,X,X
STOIZJL,O,X,O,O,X,O,X,X,X,X
STOLIJZ,O,X,O,X,X,O,X,O,X,X
STOLIZJ,O,X,O,O,X,O,X,O,X,X
STOLJIZ,O,X,O,X,X,O,X,X,X,X
STOLJZI,O,X,O,O,X,O,X,X,X,X
STOLZIJ,O,X,O,O,X,O,X,O,X,X
STOLZJI,O,X,O,O,X,O,X,X,X,X
STOJILZ,X,X,O,X,X,O,X,X,X,X
STOJIZL,O,X,O,X,O,O,X,X,X,X
STOJLIZ,O,X,O,X,X,O,X,X,X,X
STOJLZI,O,X,O,O,X,O,X,X,X,X
STOJZIL,O,X,O,O,O,O,X,X,X,X
STOJZLI,O,X,O,O,O,O,X,X,X,X
STOZILJ,O,X,O,O,X,O,X,O,X,X
STOZIJL,O,X,O,O,O,O,X,X,X,X
STOZLIJ,O,X,O,O,X,O,X,O,X,X
STOZLJI,O,X,O,O,O,O,X,X,X,X
STOZJIL,O,X,O,O,O,O,X,X,X,X
STOZJLI,O,X,O,O,O,O,X,X,X,X
SITLJZO,X,X,O,X,O,O,X,O,X,X
SITLJOZ,X,X,O,X,X,X,X,O,X,X
SITLZJO,X,X,O,O,X,O,X,O,X,X
SITLZOJ,X,X,O,O,X,O,X,O,X,X
SITLOJZ,X,X,O,X,X,X,X,O,X,X
SITLOZJ,X,X,O,O,X,O,X,O,X,X
SITJLZO,X,X,O,X,O,O,X,X,O,X
SITJLOZ,X,X,O,X,X,X,X,X,O,X
SITJZLO,X,X,O,X,O,O,X,X,O,X
SITJZOL,X,X,O,X,O,X,X,X,O,X
SITJOLZ,X,X,O,X,X,X,X,X,O,X
SITJOZL,X,X,O,X,O,X,X,X,O,X
SITZLJO,X,X,O,O,X,O,X,O,X,X
SITZLOJ,X,X,O,O,X,O,X,O,X,X
SITZJLO,X,X,O,O,O,O,X,X,X,X
SITZJOL,X,X,O,O,O,X,X,X,X,X
SITZOLJ,X,X,O,O,X,O,X,O,X,X
SITZOJL,X,X,O,O,O,X,X,X,X,X
SITOLJZ,X,X,O,X,X,X,X,O,X,X
SITOLZJ,X,X,O,O,X,O,X,O,X,X
SITOJLZ,X,X,O,X,X,X,X,X,X,X
SITOJZL,X,X,O,X,O,X,X,X,X,X
SITOZLJ,X,X,O,O,X,O,X,O,X,X
SITOZJL,X,X,O,O,X,X,X,X,X,X
SILTJZO,X,X,X,X,O,O,X,O,X,X
SILTJOZ,X,X,X,X,X,X,X,O,X,X
SILTZJO,X,X,X,O,X,O,X,O,X,X
SILTZOJ,X,X,X,O,X,O,X,O,X,X
SILTOJZ,X,X,X,X,X,X,X,O,X,X
SILTOZJ,X,X,X,O,X,O,X,O,X,X
SILJTZO,X,X,X,X,O,X,X,O,X,X
SILJTOZ,X,X,X,X,X,X,X,O,X,X
SILJZTO,O,O,X,X,O,X,X,O,X,X
SILJZOT,O,O,X,X,O,X,O,O,X,X
SILJOTZ,O,X,X,X,X,X,X,O,X,O
SILJOZT,O,O,X,X,X,X,X,O,X,O
SILZTJO,O,O,X,O,X,O,X,O,X,X
SILZTOJ,X,X,X,O,X,O,X,O,X,X
SILZJTO,O,O,X,O,X,X,X,O,X,X
SILZJOT,O,O,X,O,X,X,O,O,X,X
SILZOTJ,O,O,X,O,X,X,X,O,X,X
SILZOJT,O,O,X,O,X,X,O,O,X,X
SILOTJZ,O,X,X,X,X,X,X,O,X,X
SILOTZJ,O,X,X,O,X,X,X,O,X,X
SILOJTZ,O,X,X,X,X,X,X,O,X,O
SILOJZT,O,O,X,X,X,X,X,O,X,O
SILOZTJ,O,O,X,O,X,X,X,O,X,X
SILOZJT,O,O,X,O,X,X,X,O,X,X
SIJTLZO,X,X,O,X,O,X,X,X,O,X
SIJTLOZ,X,X,O,X,X,X,X,X,O,X
SIJTZLO,X,X,O,X,O,X,X,X,O,X
SIJTZOL,X,X,O,X,O,X,X,X,O,X
SIJTOLZ,X,X,O,X,X,X,X,X,O,X
SIJTOZL,X,X,O,X,O,X,X,X,O,X
SIJLTZO,X,X,X,X,O,X,X,O,X,X
SIJLTOZ,X,X,X,X,X,X,X,O,X,X
SIJLZTO,O,O,X,X,O,X,X,O,X,X
SIJLZOT,O,O,X,X,O,X,O,O,X,X
SIJLOTZ,O,X,X,X,X,X,X,O,X,O
SIJLOZT,O,O,X,X,X,X,X,O,X,O
SIJZTLO,O,O,O,X,O,X,X,X,X,X
SIJZTOL,O,X,O,X,O,X,X,X,X,X
SIJZLTO,O,O,X,X,O,X,X,O,X,X
SIJZLOT,O,O,X,X,O,X,O,O,X,X
SIJZOTL,O,X,O,X,O,X,X,X,X,X
SIJZOLT,O,O,X,X,O,X,O,O,X,X
SIJOTLZ,X,X,O,X,X,X,X,X,X,X
SIJOTZL,O,X,O,X,O,X,X,X,X,X
SIJOLTZ,O,X,X,X,X,X,X,O,X,O
SIJOLZT,O,O,X,X,X,X,X,O,X,O
SIJOZTL,O,O,O,X,O,X,X,X,X,X
SIJOZLT,O,O,X,X,O,X,X,O,X,X
SIZTLJO,O,O,O,O,X,O,X,O,X,X
SIZTLOJ,X,X,O,O,X,O,X,O,X,X
SIZTJLO,O,O,O,O,O,O,X,X,X,X
SIZTJOL,O,X,O,O,O,X,X,X,X,X
SIZTOLJ,O,X,O,O,X,O,X,O,X,X
SIZTOJL,O,X,O,O,O,X,X,X,X,X
SIZLTJO,O,O,X,O,X,O,X,O,X,X
SIZLTOJ,X,X,X,O,X,O,X,O,X,X
SIZLJTO,O,O,X,O,X,X,X,O,X,X
SIZLJOT,O,O,X,O,X,X,O,O,X,X
SIZLOTJ,O,O,X,O,X,X,X,O,X,X
SIZLOJT,O,O,X,O,X,X,O,O,X,X
SIZJTLO,O,O,O,O,O,X,X,X,X,X
SIZJTOL,O,X,O,O,O,X,X,X,X,X
SIZJLTO,O,O,X,O,O,X,X,O,X,X
SIZJLOT,O,O,X,O,O,X,O,O,X,X
SIZJOTL,O,X,O,O,O,X,X,X,X,X
SIZJOLT,O,O,X,X,O,X,O,O,X,X
SIZOTLJ,O,O,O,O,X,O,X,O,X,X
SIZOTJL,O,O,O,O,O,O,X,X,X,X
SIZOLTJ,O,O,X,O,X,O,X,O,X,X
SIZOLJT,O,O,X,O,X,X,O,O,X,X
SIZOJTL,O,O,O,O,O,X,X,X,X,X
SIZOJLT,O,O,X,X,O,X,O,O,X,X
SIOTLJZ,O,X,O,X,X,O,X,O,X,X
SIOTLZJ,O,X,O,O,X,O,X,O,X,X
SIOTJLZ,X,X,O,X,X,O,X,X,X,X
SIOTJZL,O,X,O,X,O,O,X,X,X,X
SIOTZLJ,O,X,O,O,X,O,X,O,X,X
SIOTZJL,O,X,O,O,X,O,X,X,X,X
SIOLTJZ,O,X,X,X,X,O,X,O,X,X
SIOLTZJ,O,X,X,O,X,O,X,O,X,X
SIOLJTZ,O,X,X,X,X,X,X,O,X,O
SIOLJZT,O,O,X,X,X,X,X,O,X,O
SIOLZTJ,O,O,X,O,X,O,X,O,X,X
SIOLZJT,O,O,X,O,X,X,X,O,X,X
SIOJTLZ,X,X,O,X,X,X,X,X,X,X
SIOJTZL,O,X,O,X,O,X,X,X,X,X
SIOJLTZ,O,X,X,X,X,X,X,O,X,O
SIOJLZT,O,O,X,X,X,X,X,O,X,O
SIOJZTL,O,O,O,X,O,X,X,X,X,X
SIOJZLT,O,O,X,X,O,X,X,O,X,X
SIOZTLJ,O,O,O,O,X,O,X,O,X,X
SIOZTJL,O,O,O,O,X,O,X,X,X,X
SIOZLTJ,O,O,X,O,X,O,X,O,X,X
SIOZLJT,O,O,X,O,X,X,X,O,X,X
SIOZJTL,O,O,O,O,X,X,X,X,X,X
SIOZJLT,O,O,X,X,X,X,X,O,X,X
SLTIJZO,X,X,O,X,O,O,X,O,X,X
SLTIJOZ,X,X,O,X,X,X,X,O,X,X
SLTIZJO,X,X,O,O,X,O,X,O,X,X
SLTIZOJ,X,X,O,O,X,O,X,O,X,X
SLTIOJZ,X,X,O,X,X,X,X,O,X,X
SLTIOZJ,X,X,O,O,X,O,X,O,X,X
SLTJIZO,X,X,O,X,O,O,X,X,X,X
SLTJIOZ,X,X,O,X,X,X,X,X,X,X
SLTJZIO,O,X,O,O,O,O,X,X,X,X
SLTJZOI,O,X,O,O,O,O,X,X,X,X
SLTJOIZ,O,X,O,X,X,X,X,X,X,X
SLTJOZI,O,X,O,O,X,X,X,X,X,X
SLTZIJO,O,X,O,O,X,O,X,O,X,X
SLTZIOJ,X,X,O,O,X,O,X,O,X,X
SLTZJIO,O,X,O,O,O,O,X,X,X,X
SLTZJOI,O,X,O,O,O,O,X,X,X,X
SLTZOIJ,O,X,O,O,X,O,X,O,X,X
SLTZOJI,O,X,O,O,O,O,X,X,X,X
SLTOIJZ,O,X,O,X,X,X,X,O,X,X
SLTOIZJ,O,X,O,O,X,O,X,O,X,X
SLTOJIZ,O,X,O,X,X,X,X,X,X,X
SLTOJZI,O,X,O,O,X,X,X,X,X,X
SLTOZIJ,O,X,O,O,X,O,X,O,X,X
SLTOZJI,O,X,O,O,X,O,X,X,X,X
SLITJZO,X,X,X,X,O,O,X,O,X,X
SLITJOZ,X,X,X,X,X,X,X,O,X,X
SLITZJO,X,X,X,O,X,O,X,O,X,X
SLITZOJ,X,X,X,O,X,O,X,O,X,X
SLITOJZ,X,X,X,X,X,X,X,O,X,X
SLITOZJ,X,X,X,O,X,O,X,O,X,X
SLIJTZO,X,X,X,X,O,X,X,O,X,X
SLIJTOZ,X,X,X,X,X,X,X,O,X,X
SLIJZTO,O,O,X,X,O,X,X,O,X,X
SLIJZOT,O,O,X,X,O,X,O,O,X,X
SLIJOTZ,O,X,X,X,X,X,X,O,X,O
SLIJOZT,O,O,X,X,X,X,X,O,X,O
SLIZTJO,O,O,X,O,X,O,X,O,X,X
SLIZTOJ,X,X,X,O,X,O,X,O,X,X
SLIZJTO,O,O,X,O,X,X,X,O,X,X
SLIZJOT,O,O,X,O,X,X,O,O,X,X
SLIZOTJ,O,O,X,O,X,X,X,O,X,X
SLIZOJT,O,O,X,O,X,X,O,O,X,X
SLIOTJZ,O,X,X,X,X,X,X,O,X,X
SLIOTZJ,O,X,X,O,X,X,X,O,X,X
SLIOJTZ,O,X,X,X,X,X,X,O,X,O
SLIOJZT,O,O,X,X,X,X,X,O,X,O
SLIOZTJ,O,O,X,O,X,X,X,O,X,X
SLIOZJT,O,O,X,O,X,X,X,O,X,X
SLJTIZO,X,X,O,X,O,O,X,X,X,X
SLJTIOZ,X,X,O,X,X,X,X,X,X,X
SLJTZIO,O,X,O,O,O,O,X,X,X,X
SLJTZOI,O,X,O,O,O,O,X,X,X,X
SLJTOIZ,O,X,O,X,X,X,X,X,X,X
SLJTOZI,O,X,O,O,X,X,X,X,X,X
SLJITZO,X,X,X,X,O,X,X,O,X,X
SLJITOZ,X,X,X,X,X,X,X,O,X,X
SLJIZTO,O,O,X,X,O,X,X,O,X,X
SLJIZOT,O,O,X,X,O,X,O,O,X,X
SLJIOTZ,O,X,X,X,X,X,X,O,X,O
SLJIOZT,O,O,X,X,X,X,X,O,X,O
SLJZTIO,O,O,O,O,O,O,X,X,X,X
SLJZTOI,O,X,O,O,O,O,X,X,X,X
SLJZITO,O,O,X,O,O,X,X,O,X,X
SLJZIOT,O,O,X,O,O,X,O,O,X,X
SLJZOTI,O,X,O,O,O,X,X,X,X,X
SLJZOIT,O,O,X,O,O,X,O,O,X,X
SLJOTIZ,O,X,O,X,X,X,X,X,X,X
SLJOTZI,O,X,O,O,X,X,X,X,X,X
SLJOITZ,O,X,X,X,X,X,X,O,X,O
SLJOIZT,O,O,X,X,X,X,X,O,X,O
SLJOZTI,O,O,O,O,X,X,X,X,X,X
SLJOZIT,O,O,X,O,X,X,X,O,X,X
SLZTIJO,O,O,O,O,X,O,X,O,X,X
SLZTIOJ,X,X,O,O,X,O,X,O,X,X
SLZTJIO,O,O,O,O,O,O,X,X,X,X
SLZTJOI,O,X,O,O,O,O,X,X,X,X
SLZTOIJ,O,X,O,O,X,O,X,O,X,X
SLZTOJI,O,X,O,O,O,O,X,X,X,X
SLZITJO,O,O,X,O,X,O,X,O,X,X
SLZITOJ,X,X,X,O,X,O,X,O,X,X
SLZIJTO,O,O,X,O,X,X,X,O,X,X
SLZIJOT,O,O,X,O,X,X,O,O,X,X
SLZIOTJ,O,O,X,O,X,X,X,O,X,X
SLZIOJT,O,O,X,O,X,X,O,O,X,X
SLZJTIO,O,O,O,O,O,O,X,X,X,X
SLZJTOI,O,X,O,O,O,O,X,X,X,X
SLZJITO,O,O,X,O,O,X,X,O,X,X
SLZJIOT,O,O,X,O,O,X,O,O,X,X
SLZJOTI,O,X,O,O,O,X,X,X,X,X
SLZJOIT,O,O,X,O,O,X,O,O,X,X
SLZOTIJ,O,O,O,O,X,O,X,O,X,X
SLZOTJI,O,O,O,O,O,O,X,X,X,X
SLZOITJ,O,O,X,O,X,O,X,O,X,X
SLZOIJT,O,O,X,O,X,X,O,O,X,X
SLZOJTI,O,O,O,O,O,O,X,X,X,X
SLZOJIT,O,O,X,O,O,X,O,O,X,X
SLOTIJZ,O,X,O,X,X,O,X,O,X,X
SLOTIZJ,O,X,O,O,X,O,X,O,X,X
SLOTJIZ,O,X,O,X,X,O,X,X,X,X
SLOTJZI,O,X,O,O,X,O,X,X,X,X
SLOTZIJ,O,X,O,O,X,O,X,O,X,X
SLOTZJI,O,X,O,O,X,O,X,X,X,X
SLOITJZ,O,X,X,X,X,O,X,O,X,X
SLOITZJ,O,X,X,O,X,O,X,O,X,X
SLOIJTZ,O,X,X,X,X,X,X,O,X,O
SLOIJZT,O,O,X,X,X,X,X,O,X,O
SLOIZTJ,O,O,X,O,X,O,X,O,X,X
SLOIZJT,O,O,X,O,X,X,X,O,X,X
SLOJTIZ,O,X,O,X,X,O,X,X,X,X
SLOJTZI,O,X,O,O,X,O,X,X,X,X
SLOJITZ,O,X,X,X,X,X,X,O,X,O
SLOJIZT,O,O,X,X,X,X,X,O,X,O
SLOJZTI,O,O,O,O,X,O,X,X,X,X
SLOJZIT,O,O,X,O,X,X,X,O,X,X
SLOZTIJ,O,O,O,O,X,O,X,O,X,X
SLOZTJI,O,O,O,O,X,O,X,X,X,X
SLOZITJ,O,O,X,O,X,O,X,O,X,X
SLOZIJT,O,O,X,O,X,X,X,O,X,X
SLOZJTI,O,O,O,O,X,O,X,X,X,X
SLOZJIT,O,O,X,O,X,X,X,O,X,X
SJTILZO,X,X,O,X,O,O,X,X,O,X
SJTILOZ,X,X,O,X,X,X,X,X,O,X
SJTIZLO,X,X,O,X,O,O,X,X,O,X
SJTIZOL,X,X,O,X,O,X,X,X,O,X
SJTIOLZ,X,X,O,X,X,X,X,X,O,X
SJTIOZL,X,X,O,X,O,X,X,X,O,X
SJTLIZO,X,X,O,X,O,O,X,X,X,X
SJTLIOZ,X,X,O,X,X,X,X,X,X,X
SJTLZIO,O,X,O,O,O,O,X,X,X,X
SJTLZOI,O,X,O,O,O,O,X,X,X,X
SJTLOIZ,O,X,O,X,X,X,X,X,X,X
SJTLOZI,O,X,O,O,X,X,X,X,X,X
SJTZILO,O,X,O,O,O,O,X,X,X,X
SJTZIOL,O,X,O,O,O,X,X,X,X,X
SJTZLIO,O,X,O,O,O,O,X,X,X,X
SJTZLOI,O,X,O,O,O,O,X,X,X,X
SJTZOIL,O,X,O,O,O,X,X,X,X,X
SJTZOLI,O,X,O,O,O,X,X,X,X,X
SJTOILZ,X,X,O,X,X,X,X,X,X,X
SJTOIZL,O,X,O,X,O,X,X,X,X,X
SJTOLIZ,O,X,O,X,X,X,X,X,X,X
SJTOLZI,O,X,O,O,X,X,X,X,X,X
SJTOZIL,O,X,O,O,O,X,X,X,X,X
SJTOZLI,O,X,O,O,O,X,X,X,X,X
SJITLZO,X,X,O,X,O,X,X,X,O,X
SJITLOZ,X,X,O,X,X,X,X,X,O,X
SJITZLO,X,X,O,X,O,X,X,X,O,X
SJITZOL,X,X,O,X,O,X,X,X,O,X
SJITOLZ,X,X,O,X,X,X,X,X,O,X
SJITOZL,X,X,O,X,O,X,X,X,O,X
SJILTZO,X,X,X,X,O,X,X,O,X,X
SJILTOZ,X,X,X,X,X,X,X,O,X,X
SJILZTO,O,O,X,X,O,X,X,O,X,X
SJILZOT,O,O,X,X,O,X,O,O,X,X
SJILOTZ,O,X,X,X,X,X,X,O,X,O
SJILOZT,O,O,X,X,X,X,X,O,X,O
SJIZTLO,O,O,O,X,O,X,X,X,X,X
SJIZTOL,O,X,O,X,O,X,X,X,X,X
SJIZLTO,O,O,X,X,O,X,X,O,X,X
SJIZLOT,O,O,X,X,O,X,O,O,X,X
SJIZOTL,O,X,O,X,O,X,X,X,X,X
SJIZOLT,O,O,X,X,O,X,O,O,X,X
SJIOTLZ,X,X,O,X,X,X,X,X,X,X
SJIOTZL,O,X,O,X,O,X,X,X,X,X
SJIOLTZ,O,X,X,X,X,X,X,O,X,O
SJIOLZT,O,O,X,X,X,X,X,O,X,O
SJIOZTL,O,O,O,X,O,X,X,X,X,X
SJIOZLT,O,O,X,X,O,X,X,O,X,X
SJLTIZO,X,X,O,X,O,O,X,X,X,X
SJLTIOZ,X,X,O,X,X,X,X,X,X,X
SJLTZIO,O,X,O,O,O,O,X,X,X,X
SJLTZOI,O,X,O,O,O,O,X,X,X,X
SJLTOIZ,O,X,O,X,X,X,X,X,X,X
SJLTOZI,O,X,O,O,X,X,X,X,X,X
SJLITZO,X,X,X,X,O,X,X,O,X,X
SJLITOZ,X,X,X,X,X,X,X,O,X,X
SJLIZTO,O,O,X,X,O,X,X,O,X,X
SJLIZOT,O,O,X,X,O,X,O,O,X,X
SJLIOTZ,O,X,X,X,X,X,X,O,X,O
SJLIOZT,O,O,X,X,X,X,X,O,X,O
SJLZTIO,O,O,O,O,O,O,X,X,X,X
SJLZTOI,O,X,O,O,O,O,X,X,X,X
SJLZITO,O,O,X,O,O,X,X,O,X,X
SJLZIOT,O,O,X,O,O,X,O,O,X,X
SJLZOTI,O,X,O,O,O,X,X,X,X,X
SJLZOIT,O,O,X,O,O,X,O,O,X,X
SJLOTIZ,O,X,O,X,X,X,X,X,X,X
SJLOTZI,O,X,O,O,X,X,X,X,X,X
SJLOITZ,O,X,X,X,X,X,X,O,X,O
SJLOIZT,O,O,X,X,X,X,X,O,X,O
SJLOZTI,O,O,O,O,X,X,X,X,X,X
SJLOZIT,O,O,X,O,X,X,X,O,X,X
SJZTILO,O,O,O,O,O,O,X,X,X,X
SJZTIOL,O,X,O,O,O,X,X,X,X,X
SJZTLIO,O,O,O,O,O,O,X,X,X,X
SJZTLOI,O,X,O,O,O,O,X,X,X,X
SJZTOIL,O,X,O,O,O,X,X,X,X,X
SJZTOLI,O,X,O,O,O,X,X,X,X,X
SJZITLO,O,O,O,O,O,X,X,X,X,X
SJZITOL,O,X,O,O,O,X,X,X,X,X
SJZILTO,O,O,X,O,O,X,X,O,X,X
SJZILOT,O,O,X,O,O,X,O,O,X,X
SJZIOTL,O,X,O,O,O,X,X,X,X,X
SJZIOLT,O,O,X,X,O,X,O,O,X,X
SJZLTIO,O,O,O,O,O,O,X,X,X,X
SJZLTOI,O,X,O,O,O,O,X,X,X,X
SJZLITO,O,O,X,O,O,X,X,O,X,X
SJZLIOT,O,O,X,O,O,X,O,O,X,X
SJZLOTI,O,X,O,O,O,X,X,X,X,X
SJZLOIT,O,O,X,O,O,X,O,O,X,X
SJZOTIL,O,X,O,O,O,O,X,X,X,X
SJZOTLI,O,X,O,O,O,O,X,X,X,X
SJZOITL,O,X,O,O,O,X,X,X,X,X
SJZOILT,O,O,X,X,O,X,O,O,X,X
SJZOLTI,O,X,O,O,O,O,X,X,X,X
SJZOLIT,O,O,X,O,O,X,O,O,X,X
SJOTILZ,X,X,O,X,X,O,X,X,X,X
SJOTIZL,O,X,O,X,O,O,X,X,X,X
SJOTLIZ,O,X,O,X,X,O,X,X,X,X
SJOTLZI,O,X,O,O,X,O,X,X,X,X
SJOTZIL,O,X,O,O,O,O,X,X,X,X
SJOTZLI,O,X,O,O,O,O,X,X,X,X
SJOITLZ,X,X,O,X,X,X,X,X,X,X
SJOITZL,O,X,O,X,O,X,X,X,X,X
SJOILTZ,O,X,X,X,X,X,X,O,X,O
SJOILZT,O,O,X,X,X,X,X,O,X,O
SJOIZTL,O,O,O,X,O,X,X,X,X,X
SJOIZLT,O,O,X,X,O,X,X,O,X,X
SJOLTIZ,O,X,O,X,X,O,X,X,X,X
SJOLTZI,O,X,O,O,X,O,X,X,X,X
SJOLITZ,O,X,X,X,X,X,X,O,X,O
SJOLIZT,O,O,X,X,X,X,X,O,X,O
SJOLZTI,O,O,O,O,X,O,X,X,X,X
SJOLZIT,O,O,X,O,X,X,X,O,X,X
SJOZTIL,O,O,O,O,O,O,X,X,X,X
SJOZTLI,O,O,O,O,O,O,X,X,X,X
SJOZITL,O,O,O,O,O,X,X,X,X,X
SJOZILT,O,O,X,X,O,X,X,O,X,X
SJOZLTI,O,O,O,O,O,O,X,X,X,X
SJOZLIT,O,O,X,O,O,X,X,O,X,X
SZTILJO,O,O,O,O,X,O,X,O,X,X
SZTILOJ,X,X,O,O,X,O,X,O,X,X
SZTIJLO,O,O,O,O,O,O,X,X,X,X
SZTIJOL,O,X,O,O,O,X,X,X,X,X
SZTIOLJ,O,X,O,O,X,O,X,O,X,X
SZTIOJL,O,X,O,O,O,X,X,X,X,X
