sequence,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeXAJvhFOmB8mBziB5?oBqqBlsB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeXAJvhFVmBUiBaoB5?oBzqBGsB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeiBJvhFziB5oBGlB3?mBlsB0qB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeXAJvhFOmBliB5oBq?qBzmB8sB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeXAJvhF0hB5oBuqBz?nBirBlsB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeVFJvhFRhBGjB0mB6?sB/tBzqB
ZJOITSL,O,O,X,O,O,X
ZJOILTS,O,O,X,O,O,X
ZJOILST,O,O,X,O,O,X
ZJOISTL,X,O,X,O,O,X
ZJOISLT,X,O,X,O,O,X
ZJOLTIS,O,O,X,O,O,X
ZJOLTSI,O,O,X,O,O,X
ZJOLITS,O,O,X,O,O,X
ZJOLIST,O,O,X,O,O,X
ZJOLSTI,O,O,X,O,O,X
ZJOLSIT,O,O,X,O,O,X
ZJOSTIL,X,O,X,O,O,X
ZJOSTLI,X,O,X,O,X,X
ZJOSITL,X,O,X,O,O,X
ZJOSILT,X,O,X,O,O,X
ZJOSLTI,X,O,X,O,O,X
ZJOSLIT,X,O,X,O,O,X
ZSTILJO,O,X,O,O,X,O
ZSTILOJ,O,X,O,O,X,O
ZSTIJLO,O,X,X,O,X,O
ZSTIJOL,O,X,X,X,X,O
ZSTIOLJ,O,X,O,O,X,X
ZSTIOJL,O,X,X,O,X,O
ZSTLIJO,O,X,O,O,X,O
ZSTLIOJ,O,X,O,O,X,O
ZSTLJIO,O,X,O,O,X,O
ZSTLJOI,O,X,O,O,X,O
ZSTLOIJ,O,X,O,O,X,O
ZSTLOJI,O,X,O,O,X,O
ZSTJILO,O,X,X,O,X,O
ZSTJIOL,O,X,X,X,X,O
ZSTJLIO,O,X,X,O,X,O
ZSTJLOI,O,X,X,O,X,O
ZSTJOIL,O,X,X,X,X,O
ZSTJOLI,O,X,X,X,X,X
ZSTOILJ,O,X,O,O,X,X
ZSTOIJL,O,X,X,O,X,O
ZSTOLIJ,O,X,O,O,X,O
ZSTOLJI,O,X,O,O,X,O
ZSTOJIL,O,X,X,O,X,O
ZSTOJLI,O,X,X,O,X,X
ZSITLJO,O,X,O,O,X,O
ZSITLOJ,O,X,O,O,X,O
ZSITJLO,O,X,X,O,X,O
ZSITJOL,O,X,X,X,X,O
ZSITOLJ,O,X,O,O,X,X
ZSITOJL,O,X,X,O,X,O
ZSILTJO,O,X,O,O,X,O
ZSILTOJ,O,X,O,O,X,O
ZSILJTO,O,O,O,O,X,O
ZSILJOT,O,X,X,O,X,X
ZSILOTJ,O,O,X,O,X,X
ZSILOJT,O,O,X,O,X,X
ZSIJTLO,O,O,X,O,O,O
ZSIJTOL,O,O,X,X,O,O
ZSIJLTO,O,O,X,O,O,X
ZSIJLOT,O,X,X,O,O,X
ZSIJOTL,X,X,X,X,O,X
ZSIJOLT,X,X,X,X,O,X
ZSIOTLJ,X,O,X,O,X,X
ZSIOTJL,X,O,X,O,X,X
ZSIOLTJ,X,O,X,O,X,X
ZSIOLJT,X,O,X,O,X,X
ZSIOJTL,X,O,X,O,O,X
ZSIOJLT,X,O,X,O,O,X
ZSLTIJO,O,X,O,O,X,O
ZSLTIOJ,O,X,O,O,X,O
ZSLTJIO,O,X,O,O,X,O
ZSLTJOI,O,X,O,O,X,O
ZSLTOIJ,O,X,O,O,X,O
ZSLTOJI,O,X,O,O,X,O
ZSLITJO,O,X,O,O,X,O
ZSLITOJ,O,X,O,O,X,O
ZSLIJTO,O,O,O,O,X,O
ZSLIJOT,O,X,X,O,X,X
ZSLIOTJ,O,O,X,O,X,X
ZSLIOJT,O,O,X,O,X,X
ZSLJTIO,O,O,O,O,X,O
ZSLJTOI,O,O,O,O,X,O
ZSLJITO,O,O,O,O,X,O
ZSLJIOT,O,X,X,O,X,X
ZSLJOTI,O,X,X,O,X,O
ZSLJOIT,O,X,X,O,X,X
ZSLOTIJ,O,O,X,O,X,O
ZSLOTJI,O,O,X,O,X,O
ZSLOITJ,O,O,X,O,X,X
ZSLOIJT,O,O,X,O,X,X
ZSLOJTI,O,O,X,O,X,O
ZSLOJIT,O,O,X,O,X,X
ZSJTILO,O,O,X,O,O,O
ZSJTIOL,O,O,X,X,O,O
ZSJTLIO,O,O,X,O,O,O
ZSJTLOI,O,O,X,O,O,O
ZSJTOIL,O,O,X,X,O,O
ZSJTOLI,O,O,X,X,X,X
ZSJITLO,O,O,X,O,O,O
ZSJITOL,O,O,X,X,O,O
ZSJILTO,O,O,X,O,O,X
ZSJILOT,O,X,X,O,O,X
ZSJIOTL,X,X,X,X,O,X
ZSJIOLT,X,X,X,X,O,X
ZSJLTIO,O,O,X,O,O,O
ZSJLTOI,O,O,X,O,O,O
ZSJLITO,O,O,X,O,O,O
ZSJLIOT,O,X,X,O,O,X
ZSJLOTI,O,X,X,O,O,O
ZSJLOIT,O,X,X,O,O,X
ZSJOTIL,X,X,X,X,O,O
ZSJOTLI,X,X,X,X,X,O
ZSJOITL,X,X,X,X,O,X
ZSJOILT,X,X,X,X,O,X
ZSJOLTI,X,X,X,X,O,O
ZSJOLIT,X,X,X,X,O,X
ZSOTILJ,X,O,X,O,X,O
ZSOTIJL,X,O,X,O,X,O
ZSOTLIJ,X,O,X,O,X,O
ZSOTLJI,X,O,X,O,X,O
ZSOTJIL,X,O,X,O,X,O
ZSOTJLI,X,O,X,O,X,O
ZSOITLJ,X,O,X,O,X,X
ZSOITJL,X,O,X,O,X,X
ZSOILTJ,X,O,X,O,X,X
ZSOILJT,X,O,X,O,X,X
ZSOIJTL,X,O,X,O,O,X
ZSOIJLT,X,O,X,O,O,X
ZSOLTIJ,X,O,X,O,X,O
ZSOLTJI,X,O,X,O,X,O
ZSOLITJ,X,O,X,O,X,X
ZSOLIJT,X,O,X,O,X,X
ZSOLJTI,X,O,X,O,X,O
ZSOLJIT,X,O,X,O,X,X
ZSOJTIL,X,O,X,O,O,O
ZSOJTLI,X,O,X,O,X,O
ZSOJITL,X,O,X,O,O,X
ZSOJILT,X,O,X,O,O,X
ZSOJLTI,X,O,X,O,O,O
ZSOJLIT,X,O,X,O,O,X
ZOTILJS,O,O,X,O,X,O
ZOTILSJ,O,O,X,O,X,O
ZOTIJLS,O,O,X,O,X,X
ZOTIJSL,O,O,X,O,X,O
ZOTISLJ,O,O,X,O,X,O
ZOTISJL,O,O,X,O,X,O
ZOTLIJS,O,O,X,O,X,O
ZOTLISJ,O,O,X,O,X,O
ZOTLJIS,O,O,X,O,X,O
ZOTLJSI,O,O,X,O,X,O
ZOTLSIJ,O,O,X,O,X,O
ZOTLSJI,O,O,X,O,X,O
ZOTJILS,O,O,X,O,X,X
ZOTJISL,O,O,X,O,X,O
ZOTJLIS,O,O,X,O,X,O
ZOTJLSI,O,O,X,O,X,O
ZOTJSIL,O,O,X,O,X,O
ZOTJSLI,O,O,X,O,X,O
ZOTSILJ,O,O,X,O,X,O
ZOTSIJL,O,O,X,O,X,O
ZOTSLIJ,O,O,X,O,X,O
ZOTSLJI,O,O,X,O,X,O
ZOTSJIL,O,O,X,O,X,O
ZOTSJLI,O,O,X,O,X,O
ZOITLJS,O,O,X,O,X,X
ZOITLSJ,O,O,X,O,X,X
ZOITJLS,O,O,X,O,X,X
ZOITJSL,O,O,X,O,X,X
ZOITSLJ,O,O,X,O,X,X
ZOITSJL,O,O,X,O,X,X
ZOILTJS,O,O,X,O,X,X
ZOILTSJ,O,O,X,O,X,X
ZOILJTS,O,O,X,O,O,X
ZOILJST,O,O,X,O,O,X
ZOILSTJ,O,O,X,O,X,X
ZOILSJT,O,O,X,O,X,X
ZOIJTLS,O,O,X,O,X,X
ZOIJTSL,O,O,X,O,O,X
ZOIJLTS,O,O,X,O,O,X
ZOIJLST,O,O,X,O,O,X
ZOIJSTL,X,O,X,O,O,X
ZOIJSLT,X,O,X,O,O,X
ZOISTLJ,X,O,X,O,X,X
ZOISTJL,X,O,X,O,X,X
ZOISLTJ,X,O,X,O,X,X
ZOISLJT,X,O,X,O,X,X
ZOISJTL,X,O,X,O,O,X
ZOISJLT,X,O,X,O,O,X
ZOLTIJS,O,O,X,O,X,O
ZOLTISJ,O,O,X,O,X,O
ZOLTJIS,O,O,X,O,X,O
ZOLTJSI,O,O,X,O,X,O
ZOLTSIJ,O,O,X,O,X,O
ZOLTSJI,O,O,X,O,X,O
ZOLITJS,O,O,X,O,X,X
ZOLITSJ,O,O,X,O,X,X
ZOLIJTS,O,O,X,O,O,X
ZOLIJST,O,O,X,O,O,X
ZOLISTJ,O,O,X,O,X,X
ZOLISJT,O,O,X,O,X,X
ZOLJTIS,O,O,X,O,O,X
ZOLJTSI,O,O,X,O,O,X
ZOLJITS,O,O,X,O,O,X
ZOLJIST,O,O,X,O,O,X
ZOLJSTI,O,O,X,O,O,X
ZOLJSIT,O,O,X,O,O,X
ZOLSTIJ,O,O,X,O,X,O
ZOLSTJI,O,O,X,O,X,O
ZOLSITJ,O,O,X,O,X,X
ZOLSIJT,O,O,X,O,X,X
ZOLSJTI,O,O,X,O,X,O
ZOLSJIT,O,O,X,O,X,X
ZOJTILS,O,O,X,O,X,X
ZOJTISL,O,O,X,O,O,X
ZOJTLIS,O,O,X,O,X,X
ZOJTLSI,O,O,X,O,X,X
ZOJTSIL,O,O,X,O,O,X
ZOJTSLI,O,O,X,O,X,X
ZOJITLS,O,O,X,O,X,X
ZOJITSL,O,O,X,O,O,X
ZOJILTS,O,O,X,O,O,X
ZOJILST,O,O,X,O,O,X
ZOJISTL,X,O,X,O,O,X
ZOJISLT,X,O,X,O,O,X
ZOJLTIS,O,O,X,O,O,X
ZOJLTSI,O,O,X,O,O,X
ZOJLITS,O,O,X,O,O,X
ZOJLIST,O,O,X,O,O,X
ZOJLSTI,O,O,X,O,O,X
ZOJLSIT,O,O,X,O,O,X
ZOJSTIL,X,O,X,O,O,X
ZOJSTLI,X,O,X,O,X,X
ZOJSITL,X,O,X,O,O,X
ZOJSILT,X,O,X,O,O,X
ZOJSLTI,X,O,X,O,O,X
ZOJSLIT,X,O,X,O,O,X
ZOSTILJ,X,O,X,O,X,O
ZOSTIJL,X,O,X,O,X,O
ZOSTLIJ,X,O,X,O,X,O
ZOSTLJI,X,O,X,O,X,O
ZOSTJIL,X,O,X,O,X,O
ZOSTJLI,X,O,X,O,X,O
ZOSITLJ,X,O,X,O,X,X
ZOSITJL,X,O,X,O,X,X
ZOSILTJ,X,O,X,O,X,X
ZOSILJT,X,O,X,O,X,X
ZOSIJTL,X,O,X,O,O,X
ZOSIJLT,X,O,X,O,O,X
ZOSLTIJ,X,O,X,O,X,O
ZOSLTJI,X,O,X,O,X,O
ZOSLITJ,X,O,X,O,X,X
ZOSLIJT,X,O,X,O,X,X
ZOSLJTI,X,O,X,O,X,O
ZOSLJIT,X,O,X,O,X,X
ZOSJTIL,X,O,X,O,O,O
ZOSJTLI,X,O,X,O,X,O
ZOSJITL,X,O,X,O,O,X
ZOSJILT,X,O,X,O,O,X
ZOSJLTI,X,O,X,O,O,O
ZOSJLIT,X,O,X,O,O,X
OTILJSZ,O,O,O,O,O,O
OTILJZS,O,O,X,O,O,X
OTILSJZ,O,O,O,O,X,O
OTILSZJ,O,O,O,O,X,O
OTILZJS,O,O,X,O,X,O
OTILZSJ,O,O,X,O,X,O
OTIJLSZ,O,O,O,O,O,O
OTIJLZS,O,O,X,O,O,X
OTIJSLZ,O,O,O,X,O,O
OTIJSZL,X,O,O,X,O,O
OTIJZLS,O,O,X,O,X,X
OTIJZSL,O,O,O,O,O,O
OTISLJZ,O,O,O,X,X,O
OTISLZJ,O,O,O,X,X,O
OTISJLZ,O,O,O,X,O,O
OTISJZL,X,O,O,X,O,O
OTISZLJ,O,O,O,X,X,O
OTISZJL,O,O,X,X,X,O
OTIZLJS,O,O,X,O,X,O
OTIZLSJ,O,O,X,O,X,O
OTIZJLS,O,O,X,O,X,X
OTIZJSL,O,O,O,O,X,O
OTIZSLJ,O,O,O,O,X,O
OTIZSJL,O,O,X,O,X,O
OTLIJSZ,O,O,O,O,O,O
OTLIJZS,O,O,X,O,O,X
OTLISJZ,O,O,O,O,X,O
OTLISZJ,O,O,O,O,X,O
OTLIZJS,O,O,X,O,X,O
OTLIZSJ,O,O,X,O,X,O
OTLJISZ,O,O,O,O,O,O
OTLJIZS,O,O,X,O,O,X
OTLJSIZ,O,O,O,O,O,O
OTLJSZI,O,O,O,O,O,O
OTLJZIS,O,O,X,O,O,O
OTLJZSI,O,O,X,O,O,O
OTLSIJZ,O,O,O,O,X,O
OTLSIZJ,O,O,O,O,X,O
OTLSJIZ,O,O,O,O,X,O
OTLSJZI,O,O,O,O,X,O
OTLSZIJ,O,O,O,O,X,O
OTLSZJI,O,O,O,O,X,O
OTLZIJS,O,O,X,O,X,O
OTLZISJ,O,O,X,O,X,O
OTLZJIS,O,O,X,O,X,O
OTLZJSI,O,O,X,O,X,O
OTLZSIJ,O,O,X,O,X,O
OTLZSJI,O,O,X,O,X,O
OTJILSZ,O,O,O,O,O,O
OTJILZS,O,O,X,O,O,X
OTJISLZ,O,O,O,X,O,O
OTJISZL,X,O,O,X,O,O
OTJIZLS,O,O,X,O,X,X
OTJIZSL,O,O,O,O,O,O
OTJLISZ,O,O,O,O,O,O
OTJLIZS,O,O,X,O,O,X
OTJLSIZ,O,O,O,O,O,O
OTJLSZI,O,O,O,O,O,O
OTJLZIS,O,O,X,O,O,O
OTJLZSI,O,O,X,O,O,O
OTJSILZ,O,O,O,X,O,O
OTJSIZL,X,O,O,X,O,O
OTJSLIZ,O,O,O,X,O,O
OTJSLZI,O,O,O,X,O,O
OTJSZIL,X,O,O,X,O,O
OTJSZLI,X,O,O,X,X,O
OTJZILS,O,O,X,O,X,X
OTJZISL,O,O,O,O,O,O
OTJZLIS,O,O,X,O,X,O
OTJZLSI,O,O,X,O,X,O
OTJZSIL,O,O,O,O,O,O
OTJZSLI,O,O,O,O,X,O
OTSILJZ,O,O,O,X,X,O
OTSILZJ,O,O,O,X,X,O
OTSIJLZ,O,O,O,X,O,O
OTSIJZL,X,O,O,X,O,O
OTSIZLJ,O,O,O,X,X,O
OTSIZJL,O,O,X,X,X,O
OTSLIJZ,O,O,O,X,X,O
OTSLIZJ,O,O,O,X,X,O
OTSLJIZ,O,O,O,X,X,O
OTSLJZI,O,O,O,X,X,O
OTSLZIJ,O,O,O,X,X,O
OTSLZJI,O,O,O,X,X,O
OTSJILZ,O,O,O,X,O,O
OTSJIZL,X,O,O,X,O,O
OTSJLIZ,O,O,O,X,O,O
OTSJLZI,O,O,O,X,O,O
OTSJZIL,X,O,O,X,O,O
OTSJZLI,X,O,O,X,X,O
OTSZILJ,O,O,O,X,X,O
OTSZIJL,O,O,X,X,X,O
OTSZLIJ,O,O,O,X,X,O
OTSZLJI,O,O,O,X,X,O
OTSZJIL,O,O,X,X,X,O
OTSZJLI,O,O,X,X,X,O
OTZILJS,O,O,X,O,X,O
OTZILSJ,O,O,X,O,X,O
OTZIJLS,O,O,X,O,X,X
OTZIJSL,O,O,O,O,X,O
OTZISLJ,O,O,O,O,X,O
OTZISJL,O,O,X,O,X,O
OTZLIJS,O,O,X,O,X,O
OTZLISJ,O,O,X,O,X,O
OTZLJIS,O,O,X,O,X,O
OTZLJSI,O,O,X,O,X,O
OTZLSIJ,O,O,X,O,X,O
OTZLSJI,O,O,X,O,X,O
OTZJILS,O,O,X,O,X,X
OTZJISL,O,O,O,O,X,O
OTZJLIS,O,O,X,O,X,O
OTZJLSI,O,O,X,O,X,O
OTZJSIL,O,O,O,O,X,O
OTZJSLI,O,O,O,O,X,O
OTZSILJ,O,O,O,O,X,O
OTZSIJL,O,O,X,O,X,O
OTZSLIJ,O,O,O,O,X,O
OTZSLJI,O,O,O,O,X,O
OTZSJIL,O,O,X,O,X,O
OTZSJLI,O,O,X,O,X,O
OITLJSZ,O,O,O,O,O,O
OITLJZS,O,O,X,O,O,X
OITLSJZ,O,O,O,O,X,O
OITLSZJ,O,O,O,O,X,O
OITLZJS,O,O,X,O,X,O
OITLZSJ,O,O,X,O,X,O
OITJLSZ,O,O,O,O,O,O
OITJLZS,O,O,X,O,O,X
OITJSLZ,O,O,O,X,O,O
OITJSZL,X,O,O,X,O,O
OITJZLS,O,O,X,O,X,X
OITJZSL,O,O,O,O,O,O
OITSLJZ,O,O,O,X,X,O
OITSLZJ,O,O,O,X,X,O
OITSJLZ,O,O,O,X,O,O
OITSJZL,X,O,O,X,O,O
OITSZLJ,O,O,O,X,X,O
OITSZJL,O,O,X,X,X,O
OITZLJS,O,O,X,O,X,O
OITZLSJ,O,O,X,O,X,O
OITZJLS,O,O,X,O,X,X
OITZJSL,O,O,O,O,X,O
OITZSLJ,O,O,O,O,X,O
OITZSJL,O,O,X,O,X,O
OILTJSZ,O,O,X,O,O,O
OILTJZS,O,O,X,O,O,X
OILTSJZ,O,O,X,O,X,O
OILTSZJ,O,O,X,O,X,O
OILTZJS,O,O,X,O,X,O
OILTZSJ,O,O,X,O,X,O
OILJTSZ,X,O,X,O,O,X
OILJTZS,X,O,X,O,O,X
OILJSTZ,X,O,X,O,O,X
OILJSZT,O,O,X,O,O,X
OILJZTS,O,O,X,O,O,X
OILJZST,O,O,X,O,O,X
OILSTJZ,O,O,X,O,X,O
OILSTZJ,O,O,X,O,X,O
OILSJTZ,X,O,X,O,O,O
OILSJZT,O,O,X,O,O,X
OILSZTJ,O,O,X,O,X,X
OILSZJT,O,O,X,O,X,X
OILZTJS,O,O,X,O,X,X
OILZTSJ,O,O,X,O,X,X
OILZJTS,O,O,X,O,O,X
OILZJST,O,O,X,O,O,X
OILZSTJ,O,O,X,O,X,X
OILZSJT,O,O,X,O,X,X
OIJTLSZ,X,O,O,O,O,X
OIJTLZS,X,O,X,O,O,X
OIJTSLZ,X,O,O,X,O,X
OIJTSZL,X,O,O,X,O,X
OIJTZLS,X,O,X,O,X,X
OIJTZSL,X,O,O,O,O,X
OIJLTSZ,X,O,X,O,O,X
OIJLTZS,X,O,X,O,O,X
OIJLSTZ,X,O,X,O,O,X
OIJLSZT,X,O,X,O,O,X
OIJLZTS,X,O,X,O,O,X
OIJLZST,X,O,X,O,O,X
OIJSTLZ,X,O,O,X,O,X
OIJSTZL,X,O,O,X,O,X
OIJSLTZ,X,O,O,O,O,X
OIJSLZT,X,O,X,O,O,X
OIJSZTL,X,O,X,O,O,X
OIJSZLT,X,O,X,O,O,X
OIJZTLS,X,O,X,O,X,X
OIJZTSL,X,O,X,O,O,X
OIJZLTS,X,O,X,O,O,X
OIJZLST,X,O,X,O,O,X
OIJZSTL,X,O,X,O,O,X
OIJZSLT,X,O,X,O,O,X
OISTLJZ,O,O,O,X,X,O
OISTLZJ,O,O,O,X,X,O
OISTJLZ,O,O,O,X,O,O
OISTJZL,X,O,X,X,O,O
OISTZLJ,O,O,O,X,X,O
OISTZJL,X,O,X,X,X,O
OISLTJZ,O,O,O,O,X,O
OISLTZJ,O,O,O,O,X,O
OISLJTZ,X,O,O,O,O,O
OISLJZT,O,O,X,O,O,X
OISLZTJ,O,O,X,O,X,X
OISLZJT,O,O,X,O,X,X
OISJTLZ,X,O,X,X,O,O
OISJTZL,X,O,X,X,O,O
OISJLTZ,X,O,X,O,O,O
OISJLZT,X,O,X,O,O,X
OISJZTL,X,O,X,O,O,X
OISJZLT,X,O,X,O,O,X
OISZTLJ,X,O,X,O,X,X
OISZTJL,X,O,X,O,X,X
OISZLTJ,X,O,X,O,X,X
OISZLJT,X,O,X,O,X,X
OISZJTL,X,O,X,O,O,X
OISZJLT,X,O,X,O,O,X
OIZTLJS,O,O,X,O,X,X
OIZTLSJ,O,O,X,O,X,X
OIZTJLS,O,O,X,O,X,X
OIZTJSL,O,O,X,O,X,X
OIZTSLJ,O,O,X,O,X,X
OIZTSJL,O,O,X,O,X,X
OIZLTJS,O,O,X,O,X,X
OIZLTSJ,O,O,X,O,X,X
OIZLJTS,O,O,X,O,O,X
OIZLJST,O,O,X,O,O,X
OIZLSTJ,O,O,X,O,X,X
OIZLSJT,O,O,X,O,X,X
OIZJTLS,O,O,X,O,X,X
OIZJTSL,O,O,X,O,O,X
OIZJLTS,O,O,X,O,O,X
OIZJLST,O,O,X,O,O,X
OIZJSTL,X,O,X,O,O,X
OIZJSLT,X,O,X,O,O,X
OIZSTLJ,X,O,X,O,X,X
OIZSTJL,X,O,X,O,X,X
OIZSLTJ,X,O,X,O,X,X
OIZSLJT,X,O,X,O,X,X
OIZSJTL,X,O,X,O,O,X
OIZSJLT,X,O,X,O,O,X
OLTIJSZ,O,O,X,O,O,O
OLTIJZS,O,O,X,O,O,X
OLTISJZ,O,O,X,O,X,O
OLTISZJ,O,O,X,O,X,O
OLTIZJS,O,O,X,O,X,O
OLTIZSJ,O,O,X,O,X,O
OLTJISZ,O,O,X,O,O,O
OLTJIZS,O,O,X,O,O,X
OLTJSIZ,O,O,X,O,O,O
OLTJSZI,O,O,X,O,O,O
OLTJZIS,O,O,X,O,O,O
OLTJZSI,O,O,X,O,O,O
OLTSIJZ,O,O,X,O,X,O
OLTSIZJ,O,O,X,O,X,O
OLTSJIZ,O,O,X,O,X,O
OLTSJZI,O,O,X,O,X,O
OLTSZIJ,O,O,X,O,X,O
OLTSZJI,O,O,X,O,X,O
OLTZIJS,O,O,X,O,X,O
OLTZISJ,O,O,X,O,X,O
OLTZJIS,O,O,X,O,X,O
OLTZJSI,O,O,X,O,X,O
OLTZSIJ,O,O,X,O,X,O
OLTZSJI,O,O,X,O,X,O
OLITJSZ,O,O,X,O,O,O
OLITJZS,O,O,X,O,O,X
OLITSJZ,O,O,X,O,X,O
OLITSZJ,O,O,X,O,X,O
OLITZJS,O,O,X,O,X,O
OLITZSJ,O,O,X,O,X,O
OLIJTSZ,X,O,X,O,O,X
OLIJTZS,X,O,X,O,O,X
OLIJSTZ,X,O,X,O,O,X
OLIJSZT,O,O,X,O,O,X
OLIJZTS,O,O,X,O,O,X
OLIJZST,O,O,X,O,O,X
OLISTJZ,O,O,X,O,X,O
OLISTZJ,O,O,X,O,X,O
OLISJTZ,X,O,X,O,O,O
OLISJZT,O,O,X,O,O,X
OLISZTJ,O,O,X,O,X,X
OLISZJT,O,O,X,O,X,X
OLIZTJS,O,O,X,O,X,X
OLIZTSJ,O,O,X,O,X,X
OLIZJTS,O,O,X,O,O,X
OLIZJST,O,O,X,O,O,X
OLIZSTJ,O,O,X,O,X,X
OLIZSJT,O,O,X,O,X,X
OLJTISZ,X,O,X,O,O,O
OLJTIZS,X,O,X,O,O,X
OLJTSIZ,X,O,X,O,O,O
OLJTSZI,X,O,X,O,O,O
OLJTZIS,X,O,X,O,O,O
OLJTZSI,X,O,X,O,O,O
OLJITSZ,X,O,X,O,O,X
OLJITZS,X,O,X,O,O,X
OLJISTZ,X,O,X,O,O,X
OLJISZT,O,O,X,O,O,X
OLJIZTS,O,O,X,O,O,X
OLJIZST,O,O,X,O,O,X
OLJSTIZ,X,O,X,O,O,O
OLJSTZI,X,O,X,O,O,O
OLJSITZ,X,O,X,O,O,O
OLJSIZT,O,O,X,O,O,X
OLJSZTI,O,O,X,O,O,O
OLJSZIT,O,O,X,O,O,X
OLJZTIS,O,O,X,O,O,X
OLJZTSI,O,O,X,O,O,X
OLJZITS,O,O,X,O,O,X
OLJZIST,O,O,X,O,O,X
OLJZSTI,O,O,X,O,O,X
OLJZSIT,O,O,X,O,O,X
OLSTIJZ,O,O,X,O,X,O
OLSTIZJ,O,O,X,O,X,O
OLSTJIZ,O,O,X,O,X,O
OLSTJZI,O,O,X,O,X,O
OLSTZIJ,O,O,X,O,X,O
OLSTZJI,O,O,X,O,X,O
OLSITJZ,O,O,X,O,X,O
OLSITZJ,O,O,X,O,X,O
OLSIJTZ,X,O,X,O,O,O
OLSIJZT,O,O,X,O,O,X
OLSIZTJ,O,O,X,O,X,X
OLSIZJT,O,O,X,O,X,X
OLSJTIZ,X,O,X,O,O,O
OLSJTZI,X,O,X,O,O,O
OLSJITZ,X,O,X,O,O,O
OLSJIZT,O,O,X,O,O,X
OLSJZTI,O,O,X,O,O,O
OLSJZIT,O,O,X,O,O,X
OLSZTIJ,O,O,X,O,X,O
OLSZTJI,O,O,X,O,X,O
OLSZITJ,O,O,X,O,X,X
OLSZIJT,O,O,X,O,X,X
OLSZJTI,O,O,X,O,X,O
OLSZJIT,O,O,X,O,X,X
OLZTIJS,O,O,X,O,X,O
OLZTISJ,O,O,X,O,X,O
OLZTJIS,O,O,X,O,X,O
OLZTJSI,O,O,X,O,X,O
OLZTSIJ,O,O,X,O,X,O
OLZTSJI,O,O,X,O,X,O
OLZITJS,O,O,X,O,X,X
OLZITSJ,O,O,X,O,X,X
OLZIJTS,O,O,X,O,O,X
OLZIJST,O,O,X,O,O,X
OLZISTJ,O,O,X,O,X,X
OLZISJT,O,O,X,O,X,X
OLZJTIS,O,O,X,O,O,X
OLZJTSI,O,O,X,O,O,X
OLZJITS,O,O,X,O,O,X
OLZJIST,O,O,X,O,O,X
OLZJSTI,O,O,X,O,O,X
OLZJSIT,O,O,X,O,O,X
OLZSTIJ,O,O,X,O,X,O
OLZSTJI,O,O,X,O,X,O
OLZSITJ,O,O,X,O,X,X
OLZSIJT,O,O,X,O,X,X
OLZSJTI,O,O,X,O,X,O
OLZSJIT,O,O,X,O,X,X
OJTILSZ,X,O,O,O,O,O
OJTILZS,X,O,X,O,O,X
OJTISLZ,X,O,O,X,O,O
OJTISZL,X,O,O,X,O,O
OJTIZLS,X,O,X,O,X,X
OJTIZSL,X,O,O,O,O,O
OJTLISZ,X,O,O,O,O,O
OJTLIZS,X,O,X,O,O,X
OJTLSIZ,X,O,O,O,O,O
OJTLSZI,X,O,O,O,O,O
OJTLZIS,X,O,X,O,O,O
OJTLZSI,X,O,X,O,O,O
OJTSILZ,X,O,O,X,O,O
OJTSIZL,X,O,O,X,O,O
OJTSLIZ,X,O,O,X,O,O
OJTSLZI,X,O,O,X,O,O
OJTSZIL,X,O,O,X,O,O
OJTSZLI,X,O,O,X,X,O
OJTZILS,X,O,X,O,X,X
OJTZISL,X,O,O,O,O,O
OJTZLIS,X,O,X,O,X,O
OJTZLSI,X,O,X,O,X,O
OJTZSIL,X,O,O,O,O,O
OJTZSLI,X,O,O,O,X,O
OJITLSZ,X,O,O,O,O,X
OJITLZS,X,O,X,O,O,X
OJITSLZ,X,O,O,X,O,X
OJITSZL,X,O,O,X,O,X
OJITZLS,X,O,X,O,X,X
OJITZSL,X,O,O,O,O,X
OJILTSZ,X,O,X,O,O,X
OJILTZS,X,O,X,O,O,X
OJILSTZ,X,O,X,O,O,X
OJILSZT,X,O,X,O,O,X
OJILZTS,X,O,X,O,O,X
OJILZST,X,O,X,O,O,X
OJISTLZ,X,O,O,X,O,X
OJISTZL,X,O,O,X,O,X
OJISLTZ,X,O,O,O,O,X
OJISLZT,X,O,X,O,O,X
OJISZTL,X,O,X,O,O,X
OJISZLT,X,O,X,O,O,X
OJIZTLS,X,O,X,O,X,X
OJIZTSL,X,O,X,O,O,X
OJIZLTS,X,O,X,O,O,X
OJIZLST,X,O,X,O,O,X
OJIZSTL,X,O,X,O,O,X
OJIZSLT,X,O,X,O,O,X
OJLTISZ,X,O,X,O,O,O
OJLTIZS,X,O,X,O,O,X
OJLTSIZ,X,O,X,O,O,O
OJLTSZI,X,O,X,O,O,O
OJLTZIS,X,O,X,O,O,O
OJLTZSI,X,O,X,O,O,O
OJLITSZ,X,O,X,O,O,X
OJLITZS,X,O,X,O,O,X
OJLISTZ,X,O,X,O,O,X
