sequence,v115@9gB8HeB8HeB8EeA8BeC8DeB8KemAJvhFUiBaoB5oBT?lBfsBVwB,v115@9gB8HeB8HeB8EeA8BeC8DeB8KeTAJvhFlhBaoB5oB/?rBOsB0qB,v115@9gB8HeB8HeB8EeA8BeC8DeB8KeUCJvhFaoB5oB/qBF?mBzrBmqB,v115@9gB8HeB8HeB8EeA8BeC8DeB8Ke0AJvhFlhBaoB5oB/?qBOsBTrB,v115@9gB8HeB8HeB8EeA8BeC8DeB8KeTAJvhFaoB5oB/rBF?nB0qBmrB,v115@9gB8HeB8HeB8EeA8BeC8DeB8KeaIJvhF5oBTlB/rBF?nB0qBmrB,v115@9gB8HeB8HeB8EeA8BeC8DeB8KeOFJvhF8lBaoB5oBF?nBXrBzrB,v115@9gB8HeB8HeB8EeA8BeC8DeB8KeKFJvhFRhBGjBFnB/?tB0rBzqB,v115@9gB8HeB8HeB8EeA8BeC8DeB8KeyFJvhFGjBFnB/tBx?qB0qBzrB,v115@9gB8HeB8HeB8EeA8BeC8DeB8KexAJvhF/qBUmBFnBT?oBywBGtB
SJOTLZI,X,O,O,O,X,X,X,X,X,X
SJOTZIL,X,O,O,O,X,X,X,O,X,O
SJOTZLI,X,O,O,O,X,X,X,O,X,O
SJOITLZ,X,O,O,O,X,O,X,X,O,X
SJOITZL,X,O,O,O,X,X,X,X,X,X
SJOILTZ,X,O,O,O,X,O,X,X,O,X
SJOILZT,X,O,O,O,X,X,X,X,X,X
SJOIZTL,X,O,O,O,X,X,X,X,X,O
SJOIZLT,X,O,O,O,X,X,X,X,X,X
SJOLTIZ,X,O,O,O,X,O,X,X,X,X
SJOLTZI,X,O,O,O,X,X,X,X,X,X
SJOLITZ,X,O,O,O,X,O,X,X,X,X
SJOLIZT,X,O,O,O,X,X,X,X,X,X
SJOLZTI,X,O,O,O,X,X,X,O,X,X
SJOLZIT,X,O,O,O,X,X,X,X,X,X
SJOZTIL,X,O,O,O,X,X,X,O,X,O
SJOZTLI,X,O,O,O,X,X,X,O,X,O
SJOZITL,X,O,O,O,X,X,X,X,X,O
SJOZILT,X,O,O,O,X,X,X,X,X,X
SJOZLTI,X,O,O,O,X,X,X,O,X,X
SJOZLIT,X,O,O,O,X,X,X,X,X,X
SZTILJO,X,O,X,O,O,X,O,O,O,X
SZTILOJ,X,O,X,O,O,O,O,O,X,O
SZTIJLO,X,O,X,O,O,X,O,O,O,X
SZTIJOL,X,O,X,O,O,X,O,O,X,O
SZTIOLJ,X,O,X,O,O,O,O,O,X,O
SZTIOJL,X,O,X,O,O,X,O,O,X,O
SZTLIJO,X,O,X,O,O,X,O,O,X,X
SZTLIOJ,X,O,X,O,O,O,O,O,X,O
SZTLJIO,X,O,X,O,O,X,O,O,X,X
SZTLJOI,X,O,X,O,O,X,O,O,X,X
SZTLOIJ,X,O,X,O,O,O,O,O,X,O
SZTLOJI,X,O,X,O,O,X,O,O,X,O
SZTJILO,X,O,X,O,O,X,O,O,O,X
SZTJIOL,X,O,X,O,O,X,O,O,X,O
SZTJLIO,X,O,X,O,O,X,O,O,X,X
SZTJLOI,X,O,X,O,O,X,O,O,X,X
SZTJOIL,X,O,X,O,O,X,O,O,X,O
SZTJOLI,X,O,X,O,O,X,O,O,X,O
SZTOILJ,X,O,X,O,O,O,O,O,X,O
SZTOIJL,X,O,X,O,O,X,O,O,X,O
SZTOLIJ,X,O,X,O,O,O,O,O,X,O
SZTOLJI,X,O,X,O,O,X,O,O,X,O
SZTOJIL,X,O,X,O,O,X,O,O,X,O
SZTOJLI,X,O,X,O,O,X,O,O,X,O
SZITLJO,X,O,X,O,O,X,O,O,O,X
SZITLOJ,X,O,X,O,O,O,O,O,X,O
SZITJLO,X,O,X,O,O,X,O,O,O,X
SZITJOL,X,O,X,O,O,X,O,O,X,O
SZITOLJ,X,O,X,O,O,O,O,O,X,O
SZITOJL,X,O,X,O,O,X,O,O,X,O
SZILTJO,X,O,X,O,O,X,O,O,O,X
SZILTOJ,X,O,X,O,O,O,O,O,X,O
SZILJTO,X,O,X,O,O,X,O,O,O,X
SZILJOT,X,O,X,O,O,X,O,X,X,X
SZILOTJ,X,O,O,O,O,O,O,X,X,O
SZILOJT,X,O,O,O,O,X,O,X,X,X
SZIJTLO,X,O,X,O,O,X,O,O,O,X
SZIJTOL,X,O,X,O,O,X,O,O,X,O
SZIJLTO,X,O,X,O,O,X,O,O,O,X
SZIJLOT,X,O,X,O,O,X,O,X,X,X
SZIJOTL,X,O,X,O,O,X,O,X,X,O
SZIJOLT,X,O,X,O,O,X,O,X,X,X
SZIOTLJ,X,O,O,O,O,O,O,X,X,O
SZIOTJL,X,O,O,O,O,X,O,X,X,O
SZIOLTJ,X,O,O,O,O,O,O,X,X,O
SZIOLJT,X,O,O,O,O,X,O,X,X,X
SZIOJTL,X,O,O,O,O,X,O,X,X,O
SZIOJLT,X,O,O,O,O,X,O,X,X,X
SZLTIJO,X,O,X,O,O,X,O,O,X,X
SZLTIOJ,X,O,X,O,O,O,O,O,X,O
SZLTJIO,X,O,X,O,O,X,O,O,X,X
SZLTJOI,X,O,X,O,O,X,O,O,X,X
SZLTOIJ,X,O,X,O,O,O,O,O,X,O
SZLTOJI,X,O,X,O,O,X,O,O,X,O
SZLITJO,X,O,X,O,O,X,O,O,X,X
SZLITOJ,X,O,X,O,O,O,O,O,X,O
SZLIJTO,X,O,X,O,O,X,O,O,X,X
SZLIJOT,X,O,X,O,O,X,O,X,X,X
SZLIOTJ,X,O,O,O,O,O,O,X,X,O
SZLIOJT,X,O,O,O,O,X,O,X,X,X
SZLJTIO,X,O,X,O,O,X,O,O,X,X
SZLJTOI,X,O,X,O,O,X,O,O,X,X
SZLJITO,X,O,X,O,O,X,O,O,X,X
SZLJIOT,X,O,X,O,O,X,O,X,X,X
SZLJOTI,X,O,X,O,O,X,O,O,X,X
SZLJOIT,X,O,X,O,O,X,O,X,X,X
SZLOTIJ,X,O,O,O,O,O,O,O,X,O
SZLOTJI,X,O,O,O,O,X,O,O,X,O
SZLOITJ,X,O,O,O,O,O,O,X,X,O
SZLOIJT,X,O,O,O,O,X,O,X,X,X
SZLOJTI,X,O,O,O,O,X,O,O,X,X
SZLOJIT,X,O,O,O,O,X,O,X,X,X
SZJTILO,X,O,X,O,O,X,O,O,O,X
SZJTIOL,X,O,X,O,O,X,O,O,X,O
SZJTLIO,X,O,X,O,O,X,O,O,X,X
SZJTLOI,X,O,X,O,O,X,O,O,X,X
SZJTOIL,X,O,X,O,O,X,O,O,X,O
SZJTOLI,X,O,X,O,O,X,O,O,X,O
SZJITLO,X,O,X,O,O,X,O,O,O,X
SZJITOL,X,O,X,O,O,X,O,O,X,O
SZJILTO,X,O,X,O,O,X,O,O,O,X
SZJILOT,X,O,X,O,O,X,O,X,X,X
SZJIOTL,X,O,X,O,O,X,O,X,X,O
SZJIOLT,X,O,X,O,O,X,O,X,X,X
SZJLTIO,X,O,X,O,O,X,O,O,X,X
SZJLTOI,X,O,X,O,O,X,O,O,X,X
SZJLITO,X,O,X,O,O,X,O,O,X,X
SZJLIOT,X,O,X,O,O,X,O,X,X,X
SZJLOTI,X,O,X,O,O,X,O,O,X,X
SZJLOIT,X,O,X,O,O,X,O,X,X,X
SZJOTIL,X,O,X,O,O,X,O,O,X,O
SZJOTLI,X,O,X,O,O,X,O,O,X,O
SZJOITL,X,O,X,O,O,X,O,X,X,O
SZJOILT,X,O,X,O,O,X,O,X,X,X
SZJOLTI,X,O,X,O,O,X,O,O,X,X
SZJOLIT,X,O,X,O,O,X,O,X,X,X
SZOTILJ,X,O,O,O,O,O,O,O,X,O
SZOTIJL,X,O,O,O,O,X,O,O,X,O
SZOTLIJ,X,O,O,O,O,O,O,O,X,O
SZOTLJI,X,O,O,O,O,X,O,O,X,O
SZOTJIL,X,O,O,O,O,X,O,O,X,O
SZOTJLI,X,O,O,O,O,X,O,O,X,O
SZOITLJ,X,O,O,O,O,O,O,X,X,O
SZOITJL,X,O,O,O,O,X,O,X,X,O
SZOILTJ,X,O,O,O,O,O,O,X,X,O
SZOILJT,X,O,O,O,O,X,O,X,X,X
SZOIJTL,X,O,O,O,O,X,O,X,X,O
SZOIJLT,X,O,O,O,O,X,O,X,X,X
SZOLTIJ,X,O,O,O,O,O,O,O,X,O
SZOLTJI,X,O,O,O,O,X,O,O,X,O
SZOLITJ,X,O,O,O,O,O,O,X,X,O
SZOLIJT,X,O,O,O,O,X,O,X,X,X
SZOLJTI,X,O,O,O,O,X,O,O,X,X
SZOLJIT,X,O,O,O,O,X,O,X,X,X
SZOJTIL,X,O,O,O,O,X,O,O,X,O
SZOJTLI,X,O,O,O,O,X,O,O,X,O
SZOJITL,X,O,O,O,O,X,O,X,X,O
SZOJILT,X,O,O,O,O,X,O,X,X,X
SZOJLTI,X,O,O,O,O,X,O,O,X,X
SZOJLIT,X,O,O,O,O,X,O,X,X,X
SOTILJZ,O,X,O,O,X,O,X,X,O,X
SOTILZJ,O,O,O,O,O,O,O,X,X,X
SOTIJLZ,O,X,O,O,X,O,X,X,O,X
SOTIJZL,O,X,O,O,X,X,X,X,X,X
SOTIZLJ,O,O,O,O,O,O,O,X,X,O
SOTIZJL,O,O,O,O,O,X,O,X,X,O
SOTLIJZ,O,X,O,O,X,O,X,X,X,X
SOTLIZJ,O,O,O,O,O,O,O,X,X,X
SOTLJIZ,O,X,O,O,X,O,X,X,X,X
SOTLJZI,O,X,O,O,X,X,X,X,X,X
SOTLZIJ,O,O,O,O,O,O,O,X,X,O
SOTLZJI,O,O,O,O,O,X,O,X,X,O
SOTJILZ,O,X,O,O,X,O,X,X,O,X
SOTJIZL,O,X,O,O,X,X,X,X,X,X
SOTJLIZ,O,X,O,O,X,O,X,X,X,X
SOTJLZI,O,X,O,O,X,X,X,X,X,X
SOTJZIL,O,X,O,O,X,X,X,O,X,O
SOTJZLI,O,X,O,O,X,X,X,O,X,O
SOTZILJ,O,O,O,O,O,O,O,O,X,O
SOTZIJL,O,O,O,O,O,X,O,O,X,O
SOTZLIJ,O,O,O,O,O,O,O,O,X,O
SOTZLJI,O,O,O,O,O,X,O,O,X,O
SOTZJIL,O,O,O,O,O,X,O,O,X,O
SOTZJLI,O,O,O,O,O,X,O,O,X,O
SOITLJZ,O,X,O,O,X,O,X,X,O,X
SOITLZJ,O,O,O,O,O,O,O,X,X,X
SOITJLZ,O,X,O,O,X,O,X,X,O,X
SOITJZL,O,X,O,O,X,X,X,X,X,X
SOITZLJ,O,O,O,O,O,O,O,X,X,O
SOITZJL,O,O,O,O,O,X,O,X,X,O
SOILTJZ,O,X,O,O,X,O,X,X,O,X
SOILTZJ,O,O,O,O,O,O,O,X,X,X
SOILJTZ,O,X,O,O,X,O,X,X,O,X
SOILJZT,X,X,O,O,X,X,X,X,X,X
SOILZTJ,X,O,O,O,O,O,O,X,X,O
SOILZJT,X,O,O,O,O,X,O,X,X,X
SOIJTLZ,O,O,O,O,X,O,X,X,O,X
SOIJTZL,O,O,O,O,X,X,X,X,X,X
SOIJLTZ,O,O,O,O,X,O,X,X,O,X
SOIJLZT,X,O,O,O,X,X,X,X,X,X
SOIJZTL,X,O,O,O,X,X,X,X,X,O
SOIJZLT,X,O,O,O,X,X,X,X,X,X
SOIZTLJ,X,O,O,O,O,O,O,X,X,O
SOIZTJL,X,O,O,O,O,X,O,X,X,O
SOIZLTJ,X,O,O,O,O,O,O,X,X,O
SOIZLJT,X,O,O,O,O,X,O,X,X,X
SOIZJTL,X,O,O,O,O,X,O,X,X,O
SOIZJLT,X,O,O,O,O,X,O,X,X,X
SOLTIJZ,O,X,O,O,X,O,X,X,X,X
SOLTIZJ,O,O,O,O,O,O,O,X,X,X
SOLTJIZ,O,X,O,O,X,O,X,X,X,X
SOLTJZI,O,X,O,O,X,X,X,X,X,X
SOLTZIJ,O,O,O,O,O,O,O,X,X,O
SOLTZJI,O,O,O,O,O,X,O,X,X,O
SOLITJZ,O,X,O,O,X,O,X,X,X,X
SOLITZJ,O,O,O,O,O,O,O,X,X,X
SOLIJTZ,O,X,O,O,X,O,X,X,X,X
SOLIJZT,X,X,O,O,X,X,X,X,X,X
SOLIZTJ,X,O,O,O,O,O,O,X,X,O
SOLIZJT,X,O,O,O,O,X,O,X,X,X
SOLJTIZ,O,X,O,O,X,O,X,X,X,X
SOLJTZI,O,X,O,O,X,X,X,X,X,X
SOLJITZ,O,X,O,O,X,O,X,X,X,X
SOLJIZT,X,X,O,O,X,X,X,X,X,X
SOLJZTI,X,X,O,O,X,X,X,O,X,X
SOLJZIT,X,X,O,O,X,X,X,X,X,X
SOLZTIJ,X,O,O,O,O,O,O,O,X,O
SOLZTJI,X,O,O,O,O,X,O,O,X,O
SOLZITJ,X,O,O,O,O,O,O,X,X,O
SOLZIJT,X,O,O,O,O,X,O,X,X,X
SOLZJTI,X,O,O,O,O,X,O,O,X,X
SOLZJIT,X,O,O,O,O,X,O,X,X,X
SOJTILZ,O,O,O,O,X,O,X,X,O,X
SOJTIZL,O,O,O,O,X,X,X,X,X,X
SOJTLIZ,O,O,O,O,X,O,X,X,X,X
SOJTLZI,O,O,O,O,X,X,X,X,X,X
SOJTZIL,O,O,O,O,X,X,X,O,X,O
SOJTZLI,O,O,O,O,X,X,X,O,X,O
SOJITLZ,O,O,O,O,X,O,X,X,O,X
SOJITZL,O,O,O,O,X,X,X,X,X,X
SOJILTZ,O,O,O,O,X,O,X,X,O,X
SOJILZT,X,O,O,O,X,X,X,X,X,X
SOJIZTL,X,O,O,O,X,X,X,X,X,O
SOJIZLT,X,O,O,O,X,X,X,X,X,X
SOJLTIZ,O,O,O,O,X,O,X,X,X,X
SOJLTZI,O,O,O,O,X,X,X,X,X,X
SOJLITZ,O,O,O,O,X,O,X,X,X,X
SOJLIZT,X,O,O,O,X,X,X,X,X,X
SOJLZTI,X,O,O,O,X,X,X,O,X,X
SOJLZIT,X,O,O,O,X,X,X,X,X,X
SOJZTIL,X,O,O,O,X,X,X,O,X,O
SOJZTLI,X,O,O,O,X,X,X,O,X,O
SOJZITL,X,O,O,O,X,X,X,X,X,O
SOJZILT,X,O,O,O,X,X,X,X,X,X
SOJZLTI,X,O,O,O,X,X,X,O,X,X
SOJZLIT,X,O,O,O,X,X,X,X,X,X
SOZTILJ,X,O,O,O,O,O,O,O,X,O
SOZTIJL,X,O,O,O,O,X,O,O,X,O
SOZTLIJ,X,O,O,O,O,O,O,O,X,O
SOZTLJI,X,O,O,O,O,X,O,O,X,O
SOZTJIL,X,O,O,O,O,X,O,O,X,O
SOZTJLI,X,O,O,O,O,X,O,O,X,O
SOZITLJ,X,O,O,O,O,O,O,X,X,O
SOZITJL,X,O,O,O,O,X,O,X,X,O
SOZILTJ,X,O,O,O,O,O,O,X,X,O
SOZILJT,X,O,O,O,O,X,O,X,X,X
SOZIJTL,X,O,O,O,O,X,O,X,X,O
SOZIJLT,X,O,O,O,O,X,O,X,X,X
SOZLTIJ,X,O,O,O,O,O,O,O,X,O
SOZLTJI,X,O,O,O,O,X,O,O,X,O
SOZLITJ,X,O,O,O,O,O,O,X,X,O
SOZLIJT,X,O,O,O,O,X,O,X,X,X
SOZLJTI,X,O,O,O,O,X,O,O,X,X
SOZLJIT,X,O,O,O,O,X,O,X,X,X
SOZJTIL,X,O,O,O,O,X,O,O,X,O
SOZJTLI,X,O,O,O,O,X,O,O,X,O
SOZJITL,X,O,O,O,O,X,O,X,X,O
SOZJILT,X,O,O,O,O,X,O,X,X,X
SOZJLTI,X,O,O,O,O,X,O,O,X,X
SOZJLIT,X,O,O,O,O,X,O,X,X,X
ZTILJSO,O,O,X,X,X,X,X,O,X,X
ZTILJOS,X,O,X,X,X,X,X,X,X,X
ZTILSJO,O,O,X,X,O,X,O,O,O,X
ZTILSOJ,O,O,X,X,O,O,O,O,X,X
ZTILOJS,O,O,X,X,X,X,X,X,X,X
ZTILOSJ,O,O,O,X,O,X,X,O,X,X
ZTIJLSO,O,O,X,X,X,X,X,O,X,X
ZTIJLOS,X,O,X,X,X,X,X,X,X,X
ZTIJSLO,O,O,X,X,X,X,X,O,X,X
ZTIJSOL,O,O,X,X,X,X,X,O,X,X
ZTIJOLS,X,O,X,X,X,X,X,X,X,X
ZTIJOSL,X,O,X,X,X,X,X,X,X,X
ZTISLJO,O,O,X,X,O,X,O,O,O,X
ZTISLOJ,O,O,X,X,O,O,O,O,X,X
ZTISJLO,O,O,X,X,O,X,O,O,O,X
ZTISJOL,O,O,X,X,O,X,O,O,X,X
ZTISOLJ,O,O,X,X,O,O,O,O,X,X
ZTISOJL,O,O,X,X,O,X,O,O,X,X
ZTIOLJS,O,O,X,X,X,X,X,X,X,X
ZTIOLSJ,O,O,O,X,O,X,X,O,X,X
ZTIOJLS,O,O,X,X,X,X,X,X,X,X
ZTIOJSL,O,O,X,X,X,X,X,X,X,X
ZTIOSLJ,O,O,O,X,O,X,X,O,X,X
ZTIOSJL,O,O,O,X,O,X,X,O,X,X
ZTLIJSO,O,O,X,X,X,X,X,O,X,X
ZTLIJOS,X,O,X,X,X,X,X,X,X,X
ZTLISJO,O,O,X,X,O,X,O,O,X,X
ZTLISOJ,O,O,X,X,O,O,O,O,X,X
ZTLIOJS,O,O,X,X,X,X,X,X,X,X
ZTLIOSJ,O,O,O,X,O,X,X,O,X,X
ZTLJISO,O,O,X,X,X,X,X,O,X,X
ZTLJIOS,X,O,X,X,X,X,X,X,X,X
ZTLJSIO,O,O,X,X,X,X,X,O,X,X
ZTLJSOI,O,O,X,X,X,X,X,O,X,X
ZTLJOIS,X,O,X,X,X,X,X,X,X,X
ZTLJOSI,X,O,X,X,X,X,X,X,X,X
ZTLSIJO,O,O,X,X,O,X,O,O,X,X
ZTLSIOJ,O,O,X,X,O,O,O,O,X,X
ZTLSJIO,O,O,X,X,O,X,O,O,X,X
ZTLSJOI,O,O,X,X,O,X,O,O,X,X
ZTLSOIJ,O,O,X,X,O,O,O,O,X,X
ZTLSOJI,O,O,X,X,O,X,O,O,X,X
ZTLOIJS,O,O,X,X,X,X,X,X,X,X
ZTLOISJ,O,O,O,X,O,X,X,O,X,X
ZTLOJIS,O,O,X,X,X,X,X,X,X,X
ZTLOJSI,O,O,X,X,X,X,X,X,X,X
ZTLOSIJ,O,O,O,X,O,X,X,O,X,X
ZTLOSJI,O,O,O,X,O,X,X,O,X,X
ZTJILSO,O,O,X,X,X,X,X,O,X,X
ZTJILOS,X,O,X,X,X,X,X,X,X,X
ZTJISLO,O,O,X,X,X,X,X,O,X,X
ZTJISOL,O,O,X,X,X,X,X,O,X,X
ZTJIOLS,X,O,X,X,X,X,X,X,X,X
ZTJIOSL,X,O,X,X,X,X,X,X,X,X
ZTJLISO,O,O,X,X,X,X,X,O,X,X
ZTJLIOS,X,O,X,X,X,X,X,X,X,X
ZTJLSIO,O,O,X,X,X,X,X,O,X,X
ZTJLSOI,O,O,X,X,X,X,X,O,X,X
ZTJLOIS,X,O,X,X,X,X,X,X,X,X
ZTJLOSI,X,O,X,X,X,X,X,X,X,X
ZTJSILO,O,O,X,X,X,X,X,O,X,X
ZTJSIOL,O,O,X,X,X,X,X,O,X,X
ZTJSLIO,O,O,X,X,X,X,X,O,X,X
ZTJSLOI,O,O,X,X,X,X,X,O,X,X
ZTJSOIL,O,O,X,X,X,X,X,O,X,X
ZTJSOLI,O,O,X,X,X,X,X,O,X,X
ZTJOILS,X,O,X,X,X,X,X,X,X,X
ZTJOISL,X,O,X,X,X,X,X,X,X,X
ZTJOLIS,X,O,X,X,X,X,X,X,X,X
ZTJOLSI,X,O,X,X,X,X,X,X,X,X
ZTJOSIL,X,O,X,X,X,X,X,X,X,X
ZTJOSLI,X,O,X,X,X,X,X,X,X,X
ZTSILJO,O,O,X,X,O,X,O,O,O,X
ZTSILOJ,O,O,X,X,O,O,O,O,X,O
ZTSIJLO,O,O,X,X,O,X,O,O,O,X
ZTSIJOL,O,O,X,X,O,X,O,O,X,O
ZTSIOLJ,O,O,X,X,O,O,O,O,X,O
ZTSIOJL,O,O,X,X,O,X,O,O,X,O
ZTSLIJO,O,O,X,X,O,X,O,O,X,X
ZTSLIOJ,O,O,X,X,O,O,O,O,X,O
ZTSLJIO,O,O,X,X,O,X,O,O,X,X
ZTSLJOI,O,O,X,X,O,X,O,O,X,X
ZTSLOIJ,O,O,X,X,O,O,O,O,X,O
ZTSLOJI,O,O,X,X,O,X,O,O,X,O
ZTSJILO,O,O,X,X,O,X,O,O,O,X
ZTSJIOL,O,O,X,X,O,X,O,O,X,O
ZTSJLIO,O,O,X,X,O,X,O,O,X,X
ZTSJLOI,O,O,X,X,O,X,O,O,X,X
ZTSJOIL,O,O,X,X,O,X,O,O,X,O
ZTSJOLI,O,O,X,X,O,X,O,O,X,O
ZTSOILJ,O,O,X,X,O,O,O,O,X,O
ZTSOIJL,O,O,X,X,O,X,O,O,X,O
ZTSOLIJ,O,O,X,X,O,O,O,O,X,O
ZTSOLJI,O,O,X,X,O,X,O,O,X,O
ZTSOJIL,O,O,X,X,O,X,O,O,X,O
ZTSOJLI,O,O,X,X,O,X,O,O,X,O
ZTOILJS,O,O,X,X,X,X,X,X,X,X
ZTOILSJ,O,O,O,X,O,X,X,O,X,X
ZTOIJLS,O,O,X,X,X,X,X,X,X,X
ZTOIJSL,O,O,X,X,X,X,X,X,X,X
ZTOISLJ,O,O,O,X,O,X,X,O,X,X
ZTOISJL,O,O,O,X,O,X,X,O,X,X
ZTOLIJS,O,O,X,X,X,X,X,X,X,X
ZTOLISJ,O,O,O,X,O,X,X,O,X,X
ZTOLJIS,O,O,X,X,X,X,X,X,X,X
ZTOLJSI,O,O,X,X,X,X,X,X,X,X
ZTOLSIJ,O,O,O,X,O,X,X,O,X,X
ZTOLSJI,O,O,O,X,O,X,X,O,X,X
ZTOJILS,O,O,X,X,X,X,X,X,X,X
ZTOJISL,O,O,X,X,X,X,X,X,X,X
ZTOJLIS,O,O,X,X,X,X,X,X,X,X
ZTOJLSI,O,O,X,X,X,X,X,X,X,X
ZTOJSIL,O,O,X,X,X,X,X,X,X,X
ZTOJSLI,O,O,X,X,X,X,X,X,X,X
ZTOSILJ,O,O,O,X,O,X,X,O,X,O
ZTOSIJL,O,O,O,X,O,X,X,O,X,O
ZTOSLIJ,O,O,O,X,O,X,X,O,X,O
ZTOSLJI,O,O,O,X,O,X,X,O,X,O
ZTOSJIL,O,O,O,X,O,X,X,O,X,O
ZTOSJLI,O,O,O,X,O,X,X,O,X,O
ZITLJSO,O,O,X,X,X,X,X,O,X,X
ZITLJOS,X,O,X,X,X,X,X,X,X,X
ZITLSJO,O,O,X,X,O,X,O,O,O,X
ZITLSOJ,O,O,X,X,O,O,O,O,X,X
ZITLOJS,O,O,X,X,X,X,X,X,X,X
ZITLOSJ,O,O,O,X,O,X,X,O,X,X
ZITJLSO,O,O,X,X,X,X,X,O,X,X
ZITJLOS,X,O,X,X,X,X,X,X,X,X
ZITJSLO,O,O,X,X,X,X,X,O,X,X
ZITJSOL,O,O,X,X,X,X,X,O,X,X
ZITJOLS,X,O,X,X,X,X,X,X,X,X
ZITJOSL,X,O,X,X,X,X,X,X,X,X
ZITSLJO,O,O,X,X,O,X,O,O,O,X
ZITSLOJ,O,O,X,X,O,O,O,O,X,X
ZITSJLO,O,O,X,X,O,X,O,O,O,X
ZITSJOL,O,O,X,X,O,X,O,O,X,X
ZITSOLJ,O,O,X,X,O,O,O,O,X,X
ZITSOJL,O,O,X,X,O,X,O,O,X,X
ZITOLJS,O,O,X,X,X,X,X,X,X,X
ZITOLSJ,O,O,O,X,O,X,X,O,X,X
ZITOJLS,O,O,X,X,X,X,X,X,X,X
ZITOJSL,O,O,X,X,X,X,X,X,X,X
ZITOSLJ,O,O,O,X,O,X,X,O,X,X
ZITOSJL,O,O,O,X,O,X,X,O,X,X
ZILTJSO,O,O,X,X,X,X,X,O,X,X
ZILTJOS,X,O,X,X,X,X,X,X,X,X
ZILTSJO,O,O,X,X,O,X,O,O,O,X
ZILTSOJ,O,O,X,X,O,O,O,O,X,X
ZILTOJS,O,O,X,X,X,X,X,X,X,X
ZILTOSJ,O,O,O,X,O,X,X,O,X,X
ZILJTSO,X,O,X,O,X,X,X,X,X,X
ZILJTOS,X,O,X,O,X,X,X,X,X,X
ZILJSTO,X,O,X,O,O,X,X,X,X,X
ZILJSOT,X,O,X,O,O,X,X,X,X,X
ZILJOTS,X,O,X,O,X,X,X,X,X,X
ZILJOST,X,O,O,O,O,X,X,X,X,X
ZILSTJO,X,O,X,O,O,X,O,O,O,X
ZILSTOJ,X,O,X,O,O,O,O,O,X,X
ZILSJTO,X,O,X,O,O,X,O,O,O,X
ZILSJOT,X,O,X,O,O,X,O,X,X,X
ZILSOTJ,X,O,O,O,O,O,O,X,X,X
ZILSOJT,X,O,O,O,O,X,O,X,X,X
ZILOTJS,O,O,X,X,X,X,X,X,X,X
ZILOTSJ,O,O,O,O,O,X,X,X,X,X
ZILOJTS,O,O,X,X,X,X,X,X,X,X
ZILOJST,X,O,O,X,O,X,X,X,X,X
ZILOSTJ,X,O,O,O,O,O,X,X,X,X
ZILOSJT,X,O,O,O,O,X,X,X,X,X
ZIJTLSO,X,O,X,O,X,X,X,X,X,X
ZIJTLOS,X,O,X,O,X,X,X,X,X,X
ZIJTSLO,X,O,X,O,X,X,X,X,X,X
ZIJTSOL,X,O,X,O,X,X,X,X,X,X
ZIJTOLS,X,O,X,O,X,X,X,X,X,X
ZIJTOSL,X,O,X,O,X,X,X,X,X,X
ZIJLTSO,X,O,X,O,X,X,X,X,X,X
ZIJLTOS,X,O,X,O,X,X,X,X,X,X
ZIJLSTO,X,O,X,O,O,X,X,X,X,X
ZIJLSOT,X,O,X,O,O,X,X,X,X,X
ZIJLOTS,X,O,X,O,X,X,X,X,X,X
ZIJLOST,X,O,O,O,O,X,X,X,X,X
ZIJSTLO,X,O,X,O,O,X,X,X,X,X
ZIJSTOL,X,O,X,O,O,X,X,X,X,X
ZIJSLTO,X,O,X,O,O,X,X,X,X,X
ZIJSLOT,X,O,X,O,O,X,X,X,X,X
ZIJSOTL,X,O,X,O,O,X,X,X,X,X
ZIJSOLT,X,O,X,O,O,X,X,X,X,X
ZIJOTLS,X,O,X,O,X,X,X,X,X,X
ZIJOTSL,X,O,X,O,X,X,X,X,X,X
ZIJOLTS,X,O,X,O,X,X,X,X,X,X
ZIJOLST,X,O,O,O,O,X,X,X,X,X
ZIJOSTL,X,O,O,O,O,X,X,X,X,X
ZIJOSLT,X,O,O,O,O,X,X,X,X,X
ZISTLJO,X,O,X,O,O,X,O,O,O,X
ZISTLOJ,X,O,X,O,O,O,O,O,X,X
ZISTJLO,X,O,X,O,O,X,O,O,O,X
ZISTJOL,X,O,X,O,O,X,O,O,X,X
ZISTOLJ,X,O,X,O,O,O,O,O,X,X
ZISTOJL,X,O,X,O,O,X,O,O,X,X
ZISLTJO,X,O,X,O,O,X,O,O,O,X
ZISLTOJ,X,O,X,O,O,O,O,O,X,X
ZISLJTO,X,O,X,O,O,X,O,O,O,X
ZISLJOT,X,O,X,O,O,X,O,X,X,X
ZISLOTJ,X,O,O,O,O,O,O,X,X,X
ZISLOJT,X,O,O,O,O,X,O,X,X,X
ZISJTLO,X,O,X,O,O,X,O,O,O,X
ZISJTOL,X,O,X,O,O,X,O,O,X,X
ZISJLTO,X,O,X,O,O,X,O,O,O,X
ZISJLOT,X,O,X,O,O,X,O,X,X,X
ZISJOTL,X,O,X,O,O,X,O,X,X,X
ZISJOLT,X,O,X,O,O,X,O,X,X,X
ZISOTLJ,X,O,O,O,O,O,O,X,X,X
ZISOTJL,X,O,O,O,O,X,O,X,X,X
ZISOLTJ,X,O,O,O,O,O,O,X,X,X
ZISOLJT,X,O,O,O,O,X,O,X,X,X
