sequence,v115@HhA8IeB8DeB8BeB8CeE8Jex/IvhFmhBfoB6oBTmB0q?BFqB,v115@HhA8IeB8DeB8BeB8CeE8Jel/IvhF3gBzhBGjBUoBxq?ByvB,v115@HhA8IeB8DeB8BeB8CeE8Jel/IvhFRhBziB+oB3mB0q?BiqB,v115@HhA8IeB8DeB8BeB8CeE8Jex/IvhFXhB8mBaqBFoBGo?BzqB,v115@HhA8IeB8DeB8BeB8CeE8Jel/IvhFymBziB+oBxqBcq?BXrB,v115@HhA8IeB8DeB8BeB8CeE8Jex/IvhF8mBCjBFlBToB3q?BOrB
LZOITSJ,X,O,X,O,X,X
LZOIJTS,X,O,X,O,X,X
LZOIJST,O,O,X,O,X,X
LZOISTJ,O,O,X,O,X,O
LZOISJT,O,O,X,O,X,X
LZOJTIS,X,O,X,O,X,X
LZOJTSI,X,X,X,O,X,X
LZOJITS,X,O,X,O,X,X
LZOJIST,O,O,X,O,X,X
LZOJSTI,O,X,X,O,X,O
LZOJSIT,O,X,X,O,X,X
LZOSTIJ,O,X,X,O,X,O
LZOSTJI,O,X,X,O,X,O
LZOSITJ,O,X,X,O,X,O
LZOSIJT,O,X,X,O,X,X
LZOSJTI,O,X,X,O,X,O
LZOSJIT,O,X,X,O,X,X
LOTIJSZ,X,X,X,X,O,O
LOTIJZS,X,X,X,O,O,X
LOTISJZ,X,X,X,X,X,O
LOTISZJ,X,O,X,O,X,O
LOTIZJS,X,O,X,O,X,X
LOTIZSJ,X,O,X,O,X,O
LOTJISZ,X,X,X,X,O,O
LOTJIZS,X,X,X,O,O,X
LOTJSIZ,X,X,X,X,O,O
LOTJSZI,X,X,X,X,X,O
LOTJZIS,X,X,X,O,O,X
LOTJZSI,X,X,X,O,X,X
LOTSIJZ,X,X,X,X,X,O
LOTSIZJ,X,X,X,O,X,O
LOTSJIZ,X,X,X,X,X,O
LOTSJZI,X,X,X,X,X,O
LOTSZIJ,X,X,X,O,X,O
LOTSZJI,X,X,X,O,X,O
LOTZIJS,X,O,X,O,X,X
LOTZISJ,X,O,X,O,X,O
LOTZJIS,X,O,X,O,X,X
LOTZJSI,X,X,X,O,X,X
LOTZSIJ,X,X,X,O,X,O
LOTZSJI,X,X,X,O,X,O
LOITJSZ,X,X,X,X,O,O
LOITJZS,X,X,X,O,O,X
LOITSJZ,X,X,X,X,X,O
LOITSZJ,X,O,X,O,X,O
LOITZJS,X,O,X,O,X,X
LOITZSJ,X,O,X,O,X,O
LOIJTSZ,X,X,X,X,O,O
LOIJTZS,X,X,X,O,O,X
LOIJSTZ,O,X,X,X,O,X
LOIJSZT,O,X,X,X,O,X
LOIJZTS,X,X,X,O,O,X
LOIJZST,X,X,X,O,O,X
LOISTJZ,O,X,X,X,X,O
LOISTZJ,X,O,X,O,X,O
LOISJTZ,O,X,X,X,X,X
LOISJZT,O,X,X,X,X,X
LOISZTJ,X,O,X,O,X,O
LOISZJT,O,O,X,O,X,X
LOIZTJS,X,O,X,O,X,X
LOIZTSJ,X,O,X,O,X,O
LOIZJTS,X,O,X,O,X,X
LOIZJST,X,O,X,O,X,X
LOIZSTJ,X,O,X,O,X,O
LOIZSJT,X,O,X,O,X,X
LOJTISZ,X,X,X,X,O,O
LOJTIZS,X,X,X,O,O,X
LOJTSIZ,X,X,X,X,O,O
LOJTSZI,X,X,X,X,X,O
LOJTZIS,X,X,X,O,O,X
LOJTZSI,X,X,X,O,X,X
LOJITSZ,X,X,X,X,O,O
LOJITZS,X,X,X,O,O,X
LOJISTZ,O,X,X,X,O,X
LOJISZT,O,X,X,X,O,X
LOJIZTS,X,X,X,O,O,X
LOJIZST,X,X,X,O,O,X
LOJSTIZ,O,X,X,X,O,O
LOJSTZI,O,X,X,X,X,O
LOJSITZ,O,X,X,X,O,X
LOJSIZT,O,X,X,X,O,X
LOJSZTI,O,X,X,X,X,O
LOJSZIT,O,X,X,X,X,X
LOJZTIS,X,X,X,O,O,X
LOJZTSI,X,X,X,O,X,X
LOJZITS,X,X,X,O,O,X
LOJZIST,O,X,X,O,O,X
LOJZSTI,O,X,X,O,X,O
LOJZSIT,O,X,X,O,X,X
LOSTIJZ,O,X,X,X,X,O
LOSTIZJ,X,X,X,O,X,O
LOSTJIZ,O,X,X,X,X,O
LOSTJZI,O,X,X,X,X,O
LOSTZIJ,O,X,X,O,X,O
LOSTZJI,O,X,X,O,X,O
LOSITJZ,O,X,X,X,X,O
LOSITZJ,X,X,X,O,X,O
LOSIJTZ,O,X,X,X,X,X
LOSIJZT,O,X,X,X,X,X
LOSIZTJ,O,X,X,O,X,O
LOSIZJT,O,X,X,O,X,X
LOSJTIZ,O,X,X,X,X,O
LOSJTZI,O,X,X,X,X,O
LOSJITZ,O,X,X,X,X,X
LOSJIZT,O,X,X,X,X,X
LOSJZTI,O,X,X,X,X,O
LOSJZIT,O,X,X,X,X,X
LOSZTIJ,O,X,X,O,X,O
LOSZTJI,O,X,X,O,X,O
LOSZITJ,O,X,X,O,X,O
LOSZIJT,O,X,X,O,X,X
LOSZJTI,O,X,X,O,X,O
LOSZJIT,O,X,X,O,X,X
LOZTIJS,X,O,X,O,X,X
LOZTISJ,X,O,X,O,X,O
LOZTJIS,X,O,X,O,X,X
LOZTJSI,X,X,X,O,X,X
LOZTSIJ,X,X,X,O,X,O
LOZTSJI,X,X,X,O,X,O
LOZITJS,X,O,X,O,X,X
LOZITSJ,X,O,X,O,X,O
LOZIJTS,X,O,X,O,X,X
LOZIJST,O,O,X,O,X,X
LOZISTJ,O,O,X,O,X,O
LOZISJT,O,O,X,O,X,X
LOZJTIS,X,O,X,O,X,X
LOZJTSI,X,X,X,O,X,X
LOZJITS,X,O,X,O,X,X
LOZJIST,O,O,X,O,X,X
LOZJSTI,O,X,X,O,X,O
LOZJSIT,O,X,X,O,X,X
LOZSTIJ,O,X,X,O,X,O
LOZSTJI,O,X,X,O,X,O
LOZSITJ,O,X,X,O,X,O
LOZSIJT,O,X,X,O,X,X
LOZSJTI,O,X,X,O,X,O
LOZSJIT,O,X,X,O,X,X
JTILSZO,X,X,X,X,O,X
JTILSOZ,X,X,X,X,O,X
JTILZSO,X,X,X,O,O,X
JTILZOS,X,X,X,X,O,X
JTILOSZ,X,X,X,X,O,X
JTILOZS,X,X,X,O,O,X
JTISLZO,O,X,X,X,O,X
JTISLOZ,O,X,O,X,O,X
JTISZLO,X,O,O,X,O,X
JTISZOL,X,O,O,X,O,O
JTISOLZ,X,X,O,X,O,O
JTISOZL,X,O,O,X,O,O
JTIZLSO,X,O,X,O,O,X
JTIZLOS,X,O,X,X,O,X
JTIZSLO,X,O,O,X,O,X
JTIZSOL,X,O,O,X,O,X
JTIZOLS,X,O,X,X,O,X
JTIZOSL,X,O,O,X,O,X
JTIOLSZ,X,X,X,X,O,O
JTIOLZS,X,X,X,X,O,X
JTIOSLZ,X,X,O,X,O,O
JTIOSZL,X,O,O,X,O,O
JTIOZLS,X,O,X,X,O,X
JTIOZSL,X,O,O,X,O,X
JTLISZO,X,X,X,X,O,X
JTLISOZ,X,X,X,X,O,X
JTLIZSO,X,X,X,O,O,X
JTLIZOS,X,X,X,X,O,X
JTLIOSZ,X,X,X,X,O,X
JTLIOZS,X,X,X,O,O,X
JTLSIZO,X,X,X,X,O,X
JTLSIOZ,X,X,O,X,O,X
JTLSZIO,X,X,O,X,X,X
JTLSZOI,X,X,O,X,X,X
JTLSOIZ,X,X,O,X,O,X
JTLSOZI,X,X,O,X,X,X
JTLZISO,X,X,X,O,O,X
JTLZIOS,X,X,X,X,O,X
JTLZSIO,X,X,O,O,X,X
JTLZSOI,X,X,O,O,X,X
JTLZOIS,X,X,X,O,O,X
JTLZOSI,X,X,O,O,X,X
JTLOISZ,X,X,X,X,O,X
JTLOIZS,X,X,X,O,O,X
JTLOSIZ,X,X,O,X,O,X
JTLOSZI,X,X,O,X,X,X
JTLOZIS,X,X,X,O,O,X
JTLOZSI,X,X,O,O,X,X
JTSILZO,O,X,X,X,O,X
JTSILOZ,O,X,O,X,O,X
JTSIZLO,X,X,O,X,O,X
JTSIZOL,X,X,O,X,O,O
JTSIOLZ,X,X,O,X,O,O
JTSIOZL,X,X,O,X,O,O
JTSLIZO,O,X,X,X,O,X
JTSLIOZ,O,X,O,X,O,X
JTSLZIO,O,X,O,X,X,X
JTSLZOI,X,X,O,X,X,X
JTSLOIZ,O,X,O,X,O,X
JTSLOZI,O,X,O,X,X,X
JTSZILO,O,X,O,X,X,X
JTSZIOL,X,X,O,X,X,O
JTSZLIO,O,X,O,X,X,X
JTSZLOI,X,X,O,X,X,X
JTSZOIL,X,X,O,X,X,O
JTSZOLI,X,X,O,X,X,O
JTSOILZ,O,X,O,X,O,O
JTSOIZL,X,X,O,X,O,O
JTSOLIZ,O,X,O,X,O,O
JTSOLZI,O,X,O,X,X,O
JTSOZIL,O,X,O,X,X,O
JTSOZLI,O,X,O,X,X,O
JTZILSO,X,O,X,O,O,X
JTZILOS,X,O,X,X,O,X
JTZISLO,O,O,O,X,O,X
JTZISOL,X,O,O,X,O,X
JTZIOLS,X,O,X,X,O,X
JTZIOSL,X,O,O,X,O,X
JTZLISO,X,O,X,O,O,X
JTZLIOS,X,O,X,X,O,X
JTZLSIO,X,X,O,O,X,X
JTZLSOI,X,X,O,O,X,X
JTZLOIS,X,O,X,O,O,X
JTZLOSI,X,X,O,O,X,X
JTZSILO,O,O,O,X,X,X
JTZSIOL,X,O,O,X,X,X
JTZSLIO,O,X,O,O,X,X
JTZSLOI,X,X,O,O,X,X
JTZSOIL,X,O,O,X,X,X
JTZSOLI,X,X,O,X,X,X
JTZOILS,X,O,X,X,O,X
JTZOISL,X,O,O,X,O,X
JTZOLIS,X,O,X,O,O,X
JTZOLSI,X,X,O,O,X,X
JTZOSIL,X,O,O,X,X,X
JTZOSLI,X,X,O,O,X,X
JTOILSZ,X,X,X,X,O,O
JTOILZS,X,X,X,X,O,X
JTOISLZ,O,X,O,X,O,O
JTOISZL,X,O,O,X,O,O
JTOIZLS,X,O,X,X,O,X
JTOIZSL,X,O,O,X,O,X
JTOLISZ,X,X,X,X,O,O
JTOLIZS,X,X,X,O,O,X
JTOLSIZ,X,X,O,X,O,O
JTOLSZI,X,X,O,X,X,O
JTOLZIS,X,X,X,O,O,X
JTOLZSI,X,X,O,O,X,X
JTOSILZ,O,X,O,X,O,O
JTOSIZL,X,X,O,X,O,O
JTOSLIZ,O,X,O,X,O,O
JTOSLZI,O,X,O,X,X,O
JTOSZIL,O,X,O,X,X,O
JTOSZLI,O,X,O,X,X,O
JTOZILS,X,O,X,X,O,X
JTOZISL,O,O,O,X,O,X
JTOZLIS,X,O,X,O,O,X
JTOZLSI,X,X,O,O,X,X
JTOZSIL,O,O,O,X,X,X
JTOZSLI,O,X,O,O,X,X
JITLSZO,X,X,X,X,O,X
JITLSOZ,X,X,X,X,O,X
JITLZSO,X,X,X,O,O,X
JITLZOS,X,X,X,X,O,X
JITLOSZ,X,X,X,X,O,X
JITLOZS,X,X,X,O,O,X
JITSLZO,O,X,X,X,O,X
JITSLOZ,O,X,O,X,O,X
JITSZLO,X,O,O,X,O,X
JITSZOL,X,O,O,X,O,O
JITSOLZ,X,X,O,X,O,O
JITSOZL,X,O,O,X,O,O
JITZLSO,X,O,X,O,O,X
JITZLOS,X,O,X,X,O,X
JITZSLO,X,O,O,X,O,X
JITZSOL,X,O,O,X,O,X
JITZOLS,X,O,X,X,O,X
JITZOSL,X,O,O,X,O,X
JITOLSZ,X,X,X,X,O,O
JITOLZS,X,X,X,X,O,X
JITOSLZ,X,X,O,X,O,O
JITOSZL,X,O,O,X,O,O
JITOZLS,X,O,X,X,O,X
JITOZSL,X,O,O,X,O,X
JILTSZO,X,X,X,X,O,X
JILTSOZ,X,X,X,X,O,X
JILTZSO,X,X,X,O,O,X
JILTZOS,X,X,X,X,O,X
JILTOSZ,X,X,X,X,O,X
JILTOZS,X,X,X,O,O,X
JILSTZO,O,X,X,X,O,X
JILSTOZ,O,X,X,X,O,X
JILSZTO,O,X,X,X,O,X
JILSZOT,O,X,X,X,O,X
JILSOTZ,O,X,X,X,O,X
JILSOZT,O,X,X,X,O,X
JILZTSO,X,X,X,O,O,X
JILZTOS,X,X,X,X,O,X
JILZSTO,X,X,X,O,O,X
JILZSOT,X,X,X,X,O,X
JILZOTS,X,X,X,X,O,X
JILZOST,X,X,X,X,O,X
JILOTSZ,X,X,X,X,O,X
JILOTZS,X,X,X,O,O,X
JILOSTZ,X,X,X,X,O,X
JILOSZT,X,X,X,X,O,X
JILOZTS,X,X,X,O,O,X
JILOZST,X,X,X,O,O,X
JISTLZO,O,X,X,X,O,X
JISTLOZ,O,X,O,X,O,X
JISTZLO,X,O,O,X,O,X
JISTZOL,X,O,O,X,O,X
JISTOLZ,X,X,O,X,O,X
JISTOZL,X,O,O,X,O,X
JISLTZO,O,X,X,X,O,X
JISLTOZ,O,X,O,X,O,X
JISLZTO,O,X,O,X,O,X
JISLZOT,O,X,O,X,O,X
JISLOTZ,O,X,O,X,O,X
JISLOZT,O,X,O,X,O,X
JISZTLO,O,O,O,X,O,X
JISZTOL,X,O,O,X,O,X
JISZLTO,O,O,O,X,O,X
JISZLOT,O,O,O,X,O,X
JISZOTL,O,O,O,X,O,X
JISZOLT,O,O,O,X,O,X
JISOTLZ,O,X,O,X,O,X
JISOTZL,X,O,O,X,O,X
JISOLTZ,O,X,O,X,O,X
JISOLZT,O,X,O,X,O,X
JISOZTL,O,O,O,X,O,X
JISOZLT,O,O,O,X,O,X
JIZTLSO,X,O,X,O,O,X
JIZTLOS,X,O,X,X,O,X
JIZTSLO,O,O,O,X,O,X
JIZTSOL,X,O,O,X,O,X
JIZTOLS,X,O,X,X,O,X
JIZTOSL,X,O,O,X,O,X
JIZLTSO,X,O,X,O,O,X
JIZLTOS,X,O,X,X,O,X
JIZLSTO,O,O,X,O,O,X
JIZLSOT,O,O,X,X,O,X
JIZLOTS,X,O,X,X,O,X
JIZLOST,X,O,X,X,O,X
JIZSTLO,O,O,O,X,O,X
JIZSTOL,X,O,O,X,O,X
JIZSLTO,O,O,O,X,O,X
JIZSLOT,O,O,O,X,O,X
JIZSOTL,O,O,O,X,O,X
JIZSOLT,O,O,O,X,O,X
JIZOTLS,X,O,X,X,O,X
JIZOTSL,O,O,O,X,O,X
JIZOLTS,X,O,X,X,O,X
JIZOLST,O,O,X,X,O,X
JIZOSTL,O,O,O,X,O,X
JIZOSLT,O,O,O,X,O,X
JIOTLSZ,X,X,X,X,O,O
JIOTLZS,X,X,X,X,O,X
JIOTSLZ,O,X,O,X,O,O
JIOTSZL,X,O,O,X,O,O
JIOTZLS,X,O,X,X,O,X
JIOTZSL,X,O,O,X,O,X
JIOLTSZ,X,X,X,X,O,O
JIOLTZS,X,X,X,X,O,X
JIOLSTZ,O,X,X,X,O,X
JIOLSZT,O,X,X,X,O,X
JIOLZTS,X,X,X,X,O,X
JIOLZST,X,X,X,X,O,X
JIOSTLZ,O,X,O,X,O,X
JIOSTZL,X,O,O,X,O,X
JIOSLTZ,O,X,O,X,O,X
JIOSLZT,O,X,O,X,O,X
JIOSZTL,O,O,O,X,O,X
JIOSZLT,O,O,O,X,O,X
JIOZTLS,X,O,X,X,O,X
JIOZTSL,O,O,O,X,O,X
JIOZLTS,X,O,X,X,O,X
JIOZLST,O,O,X,X,O,X
JIOZSTL,O,O,O,X,O,X
JIOZSLT,O,O,O,X,O,X
JLTISZO,X,X,X,X,O,X
JLTISOZ,X,X,X,X,O,X
JLTIZSO,X,X,X,O,O,X
JLTIZOS,X,X,X,X,O,X
JLTIOSZ,X,X,X,X,O,X
JLTIOZS,X,X,X,O,O,X
JLTSIZO,X,X,X,X,O,X
JLTSIOZ,X,X,O,X,O,X
JLTSZIO,X,X,O,X,X,X
JLTSZOI,X,X,O,X,X,X
JLTSOIZ,X,X,O,X,O,X
JLTSOZI,X,X,O,X,X,X
JLTZISO,X,X,X,O,O,X
JLTZIOS,X,X,X,X,O,X
JLTZSIO,X,X,O,O,X,X
JLTZSOI,X,X,O,O,X,X
JLTZOIS,X,X,X,O,O,X
JLTZOSI,X,X,O,O,X,X
JLTOISZ,X,X,X,X,O,X
JLTOIZS,X,X,X,O,O,X
JLTOSIZ,X,X,O,X,O,X
JLTOSZI,X,X,O,X,X,X
JLTOZIS,X,X,X,O,O,X
JLTOZSI,X,X,O,O,X,X
JLITSZO,X,X,X,X,O,X
JLITSOZ,X,X,X,X,O,X
JLITZSO,X,X,X,O,O,X
JLITZOS,X,X,X,X,O,X
JLITOSZ,X,X,X,X,O,X
JLITOZS,X,X,X,O,O,X
JLISTZO,O,X,X,X,O,X
JLISTOZ,O,X,X,X,O,X
JLISZTO,O,X,X,X,O,X
JLISZOT,O,X,X,X,O,X
JLISOTZ,O,X,X,X,O,X
JLISOZT,O,X,X,X,O,X
JLIZTSO,X,X,X,O,O,X
JLIZTOS,X,X,X,X,O,X
JLIZSTO,X,X,X,O,O,X
JLIZSOT,X,X,X,X,O,X
JLIZOTS,X,X,X,X,O,X
JLIZOST,X,X,X,X,O,X
JLIOTSZ,X,X,X,X,O,X
JLIOTZS,X,X,X,O,O,X
JLIOSTZ,X,X,X,X,O,X
JLIOSZT,X,X,X,X,O,X
JLIOZTS,X,X,X,O,O,X
JLIOZST,X,X,X,O,O,X
JLSTIZO,O,X,X,X,O,X
JLSTIOZ,O,X,O,X,O,X
JLSTZIO,O,X,O,X,X,X
JLSTZOI,X,X,O,X,X,X
JLSTOIZ,O,X,O,X,O,X
JLSTOZI,O,X,O,X,X,X
JLSITZO,O,X,X,X,O,X
JLSITOZ,O,X,O,X,O,X
JLSIZTO,O,X,O,X,O,X
JLSIZOT,O,X,O,X,O,X
JLSIOTZ,O,X,O,X,O,X
JLSIOZT,O,X,O,X,O,X
JLSZTIO,O,X,O,X,X,X
JLSZTOI,X,X,O,X,X,X
JLSZITO,O,X,O,X,X,X
JLSZIOT,O,X,O,X,X,X
JLSZOTI,O,X,O,X,X,X
JLSZOIT,O,X,O,X,X,X
JLSOTIZ,O,X,O,X,O,X
JLSOTZI,O,X,O,X,X,X
JLSOITZ,O,X,O,X,O,X
JLSOIZT,O,X,O,X,O,X
JLSOZTI,O,X,O,X,X,X
JLSOZIT,O,X,O,X,X,X
JLZTISO,X,X,X,O,O,X
JLZTIOS,X,X,X,X,O,X
JLZTSIO,X,X,O,O,X,X
JLZTSOI,X,X,O,O,X,X
JLZTOIS,X,X,X,O,O,X
JLZTOSI,X,X,O,O,X,X
JLZITSO,X,X,X,O,O,X
JLZITOS,X,X,X,X,O,X
JLZISTO,O,X,X,O,O,X
JLZISOT,O,X,X,X,O,X
JLZIOTS,X,X,X,X,O,X
JLZIOST,X,X,X,X,O,X
JLZSTIO,O,X,O,O,X,X
JLZSTOI,X,X,O,O,X,X
JLZSITO,O,X,O,O,X,X
JLZSIOT,O,X,O,X,X,X
JLZSOTI,X,X,O,X,X,X
JLZSOIT,O,X,O,X,X,X
JLZOTIS,X,X,X,O,O,X
JLZOTSI,X,X,O,O,X,X
JLZOITS,X,X,X,O,O,X
JLZOIST,X,X,X,O,O,X
JLZOSTI,X,X,O,O,X,X
JLZOSIT,X,X,O,O,X,X
JLOTISZ,X,X,X,X,O,X
JLOTIZS,X,X,X,O,O,X
JLOTSIZ,X,X,O,X,O,X
JLOTSZI,X,X,O,X,X,X
JLOTZIS,X,X,X,O,O,X
JLOTZSI,X,X,O,O,X,X
JLOITSZ,X,X,X,X,O,X
JLOITZS,X,X,X,O,O,X
JLOISTZ,O,X,X,X,O,X
JLOISZT,O,X,X,X,O,X
JLOIZTS,X,X,X,O,O,X
JLOIZST,X,X,X,O,O,X
JLOSTIZ,O,X,O,X,O,X
JLOSTZI,O,X,O,X,X,X
JLOSITZ,O,X,O,X,O,X
JLOSIZT,O,X,O,X,O,X
JLOSZTI,O,X,O,X,X,X
JLOSZIT,O,X,O,X,X,X
JLOZTIS,X,X,X,O,O,X
JLOZTSI,X,X,O,O,X,X
JLOZITS,X,X,X,O,O,X
JLOZIST,O,X,X,O,O,X
JLOZSTI,O,X,O,O,X,X
JLOZSIT,O,X,O,O,X,X
JSTILZO,O,X,X,X,O,X
JSTILOZ,O,X,O,X,O,X
JSTIZLO,X,X,O,X,O,X
JSTIZOL,X,X,O,X,O,O
JSTIOLZ,X,X,O,X,O,O
JSTIOZL,X,X,O,X,O,O
JSTLIZO,O,X,X,X,O,X
JSTLIOZ,O,X,O,X,O,X
JSTLZIO,O,X,O,X,X,X
JSTLZOI,X,X,O,X,X,X
JSTLOIZ,O,X,O,X,O,X
JSTLOZI,O,X,O,X,X,X
JSTZILO,O,X,O,X,X,X
JSTZIOL,X,X,O,X,X,O
JSTZLIO,O,X,O,X,X,X
JSTZLOI,X,X,O,X,X,X
JSTZOIL,X,X,O,X,X,O
JSTZOLI,X,X,O,X,X,O
JSTOILZ,O,X,O,X,O,O
JSTOIZL,X,X,O,X,O,O
JSTOLIZ,O,X,O,X,O,O
JSTOLZI,O,X,O,X,X,O
JSTOZIL,O,X,O,X,X,O
JSTOZLI,O,X,O,X,X,O
JSITLZO,O,X,X,X,O,X
JSITLOZ,O,X,O,X,O,X
JSITZLO,X,X,O,X,O,X
JSITZOL,X,X,O,X,O,X
JSITOLZ,X,X,O,X,O,X
JSITOZL,X,X,O,X,O,X
JSILTZO,O,X,X,X,O,X
JSILTOZ,O,X,O,X,O,X
JSILZTO,O,X,O,X,O,X
JSILZOT,O,X,O,X,O,X
JSILOTZ,O,X,O,X,O,X
JSILOZT,O,X,O,X,O,X
JSIZTLO,O,X,O,X,O,X
JSIZTOL,X,X,O,X,O,X
JSIZLTO,O,X,O,X,O,X
JSIZLOT,O,X,O,X,O,X
JSIZOTL,O,X,O,X,O,X
JSIZOLT,O,X,O,X,O,X
JSIOTLZ,O,X,O,X,O,X
JSIOTZL,X,X,O,X,O,X
JSIOLTZ,O,X,O,X,O,X
JSIOLZT,O,X,O,X,O,X
JSIOZTL,O,X,O,X,O,X
JSIOZLT,O,X,O,X,O,X
JSLTIZO,O,X,X,X,O,X
JSLTIOZ,O,X,O,X,O,X
JSLTZIO,O,X,O,X,X,X
JSLTZOI,X,X,O,X,X,X
JSLTOIZ,O,X,O,X,O,X
JSLTOZI,O,X,O,X,X,X
JSLITZO,O,X,X,X,O,X
JSLITOZ,O,X,O,X,O,X
JSLIZTO,O,X,O,X,O,X
JSLIZOT,O,X,O,X,O,X
JSLIOTZ,O,X,O,X,O,X
JSLIOZT,O,X,O,X,O,X
JSLZTIO,O,X,O,X,X,X
JSLZTOI,X,X,O,X,X,X
JSLZITO,O,X,O,X,X,X
JSLZIOT,O,X,O,X,X,X
JSLZOTI,O,X,O,X,X,X
JSLZOIT,O,X,O,X,X,X
JSLOTIZ,O,X,O,X,O,X
JSLOTZI,O,X,O,X,X,X
JSLOITZ,O,X,O,X,O,X
JSLOIZT,O,X,O,X,O,X
JSLOZTI,O,X,O,X,X,X
JSLOZIT,O,X,O,X,X,X
JSZTILO,O,X,O,X,X,X
JSZTIOL,X,X,O,X,X,O
JSZTLIO,O,X,O,X,X,X
JSZTLOI,X,X,O,X,X,X
JSZTOIL,X,X,O,X,X,O
JSZTOLI,X,X,O,X,X,O
JSZITLO,O,X,O,X,X,X
JSZITOL,X,X,O,X,X,X
JSZILTO,O,X,O,X,X,X
JSZILOT,O,X,O,X,X,X
JSZIOTL,O,X,O,X,X,X
JSZIOLT,O,X,O,X,X,X
JSZLTIO,O,X,O,X,X,X
JSZLTOI,X,X,O,X,X,X
JSZLITO,O,X,O,X,X,X
JSZLIOT,O,X,O,X,X,X
JSZLOTI,O,X,O,X,X,X
JSZLOIT,O,X,O,X,X,X
JSZOTIL,O,X,O,X,X,O
JSZOTLI,O,X,O,X,X,O
JSZOITL,O,X,O,X,X,X
JSZOILT,O,X,O,X,X,X
JSZOLTI,O,X,O,X,X,O
JSZOLIT,O,X,O,X,X,X
JSOTILZ,O,X,O,X,O,O
JSOTIZL,X,X,O,X,O,O
JSOTLIZ,O,X,O,X,O,O
JSOTLZI,O,X,O,X,X,O
JSOTZIL,O,X,O,X,X,O
JSOTZLI,O,X,O,X,X,O
JSOITLZ,O,X,O,X,O,X
JSOITZL,X,X,O,X,O,X
JSOILTZ,O,X,O,X,O,X
JSOILZT,O,X,O,X,O,X
JSOIZTL,O,X,O,X,O,X
JSOIZLT,O,X,O,X,O,X
JSOLTIZ,O,X,O,X,O,O
JSOLTZI,O,X,O,X,X,O
JSOLITZ,O,X,O,X,O,X
JSOLIZT,O,X,O,X,O,X
JSOLZTI,O,X,O,X,X,O
JSOLZIT,O,X,O,X,X,X
JSOZTIL,O,X,O,X,X,O
JSOZTLI,O,X,O,X,X,O
JSOZITL,O,X,O,X,X,X
JSOZILT,O,X,O,X,X,X
JSOZLTI,O,X,O,X,X,O
JSOZLIT,O,X,O,X,X,X
JZTILSO,X,O,X,O,O,X
JZTILOS,X,O,X,X,O,X
JZTISLO,O,O,O,X,O,X
JZTISOL,X,O,O,X,O,X
JZTIOLS,X,O,X,X,O,X
JZTIOSL,X,O,O,X,O,X
JZTLISO,X,O,X,O,O,X
JZTLIOS,X,O,X,X,O,X
JZTLSIO,X,X,O,O,X,X
JZTLSOI,X,X,O,O,X,X
JZTLOIS,X,O,X,O,O,X
JZTLOSI,X,X,O,O,X,X
JZTSILO,O,O,O,X,X,X
JZTSIOL,X,O,O,X,X,X
JZTSLIO,O,X,O,O,X,X
JZTSLOI,X,X,O,O,X,X
JZTSOIL,X,O,O,X,X,X
JZTSOLI,X,X,O,X,X,X
JZTOILS,X,O,X,X,O,X
JZTOISL,X,O,O,X,O,X
JZTOLIS,X,O,X,O,O,X
JZTOLSI,X,X,O,O,X,X
JZTOSIL,X,O,O,X,X,X
JZTOSLI,X,X,O,O,X,X
JZITLSO,X,O,X,O,O,X
JZITLOS,X,O,X,X,O,X
JZITSLO,O,O,O,X,O,X
JZITSOL,X,O,O,X,O,X
JZITOLS,X,O,X,X,O,X
JZITOSL,X,O,O,X,O,X
JZILTSO,X,O,X,O,O,X
JZILTOS,X,O,X,X,O,X
JZILSTO,O,O,X,O,O,X
JZILSOT,O,O,X,X,O,X
JZILOTS,X,O,X,X,O,X
JZILOST,X,O,X,X,O,X
JZISTLO,O,O,O,X,O,X
JZISTOL,X,O,O,X,O,X
JZISLTO,O,O,O,X,O,X
JZISLOT,O,O,O,X,O,X
JZISOTL,O,O,O,X,O,X
JZISOLT,O,O,O,X,O,X
JZIOTLS,X,O,X,X,O,X
JZIOTSL,O,O,O,X,O,X
JZIOLTS,X,O,X,X,O,X
JZIOLST,O,O,X,X,O,X
JZIOSTL,O,O,O,X,O,X
JZIOSLT,O,O,O,X,O,X
JZLTISO,X,O,X,O,O,X
JZLTIOS,X,O,X,X,O,X
JZLTSIO,X,X,O,O,X,X
JZLTSOI,X,X,O,O,X,X
JZLTOIS,X,O,X,O,O,X
JZLTOSI,X,X,O,O,X,X
JZLITSO,X,O,X,O,O,X
JZLITOS,X,O,X,X,O,X
JZLISTO,O,O,X,O,O,X
JZLISOT,O,O,X,X,O,X
JZLIOTS,X,O,X,X,O,X
JZLIOST,X,O,X,X,O,X
JZLSTIO,O,X,O,O,X,X
JZLSTOI,X,X,O,O,X,X
JZLSITO,O,X,O,O,X,X
JZLSIOT,O,X,O,X,X,X
JZLSOTI,X,X,O,X,X,X
JZLSOIT,O,X,O,X,X,X
JZLOTIS,X,O,X,O,O,X
JZLOTSI,X,X,O,O,X,X
JZLOITS,X,O,X,O,O,X
JZLOIST,X,O,X,O,O,X
JZLOSTI,X,X,O,O,X,X
JZLOSIT,X,X,O,O,X,X
JZSTILO,O,O,O,X,X,X
JZSTIOL,X,O,O,X,X,O
