sequence,v115@9gA8IeA8IeA8DeB8CeA8BeF8KeRAJvhFcmB/nBGlB6?tBFoBzpB,v115@9gA8IeA8IeA8DeB8CeA8BeF8Ke5EJvhFThB/nBOqB6?tB0qBFtB,v115@9gA8IeA8IeA8DeB8CeA8BeF8Ke5EJvhFThB/nB0lB6?tBOqBFtB,v115@9gA8IeA8IeA8DeB8CeA8BeF8Ke5EJvhFcmBTiBOqBX?oBllB6tB,v115@9gA8IeA8IeA8DeB8CeA8BeF8Ke5EJvhFcmBTiBOqB6?tBlqBXtB,v115@9gA8IeA8IeA8DeB8CeA8BeF8KelAJvhFcmBTiBeoB5?oBCqBfqB,v115@9gA8IeA8IeA8DeB8CeA8BeF8KeRAJvhFcmBTiBWqBV?tB6tBXqB
ZOJLTSI,O,X,X,X,X,X,O
ZOJLITS,O,X,X,X,O,O,O
ZOJLIST,O,O,O,O,O,O,X
ZOJLSTI,O,X,X,X,X,X,X
ZOJLSIT,O,O,O,O,O,O,X
ZOJSTIL,O,X,X,O,X,X,O
ZOJSTLI,O,X,X,X,X,X,O
ZOJSITL,O,X,X,O,X,X,O
ZOJSILT,O,O,O,O,O,O,X
ZOJSLTI,O,X,X,X,X,X,X
ZOJSLIT,O,O,O,O,O,O,X
ZOSTILJ,X,X,O,X,X,X,X
ZOSTIJL,X,X,X,O,X,X,X
ZOSTLIJ,X,X,O,X,X,X,X
ZOSTLJI,O,X,X,X,X,X,X
ZOSTJIL,O,X,X,O,X,X,O
ZOSTJLI,O,X,X,X,X,X,O
ZOSITLJ,X,X,O,X,X,X,X
ZOSITJL,X,X,X,O,X,X,X
ZOSILTJ,X,X,O,X,X,X,X
ZOSILJT,O,O,O,O,O,X,X
ZOSIJTL,O,X,X,O,X,X,X
ZOSIJLT,O,O,O,O,O,X,X
ZOSLTIJ,X,X,O,X,X,X,X
ZOSLTJI,O,X,X,X,X,X,X
ZOSLITJ,X,X,O,X,X,X,X
ZOSLIJT,O,O,O,O,O,X,X
ZOSLJTI,O,X,X,X,X,X,X
ZOSLJIT,O,O,O,O,O,O,X
ZOSJTIL,O,X,X,O,X,X,O
ZOSJTLI,O,X,X,X,X,X,O
ZOSJITL,O,X,X,O,X,X,O
ZOSJILT,O,O,O,O,O,O,X
ZOSJLTI,O,X,X,X,X,X,X
ZOSJLIT,O,O,O,O,O,O,X
OTILJSZ,X,O,X,X,X,X,X
OTILJZS,X,X,X,X,O,X,X
OTILSJZ,X,O,X,X,X,X,X
OTILSZJ,X,X,O,X,X,X,X
OTILZJS,X,X,X,X,O,X,X
OTILZSJ,X,X,O,X,X,X,X
OTIJLSZ,X,O,X,X,X,X,X
OTIJLZS,X,X,X,X,O,X,X
OTIJSLZ,X,O,X,X,X,X,X
OTIJSZL,X,X,X,O,X,X,X
OTIJZLS,X,X,X,X,O,X,O
OTIJZSL,X,X,X,O,X,X,O
OTISLJZ,X,O,X,X,X,X,X
OTISLZJ,X,X,O,X,X,X,X
OTISJLZ,X,O,X,X,X,X,X
OTISJZL,X,X,X,O,X,X,X
OTISZLJ,X,X,O,X,X,X,X
OTISZJL,X,X,X,O,X,X,X
OTIZLJS,X,X,X,X,O,X,X
OTIZLSJ,X,X,O,X,X,X,X
OTIZJLS,X,X,X,X,O,X,O
OTIZJSL,X,X,X,O,X,X,O
OTIZSLJ,X,X,O,X,X,X,X
OTIZSJL,X,X,X,O,X,X,X
OTLIJSZ,X,O,X,X,X,X,X
OTLIJZS,X,X,X,X,O,X,X
OTLISJZ,X,O,X,X,X,X,X
OTLISZJ,X,X,O,X,X,X,X
OTLIZJS,X,X,X,X,O,X,X
OTLIZSJ,X,X,O,X,X,X,X
OTLJISZ,X,O,X,X,X,X,X
OTLJIZS,X,X,X,X,O,O,X
OTLJSIZ,X,O,X,X,X,X,X
OTLJSZI,O,X,X,X,X,X,X
OTLJZIS,O,X,X,X,O,O,O
OTLJZSI,O,X,X,X,X,X,O
OTLSIJZ,X,O,X,X,X,X,X
OTLSIZJ,X,X,O,X,X,X,X
OTLSJIZ,X,O,X,X,X,X,X
OTLSJZI,O,X,X,X,X,X,X
OTLSZIJ,X,X,O,X,X,X,X
OTLSZJI,O,X,X,X,X,X,X
OTLZIJS,X,X,X,X,O,X,X
OTLZISJ,X,X,O,X,X,X,X
OTLZJIS,O,X,X,X,O,O,O
OTLZJSI,O,X,X,X,X,X,O
OTLZSIJ,X,X,O,X,X,X,X
OTLZSJI,O,X,X,X,X,X,X
OTJILSZ,X,O,X,X,X,X,X
OTJILZS,X,X,X,X,O,O,X
OTJISLZ,X,O,X,X,X,X,X
OTJISZL,X,X,X,O,X,X,X
OTJIZLS,X,X,X,X,O,O,O
OTJIZSL,X,X,X,O,X,X,O
OTJLISZ,X,O,X,X,X,X,X
OTJLIZS,X,X,X,X,O,O,X
OTJLSIZ,X,O,X,X,X,X,X
OTJLSZI,O,X,X,X,X,X,X
OTJLZIS,O,X,X,X,O,O,O
OTJLZSI,O,X,X,X,X,X,O
OTJSILZ,X,O,X,X,X,X,X
OTJSIZL,X,X,X,O,X,X,X
OTJSLIZ,X,O,X,X,X,X,X
OTJSLZI,O,X,X,X,X,X,X
OTJSZIL,O,X,X,O,X,X,O
OTJSZLI,O,X,X,X,X,X,O
OTJZILS,O,X,X,X,O,O,O
OTJZISL,O,X,X,O,X,X,O
OTJZLIS,O,X,X,X,O,O,O
OTJZLSI,O,X,X,X,X,X,O
OTJZSIL,O,X,X,O,X,X,O
OTJZSLI,O,X,X,X,X,X,O
OTSILJZ,X,O,X,X,X,X,X
OTSILZJ,X,X,O,X,X,X,X
OTSIJLZ,X,O,X,X,X,X,X
OTSIJZL,X,X,X,O,X,X,X
OTSIZLJ,X,X,O,X,X,X,X
OTSIZJL,X,X,X,O,X,X,X
OTSLIJZ,X,O,X,X,X,X,X
OTSLIZJ,X,X,O,X,X,X,X
OTSLJIZ,X,O,X,X,X,X,X
OTSLJZI,O,X,X,X,X,X,X
OTSLZIJ,X,X,O,X,X,X,X
OTSLZJI,O,X,X,X,X,X,X
OTSJILZ,X,O,X,X,X,X,X
OTSJIZL,X,X,X,O,X,X,X
OTSJLIZ,X,O,X,X,X,X,X
OTSJLZI,O,X,X,X,X,X,X
OTSJZIL,O,X,X,O,X,X,O
OTSJZLI,O,X,X,X,X,X,O
OTSZILJ,X,X,O,X,X,X,X
OTSZIJL,X,X,X,O,X,X,X
OTSZLIJ,X,X,O,X,X,X,X
OTSZLJI,O,X,X,X,X,X,X
OTSZJIL,O,X,X,O,X,X,O
OTSZJLI,O,X,X,X,X,X,O
OTZILJS,X,X,X,X,O,X,X
OTZILSJ,X,X,O,X,X,X,X
OTZIJLS,X,X,X,X,O,X,O
OTZIJSL,X,X,X,O,X,X,O
OTZISLJ,X,X,O,X,X,X,X
OTZISJL,X,X,X,O,X,X,X
OTZLIJS,X,X,X,X,O,X,X
OTZLISJ,X,X,O,X,X,X,X
OTZLJIS,O,X,X,X,O,O,O
OTZLJSI,O,X,X,X,X,X,O
OTZLSIJ,X,X,O,X,X,X,X
OTZLSJI,O,X,X,X,X,X,X
OTZJILS,O,X,X,X,O,O,O
OTZJISL,O,X,X,O,X,X,O
OTZJLIS,O,X,X,X,O,O,O
OTZJLSI,O,X,X,X,X,X,O
OTZJSIL,O,X,X,O,X,X,O
OTZJSLI,O,X,X,X,X,X,O
OTZSILJ,X,X,O,X,X,X,X
OTZSIJL,X,X,X,O,X,X,X
OTZSLIJ,X,X,O,X,X,X,X
OTZSLJI,O,X,X,X,X,X,X
OTZSJIL,O,X,X,O,X,X,O
OTZSJLI,O,X,X,X,X,X,O
OITLJSZ,X,O,X,X,X,X,X
OITLJZS,X,X,X,X,O,X,X
OITLSJZ,X,O,X,X,X,X,X
OITLSZJ,X,X,O,X,X,X,X
OITLZJS,X,X,X,X,O,X,X
OITLZSJ,X,X,O,X,X,X,X
OITJLSZ,X,O,X,X,X,X,X
OITJLZS,X,X,X,X,O,X,X
OITJSLZ,X,O,X,X,X,X,X
OITJSZL,X,X,X,O,X,X,X
OITJZLS,X,X,X,X,O,X,O
OITJZSL,X,X,X,O,X,X,O
OITSLJZ,X,O,X,X,X,X,X
OITSLZJ,X,X,O,X,X,X,X
OITSJLZ,X,O,X,X,X,X,X
OITSJZL,X,X,X,O,X,X,X
OITSZLJ,X,X,O,X,X,X,X
OITSZJL,X,X,X,O,X,X,X
OITZLJS,X,X,X,X,O,X,X
OITZLSJ,X,X,O,X,X,X,X
OITZJLS,X,X,X,X,O,X,O
OITZJSL,X,X,X,O,X,X,O
OITZSLJ,X,X,O,X,X,X,X
OITZSJL,X,X,X,O,X,X,X
OILTJSZ,X,O,X,X,X,X,X
OILTJZS,X,X,X,X,O,X,X
OILTSJZ,X,O,X,X,X,X,X
OILTSZJ,X,X,O,X,X,X,X
OILTZJS,X,X,X,X,O,X,X
OILTZSJ,X,X,O,X,X,X,X
OILJTSZ,X,O,X,X,X,X,X
OILJTZS,X,X,X,X,O,O,X
OILJSTZ,X,O,X,X,X,X,X
OILJSZT,O,O,O,O,O,O,X
OILJZTS,O,X,X,X,O,O,X
OILJZST,O,O,O,O,O,O,X
OILSTJZ,X,O,X,X,X,X,X
OILSTZJ,X,X,O,X,X,X,X
OILSJTZ,X,O,X,X,X,X,X
OILSJZT,O,O,O,O,O,X,X
OILSZTJ,X,X,O,X,X,X,X
OILSZJT,O,O,O,O,O,X,X
OILZTJS,X,X,X,X,O,X,X
OILZTSJ,X,X,O,X,X,X,X
OILZJTS,O,X,X,X,O,O,X
OILZJST,O,O,O,O,O,O,X
OILZSTJ,X,X,O,X,X,X,X
OILZSJT,O,O,O,O,O,X,X
OIJTLSZ,X,O,X,X,X,X,X
OIJTLZS,X,X,X,X,O,O,X
OIJTSLZ,X,O,X,X,X,X,X
OIJTSZL,X,X,X,O,X,X,X
OIJTZLS,X,X,X,X,O,O,O
OIJTZSL,X,X,X,O,X,X,O
OIJLTSZ,X,O,X,X,X,X,X
OIJLTZS,X,X,X,X,O,O,X
OIJLSTZ,X,O,X,X,X,X,X
OIJLSZT,O,O,O,O,O,O,X
OIJLZTS,O,X,X,X,O,O,X
OIJLZST,O,O,O,O,O,O,X
OIJSTLZ,X,O,X,X,X,X,X
OIJSTZL,X,X,X,O,X,X,X
OIJSLTZ,X,O,X,X,X,X,X
OIJSLZT,O,O,O,O,O,O,X
OIJSZTL,O,X,X,O,X,X,X
OIJSZLT,O,O,O,O,O,O,X
OIJZTLS,O,X,X,X,O,O,O
OIJZTSL,O,X,X,O,X,X,O
OIJZLTS,O,X,X,X,O,O,O
OIJZLST,O,O,O,O,O,O,X
OIJZSTL,O,X,X,O,X,X,O
OIJZSLT,O,O,O,O,O,O,X
OISTLJZ,X,O,X,X,X,X,X
OISTLZJ,X,X,O,X,X,X,X
OISTJLZ,X,O,X,X,X,X,X
OISTJZL,X,X,X,O,X,X,X
OISTZLJ,X,X,O,X,X,X,X
OISTZJL,X,X,X,O,X,X,X
OISLTJZ,X,O,X,X,X,X,X
OISLTZJ,X,X,O,X,X,X,X
OISLJTZ,X,O,X,X,X,X,X
OISLJZT,O,O,O,O,O,X,X
OISLZTJ,X,X,O,X,X,X,X
OISLZJT,O,O,O,O,O,X,X
OISJTLZ,X,O,X,X,X,X,X
OISJTZL,X,X,X,O,X,X,X
OISJLTZ,X,O,X,X,X,X,X
OISJLZT,O,O,O,O,O,X,X
OISJZTL,O,X,X,O,X,X,X
OISJZLT,O,O,O,O,O,X,X
OISZTLJ,X,X,O,X,X,X,X
OISZTJL,X,X,X,O,X,X,X
OISZLTJ,X,X,O,X,X,X,X
OISZLJT,O,O,O,O,O,X,X
OISZJTL,O,X,X,O,X,X,X
OISZJLT,O,O,O,O,O,X,X
OIZTLJS,X,X,X,X,O,X,X
OIZTLSJ,X,X,O,X,X,X,X
OIZTJLS,X,X,X,X,O,X,O
OIZTJSL,X,X,X,O,X,X,O
OIZTSLJ,X,X,O,X,X,X,X
OIZTSJL,X,X,X,O,X,X,X
OIZLTJS,X,X,X,X,O,X,X
OIZLTSJ,X,X,O,X,X,X,X
OIZLJTS,O,X,X,X,O,O,X
OIZLJST,O,O,O,O,O,O,X
OIZLSTJ,X,X,O,X,X,X,X
OIZLSJT,O,O,O,O,O,X,X
OIZJTLS,O,X,X,X,O,O,O
OIZJTSL,O,X,X,O,X,X,O
OIZJLTS,O,X,X,X,O,O,O
OIZJLST,O,O,O,O,O,O,X
OIZJSTL,O,X,X,O,X,X,O
OIZJSLT,O,O,O,O,O,O,X
OIZSTLJ,X,X,O,X,X,X,X
OIZSTJL,X,X,X,O,X,X,X
OIZSLTJ,X,X,O,X,X,X,X
OIZSLJT,O,O,O,O,O,X,X
OIZSJTL,O,X,X,O,X,X,X
OIZSJLT,O,O,O,O,O,X,X
OLTIJSZ,X,O,X,X,X,X,X
OLTIJZS,X,X,X,X,O,X,X
OLTISJZ,X,O,X,X,X,X,X
OLTISZJ,X,X,O,X,X,X,X
OLTIZJS,X,X,X,X,O,X,X
OLTIZSJ,X,X,O,X,X,X,X
OLTJISZ,X,O,X,X,X,X,X
OLTJIZS,X,X,X,X,O,O,X
OLTJSIZ,X,O,X,X,X,X,X
OLTJSZI,O,X,X,X,X,X,X
OLTJZIS,O,X,X,X,O,O,O
OLTJZSI,O,X,X,X,X,X,O
OLTSIJZ,X,O,X,X,X,X,X
OLTSIZJ,X,X,O,X,X,X,X
OLTSJIZ,X,O,X,X,X,X,X
OLTSJZI,O,X,X,X,X,X,X
OLTSZIJ,X,X,O,X,X,X,X
OLTSZJI,O,X,X,X,X,X,X
OLTZIJS,X,X,X,X,O,X,X
OLTZISJ,X,X,O,X,X,X,X
OLTZJIS,O,X,X,X,O,O,O
OLTZJSI,O,X,X,X,X,X,O
OLTZSIJ,X,X,O,X,X,X,X
OLTZSJI,O,X,X,X,X,X,X
OLITJSZ,X,O,X,X,X,X,X
OLITJZS,X,X,X,X,O,X,X
OLITSJZ,X,O,X,X,X,X,X
OLITSZJ,X,X,O,X,X,X,X
OLITZJS,X,X,X,X,O,X,X
OLITZSJ,X,X,O,X,X,X,X
OLIJTSZ,X,O,X,X,X,X,X
OLIJTZS,X,X,X,X,O,O,X
OLIJSTZ,X,O,X,X,X,X,X
OLIJSZT,O,O,O,O,O,O,X
OLIJZTS,O,X,X,X,O,O,X
OLIJZST,O,O,O,O,O,O,X
OLISTJZ,X,O,X,X,X,X,X
OLISTZJ,X,X,O,X,X,X,X
OLISJTZ,X,O,X,X,X,X,X
OLISJZT,O,O,O,O,O,X,X
OLISZTJ,X,X,O,X,X,X,X
OLISZJT,O,O,O,O,O,X,X
OLIZTJS,X,X,X,X,O,X,X
OLIZTSJ,X,X,O,X,X,X,X
OLIZJTS,O,X,X,X,O,O,X
OLIZJST,O,O,O,O,O,O,X
OLIZSTJ,X,X,O,X,X,X,X
OLIZSJT,O,O,O,O,O,X,X
OLJTISZ,X,O,X,X,X,X,X
OLJTIZS,X,X,X,X,O,O,X
OLJTSIZ,X,O,X,X,X,X,X
OLJTSZI,O,X,X,X,X,X,X
OLJTZIS,O,X,X,X,O,O,O
OLJTZSI,O,X,X,X,X,X,O
OLJITSZ,X,O,X,X,X,X,X
OLJITZS,X,X,X,X,O,O,X
OLJISTZ,X,O,X,X,X,X,X
OLJISZT,O,O,O,O,O,O,X
OLJIZTS,O,X,X,X,O,O,X
OLJIZST,O,O,O,O,O,O,X
OLJSTIZ,X,O,X,X,X,X,X
OLJSTZI,O,X,X,X,X,X,X
OLJSITZ,X,O,X,X,X,X,X
OLJSIZT,O,O,O,O,O,O,X
OLJSZTI,O,X,X,X,X,X,X
OLJSZIT,O,O,O,O,O,O,X
OLJZTIS,O,X,X,X,O,O,O
OLJZTSI,O,X,X,X,X,X,O
OLJZITS,O,X,X,X,O,O,O
OLJZIST,O,O,O,O,O,O,X
OLJZSTI,O,X,X,X,X,X,X
OLJZSIT,O,O,O,O,O,O,X
OLSTIJZ,X,O,X,X,X,X,X
OLSTIZJ,X,X,O,X,X,X,X
OLSTJIZ,X,O,X,X,X,X,X
OLSTJZI,O,X,X,X,X,X,X
OLSTZIJ,X,X,O,X,X,X,X
OLSTZJI,O,X,X,X,X,X,X
OLSITJZ,X,O,X,X,X,X,X
OLSITZJ,X,X,O,X,X,X,X
OLSIJTZ,X,O,X,X,X,X,X
OLSIJZT,O,O,O,O,O,X,X
OLSIZTJ,X,X,O,X,X,X,X
OLSIZJT,O,O,O,O,O,X,X
OLSJTIZ,X,O,X,X,X,X,X
OLSJTZI,O,X,X,X,X,X,X
OLSJITZ,X,O,X,X,X,X,X
OLSJIZT,O,O,O,O,O,O,X
OLSJZTI,O,X,X,X,X,X,X
OLSJZIT,O,O,O,O,O,O,X
OLSZTIJ,X,X,O,X,X,X,X
OLSZTJI,O,X,X,X,X,X,X
OLSZITJ,X,X,O,X,X,X,X
OLSZIJT,O,O,O,O,O,X,X
OLSZJTI,O,X,X,X,X,X,X
OLSZJIT,O,O,O,O,O,O,X
OLZTIJS,X,X,X,X,O,X,X
OLZTISJ,X,X,O,X,X,X,X
OLZTJIS,O,X,X,X,O,O,O
OLZTJSI,O,X,X,X,X,X,O
OLZTSIJ,X,X,O,X,X,X,X
OLZTSJI,O,X,X,X,X,X,X
OLZITJS,X,X,X,X,O,X,X
OLZITSJ,X,X,O,X,X,X,X
OLZIJTS,O,X,X,X,O,O,X
OLZIJST,O,O,O,O,O,O,X
OLZISTJ,X,X,O,X,X,X,X
OLZISJT,O,O,O,O,O,X,X
OLZJTIS,O,X,X,X,O,O,O
OLZJTSI,O,X,X,X,X,X,O
OLZJITS,O,X,X,X,O,O,O
OLZJIST,O,O,O,O,O,O,X
OLZJSTI,O,X,X,X,X,X,X
OLZJSIT,O,O,O,O,O,O,X
OLZSTIJ,X,X,O,X,X,X,X
OLZSTJI,O,X,X,X,X,X,X
OLZSITJ,X,X,O,X,X,X,X
OLZSIJT,O,O,O,O,O,X,X
OLZSJTI,O,X,X,X,X,X,X
OLZSJIT,O,O,O,O,O,O,X
OJTILSZ,X,O,X,X,X,X,X
OJTILZS,X,X,X,X,O,O,X
OJTISLZ,X,O,X,X,X,X,X
OJTISZL,X,X,X,O,X,X,X
OJTIZLS,X,X,X,X,O,O,O
OJTIZSL,X,X,X,O,X,X,O
OJTLISZ,X,O,X,X,X,X,X
OJTLIZS,X,X,X,X,O,O,X
OJTLSIZ,X,O,X,X,X,X,X
OJTLSZI,O,X,X,X,X,X,X
OJTLZIS,O,X,X,X,O,O,O
OJTLZSI,O,X,X,X,X,X,O
OJTSILZ,X,O,X,X,X,X,X
OJTSIZL,X,X,X,O,X,X,X
OJTSLIZ,X,O,X,X,X,X,X
OJTSLZI,O,X,X,X,X,X,X
OJTSZIL,O,X,X,O,X,X,O
OJTSZLI,O,X,X,X,X,X,O
OJTZILS,O,X,X,X,O,O,O
OJTZISL,O,X,X,O,X,X,O
OJTZLIS,O,X,X,X,O,O,O
OJTZLSI,O,X,X,X,X,X,O
OJTZSIL,O,X,X,O,X,X,O
OJTZSLI,O,X,X,X,X,X,O
OJITLSZ,X,O,X,X,X,X,X
OJITLZS,X,X,X,X,O,O,X
OJITSLZ,X,O,X,X,X,X,X
OJITSZL,X,X,X,O,X,X,X
OJITZLS,X,X,X,X,O,O,O
OJITZSL,X,X,X,O,X,X,O
OJILTSZ,X,O,X,X,X,X,X
OJILTZS,X,X,X,X,O,O,X
OJILSTZ,X,O,X,X,X,X,X
OJILSZT,O,O,O,O,O,O,X
OJILZTS,O,X,X,X,O,O,X
OJILZST,O,O,O,O,O,O,X
OJISTLZ,X,O,X,X,X,X,X
OJISTZL,X,X,X,O,X,X,X
OJISLTZ,X,O,X,X,X,X,X
OJISLZT,O,O,O,O,O,O,X
OJISZTL,O,X,X,O,X,X,X
OJISZLT,O,O,O,O,O,O,X
OJIZTLS,O,X,X,X,O,O,O
OJIZTSL,O,X,X,O,X,X,O
OJIZLTS,O,X,X,X,O,O,O
OJIZLST,O,O,O,O,O,O,X
OJIZSTL,O,X,X,O,X,X,O
OJIZSLT,O,O,O,O,O,O,X
OJLTISZ,X,O,X,X,X,X,X
OJLTIZS,X,X,X,X,O,O,X
OJLTSIZ,X,O,X,X,X,X,X
OJLTSZI,O,X,X,X,X,X,X
OJLTZIS,O,X,X,X,O,O,O
OJLTZSI,O,X,X,X,X,X,O
OJLITSZ,X,O,X,X,X,X,X
OJLITZS,X,X,X,X,O,O,X
OJLISTZ,X,O,X,X,X,X,X
OJLISZT,O,O,O,O,O,O,X
OJLIZTS,O,X,X,X,O,O,X
OJLIZST,O,O,O,O,O,O,X
OJLSTIZ,X,O,X,X,X,X,X
OJLSTZI,O,X,X,X,X,X,X
OJLSITZ,X,O,X,X,X,X,X
OJLSIZT,O,O,O,O,O,O,X
OJLSZTI,O,X,X,X,X,X,X
OJLSZIT,O,O,O,O,O,O,X
OJLZTIS,O,X,X,X,O,O,O
OJLZTSI,O,X,X,X,X,X,O
OJLZITS,O,X,X,X,O,O,O
OJLZIST,O,O,O,O,O,O,X
OJLZSTI,O,X,X,X,X,X,X
OJLZSIT,O,O,O,O,O,O,X
OJSTILZ,X,O,X,X,X,X,X
OJSTIZL,X,X,X,O,X,X,X
OJSTLIZ,X,O,X,X,X,X,X
OJSTLZI,O,X,X,X,X,X,X
OJSTZIL,O,X,X,O,X,X,O
OJSTZLI,O,X,X,X,X,X,O
OJSITLZ,X,O,X,X,X,X,X
OJSITZL,X,X,X,O,X,X,X
OJSILTZ,X,O,X,X,X,X,X
OJSILZT,O,O,O,O,O,O,X
OJSIZTL,O,X,X,O,X,X,X
OJSIZLT,O,O,O,O,O,O,X
OJSLTIZ,X,O,X,X,X,X,X
OJSLTZI,O,X,X,X,X,X,X
OJSLITZ,X,O,X,X,X,X,X
OJSLIZT,O,O,O,O,O,O,X
OJSLZTI,O,X,X,X,X,X,X
OJSLZIT,O,O,O,O,O,O,X
OJSZTIL,O,X,X,O,X,X,O
OJSZTLI,O,X,X,X,X,X,O
OJSZITL,O,X,X,O,X,X,O
OJSZILT,O,O,O,O,O,O,X
OJSZLTI,O,X,X,X,X,X,X
OJSZLIT,O,O,O,O,O,O,X
OJZTILS,O,X,X,X,O,O,O
OJZTISL,O,X,X,O,X,X,O
OJZTLIS,O,X,X,X,O,O,O
OJZTLSI,O,X,X,X,X,X,O
OJZTSIL,O,X,X,O,X,X,O
OJZTSLI,O,X,X,X,X,X,O
OJZITLS,O,X,X,X,O,O,O
OJZITSL,O,X,X,O,X,X,O
OJZILTS,O,X,X,X,O,O,O
OJZILST,O,O,O,O,O,O,X
OJZISTL,O,X,X,O,X,X,O
OJZISLT,O,O,O,O,O,O,X
OJZLTIS,O,X,X,X,O,O,O
OJZLTSI,O,X,X,X,X,X,O
OJZLITS,O,X,X,X,O,O,O
OJZLIST,O,O,O,O,O,O,X
OJZLSTI,O,X,X,X,X,X,X
OJZLSIT,O,O,O,O,O,O,X
OJZSTIL,O,X,X,O,X,X,O
OJZSTLI,O,X,X,X,X,X,O
OJZSITL,O,X,X,O,X,X,O
OJZSILT,O,O,O,O,O,O,X
OJZSLTI,O,X,X,X,X,X,X
OJZSLIT,O,O,O,O,O,O,X
OSTILJZ,X,O,X,X,X,X,X
OSTILZJ,X,X,O,X,X,X,X
OSTIJLZ,X,O,X,X,X,X,X
OSTIJZL,X,X,X,O,X,X,X
OSTIZLJ,X,X,O,X,X,X,X
OSTIZJL,X,X,X,O,X,X,X
OSTLIJZ,X,O,X,X,X,X,X
OSTLIZJ,X,X,O,X,X,X,X
OSTLJIZ,X,O,X,X,X,X,X
OSTLJZI,O,X,X,X,X,X,X
OSTLZIJ,X,X,O,X,X,X,X
OSTLZJI,O,X,X,X,X,X,X
OSTJILZ,X,O,X,X,X,X,X
OSTJIZL,X,X,X,O,X,X,X
OSTJLIZ,X,O,X,X,X,X,X
OSTJLZI,O,X,X,X,X,X,X
OSTJZIL,O,X,X,O,X,X,O
OSTJZLI,O,X,X,X,X,X,O
OSTZILJ,X,X,O,X,X,X,X
OSTZIJL,X,X,X,O,X,X,X
OSTZLIJ,X,X,O,X,X,X,X
OSTZLJI,O,X,X,X,X,X,X
OSTZJIL,O,X,X,O,X,X,O
OSTZJLI,O,X,X,X,X,X,O
OSITLJZ,X,O,X,X,X,X,X
OSITLZJ,X,X,O,X,X,X,X
OSITJLZ,X,O,X,X,X,X,X
OSITJZL,X,X,X,O,X,X,X
OSITZLJ,X,X,O,X,X,X,X
OSITZJL,X,X,X,O,X,X,X
OSILTJZ,X,O,X,X,X,X,X
OSILTZJ,X,X,O,X,X,X,X
OSILJTZ,X,O,X,X,X,X,X
OSILJZT,O,O,O,O,O,X,X
OSILZTJ,X,X,O,X,X,X,X
OSILZJT,O,O,O,O,O,X,X
OSIJTLZ,X,O,X,X,X,X,X
OSIJTZL,X,X,X,O,X,X,X
OSIJLTZ,X,O,X,X,X,X,X
OSIJLZT,O,O,O,O,O,X,X
OSIJZTL,O,X,X,O,X,X,X
OSIJZLT,O,O,O,O,O,X,X
OSIZTLJ,X,X,O,X,X,X,X
OSIZTJL,X,X,X,O,X,X,X
OSIZLTJ,X,X,O,X,X,X,X
OSIZLJT,O,O,O,O,O,X,X
OSIZJTL,O,X,X,O,X,X,X
OSIZJLT,O,O,O,O,O,X,X
OSLTIJZ,X,O,X,X,X,X,X
OSLTIZJ,X,X,O,X,X,X,X
OSLTJIZ,X,O,X,X,X,X,X
OSLTJZI,O,X,X,X,X,X,X
OSLTZIJ,X,X,O,X,X,X,X
OSLTZJI,O,X,X,X,X,X,X
OSLITJZ,X,O,X,X,X,X,X
OSLITZJ,X,X,O,X,X,X,X
OSLIJTZ,X,O,X,X,X,X,X
OSLIJZT,O,O,O,O,O,X,X
OSLIZTJ,X,X,O,X,X,X,X
OSLIZJT,O,O,O,O,O,X,X
OSLJTIZ,X,O,X,X,X,X,X
OSLJTZI,O,X,X,X,X,X,X
OSLJITZ,X,O,X,X,X,X,X
OSLJIZT,O,O,O,O,O,O,X
OSLJZTI,O,X,X,X,X,X,X
OSLJZIT,O,O,O,O,O,O,X
OSLZTIJ,X,X,O,X,X,X,X
OSLZTJI,O,X,X,X,X,X,X
OSLZITJ,X,X,O,X,X,X,X
OSLZIJT,O,O,O,O,O,X,X
OSLZJTI,O,X,X,X,X,X,X
OSLZJIT,O,O,O,O,O,O,X
OSJTILZ,X,O,X,X,X,X,X
OSJTIZL,X,X,X,O,X,X,X
OSJTLIZ,X,O,X,X,X,X,X
OSJTLZI,O,X,X,X,X,X,X
OSJTZIL,O,X,X,O,X,X,O
OSJTZLI,O,X,X,X,X,X,O
OSJITLZ,X,O,X,X,X,X,X
OSJITZL,X,X,X,O,X,X,X
OSJILTZ,X,O,X,X,X,X,X
OSJILZT,O,O,O,O,O,O,X
OSJIZTL,O,X,X,O,X,X,X
OSJIZLT,O,O,O,O,O,O,X
OSJLTIZ,X,O,X,X,X,X,X
OSJLTZI,O,X,X,X,X,X,X
OSJLITZ,X,O,X,X,X,X,X
OSJLIZT,O,O,O,O,O,O,X
OSJLZTI,O,X,X,X,X,X,X
OSJLZIT,O,O,O,O,O,O,X
OSJZTIL,O,X,X,O,X,X,O
OSJZTLI,O,X,X,X,X,X,O
OSJZITL,O,X,X,O,X,X,O
OSJZILT,O,O,O,O,O,O,X
OSJZLTI,O,X,X,X,X,X,X
OSJZLIT,O,O,O,O,O,O,X
OSZTILJ,X,X,O,X,X,X,X
OSZTIJL,X,X,X,O,X,X,X
OSZTLIJ,X,X,O,X,X,X,X
OSZTLJI,O,X,X,X,X,X,X
OSZTJIL,O,X,X,O,X,X,O
OSZTJLI,O,X,X,X,X,X,O
OSZITLJ,X,X,O,X,X,X,X
