sequence,v115@DhB8HeB8BeA8GeD8EeC8Jei/IvhFFhBTjBfqB0lBWs?BRwB,v115@DhB8HeB8BeA8GeD8EeC8Je/EJvhFUgBFhBTjBWsBiq?BRwB,v115@DhB8HeB8BeA8GeD8EeC8Jex/IvhF6mBTjBlkBcqBer?BXsB,v115@DhB8HeB8BeA8GeD8EeC8Jei/IvhF3gBcmBTjBWqBFs?BxvB,v115@DhB8HeB8BeA8GeD8EeC8Jex/IvhF6mBTjB0kBmlB1v?BXsB,v115@DhB8HeB8BeA8GeD8EeC8Je/EJvhFUgBGhBTjByqBFs?BxvB
ZJOLIST,O,X,O,X,X,X
ZJOLSTI,O,O,O,X,X,X
ZJOLSIT,O,O,O,X,X,X
ZJOSTIL,O,O,O,X,X,X
ZJOSTLI,O,O,O,X,X,X
ZJOSITL,O,O,O,X,X,X
ZJOSILT,O,O,O,X,O,X
ZJOSLTI,O,O,O,X,O,X
ZJOSLIT,O,O,O,X,O,X
ZSTILJO,X,O,O,X,O,O
ZSTILOJ,O,O,O,X,O,O
ZSTIJLO,X,O,O,X,O,O
ZSTIJOL,X,O,O,X,O,O
ZSTIOLJ,O,O,O,X,O,O
ZSTIOJL,X,O,O,X,O,O
ZSTLIJO,X,X,O,X,O,X
ZSTLIOJ,O,O,O,X,O,X
ZSTLJIO,X,X,O,X,O,X
ZSTLJOI,O,O,O,X,O,X
ZSTLOIJ,O,O,O,X,O,X
ZSTLOJI,O,O,O,X,O,X
ZSTJILO,X,X,O,X,O,O
ZSTJIOL,X,O,O,X,O,O
ZSTJLIO,X,O,O,X,O,X
ZSTJLOI,O,O,O,X,O,X
ZSTJOIL,X,O,O,X,O,O
ZSTJOLI,O,O,O,X,O,X
ZSTOILJ,O,O,O,X,O,O
ZSTOIJL,X,O,O,X,O,O
ZSTOLIJ,O,O,O,X,O,X
ZSTOLJI,O,O,O,X,O,X
ZSTOJIL,X,O,O,X,O,O
ZSTOJLI,O,O,O,X,O,X
ZSITLJO,O,O,O,X,O,O
ZSITLOJ,O,O,O,X,O,O
ZSITJLO,O,O,O,X,O,O
ZSITJOL,O,O,O,X,O,O
ZSITOLJ,O,O,O,X,O,O
ZSITOJL,O,O,O,X,O,O
ZSILTJO,O,O,X,X,O,O
ZSILTOJ,O,O,X,X,O,O
ZSILJTO,O,O,O,X,X,O
ZSILJOT,O,O,O,X,O,O
ZSILOTJ,O,O,X,X,O,O
ZSILOJT,O,O,O,X,O,O
ZSIJTLO,O,O,O,X,X,O
ZSIJTOL,O,O,O,X,X,O
ZSIJLTO,O,O,O,X,X,O
ZSIJLOT,O,O,O,X,O,O
ZSIJOTL,O,O,O,X,X,O
ZSIJOLT,O,O,O,X,O,O
ZSIOTLJ,O,O,O,X,O,O
ZSIOTJL,O,O,O,X,O,O
ZSIOLTJ,O,O,X,X,O,O
ZSIOLJT,O,O,O,X,O,O
ZSIOJTL,O,O,O,X,X,O
ZSIOJLT,O,O,O,X,O,O
ZSLTIJO,X,X,O,X,O,X
ZSLTIOJ,O,O,O,X,O,X
ZSLTJIO,X,X,O,X,O,X
ZSLTJOI,O,O,O,X,O,X
ZSLTOIJ,O,O,O,X,O,X
ZSLTOJI,O,O,O,X,O,X
ZSLITJO,O,O,X,X,O,O
ZSLITOJ,O,O,X,X,O,O
ZSLIJTO,O,O,O,X,X,O
ZSLIJOT,O,O,O,X,O,O
ZSLIOTJ,O,O,X,X,O,O
ZSLIOJT,O,O,O,X,O,O
ZSLJTIO,O,O,O,X,O,X
ZSLJTOI,O,O,O,X,O,X
ZSLJITO,O,O,O,X,X,X
ZSLJIOT,O,O,O,X,O,X
ZSLJOTI,O,O,O,X,O,X
ZSLJOIT,O,O,O,X,O,O
ZSLOTIJ,O,O,O,X,O,X
ZSLOTJI,O,O,O,X,O,X
ZSLOITJ,O,O,X,X,O,O
ZSLOIJT,O,O,O,X,O,O
ZSLOJTI,O,O,O,X,O,X
ZSLOJIT,O,O,O,X,O,O
ZSJTILO,O,O,O,X,X,X
ZSJTIOL,O,O,O,X,X,X
ZSJTLIO,O,O,O,X,X,X
ZSJTLOI,O,O,O,X,X,X
ZSJTOIL,O,O,O,X,X,O
ZSJTOLI,O,O,O,X,X,X
ZSJITLO,O,O,O,X,X,O
ZSJITOL,O,O,O,X,X,O
ZSJILTO,O,O,O,X,X,O
ZSJILOT,O,O,O,X,O,O
ZSJIOTL,O,O,O,X,X,O
ZSJIOLT,O,O,O,X,O,O
ZSJLTIO,O,O,O,X,O,X
ZSJLTOI,O,O,O,X,O,X
ZSJLITO,O,O,O,X,X,X
ZSJLIOT,O,O,O,X,O,X
ZSJLOTI,O,O,O,X,O,X
ZSJLOIT,O,O,O,X,O,O
ZSJOTIL,O,O,O,X,X,O
ZSJOTLI,O,O,O,X,X,X
ZSJOITL,O,O,O,X,X,O
ZSJOILT,O,O,O,X,O,O
ZSJOLTI,O,O,O,X,O,X
ZSJOLIT,O,O,O,X,O,O
ZSOTILJ,O,O,O,X,O,O
ZSOTIJL,X,O,O,X,O,O
ZSOTLIJ,O,O,O,X,O,X
ZSOTLJI,O,O,O,X,O,X
ZSOTJIL,X,O,O,X,O,O
ZSOTJLI,O,O,O,X,O,X
ZSOITLJ,O,O,O,X,O,O
ZSOITJL,O,O,O,X,O,O
ZSOILTJ,O,O,X,X,O,O
ZSOILJT,O,O,O,X,O,O
ZSOIJTL,O,O,O,X,X,O
ZSOIJLT,O,O,O,X,O,O
ZSOLTIJ,O,O,O,X,O,X
ZSOLTJI,O,O,O,X,O,X
ZSOLITJ,O,O,X,X,O,O
ZSOLIJT,O,O,O,X,O,O
ZSOLJTI,O,O,O,X,O,X
ZSOLJIT,O,O,O,X,O,O
ZSOJTIL,O,O,O,X,X,O
ZSOJTLI,O,O,O,X,X,X
ZSOJITL,O,O,O,X,X,O
ZSOJILT,O,O,O,X,O,O
ZSOJLTI,O,O,O,X,O,X
ZSOJLIT,O,O,O,X,O,O
ZOTILJS,X,X,O,O,O,O
ZOTILSJ,X,X,O,O,O,O
ZOTIJLS,X,X,O,O,O,O
ZOTIJSL,X,X,O,O,O,O
ZOTISLJ,X,X,O,O,O,O
ZOTISJL,X,X,O,O,O,O
ZOTLIJS,X,X,O,O,O,X
ZOTLISJ,X,X,O,O,O,X
ZOTLJIS,X,X,O,O,O,X
ZOTLJSI,X,X,O,O,O,X
ZOTLSIJ,X,X,O,O,O,X
ZOTLSJI,X,X,O,O,O,X
ZOTJILS,X,X,O,O,O,O
ZOTJISL,X,X,O,O,O,O
ZOTJLIS,X,X,O,O,O,X
ZOTJLSI,X,X,O,O,O,X
ZOTJSIL,X,X,O,O,O,O
ZOTJSLI,X,X,O,O,O,X
ZOTSILJ,X,X,O,O,O,O
ZOTSIJL,X,X,O,O,O,O
ZOTSLIJ,X,X,O,O,O,X
ZOTSLJI,X,X,O,O,O,X
ZOTSJIL,X,X,O,O,O,O
ZOTSJLI,X,X,O,O,O,X
ZOITLJS,X,X,O,O,O,X
ZOITLSJ,O,X,O,O,O,X
ZOITJLS,X,X,O,O,O,X
ZOITJSL,O,X,O,O,O,X
ZOITSLJ,O,X,O,O,O,X
ZOITSJL,O,X,O,O,O,X
ZOILTJS,X,X,X,O,O,X
ZOILTSJ,O,O,X,O,O,X
ZOILJTS,O,X,O,O,X,X
ZOILJST,O,X,O,O,X,O
ZOILSTJ,O,O,X,O,O,O
ZOILSJT,O,O,O,O,O,O
ZOIJTLS,O,X,O,O,O,X
ZOIJTSL,O,O,O,O,O,X
ZOIJLTS,O,O,O,O,X,X
ZOIJLST,O,O,O,O,X,X
ZOIJSTL,O,O,O,O,X,X
ZOIJSLT,O,O,O,O,O,X
ZOISTLJ,O,O,O,O,O,O
ZOISTJL,O,O,O,O,O,O
ZOISLTJ,O,O,X,O,O,O
ZOISLJT,O,O,O,O,O,O
ZOISJTL,O,O,O,O,X,O
ZOISJLT,O,O,O,O,O,O
ZOLTIJS,X,X,O,O,O,X
ZOLTISJ,X,X,O,O,O,X
ZOLTJIS,X,X,O,O,O,X
ZOLTJSI,X,X,O,O,O,X
ZOLTSIJ,X,O,O,O,O,X
ZOLTSJI,X,O,O,O,O,X
ZOLITJS,X,X,X,O,O,X
ZOLITSJ,X,X,X,O,O,X
ZOLIJTS,O,X,O,O,X,X
ZOLIJST,O,X,O,O,X,X
ZOLISTJ,O,X,X,O,O,X
ZOLISJT,O,X,O,O,O,X
ZOLJTIS,O,X,O,O,X,X
ZOLJTSI,O,X,O,O,X,X
ZOLJITS,O,X,O,X,X,X
ZOLJIST,O,X,O,X,X,X
ZOLJSTI,O,X,O,X,X,X
ZOLJSIT,O,X,O,X,X,X
ZOLSTIJ,O,O,O,X,O,X
ZOLSTJI,O,O,O,X,O,X
ZOLSITJ,O,O,X,X,O,X
ZOLSIJT,O,X,O,X,O,X
ZOLSJTI,O,O,O,X,O,X
ZOLSJIT,O,X,O,X,O,X
ZOJTILS,O,X,O,O,O,X
ZOJTISL,O,O,O,O,O,X
ZOJTLIS,O,X,O,O,O,X
ZOJTLSI,O,O,O,O,O,X
ZOJTSIL,X,O,O,O,O,X
ZOJTSLI,O,O,O,O,O,X
ZOJITLS,O,X,O,X,O,X
ZOJITSL,O,O,O,X,O,X
ZOJILTS,O,O,O,X,X,X
ZOJILST,O,O,O,X,X,X
ZOJISTL,O,O,O,X,X,X
ZOJISLT,O,O,O,X,O,X
ZOJLTIS,O,X,O,O,X,X
ZOJLTSI,O,O,O,O,X,X
ZOJLITS,O,X,O,X,X,X
ZOJLIST,O,X,O,X,X,X
ZOJLSTI,O,O,O,X,X,X
ZOJLSIT,O,O,O,X,X,X
ZOJSTIL,O,O,O,X,X,X
ZOJSTLI,O,O,O,X,X,X
ZOJSITL,O,O,O,X,X,X
ZOJSILT,O,O,O,X,O,X
ZOJSLTI,O,O,O,X,O,X
ZOJSLIT,O,O,O,X,O,X
ZOSTILJ,O,O,O,X,O,O
ZOSTIJL,X,O,O,X,O,O
ZOSTLIJ,O,O,O,X,O,X
ZOSTLJI,O,O,O,X,O,X
ZOSTJIL,X,O,O,X,O,O
ZOSTJLI,O,O,O,X,O,X
ZOSITLJ,O,O,O,X,O,O
ZOSITJL,O,O,O,X,O,O
ZOSILTJ,O,O,X,X,O,O
ZOSILJT,O,O,O,X,O,O
ZOSIJTL,O,O,O,X,X,O
ZOSIJLT,O,O,O,X,O,O
ZOSLTIJ,O,O,O,X,O,X
ZOSLTJI,O,O,O,X,O,X
ZOSLITJ,O,O,X,X,O,O
ZOSLIJT,O,O,O,X,O,O
ZOSLJTI,O,O,O,X,O,X
ZOSLJIT,O,O,O,X,O,O
ZOSJTIL,O,O,O,X,X,O
ZOSJTLI,O,O,O,X,X,X
ZOSJITL,O,O,O,X,X,O
ZOSJILT,O,O,O,X,O,O
ZOSJLTI,O,O,O,X,O,X
ZOSJLIT,O,O,O,X,O,O
OTILJSZ,O,O,X,O,X,O
OTILJZS,O,X,X,O,X,O
OTILSJZ,O,O,X,O,X,O
OTILSZJ,O,O,O,O,X,O
OTILZJS,X,X,O,O,X,O
OTILZSJ,X,O,O,O,X,O
OTIJLSZ,O,O,X,O,O,O
OTIJLZS,O,O,X,O,O,O
OTIJSLZ,O,O,X,O,O,O
OTIJSZL,O,O,O,O,X,O
OTIJZLS,O,X,O,O,O,O
OTIJZSL,O,O,O,O,O,O
OTISLJZ,O,O,X,O,O,O
OTISLZJ,O,O,O,O,O,O
OTISJLZ,O,O,X,O,O,O
OTISJZL,O,O,O,O,O,O
OTISZLJ,O,O,O,O,O,O
OTISZJL,O,O,O,O,O,O
OTIZLJS,X,X,O,O,O,O
OTIZLSJ,O,X,O,O,O,O
OTIZJLS,X,X,O,O,O,O
OTIZJSL,O,X,O,O,O,O
OTIZSLJ,O,X,O,O,O,O
OTIZSJL,O,X,O,O,O,O
OTLIJSZ,O,X,X,O,X,O
OTLIJZS,O,X,X,O,X,O
OTLISJZ,O,X,X,O,X,O
OTLISZJ,O,O,O,O,X,O
OTLIZJS,X,X,O,O,X,O
OTLIZSJ,X,X,O,O,X,O
OTLJISZ,O,X,X,X,O,O
OTLJIZS,O,X,X,O,O,O
OTLJSIZ,O,X,X,X,O,O
OTLJSZI,O,O,X,O,O,X
OTLJZIS,O,X,X,O,O,X
OTLJZSI,O,X,X,O,O,X
OTLSIJZ,O,X,X,X,O,O
OTLSIZJ,O,O,O,X,O,O
OTLSJIZ,O,X,X,X,O,O
OTLSJZI,O,O,X,O,O,X
OTLSZIJ,O,O,O,O,O,X
OTLSZJI,O,O,O,O,O,X
OTLZIJS,X,X,O,O,O,X
OTLZISJ,X,X,O,O,O,X
OTLZJIS,X,X,O,O,O,X
OTLZJSI,X,X,O,O,O,X
OTLZSIJ,X,O,O,O,O,X
OTLZSJI,X,O,O,O,O,X
OTJILSZ,O,O,X,O,O,O
OTJILZS,O,O,X,O,O,O
OTJISLZ,O,O,X,O,O,O
OTJISZL,O,O,O,O,X,O
OTJIZLS,O,X,O,O,O,O
OTJIZSL,O,O,O,O,O,O
OTJLISZ,O,O,X,X,O,O
OTJLIZS,O,X,X,O,O,O
OTJLSIZ,O,O,X,X,O,O
OTJLSZI,O,O,X,O,O,X
OTJLZIS,O,X,O,O,O,X
OTJLZSI,O,O,O,O,O,X
OTJSILZ,O,O,X,X,O,O
OTJSIZL,O,O,O,X,O,O
OTJSLIZ,O,O,X,X,O,O
OTJSLZI,O,O,X,O,O,X
OTJSZIL,O,O,O,O,O,O
OTJSZLI,O,O,O,O,O,X
OTJZILS,O,X,O,O,O,O
OTJZISL,O,O,O,O,O,O
OTJZLIS,O,X,O,O,O,X
OTJZLSI,O,O,O,O,O,X
OTJZSIL,X,O,O,O,O,O
OTJZSLI,O,O,O,O,O,X
OTSILJZ,O,O,X,O,O,O
OTSILZJ,O,O,O,O,O,O
OTSIJLZ,O,O,X,O,O,O
OTSIJZL,O,O,O,O,O,O
OTSIZLJ,O,O,O,O,O,O
OTSIZJL,O,O,O,O,O,O
OTSLIJZ,O,X,X,X,O,O
OTSLIZJ,O,O,O,X,O,O
OTSLJIZ,O,X,X,X,O,O
OTSLJZI,O,O,O,O,O,X
OTSLZIJ,O,O,O,O,O,X
OTSLZJI,O,O,O,O,O,X
OTSJILZ,O,O,X,X,O,O
OTSJIZL,O,O,O,X,O,O
OTSJLIZ,O,O,X,X,O,O
OTSJLZI,O,O,O,O,O,X
OTSJZIL,O,O,O,O,O,O
OTSJZLI,O,O,O,O,O,X
OTSZILJ,O,O,O,O,O,O
OTSZIJL,X,O,O,O,O,O
OTSZLIJ,O,O,O,O,O,X
OTSZLJI,O,O,O,O,O,X
OTSZJIL,X,O,O,O,O,O
OTSZJLI,O,O,O,O,O,X
OTZILJS,X,X,O,O,O,O
OTZILSJ,X,X,O,O,O,O
OTZIJLS,X,X,O,O,O,O
OTZIJSL,X,X,O,O,O,O
OTZISLJ,X,X,O,O,O,O
OTZISJL,X,X,O,O,O,O
OTZLIJS,X,X,O,O,O,X
OTZLISJ,X,X,O,O,O,X
OTZLJIS,X,X,O,O,O,X
OTZLJSI,X,X,O,O,O,X
OTZLSIJ,X,X,O,O,O,X
OTZLSJI,X,X,O,O,O,X
OTZJILS,X,X,O,O,O,O
OTZJISL,X,X,O,O,O,O
OTZJLIS,X,X,O,O,O,X
OTZJLSI,X,X,O,O,O,X
OTZJSIL,X,X,O,O,O,O
OTZJSLI,X,X,O,O,O,X
OTZSILJ,X,X,O,O,O,O
OTZSIJL,X,X,O,O,O,O
OTZSLIJ,X,X,O,O,O,X
OTZSLJI,X,X,O,O,O,X
OTZSJIL,X,X,O,O,O,O
OTZSJLI,X,X,O,O,O,X
OITLJSZ,O,O,X,O,X,O
OITLJZS,O,X,X,O,X,O
OITLSJZ,O,O,X,O,X,O
OITLSZJ,O,O,O,O,X,O
OITLZJS,X,X,O,O,X,O
OITLZSJ,X,O,O,O,X,O
OITJLSZ,O,O,X,O,O,O
OITJLZS,O,O,X,O,O,O
OITJSLZ,O,O,X,O,O,O
OITJSZL,O,O,O,O,X,O
OITJZLS,O,X,O,O,O,O
OITJZSL,O,O,O,O,O,O
OITSLJZ,O,O,X,O,O,O
OITSLZJ,O,O,O,O,O,O
OITSJLZ,O,O,X,O,O,O
OITSJZL,O,O,O,O,O,O
OITSZLJ,O,O,O,O,O,O
OITSZJL,O,O,O,O,O,O
OITZLJS,X,X,O,O,O,O
OITZLSJ,O,X,O,O,O,O
OITZJLS,X,X,O,O,O,O
OITZJSL,O,X,O,O,O,O
OITZSLJ,O,X,O,O,O,O
OITZSJL,O,X,O,O,O,O
OILTJSZ,O,O,X,X,X,O
OILTJZS,O,X,X,O,X,X
OILTSJZ,O,O,X,X,X,O
OILTSZJ,O,O,X,X,X,O
OILTZJS,X,X,X,O,X,X
OILTZSJ,X,O,X,O,X,X
OILJTSZ,O,O,X,X,X,O
OILJTZS,O,O,X,O,X,X
OILJSTZ,O,O,X,X,X,O
OILJSZT,O,O,X,O,X,O
OILJZTS,O,O,X,O,X,X
OILJZST,O,O,X,O,X,O
OILSTJZ,O,O,X,X,X,O
OILSTZJ,O,O,X,X,X,O
OILSJTZ,O,O,X,X,X,O
OILSJZT,O,O,X,O,X,O
OILSZTJ,O,O,X,O,X,O
OILSZJT,O,O,X,O,X,O
OILZTJS,X,X,X,O,X,X
OILZTSJ,O,O,X,O,X,X
OILZJTS,O,X,X,O,X,X
OILZJST,O,X,X,O,X,O
OILZSTJ,O,O,X,O,X,O
OILZSJT,O,O,X,O,X,O
OIJTLSZ,O,O,X,X,X,X
OIJTLZS,O,O,X,O,X,X
OIJTSLZ,O,O,X,X,X,X
OIJTSZL,O,O,X,X,X,X
OIJTZLS,O,X,X,O,X,X
OIJTZSL,O,O,X,O,X,X
OIJLTSZ,O,O,X,X,X,O
OIJLTZS,O,O,X,O,X,X
OIJLSTZ,O,O,X,X,X,O
OIJLSZT,O,O,X,O,X,O
OIJLZTS,O,O,O,O,X,X
OIJLZST,O,O,O,O,X,O
OIJSTLZ,O,O,X,X,X,X
OIJSTZL,O,O,X,X,X,X
OIJSLTZ,O,O,X,X,X,O
OIJSLZT,O,O,X,O,X,O
OIJSZTL,O,O,X,O,X,O
OIJSZLT,O,O,X,O,X,O
OIJZTLS,O,X,O,O,X,X
OIJZTSL,O,O,O,O,X,X
OIJZLTS,O,O,O,O,X,X
OIJZLST,O,O,O,O,X,X
OIJZSTL,O,O,X,O,X,X
OIJZSLT,O,O,O,O,X,X
OISTLJZ,O,O,X,X,O,O
OISTLZJ,O,O,O,X,O,O
OISTJLZ,O,O,X,X,O,O
OISTJZL,O,O,O,X,O,O
OISTZLJ,O,O,O,X,O,O
OISTZJL,O,O,O,X,O,O
OISLTJZ,O,O,X,X,O,O
OISLTZJ,O,O,X,X,O,O
OISLJTZ,O,O,X,X,X,O
OISLJZT,O,O,O,O,X,O
OISLZTJ,O,O,X,O,O,O
OISLZJT,O,O,X,O,O,O
OISJTLZ,O,O,X,X,X,X
OISJTZL,O,O,X,X,X,X
OISJLTZ,O,O,X,X,X,O
OISJLZT,O,O,O,O,X,O
OISJZTL,O,O,O,O,X,O
OISJZLT,O,O,O,O,X,O
OISZTLJ,O,O,O,O,O,O
OISZTJL,O,O,O,O,X,O
OISZLTJ,O,O,X,O,O,O
OISZLJT,O,O,O,O,O,O
OISZJTL,O,O,O,O,X,O
OISZJLT,O,O,O,O,O,O
OIZTLJS,X,X,O,O,O,X
OIZTLSJ,O,X,O,O,O,X
OIZTJLS,X,X,O,O,O,X
OIZTJSL,O,X,O,O,O,X
OIZTSLJ,O,X,O,O,O,X
OIZTSJL,O,X,O,O,O,X
OIZLTJS,X,X,X,O,O,X
OIZLTSJ,O,O,X,O,O,X
OIZLJTS,O,X,O,O,X,X
OIZLJST,O,X,O,O,X,O
OIZLSTJ,O,O,X,O,O,O
OIZLSJT,O,O,O,O,O,O
OIZJTLS,O,X,O,O,O,X
OIZJTSL,O,O,O,O,O,X
OIZJLTS,O,O,O,O,X,X
OIZJLST,O,O,O,O,X,X
OIZJSTL,O,O,O,O,X,X
OIZJSLT,O,O,O,O,O,X
OIZSTLJ,O,O,O,O,O,O
OIZSTJL,O,O,O,O,O,O
OIZSLTJ,O,O,X,O,O,O
OIZSLJT,O,O,O,O,O,O
OIZSJTL,O,O,O,O,X,O
OIZSJLT,O,O,O,O,O,O
OLTIJSZ,O,X,X,O,X,O
OLTIJZS,O,X,X,O,X,O
OLTISJZ,O,X,X,O,X,O
OLTISZJ,O,O,O,O,X,O
OLTIZJS,X,X,O,O,X,O
OLTIZSJ,X,X,O,O,X,O
OLTJISZ,O,X,X,X,O,O
OLTJIZS,O,X,X,O,O,O
OLTJSIZ,O,X,X,X,O,O
OLTJSZI,O,O,X,O,O,X
OLTJZIS,O,X,X,O,O,X
OLTJZSI,O,X,X,O,O,X
OLTSIJZ,O,X,X,X,O,O
OLTSIZJ,O,O,O,X,O,O
OLTSJIZ,O,X,X,X,O,O
OLTSJZI,O,O,X,O,O,X
OLTSZIJ,O,O,O,O,O,X
OLTSZJI,O,O,O,O,O,X
OLTZIJS,X,X,O,O,O,X
OLTZISJ,X,X,O,O,O,X
OLTZJIS,X,X,O,O,O,X
OLTZJSI,X,X,O,O,O,X
OLTZSIJ,X,O,O,O,O,X
OLTZSJI,X,O,O,O,O,X
OLITJSZ,O,O,X,X,X,O
OLITJZS,O,X,X,O,X,X
OLITSJZ,O,O,X,X,X,O
OLITSZJ,O,O,X,X,X,O
OLITZJS,X,X,X,O,X,X
OLITZSJ,X,O,X,O,X,X
OLIJTSZ,O,O,X,X,X,O
OLIJTZS,O,O,X,O,X,X
OLIJSTZ,O,O,X,X,X,O
OLIJSZT,O,O,X,O,X,O
OLIJZTS,O,O,X,O,X,X
OLIJZST,O,O,X,O,X,O
OLISTJZ,O,O,X,X,X,O
OLISTZJ,O,O,X,X,X,O
OLISJTZ,O,O,X,X,X,O
OLISJZT,O,O,X,O,X,O
OLISZTJ,O,O,X,O,X,O
OLISZJT,O,O,X,O,X,O
OLIZTJS,X,X,X,O,X,X
OLIZTSJ,O,O,X,O,X,X
OLIZJTS,O,X,X,O,X,X
OLIZJST,O,X,X,O,X,O
OLIZSTJ,O,O,X,O,X,O
OLIZSJT,O,O,X,O,X,O
OLJTISZ,O,O,X,X,X,X
OLJTIZS,O,X,X,O,X,X
OLJTSIZ,O,O,X,X,X,X
OLJTSZI,O,O,X,O,X,X
OLJTZIS,O,X,O,O,X,X
OLJTZSI,O,O,O,O,X,X
OLJITSZ,O,O,X,X,X,X
OLJITZS,O,O,X,O,X,X
OLJISTZ,O,O,X,X,X,X
OLJISZT,O,O,X,O,X,X
OLJIZTS,O,O,O,O,X,X
OLJIZST,O,O,O,O,X,X
OLJSTIZ,O,O,X,X,X,X
OLJSTZI,O,O,X,O,X,X
OLJSITZ,O,O,X,X,X,X
OLJSIZT,O,O,X,X,X,X
OLJSZTI,O,O,O,X,X,X
OLJSZIT,O,O,O,X,X,X
OLJZTIS,O,X,O,O,X,X
OLJZTSI,O,O,O,O,X,X
OLJZITS,O,X,O,X,X,X
OLJZIST,O,X,O,X,X,X
OLJZSTI,O,O,O,X,X,X
OLJZSIT,O,O,O,X,X,X
OLSTIJZ,O,X,X,X,O,O
OLSTIZJ,O,O,O,X,O,O
OLSTJIZ,O,X,X,X,O,O
OLSTJZI,O,O,O,O,O,X
OLSTZIJ,O,O,O,O,O,X
OLSTZJI,O,O,O,O,O,X
OLSITJZ,O,O,X,X,O,O
OLSITZJ,O,O,X,X,O,O
OLSIJTZ,O,O,X,X,X,O
OLSIJZT,O,O,O,O,X,O
OLSIZTJ,O,O,X,O,O,O
OLSIZJT,O,O,X,O,O,O
OLSJTIZ,O,O,X,X,O,X
OLSJTZI,O,O,O,O,O,X
OLSJITZ,O,O,X,X,X,X
OLSJIZT,O,O,O,X,X,X
OLSJZTI,O,O,O,X,O,X
OLSJZIT,O,O,O,X,O,X
OLSZTIJ,O,O,O,X,O,X
OLSZTJI,O,O,O,X,O,X
OLSZITJ,O,O,X,X,O,O
OLSZIJT,O,O,O,X,O,O
OLSZJTI,O,O,O,X,O,X
OLSZJIT,O,O,O,X,O,O
OLZTIJS,X,X,O,O,O,X
OLZTISJ,X,X,O,O,O,X
OLZTJIS,X,X,O,O,O,X
OLZTJSI,X,X,O,O,O,X
OLZTSIJ,X,O,O,O,O,X
OLZTSJI,X,O,O,O,O,X
OLZITJS,X,X,X,O,O,X
OLZITSJ,X,X,X,O,O,X
OLZIJTS,O,X,O,O,X,X
OLZIJST,O,X,O,O,X,X
OLZISTJ,O,X,X,O,O,X
OLZISJT,O,X,O,O,O,X
OLZJTIS,O,X,O,O,X,X
OLZJTSI,O,X,O,O,X,X
OLZJITS,O,X,O,X,X,X
OLZJIST,O,X,O,X,X,X
OLZJSTI,O,X,O,X,X,X
OLZJSIT,O,X,O,X,X,X
OLZSTIJ,O,O,O,X,O,X
OLZSTJI,O,O,O,X,O,X
OLZSITJ,O,O,X,X,O,X
OLZSIJT,O,X,O,X,O,X
OLZSJTI,O,O,O,X,O,X
OLZSJIT,O,X,O,X,O,X
OJTILSZ,O,O,X,O,O,O
OJTILZS,O,O,X,O,O,O
OJTISLZ,O,O,X,O,O,O
OJTISZL,O,O,O,O,X,O
OJTIZLS,O,X,O,O,O,O
OJTIZSL,O,O,O,O,O,O
OJTLISZ,O,O,X,X,O,O
OJTLIZS,O,X,X,O,O,O
OJTLSIZ,O,O,X,X,O,O
OJTLSZI,O,O,X,O,O,X
OJTLZIS,O,X,O,O,O,X
OJTLZSI,O,O,O,O,O,X
OJTSILZ,O,O,X,X,O,O
OJTSIZL,O,O,O,X,O,O
OJTSLIZ,O,O,X,X,O,O
OJTSLZI,O,O,X,O,O,X
OJTSZIL,O,O,O,O,O,O
OJTSZLI,O,O,O,O,O,X
OJTZILS,O,X,O,O,O,O
OJTZISL,O,O,O,O,O,O
OJTZLIS,O,X,O,O,O,X
OJTZLSI,O,O,O,O,O,X
OJTZSIL,X,O,O,O,O,O
OJTZSLI,O,O,O,O,O,X
OJITLSZ,O,O,X,X,X,X
OJITLZS,O,O,X,O,X,X
OJITSLZ,O,O,X,X,X,X
OJITSZL,O,O,X,X,X,X
OJITZLS,O,X,X,O,X,X
OJITZSL,O,O,X,O,X,X
OJILTSZ,O,O,X,X,X,O
OJILTZS,O,O,X,O,X,X
OJILSTZ,O,O,X,X,X,O
OJILSZT,O,O,X,O,X,O
OJILZTS,O,O,O,O,X,X
OJILZST,O,O,O,O,X,O
OJISTLZ,O,O,X,X,X,X
OJISTZL,O,O,X,X,X,X
OJISLTZ,O,O,X,X,X,O
OJISLZT,O,O,X,O,X,O
OJISZTL,O,O,X,O,X,O
OJISZLT,O,O,X,O,X,O
OJIZTLS,O,X,O,O,X,X
OJIZTSL,O,O,O,O,X,X
OJIZLTS,O,O,O,O,X,X
OJIZLST,O,O,O,O,X,X
OJIZSTL,O,O,X,O,X,X
OJIZSLT,O,O,O,O,X,X
OJLTISZ,O,O,X,X,X,X
OJLTIZS,O,X,X,O,X,X
OJLTSIZ,O,O,X,X,X,X
OJLTSZI,O,O,X,O,X,X
OJLTZIS,O,X,O,O,X,X
OJLTZSI,O,O,O,O,X,X
OJLITSZ,O,O,X,X,X,X
OJLITZS,O,O,X,O,X,X
OJLISTZ,O,O,X,X,X,X
OJLISZT,O,O,X,O,X,X
OJLIZTS,O,O,O,O,X,X
OJLIZST,O,O,O,O,X,X
OJLSTIZ,O,O,X,X,X,X
OJLSTZI,O,O,X,O,X,X
OJLSITZ,O,O,X,X,X,X
OJLSIZT,O,O,X,X,X,X
OJLSZTI,O,O,O,X,X,X
OJLSZIT,O,O,O,X,X,X
