sequence,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFFjBmlBfsB6?sBctBTqB,v115@9gC8GeB8HeB8HeB8BeB8CeA8Je3AJvhFcmBxiBVsBG?oBTqByxB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFSnBTjBOqB8?qBFsBXtB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFSnBTjB2qBU?sBFtB3qB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeGBJvhFxiBilBToB3?qBFsB0sB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JezBJvhFFjBilB+sBc?tBRrB3qB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFGjBKqBzlBf?sBVtB0sB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeFCJvhFXjBxlBStBU?mBTqB2xB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFmlBfsBlnBc?tBTqBCtB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFTjBWsBiqBX?tBcsBlqB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeuFJvhFFjBKqBxmBc?tB3mBTsB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeuFJvhF1mBXjBKqBc?tBxrBTsB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFWsBToBiqBc?sBlqBXtB
JZTILOS,X,X,O,O,X,O,X,X,X,X,X,X,X
JZTISLO,O,O,O,X,X,O,X,X,X,X,X,X,X
JZTISOL,O,O,O,X,X,O,X,X,X,X,X,X,X
JZTIOLS,X,O,O,O,X,O,X,X,X,X,X,X,X
JZTIOSL,O,O,O,X,X,O,X,X,X,X,X,X,X
JZTLISO,O,O,O,O,X,O,X,X,X,X,X,X,X
JZTLIOS,X,O,O,O,X,O,X,X,X,X,O,X,X
JZTLSIO,O,O,O,O,X,X,X,X,X,X,X,X,X
JZTLSOI,O,O,O,O,X,X,X,O,X,X,O,X,X
JZTLOIS,O,O,O,O,X,X,X,O,X,X,O,X,X
JZTLOSI,O,O,O,O,X,X,X,O,X,X,O,X,X
JZTSILO,O,O,O,X,X,O,X,X,X,X,X,X,X
JZTSIOL,O,O,O,X,X,O,X,X,X,X,X,X,X
JZTSLIO,O,O,O,O,X,X,X,X,X,X,X,X,X
JZTSLOI,O,O,O,O,X,X,X,X,X,X,X,X,X
JZTSOIL,O,O,O,X,X,X,X,X,X,X,X,X,X
JZTSOLI,O,O,O,O,X,X,X,X,X,X,X,X,X
JZTOILS,O,O,O,O,X,O,X,O,X,X,X,X,X
JZTOISL,O,O,O,X,X,O,X,X,X,X,X,X,X
JZTOLIS,O,O,O,O,X,X,X,O,X,X,O,X,X
JZTOLSI,O,O,O,O,X,X,X,O,X,X,O,X,X
JZTOSIL,O,O,O,X,X,X,X,X,X,X,X,X,X
JZTOSLI,O,O,O,O,X,X,X,X,X,X,X,X,X
JZITLSO,O,O,O,O,X,O,X,X,X,X,X,X,X
JZITLOS,X,X,O,O,X,O,X,X,X,X,X,X,X
JZITSLO,O,O,O,X,X,O,X,X,X,X,X,X,X
JZITSOL,O,O,O,X,X,O,X,X,X,X,X,X,X
JZITOLS,X,O,O,O,X,O,X,X,X,X,X,X,X
JZITOSL,O,O,O,X,X,O,X,X,X,X,X,X,X
JZILTSO,O,O,O,O,X,O,X,X,X,X,X,X,X
JZILTOS,X,O,O,O,X,O,X,X,X,X,X,X,X
JZILSTO,O,X,O,O,X,O,X,X,X,X,X,X,X
JZILSOT,X,X,X,X,X,O,X,X,X,X,X,X,X
JZILOTS,X,O,X,O,X,O,X,X,X,X,X,X,X
JZILOST,X,X,X,X,X,O,X,X,X,X,X,X,X
JZISTLO,O,X,O,X,X,O,X,X,X,X,X,X,X
JZISTOL,O,X,O,X,X,O,X,X,X,X,X,X,X
JZISLTO,O,X,O,X,X,O,X,X,X,X,X,X,X
JZISLOT,O,X,X,X,X,O,X,X,X,X,X,X,X
JZISOTL,O,X,O,X,X,O,X,X,X,X,X,X,X
JZISOLT,X,X,X,X,X,O,X,X,X,X,X,X,X
JZIOTLS,X,O,O,X,X,O,X,X,X,X,X,X,X
JZIOTSL,O,O,O,X,X,O,X,X,X,X,X,X,X
JZIOLTS,X,O,X,X,X,O,X,X,X,X,X,X,X
JZIOLST,X,X,X,X,X,O,X,X,X,X,X,X,X
JZIOSTL,O,X,O,X,X,O,X,X,X,X,X,X,X
JZIOSLT,X,X,X,X,X,O,X,X,X,X,X,X,X
JZLTISO,O,O,O,O,X,O,X,X,X,X,X,O,X
JZLTIOS,X,O,O,O,X,O,X,X,X,X,O,O,X
JZLTSIO,O,O,O,O,X,X,X,X,X,X,X,O,X
JZLTSOI,O,O,O,O,X,X,X,O,X,X,O,X,X
JZLTOIS,O,O,O,O,X,X,X,O,X,X,O,X,X
JZLTOSI,O,O,O,O,X,X,X,O,X,X,O,X,X
JZLITSO,O,O,O,O,X,O,X,X,X,X,X,O,X
JZLITOS,X,O,O,O,X,O,X,X,X,X,O,O,X
JZLISTO,O,X,O,O,X,O,X,X,X,X,X,O,X
JZLISOT,X,X,X,X,X,O,X,X,X,X,X,O,X
JZLIOTS,X,O,X,O,X,O,X,X,X,X,O,O,X
JZLIOST,X,X,X,X,X,O,X,X,X,X,O,O,X
JZLSTIO,O,X,O,O,X,X,X,X,X,O,X,O,X
JZLSTOI,O,X,O,O,X,X,X,O,X,O,O,X,X
JZLSITO,O,X,O,O,X,X,X,X,X,O,X,O,X
JZLSIOT,O,X,X,X,X,X,X,X,X,O,X,O,X
JZLSOTI,O,X,O,X,X,X,X,O,X,O,O,X,X
JZLSOIT,O,X,X,X,X,X,X,O,X,O,O,O,X
JZLOTIS,O,O,X,O,X,X,X,O,X,X,O,X,O
JZLOTSI,O,O,X,O,X,X,X,O,X,X,O,X,O
JZLOITS,O,O,X,O,X,X,X,O,X,X,O,O,O
JZLOIST,X,X,X,X,X,X,X,O,X,X,O,O,X
JZLOSTI,O,X,X,X,X,X,X,O,X,X,O,X,O
JZLOSIT,X,X,X,X,X,X,X,O,X,X,O,O,X
JZSTILO,O,O,O,X,X,O,X,X,X,X,X,X,X
JZSTIOL,O,O,O,X,X,O,X,X,X,X,X,X,X
JZSTLIO,O,O,O,O,X,X,X,X,X,X,X,X,X
JZSTLOI,O,O,O,O,X,X,X,X,X,X,X,X,X
JZSTOIL,O,O,O,X,X,X,X,X,O,X,X,X,X
JZSTOLI,O,O,O,O,X,X,X,X,O,X,X,X,X
JZSITLO,O,X,O,X,X,O,X,X,X,X,X,X,X
JZSITOL,O,X,O,X,X,O,X,X,X,X,X,X,X
JZSILTO,O,X,O,X,X,O,X,X,X,X,X,X,X
JZSILOT,O,X,X,X,X,O,X,X,X,X,X,X,X
JZSIOTL,O,X,O,X,X,O,X,X,X,X,X,X,X
JZSIOLT,X,X,X,X,X,O,X,X,X,X,X,X,X
JZSLTIO,O,X,O,O,X,X,X,X,X,O,X,O,X
JZSLTOI,O,X,O,O,X,X,X,X,X,O,X,X,X
JZSLITO,O,X,O,O,X,X,X,X,X,O,X,O,X
JZSLIOT,O,X,X,X,X,X,X,X,X,O,X,O,X
JZSLOTI,O,X,O,X,X,X,X,X,X,O,X,X,X
JZSLOIT,O,X,X,X,X,X,X,X,X,O,X,O,X
JZSOTIL,O,X,O,X,X,X,X,X,O,X,X,X,X
JZSOTLI,O,X,O,X,X,X,X,X,O,X,X,X,X
JZSOITL,O,X,O,X,X,X,X,X,O,X,X,X,X
JZSOILT,O,X,X,X,X,X,X,X,O,X,X,X,X
JZSOLTI,O,X,O,X,X,X,X,X,O,O,X,X,X
JZSOLIT,O,X,X,X,X,X,X,X,O,O,X,X,X
JZOTILS,O,O,O,O,X,O,X,O,X,X,X,X,X
JZOTISL,O,O,O,X,X,O,X,X,O,X,X,X,X
JZOTLIS,O,O,O,O,X,X,X,O,X,X,O,X,X
JZOTLSI,O,O,O,O,X,X,X,O,X,X,O,X,X
JZOTSIL,O,O,O,X,X,X,X,X,O,X,X,X,X
JZOTSLI,O,O,O,O,X,X,X,X,O,X,X,X,X
JZOITLS,O,O,O,X,X,O,X,O,X,X,X,X,X
JZOITSL,O,O,O,X,X,O,X,X,O,X,X,X,X
JZOILTS,O,O,X,X,X,O,X,O,X,X,X,X,X
JZOILST,O,X,X,X,X,O,X,O,O,X,X,X,X
JZOISTL,O,X,O,X,X,O,X,X,O,X,X,X,X
JZOISLT,O,X,X,X,X,O,X,X,O,X,X,X,X
JZOLTIS,O,O,X,O,X,X,X,O,X,X,O,X,O
JZOLTSI,O,O,X,O,X,X,X,O,X,X,O,X,O
JZOLITS,O,O,X,O,X,X,X,O,X,X,O,X,O
JZOLIST,O,X,X,X,X,X,X,O,O,X,O,X,X
JZOLSTI,O,X,X,X,X,X,X,O,O,X,O,X,O
JZOLSIT,O,X,X,X,X,X,X,O,O,X,O,X,X
JZOSTIL,O,X,O,X,X,X,X,X,O,X,X,X,X
JZOSTLI,O,X,O,X,X,X,X,X,O,X,X,X,X
JZOSITL,O,X,O,X,X,X,X,X,O,X,X,X,X
JZOSILT,O,X,X,X,X,X,X,X,O,X,X,X,X
JZOSLTI,O,X,O,X,X,X,X,X,O,X,X,X,X
JZOSLIT,O,X,X,X,X,X,X,X,O,X,X,X,X
JOTILSZ,X,O,X,X,O,X,X,O,X,X,X,X,X
JOTILZS,X,O,X,X,X,X,X,O,X,X,X,X,X
JOTISLZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JOTISZL,O,O,X,X,O,X,X,X,O,X,X,X,X
JOTIZLS,O,O,X,O,X,X,X,O,X,X,X,X,X
JOTIZSL,O,O,X,X,O,X,X,X,O,X,X,X,X
JOTLISZ,X,O,X,X,O,X,X,O,X,X,X,X,O
JOTLIZS,X,O,X,X,X,X,X,O,X,X,X,X,O
JOTLSIZ,X,O,O,X,X,X,X,O,X,X,X,X,O
JOTLSZI,X,O,O,X,X,X,X,O,X,X,X,X,O
JOTLZIS,O,O,O,O,X,X,X,O,X,X,X,X,O
JOTLZSI,O,O,O,O,X,X,X,O,X,X,X,X,O
JOTSILZ,O,X,O,X,O,X,X,O,X,X,X,X,X
JOTSIZL,O,O,O,X,O,X,X,X,O,X,X,X,X
JOTSLIZ,O,X,O,X,O,X,X,O,X,X,X,X,X
JOTSLZI,O,X,O,X,O,X,X,O,X,X,X,X,X
JOTSZIL,O,O,O,X,O,X,X,X,O,X,X,X,X
JOTSZLI,O,O,O,O,X,X,X,X,O,X,X,X,X
JOTZILS,O,O,O,O,X,X,X,O,X,X,X,X,X
JOTZISL,O,O,O,X,O,X,X,X,O,X,X,X,X
JOTZLIS,O,O,O,O,X,X,X,O,X,X,X,X,X
JOTZLSI,O,O,O,O,X,X,X,O,X,X,X,X,X
JOTZSIL,O,O,O,X,X,X,X,X,O,X,X,X,X
JOTZSLI,O,O,O,O,X,X,X,X,O,X,X,X,X
JOITLSZ,X,O,X,X,O,X,X,O,X,X,X,X,X
JOITLZS,X,O,X,X,X,O,X,O,X,X,X,X,X
JOITSLZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JOITSZL,O,O,X,X,O,X,X,X,O,X,X,X,X
JOITZLS,O,O,X,X,X,O,X,O,X,X,X,X,X
JOITZSL,O,O,X,X,O,O,X,X,O,X,X,X,X
JOILTSZ,X,O,X,X,X,X,X,O,X,X,X,X,O
JOILTZS,X,O,X,X,X,O,X,O,X,X,X,X,O
JOILSTZ,O,O,X,X,X,X,X,O,X,X,X,X,X
JOILSZT,O,X,X,X,X,O,X,O,O,X,X,X,X
JOILZTS,O,O,X,X,X,O,X,O,X,X,X,X,O
JOILZST,O,X,X,X,X,O,X,O,O,X,X,X,X
JOISTLZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JOISTZL,O,O,X,X,O,X,X,X,O,X,X,X,X
JOISLTZ,O,O,X,X,O,X,X,O,X,X,X,X,X
JOISLZT,O,X,X,X,O,O,X,O,O,X,X,X,X
JOISZTL,O,X,X,X,X,O,X,X,O,X,X,X,X
JOISZLT,O,X,X,X,X,O,X,X,O,X,X,X,X
JOIZTLS,O,O,X,X,X,O,X,O,X,X,X,X,X
JOIZTSL,O,O,X,X,X,O,X,X,O,X,X,X,X
JOIZLTS,O,O,X,X,X,O,X,O,X,X,X,X,X
JOIZLST,O,X,X,X,X,O,X,O,O,X,X,X,X
JOIZSTL,O,X,X,X,X,O,X,X,O,X,X,X,X
JOIZSLT,O,X,X,X,X,O,X,X,O,X,X,X,X
JOLTISZ,X,O,X,X,X,X,X,O,X,X,X,X,O
JOLTIZS,X,O,X,X,X,X,X,O,X,X,O,X,O
JOLTSIZ,X,O,X,X,X,X,X,O,X,X,X,X,O
JOLTSZI,X,O,X,X,X,X,X,O,X,X,X,X,O
JOLTZIS,O,O,X,X,X,X,X,O,X,X,O,X,O
JOLTZSI,O,O,X,X,X,X,X,O,X,X,O,X,O
JOLITSZ,X,O,X,X,X,X,X,O,X,X,X,X,O
JOLITZS,X,O,X,X,X,X,X,O,X,X,O,X,O
JOLISTZ,O,O,X,X,X,X,X,O,X,X,X,X,X
JOLISZT,O,X,X,X,X,X,X,O,O,X,O,X,X
JOLIZTS,O,O,X,X,X,X,X,O,X,X,O,X,O
JOLIZST,O,X,X,X,X,X,X,O,O,X,O,X,X
JOLSTIZ,O,O,X,X,X,X,X,O,X,O,X,X,O
JOLSTZI,O,O,X,X,X,X,X,O,X,O,X,X,O
JOLSITZ,O,O,X,X,X,X,X,O,X,O,X,X,X
JOLSIZT,O,X,X,X,X,X,X,O,O,O,O,X,X
JOLSZTI,O,X,X,X,X,X,X,O,O,O,O,X,O
JOLSZIT,O,X,X,X,X,X,X,O,O,O,O,X,X
JOLZTIS,O,O,X,X,X,X,X,O,X,X,O,X,O
JOLZTSI,O,O,X,X,X,X,X,O,X,X,O,X,O
JOLZITS,O,O,X,X,X,X,X,O,X,X,O,X,O
JOLZIST,O,X,X,X,X,X,X,O,O,X,O,X,X
JOLZSTI,O,X,X,X,X,X,X,O,O,X,O,X,O
JOLZSIT,O,X,X,X,X,X,X,O,O,X,O,X,X
JOSTILZ,O,X,O,X,O,X,X,O,X,X,X,X,X
JOSTIZL,O,O,O,X,O,X,X,X,O,X,X,X,X
JOSTLIZ,O,X,O,X,O,X,X,O,X,O,X,X,X
JOSTLZI,O,X,O,X,O,X,X,O,X,O,X,X,X
JOSTZIL,O,O,O,X,O,X,X,X,O,X,X,X,X
JOSTZLI,O,O,O,X,X,X,X,X,O,X,X,X,X
JOSITLZ,O,X,O,X,O,X,X,O,X,X,X,X,X
JOSITZL,O,O,O,X,O,X,X,X,O,X,X,X,X
JOSILTZ,O,O,X,X,O,X,X,O,X,O,X,X,X
JOSILZT,O,X,X,X,O,X,X,O,O,O,X,X,X
JOSIZTL,O,X,O,X,X,X,X,X,O,X,X,X,X
JOSIZLT,O,X,X,X,X,X,X,X,O,X,X,X,X
JOSLTIZ,O,O,O,X,O,X,X,O,X,O,X,X,O
JOSLTZI,O,O,O,X,O,X,X,O,X,O,X,X,O
JOSLITZ,O,O,X,X,O,X,X,O,X,O,X,X,X
JOSLIZT,O,X,X,X,O,X,X,O,O,O,X,X,X
JOSLZTI,O,X,O,X,O,X,X,O,O,O,X,X,O
JOSLZIT,O,X,X,X,O,X,X,O,O,O,X,X,X
JOSZTIL,O,O,O,X,X,X,X,X,O,X,X,X,X
JOSZTLI,O,O,O,X,X,X,X,X,O,X,X,X,X
JOSZITL,O,X,O,X,X,X,X,X,O,X,X,X,X
JOSZILT,O,X,X,X,X,X,X,X,O,X,X,X,X
JOSZLTI,O,X,O,X,X,X,X,X,O,O,X,X,X
JOSZLIT,O,X,X,X,X,X,X,X,O,O,X,X,X
JOZTILS,O,O,O,O,X,O,X,O,X,X,X,X,X
JOZTISL,O,O,O,X,X,O,X,X,O,X,X,X,X
JOZTLIS,O,O,O,O,X,X,X,O,X,X,O,X,X
JOZTLSI,O,O,O,O,X,X,X,O,X,X,O,X,X
JOZTSIL,O,O,O,X,X,X,X,X,O,X,X,X,X
JOZTSLI,O,O,O,O,X,X,X,X,O,X,X,X,X
JOZITLS,O,O,O,X,X,O,X,O,X,X,X,X,X
JOZITSL,O,O,O,X,X,O,X,X,O,X,X,X,X
JOZILTS,O,O,X,X,X,O,X,O,X,X,X,X,X
JOZILST,O,X,X,X,X,O,X,O,O,X,X,X,X
JOZISTL,O,X,O,X,X,O,X,X,O,X,X,X,X
JOZISLT,O,X,X,X,X,O,X,X,O,X,X,X,X
JOZLTIS,O,O,X,O,X,X,X,O,X,X,O,X,O
JOZLTSI,O,O,X,O,X,X,X,O,X,X,O,X,O
JOZLITS,O,O,X,O,X,X,X,O,X,X,O,X,O
JOZLIST,O,X,X,X,X,X,X,O,O,X,O,X,X
JOZLSTI,O,X,X,X,X,X,X,O,O,X,O,X,O
JOZLSIT,O,X,X,X,X,X,X,O,O,X,O,X,X
JOZSTIL,O,O,O,X,X,X,X,X,O,X,X,X,X
JOZSTLI,O,O,O,X,X,X,X,X,O,X,X,X,X
JOZSITL,O,X,O,X,X,X,X,X,O,X,X,X,X
JOZSILT,O,X,X,X,X,X,X,X,O,X,X,X,X
JOZSLTI,O,X,O,X,X,X,X,X,O,X,X,X,X
JOZSLIT,O,X,X,X,X,X,X,X,O,X,X,X,X
STILJZO,X,X,O,X,X,X,O,X,X,X,X,X,X
STILJOZ,X,X,O,X,O,X,O,X,X,X,X,X,X
STILZJO,O,X,O,X,X,X,O,X,X,X,X,X,X
STILZOJ,O,X,O,X,X,X,X,X,X,X,X,X,X
STILOJZ,X,X,O,X,O,X,O,X,X,X,X,X,X
STILOZJ,X,X,O,X,O,X,O,X,X,X,X,X,X
STIJLZO,X,X,O,X,X,X,O,X,X,X,X,X,X
STIJLOZ,X,X,O,X,X,X,O,X,X,X,X,X,X
STIJZLO,X,X,O,X,X,X,O,X,X,X,X,X,X
STIJZOL,X,X,O,X,X,X,X,X,X,X,X,X,X
STIJOLZ,X,X,O,X,O,X,O,X,X,X,X,X,X
STIJOZL,X,X,O,X,O,X,X,X,X,X,X,X,X
STIZLJO,O,O,O,X,X,X,X,X,X,X,X,X,X
STIZLOJ,O,O,O,X,X,X,X,X,X,X,X,X,X
STIZJLO,O,O,O,X,X,X,O,X,X,X,X,X,X
STIZJOL,O,O,O,X,X,X,X,X,X,X,X,X,X
STIZOLJ,O,O,O,X,X,X,X,X,X,X,X,X,X
STIZOJL,O,O,O,X,X,X,X,X,X,X,X,X,X
STIOLJZ,X,X,O,X,O,X,X,X,X,X,X,X,X
STIOLZJ,X,X,O,X,O,X,X,X,X,X,X,X,X
STIOJLZ,X,X,O,X,O,X,O,X,X,X,X,X,X
STIOJZL,X,X,O,X,O,X,X,X,X,X,X,X,X
STIOZLJ,X,O,O,X,O,X,X,X,X,X,X,X,X
STIOZJL,X,O,O,X,O,X,X,X,X,X,X,X,X
STLIJZO,X,X,O,X,X,X,O,X,X,X,X,X,X
STLIJOZ,X,X,O,X,O,X,O,X,X,X,X,X,X
STLIZJO,O,O,O,X,X,X,O,X,X,X,X,X,X
STLIZOJ,O,O,O,X,X,X,X,X,X,X,X,X,X
STLIOJZ,X,X,O,X,O,X,O,X,X,X,X,X,X
STLIOZJ,X,O,O,X,O,X,O,X,X,X,X,X,X
STLJIZO,O,O,O,X,X,X,O,X,X,O,X,X,X
STLJIOZ,X,O,O,X,O,X,O,X,X,O,X,X,X
STLJZIO,O,O,O,X,X,X,O,X,X,O,X,X,X
STLJZOI,O,O,O,X,O,X,O,X,X,O,X,X,X
STLJOIZ,X,O,O,X,O,X,O,X,X,O,X,X,X
STLJOZI,X,O,O,X,O,X,O,X,X,O,X,X,X
STLZIJO,O,O,O,X,X,X,O,X,X,X,X,X,X
STLZIOJ,O,O,O,X,X,X,X,X,X,X,X,X,X
STLZJIO,O,O,O,X,X,X,O,X,X,X,X,X,X
STLZJOI,O,O,O,X,O,X,O,X,X,X,X,X,X
STLZOIJ,O,O,O,X,O,X,O,X,X,X,X,X,X
STLZOJI,O,O,O,X,O,X,O,X,X,X,X,X,X
STLOIJZ,X,X,O,X,O,X,O,X,X,X,X,X,X
STLOIZJ,O,O,O,X,O,X,O,X,X,X,X,X,X
STLOJIZ,O,O,O,X,O,X,O,X,X,O,X,X,X
STLOJZI,O,O,O,X,O,X,O,X,X,O,X,X,X
STLOZIJ,O,O,O,X,O,X,O,X,X,X,X,X,X
STLOZJI,O,O,O,X,O,X,O,X,X,X,X,X,X
STJILZO,O,X,O,X,X,X,O,X,X,X,X,X,X
STJILOZ,X,X,O,X,X,X,O,X,X,X,X,X,X
STJIZLO,O,O,O,X,X,X,O,X,X,X,X,X,X
STJIZOL,O,O,O,X,X,X,X,X,X,X,X,X,X
STJIOLZ,X,X,O,X,O,X,O,X,X,X,X,X,X
STJIOZL,X,O,O,X,O,X,X,X,X,X,X,X,X
STJLIZO,O,X,O,X,X,X,O,X,X,O,X,X,X
STJLIOZ,X,X,O,X,O,X,O,X,X,O,X,X,X
STJLZIO,O,X,O,X,X,X,O,X,X,O,X,X,X
STJLZOI,O,X,O,X,O,X,O,X,X,O,X,X,X
STJLOIZ,X,X,O,X,O,X,O,X,X,O,X,X,X
STJLOZI,X,X,O,X,O,X,O,X,X,O,X,X,X
STJZILO,O,O,O,X,X,X,O,X,X,X,X,X,X
STJZIOL,O,O,O,X,X,X,X,X,X,X,X,X,X
STJZLIO,O,O,O,O,X,X,O,X,X,X,X,X,X
STJZLOI,O,O,O,O,X,X,O,X,X,X,X,X,X
STJZOIL,O,O,O,X,O,X,X,X,X,X,X,X,X
STJZOLI,X,O,O,O,X,X,X,X,X,X,X,X,X
STJOILZ,X,X,O,X,O,X,O,X,X,X,X,X,X
STJOIZL,X,O,O,X,O,X,X,X,X,X,X,X,X
STJOLIZ,X,X,O,X,O,X,O,X,X,O,X,X,X
STJOLZI,X,X,O,X,O,X,O,X,X,O,X,X,X
STJOZIL,X,O,O,X,O,X,X,X,X,X,X,X,X
STJOZLI,X,O,O,O,X,X,X,X,X,X,X,X,X
STZILJO,O,O,O,X,X,X,X,X,X,X,X,X,X
STZILOJ,O,O,O,X,X,X,X,X,X,X,X,X,X
STZIJLO,O,O,O,X,X,X,O,X,X,X,X,X,X
STZIJOL,O,O,O,X,X,X,X,X,X,X,X,X,X
STZIOLJ,O,O,O,X,X,X,X,X,X,X,X,X,X
STZIOJL,O,O,O,X,X,X,X,X,O,X,X,X,X
STZLIJO,O,O,O,X,X,X,O,X,X,X,X,X,X
STZLIOJ,O,O,O,O,X,X,X,X,X,X,X,X,X
STZLJIO,O,O,O,O,X,X,O,X,X,X,X,X,X
STZLJOI,O,O,O,O,O,X,O,X,X,X,X,X,X
STZLOIJ,O,O,O,O,O,X,O,X,X,X,X,X,X
STZLOJI,O,O,O,O,O,X,O,X,O,X,X,X,X
STZJILO,O,O,O,X,X,X,O,X,X,X,X,X,X
STZJIOL,O,O,O,X,X,X,X,X,X,X,X,X,X
STZJLIO,O,O,O,O,X,X,O,X,X,X,X,X,X
STZJLOI,O,O,O,O,X,X,O,X,X,X,X,X,X
STZJOIL,O,O,O,X,O,X,X,X,O,X,X,X,X
STZJOLI,O,O,O,O,X,X,X,X,O,X,X,X,X
STZOILJ,O,O,O,X,O,X,X,X,X,X,X,X,X
STZOIJL,O,O,O,X,O,X,X,X,O,X,X,X,X
STZOLIJ,O,O,O,O,O,X,X,X,X,X,X,X,X
STZOLJI,O,O,O,O,O,X,X,X,O,X,X,X,X
STZOJIL,O,O,O,X,O,X,X,X,O,X,X,X,X
STZOJLI,O,O,O,O,X,X,X,X,O,X,X,X,X
STOILJZ,X,X,O,X,O,X,X,X,X,X,X,X,X
STOILZJ,O,X,O,X,O,X,X,X,X,X,X,X,X
STOIJLZ,X,X,O,X,O,X,O,X,X,X,X,X,X
STOIJZL,X,X,O,X,O,X,X,X,X,X,X,X,X
STOIZLJ,O,O,O,X,O,X,X,X,X,X,X,X,X
STOIZJL,O,O,O,X,O,X,X,X,X,X,X,X,X
STOLIJZ,X,X,O,X,O,X,O,X,X,X,X,X,X
STOLIZJ,O,O,O,X,O,X,O,X,X,X,X,X,X
STOLJIZ,O,O,O,X,O,X,O,X,X,O,X,X,X
STOLJZI,O,O,O,X,O,X,O,X,X,O,X,X,X
STOLZIJ,O,O,O,X,O,X,O,X,X,X,X,X,X
STOLZJI,O,O,O,X,O,X,O,X,X,X,X,X,X
STOJILZ,O,X,O,X,O,X,O,X,X,X,X,X,X
STOJIZL,O,O,O,X,O,X,X,X,O,X,X,X,X
STOJLIZ,O,X,O,X,O,X,O,X,X,O,X,X,X
STOJLZI,O,X,O,X,O,X,O,X,X,O,X,X,X
STOJZIL,O,O,O,X,O,X,X,X,O,X,X,X,X
STOJZLI,O,O,O,O,X,X,X,X,O,X,X,X,X
STOZILJ,O,O,O,X,O,X,X,X,X,X,X,X,X
STOZIJL,O,O,O,X,O,X,X,X,O,X,X,X,X
STOZLIJ,O,O,O,O,O,X,X,X,X,X,X,X,X
STOZLJI,O,O,O,O,O,X,X,X,O,X,X,X,X
STOZJIL,O,O,O,X,O,X,X,X,O,X,X,X,X
STOZJLI,O,O,O,O,X,X,X,X,O,X,X,X,X
SITLJZO,X,X,O,X,X,X,O,X,X,X,X,X,X
SITLJOZ,X,X,O,X,O,X,O,X,X,X,X,X,X
SITLZJO,O,X,O,X,X,X,O,X,X,X,X,X,X
SITLZOJ,O,X,O,X,X,X,X,X,X,X,X,X,X
SITLOJZ,X,X,O,X,O,X,O,X,X,X,X,X,X
SITLOZJ,X,X,O,X,O,X,O,X,X,X,X,X,X
SITJLZO,X,X,O,X,X,X,O,X,X,X,X,X,X
SITJLOZ,X,X,O,X,X,X,O,X,X,X,X,X,X
SITJZLO,X,X,O,X,X,X,O,X,X,X,X,X,X
SITJZOL,X,X,O,X,X,X,X,X,X,X,X,X,X
SITJOLZ,X,X,O,X,O,X,O,X,X,X,X,X,X
SITJOZL,X,X,O,X,O,X,X,X,X,X,X,X,X
SITZLJO,O,X,O,X,X,X,X,X,X,X,X,X,X
SITZLOJ,O,X,O,X,X,X,X,X,X,X,X,X,X
SITZJLO,O,X,O,X,X,X,O,X,X,X,X,X,X
SITZJOL,O,X,O,X,X,X,X,X,X,X,X,X,X
SITZOLJ,O,X,O,X,X,X,X,X,X,X,X,X,X
SITZOJL,O,X,O,X,X,X,X,X,X,X,X,X,X
SITOLJZ,X,X,O,X,O,X,X,X,X,X,X,X,X
SITOLZJ,X,X,O,X,O,X,X,X,X,X,X,X,X
SITOJLZ,X,X,O,X,O,X,O,X,X,X,X,X,X
SITOJZL,X,X,O,X,O,X,X,X,X,X,X,X,X
SITOZLJ,X,X,O,X,O,X,X,X,X,X,X,X,X
SITOZJL,X,X,O,X,O,X,X,X,X,X,X,X,X
SILTJZO,X,X,X,X,X,X,O,X,X,X,X,X,X
SILTJOZ,X,X,X,X,O,X,O,X,X,X,X,X,X
SILTZJO,O,X,X,X,X,X,O,X,X,X,X,X,X
SILTZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X
SILTOJZ,X,X,X,X,O,X,O,X,X,X,X,X,X
SILTOZJ,X,X,X,X,O,X,O,X,X,X,X,X,X
SILJTZO,O,X,X,X,X,X,O,X,X,O,X,X,X
SILJTOZ,X,X,X,X,O,X,O,X,X,O,X,X,X
SILJZTO,O,X,X,X,X,O,X,X,X,O,X,X,X
SILJZOT,O,X,X,X,X,O,X,X,X,O,X,X,X
SILJOTZ,X,X,X,X,O,X,X,X,X,O,X,X,X
SILJOZT,O,X,X,X,O,O,X,X,X,O,X,X,X
SILZTJO,O,X,X,X,X,X,O,X,X,X,X,X,X
