sequence,v115@DhA8BeA8EeB8BeA8EeB8BeA8AeA8CeC8LeZEJvhFFg?BOmBziBfqBqqBUtB,v115@DhA8BeA8EeB8BeA8EeB8BeA8AeA8CeC8LeZEJvhFuk?BFhBziBKqBfrBUtB,v115@DhA8BeA8EeB8BeA8EeB8BeA8AeA8CeC8LeZEJvhFUg?BFhBunBfqBKtBzqB,v115@DhA8BeA8EeB8BeA8EeB8BeA8AeA8CeC8LeZEJvhFFg?BXhBziBWqByvBUtB,v115@DhA8BeA8EeB8BeA8EeB8BeA8AeA8CeC8LeZEJvhFCg?BOmBziBXlB1vBUtB,v115@DhA8BeA8EeB8BeA8EeB8BeA8AeA8CeC8LeZEJvhFuk?BFhBKqBfrBznBUtB
TOJSILZ,X,X,O,X,O,O
TOJSIZL,X,X,O,X,O,X
TOJSLIZ,X,X,O,X,O,O
TOJSLZI,X,X,O,X,O,O
TOJSZIL,X,X,O,X,O,X
TOJSZLI,X,X,O,X,O,X
TOJZILS,X,X,X,X,O,X
TOJZISL,X,X,X,X,O,X
TOJZLIS,X,X,X,X,O,X
TOJZLSI,X,X,X,X,O,X
TOJZSIL,X,X,X,X,O,X
TOJZSLI,X,X,X,X,O,X
TOSILJZ,X,O,O,X,O,O
TOSILZJ,X,O,O,X,O,O
TOSIJLZ,X,X,O,X,O,O
TOSIJZL,X,X,O,X,O,X
TOSIZLJ,X,O,O,X,O,O
TOSIZJL,X,O,O,X,O,X
TOSLIJZ,X,O,O,X,O,O
TOSLIZJ,X,O,O,X,O,O
TOSLJIZ,X,O,O,X,O,O
TOSLJZI,X,O,O,X,O,O
TOSLZIJ,X,O,O,X,O,O
TOSLZJI,X,O,O,X,O,O
TOSJILZ,X,X,O,X,O,O
TOSJIZL,X,X,O,X,O,X
TOSJLIZ,X,X,O,X,O,O
TOSJLZI,X,X,O,X,O,O
TOSJZIL,X,X,O,X,O,X
TOSJZLI,X,X,O,X,O,X
TOSZILJ,X,O,O,X,O,O
TOSZIJL,X,O,O,X,O,X
TOSZLIJ,X,O,O,X,O,O
TOSZLJI,X,O,O,X,O,O
TOSZJIL,X,O,O,X,O,X
TOSZJLI,X,O,O,X,O,X
TOZILJS,X,X,O,X,O,X
TOZILSJ,X,O,O,X,O,X
TOZIJLS,X,X,X,X,O,X
TOZIJSL,X,O,X,X,O,X
TOZISLJ,X,O,O,X,O,O
TOZISJL,X,O,O,X,O,X
TOZLIJS,X,X,O,X,O,X
TOZLISJ,X,O,O,X,O,X
TOZLJIS,X,X,O,X,O,X
TOZLJSI,X,X,O,X,O,X
TOZLSIJ,X,O,O,X,O,X
TOZLSJI,X,O,O,X,O,X
TOZJILS,X,X,X,X,O,X
TOZJISL,X,O,X,X,O,X
TOZJLIS,X,X,X,X,O,X
TOZJLSI,X,X,X,X,O,X
TOZJSIL,X,O,X,X,O,X
TOZJSLI,X,O,X,X,O,X
TOZSILJ,X,O,O,X,O,O
TOZSIJL,X,O,O,X,O,X
TOZSLIJ,X,O,O,X,O,O
TOZSLJI,X,O,O,X,O,O
TOZSJIL,X,O,O,X,O,X
TOZSJLI,X,O,O,X,O,X
ITLJSZO,O,O,O,O,O,O
ITLJSOZ,O,O,O,O,O,O
ITLJZSO,O,O,O,O,O,X
ITLJZOS,O,O,O,O,O,X
ITLJOSZ,X,X,O,O,X,O
ITLJOZS,X,X,O,O,X,X
ITLSJZO,O,O,O,O,O,O
ITLSJOZ,O,O,O,O,O,O
ITLSZJO,O,O,O,O,O,O
ITLSZOJ,O,O,O,O,O,O
ITLSOJZ,O,O,O,X,O,O
ITLSOZJ,O,O,O,O,O,O
ITLZJSO,O,O,O,O,O,X
ITLZJOS,O,O,O,O,O,X
ITLZSJO,O,O,O,O,O,X
ITLZSOJ,O,O,O,O,O,X
ITLZOJS,O,O,O,O,O,X
ITLZOSJ,O,O,O,O,O,X
ITLOJSZ,X,X,O,X,X,O
ITLOJZS,X,X,O,X,X,X
ITLOSJZ,X,X,O,X,X,O
ITLOSZJ,X,X,O,X,X,O
ITLOZJS,X,X,O,X,X,X
ITLOZSJ,X,X,O,X,X,X
ITJLSZO,O,O,O,O,O,O
ITJLSOZ,O,O,O,O,O,O
ITJLZSO,O,O,O,O,O,X
ITJLZOS,O,O,O,O,O,X
ITJLOSZ,X,X,O,O,X,O
ITJLOZS,X,X,O,O,X,X
ITJSLZO,O,O,O,O,O,O
ITJSLOZ,O,O,O,X,O,O
ITJSZLO,O,O,O,O,O,X
ITJSZOL,O,O,X,O,O,X
ITJSOLZ,X,X,X,X,O,O
ITJSOZL,X,X,X,O,O,X
ITJZLSO,O,O,X,O,O,X
ITJZLOS,O,O,X,O,O,X
ITJZSLO,O,O,X,O,O,X
ITJZSOL,O,O,X,O,O,X
ITJZOLS,O,O,X,O,O,X
ITJZOSL,O,O,X,O,O,X
ITJOLSZ,X,X,O,X,X,O
ITJOLZS,X,X,O,X,X,X
ITJOSLZ,X,X,O,X,O,O
ITJOSZL,X,X,O,O,O,X
ITJOZLS,X,X,X,O,O,X
ITJOZSL,X,X,X,O,O,X
ITSLJZO,O,O,O,O,O,O
ITSLJOZ,O,O,O,O,O,O
ITSLZJO,O,O,O,O,O,O
ITSLZOJ,O,O,O,O,O,O
ITSLOJZ,O,O,O,X,O,O
ITSLOZJ,O,O,O,O,O,O
ITSJLZO,O,O,O,O,O,O
ITSJLOZ,O,O,O,X,O,O
ITSJZLO,O,O,O,O,O,X
ITSJZOL,O,O,X,O,O,X
ITSJOLZ,X,X,X,X,O,O
ITSJOZL,X,X,X,O,O,X
ITSZLJO,O,O,O,O,O,O
ITSZLOJ,O,O,O,O,O,O
ITSZJLO,O,O,O,O,O,X
ITSZJOL,O,O,X,O,O,X
ITSZOLJ,O,O,O,O,O,O
ITSZOJL,O,O,X,O,O,X
ITSOLJZ,X,O,O,X,O,O
ITSOLZJ,X,O,O,X,O,O
ITSOJLZ,X,X,O,X,O,O
ITSOJZL,X,X,O,X,O,X
ITSOZLJ,X,O,O,O,O,O
ITSOZJL,X,O,O,O,O,X
ITZLJSO,O,O,O,O,O,X
ITZLJOS,O,O,O,O,O,X
ITZLSJO,O,O,O,O,O,X
ITZLSOJ,O,O,O,O,O,X
ITZLOJS,O,O,O,O,O,X
ITZLOSJ,O,O,O,O,O,X
ITZJLSO,O,O,X,O,O,X
ITZJLOS,O,O,X,O,O,X
ITZJSLO,O,O,X,O,O,X
ITZJSOL,O,O,X,O,O,X
ITZJOLS,O,O,X,O,O,X
ITZJOSL,O,O,X,O,O,X
ITZSLJO,O,O,O,O,O,O
ITZSLOJ,O,O,O,O,O,O
ITZSJLO,O,O,O,O,O,X
ITZSJOL,O,O,X,O,O,X
ITZSOLJ,O,O,O,O,O,O
ITZSOJL,O,O,X,O,O,X
ITZOLJS,O,O,O,O,O,X
ITZOLSJ,O,O,O,O,O,X
ITZOJLS,O,O,X,O,O,X
ITZOJSL,O,O,X,O,O,X
ITZOSLJ,O,O,O,O,O,O
ITZOSJL,O,O,O,O,O,X
ITOLJSZ,X,X,O,X,X,O
ITOLJZS,X,X,O,X,X,X
ITOLSJZ,X,X,O,X,X,O
ITOLSZJ,X,X,O,X,X,O
ITOLZJS,X,X,O,X,X,X
ITOLZSJ,X,X,O,X,X,X
ITOJLSZ,X,X,O,X,X,O
ITOJLZS,X,X,O,X,X,X
ITOJSLZ,X,X,O,X,O,O
ITOJSZL,X,X,O,X,O,X
ITOJZLS,X,X,X,X,O,X
ITOJZSL,X,X,X,X,O,X
ITOSLJZ,X,O,O,X,O,O
ITOSLZJ,X,O,O,X,O,O
ITOSJLZ,X,X,O,X,O,O
ITOSJZL,X,X,O,X,O,X
ITOSZLJ,X,O,O,X,O,O
ITOSZJL,X,O,O,X,O,X
ITOZLJS,X,X,O,X,O,X
ITOZLSJ,X,O,O,X,O,X
ITOZJLS,X,X,X,X,O,X
ITOZJSL,X,O,X,X,O,X
ITOZSLJ,X,O,O,X,O,O
ITOZSJL,X,O,O,X,O,X
ILTJSZO,O,O,O,O,O,O
ILTJSOZ,O,O,O,O,O,O
ILTJZSO,O,O,O,O,O,X
ILTJZOS,O,O,O,O,O,X
ILTJOSZ,X,X,O,O,X,O
ILTJOZS,X,X,O,O,X,X
ILTSJZO,O,O,O,O,O,O
ILTSJOZ,O,O,O,O,O,O
ILTSZJO,O,O,O,O,O,O
ILTSZOJ,O,O,O,O,O,O
ILTSOJZ,O,O,O,X,O,O
ILTSOZJ,O,O,O,O,O,O
ILTZJSO,O,O,O,O,O,X
ILTZJOS,O,O,O,O,O,X
ILTZSJO,O,O,O,O,O,X
ILTZSOJ,O,O,O,O,O,X
ILTZOJS,O,O,O,O,O,X
ILTZOSJ,O,O,O,O,O,X
ILTOJSZ,X,X,O,X,X,O
ILTOJZS,X,X,O,X,X,X
ILTOSJZ,X,X,O,X,X,O
ILTOSZJ,X,X,O,X,X,O
ILTOZJS,X,X,O,X,X,X
ILTOZSJ,X,X,O,X,X,X
ILJTSZO,O,O,O,O,X,O
ILJTSOZ,O,O,O,O,X,O
ILJTZSO,O,O,O,O,X,X
ILJTZOS,O,O,O,O,X,X
ILJTOSZ,X,X,O,O,X,O
ILJTOZS,X,X,O,O,X,X
ILJSTZO,O,O,O,O,X,O
ILJSTOZ,O,O,O,O,X,O
ILJSZTO,O,O,O,O,X,O
ILJSZOT,O,O,O,O,X,O
ILJSOTZ,O,O,O,O,X,O
ILJSOZT,O,O,O,O,X,O
ILJZTSO,O,O,O,O,X,X
ILJZTOS,O,O,O,O,X,X
ILJZSTO,O,O,O,O,X,O
ILJZSOT,O,O,O,O,X,O
ILJZOTS,O,O,O,O,X,X
ILJZOST,O,O,O,O,X,O
ILJOTSZ,X,X,O,O,X,O
ILJOTZS,X,X,O,O,X,X
ILJOSTZ,O,O,O,O,X,O
ILJOSZT,O,O,O,O,X,O
ILJOZTS,O,O,O,O,X,X
ILJOZST,O,O,O,O,X,O
ILSTJZO,O,O,O,O,X,O
ILSTJOZ,O,O,O,O,X,O
ILSTZJO,O,O,O,O,X,O
ILSTZOJ,O,O,O,O,X,O
ILSTOJZ,O,O,O,X,X,O
ILSTOZJ,O,O,O,O,X,O
ILSJTZO,O,O,O,O,X,O
ILSJTOZ,O,O,O,O,X,O
ILSJZTO,O,O,O,O,X,O
ILSJZOT,O,O,O,O,X,O
ILSJOTZ,O,O,O,O,X,O
ILSJOZT,O,O,O,O,X,O
ILSZTJO,O,O,O,O,X,O
ILSZTOJ,O,O,O,O,X,O
ILSZJTO,O,O,O,O,X,O
ILSZJOT,O,O,O,O,X,O
ILSZOTJ,O,O,O,O,X,O
ILSZOJT,O,O,O,O,X,O
ILSOTJZ,O,O,O,X,X,O
ILSOTZJ,O,O,O,O,X,O
ILSOJTZ,O,O,O,O,X,O
ILSOJZT,O,O,O,O,X,O
ILSOZTJ,O,O,O,O,X,O
ILSOZJT,O,O,O,O,X,O
ILZTJSO,O,O,O,O,O,X
ILZTJOS,O,O,O,O,O,X
ILZTSJO,O,O,O,O,O,X
ILZTSOJ,O,O,O,O,O,X
ILZTOJS,O,O,O,O,O,X
ILZTOSJ,O,O,O,O,O,X
ILZJTSO,O,O,O,O,X,X
ILZJTOS,O,O,O,O,X,X
ILZJSTO,O,O,O,O,X,O
ILZJSOT,O,O,O,O,X,O
ILZJOTS,O,O,O,O,X,X
ILZJOST,O,O,O,O,X,O
ILZSTJO,O,O,O,O,X,O
ILZSTOJ,O,O,O,O,X,O
ILZSJTO,O,O,O,O,X,O
ILZSJOT,O,O,O,O,X,O
ILZSOTJ,O,O,O,O,X,O
ILZSOJT,O,O,O,O,X,O
ILZOTJS,O,O,O,O,O,X
ILZOTSJ,O,O,O,O,O,X
ILZOJTS,O,O,O,O,X,X
ILZOJST,O,O,O,O,X,O
ILZOSTJ,O,O,O,O,X,O
ILZOSJT,O,O,O,O,X,O
ILOTJSZ,X,X,O,X,X,O
ILOTJZS,X,X,O,X,X,X
ILOTSJZ,X,X,O,X,X,O
ILOTSZJ,X,X,O,X,X,O
ILOTZJS,X,X,O,X,X,X
ILOTZSJ,X,X,O,X,X,X
ILOJTSZ,X,X,O,O,X,O
ILOJTZS,X,X,O,O,X,X
ILOJSTZ,O,O,O,O,X,O
ILOJSZT,O,O,O,O,X,O
ILOJZTS,O,O,O,O,X,X
ILOJZST,O,O,O,O,X,O
ILOSTJZ,O,O,O,X,X,O
ILOSTZJ,O,O,O,O,X,O
ILOSJTZ,O,O,O,O,X,O
ILOSJZT,O,O,O,O,X,O
ILOSZTJ,O,O,O,O,X,O
ILOSZJT,O,O,O,O,X,O
ILOZTJS,O,O,O,O,X,X
ILOZTSJ,O,O,O,O,X,X
ILOZJTS,O,O,O,O,X,X
ILOZJST,O,O,O,O,X,O
ILOZSTJ,O,O,O,O,X,O
ILOZSJT,O,O,O,O,X,O
IJTLSZO,O,O,O,O,O,O
IJTLSOZ,O,O,O,O,O,O
IJTLZSO,O,O,O,O,O,X
IJTLZOS,O,O,O,O,O,X
IJTLOSZ,X,X,O,O,X,O
IJTLOZS,X,X,O,O,X,X
IJTSLZO,O,O,O,O,O,O
IJTSLOZ,O,O,O,X,O,O
IJTSZLO,O,O,O,O,O,X
IJTSZOL,O,O,X,O,O,X
IJTSOLZ,X,X,X,X,O,O
IJTSOZL,X,X,X,O,O,X
IJTZLSO,O,O,X,O,O,X
IJTZLOS,O,O,X,O,O,X
IJTZSLO,O,O,X,O,O,X
IJTZSOL,O,O,X,O,O,X
IJTZOLS,O,O,X,O,O,X
IJTZOSL,O,O,X,O,O,X
IJTOLSZ,X,X,O,X,X,O
IJTOLZS,X,X,O,X,X,X
IJTOSLZ,X,X,O,X,O,O
IJTOSZL,X,X,O,O,O,X
IJTOZLS,X,X,X,O,O,X
IJTOZSL,X,X,X,O,O,X
IJLTSZO,O,O,O,O,X,O
IJLTSOZ,O,O,O,O,X,O
IJLTZSO,O,O,O,O,X,X
IJLTZOS,O,O,O,O,X,X
IJLTOSZ,X,X,O,O,X,O
IJLTOZS,X,X,O,O,X,X
IJLSTZO,O,O,O,O,X,O
IJLSTOZ,O,O,O,O,X,O
IJLSZTO,O,O,O,O,X,O
IJLSZOT,O,O,O,O,X,O
IJLSOTZ,O,O,O,O,X,O
IJLSOZT,O,O,O,O,X,O
IJLZTSO,O,O,O,O,X,X
IJLZTOS,O,O,O,O,X,X
IJLZSTO,O,O,O,O,X,O
IJLZSOT,O,O,O,O,X,O
IJLZOTS,O,O,O,O,X,X
IJLZOST,O,O,O,O,X,O
IJLOTSZ,X,X,O,O,X,O
IJLOTZS,X,X,O,O,X,X
IJLOSTZ,O,O,O,O,X,O
IJLOSZT,O,O,O,O,X,O
IJLOZTS,O,O,O,O,X,X
IJLOZST,O,O,O,O,X,O
IJSTLZO,O,O,O,O,X,O
IJSTLOZ,O,O,O,X,X,O
IJSTZLO,O,O,O,O,X,X
IJSTZOL,O,O,X,O,X,X
IJSTOLZ,X,X,X,X,X,O
IJSTOZL,X,X,X,O,X,X
IJSLTZO,O,O,O,O,X,O
IJSLTOZ,O,O,O,O,X,O
IJSLZTO,O,O,O,O,X,O
IJSLZOT,O,O,O,O,X,O
IJSLOTZ,O,O,O,O,X,O
IJSLOZT,O,O,O,O,X,O
IJSZTLO,O,O,O,O,X,X
IJSZTOL,O,O,X,O,X,X
IJSZLTO,O,O,O,O,X,X
IJSZLOT,O,O,O,O,X,X
IJSZOTL,O,O,X,O,X,X
IJSZOLT,O,O,X,O,X,X
IJSOTLZ,X,X,O,X,X,O
IJSOTZL,X,X,O,O,X,X
IJSOLTZ,O,X,O,X,X,O
IJSOLZT,O,X,O,X,X,O
IJSOZTL,O,X,O,O,X,X
IJSOZLT,O,X,O,O,X,X
IJZTLSO,O,O,X,O,O,X
IJZTLOS,O,O,X,O,O,X
IJZTSLO,O,O,X,O,O,X
IJZTSOL,O,O,X,O,O,X
IJZTOLS,O,O,X,O,O,X
IJZTOSL,O,O,X,O,O,X
IJZLTSO,O,O,X,O,X,X
IJZLTOS,O,O,X,O,X,X
IJZLSTO,O,O,X,O,X,O
IJZLSOT,O,O,X,O,X,O
IJZLOTS,O,O,X,O,X,X
IJZLOST,O,O,X,O,X,O
IJZSTLO,O,O,X,O,X,X
IJZSTOL,O,O,X,O,X,X
IJZSLTO,O,O,X,O,X,X
IJZSLOT,O,O,X,O,X,X
IJZSOTL,O,O,X,O,X,X
IJZSOLT,O,O,X,O,X,X
IJZOTLS,O,O,X,O,O,X
IJZOTSL,O,O,X,O,O,X
IJZOLTS,O,O,X,O,X,X
IJZOLST,O,O,X,O,X,O
IJZOSTL,O,O,X,O,X,X
IJZOSLT,O,O,X,O,X,X
IJOTLSZ,X,X,O,X,X,O
IJOTLZS,X,X,O,X,X,X
IJOTSLZ,X,X,O,X,X,O
IJOTSZL,X,X,O,O,X,X
IJOTZLS,X,X,X,O,X,X
IJOTZSL,X,X,X,O,X,X
IJOLTSZ,X,X,O,O,X,O
IJOLTZS,X,X,O,O,X,X
IJOLSTZ,O,O,O,O,X,O
IJOLSZT,O,O,O,O,X,O
IJOLZTS,O,O,O,O,X,X
IJOLZST,O,O,O,O,X,O
IJOSTLZ,X,X,O,X,X,O
IJOSTZL,X,X,O,O,X,X
IJOSLTZ,O,X,O,X,X,O
IJOSLZT,O,X,O,X,X,O
IJOSZTL,O,X,O,O,X,X
IJOSZLT,O,X,O,O,X,X
IJOZTLS,O,O,X,O,X,X
IJOZTSL,O,X,X,O,X,X
IJOZLTS,O,O,X,O,X,X
IJOZLST,O,O,X,O,X,O
IJOZSTL,O,X,X,O,X,X
IJOZSLT,O,O,X,O,X,X
ISTLJZO,O,O,O,O,O,O
ISTLJOZ,O,O,O,O,O,O
ISTLZJO,O,O,O,O,O,O
ISTLZOJ,O,O,O,O,O,O
ISTLOJZ,O,O,O,X,O,O
ISTLOZJ,O,O,O,O,O,O
ISTJLZO,O,O,O,O,O,O
ISTJLOZ,O,O,O,X,O,O
ISTJZLO,O,O,O,O,O,X
ISTJZOL,O,O,X,O,O,X
ISTJOLZ,X,X,X,X,O,O
ISTJOZL,X,X,X,O,O,X
ISTZLJO,O,O,O,O,O,O
ISTZLOJ,O,O,O,O,O,O
ISTZJLO,O,O,O,O,O,X
ISTZJOL,O,O,X,O,O,X
ISTZOLJ,O,O,O,O,O,O
ISTZOJL,O,O,X,O,O,X
ISTOLJZ,X,O,O,X,O,O
ISTOLZJ,X,O,O,X,O,O
ISTOJLZ,X,X,O,X,O,O
ISTOJZL,X,X,O,X,O,X
ISTOZLJ,X,O,O,O,O,O
ISTOZJL,X,O,O,O,O,X
ISLTJZO,O,O,O,O,X,O
ISLTJOZ,O,O,O,O,X,O
ISLTZJO,O,O,O,O,X,O
ISLTZOJ,O,O,O,O,X,O
ISLTOJZ,O,O,O,X,X,O
ISLTOZJ,O,O,O,O,X,O
ISLJTZO,O,O,O,O,X,O
ISLJTOZ,O,O,O,O,X,O
ISLJZTO,O,O,O,O,X,O
ISLJZOT,O,O,O,O,X,O
ISLJOTZ,O,O,O,O,X,O
ISLJOZT,O,O,O,O,X,O
ISLZTJO,O,O,O,O,X,O
ISLZTOJ,O,O,O,O,X,O
ISLZJTO,O,O,O,O,X,O
ISLZJOT,O,O,O,O,X,O
ISLZOTJ,O,O,O,O,X,O
ISLZOJT,O,O,O,O,X,O
ISLOTJZ,O,O,O,X,X,O
ISLOTZJ,O,O,O,O,X,O
ISLOJTZ,O,O,O,O,X,O
ISLOJZT,O,O,O,O,X,O
ISLOZTJ,O,O,O,O,X,O
ISLOZJT,O,O,O,O,X,O
ISJTLZO,O,O,O,O,X,O
ISJTLOZ,O,O,O,X,X,O
ISJTZLO,O,O,O,O,X,X
ISJTZOL,O,O,X,O,X,X
ISJTOLZ,X,X,X,X,X,O
ISJTOZL,X,X,X,O,X,X
ISJLTZO,O,O,O,O,X,O
ISJLTOZ,O,O,O,O,X,O
ISJLZTO,O,O,O,O,X,O
ISJLZOT,O,O,O,O,X,O
ISJLOTZ,O,O,O,O,X,O
ISJLOZT,O,O,O,O,X,O
ISJZTLO,O,O,O,O,X,X
ISJZTOL,O,O,X,O,X,X
ISJZLTO,O,O,O,O,X,X
ISJZLOT,O,O,O,O,X,X
ISJZOTL,O,O,X,O,X,X
ISJZOLT,O,O,X,O,X,X
ISJOTLZ,X,X,O,X,X,O
ISJOTZL,X,X,O,O,X,X
ISJOLTZ,O,X,O,X,X,O
ISJOLZT,O,X,O,X,X,O
ISJOZTL,O,X,O,O,X,X
ISJOZLT,O,X,O,O,X,X
ISZTLJO,O,O,O,O,O,O
ISZTLOJ,O,O,O,O,O,O
ISZTJLO,O,O,O,O,O,X
ISZTJOL,O,O,X,O,O,X
ISZTOLJ,O,O,O,O,O,O
ISZTOJL,O,O,X,O,O,X
ISZLTJO,O,O,O,O,X,O
ISZLTOJ,O,O,O,O,X,O
ISZLJTO,O,O,O,O,X,O
ISZLJOT,O,O,O,O,X,O
ISZLOTJ,O,O,O,O,X,O
ISZLOJT,O,O,O,O,X,O
ISZJTLO,O,O,O,O,X,X
ISZJTOL,O,O,X,O,X,X
ISZJLTO,O,O,O,O,X,X
ISZJLOT,O,O,O,O,X,X
ISZJOTL,O,O,X,O,X,X
ISZJOLT,O,O,X,O,X,X
ISZOTLJ,O,O,O,O,O,O
ISZOTJL,O,O,O,O,O,X
ISZOLTJ,O,O,O,O,X,O
ISZOLJT,O,O,O,O,X,O
ISZOJTL,O,O,O,O,X,X
ISZOJLT,O,O,O,O,X,X
ISOTLJZ,X,O,O,X,X,O
ISOTLZJ,X,O,O,X,X,O
ISOTJLZ,X,X,O,X,X,O
ISOTJZL,X,X,O,X,X,X
ISOTZLJ,X,O,O,O,X,O
ISOTZJL,X,O,O,O,X,X
ISOLTJZ,O,O,O,X,X,O
ISOLTZJ,O,O,O,O,X,O
ISOLJTZ,O,O,O,O,X,O
ISOLJZT,O,O,O,O,X,O
ISOLZTJ,O,O,O,O,X,O
ISOLZJT,O,O,O,O,X,O
ISOJTLZ,X,X,O,X,X,O
ISOJTZL,X,X,O,O,X,X
ISOJLTZ,O,X,O,X,X,O
ISOJLZT,O,X,O,X,X,O
ISOJZTL,O,X,O,O,X,X
ISOJZLT,O,X,O,O,X,X
ISOZTLJ,O,O,O,O,X,O
ISOZTJL,O,O,O,O,X,X
ISOZLTJ,O,O,O,O,X,O
ISOZLJT,O,O,O,O,X,O
ISOZJTL,O,O,O,O,X,X
ISOZJLT,O,O,O,O,X,X
IZTLJSO,O,O,O,O,O,X
IZTLJOS,O,O,O,O,O,X
IZTLSJO,O,O,O,O,O,X
IZTLSOJ,O,O,O,O,O,X
IZTLOJS,O,O,O,O,O,X
IZTLOSJ,O,O,O,O,O,X
IZTJLSO,O,O,X,O,O,X
IZTJLOS,O,O,X,O,O,X
IZTJSLO,O,O,X,O,O,X
IZTJSOL,O,O,X,O,O,X
IZTJOLS,O,O,X,O,O,X
IZTJOSL,O,O,X,O,O,X
IZTSLJO,O,O,O,O,O,O
IZTSLOJ,O,O,O,O,O,O
IZTSJLO,O,O,O,O,O,X
IZTSJOL,O,O,X,O,O,X
IZTSOLJ,O,O,O,O,O,O
IZTSOJL,O,O,X,O,O,X
IZTOLJS,O,O,O,O,O,X
IZTOLSJ,O,O,O,O,O,X
IZTOJLS,O,O,X,O,O,X
IZTOJSL,O,O,X,O,O,X
IZTOSLJ,O,O,O,O,O,O
IZTOSJL,O,O,O,O,O,X
IZLTJSO,O,O,O,O,O,X
IZLTJOS,O,O,O,O,O,X
IZLTSJO,O,O,O,O,O,X
IZLTSOJ,O,O,O,O,O,X
IZLTOJS,O,O,O,O,O,X
IZLTOSJ,O,O,O,O,O,X
IZLJTSO,O,O,O,O,X,X
IZLJTOS,O,O,O,O,X,X
IZLJSTO,O,O,O,O,X,O
IZLJSOT,O,O,O,O,X,O
IZLJOTS,O,O,O,O,X,X
IZLJOST,O,O,O,O,X,O
IZLSTJO,O,O,O,O,X,O
IZLSTOJ,O,O,O,O,X,O
IZLSJTO,O,O,O,O,X,O
IZLSJOT,O,O,O,O,X,O
IZLSOTJ,O,O,O,O,X,O
IZLSOJT,O,O,O,O,X,O
IZLOTJS,O,O,O,O,O,X
IZLOTSJ,O,O,O,O,O,X
IZLOJTS,O,O,O,O,X,X
IZLOJST,O,O,O,O,X,O
IZLOSTJ,O,O,O,O,X,O
IZLOSJT,O,O,O,O,X,O
IZJTLSO,O,O,X,O,O,X
IZJTLOS,O,O,X,O,O,X
IZJTSLO,O,O,X,O,O,X
IZJTSOL,O,O,X,O,O,X
IZJTOLS,O,O,X,O,O,X
IZJTOSL,O,O,X,O,O,X
IZJLTSO,O,O,X,O,X,X
IZJLTOS,O,O,X,O,X,X
IZJLSTO,O,O,X,O,X,O
IZJLSOT,O,O,X,O,X,O
IZJLOTS,O,O,X,O,X,X
IZJLOST,O,O,X,O,X,O
IZJSTLO,O,O,X,O,X,X
IZJSTOL,O,O,X,O,X,X
IZJSLTO,O,O,X,O,X,X
IZJSLOT,O,O,X,O,X,X
IZJSOTL,O,O,X,O,X,X
IZJSOLT,O,O,X,O,X,X
IZJOTLS,O,O,X,O,O,X
IZJOTSL,O,O,X,O,O,X
IZJOLTS,O,O,X,O,X,X
IZJOLST,O,O,X,O,X,O
IZJOSTL,O,O,X,O,X,X
IZJOSLT,O,O,X,O,X,X
IZSTLJO,O,O,O,O,O,O
IZSTLOJ,O,O,O,O,O,O
IZSTJLO,O,O,O,O,O,X
IZSTJOL,O,O,X,O,O,X
IZSTOLJ,O,O,O,O,O,O
IZSTOJL,O,O,X,O,O,X
IZSLTJO,O,O,O,O,X,O
IZSLTOJ,O,O,O,O,X,O
IZSLJTO,O,O,O,O,X,O
IZSLJOT,O,O,O,O,X,O
IZSLOTJ,O,O,O,O,X,O
IZSLOJT,O,O,O,O,X,O
IZSJTLO,O,O,O,O,X,X
IZSJTOL,O,O,X,O,X,X
IZSJLTO,O,O,O,O,X,X
IZSJLOT,O,O,O,O,X,X
IZSJOTL,O,O,X,O,X,X
IZSJOLT,O,O,X,O,X,X
IZSOTLJ,O,O,O,O,O,O
IZSOTJL,O,O,O,O,O,X
IZSOLTJ,O,O,O,O,X,O
IZSOLJT,O,O,O,O,X,O
IZSOJTL,O,O,O,O,X,X
IZSOJLT,O,O,O,O,X,X
IZOTLJS,O,O,O,O,O,X
IZOTLSJ,O,O,O,O,O,X
IZOTJLS,O,O,X,O,O,X
IZOTJSL,O,O,X,O,O,X
IZOTSLJ,O,O,O,O,O,O
IZOTSJL,O,O,O,O,O,X
IZOLTJS,O,O,O,O,O,X
IZOLTSJ,O,O,O,O,O,X
IZOLJTS,O,O,O,O,X,X
IZOLJST,O,O,O,O,X,O
IZOLSTJ,O,O,O,O,X,O
IZOLSJT,O,O,O,O,X,O
IZOJTLS,O,O,X,O,O,X
IZOJTSL,O,O,X,O,O,X
IZOJLTS,O,O,X,O,X,X
IZOJLST,O,O,X,O,X,O
IZOJSTL,O,O,X,O,X,X
IZOJSLT,O,O,X,O,X,X
IZOSTLJ,O,O,O,O,O,O
IZOSTJL,O,O,O,O,O,X
IZOSLTJ,O,O,O,O,X,O
IZOSLJT,O,O,O,O,X,O
IZOSJTL,O,O,O,O,X,X
IZOSJLT,O,O,O,O,X,X
IOTLJSZ,X,X,O,X,X,O
IOTLJZS,X,X,O,X,X,X
IOTLSJZ,X,X,O,X,X,O
IOTLSZJ,X,X,O,X,X,O
IOTLZJS,X,X,O,X,X,X
IOTLZSJ,X,X,O,X,X,X
IOTJLSZ,X,X,O,X,X,O
IOTJLZS,X,X,O,X,X,X
IOTJSLZ,X,X,O,X,O,O
IOTJSZL,X,X,O,X,O,X
IOTJZLS,X,X,X,X,O,X
IOTJZSL,X,X,X,X,O,X
