sequence,v115@DhA8BeA8EeB8BeA8EeB8BeA8AeA8CeC8LeZEJvhFFg?BOmBziBfqBqqBUtB,v115@DhA8BeA8EeB8BeA8EeB8BeA8AeA8CeC8LeZEJvhFuk?BFhBziBKqBfrBUtB,v115@DhA8BeA8EeB8BeA8EeB8BeA8AeA8CeC8LeZEJvhFUg?BFhBunBfqBKtBzqB,v115@DhA8BeA8EeB8BeA8EeB8BeA8AeA8CeC8LeZEJvhFFg?BXhBziBWqByvBUtB,v115@DhA8BeA8EeB8BeA8EeB8BeA8AeA8CeC8LeZEJvhFCg?BOmBziBXlB1vBUtB,v115@DhA8BeA8EeB8BeA8EeB8BeA8AeA8CeC8LeZEJvhFuk?BFhBKqBfrBznBUtB
ZJSLOIT,O,O,X,O,X,X
ZJSOTIL,O,O,X,O,X,X
ZJSOTLI,O,O,X,O,X,X
ZJSOITL,O,O,X,O,X,X
ZJSOILT,O,O,X,O,X,X
ZJSOLTI,O,O,X,O,X,X
ZJSOLIT,O,O,X,O,X,X
ZJOTILS,O,O,X,O,O,X
ZJOTISL,O,O,X,O,O,X
ZJOTLIS,O,O,X,O,O,X
ZJOTLSI,O,O,X,O,O,X
ZJOTSIL,O,O,X,O,O,X
ZJOTSLI,O,O,X,O,O,X
ZJOITLS,O,O,X,O,O,X
ZJOITSL,O,O,X,O,O,X
ZJOILTS,O,O,X,O,X,X
ZJOILST,O,O,X,O,X,O
ZJOISTL,O,O,X,O,X,X
ZJOISLT,O,O,X,O,X,X
ZJOLTIS,O,O,X,O,X,X
ZJOLTSI,O,O,X,O,X,X
ZJOLITS,O,O,X,O,X,X
ZJOLIST,O,O,X,O,X,O
ZJOLSTI,O,O,X,O,X,O
ZJOLSIT,O,O,X,O,X,O
ZJOSTIL,O,O,X,O,X,X
ZJOSTLI,O,O,X,O,X,X
ZJOSITL,O,O,X,O,X,X
ZJOSILT,O,O,X,O,X,X
ZJOSLTI,O,O,X,O,X,X
ZJOSLIT,O,O,X,O,X,X
ZSTILJO,O,O,O,O,O,O
ZSTILOJ,O,O,O,O,O,O
ZSTIJLO,O,O,O,O,O,X
ZSTIJOL,O,O,X,O,O,X
ZSTIOLJ,O,O,O,O,O,O
ZSTIOJL,O,O,X,O,O,X
ZSTLIJO,O,O,O,O,O,O
ZSTLIOJ,O,O,O,O,O,O
ZSTLJIO,O,O,O,O,O,O
ZSTLJOI,O,O,O,O,O,O
ZSTLOIJ,O,O,O,O,O,O
ZSTLOJI,O,O,O,O,O,O
ZSTJILO,O,O,O,O,O,X
ZSTJIOL,O,O,X,O,O,X
ZSTJLIO,O,O,O,O,O,X
ZSTJLOI,O,O,O,O,O,X
ZSTJOIL,O,O,X,O,O,X
ZSTJOLI,O,O,X,O,O,X
ZSTOILJ,O,O,O,O,O,O
ZSTOIJL,O,O,X,O,O,X
ZSTOLIJ,O,O,O,O,O,O
ZSTOLJI,O,O,O,O,O,O
ZSTOJIL,O,O,X,O,O,X
ZSTOJLI,O,O,X,O,O,X
ZSITLJO,O,O,O,O,O,O
ZSITLOJ,O,O,O,O,O,O
ZSITJLO,O,O,O,O,O,X
ZSITJOL,O,O,X,O,O,X
ZSITOLJ,O,O,O,O,O,O
ZSITOJL,O,O,X,O,O,X
ZSILTJO,O,O,O,O,X,O
ZSILTOJ,O,O,O,O,X,O
ZSILJTO,O,O,O,O,X,O
ZSILJOT,O,O,O,O,X,O
ZSILOTJ,O,O,O,O,X,O
ZSILOJT,O,O,O,O,X,O
ZSIJTLO,O,O,O,O,X,X
ZSIJTOL,O,O,X,O,X,X
ZSIJLTO,O,O,O,O,X,X
ZSIJLOT,O,O,O,O,X,X
ZSIJOTL,O,O,X,O,X,X
ZSIJOLT,O,O,X,O,X,X
ZSIOTLJ,O,O,O,O,O,O
ZSIOTJL,O,O,O,O,O,X
ZSIOLTJ,O,O,O,O,X,O
ZSIOLJT,O,O,O,O,X,O
ZSIOJTL,O,O,O,O,X,X
ZSIOJLT,O,O,O,O,X,X
ZSLTIJO,O,O,O,O,X,O
ZSLTIOJ,O,O,O,O,X,O
ZSLTJIO,O,O,O,O,X,O
ZSLTJOI,O,O,O,O,X,O
ZSLTOIJ,O,O,O,O,X,O
ZSLTOJI,O,O,O,O,X,O
ZSLITJO,O,O,O,O,X,O
ZSLITOJ,O,O,O,O,X,O
ZSLIJTO,O,O,O,O,X,O
ZSLIJOT,O,O,O,O,X,O
ZSLIOTJ,O,O,O,O,X,O
ZSLIOJT,O,O,O,O,X,O
ZSLJTIO,O,O,O,O,X,O
ZSLJTOI,O,O,O,O,X,O
ZSLJITO,O,O,O,O,X,O
ZSLJIOT,O,O,O,O,X,O
ZSLJOTI,O,O,O,O,X,O
ZSLJOIT,O,O,O,O,X,O
ZSLOTIJ,O,O,O,O,X,O
ZSLOTJI,O,O,O,O,X,O
ZSLOITJ,O,O,O,O,X,O
ZSLOIJT,O,O,O,O,X,O
ZSLOJTI,O,O,O,O,X,O
ZSLOJIT,O,O,O,O,X,O
ZSJTILO,O,O,O,O,X,X
ZSJTIOL,O,O,X,O,X,X
ZSJTLIO,O,O,O,O,X,X
ZSJTLOI,O,O,O,O,X,X
ZSJTOIL,O,O,X,O,X,X
ZSJTOLI,O,O,X,O,X,X
ZSJITLO,O,O,O,O,X,X
ZSJITOL,O,O,X,O,X,X
ZSJILTO,O,O,O,O,X,X
ZSJILOT,O,O,O,O,X,X
ZSJIOTL,O,O,X,O,X,X
ZSJIOLT,O,O,X,O,X,X
ZSJLTIO,O,O,O,O,X,X
ZSJLTOI,O,O,O,O,X,X
ZSJLITO,O,O,O,O,X,X
ZSJLIOT,O,O,O,O,X,X
ZSJLOTI,O,O,O,O,X,X
ZSJLOIT,O,O,O,O,X,X
ZSJOTIL,O,O,X,O,X,X
ZSJOTLI,O,O,X,O,X,X
ZSJOITL,O,O,X,O,X,X
ZSJOILT,O,O,X,O,X,X
ZSJOLTI,O,O,X,O,X,X
ZSJOLIT,O,O,X,O,X,X
ZSOTILJ,O,O,O,O,O,O
ZSOTIJL,O,O,O,O,O,X
ZSOTLIJ,O,O,O,O,O,O
ZSOTLJI,O,O,O,O,O,O
ZSOTJIL,O,O,O,O,O,X
ZSOTJLI,O,O,O,O,O,X
ZSOITLJ,O,O,O,O,O,O
ZSOITJL,O,O,O,O,O,X
ZSOILTJ,O,O,O,O,X,O
ZSOILJT,O,O,O,O,X,O
ZSOIJTL,O,O,O,O,X,X
ZSOIJLT,O,O,O,O,X,X
ZSOLTIJ,O,O,O,O,X,O
ZSOLTJI,O,O,O,O,X,O
ZSOLITJ,O,O,O,O,X,O
ZSOLIJT,O,O,O,O,X,O
ZSOLJTI,O,O,O,O,X,O
ZSOLJIT,O,O,O,O,X,O
ZSOJTIL,O,O,O,O,X,X
ZSOJTLI,O,O,O,O,X,X
ZSOJITL,O,O,O,O,X,X
ZSOJILT,O,O,O,O,X,X
ZSOJLTI,O,O,O,O,X,X
ZSOJLIT,O,O,O,O,X,X
ZOTILJS,O,O,O,O,O,X
ZOTILSJ,O,O,O,O,O,X
ZOTIJLS,O,O,X,O,O,X
ZOTIJSL,O,O,X,O,O,X
ZOTISLJ,O,O,O,O,O,O
ZOTISJL,O,O,O,O,O,X
ZOTLIJS,O,O,O,O,O,X
ZOTLISJ,O,O,O,O,O,X
ZOTLJIS,O,O,O,O,O,X
ZOTLJSI,O,O,O,O,O,X
ZOTLSIJ,O,O,O,O,O,X
ZOTLSJI,O,O,O,O,O,X
ZOTJILS,O,O,X,O,O,X
ZOTJISL,O,O,X,O,O,X
ZOTJLIS,O,O,X,O,O,X
ZOTJLSI,O,O,X,O,O,X
ZOTJSIL,O,O,X,O,O,X
ZOTJSLI,O,O,X,O,O,X
ZOTSILJ,O,O,O,O,O,O
ZOTSIJL,O,O,O,O,O,X
ZOTSLIJ,O,O,O,O,O,O
ZOTSLJI,O,O,O,O,O,O
ZOTSJIL,O,O,O,O,O,X
ZOTSJLI,O,O,O,O,O,X
ZOITLJS,O,O,O,O,O,X
ZOITLSJ,O,O,O,O,O,X
ZOITJLS,O,O,X,O,O,X
ZOITJSL,O,O,X,O,O,X
ZOITSLJ,O,O,O,O,O,O
ZOITSJL,O,O,O,O,O,X
ZOILTJS,O,O,O,O,O,X
ZOILTSJ,O,O,O,O,O,X
ZOILJTS,O,O,O,O,X,X
ZOILJST,O,O,O,O,X,O
ZOILSTJ,O,O,O,O,X,O
ZOILSJT,O,O,O,O,X,O
ZOIJTLS,O,O,X,O,O,X
ZOIJTSL,O,O,X,O,O,X
ZOIJLTS,O,O,X,O,X,X
ZOIJLST,O,O,X,O,X,O
ZOIJSTL,O,O,X,O,X,X
ZOIJSLT,O,O,X,O,X,X
ZOISTLJ,O,O,O,O,O,O
ZOISTJL,O,O,O,O,O,X
ZOISLTJ,O,O,O,O,X,O
ZOISLJT,O,O,O,O,X,O
ZOISJTL,O,O,O,O,X,X
ZOISJLT,O,O,O,O,X,X
ZOLTIJS,O,O,O,O,O,X
ZOLTISJ,O,O,O,O,O,X
ZOLTJIS,O,O,O,O,O,X
ZOLTJSI,O,O,O,O,O,X
ZOLTSIJ,O,O,O,O,O,X
ZOLTSJI,O,O,O,O,O,X
ZOLITJS,O,O,O,O,O,X
ZOLITSJ,O,O,O,O,O,X
ZOLIJTS,O,O,O,O,X,X
ZOLIJST,O,O,O,O,X,O
ZOLISTJ,O,O,O,O,X,O
ZOLISJT,O,O,O,O,X,O
ZOLJTIS,O,O,O,O,X,X
ZOLJTSI,O,O,O,O,X,X
ZOLJITS,O,O,O,O,X,X
ZOLJIST,O,O,O,O,X,O
ZOLJSTI,O,O,O,O,X,O
ZOLJSIT,O,O,O,O,X,O
ZOLSTIJ,O,O,O,O,X,O
ZOLSTJI,O,O,O,O,X,O
ZOLSITJ,O,O,O,O,X,O
ZOLSIJT,O,O,O,O,X,O
ZOLSJTI,O,O,O,O,X,O
ZOLSJIT,O,O,O,O,X,O
ZOJTILS,O,O,X,O,O,X
ZOJTISL,O,O,X,O,O,X
ZOJTLIS,O,O,X,O,O,X
ZOJTLSI,O,O,X,O,O,X
ZOJTSIL,O,O,X,O,O,X
ZOJTSLI,O,O,X,O,O,X
ZOJITLS,O,O,X,O,O,X
ZOJITSL,O,O,X,O,O,X
ZOJILTS,O,O,X,O,X,X
ZOJILST,O,O,X,O,X,O
ZOJISTL,O,O,X,O,X,X
ZOJISLT,O,O,X,O,X,X
ZOJLTIS,O,O,X,O,X,X
ZOJLTSI,O,O,X,O,X,X
ZOJLITS,O,O,X,O,X,X
ZOJLIST,O,O,X,O,X,O
ZOJLSTI,O,O,X,O,X,O
ZOJLSIT,O,O,X,O,X,O
ZOJSTIL,O,O,X,O,X,X
ZOJSTLI,O,O,X,O,X,X
ZOJSITL,O,O,X,O,X,X
ZOJSILT,O,O,X,O,X,X
ZOJSLTI,O,O,X,O,X,X
ZOJSLIT,O,O,X,O,X,X
ZOSTILJ,O,O,O,O,O,O
ZOSTIJL,O,O,O,O,O,X
ZOSTLIJ,O,O,O,O,O,O
ZOSTLJI,O,O,O,O,O,O
ZOSTJIL,O,O,O,O,O,X
ZOSTJLI,O,O,O,O,O,X
ZOSITLJ,O,O,O,O,O,O
ZOSITJL,O,O,O,O,O,X
ZOSILTJ,O,O,O,O,X,O
ZOSILJT,O,O,O,O,X,O
ZOSIJTL,O,O,O,O,X,X
ZOSIJLT,O,O,O,O,X,X
ZOSLTIJ,O,O,O,O,X,O
ZOSLTJI,O,O,O,O,X,O
ZOSLITJ,O,O,O,O,X,O
ZOSLIJT,O,O,O,O,X,O
ZOSLJTI,O,O,O,O,X,O
ZOSLJIT,O,O,O,O,X,O
ZOSJTIL,O,O,O,O,X,X
ZOSJTLI,O,O,O,O,X,X
ZOSJITL,O,O,O,O,X,X
ZOSJILT,O,O,O,O,X,X
ZOSJLTI,O,O,O,O,X,X
ZOSJLIT,O,O,O,O,X,X
OTILJSZ,X,X,O,X,X,O
OTILJZS,X,X,O,X,X,X
OTILSJZ,X,X,O,X,X,O
OTILSZJ,X,X,O,X,X,O
OTILZJS,X,X,O,X,X,X
OTILZSJ,X,X,O,X,X,X
OTIJLSZ,X,X,O,X,X,O
OTIJLZS,X,X,O,X,X,X
OTIJSLZ,X,X,O,X,O,O
OTIJSZL,X,X,O,X,O,X
OTIJZLS,X,X,X,X,O,X
OTIJZSL,X,X,X,X,O,X
OTISLJZ,X,O,O,X,O,O
OTISLZJ,X,O,O,X,O,O
OTISJLZ,X,X,O,X,O,O
OTISJZL,X,X,O,X,O,X
OTISZLJ,X,O,O,X,O,O
OTISZJL,X,O,O,X,O,X
OTIZLJS,X,X,O,X,O,X
OTIZLSJ,X,O,O,X,O,X
OTIZJLS,X,X,X,X,O,X
OTIZJSL,X,O,X,X,O,X
OTIZSLJ,X,O,O,X,O,O
OTIZSJL,X,O,O,X,O,X
OTLIJSZ,X,X,O,X,X,O
OTLIJZS,X,X,O,X,X,X
OTLISJZ,X,X,O,X,X,O
OTLISZJ,X,X,O,X,X,O
OTLIZJS,X,X,O,X,X,X
OTLIZSJ,X,X,O,X,X,X
OTLJISZ,X,X,O,X,X,O
OTLJIZS,X,X,O,X,X,X
OTLJSIZ,X,X,O,X,X,O
OTLJSZI,X,X,O,X,X,O
OTLJZIS,X,X,O,X,X,X
OTLJZSI,X,X,O,X,X,X
OTLSIJZ,X,X,O,X,X,O
OTLSIZJ,X,X,O,X,X,O
OTLSJIZ,X,X,O,X,X,O
OTLSJZI,X,X,O,X,X,O
OTLSZIJ,X,X,O,X,X,O
OTLSZJI,X,X,O,X,X,O
OTLZIJS,X,X,O,X,X,X
OTLZISJ,X,X,O,X,X,X
OTLZJIS,X,X,O,X,X,X
OTLZJSI,X,X,O,X,X,X
OTLZSIJ,X,X,O,X,X,X
OTLZSJI,X,X,O,X,X,X
OTJILSZ,X,X,O,X,X,O
OTJILZS,X,X,O,X,X,X
OTJISLZ,X,X,O,X,O,O
OTJISZL,X,X,O,X,O,X
OTJIZLS,X,X,X,X,O,X
OTJIZSL,X,X,X,X,O,X
OTJLISZ,X,X,O,X,X,O
OTJLIZS,X,X,O,X,X,X
OTJLSIZ,X,X,O,X,X,O
OTJLSZI,X,X,O,X,X,O
OTJLZIS,X,X,O,X,X,X
OTJLZSI,X,X,O,X,X,X
OTJSILZ,X,X,O,X,O,O
OTJSIZL,X,X,O,X,O,X
OTJSLIZ,X,X,O,X,O,O
OTJSLZI,X,X,O,X,O,O
OTJSZIL,X,X,O,X,O,X
OTJSZLI,X,X,O,X,O,X
OTJZILS,X,X,X,X,O,X
OTJZISL,X,X,X,X,O,X
OTJZLIS,X,X,X,X,O,X
OTJZLSI,X,X,X,X,O,X
OTJZSIL,X,X,X,X,O,X
OTJZSLI,X,X,X,X,O,X
OTSILJZ,X,O,O,X,O,O
OTSILZJ,X,O,O,X,O,O
OTSIJLZ,X,X,O,X,O,O
OTSIJZL,X,X,O,X,O,X
OTSIZLJ,X,O,O,X,O,O
OTSIZJL,X,O,O,X,O,X
OTSLIJZ,X,O,O,X,O,O
OTSLIZJ,X,O,O,X,O,O
OTSLJIZ,X,O,O,X,O,O
OTSLJZI,X,O,O,X,O,O
OTSLZIJ,X,O,O,X,O,O
OTSLZJI,X,O,O,X,O,O
OTSJILZ,X,X,O,X,O,O
OTSJIZL,X,X,O,X,O,X
OTSJLIZ,X,X,O,X,O,O
OTSJLZI,X,X,O,X,O,O
OTSJZIL,X,X,O,X,O,X
OTSJZLI,X,X,O,X,O,X
OTSZILJ,X,O,O,X,O,O
OTSZIJL,X,O,O,X,O,X
OTSZLIJ,X,O,O,X,O,O
OTSZLJI,X,O,O,X,O,O
OTSZJIL,X,O,O,X,O,X
OTSZJLI,X,O,O,X,O,X
OTZILJS,X,X,O,X,O,X
OTZILSJ,X,O,O,X,O,X
OTZIJLS,X,X,X,X,O,X
OTZIJSL,X,O,X,X,O,X
OTZISLJ,X,O,O,X,O,O
OTZISJL,X,O,O,X,O,X
OTZLIJS,X,X,O,X,O,X
OTZLISJ,X,O,O,X,O,X
OTZLJIS,X,X,O,X,O,X
OTZLJSI,X,X,O,X,O,X
OTZLSIJ,X,O,O,X,O,X
OTZLSJI,X,O,O,X,O,X
OTZJILS,X,X,X,X,O,X
OTZJISL,X,O,X,X,O,X
OTZJLIS,X,X,X,X,O,X
OTZJLSI,X,X,X,X,O,X
OTZJSIL,X,O,X,X,O,X
OTZJSLI,X,O,X,X,O,X
OTZSILJ,X,O,O,X,O,O
OTZSIJL,X,O,O,X,O,X
OTZSLIJ,X,O,O,X,O,O
OTZSLJI,X,O,O,X,O,O
OTZSJIL,X,O,O,X,O,X
OTZSJLI,X,O,O,X,O,X
OITLJSZ,X,X,O,X,X,O
OITLJZS,X,X,O,X,X,X
OITLSJZ,X,X,O,X,X,O
OITLSZJ,X,X,O,X,X,O
OITLZJS,X,X,O,X,X,X
OITLZSJ,X,X,O,X,X,X
OITJLSZ,X,X,O,X,X,O
OITJLZS,X,X,O,X,X,X
OITJSLZ,X,X,O,X,O,O
OITJSZL,X,X,O,X,O,X
OITJZLS,X,X,X,X,O,X
OITJZSL,X,X,X,X,O,X
OITSLJZ,X,O,O,X,O,O
OITSLZJ,X,O,O,X,O,O
OITSJLZ,X,X,O,X,O,O
OITSJZL,X,X,O,X,O,X
OITSZLJ,X,O,O,X,O,O
OITSZJL,X,O,O,X,O,X
OITZLJS,X,X,O,X,O,X
OITZLSJ,X,O,O,X,O,X
OITZJLS,X,X,X,X,O,X
OITZJSL,X,O,X,X,O,X
OITZSLJ,X,O,O,X,O,O
OITZSJL,X,O,O,X,O,X
OILTJSZ,X,X,O,X,X,O
OILTJZS,X,X,O,X,X,X
OILTSJZ,X,X,O,X,X,O
OILTSZJ,X,X,O,X,X,O
OILTZJS,X,X,O,X,X,X
OILTZSJ,X,X,O,X,X,X
OILJTSZ,X,X,O,O,X,O
OILJTZS,X,X,O,O,X,X
OILJSTZ,O,O,O,O,X,O
OILJSZT,O,O,O,O,X,O
OILJZTS,O,O,O,O,X,X
OILJZST,O,O,O,O,X,O
OILSTJZ,O,O,O,X,X,O
OILSTZJ,O,O,O,O,X,O
OILSJTZ,O,O,O,O,X,O
OILSJZT,O,O,O,O,X,O
OILSZTJ,O,O,O,O,X,O
OILSZJT,O,O,O,O,X,O
OILZTJS,O,O,O,O,X,X
OILZTSJ,O,O,O,O,X,X
OILZJTS,O,O,O,O,X,X
OILZJST,O,O,O,O,X,O
OILZSTJ,O,O,O,O,X,O
OILZSJT,O,O,O,O,X,O
OIJTLSZ,X,X,O,X,X,O
OIJTLZS,X,X,O,X,X,X
OIJTSLZ,X,X,O,X,X,O
OIJTSZL,X,X,O,O,X,X
OIJTZLS,X,X,X,O,X,X
OIJTZSL,X,X,X,O,X,X
OIJLTSZ,X,X,O,O,X,O
OIJLTZS,X,X,O,O,X,X
OIJLSTZ,O,O,O,O,X,O
OIJLSZT,O,O,O,O,X,O
OIJLZTS,O,O,O,O,X,X
OIJLZST,O,O,O,O,X,O
OIJSTLZ,X,X,O,X,X,O
OIJSTZL,X,X,O,O,X,X
OIJSLTZ,O,X,O,X,X,O
OIJSLZT,O,X,O,X,X,O
OIJSZTL,O,X,O,O,X,X
OIJSZLT,O,X,O,O,X,X
OIJZTLS,O,O,X,O,X,X
OIJZTSL,O,X,X,O,X,X
OIJZLTS,O,O,X,O,X,X
OIJZLST,O,O,X,O,X,O
OIJZSTL,O,X,X,O,X,X
OIJZSLT,O,O,X,O,X,X
OISTLJZ,X,O,O,X,X,O
OISTLZJ,X,O,O,X,X,O
OISTJLZ,X,X,O,X,X,O
OISTJZL,X,X,O,X,X,X
OISTZLJ,X,O,O,O,X,O
OISTZJL,X,O,O,O,X,X
OISLTJZ,O,O,O,X,X,O
OISLTZJ,O,O,O,O,X,O
OISLJTZ,O,O,O,O,X,O
OISLJZT,O,O,O,O,X,O
OISLZTJ,O,O,O,O,X,O
OISLZJT,O,O,O,O,X,O
OISJTLZ,X,X,O,X,X,O
OISJTZL,X,X,O,O,X,X
OISJLTZ,O,X,O,X,X,O
OISJLZT,O,X,O,X,X,O
OISJZTL,O,X,O,O,X,X
OISJZLT,O,X,O,O,X,X
OISZTLJ,O,O,O,O,X,O
OISZTJL,O,O,O,O,X,X
OISZLTJ,O,O,O,O,X,O
OISZLJT,O,O,O,O,X,O
OISZJTL,O,O,O,O,X,X
OISZJLT,O,O,O,O,X,X
OIZTLJS,O,O,O,O,O,X
OIZTLSJ,O,O,O,O,O,X
OIZTJLS,O,O,X,O,O,X
OIZTJSL,O,O,X,O,O,X
OIZTSLJ,O,O,O,O,O,O
OIZTSJL,O,O,O,O,O,X
OIZLTJS,O,O,O,O,O,X
OIZLTSJ,O,O,O,O,O,X
OIZLJTS,O,O,O,O,X,X
OIZLJST,O,O,O,O,X,O
OIZLSTJ,O,O,O,O,X,O
OIZLSJT,O,O,O,O,X,O
OIZJTLS,O,O,X,O,O,X
OIZJTSL,O,O,X,O,O,X
OIZJLTS,O,O,X,O,X,X
OIZJLST,O,O,X,O,X,O
OIZJSTL,O,O,X,O,X,X
OIZJSLT,O,O,X,O,X,X
OIZSTLJ,O,O,O,O,O,O
OIZSTJL,O,O,O,O,O,X
OIZSLTJ,O,O,O,O,X,O
OIZSLJT,O,O,O,O,X,O
OIZSJTL,O,O,O,O,X,X
OIZSJLT,O,O,O,O,X,X
OLTIJSZ,X,X,O,X,X,O
OLTIJZS,X,X,O,X,X,X
OLTISJZ,X,X,O,X,X,O
OLTISZJ,X,X,O,X,X,O
OLTIZJS,X,X,O,X,X,X
OLTIZSJ,X,X,O,X,X,X
OLTJISZ,X,X,O,X,X,O
OLTJIZS,X,X,O,X,X,X
OLTJSIZ,X,X,O,X,X,O
OLTJSZI,X,X,O,X,X,O
OLTJZIS,X,X,O,X,X,X
OLTJZSI,X,X,O,X,X,X
OLTSIJZ,X,X,O,X,X,O
OLTSIZJ,X,X,O,X,X,O
OLTSJIZ,X,X,O,X,X,O
OLTSJZI,X,X,O,X,X,O
OLTSZIJ,X,X,O,X,X,O
OLTSZJI,X,X,O,X,X,O
OLTZIJS,X,X,O,X,X,X
OLTZISJ,X,X,O,X,X,X
OLTZJIS,X,X,O,X,X,X
OLTZJSI,X,X,O,X,X,X
OLTZSIJ,X,X,O,X,X,X
OLTZSJI,X,X,O,X,X,X
OLITJSZ,X,X,O,X,X,O
OLITJZS,X,X,O,X,X,X
OLITSJZ,X,X,O,X,X,O
OLITSZJ,X,X,O,X,X,O
OLITZJS,X,X,O,X,X,X
OLITZSJ,X,X,O,X,X,X
OLIJTSZ,X,X,O,O,X,O
OLIJTZS,X,X,O,O,X,X
OLIJSTZ,O,O,O,O,X,O
OLIJSZT,O,O,O,O,X,O
OLIJZTS,O,O,O,O,X,X
OLIJZST,O,O,O,O,X,O
OLISTJZ,O,O,O,X,X,O
OLISTZJ,O,O,O,O,X,O
OLISJTZ,O,O,O,O,X,O
OLISJZT,O,O,O,O,X,O
OLISZTJ,O,O,O,O,X,O
OLISZJT,O,O,O,O,X,O
OLIZTJS,O,O,O,O,X,X
OLIZTSJ,O,O,O,O,X,X
OLIZJTS,O,O,O,O,X,X
OLIZJST,O,O,O,O,X,O
OLIZSTJ,O,O,O,O,X,O
OLIZSJT,O,O,O,O,X,O
OLJTISZ,X,X,O,O,X,O
OLJTIZS,X,X,O,O,X,X
OLJTSIZ,X,X,O,O,X,O
OLJTSZI,X,X,O,O,X,O
OLJTZIS,X,X,O,O,X,X
OLJTZSI,X,X,O,O,X,X
OLJITSZ,X,X,O,O,X,O
OLJITZS,X,X,O,O,X,X
OLJISTZ,O,O,O,O,X,O
OLJISZT,O,O,O,O,X,O
OLJIZTS,O,O,O,O,X,X
OLJIZST,O,O,O,O,X,O
OLJSTIZ,O,O,O,O,X,O
OLJSTZI,O,O,O,O,X,O
OLJSITZ,O,O,O,O,X,O
OLJSIZT,O,O,O,O,X,O
OLJSZTI,O,O,O,O,X,O
OLJSZIT,O,O,O,O,X,O
OLJZTIS,O,O,O,O,X,X
OLJZTSI,O,O,O,O,X,X
OLJZITS,O,O,O,O,X,X
OLJZIST,O,O,O,O,X,O
OLJZSTI,O,O,O,O,X,O
OLJZSIT,O,O,O,O,X,O
OLSTIJZ,O,O,O,X,X,O
OLSTIZJ,O,O,O,O,X,O
OLSTJIZ,O,O,O,X,X,O
OLSTJZI,O,O,O,X,X,O
OLSTZIJ,O,O,O,O,X,O
OLSTZJI,O,O,O,O,X,O
OLSITJZ,O,O,O,X,X,O
OLSITZJ,O,O,O,O,X,O
OLSIJTZ,O,O,O,O,X,O
OLSIJZT,O,O,O,O,X,O
OLSIZTJ,O,O,O,O,X,O
OLSIZJT,O,O,O,O,X,O
OLSJTIZ,O,O,O,O,X,O
OLSJTZI,O,O,O,O,X,O
OLSJITZ,O,O,O,O,X,O
OLSJIZT,O,O,O,O,X,O
OLSJZTI,O,O,O,O,X,O
OLSJZIT,O,O,O,O,X,O
OLSZTIJ,O,O,O,O,X,O
OLSZTJI,O,O,O,O,X,O
OLSZITJ,O,O,O,O,X,O
OLSZIJT,O,O,O,O,X,O
OLSZJTI,O,O,O,O,X,O
OLSZJIT,O,O,O,O,X,O
OLZTIJS,O,O,O,O,X,X
OLZTISJ,O,O,O,O,X,X
OLZTJIS,O,O,O,O,X,X
OLZTJSI,O,O,O,O,X,X
OLZTSIJ,O,O,O,O,X,X
OLZTSJI,O,O,O,O,X,X
OLZITJS,O,O,O,O,X,X
OLZITSJ,O,O,O,O,X,X
OLZIJTS,O,O,O,O,X,X
OLZIJST,O,O,O,O,X,O
OLZISTJ,O,O,O,O,X,O
OLZISJT,O,O,O,O,X,O
OLZJTIS,O,O,O,O,X,X
OLZJTSI,O,O,O,O,X,X
OLZJITS,O,O,O,O,X,X
OLZJIST,O,O,O,O,X,O
OLZJSTI,O,O,O,O,X,O
OLZJSIT,O,O,O,O,X,O
OLZSTIJ,O,O,O,O,X,O
OLZSTJI,O,O,O,O,X,O
OLZSITJ,O,O,O,O,X,O
OLZSIJT,O,O,O,O,X,O
OLZSJTI,O,O,O,O,X,O
OLZSJIT,O,O,O,O,X,O
OJTILSZ,X,X,O,X,X,O
OJTILZS,X,X,O,X,X,X
OJTISLZ,X,X,O,X,X,O
OJTISZL,X,X,O,O,X,X
OJTIZLS,X,X,X,O,X,X
OJTIZSL,X,X,X,O,X,X
OJTLISZ,X,X,O,X,X,O
OJTLIZS,X,X,O,X,X,X
OJTLSIZ,X,X,O,X,X,O
OJTLSZI,X,X,O,X,X,O
OJTLZIS,X,X,O,X,X,X
OJTLZSI,X,X,O,X,X,X
OJTSILZ,X,X,O,X,X,O
OJTSIZL,X,X,O,O,X,X
OJTSLIZ,X,X,O,X,X,O
OJTSLZI,X,X,O,X,X,O
OJTSZIL,X,X,O,O,X,X
OJTSZLI,X,X,O,O,X,X
OJTZILS,X,X,X,O,X,X
OJTZISL,X,X,X,O,X,X
OJTZLIS,X,X,X,O,X,X
OJTZLSI,X,X,X,O,X,X
OJTZSIL,X,X,X,O,X,X
OJTZSLI,X,X,X,O,X,X
OJITLSZ,X,X,O,X,X,O
OJITLZS,X,X,O,X,X,X
OJITSLZ,X,X,O,X,X,O
OJITSZL,X,X,O,O,X,X
OJITZLS,X,X,X,O,X,X
OJITZSL,X,X,X,O,X,X
OJILTSZ,X,X,O,O,X,O
OJILTZS,X,X,O,O,X,X
OJILSTZ,O,O,O,O,X,O
OJILSZT,O,O,O,O,X,O
OJILZTS,O,O,O,O,X,X
OJILZST,O,O,O,O,X,O
OJISTLZ,X,X,O,X,X,O
OJISTZL,X,X,O,O,X,X
OJISLTZ,O,X,O,X,X,O
OJISLZT,O,X,O,X,X,O
