sequence,v115@OhB8AeA8FeB8AeD8CeC8Je/EJvhFRgBFiB6oBTlB0m?B2wB,v115@OhB8AeA8FeB8AeD8CeC8Je/EJvhFRgBcmBOnB6oBTl?B1wB,v115@OhB8AeA8FeB8AeD8CeC8JeT/IvhF2lBFiB6oBfsBRq?BUrB,v115@OhB8AeA8FeB8AeD8CeC8Jex/IvhFXiB6oB0kBllBmr?BTrB,v115@OhB8AeA8FeB8AeD8CeC8Jex/IvhFXiB6oB0kBllBOr?BzrB,v115@OhB8AeA8FeB8AeD8CeC8JeT/IvhFxhB6oB0lBmmBXl?B1wB
ZJOLIST,O,X,X,X,X,X
ZJOLSTI,O,O,X,O,O,X
ZJOLSIT,O,X,X,X,X,X
ZJOSTIL,O,O,X,O,O,X
ZJOSTLI,O,O,X,O,O,X
ZJOSITL,O,X,X,X,X,X
ZJOSILT,O,X,X,X,X,X
ZJOSLTI,O,O,X,O,O,X
ZJOSLIT,O,X,X,X,X,X
ZSTILJO,O,O,O,O,O,X
ZSTILOJ,O,O,O,O,O,X
ZSTIJLO,X,O,O,O,O,X
ZSTIJOL,X,O,O,O,X,X
ZSTIOLJ,X,O,O,O,O,X
ZSTIOJL,X,O,O,X,O,X
ZSTLIJO,O,O,O,O,O,X
ZSTLIOJ,O,O,O,O,O,X
ZSTLJIO,O,O,X,O,O,O
ZSTLJOI,O,O,X,O,O,O
ZSTLOIJ,O,O,O,O,O,X
ZSTLOJI,X,O,X,O,O,O
ZSTJILO,O,O,X,O,O,O
ZSTJIOL,X,O,X,O,X,O
ZSTJLIO,O,O,X,O,O,O
ZSTJLOI,O,O,X,O,O,O
ZSTJOIL,O,O,X,O,X,O
ZSTJOLI,O,O,X,O,X,O
ZSTOILJ,O,O,O,O,O,X
ZSTOIJL,X,O,O,X,O,X
ZSTOLIJ,O,O,O,O,O,X
ZSTOLJI,X,O,X,O,O,O
ZSTOJIL,X,O,X,X,O,O
ZSTOJLI,X,O,X,X,O,O
ZSITLJO,O,X,O,O,O,X
ZSITLOJ,O,X,O,O,O,X
ZSITJLO,X,X,O,O,O,X
ZSITJOL,X,X,O,O,X,X
ZSITOLJ,X,X,O,O,O,X
ZSITOJL,X,X,O,X,O,X
ZSILTJO,O,X,O,O,O,X
ZSILTOJ,O,X,O,O,O,X
ZSILJTO,O,X,O,O,X,X
ZSILJOT,O,X,O,X,X,X
ZSILOTJ,O,X,O,X,O,X
ZSILOJT,O,X,O,X,X,X
ZSIJTLO,O,X,O,O,X,X
ZSIJTOL,O,X,O,O,X,X
ZSIJLTO,O,X,O,O,X,X
ZSIJLOT,O,X,O,X,X,X
ZSIJOTL,O,X,O,X,X,X
ZSIJOLT,O,X,O,X,X,X
ZSIOTLJ,O,X,O,X,O,X
ZSIOTJL,X,X,O,X,O,X
ZSIOLTJ,O,X,O,X,O,X
ZSIOLJT,O,X,O,X,X,X
ZSIOJTL,O,X,O,X,X,X
ZSIOJLT,O,X,O,X,X,X
ZSLTIJO,O,O,O,O,O,X
ZSLTIOJ,O,O,O,O,O,X
ZSLTJIO,O,O,X,O,O,O
ZSLTJOI,O,O,X,O,O,O
ZSLTOIJ,O,O,O,O,O,X
ZSLTOJI,X,O,X,O,O,O
ZSLITJO,O,X,O,O,O,X
ZSLITOJ,O,X,O,O,O,X
ZSLIJTO,O,X,O,O,X,X
ZSLIJOT,O,X,O,X,X,X
ZSLIOTJ,O,X,O,X,O,X
ZSLIOJT,O,X,O,X,X,X
ZSLJTIO,O,X,X,O,O,X
ZSLJTOI,O,X,X,O,O,X
ZSLJITO,O,X,X,O,X,X
ZSLJIOT,O,X,X,X,X,X
ZSLJOTI,O,O,X,O,X,X
ZSLJOIT,O,X,X,X,X,X
ZSLOTIJ,O,O,O,O,O,X
ZSLOTJI,X,O,X,O,O,O
ZSLOITJ,O,X,O,X,O,X
ZSLOIJT,O,X,O,X,X,X
ZSLOJTI,O,O,X,O,O,X
ZSLOJIT,O,X,X,X,X,X
ZSJTILO,O,X,X,O,O,X
ZSJTIOL,O,X,X,O,X,X
ZSJTLIO,O,X,X,O,O,X
ZSJTLOI,O,X,X,O,O,X
ZSJTOIL,O,X,X,O,X,X
ZSJTOLI,O,X,X,O,X,X
ZSJITLO,O,X,X,O,X,X
ZSJITOL,O,X,X,O,X,X
ZSJILTO,O,X,X,O,X,X
ZSJILOT,O,X,X,X,X,X
ZSJIOTL,O,X,X,X,X,X
ZSJIOLT,O,X,X,X,X,X
ZSJLTIO,O,X,X,O,O,X
ZSJLTOI,O,X,X,O,O,X
ZSJLITO,O,X,X,O,X,X
ZSJLIOT,O,X,X,X,X,X
ZSJLOTI,O,O,X,O,X,X
ZSJLOIT,O,X,X,X,X,X
ZSJOTIL,O,O,X,O,X,X
ZSJOTLI,O,O,X,O,X,X
ZSJOITL,O,X,X,X,X,X
ZSJOILT,O,X,X,X,X,X
ZSJOLTI,O,O,X,O,X,X
ZSJOLIT,O,X,X,X,X,X
ZSOTILJ,O,O,O,O,O,X
ZSOTIJL,X,O,O,X,O,X
ZSOTLIJ,O,O,O,O,O,X
ZSOTLJI,X,O,X,O,O,O
ZSOTJIL,X,O,X,X,O,O
ZSOTJLI,X,O,X,X,O,O
ZSOITLJ,O,X,O,X,O,X
ZSOITJL,X,X,O,X,O,X
ZSOILTJ,O,X,O,X,O,X
ZSOILJT,O,X,O,X,X,X
ZSOIJTL,O,X,O,X,X,X
ZSOIJLT,O,X,O,X,X,X
ZSOLTIJ,O,O,O,O,O,X
ZSOLTJI,X,O,X,O,O,O
ZSOLITJ,O,X,O,X,O,X
ZSOLIJT,O,X,O,X,X,X
ZSOLJTI,O,O,X,O,O,X
ZSOLJIT,O,X,X,X,X,X
ZSOJTIL,O,O,X,O,O,X
ZSOJTLI,O,O,X,O,O,X
ZSOJITL,O,X,X,X,X,X
ZSOJILT,O,X,X,X,X,X
ZSOJLTI,O,O,X,O,O,X
ZSOJLIT,O,X,X,X,X,X
ZOTILJS,X,O,X,O,O,O
ZOTILSJ,X,O,X,O,O,X
ZOTIJLS,X,O,X,O,O,O
ZOTIJSL,X,O,X,O,O,O
ZOTISLJ,X,O,X,O,O,X
ZOTISJL,X,O,X,X,O,X
ZOTLIJS,X,O,X,O,O,O
ZOTLISJ,X,O,X,O,O,X
ZOTLJIS,X,O,X,O,O,O
ZOTLJSI,X,O,X,O,O,O
ZOTLSIJ,O,O,O,O,O,X
ZOTLSJI,X,O,X,O,O,O
ZOTJILS,X,O,X,O,O,O
ZOTJISL,X,O,X,O,O,O
ZOTJLIS,X,O,X,O,O,O
ZOTJLSI,X,O,X,O,O,O
ZOTJSIL,X,O,X,O,O,O
ZOTJSLI,X,O,X,O,O,O
ZOTSILJ,O,O,O,O,O,X
ZOTSIJL,X,O,O,X,O,X
ZOTSLIJ,O,O,O,O,O,X
ZOTSLJI,X,O,X,O,O,O
ZOTSJIL,X,O,X,X,O,O
ZOTSJLI,X,O,X,X,O,O
ZOITLJS,X,X,X,O,O,O
ZOITLSJ,X,X,X,O,O,X
ZOITJLS,X,X,X,O,O,O
ZOITJSL,X,X,X,O,O,O
ZOITSLJ,X,X,X,O,O,X
ZOITSJL,X,X,X,X,O,X
ZOILTJS,X,X,X,O,O,O
ZOILTSJ,X,X,X,O,O,X
ZOILJTS,X,X,X,X,O,X
ZOILJST,X,X,O,X,X,X
ZOILSTJ,X,X,O,X,O,X
ZOILSJT,X,X,O,X,X,X
ZOIJTLS,X,X,X,X,O,X
ZOIJTSL,X,X,X,X,O,X
ZOIJLTS,X,X,X,X,O,X
ZOIJLST,X,X,O,X,X,X
ZOIJSTL,X,X,O,X,X,X
ZOIJSLT,X,X,O,X,X,X
ZOISTLJ,X,X,O,X,O,X
ZOISTJL,X,X,O,X,O,X
ZOISLTJ,X,X,O,X,O,X
ZOISLJT,X,X,O,X,X,X
ZOISJTL,X,X,O,X,X,X
ZOISJLT,X,X,O,X,X,X
ZOLTIJS,X,O,X,O,O,O
ZOLTISJ,X,O,X,O,O,X
ZOLTJIS,X,O,X,O,O,O
ZOLTJSI,X,O,X,O,O,O
ZOLTSIJ,O,O,O,O,O,X
ZOLTSJI,X,O,X,O,O,O
ZOLITJS,X,X,X,O,O,O
ZOLITSJ,X,X,X,O,O,X
ZOLIJTS,X,X,X,X,O,X
ZOLIJST,X,X,O,X,X,X
ZOLISTJ,X,X,O,X,O,X
ZOLISJT,X,X,O,X,X,X
ZOLJTIS,O,O,X,O,O,O
ZOLJTSI,O,O,X,O,O,O
ZOLJITS,O,X,X,X,O,X
ZOLJIST,O,X,X,X,X,X
ZOLJSTI,O,O,X,O,O,X
ZOLJSIT,O,X,X,X,X,X
ZOLSTIJ,O,O,O,O,O,X
ZOLSTJI,X,O,X,O,O,O
ZOLSITJ,O,X,O,X,O,X
ZOLSIJT,O,X,O,X,X,X
ZOLSJTI,O,O,X,O,O,X
ZOLSJIT,O,X,X,X,X,X
ZOJTILS,O,O,X,O,O,O
ZOJTISL,O,O,X,O,O,O
ZOJTLIS,O,O,X,O,O,O
ZOJTLSI,O,O,X,O,O,O
ZOJTSIL,O,O,X,O,O,O
ZOJTSLI,O,O,X,O,O,O
ZOJITLS,O,X,X,X,O,X
ZOJITSL,O,X,X,X,O,X
ZOJILTS,O,X,X,X,O,X
ZOJILST,O,X,X,X,X,X
ZOJISTL,O,X,X,X,X,X
ZOJISLT,O,X,X,X,X,X
ZOJLTIS,O,O,X,O,O,O
ZOJLTSI,O,O,X,O,O,O
ZOJLITS,O,X,X,X,O,X
ZOJLIST,O,X,X,X,X,X
ZOJLSTI,O,O,X,O,O,X
ZOJLSIT,O,X,X,X,X,X
ZOJSTIL,O,O,X,O,O,X
ZOJSTLI,O,O,X,O,O,X
ZOJSITL,O,X,X,X,X,X
ZOJSILT,O,X,X,X,X,X
ZOJSLTI,O,O,X,O,O,X
ZOJSLIT,O,X,X,X,X,X
ZOSTILJ,O,O,O,O,O,X
ZOSTIJL,X,O,O,X,O,X
ZOSTLIJ,O,O,O,O,O,X
ZOSTLJI,X,O,X,O,O,O
ZOSTJIL,X,O,X,X,O,O
ZOSTJLI,X,O,X,X,O,O
ZOSITLJ,O,X,O,X,O,X
ZOSITJL,X,X,O,X,O,X
ZOSILTJ,O,X,O,X,O,X
ZOSILJT,O,X,O,X,X,X
ZOSIJTL,O,X,O,X,X,X
ZOSIJLT,O,X,O,X,X,X
ZOSLTIJ,O,O,O,O,O,X
ZOSLTJI,X,O,X,O,O,O
ZOSLITJ,O,X,O,X,O,X
ZOSLIJT,O,X,O,X,X,X
ZOSLJTI,O,O,X,O,O,X
ZOSLJIT,O,X,X,X,X,X
ZOSJTIL,O,O,X,O,O,X
ZOSJTLI,O,O,X,O,O,X
ZOSJITL,O,X,X,X,X,X
ZOSJILT,O,X,X,X,X,X
ZOSJLTI,O,O,X,O,O,X
ZOSJLIT,O,X,X,X,X,X
OTILJSZ,X,O,O,X,X,O
OTILJZS,X,O,X,X,X,O
OTILSJZ,O,O,O,X,X,O
OTILSZJ,O,O,O,X,O,X
OTILZJS,X,O,X,X,O,O
OTILZSJ,X,O,X,X,O,X
OTIJLSZ,X,O,O,X,X,O
OTIJLZS,X,O,X,X,X,O
OTIJSLZ,X,O,O,X,X,O
OTIJSZL,X,O,O,X,X,O
OTIJZLS,X,O,X,X,X,O
OTIJZSL,X,O,X,X,X,O
OTISLJZ,O,O,O,X,X,O
OTISLZJ,O,O,O,X,O,X
OTISJLZ,O,O,O,X,X,O
OTISJZL,X,O,O,X,X,O
OTISZLJ,O,O,O,X,O,X
OTISZJL,X,O,O,X,O,X
OTIZLJS,X,O,X,X,O,O
OTIZLSJ,X,O,X,X,O,X
OTIZJLS,X,O,X,X,O,O
OTIZJSL,X,O,X,X,O,O
OTIZSLJ,X,O,X,X,O,X
OTIZSJL,X,O,X,X,O,X
OTLIJSZ,X,O,O,X,X,O
OTLIJZS,X,O,X,X,X,O
OTLISJZ,O,O,O,X,X,O
OTLISZJ,O,O,O,X,O,X
OTLIZJS,X,O,X,X,O,O
OTLIZSJ,X,O,X,X,O,X
OTLJISZ,O,O,X,X,X,O
OTLJIZS,X,O,X,X,X,O
OTLJSIZ,O,O,O,X,X,O
OTLJSZI,O,O,X,O,O,O
OTLJZIS,O,O,X,O,O,O
OTLJZSI,O,O,X,O,O,O
OTLSIJZ,O,O,O,X,X,O
OTLSIZJ,O,O,O,X,O,X
OTLSJIZ,O,O,O,X,X,O
OTLSJZI,O,O,X,X,O,O
OTLSZIJ,O,O,O,O,O,X
OTLSZJI,X,O,X,O,O,O
OTLZIJS,X,O,X,O,O,O
OTLZISJ,X,O,X,O,O,X
OTLZJIS,X,O,X,O,O,O
OTLZJSI,X,O,X,O,O,O
OTLZSIJ,O,O,O,O,O,X
OTLZSJI,X,O,X,O,O,O
OTJILSZ,O,O,X,X,X,O
OTJILZS,X,O,X,X,X,O
OTJISLZ,O,O,X,X,X,O
OTJISZL,O,O,X,X,X,O
OTJIZLS,X,O,X,X,X,O
OTJIZSL,X,O,X,X,X,O
OTJLISZ,O,O,X,X,X,O
OTJLIZS,X,O,X,X,X,O
OTJLSIZ,O,O,O,X,X,O
OTJLSZI,O,O,X,O,O,O
OTJLZIS,O,O,X,O,O,O
OTJLZSI,O,O,X,O,O,O
OTJSILZ,O,O,O,X,X,O
OTJSIZL,O,O,O,X,X,O
OTJSLIZ,O,O,O,X,X,O
OTJSLZI,O,O,X,O,O,O
OTJSZIL,O,O,X,O,O,O
OTJSZLI,O,O,X,O,O,O
OTJZILS,O,O,X,O,O,O
OTJZISL,O,O,X,O,O,O
OTJZLIS,O,O,X,O,O,O
OTJZLSI,O,O,X,O,O,O
OTJZSIL,O,O,X,O,O,O
OTJZSLI,O,O,X,O,O,O
OTSILJZ,O,O,O,X,X,O
OTSILZJ,O,O,O,X,O,X
OTSIJLZ,O,O,O,X,X,O
OTSIJZL,O,O,O,X,X,O
OTSIZLJ,O,O,O,X,O,X
OTSIZJL,X,O,O,X,O,X
OTSLIJZ,O,O,O,X,X,O
OTSLIZJ,O,O,O,X,O,X
OTSLJIZ,O,O,O,X,X,O
OTSLJZI,O,O,X,X,O,O
OTSLZIJ,O,O,O,O,O,X
OTSLZJI,X,O,X,O,O,O
OTSJILZ,O,O,O,X,X,O
OTSJIZL,O,O,O,X,X,O
OTSJLIZ,O,O,O,X,X,O
OTSJLZI,O,O,X,X,O,O
OTSJZIL,O,O,X,X,O,O
OTSJZLI,O,O,X,X,O,O
OTSZILJ,O,O,O,O,O,X
OTSZIJL,X,O,O,X,O,X
OTSZLIJ,O,O,O,O,O,X
OTSZLJI,X,O,X,O,O,O
OTSZJIL,X,O,X,X,O,O
OTSZJLI,X,O,X,X,O,O
OTZILJS,X,O,X,O,O,O
OTZILSJ,X,O,X,O,O,X
OTZIJLS,X,O,X,O,O,O
OTZIJSL,X,O,X,O,O,O
OTZISLJ,X,O,X,O,O,X
OTZISJL,X,O,X,X,O,X
OTZLIJS,X,O,X,O,O,O
OTZLISJ,X,O,X,O,O,X
OTZLJIS,X,O,X,O,O,O
OTZLJSI,X,O,X,O,O,O
OTZLSIJ,O,O,O,O,O,X
OTZLSJI,X,O,X,O,O,O
OTZJILS,X,O,X,O,O,O
OTZJISL,X,O,X,O,O,O
OTZJLIS,X,O,X,O,O,O
OTZJLSI,X,O,X,O,O,O
OTZJSIL,X,O,X,O,O,O
OTZJSLI,X,O,X,O,O,O
OTZSILJ,O,O,O,O,O,X
OTZSIJL,X,O,O,X,O,X
OTZSLIJ,O,O,O,O,O,X
OTZSLJI,X,O,X,O,O,O
OTZSJIL,X,O,X,X,O,O
OTZSJLI,X,O,X,X,O,O
OITLJSZ,X,O,O,X,X,O
OITLJZS,X,O,X,X,X,O
OITLSJZ,O,O,O,X,X,O
OITLSZJ,O,O,O,X,O,X
OITLZJS,X,O,X,X,O,O
OITLZSJ,X,O,X,X,O,X
OITJLSZ,X,O,O,X,X,O
OITJLZS,X,O,X,X,X,O
OITJSLZ,X,O,O,X,X,O
OITJSZL,X,O,O,X,X,O
OITJZLS,X,O,X,X,X,O
OITJZSL,X,O,X,X,X,O
OITSLJZ,O,O,O,X,X,O
OITSLZJ,O,O,O,X,O,X
OITSJLZ,O,O,O,X,X,O
OITSJZL,X,O,O,X,X,O
OITSZLJ,O,O,O,X,O,X
OITSZJL,X,O,O,X,O,X
OITZLJS,X,O,X,X,O,O
OITZLSJ,X,O,X,X,O,X
OITZJLS,X,O,X,X,O,O
OITZJSL,X,O,X,X,O,O
OITZSLJ,X,O,X,X,O,X
OITZSJL,X,O,X,X,O,X
OILTJSZ,X,O,O,X,X,O
OILTJZS,X,O,X,X,X,O
OILTSJZ,O,O,O,X,X,O
OILTSZJ,O,O,O,X,O,X
OILTZJS,X,O,X,X,O,O
OILTZSJ,X,O,X,X,O,X
OILJTSZ,O,O,O,X,X,O
OILJTZS,X,O,X,X,X,O
OILJSTZ,O,O,O,X,X,X
OILJSZT,O,X,O,X,X,X
OILJZTS,O,X,X,X,X,X
OILJZST,O,X,O,X,X,X
OILSTJZ,O,O,O,X,X,O
OILSTZJ,O,O,O,X,O,X
OILSJTZ,O,O,O,X,X,X
OILSJZT,O,X,O,X,X,X
OILSZTJ,O,X,O,X,O,X
OILSZJT,O,X,O,X,X,X
OILZTJS,X,X,X,X,O,O
OILZTSJ,X,X,X,X,O,X
OILZJTS,X,X,X,X,O,X
OILZJST,X,X,O,X,X,X
OILZSTJ,X,X,O,X,O,X
OILZSJT,X,X,O,X,X,X
OIJTLSZ,O,O,O,X,X,O
OIJTLZS,X,O,X,X,X,O
OIJTSLZ,O,O,O,X,X,O
OIJTSZL,O,O,O,X,X,O
OIJTZLS,X,O,X,X,X,O
OIJTZSL,X,O,X,X,X,O
OIJLTSZ,O,O,O,X,X,O
OIJLTZS,X,O,X,X,X,O
OIJLSTZ,O,O,O,X,X,X
OIJLSZT,O,X,O,X,X,X
OIJLZTS,O,X,X,X,X,X
OIJLZST,O,X,O,X,X,X
OIJSTLZ,O,O,O,X,X,X
OIJSTZL,O,O,O,X,X,X
OIJSLTZ,O,O,O,X,X,X
OIJSLZT,O,X,O,X,X,X
OIJSZTL,O,X,O,X,X,X
OIJSZLT,O,X,O,X,X,X
OIJZTLS,O,X,X,X,X,X
OIJZTSL,O,X,X,X,X,X
OIJZLTS,O,X,X,X,X,X
OIJZLST,O,X,O,X,X,X
OIJZSTL,O,X,O,X,X,X
OIJZSLT,O,X,O,X,X,X
OISTLJZ,O,O,O,X,X,O
OISTLZJ,O,O,O,X,O,X
OISTJLZ,O,O,O,X,X,O
OISTJZL,O,O,O,X,X,O
OISTZLJ,O,O,O,X,O,X
OISTZJL,X,O,O,X,O,X
OISLTJZ,O,O,O,X,X,O
OISLTZJ,O,O,O,X,O,X
OISLJTZ,O,O,O,X,X,X
OISLJZT,O,X,O,X,X,X
OISLZTJ,O,X,O,X,O,X
OISLZJT,O,X,O,X,X,X
OISJTLZ,O,O,O,X,X,X
OISJTZL,O,O,O,X,X,X
OISJLTZ,O,O,O,X,X,X
OISJLZT,O,X,O,X,X,X
OISJZTL,O,X,O,X,X,X
OISJZLT,O,X,O,X,X,X
OISZTLJ,O,X,O,X,O,X
OISZTJL,X,X,O,X,O,X
OISZLTJ,O,X,O,X,O,X
OISZLJT,O,X,O,X,X,X
OISZJTL,O,X,O,X,X,X
OISZJLT,O,X,O,X,X,X
OIZTLJS,X,X,X,X,O,O
OIZTLSJ,X,X,X,X,O,X
OIZTJLS,X,X,X,X,O,O
OIZTJSL,X,X,X,X,O,O
OIZTSLJ,X,X,X,X,O,X
OIZTSJL,X,X,X,X,O,X
OIZLTJS,X,X,X,X,O,O
OIZLTSJ,X,X,X,X,O,X
OIZLJTS,X,X,X,X,O,X
OIZLJST,X,X,O,X,X,X
OIZLSTJ,X,X,O,X,O,X
OIZLSJT,X,X,O,X,X,X
OIZJTLS,X,X,X,X,O,X
OIZJTSL,X,X,X,X,O,X
OIZJLTS,X,X,X,X,O,X
OIZJLST,X,X,O,X,X,X
OIZJSTL,X,X,O,X,X,X
OIZJSLT,X,X,O,X,X,X
OIZSTLJ,X,X,O,X,O,X
OIZSTJL,X,X,O,X,O,X
OIZSLTJ,X,X,O,X,O,X
OIZSLJT,X,X,O,X,X,X
OIZSJTL,X,X,O,X,X,X
OIZSJLT,X,X,O,X,X,X
OLTIJSZ,X,O,O,X,X,O
OLTIJZS,X,O,X,X,X,O
OLTISJZ,O,O,O,X,X,O
OLTISZJ,O,O,O,X,O,X
OLTIZJS,X,O,X,X,O,O
OLTIZSJ,X,O,X,X,O,X
OLTJISZ,O,O,X,X,X,O
OLTJIZS,X,O,X,X,X,O
OLTJSIZ,O,O,O,X,X,O
OLTJSZI,O,O,X,O,O,O
OLTJZIS,O,O,X,O,O,O
OLTJZSI,O,O,X,O,O,O
OLTSIJZ,O,O,O,X,X,O
OLTSIZJ,O,O,O,X,O,X
OLTSJIZ,O,O,O,X,X,O
OLTSJZI,O,O,X,X,O,O
OLTSZIJ,O,O,O,O,O,X
OLTSZJI,X,O,X,O,O,O
OLTZIJS,X,O,X,O,O,O
OLTZISJ,X,O,X,O,O,X
OLTZJIS,X,O,X,O,O,O
OLTZJSI,X,O,X,O,O,O
OLTZSIJ,O,O,O,O,O,X
OLTZSJI,X,O,X,O,O,O
OLITJSZ,X,O,O,X,X,O
OLITJZS,X,O,X,X,X,O
OLITSJZ,O,O,O,X,X,O
OLITSZJ,O,O,O,X,O,X
OLITZJS,X,O,X,X,O,O
OLITZSJ,X,O,X,X,O,X
OLIJTSZ,O,O,O,X,X,O
OLIJTZS,X,O,X,X,X,O
OLIJSTZ,O,O,O,X,X,X
OLIJSZT,O,X,O,X,X,X
OLIJZTS,O,X,X,X,X,X
OLIJZST,O,X,O,X,X,X
OLISTJZ,O,O,O,X,X,O
OLISTZJ,O,O,O,X,O,X
OLISJTZ,O,O,O,X,X,X
OLISJZT,O,X,O,X,X,X
OLISZTJ,O,X,O,X,O,X
OLISZJT,O,X,O,X,X,X
OLIZTJS,X,X,X,X,O,O
OLIZTSJ,X,X,X,X,O,X
OLIZJTS,X,X,X,X,O,X
OLIZJST,X,X,O,X,X,X
OLIZSTJ,X,X,O,X,O,X
OLIZSJT,X,X,O,X,X,X
OLJTISZ,O,O,X,X,X,O
OLJTIZS,X,O,X,X,X,O
OLJTSIZ,O,O,O,X,X,O
OLJTSZI,O,O,X,O,O,O
OLJTZIS,O,O,X,O,O,O
OLJTZSI,O,O,X,O,O,O
OLJITSZ,O,O,O,X,X,O
OLJITZS,X,O,X,X,X,O
OLJISTZ,O,O,O,X,X,X
OLJISZT,O,X,O,X,X,X
OLJIZTS,O,X,X,X,X,X
OLJIZST,O,X,O,X,X,X
OLJSTIZ,O,O,O,X,X,X
OLJSTZI,O,O,X,O,O,X
OLJSITZ,O,O,O,X,X,X
OLJSIZT,O,X,O,X,X,X
OLJSZTI,O,O,X,O,O,X
OLJSZIT,O,X,X,X,X,X
OLJZTIS,O,O,X,O,O,O
OLJZTSI,O,O,X,O,O,O
OLJZITS,O,X,X,X,O,X
OLJZIST,O,X,X,X,X,X
OLJZSTI,O,O,X,O,O,X
OLJZSIT,O,X,X,X,X,X
OLSTIJZ,O,O,O,X,X,O
OLSTIZJ,O,O,O,X,O,X
OLSTJIZ,O,O,O,X,X,O
OLSTJZI,O,O,X,X,O,O
OLSTZIJ,O,O,O,O,O,X
OLSTZJI,X,O,X,O,O,O
OLSITJZ,O,O,O,X,X,O
OLSITZJ,O,O,O,X,O,X
OLSIJTZ,O,O,O,X,X,X
OLSIJZT,O,X,O,X,X,X
OLSIZTJ,O,X,O,X,O,X
OLSIZJT,O,X,O,X,X,X
OLSJTIZ,O,O,O,X,X,X
OLSJTZI,O,O,X,O,O,X
OLSJITZ,O,O,O,X,X,X
OLSJIZT,O,X,O,X,X,X
OLSJZTI,O,O,X,O,O,X
OLSJZIT,O,X,X,X,X,X
OLSZTIJ,O,O,O,O,O,X
OLSZTJI,X,O,X,O,O,O
OLSZITJ,O,X,O,X,O,X
OLSZIJT,O,X,O,X,X,X
OLSZJTI,O,O,X,O,O,X
OLSZJIT,O,X,X,X,X,X
OLZTIJS,X,O,X,O,O,O
OLZTISJ,X,O,X,O,O,X
OLZTJIS,X,O,X,O,O,O
OLZTJSI,X,O,X,O,O,O
OLZTSIJ,O,O,O,O,O,X
OLZTSJI,X,O,X,O,O,O
OLZITJS,X,X,X,O,O,O
OLZITSJ,X,X,X,O,O,X
OLZIJTS,X,X,X,X,O,X
OLZIJST,X,X,O,X,X,X
OLZISTJ,X,X,O,X,O,X
OLZISJT,X,X,O,X,X,X
OLZJTIS,O,O,X,O,O,O
OLZJTSI,O,O,X,O,O,O
OLZJITS,O,X,X,X,O,X
OLZJIST,O,X,X,X,X,X
OLZJSTI,O,O,X,O,O,X
OLZJSIT,O,X,X,X,X,X
OLZSTIJ,O,O,O,O,O,X
OLZSTJI,X,O,X,O,O,O
OLZSITJ,O,X,O,X,O,X
OLZSIJT,O,X,O,X,X,X
OLZSJTI,O,O,X,O,O,X
OLZSJIT,O,X,X,X,X,X
OJTILSZ,O,O,X,X,X,O
OJTILZS,X,O,X,X,X,O
OJTISLZ,O,O,X,X,X,O
OJTISZL,O,O,X,X,X,O
OJTIZLS,X,O,X,X,X,O
OJTIZSL,X,O,X,X,X,O
OJTLISZ,O,O,X,X,X,O
OJTLIZS,X,O,X,X,X,O
OJTLSIZ,O,O,O,X,X,O
OJTLSZI,O,O,X,O,O,O
OJTLZIS,O,O,X,O,O,O
OJTLZSI,O,O,X,O,O,O
OJTSILZ,O,O,O,X,X,O
OJTSIZL,O,O,O,X,X,O
OJTSLIZ,O,O,O,X,X,O
OJTSLZI,O,O,X,O,O,O
OJTSZIL,O,O,X,O,O,O
OJTSZLI,O,O,X,O,O,O
OJTZILS,O,O,X,O,O,O
OJTZISL,O,O,X,O,O,O
OJTZLIS,O,O,X,O,O,O
OJTZLSI,O,O,X,O,O,O
OJTZSIL,O,O,X,O,O,O
OJTZSLI,O,O,X,O,O,O
OJITLSZ,O,O,O,X,X,O
OJITLZS,X,O,X,X,X,O
OJITSLZ,O,O,O,X,X,O
OJITSZL,O,O,O,X,X,O
OJITZLS,X,O,X,X,X,O
OJITZSL,X,O,X,X,X,O
OJILTSZ,O,O,O,X,X,O
OJILTZS,X,O,X,X,X,O
OJILSTZ,O,O,O,X,X,X
OJILSZT,O,X,O,X,X,X
OJILZTS,O,X,X,X,X,X
OJILZST,O,X,O,X,X,X
OJISTLZ,O,O,O,X,X,X
OJISTZL,O,O,O,X,X,X
OJISLTZ,O,O,O,X,X,X
OJISLZT,O,X,O,X,X,X
OJISZTL,O,X,O,X,X,X
OJISZLT,O,X,O,X,X,X
OJIZTLS,O,X,X,X,X,X
OJIZTSL,O,X,X,X,X,X
OJIZLTS,O,X,X,X,X,X
OJIZLST,O,X,O,X,X,X
OJIZSTL,O,X,O,X,X,X
OJIZSLT,O,X,O,X,X,X
OJLTISZ,O,O,X,X,X,O
OJLTIZS,X,O,X,X,X,O
OJLTSIZ,O,O,O,X,X,O
OJLTSZI,O,O,X,O,O,O
OJLTZIS,O,O,X,O,O,O
OJLTZSI,O,O,X,O,O,O
OJLITSZ,O,O,O,X,X,O
OJLITZS,X,O,X,X,X,O
OJLISTZ,O,O,O,X,X,X
OJLISZT,O,X,O,X,X,X
OJLIZTS,O,X,X,X,X,X
OJLIZST,O,X,O,X,X,X
OJLSTIZ,O,O,O,X,X,X
OJLSTZI,O,O,X,O,O,X
OJLSITZ,O,O,O,X,X,X
OJLSIZT,O,X,O,X,X,X
OJLSZTI,O,O,X,O,O,X
OJLSZIT,O,X,X,X,X,X
