sequence,v115@JhA8GeD8EeE8DeB8JeT/IvhFlgBRiBSoBOrB8rB3sB,v115@JhA8GeD8EeE8DeB8JeT/IvhFxgBiiBcoBFmB+sB3rB,v115@JhA8GeD8EeE8DeB8JeT/IvhFlgBRiBcoBOrBXnBSxB,v115@JhA8GeD8EeE8DeB8JeT/IvhF0gB6mBxiB/sBFoB2wB,v115@JhA8GeD8EeE8DeB8JeT/IvhFRiBSoBFmB8rB3sBmqB,v115@JhA8GeD8EeE8DeB8JeT/IvhFRiBcoBFmBXnBSxBmqB
IOLTJZS,O,O,O,X,X,X
IOLTSJZ,O,O,X,X,X,X
IOLTSZJ,O,X,O,X,O,O
IOLTZJS,O,O,O,X,X,X
IOLTZSJ,O,O,O,X,X,O
IOLJTSZ,O,X,O,X,X,X
IOLJTZS,O,X,O,X,X,X
IOLJSTZ,O,X,O,X,X,X
IOLJSZT,O,X,O,X,O,X
IOLJZTS,O,O,O,X,X,X
IOLJZST,X,O,O,X,X,X
IOLSTJZ,O,X,X,X,X,X
IOLSTZJ,O,X,O,X,O,O
IOLSJTZ,O,X,O,X,X,X
IOLSJZT,O,O,O,X,O,X
IOLSZTJ,O,X,O,X,O,O
IOLSZJT,O,X,O,X,O,O
IOLZTJS,O,O,O,X,X,X
IOLZTSJ,O,O,O,X,O,O
IOLZJTS,O,O,O,X,X,X
IOLZJST,O,O,O,X,X,O
IOLZSTJ,O,O,O,X,O,O
IOLZSJT,O,O,O,X,O,O
IOJTLSZ,X,X,O,X,X,X
IOJTLZS,O,O,O,X,X,X
IOJTSLZ,O,O,X,X,X,X
IOJTSZL,O,O,X,X,X,X
IOJTZLS,O,O,O,X,X,X
IOJTZSL,O,O,O,X,X,X
IOJLTSZ,X,X,O,X,X,X
IOJLTZS,O,X,O,X,X,X
IOJLSTZ,X,X,O,O,X,X
IOJLSZT,X,X,O,O,X,X
IOJLZTS,X,O,O,X,X,X
IOJLZST,X,O,O,O,X,X
IOJSTLZ,O,O,X,O,X,X
IOJSTZL,O,O,X,O,X,X
IOJSLTZ,O,X,X,O,X,X
IOJSLZT,X,O,X,O,X,X
IOJSZTL,X,O,X,O,X,X
IOJSZLT,X,O,X,O,X,X
IOJZTLS,O,O,O,X,X,X
IOJZTSL,O,O,O,X,X,X
IOJZLTS,O,O,O,X,X,X
IOJZLST,O,O,O,O,X,X
IOJZSTL,O,O,O,O,X,X
IOJZSLT,O,O,X,O,X,X
IOSTLJZ,O,O,X,O,X,X
IOSTLZJ,O,X,X,O,X,X
IOSTJLZ,O,O,X,O,X,X
IOSTJZL,O,O,X,O,X,X
IOSTZLJ,O,O,X,O,X,X
IOSTZJL,O,O,X,O,X,X
IOSLTJZ,O,X,X,X,X,X
IOSLTZJ,O,X,X,X,O,X
IOSLJTZ,O,X,X,O,X,X
IOSLJZT,O,O,X,O,O,X
IOSLZTJ,O,X,X,O,O,X
IOSLZJT,O,X,X,O,O,X
IOSJTLZ,O,O,X,O,X,X
IOSJTZL,O,O,X,O,X,X
IOSJLTZ,O,X,X,O,X,X
IOSJLZT,X,O,X,O,X,X
IOSJZTL,X,O,X,O,X,X
IOSJZLT,X,O,X,O,X,X
IOSZTLJ,O,O,X,O,O,X
IOSZTJL,O,O,X,O,O,X
IOSZLTJ,O,O,X,O,O,X
IOSZLJT,O,O,X,O,O,X
IOSZJTL,O,O,X,O,O,X
IOSZJLT,O,O,X,O,O,X
IOZTLJS,O,O,O,X,X,X
IOZTLSJ,O,O,O,O,O,O
IOZTJLS,O,O,O,X,X,X
IOZTJSL,X,O,O,O,X,X
IOZTSLJ,O,O,O,O,X,X
IOZTSJL,X,O,O,O,X,X
IOZLTJS,O,O,O,X,X,X
IOZLTSJ,O,O,O,X,O,O
IOZLJTS,O,O,O,X,X,X
IOZLJST,O,O,O,O,X,O
IOZLSTJ,O,O,O,O,X,O
IOZLSJT,X,O,O,O,X,O
IOZJTLS,O,O,O,X,X,X
IOZJTSL,O,O,O,X,X,X
IOZJLTS,O,O,O,X,X,X
IOZJLST,O,O,O,O,X,O
IOZJSTL,O,O,O,O,X,X
IOZJSLT,O,O,X,O,X,X
IOZSTLJ,O,O,O,O,X,X
IOZSTJL,X,O,O,O,X,X
IOZSLTJ,O,O,O,O,X,O
IOZSLJT,X,O,O,O,X,O
IOZSJTL,X,O,O,X,X,X
IOZSJLT,X,O,X,O,X,X
LTIJSZO,X,X,O,X,X,X
LTIJSOZ,X,X,O,X,X,X
LTIJZSO,O,O,O,X,X,X
LTIJZOS,O,O,O,X,X,X
LTIJOSZ,O,X,O,X,X,X
LTIJOZS,O,O,O,X,X,X
LTISJZO,O,O,X,O,X,X
LTISJOZ,O,O,X,O,X,X
LTISZJO,O,X,O,O,O,O
LTISZOJ,O,X,O,O,O,O
LTISOJZ,O,O,X,O,X,X
LTISOZJ,O,X,O,O,O,O
LTIZJSO,X,O,O,X,X,X
LTIZJOS,O,O,O,X,X,X
LTIZSJO,X,X,O,O,X,O
LTIZSOJ,O,O,O,O,X,O
LTIZOJS,O,O,O,X,X,X
LTIZOSJ,O,O,O,O,X,O
LTIOJSZ,O,X,O,X,X,X
LTIOJZS,O,O,O,X,X,X
LTIOSJZ,O,O,X,O,X,X
LTIOSZJ,O,X,O,O,O,O
LTIOZJS,O,O,O,X,X,X
LTIOZSJ,O,O,O,O,X,O
LTJISZO,X,X,O,X,X,X
LTJISOZ,X,X,O,X,X,X
LTJIZSO,O,O,O,X,X,X
LTJIZOS,O,O,O,X,X,X
LTJIOSZ,O,X,O,X,X,X
LTJIOZS,O,O,O,X,X,X
LTJSIZO,O,X,O,X,X,X
LTJSIOZ,O,X,O,X,X,X
LTJSZIO,O,X,O,X,X,O
LTJSZOI,O,X,O,X,X,O
LTJSOIZ,O,X,O,X,X,X
LTJSOZI,O,X,O,X,X,O
LTJZISO,O,O,O,X,X,X
LTJZIOS,O,O,O,X,X,X
LTJZSIO,O,O,O,X,X,O
LTJZSOI,O,O,O,X,X,O
LTJZOIS,O,O,O,X,X,X
LTJZOSI,O,O,O,X,X,O
LTJOISZ,O,X,O,X,X,X
LTJOIZS,O,O,O,X,X,X
LTJOSIZ,O,X,O,X,X,X
LTJOSZI,O,X,O,X,X,O
LTJOZIS,O,O,O,X,X,X
LTJOZSI,O,O,O,X,X,O
LTSIJZO,O,O,X,O,X,X
LTSIJOZ,O,O,X,O,X,X
LTSIZJO,O,X,O,O,O,O
LTSIZOJ,O,X,O,O,O,O
LTSIOJZ,O,O,X,O,X,X
LTSIOZJ,O,X,O,O,O,O
LTSJIZO,O,O,O,O,X,X
LTSJIOZ,O,O,O,O,X,X
LTSJZIO,O,O,O,O,X,O
LTSJZOI,O,O,O,O,X,O
LTSJOIZ,O,O,O,O,X,X
LTSJOZI,O,O,O,O,X,O
LTSZIJO,O,X,O,O,O,O
LTSZIOJ,O,X,O,O,O,O
LTSZJIO,O,X,O,O,O,O
LTSZJOI,O,X,O,O,O,O
LTSZOIJ,O,X,O,O,O,O
LTSZOJI,O,X,O,O,O,O
LTSOIJZ,O,O,X,O,X,X
LTSOIZJ,O,X,O,O,O,O
LTSOJIZ,O,O,O,O,X,X
LTSOJZI,O,O,O,O,X,O
LTSOZIJ,O,X,O,O,O,O
LTSOZJI,O,X,O,O,O,O
LTZIJSO,X,O,O,X,X,X
LTZIJOS,O,O,O,X,X,X
LTZISJO,X,X,O,O,X,O
LTZISOJ,O,O,O,O,X,O
LTZIOJS,O,O,O,X,X,X
LTZIOSJ,O,O,O,O,O,O
LTZJISO,O,O,O,X,X,X
LTZJIOS,O,O,O,X,X,X
LTZJSIO,O,O,O,X,X,O
LTZJSOI,O,O,O,X,X,O
LTZJOIS,O,O,O,X,X,X
LTZJOSI,O,O,O,X,O,O
LTZSIJO,O,X,O,O,X,O
LTZSIOJ,O,O,O,O,X,O
LTZSJIO,O,X,O,O,X,O
LTZSJOI,O,X,O,O,X,O
LTZSOIJ,O,O,O,O,O,O
LTZSOJI,O,X,O,O,O,O
LTZOIJS,O,O,O,X,X,X
LTZOISJ,O,O,O,O,O,O
LTZOJIS,O,O,O,X,X,X
LTZOJSI,O,O,O,X,O,O
LTZOSIJ,O,O,O,O,O,O
LTZOSJI,O,X,O,O,O,O
LTOIJSZ,O,X,O,X,X,X
LTOIJZS,O,O,O,X,X,X
LTOISJZ,O,O,X,O,X,X
LTOISZJ,O,X,O,O,O,O
LTOIZJS,O,O,O,X,X,X
LTOIZSJ,O,O,O,O,X,O
LTOJISZ,O,X,O,X,X,X
LTOJIZS,O,O,O,X,X,X
LTOJSIZ,O,X,O,X,X,X
LTOJSZI,O,X,O,X,X,O
LTOJZIS,O,O,O,X,X,X
LTOJZSI,O,O,O,X,X,O
LTOSIJZ,O,O,X,O,X,X
LTOSIZJ,O,X,O,O,O,O
LTOSJIZ,O,O,O,O,X,X
LTOSJZI,O,O,O,O,X,O
LTOSZIJ,O,X,O,O,O,O
LTOSZJI,O,X,O,O,O,O
LTOZIJS,O,O,O,X,X,X
LTOZISJ,O,O,O,O,O,O
LTOZJIS,O,O,O,X,X,X
LTOZJSI,O,O,O,X,O,O
LTOZSIJ,O,O,O,O,O,O
LTOZSJI,O,X,O,O,O,O
LITJSZO,X,X,O,X,X,X
LITJSOZ,X,X,O,X,X,X
LITJZSO,O,O,O,X,X,X
LITJZOS,O,O,O,X,X,X
LITJOSZ,O,X,O,X,X,X
LITJOZS,O,O,O,X,X,X
LITSJZO,O,O,X,X,X,X
LITSJOZ,O,O,X,X,X,X
LITSZJO,O,X,O,X,O,O
LITSZOJ,O,X,O,X,O,O
LITSOJZ,O,O,X,X,X,X
LITSOZJ,O,X,O,X,O,O
LITZJSO,X,O,O,X,X,X
LITZJOS,O,O,O,X,X,X
LITZSJO,X,X,O,X,X,O
LITZSOJ,O,O,O,X,X,O
LITZOJS,O,O,O,X,X,X
LITZOSJ,O,O,O,X,X,O
LITOJSZ,O,X,O,X,X,X
LITOJZS,O,O,O,X,X,X
LITOSJZ,O,O,X,X,X,X
LITOSZJ,O,X,O,X,O,O
LITOZJS,O,O,O,X,X,X
LITOZSJ,O,O,O,X,X,O
LIJTSZO,X,X,O,X,X,X
LIJTSOZ,X,X,O,X,X,X
LIJTZSO,O,X,O,X,X,X
LIJTZOS,O,X,O,X,X,X
LIJTOSZ,O,X,O,X,X,X
LIJTOZS,O,X,O,X,X,X
LIJSTZO,X,X,O,X,X,X
LIJSTOZ,O,X,O,X,X,X
LIJSZTO,O,X,O,X,O,X
LIJSZOT,O,X,O,X,O,X
LIJSOTZ,O,X,O,X,X,X
LIJSOZT,O,X,O,X,O,X
LIJZTSO,X,X,O,X,X,X
LIJZTOS,O,O,O,X,X,X
LIJZSTO,X,X,O,X,X,X
LIJZSOT,X,O,O,X,X,X
LIJZOTS,O,O,O,X,X,X
LIJZOST,X,O,O,X,X,X
LIJOTSZ,O,X,O,X,X,X
LIJOTZS,O,X,O,X,X,X
LIJOSTZ,O,X,O,X,X,X
LIJOSZT,O,X,O,X,O,X
LIJOZTS,O,O,O,X,X,X
LIJOZST,X,O,O,X,X,X
LISTJZO,O,X,X,X,X,X
LISTJOZ,O,X,X,X,X,X
LISTZJO,O,X,O,X,O,O
LISTZOJ,O,X,O,X,O,O
LISTOJZ,O,X,X,X,X,X
LISTOZJ,O,X,O,X,O,O
LISJTZO,O,X,O,X,X,X
LISJTOZ,O,X,O,X,X,X
LISJZTO,O,O,O,X,O,X
LISJZOT,O,O,O,X,O,X
LISJOTZ,O,X,O,X,X,X
LISJOZT,O,O,O,X,O,X
LISZTJO,O,X,O,X,O,O
LISZTOJ,O,X,O,X,O,O
LISZJTO,O,X,O,X,O,O
LISZJOT,O,X,O,X,O,O
LISZOTJ,O,X,O,X,O,O
LISZOJT,O,X,O,X,O,O
LISOTJZ,O,X,X,X,X,X
LISOTZJ,O,X,O,X,O,O
LISOJTZ,O,X,O,X,X,X
LISOJZT,O,O,O,X,O,X
LISOZTJ,O,X,O,X,O,O
LISOZJT,O,X,O,X,O,O
LIZTJSO,X,O,O,X,X,X
LIZTJOS,O,O,O,X,X,X
LIZTSJO,X,X,O,X,X,O
LIZTSOJ,O,O,O,X,X,O
LIZTOJS,O,O,O,X,X,X
LIZTOSJ,O,O,O,X,O,O
LIZJTSO,O,X,O,X,X,X
LIZJTOS,O,O,O,X,X,X
LIZJSTO,O,X,O,X,X,O
LIZJSOT,O,O,O,X,X,O
LIZJOTS,O,O,O,X,X,X
LIZJOST,O,O,O,X,X,O
LIZSTJO,O,X,O,X,O,O
LIZSTOJ,O,X,O,X,O,O
LIZSJTO,O,X,O,X,O,O
LIZSJOT,O,X,O,X,O,O
LIZSOTJ,O,O,O,X,O,O
LIZSOJT,O,O,O,X,O,O
LIZOTJS,O,O,O,X,X,X
LIZOTSJ,O,O,O,X,O,O
LIZOJTS,O,O,O,X,X,X
LIZOJST,O,O,O,X,X,O
LIZOSTJ,O,O,O,X,O,O
LIZOSJT,O,O,O,X,O,O
LIOTJSZ,O,X,O,X,X,X
LIOTJZS,O,O,O,X,X,X
LIOTSJZ,O,O,X,X,X,X
LIOTSZJ,O,X,O,X,O,O
LIOTZJS,O,O,O,X,X,X
LIOTZSJ,O,O,O,X,X,O
LIOJTSZ,O,X,O,X,X,X
LIOJTZS,O,X,O,X,X,X
LIOJSTZ,O,X,O,X,X,X
LIOJSZT,O,X,O,X,O,X
LIOJZTS,O,O,O,X,X,X
LIOJZST,X,O,O,X,X,X
LIOSTJZ,O,X,X,X,X,X
LIOSTZJ,O,X,O,X,O,O
LIOSJTZ,O,X,O,X,X,X
LIOSJZT,O,O,O,X,O,X
LIOSZTJ,O,X,O,X,O,O
LIOSZJT,O,X,O,X,O,O
LIOZTJS,O,O,O,X,X,X
LIOZTSJ,O,O,O,X,O,O
LIOZJTS,O,O,O,X,X,X
LIOZJST,O,O,O,X,X,O
LIOZSTJ,O,O,O,X,O,O
LIOZSJT,O,O,O,X,O,O
LJTISZO,X,X,O,X,X,X
LJTISOZ,X,X,O,X,X,X
LJTIZSO,O,O,O,X,X,X
LJTIZOS,O,O,O,X,X,X
LJTIOSZ,O,X,O,X,X,X
LJTIOZS,O,O,O,X,X,X
LJTSIZO,O,X,O,O,X,X
LJTSIOZ,O,X,O,O,X,X
LJTSZIO,O,X,O,O,X,O
LJTSZOI,O,X,O,O,X,O
LJTSOIZ,O,X,O,O,X,X
LJTSOZI,O,X,O,O,X,O
LJTZISO,O,O,O,X,X,X
LJTZIOS,O,O,O,X,X,X
LJTZSIO,O,O,O,O,X,O
LJTZSOI,O,O,O,O,X,O
LJTZOIS,O,O,O,X,X,X
LJTZOSI,O,O,O,O,X,O
LJTOISZ,O,X,O,X,X,X
LJTOIZS,O,O,O,X,X,X
LJTOSIZ,O,X,O,O,X,X
LJTOSZI,O,X,O,O,X,O
LJTOZIS,O,O,O,X,X,X
LJTOZSI,O,O,O,O,X,O
LJITSZO,X,X,O,X,X,X
LJITSOZ,X,X,O,X,X,X
LJITZSO,O,X,O,X,X,X
LJITZOS,O,X,O,X,X,X
LJITOSZ,O,X,O,X,X,X
LJITOZS,O,X,O,X,X,X
LJISTZO,X,X,O,O,X,X
LJISTOZ,O,X,O,O,X,X
LJISZTO,O,X,O,O,O,X
LJISZOT,O,X,O,O,O,X
LJISOTZ,O,X,O,O,X,X
LJISOZT,O,X,O,O,O,X
LJIZTSO,X,X,O,X,X,X
LJIZTOS,O,O,O,X,X,X
LJIZSTO,X,X,O,O,X,X
LJIZSOT,X,O,O,O,X,X
LJIZOTS,O,O,O,X,X,X
LJIZOST,X,O,O,O,X,X
LJIOTSZ,O,X,O,X,X,X
LJIOTZS,O,X,O,X,X,X
LJIOSTZ,O,X,O,O,X,X
LJIOSZT,O,X,O,O,O,X
LJIOZTS,O,O,O,X,X,X
LJIOZST,X,O,O,O,X,X
LJSTIZO,O,O,O,O,X,X
LJSTIOZ,O,O,O,O,X,X
LJSTZIO,O,O,O,O,X,O
LJSTZOI,O,O,O,O,X,O
LJSTOIZ,O,O,O,O,X,X
LJSTOZI,O,O,O,O,X,O
LJSITZO,O,X,O,O,X,X
LJSITOZ,O,X,O,O,X,X
LJSIZTO,O,O,O,O,O,X
LJSIZOT,O,O,O,O,O,X
LJSIOTZ,O,X,O,O,X,X
LJSIOZT,O,O,O,O,O,X
LJSZTIO,O,O,O,O,O,O
LJSZTOI,O,O,O,O,O,O
LJSZITO,O,O,O,O,O,O
LJSZIOT,O,O,O,O,O,O
LJSZOTI,O,O,O,O,O,O
LJSZOIT,O,O,O,O,O,O
LJSOTIZ,O,O,O,O,X,X
LJSOTZI,O,O,O,O,X,O
LJSOITZ,O,X,O,O,X,X
LJSOIZT,O,O,O,O,O,X
LJSOZTI,O,O,O,O,O,O
LJSOZIT,O,O,O,O,O,O
LJZTISO,O,O,O,X,X,X
LJZTIOS,O,O,O,X,X,X
LJZTSIO,O,O,O,O,X,O
LJZTSOI,O,O,O,O,X,O
LJZTOIS,O,O,O,X,X,X
LJZTOSI,O,O,O,O,O,O
LJZITSO,O,O,O,X,X,X
LJZITOS,O,O,O,X,X,X
LJZISTO,O,O,O,O,X,O
LJZISOT,O,O,O,O,X,O
LJZIOTS,O,O,O,X,X,X
LJZIOST,O,O,O,O,X,O
LJZSTIO,O,O,O,O,X,O
LJZSTOI,O,O,O,O,X,O
LJZSITO,O,O,O,O,X,O
LJZSIOT,O,O,O,O,X,O
LJZSOTI,O,O,O,O,X,O
LJZSOIT,O,O,O,O,X,O
LJZOTIS,O,O,O,X,X,X
LJZOTSI,O,O,O,O,O,O
LJZOITS,O,O,O,X,X,X
LJZOIST,O,O,O,O,X,O
LJZOSTI,O,O,O,O,X,O
LJZOSIT,O,O,O,O,X,O
LJOTISZ,O,X,O,X,X,X
LJOTIZS,O,O,O,X,X,X
LJOTSIZ,O,X,O,O,X,X
LJOTSZI,O,X,O,O,X,O
LJOTZIS,O,O,O,X,X,X
LJOTZSI,O,O,O,O,X,O
LJOITSZ,O,X,O,X,X,X
LJOITZS,O,X,O,X,X,X
LJOISTZ,O,X,O,O,X,X
LJOISZT,O,X,O,O,O,X
LJOIZTS,O,O,O,X,X,X
LJOIZST,X,O,O,O,X,X
LJOSTIZ,O,O,O,O,X,X
LJOSTZI,O,O,O,O,X,O
LJOSITZ,O,X,O,O,X,X
LJOSIZT,O,O,O,O,O,X
LJOSZTI,O,O,O,O,O,O
LJOSZIT,O,O,O,O,O,O
LJOZTIS,O,O,O,X,X,X
LJOZTSI,O,O,O,O,O,O
LJOZITS,O,O,O,X,X,X
LJOZIST,O,O,O,O,X,O
LJOZSTI,O,O,O,O,X,O
LJOZSIT,O,O,O,O,X,O
LSTIJZO,O,O,X,O,X,X
LSTIJOZ,O,O,X,O,X,X
LSTIZJO,O,X,O,O,O,O
LSTIZOJ,O,X,O,O,O,O
LSTIOJZ,O,O,X,O,X,X
LSTIOZJ,O,X,O,O,O,O
LSTJIZO,O,O,O,O,X,X
LSTJIOZ,O,O,O,O,X,X
LSTJZIO,O,O,O,O,X,O
LSTJZOI,O,O,O,O,X,O
LSTJOIZ,O,O,O,O,X,X
LSTJOZI,O,O,O,O,X,O
LSTZIJO,O,X,O,O,O,O
LSTZIOJ,O,X,O,O,O,O
LSTZJIO,O,X,O,O,O,O
LSTZJOI,O,X,O,O,O,O
LSTZOIJ,O,X,O,O,O,O
LSTZOJI,O,X,O,O,O,O
LSTOIJZ,O,O,X,O,X,X
LSTOIZJ,O,X,O,O,O,O
LSTOJIZ,O,O,O,O,X,X
LSTOJZI,O,O,O,O,X,O
LSTOZIJ,O,X,O,O,O,O
LSTOZJI,O,X,O,O,O,O
LSITJZO,O,X,X,X,X,X
LSITJOZ,O,X,X,X,X,X
LSITZJO,O,X,O,X,O,O
LSITZOJ,O,X,O,X,O,O
LSITOJZ,O,X,X,X,X,X
LSITOZJ,O,X,O,X,O,O
LSIJTZO,O,X,O,O,X,X
LSIJTOZ,O,X,O,O,X,X
LSIJZTO,O,O,O,O,O,X
LSIJZOT,O,O,O,O,O,X
LSIJOTZ,O,X,O,O,X,X
LSIJOZT,O,O,O,O,O,X
LSIZTJO,O,X,O,X,O,O
LSIZTOJ,O,X,O,O,O,O
LSIZJTO,O,X,O,X,O,O
LSIZJOT,O,X,O,O,O,O
LSIZOTJ,O,X,O,O,O,O
LSIZOJT,O,X,O,O,O,O
LSIOTJZ,O,X,X,X,X,X
LSIOTZJ,O,X,O,X,O,O
LSIOJTZ,O,X,O,O,X,X
LSIOJZT,O,O,O,O,O,X
LSIOZTJ,O,X,O,O,O,O
LSIOZJT,O,X,O,O,O,O
LSJTIZO,O,O,O,O,X,X
LSJTIOZ,O,O,O,O,X,X
LSJTZIO,O,O,O,O,X,O
LSJTZOI,O,O,O,O,X,O
LSJTOIZ,O,O,O,O,X,X
LSJTOZI,O,O,O,O,X,O
LSJITZO,O,X,O,O,X,X
LSJITOZ,O,X,O,O,X,X
LSJIZTO,O,O,O,O,O,X
LSJIZOT,O,O,O,O,O,X
LSJIOTZ,O,X,O,O,X,X
LSJIOZT,O,O,O,O,O,X
LSJZTIO,O,O,O,O,O,O
LSJZTOI,O,O,O,O,O,O
LSJZITO,O,O,O,O,O,O
LSJZIOT,O,O,O,O,O,O
LSJZOTI,O,O,O,O,O,O
LSJZOIT,O,O,O,O,O,O
LSJOTIZ,O,O,O,O,X,X
LSJOTZI,O,O,O,O,X,O
LSJOITZ,O,X,O,O,X,X
LSJOIZT,O,O,O,O,O,X
LSJOZTI,O,O,O,O,O,O
LSJOZIT,O,O,O,O,O,O
LSZTIJO,O,X,O,O,O,O
LSZTIOJ,O,X,O,O,O,O
LSZTJIO,O,X,O,O,O,O
LSZTJOI,O,X,O,O,O,O
LSZTOIJ,O,X,O,O,O,O
LSZTOJI,O,X,O,O,O,O
LSZITJO,O,X,O,O,O,O
LSZITOJ,O,X,O,O,O,O
LSZIJTO,O,X,O,X,O,O
LSZIJOT,O,X,O,O,O,O
LSZIOTJ,O,X,O,O,O,O
LSZIOJT,O,X,O,O,O,O
LSZJTIO,O,X,O,O,O,O
LSZJTOI,O,X,O,O,O,O
LSZJITO,O,X,O,X,O,O
LSZJIOT,O,X,O,O,O,O
LSZJOTI,O,X,O,O,O,O
LSZJOIT,O,X,O,O,O,O
LSZOTIJ,O,X,O,O,O,O
LSZOTJI,O,X,O,O,O,O
LSZOITJ,O,X,O,O,O,O
LSZOIJT,O,X,O,O,O,O
LSZOJTI,O,X,O,O,O,O
LSZOJIT,O,X,O,O,O,O
LSOTIJZ,O,O,X,O,X,X
LSOTIZJ,O,X,O,O,O,O
LSOTJIZ,O,O,O,O,X,X
LSOTJZI,O,O,O,O,X,O
LSOTZIJ,O,X,O,O,O,O
LSOTZJI,O,X,O,O,O,O
LSOITJZ,O,X,X,X,X,X
LSOITZJ,O,X,O,X,O,O
LSOIJTZ,O,X,O,O,X,X
LSOIJZT,O,O,O,O,O,X
LSOIZTJ,O,X,O,O,O,O
LSOIZJT,O,X,O,O,O,O
LSOJTIZ,O,O,O,O,X,X
LSOJTZI,O,O,O,O,X,O
LSOJITZ,O,X,O,O,X,X
LSOJIZT,O,O,O,O,O,X
LSOJZTI,O,O,O,O,O,O
LSOJZIT,O,O,O,O,O,O
LSOZTIJ,O,X,O,O,O,O
LSOZTJI,O,X,O,O,O,O
LSOZITJ,O,X,O,O,O,O
LSOZIJT,O,X,O,O,O,O
LSOZJTI,O,X,O,O,O,O
LSOZJIT,O,X,O,O,O,O
LZTIJSO,X,O,O,X,X,X
LZTIJOS,O,O,O,X,X,X
LZTISJO,X,X,O,O,X,O
LZTISOJ,O,O,O,O,X,O
LZTIOJS,O,O,O,X,X,X
LZTIOSJ,O,O,O,O,O,O
LZTJISO,O,O,O,X,X,X
LZTJIOS,O,O,O,X,X,X
LZTJSIO,O,O,O,O,X,O
LZTJSOI,O,O,O,O,X,O
LZTJOIS,O,O,O,X,X,X
LZTJOSI,O,O,O,O,O,O
LZTSIJO,O,X,O,O,X,O
LZTSIOJ,O,O,O,O,X,O
LZTSJIO,O,X,O,O,X,O
LZTSJOI,O,X,O,O,X,O
LZTSOIJ,O,O,O,O,O,O
LZTSOJI,O,X,O,O,O,O
LZTOIJS,O,O,O,X,X,X
LZTOISJ,O,O,O,O,O,O
LZTOJIS,O,O,O,X,X,X
LZTOJSI,O,O,O,O,O,O
LZTOSIJ,O,O,O,O,O,O
LZTOSJI,O,X,O,O,O,O
LZITJSO,X,O,O,X,X,X
LZITJOS,O,O,O,X,X,X
LZITSJO,X,X,O,X,X,O
LZITSOJ,O,O,O,X,X,O
LZITOJS,O,O,O,X,X,X
LZITOSJ,O,O,O,X,O,O
LZIJTSO,O,O,O,X,X,X
LZIJTOS,O,O,O,X,X,X
LZIJSTO,O,O,O,O,X,O
LZIJSOT,O,O,O,O,X,O
LZIJOTS,O,O,O,X,X,X
LZIJOST,O,O,O,O,X,O
LZISTJO,O,X,O,O,O,O
LZISTOJ,O,X,O,O,O,O
LZISJTO,O,X,O,X,O,O
LZISJOT,O,X,O,O,O,O
LZISOTJ,O,O,O,O,O,O
LZISOJT,O,O,O,O,O,O
LZIOTJS,O,O,O,X,X,X
LZIOTSJ,O,O,O,X,O,O
LZIOJTS,O,O,O,X,X,X
LZIOJST,O,O,O,O,X,O
LZIOSTJ,O,O,O,O,O,O
LZIOSJT,O,O,O,O,O,O
LZJTISO,O,O,O,X,X,X
LZJTIOS,O,O,O,X,X,X
LZJTSIO,O,O,O,O,X,O
LZJTSOI,O,O,O,O,X,O
LZJTOIS,O,O,O,X,X,X
LZJTOSI,O,O,O,O,O,O
LZJITSO,O,O,O,X,X,X
LZJITOS,O,O,O,X,X,X
LZJISTO,O,O,O,O,X,O
LZJISOT,O,O,O,O,X,O
LZJIOTS,O,O,O,X,X,X
LZJIOST,O,O,O,O,X,O
LZJSTIO,O,O,O,O,X,O
LZJSTOI,O,O,O,O,X,O
LZJSITO,O,O,O,O,X,O
LZJSIOT,O,O,O,O,X,O
LZJSOTI,O,O,O,O,X,O
LZJSOIT,O,O,O,O,X,O
LZJOTIS,O,O,O,X,X,X
LZJOTSI,O,O,O,O,O,O
LZJOITS,O,O,O,X,X,X
LZJOIST,O,O,O,O,X,O
LZJOSTI,O,O,O,O,X,O
LZJOSIT,O,O,O,O,X,O
LZSTIJO,O,X,O,O,O,O
LZSTIOJ,O,O,O,O,O,O
LZSTJIO,O,X,O,O,O,O
LZSTJOI,O,X,O,O,O,O
LZSTOIJ,O,O,O,O,O,O
LZSTOJI,O,X,O,O,O,O
LZSITJO,O,X,O,O,O,O
LZSITOJ,O,X,O,O,O,O
LZSIJTO,O,X,O,X,O,O
LZSIJOT,O,X,O,O,O,O
LZSIOTJ,O,O,O,O,O,O
LZSIOJT,O,O,O,O,O,O
LZSJTIO,O,O,O,O,O,O
LZSJTOI,O,O,O,O,O,O
LZSJITO,O,O,O,O,O,O
LZSJIOT,O,O,O,O,O,O
LZSJOTI,O,O,O,O,O,O
LZSJOIT,O,O,O,O,O,O
LZSOTIJ,O,O,O,O,O,O
LZSOTJI,O,X,O,O,O,O
LZSOITJ,O,O,O,O,O,O
LZSOIJT,O,O,O,O,O,O
LZSOJTI,O,O,O,O,O,O
LZSOJIT,O,O,O,O,O,O
LZOTIJS,O,O,O,X,X,X
LZOTISJ,O,O,O,O,O,O
LZOTJIS,O,O,O,X,X,X
LZOTJSI,O,O,O,O,O,O
LZOTSIJ,O,O,O,O,O,O
LZOTSJI,O,X,O,O,O,O
LZOITJS,O,O,O,X,X,X
LZOITSJ,O,O,O,X,O,O
LZOIJTS,O,O,O,X,X,X
LZOIJST,O,O,O,O,X,O
LZOISTJ,O,O,O,O,O,O
LZOISJT,O,O,O,O,O,O
