sequence,v115@RhC8AeA8EeG8BeA8Jei/IvhFRhB9nBTjBGlB0mBXtB,v115@RhC8AeA8EeG8BeA8Jei/IvhFUhBRiB9oBGlBXnBzsB,v115@RhC8AeA8EeG8BeA8Jei/IvhFRhB3iB9oBGlB0mBzsB,v115@RhC8AeA8EeG8BeA8JeT/IvhF/lBRhBGjB0mB6sBNtB
JLZOIST,X,X,X,X
JLZOSTI,X,O,X,X
JLZOSIT,X,X,X,X
JLOTISZ,X,X,O,X
JLOTIZS,X,O,X,X
JLOTSIZ,X,O,O,X
JLOTSZI,X,O,O,X
JLOTZIS,X,O,O,X
JLOTZSI,X,O,O,X
JLOITSZ,X,X,O,X
JLOITZS,X,X,X,X
JLOISTZ,X,X,X,X
JLOISZT,X,X,X,X
JLOIZTS,X,X,X,X
JLOIZST,X,X,X,X
JLOSTIZ,X,O,X,X
JLOSTZI,X,O,X,X
JLOSITZ,X,X,X,X
JLOSIZT,X,X,X,X
JLOSZTI,X,O,X,X
JLOSZIT,X,X,X,X
JLOZTIS,X,O,O,X
JLOZTSI,X,O,O,X
JLOZITS,X,X,O,X
JLOZIST,X,X,X,X
JLOZSTI,X,O,X,X
JLOZSIT,X,X,X,X
JSTILZO,X,O,X,X
JSTILOZ,O,X,X,X
JSTIZLO,X,O,X,X
JSTIZOL,X,X,X,X
JSTIOLZ,O,X,X,X
JSTIOZL,X,X,X,X
JSTLIZO,X,O,X,X
JSTLIOZ,O,X,X,X
JSTLZIO,O,O,X,X
JSTLZOI,O,O,X,X
JSTLOIZ,O,X,X,X
JSTLOZI,O,X,X,X
JSTZILO,O,O,X,X
JSTZIOL,O,X,X,X
JSTZLIO,O,O,X,X
JSTZLOI,O,O,X,X
JSTZOIL,O,X,X,X
JSTZOLI,O,X,X,X
JSTOILZ,O,X,X,X
JSTOIZL,X,X,X,X
JSTOLIZ,O,X,X,X
JSTOLZI,O,X,X,X
JSTOZIL,O,X,X,X
JSTOZLI,O,X,X,X
JSITLZO,X,X,X,X
JSITLOZ,O,X,X,X
JSITZLO,X,X,X,X
JSITZOL,X,X,X,X
JSITOLZ,O,X,X,X
JSITOZL,X,X,X,X
JSILTZO,X,X,X,X
JSILTOZ,O,X,X,X
JSILZTO,O,X,X,X
JSILZOT,X,X,X,X
JSILOTZ,X,X,X,X
JSILOZT,X,X,X,X
JSIZTLO,O,X,X,X
JSIZTOL,O,X,X,X
JSIZLTO,O,X,X,X
JSIZLOT,X,X,X,X
JSIZOTL,X,X,X,X
JSIZOLT,X,X,X,X
JSIOTLZ,X,X,X,X
JSIOTZL,X,X,X,X
JSIOLTZ,X,X,X,X
JSIOLZT,X,X,X,X
JSIOZTL,X,X,X,X
JSIOZLT,X,X,X,X
JSLTIZO,X,O,X,X
JSLTIOZ,O,X,X,X
JSLTZIO,O,O,X,X
JSLTZOI,O,O,X,X
JSLTOIZ,O,X,X,X
JSLTOZI,O,X,X,X
JSLITZO,X,X,X,X
JSLITOZ,O,X,X,X
JSLIZTO,O,X,X,X
JSLIZOT,X,X,X,X
JSLIOTZ,X,X,X,X
JSLIOZT,X,X,X,X
JSLZTIO,O,O,X,X
JSLZTOI,O,O,X,X
JSLZITO,O,X,X,X
JSLZIOT,X,X,X,X
JSLZOTI,O,X,X,X
JSLZOIT,X,X,X,X
JSLOTIZ,O,X,X,X
JSLOTZI,O,X,X,X
JSLOITZ,X,X,X,X
JSLOIZT,X,X,X,X
JSLOZTI,O,X,X,X
JSLOZIT,X,X,X,X
JSZTILO,O,O,X,X
JSZTIOL,O,X,X,X
JSZTLIO,O,O,X,X
JSZTLOI,O,O,X,X
JSZTOIL,O,X,X,X
JSZTOLI,O,X,X,X
JSZITLO,O,X,X,X
JSZITOL,O,X,X,X
JSZILTO,O,X,X,X
JSZILOT,X,X,X,X
JSZIOTL,X,X,X,X
JSZIOLT,X,X,X,X
JSZLTIO,O,O,X,X
JSZLTOI,O,O,X,X
JSZLITO,O,X,X,X
JSZLIOT,X,X,X,X
JSZLOTI,O,X,X,X
JSZLOIT,X,X,X,X
JSZOTIL,O,X,X,X
JSZOTLI,O,X,X,X
JSZOITL,X,X,X,X
JSZOILT,X,X,X,X
JSZOLTI,O,X,X,X
JSZOLIT,X,X,X,X
JSOTILZ,O,X,X,X
JSOTIZL,X,X,X,X
JSOTLIZ,O,X,X,X
JSOTLZI,O,X,X,X
JSOTZIL,O,X,X,X
JSOTZLI,O,X,X,X
JSOITLZ,X,X,X,X
JSOITZL,X,X,X,X
JSOILTZ,X,X,X,X
JSOILZT,X,X,X,X
JSOIZTL,X,X,X,X
JSOIZLT,X,X,X,X
JSOLTIZ,O,X,X,X
JSOLTZI,O,X,X,X
JSOLITZ,X,X,X,X
JSOLIZT,X,X,X,X
JSOLZTI,O,X,X,X
JSOLZIT,X,X,X,X
JSOZTIL,O,X,X,X
JSOZTLI,O,X,X,X
JSOZITL,X,X,X,X
JSOZILT,X,X,X,X
JSOZLTI,O,X,X,X
JSOZLIT,X,X,X,X
JZTILSO,O,O,O,X
JZTILOS,X,X,X,X
JZTISLO,O,X,O,X
JZTISOL,O,X,X,X
JZTIOLS,X,X,X,X
JZTIOSL,X,X,X,X
JZTLISO,O,O,O,X
JZTLIOS,X,X,X,X
JZTLSIO,O,O,O,X
JZTLSOI,O,O,X,X
JZTLOIS,X,X,X,X
JZTLOSI,X,X,X,X
JZTSILO,O,O,O,X
JZTSIOL,O,X,X,X
JZTSLIO,O,O,O,X
JZTSLOI,O,O,X,X
JZTSOIL,O,X,X,X
JZTSOLI,O,X,X,X
JZTOILS,X,X,X,X
JZTOISL,X,X,X,X
JZTOLIS,X,X,X,X
JZTOLSI,X,X,X,X
JZTOSIL,X,X,X,X
JZTOSLI,X,X,X,X
JZITLSO,O,X,O,X
JZITLOS,X,X,X,X
JZITSLO,O,X,O,X
JZITSOL,O,X,X,X
JZITOLS,X,X,X,X
JZITOSL,X,X,X,X
JZILTSO,O,X,O,X
JZILTOS,X,X,X,X
JZILSTO,O,X,X,X
JZILSOT,X,X,X,X
JZILOTS,X,X,O,X
JZILOST,X,X,X,X
JZISTLO,O,X,X,X
JZISTOL,O,X,X,X
JZISLTO,O,X,X,X
JZISLOT,X,X,X,X
JZISOTL,X,X,X,X
JZISOLT,X,X,X,X
JZIOTLS,X,X,O,X
JZIOTSL,X,X,O,X
JZIOLTS,X,X,O,X
JZIOLST,X,X,X,X
JZIOSTL,X,X,X,X
JZIOSLT,X,X,X,X
JZLTISO,O,O,O,X
JZLTIOS,X,X,X,X
JZLTSIO,O,O,O,X
JZLTSOI,O,O,X,X
JZLTOIS,X,X,X,X
JZLTOSI,X,X,X,X
JZLITSO,O,X,O,X
JZLITOS,X,X,X,X
JZLISTO,O,X,X,X
JZLISOT,X,X,X,X
JZLIOTS,X,X,O,X
JZLIOST,X,X,X,X
JZLSTIO,O,O,X,X
JZLSTOI,O,O,X,X
JZLSITO,O,X,X,X
JZLSIOT,X,X,X,X
JZLSOTI,O,X,X,X
JZLSOIT,X,X,X,X
JZLOTIS,X,O,O,X
JZLOTSI,X,O,O,X
JZLOITS,X,X,O,X
JZLOIST,X,X,X,X
JZLOSTI,X,O,X,X
JZLOSIT,X,X,X,X
JZSTILO,O,O,X,X
JZSTIOL,O,X,X,X
JZSTLIO,O,O,X,X
JZSTLOI,O,O,X,X
JZSTOIL,O,X,X,X
JZSTOLI,O,X,X,X
JZSITLO,O,X,X,X
JZSITOL,O,X,X,X
JZSILTO,O,X,X,X
JZSILOT,X,X,X,X
JZSIOTL,X,X,X,X
JZSIOLT,X,X,X,X
JZSLTIO,O,O,X,X
JZSLTOI,O,O,X,X
JZSLITO,O,X,X,X
JZSLIOT,X,X,X,X
JZSLOTI,O,X,X,X
JZSLOIT,X,X,X,X
JZSOTIL,O,X,X,X
JZSOTLI,O,X,X,X
JZSOITL,X,X,X,X
JZSOILT,X,X,X,X
JZSOLTI,O,X,X,X
JZSOLIT,X,X,X,X
JZOTILS,X,O,O,X
JZOTISL,X,X,O,X
JZOTLIS,X,O,O,X
JZOTLSI,X,O,O,X
JZOTSIL,X,O,O,X
JZOTSLI,X,O,O,X
JZOITLS,X,X,O,X
JZOITSL,X,X,O,X
JZOILTS,X,X,O,X
JZOILST,X,X,X,X
JZOISTL,X,X,X,X
JZOISLT,X,X,X,X
JZOLTIS,X,O,O,X
JZOLTSI,X,O,O,X
JZOLITS,X,X,O,X
JZOLIST,X,X,X,X
JZOLSTI,X,O,X,X
JZOLSIT,X,X,X,X
JZOSTIL,X,O,X,X
JZOSTLI,X,O,X,X
JZOSITL,X,X,X,X
JZOSILT,X,X,X,X
JZOSLTI,X,O,X,X
JZOSLIT,X,X,X,X
JOTILSZ,X,X,O,X
JOTILZS,X,O,X,X
JOTISLZ,X,X,O,X
JOTISZL,X,X,X,X
JOTIZLS,X,O,X,X
JOTIZSL,X,X,X,X
JOTLISZ,X,X,O,X
JOTLIZS,X,O,X,X
JOTLSIZ,X,O,O,X
JOTLSZI,X,O,O,X
JOTLZIS,X,O,O,X
JOTLZSI,X,O,O,X
JOTSILZ,X,O,O,X
JOTSIZL,X,O,X,X
JOTSLIZ,X,O,O,X
JOTSLZI,X,O,O,X
JOTSZIL,X,O,O,X
JOTSZLI,X,O,O,X
JOTZILS,X,O,O,X
JOTZISL,X,X,O,X
JOTZLIS,X,O,O,X
JOTZLSI,X,O,O,X
JOTZSIL,X,O,O,X
JOTZSLI,X,O,O,X
JOITLSZ,X,X,O,X
JOITLZS,X,X,X,X
JOITSLZ,X,X,O,X
JOITSZL,X,X,X,X
JOITZLS,X,X,X,X
JOITZSL,X,X,X,X
JOILTSZ,X,X,O,X
JOILTZS,X,X,X,X
JOILSTZ,X,X,X,X
JOILSZT,X,X,X,X
JOILZTS,X,X,X,X
JOILZST,X,X,X,X
JOISTLZ,X,X,X,X
JOISTZL,X,X,X,X
JOISLTZ,X,X,X,X
JOISLZT,X,X,X,X
JOISZTL,X,X,X,X
JOISZLT,X,X,X,X
JOIZTLS,X,X,X,X
JOIZTSL,X,X,X,X
JOIZLTS,X,X,X,X
JOIZLST,X,X,X,X
JOIZSTL,X,X,X,X
JOIZSLT,X,X,X,X
JOLTISZ,X,X,O,X
JOLTIZS,X,O,X,X
JOLTSIZ,X,O,O,X
JOLTSZI,X,O,O,X
JOLTZIS,X,O,O,X
JOLTZSI,X,O,O,X
JOLITSZ,X,X,O,X
JOLITZS,X,X,X,X
JOLISTZ,X,X,X,X
JOLISZT,X,X,X,X
JOLIZTS,X,X,X,X
JOLIZST,X,X,X,X
JOLSTIZ,X,O,X,X
JOLSTZI,X,O,X,X
JOLSITZ,X,X,X,X
JOLSIZT,X,X,X,X
JOLSZTI,X,O,X,X
JOLSZIT,X,X,X,X
JOLZTIS,X,O,O,X
JOLZTSI,X,O,O,X
JOLZITS,X,X,O,X
JOLZIST,X,X,X,X
JOLZSTI,X,O,X,X
JOLZSIT,X,X,X,X
JOSTILZ,X,O,X,X
JOSTIZL,X,O,X,X
JOSTLIZ,X,O,X,X
JOSTLZI,X,O,X,X
JOSTZIL,X,O,X,X
JOSTZLI,X,O,X,X
JOSITLZ,X,X,X,X
JOSITZL,X,X,X,X
JOSILTZ,X,X,X,X
JOSILZT,X,X,X,X
JOSIZTL,X,X,X,X
JOSIZLT,X,X,X,X
JOSLTIZ,X,O,X,X
JOSLTZI,X,O,X,X
JOSLITZ,X,X,X,X
JOSLIZT,X,X,X,X
JOSLZTI,X,O,X,X
JOSLZIT,X,X,X,X
JOSZTIL,X,O,X,X
JOSZTLI,X,O,X,X
JOSZITL,X,X,X,X
JOSZILT,X,X,X,X
JOSZLTI,X,O,X,X
JOSZLIT,X,X,X,X
JOZTILS,X,O,O,X
JOZTISL,X,X,O,X
JOZTLIS,X,O,O,X
JOZTLSI,X,O,O,X
JOZTSIL,X,O,O,X
JOZTSLI,X,O,O,X
JOZITLS,X,X,O,X
JOZITSL,X,X,O,X
JOZILTS,X,X,O,X
JOZILST,X,X,X,X
JOZISTL,X,X,X,X
JOZISLT,X,X,X,X
JOZLTIS,X,O,O,X
JOZLTSI,X,O,O,X
JOZLITS,X,X,O,X
JOZLIST,X,X,X,X
JOZLSTI,X,O,X,X
JOZLSIT,X,X,X,X
JOZSTIL,X,O,X,X
JOZSTLI,X,O,X,X
JOZSITL,X,X,X,X
JOZSILT,X,X,X,X
JOZSLTI,X,O,X,X
JOZSLIT,X,X,X,X
STILJZO,X,O,X,X
STILJOZ,X,X,X,O
STILZJO,X,O,X,X
STILZOJ,X,X,X,X
STILOJZ,O,X,X,O
STILOZJ,O,X,X,X
STIJLZO,X,O,X,X
STIJLOZ,O,X,X,X
STIJZLO,X,O,X,X
STIJZOL,X,X,X,X
STIJOLZ,O,X,X,O
STIJOZL,X,X,X,O
STIZLJO,X,O,X,X
STIZLOJ,X,X,X,X
STIZJLO,X,O,X,X
STIZJOL,X,X,X,X
STIZOLJ,X,X,X,X
STIZOJL,X,X,X,X
STIOLJZ,O,X,X,O
STIOLZJ,O,X,X,X
STIOJLZ,O,X,X,O
STIOJZL,X,X,X,O
STIOZLJ,X,X,X,X
STIOZJL,X,X,X,X
STLIJZO,X,O,X,X
STLIJOZ,X,X,X,O
STLIZJO,X,O,X,X
STLIZOJ,X,X,X,X
STLIOJZ,O,X,X,O
STLIOZJ,O,X,X,X
STLJIZO,X,O,X,X
STLJIOZ,O,X,X,O
STLJZIO,O,O,X,O
STLJZOI,O,O,X,O
STLJOIZ,O,X,X,O
STLJOZI,O,X,X,O
STLZIJO,X,O,X,O
STLZIOJ,O,X,X,O
STLZJIO,O,X,X,O
STLZJOI,O,X,X,O
STLZOIJ,O,X,X,O
STLZOJI,O,X,X,O
STLOIJZ,O,X,X,O
STLOIZJ,O,X,X,X
STLOJIZ,O,X,X,O
STLOJZI,O,X,X,O
STLOZIJ,O,X,X,O
STLOZJI,O,X,X,O
STJILZO,X,O,X,X
STJILOZ,O,X,X,X
STJIZLO,X,O,X,X
STJIZOL,X,X,X,X
STJIOLZ,O,X,X,O
STJIOZL,X,X,X,O
STJLIZO,X,O,X,X
STJLIOZ,O,X,X,O
STJLZIO,O,O,X,O
STJLZOI,O,O,X,O
STJLOIZ,O,X,X,O
STJLOZI,O,X,X,O
STJZILO,O,O,X,X
STJZIOL,O,X,X,O
STJZLIO,O,O,X,X
STJZLOI,O,O,X,X
STJZOIL,O,X,X,O
STJZOLI,O,X,X,X
STJOILZ,O,X,X,O
STJOIZL,X,X,X,O
STJOLIZ,O,X,X,O
STJOLZI,O,X,X,O
STJOZIL,O,X,X,O
STJOZLI,O,X,X,X
STZILJO,X,O,X,X
STZILOJ,O,X,X,X
STZIJLO,O,O,X,X
STZIJOL,O,X,X,O
STZIOLJ,O,X,X,X
STZIOJL,O,X,X,O
STZLIJO,X,O,X,O
STZLIOJ,O,X,X,O
STZLJIO,O,X,X,O
STZLJOI,O,X,X,O
STZLOIJ,O,X,X,O
STZLOJI,O,X,X,O
STZJILO,O,O,X,X
STZJIOL,O,X,X,O
STZJLIO,O,O,X,X
STZJLOI,O,O,X,X
STZJOIL,O,X,X,O
STZJOLI,O,X,X,X
STZOILJ,O,X,X,X
STZOIJL,O,X,X,O
STZOLIJ,O,X,X,O
STZOLJI,O,X,X,O
STZOJIL,O,X,X,O
STZOJLI,O,X,X,X
STOILJZ,O,X,X,O
STOILZJ,O,X,X,X
STOIJLZ,O,X,X,O
STOIJZL,X,X,X,O
STOIZLJ,X,X,X,X
STOIZJL,X,X,X,X
STOLIJZ,O,X,X,O
STOLIZJ,O,X,X,X
STOLJIZ,O,X,X,O
STOLJZI,O,X,X,O
STOLZIJ,O,X,X,O
STOLZJI,O,X,X,O
STOJILZ,O,X,X,O
STOJIZL,X,X,X,O
STOJLIZ,O,X,X,O
STOJLZI,O,X,X,O
STOJZIL,O,X,X,O
STOJZLI,O,X,X,X
STOZILJ,O,X,X,X
STOZIJL,O,X,X,O
STOZLIJ,O,X,X,O
STOZLJI,O,X,X,O
STOZJIL,O,X,X,O
STOZJLI,O,X,X,X
SITLJZO,X,X,X,X
SITLJOZ,X,X,X,O
SITLZJO,X,X,X,X
SITLZOJ,X,X,X,X
SITLOJZ,X,X,X,O
SITLOZJ,X,X,X,X
SITJLZO,X,X,X,X
SITJLOZ,X,X,X,X
SITJZLO,X,X,X,X
SITJZOL,X,X,X,X
SITJOLZ,X,X,X,O
SITJOZL,X,X,X,O
SITZLJO,X,X,X,X
SITZLOJ,X,X,X,X
SITZJLO,X,X,X,X
SITZJOL,X,X,X,X
SITZOLJ,X,X,X,X
SITZOJL,X,X,X,X
SITOLJZ,X,X,X,O
SITOLZJ,X,X,X,X
SITOJLZ,X,X,X,O
SITOJZL,X,X,X,O
SITOZLJ,X,X,X,X
SITOZJL,X,X,X,X
SILTJZO,X,X,X,X
SILTJOZ,X,X,X,O
SILTZJO,X,X,X,X
SILTZOJ,X,X,X,X
SILTOJZ,X,X,X,O
SILTOZJ,X,X,X,X
SILJTZO,X,X,X,X
SILJTOZ,X,X,X,X
SILJZTO,X,X,X,X
SILJZOT,X,X,X,X
SILJOTZ,X,X,X,X
SILJOZT,X,X,X,X
SILZTJO,X,X,X,X
SILZTOJ,X,X,X,X
SILZJTO,X,X,X,X
SILZJOT,X,X,X,X
SILZOTJ,X,X,X,X
SILZOJT,X,X,X,X
SILOTJZ,X,X,X,O
SILOTZJ,X,X,X,X
SILOJTZ,X,X,X,X
SILOJZT,X,X,X,X
SILOZTJ,X,X,X,X
SILOZJT,X,X,X,X
SIJTLZO,X,X,X,X
SIJTLOZ,X,X,X,X
SIJTZLO,X,X,X,X
SIJTZOL,X,X,X,X
SIJTOLZ,X,X,X,X
SIJTOZL,X,X,X,X
SIJLTZO,X,X,X,X
SIJLTOZ,X,X,X,X
SIJLZTO,X,X,X,X
SIJLZOT,X,X,X,X
SIJLOTZ,X,X,X,X
SIJLOZT,X,X,X,X
SIJZTLO,X,X,X,X
SIJZTOL,X,X,X,X
SIJZLTO,X,X,X,X
SIJZLOT,X,X,X,X
SIJZOTL,X,X,X,X
SIJZOLT,X,X,X,X
SIJOTLZ,X,X,X,X
SIJOTZL,X,X,X,X
SIJOLTZ,X,X,X,X
SIJOLZT,X,X,X,X
SIJOZTL,X,X,X,X
SIJOZLT,X,X,X,X
SIZTLJO,X,X,X,X
SIZTLOJ,X,X,X,X
SIZTJLO,X,X,X,X
SIZTJOL,X,X,X,O
SIZTOLJ,X,X,X,X
SIZTOJL,X,X,X,O
SIZLTJO,X,X,X,O
SIZLTOJ,X,X,X,O
SIZLJTO,X,X,X,X
SIZLJOT,X,X,X,X
SIZLOTJ,X,X,X,O
SIZLOJT,X,X,X,X
SIZJTLO,X,X,X,X
SIZJTOL,X,X,X,X
SIZJLTO,X,X,X,X
SIZJLOT,X,X,X,X
SIZJOTL,X,X,X,X
SIZJOLT,X,X,X,X
SIZOTLJ,X,X,X,X
SIZOTJL,X,X,X,O
SIZOLTJ,X,X,X,O
SIZOLJT,X,X,X,X
SIZOJTL,X,X,X,X
SIZOJLT,X,X,X,X
SIOTLJZ,X,X,X,O
SIOTLZJ,X,X,X,X
SIOTJLZ,X,X,X,O
SIOTJZL,X,X,X,O
SIOTZLJ,X,X,X,X
SIOTZJL,X,X,X,X
SIOLTJZ,X,X,X,O
SIOLTZJ,X,X,X,X
SIOLJTZ,X,X,X,X
SIOLJZT,X,X,X,X
SIOLZTJ,X,X,X,X
SIOLZJT,X,X,X,X
SIOJTLZ,X,X,X,X
SIOJTZL,X,X,X,X
SIOJLTZ,X,X,X,X
SIOJLZT,X,X,X,X
SIOJZTL,X,X,X,X
SIOJZLT,X,X,X,X
SIOZTLJ,X,X,X,X
SIOZTJL,X,X,X,O
SIOZLTJ,X,X,X,O
SIOZLJT,X,X,X,X
SIOZJTL,X,X,X,X
SIOZJLT,X,X,X,X
SLTIJZO,X,O,X,X
SLTIJOZ,X,X,X,O
SLTIZJO,X,O,X,X
SLTIZOJ,X,X,X,X
SLTIOJZ,O,X,X,O
SLTIOZJ,O,X,X,X
SLTJIZO,X,O,X,X
SLTJIOZ,O,X,X,O
SLTJZIO,O,O,X,O
SLTJZOI,O,O,X,O
SLTJOIZ,O,X,X,O
SLTJOZI,O,X,X,O
SLTZIJO,X,O,X,O
SLTZIOJ,O,X,X,O
SLTZJIO,O,X,X,O
SLTZJOI,O,X,X,O
SLTZOIJ,O,X,X,O
SLTZOJI,O,X,X,O
SLTOIJZ,O,X,X,O
SLTOIZJ,O,X,X,X
SLTOJIZ,O,X,X,O
SLTOJZI,O,X,X,O
SLTOZIJ,O,X,X,O
SLTOZJI,O,X,X,O
SLITJZO,X,X,X,X
SLITJOZ,X,X,X,O
SLITZJO,X,X,X,X
SLITZOJ,X,X,X,X
SLITOJZ,X,X,X,O
SLITOZJ,X,X,X,X
SLIJTZO,X,X,X,X
SLIJTOZ,X,X,X,X
SLIJZTO,X,X,X,X
SLIJZOT,X,X,X,X
SLIJOTZ,X,X,X,X
SLIJOZT,X,X,X,X
SLIZTJO,X,X,X,X
SLIZTOJ,X,X,X,X
SLIZJTO,X,X,X,X
SLIZJOT,X,X,X,X
SLIZOTJ,X,X,X,X
SLIZOJT,X,X,X,X
SLIOTJZ,X,X,X,O
SLIOTZJ,X,X,X,X
SLIOJTZ,X,X,X,X
SLIOJZT,X,X,X,X
SLIOZTJ,X,X,X,X
SLIOZJT,X,X,X,X
SLJTIZO,X,O,X,X
SLJTIOZ,O,X,X,X
SLJTZIO,O,O,X,X
SLJTZOI,O,O,X,X
SLJTOIZ,O,X,X,X
SLJTOZI,O,X,X,X
SLJITZO,X,X,X,X
SLJITOZ,O,X,X,X
SLJIZTO,O,X,X,X
SLJIZOT,X,X,X,X
SLJIOTZ,X,X,X,X
SLJIOZT,X,X,X,X
SLJZTIO,O,O,X,X
SLJZTOI,O,O,X,X
SLJZITO,O,X,X,X
SLJZIOT,X,X,X,X
SLJZOTI,O,X,X,X
SLJZOIT,X,X,X,X
SLJOTIZ,O,X,X,X
SLJOTZI,O,X,X,X
SLJOITZ,X,X,X,X
SLJOIZT,X,X,X,X
SLJOZTI,O,X,X,X
SLJOZIT,X,X,X,X
SLZTIJO,X,O,X,O
SLZTIOJ,O,X,X,O
SLZTJIO,O,X,X,O
SLZTJOI,O,X,X,O
SLZTOIJ,O,X,X,O
SLZTOJI,O,X,X,O
SLZITJO,X,X,X,O
SLZITOJ,O,X,X,O
SLZIJTO,X,X,X,X
SLZIJOT,X,X,X,X
SLZIOTJ,X,X,X,O
SLZIOJT,X,X,X,X
SLZJTIO,O,X,X,X
SLZJTOI,O,X,X,X
SLZJITO,O,X,X,X
SLZJIOT,X,X,X,X
SLZJOTI,O,X,X,X
SLZJOIT,X,X,X,X
SLZOTIJ,O,X,X,O
SLZOTJI,O,X,X,O
SLZOITJ,X,X,X,O
SLZOIJT,X,X,X,X
SLZOJTI,O,X,X,X
SLZOJIT,X,X,X,X
SLOTIJZ,O,X,X,O
SLOTIZJ,O,X,X,X
SLOTJIZ,O,X,X,O
SLOTJZI,O,X,X,O
SLOTZIJ,O,X,X,O
SLOTZJI,O,X,X,O
SLOITJZ,X,X,X,O
SLOITZJ,X,X,X,X
SLOIJTZ,X,X,X,X
SLOIJZT,X,X,X,X
SLOIZTJ,X,X,X,X
SLOIZJT,X,X,X,X
SLOJTIZ,O,X,X,X
SLOJTZI,O,X,X,X
SLOJITZ,X,X,X,X
SLOJIZT,X,X,X,X
SLOJZTI,O,X,X,X
SLOJZIT,X,X,X,X
SLOZTIJ,O,X,X,O
SLOZTJI,O,X,X,O
SLOZITJ,X,X,X,O
SLOZIJT,X,X,X,X
SLOZJTI,O,X,X,X
SLOZJIT,X,X,X,X
SJTILZO,X,O,X,X
SJTILOZ,O,X,X,X
SJTIZLO,X,O,X,X
SJTIZOL,X,X,X,X
SJTIOLZ,O,X,X,X
SJTIOZL,X,X,X,X
SJTLIZO,X,O,X,X
SJTLIOZ,O,X,X,X
SJTLZIO,O,O,X,X
SJTLZOI,O,O,X,X
SJTLOIZ,O,X,X,X
SJTLOZI,O,X,X,X
SJTZILO,O,O,X,X
SJTZIOL,O,X,X,X
SJTZLIO,O,O,X,X
SJTZLOI,O,O,X,X
SJTZOIL,O,X,X,X
SJTZOLI,O,X,X,X
SJTOILZ,O,X,X,X
SJTOIZL,X,X,X,X
SJTOLIZ,O,X,X,X
SJTOLZI,O,X,X,X
SJTOZIL,O,X,X,X
SJTOZLI,O,X,X,X
SJITLZO,X,X,X,X
SJITLOZ,O,X,X,X
SJITZLO,X,X,X,X
SJITZOL,X,X,X,X
SJITOLZ,O,X,X,X
SJITOZL,X,X,X,X
SJILTZO,X,X,X,X
SJILTOZ,O,X,X,X
SJILZTO,O,X,X,X
SJILZOT,X,X,X,X
SJILOTZ,X,X,X,X
SJILOZT,X,X,X,X
SJIZTLO,O,X,X,X
SJIZTOL,O,X,X,X
SJIZLTO,O,X,X,X
SJIZLOT,X,X,X,X
SJIZOTL,X,X,X,X
SJIZOLT,X,X,X,X
SJIOTLZ,X,X,X,X
SJIOTZL,X,X,X,X
SJIOLTZ,X,X,X,X
SJIOLZT,X,X,X,X
SJIOZTL,X,X,X,X
SJIOZLT,X,X,X,X
SJLTIZO,X,O,X,X
SJLTIOZ,O,X,X,X
SJLTZIO,O,O,X,X
SJLTZOI,O,O,X,X
SJLTOIZ,O,X,X,X
SJLTOZI,O,X,X,X
SJLITZO,X,X,X,X
SJLITOZ,O,X,X,X
SJLIZTO,O,X,X,X
SJLIZOT,X,X,X,X
SJLIOTZ,X,X,X,X
SJLIOZT,X,X,X,X
SJLZTIO,O,O,X,X
SJLZTOI,O,O,X,X
SJLZITO,O,X,X,X
SJLZIOT,X,X,X,X
SJLZOTI,O,X,X,X
SJLZOIT,X,X,X,X
SJLOTIZ,O,X,X,X
SJLOTZI,O,X,X,X
SJLOITZ,X,X,X,X
SJLOIZT,X,X,X,X
SJLOZTI,O,X,X,X
SJLOZIT,X,X,X,X
SJZTILO,O,O,X,X
SJZTIOL,O,X,X,X
SJZTLIO,O,O,X,X
SJZTLOI,O,O,X,X
SJZTOIL,O,X,X,X
SJZTOLI,O,X,X,X
SJZITLO,O,X,X,X
SJZITOL,O,X,X,X
SJZILTO,O,X,X,X
SJZILOT,X,X,X,X
SJZIOTL,X,X,X,X
SJZIOLT,X,X,X,X
SJZLTIO,O,O,X,X
SJZLTOI,O,O,X,X
SJZLITO,O,X,X,X
SJZLIOT,X,X,X,X
SJZLOTI,O,X,X,X
SJZLOIT,X,X,X,X
SJZOTIL,O,X,X,X
SJZOTLI,O,X,X,X
SJZOITL,X,X,X,X
SJZOILT,X,X,X,X
SJZOLTI,O,X,X,X
SJZOLIT,X,X,X,X
SJOTILZ,O,X,X,X
SJOTIZL,X,X,X,X
SJOTLIZ,O,X,X,X
SJOTLZI,O,X,X,X
SJOTZIL,O,X,X,X
SJOTZLI,O,X,X,X
SJOITLZ,X,X,X,X
SJOITZL,X,X,X,X
SJOILTZ,X,X,X,X
SJOILZT,X,X,X,X
SJOIZTL,X,X,X,X
SJOIZLT,X,X,X,X
SJOLTIZ,O,X,X,X
SJOLTZI,O,X,X,X
SJOLITZ,X,X,X,X
SJOLIZT,X,X,X,X
SJOLZTI,O,X,X,X
SJOLZIT,X,X,X,X
SJOZTIL,O,X,X,X
SJOZTLI,O,X,X,X
SJOZITL,X,X,X,X
SJOZILT,X,X,X,X
SJOZLTI,O,X,X,X
SJOZLIT,X,X,X,X
SZTILJO,X,O,X,X
SZTILOJ,O,X,X,X
SZTIJLO,O,O,X,X
SZTIJOL,O,X,X,O
SZTIOLJ,O,X,X,X
SZTIOJL,O,X,X,O
SZTLIJO,X,O,X,O
