sequence,v115@9gA8IeA8DeB8CeA8CeC8CeA8DeB8BeA8Je5EJvhFOl?BXhB0iB6oB1vBzsB,v115@9gA8IeA8DeB8CeA8CeC8CeA8DeB8BeA8Je5EJvhF/l?BFhB0iB6oB2vBzsB,v115@9gA8IeA8DeB8CeA8CeC8CeA8DeB8BeA8JeFAJvhFXh?B0iB6oBWqBzsBRvB,v115@9gA8IeA8DeB8CeA8CeC8CeA8DeB8BeA8JeFAJvhFXh?BxiBqpBGoB0qBzsB
ZOISLJT,X,O,O,X
ZOISJTL,X,O,O,X
ZOISJLT,X,O,O,X
ZOLTIJS,O,O,O,O
ZOLTISJ,O,X,O,O
ZOLTJIS,O,O,X,O
ZOLTJSI,O,O,X,O
ZOLTSIJ,O,X,O,O
ZOLTSJI,O,X,O,O
ZOLITJS,O,O,O,O
ZOLITSJ,O,X,O,O
ZOLIJTS,O,O,O,O
ZOLIJST,X,O,O,O
ZOLISTJ,O,X,O,O
ZOLISJT,X,O,O,O
ZOLJTIS,O,O,X,O
ZOLJTSI,O,O,X,O
ZOLJITS,O,O,O,O
ZOLJIST,X,O,O,O
ZOLJSTI,O,O,O,O
ZOLJSIT,X,O,O,O
ZOLSTIJ,O,X,O,O
ZOLSTJI,O,X,O,O
ZOLSITJ,O,X,O,O
ZOLSIJT,X,O,O,O
ZOLSJTI,O,O,O,O
ZOLSJIT,X,O,O,O
ZOJTILS,O,O,X,X
ZOJTISL,O,O,X,X
ZOJTLIS,O,O,X,X
ZOJTLSI,O,O,X,X
ZOJTSIL,O,O,X,X
ZOJTSLI,O,O,X,X
ZOJITLS,O,O,O,X
ZOJITSL,O,O,O,X
ZOJILTS,O,O,O,O
ZOJILST,X,O,O,O
ZOJISTL,X,O,O,O
ZOJISLT,X,O,O,O
ZOJLTIS,O,O,X,O
ZOJLTSI,O,O,X,O
ZOJLITS,O,O,O,O
ZOJLIST,X,O,O,O
ZOJLSTI,O,O,O,O
ZOJLSIT,X,O,O,O
ZOJSTIL,O,O,X,O
ZOJSTLI,O,O,O,X
ZOJSITL,X,O,O,O
ZOJSILT,X,O,O,O
ZOJSLTI,O,O,O,O
ZOJSLIT,X,O,O,O
ZOSTILJ,O,X,O,O
ZOSTIJL,O,X,O,O
ZOSTLIJ,O,X,O,X
ZOSTLJI,O,X,O,X
ZOSTJIL,O,X,X,O
ZOSTJLI,O,X,O,X
ZOSITLJ,O,X,O,O
ZOSITJL,O,X,O,O
ZOSILTJ,O,X,O,O
ZOSILJT,X,O,O,X
ZOSIJTL,X,O,O,X
ZOSIJLT,X,O,O,X
ZOSLTIJ,O,X,O,O
ZOSLTJI,O,X,O,O
ZOSLITJ,O,X,O,O
ZOSLIJT,X,O,O,X
ZOSLJTI,O,O,O,O
ZOSLJIT,X,O,O,O
ZOSJTIL,O,O,X,O
ZOSJTLI,O,O,O,X
ZOSJITL,X,O,O,O
ZOSJILT,X,O,O,O
ZOSJLTI,O,O,O,O
ZOSJLIT,X,O,O,O
OTILJSZ,O,O,O,O
OTILJZS,O,O,O,X
OTILSJZ,O,X,O,O
OTILSZJ,O,X,O,O
OTILZJS,O,O,O,O
OTILZSJ,O,X,O,O
OTIJLSZ,O,O,O,X
OTIJLZS,O,O,O,X
OTIJSLZ,O,O,O,X
OTIJSZL,O,O,O,X
OTIJZLS,O,O,O,X
OTIJZSL,O,O,O,X
OTISLJZ,O,X,O,O
OTISLZJ,O,X,O,O
OTISJLZ,O,X,O,O
OTISJZL,O,X,O,O
OTISZLJ,O,X,O,O
OTISZJL,O,X,O,O
OTIZLJS,O,O,O,X
OTIZLSJ,O,X,O,X
OTIZJLS,O,O,O,X
OTIZJSL,O,O,O,X
OTIZSLJ,O,X,O,X
OTIZSJL,O,X,O,X
OTLIJSZ,O,O,O,O
OTLIJZS,O,O,O,O
OTLISJZ,O,X,O,O
OTLISZJ,O,X,O,O
OTLIZJS,O,O,O,O
OTLIZSJ,O,X,O,O
OTLJISZ,O,O,X,O
OTLJIZS,O,O,X,O
OTLJSIZ,O,O,X,O
OTLJSZI,O,O,X,O
OTLJZIS,O,O,X,O
OTLJZSI,O,O,X,O
OTLSIJZ,O,X,O,O
OTLSIZJ,O,X,O,O
OTLSJIZ,O,X,X,O
OTLSJZI,O,X,O,O
OTLSZIJ,O,X,O,O
OTLSZJI,O,X,O,O
OTLZIJS,O,O,O,O
OTLZISJ,O,X,O,O
OTLZJIS,O,O,X,O
OTLZJSI,O,O,X,O
OTLZSIJ,O,X,O,O
OTLZSJI,O,X,O,O
OTJILSZ,O,O,X,O
OTJILZS,O,O,X,O
OTJISLZ,O,O,X,O
OTJISZL,O,O,X,O
OTJIZLS,O,O,X,X
OTJIZSL,O,O,X,X
OTJLISZ,O,O,X,O
OTJLIZS,O,O,X,O
OTJLSIZ,O,O,X,O
OTJLSZI,O,O,X,O
OTJLZIS,O,O,X,O
OTJLZSI,O,O,X,O
OTJSILZ,O,O,X,O
OTJSIZL,O,O,X,O
OTJSLIZ,O,O,X,O
OTJSLZI,O,O,X,O
OTJSZIL,O,O,X,O
OTJSZLI,O,O,X,X
OTJZILS,O,O,X,X
OTJZISL,O,O,X,X
OTJZLIS,O,O,X,X
OTJZLSI,O,O,X,X
OTJZSIL,O,O,X,X
OTJZSLI,O,O,X,X
OTSILJZ,O,X,O,O
OTSILZJ,O,X,O,O
OTSIJLZ,O,X,O,O
OTSIJZL,O,X,O,O
OTSIZLJ,O,X,O,O
OTSIZJL,O,X,O,O
OTSLIJZ,O,X,O,O
OTSLIZJ,O,X,O,O
OTSLJIZ,O,X,X,O
OTSLJZI,O,X,O,O
OTSLZIJ,O,X,O,O
OTSLZJI,O,X,O,O
OTSJILZ,O,X,X,O
OTSJIZL,O,X,X,O
OTSJLIZ,O,X,X,O
OTSJLZI,O,X,O,O
OTSJZIL,O,X,X,O
OTSJZLI,O,X,O,X
OTSZILJ,O,X,O,O
OTSZIJL,O,X,O,O
OTSZLIJ,O,X,O,X
OTSZLJI,O,X,O,X
OTSZJIL,O,X,X,O
OTSZJLI,O,X,O,X
OTZILJS,O,O,O,X
OTZILSJ,O,X,O,X
OTZIJLS,O,O,O,X
OTZIJSL,O,O,O,X
OTZISLJ,O,X,O,X
OTZISJL,O,X,O,X
OTZLIJS,O,O,O,X
OTZLISJ,O,X,O,X
OTZLJIS,O,O,X,X
OTZLJSI,O,O,X,X
OTZLSIJ,O,X,O,X
OTZLSJI,O,X,O,X
OTZJILS,O,O,X,X
OTZJISL,O,O,X,X
OTZJLIS,O,O,X,X
OTZJLSI,O,O,X,X
OTZJSIL,O,O,X,X
OTZJSLI,O,O,X,X
OTZSILJ,O,X,O,X
OTZSIJL,O,X,O,X
OTZSLIJ,O,X,O,X
OTZSLJI,O,X,O,X
OTZSJIL,O,X,X,X
OTZSJLI,O,X,O,X
OITLJSZ,O,O,O,O
OITLJZS,O,O,O,X
OITLSJZ,O,X,O,O
OITLSZJ,O,X,O,O
OITLZJS,O,O,O,O
OITLZSJ,O,X,O,O
OITJLSZ,O,O,O,X
OITJLZS,O,O,O,X
OITJSLZ,O,O,O,X
OITJSZL,O,O,O,X
OITJZLS,O,O,O,X
OITJZSL,O,O,O,X
OITSLJZ,O,X,O,O
OITSLZJ,O,X,O,O
OITSJLZ,O,X,O,O
OITSJZL,O,X,O,O
OITSZLJ,O,X,O,O
OITSZJL,O,X,O,O
OITZLJS,O,O,O,X
OITZLSJ,O,X,O,X
OITZJLS,O,O,O,X
OITZJSL,O,O,O,X
OITZSLJ,O,X,O,X
OITZSJL,O,X,O,X
OILTJSZ,O,O,O,O
OILTJZS,O,O,O,O
OILTSJZ,O,X,O,O
OILTSZJ,O,X,O,O
OILTZJS,O,O,O,O
OILTZSJ,O,X,O,O
OILJTSZ,O,O,O,O
OILJTZS,O,O,O,O
OILJSTZ,X,O,O,O
OILJSZT,X,O,O,O
OILJZTS,O,O,O,O
OILJZST,X,O,O,O
OILSTJZ,O,X,O,O
OILSTZJ,O,X,O,O
OILSJTZ,X,O,O,O
OILSJZT,X,O,O,O
OILSZTJ,O,X,O,O
OILSZJT,X,O,O,O
OILZTJS,O,O,O,O
OILZTSJ,O,X,O,O
OILZJTS,O,O,O,O
OILZJST,X,O,O,O
OILZSTJ,O,X,O,O
OILZSJT,X,O,O,O
OIJTLSZ,O,O,O,O
OIJTLZS,O,O,O,O
OIJTSLZ,O,O,O,O
OIJTSZL,O,O,O,O
OIJTZLS,O,O,O,X
OIJTZSL,O,O,O,X
OIJLTSZ,O,O,O,O
OIJLTZS,O,O,O,O
OIJLSTZ,X,O,O,O
OIJLSZT,X,O,O,O
OIJLZTS,O,O,O,O
OIJLZST,X,O,O,O
OIJSTLZ,X,O,O,O
OIJSTZL,X,O,O,O
OIJSLTZ,X,O,O,O
OIJSLZT,X,O,O,O
OIJSZTL,X,O,O,O
OIJSZLT,X,O,O,O
OIJZTLS,O,O,O,X
OIJZTSL,O,O,O,X
OIJZLTS,O,O,O,O
OIJZLST,X,O,O,O
OIJZSTL,X,O,O,O
OIJZSLT,X,O,O,O
OISTLJZ,O,X,O,O
OISTLZJ,O,X,O,O
OISTJLZ,O,X,O,O
OISTJZL,O,X,O,O
OISTZLJ,O,X,O,O
OISTZJL,O,X,O,O
OISLTJZ,O,X,O,O
OISLTZJ,O,X,O,O
OISLJTZ,X,O,O,O
OISLJZT,X,O,O,O
OISLZTJ,O,X,O,O
OISLZJT,X,O,O,O
OISJTLZ,X,O,O,O
OISJTZL,X,O,O,O
OISJLTZ,X,O,O,O
OISJLZT,X,O,O,O
OISJZTL,X,O,O,O
OISJZLT,X,O,O,O
OISZTLJ,O,X,O,O
OISZTJL,O,X,O,O
OISZLTJ,O,X,O,O
OISZLJT,X,O,O,X
OISZJTL,X,O,O,X
OISZJLT,X,O,O,X
OIZTLJS,O,O,O,X
OIZTLSJ,O,X,O,X
OIZTJLS,O,O,O,X
OIZTJSL,O,O,O,X
OIZTSLJ,O,X,O,X
OIZTSJL,O,X,O,X
OIZLTJS,O,O,O,O
OIZLTSJ,O,X,O,O
OIZLJTS,O,O,O,O
OIZLJST,X,O,O,O
OIZLSTJ,O,X,O,O
OIZLSJT,X,O,O,O
OIZJTLS,O,O,O,X
OIZJTSL,O,O,O,X
OIZJLTS,O,O,O,X
OIZJLST,X,O,O,X
OIZJSTL,X,O,O,X
OIZJSLT,X,O,O,X
OIZSTLJ,O,X,O,O
OIZSTJL,O,X,O,O
OIZSLTJ,O,X,O,O
OIZSLJT,X,O,O,X
OIZSJTL,X,O,O,X
OIZSJLT,X,O,O,X
OLTIJSZ,O,O,O,O
OLTIJZS,O,O,O,O
OLTISJZ,O,X,O,O
OLTISZJ,O,X,O,O
OLTIZJS,O,O,O,O
OLTIZSJ,O,X,O,O
OLTJISZ,O,O,X,O
OLTJIZS,O,O,X,O
OLTJSIZ,O,O,X,O
OLTJSZI,O,O,X,O
OLTJZIS,O,O,X,O
OLTJZSI,O,O,X,O
OLTSIJZ,O,X,O,O
OLTSIZJ,O,X,O,O
OLTSJIZ,O,X,X,O
OLTSJZI,O,X,O,O
OLTSZIJ,O,X,O,O
OLTSZJI,O,X,O,O
OLTZIJS,O,O,O,O
OLTZISJ,O,X,O,O
OLTZJIS,O,O,X,O
OLTZJSI,O,O,X,O
OLTZSIJ,O,X,O,O
OLTZSJI,O,X,O,O
OLITJSZ,O,O,O,O
OLITJZS,O,O,O,O
OLITSJZ,O,X,O,O
OLITSZJ,O,X,O,O
OLITZJS,O,O,O,O
OLITZSJ,O,X,O,O
OLIJTSZ,O,O,O,O
OLIJTZS,O,O,O,O
OLIJSTZ,X,O,O,O
OLIJSZT,X,O,O,O
OLIJZTS,O,O,O,O
OLIJZST,X,O,O,O
OLISTJZ,O,X,O,O
OLISTZJ,O,X,O,O
OLISJTZ,X,O,O,O
OLISJZT,X,O,O,O
OLISZTJ,O,X,O,O
OLISZJT,X,O,O,O
OLIZTJS,O,O,O,O
OLIZTSJ,O,X,O,O
OLIZJTS,O,O,O,O
OLIZJST,X,O,O,O
OLIZSTJ,O,X,O,O
OLIZSJT,X,O,O,O
OLJTISZ,O,O,X,O
OLJTIZS,O,O,X,O
OLJTSIZ,O,O,X,O
OLJTSZI,O,O,X,O
OLJTZIS,O,O,X,O
OLJTZSI,O,O,X,O
OLJITSZ,O,O,O,O
OLJITZS,O,O,O,O
OLJISTZ,X,O,O,O
OLJISZT,X,O,O,O
OLJIZTS,O,O,O,O
OLJIZST,X,O,O,O
OLJSTIZ,O,O,X,O
OLJSTZI,O,O,O,O
OLJSITZ,X,O,O,O
OLJSIZT,X,O,O,O
OLJSZTI,O,O,O,O
OLJSZIT,X,O,O,O
OLJZTIS,O,O,X,O
OLJZTSI,O,O,X,O
OLJZITS,O,O,O,O
OLJZIST,X,O,O,O
OLJZSTI,O,O,O,O
OLJZSIT,X,O,O,O
OLSTIJZ,O,X,O,O
OLSTIZJ,O,X,O,O
OLSTJIZ,O,X,X,O
OLSTJZI,O,X,O,O
OLSTZIJ,O,X,O,O
OLSTZJI,O,X,O,O
OLSITJZ,O,X,O,O
OLSITZJ,O,X,O,O
OLSIJTZ,X,O,O,O
OLSIJZT,X,O,O,O
OLSIZTJ,O,X,O,O
OLSIZJT,X,O,O,O
OLSJTIZ,O,O,X,O
OLSJTZI,O,O,O,O
OLSJITZ,X,O,O,O
OLSJIZT,X,O,O,O
OLSJZTI,O,O,O,O
OLSJZIT,X,O,O,O
OLSZTIJ,O,X,O,O
OLSZTJI,O,X,O,O
OLSZITJ,O,X,O,O
OLSZIJT,X,O,O,O
OLSZJTI,O,O,O,O
OLSZJIT,X,O,O,O
OLZTIJS,O,O,O,O
OLZTISJ,O,X,O,O
OLZTJIS,O,O,X,O
OLZTJSI,O,O,X,O
OLZTSIJ,O,X,O,O
OLZTSJI,O,X,O,O
OLZITJS,O,O,O,O
OLZITSJ,O,X,O,O
OLZIJTS,O,O,O,O
OLZIJST,X,O,O,O
OLZISTJ,O,X,O,O
OLZISJT,X,O,O,O
OLZJTIS,O,O,X,O
OLZJTSI,O,O,X,O
OLZJITS,O,O,O,O
OLZJIST,X,O,O,O
OLZJSTI,O,O,O,O
OLZJSIT,X,O,O,O
OLZSTIJ,O,X,O,O
OLZSTJI,O,X,O,O
OLZSITJ,O,X,O,O
OLZSIJT,X,O,O,O
OLZSJTI,O,O,O,O
OLZSJIT,X,O,O,O
OJTILSZ,O,O,X,O
OJTILZS,O,O,X,O
OJTISLZ,O,O,X,O
OJTISZL,O,O,X,O
OJTIZLS,O,O,X,X
OJTIZSL,O,O,X,X
OJTLISZ,O,O,X,O
OJTLIZS,O,O,X,O
OJTLSIZ,O,O,X,O
OJTLSZI,O,O,X,O
OJTLZIS,O,O,X,O
OJTLZSI,O,O,X,O
OJTSILZ,O,O,X,O
OJTSIZL,O,O,X,O
OJTSLIZ,O,O,X,O
OJTSLZI,O,O,X,O
OJTSZIL,O,O,X,O
OJTSZLI,O,O,X,X
OJTZILS,O,O,X,X
OJTZISL,O,O,X,X
OJTZLIS,O,O,X,X
OJTZLSI,O,O,X,X
OJTZSIL,O,O,X,X
OJTZSLI,O,O,X,X
OJITLSZ,O,O,O,O
OJITLZS,O,O,O,O
OJITSLZ,O,O,O,O
OJITSZL,O,O,O,O
OJITZLS,O,O,O,X
OJITZSL,O,O,O,X
OJILTSZ,O,O,O,O
OJILTZS,O,O,O,O
OJILSTZ,X,O,O,O
OJILSZT,X,O,O,O
OJILZTS,O,O,O,O
OJILZST,X,O,O,O
OJISTLZ,X,O,O,O
OJISTZL,X,O,O,O
OJISLTZ,X,O,O,O
OJISLZT,X,O,O,O
OJISZTL,X,O,O,O
OJISZLT,X,O,O,O
OJIZTLS,O,O,O,X
OJIZTSL,O,O,O,X
OJIZLTS,O,O,O,O
OJIZLST,X,O,O,O
OJIZSTL,X,O,O,O
OJIZSLT,X,O,O,O
OJLTISZ,O,O,X,O
OJLTIZS,O,O,X,O
OJLTSIZ,O,O,X,O
OJLTSZI,O,O,X,O
OJLTZIS,O,O,X,O
OJLTZSI,O,O,X,O
OJLITSZ,O,O,O,O
OJLITZS,O,O,O,O
OJLISTZ,X,O,O,O
OJLISZT,X,O,O,O
OJLIZTS,O,O,O,O
OJLIZST,X,O,O,O
OJLSTIZ,O,O,X,O
OJLSTZI,O,O,O,O
OJLSITZ,X,O,O,O
OJLSIZT,X,O,O,O
OJLSZTI,O,O,O,O
OJLSZIT,X,O,O,O
OJLZTIS,O,O,X,O
OJLZTSI,O,O,X,O
OJLZITS,O,O,O,O
OJLZIST,X,O,O,O
OJLZSTI,O,O,O,O
OJLZSIT,X,O,O,O
OJSTILZ,O,O,X,O
OJSTIZL,O,O,X,O
OJSTLIZ,O,O,X,O
OJSTLZI,O,O,O,O
OJSTZIL,O,O,X,O
OJSTZLI,O,O,O,X
OJSITLZ,X,O,O,O
OJSITZL,X,O,O,O
OJSILTZ,X,O,O,O
OJSILZT,X,O,O,O
OJSIZTL,X,O,O,O
OJSIZLT,X,O,O,O
OJSLTIZ,O,O,X,O
OJSLTZI,O,O,O,O
OJSLITZ,X,O,O,O
OJSLIZT,X,O,O,O
OJSLZTI,O,O,O,O
OJSLZIT,X,O,O,O
OJSZTIL,O,O,X,O
OJSZTLI,O,O,O,X
OJSZITL,X,O,O,O
OJSZILT,X,O,O,O
OJSZLTI,O,O,O,O
OJSZLIT,X,O,O,O
OJZTILS,O,O,X,X
OJZTISL,O,O,X,X
OJZTLIS,O,O,X,X
OJZTLSI,O,O,X,X
OJZTSIL,O,O,X,X
OJZTSLI,O,O,X,X
OJZITLS,O,O,O,X
OJZITSL,O,O,O,X
OJZILTS,O,O,O,O
OJZILST,X,O,O,O
OJZISTL,X,O,O,O
OJZISLT,X,O,O,O
OJZLTIS,O,O,X,O
OJZLTSI,O,O,X,O
OJZLITS,O,O,O,O
OJZLIST,X,O,O,O
OJZLSTI,O,O,O,O
OJZLSIT,X,O,O,O
OJZSTIL,O,O,X,O
OJZSTLI,O,O,O,X
OJZSITL,X,O,O,O
OJZSILT,X,O,O,O
OJZSLTI,O,O,O,O
OJZSLIT,X,O,O,O
OSTILJZ,O,X,O,O
OSTILZJ,O,X,O,O
OSTIJLZ,O,X,O,O
OSTIJZL,O,X,O,O
OSTIZLJ,O,X,O,O
OSTIZJL,O,X,O,O
OSTLIJZ,O,X,O,O
OSTLIZJ,O,X,O,O
OSTLJIZ,O,X,X,O
OSTLJZI,O,X,O,O
OSTLZIJ,O,X,O,O
OSTLZJI,O,X,O,O
OSTJILZ,O,X,X,O
OSTJIZL,O,X,X,O
OSTJLIZ,O,X,X,O
OSTJLZI,O,X,O,O
OSTJZIL,O,X,X,O
OSTJZLI,O,X,O,X
OSTZILJ,O,X,O,O
OSTZIJL,O,X,O,O
OSTZLIJ,O,X,O,X
OSTZLJI,O,X,O,X
OSTZJIL,O,X,X,O
OSTZJLI,O,X,O,X
OSITLJZ,O,X,O,O
OSITLZJ,O,X,O,O
OSITJLZ,O,X,O,O
OSITJZL,O,X,O,O
OSITZLJ,O,X,O,O
OSITZJL,O,X,O,O
OSILTJZ,O,X,O,O
OSILTZJ,O,X,O,O
OSILJTZ,X,O,O,O
OSILJZT,X,O,O,O
OSILZTJ,O,X,O,O
OSILZJT,X,O,O,O
OSIJTLZ,X,O,O,O
OSIJTZL,X,O,O,O
OSIJLTZ,X,O,O,O
OSIJLZT,X,O,O,O
OSIJZTL,X,O,O,O
OSIJZLT,X,O,O,O
OSIZTLJ,O,X,O,O
OSIZTJL,O,X,O,O
OSIZLTJ,O,X,O,O
OSIZLJT,X,O,O,X
OSIZJTL,X,O,O,X
OSIZJLT,X,O,O,X
OSLTIJZ,O,X,O,O
OSLTIZJ,O,X,O,O
OSLTJIZ,O,X,X,O
OSLTJZI,O,X,O,O
OSLTZIJ,O,X,O,O
OSLTZJI,O,X,O,O
OSLITJZ,O,X,O,O
OSLITZJ,O,X,O,O
OSLIJTZ,X,O,O,O
OSLIJZT,X,O,O,O
OSLIZTJ,O,X,O,O
OSLIZJT,X,O,O,O
OSLJTIZ,O,O,X,O
OSLJTZI,O,O,O,O
OSLJITZ,X,O,O,O
OSLJIZT,X,O,O,O
OSLJZTI,O,O,O,O
OSLJZIT,X,O,O,O
OSLZTIJ,O,X,O,O
OSLZTJI,O,X,O,O
OSLZITJ,O,X,O,O
OSLZIJT,X,O,O,O
OSLZJTI,O,O,O,O
OSLZJIT,X,O,O,O
OSJTILZ,O,O,X,O
OSJTIZL,O,O,X,O
OSJTLIZ,O,O,X,O
OSJTLZI,O,O,O,O
OSJTZIL,O,O,X,O
OSJTZLI,O,O,O,X
OSJITLZ,X,O,O,O
OSJITZL,X,O,O,O
OSJILTZ,X,O,O,O
OSJILZT,X,O,O,O
OSJIZTL,X,O,O,O
OSJIZLT,X,O,O,O
OSJLTIZ,O,O,X,O
OSJLTZI,O,O,O,O
OSJLITZ,X,O,O,O
OSJLIZT,X,O,O,O
OSJLZTI,O,O,O,O
OSJLZIT,X,O,O,O
OSJZTIL,O,O,X,O
OSJZTLI,O,O,O,X
OSJZITL,X,O,O,O
OSJZILT,X,O,O,O
OSJZLTI,O,O,O,O
OSJZLIT,X,O,O,O
OSZTILJ,O,X,O,O
OSZTIJL,O,X,O,O
OSZTLIJ,O,X,O,X
OSZTLJI,O,X,O,X
OSZTJIL,O,X,X,O
OSZTJLI,O,X,O,X
OSZITLJ,O,X,O,O
OSZITJL,O,X,O,O
OSZILTJ,O,X,O,O
OSZILJT,X,O,O,X
OSZIJTL,X,O,O,X
OSZIJLT,X,O,O,X
OSZLTIJ,O,X,O,O
OSZLTJI,O,X,O,O
OSZLITJ,O,X,O,O
OSZLIJT,X,O,O,X
OSZLJTI,O,O,O,O
OSZLJIT,X,O,O,O
OSZJTIL,O,O,X,O
OSZJTLI,O,O,O,X
OSZJITL,X,O,O,O
OSZJILT,X,O,O,O
OSZJLTI,O,O,O,O
OSZJLIT,X,O,O,O
OZTILJS,O,O,O,X
OZTILSJ,O,X,O,X
OZTIJLS,O,O,O,X
OZTIJSL,O,O,O,X
OZTISLJ,O,X,O,X
OZTISJL,O,X,O,X
OZTLIJS,O,O,O,X
OZTLISJ,O,X,O,X
OZTLJIS,O,O,X,X
OZTLJSI,O,O,X,X
OZTLSIJ,O,X,O,X
OZTLSJI,O,X,O,X
OZTJILS,O,O,X,X
OZTJISL,O,O,X,X
OZTJLIS,O,O,X,X
OZTJLSI,O,O,X,X
OZTJSIL,O,O,X,X
OZTJSLI,O,O,X,X
OZTSILJ,O,X,O,X
OZTSIJL,O,X,O,X
OZTSLIJ,O,X,O,X
OZTSLJI,O,X,O,X
OZTSJIL,O,X,X,X
OZTSJLI,O,X,O,X
OZITLJS,O,O,O,X
OZITLSJ,O,X,O,X
OZITJLS,O,O,O,X
OZITJSL,O,O,O,X
OZITSLJ,O,X,O,X
OZITSJL,O,X,O,X
OZILTJS,O,O,O,O
OZILTSJ,O,X,O,O
OZILJTS,O,O,O,O
OZILJST,X,O,O,O
OZILSTJ,O,X,O,O
OZILSJT,X,O,O,O
OZIJTLS,O,O,O,X
OZIJTSL,O,O,O,X
OZIJLTS,O,O,O,X
OZIJLST,X,O,O,X
OZIJSTL,X,O,O,X
OZIJSLT,X,O,O,X
OZISTLJ,O,X,O,O
OZISTJL,O,X,O,O
OZISLTJ,O,X,O,O
OZISLJT,X,O,O,X
OZISJTL,X,O,O,X
OZISJLT,X,O,O,X
OZLTIJS,O,O,O,O
OZLTISJ,O,X,O,O
OZLTJIS,O,O,X,O
OZLTJSI,O,O,X,O
OZLTSIJ,O,X,O,O
OZLTSJI,O,X,O,O
OZLITJS,O,O,O,O
OZLITSJ,O,X,O,O
OZLIJTS,O,O,O,O
OZLIJST,X,O,O,O
OZLISTJ,O,X,O,O
OZLISJT,X,O,O,O
OZLJTIS,O,O,X,O
OZLJTSI,O,O,X,O
OZLJITS,O,O,O,O
OZLJIST,X,O,O,O
OZLJSTI,O,O,O,O
OZLJSIT,X,O,O,O
OZLSTIJ,O,X,O,O
OZLSTJI,O,X,O,O
OZLSITJ,O,X,O,O
OZLSIJT,X,O,O,O
OZLSJTI,O,O,O,O
OZLSJIT,X,O,O,O
OZJTILS,O,O,X,X
OZJTISL,O,O,X,X
OZJTLIS,O,O,X,X
OZJTLSI,O,O,X,X
OZJTSIL,O,O,X,X
OZJTSLI,O,O,X,X
OZJITLS,O,O,O,X
OZJITSL,O,O,O,X
OZJILTS,O,O,O,O
OZJILST,X,O,O,O
OZJISTL,X,O,O,O
OZJISLT,X,O,O,O
OZJLTIS,O,O,X,O
OZJLTSI,O,O,X,O
OZJLITS,O,O,O,O
OZJLIST,X,O,O,O
OZJLSTI,O,O,O,O
OZJLSIT,X,O,O,O
OZJSTIL,O,O,X,O
OZJSTLI,O,O,O,X
OZJSITL,X,O,O,O
OZJSILT,X,O,O,O
OZJSLTI,O,O,O,O
OZJSLIT,X,O,O,O
OZSTILJ,O,X,O,O
OZSTIJL,O,X,O,O
OZSTLIJ,O,X,O,X
OZSTLJI,O,X,O,X
OZSTJIL,O,X,X,O
OZSTJLI,O,X,O,X
OZSITLJ,O,X,O,O
OZSITJL,O,X,O,O
OZSILTJ,O,X,O,O
OZSILJT,X,O,O,X
OZSIJTL,X,O,O,X
OZSIJLT,X,O,O,X
OZSLTIJ,O,X,O,O
OZSLTJI,O,X,O,O
OZSLITJ,O,X,O,O
OZSLIJT,X,O,O,X
OZSLJTI,O,O,O,O
OZSLJIT,X,O,O,O
OZSJTIL,O,O,X,O
OZSJTLI,O,O,O,X
OZSJITL,X,O,O,O
OZSJILT,X,O,O,O
OZSJLTI,O,O,O,O
OZSJLIT,X,O,O,O
