sequence,v115@FhB8HeB8DeA8CeB8CeB8BeC8JeZEJvhFukB1lB0hB6?nBXqBzrB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Je0/IvhFxgBTiBKpBG?mBFqBXsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Jei/IvhF1lBxhBcpBG?nBXqBzrB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Jex/IvhF6mBTiB0kBl?lB2uBXsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8JeZEJvhF3gBFiBWqB6?rBcsBzpB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Jex/IvhF0hBOpBllBS?sBzpBXsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8JeT/IvhFxhBllBurBc?sBipBXqB,v115@FhB8HeB8DeA8CeB8CeB8BeC8JeZEJvhF3gBWqBlmBc?sBzpBCsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Je/EJvhFRgBTlBlmBc?sB2uBCsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Je0/IvhFxgBKpBGmBT?nBFqBXsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Jex/IvhF0hBllBSsBm?pBTpBXsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Je3AJvhFlmBcsBxpBT?pBmpBCsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Je3AJvhF+nBlmBxpB0?pBipBzrB
JZLOTSI,X,X,O,X,O,O,O,X,O,O,O,X,X
JZLOITS,X,X,O,X,O,X,O,X,X,O,X,X,X
JZLOIST,X,O,X,X,O,X,O,X,X,X,X,X,X
JZLOSTI,X,O,O,X,O,X,O,X,O,O,X,X,X
JZLOSIT,X,O,X,X,O,X,O,X,O,X,X,X,X
JZSTILO,X,X,O,O,X,X,O,O,X,X,X,X,X
JZSTIOL,X,X,O,O,X,X,X,O,O,X,X,X,X
JZSTLIO,X,X,O,O,X,X,O,O,X,X,X,X,X
JZSTLOI,X,X,O,O,X,X,O,X,O,X,X,X,X
JZSTOIL,X,X,O,O,X,X,X,O,O,X,X,X,X
JZSTOLI,X,X,O,O,X,X,X,X,O,X,X,X,X
JZSITLO,X,X,O,O,X,X,O,O,X,X,X,X,X
JZSITOL,X,X,O,O,X,X,X,O,O,X,X,X,X
JZSILTO,X,O,X,O,O,X,O,O,X,X,X,X,X
JZSILOT,X,O,X,O,O,X,O,X,X,X,X,X,X
JZSIOTL,X,X,X,O,X,X,X,O,O,X,X,X,X
JZSIOLT,X,O,X,O,X,X,X,X,O,X,X,X,X
JZSLTIO,X,O,O,O,O,X,O,O,X,X,X,X,X
JZSLTOI,X,O,O,O,O,X,O,X,O,X,X,X,X
JZSLITO,X,O,X,O,O,X,O,O,X,X,X,X,X
JZSLIOT,X,O,X,O,O,X,O,X,X,X,X,X,X
JZSLOTI,X,O,X,O,O,X,O,X,O,X,X,X,X
JZSLOIT,X,O,X,O,O,X,O,X,O,X,X,X,X
JZSOTIL,X,X,O,O,X,X,X,O,O,X,X,X,X
JZSOTLI,X,X,O,O,X,X,X,X,O,X,X,X,X
JZSOITL,X,X,X,O,X,X,X,O,O,X,X,X,X
JZSOILT,X,O,X,O,X,X,X,X,O,X,X,X,X
JZSOLTI,X,O,X,O,X,X,X,X,O,X,X,X,X
JZSOLIT,X,O,X,O,X,X,X,X,O,X,X,X,X
JZOTILS,X,X,O,O,X,X,O,X,X,X,X,X,X
JZOTISL,X,X,O,O,X,X,X,O,O,X,X,X,X
JZOTLIS,X,X,O,O,X,X,O,X,X,X,X,X,X
JZOTLSI,X,X,O,O,X,X,O,X,O,X,X,X,X
JZOTSIL,X,X,O,O,X,X,X,O,O,X,X,X,X
JZOTSLI,X,X,O,O,X,X,X,X,O,X,X,X,X
JZOITLS,X,X,O,X,X,X,O,X,X,X,X,X,X
JZOITSL,X,X,O,X,X,X,X,O,O,X,X,X,X
JZOILTS,X,X,O,X,O,X,O,X,X,X,X,X,X
JZOILST,X,X,X,X,O,X,O,X,X,X,X,X,X
JZOISTL,X,X,O,O,X,X,X,O,O,X,X,X,X
JZOISLT,X,X,X,O,X,X,X,X,O,X,X,X,X
JZOLTIS,X,X,O,X,O,X,O,X,X,O,X,X,X
JZOLTSI,X,X,O,X,O,X,O,X,O,O,X,X,X
JZOLITS,X,X,O,X,O,X,O,X,X,O,X,X,X
JZOLIST,X,X,X,X,O,X,O,X,X,X,X,X,X
JZOLSTI,X,X,O,X,O,X,O,X,O,O,X,X,X
JZOLSIT,X,X,X,X,O,X,O,X,O,X,X,X,X
JZOSTIL,X,X,O,O,X,X,X,O,O,X,X,X,X
JZOSTLI,X,X,O,O,X,X,X,X,O,X,X,X,X
JZOSITL,X,X,O,O,X,X,X,O,O,X,X,X,X
JZOSILT,X,X,X,O,X,X,X,X,O,X,X,X,X
JZOSLTI,X,X,O,O,X,X,X,X,O,X,X,X,X
JZOSLIT,X,X,X,O,X,X,X,X,O,X,X,X,X
JOTILSZ,O,X,O,O,X,O,X,X,X,X,X,X,X
JOTILZS,O,X,O,X,X,O,X,X,X,X,X,X,X
JOTISLZ,O,X,O,O,X,O,X,X,X,X,X,X,X
JOTISZL,O,X,O,O,X,O,X,X,X,X,X,X,O
JOTIZLS,O,X,O,X,X,O,X,X,X,X,X,X,X
JOTIZSL,O,X,O,X,X,O,X,X,X,X,X,X,O
JOTLISZ,O,X,O,O,X,O,X,X,X,O,O,X,X
JOTLIZS,O,X,O,X,X,O,X,X,X,O,O,X,X
JOTLSIZ,O,X,O,O,X,O,X,X,X,O,O,X,X
JOTLSZI,O,X,O,O,X,O,X,X,X,O,O,X,X
JOTLZIS,O,X,O,O,X,O,X,X,X,O,O,X,X
JOTLZSI,O,X,O,O,X,O,X,X,X,O,O,X,X
JOTSILZ,O,X,O,O,X,O,X,X,X,X,X,X,X
JOTSIZL,O,X,O,O,X,O,X,X,O,X,X,X,O
JOTSLIZ,O,X,O,O,X,O,X,X,X,X,X,X,X
JOTSLZI,O,X,O,O,X,O,X,X,X,X,X,X,X
JOTSZIL,O,X,O,O,X,O,X,X,O,X,X,X,X
JOTSZLI,O,X,O,O,X,O,X,X,O,X,X,X,X
JOTZILS,O,X,O,O,X,O,X,X,X,X,X,X,X
JOTZISL,O,X,O,O,X,O,X,X,O,X,X,X,X
JOTZLIS,O,X,O,O,X,O,X,X,X,X,O,X,X
JOTZLSI,O,X,O,O,X,O,X,X,O,X,O,X,X
JOTZSIL,O,X,O,O,X,O,X,X,O,X,X,X,X
JOTZSLI,O,X,O,O,X,O,X,X,O,X,X,X,X
JOITLSZ,O,X,O,X,X,O,X,X,X,X,X,X,X
JOITLZS,O,X,O,X,X,O,X,X,X,X,X,X,X
JOITSLZ,O,X,O,X,X,O,X,X,X,X,X,X,X
JOITSZL,O,X,O,X,X,O,X,X,X,X,X,X,O
JOITZLS,O,X,O,X,X,O,X,X,X,X,X,X,X
JOITZSL,O,X,O,X,X,O,X,X,X,X,X,X,O
JOILTSZ,O,X,O,X,X,O,X,X,X,O,X,X,X
JOILTZS,O,X,O,X,X,O,X,X,X,O,X,X,X
JOILSTZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JOILSZT,O,O,X,X,O,X,X,X,X,X,X,X,X
JOILZTS,O,X,O,X,O,O,X,X,X,O,X,X,X
JOILZST,O,O,X,X,O,X,X,X,X,X,X,X,X
JOISTLZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JOISTZL,O,X,O,X,X,X,X,X,O,X,X,X,O
JOISLTZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JOISLZT,O,O,X,X,O,X,X,X,O,X,X,X,X
JOISZTL,O,X,O,X,X,X,X,O,O,X,X,X,X
JOISZLT,O,O,X,X,X,X,X,X,O,X,X,X,X
JOIZTLS,O,X,O,X,X,X,X,X,X,X,X,X,X
JOIZTSL,O,X,O,X,X,X,X,O,O,X,X,X,X
JOIZLTS,O,X,O,X,O,X,X,X,X,X,X,X,X
JOIZLST,O,X,X,X,O,X,X,X,X,X,X,X,X
JOIZSTL,O,X,O,X,X,X,X,O,O,X,X,X,X
JOIZSLT,O,X,X,X,X,X,X,X,O,X,X,X,X
JOLTISZ,O,O,O,X,X,O,X,X,X,O,O,X,X
JOLTIZS,O,O,O,X,X,O,X,X,X,O,O,X,X
JOLTSIZ,O,O,O,X,X,O,X,X,X,O,O,X,X
JOLTSZI,O,O,O,X,X,O,X,X,X,O,O,X,X
JOLTZIS,O,O,O,X,X,O,X,X,X,O,O,X,X
JOLTZSI,O,O,O,X,X,O,X,X,X,O,O,X,X
JOLITSZ,O,X,O,X,X,O,X,X,X,O,X,X,X
JOLITZS,O,X,O,X,X,O,X,X,X,O,X,X,X
JOLISTZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLISZT,O,O,X,X,O,X,X,X,X,X,X,X,X
JOLIZTS,O,X,O,X,O,O,X,X,X,O,X,X,X
JOLIZST,O,O,X,X,O,X,X,X,X,X,X,X,X
JOLSTIZ,O,O,O,X,X,O,X,X,X,O,X,X,X
JOLSTZI,O,O,O,X,X,O,X,X,X,O,X,X,X
JOLSITZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLSIZT,O,O,X,X,O,X,X,X,O,X,X,X,X
JOLSZTI,O,O,O,X,O,O,X,X,O,O,X,X,X
JOLSZIT,O,O,X,X,O,X,X,X,O,X,X,X,X
JOLZTIS,O,X,O,X,O,O,X,X,X,O,O,X,X
JOLZTSI,O,X,O,X,O,O,X,X,O,O,O,X,X
JOLZITS,O,X,O,X,O,O,X,X,X,O,X,X,X
JOLZIST,O,O,X,X,O,X,X,X,X,X,X,X,X
JOLZSTI,O,O,O,X,O,O,X,X,O,O,X,X,X
JOLZSIT,O,O,X,X,O,X,X,X,O,X,X,X,X
JOSTILZ,O,O,O,O,X,O,X,X,X,X,X,X,X
JOSTIZL,O,X,O,O,X,O,X,X,O,X,X,X,X
JOSTLIZ,O,O,O,O,X,O,X,X,X,X,X,X,X
JOSTLZI,O,O,O,O,X,O,X,X,X,X,X,X,X
JOSTZIL,O,X,O,O,X,O,X,X,O,X,X,X,X
JOSTZLI,O,X,O,O,X,O,X,X,O,X,X,X,X
JOSITLZ,O,O,O,O,X,X,X,X,X,X,X,X,X
JOSITZL,O,X,O,O,X,X,X,X,O,X,X,X,X
JOSILTZ,O,O,O,O,X,X,X,X,X,X,X,X,X
JOSILZT,O,O,X,O,O,X,X,X,O,X,X,X,X
JOSIZTL,O,X,O,O,X,X,X,O,O,X,X,X,X
JOSIZLT,O,O,X,O,X,X,X,X,O,X,X,X,X
JOSLTIZ,O,O,O,O,X,O,X,X,X,O,X,X,X
JOSLTZI,O,O,O,O,X,O,X,X,X,O,X,X,X
JOSLITZ,O,O,O,O,X,X,X,X,X,X,X,X,X
JOSLIZT,O,O,X,O,O,X,X,X,O,X,X,X,X
JOSLZTI,O,O,O,O,O,O,X,X,O,O,X,X,X
JOSLZIT,O,O,X,O,O,X,X,X,O,X,X,X,X
JOSZTIL,O,X,O,O,X,X,X,O,O,X,X,X,X
JOSZTLI,O,X,O,O,X,X,X,X,O,X,X,X,X
JOSZITL,O,X,O,O,X,X,X,O,O,X,X,X,X
JOSZILT,O,O,X,O,X,X,X,X,O,X,X,X,X
JOSZLTI,O,O,O,O,X,X,X,X,O,X,X,X,X
JOSZLIT,O,O,X,O,X,X,X,X,O,X,X,X,X
JOZTILS,O,X,O,O,X,O,X,X,X,X,X,X,X
JOZTISL,O,X,O,O,X,O,X,O,O,X,X,X,X
JOZTLIS,O,X,O,O,X,O,X,X,X,X,X,X,X
JOZTLSI,O,X,O,O,X,O,X,X,O,X,X,X,X
JOZTSIL,O,X,O,O,X,O,X,O,O,X,X,X,X
JOZTSLI,O,X,O,O,X,O,X,X,O,X,X,X,X
JOZITLS,O,X,O,X,X,X,X,X,X,X,X,X,X
JOZITSL,O,X,O,X,X,X,X,O,O,X,X,X,X
JOZILTS,O,X,O,X,O,X,X,X,X,X,X,X,X
JOZILST,O,X,X,X,O,X,X,X,X,X,X,X,X
JOZISTL,O,X,O,O,X,X,X,O,O,X,X,X,X
JOZISLT,O,X,X,O,X,X,X,X,O,X,X,X,X
JOZLTIS,O,X,O,X,O,O,X,X,X,O,X,X,X
JOZLTSI,O,X,O,X,O,O,X,X,O,O,X,X,X
JOZLITS,O,X,O,X,O,O,X,X,X,O,X,X,X
JOZLIST,O,X,X,X,O,X,X,X,X,X,X,X,X
JOZLSTI,O,X,O,X,O,O,X,X,O,O,X,X,X
JOZLSIT,O,X,X,X,O,X,X,X,O,X,X,X,X
JOZSTIL,O,X,O,O,X,X,X,O,O,X,X,X,X
JOZSTLI,O,X,O,O,X,X,X,X,O,X,X,X,X
JOZSITL,O,X,O,O,X,X,X,O,O,X,X,X,X
JOZSILT,O,X,X,O,X,X,X,X,O,X,X,X,X
JOZSLTI,O,X,O,O,X,X,X,X,O,X,X,X,X
JOZSLIT,O,X,X,O,X,X,X,X,O,X,X,X,X
STILJZO,O,X,X,O,X,X,X,X,X,X,X,X,X
STILJOZ,O,X,X,O,X,X,X,X,X,X,X,X,X
STILZJO,O,X,O,X,X,X,X,X,X,X,X,X,X
STILZOJ,O,X,O,O,X,X,X,X,X,X,X,X,X
STILOJZ,O,X,X,O,X,X,X,X,X,X,X,X,X
STILOZJ,O,X,X,O,X,X,X,X,X,X,X,X,X
STIJLZO,O,X,O,O,X,X,X,X,X,X,X,X,X
STIJLOZ,O,X,X,O,X,X,X,X,X,X,X,X,X
STIJZLO,O,X,O,O,X,X,X,X,X,X,X,X,X
STIJZOL,O,X,O,O,X,X,X,X,X,X,X,X,X
STIJOLZ,O,X,X,O,X,X,X,X,X,X,X,X,X
STIJOZL,O,X,O,O,X,X,X,X,X,X,X,X,X
STIZLJO,O,X,O,X,X,X,X,X,X,X,X,X,X
STIZLOJ,O,X,O,O,X,X,X,X,X,X,X,X,X
STIZJLO,O,X,O,X,X,X,X,X,X,X,X,X,X
STIZJOL,O,X,O,X,X,X,X,X,X,X,X,X,X
STIZOLJ,O,X,O,O,X,X,X,X,X,X,X,X,X
STIZOJL,O,X,O,X,X,X,X,X,X,X,X,X,X
STIOLJZ,O,X,X,O,X,X,X,X,X,X,X,X,X
STIOLZJ,O,X,O,O,X,X,X,X,X,X,X,X,X
STIOJLZ,O,X,O,O,X,X,X,X,X,X,X,X,X
STIOJZL,O,X,O,O,X,X,X,X,X,X,X,X,X
STIOZLJ,O,X,O,O,X,X,X,X,X,X,X,X,X
STIOZJL,O,X,O,X,X,X,X,X,X,X,X,X,X
STLIJZO,O,O,X,O,X,X,X,X,X,X,X,X,X
STLIJOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
STLIZJO,O,O,O,X,X,X,X,X,X,X,X,X,X
STLIZOJ,O,O,O,O,X,X,X,X,X,X,X,X,X
STLIOJZ,O,O,X,O,X,X,X,X,X,X,X,X,X
STLIOZJ,O,O,X,O,X,X,X,X,X,X,X,X,X
STLJIZO,O,O,O,O,X,X,X,X,X,X,X,X,X
STLJIOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
STLJZIO,O,O,O,O,X,X,X,X,X,X,X,X,X
STLJZOI,O,O,O,O,X,O,X,X,X,X,O,X,X
STLJOIZ,O,O,X,O,X,X,X,X,X,X,O,X,X
STLJOZI,O,O,X,O,X,X,X,X,X,X,O,X,X
STLZIJO,O,O,O,X,X,X,X,X,X,X,X,X,X
STLZIOJ,O,O,O,O,X,X,X,X,X,X,X,X,X
STLZJIO,O,O,O,O,X,X,O,X,X,X,X,X,X
STLZJOI,O,O,O,O,X,O,O,X,X,X,O,X,X
STLZOIJ,O,O,O,O,X,X,X,X,X,X,X,X,X
STLZOJI,O,O,O,O,X,O,O,X,X,X,X,X,X
STLOIJZ,O,O,X,O,X,X,X,X,X,X,X,X,X
STLOIZJ,O,O,O,O,X,X,X,X,X,X,X,X,X
STLOJIZ,O,O,O,O,X,O,X,X,X,X,X,X,X
STLOJZI,O,O,O,O,X,O,X,X,X,X,X,X,X
STLOZIJ,O,O,O,O,X,X,X,X,X,X,X,X,X
STLOZJI,O,O,O,O,X,O,O,X,X,X,X,X,X
STJILZO,O,O,O,O,X,X,X,X,X,X,X,X,X
STJILOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
STJIZLO,O,X,O,O,X,X,X,X,X,X,X,X,X
STJIZOL,O,X,O,O,X,X,X,X,X,X,X,X,X
STJIOLZ,O,O,X,O,X,X,X,X,X,X,X,X,X
STJIOZL,O,X,O,O,X,X,X,X,X,X,X,X,X
STJLIZO,O,O,O,O,X,X,X,X,X,X,X,X,X
STJLIOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
STJLZIO,O,O,O,O,X,X,X,X,X,X,X,X,X
STJLZOI,O,O,O,O,X,O,X,X,X,X,O,X,X
STJLOIZ,O,O,X,O,X,X,X,X,X,X,O,X,X
STJLOZI,O,O,X,O,X,X,X,X,X,X,O,X,X
STJZILO,O,X,O,O,X,X,X,X,X,X,X,X,X
STJZIOL,O,X,O,O,X,X,X,X,X,X,X,X,X
STJZLIO,O,X,O,O,X,X,X,X,X,X,X,X,X
STJZLOI,O,X,O,O,X,O,X,X,X,X,O,X,X
STJZOIL,O,X,O,O,X,X,X,X,X,X,X,X,X
STJZOLI,O,X,O,O,X,X,X,X,X,X,X,X,X
STJOILZ,O,O,O,O,X,X,X,X,X,X,X,X,X
STJOIZL,O,X,O,O,X,X,X,X,X,X,X,X,X
STJOLIZ,O,O,O,O,X,X,X,X,X,X,X,X,X
STJOLZI,O,O,O,O,X,X,X,X,X,X,X,X,X
STJOZIL,O,X,O,O,X,X,X,X,X,X,X,X,X
STJOZLI,O,X,O,O,X,X,X,X,X,X,X,X,X
STZILJO,O,X,O,X,X,X,X,X,X,X,X,X,X
STZILOJ,O,X,O,O,X,X,X,X,X,X,X,X,X
STZIJLO,O,X,O,X,X,X,X,X,X,X,X,X,X
STZIJOL,O,X,O,X,X,X,X,X,X,X,X,X,X
STZIOLJ,O,X,O,O,X,X,X,X,X,X,X,X,X
STZIOJL,O,X,O,X,X,X,X,X,X,X,X,X,X
STZLIJO,O,X,O,X,X,X,X,X,X,X,X,X,X
STZLIOJ,O,X,O,O,X,X,X,X,X,X,X,X,X
STZLJIO,O,X,O,O,X,X,O,X,X,X,X,X,X
STZLJOI,O,X,O,O,X,O,O,X,X,X,O,X,X
STZLOIJ,O,X,O,O,X,X,X,X,X,X,X,X,X
STZLOJI,O,X,O,O,X,O,O,X,X,X,X,X,X
STZJILO,O,X,O,O,X,X,O,X,X,X,X,X,X
STZJIOL,O,X,O,O,X,X,X,X,X,X,X,X,X
STZJLIO,O,X,O,O,X,X,O,X,X,X,X,X,X
STZJLOI,O,X,O,O,X,O,O,X,X,X,O,X,X
STZJOIL,O,X,O,O,X,X,X,X,X,X,X,X,X
STZJOLI,O,X,O,O,X,X,X,X,X,X,X,X,X
STZOILJ,O,X,O,O,X,X,X,X,X,X,X,X,X
STZOIJL,O,X,O,X,X,X,X,X,X,X,X,X,X
STZOLIJ,O,X,O,O,X,X,X,X,X,X,X,X,X
STZOLJI,O,X,O,O,X,O,X,X,X,X,X,X,X
STZOJIL,O,X,O,O,X,O,X,X,X,X,X,X,X
STZOJLI,O,X,O,O,X,O,X,X,X,X,X,X,X
STOILJZ,O,X,X,O,X,X,X,X,X,X,X,X,X
STOILZJ,O,X,O,O,X,X,X,X,X,X,X,X,X
STOIJLZ,O,X,O,O,X,X,X,X,X,X,X,X,X
STOIJZL,O,X,O,O,X,X,X,X,X,X,X,X,X
STOIZLJ,O,X,O,O,X,X,X,X,X,X,X,X,X
STOIZJL,O,X,O,X,X,X,X,X,X,X,X,X,X
STOLIJZ,O,O,X,O,X,X,X,X,X,X,X,X,X
STOLIZJ,O,O,O,O,X,X,X,X,X,X,X,X,X
STOLJIZ,O,O,O,O,X,O,X,X,X,X,X,X,X
STOLJZI,O,O,O,O,X,O,X,X,X,X,X,X,X
STOLZIJ,O,O,O,O,X,X,X,X,X,X,X,X,X
STOLZJI,O,O,O,O,X,O,X,X,X,X,X,X,X
STOJILZ,O,O,O,O,X,O,X,X,X,X,X,X,X
STOJIZL,O,X,O,O,X,O,X,X,X,X,X,X,X
STOJLIZ,O,O,O,O,X,O,X,X,X,X,X,X,X
STOJLZI,O,O,O,O,X,O,X,X,X,X,X,X,X
STOJZIL,O,X,O,O,X,O,X,X,X,X,X,X,X
STOJZLI,O,X,O,O,X,O,X,X,X,X,X,X,X
STOZILJ,O,X,O,O,X,X,X,X,X,X,X,X,X
STOZIJL,O,X,O,X,X,X,X,X,X,X,X,X,X
STOZLIJ,O,X,O,O,X,X,X,X,X,X,X,X,X
STOZLJI,O,X,O,O,X,O,X,X,X,X,X,X,X
STOZJIL,O,X,O,O,X,O,X,X,X,X,X,X,X
STOZJLI,O,X,O,O,X,O,X,X,X,X,X,X,X
SITLJZO,O,X,X,O,X,X,X,X,X,X,X,X,X
SITLJOZ,O,X,X,O,X,X,X,X,X,X,X,X,X
SITLZJO,O,X,O,X,X,X,X,X,X,X,X,X,X
SITLZOJ,O,X,O,O,X,X,X,X,X,X,X,X,X
SITLOJZ,O,X,X,O,X,X,X,X,X,X,X,X,X
SITLOZJ,O,X,X,O,X,X,X,X,X,X,X,X,X
SITJLZO,O,X,O,O,X,X,X,X,X,X,X,X,O
SITJLOZ,O,X,X,O,X,X,X,X,X,X,X,X,X
SITJZLO,O,X,O,O,X,X,X,X,X,X,X,X,O
SITJZOL,O,X,O,O,X,X,X,X,X,X,X,X,O
SITJOLZ,O,X,X,O,X,X,X,X,X,X,X,X,X
SITJOZL,O,X,O,O,X,X,X,X,X,X,X,X,O
SITZLJO,O,X,O,X,X,X,X,X,X,X,X,X,X
SITZLOJ,O,X,O,O,X,X,X,X,X,X,X,O,X
SITZJLO,O,X,O,X,X,X,X,X,X,X,X,X,X
SITZJOL,O,X,O,X,X,X,X,X,X,X,X,O,X
SITZOLJ,O,X,O,O,X,X,X,X,X,X,X,O,X
SITZOJL,O,X,O,X,X,X,X,X,X,X,X,O,X
SITOLJZ,O,X,X,O,X,X,X,X,X,X,X,X,X
SITOLZJ,O,X,O,O,X,X,X,X,X,X,X,X,X
SITOJLZ,O,X,O,O,X,X,X,X,X,X,X,X,X
SITOJZL,O,X,O,O,X,X,X,X,X,X,X,X,X
SITOZLJ,O,X,O,O,X,X,X,X,X,X,X,X,X
SITOZJL,O,X,O,X,X,X,X,X,X,X,X,X,X
SILTJZO,O,O,X,O,O,X,X,X,X,X,X,X,X
SILTJOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
SILTZJO,O,O,X,X,O,X,X,X,X,X,X,X,X
SILTZOJ,O,O,X,O,O,X,X,X,X,X,X,X,X
SILTOJZ,O,O,X,O,X,X,X,X,X,X,X,X,X
SILTOZJ,O,O,X,O,X,X,X,X,X,X,X,X,X
SILJTZO,O,O,X,O,O,X,X,X,X,X,X,X,O
SILJTOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
SILJZTO,O,O,X,O,O,X,X,X,X,X,X,X,X
SILJZOT,X,O,X,O,O,X,X,X,X,X,X,X,X
SILJOTZ,O,O,X,O,X,X,X,X,X,X,X,X,X
SILJOZT,O,O,X,O,O,X,X,X,X,X,X,X,X
SILZTJO,O,X,X,X,O,X,X,X,X,X,X,X,X
SILZTOJ,O,O,X,X,O,X,X,X,X,X,X,O,X
SILZJTO,O,O,X,X,O,X,X,X,X,X,X,X,X
SILZJOT,X,O,X,X,O,X,X,X,X,X,X,X,X
SILZOTJ,X,O,X,X,O,X,X,X,X,X,X,X,X
SILZOJT,X,O,X,X,O,X,X,X,X,X,X,X,X
SILOTJZ,O,O,X,O,X,X,X,X,X,X,X,X,X
SILOTZJ,O,O,X,O,X,X,X,X,X,X,X,X,X
SILOJTZ,O,O,X,O,X,X,X,X,X,X,X,X,X
SILOJZT,O,O,X,O,O,X,X,X,X,X,X,X,X
SILOZTJ,O,O,X,X,O,X,X,X,X,X,X,X,X
SILOZJT,O,O,X,X,O,X,X,X,X,X,X,X,X
SIJTLZO,O,O,O,O,O,X,X,X,X,X,X,X,O
SIJTLOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
SIJTZLO,O,X,O,O,X,X,X,O,X,X,X,X,O
SIJTZOL,O,X,O,O,X,X,X,O,X,X,X,X,O
SIJTOLZ,O,O,X,O,X,X,X,X,X,X,X,X,X
SIJTOZL,O,X,O,O,X,X,X,X,X,X,X,X,O
SIJLTZO,O,O,O,O,O,X,X,X,X,X,X,X,O
SIJLTOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
SIJLZTO,O,O,X,O,O,X,X,O,X,X,X,X,X
SIJLZOT,X,O,X,O,O,X,X,X,X,X,X,X,X
SIJLOTZ,O,O,X,O,X,X,X,X,X,X,X,X,X
SIJLOZT,O,O,X,O,O,X,X,X,X,X,X,X,X
SIJZTLO,O,X,O,O,X,X,X,O,X,X,X,X,O
SIJZTOL,O,X,O,O,X,X,X,O,X,X,X,O,O
SIJZLTO,O,O,X,O,O,X,X,O,X,X,X,X,X
SIJZLOT,X,O,X,O,O,X,X,X,X,X,X,X,X
SIJZOTL,O,X,X,O,X,X,X,O,X,X,X,X,X
SIJZOLT,O,O,X,O,X,X,X,X,X,X,X,X,X
SIJOTLZ,O,O,X,O,X,X,X,X,X,X,X,X,X
SIJOTZL,O,X,O,O,X,X,X,X,X,X,X,X,O
SIJOLTZ,O,O,X,O,X,X,X,X,X,X,X,X,X
SIJOLZT,O,O,X,O,O,X,X,X,X,X,X,X,X
SIJOZTL,O,X,X,O,X,X,X,O,X,X,X,X,X
SIJOZLT,O,O,X,O,X,X,X,X,X,X,X,X,X
SIZTLJO,O,X,O,X,X,X,X,O,X,X,X,X,X
SIZTLOJ,O,X,O,X,X,X,X,X,X,X,X,O,X
SIZTJLO,O,X,O,X,X,X,X,O,X,X,X,X,X
SIZTJOL,O,X,O,X,X,X,X,O,X,X,X,O,X
SIZTOLJ,O,X,O,X,X,X,X,X,X,X,X,O,X
SIZTOJL,O,X,O,X,X,X,X,O,X,X,X,O,X
SIZLTJO,O,X,O,X,O,X,X,X,X,X,X,X,X
SIZLTOJ,O,X,O,X,O,X,X,X,X,X,X,O,X
SIZLJTO,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZLJOT,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZLOTJ,X,X,O,X,O,X,X,X,X,X,X,X,X
SIZLOJT,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZJTLO,O,X,O,X,X,X,X,O,X,X,X,X,O
SIZJTOL,O,X,O,X,X,X,X,O,X,X,X,O,O
SIZJLTO,O,X,X,X,O,X,X,O,X,X,X,X,X
SIZJLOT,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZJOTL,O,X,X,X,X,X,X,O,X,X,X,X,X
SIZJOLT,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,O,X,O,X,X,X,X,X,X,X,X,O,X
SIZOTJL,O,X,O,X,X,X,X,X,X,X,X,O,X
SIZOLTJ,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZOLJT,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJTL,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZOJLT,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOTLZJ,O,X,O,O,X,X,X,X,X,X,X,X,X
SIOTJLZ,O,X,O,O,X,X,X,X,X,X,X,X,X
SIOTJZL,O,X,O,O,X,X,X,X,X,X,X,X,X
SIOTZLJ,O,X,O,O,X,X,X,X,X,X,X,X,X
SIOTZJL,O,X,O,X,X,X,X,X,X,X,X,X,X
