sequence,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFukBzgBfnB0iBKq?BFrB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFzfBChB0iBmmBFq?BXrB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFCgBOmB0iBXlBzm?B1vB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFFgBXhB0iBWqBzm?ByvB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFukB3gB1mB0iBTq?BirB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFukBFhB0iBKqBfr?BzrB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFzfBulB3hB1nBUq?BirB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFGgBKmBfnB0iBzk?B1vB
SZTOILJ,O,O,O,X,X,O,O,O
SZTOIJL,O,O,O,X,X,X,O,O
SZTOLIJ,O,O,O,X,X,O,O,O
SZTOLJI,O,O,O,X,X,O,O,O
SZTOJIL,O,O,O,X,X,X,O,O
SZTOJLI,O,O,O,X,X,X,O,O
SZITLJO,O,O,O,X,X,O,O,O
SZITLOJ,O,O,O,X,X,O,O,O
SZITJLO,O,O,O,X,X,O,O,O
SZITJOL,O,O,O,X,X,X,O,O
SZITOLJ,O,O,O,X,X,O,O,O
SZITOJL,O,O,O,X,X,X,O,O
SZILTJO,O,O,X,O,O,O,O,O
SZILTOJ,O,O,X,O,O,O,O,O
SZILJTO,O,O,X,O,O,O,O,X
SZILJOT,O,O,X,O,X,O,O,X
SZILOTJ,O,X,X,O,O,O,O,X
SZILOJT,O,X,X,O,O,O,O,X
SZIJTLO,O,O,X,O,X,O,O,O
SZIJTOL,O,O,X,O,X,X,O,O
SZIJLTO,O,O,X,O,O,O,O,X
SZIJLOT,O,O,X,O,X,O,O,X
SZIJOTL,X,O,X,O,X,X,O,X
SZIJOLT,O,O,X,O,O,O,O,X
SZIOTLJ,O,O,O,O,X,O,O,O
SZIOTJL,O,O,O,O,X,O,O,O
SZIOLTJ,O,X,X,O,O,O,O,X
SZIOLJT,O,X,X,O,O,O,O,X
SZIOJTL,X,O,X,O,X,O,O,X
SZIOJLT,O,O,X,O,O,O,O,X
SZLTIJO,O,O,X,O,O,O,O,O
SZLTIOJ,O,O,X,O,O,O,O,O
SZLTJIO,O,O,X,O,O,O,O,O
SZLTJOI,O,O,X,O,O,O,O,O
SZLTOIJ,O,O,X,O,O,O,O,O
SZLTOJI,O,O,X,X,O,O,O,O
SZLITJO,O,O,X,O,O,O,O,O
SZLITOJ,O,O,X,O,O,O,O,O
SZLIJTO,O,O,X,O,O,O,O,X
SZLIJOT,O,O,X,O,X,O,O,X
SZLIOTJ,O,X,X,O,O,O,O,X
SZLIOJT,O,X,X,O,O,O,O,X
SZLJTIO,O,O,X,O,O,O,O,X
SZLJTOI,O,O,X,O,O,O,O,X
SZLJITO,O,O,X,O,O,O,O,X
SZLJIOT,O,O,X,O,X,O,O,X
SZLJOTI,O,O,X,O,X,O,O,X
SZLJOIT,O,O,X,O,X,O,O,X
SZLOTIJ,O,X,X,O,O,O,O,X
SZLOTJI,O,X,X,X,O,O,O,X
SZLOITJ,O,X,X,O,O,O,O,X
SZLOIJT,O,X,X,O,O,O,O,X
SZLOJTI,O,X,X,O,O,O,O,X
SZLOJIT,O,X,X,O,O,O,O,X
SZJTILO,O,O,X,O,X,O,O,O
SZJTIOL,O,O,X,O,X,X,O,O
SZJTLIO,O,O,X,O,X,O,O,O
SZJTLOI,O,O,X,X,X,O,O,O
SZJTOIL,O,O,X,O,X,X,O,O
SZJTOLI,O,O,X,O,X,X,O,O
SZJITLO,O,O,X,O,X,O,O,O
SZJITOL,O,O,X,O,X,X,O,O
SZJILTO,O,O,X,O,O,O,O,X
SZJILOT,O,O,X,O,X,O,O,X
SZJIOTL,X,O,X,O,X,X,O,X
SZJIOLT,O,O,X,O,O,O,O,X
SZJLTIO,O,O,X,O,O,O,O,X
SZJLTOI,O,O,X,O,O,O,O,X
SZJLITO,O,O,X,O,O,O,O,X
SZJLIOT,O,O,X,O,X,O,O,X
SZJLOTI,O,O,X,O,X,O,O,X
SZJLOIT,O,O,X,O,X,O,O,X
SZJOTIL,X,O,X,O,X,X,O,X
SZJOTLI,X,O,X,O,X,X,O,X
SZJOITL,X,O,X,O,X,X,O,X
SZJOILT,O,O,X,O,O,O,O,X
SZJOLTI,O,O,X,O,O,O,O,X
SZJOLIT,O,O,X,O,O,O,O,X
SZOTILJ,O,O,O,O,X,O,O,O
SZOTIJL,O,O,O,O,X,O,O,O
SZOTLIJ,O,O,O,O,X,O,O,O
SZOTLJI,O,O,O,O,X,O,O,O
SZOTJIL,O,O,O,O,X,O,O,O
SZOTJLI,O,O,O,O,X,O,O,O
SZOITLJ,O,O,O,O,X,O,O,O
SZOITJL,O,O,O,O,X,O,O,O
SZOILTJ,O,X,X,O,O,O,O,X
SZOILJT,O,X,X,O,O,O,O,X
SZOIJTL,X,O,X,O,X,O,O,X
SZOIJLT,O,O,X,O,O,O,O,X
SZOLTIJ,O,X,X,O,O,O,O,X
SZOLTJI,O,X,X,O,O,O,O,X
SZOLITJ,O,X,X,O,O,O,O,X
SZOLIJT,O,X,X,O,O,O,O,X
SZOLJTI,O,X,X,O,O,O,O,X
SZOLJIT,O,X,X,O,O,O,O,X
SZOJTIL,X,O,X,O,X,O,O,X
SZOJTLI,X,O,X,O,X,O,O,X
SZOJITL,X,O,X,O,X,O,O,X
SZOJILT,O,O,X,O,O,O,O,X
SZOJLTI,O,O,X,O,O,O,O,X
SZOJLIT,O,O,X,O,O,O,O,X
SOTILJZ,O,O,O,O,O,O,X,O
SOTILZJ,O,O,O,O,O,O,X,O
SOTIJLZ,O,O,O,O,O,O,X,O
SOTIJZL,O,O,O,O,X,O,X,O
SOTIZLJ,O,O,O,O,X,O,X,O
SOTIZJL,O,O,O,O,X,O,X,O
SOTLIJZ,O,O,O,O,O,O,X,O
SOTLIZJ,O,O,O,O,O,O,X,O
SOTLJIZ,O,O,O,O,O,O,X,O
SOTLJZI,O,O,O,O,O,O,X,O
SOTLZIJ,O,O,O,O,O,O,X,O
SOTLZJI,O,O,O,O,O,O,X,O
SOTJILZ,O,O,O,O,O,O,X,O
SOTJIZL,O,O,O,O,X,O,X,O
SOTJLIZ,O,O,O,O,O,O,X,O
SOTJLZI,O,O,O,O,O,O,X,O
SOTJZIL,O,O,O,O,X,O,X,O
SOTJZLI,O,O,O,O,X,O,X,O
SOTZILJ,O,O,O,O,X,O,X,O
SOTZIJL,O,O,O,O,X,O,X,O
SOTZLIJ,O,O,O,O,X,O,X,O
SOTZLJI,O,O,O,O,X,O,X,O
SOTZJIL,O,O,O,O,X,O,X,O
SOTZJLI,O,O,O,O,X,O,X,O
SOITLJZ,O,O,O,O,O,O,X,O
SOITLZJ,O,O,O,O,O,O,X,O
SOITJLZ,O,O,O,O,O,O,X,O
SOITJZL,O,O,O,O,X,O,X,O
SOITZLJ,O,O,O,O,X,O,X,O
SOITZJL,O,O,O,O,X,O,X,O
SOILTJZ,O,X,X,O,O,O,X,X
SOILTZJ,O,X,X,O,O,O,X,X
SOILJTZ,O,X,X,O,O,O,X,X
SOILJZT,O,X,X,O,O,O,X,X
SOILZTJ,O,X,X,O,O,O,X,X
SOILZJT,O,X,X,O,O,O,X,X
SOIJTLZ,X,O,X,O,O,O,X,X
SOIJTZL,X,O,X,O,X,O,X,X
SOIJLTZ,O,O,X,O,O,O,X,X
SOIJLZT,O,O,X,O,O,O,X,X
SOIJZTL,X,O,X,O,X,O,X,X
SOIJZLT,O,O,X,O,O,O,X,X
SOIZTLJ,O,O,O,O,X,O,X,O
SOIZTJL,O,O,O,O,X,O,X,O
SOIZLTJ,O,X,X,O,O,O,X,X
SOIZLJT,O,X,X,O,O,O,X,X
SOIZJTL,X,O,X,O,X,O,X,X
SOIZJLT,O,O,X,O,O,O,X,X
SOLTIJZ,O,X,X,O,O,O,X,X
SOLTIZJ,O,X,X,O,O,O,X,X
SOLTJIZ,O,X,X,O,O,O,X,X
SOLTJZI,O,X,X,O,O,O,X,X
SOLTZIJ,O,X,X,O,O,O,X,X
SOLTZJI,O,X,X,O,O,O,X,X
SOLITJZ,O,X,X,O,O,O,X,X
SOLITZJ,O,X,X,O,O,O,X,X
SOLIJTZ,O,X,X,O,O,O,X,X
SOLIJZT,O,X,X,O,O,O,X,X
SOLIZTJ,O,X,X,O,O,O,X,X
SOLIZJT,O,X,X,O,O,O,X,X
SOLJTIZ,O,X,X,O,O,O,X,X
SOLJTZI,O,X,X,O,O,O,X,X
SOLJITZ,O,X,X,O,O,O,X,X
SOLJIZT,O,X,X,O,O,O,X,X
SOLJZTI,O,X,X,O,O,O,X,X
SOLJZIT,O,X,X,O,O,O,X,X
SOLZTIJ,O,X,X,O,O,O,X,X
SOLZTJI,O,X,X,O,O,O,X,X
SOLZITJ,O,X,X,O,O,O,X,X
SOLZIJT,O,X,X,O,O,O,X,X
SOLZJTI,O,X,X,O,O,O,X,X
SOLZJIT,O,X,X,O,O,O,X,X
SOJTILZ,X,O,X,O,O,O,X,X
SOJTIZL,X,O,X,O,X,O,X,X
SOJTLIZ,X,O,X,O,O,O,X,X
SOJTLZI,X,O,X,O,O,O,X,X
SOJTZIL,X,O,X,O,X,O,X,X
SOJTZLI,X,O,X,O,X,O,X,X
SOJITLZ,X,O,X,O,O,O,X,X
SOJITZL,X,O,X,O,X,O,X,X
SOJILTZ,O,O,X,O,O,O,X,X
SOJILZT,O,O,X,O,O,O,X,X
SOJIZTL,X,O,X,O,X,O,X,X
SOJIZLT,O,O,X,O,O,O,X,X
SOJLTIZ,O,O,X,O,O,O,X,X
SOJLTZI,O,O,X,O,O,O,X,X
SOJLITZ,O,O,X,O,O,O,X,X
SOJLIZT,O,O,X,O,O,O,X,X
SOJLZTI,O,O,X,O,O,O,X,X
SOJLZIT,O,O,X,O,O,O,X,X
SOJZTIL,X,O,X,O,X,O,X,X
SOJZTLI,X,O,X,O,X,O,X,X
SOJZITL,X,O,X,O,X,O,X,X
SOJZILT,O,O,X,O,O,O,X,X
SOJZLTI,O,O,X,O,O,O,X,X
SOJZLIT,O,O,X,O,O,O,X,X
SOZTILJ,O,O,O,O,X,O,X,O
SOZTIJL,O,O,O,O,X,O,X,O
SOZTLIJ,O,O,O,O,X,O,X,O
SOZTLJI,O,O,O,O,X,O,X,O
SOZTJIL,O,O,O,O,X,O,X,O
SOZTJLI,O,O,O,O,X,O,X,O
SOZITLJ,O,O,O,O,X,O,X,O
SOZITJL,O,O,O,O,X,O,X,O
SOZILTJ,O,X,X,O,O,O,X,X
SOZILJT,O,X,X,O,O,O,X,X
SOZIJTL,X,O,X,O,X,O,X,X
SOZIJLT,O,O,X,O,O,O,X,X
SOZLTIJ,O,X,X,O,O,O,X,X
SOZLTJI,O,X,X,O,O,O,X,X
SOZLITJ,O,X,X,O,O,O,X,X
SOZLIJT,O,X,X,O,O,O,X,X
SOZLJTI,O,X,X,O,O,O,X,X
SOZLJIT,O,X,X,O,O,O,X,X
SOZJTIL,X,O,X,O,X,O,X,X
SOZJTLI,X,O,X,O,X,O,X,X
SOZJITL,X,O,X,O,X,O,X,X
SOZJILT,O,O,X,O,O,O,X,X
SOZJLTI,O,O,X,O,O,O,X,X
SOZJLIT,O,O,X,O,O,O,X,X
ZTILJSO,O,O,O,O,O,O,O,O
ZTILJOS,O,O,X,O,O,O,O,X
ZTILSJO,O,O,O,O,O,O,O,O
ZTILSOJ,O,O,O,O,O,O,O,O
ZTILOJS,O,O,O,X,O,O,O,O
ZTILOSJ,O,O,O,X,O,O,O,O
ZTIJLSO,O,O,O,O,O,O,O,O
ZTIJLOS,X,O,X,O,O,O,O,X
ZTIJSLO,O,O,O,O,X,X,O,O
ZTIJSOL,X,O,O,O,X,X,O,O
ZTIJOLS,X,O,O,O,O,O,O,X
ZTIJOSL,X,O,O,O,X,X,O,O
ZTISLJO,O,O,O,X,X,O,O,O
ZTISLOJ,O,O,O,X,X,O,O,O
ZTISJLO,O,O,O,X,X,O,O,O
ZTISJOL,O,O,O,X,X,X,O,O
ZTISOLJ,O,O,O,X,X,O,O,O
ZTISOJL,O,O,O,X,X,X,O,O
ZTIOLJS,O,O,O,O,O,O,O,O
ZTIOLSJ,O,O,O,O,O,O,O,O
ZTIOJLS,X,O,O,O,O,O,O,O
ZTIOJSL,X,O,O,O,X,O,O,O
ZTIOSLJ,O,O,O,O,X,O,O,O
ZTIOSJL,O,O,O,O,X,O,O,O
ZTLIJSO,O,O,O,O,O,O,O,O
ZTLIJOS,O,O,X,O,O,O,O,X
ZTLISJO,O,O,O,O,O,O,O,O
ZTLISOJ,O,O,O,O,O,O,O,O
ZTLIOJS,O,O,O,X,O,O,O,O
ZTLIOSJ,O,O,O,X,O,O,O,O
ZTLJISO,O,O,O,O,O,O,O,O
ZTLJIOS,O,O,X,O,O,O,O,X
ZTLJSIO,O,O,O,O,O,O,O,O
ZTLJSOI,O,O,O,O,O,O,O,O
ZTLJOIS,O,O,X,O,O,O,O,X
ZTLJOSI,O,O,X,O,O,O,O,X
ZTLSIJO,O,O,O,O,O,O,O,O
ZTLSIOJ,O,O,O,O,O,O,O,O
ZTLSJIO,O,O,O,O,O,O,O,O
ZTLSJOI,O,O,O,O,O,O,O,O
ZTLSOIJ,O,O,O,O,O,O,O,O
ZTLSOJI,O,O,O,X,O,O,O,O
ZTLOIJS,O,O,O,X,O,O,O,O
ZTLOISJ,O,O,O,X,O,O,O,O
ZTLOJIS,O,O,O,X,O,O,O,O
ZTLOJSI,O,O,O,X,O,O,O,O
ZTLOSIJ,O,O,O,X,O,O,O,O
ZTLOSJI,O,O,O,X,O,O,O,O
ZTJILSO,O,O,O,O,O,O,O,O
ZTJILOS,X,O,X,O,O,O,O,X
ZTJISLO,O,O,O,O,X,X,O,O
ZTJISOL,X,O,O,O,X,X,O,O
ZTJIOLS,X,O,O,O,O,O,O,X
ZTJIOSL,X,O,O,O,X,X,O,O
ZTJLISO,O,O,O,O,O,O,O,O
ZTJLIOS,X,O,X,O,O,O,O,X
ZTJLSIO,O,O,O,O,O,O,O,O
ZTJLSOI,O,O,O,O,O,O,O,O
ZTJLOIS,X,O,X,O,O,O,O,X
ZTJLOSI,X,O,X,O,O,O,O,X
ZTJSILO,O,O,O,O,X,X,O,O
ZTJSIOL,X,O,O,O,X,X,O,O
ZTJSLIO,O,O,O,O,X,X,O,O
ZTJSLOI,O,O,O,X,X,X,O,O
ZTJSOIL,X,O,O,O,X,X,O,O
ZTJSOLI,X,O,O,O,X,X,O,O
ZTJOILS,X,O,O,O,O,O,O,X
ZTJOISL,X,O,O,O,X,X,O,O
ZTJOLIS,X,O,O,O,O,O,O,X
ZTJOLSI,X,O,O,O,O,O,O,X
ZTJOSIL,X,O,O,O,X,X,O,O
ZTJOSLI,X,O,O,O,X,X,O,O
ZTSILJO,O,O,O,X,X,O,O,O
ZTSILOJ,O,O,O,X,X,O,O,O
ZTSIJLO,O,O,O,X,X,O,O,O
ZTSIJOL,O,O,O,X,X,X,O,O
ZTSIOLJ,O,O,O,X,X,O,O,O
ZTSIOJL,O,O,O,X,X,X,O,O
ZTSLIJO,O,O,O,X,X,O,O,O
ZTSLIOJ,O,O,O,X,X,O,O,O
ZTSLJIO,O,O,O,X,X,O,O,O
ZTSLJOI,O,O,O,X,X,O,O,O
ZTSLOIJ,O,O,O,X,X,O,O,O
ZTSLOJI,O,O,O,X,X,O,O,O
ZTSJILO,O,O,O,X,X,O,O,O
ZTSJIOL,O,O,O,X,X,X,O,O
ZTSJLIO,O,O,O,X,X,O,O,O
ZTSJLOI,O,O,O,X,X,O,O,O
ZTSJOIL,O,O,O,X,X,X,O,O
ZTSJOLI,O,O,O,X,X,X,O,O
ZTSOILJ,O,O,O,X,X,O,O,O
ZTSOIJL,O,O,O,X,X,X,O,O
ZTSOLIJ,O,O,O,X,X,O,O,O
ZTSOLJI,O,O,O,X,X,O,O,O
ZTSOJIL,O,O,O,X,X,X,O,O
ZTSOJLI,O,O,O,X,X,X,O,O
ZTOILJS,O,O,O,O,O,O,O,O
ZTOILSJ,O,O,O,O,O,O,O,O
ZTOIJLS,X,O,O,O,O,O,O,O
ZTOIJSL,X,O,O,O,X,O,O,O
ZTOISLJ,O,O,O,O,X,O,O,O
ZTOISJL,O,O,O,O,X,O,O,O
ZTOLIJS,O,O,O,O,O,O,O,O
ZTOLISJ,O,O,O,O,O,O,O,O
ZTOLJIS,O,O,O,O,O,O,O,O
ZTOLJSI,O,O,O,O,O,O,O,O
ZTOLSIJ,O,O,O,O,O,O,O,O
ZTOLSJI,O,O,O,O,O,O,O,O
ZTOJILS,X,O,O,O,O,O,O,O
ZTOJISL,X,O,O,O,X,O,O,O
ZTOJLIS,X,O,O,O,O,O,O,O
ZTOJLSI,X,O,O,O,O,O,O,O
ZTOJSIL,X,O,O,O,X,O,O,O
ZTOJSLI,X,O,O,O,X,O,O,O
ZTOSILJ,O,O,O,O,X,O,O,O
ZTOSIJL,O,O,O,O,X,O,O,O
ZTOSLIJ,O,O,O,O,X,O,O,O
ZTOSLJI,O,O,O,O,X,O,O,O
ZTOSJIL,O,O,O,O,X,O,O,O
ZTOSJLI,O,O,O,O,X,O,O,O
ZITLJSO,O,O,O,O,O,O,O,O
ZITLJOS,O,O,X,O,O,O,O,X
ZITLSJO,O,O,O,O,O,O,O,O
ZITLSOJ,O,O,O,O,O,O,O,O
ZITLOJS,O,O,O,X,O,O,O,O
ZITLOSJ,O,O,O,X,O,O,O,O
ZITJLSO,O,O,O,O,O,O,O,O
ZITJLOS,X,O,X,O,O,O,O,X
ZITJSLO,O,O,O,O,X,X,O,O
ZITJSOL,X,O,O,O,X,X,O,O
ZITJOLS,X,O,O,O,O,O,O,X
ZITJOSL,X,O,O,O,X,X,O,O
ZITSLJO,O,O,O,X,X,O,O,O
ZITSLOJ,O,O,O,X,X,O,O,O
ZITSJLO,O,O,O,X,X,O,O,O
ZITSJOL,O,O,O,X,X,X,O,O
ZITSOLJ,O,O,O,X,X,O,O,O
ZITSOJL,O,O,O,X,X,X,O,O
ZITOLJS,O,O,O,O,O,O,O,O
ZITOLSJ,O,O,O,O,O,O,O,O
ZITOJLS,X,O,O,O,O,O,O,O
ZITOJSL,X,O,O,O,X,O,O,O
ZITOSLJ,O,O,O,O,X,O,O,O
ZITOSJL,O,O,O,O,X,O,O,O
ZILTJSO,O,O,O,O,O,O,O,X
ZILTJOS,O,O,X,O,O,O,O,X
ZILTSJO,O,O,O,O,O,O,O,O
ZILTSOJ,O,O,O,O,O,O,O,O
ZILTOJS,O,O,O,X,O,O,O,X
ZILTOSJ,O,O,O,X,O,O,O,O
ZILJTSO,O,O,X,O,O,O,O,X
ZILJTOS,O,O,X,O,O,O,O,X
ZILJSTO,O,O,X,O,O,O,O,X
ZILJSOT,O,O,X,O,X,O,O,X
ZILJOTS,X,O,X,O,O,O,O,X
ZILJOST,O,O,X,O,O,O,O,X
ZILSTJO,O,O,X,O,O,O,O,O
ZILSTOJ,O,O,X,O,O,O,O,O
ZILSJTO,O,O,X,O,O,O,O,X
ZILSJOT,O,O,X,O,X,O,O,X
ZILSOTJ,O,X,X,O,O,O,O,X
ZILSOJT,O,X,X,O,O,O,O,X
ZILOTJS,X,X,O,O,O,O,O,X
ZILOTSJ,X,X,O,O,O,O,O,X
ZILOJTS,X,X,X,O,O,O,O,X
ZILOJST,O,X,X,O,O,O,O,X
ZILOSTJ,O,X,X,O,O,O,O,X
ZILOSJT,O,X,X,O,O,O,O,X
ZIJTLSO,O,O,O,O,O,O,O,X
ZIJTLOS,X,O,X,O,O,O,O,X
ZIJTSLO,O,O,O,O,X,X,O,O
ZIJTSOL,X,O,O,O,X,X,O,O
ZIJTOLS,X,O,O,O,O,O,O,X
ZIJTOSL,X,O,O,O,X,X,O,O
ZIJLTSO,O,O,X,O,O,O,O,X
ZIJLTOS,O,O,X,O,O,O,O,X
ZIJLSTO,O,O,X,O,O,O,O,X
ZIJLSOT,O,O,X,O,X,O,O,X
ZIJLOTS,X,O,X,O,O,O,O,X
ZIJLOST,O,O,X,O,O,O,O,X
ZIJSTLO,O,O,X,O,X,O,O,O
ZIJSTOL,O,O,X,O,X,X,O,O
ZIJSLTO,O,O,X,O,O,O,O,X
ZIJSLOT,O,O,X,O,X,O,O,X
ZIJSOTL,X,O,X,O,X,X,O,X
ZIJSOLT,O,O,X,O,O,O,O,X
ZIJOTLS,X,O,O,O,O,O,O,X
ZIJOTSL,X,O,O,O,X,O,O,X
ZIJOLTS,X,O,X,O,O,O,O,X
ZIJOLST,O,O,X,O,O,O,O,X
ZIJOSTL,X,O,X,O,X,O,O,X
ZIJOSLT,O,O,X,O,O,O,O,X
ZISTLJO,O,O,O,X,X,O,O,O
ZISTLOJ,O,O,O,X,X,O,O,O
ZISTJLO,O,O,O,X,X,O,O,O
ZISTJOL,O,O,O,X,X,X,O,O
ZISTOLJ,O,O,O,X,X,O,O,O
ZISTOJL,O,O,O,X,X,X,O,O
ZISLTJO,O,O,X,O,O,O,O,O
ZISLTOJ,O,O,X,O,O,O,O,O
ZISLJTO,O,O,X,O,O,O,O,X
ZISLJOT,O,O,X,O,X,O,O,X
ZISLOTJ,O,X,X,O,O,O,O,X
ZISLOJT,O,X,X,O,O,O,O,X
ZISJTLO,O,O,X,O,X,O,O,O
ZISJTOL,O,O,X,O,X,X,O,O
ZISJLTO,O,O,X,O,O,O,O,X
ZISJLOT,O,O,X,O,X,O,O,X
ZISJOTL,X,O,X,O,X,X,O,X
ZISJOLT,O,O,X,O,O,O,O,X
ZISOTLJ,O,O,O,O,X,O,O,O
ZISOTJL,O,O,O,O,X,O,O,O
ZISOLTJ,O,X,X,O,O,O,O,X
ZISOLJT,O,X,X,O,O,O,O,X
ZISOJTL,X,O,X,O,X,O,O,X
ZISOJLT,O,O,X,O,O,O,O,X
ZIOTLJS,X,O,O,O,O,O,O,X
ZIOTLSJ,X,O,O,O,O,O,O,O
ZIOTJLS,X,O,O,O,O,O,O,X
ZIOTJSL,X,O,O,O,X,O,O,O
ZIOTSLJ,X,O,O,O,X,O,O,O
ZIOTSJL,X,O,O,O,X,O,O,O
ZIOLTJS,X,X,O,O,O,O,O,X
ZIOLTSJ,X,X,O,O,O,O,O,X
ZIOLJTS,X,X,X,O,O,O,O,X
ZIOLJST,O,X,X,O,O,O,O,X
ZIOLSTJ,O,X,X,O,O,O,O,X
ZIOLSJT,O,X,X,O,O,O,O,X
ZIOJTLS,X,O,O,O,O,O,O,X
ZIOJTSL,X,O,O,O,X,O,O,X
ZIOJLTS,X,O,X,O,O,O,O,X
ZIOJLST,O,O,X,O,O,O,O,X
ZIOJSTL,X,O,X,O,X,O,O,X
ZIOJSLT,O,O,X,O,O,O,O,X
ZIOSTLJ,O,O,O,O,X,O,O,O
ZIOSTJL,O,O,O,O,X,O,O,O
ZIOSLTJ,O,X,X,O,O,O,O,X
ZIOSLJT,O,X,X,O,O,O,O,X
ZIOSJTL,X,O,X,O,X,O,O,X
ZIOSJLT,O,O,X,O,O,O,O,X
ZLTIJSO,O,O,O,O,O,O,O,X
ZLTIJOS,O,O,X,O,O,O,O,X
ZLTISJO,O,O,O,O,O,O,O,O
ZLTISOJ,O,O,O,O,O,O,O,O
ZLTIOJS,O,O,O,X,O,O,O,X
ZLTIOSJ,O,O,O,X,O,O,O,O
ZLTJISO,O,O,O,O,O,O,O,X
ZLTJIOS,O,O,X,O,O,O,O,X
ZLTJSIO,O,O,O,O,O,O,O,X
ZLTJSOI,O,O,O,O,O,O,O,X
ZLTJOIS,O,O,X,O,O,O,O,X
ZLTJOSI,O,O,X,O,O,O,O,X
ZLTSIJO,O,O,O,O,O,O,O,O
ZLTSIOJ,O,O,O,O,O,O,O,O
ZLTSJIO,O,O,O,O,O,O,O,O
ZLTSJOI,O,O,O,O,O,O,O,O
ZLTSOIJ,O,O,O,O,O,O,O,O
ZLTSOJI,O,O,O,X,O,O,O,O
ZLTOIJS,O,O,O,X,O,O,O,X
ZLTOISJ,O,O,O,X,O,O,O,O
ZLTOJIS,O,O,O,X,O,O,O,X
ZLTOJSI,O,O,O,X,O,O,O,X
ZLTOSIJ,O,O,O,X,O,O,O,O
ZLTOSJI,O,O,O,X,O,O,O,O
ZLITJSO,O,O,O,O,O,O,O,X
ZLITJOS,O,O,X,O,O,O,O,X
ZLITSJO,O,O,O,O,O,O,O,O
ZLITSOJ,O,O,O,O,O,O,O,O
ZLITOJS,O,O,O,X,O,O,O,X
ZLITOSJ,O,O,O,X,O,O,O,O
ZLIJTSO,O,O,X,O,O,O,O,X
ZLIJTOS,O,O,X,O,O,O,O,X
ZLIJSTO,O,O,X,O,O,O,O,X
ZLIJSOT,O,O,X,O,X,O,O,X
ZLIJOTS,X,O,X,O,O,O,O,X
ZLIJOST,O,O,X,O,O,O,O,X
ZLISTJO,O,O,X,O,O,O,O,O
ZLISTOJ,O,O,X,O,O,O,O,O
ZLISJTO,O,O,X,O,O,O,O,X
ZLISJOT,O,O,X,O,X,O,O,X
ZLISOTJ,O,X,X,O,O,O,O,X
ZLISOJT,O,X,X,O,O,O,O,X
ZLIOTJS,X,X,O,O,O,O,O,X
ZLIOTSJ,X,X,O,O,O,O,O,X
ZLIOJTS,X,X,X,O,O,O,O,X
ZLIOJST,O,X,X,O,O,O,O,X
ZLIOSTJ,O,X,X,O,O,O,O,X
ZLIOSJT,O,X,X,O,O,O,O,X
ZLJTISO,O,O,X,O,O,O,O,X
ZLJTIOS,O,O,X,O,O,O,O,X
ZLJTSIO,O,O,X,O,O,O,O,X
ZLJTSOI,O,O,X,O,O,O,O,X
ZLJTOIS,O,O,X,O,O,O,O,X
ZLJTOSI,O,O,X,O,O,O,O,X
ZLJITSO,O,O,X,O,O,O,O,X
ZLJITOS,O,O,X,O,O,O,O,X
ZLJISTO,O,O,X,O,O,O,O,X
ZLJISOT,O,O,X,O,X,O,O,X
ZLJIOTS,X,O,X,O,O,O,O,X
ZLJIOST,O,O,X,O,O,O,O,X
ZLJSTIO,O,O,X,O,O,O,O,X
ZLJSTOI,O,O,X,O,O,O,O,X
ZLJSITO,O,O,X,O,O,O,O,X
ZLJSIOT,O,O,X,O,X,O,O,X
ZLJSOTI,O,O,X,O,X,O,O,X
ZLJSOIT,O,O,X,O,X,O,O,X
ZLJOTIS,X,O,X,O,O,O,O,X
ZLJOTSI,X,O,X,O,O,O,O,X
ZLJOITS,X,O,X,O,O,O,O,X
ZLJOIST,O,O,X,O,O,O,O,X
ZLJOSTI,O,O,X,O,O,O,O,X
ZLJOSIT,O,O,X,O,O,O,O,X
ZLSTIJO,O,O,X,O,O,O,O,O
ZLSTIOJ,O,O,X,O,O,O,O,O
ZLSTJIO,O,O,X,O,O,O,O,O
ZLSTJOI,O,O,X,O,O,O,O,O
ZLSTOIJ,O,O,X,O,O,O,O,O
ZLSTOJI,O,O,X,X,O,O,O,O
ZLSITJO,O,O,X,O,O,O,O,O
ZLSITOJ,O,O,X,O,O,O,O,O
ZLSIJTO,O,O,X,O,O,O,O,X
ZLSIJOT,O,O,X,O,X,O,O,X
ZLSIOTJ,O,X,X,O,O,O,O,X
ZLSIOJT,O,X,X,O,O,O,O,X
ZLSJTIO,O,O,X,O,O,O,O,X
ZLSJTOI,O,O,X,O,O,O,O,X
ZLSJITO,O,O,X,O,O,O,O,X
ZLSJIOT,O,O,X,O,X,O,O,X
ZLSJOTI,O,O,X,O,X,O,O,X
ZLSJOIT,O,O,X,O,X,O,O,X
ZLSOTIJ,O,X,X,O,O,O,O,X
ZLSOTJI,O,X,X,X,O,O,O,X
ZLSOITJ,O,X,X,O,O,O,O,X
