sequence,v115@OhB8AeA8FeB8AeB8CeE8JeT/IvhFxgBXiB6oB2rBFq?B0qB,v115@OhB8AeA8FeB8AeB8CeE8JeT/IvhF2lBXiB6oBUqBRr?BFrB,v115@OhB8AeA8FeB8AeB8CeE8Jem/IvhFfmBxhB6oB0kBzm?B1vB
OSJZTLI,O,O,X
OSJZITL,X,O,X
OSJZILT,O,O,X
OSJZLTI,O,O,X
OSJZLIT,O,O,X
OSZTILJ,O,O,O
OSZTIJL,X,O,O
OSZTLIJ,O,O,O
OSZTLJI,O,O,O
OSZTJIL,O,X,O
OSZTJLI,O,O,O
OSZITLJ,X,O,X
OSZITJL,X,O,X
OSZILTJ,O,O,X
OSZILJT,O,O,X
OSZIJTL,X,O,X
OSZIJLT,X,O,X
OSZLTIJ,O,O,O
OSZLTJI,O,O,O
OSZLITJ,O,O,X
OSZLIJT,O,O,X
OSZLJTI,O,O,O
OSZLJIT,O,O,X
OSZJTIL,O,X,O
OSZJTLI,O,O,O
OSZJITL,X,O,X
OSZJILT,O,O,X
OSZJLTI,O,O,O
OSZJLIT,O,O,X
OZTILJS,X,O,O
OZTILSJ,X,O,O
OZTIJLS,X,O,O
OZTIJSL,X,O,O
OZTISLJ,X,O,O
OZTISJL,X,O,O
OZTLIJS,X,O,O
OZTLISJ,X,O,O
OZTLJIS,O,X,O
OZTLJSI,O,O,O
OZTLSIJ,O,O,O
OZTLSJI,O,O,O
OZTJILS,O,X,O
OZTJISL,O,X,O
OZTJLIS,O,X,O
OZTJLSI,O,O,O
OZTJSIL,O,X,O
OZTJSLI,O,O,O
OZTSILJ,O,O,O
OZTSIJL,X,O,O
OZTSLIJ,O,O,O
OZTSLJI,O,O,O
OZTSJIL,O,X,O
OZTSJLI,O,O,O
OZITLJS,X,O,O
OZITLSJ,X,O,O
OZITJLS,X,O,O
OZITJSL,X,O,O
OZITSLJ,X,O,O
OZITSJL,X,O,O
OZILTJS,X,O,O
OZILTSJ,X,O,O
OZILJTS,X,O,O
OZILJST,X,O,X
OZILSTJ,X,O,X
OZILSJT,X,O,X
OZIJTLS,X,O,O
OZIJTSL,X,O,O
OZIJLTS,X,O,O
OZIJLST,X,O,X
OZIJSTL,X,O,X
OZIJSLT,X,O,X
OZISTLJ,X,O,X
OZISTJL,X,O,X
OZISLTJ,X,O,X
OZISLJT,X,O,X
OZISJTL,X,O,X
OZISJLT,X,O,X
OZLTIJS,X,O,O
OZLTISJ,X,O,O
OZLTJIS,O,X,O
OZLTJSI,O,O,O
OZLTSIJ,O,O,O
OZLTSJI,O,O,O
OZLITJS,X,O,O
OZLITSJ,X,O,O
OZLIJTS,X,O,O
OZLIJST,X,O,X
OZLISTJ,X,O,X
OZLISJT,X,O,X
OZLJTIS,O,X,O
OZLJTSI,O,O,O
OZLJITS,X,O,O
OZLJIST,O,O,X
OZLJSTI,O,O,O
OZLJSIT,O,O,X
OZLSTIJ,O,O,O
OZLSTJI,O,O,O
OZLSITJ,O,O,X
OZLSIJT,O,O,X
OZLSJTI,O,O,O
OZLSJIT,O,O,X
OZJTILS,O,X,O
OZJTISL,O,X,O
OZJTLIS,O,X,O
OZJTLSI,O,O,O
OZJTSIL,O,X,O
OZJTSLI,O,O,O
OZJITLS,X,O,O
OZJITSL,X,O,O
OZJILTS,X,O,O
OZJILST,O,O,X
OZJISTL,X,O,X
OZJISLT,O,O,X
OZJLTIS,O,X,O
OZJLTSI,O,O,O
OZJLITS,X,O,O
OZJLIST,O,O,X
OZJLSTI,O,O,O
OZJLSIT,O,O,X
OZJSTIL,O,X,O
OZJSTLI,O,O,O
OZJSITL,X,O,X
OZJSILT,O,O,X
OZJSLTI,O,O,O
OZJSLIT,O,O,X
OZSTILJ,O,O,O
OZSTIJL,X,O,O
OZSTLIJ,O,O,O
OZSTLJI,O,O,O
OZSTJIL,O,X,O
OZSTJLI,O,O,O
OZSITLJ,X,O,X
OZSITJL,X,O,X
OZSILTJ,O,O,X
OZSILJT,O,O,X
OZSIJTL,X,O,X
OZSIJLT,X,O,X
OZSLTIJ,O,O,O
OZSLTJI,O,O,O
OZSLITJ,O,O,X
OZSLIJT,O,O,X
OZSLJTI,O,O,O
OZSLJIT,O,O,X
OZSJTIL,O,X,O
OZSJTLI,O,O,O
OZSJITL,X,O,X
OZSJILT,O,O,X
OZSJLTI,O,O,O
OZSJLIT,O,O,X
