sequence,v115@QhB8CeA8BeH8DeA8Jei/IvhFulBFiBXjBzkB0mBRxB,v115@QhB8CeA8BeH8DeA8Je/EJvhFRgBUiBFjBTlB6rB2xB,v115@QhB8CeA8BeH8DeA8Je2EJvhFRgB3hBFjBSqBzrB0sB,v115@QhB8CeA8BeH8DeA8JeT/IvhFelBRhBCmB8rB3sBFtB,v115@QhB8CeA8BeH8DeA8Je2EJvhFRgB1nBSqB0mBzrBXtB,v115@QhB8CeA8BeH8DeA8JeXDJvhFlkBRmBmkBCmBzrB0sB,v115@QhB8CeA8BeH8DeA8Jex/IvhF0kBllBXnB6rBOtBTsB,v115@QhB8CeA8BeH8DeA8JeT/IvhF0gBVqBRnB6rBOsBXtB
ZLOIJST,O,X,O,O,X,X,X,X
ZLOISTJ,O,O,O,X,X,X,X,X
ZLOISJT,O,O,O,X,X,X,X,X
ZLOJTIS,O,O,O,O,X,X,X,X
ZLOJTSI,O,O,O,O,X,X,X,X
ZLOJITS,O,O,O,O,X,X,X,X
ZLOJIST,O,O,O,O,X,X,X,X
ZLOJSTI,O,O,O,O,X,X,X,X
ZLOJSIT,O,O,O,O,X,X,X,X
ZLOSTIJ,O,O,O,X,X,X,X,X
ZLOSTJI,O,O,O,X,X,X,X,X
ZLOSITJ,O,O,O,X,X,X,X,X
ZLOSIJT,O,O,O,X,X,X,X,X
ZLOSJTI,O,O,O,O,X,X,X,X
ZLOSJIT,O,O,O,O,X,X,X,X
ZJTILSO,O,X,X,X,O,X,X,X
ZJTILOS,X,X,X,X,O,X,X,X
ZJTISLO,O,O,X,X,X,X,O,X
ZJTISOL,O,O,X,X,X,X,O,X
ZJTIOLS,O,X,X,X,X,X,X,X
ZJTIOSL,O,O,O,X,X,X,X,X
ZJTLISO,O,O,X,O,O,X,X,X
ZJTLIOS,X,O,O,O,O,X,X,X
ZJTLSIO,O,O,X,O,O,X,X,X
ZJTLSOI,O,O,X,O,O,X,X,X
ZJTLOIS,O,O,O,O,O,X,X,X
ZJTLOSI,O,O,O,O,O,X,X,X
ZJTSILO,O,O,X,X,X,X,O,X
ZJTSIOL,O,O,X,X,X,X,O,X
ZJTSLIO,O,O,X,X,O,X,O,X
ZJTSLOI,O,O,X,X,O,X,O,X
ZJTSOIL,O,O,X,X,X,X,O,X
ZJTSOLI,O,O,X,X,X,X,O,X
ZJTOILS,O,X,X,X,X,X,X,X
ZJTOISL,O,O,O,X,X,X,X,X
ZJTOLIS,O,O,O,O,O,X,X,X
ZJTOLSI,O,O,O,O,O,X,X,X
ZJTOSIL,O,O,O,X,X,X,X,X
ZJTOSLI,O,O,O,X,X,X,X,X
ZJITLSO,O,X,X,X,O,X,X,X
ZJITLOS,O,X,X,X,O,X,X,X
ZJITSLO,O,O,X,X,X,X,X,X
ZJITSOL,O,O,X,X,X,X,X,X
ZJITOLS,O,X,X,X,X,X,X,X
ZJITOSL,O,O,O,X,X,X,X,X
ZJILTSO,O,X,X,O,X,X,X,X
ZJILTOS,O,X,X,O,X,X,X,X
ZJILSTO,O,X,X,O,X,X,X,X
ZJILSOT,O,X,X,O,X,X,X,X
ZJILOTS,O,X,X,O,X,X,X,X
ZJILOST,O,X,X,O,X,X,X,X
ZJISTLO,O,O,X,X,X,X,X,X
ZJISTOL,O,O,X,X,X,X,X,X
ZJISLTO,O,O,X,X,X,X,X,X
ZJISLOT,O,X,X,X,X,X,X,X
ZJISOTL,O,O,X,X,X,X,X,X
ZJISOLT,O,O,X,X,X,X,X,X
ZJIOTLS,O,X,X,X,X,X,X,X
ZJIOTSL,O,O,O,X,X,X,X,X
ZJIOLTS,O,X,X,O,X,X,X,X
ZJIOLST,O,X,X,O,X,X,X,X
ZJIOSTL,O,O,O,X,X,X,X,X
ZJIOSLT,O,O,X,X,X,X,X,X
ZJLTISO,O,O,X,O,O,X,X,X
ZJLTIOS,X,O,O,O,O,X,X,X
ZJLTSIO,O,O,X,O,O,X,X,X
ZJLTSOI,O,O,X,O,O,X,X,X
ZJLTOIS,O,O,O,O,O,X,X,X
ZJLTOSI,O,O,O,O,O,X,X,X
ZJLITSO,O,O,X,O,O,X,X,X
ZJLITOS,O,O,O,O,O,X,X,X
ZJLISTO,O,O,X,O,X,X,X,X
ZJLISOT,O,O,X,O,X,X,X,X
ZJLIOTS,O,O,O,O,X,X,X,X
ZJLIOST,O,O,O,O,X,X,X,X
ZJLSTIO,O,O,X,O,X,X,X,X
ZJLSTOI,O,O,X,O,X,X,X,X
ZJLSITO,O,O,X,O,X,X,X,X
ZJLSIOT,O,O,X,O,X,X,X,X
ZJLSOTI,O,O,X,O,X,X,X,X
ZJLSOIT,O,O,X,O,X,X,X,X
ZJLOTIS,O,O,O,O,X,X,X,X
ZJLOTSI,O,O,O,O,X,X,X,X
ZJLOITS,O,O,O,O,X,X,X,X
ZJLOIST,O,O,O,O,X,X,X,X
ZJLOSTI,O,O,O,O,X,X,X,X
ZJLOSIT,O,O,O,O,X,X,X,X
ZJSTILO,O,O,X,X,X,X,O,X
ZJSTIOL,O,O,X,X,X,X,O,X
ZJSTLIO,O,O,X,X,O,X,O,X
ZJSTLOI,O,O,X,X,O,X,O,X
ZJSTOIL,O,O,X,X,X,X,O,X
ZJSTOLI,O,O,X,X,X,X,O,X
ZJSITLO,O,O,X,X,X,X,X,X
ZJSITOL,O,O,X,X,X,X,X,X
ZJSILTO,O,O,X,X,X,X,X,X
ZJSILOT,O,X,X,X,X,X,X,X
ZJSIOTL,O,O,X,X,X,X,X,X
ZJSIOLT,O,O,X,X,X,X,X,X
ZJSLTIO,O,O,X,O,X,X,X,X
ZJSLTOI,O,O,X,O,X,X,X,X
ZJSLITO,O,O,X,O,X,X,X,X
ZJSLIOT,O,O,X,O,X,X,X,X
ZJSLOTI,O,O,X,O,X,X,X,X
ZJSLOIT,O,O,X,O,X,X,X,X
ZJSOTIL,O,O,X,X,X,X,X,X
ZJSOTLI,O,O,X,X,X,X,X,X
ZJSOITL,O,O,X,X,X,X,X,X
ZJSOILT,O,O,X,X,X,X,X,X
ZJSOLTI,O,O,X,O,X,X,X,X
ZJSOLIT,O,O,X,O,X,X,X,X
ZJOTILS,O,X,X,X,X,X,X,X
ZJOTISL,O,O,O,X,X,X,X,X
ZJOTLIS,O,O,O,O,O,X,X,X
ZJOTLSI,O,O,O,O,O,X,X,X
ZJOTSIL,O,O,O,X,X,X,X,X
ZJOTSLI,O,O,O,X,X,X,X,X
ZJOITLS,O,X,X,X,X,X,X,X
ZJOITSL,O,O,O,X,X,X,X,X
ZJOILTS,O,X,X,O,X,X,X,X
ZJOILST,O,X,X,O,X,X,X,X
ZJOISTL,O,O,O,X,X,X,X,X
ZJOISLT,O,O,X,X,X,X,X,X
ZJOLTIS,O,O,O,O,X,X,X,X
ZJOLTSI,O,O,O,O,X,X,X,X
ZJOLITS,O,O,O,O,X,X,X,X
ZJOLIST,O,O,O,O,X,X,X,X
ZJOLSTI,O,O,O,O,X,X,X,X
ZJOLSIT,O,O,O,O,X,X,X,X
ZJOSTIL,O,O,O,X,X,X,X,X
ZJOSTLI,O,O,O,X,X,X,X,X
ZJOSITL,O,O,O,X,X,X,X,X
ZJOSILT,O,O,X,X,X,X,X,X
ZJOSLTI,O,O,O,O,X,X,X,X
ZJOSLIT,O,O,O,O,X,X,X,X
ZSTILJO,O,O,X,X,X,X,O,X
ZSTILOJ,X,O,X,X,X,X,O,X
ZSTIJLO,O,O,X,X,X,X,O,X
ZSTIJOL,O,O,X,X,X,O,O,X
ZSTIOLJ,O,O,X,X,X,O,O,X
ZSTIOJL,O,O,X,X,X,O,O,X
ZSTLIJO,O,O,X,X,O,X,O,X
ZSTLIOJ,X,O,X,X,X,X,O,X
ZSTLJIO,O,O,X,X,O,X,O,X
ZSTLJOI,O,O,X,X,O,X,O,X
ZSTLOIJ,O,O,X,X,X,X,O,X
ZSTLOJI,O,O,X,X,X,X,O,X
ZSTJILO,O,O,X,X,X,X,O,X
ZSTJIOL,O,O,X,X,X,X,O,X
ZSTJLIO,O,O,X,X,O,X,O,X
ZSTJLOI,O,O,X,X,O,X,O,X
ZSTJOIL,O,O,X,X,X,X,O,X
ZSTJOLI,O,O,X,X,X,X,O,X
ZSTOILJ,O,O,X,X,X,O,O,X
ZSTOIJL,O,O,X,X,X,O,O,X
ZSTOLIJ,O,O,X,X,X,X,O,X
ZSTOLJI,O,O,X,X,X,X,O,X
ZSTOJIL,O,O,X,X,X,X,O,X
ZSTOJLI,O,O,X,X,X,X,O,X
ZSITLJO,O,O,X,X,X,X,O,X
ZSITLOJ,X,O,X,X,X,X,O,X
ZSITJLO,O,O,X,X,X,X,O,X
ZSITJOL,O,O,X,X,X,O,O,X
ZSITOLJ,O,O,X,X,X,O,O,X
ZSITOJL,O,O,X,X,X,O,O,X
ZSILTJO,O,O,X,X,X,X,X,X
ZSILTOJ,X,O,X,X,X,X,X,X
ZSILJTO,O,O,X,O,X,X,X,X
ZSILJOT,X,O,X,O,X,X,X,X
ZSILOTJ,X,O,X,X,X,X,X,X
ZSILOJT,X,X,X,X,X,X,X,X
ZSIJTLO,O,O,X,X,X,X,X,X
ZSIJTOL,O,O,X,X,X,X,X,X
ZSIJLTO,O,O,X,X,X,X,X,X
ZSIJLOT,X,X,X,X,X,X,X,X
ZSIJOTL,O,O,X,X,X,X,X,X
ZSIJOLT,O,X,X,X,X,X,X,X
ZSIOTLJ,O,O,X,X,X,X,X,X
ZSIOTJL,O,O,X,X,X,X,X,X
ZSIOLTJ,O,O,X,X,X,X,X,X
ZSIOLJT,O,X,X,X,X,X,X,X
ZSIOJTL,O,O,X,X,X,X,X,X
ZSIOJLT,O,X,X,X,X,X,X,X
ZSLTIJO,O,O,X,X,X,X,O,X
ZSLTIOJ,X,O,X,X,X,X,O,X
ZSLTJIO,O,O,X,X,X,X,O,X
ZSLTJOI,O,O,X,X,X,X,O,X
ZSLTOIJ,O,O,X,X,X,X,O,X
ZSLTOJI,O,O,X,X,X,X,O,X
ZSLITJO,O,O,X,X,X,X,X,X
ZSLITOJ,O,O,X,X,X,X,X,X
ZSLIJTO,O,O,X,O,X,X,X,X
ZSLIJOT,O,O,X,O,X,X,X,X
ZSLIOTJ,O,O,X,X,X,X,X,X
ZSLIOJT,O,O,X,X,X,X,X,X
ZSLJTIO,O,O,X,O,X,X,X,X
ZSLJTOI,O,O,X,O,X,X,X,X
ZSLJITO,O,O,X,O,X,X,X,X
ZSLJIOT,O,O,X,O,X,X,X,X
ZSLJOTI,O,O,X,O,X,X,X,X
ZSLJOIT,O,O,X,O,X,X,X,X
ZSLOTIJ,O,O,X,X,X,X,X,X
ZSLOTJI,O,O,X,X,X,X,X,X
ZSLOITJ,O,O,X,X,X,X,X,X
ZSLOIJT,O,O,X,X,X,X,X,X
ZSLOJTI,O,O,X,O,X,X,X,X
ZSLOJIT,O,O,X,O,X,X,X,X
ZSJTILO,O,O,X,X,X,X,O,X
ZSJTIOL,O,O,X,X,X,X,O,X
ZSJTLIO,O,O,X,X,O,X,O,X
ZSJTLOI,O,O,X,X,O,X,O,X
ZSJTOIL,O,O,X,X,X,X,O,X
ZSJTOLI,O,O,X,X,X,X,O,X
ZSJITLO,O,O,X,X,X,X,X,X
ZSJITOL,O,O,X,X,X,X,X,X
ZSJILTO,O,O,X,X,X,X,X,X
ZSJILOT,O,X,X,X,X,X,X,X
ZSJIOTL,O,O,X,X,X,X,X,X
ZSJIOLT,O,O,X,X,X,X,X,X
ZSJLTIO,O,O,X,O,X,X,X,X
ZSJLTOI,O,O,X,O,X,X,X,X
ZSJLITO,O,O,X,O,X,X,X,X
ZSJLIOT,O,O,X,O,X,X,X,X
ZSJLOTI,O,O,X,O,X,X,X,X
ZSJLOIT,O,O,X,O,X,X,X,X
ZSJOTIL,O,O,X,X,X,X,X,X
ZSJOTLI,O,O,X,X,X,X,X,X
ZSJOITL,O,O,X,X,X,X,X,X
ZSJOILT,O,O,X,X,X,X,X,X
ZSJOLTI,O,O,X,O,X,X,X,X
ZSJOLIT,O,O,X,O,X,X,X,X
ZSOTILJ,O,O,X,X,X,O,O,X
ZSOTIJL,O,O,X,X,X,O,O,X
ZSOTLIJ,O,O,X,X,X,X,O,X
ZSOTLJI,O,O,X,X,X,X,O,X
ZSOTJIL,O,O,X,X,X,X,O,X
ZSOTJLI,O,O,X,X,X,X,O,X
ZSOITLJ,O,O,X,X,X,O,X,X
ZSOITJL,O,O,X,X,X,O,X,X
ZSOILTJ,O,O,X,X,X,X,X,X
ZSOILJT,O,O,X,X,X,X,X,X
ZSOIJTL,O,O,X,X,X,X,X,X
ZSOIJLT,O,O,X,X,X,X,X,X
ZSOLTIJ,O,O,X,X,X,X,X,X
ZSOLTJI,O,O,X,X,X,X,X,X
ZSOLITJ,O,O,X,X,X,X,X,X
ZSOLIJT,O,O,X,X,X,X,X,X
ZSOLJTI,O,O,X,O,X,X,X,X
ZSOLJIT,O,O,X,O,X,X,X,X
ZSOJTIL,O,O,X,X,X,X,X,X
ZSOJTLI,O,O,X,X,X,X,X,X
ZSOJITL,O,O,X,X,X,X,X,X
ZSOJILT,O,O,X,X,X,X,X,X
ZSOJLTI,O,O,X,O,X,X,X,X
ZSOJLIT,O,O,X,O,X,X,X,X
ZOTILJS,O,X,X,X,X,X,X,X
ZOTILSJ,O,X,X,X,X,X,X,X
ZOTIJLS,O,X,X,X,X,X,X,X
ZOTIJSL,O,X,X,X,X,X,X,X
ZOTISLJ,O,O,X,X,X,O,O,X
ZOTISJL,O,O,X,X,X,O,O,X
ZOTLIJS,O,X,O,X,O,X,X,X
ZOTLISJ,O,O,O,X,X,X,X,X
ZOTLJIS,O,X,O,O,O,X,X,X
ZOTLJSI,O,O,O,O,O,X,X,X
ZOTLSIJ,O,O,O,X,X,X,X,X
ZOTLSJI,O,O,O,X,X,X,X,X
ZOTJILS,O,X,X,X,X,X,X,X
ZOTJISL,O,O,O,X,X,X,X,X
ZOTJLIS,O,O,O,O,O,X,X,X
ZOTJLSI,O,O,O,O,O,X,X,X
ZOTJSIL,O,O,O,X,X,X,X,X
ZOTJSLI,O,O,O,X,X,X,X,X
ZOTSILJ,O,O,X,X,X,O,O,X
ZOTSIJL,O,O,O,X,X,O,O,X
ZOTSLIJ,O,O,O,X,X,X,O,X
ZOTSLJI,O,O,O,X,X,X,O,X
ZOTSJIL,O,O,O,X,X,X,O,X
ZOTSJLI,O,O,O,X,X,X,O,X
ZOITLJS,O,X,X,X,X,X,X,X
ZOITLSJ,O,X,X,X,X,X,X,X
ZOITJLS,O,X,X,X,X,X,X,X
ZOITJSL,O,X,X,X,X,X,X,X
ZOITSLJ,O,O,X,X,X,O,X,X
ZOITSJL,O,O,X,X,X,O,X,X
ZOILTJS,O,X,X,X,X,X,X,X
ZOILTSJ,O,X,X,X,X,X,X,X
ZOILJTS,O,X,X,O,X,X,X,X
ZOILJST,O,X,X,O,X,X,X,X
ZOILSTJ,O,X,X,X,X,X,X,X
ZOILSJT,O,X,X,X,X,X,X,X
ZOIJTLS,O,X,X,X,X,X,X,X
ZOIJTSL,O,X,X,X,X,X,X,X
ZOIJLTS,O,X,X,O,X,X,X,X
ZOIJLST,O,X,X,O,X,X,X,X
ZOIJSTL,O,X,X,X,X,X,X,X
ZOIJSLT,O,X,X,X,X,X,X,X
ZOISTLJ,O,O,X,X,X,O,X,X
ZOISTJL,O,O,X,X,X,O,X,X
ZOISLTJ,O,O,X,X,X,X,X,X
ZOISLJT,O,X,X,X,X,X,X,X
ZOISJTL,O,O,X,X,X,X,X,X
ZOISJLT,O,X,X,X,X,X,X,X
ZOLTIJS,O,X,O,X,X,X,X,X
ZOLTISJ,O,O,O,X,X,X,X,X
ZOLTJIS,O,X,O,O,X,X,X,X
ZOLTJSI,O,O,O,O,X,X,X,X
ZOLTSIJ,O,O,O,X,X,X,X,X
ZOLTSJI,O,O,O,X,X,X,X,X
ZOLITJS,O,X,O,X,X,X,X,X
ZOLITSJ,O,O,O,X,X,X,X,X
ZOLIJTS,O,X,O,O,X,X,X,X
ZOLIJST,O,X,O,O,X,X,X,X
ZOLISTJ,O,O,O,X,X,X,X,X
ZOLISJT,O,O,O,X,X,X,X,X
ZOLJTIS,O,O,O,O,X,X,X,X
ZOLJTSI,O,O,O,O,X,X,X,X
ZOLJITS,O,O,O,O,X,X,X,X
ZOLJIST,O,O,O,O,X,X,X,X
ZOLJSTI,O,O,O,O,X,X,X,X
ZOLJSIT,O,O,O,O,X,X,X,X
ZOLSTIJ,O,O,O,X,X,X,X,X
ZOLSTJI,O,O,O,X,X,X,X,X
ZOLSITJ,O,O,O,X,X,X,X,X
ZOLSIJT,O,O,O,X,X,X,X,X
ZOLSJTI,O,O,O,O,X,X,X,X
ZOLSJIT,O,O,O,O,X,X,X,X
ZOJTILS,O,X,X,X,X,X,X,X
ZOJTISL,O,O,O,X,X,X,X,X
ZOJTLIS,O,O,O,O,O,X,X,X
ZOJTLSI,O,O,O,O,O,X,X,X
ZOJTSIL,O,O,O,X,X,X,X,X
ZOJTSLI,O,O,O,X,X,X,X,X
ZOJITLS,O,X,X,X,X,X,X,X
ZOJITSL,O,O,O,X,X,X,X,X
ZOJILTS,O,X,X,O,X,X,X,X
ZOJILST,O,X,X,O,X,X,X,X
ZOJISTL,O,O,O,X,X,X,X,X
ZOJISLT,O,O,X,X,X,X,X,X
ZOJLTIS,O,O,O,O,X,X,X,X
ZOJLTSI,O,O,O,O,X,X,X,X
ZOJLITS,O,O,O,O,X,X,X,X
ZOJLIST,O,O,O,O,X,X,X,X
ZOJLSTI,O,O,O,O,X,X,X,X
ZOJLSIT,O,O,O,O,X,X,X,X
ZOJSTIL,O,O,O,X,X,X,X,X
ZOJSTLI,O,O,O,X,X,X,X,X
ZOJSITL,O,O,O,X,X,X,X,X
ZOJSILT,O,O,X,X,X,X,X,X
ZOJSLTI,O,O,O,O,X,X,X,X
ZOJSLIT,O,O,O,O,X,X,X,X
ZOSTILJ,O,O,X,X,X,O,O,X
ZOSTIJL,O,O,O,X,X,O,O,X
ZOSTLIJ,O,O,O,X,X,X,O,X
ZOSTLJI,O,O,O,X,X,X,O,X
ZOSTJIL,O,O,O,X,X,X,O,X
ZOSTJLI,O,O,O,X,X,X,O,X
ZOSITLJ,O,O,X,X,X,O,X,X
ZOSITJL,O,O,O,X,X,O,X,X
ZOSILTJ,O,O,X,X,X,X,X,X
ZOSILJT,O,O,X,X,X,X,X,X
ZOSIJTL,O,O,O,X,X,X,X,X
ZOSIJLT,O,O,X,X,X,X,X,X
ZOSLTIJ,O,O,O,X,X,X,X,X
ZOSLTJI,O,O,O,X,X,X,X,X
ZOSLITJ,O,O,O,X,X,X,X,X
ZOSLIJT,O,O,O,X,X,X,X,X
ZOSLJTI,O,O,O,O,X,X,X,X
ZOSLJIT,O,O,O,O,X,X,X,X
ZOSJTIL,O,O,O,X,X,X,X,X
ZOSJTLI,O,O,O,X,X,X,X,X
ZOSJITL,O,O,O,X,X,X,X,X
ZOSJILT,O,O,X,X,X,X,X,X
ZOSJLTI,O,O,O,O,X,X,X,X
ZOSJLIT,O,O,O,O,X,X,X,X
OTILJSZ,X,X,O,X,X,X,X,X
OTILJZS,X,X,O,X,X,X,X,X
OTILSJZ,X,O,O,X,X,O,X,X
OTILSZJ,X,O,O,X,X,O,X,X
OTILZJS,X,X,O,X,X,X,X,O
OTILZSJ,X,O,O,X,X,X,X,O
OTIJLSZ,X,O,O,X,X,X,X,X
OTIJLZS,X,O,O,X,X,X,X,X
OTIJSLZ,X,O,O,X,X,O,X,X
OTIJSZL,X,O,O,X,X,O,X,X
OTIJZLS,X,X,X,X,X,X,X,O
OTIJZSL,X,O,O,X,X,X,X,O
OTISLJZ,X,O,O,X,X,O,X,X
OTISLZJ,X,O,O,X,X,O,X,X
OTISJLZ,X,O,O,X,X,O,X,X
OTISJZL,X,O,O,X,X,O,X,X
OTISZLJ,X,O,X,X,X,O,X,O
OTISZJL,X,O,O,X,X,O,X,O
OTIZLJS,X,X,X,X,X,X,X,O
OTIZLSJ,X,X,X,X,X,X,X,O
OTIZJLS,X,X,X,X,X,X,X,O
OTIZJSL,X,X,X,X,X,X,X,O
OTIZSLJ,X,O,X,X,X,O,X,O
OTIZSJL,X,O,X,X,X,O,X,O
OTLIJSZ,O,X,O,X,X,X,X,X
OTLIJZS,O,X,O,X,O,X,X,X
OTLISJZ,O,O,O,X,X,O,X,X
OTLISZJ,O,O,O,X,X,O,X,X
OTLIZJS,O,X,O,X,O,X,X,O
OTLIZSJ,O,O,O,X,X,X,X,O
OTLJISZ,O,O,O,X,X,X,X,X
OTLJIZS,O,O,O,X,O,X,X,X
OTLJSIZ,O,O,O,X,X,X,X,X
OTLJSZI,O,O,O,X,X,X,X,X
OTLJZIS,O,O,O,O,O,X,X,X
OTLJZSI,O,O,O,O,O,X,X,X
OTLSIJZ,O,O,O,X,X,O,X,X
OTLSIZJ,O,O,O,X,X,O,X,X
OTLSJIZ,O,O,O,X,X,X,X,X
OTLSJZI,O,O,O,X,X,X,X,X
OTLSZIJ,O,O,O,X,X,X,X,X
OTLSZJI,O,O,O,X,X,X,X,X
OTLZIJS,O,X,O,X,O,X,X,O
OTLZISJ,O,O,O,X,X,X,X,O
OTLZJIS,O,X,O,O,O,X,X,X
OTLZJSI,O,O,O,O,O,X,X,X
OTLZSIJ,O,O,O,X,X,X,X,X
OTLZSJI,O,O,O,X,X,X,X,X
OTJILSZ,O,O,O,X,X,X,X,X
OTJILZS,O,O,O,X,X,X,X,X
OTJISLZ,O,O,O,X,X,O,X,X
OTJISZL,O,O,O,X,X,O,X,X
OTJIZLS,O,X,X,X,X,X,X,O
OTJIZSL,O,O,O,X,X,X,X,O
OTJLISZ,O,O,O,X,X,X,X,X
OTJLIZS,O,O,O,X,O,X,X,X
OTJLSIZ,O,O,O,X,X,X,X,X
OTJLSZI,O,O,O,X,X,X,X,X
OTJLZIS,O,O,O,O,O,X,X,X
OTJLZSI,O,O,O,O,O,X,X,X
OTJSILZ,O,O,O,X,X,O,X,X
OTJSIZL,O,O,O,X,X,O,X,X
OTJSLIZ,O,O,O,X,X,X,X,X
OTJSLZI,O,O,O,X,X,X,X,X
OTJSZIL,O,O,O,X,X,X,X,X
OTJSZLI,O,O,O,X,X,X,X,X
OTJZILS,O,X,X,X,X,X,X,O
OTJZISL,O,O,O,X,X,X,X,O
OTJZLIS,O,O,O,O,O,X,X,X
OTJZLSI,O,O,O,O,O,X,X,X
OTJZSIL,O,O,O,X,X,X,X,X
OTJZSLI,O,O,O,X,X,X,X,X
OTSILJZ,O,O,O,X,X,O,X,X
OTSILZJ,O,O,O,X,X,O,X,X
OTSIJLZ,O,O,O,X,X,O,X,X
OTSIJZL,O,O,O,X,X,O,X,X
OTSIZLJ,O,O,X,X,X,O,X,O
OTSIZJL,O,O,O,X,X,O,X,O
OTSLIJZ,O,O,O,X,X,O,X,X
OTSLIZJ,O,O,O,X,X,O,X,X
OTSLJIZ,O,O,O,X,X,X,X,X
OTSLJZI,O,O,O,X,X,X,X,X
OTSLZIJ,O,O,O,X,X,X,X,X
OTSLZJI,O,O,O,X,X,X,X,X
OTSJILZ,O,O,O,X,X,O,X,X
OTSJIZL,O,O,O,X,X,O,X,X
OTSJLIZ,O,O,O,X,X,X,X,X
OTSJLZI,O,O,O,X,X,X,X,X
OTSJZIL,O,O,O,X,X,X,X,X
OTSJZLI,O,O,O,X,X,X,X,X
OTSZILJ,O,O,X,X,X,O,O,O
OTSZIJL,O,O,O,X,X,O,O,O
OTSZLIJ,O,O,O,X,X,X,O,X
OTSZLJI,O,O,O,X,X,X,O,X
OTSZJIL,O,O,O,X,X,X,O,X
OTSZJLI,O,O,O,X,X,X,O,X
OTZILJS,O,X,X,X,X,X,X,O
OTZILSJ,O,X,X,X,X,X,X,O
OTZIJLS,O,X,X,X,X,X,X,O
OTZIJSL,O,X,X,X,X,X,X,O
OTZISLJ,O,O,X,X,X,O,O,O
OTZISJL,O,O,X,X,X,O,O,O
OTZLIJS,O,X,O,X,O,X,X,O
OTZLISJ,O,O,O,X,X,X,X,O
OTZLJIS,O,X,O,O,O,X,X,X
OTZLJSI,O,O,O,O,O,X,X,X
OTZLSIJ,O,O,O,X,X,X,X,X
OTZLSJI,O,O,O,X,X,X,X,X
OTZJILS,O,X,X,X,X,X,X,O
OTZJISL,O,O,O,X,X,X,X,O
OTZJLIS,O,O,O,O,O,X,X,X
OTZJLSI,O,O,O,O,O,X,X,X
OTZJSIL,O,O,O,X,X,X,X,X
OTZJSLI,O,O,O,X,X,X,X,X
OTZSILJ,O,O,X,X,X,O,O,O
OTZSIJL,O,O,O,X,X,O,O,O
OTZSLIJ,O,O,O,X,X,X,O,X
OTZSLJI,O,O,O,X,X,X,O,X
OTZSJIL,O,O,O,X,X,X,O,X
OTZSJLI,O,O,O,X,X,X,O,X
OITLJSZ,X,X,O,X,X,X,X,X
OITLJZS,X,X,O,X,X,X,X,X
OITLSJZ,X,O,O,X,X,O,X,X
OITLSZJ,X,O,O,X,X,O,X,X
OITLZJS,X,X,O,X,X,X,X,O
OITLZSJ,X,O,O,X,X,X,X,O
OITJLSZ,X,O,O,X,X,X,X,X
OITJLZS,X,O,O,X,X,X,X,X
OITJSLZ,X,O,O,X,X,O,X,X
OITJSZL,X,O,O,X,X,O,X,X
OITJZLS,X,X,X,X,X,X,X,O
OITJZSL,X,O,O,X,X,X,X,O
OITSLJZ,X,O,O,X,X,O,X,X
OITSLZJ,X,O,O,X,X,O,X,X
OITSJLZ,X,O,O,X,X,O,X,X
OITSJZL,X,O,O,X,X,O,X,X
OITSZLJ,X,O,X,X,X,O,X,O
OITSZJL,X,O,O,X,X,O,X,O
OITZLJS,X,X,X,X,X,X,X,O
OITZLSJ,X,X,X,X,X,X,X,O
OITZJLS,X,X,X,X,X,X,X,O
OITZJSL,X,X,X,X,X,X,X,O
OITZSLJ,X,O,X,X,X,O,X,O
OITZSJL,X,O,X,X,X,O,X,O
OILTJSZ,O,X,O,X,X,X,X,X
OILTJZS,O,X,O,X,X,X,X,X
OILTSJZ,O,O,O,X,X,O,X,X
OILTSZJ,O,O,O,X,X,O,X,X
OILTZJS,O,X,O,X,X,X,X,X
OILTZSJ,O,O,O,X,X,X,X,X
OILJTSZ,O,O,O,X,X,X,X,X
OILJTZS,O,O,O,X,X,X,X,X
OILJSTZ,O,O,O,X,X,X,X,X
OILJSZT,O,O,O,X,X,X,X,X
OILJZTS,O,O,O,O,X,X,X,X
OILJZST,O,O,O,O,X,X,X,X
OILSTJZ,O,O,O,X,X,O,X,X
OILSTZJ,O,O,O,X,X,O,X,X
OILSJTZ,O,O,O,X,X,X,X,X
OILSJZT,O,O,O,X,X,X,X,X
OILSZTJ,O,O,O,X,X,X,X,X
OILSZJT,O,O,O,X,X,X,X,X
OILZTJS,O,X,O,X,X,X,X,X
OILZTSJ,O,O,O,X,X,X,X,X
OILZJTS,O,X,O,O,X,X,X,X
OILZJST,O,X,O,O,X,X,X,X
OILZSTJ,O,O,O,X,X,X,X,X
OILZSJT,O,O,O,X,X,X,X,X
OIJTLSZ,O,O,O,X,X,X,X,X
OIJTLZS,O,O,O,X,X,X,X,X
OIJTSLZ,O,O,O,X,X,O,X,X
OIJTSZL,O,O,O,X,X,O,X,X
OIJTZLS,O,X,X,X,X,X,X,X
OIJTZSL,O,O,O,X,X,X,X,X
OIJLTSZ,O,O,O,X,X,X,X,X
OIJLTZS,O,O,O,X,X,X,X,X
OIJLSTZ,O,O,O,X,X,X,X,X
OIJLSZT,O,O,O,X,X,X,X,X
OIJLZTS,O,O,O,O,X,X,X,X
OIJLZST,O,O,O,O,X,X,X,X
OIJSTLZ,O,O,O,X,X,O,X,X
OIJSTZL,O,O,O,X,X,O,X,X
