sequence,v115@NhA8CeB8DeB8AeB8DeE8JeT/IvhFOlBXhBxiBcrBFo?BSvB,v115@NhA8CeB8DeB8AeB8DeE8JeT/IvhFylB+mBxiBFoBXq?B0qB,v115@NhA8CeB8DeB8AeB8DeE8JeT/IvhFxgBliBcoBeqBCm?BXrB,v115@NhA8CeB8DeB8AeB8DeE8JeT/IvhF6mBxiBmlBFoBXq?B0qB,v115@NhA8CeB8DeB8AeB8DeE8JeT/IvhFXhBxiBeqBSrBFo?B0qB,v115@NhA8CeB8DeB8AeB8DeE8JeT/IvhFChBliBcoBxqBeq?BXrB
SZIOLJT,O,X,X,X,X,O
SZIOJTL,O,X,O,X,X,O
SZIOJLT,O,X,O,X,X,O
SZLTIJO,O,X,X,O,X,X
SZLTIOJ,O,X,X,O,X,X
SZLTJIO,O,O,O,O,X,X
SZLTJOI,O,O,O,O,X,X
SZLTOIJ,O,X,X,O,X,X
SZLTOJI,O,O,O,O,X,X
SZLITJO,O,X,X,X,X,X
SZLITOJ,O,X,X,X,X,X
SZLIJTO,O,X,X,X,X,X
SZLIJOT,O,X,X,X,X,X
SZLIOTJ,O,X,X,X,X,X
SZLIOJT,O,X,X,X,X,X
SZLJTIO,O,O,O,O,X,X
SZLJTOI,O,O,O,O,X,X
SZLJITO,O,X,O,X,X,X
SZLJIOT,O,X,O,X,X,X
SZLJOTI,O,O,O,O,X,X
SZLJOIT,O,X,O,X,X,X
SZLOTIJ,O,X,X,O,X,X
SZLOTJI,O,O,O,O,X,X
SZLOITJ,O,X,X,X,X,X
SZLOIJT,O,X,X,X,X,X
SZLOJTI,O,O,O,O,X,X
SZLOJIT,O,X,O,X,X,X
SZJTILO,O,O,O,O,X,X
SZJTIOL,O,O,O,O,X,X
SZJTLIO,O,O,O,O,X,X
SZJTLOI,O,O,O,O,X,X
SZJTOIL,O,O,O,O,X,X
SZJTOLI,O,O,O,O,X,X
SZJITLO,O,X,O,X,X,X
SZJITOL,O,X,O,X,X,X
SZJILTO,X,X,O,X,X,X
SZJILOT,O,X,O,X,X,X
SZJIOTL,O,X,O,X,X,X
SZJIOLT,O,X,O,X,X,X
SZJLTIO,O,O,O,O,X,X
SZJLTOI,O,O,O,O,X,X
SZJLITO,X,X,O,X,X,X
SZJLIOT,O,X,O,X,X,X
SZJLOTI,O,O,O,O,X,X
SZJLOIT,O,X,O,X,X,X
SZJOTIL,O,O,O,O,X,X
SZJOTLI,O,O,O,O,X,X
SZJOITL,O,X,O,X,X,X
SZJOILT,O,X,O,X,X,X
SZJOLTI,O,O,O,O,X,X
SZJOLIT,O,X,O,X,X,X
SZOTILJ,O,X,X,O,X,O
SZOTIJL,O,O,O,O,X,O
SZOTLIJ,O,X,X,O,X,X
SZOTLJI,O,O,O,O,X,X
SZOTJIL,O,O,O,O,X,X
SZOTJLI,O,O,O,O,X,X
SZOITLJ,O,X,X,X,X,O
SZOITJL,O,X,O,X,X,O
SZOILTJ,O,X,X,X,X,O
SZOILJT,O,X,X,X,X,O
SZOIJTL,O,X,O,X,X,O
SZOIJLT,O,X,O,X,X,O
SZOLTIJ,O,X,X,O,X,X
SZOLTJI,O,O,O,O,X,X
SZOLITJ,O,X,X,X,X,X
SZOLIJT,O,X,X,X,X,X
SZOLJTI,O,O,O,O,X,X
SZOLJIT,O,X,O,X,X,X
SZOJTIL,O,O,O,O,X,X
SZOJTLI,O,O,O,O,X,X
SZOJITL,O,X,O,X,X,X
SZOJILT,O,X,O,X,X,X
SZOJLTI,O,O,O,O,X,X
SZOJLIT,O,X,O,X,X,X
SOTILJZ,O,O,X,O,O,X
SOTILZJ,O,X,X,O,X,X
SOTIJLZ,X,O,X,O,O,X
SOTIJZL,X,O,X,O,X,X
SOTIZLJ,O,X,X,O,X,X
SOTIZJL,O,O,X,O,X,X
SOTLIJZ,O,O,X,O,O,X
SOTLIZJ,O,X,X,O,X,X
SOTLJIZ,O,O,X,O,O,X
SOTLJZI,O,O,X,O,O,X
SOTLZIJ,O,X,X,O,X,X
SOTLZJI,O,O,X,O,X,X
SOTJILZ,X,O,X,O,O,X
SOTJIZL,X,O,O,O,X,X
SOTJLIZ,X,O,O,O,O,X
SOTJLZI,X,O,O,O,O,X
SOTJZIL,X,O,O,O,X,X
SOTJZLI,X,O,O,O,X,X
SOTZILJ,O,X,X,O,X,X
SOTZIJL,O,O,O,O,X,X
SOTZLIJ,O,X,X,O,X,X
SOTZLJI,O,O,O,O,X,X
SOTZJIL,O,O,O,O,X,X
SOTZJLI,O,O,O,O,X,X
SOITLJZ,X,O,X,O,X,X
SOITLZJ,X,X,X,O,X,X
SOITJLZ,X,O,X,O,X,X
SOITJZL,X,O,X,O,X,X
SOITZLJ,X,X,X,O,X,X
SOITZJL,X,O,X,O,X,X
SOILTJZ,X,O,X,O,X,X
SOILTZJ,X,X,X,O,X,X
SOILJTZ,X,O,X,O,X,X
SOILJZT,O,X,X,X,X,X
SOILZTJ,O,X,X,X,X,X
SOILZJT,O,X,X,X,X,X
SOIJTLZ,X,O,X,O,X,X
SOIJTZL,X,O,O,O,X,X
SOIJLTZ,X,O,O,O,X,X
SOIJLZT,X,X,O,X,X,X
SOIJZTL,X,X,O,X,X,X
SOIJZLT,X,X,O,X,X,X
SOIZTLJ,X,X,X,X,X,O
SOIZTJL,O,X,O,X,X,O
SOIZLTJ,O,X,X,X,X,O
SOIZLJT,O,X,X,X,X,O
SOIZJTL,O,X,O,X,X,O
SOIZJLT,O,X,O,X,X,O
SOLTIJZ,O,O,X,O,O,X
SOLTIZJ,O,X,X,O,X,X
SOLTJIZ,O,O,X,O,O,X
SOLTJZI,O,O,X,O,O,X
SOLTZIJ,O,X,X,O,X,X
SOLTZJI,O,O,X,O,X,X
SOLITJZ,X,O,X,O,X,X
SOLITZJ,X,X,X,O,X,X
SOLIJTZ,X,O,X,O,X,X
SOLIJZT,O,X,X,X,X,X
SOLIZTJ,O,X,X,X,X,X
SOLIZJT,O,X,X,X,X,X
SOLJTIZ,O,O,O,O,O,X
SOLJTZI,O,O,O,O,O,X
SOLJITZ,X,O,O,O,O,X
SOLJIZT,O,X,O,X,X,X
SOLJZTI,O,O,O,O,O,X
SOLJZIT,O,X,O,X,X,X
SOLZTIJ,O,X,X,O,X,X
SOLZTJI,O,O,O,O,X,X
SOLZITJ,O,X,X,X,X,X
SOLZIJT,O,X,X,X,X,X
SOLZJTI,O,O,O,O,X,X
SOLZJIT,O,X,O,X,X,X
SOJTILZ,X,O,X,O,O,X
SOJTIZL,X,O,O,O,X,X
SOJTLIZ,X,O,O,O,O,X
SOJTLZI,X,O,O,O,O,X
SOJTZIL,X,O,O,O,X,X
SOJTZLI,X,O,O,O,X,X
SOJITLZ,X,O,X,O,X,X
SOJITZL,X,O,O,O,X,X
SOJILTZ,X,O,O,O,X,X
SOJILZT,X,X,O,X,X,X
SOJIZTL,X,X,O,X,X,X
SOJIZLT,X,X,O,X,X,X
SOJLTIZ,X,O,O,O,O,X
SOJLTZI,X,O,O,O,O,X
SOJLITZ,X,O,O,O,O,X
SOJLIZT,X,X,O,X,X,X
SOJLZTI,X,O,O,O,O,X
SOJLZIT,X,X,O,X,X,X
SOJZTIL,X,O,O,O,X,X
SOJZTLI,X,O,O,O,X,X
SOJZITL,X,X,O,X,X,X
SOJZILT,X,X,O,X,X,X
SOJZLTI,X,O,O,O,X,X
SOJZLIT,X,X,O,X,X,X
SOZTILJ,O,X,X,O,X,O
SOZTIJL,O,O,O,O,X,O
SOZTLIJ,O,X,X,O,X,X
SOZTLJI,O,O,O,O,X,X
SOZTJIL,O,O,O,O,X,X
SOZTJLI,O,O,O,O,X,X
SOZITLJ,O,X,X,X,X,O
SOZITJL,O,X,O,X,X,O
SOZILTJ,O,X,X,X,X,O
SOZILJT,O,X,X,X,X,O
SOZIJTL,O,X,O,X,X,O
SOZIJLT,O,X,O,X,X,O
SOZLTIJ,O,X,X,O,X,X
SOZLTJI,O,O,O,O,X,X
SOZLITJ,O,X,X,X,X,X
SOZLIJT,O,X,X,X,X,X
SOZLJTI,O,O,O,O,X,X
SOZLJIT,O,X,O,X,X,X
SOZJTIL,O,O,O,O,X,X
SOZJTLI,O,O,O,O,X,X
SOZJITL,O,X,O,X,X,X
SOZJILT,O,X,O,X,X,X
SOZJLTI,O,O,O,O,X,X
SOZJLIT,O,X,O,X,X,X
ZTILJSO,O,X,X,X,O,O
ZTILJOS,O,X,X,X,O,O
ZTILSJO,O,X,X,O,X,O
ZTILSOJ,O,X,X,O,X,O
ZTILOJS,O,X,X,X,O,O
ZTILOSJ,O,X,X,O,X,O
ZTIJLSO,O,X,X,X,O,O
ZTIJLOS,O,O,O,X,O,O
ZTIJSLO,O,O,O,X,X,O
ZTIJSOL,O,O,O,X,X,O
ZTIJOLS,O,O,O,X,O,O
ZTIJOSL,O,O,O,X,X,O
ZTISLJO,O,X,X,O,X,O
ZTISLOJ,O,X,X,O,X,O
ZTISJLO,O,O,O,O,X,O
ZTISJOL,O,O,O,O,X,O
ZTISOLJ,O,X,X,O,X,O
ZTISOJL,O,O,O,O,X,O
ZTIOLJS,O,X,X,X,O,O
ZTIOLSJ,O,X,X,O,X,O
ZTIOJLS,O,O,O,X,O,O
ZTIOJSL,O,O,O,X,X,O
ZTIOSLJ,O,X,X,O,X,O
ZTIOSJL,O,O,O,O,X,O
ZTLIJSO,O,X,X,X,O,O
ZTLIJOS,O,X,X,X,O,O
ZTLISJO,O,X,X,O,X,O
ZTLISOJ,O,X,X,O,X,O
ZTLIOJS,O,X,X,X,O,O
ZTLIOSJ,O,X,X,O,X,O
ZTLJISO,O,X,X,X,O,X
ZTLJIOS,O,X,O,X,O,X
ZTLJSIO,O,X,O,X,O,X
ZTLJSOI,O,X,O,X,O,X
ZTLJOIS,O,X,O,X,O,X
ZTLJOSI,O,X,O,X,O,X
ZTLSIJO,O,X,X,O,X,X
ZTLSIOJ,O,X,X,O,X,X
ZTLSJIO,O,X,O,O,X,X
ZTLSJOI,O,X,O,O,X,X
ZTLSOIJ,O,X,X,O,X,X
ZTLSOJI,O,X,O,O,X,X
ZTLOIJS,O,X,X,X,O,O
ZTLOISJ,O,X,X,O,X,O
ZTLOJIS,O,X,O,X,O,X
ZTLOJSI,O,X,O,X,O,X
ZTLOSIJ,O,X,X,O,X,X
ZTLOSJI,O,X,O,O,X,X
ZTJILSO,O,X,X,X,O,O
ZTJILOS,O,O,O,X,O,O
ZTJISLO,O,O,O,X,X,O
ZTJISOL,O,O,O,X,X,O
ZTJIOLS,O,O,O,X,O,O
ZTJIOSL,O,O,O,X,X,O
ZTJLISO,O,X,X,X,O,X
ZTJLIOS,O,O,O,X,O,X
ZTJLSIO,O,X,O,X,O,X
ZTJLSOI,O,X,O,X,O,X
ZTJLOIS,O,O,O,X,O,X
ZTJLOSI,O,O,O,X,O,X
ZTJSILO,O,O,O,X,X,X
ZTJSIOL,O,O,O,X,X,X
ZTJSLIO,O,O,O,X,X,X
ZTJSLOI,O,O,O,X,X,X
ZTJSOIL,O,O,O,X,X,X
ZTJSOLI,O,O,O,X,X,X
ZTJOILS,O,O,O,X,O,O
ZTJOISL,O,O,O,X,X,O
ZTJOLIS,O,O,O,X,O,X
ZTJOLSI,O,O,O,X,O,X
ZTJOSIL,O,O,O,X,X,X
ZTJOSLI,O,O,O,X,X,X
ZTSILJO,O,X,X,O,X,O
ZTSILOJ,O,X,X,O,X,O
ZTSIJLO,O,O,O,O,X,O
ZTSIJOL,O,O,O,O,X,O
ZTSIOLJ,O,X,X,O,X,O
ZTSIOJL,O,O,O,O,X,O
ZTSLIJO,O,X,X,O,X,X
ZTSLIOJ,O,X,X,O,X,X
ZTSLJIO,O,O,O,O,X,X
ZTSLJOI,O,O,O,O,X,X
ZTSLOIJ,O,X,X,O,X,X
ZTSLOJI,O,O,O,O,X,X
ZTSJILO,O,O,O,O,X,X
ZTSJIOL,O,O,O,O,X,X
ZTSJLIO,O,O,O,O,X,X
ZTSJLOI,O,O,O,O,X,X
ZTSJOIL,O,O,O,O,X,X
ZTSJOLI,O,O,O,O,X,X
ZTSOILJ,O,X,X,O,X,O
ZTSOIJL,O,O,O,O,X,O
ZTSOLIJ,O,X,X,O,X,X
ZTSOLJI,O,O,O,O,X,X
ZTSOJIL,O,O,O,O,X,X
ZTSOJLI,O,O,O,O,X,X
ZTOILJS,O,X,X,X,O,O
ZTOILSJ,O,X,X,O,X,O
ZTOIJLS,O,O,O,X,O,O
ZTOIJSL,O,O,O,X,X,O
ZTOISLJ,O,X,X,O,X,O
ZTOISJL,O,O,O,O,X,O
ZTOLIJS,O,X,X,X,O,O
ZTOLISJ,O,X,X,O,X,O
ZTOLJIS,O,X,O,X,O,X
ZTOLJSI,O,X,O,X,O,X
ZTOLSIJ,O,X,X,O,X,X
ZTOLSJI,O,X,O,O,X,X
ZTOJILS,O,O,O,X,O,O
ZTOJISL,O,O,O,X,X,O
ZTOJLIS,O,O,O,X,O,X
ZTOJLSI,O,O,O,X,O,X
ZTOJSIL,O,O,O,X,X,X
ZTOJSLI,O,O,O,X,X,X
ZTOSILJ,O,X,X,O,X,O
ZTOSIJL,O,O,O,O,X,O
ZTOSLIJ,O,X,X,O,X,X
ZTOSLJI,O,O,O,O,X,X
ZTOSJIL,O,O,O,O,X,X
ZTOSJLI,O,O,O,O,X,X
ZITLJSO,O,X,X,X,X,O
ZITLJOS,O,X,X,X,X,O
ZITLSJO,O,X,X,X,X,O
ZITLSOJ,O,X,X,X,X,O
ZITLOJS,O,X,X,X,X,O
ZITLOSJ,O,X,X,X,X,O
ZITJLSO,O,X,X,X,X,O
ZITJLOS,O,X,O,X,X,O
ZITJSLO,O,X,O,X,X,O
ZITJSOL,O,X,O,X,X,O
ZITJOLS,O,X,O,X,X,O
ZITJOSL,O,X,O,X,X,O
ZITSLJO,O,X,X,X,X,O
ZITSLOJ,O,X,X,X,X,O
ZITSJLO,O,X,O,X,X,O
ZITSJOL,O,X,O,X,X,O
ZITSOLJ,O,X,X,X,X,O
ZITSOJL,O,X,O,X,X,O
ZITOLJS,O,X,X,X,X,O
ZITOLSJ,O,X,X,X,X,O
ZITOJLS,O,X,O,X,X,O
ZITOJSL,O,X,O,X,X,O
ZITOSLJ,O,X,X,X,X,O
ZITOSJL,O,X,O,X,X,O
ZILTJSO,O,X,X,X,X,O
ZILTJOS,O,X,X,X,X,O
ZILTSJO,O,X,X,X,X,O
ZILTSOJ,O,X,X,X,X,O
ZILTOJS,O,X,X,X,X,O
ZILTOSJ,O,X,X,X,X,O
ZILJTSO,O,X,X,X,X,O
ZILJTOS,O,X,X,X,X,O
ZILJSTO,O,X,X,X,X,O
ZILJSOT,O,X,X,X,X,O
ZILJOTS,O,X,X,X,X,O
ZILJOST,O,X,X,X,X,O
ZILSTJO,O,X,X,X,X,O
ZILSTOJ,O,X,X,X,X,O
ZILSJTO,O,X,X,X,X,O
ZILSJOT,O,X,X,X,X,O
ZILSOTJ,O,X,X,X,X,O
ZILSOJT,O,X,X,X,X,O
ZILOTJS,O,X,X,X,X,O
ZILOTSJ,O,X,X,X,X,O
ZILOJTS,O,X,X,X,X,O
ZILOJST,O,X,X,X,X,O
ZILOSTJ,O,X,X,X,X,O
ZILOSJT,O,X,X,X,X,O
ZIJTLSO,X,X,X,X,X,O
ZIJTLOS,X,X,O,X,X,O
ZIJTSLO,X,X,O,X,X,O
ZIJTSOL,X,X,O,X,X,O
ZIJTOLS,X,X,O,X,X,O
ZIJTOSL,X,X,O,X,X,O
ZIJLTSO,O,X,X,X,X,O
ZIJLTOS,O,X,O,X,X,O
ZIJLSTO,O,X,X,X,X,O
ZIJLSOT,O,X,X,X,X,O
ZIJLOTS,O,X,O,X,X,O
ZIJLOST,O,X,X,X,X,O
ZIJSTLO,X,X,O,X,X,O
ZIJSTOL,O,X,O,X,X,O
ZIJSLTO,X,X,O,X,X,O
ZIJSLOT,O,X,O,X,X,O
ZIJSOTL,O,X,O,X,X,O
ZIJSOLT,O,X,O,X,X,O
ZIJOTLS,X,X,O,X,X,O
ZIJOTSL,X,X,O,X,X,O
ZIJOLTS,O,X,O,X,X,O
ZIJOLST,O,X,X,X,X,O
ZIJOSTL,O,X,O,X,X,O
ZIJOSLT,O,X,O,X,X,O
ZISTLJO,O,X,X,X,X,O
ZISTLOJ,O,X,X,X,X,O
ZISTJLO,O,X,O,X,X,O
ZISTJOL,O,X,O,X,X,O
ZISTOLJ,O,X,X,X,X,O
ZISTOJL,O,X,O,X,X,O
ZISLTJO,O,X,X,X,X,O
ZISLTOJ,O,X,X,X,X,O
ZISLJTO,O,X,X,X,X,O
ZISLJOT,O,X,X,X,X,O
ZISLOTJ,O,X,X,X,X,O
ZISLOJT,O,X,X,X,X,O
ZISJTLO,O,X,O,X,X,O
ZISJTOL,O,X,O,X,X,O
ZISJLTO,X,X,O,X,X,O
ZISJLOT,O,X,O,X,X,O
ZISJOTL,O,X,O,X,X,O
ZISJOLT,O,X,O,X,X,O
ZISOTLJ,O,X,X,X,X,O
ZISOTJL,O,X,O,X,X,O
ZISOLTJ,O,X,X,X,X,O
ZISOLJT,O,X,X,X,X,O
ZISOJTL,O,X,O,X,X,O
ZISOJLT,O,X,O,X,X,O
ZIOTLJS,O,X,X,X,X,O
ZIOTLSJ,O,X,X,X,X,O
ZIOTJLS,O,X,O,X,X,O
ZIOTJSL,O,X,O,X,X,O
ZIOTSLJ,O,X,X,X,X,O
ZIOTSJL,O,X,O,X,X,O
ZIOLTJS,O,X,X,X,X,O
ZIOLTSJ,O,X,X,X,X,O
ZIOLJTS,O,X,X,X,X,O
ZIOLJST,O,X,X,X,X,O
ZIOLSTJ,O,X,X,X,X,O
ZIOLSJT,O,X,X,X,X,O
ZIOJTLS,X,X,O,X,X,O
ZIOJTSL,X,X,O,X,X,O
ZIOJLTS,O,X,O,X,X,O
ZIOJLST,O,X,X,X,X,O
ZIOJSTL,O,X,O,X,X,O
ZIOJSLT,O,X,O,X,X,O
ZIOSTLJ,O,X,X,X,X,O
ZIOSTJL,O,X,O,X,X,O
ZIOSLTJ,O,X,X,X,X,O
ZIOSLJT,O,X,X,X,X,O
ZIOSJTL,O,X,O,X,X,O
ZIOSJLT,O,X,O,X,X,O
ZLTIJSO,O,X,X,X,O,O
ZLTIJOS,O,X,X,X,O,O
ZLTISJO,O,X,X,O,X,O
ZLTISOJ,O,X,X,O,X,O
ZLTIOJS,O,X,X,X,O,O
ZLTIOSJ,O,X,X,O,X,O
ZLTJISO,O,X,X,X,O,X
ZLTJIOS,O,X,O,X,O,X
ZLTJSIO,O,X,O,X,O,X
ZLTJSOI,O,X,O,X,O,X
ZLTJOIS,O,X,O,X,O,X
ZLTJOSI,O,X,O,X,O,X
ZLTSIJO,O,X,X,O,X,X
ZLTSIOJ,O,X,X,O,X,X
ZLTSJIO,O,X,O,O,X,X
ZLTSJOI,O,X,O,O,X,X
ZLTSOIJ,O,X,X,O,X,X
ZLTSOJI,O,X,O,O,X,X
ZLTOIJS,O,X,X,X,O,O
ZLTOISJ,O,X,X,O,X,O
ZLTOJIS,O,X,O,X,O,X
ZLTOJSI,O,X,O,X,O,X
ZLTOSIJ,O,X,X,O,X,X
ZLTOSJI,O,X,O,O,X,X
ZLITJSO,O,X,X,X,X,O
ZLITJOS,O,X,X,X,X,O
ZLITSJO,O,X,X,X,X,O
ZLITSOJ,O,X,X,X,X,O
ZLITOJS,O,X,X,X,X,O
ZLITOSJ,O,X,X,X,X,O
ZLIJTSO,O,X,X,X,X,O
ZLIJTOS,O,X,X,X,X,O
ZLIJSTO,O,X,X,X,X,O
ZLIJSOT,O,X,X,X,X,O
ZLIJOTS,O,X,X,X,X,O
ZLIJOST,O,X,X,X,X,O
ZLISTJO,O,X,X,X,X,O
ZLISTOJ,O,X,X,X,X,O
ZLISJTO,O,X,X,X,X,O
ZLISJOT,O,X,X,X,X,O
ZLISOTJ,O,X,X,X,X,O
ZLISOJT,O,X,X,X,X,O
ZLIOTJS,O,X,X,X,X,O
ZLIOTSJ,O,X,X,X,X,O
ZLIOJTS,O,X,X,X,X,O
ZLIOJST,O,X,X,X,X,O
ZLIOSTJ,O,X,X,X,X,O
ZLIOSJT,O,X,X,X,X,O
ZLJTISO,O,X,X,X,O,X
ZLJTIOS,O,X,O,X,O,X
ZLJTSIO,O,X,O,X,O,X
ZLJTSOI,O,X,O,X,O,X
ZLJTOIS,O,X,O,X,O,X
ZLJTOSI,O,X,O,X,O,X
ZLJITSO,O,X,X,X,X,X
ZLJITOS,O,X,O,X,X,X
ZLJISTO,O,X,X,X,X,X
ZLJISOT,O,X,X,X,X,X
ZLJIOTS,O,X,O,X,X,X
ZLJIOST,O,X,X,X,X,X
ZLJSTIO,O,X,O,X,O,X
ZLJSTOI,O,X,O,X,O,X
ZLJSITO,O,X,O,X,X,X
ZLJSIOT,O,X,O,X,X,X
ZLJSOTI,O,X,O,X,O,X
ZLJSOIT,O,X,O,X,X,X
ZLJOTIS,O,X,O,X,O,X
ZLJOTSI,O,X,O,X,O,X
ZLJOITS,O,X,O,X,X,X
ZLJOIST,O,X,X,X,X,X
ZLJOSTI,O,X,O,X,O,X
ZLJOSIT,O,X,O,X,X,X
ZLSTIJO,O,X,X,O,X,X
ZLSTIOJ,O,X,X,O,X,X
ZLSTJIO,O,X,O,O,X,X
ZLSTJOI,O,X,O,O,X,X
ZLSTOIJ,O,X,X,O,X,X
ZLSTOJI,O,X,O,O,X,X
ZLSITJO,O,X,X,X,X,X
ZLSITOJ,O,X,X,X,X,X
ZLSIJTO,O,X,X,X,X,X
ZLSIJOT,O,X,X,X,X,X
ZLSIOTJ,O,X,X,X,X,X
ZLSIOJT,O,X,X,X,X,X
ZLSJTIO,O,X,O,O,X,X
ZLSJTOI,O,X,O,O,X,X
ZLSJITO,O,X,O,X,X,X
ZLSJIOT,O,X,O,X,X,X
ZLSJOTI,O,X,O,O,X,X
ZLSJOIT,O,X,O,X,X,X
ZLSOTIJ,O,X,X,O,X,X
ZLSOTJI,O,X,O,O,X,X
ZLSOITJ,O,X,X,X,X,X
ZLSOIJT,O,X,X,X,X,X
ZLSOJTI,O,X,O,O,X,X
ZLSOJIT,O,X,O,X,X,X
ZLOTIJS,O,X,X,X,O,O
ZLOTISJ,O,X,X,O,X,O
ZLOTJIS,O,X,O,X,O,X
ZLOTJSI,O,X,O,X,O,X
ZLOTSIJ,O,X,X,O,X,X
ZLOTSJI,O,X,O,O,X,X
ZLOITJS,O,X,X,X,X,O
ZLOITSJ,O,X,X,X,X,O
ZLOIJTS,O,X,X,X,X,O
ZLOIJST,O,X,X,X,X,O
ZLOISTJ,O,X,X,X,X,O
ZLOISJT,O,X,X,X,X,O
ZLOJTIS,O,X,O,X,O,X
ZLOJTSI,O,X,O,X,O,X
ZLOJITS,O,X,O,X,X,X
ZLOJIST,O,X,X,X,X,X
ZLOJSTI,O,X,O,X,O,X
ZLOJSIT,O,X,O,X,X,X
ZLOSTIJ,O,X,X,O,X,X
ZLOSTJI,O,X,O,O,X,X
ZLOSITJ,O,X,X,X,X,X
ZLOSIJT,O,X,X,X,X,X
ZLOSJTI,O,X,O,O,X,X
ZLOSJIT,O,X,O,X,X,X
ZJTILSO,O,X,X,X,O,O
ZJTILOS,O,O,O,X,O,O
ZJTISLO,O,O,O,X,X,O
ZJTISOL,O,O,O,X,X,O
ZJTIOLS,O,O,O,X,O,O
ZJTIOSL,O,O,O,X,X,O
ZJTLISO,O,X,X,X,O,X
ZJTLIOS,O,O,O,X,O,X
ZJTLSIO,O,X,O,X,O,X
ZJTLSOI,O,X,O,X,O,X
ZJTLOIS,O,O,O,X,O,X
ZJTLOSI,O,O,O,X,O,X
ZJTSILO,O,O,O,X,X,X
ZJTSIOL,O,O,O,X,X,X
ZJTSLIO,O,O,O,X,X,X
ZJTSLOI,O,O,O,X,X,X
ZJTSOIL,O,O,O,X,X,X
ZJTSOLI,O,O,O,X,X,X
ZJTOILS,O,O,O,X,O,O
ZJTOISL,O,O,O,X,X,O
ZJTOLIS,O,O,O,X,O,X
ZJTOLSI,O,O,O,X,O,X
ZJTOSIL,O,O,O,X,X,X
ZJTOSLI,O,O,O,X,X,X
ZJITLSO,X,X,X,X,X,O
ZJITLOS,X,X,O,X,X,O
ZJITSLO,X,X,O,X,X,O
ZJITSOL,X,X,O,X,X,O
ZJITOLS,X,X,O,X,X,O
ZJITOSL,X,X,O,X,X,O
ZJILTSO,O,X,X,X,X,O
ZJILTOS,O,X,O,X,X,O
ZJILSTO,O,X,X,X,X,O
ZJILSOT,O,X,X,X,X,O
ZJILOTS,O,X,O,X,X,O
ZJILOST,O,X,X,X,X,O
ZJISTLO,X,X,O,X,X,O
ZJISTOL,O,X,O,X,X,O
ZJISLTO,X,X,O,X,X,O
ZJISLOT,O,X,O,X,X,O
ZJISOTL,O,X,O,X,X,O
ZJISOLT,O,X,O,X,X,O
ZJIOTLS,X,X,O,X,X,O
ZJIOTSL,X,X,O,X,X,O
ZJIOLTS,O,X,O,X,X,O
ZJIOLST,O,X,X,X,X,O
ZJIOSTL,O,X,O,X,X,O
ZJIOSLT,O,X,O,X,X,O
ZJLTISO,O,X,X,X,O,X
ZJLTIOS,O,O,O,X,O,X
ZJLTSIO,O,X,O,X,O,X
ZJLTSOI,O,X,O,X,O,X
ZJLTOIS,O,O,O,X,O,X
ZJLTOSI,O,O,O,X,O,X
ZJLITSO,O,X,X,X,X,X
ZJLITOS,O,X,O,X,X,X
ZJLISTO,O,X,X,X,X,X
ZJLISOT,O,X,X,X,X,X
ZJLIOTS,O,X,O,X,X,X
ZJLIOST,O,X,X,X,X,X
ZJLSTIO,O,X,O,X,O,X
ZJLSTOI,O,X,O,X,O,X
ZJLSITO,O,X,O,X,X,X
ZJLSIOT,O,X,O,X,X,X
ZJLSOTI,O,X,O,X,O,X
ZJLSOIT,O,X,O,X,X,X
ZJLOTIS,O,O,O,X,O,X
ZJLOTSI,O,O,O,X,O,X
ZJLOITS,O,X,O,X,X,X
ZJLOIST,O,X,X,X,X,X
ZJLOSTI,O,X,O,X,O,X
ZJLOSIT,O,X,O,X,X,X
ZJSTILO,O,O,O,X,X,X
ZJSTIOL,O,O,O,X,X,X
ZJSTLIO,O,O,O,X,X,X
ZJSTLOI,O,O,O,X,X,X
ZJSTOIL,O,O,O,X,X,X
ZJSTOLI,O,O,O,X,X,X
ZJSITLO,O,X,O,X,X,X
ZJSITOL,O,X,O,X,X,X
ZJSILTO,X,X,O,X,X,X
ZJSILOT,O,X,O,X,X,X
ZJSIOTL,O,X,O,X,X,X
ZJSIOLT,O,X,O,X,X,X
ZJSLTIO,O,O,O,X,X,X
ZJSLTOI,O,O,O,X,X,X
ZJSLITO,X,X,O,X,X,X
ZJSLIOT,O,X,O,X,X,X
ZJSLOTI,O,O,O,X,X,X
ZJSLOIT,O,X,O,X,X,X
ZJSOTIL,O,O,O,X,X,X
ZJSOTLI,O,O,O,X,X,X
ZJSOITL,O,X,O,X,X,X
ZJSOILT,O,X,O,X,X,X
ZJSOLTI,O,O,O,X,X,X
ZJSOLIT,O,X,O,X,X,X
ZJOTILS,O,O,O,X,O,O
ZJOTISL,O,O,O,X,X,O
ZJOTLIS,O,O,O,X,O,X
ZJOTLSI,O,O,O,X,O,X
ZJOTSIL,O,O,O,X,X,X
ZJOTSLI,O,O,O,X,X,X
ZJOITLS,X,X,O,X,X,O
ZJOITSL,X,X,O,X,X,O
ZJOILTS,O,X,O,X,X,O
ZJOILST,O,X,X,X,X,O
ZJOISTL,O,X,O,X,X,O
ZJOISLT,O,X,O,X,X,O
ZJOLTIS,O,O,O,X,O,X
ZJOLTSI,O,O,O,X,O,X
ZJOLITS,O,X,O,X,X,X
ZJOLIST,O,X,X,X,X,X
