sequence,v115@vhHU7IvfB6tBWrBdqBKpBzsBRwB,v115@vhHMDJ3dB+tBtsByrBTkByuBRwB,v115@vhHO6I5fB0gBNqBKpBTtBSxBXrB,v115@vhH++IvfBMnB6tBdqBKpBzsBRwB,v115@vhHK6IMjBvlB+tBtsBTkByuBRwB,v115@vhH6+IUbBvfBToBdqBKpBWyBRwB,v115@vhHa+IOkBfoBzkBUrBFsBSyBxuB,v115@vhHT5IvfBMoBunBdqBKpBSyBRwB,v115@vhHT1IMjBifB+tBtsB3kByuBRwB,v115@vhH6+IsiBvfBToBdqBKpBWyBRwB,v115@vhHzBJ6oBcpB3lB+sBKtBlrBRvB,v115@vhHaHJTjB/pBUlBFmBWtBSwBxxB,v115@vhHOEJUjBRlBFnB3pBCrBSxBTtB,v115@vhHyFJfnBTjBKpBUqBFrBGtBRxB,v115@vhHG5IKaBvjBtnBKpBTtBUsBRqB,v115@vhHa9IfnBziBKpBUqBFrBGtBRxB,v115@vhHK9I0hB+kBNrBTlBSyBXsBxuB,v115@vhHT5IUbBvfBGjBdqBKpBSyBRwB,v115@vhH++I6tBTnB9rB3lBMpByxBRvB,v115@vhH66IKfBcqB3mB+tBTpBlsBRwB,v115@vhHT1I6kBKpBcqB3mB+tBlsBRwB,v115@vhH5+IejBfnBKpBUqBFrBSxBTtB,v115@vhHc+IfnBSoB2pBFrBSxBTtBxuB,v115@vhHa+IfoBOpB8pBzlBFsBSyBxvB,v115@vhHe+I3hBKkBznBdsBSyBUrBxuB,v115@vhHq6I5oBUhBtqBzkByxB3rB2uB,v115@vhHX5ITVBMjBKkB+tBtsByuBRwB,v115@vhH6DJ3hBZkBznBdsBSyBUrBWvB,v115@vhHyCJfmBKpBzmBUoBFqBWyBRwB,v115@vhHqAJzfBfoB2pBUrBFsBSyBxuB,v115@vhHSAJfoBOpB8pBzlBFsBSyBxvB,v115@vhH38IWmBTfBdsBypBSyBUrBxuB,v115@vhHi1IMfB5oBdlB+rBisB3qBTpB,v115@vhH01IvfBGjBznBdqBKpBSyBRwB,v115@vhHX5IMjBzfBKkB+tBtsByuBRwB,v115@vhH01IvfBCjBToBdqBKpBWyBRwB,v115@vhH01I+jBvfB6sBdqBKpBTtBRwB,v115@vhH5FJzhBfoB0kBKrB2uBFsBSyB,v115@vhHT5ItiBMoBRmBKqBOpBSyBXsB,v115@vhHe9IvfBMnB6tBdqBKpBzsBRwB,v115@vhHq7IMjBvlB+tBtsBTkByuBRwB,v115@vhHe9IvfBMoBTnBdqBKpBSyBRwB,v115@vhH+/IThBCoBdsBXlBSyBUrBxuB,v115@vhH+/IThBCoBdsB0lBSyB3pBxvB,v115@vhHS+IfmB5oBaqBdtBTpBWwBUsB,v115@vhH26IZkB8mBtpBznB3qBywBSyB,v115@vhHT4IMoBunBdsBXmBKpBSyBxvB,v115@vhHi6IMoB9lB3fBSyBxrB2vBTpB
ZSTIOJL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZSTLIJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
ZSTLIOJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X
ZSTLJIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSTLJOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSTLOIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X
ZSTLOJI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSTJILO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSTJIOL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSTJLIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSTJLOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSTJOIL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSTJOLI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSTOILJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZSTOIJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZSTOLIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSTOLJI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSTOJIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSTOJLI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSITLJO,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,O,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,O,X
ZSITLOJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,O,O,X
ZSITJLO,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,O,O,X,O,X,O,X,X,O,O,O,X,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O,X
ZSITJOL,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,O,O,O,X,O,X,O,O,X,X,X,X,O,X,X,O,O,X,X,O,O,X,X,O,X
ZSITOLJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X
ZSITOJL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X
ZSILTJO,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O,O,O,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,O,X
ZSILTOJ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,O,O,X
ZSILJTO,X,X,X,X,X,O,X,O,O,X,O,O,X,O,X,O,O,O,O,X,O,X,X,O,O,O,X,O,X,O,O,O,X,O,X,O,X,O,O,X,O,O,X,X,X,O,O,X
ZSILJOT,X,X,O,X,X,O,O,O,O,X,O,O,O,O,X,O,O,O,O,X,O,X,X,O,X,X,X,X,X,O,O,O,X,O,X,O,O,O,O,O,O,O,O,O,X,O,O,X
ZSILOTJ,O,X,X,O,X,X,O,O,X,X,X,X,O,X,O,X,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,X,O,O,O,X,O,O,X
ZSILOJT,O,X,O,O,X,X,O,O,O,X,O,O,O,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,O,O,O,X,O,X,X,O,X,O,O,O,O,O,O,X,O,O,X
ZSIJTLO,X,X,X,X,O,O,X,X,O,X,O,O,X,O,X,O,O,X,O,X,O,X,X,O,O,O,X,O,X,O,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,O,O,X
ZSIJTOL,X,X,X,X,O,O,X,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,O,O,O,X,O,X,O,O,O,X,X,X,O,X,X,O,O,O,X,O,O,X,X,O,X
ZSIJLTO,X,X,X,X,O,O,X,O,O,X,O,O,X,O,X,O,O,O,O,X,O,X,X,O,O,O,X,O,X,O,O,O,X,O,X,O,X,O,O,X,O,X,X,X,X,O,O,X
ZSIJLOT,X,X,O,X,O,O,O,O,O,X,O,O,O,O,X,O,O,O,O,X,O,X,X,O,X,X,X,X,X,O,O,O,X,O,X,O,O,O,O,O,O,X,O,O,X,O,O,X
ZSIJOTL,X,X,X,X,O,O,O,X,O,O,X,O,O,O,X,O,O,X,X,X,X,X,O,O,X,O,X,O,X,O,O,O,O,X,X,O,O,X,O,O,O,X,O,O,X,X,O,O
ZSIJOLT,O,X,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,O,O,X,O,O,X,O,O,O
ZSIOTLJ,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X,O
ZSIOTJL,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X,O
ZSIOLTJ,O,X,X,O,X,X,O,O,X,X,X,X,O,X,O,X,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,O,X,X,O,X,O,O,X,O,O,O,X,O,O,O
ZSIOLJT,O,X,O,O,O,X,O,O,X,X,O,O,O,X,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,O,O,X,O,O,X,X,O,X,O,O,O,O,O,O,X,O,O,O
ZSIOJTL,X,X,X,X,O,O,O,X,X,X,X,O,O,O,O,O,O,X,X,X,X,X,O,O,X,O,X,O,X,O,O,X,O,X,X,O,O,X,O,O,O,X,O,O,X,X,O,O
ZSIOJLT,O,X,O,O,O,O,O,O,X,X,O,O,O,O,O,O,O,X,O,X,O,X,O,O,X,X,X,X,X,O,O,X,O,X,X,O,O,X,O,O,O,O,O,O,X,O,O,O
ZSLTIJO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X
ZSLTIOJ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X
ZSLTJIO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSLTJOI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSLTOIJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X
ZSLTOJI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
ZSLITJO,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,O,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,O,X
ZSLITOJ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,O,O,X
ZSLIJTO,X,X,X,X,X,O,X,O,O,X,O,O,X,X,X,X,O,O,O,X,O,X,X,O,O,O,X,O,X,O,O,X,X,O,X,O,X,O,O,X,O,O,X,X,X,O,O,X
ZSLIJOT,X,X,O,X,X,O,O,O,O,X,O,O,O,X,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,O,O,O,O,X,O,O,O,X,X,O,O,X
ZSLIOTJ,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O,X,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,O,X,X,O,O,X
ZSLIOJT,O,X,O,X,X,X,O,O,O,X,O,O,O,X,O,X,O,O,O,X,O,O,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,X,O,X,O,O,O,X,X,O,O,X
ZSLJTIO,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZSLJTOI,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
ZSLJITO,X,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,O,O,X,O,X,X,O,X,O,X,O,X,O,O,X,X,O,X,O,X,O,O,X,O,O,X,X,X,O,O,X
ZSLJIOT,X,X,O,X,X,O,O,O,O,X,O,X,O,X,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,O,O,O,O,X,O,O,X,X,X,O,O,X
ZSLJOTI,X,X,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X
ZSLJOIT,O,X,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,O,O,O,O,X,O,O,X,X,X,O,O,X
ZSLOTIJ,O,X,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,X,O,X,X,X,O,X,X
ZSLOTJI,X,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X
ZSLOITJ,O,X,X,O,X,X,O,O,X,X,X,X,O,X,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,X,O,O,X,X,O,X,X
ZSLOIJT,O,X,O,O,X,X,O,O,O,X,X,X,O,X,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,O,O,O,O,O,X,X,O,X,X
ZSLOJTI,X,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X
ZSLOJIT,O,X,O,O,X,X,X,O,O,X,X,X,O,X,O,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,O,O,X,X,X,O,X,X
ZSJTILO,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X
ZSJTIOL,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
ZSJTLIO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZSJTLOI,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
ZSJTOIL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
ZSJTOLI,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
ZSJITLO,X,X,X,X,O,O,X,X,O,X,O,O,X,X,X,X,O,X,O,X,O,X,X,O,O,O,X,O,X,O,O,O,X,X,X,O,X,O,O,X,O,X,X,X,X,O,O,X
ZSJITOL,X,X,X,X,O,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,O,O,X,O,X,O,O,O,X,X,X,O,X,X,O,X,O,X,O,O,X,X,O,X
ZSJILTO,X,X,X,X,O,O,X,O,O,X,O,O,X,X,X,X,O,O,O,X,O,X,X,O,O,O,X,O,X,O,O,O,X,O,X,O,X,O,O,X,O,X,X,X,X,O,O,X
ZSJILOT,X,X,O,X,O,O,O,O,O,X,O,O,O,X,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,O,O,O,X,O,X,O,O,O,O,X,O,X,O,O,X,O,O,X
ZSJIOTL,X,X,X,X,O,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O,O,O,O,X,X,O,O,X,O,X,O,X,O,O,X,X,O,O
ZSJIOLT,O,X,O,X,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,O,O,O,O,X,X,O,O,O,O,X,O,X,O,O,X,O,O,O
ZSJLTIO,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZSJLTOI,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
ZSJLITO,X,X,X,X,O,O,X,O,O,X,O,X,X,X,X,X,O,O,O,X,O,X,X,O,X,O,X,O,X,O,O,O,X,O,X,O,X,O,O,X,O,X,X,X,X,O,O,X
ZSJLIOT,X,X,O,X,O,O,O,O,O,X,O,X,O,X,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,O,O,O,X,O,X,O,O,O,O,X,O,X,X,X,X,O,O,X
ZSJLOTI,X,X,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
ZSJLOIT,O,X,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O,O,O,O,X,O,X,X,X,X,O,O,X
ZSJOTIL,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,O
ZSJOTLI,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,O
ZSJOITL,X,X,X,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,O,O,X,X,O,O,X,O,X,O,X,O,X,X,X,O,O
ZSJOILT,O,X,O,X,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O,X,X,O,O,O,O,X,O,X,O,X,X,X,O,O
ZSJOLTI,X,X,O,X,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,O
ZSJOLIT,O,X,O,X,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,O,O,O,O,X,O,X,X,X,X,X,O,O
ZSOTILJ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,O
ZSOTIJL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,O
ZSOTLIJ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O
ZSOTLJI,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O
ZSOTJIL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O
ZSOTJLI,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O
ZSOITLJ,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,O
ZSOITJL,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,O
ZSOILTJ,O,X,X,O,X,X,O,O,X,X,X,X,O,X,O,X,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X,O,X,O,O,X,O,O,X,X,O,X,O
ZSOILJT,O,X,O,O,O,X,O,O,X,X,X,O,O,X,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,O,O,X,O,O,X,X,O,X,O,O,O,O,O,X,X,O,X,O
ZSOIJTL,X,X,X,X,O,O,O,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,O,O,X,O,X,O,X,O,O,X,O,X,X,O,O,X,O,O,O,X,O,X,X,X,X,O
ZSOIJLT,O,X,O,O,O,O,O,O,X,X,X,O,O,X,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,O,O,X,O,X,X,O,O,X,O,O,O,O,O,X,X,O,X,O
ZSOLTIJ,O,X,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,O,X,O,X,X,X,O,X,O
ZSOLTJI,X,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,O,X,O,X,X,X,X,X,O
ZSOLITJ,O,X,X,O,X,X,O,O,X,X,X,X,O,X,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,O,X,O,O,X,X,O,X,O
ZSOLIJT,O,X,O,O,O,X,O,O,X,X,X,X,O,X,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,O,X,O,O,O,O,O,X,X,O,X,O
ZSOLJTI,X,X,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,O
ZSOLJIT,O,X,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,O,O,O,X,X,X,O,X,O
ZSOJTIL,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X,O
ZSOJTLI,X,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X,O
ZSOJITL,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,O,X,X,O,O,X,O,O,O,X,O,X,X,X,X,O
ZSOJILT,O,X,O,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,O,O,X,O,O,O,O,O,X,X,X,X,O
ZSOJLTI,X,X,O,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,O,O,O,O,X,X,X,X,X,O
ZSOJLIT,O,X,O,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,O,O,X,O,O,O,O,X,X,X,X,X,O
ZOTILJS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X,X
ZOTILSJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
ZOTIJLS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X,X
ZOTIJSL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O
