sequence,v115@XhG8BeE8JeKEJvhFzfBfmBGjBRnBlmB0qB,v115@XhG8BeE8JeKEJvhFflB0gBGjBRnBlmBzqB,v115@XhG8BeE8JeGCJvhFTjBikBRmB0kBllBXrB,v115@XhG8BeE8JeOEJvhF8kBxhBTjBCnBlqBfrB,v115@XhG8BeE8JezAJvhFGjBlkBRnBikB3mB0qB,v115@XhG8BeE8Je0/IvhFTjB2pBfrBxmBCnBlqB
ZSTOILJ,X,X,X,X,X,X
ZSTOIJL,X,X,X,X,O,X
ZSTOLIJ,X,X,X,X,X,X
ZSTOLJI,X,X,X,O,X,X
ZSTOJIL,X,X,X,X,O,X
ZSTOJLI,X,X,X,O,X,X
ZSITLJO,O,X,X,X,X,X
ZSITLOJ,O,X,X,X,X,X
ZSITJLO,O,X,X,X,X,X
ZSITJOL,X,X,X,X,O,X
ZSITOLJ,X,X,X,X,X,X
ZSITOJL,X,X,X,X,O,X
ZSILTJO,O,X,X,X,X,X
ZSILTOJ,O,X,X,X,X,X
ZSILJTO,O,X,X,X,X,X
ZSILJOT,O,X,O,X,X,X
ZSILOTJ,O,X,X,X,X,X
ZSILOJT,O,X,O,X,X,X
ZSIJTLO,O,X,X,X,X,X
ZSIJTOL,X,X,X,X,O,O
ZSIJLTO,O,X,X,X,X,X
ZSIJLOT,O,X,O,X,X,O
ZSIJOTL,X,X,X,X,O,O
ZSIJOLT,O,X,O,X,X,O
ZSIOTLJ,X,X,X,X,X,X
ZSIOTJL,X,X,X,X,O,X
ZSIOLTJ,O,X,X,X,X,X
ZSIOLJT,O,X,O,X,X,X
ZSIOJTL,X,X,X,X,O,O
ZSIOJLT,O,X,O,X,X,O
ZSLTIJO,O,X,X,X,X,X
ZSLTIOJ,O,X,X,X,X,X
ZSLTJIO,O,X,X,O,X,X
ZSLTJOI,O,X,X,O,X,X
ZSLTOIJ,O,X,X,X,X,X
ZSLTOJI,O,X,X,O,X,X
ZSLITJO,O,X,X,X,X,X
ZSLITOJ,O,X,X,X,X,X
ZSLIJTO,O,X,X,X,X,X
ZSLIJOT,O,X,O,X,X,X
ZSLIOTJ,O,X,X,X,X,X
ZSLIOJT,O,X,O,X,X,X
ZSLJTIO,O,X,X,O,X,X
ZSLJTOI,O,X,X,O,X,X
ZSLJITO,O,X,X,X,X,X
ZSLJIOT,O,X,O,X,X,X
ZSLJOTI,O,X,X,O,X,X
ZSLJOIT,O,X,O,X,X,X
ZSLOTIJ,O,X,X,X,X,X
ZSLOTJI,O,X,X,O,X,X
ZSLOITJ,O,X,X,X,X,X
ZSLOIJT,O,X,O,X,X,X
ZSLOJTI,O,X,X,O,X,X
ZSLOJIT,O,X,O,X,X,X
ZSJTILO,O,X,X,X,X,X
ZSJTIOL,X,X,X,X,O,O
ZSJTLIO,O,X,X,O,X,X
ZSJTLOI,O,X,X,O,X,X
ZSJTOIL,X,X,X,X,O,O
ZSJTOLI,X,X,X,O,X,X
ZSJITLO,O,X,X,X,X,X
ZSJITOL,X,X,X,X,O,O
ZSJILTO,O,X,X,X,X,X
ZSJILOT,O,X,O,X,X,O
ZSJIOTL,X,X,X,X,O,O
ZSJIOLT,O,X,O,X,X,O
ZSJLTIO,O,X,X,O,X,X
ZSJLTOI,O,X,X,O,X,X
ZSJLITO,O,X,X,X,X,X
ZSJLIOT,O,X,O,X,X,O
ZSJLOTI,O,X,X,O,X,X
ZSJLOIT,O,X,O,X,X,O
ZSJOTIL,X,X,X,X,O,O
ZSJOTLI,X,X,X,O,X,X
ZSJOITL,X,X,X,X,O,O
ZSJOILT,O,X,O,X,X,O
ZSJOLTI,O,X,X,O,X,X
ZSJOLIT,O,X,O,X,X,O
ZSOTILJ,X,X,X,X,X,X
ZSOTIJL,X,X,X,X,O,X
ZSOTLIJ,X,X,X,X,X,X
ZSOTLJI,X,X,X,O,X,X
ZSOTJIL,X,X,X,X,O,X
ZSOTJLI,X,X,X,O,X,X
ZSOITLJ,X,X,X,X,X,X
ZSOITJL,X,X,X,X,O,X
ZSOILTJ,O,X,X,X,X,X
ZSOILJT,O,X,O,X,X,X
ZSOIJTL,X,X,X,X,O,O
ZSOIJLT,O,X,O,X,X,O
ZSOLTIJ,O,X,X,X,X,X
ZSOLTJI,O,X,X,O,X,X
ZSOLITJ,O,X,X,X,X,X
ZSOLIJT,O,X,O,X,X,X
ZSOLJTI,O,X,X,O,X,X
ZSOLJIT,O,X,O,X,X,X
ZSOJTIL,X,X,X,X,O,O
ZSOJTLI,X,X,X,O,X,X
ZSOJITL,X,X,X,X,O,O
ZSOJILT,O,X,O,X,X,O
ZSOJLTI,O,X,X,O,X,X
ZSOJLIT,O,X,O,X,X,O
ZOTILJS,X,X,X,O,O,X
ZOTILSJ,X,X,X,X,X,X
ZOTIJLS,X,X,X,O,O,X
ZOTIJSL,X,X,X,X,O,X
ZOTISLJ,X,X,X,X,X,X
ZOTISJL,X,X,X,X,O,X
ZOTLIJS,X,X,X,O,O,X
ZOTLISJ,X,X,X,X,X,X
ZOTLJIS,X,X,X,O,O,X
ZOTLJSI,X,X,X,O,X,X
ZOTLSIJ,X,X,X,X,X,X
ZOTLSJI,X,X,X,O,X,X
ZOTJILS,X,X,X,O,O,X
ZOTJISL,X,X,X,X,O,X
ZOTJLIS,X,X,X,O,O,X
ZOTJLSI,X,X,X,O,X,X
ZOTJSIL,X,X,X,X,O,X
ZOTJSLI,X,X,X,O,X,X
ZOTSILJ,X,X,X,X,X,X
ZOTSIJL,X,X,X,X,O,X
ZOTSLIJ,X,X,X,X,X,X
ZOTSLJI,X,X,X,O,X,X
ZOTSJIL,X,X,X,X,O,X
ZOTSJLI,X,X,X,O,X,X
ZOITLJS,X,X,X,O,O,X
ZOITLSJ,X,X,X,X,X,X
ZOITJLS,X,X,X,O,O,X
ZOITJSL,X,X,X,X,O,X
ZOITSLJ,X,X,X,X,X,X
ZOITSJL,X,X,X,X,O,X
ZOILTJS,O,X,X,O,O,X
ZOILTSJ,O,X,X,X,X,X
ZOILJTS,O,X,O,O,O,X
ZOILJST,O,O,O,X,X,X
ZOILSTJ,O,O,X,X,X,X
ZOILSJT,O,O,X,X,X,X
ZOIJTLS,X,X,X,O,O,X
ZOIJTSL,X,X,X,X,O,X
ZOIJLTS,O,X,O,O,O,X
ZOIJLST,O,O,O,X,X,X
ZOIJSTL,X,X,X,X,O,X
ZOIJSLT,O,X,X,X,X,X
ZOISTLJ,X,X,X,X,X,X
ZOISTJL,X,X,X,X,O,X
ZOISLTJ,O,X,X,X,X,X
ZOISLJT,O,X,X,X,X,X
ZOISJTL,X,X,X,X,O,O
ZOISJLT,O,X,X,X,X,O
ZOLTIJS,O,X,X,O,O,X
ZOLTISJ,O,X,X,X,X,X
ZOLTJIS,O,X,X,O,O,X
ZOLTJSI,O,X,X,O,X,X
ZOLTSIJ,O,X,X,X,X,X
ZOLTSJI,O,X,X,O,X,X
ZOLITJS,O,X,X,O,O,X
ZOLITSJ,O,X,X,X,X,X
ZOLIJTS,O,X,O,O,O,X
ZOLIJST,O,O,O,X,X,X
ZOLISTJ,O,O,X,X,X,X
ZOLISJT,O,O,X,X,X,X
ZOLJTIS,O,X,X,O,O,X
ZOLJTSI,O,X,X,O,X,X
ZOLJITS,O,X,O,O,O,X
ZOLJIST,O,O,O,X,X,X
ZOLJSTI,O,O,X,O,X,X
ZOLJSIT,O,O,O,X,X,X
ZOLSTIJ,O,O,X,X,X,X
ZOLSTJI,O,O,X,O,X,X
ZOLSITJ,O,O,X,X,X,X
ZOLSIJT,O,O,O,X,X,X
ZOLSJTI,O,O,X,O,X,X
ZOLSJIT,O,O,O,X,X,X
ZOJTILS,X,X,X,O,O,X
ZOJTISL,X,X,X,X,O,X
ZOJTLIS,X,X,X,O,O,X
ZOJTLSI,X,X,X,O,X,X
ZOJTSIL,X,X,X,X,O,O
ZOJTSLI,X,X,X,O,X,X
ZOJITLS,X,X,X,O,O,X
ZOJITSL,X,X,X,X,O,X
ZOJILTS,O,X,O,O,O,X
ZOJILST,O,O,O,X,X,X
ZOJISTL,X,X,X,X,O,O
ZOJISLT,O,X,X,X,X,O
ZOJLTIS,O,X,X,O,O,X
ZOJLTSI,O,X,X,O,X,X
ZOJLITS,O,X,O,O,O,X
ZOJLIST,O,O,O,X,X,X
ZOJLSTI,O,O,X,O,X,X
ZOJLSIT,O,O,O,X,X,O
ZOJSTIL,X,X,X,X,O,O
ZOJSTLI,X,X,X,O,X,X
ZOJSITL,X,X,X,X,O,O
ZOJSILT,O,X,O,X,X,O
ZOJSLTI,O,X,X,O,X,X
ZOJSLIT,O,X,O,X,X,O
ZOSTILJ,X,X,X,X,X,X
ZOSTIJL,X,X,X,X,O,X
ZOSTLIJ,X,X,X,X,X,X
ZOSTLJI,X,X,X,O,X,X
ZOSTJIL,X,X,X,X,O,X
ZOSTJLI,X,X,X,O,X,X
ZOSITLJ,X,X,X,X,X,X
ZOSITJL,X,X,X,X,O,X
ZOSILTJ,O,X,X,X,X,X
ZOSILJT,O,X,O,X,X,X
ZOSIJTL,X,X,X,X,O,O
ZOSIJLT,O,X,O,X,X,O
ZOSLTIJ,O,X,X,X,X,X
ZOSLTJI,O,X,X,O,X,X
ZOSLITJ,O,X,X,X,X,X
ZOSLIJT,O,X,O,X,X,X
ZOSLJTI,O,X,X,O,X,X
ZOSLJIT,O,X,O,X,X,X
ZOSJTIL,X,X,X,X,O,O
ZOSJTLI,X,X,X,O,X,X
ZOSJITL,X,X,X,X,O,O
ZOSJILT,O,X,O,X,X,O
ZOSJLTI,O,X,X,O,X,X
ZOSJLIT,O,X,O,X,X,O
OTILJSZ,X,O,O,X,X,X
OTILJZS,X,X,O,X,X,X
OTILSJZ,X,O,X,X,X,X
OTILSZJ,X,O,X,X,X,X
OTILZJS,X,X,X,O,X,X
OTILZSJ,X,X,X,X,X,X
OTIJLSZ,X,O,O,X,X,X
OTIJLZS,X,X,O,X,X,X
OTIJSLZ,X,X,X,X,X,X
OTIJSZL,X,X,X,X,X,X
OTIJZLS,X,X,X,X,O,X
OTIJZSL,X,X,X,X,O,X
OTISLJZ,X,X,X,X,X,X
OTISLZJ,X,X,X,X,X,X
OTISJLZ,X,X,X,X,X,X
OTISJZL,X,X,X,X,X,O
OTISZLJ,X,X,X,X,X,X
OTISZJL,X,X,X,X,X,X
OTIZLJS,X,X,X,O,O,X
OTIZLSJ,X,X,X,X,X,X
OTIZJLS,X,X,X,O,O,X
OTIZJSL,X,X,X,X,O,X
OTIZSLJ,X,X,X,X,X,X
OTIZSJL,X,X,X,X,O,X
OTLIJSZ,X,O,O,X,X,X
OTLIJZS,X,X,O,X,X,X
OTLISJZ,X,O,X,X,X,X
OTLISZJ,X,O,X,X,X,X
OTLIZJS,X,X,X,O,X,X
OTLIZSJ,X,X,X,X,X,X
OTLJISZ,X,O,O,X,X,X
OTLJIZS,X,X,O,X,X,X
OTLJSIZ,X,O,O,X,X,X
OTLJSZI,X,O,X,X,X,X
OTLJZIS,X,X,X,O,X,X
OTLJZSI,X,X,X,O,X,X
OTLSIJZ,X,O,O,X,X,X
OTLSIZJ,X,O,X,X,X,X
OTLSJIZ,X,O,O,X,X,X
OTLSJZI,X,O,X,X,X,X
OTLSZIJ,X,O,X,X,X,X
OTLSZJI,X,O,X,O,X,X
OTLZIJS,X,X,X,O,X,X
OTLZISJ,X,X,X,X,X,X
OTLZJIS,X,X,X,O,X,X
OTLZJSI,X,X,X,O,X,X
OTLZSIJ,X,X,X,X,X,X
OTLZSJI,X,X,X,O,X,X
OTJILSZ,X,O,O,X,X,X
OTJILZS,X,X,O,X,X,X
OTJISLZ,X,X,X,X,X,X
OTJISZL,X,X,X,X,X,X
OTJIZLS,X,X,X,X,O,X
OTJIZSL,X,X,X,X,O,X
OTJLISZ,X,O,O,X,X,X
OTJLIZS,X,X,O,X,X,X
OTJLSIZ,X,O,O,X,X,X
OTJLSZI,X,O,X,X,X,X
OTJLZIS,X,X,X,O,X,X
OTJLZSI,X,X,X,O,X,X
OTJSILZ,X,X,O,X,X,X
OTJSIZL,X,X,X,X,X,O
OTJSLIZ,X,X,O,X,X,X
OTJSLZI,X,X,X,X,X,X
OTJSZIL,X,X,X,X,X,O
OTJSZLI,X,X,X,X,X,X
OTJZILS,X,X,X,O,O,X
OTJZISL,X,X,X,X,O,X
OTJZLIS,X,X,X,O,O,X
OTJZLSI,X,X,X,O,X,X
OTJZSIL,X,X,X,X,O,O
OTJZSLI,X,X,X,O,X,X
OTSILJZ,X,X,O,X,X,X
OTSILZJ,X,X,X,X,X,X
OTSIJLZ,X,X,O,X,X,X
OTSIJZL,X,X,X,X,X,O
OTSIZLJ,X,X,X,X,X,X
OTSIZJL,X,X,X,X,X,X
OTSLIJZ,X,X,O,X,X,X
OTSLIZJ,X,X,X,X,X,X
OTSLJIZ,X,X,O,X,X,X
OTSLJZI,X,X,X,X,X,X
OTSLZIJ,X,X,X,X,X,X
OTSLZJI,X,X,X,O,X,X
OTSJILZ,X,X,O,X,X,X
OTSJIZL,X,X,X,X,X,O
OTSJLIZ,X,X,O,X,X,X
OTSJLZI,X,X,X,X,X,X
OTSJZIL,X,X,X,X,X,O
OTSJZLI,X,X,X,X,X,X
OTSZILJ,X,X,X,X,X,X
OTSZIJL,X,X,X,X,X,X
OTSZLIJ,X,X,X,X,X,X
OTSZLJI,X,X,X,O,X,X
OTSZJIL,X,X,X,X,X,X
OTSZJLI,X,X,X,O,X,X
OTZILJS,X,X,X,O,O,X
OTZILSJ,X,X,X,X,X,X
OTZIJLS,X,X,X,O,O,X
OTZIJSL,X,X,X,X,O,X
OTZISLJ,X,X,X,X,X,X
OTZISJL,X,X,X,X,O,X
OTZLIJS,X,X,X,O,O,X
OTZLISJ,X,X,X,X,X,X
OTZLJIS,X,X,X,O,O,X
OTZLJSI,X,X,X,O,X,X
OTZLSIJ,X,X,X,X,X,X
OTZLSJI,X,X,X,O,X,X
OTZJILS,X,X,X,O,O,X
OTZJISL,X,X,X,X,O,X
OTZJLIS,X,X,X,O,O,X
OTZJLSI,X,X,X,O,X,X
OTZJSIL,X,X,X,X,O,X
OTZJSLI,X,X,X,O,X,X
OTZSILJ,X,X,X,X,X,X
OTZSIJL,X,X,X,X,O,X
OTZSLIJ,X,X,X,X,X,X
OTZSLJI,X,X,X,O,X,X
OTZSJIL,X,X,X,X,O,X
OTZSJLI,X,X,X,O,X,X
OITLJSZ,X,O,O,X,X,X
OITLJZS,X,X,O,X,X,X
OITLSJZ,X,O,X,X,X,X
OITLSZJ,X,O,X,X,X,X
OITLZJS,X,X,X,O,X,X
OITLZSJ,X,X,X,X,X,X
OITJLSZ,X,O,O,X,X,X
OITJLZS,X,X,O,X,X,X
OITJSLZ,X,X,X,X,X,X
OITJSZL,X,X,X,X,X,X
OITJZLS,X,X,X,X,O,X
OITJZSL,X,X,X,X,O,X
OITSLJZ,X,X,X,X,X,X
OITSLZJ,X,X,X,X,X,X
OITSJLZ,X,X,X,X,X,X
OITSJZL,X,X,X,X,X,O
OITSZLJ,X,X,X,X,X,X
OITSZJL,X,X,X,X,X,X
OITZLJS,X,X,X,O,O,X
OITZLSJ,X,X,X,X,X,X
OITZJLS,X,X,X,O,O,X
OITZJSL,X,X,X,X,O,X
OITZSLJ,X,X,X,X,X,X
OITZSJL,X,X,X,X,O,X
OILTJSZ,X,O,O,X,X,X
OILTJZS,O,X,O,X,X,X
OILTSJZ,X,O,X,X,X,X
OILTSZJ,X,O,X,X,X,X
OILTZJS,O,X,X,O,X,X
OILTZSJ,O,X,X,X,X,X
OILJTSZ,X,O,O,X,X,X
OILJTZS,O,X,O,X,X,X
OILJSTZ,X,O,O,X,X,X
OILJSZT,O,O,O,X,X,X
OILJZTS,O,X,O,O,X,X
OILJZST,O,O,O,X,X,X
OILSTJZ,X,O,O,X,X,X
OILSTZJ,X,O,X,X,X,X
OILSJTZ,X,O,O,X,X,X
OILSJZT,O,O,O,X,X,O
OILSZTJ,O,O,X,X,X,X
OILSZJT,O,O,O,X,X,X
OILZTJS,O,X,X,O,X,X
OILZTSJ,O,X,X,X,X,X
OILZJTS,O,X,O,O,X,X
OILZJST,O,O,O,X,X,X
OILZSTJ,O,O,X,X,X,X
OILZSJT,O,O,X,X,X,X
OIJTLSZ,X,O,O,X,X,X
OIJTLZS,X,X,O,X,X,X
OIJTSLZ,X,X,X,X,X,X
OIJTSZL,X,X,X,X,X,X
OIJTZLS,X,X,X,X,O,X
OIJTZSL,X,X,X,X,O,X
OIJLTSZ,X,O,O,X,X,X
OIJLTZS,O,X,O,X,X,X
OIJLSTZ,X,O,O,X,X,X
OIJLSZT,O,O,O,X,X,X
OIJLZTS,O,X,O,O,X,X
OIJLZST,O,O,O,X,X,X
OIJSTLZ,X,X,O,X,X,X
OIJSTZL,X,X,X,X,X,O
OIJSLTZ,X,O,O,X,X,X
OIJSLZT,X,O,O,X,X,O
OIJSZTL,X,X,X,X,X,O
OIJSZLT,X,X,O,X,X,O
OIJZTLS,X,X,X,O,O,X
OIJZTSL,X,X,X,X,O,X
OIJZLTS,O,X,O,O,O,X
OIJZLST,O,O,O,X,X,X
OIJZSTL,X,X,X,X,O,O
OIJZSLT,O,X,X,X,X,O
OISTLJZ,X,X,O,X,X,X
OISTLZJ,X,X,X,X,X,X
OISTJLZ,X,X,O,X,X,X
OISTJZL,X,X,X,X,X,O
OISTZLJ,X,X,X,X,X,X
OISTZJL,X,X,X,X,X,X
OISLTJZ,X,O,O,X,X,X
OISLTZJ,X,O,X,X,X,X
OISLJTZ,X,O,O,X,X,X
OISLJZT,X,O,O,X,X,O
OISLZTJ,X,O,X,X,X,X
OISLZJT,X,O,O,X,X,X
OISJTLZ,X,X,O,X,X,X
OISJTZL,X,X,X,X,X,O
OISJLTZ,X,O,O,X,X,X
OISJLZT,X,O,O,X,X,O
OISJZTL,X,X,X,X,X,O
OISJZLT,X,X,O,X,X,O
OISZTLJ,X,X,X,X,X,X
OISZTJL,X,X,X,X,X,X
OISZLTJ,X,X,X,X,X,X
OISZLJT,X,X,O,X,X,X
OISZJTL,X,X,X,X,X,O
OISZJLT,X,X,O,X,X,O
OIZTLJS,X,X,X,O,O,X
OIZTLSJ,X,X,X,X,X,X
OIZTJLS,X,X,X,O,O,X
OIZTJSL,X,X,X,X,O,X
OIZTSLJ,X,X,X,X,X,X
OIZTSJL,X,X,X,X,O,X
OIZLTJS,O,X,X,O,O,X
OIZLTSJ,O,X,X,X,X,X
OIZLJTS,O,X,O,O,O,X
OIZLJST,O,O,O,X,X,X
OIZLSTJ,O,O,X,X,X,X
OIZLSJT,O,O,X,X,X,X
OIZJTLS,X,X,X,O,O,X
OIZJTSL,X,X,X,X,O,X
OIZJLTS,O,X,O,O,O,X
OIZJLST,O,O,O,X,X,X
OIZJSTL,X,X,X,X,O,X
OIZJSLT,O,X,X,X,X,X
OIZSTLJ,X,X,X,X,X,X
OIZSTJL,X,X,X,X,O,X
OIZSLTJ,O,X,X,X,X,X
OIZSLJT,O,X,X,X,X,X
OIZSJTL,X,X,X,X,O,O
OIZSJLT,O,X,X,X,X,O
OLTIJSZ,X,O,O,X,X,X
OLTIJZS,O,X,O,X,X,X
OLTISJZ,X,O,X,X,X,X
OLTISZJ,X,O,X,X,X,X
OLTIZJS,O,X,X,O,X,X
OLTIZSJ,O,X,X,X,X,X
OLTJISZ,X,O,O,X,X,X
OLTJIZS,O,X,O,X,X,X
OLTJSIZ,X,O,O,X,X,X
OLTJSZI,X,O,X,X,X,X
OLTJZIS,O,X,X,O,X,X
OLTJZSI,O,X,X,O,X,X
OLTSIJZ,X,O,O,X,X,X
OLTSIZJ,X,O,X,X,X,X
OLTSJIZ,X,O,O,X,X,X
OLTSJZI,X,O,X,X,X,X
OLTSZIJ,X,O,X,X,X,X
OLTSZJI,X,O,X,O,X,X
OLTZIJS,O,X,X,O,X,X
OLTZISJ,O,X,X,X,X,X
OLTZJIS,O,X,X,O,X,X
OLTZJSI,O,X,X,O,X,X
OLTZSIJ,O,X,X,X,X,X
OLTZSJI,O,X,X,O,X,X
OLITJSZ,X,O,O,X,X,X
OLITJZS,O,X,O,X,X,X
OLITSJZ,X,O,X,X,X,X
OLITSZJ,X,O,X,X,X,X
OLITZJS,O,X,X,O,X,X
OLITZSJ,O,X,X,X,X,X
OLIJTSZ,X,O,O,X,X,X
OLIJTZS,O,X,O,X,X,X
OLIJSTZ,X,O,O,X,X,X
OLIJSZT,O,O,O,X,X,X
OLIJZTS,O,X,O,O,X,X
OLIJZST,O,O,O,X,X,X
OLISTJZ,X,O,O,X,X,X
OLISTZJ,X,O,X,X,X,X
OLISJTZ,X,O,O,X,X,X
OLISJZT,O,O,O,X,X,O
OLISZTJ,O,O,X,X,X,X
OLISZJT,O,O,O,X,X,X
OLIZTJS,O,X,X,O,X,X
OLIZTSJ,O,X,X,X,X,X
OLIZJTS,O,X,O,O,X,X
OLIZJST,O,O,O,X,X,X
OLIZSTJ,O,O,X,X,X,X
OLIZSJT,O,O,X,X,X,X
OLJTISZ,X,O,O,X,X,X
OLJTIZS,O,X,O,X,X,X
OLJTSIZ,X,O,O,X,X,X
OLJTSZI,X,O,X,X,X,X
OLJTZIS,O,X,X,O,X,X
OLJTZSI,O,X,X,O,X,X
OLJITSZ,X,O,O,X,X,X
OLJITZS,O,X,O,X,X,X
OLJISTZ,X,O,O,X,X,X
OLJISZT,O,O,O,X,X,X
OLJIZTS,O,X,O,O,X,X
OLJIZST,O,O,O,X,X,X
OLJSTIZ,X,O,O,X,X,X
OLJSTZI,X,O,X,X,X,X
OLJSITZ,X,O,O,X,X,X
OLJSIZT,O,O,O,X,X,O
OLJSZTI,O,O,X,O,X,X
OLJSZIT,O,O,O,X,X,O
OLJZTIS,O,X,X,O,X,X
OLJZTSI,O,X,X,O,X,X
OLJZITS,O,X,O,O,X,X
OLJZIST,O,O,O,X,X,X
OLJZSTI,O,O,X,O,X,X
OLJZSIT,O,O,O,X,X,O
OLSTIJZ,X,O,O,X,X,X
OLSTIZJ,X,O,X,X,X,X
OLSTJIZ,X,O,O,X,X,X
OLSTJZI,X,O,X,X,X,X
OLSTZIJ,X,O,X,X,X,X
OLSTZJI,X,O,X,O,X,X
OLSITJZ,X,O,O,X,X,X
OLSITZJ,X,O,X,X,X,X
OLSIJTZ,X,O,O,X,X,X
OLSIJZT,O,O,O,X,X,O
OLSIZTJ,O,O,X,X,X,X
OLSIZJT,O,O,O,X,X,X
OLSJTIZ,X,O,O,X,X,X
OLSJTZI,X,O,X,X,X,X
OLSJITZ,X,O,O,X,X,X
OLSJIZT,O,O,O,X,X,O
OLSJZTI,O,O,X,O,X,X
OLSJZIT,O,O,O,X,X,O
OLSZTIJ,O,O,X,X,X,X
OLSZTJI,O,O,X,O,X,X
OLSZITJ,O,O,X,X,X,X
OLSZIJT,O,O,O,X,X,X
OLSZJTI,O,O,X,O,X,X
OLSZJIT,O,O,O,X,X,X
OLZTIJS,O,X,X,O,X,X
OLZTISJ,O,X,X,X,X,X
OLZTJIS,O,X,X,O,X,X
OLZTJSI,O,X,X,O,X,X
OLZTSIJ,O,X,X,X,X,X
OLZTSJI,O,X,X,O,X,X
OLZITJS,O,X,X,O,X,X
OLZITSJ,O,X,X,X,X,X
OLZIJTS,O,X,O,O,X,X
OLZIJST,O,O,O,X,X,X
OLZISTJ,O,O,X,X,X,X
OLZISJT,O,O,X,X,X,X
OLZJTIS,O,X,X,O,X,X
OLZJTSI,O,X,X,O,X,X
OLZJITS,O,X,O,O,X,X
OLZJIST,O,O,O,X,X,X
OLZJSTI,O,O,X,O,X,X
OLZJSIT,O,O,O,X,X,X
OLZSTIJ,O,O,X,X,X,X
OLZSTJI,O,O,X,O,X,X
OLZSITJ,O,O,X,X,X,X
OLZSIJT,O,O,O,X,X,X
OLZSJTI,O,O,X,O,X,X
OLZSJIT,O,O,O,X,X,X
OJTILSZ,X,O,O,X,X,X
OJTILZS,X,X,O,X,X,X
OJTISLZ,X,X,X,X,X,X
OJTISZL,X,X,X,X,X,X
OJTIZLS,X,X,X,X,O,X
OJTIZSL,X,X,X,X,O,X
OJTLISZ,X,O,O,X,X,X
OJTLIZS,X,X,O,X,X,X
OJTLSIZ,X,O,O,X,X,X
OJTLSZI,X,O,X,X,X,X
OJTLZIS,X,X,X,O,X,X
OJTLZSI,X,X,X,O,X,X
OJTSILZ,X,X,O,X,X,X
OJTSIZL,X,X,X,X,X,O
OJTSLIZ,X,X,O,X,X,X
OJTSLZI,X,X,X,X,X,X
OJTSZIL,X,X,X,X,X,O
OJTSZLI,X,X,X,X,X,X
OJTZILS,X,X,X,O,O,X
OJTZISL,X,X,X,X,O,X
OJTZLIS,X,X,X,O,O,X
OJTZLSI,X,X,X,O,X,X
OJTZSIL,X,X,X,X,O,O
OJTZSLI,X,X,X,O,X,X
OJITLSZ,X,O,O,X,X,X
OJITLZS,X,X,O,X,X,X
OJITSLZ,X,X,X,X,X,X
OJITSZL,X,X,X,X,X,X
OJITZLS,X,X,X,X,O,X
OJITZSL,X,X,X,X,O,X
OJILTSZ,X,O,O,X,X,X
OJILTZS,O,X,O,X,X,X
OJILSTZ,X,O,O,X,X,X
OJILSZT,O,O,O,X,X,X
OJILZTS,O,X,O,O,X,X
OJILZST,O,O,O,X,X,X
OJISTLZ,X,X,O,X,X,X
OJISTZL,X,X,X,X,X,O
OJISLTZ,X,O,O,X,X,X
OJISLZT,X,O,O,X,X,O
OJISZTL,X,X,X,X,X,O
OJISZLT,X,X,O,X,X,O
OJIZTLS,X,X,X,O,O,X
OJIZTSL,X,X,X,X,O,X
OJIZLTS,O,X,O,O,O,X
OJIZLST,O,O,O,X,X,X
OJIZSTL,X,X,X,X,O,O
OJIZSLT,O,X,X,X,X,O
OJLTISZ,X,O,O,X,X,X
OJLTIZS,O,X,O,X,X,X
OJLTSIZ,X,O,O,X,X,X
OJLTSZI,X,O,X,X,X,X
OJLTZIS,O,X,X,O,X,X
OJLTZSI,O,X,X,O,X,X
OJLITSZ,X,O,O,X,X,X
OJLITZS,O,X,O,X,X,X
OJLISTZ,X,O,O,X,X,X
OJLISZT,O,O,O,X,X,X
OJLIZTS,O,X,O,O,X,X
OJLIZST,O,O,O,X,X,X
OJLSTIZ,X,O,O,X,X,X
OJLSTZI,X,O,X,X,X,X
OJLSITZ,X,O,O,X,X,X
OJLSIZT,O,O,O,X,X,O
OJLSZTI,O,O,X,O,X,X
OJLSZIT,O,O,O,X,X,O
OJLZTIS,O,X,X,O,X,X
OJLZTSI,O,X,X,O,X,X
OJLZITS,O,X,O,O,X,X
OJLZIST,O,O,O,X,X,X
OJLZSTI,O,O,X,O,X,X
OJLZSIT,O,O,O,X,X,O
OJSTILZ,X,X,O,X,X,X
OJSTIZL,X,X,X,X,X,O
OJSTLIZ,X,X,O,X,X,X
OJSTLZI,X,X,X,X,X,X
OJSTZIL,X,X,X,X,X,O
OJSTZLI,X,X,X,X,X,X
OJSITLZ,X,X,O,X,X,X
OJSITZL,X,X,X,X,X,O
OJSILTZ,X,O,O,X,X,X
OJSILZT,X,O,O,X,X,O
OJSIZTL,X,X,X,X,X,O
OJSIZLT,X,X,O,X,X,O
OJSLTIZ,X,O,O,X,X,X
OJSLTZI,X,O,X,X,X,X
OJSLITZ,X,O,O,X,X,X
OJSLIZT,X,O,O,X,X,O
OJSLZTI,X,O,X,O,X,X
OJSLZIT,X,O,O,X,X,O
OJSZTIL,X,X,X,X,X,O
OJSZTLI,X,X,X,O,X,X
OJSZITL,X,X,X,X,X,O
OJSZILT,X,X,O,X,X,O
OJSZLTI,X,X,X,O,X,X
OJSZLIT,X,X,O,X,X,O
OJZTILS,X,X,X,O,O,X
OJZTISL,X,X,X,X,O,X
OJZTLIS,X,X,X,O,O,X
