sequence,v115@9gA8IeA8GeA8AeB8FeE8EeB8Jez/IvhFRhBGjBfsB6?sBlqBUrB,v115@9gA8IeA8GeA8AeB8FeE8EeB8Jez/IvhFChB/nBGjB0?mBlqBxwB,v115@9gA8IeA8GeA8AeB8FeE8EeB8Jez/IvhFRhBGjBFmBX?nB0qBSxB,v115@9gA8IeA8GeA8AeB8FeE8EeB8JeRAJvhFUiBGjBFlBX?mBSwBTsB,v115@9gA8IeA8GeA8AeB8FeE8EeB8JeCAJvhFlhBGjB/qBU?mBTnBxwB,v115@9gA8IeA8GeA8AeB8FeE8EeB8JefFJvhFlgBzhBGjB8?qBSsBxwB,v115@9gA8IeA8GeA8AeB8FeE8EeB8JeCAJvhF/nBGjBxlBl?qBUsBTrB
ZOJLITS,O,X,O,O,X,X,X
ZOJLIST,O,X,O,O,X,X,X
ZOJLSTI,O,X,O,O,X,X,X
ZOJLSIT,O,X,O,O,X,X,X
ZOJSTIL,O,X,O,O,X,X,X
ZOJSTLI,X,X,O,O,X,X,X
ZOJSITL,O,X,X,X,X,X,X
ZOJSILT,O,X,X,X,X,X,X
ZOJSLTI,X,X,O,O,X,X,X
ZOJSLIT,X,X,O,O,X,X,X
ZOSTILJ,X,X,X,X,X,O,O
ZOSTIJL,O,X,O,O,X,O,O
ZOSTLIJ,O,X,O,O,X,X,O
ZOSTLJI,O,X,O,O,X,X,O
ZOSTJIL,O,X,O,O,X,X,O
ZOSTJLI,X,X,O,O,X,X,O
ZOSITLJ,X,X,X,X,X,O,X
ZOSITJL,X,X,X,X,X,O,X
ZOSILTJ,X,X,X,X,X,O,X
ZOSILJT,X,X,X,X,X,O,X
ZOSIJTL,O,X,X,X,X,O,X
ZOSIJLT,O,X,X,X,X,O,X
ZOSLTIJ,O,X,O,O,X,X,O
ZOSLTJI,O,X,O,O,X,X,O
ZOSLITJ,X,X,O,O,X,X,X
ZOSLIJT,O,X,O,O,X,X,X
ZOSLJTI,O,X,O,O,X,X,O
ZOSLJIT,O,X,O,O,X,X,X
ZOSJTIL,O,X,O,O,X,X,O
ZOSJTLI,X,X,O,O,X,X,O
ZOSJITL,O,X,X,X,X,X,X
ZOSJILT,O,X,X,X,X,X,X
ZOSJLTI,X,X,O,O,X,X,O
ZOSJLIT,X,X,O,O,X,X,X
OTILJSZ,O,O,X,O,X,X,X
OTILJZS,O,O,X,O,X,X,X
OTILSJZ,O,O,X,O,X,X,X
OTILSZJ,O,O,X,O,X,X,X
OTILZJS,O,O,X,O,X,X,X
OTILZSJ,X,O,X,O,X,X,O
OTIJLSZ,O,O,X,O,X,X,X
OTIJLZS,O,O,X,O,X,X,X
OTIJSLZ,O,O,X,X,X,X,X
OTIJSZL,O,O,X,O,X,X,X
OTIJZLS,X,O,X,O,X,X,X
OTIJZSL,X,O,X,O,X,X,X
OTISLJZ,O,O,X,X,X,X,X
OTISLZJ,O,O,X,X,X,X,X
OTISJLZ,O,O,X,X,X,X,X
OTISJZL,O,O,X,O,X,X,X
OTISZLJ,X,O,X,X,X,X,X
OTISZJL,O,O,X,O,X,X,X
OTIZLJS,X,O,X,O,X,X,X
OTIZLSJ,X,O,X,O,X,X,O
OTIZJLS,X,O,X,O,X,X,X
OTIZJSL,X,O,X,O,X,X,X
OTIZSLJ,X,O,X,X,X,X,O
OTIZSJL,X,O,X,O,X,X,O
OTLIJSZ,O,O,X,O,X,X,X
OTLIJZS,O,O,X,O,X,X,X
OTLISJZ,O,O,X,O,X,X,X
OTLISZJ,O,O,X,O,X,X,X
OTLIZJS,O,O,X,O,X,X,X
OTLIZSJ,X,O,X,O,X,X,O
OTLJISZ,O,O,X,O,X,X,X
OTLJIZS,O,O,X,O,X,X,X
OTLJSIZ,O,X,O,O,X,X,X
OTLJSZI,O,X,O,O,X,X,X
OTLJZIS,O,O,O,O,X,X,X
OTLJZSI,O,O,O,O,X,X,X
OTLSIJZ,O,O,O,O,X,X,X
OTLSIZJ,O,O,O,O,X,X,X
OTLSJIZ,O,X,O,O,X,X,X
OTLSJZI,O,X,O,O,X,X,X
OTLSZIJ,O,O,O,O,X,X,X
OTLSZJI,O,O,O,O,X,X,X
OTLZIJS,O,O,O,O,X,X,X
OTLZISJ,X,O,O,O,X,X,O
OTLZJIS,O,O,O,O,X,X,X
OTLZJSI,O,O,O,O,X,X,X
OTLZSIJ,O,O,O,O,X,X,O
OTLZSJI,O,O,O,O,X,X,O
OTJILSZ,O,O,X,O,X,X,X
OTJILZS,O,O,X,O,X,X,X
OTJISLZ,O,O,X,X,X,X,X
OTJISZL,O,O,X,O,X,X,X
OTJIZLS,X,O,X,O,X,X,X
OTJIZSL,X,O,X,O,X,X,X
OTJLISZ,O,O,X,O,X,X,X
OTJLIZS,O,O,X,O,X,X,X
OTJLSIZ,O,X,O,O,X,X,X
OTJLSZI,O,X,O,O,X,X,X
OTJLZIS,O,O,O,O,X,X,X
OTJLZSI,O,O,O,O,X,X,X
OTJSILZ,O,X,X,X,X,X,X
OTJSIZL,O,X,X,O,X,X,X
OTJSLIZ,O,X,X,O,X,X,X
OTJSLZI,O,X,X,O,X,X,X
OTJSZIL,O,X,X,O,X,X,X
OTJSZLI,X,X,X,O,X,X,X
OTJZILS,X,O,O,O,X,X,X
OTJZISL,X,O,O,O,X,X,X
OTJZLIS,O,O,O,O,X,X,X
OTJZLSI,O,O,O,O,X,X,X
OTJZSIL,O,O,O,O,X,X,X
OTJZSLI,X,O,O,O,X,X,X
OTSILJZ,O,O,X,X,X,X,X
OTSILZJ,O,O,X,X,X,X,X
OTSIJLZ,O,O,X,X,X,X,X
OTSIJZL,O,O,X,O,X,X,X
OTSIZLJ,X,O,X,X,X,X,X
OTSIZJL,O,O,X,O,X,X,X
OTSLIJZ,O,O,X,O,X,X,X
OTSLIZJ,O,O,X,O,X,X,X
OTSLJIZ,O,X,X,O,X,X,X
OTSLJZI,O,X,X,O,X,X,X
OTSLZIJ,O,O,X,O,X,X,X
OTSLZJI,O,O,X,O,X,X,X
OTSJILZ,O,X,X,X,X,X,X
OTSJIZL,O,X,X,O,X,X,X
OTSJLIZ,O,X,X,O,X,X,X
OTSJLZI,O,X,X,O,X,X,X
OTSJZIL,O,X,X,O,X,X,X
OTSJZLI,X,X,X,O,X,X,X
OTSZILJ,X,O,X,X,X,X,X
OTSZIJL,O,O,X,O,X,X,X
OTSZLIJ,O,O,X,O,X,X,X
OTSZLJI,O,O,X,O,X,X,X
OTSZJIL,O,O,X,O,X,X,X
OTSZJLI,X,O,X,O,X,X,X
OTZILJS,X,O,O,O,X,X,X
OTZILSJ,X,O,O,O,X,X,O
OTZIJLS,X,O,O,O,X,X,X
OTZIJSL,X,O,O,O,X,X,X
OTZISLJ,X,O,X,X,X,X,O
OTZISJL,X,O,O,O,X,X,O
OTZLIJS,O,O,O,O,X,X,X
OTZLISJ,X,O,O,O,X,X,O
OTZLJIS,O,O,O,O,X,X,X
OTZLJSI,O,O,O,O,X,X,X
OTZLSIJ,O,O,O,O,X,X,O
OTZLSJI,O,O,O,O,X,X,O
OTZJILS,X,O,O,O,X,X,X
OTZJISL,X,O,O,O,X,X,X
OTZJLIS,O,O,O,O,X,X,X
OTZJLSI,O,O,O,O,X,X,X
OTZJSIL,O,O,O,O,X,X,X
OTZJSLI,X,O,O,O,X,X,X
OTZSILJ,X,O,X,X,X,X,O
OTZSIJL,O,O,O,O,X,X,O
OTZSLIJ,O,O,O,O,X,X,O
OTZSLJI,O,O,O,O,X,X,O
OTZSJIL,O,O,O,O,X,X,O
OTZSJLI,X,O,O,O,X,X,O
OITLJSZ,O,O,X,O,O,X,X
OITLJZS,O,O,X,O,O,X,X
OITLSJZ,O,O,X,O,O,X,X
OITLSZJ,O,O,X,O,O,X,X
OITLZJS,O,O,X,O,O,X,X
OITLZSJ,X,O,X,O,O,X,X
OITJLSZ,O,O,X,O,O,X,X
OITJLZS,O,O,X,O,O,X,X
OITJSLZ,O,O,X,X,O,X,X
OITJSZL,O,O,X,O,O,X,X
OITJZLS,X,O,X,O,O,X,X
OITJZSL,X,O,X,O,O,X,X
OITSLJZ,O,O,X,X,O,X,X
OITSLZJ,O,O,X,X,O,X,X
OITSJLZ,O,O,X,X,O,X,X
OITSJZL,O,O,X,O,O,X,X
OITSZLJ,X,O,X,X,O,X,X
OITSZJL,O,O,X,O,O,X,X
OITZLJS,X,O,X,O,O,X,X
OITZLSJ,X,O,X,O,O,X,X
OITZJLS,X,O,X,O,O,X,X
OITZJSL,X,O,X,O,O,X,X
OITZSLJ,X,O,X,X,O,X,X
OITZSJL,X,O,X,O,O,X,X
OILTJSZ,O,O,X,O,O,O,X
OILTJZS,O,O,X,O,O,O,X
OILTSJZ,O,O,X,O,O,O,X
OILTSZJ,O,O,X,O,O,O,X
OILTZJS,O,O,X,O,O,O,X
OILTZSJ,X,O,X,O,O,O,X
OILJTSZ,O,O,X,O,O,O,X
OILJTZS,O,X,X,O,O,O,X
OILJSTZ,O,O,O,O,O,O,X
OILJSZT,O,O,O,O,O,O,X
OILJZTS,O,X,O,O,O,O,X
OILJZST,O,X,O,O,O,O,X
OILSTJZ,O,O,O,O,O,O,X
OILSTZJ,O,O,O,O,O,O,X
OILSJTZ,O,O,O,O,O,O,X
OILSJZT,O,O,O,O,O,O,X
OILSZTJ,X,O,O,O,O,O,X
OILSZJT,O,O,O,O,O,O,X
OILZTJS,X,X,O,O,O,O,X
OILZTSJ,X,O,O,O,O,O,X
OILZJTS,O,X,O,O,O,O,X
OILZJST,O,O,O,O,O,O,X
OILZSTJ,X,O,O,O,O,O,X
OILZSJT,X,O,O,O,O,O,X
OIJTLSZ,O,O,X,O,O,X,X
OIJTLZS,O,O,X,O,O,X,X
OIJTSLZ,O,O,X,X,O,X,X
OIJTSZL,O,O,X,O,O,X,X
OIJTZLS,X,O,X,O,O,X,X
OIJTZSL,X,O,X,O,O,X,X
OIJLTSZ,O,O,X,O,O,O,X
OIJLTZS,O,X,X,O,O,O,X
OIJLSTZ,O,O,O,O,O,O,X
OIJLSZT,O,O,O,O,O,O,X
OIJLZTS,O,X,O,O,O,O,X
OIJLZST,O,X,O,O,O,O,X
OIJSTLZ,O,O,X,X,O,X,X
OIJSTZL,O,O,X,X,O,X,X
OIJSLTZ,O,O,X,X,O,O,X
OIJSLZT,O,O,X,X,O,O,X
OIJSZTL,O,O,X,X,O,O,X
OIJSZLT,O,O,X,X,O,O,X
OIJZTLS,X,X,O,O,O,X,X
OIJZTSL,X,O,O,O,O,X,X
OIJZLTS,X,X,O,O,O,O,X
OIJZLST,X,O,O,O,O,O,X
OIJZSTL,X,O,X,X,O,O,X
OIJZSLT,X,O,X,X,O,O,X
OISTLJZ,O,O,X,X,O,X,X
OISTLZJ,O,O,X,X,O,X,X
OISTJLZ,O,O,X,X,O,X,X
OISTJZL,O,O,X,X,O,X,X
OISTZLJ,X,O,X,X,O,X,X
OISTZJL,O,O,X,X,O,X,X
OISLTJZ,O,O,X,X,O,O,X
OISLTZJ,O,O,X,X,O,O,X
OISLJTZ,O,O,X,X,O,O,X
OISLJZT,O,O,X,X,O,O,X
OISLZTJ,X,O,X,X,O,O,X
OISLZJT,O,O,X,X,O,O,X
OISJTLZ,O,O,X,X,O,X,X
OISJTZL,O,O,X,X,O,X,X
OISJLTZ,O,O,X,X,O,O,X
OISJLZT,O,O,X,X,O,O,X
OISJZTL,O,O,X,X,O,O,X
OISJZLT,O,O,X,X,O,O,X
OISZTLJ,X,O,X,X,O,O,X
OISZTJL,X,O,X,X,O,O,X
OISZLTJ,X,O,X,X,O,O,X
OISZLJT,X,O,X,X,O,O,X
OISZJTL,O,O,X,X,O,O,X
OISZJLT,O,O,X,X,O,O,X
OIZTLJS,X,O,O,O,O,X,X
OIZTLSJ,X,O,O,O,O,X,X
OIZTJLS,X,O,O,O,O,X,X
OIZTJSL,X,O,O,O,O,X,X
OIZTSLJ,X,O,X,X,O,X,X
OIZTSJL,X,O,O,O,O,X,X
OIZLTJS,X,X,O,O,O,O,X
OIZLTSJ,X,O,O,O,O,O,X
OIZLJTS,X,X,O,O,O,O,X
OIZLJST,X,O,O,O,O,O,X
OIZLSTJ,X,O,O,O,O,O,X
OIZLSJT,X,O,O,O,O,O,X
OIZJTLS,X,X,O,O,O,X,X
OIZJTSL,X,O,O,O,O,X,X
OIZJLTS,X,X,O,O,O,O,X
OIZJLST,X,O,O,O,O,O,X
OIZJSTL,X,O,X,X,O,O,X
OIZJSLT,X,O,X,X,O,O,X
OIZSTLJ,X,O,X,X,O,O,X
OIZSTJL,X,O,X,X,O,O,X
OIZSLTJ,X,O,X,X,O,O,X
OIZSLJT,X,O,X,X,O,O,X
OIZSJTL,X,O,X,X,O,O,X
OIZSJLT,X,O,X,X,O,O,X
OLTIJSZ,O,O,X,O,X,X,X
OLTIJZS,O,O,X,O,X,X,X
OLTISJZ,O,O,X,O,X,X,X
OLTISZJ,O,O,X,O,X,X,X
OLTIZJS,O,O,X,O,X,X,X
OLTIZSJ,X,O,X,O,X,X,O
OLTJISZ,O,O,X,O,X,X,X
OLTJIZS,O,O,X,O,X,X,X
OLTJSIZ,O,X,O,O,X,X,X
OLTJSZI,O,X,O,O,X,X,X
OLTJZIS,O,O,O,O,X,X,X
OLTJZSI,O,O,O,O,X,X,X
OLTSIJZ,O,O,O,O,X,X,X
OLTSIZJ,O,O,O,O,X,X,X
OLTSJIZ,O,X,O,O,X,X,X
OLTSJZI,O,X,O,O,X,X,X
OLTSZIJ,O,O,O,O,X,X,X
OLTSZJI,O,O,O,O,X,X,X
OLTZIJS,O,O,O,O,X,X,X
OLTZISJ,X,O,O,O,X,X,O
OLTZJIS,O,O,O,O,X,X,X
OLTZJSI,O,O,O,O,X,X,X
OLTZSIJ,O,O,O,O,X,X,O
OLTZSJI,O,O,O,O,X,X,O
OLITJSZ,O,O,X,O,O,X,X
OLITJZS,O,O,X,O,O,X,X
OLITSJZ,O,O,X,O,O,X,X
OLITSZJ,O,O,X,O,O,X,X
OLITZJS,O,O,X,O,O,X,X
OLITZSJ,X,O,X,O,X,X,X
OLIJTSZ,O,O,X,O,O,X,X
OLIJTZS,O,X,X,O,O,X,X
OLIJSTZ,O,O,O,O,O,X,X
OLIJSZT,O,O,O,O,O,X,X
OLIJZTS,O,X,O,O,O,X,X
OLIJZST,O,X,O,O,O,X,X
OLISTJZ,O,O,O,O,O,X,X
OLISTZJ,O,O,O,O,O,X,X
OLISJTZ,O,O,O,O,O,X,X
OLISJZT,O,O,O,O,O,X,X
OLISZTJ,X,O,O,O,O,X,X
OLISZJT,O,O,O,O,O,X,X
OLIZTJS,X,X,O,O,O,X,X
OLIZTSJ,X,O,O,O,X,X,X
OLIZJTS,O,X,O,O,O,X,X
OLIZJST,O,O,O,O,O,X,X
OLIZSTJ,X,O,O,O,O,X,X
OLIZSJT,X,O,O,O,O,X,X
OLJTISZ,O,X,X,O,X,X,X
OLJTIZS,O,X,X,O,X,X,X
OLJTSIZ,O,X,O,O,X,X,X
OLJTSZI,O,X,O,O,X,X,X
OLJTZIS,O,X,O,O,X,X,X
OLJTZSI,O,X,O,O,X,X,X
OLJITSZ,O,O,X,O,O,X,X
OLJITZS,O,X,X,O,O,X,X
OLJISTZ,O,O,O,O,O,X,X
OLJISZT,O,O,O,O,O,X,X
OLJIZTS,O,X,O,O,O,X,X
OLJIZST,O,X,O,O,O,X,X
OLJSTIZ,O,X,O,O,X,X,X
OLJSTZI,O,X,O,O,X,X,X
OLJSITZ,O,X,O,O,O,X,X
OLJSIZT,O,X,O,O,O,X,X
OLJSZTI,O,X,O,O,O,X,X
OLJSZIT,O,X,O,O,X,X,X
OLJZTIS,O,X,O,O,X,X,X
OLJZTSI,O,X,O,O,X,X,X
OLJZITS,O,X,O,O,X,X,X
OLJZIST,O,X,O,O,X,X,X
OLJZSTI,O,X,O,O,X,X,X
OLJZSIT,O,X,O,O,X,X,X
OLSTIJZ,O,X,O,O,X,X,X
OLSTIZJ,O,X,O,O,X,X,X
OLSTJIZ,O,X,O,O,X,X,X
OLSTJZI,O,X,O,O,X,X,X
OLSTZIJ,O,X,O,O,X,X,X
OLSTZJI,O,X,O,O,X,X,X
OLSITJZ,O,X,O,O,O,X,X
OLSITZJ,O,X,O,O,O,X,X
OLSIJTZ,O,X,O,O,O,X,X
OLSIJZT,O,X,O,O,O,X,X
OLSIZTJ,X,X,O,O,O,X,X
OLSIZJT,O,X,O,O,O,X,X
OLSJTIZ,O,X,O,O,X,X,X
OLSJTZI,O,X,O,O,X,X,X
OLSJITZ,O,X,O,O,O,X,X
OLSJIZT,O,X,O,O,O,X,X
OLSJZTI,O,X,O,O,O,X,X
OLSJZIT,O,X,O,O,X,X,X
OLSZTIJ,O,X,O,O,O,X,X
OLSZTJI,O,X,O,O,O,X,X
OLSZITJ,X,X,O,O,O,X,X
OLSZIJT,O,X,O,O,O,X,X
OLSZJTI,O,X,O,O,O,X,X
OLSZJIT,O,X,O,O,X,X,X
OLZTIJS,O,X,O,O,X,X,X
OLZTISJ,X,X,O,O,X,X,O
OLZTJIS,O,X,O,O,X,X,X
OLZTJSI,O,X,O,O,X,X,X
OLZTSIJ,O,X,O,O,X,X,O
OLZTSJI,O,X,O,O,X,X,O
OLZITJS,X,X,O,O,X,X,X
OLZITSJ,X,X,O,O,X,X,X
OLZIJTS,O,X,O,O,X,X,X
OLZIJST,O,X,O,O,X,X,X
OLZISTJ,X,X,O,O,X,X,X
OLZISJT,X,X,O,O,X,X,X
OLZJTIS,O,X,O,O,X,X,X
OLZJTSI,O,X,O,O,X,X,X
OLZJITS,O,X,O,O,X,X,X
OLZJIST,O,X,O,O,X,X,X
OLZJSTI,O,X,O,O,X,X,X
OLZJSIT,O,X,O,O,X,X,X
OLZSTIJ,O,X,O,O,X,X,O
OLZSTJI,O,X,O,O,X,X,O
OLZSITJ,X,X,O,O,X,X,X
OLZSIJT,O,X,O,O,X,X,X
OLZSJTI,O,X,O,O,X,X,O
OLZSJIT,O,X,O,O,X,X,X
OJTILSZ,O,O,X,O,X,X,X
OJTILZS,O,O,X,O,X,X,X
OJTISLZ,O,O,X,X,X,X,X
OJTISZL,O,O,X,O,X,X,X
OJTIZLS,X,O,X,O,X,X,X
OJTIZSL,X,O,X,O,X,X,X
OJTLISZ,O,O,X,O,X,X,X
OJTLIZS,O,O,X,O,X,X,X
OJTLSIZ,O,X,O,O,X,X,X
OJTLSZI,O,X,O,O,X,X,X
OJTLZIS,O,O,O,O,X,X,X
OJTLZSI,O,O,O,O,X,X,X
OJTSILZ,O,X,X,X,X,X,X
OJTSIZL,O,X,X,O,X,X,X
OJTSLIZ,O,X,X,O,X,X,X
OJTSLZI,O,X,X,O,X,X,X
OJTSZIL,O,X,X,O,X,X,X
OJTSZLI,X,X,X,O,X,X,X
OJTZILS,X,O,O,O,X,X,X
OJTZISL,X,O,O,O,X,X,X
OJTZLIS,O,O,O,O,X,X,X
OJTZLSI,O,O,O,O,X,X,X
OJTZSIL,O,O,O,O,X,X,X
OJTZSLI,X,O,O,O,X,X,X
OJITLSZ,O,O,X,O,O,X,X
OJITLZS,O,O,X,O,O,X,X
OJITSLZ,O,O,X,X,O,X,X
OJITSZL,O,O,X,O,O,X,X
OJITZLS,X,O,X,O,O,X,X
OJITZSL,X,O,X,O,O,X,X
OJILTSZ,O,O,X,O,O,O,X
OJILTZS,O,X,X,O,O,O,X
OJILSTZ,O,O,O,O,O,O,X
OJILSZT,O,O,O,O,O,O,X
OJILZTS,O,X,O,O,O,O,X
OJILZST,O,X,O,O,O,O,X
OJISTLZ,O,O,X,X,O,X,X
OJISTZL,O,O,X,X,O,X,X
OJISLTZ,O,O,X,X,O,O,X
OJISLZT,O,O,X,X,O,O,X
OJISZTL,O,O,X,X,O,O,X
OJISZLT,O,O,X,X,O,O,X
OJIZTLS,X,X,O,O,O,X,X
OJIZTSL,X,O,O,O,O,X,X
OJIZLTS,X,X,O,O,O,O,X
OJIZLST,X,O,O,O,O,O,X
OJIZSTL,X,O,X,X,O,O,X
OJIZSLT,X,O,X,X,O,O,X
OJLTISZ,O,X,X,O,X,X,X
OJLTIZS,O,X,X,O,X,X,X
OJLTSIZ,O,X,O,O,X,X,X
OJLTSZI,O,X,O,O,X,X,X
OJLTZIS,O,X,O,O,X,X,X
OJLTZSI,O,X,O,O,X,X,X
OJLITSZ,O,O,X,O,O,X,X
OJLITZS,O,X,X,O,O,X,X
OJLISTZ,O,O,O,O,O,X,X
OJLISZT,O,O,O,O,O,X,X
OJLIZTS,O,X,O,O,O,X,X
OJLIZST,O,X,O,O,O,X,X
OJLSTIZ,O,X,O,O,X,X,X
OJLSTZI,O,X,O,O,X,X,X
OJLSITZ,O,X,O,O,O,X,X
OJLSIZT,O,X,O,O,O,X,X
OJLSZTI,O,X,O,O,O,X,X
OJLSZIT,O,X,O,O,X,X,X
OJLZTIS,O,X,O,O,X,X,X
OJLZTSI,O,X,O,O,X,X,X
OJLZITS,O,X,O,O,X,X,X
OJLZIST,O,X,O,O,X,X,X
OJLZSTI,O,X,O,O,X,X,X
OJLZSIT,O,X,O,O,X,X,X
OJSTILZ,O,X,X,X,X,X,X
OJSTIZL,O,X,X,O,X,X,X
OJSTLIZ,O,X,X,O,X,X,X
OJSTLZI,O,X,X,O,X,X,X
OJSTZIL,O,X,X,O,X,X,X
OJSTZLI,X,X,X,O,X,X,X
OJSITLZ,O,O,X,X,O,X,X
OJSITZL,O,O,X,X,O,X,X
OJSILTZ,O,O,X,X,O,O,X
OJSILZT,O,O,X,X,O,O,X
OJSIZTL,O,O,X,X,O,O,X
OJSIZLT,O,O,X,X,O,O,X
OJSLTIZ,O,X,O,O,X,X,X
OJSLTZI,O,X,O,O,X,X,X
OJSLITZ,O,X,O,O,O,X,X
OJSLIZT,O,X,O,O,O,X,X
OJSLZTI,O,X,O,O,O,X,X
OJSLZIT,O,X,O,O,X,X,X
OJSZTIL,O,X,O,O,X,X,X
OJSZTLI,X,X,O,O,O,X,X
OJSZITL,O,X,X,X,X,X,X
OJSZILT,O,X,X,X,X,X,X
OJSZLTI,X,X,O,O,O,X,X
OJSZLIT,X,X,O,O,X,X,X
OJZTILS,X,X,O,O,X,X,X
OJZTISL,X,X,O,O,X,X,X
OJZTLIS,O,X,O,O,X,X,X
OJZTLSI,O,X,O,O,X,X,X
OJZTSIL,O,X,O,O,X,X,X
OJZTSLI,X,X,O,O,X,X,X
OJZITLS,X,X,O,O,X,X,X
OJZITSL,X,O,O,O,X,X,X
OJZILTS,X,X,O,O,X,X,X
OJZILST,X,X,O,O,X,X,X
OJZISTL,X,O,X,X,X,X,X
OJZISLT,X,O,X,X,X,X,X
OJZLTIS,O,X,O,O,X,X,X
OJZLTSI,O,X,O,O,X,X,X
OJZLITS,O,X,O,O,X,X,X
OJZLIST,O,X,O,O,X,X,X
OJZLSTI,O,X,O,O,X,X,X
OJZLSIT,O,X,O,O,X,X,X
OJZSTIL,O,X,O,O,X,X,X
OJZSTLI,X,X,O,O,X,X,X
OJZSITL,O,X,X,X,X,X,X
OJZSILT,O,X,X,X,X,X,X
OJZSLTI,X,X,O,O,X,X,X
OJZSLIT,X,X,O,O,X,X,X
OSTILJZ,O,O,X,X,X,X,X
OSTILZJ,O,O,X,X,X,X,X
OSTIJLZ,O,O,X,X,X,X,X
OSTIJZL,O,O,X,O,X,X,X
OSTIZLJ,X,O,X,X,X,X,X
OSTIZJL,O,O,X,O,X,X,X
OSTLIJZ,O,O,X,O,X,X,X
OSTLIZJ,O,O,X,O,X,X,X
OSTLJIZ,O,X,X,O,X,X,X
OSTLJZI,O,X,X,O,X,X,X
OSTLZIJ,O,O,X,O,X,X,X
OSTLZJI,O,O,X,O,X,X,X
OSTJILZ,O,X,X,X,X,X,X
OSTJIZL,O,X,X,O,X,X,X
OSTJLIZ,O,X,X,O,X,X,X
OSTJLZI,O,X,X,O,X,X,X
OSTJZIL,O,X,X,O,X,X,X
OSTJZLI,X,X,X,O,X,X,X
OSTZILJ,X,O,X,X,X,O,X
OSTZIJL,O,O,X,O,X,O,X
OSTZLIJ,O,O,X,O,X,X,X
OSTZLJI,O,O,X,O,X,X,X
OSTZJIL,O,O,X,O,X,X,X
OSTZJLI,X,O,X,O,X,X,X
OSITLJZ,O,O,X,X,O,X,X
OSITLZJ,O,O,X,X,O,X,X
OSITJLZ,O,O,X,X,O,X,X
OSITJZL,O,O,X,X,O,X,X
OSITZLJ,X,O,X,X,O,X,X
OSITZJL,O,O,X,X,O,X,X
OSILTJZ,O,O,X,X,O,O,X
OSILTZJ,O,O,X,X,O,O,X
OSILJTZ,O,O,X,X,O,O,X
OSILJZT,O,O,X,X,O,O,X
OSILZTJ,X,O,X,X,O,O,X
OSILZJT,O,O,X,X,O,O,X
OSIJTLZ,O,O,X,X,O,X,X
OSIJTZL,O,O,X,X,O,X,X
OSIJLTZ,O,O,X,X,O,O,X
OSIJLZT,O,O,X,X,O,O,X
OSIJZTL,O,O,X,X,O,O,X
OSIJZLT,O,O,X,X,O,O,X
OSIZTLJ,X,O,X,X,O,O,X
OSIZTJL,X,O,X,X,O,O,X
OSIZLTJ,X,O,X,X,O,O,X
OSIZLJT,X,O,X,X,O,O,X
OSIZJTL,O,O,X,X,O,O,X
OSIZJLT,O,O,X,X,O,O,X
OSLTIJZ,O,X,O,O,X,X,X
OSLTIZJ,O,X,O,O,X,X,X
OSLTJIZ,O,X,O,O,X,X,X
OSLTJZI,O,X,O,O,X,X,X
OSLTZIJ,O,X,O,O,X,X,X
OSLTZJI,O,X,O,O,X,X,X
OSLITJZ,O,X,O,O,O,X,X
OSLITZJ,O,X,O,O,O,X,X
OSLIJTZ,O,X,O,O,O,X,X
OSLIJZT,O,X,O,O,O,X,X
OSLIZTJ,X,X,O,O,O,X,X
OSLIZJT,O,X,O,O,O,X,X
OSLJTIZ,O,X,O,O,X,X,X
OSLJTZI,O,X,O,O,X,X,X
OSLJITZ,O,X,O,O,O,X,X
OSLJIZT,O,X,O,O,O,X,X
OSLJZTI,O,X,O,O,O,X,X
OSLJZIT,O,X,O,O,X,X,X
OSLZTIJ,O,X,O,O,O,X,X
OSLZTJI,O,X,O,O,O,X,X
OSLZITJ,X,X,O,O,O,X,X
OSLZIJT,O,X,O,O,O,X,X
OSLZJTI,O,X,O,O,O,X,X
OSLZJIT,O,X,O,O,X,X,X
OSJTILZ,O,X,X,X,X,X,X
OSJTIZL,O,X,X,O,X,X,X
OSJTLIZ,O,X,X,O,X,X,X
OSJTLZI,O,X,X,O,X,X,X
OSJTZIL,O,X,X,O,X,X,X
OSJTZLI,X,X,X,O,X,X,X
OSJITLZ,O,O,X,X,O,X,X
OSJITZL,O,O,X,X,O,X,X
OSJILTZ,O,O,X,X,O,O,X
OSJILZT,O,O,X,X,O,O,X
OSJIZTL,O,O,X,X,O,O,X
OSJIZLT,O,O,X,X,O,O,X
OSJLTIZ,O,X,O,O,X,X,X
OSJLTZI,O,X,O,O,X,X,X
OSJLITZ,O,X,O,O,O,X,X
OSJLIZT,O,X,O,O,O,X,X
OSJLZTI,O,X,O,O,O,X,X
OSJLZIT,O,X,O,O,X,X,X
OSJZTIL,O,X,O,O,X,X,X
OSJZTLI,X,X,O,O,O,X,X
OSJZITL,O,X,X,X,X,X,X
OSJZILT,O,X,X,X,X,X,X
OSJZLTI,X,X,O,O,O,X,X
OSJZLIT,X,X,O,O,X,X,X
OSZTILJ,X,X,X,X,O,O,X
OSZTIJL,O,X,O,O,O,O,X
OSZTLIJ,O,X,O,O,O,X,X
OSZTLJI,O,X,O,O,O,X,X
OSZTJIL,O,X,O,O,X,X,X
OSZTJLI,X,X,O,O,O,X,X
OSZITLJ,X,X,X,X,O,O,X
OSZITJL,X,X,X,X,O,O,X
