sequence,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jei/IvhFUhBGiBZoBF?lB/sBzqB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFigBGiBZoBF?mB/sB0qB,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jei/IvhFGiBZoBUlBF?mB/sBzqB,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jex/IvhFXhBVnBaoBm?kBzqB0sB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhF0gBZoB2qBF?nB6sBXrB,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jei/IvhFRiBFlBXmBm?nB0sBzqB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFlgBRiB/qBO?rBysB0sB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFxgB/qBarBF?nB8sBmsB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFilBRnB0lBl?sBXrBmsB
JSLTIZO,O,O,O,X,X,X,O,X,X
JSLTIOZ,O,O,X,X,X,X,O,X,X
JSLTZIO,O,O,O,X,X,X,O,X,X
JSLTZOI,O,O,O,X,X,X,O,X,X
JSLTOIZ,O,O,X,X,X,X,O,X,X
JSLTOZI,O,O,X,X,X,X,O,X,X
JSLITZO,O,O,O,X,X,X,O,X,X
JSLITOZ,O,O,X,X,X,X,O,X,X
JSLIZTO,O,O,O,X,X,X,O,O,X
JSLIZOT,O,O,O,X,X,X,O,O,X
JSLIOTZ,O,O,X,X,X,X,O,X,X
JSLIOZT,O,O,O,X,X,X,O,O,X
JSLZTIO,O,O,O,X,X,X,O,O,X
JSLZTOI,O,O,O,X,X,X,O,O,X
JSLZITO,O,O,O,X,X,X,O,O,X
JSLZIOT,O,O,O,X,X,X,O,O,X
JSLZOTI,O,O,O,X,X,X,O,O,X
JSLZOIT,O,O,O,X,X,X,O,O,X
JSLOTIZ,O,O,X,X,X,X,O,X,X
JSLOTZI,O,O,X,X,X,X,O,X,X
JSLOITZ,O,O,X,X,X,X,O,X,X
JSLOIZT,O,O,O,X,X,X,O,O,X
JSLOZTI,O,O,O,X,X,X,O,O,X
JSLOZIT,O,O,O,X,X,X,O,O,X
JSZTILO,O,O,O,O,X,O,X,X,X
JSZTIOL,O,O,O,O,O,O,O,X,X
JSZTLIO,O,O,O,O,X,O,O,O,X
JSZTLOI,O,O,O,O,X,O,O,O,X
JSZTOIL,O,O,O,O,O,O,O,X,X
JSZTOLI,O,O,O,O,X,O,O,O,X
JSZITLO,O,O,O,O,X,O,X,X,X
JSZITOL,O,O,O,O,O,O,O,X,X
JSZILTO,O,O,O,O,X,O,X,X,X
JSZILOT,O,O,O,X,X,X,X,X,X
JSZIOTL,O,O,O,X,O,O,O,X,X
JSZIOLT,O,O,O,X,X,X,X,X,X
JSZLTIO,O,O,O,O,X,O,O,O,X
JSZLTOI,O,O,O,O,X,O,O,O,X
JSZLITO,O,O,O,O,X,O,O,O,X
JSZLIOT,O,O,O,X,X,X,O,O,X
JSZLOTI,O,O,O,O,X,X,O,O,X
JSZLOIT,O,O,O,O,X,X,O,O,X
JSZOTIL,O,O,O,O,O,O,O,X,X
JSZOTLI,O,O,O,O,X,O,O,O,X
JSZOITL,O,O,O,O,O,O,O,X,X
JSZOILT,O,O,O,O,X,X,X,X,X
JSZOLTI,O,O,O,O,X,X,O,O,X
JSZOLIT,O,O,O,O,X,X,O,O,X
JSOTILZ,O,O,X,O,X,X,O,X,X
JSOTIZL,O,O,O,O,O,X,O,X,X
JSOTLIZ,O,O,X,O,X,X,O,X,X
JSOTLZI,O,O,X,O,X,X,O,X,X
JSOTZIL,O,O,O,O,O,X,O,X,X
JSOTZLI,O,O,O,O,X,X,O,X,X
JSOITLZ,O,O,X,O,X,X,O,X,X
JSOITZL,O,O,O,O,O,X,O,X,X
JSOILTZ,O,O,X,O,X,X,O,X,X
JSOILZT,O,O,O,O,X,X,O,X,X
JSOIZTL,O,O,O,O,O,X,O,X,X
JSOIZLT,O,O,O,O,X,X,X,X,X
JSOLTIZ,O,O,X,O,X,X,O,X,X
JSOLTZI,O,O,X,O,X,X,O,X,X
JSOLITZ,O,O,X,O,X,X,O,X,X
JSOLIZT,O,O,O,O,X,X,O,O,X
JSOLZTI,O,O,O,O,X,X,O,O,X
JSOLZIT,O,O,O,O,X,X,O,O,X
JSOZTIL,O,O,O,O,O,X,O,X,X
JSOZTLI,O,O,O,O,X,X,O,O,X
JSOZITL,O,O,O,O,O,X,O,X,X
JSOZILT,O,O,O,O,X,X,X,X,X
JSOZLTI,O,O,O,O,X,X,O,O,X
JSOZLIT,O,O,O,O,X,X,O,O,X
JZTILSO,O,O,O,O,X,O,X,X,X
JZTILOS,X,O,X,O,O,O,X,X,X
JZTISLO,O,O,O,O,X,O,X,X,X
JZTISOL,O,O,O,O,O,O,X,X,X
JZTIOLS,X,O,X,O,O,O,X,X,X
JZTIOSL,X,O,X,O,O,O,X,X,X
JZTLISO,O,O,O,O,X,O,X,X,X
JZTLIOS,X,O,X,O,O,O,X,X,X
JZTLSIO,O,O,O,O,X,O,X,X,X
JZTLSOI,O,O,O,O,X,O,X,X,X
JZTLOIS,X,O,X,O,O,O,X,X,X
JZTLOSI,X,O,X,O,X,O,X,X,X
JZTSILO,O,O,O,O,X,O,X,X,X
JZTSIOL,O,O,O,O,O,O,X,X,X
JZTSLIO,O,O,O,O,X,O,X,O,X
JZTSLOI,O,O,O,O,X,O,X,O,X
JZTSOIL,O,O,O,O,O,O,X,X,X
JZTSOLI,O,O,O,O,X,O,X,O,X
JZTOILS,X,O,X,O,O,O,X,X,X
JZTOISL,X,O,X,O,O,O,X,X,X
JZTOLIS,X,O,X,O,O,O,X,X,X
JZTOLSI,X,O,X,O,X,O,X,X,X
JZTOSIL,X,O,X,O,O,O,X,X,X
JZTOSLI,X,O,X,O,X,O,X,O,X
JZITLSO,O,O,O,O,X,O,X,X,X
JZITLOS,X,O,X,O,O,O,X,X,X
JZITSLO,O,O,O,O,X,O,X,X,X
JZITSOL,O,O,O,O,O,O,X,X,X
JZITOLS,X,O,X,O,O,O,X,X,X
JZITOSL,X,O,X,O,O,O,X,X,X
JZILTSO,X,X,O,O,X,O,X,X,X
JZILTOS,X,X,X,O,O,O,X,X,X
JZILSTO,O,O,O,O,X,O,X,X,X
JZILSOT,O,O,O,X,X,X,X,X,X
JZILOTS,X,X,X,O,O,O,X,X,X
JZILOST,X,O,X,O,X,X,X,X,X
JZISTLO,O,O,O,O,X,O,X,X,X
JZISTOL,O,O,O,O,O,O,O,X,X
JZISLTO,O,O,O,O,X,O,X,X,X
JZISLOT,O,O,O,X,X,X,X,X,X
JZISOTL,O,O,O,X,O,O,O,X,X
JZISOLT,O,O,O,X,X,X,X,X,X
JZIOTLS,X,O,X,O,O,O,X,X,X
JZIOTSL,X,O,X,O,O,O,X,X,X
JZIOLTS,X,X,X,O,O,O,X,X,X
JZIOLST,X,O,X,O,X,X,X,X,X
JZIOSTL,X,O,X,O,O,O,O,X,X
JZIOSLT,X,O,X,O,X,X,X,X,X
JZLTISO,X,X,O,O,X,O,X,X,X
JZLTIOS,X,X,X,O,O,O,X,X,X
JZLTSIO,X,X,O,O,X,O,X,X,X
JZLTSOI,X,X,O,O,X,O,X,X,X
JZLTOIS,X,X,X,O,O,O,X,X,X
JZLTOSI,X,X,X,O,X,O,X,X,X
JZLITSO,X,X,O,O,X,O,X,X,X
JZLITOS,X,X,X,O,O,O,X,X,X
JZLISTO,O,O,O,O,X,O,O,X,X
JZLISOT,O,O,O,X,X,X,O,X,X
JZLIOTS,X,X,X,O,O,O,X,X,X
JZLIOST,X,O,X,O,X,X,O,X,X
JZLSTIO,O,O,O,O,X,O,O,X,X
JZLSTOI,X,O,O,O,X,O,O,X,X
JZLSITO,O,O,O,O,X,O,O,X,X
JZLSIOT,O,O,O,X,X,X,O,X,X
JZLSOTI,X,O,O,O,X,X,O,X,X
JZLSOIT,O,O,O,O,X,X,O,X,X
JZLOTIS,X,X,X,O,O,O,X,X,X
JZLOTSI,X,X,X,O,X,O,X,X,X
JZLOITS,X,X,X,O,O,O,X,X,X
JZLOIST,X,O,X,O,X,X,O,X,X
JZLOSTI,X,O,X,O,X,X,O,X,X
JZLOSIT,X,O,X,O,X,X,O,X,X
JZSTILO,O,O,O,O,X,O,X,X,X
JZSTIOL,O,O,O,O,O,O,O,X,X
JZSTLIO,O,O,O,O,X,O,O,O,X
JZSTLOI,O,O,O,O,X,O,O,O,X
JZSTOIL,O,O,O,O,O,O,O,X,X
JZSTOLI,O,O,O,O,X,O,O,O,X
JZSITLO,O,O,O,O,X,O,X,X,X
JZSITOL,O,O,O,O,O,O,O,X,X
JZSILTO,O,O,O,O,X,O,X,X,X
JZSILOT,O,O,O,X,X,X,X,X,X
JZSIOTL,O,O,O,X,O,O,O,X,X
JZSIOLT,O,O,O,X,X,X,X,X,X
JZSLTIO,O,O,O,O,X,O,O,O,X
JZSLTOI,O,O,O,O,X,O,O,O,X
JZSLITO,O,O,O,O,X,O,O,O,X
JZSLIOT,O,O,O,X,X,X,O,O,X
JZSLOTI,X,O,O,O,X,X,O,O,X
JZSLOIT,O,O,O,O,X,X,O,O,X
JZSOTIL,O,O,O,O,O,O,O,X,X
JZSOTLI,O,O,O,O,X,O,O,O,X
JZSOITL,O,O,O,O,O,O,O,X,X
JZSOILT,O,O,O,O,X,X,X,X,X
JZSOLTI,X,O,O,O,X,X,O,O,X
JZSOLIT,O,O,O,O,X,X,O,O,X
JZOTILS,X,O,X,O,O,O,X,X,X
JZOTISL,X,O,X,O,O,O,X,X,X
JZOTLIS,X,O,X,O,O,O,X,X,X
JZOTLSI,X,O,X,O,X,O,X,X,X
JZOTSIL,X,O,X,O,O,O,X,X,X
JZOTSLI,X,O,X,O,X,O,X,O,X
JZOITLS,X,O,X,O,O,O,X,X,X
JZOITSL,X,O,X,O,O,O,X,X,X
JZOILTS,X,X,X,O,O,O,X,X,X
JZOILST,X,O,X,O,X,X,X,X,X
JZOISTL,X,O,X,O,O,O,O,X,X
JZOISLT,X,O,X,O,X,X,X,X,X
JZOLTIS,X,X,X,O,O,O,X,X,X
JZOLTSI,X,X,X,O,X,O,X,X,X
JZOLITS,X,X,X,O,O,O,X,X,X
JZOLIST,X,O,X,O,X,X,O,X,X
JZOLSTI,X,O,X,O,X,X,O,X,X
JZOLSIT,X,O,X,O,X,X,O,X,X
JZOSTIL,X,O,X,O,O,O,O,X,X
JZOSTLI,X,O,X,O,X,O,O,O,X
JZOSITL,X,O,X,O,O,O,O,X,X
JZOSILT,X,O,X,O,X,X,X,X,X
JZOSLTI,X,O,X,O,X,X,O,O,X
JZOSLIT,X,O,X,O,X,X,O,O,X
JOTILSZ,O,O,X,O,X,X,X,X,X
JOTILZS,O,X,X,O,O,X,X,X,O
JOTISLZ,O,O,X,O,X,X,O,X,X
JOTISZL,O,O,X,O,O,X,O,X,X
JOTIZLS,O,X,X,O,O,X,X,X,X
JOTIZSL,O,X,X,O,O,X,X,X,X
JOTLISZ,O,O,X,O,X,X,O,X,X
JOTLIZS,O,X,X,O,O,X,X,X,O
JOTLSIZ,O,O,X,O,X,X,O,X,X
JOTLSZI,O,O,X,O,X,X,O,X,X
JOTLZIS,O,X,X,O,O,X,X,X,X
JOTLZSI,O,X,X,O,X,X,X,X,X
JOTSILZ,O,O,X,O,X,X,O,X,X
JOTSIZL,O,O,X,O,O,X,O,X,X
JOTSLIZ,O,O,X,O,X,X,O,X,X
JOTSLZI,O,O,X,O,X,X,O,X,X
JOTSZIL,O,O,X,O,O,X,O,X,X
JOTSZLI,O,O,X,O,X,X,O,X,X
JOTZILS,O,X,X,O,O,X,X,X,X
JOTZISL,O,X,X,O,O,X,X,X,X
JOTZLIS,O,X,X,O,O,X,X,X,X
JOTZLSI,O,X,X,O,X,X,X,X,X
JOTZSIL,O,X,X,O,O,X,X,X,X
JOTZSLI,O,X,X,O,X,X,X,X,X
JOITLSZ,O,O,X,O,X,X,X,X,X
JOITLZS,O,X,X,O,O,X,X,X,X
JOITSLZ,O,O,X,O,X,X,O,X,X
JOITSZL,O,O,X,O,O,X,O,X,X
JOITZLS,O,X,X,O,O,X,X,X,X
JOITZSL,O,X,X,O,O,X,X,X,X
JOILTSZ,X,X,X,O,X,X,O,X,X
JOILTZS,X,X,X,O,O,X,X,X,O
JOILSTZ,O,X,X,O,X,X,O,X,X
JOILSZT,O,X,X,O,X,X,O,X,X
JOILZTS,X,X,X,O,O,X,X,X,O
JOILZST,O,X,X,O,X,X,O,X,X
JOISTLZ,O,O,X,O,X,X,O,X,X
JOISTZL,O,O,X,O,O,X,O,X,X
JOISLTZ,O,O,X,O,X,X,O,X,X
JOISLZT,O,O,X,O,X,X,O,X,X
JOISZTL,O,O,X,O,O,X,O,X,X
JOISZLT,O,O,X,O,X,X,X,X,X
JOIZTLS,O,O,X,O,O,X,X,X,X
JOIZTSL,O,O,X,O,O,X,X,X,X
JOIZLTS,X,X,X,O,O,X,X,X,X
JOIZLST,O,O,X,O,X,X,X,X,X
JOIZSTL,O,O,X,O,O,X,O,X,X
JOIZSLT,O,O,X,O,X,X,X,X,X
JOLTISZ,X,X,X,O,X,X,O,X,X
JOLTIZS,X,X,X,O,O,X,X,X,O
JOLTSIZ,X,X,X,O,X,X,O,X,X
JOLTSZI,X,X,X,O,X,X,O,X,X
JOLTZIS,X,X,X,O,O,X,X,X,X
JOLTZSI,X,X,X,O,X,X,X,X,X
JOLITSZ,X,X,X,O,X,X,O,X,X
JOLITZS,X,X,X,O,O,X,X,X,O
JOLISTZ,O,X,X,O,X,X,O,X,X
JOLISZT,O,X,X,O,X,X,O,X,X
JOLIZTS,X,X,X,O,O,X,X,X,O
JOLIZST,O,X,X,O,X,X,O,X,X
JOLSTIZ,O,X,X,O,X,X,O,X,X
JOLSTZI,O,X,X,O,X,X,O,X,X
JOLSITZ,O,X,X,O,X,X,O,X,X
JOLSIZT,O,X,X,O,X,X,O,X,X
JOLSZTI,O,X,X,O,X,X,O,X,X
JOLSZIT,O,X,X,O,X,X,O,X,X
JOLZTIS,X,X,X,O,O,X,X,X,X
JOLZTSI,X,X,X,O,X,X,X,X,X
JOLZITS,X,X,X,O,O,X,X,X,X
JOLZIST,O,X,X,O,X,X,O,X,X
JOLZSTI,O,X,X,O,X,X,O,X,X
JOLZSIT,O,X,X,O,X,X,O,X,X
JOSTILZ,O,O,X,O,X,X,O,X,X
JOSTIZL,O,O,X,O,O,X,O,X,X
JOSTLIZ,O,O,X,O,X,X,O,X,X
JOSTLZI,O,O,X,O,X,X,O,X,X
JOSTZIL,O,O,X,O,O,X,O,X,X
JOSTZLI,O,O,X,O,X,X,O,X,X
JOSITLZ,O,O,X,O,X,X,O,X,X
JOSITZL,O,O,X,O,O,X,O,X,X
JOSILTZ,O,O,X,O,X,X,O,X,X
JOSILZT,O,O,X,O,X,X,O,X,X
JOSIZTL,O,O,X,O,O,X,O,X,X
JOSIZLT,O,O,X,O,X,X,X,X,X
JOSLTIZ,O,O,X,O,X,X,O,X,X
JOSLTZI,O,O,X,O,X,X,O,X,X
JOSLITZ,O,O,X,O,X,X,O,X,X
JOSLIZT,O,O,X,O,X,X,O,O,X
JOSLZTI,O,O,X,O,X,X,O,O,X
JOSLZIT,O,O,X,O,X,X,O,O,X
JOSZTIL,O,O,X,O,O,X,O,X,X
JOSZTLI,O,O,X,O,X,X,O,O,X
JOSZITL,O,O,X,O,O,X,O,X,X
JOSZILT,O,O,X,O,X,X,X,X,X
JOSZLTI,O,O,X,O,X,X,O,O,X
JOSZLIT,O,O,X,O,X,X,O,O,X
JOZTILS,O,O,X,O,O,X,X,X,X
JOZTISL,O,O,X,O,O,X,X,X,X
JOZTLIS,O,O,X,O,O,X,X,X,X
JOZTLSI,O,O,X,O,X,X,X,X,X
JOZTSIL,O,O,X,O,O,X,X,X,X
JOZTSLI,O,O,X,O,X,X,X,O,X
JOZITLS,O,O,X,O,O,X,X,X,X
JOZITSL,O,O,X,O,O,X,X,X,X
JOZILTS,X,X,X,O,O,X,X,X,X
JOZILST,O,O,X,O,X,X,X,X,X
JOZISTL,O,O,X,O,O,X,O,X,X
JOZISLT,O,O,X,O,X,X,X,X,X
JOZLTIS,X,X,X,O,O,X,X,X,X
JOZLTSI,X,X,X,O,X,X,X,X,X
JOZLITS,X,X,X,O,O,X,X,X,X
JOZLIST,O,O,X,O,X,X,O,X,X
JOZLSTI,O,O,X,O,X,X,O,X,X
JOZLSIT,O,O,X,O,X,X,O,X,X
JOZSTIL,O,O,X,O,O,X,O,X,X
JOZSTLI,O,O,X,O,X,X,O,O,X
JOZSITL,O,O,X,O,O,X,O,X,X
JOZSILT,O,O,X,O,X,X,X,X,X
JOZSLTI,O,O,X,O,X,X,O,O,X
JOZSLIT,O,O,X,O,X,X,O,O,X
STILJZO,O,O,O,O,X,X,X,X,X
STILJOZ,O,O,X,O,X,X,O,X,X
STILZJO,O,O,O,O,X,O,X,X,X
STILZOJ,O,O,O,O,X,X,O,X,X
STILOJZ,O,O,X,O,X,X,O,X,X
STILOZJ,O,O,X,X,X,X,O,X,O
STIJLZO,O,O,O,O,X,X,X,X,X
STIJLOZ,O,O,X,O,X,X,X,X,X
STIJZLO,O,O,O,O,X,X,X,X,X
STIJZOL,O,O,O,O,O,X,X,X,X
STIJOLZ,O,O,X,O,X,X,X,X,X
STIJOZL,O,O,O,O,O,X,X,X,X
STIZLJO,O,O,O,O,X,O,X,X,X
STIZLOJ,O,O,O,O,X,X,X,X,X
STIZJLO,O,O,O,O,X,O,X,X,X
STIZJOL,O,O,O,O,X,O,X,X,X
STIZOLJ,O,O,O,O,X,X,X,X,X
STIZOJL,O,O,O,X,X,X,X,X,X
STIOLJZ,O,O,X,O,X,X,O,X,X
STIOLZJ,O,O,X,X,X,X,O,X,O
STIOJLZ,O,O,X,X,X,X,X,X,X
STIOJZL,O,O,O,X,O,X,X,X,X
STIOZLJ,O,O,O,O,X,X,X,X,X
STIOZJL,O,O,O,X,X,X,X,X,X
STLIJZO,O,O,O,O,X,X,X,X,X
STLIJOZ,O,O,X,O,X,X,O,X,X
STLIZJO,O,O,O,O,X,O,X,O,X
STLIZOJ,O,O,O,O,X,X,O,O,X
STLIOJZ,O,O,X,O,X,X,O,X,X
STLIOZJ,O,O,X,X,X,X,O,O,O
STLJIZO,O,O,O,O,X,X,O,X,X
STLJIOZ,O,O,X,O,X,X,O,X,X
STLJZIO,O,O,O,O,X,O,O,X,X
STLJZOI,O,O,O,O,X,O,O,X,X
STLJOIZ,O,O,X,O,X,X,O,X,X
STLJOZI,O,O,X,O,X,X,O,X,X
STLZIJO,O,O,O,O,X,O,X,O,X
STLZIOJ,O,O,O,O,X,X,O,O,X
STLZJIO,O,O,O,O,X,O,X,O,X
STLZJOI,O,O,O,O,X,O,X,O,X
STLZOIJ,O,O,O,O,X,X,O,O,X
STLZOJI,O,O,O,O,X,O,X,O,X
STLOIJZ,O,O,X,O,X,X,O,X,X
STLOIZJ,O,O,X,O,X,X,O,O,O
STLOJIZ,O,O,X,O,X,X,O,X,X
STLOJZI,O,O,X,O,X,X,O,X,X
STLOZIJ,O,O,X,O,X,X,O,O,X
STLOZJI,O,O,X,O,X,O,X,O,X
STJILZO,O,O,O,O,X,X,O,X,X
STJILOZ,O,O,X,O,X,X,O,X,X
STJIZLO,O,O,O,O,X,X,X,X,X
STJIZOL,O,O,O,O,O,X,O,X,X
STJIOLZ,O,O,X,O,X,X,O,X,X
STJIOZL,O,O,O,O,O,X,O,X,X
STJLIZO,O,O,O,O,X,X,O,X,X
STJLIOZ,O,O,X,O,X,X,O,X,X
STJLZIO,O,O,O,O,X,O,O,X,X
STJLZOI,O,O,O,O,X,O,O,X,X
STJLOIZ,O,O,X,O,X,X,O,X,X
STJLOZI,O,O,X,O,X,X,O,X,X
STJZILO,O,O,O,O,X,O,X,X,X
STJZIOL,O,O,O,O,O,O,O,X,X
STJZLIO,O,O,O,O,X,O,O,X,X
STJZLOI,O,O,O,O,X,O,O,X,X
STJZOIL,O,O,O,O,O,O,O,X,X
STJZOLI,O,O,O,O,X,O,O,X,X
STJOILZ,O,O,X,O,X,X,O,X,X
STJOIZL,O,O,O,O,O,X,O,X,X
STJOLIZ,O,O,X,O,X,X,O,X,X
STJOLZI,O,O,X,O,X,X,O,X,X
STJOZIL,O,O,O,O,O,X,O,X,X
STJOZLI,O,O,O,O,X,X,O,X,X
STZILJO,O,O,O,O,X,O,X,O,X
STZILOJ,O,O,O,O,X,X,X,O,X
STZIJLO,O,O,O,O,X,O,X,X,X
STZIJOL,O,O,O,O,X,O,X,X,X
STZIOLJ,O,O,O,O,X,X,X,O,X
STZIOJL,O,O,O,X,X,X,X,X,X
STZLIJO,O,O,O,O,X,O,X,O,X
STZLIOJ,O,O,O,O,X,X,O,O,X
STZLJIO,O,O,O,O,X,O,X,O,X
STZLJOI,O,O,O,O,X,O,X,O,X
STZLOIJ,O,O,O,O,X,X,O,O,X
STZLOJI,O,O,O,O,X,O,X,O,X
STZJILO,O,O,O,O,X,O,X,X,X
STZJIOL,O,O,O,O,X,O,X,X,X
STZJLIO,O,O,O,O,X,O,X,O,X
STZJLOI,O,O,O,O,X,O,X,O,X
STZJOIL,O,O,O,O,X,O,X,X,X
STZJOLI,O,O,O,O,X,O,X,O,X
STZOILJ,O,O,O,O,X,X,X,O,X
STZOIJL,O,O,O,O,X,X,X,X,X
STZOLIJ,O,O,O,O,X,X,O,O,X
STZOLJI,O,O,O,O,X,O,X,O,X
STZOJIL,O,O,O,O,X,O,X,X,X
STZOJLI,O,O,O,O,X,O,X,O,X
STOILJZ,O,O,X,O,X,X,O,X,X
STOILZJ,O,O,X,O,X,X,O,X,O
STOIJLZ,O,O,X,O,X,X,X,X,X
STOIJZL,O,O,O,O,O,X,X,X,X
STOIZLJ,O,O,O,O,X,X,X,X,X
STOIZJL,O,O,O,O,X,X,X,X,X
STOLIJZ,O,O,X,O,X,X,O,X,X
STOLIZJ,O,O,X,O,X,X,O,O,O
STOLJIZ,O,O,X,O,X,X,O,X,X
STOLJZI,O,O,X,O,X,X,O,X,X
STOLZIJ,O,O,X,O,X,X,O,O,X
STOLZJI,O,O,X,O,X,O,X,O,X
STOJILZ,O,O,X,O,X,X,O,X,X
STOJIZL,O,O,O,O,O,X,O,X,X
STOJLIZ,O,O,X,O,X,X,O,X,X
STOJLZI,O,O,X,O,X,X,O,X,X
STOJZIL,O,O,O,O,O,X,O,X,X
STOJZLI,O,O,O,O,X,X,O,X,X
STOZILJ,O,O,O,O,X,X,X,O,X
STOZIJL,O,O,O,O,X,X,X,X,X
STOZLIJ,O,O,O,O,X,X,O,O,X
STOZLJI,O,O,O,O,X,O,X,O,X
STOZJIL,O,O,O,O,X,O,X,X,X
STOZJLI,O,O,O,O,X,O,X,O,X
SITLJZO,O,O,O,X,X,X,X,X,X
SITLJOZ,O,O,X,X,X,X,O,X,X
SITLZJO,O,O,O,X,X,O,X,X,X
SITLZOJ,O,O,O,X,X,X,O,X,X
SITLOJZ,O,O,X,X,X,X,O,X,X
SITLOZJ,O,O,X,X,X,X,O,X,X
SITJLZO,O,O,O,X,X,X,X,X,X
SITJLOZ,O,O,X,X,X,X,X,X,X
SITJZLO,O,O,O,X,X,X,X,X,X
SITJZOL,O,O,O,X,O,X,X,X,X
SITJOLZ,O,O,X,X,X,X,X,X,X
SITJOZL,O,O,O,X,O,X,X,X,X
SITZLJO,O,O,O,X,X,O,X,X,X
SITZLOJ,O,O,O,X,X,X,X,X,X
SITZJLO,O,O,O,X,X,O,X,X,X
SITZJOL,O,O,O,X,X,O,X,X,X
SITZOLJ,O,O,O,X,X,X,X,X,X
SITZOJL,O,O,O,X,X,X,X,X,X
SITOLJZ,O,O,X,X,X,X,O,X,X
SITOLZJ,O,O,X,X,X,X,O,X,X
SITOJLZ,O,O,X,X,X,X,X,X,X
SITOJZL,O,O,O,X,O,X,X,X,X
SITOZLJ,O,O,O,X,X,X,X,X,X
SITOZJL,O,O,O,X,X,X,X,X,X
SILTJZO,O,O,O,X,X,X,X,X,X
SILTJOZ,O,O,X,X,X,X,O,X,X
SILTZJO,O,O,O,X,X,X,X,O,X
SILTZOJ,O,O,O,X,X,X,O,O,X
SILTOJZ,O,O,X,X,X,X,O,X,X
SILTOZJ,O,O,X,X,X,X,O,O,X
SILJTZO,O,O,O,X,X,X,O,X,X
SILJTOZ,O,O,X,X,X,X,O,X,X
SILJZTO,O,O,O,X,X,X,O,O,X
SILJZOT,O,O,O,X,X,X,O,O,X
SILJOTZ,O,O,X,X,X,X,O,X,X
SILJOZT,O,O,O,X,X,X,O,O,X
SILZTJO,O,O,O,X,X,X,X,O,X
SILZTOJ,O,O,O,X,X,X,O,O,X
SILZJTO,O,O,O,X,X,X,X,O,X
SILZJOT,O,O,O,X,X,X,X,O,X
SILZOTJ,O,O,O,X,X,X,O,O,X
SILZOJT,O,O,O,X,X,X,X,O,X
SILOTJZ,O,O,X,X,X,X,O,X,X
SILOTZJ,O,O,X,X,X,X,O,O,O
SILOJTZ,O,O,X,X,X,X,O,X,X
SILOJZT,O,O,O,X,X,X,O,O,X
SILOZTJ,O,O,O,X,X,X,O,O,O
SILOZJT,O,O,O,X,X,X,X,O,X
SIJTLZO,O,O,O,X,X,X,O,X,X
SIJTLOZ,O,O,X,X,X,X,O,X,X
SIJTZLO,O,O,O,X,X,X,X,X,X
SIJTZOL,O,O,O,X,O,X,O,X,X
SIJTOLZ,O,O,X,X,X,X,O,X,X
SIJTOZL,O,O,O,X,O,X,O,X,X
SIJLTZO,O,O,O,X,X,X,O,X,X
SIJLTOZ,O,O,X,X,X,X,O,X,X
SIJLZTO,O,O,O,X,X,X,O,X,X
SIJLZOT,O,O,O,X,X,X,O,X,X
SIJLOTZ,O,O,X,X,X,X,O,X,X
SIJLOZT,O,O,O,X,X,X,O,X,X
SIJZTLO,O,O,O,X,X,X,X,X,X
SIJZTOL,O,O,O,X,O,X,O,X,X
SIJZLTO,O,O,O,X,X,X,X,X,X
SIJZLOT,O,O,O,X,X,X,X,X,X
SIJZOTL,O,O,O,X,O,X,O,X,X
SIJZOLT,O,O,O,X,X,X,X,X,X
SIJOTLZ,O,O,X,X,X,X,O,X,X
SIJOTZL,O,O,O,X,O,X,O,X,X
SIJOLTZ,O,O,X,X,X,X,O,X,X
SIJOLZT,O,O,O,X,X,X,O,X,X
SIJOZTL,O,O,O,X,O,X,O,X,X
SIJOZLT,O,O,O,X,X,X,X,X,X
SIZTLJO,O,O,O,X,X,O,X,O,X
SIZTLOJ,O,O,O,X,X,X,X,O,X
SIZTJLO,O,O,O,X,X,O,X,X,X
SIZTJOL,O,O,O,X,X,O,X,X,X
SIZTOLJ,O,O,O,X,X,X,X,O,X
SIZTOJL,O,O,O,X,X,X,X,X,X
SIZLTJO,O,O,O,X,X,X,X,O,X
SIZLTOJ,O,O,O,X,X,X,X,O,X
SIZLJTO,O,O,O,X,X,X,X,O,X
SIZLJOT,O,O,O,X,X,X,X,O,X
SIZLOTJ,O,O,O,X,X,X,X,O,X
SIZLOJT,O,O,O,X,X,X,X,O,X
SIZJTLO,O,O,O,X,X,O,X,X,X
SIZJTOL,O,O,O,X,X,O,X,X,X
SIZJLTO,O,O,O,X,X,O,X,X,X
SIZJLOT,O,O,O,X,X,X,X,X,X
SIZJOTL,O,O,O,X,X,O,X,X,X
SIZJOLT,O,O,O,X,X,X,X,X,X
SIZOTLJ,O,O,O,X,X,X,X,O,X
SIZOTJL,O,O,O,X,X,X,X,X,X
SIZOLTJ,O,O,O,X,X,X,X,O,X
SIZOLJT,O,O,O,X,X,X,X,O,X
SIZOJTL,O,O,O,X,X,X,X,X,X
