sequence,v115@QhA8BeB8DeG8CeB8JeOEJvhF8kBChBxiBTmBXsBlsB,v115@QhA8BeB8DeG8CeB8Jei/IvhFzgBUiBFjB3kBxrBWxB,v115@QhA8BeB8DeG8CeB8JeKEJvhFzfBRhBFjBUmBXsBGsB,v115@QhA8BeB8DeG8CeB8JefGJvhF0hBxiBlkBusBikBzrB,v115@QhA8BeB8DeG8CeB8JeKEJvhFzfBWmBFjBxrB/sB0rB,v115@QhA8BeB8DeG8CeB8Jem/IvhFfmBxiBTkBlnBUsB6rB
ZSTIJLO,O,O,O,O,X,X
ZSTIJOL,O,O,X,O,X,O
ZSTIOLJ,O,O,O,X,X,O
ZSTIOJL,O,O,X,X,X,O
ZSTLIJO,O,O,O,X,X,X
ZSTLIOJ,X,O,O,X,X,O
ZSTLJIO,O,X,O,O,X,X
ZSTLJOI,X,X,O,O,X,X
ZSTLOIJ,X,O,O,X,X,O
ZSTLOJI,X,X,O,X,X,O
ZSTJILO,O,X,O,O,X,X
ZSTJIOL,O,X,X,O,X,O
ZSTJLIO,O,X,O,O,X,X
ZSTJLOI,X,X,O,O,X,X
ZSTJOIL,O,X,X,O,X,O
ZSTJOLI,O,X,X,O,X,O
ZSTOILJ,O,O,O,X,X,O
ZSTOIJL,O,O,X,O,X,O
ZSTOLIJ,O,O,O,X,X,O
ZSTOLJI,O,X,O,O,X,O
ZSTOJIL,O,X,X,O,X,O
ZSTOJLI,O,X,X,O,X,O
ZSITLJO,O,O,O,X,X,X
ZSITLOJ,X,O,O,X,X,O
ZSITJLO,O,O,O,O,X,X
ZSITJOL,O,O,X,O,X,O
ZSITOLJ,O,O,O,X,X,O
ZSITOJL,O,O,X,X,X,O
ZSILTJO,O,O,O,X,X,X
ZSILTOJ,X,O,O,X,X,X
ZSILJTO,O,O,O,X,X,X
ZSILJOT,O,O,O,X,X,X
ZSILOTJ,O,O,O,X,X,X
ZSILOJT,O,O,O,X,X,X
ZSIJTLO,O,O,O,O,X,X
ZSIJTOL,O,O,X,O,X,X
ZSIJLTO,O,O,O,O,X,X
ZSIJLOT,O,O,O,X,X,X
ZSIJOTL,O,O,X,O,X,X
ZSIJOLT,O,O,X,X,X,X
ZSIOTLJ,O,O,O,X,X,O
ZSIOTJL,O,O,X,X,X,O
ZSIOLTJ,O,O,O,X,X,X
ZSIOLJT,O,O,O,X,X,X
ZSIOJTL,O,O,X,X,X,O
ZSIOJLT,O,O,X,X,X,X
ZSLTIJO,O,O,O,X,X,X
ZSLTIOJ,X,O,O,X,X,O
ZSLTJIO,O,X,O,O,X,X
ZSLTJOI,X,X,O,O,X,X
ZSLTOIJ,X,O,O,X,X,O
ZSLTOJI,X,X,O,X,X,O
ZSLITJO,O,O,O,X,X,X
ZSLITOJ,X,O,O,X,X,X
ZSLIJTO,O,O,O,X,X,X
ZSLIJOT,O,O,O,X,X,X
ZSLIOTJ,O,O,O,X,X,X
ZSLIOJT,O,O,O,X,X,X
ZSLJTIO,O,X,O,O,X,X
ZSLJTOI,X,X,O,O,X,X
ZSLJITO,O,X,O,O,X,X
ZSLJIOT,O,X,O,X,X,X
ZSLJOTI,O,X,O,X,X,X
ZSLJOIT,O,X,O,X,X,X
ZSLOTIJ,O,O,O,X,X,O
ZSLOTJI,O,X,O,X,X,O
ZSLOITJ,O,O,O,X,X,X
ZSLOIJT,O,O,O,X,X,X
ZSLOJTI,O,X,O,X,X,O
ZSLOJIT,O,X,O,X,X,X
ZSJTILO,O,X,O,O,X,X
ZSJTIOL,O,X,X,O,X,O
ZSJTLIO,O,X,O,O,X,X
ZSJTLOI,X,X,O,O,X,X
ZSJTOIL,O,X,X,O,X,O
ZSJTOLI,O,X,X,O,X,O
ZSJITLO,O,X,O,O,X,X
ZSJITOL,O,X,X,O,X,X
ZSJILTO,O,X,O,O,X,X
ZSJILOT,O,X,O,X,X,X
ZSJIOTL,O,X,X,O,X,X
ZSJIOLT,O,X,X,X,X,X
ZSJLTIO,O,X,O,O,X,X
ZSJLTOI,X,X,O,O,X,X
ZSJLITO,O,X,O,O,X,X
ZSJLIOT,O,X,O,X,X,X
ZSJLOTI,O,X,O,X,X,X
ZSJLOIT,O,X,O,X,X,X
ZSJOTIL,O,X,X,O,X,O
ZSJOTLI,O,X,X,O,X,O
ZSJOITL,O,X,X,O,X,O
ZSJOILT,O,X,X,O,X,X
ZSJOLTI,O,X,X,O,X,O
ZSJOLIT,O,X,X,O,X,X
ZSOTILJ,O,O,O,X,X,O
ZSOTIJL,O,O,X,O,X,O
ZSOTLIJ,O,O,O,X,X,O
ZSOTLJI,O,X,O,O,X,O
ZSOTJIL,O,X,X,O,X,O
ZSOTJLI,O,X,X,O,X,O
ZSOITLJ,O,O,O,X,X,O
ZSOITJL,O,O,X,O,X,O
ZSOILTJ,O,O,O,X,X,X
ZSOILJT,O,O,O,X,X,X
ZSOIJTL,O,O,X,O,X,O
ZSOIJLT,O,O,X,O,X,X
ZSOLTIJ,O,O,O,X,X,O
ZSOLTJI,O,X,O,O,X,O
ZSOLITJ,O,O,O,X,X,X
ZSOLIJT,O,O,O,X,X,X
ZSOLJTI,O,X,O,O,X,O
ZSOLJIT,O,X,O,O,X,X
ZSOJTIL,O,X,X,O,X,O
ZSOJTLI,O,X,X,O,X,O
ZSOJITL,O,X,X,O,X,O
ZSOJILT,O,X,X,O,X,X
ZSOJLTI,O,X,X,O,X,O
ZSOJLIT,O,X,X,O,X,X
ZOTILJS,O,X,O,X,X,O
ZOTILSJ,X,O,O,X,X,O
ZOTIJLS,O,X,X,X,X,O
ZOTIJSL,X,O,X,X,X,O
ZOTISLJ,X,O,X,X,X,O
ZOTISJL,X,O,X,X,X,O
ZOTLIJS,O,X,O,X,X,O
ZOTLISJ,X,X,O,X,X,O
ZOTLJIS,O,X,O,X,X,O
ZOTLJSI,O,X,O,X,X,O
ZOTLSIJ,O,X,O,X,X,O
ZOTLSJI,O,X,O,X,X,O
ZOTJILS,O,X,X,X,X,O
ZOTJISL,X,X,X,O,X,O
ZOTJLIS,O,X,X,X,X,O
ZOTJLSI,O,X,X,X,X,O
ZOTJSIL,O,X,X,O,X,O
ZOTJSLI,O,X,X,O,X,O
ZOTSILJ,O,O,O,X,X,O
ZOTSIJL,O,O,X,O,X,O
ZOTSLIJ,O,O,O,X,X,O
ZOTSLJI,O,X,O,O,X,O
ZOTSJIL,O,X,X,O,X,O
ZOTSJLI,O,X,X,O,X,O
ZOITLJS,O,X,O,X,X,O
ZOITLSJ,X,O,O,X,X,O
ZOITJLS,O,X,X,X,X,O
ZOITJSL,X,O,X,X,X,O
ZOITSLJ,X,O,X,X,X,O
ZOITSJL,X,O,X,X,X,O
ZOILTJS,O,X,O,X,X,X
ZOILTSJ,X,O,O,X,X,X
ZOILJTS,O,X,O,X,X,X
ZOILJST,O,X,O,X,X,X
ZOILSTJ,O,O,O,X,X,X
ZOILSJT,O,O,O,X,X,X
ZOIJTLS,O,X,X,X,X,O
ZOIJTSL,X,O,X,X,X,O
ZOIJLTS,O,X,X,X,X,X
ZOIJLST,O,X,X,X,X,X
ZOIJSTL,O,O,X,X,X,O
ZOIJSLT,O,O,X,X,X,X
ZOISTLJ,O,O,O,X,X,O
ZOISTJL,O,O,X,X,X,O
ZOISLTJ,O,O,O,X,X,X
ZOISLJT,O,O,O,X,X,X
ZOISJTL,O,O,X,X,X,O
ZOISJLT,O,O,X,X,X,X
ZOLTIJS,O,X,O,X,X,O
ZOLTISJ,X,X,O,X,X,O
ZOLTJIS,O,X,O,X,X,O
ZOLTJSI,O,X,O,X,X,O
ZOLTSIJ,O,X,O,X,X,O
ZOLTSJI,O,X,O,X,X,O
ZOLITJS,O,X,O,X,X,X
ZOLITSJ,X,X,O,X,X,X
ZOLIJTS,O,X,O,X,X,X
ZOLIJST,O,X,O,X,X,X
ZOLISTJ,O,X,O,X,X,X
ZOLISJT,O,X,O,X,X,X
ZOLJTIS,O,X,O,X,X,O
ZOLJTSI,O,X,O,X,X,O
ZOLJITS,O,X,O,X,X,X
ZOLJIST,O,X,O,X,X,X
ZOLJSTI,O,X,O,X,X,O
ZOLJSIT,O,X,O,X,X,X
ZOLSTIJ,O,X,O,X,X,O
ZOLSTJI,O,X,O,X,X,O
ZOLSITJ,O,X,O,X,X,X
ZOLSIJT,O,X,O,X,X,X
ZOLSJTI,O,X,O,X,X,O
ZOLSJIT,O,X,O,X,X,X
ZOJTILS,O,X,X,X,X,O
ZOJTISL,X,X,X,O,X,O
ZOJTLIS,O,X,X,X,X,O
ZOJTLSI,O,X,X,X,X,O
ZOJTSIL,O,X,X,O,X,O
ZOJTSLI,O,X,X,O,X,O
ZOJITLS,O,X,X,X,X,O
ZOJITSL,X,X,X,O,X,O
ZOJILTS,O,X,X,X,X,X
ZOJILST,O,X,X,X,X,X
ZOJISTL,O,X,X,O,X,O
ZOJISLT,O,X,X,O,X,X
ZOJLTIS,O,X,X,X,X,O
ZOJLTSI,O,X,X,X,X,O
ZOJLITS,O,X,X,X,X,X
ZOJLIST,O,X,X,X,X,X
ZOJLSTI,O,X,X,X,X,O
ZOJLSIT,O,X,X,X,X,X
ZOJSTIL,O,X,X,O,X,O
ZOJSTLI,O,X,X,O,X,O
ZOJSITL,O,X,X,O,X,O
ZOJSILT,O,X,X,O,X,X
ZOJSLTI,O,X,X,O,X,O
ZOJSLIT,O,X,X,O,X,X
ZOSTILJ,O,O,O,X,X,O
ZOSTIJL,O,O,X,O,X,O
ZOSTLIJ,O,O,O,X,X,O
ZOSTLJI,O,X,O,O,X,O
ZOSTJIL,O,X,X,O,X,O
ZOSTJLI,O,X,X,O,X,O
ZOSITLJ,O,O,O,X,X,O
ZOSITJL,O,O,X,O,X,O
ZOSILTJ,O,O,O,X,X,X
ZOSILJT,O,O,O,X,X,X
ZOSIJTL,O,O,X,O,X,O
ZOSIJLT,O,O,X,O,X,X
ZOSLTIJ,O,O,O,X,X,O
ZOSLTJI,O,X,O,O,X,O
ZOSLITJ,O,O,O,X,X,X
ZOSLIJT,O,O,O,X,X,X
ZOSLJTI,O,X,O,O,X,O
ZOSLJIT,O,X,O,O,X,X
ZOSJTIL,O,X,X,O,X,O
ZOSJTLI,O,X,X,O,X,O
ZOSJITL,O,X,X,O,X,O
ZOSJILT,O,X,X,O,X,X
ZOSJLTI,O,X,X,O,X,O
ZOSJLIT,O,X,X,O,X,X
OTILJSZ,X,X,X,X,O,X
OTILJZS,X,X,X,X,O,O
OTILSJZ,X,O,X,X,O,X
OTILSZJ,X,O,X,X,O,X
OTILZJS,O,X,X,X,O,O
OTILZSJ,X,O,X,X,O,O
OTIJLSZ,X,X,X,O,O,X
OTIJLZS,X,X,X,X,O,O
OTIJSLZ,X,O,X,O,X,X
OTIJSZL,X,O,X,O,X,O
OTIJZLS,X,X,X,X,X,O
OTIJZSL,X,O,X,O,X,O
OTISLJZ,X,O,X,X,X,X
OTISLZJ,X,O,X,X,X,X
OTISJLZ,X,O,X,O,X,X
OTISJZL,X,O,X,O,X,O
OTISZLJ,X,O,X,X,X,O
OTISZJL,X,O,X,O,X,O
OTIZLJS,O,X,X,X,X,O
OTIZLSJ,X,O,X,X,X,O
OTIZJLS,O,X,X,X,X,O
OTIZJSL,X,O,X,X,X,O
OTIZSLJ,X,O,X,X,X,O
OTIZSJL,X,O,X,X,X,O
OTLIJSZ,X,X,X,X,O,X
OTLIJZS,X,X,X,X,O,O
OTLISJZ,X,O,X,X,O,X
OTLISZJ,X,O,O,X,O,X
OTLIZJS,O,X,O,X,O,O
OTLIZSJ,X,O,O,X,O,O
OTLJISZ,X,X,X,O,O,X
OTLJIZS,X,X,X,X,O,O
OTLJSIZ,X,X,X,O,O,X
OTLJSZI,X,X,O,O,X,X
OTLJZIS,X,X,O,X,O,O
OTLJZSI,X,X,O,X,X,O
OTLSIJZ,X,O,X,X,O,X
OTLSIZJ,O,O,O,X,O,X
OTLSJIZ,X,O,X,O,O,X
OTLSJZI,X,X,O,O,X,X
OTLSZIJ,O,O,O,X,X,X
OTLSZJI,O,X,O,O,X,X
OTLZIJS,O,X,O,X,O,O
OTLZISJ,X,X,O,X,O,O
OTLZJIS,O,X,O,X,O,O
OTLZJSI,O,X,O,X,X,O
OTLZSIJ,O,X,O,X,X,O
OTLZSJI,O,X,O,X,X,O
OTJILSZ,X,X,X,O,O,X
OTJILZS,X,X,X,X,O,O
OTJISLZ,X,O,X,O,X,X
OTJISZL,X,O,X,O,X,O
OTJIZLS,X,X,X,X,X,O
OTJIZSL,X,O,X,O,X,O
OTJLISZ,X,X,X,O,O,X
OTJLIZS,X,X,X,X,O,O
OTJLSIZ,X,X,X,O,O,X
OTJLSZI,X,X,X,O,X,X
OTJLZIS,X,X,X,X,O,O
OTJLZSI,X,X,X,X,X,O
OTJSILZ,X,O,X,O,X,X
OTJSIZL,X,O,X,O,X,O
OTJSLIZ,X,O,X,O,X,X
OTJSLZI,X,X,X,O,X,X
OTJSZIL,X,X,X,O,X,O
OTJSZLI,X,X,X,O,X,O
OTJZILS,X,X,X,X,X,O
OTJZISL,X,X,X,O,X,O
OTJZLIS,X,X,X,X,X,O
OTJZLSI,X,X,X,X,X,O
OTJZSIL,X,X,X,O,X,O
OTJZSLI,X,X,X,O,X,O
OTSILJZ,X,O,X,X,X,X
OTSILZJ,O,O,X,X,X,X
OTSIJLZ,X,O,X,O,X,X
OTSIJZL,X,O,X,O,X,O
OTSIZLJ,O,O,X,X,X,O
OTSIZJL,O,O,X,O,X,O
OTSLIJZ,X,O,X,X,X,X
OTSLIZJ,O,O,O,X,X,X
OTSLJIZ,X,O,X,O,X,X
OTSLJZI,X,X,O,O,X,X
OTSLZIJ,O,O,O,X,X,X
OTSLZJI,O,X,O,O,X,X
OTSJILZ,X,O,X,O,X,X
OTSJIZL,X,O,X,O,X,O
OTSJLIZ,X,O,X,O,X,X
OTSJLZI,X,X,X,O,X,X
OTSJZIL,X,X,X,O,X,O
OTSJZLI,X,X,X,O,X,O
OTSZILJ,O,O,O,X,X,O
OTSZIJL,O,O,X,O,X,O
OTSZLIJ,O,O,O,X,X,O
OTSZLJI,O,X,O,O,X,O
OTSZJIL,O,X,X,O,X,O
OTSZJLI,O,X,X,O,X,O
OTZILJS,O,X,O,X,X,O
OTZILSJ,X,O,O,X,X,O
OTZIJLS,O,X,X,X,X,O
OTZIJSL,X,O,X,X,X,O
OTZISLJ,X,O,X,X,X,O
OTZISJL,X,O,X,X,X,O
OTZLIJS,O,X,O,X,X,O
OTZLISJ,X,X,O,X,X,O
OTZLJIS,O,X,O,X,X,O
OTZLJSI,O,X,O,X,X,O
OTZLSIJ,O,X,O,X,X,O
OTZLSJI,O,X,O,X,X,O
OTZJILS,O,X,X,X,X,O
OTZJISL,X,X,X,O,X,O
OTZJLIS,O,X,X,X,X,O
OTZJLSI,O,X,X,X,X,O
OTZJSIL,O,X,X,O,X,O
OTZJSLI,O,X,X,O,X,O
OTZSILJ,O,O,O,X,X,O
OTZSIJL,O,O,X,O,X,O
OTZSLIJ,O,O,O,X,X,O
OTZSLJI,O,X,O,O,X,O
OTZSJIL,O,X,X,O,X,O
OTZSJLI,O,X,X,O,X,O
OITLJSZ,X,X,X,X,O,X
OITLJZS,X,X,X,X,O,O
OITLSJZ,X,O,X,X,O,X
OITLSZJ,X,O,X,X,O,X
OITLZJS,O,X,X,X,O,O
OITLZSJ,X,O,X,X,O,O
OITJLSZ,X,X,X,O,O,X
OITJLZS,X,X,X,X,O,O
OITJSLZ,X,O,X,O,X,X
OITJSZL,X,O,X,O,X,O
OITJZLS,X,X,X,X,X,O
OITJZSL,X,O,X,O,X,O
OITSLJZ,X,O,X,X,X,X
OITSLZJ,X,O,X,X,X,X
OITSJLZ,X,O,X,O,X,X
OITSJZL,X,O,X,O,X,O
OITSZLJ,X,O,X,X,X,O
OITSZJL,X,O,X,O,X,O
OITZLJS,O,X,X,X,X,O
OITZLSJ,X,O,X,X,X,O
OITZJLS,O,X,X,X,X,O
OITZJSL,X,O,X,X,X,O
OITZSLJ,X,O,X,X,X,O
OITZSJL,X,O,X,X,X,O
OILTJSZ,X,X,X,X,O,X
OILTJZS,X,X,X,X,O,O
OILTSJZ,X,O,X,X,O,X
OILTSZJ,X,O,X,X,O,X
OILTZJS,O,X,X,X,O,O
OILTZSJ,X,O,X,X,O,O
OILJTSZ,X,X,X,X,O,X
OILJTZS,X,X,X,X,O,O
OILJSTZ,X,X,X,X,O,X
OILJSZT,X,X,X,X,O,X
OILJZTS,O,X,X,X,O,X
OILJZST,O,X,X,X,O,X
OILSTJZ,X,O,X,X,O,X
OILSTZJ,O,O,X,X,O,X
OILSJTZ,X,O,X,X,O,X
OILSJZT,O,O,X,X,O,X
OILSZTJ,O,O,X,X,O,X
OILSZJT,O,O,X,X,O,X
OILZTJS,O,X,X,X,O,X
OILZTSJ,X,O,X,X,O,X
OILZJTS,O,X,X,X,O,X
OILZJST,O,X,X,X,O,X
OILZSTJ,O,O,X,X,O,X
OILZSJT,O,O,X,X,O,X
OIJTLSZ,X,X,X,O,O,X
OIJTLZS,X,X,X,X,O,O
OIJTSLZ,X,O,X,O,X,X
OIJTSZL,X,O,X,O,X,O
OIJTZLS,X,X,X,X,X,O
OIJTZSL,X,O,X,O,X,O
OIJLTSZ,X,X,X,O,O,X
OIJLTZS,X,X,X,X,O,O
OIJLSTZ,X,X,X,O,O,X
OIJLSZT,X,X,X,O,O,X
OIJLZTS,O,X,X,X,O,X
OIJLZST,O,X,X,X,O,X
OIJSTLZ,X,O,X,O,X,X
OIJSTZL,X,O,X,O,X,O
OIJSLTZ,X,O,X,O,X,X
OIJSLZT,X,O,X,O,X,X
OIJSZTL,X,O,X,O,X,O
OIJSZLT,X,O,X,O,X,X
OIJZTLS,O,X,X,X,X,O
OIJZTSL,X,O,X,O,X,O
OIJZLTS,O,X,X,X,X,X
OIJZLST,O,X,X,X,X,X
OIJZSTL,X,O,X,O,X,O
OIJZSLT,O,O,X,O,X,X
OISTLJZ,X,O,X,X,X,X
OISTLZJ,O,O,X,X,X,X
OISTJLZ,X,O,X,O,X,X
OISTJZL,X,O,X,O,X,O
OISTZLJ,O,O,X,X,X,O
OISTZJL,O,O,X,O,X,O
OISLTJZ,X,O,X,X,X,X
OISLTZJ,O,O,X,X,X,X
OISLJTZ,X,O,X,X,X,X
OISLJZT,O,O,X,X,X,X
OISLZTJ,O,O,X,X,X,X
OISLZJT,O,O,X,X,X,X
OISJTLZ,X,O,X,O,X,X
OISJTZL,X,O,X,O,X,O
OISJLTZ,X,O,X,O,X,X
OISJLZT,O,O,X,O,X,X
OISJZTL,O,O,X,O,X,O
OISJZLT,O,O,X,O,X,X
OISZTLJ,O,O,X,X,X,O
OISZTJL,O,O,X,O,X,O
OISZLTJ,O,O,X,X,X,X
OISZLJT,O,O,X,X,X,X
OISZJTL,O,O,X,O,X,O
OISZJLT,O,O,X,O,X,X
OIZTLJS,O,X,X,X,X,O
OIZTLSJ,X,O,X,X,X,O
OIZTJLS,O,X,X,X,X,O
OIZTJSL,X,O,X,X,X,O
OIZTSLJ,X,O,X,X,X,O
OIZTSJL,X,O,X,X,X,O
OIZLTJS,O,X,X,X,X,X
OIZLTSJ,X,O,X,X,X,X
OIZLJTS,O,X,X,X,X,X
OIZLJST,O,X,X,X,X,X
OIZLSTJ,O,O,X,X,X,X
OIZLSJT,O,O,X,X,X,X
OIZJTLS,O,X,X,X,X,O
OIZJTSL,X,O,X,X,X,O
OIZJLTS,O,X,X,X,X,X
OIZJLST,O,X,X,X,X,X
OIZJSTL,O,O,X,X,X,O
OIZJSLT,O,O,X,X,X,X
OIZSTLJ,O,O,X,X,X,O
OIZSTJL,O,O,X,X,X,O
OIZSLTJ,O,O,X,X,X,X
OIZSLJT,O,O,X,X,X,X
OIZSJTL,O,O,X,X,X,O
OIZSJLT,O,O,X,X,X,X
OLTIJSZ,X,X,X,X,O,X
OLTIJZS,X,X,X,X,O,O
OLTISJZ,X,O,X,X,O,X
OLTISZJ,X,O,O,X,O,X
OLTIZJS,O,X,O,X,O,O
OLTIZSJ,X,O,O,X,O,O
OLTJISZ,X,X,X,O,O,X
OLTJIZS,X,X,X,X,O,O
OLTJSIZ,X,X,X,O,O,X
OLTJSZI,X,X,O,O,X,X
OLTJZIS,X,X,O,X,O,O
OLTJZSI,X,X,O,X,X,O
OLTSIJZ,X,O,X,X,O,X
OLTSIZJ,O,O,O,X,O,X
OLTSJIZ,X,O,X,O,O,X
OLTSJZI,X,X,O,O,X,X
OLTSZIJ,O,O,O,X,X,X
OLTSZJI,O,X,O,O,X,X
OLTZIJS,O,X,O,X,O,O
OLTZISJ,X,X,O,X,O,O
OLTZJIS,O,X,O,X,O,O
OLTZJSI,O,X,O,X,X,O
OLTZSIJ,O,X,O,X,X,O
OLTZSJI,O,X,O,X,X,O
OLITJSZ,X,X,X,X,O,X
OLITJZS,X,X,X,X,O,O
OLITSJZ,X,O,X,X,O,X
OLITSZJ,X,O,O,X,O,X
OLITZJS,O,X,O,X,O,O
OLITZSJ,X,O,O,X,O,O
OLIJTSZ,X,X,X,X,O,X
OLIJTZS,X,X,X,X,O,O
OLIJSTZ,X,X,X,X,O,X
OLIJSZT,X,X,X,X,O,X
OLIJZTS,O,X,X,X,O,X
OLIJZST,O,X,X,X,O,X
OLISTJZ,X,O,X,X,O,X
OLISTZJ,O,O,O,X,O,X
OLISJTZ,X,O,X,X,O,X
OLISJZT,O,O,X,X,O,X
OLISZTJ,O,O,O,X,O,X
OLISZJT,O,O,O,X,O,X
OLIZTJS,O,X,O,X,O,X
OLIZTSJ,X,O,O,X,O,X
OLIZJTS,O,X,O,X,O,X
OLIZJST,O,X,O,X,O,X
OLIZSTJ,O,O,O,X,O,X
OLIZSJT,O,O,O,X,O,X
OLJTISZ,X,X,X,O,O,X
OLJTIZS,X,X,X,X,O,O
OLJTSIZ,X,X,X,O,O,X
OLJTSZI,X,X,O,O,X,X
OLJTZIS,X,X,O,X,O,O
OLJTZSI,X,X,O,X,X,O
OLJITSZ,X,X,X,O,O,X
OLJITZS,X,X,X,X,O,O
OLJISTZ,X,X,X,O,O,X
OLJISZT,X,X,X,O,O,X
OLJIZTS,O,X,X,X,O,X
OLJIZST,O,X,X,X,O,X
OLJSTIZ,X,X,X,O,O,X
OLJSTZI,X,X,O,O,X,X
OLJSITZ,X,X,X,O,O,X
OLJSIZT,O,X,X,O,O,X
OLJSZTI,O,X,O,O,X,O
OLJSZIT,O,X,O,O,X,X
OLJZTIS,O,X,O,X,O,O
OLJZTSI,O,X,O,X,X,O
OLJZITS,O,X,O,X,O,X
OLJZIST,O,X,O,X,O,X
OLJZSTI,O,X,O,X,X,O
OLJZSIT,O,X,O,X,X,X
OLSTIJZ,X,O,X,X,O,X
OLSTIZJ,O,O,O,X,O,X
OLSTJIZ,X,O,X,O,O,X
OLSTJZI,X,X,O,O,X,X
OLSTZIJ,O,O,O,X,X,X
OLSTZJI,O,X,O,O,X,X
OLSITJZ,X,O,X,X,O,X
OLSITZJ,O,O,O,X,O,X
OLSIJTZ,X,O,X,X,O,X
OLSIJZT,O,O,X,X,O,X
OLSIZTJ,O,O,O,X,O,X
OLSIZJT,O,O,O,X,O,X
OLSJTIZ,X,O,X,O,O,X
OLSJTZI,X,X,O,O,X,X
OLSJITZ,X,O,X,O,O,X
OLSJIZT,O,O,X,O,O,X
OLSJZTI,O,X,O,O,X,O
OLSJZIT,O,X,O,O,X,X
OLSZTIJ,O,O,O,X,X,O
OLSZTJI,O,X,O,O,X,O
OLSZITJ,O,O,O,X,X,X
OLSZIJT,O,O,O,X,X,X
OLSZJTI,O,X,O,O,X,O
OLSZJIT,O,X,O,O,X,X
OLZTIJS,O,X,O,X,O,O
OLZTISJ,X,X,O,X,O,O
OLZTJIS,O,X,O,X,O,O
OLZTJSI,O,X,O,X,X,O
OLZTSIJ,O,X,O,X,X,O
OLZTSJI,O,X,O,X,X,O
OLZITJS,O,X,O,X,O,X
OLZITSJ,X,X,O,X,O,X
OLZIJTS,O,X,O,X,O,X
OLZIJST,O,X,O,X,O,X
OLZISTJ,O,X,O,X,O,X
OLZISJT,O,X,O,X,O,X
OLZJTIS,O,X,O,X,O,O
OLZJTSI,O,X,O,X,X,O
OLZJITS,O,X,O,X,O,X
OLZJIST,O,X,O,X,O,X
OLZJSTI,O,X,O,X,X,O
OLZJSIT,O,X,O,X,X,X
OLZSTIJ,O,X,O,X,X,O
OLZSTJI,O,X,O,X,X,O
OLZSITJ,O,X,O,X,X,X
OLZSIJT,O,X,O,X,X,X
OLZSJTI,O,X,O,X,X,O
OLZSJIT,O,X,O,X,X,X
OJTILSZ,X,X,X,O,O,X
OJTILZS,X,X,X,X,O,O
OJTISLZ,X,O,X,O,X,X
OJTISZL,X,O,X,O,X,O
OJTIZLS,X,X,X,X,X,O
OJTIZSL,X,O,X,O,X,O
OJTLISZ,X,X,X,O,O,X
OJTLIZS,X,X,X,X,O,O
OJTLSIZ,X,X,X,O,O,X
OJTLSZI,X,X,X,O,X,X
OJTLZIS,X,X,X,X,O,O
OJTLZSI,X,X,X,X,X,O
OJTSILZ,X,O,X,O,X,X
OJTSIZL,X,O,X,O,X,O
OJTSLIZ,X,O,X,O,X,X
OJTSLZI,X,X,X,O,X,X
OJTSZIL,X,X,X,O,X,O
OJTSZLI,X,X,X,O,X,O
OJTZILS,X,X,X,X,X,O
OJTZISL,X,X,X,O,X,O
OJTZLIS,X,X,X,X,X,O
OJTZLSI,X,X,X,X,X,O
OJTZSIL,X,X,X,O,X,O
OJTZSLI,X,X,X,O,X,O
OJITLSZ,X,X,X,O,O,X
OJITLZS,X,X,X,X,O,O
OJITSLZ,X,O,X,O,X,X
OJITSZL,X,O,X,O,X,O
OJITZLS,X,X,X,X,X,O
OJITZSL,X,O,X,O,X,O
OJILTSZ,X,X,X,O,O,X
OJILTZS,X,X,X,X,O,O
OJILSTZ,X,X,X,O,O,X
OJILSZT,X,X,X,O,O,X
OJILZTS,O,X,X,X,O,X
OJILZST,O,X,X,X,O,X
OJISTLZ,X,O,X,O,X,X
OJISTZL,X,O,X,O,X,O
OJISLTZ,X,O,X,O,X,X
OJISLZT,X,O,X,O,X,X
OJISZTL,X,O,X,O,X,O
OJISZLT,X,O,X,O,X,X
OJIZTLS,O,X,X,X,X,O
OJIZTSL,X,O,X,O,X,O
OJIZLTS,O,X,X,X,X,X
OJIZLST,O,X,X,X,X,X
OJIZSTL,X,O,X,O,X,O
OJIZSLT,O,O,X,O,X,X
OJLTISZ,X,X,X,O,O,X
OJLTIZS,X,X,X,X,O,O
OJLTSIZ,X,X,X,O,O,X
OJLTSZI,X,X,X,O,X,X
OJLTZIS,X,X,X,X,O,O
OJLTZSI,X,X,X,X,X,O
OJLITSZ,X,X,X,O,O,X
OJLITZS,X,X,X,X,O,O
OJLISTZ,X,X,X,O,O,X
OJLISZT,X,X,X,O,O,X
OJLIZTS,O,X,X,X,O,X
OJLIZST,O,X,X,X,O,X
OJLSTIZ,X,X,X,O,O,X
OJLSTZI,X,X,X,O,X,X
OJLSITZ,X,X,X,O,O,X
OJLSIZT,O,X,X,O,O,X
OJLSZTI,O,X,X,O,X,O
OJLSZIT,O,X,X,O,X,X
OJLZTIS,O,X,X,X,O,O
OJLZTSI,O,X,X,X,X,O
OJLZITS,O,X,X,X,O,X
OJLZIST,O,X,X,X,O,X
OJLZSTI,O,X,X,X,X,O
OJLZSIT,O,X,X,X,X,X
OJSTILZ,X,O,X,O,X,X
OJSTIZL,X,O,X,O,X,O
OJSTLIZ,X,O,X,O,X,X
OJSTLZI,X,X,X,O,X,X
OJSTZIL,X,X,X,O,X,O
OJSTZLI,X,X,X,O,X,O
OJSITLZ,X,O,X,O,X,X
OJSITZL,X,O,X,O,X,O
