sequence,v115@FhB8HeB8EeA8BeC8DeB8AeB8Jem/IvhFUhBanB5nBT?kBfrBVvB,v115@FhB8HeB8EeA8BeC8DeB8AeB8JeT/IvhFlgBanB5nB/?qBOrB0pB,v115@FhB8HeB8EeA8BeC8DeB8AeB8JeUBJvhFanB5nB/pBF?lBzqBmpB,v115@FhB8HeB8EeA8BeC8DeB8AeB8Je0/IvhFlgBanB5nB/?pBOrBTqB,v115@FhB8HeB8EeA8BeC8DeB8AeB8JeT/IvhFanB5nB/qBF?mB0pBmqB,v115@FhB8HeB8EeA8BeC8DeB8AeB8JeaHJvhF5nBTkB/qBF?mB0pBmqB,v115@FhB8HeB8EeA8BeC8DeB8AeB8JeOEJvhF8kBanB5nBF?mBXqBzqB,v115@FhB8HeB8EeA8BeC8DeB8AeB8JeyEJvhFGiBFmB/sBx?pB0pBzqB,v115@FhB8HeB8EeA8BeC8DeB8AeB8JeKEJvhFRgBGiBFmB/?sB0qBzpB,v115@FhB8HeB8EeA8BeC8DeB8AeB8Jex/IvhF/pBUlBFmBT?nByvBGsB
LSZOTIJ,X,O,O,O,O,O,O,X,O,O
LSZOTJI,X,O,O,O,O,X,O,X,O,O
LSZOITJ,X,O,O,O,O,O,O,X,X,O
LSZOIJT,X,O,O,O,O,X,O,X,X,X
LSZOJTI,X,O,O,O,O,X,O,X,O,X
LSZOJIT,X,O,O,O,O,X,O,X,X,X
LSOTIJZ,O,X,O,O,X,O,X,X,X,X
LSOTIZJ,O,O,O,O,O,O,O,X,X,X
LSOTJIZ,O,X,O,O,X,O,X,X,X,X
LSOTJZI,O,X,O,O,X,X,X,X,X,X
LSOTZIJ,O,O,O,O,O,O,O,X,X,O
LSOTZJI,O,O,O,O,O,X,O,X,X,O
LSOITJZ,O,X,O,O,X,O,X,X,X,X
LSOITZJ,O,O,O,O,O,O,O,X,X,X
LSOIJTZ,O,X,O,O,X,O,X,X,X,X
LSOIJZT,X,X,O,O,X,X,X,X,X,X
LSOIZTJ,X,O,O,O,O,O,O,X,X,O
LSOIZJT,X,O,O,O,O,X,O,X,X,X
LSOJTIZ,O,X,O,O,X,O,X,X,X,X
LSOJTZI,O,X,O,O,X,X,X,X,X,X
LSOJITZ,O,X,O,O,X,O,X,X,X,X
LSOJIZT,X,X,O,O,X,X,X,X,X,X
LSOJZTI,X,X,O,O,X,X,X,X,O,X
LSOJZIT,X,X,O,O,X,X,X,X,X,X
LSOZTIJ,X,O,O,O,O,O,O,X,O,O
LSOZTJI,X,O,O,O,O,X,O,X,O,O
LSOZITJ,X,O,O,O,O,O,O,X,X,O
LSOZIJT,X,O,O,O,O,X,O,X,X,X
LSOZJTI,X,O,O,O,O,X,O,X,O,X
LSOZJIT,X,O,O,O,O,X,O,X,X,X
LZTIJSO,O,O,X,X,X,X,X,X,O,X
LZTIJOS,X,O,X,X,X,X,X,X,X,X
LZTISJO,O,O,X,X,O,X,O,X,O,X
LZTISOJ,O,O,X,X,O,O,O,X,O,X
LZTIOJS,O,O,X,X,X,X,X,X,X,X
LZTIOSJ,O,O,O,X,O,X,X,X,O,X
LZTJISO,O,O,X,X,X,X,X,X,O,X
LZTJIOS,X,O,X,X,X,X,X,X,X,X
LZTJSIO,O,O,X,X,X,X,X,X,O,X
LZTJSOI,O,O,X,X,X,X,X,X,O,X
LZTJOIS,X,O,X,X,X,X,X,X,X,X
LZTJOSI,X,O,X,X,X,X,X,X,X,X
LZTSIJO,O,O,X,X,O,X,O,X,O,X
LZTSIOJ,O,O,X,X,O,O,O,X,O,X
LZTSJIO,O,O,X,X,O,X,O,X,O,X
LZTSJOI,O,O,X,X,O,X,O,X,O,X
LZTSOIJ,O,O,X,X,O,O,O,X,O,X
LZTSOJI,O,O,X,X,O,X,O,X,O,X
LZTOIJS,O,O,X,X,X,X,X,X,X,X
LZTOISJ,O,O,O,X,O,X,X,X,O,X
LZTOJIS,O,O,X,X,X,X,X,X,X,X
LZTOJSI,O,O,X,X,X,X,X,X,X,X
LZTOSIJ,O,O,O,X,O,X,X,X,O,X
LZTOSJI,O,O,O,X,O,X,X,X,O,X
LZITJSO,O,O,X,X,X,X,X,X,O,X
LZITJOS,X,O,X,X,X,X,X,X,X,X
LZITSJO,O,O,X,X,O,X,O,X,O,X
LZITSOJ,O,O,X,X,O,O,O,X,O,X
LZITOJS,O,O,X,X,X,X,X,X,X,X
LZITOSJ,O,O,O,X,O,X,X,X,O,X
LZIJTSO,X,O,X,O,X,X,X,X,X,X
LZIJTOS,X,O,X,O,X,X,X,X,X,X
LZIJSTO,X,O,X,O,O,X,X,X,X,X
LZIJSOT,X,O,X,O,O,X,X,X,X,X
LZIJOTS,X,O,X,O,X,X,X,X,X,X
LZIJOST,X,O,O,O,O,X,X,X,X,X
LZISTJO,X,O,X,O,O,X,O,X,O,X
LZISTOJ,X,O,X,O,O,O,O,X,O,X
LZISJTO,X,O,X,O,O,X,O,X,O,X
LZISJOT,X,O,X,O,O,X,O,X,X,X
LZISOTJ,X,O,O,O,O,O,O,X,X,X
LZISOJT,X,O,O,O,O,X,O,X,X,X
LZIOTJS,O,O,X,X,X,X,X,X,X,X
LZIOTSJ,O,O,O,O,O,X,X,X,X,X
LZIOJTS,O,O,X,X,X,X,X,X,X,X
LZIOJST,X,O,O,X,O,X,X,X,X,X
LZIOSTJ,X,O,O,O,O,O,X,X,X,X
LZIOSJT,X,O,O,O,O,X,X,X,X,X
LZJTISO,X,O,X,O,X,X,X,X,O,X
LZJTIOS,X,O,X,O,X,X,X,X,X,X
LZJTSIO,X,O,X,O,X,X,X,X,O,X
LZJTSOI,X,O,X,O,X,X,X,X,O,X
LZJTOIS,X,O,X,O,X,X,X,X,X,X
LZJTOSI,X,O,X,O,X,X,X,X,X,X
LZJITSO,X,O,X,O,X,X,X,X,X,X
LZJITOS,X,O,X,O,X,X,X,X,X,X
LZJISTO,X,O,X,O,O,X,X,X,X,X
LZJISOT,X,O,X,O,O,X,X,X,X,X
LZJIOTS,X,O,X,O,X,X,X,X,X,X
LZJIOST,X,O,O,O,O,X,X,X,X,X
LZJSTIO,X,O,X,O,O,X,X,X,O,X
LZJSTOI,X,O,X,O,O,X,X,X,O,X
LZJSITO,X,O,X,O,O,X,X,X,O,X
LZJSIOT,X,O,X,O,O,X,X,X,X,X
LZJSOTI,X,O,X,O,O,X,X,X,O,X
LZJSOIT,X,O,X,O,O,X,X,X,X,X
LZJOTIS,X,O,X,O,X,X,X,X,X,X
LZJOTSI,X,O,X,O,X,X,X,X,X,X
LZJOITS,X,O,X,O,X,X,X,X,X,X
LZJOIST,X,O,O,O,O,X,X,X,X,X
LZJOSTI,X,O,O,O,O,X,X,X,X,X
LZJOSIT,X,O,O,O,O,X,X,X,X,X
LZSTIJO,X,O,X,O,O,X,O,X,O,X
LZSTIOJ,X,O,X,O,O,O,O,X,O,X
LZSTJIO,X,O,X,O,O,X,O,X,O,X
LZSTJOI,X,O,X,O,O,X,O,X,O,X
LZSTOIJ,X,O,X,O,O,O,O,X,O,X
LZSTOJI,X,O,X,O,O,X,O,X,O,X
LZSITJO,X,O,X,O,O,X,O,X,O,X
LZSITOJ,X,O,X,O,O,O,O,X,O,X
LZSIJTO,X,O,X,O,O,X,O,X,O,X
LZSIJOT,X,O,X,O,O,X,O,X,X,X
LZSIOTJ,X,O,O,O,O,O,O,X,X,X
LZSIOJT,X,O,O,O,O,X,O,X,X,X
LZSJTIO,X,O,X,O,O,X,O,X,O,X
LZSJTOI,X,O,X,O,O,X,O,X,O,X
LZSJITO,X,O,X,O,O,X,O,X,O,X
LZSJIOT,X,O,X,O,O,X,O,X,X,X
LZSJOTI,X,O,X,O,O,X,O,X,O,X
LZSJOIT,X,O,X,O,O,X,O,X,X,X
LZSOTIJ,X,O,O,O,O,O,O,X,O,X
LZSOTJI,X,O,O,O,O,X,O,X,O,X
LZSOITJ,X,O,O,O,O,O,O,X,X,X
LZSOIJT,X,O,O,O,O,X,O,X,X,X
LZSOJTI,X,O,O,O,O,X,O,X,O,X
LZSOJIT,X,O,O,O,O,X,O,X,X,X
LZOTIJS,O,O,X,X,X,X,X,X,X,X
LZOTISJ,O,O,O,O,O,X,X,X,O,X
LZOTJIS,O,O,X,X,X,X,X,X,X,X
LZOTJSI,O,O,X,X,X,X,X,X,X,X
LZOTSIJ,O,O,O,O,O,X,X,X,O,X
LZOTSJI,O,O,O,O,O,X,X,X,O,X
LZOITJS,O,O,X,X,X,X,X,X,X,X
LZOITSJ,O,O,O,O,O,X,X,X,X,X
LZOIJTS,O,O,X,X,X,X,X,X,X,X
LZOIJST,X,O,O,X,O,X,X,X,X,X
LZOISTJ,X,O,O,O,O,O,X,X,X,X
LZOISJT,X,O,O,O,O,X,X,X,X,X
LZOJTIS,O,O,X,X,X,X,X,X,X,X
LZOJTSI,O,O,X,X,X,X,X,X,X,X
LZOJITS,O,O,X,X,X,X,X,X,X,X
LZOJIST,X,O,O,X,O,X,X,X,X,X
LZOJSTI,X,O,O,X,O,X,X,X,X,X
LZOJSIT,X,O,O,X,O,X,X,X,X,X
LZOSTIJ,X,O,O,O,O,O,X,X,O,X
LZOSTJI,X,O,O,O,O,X,X,X,O,X
LZOSITJ,X,O,O,O,O,O,X,X,X,X
LZOSIJT,X,O,O,O,O,X,X,X,X,X
LZOSJTI,X,O,O,O,O,X,X,X,O,X
LZOSJIT,X,O,O,O,O,X,X,X,X,X
LOTIJSZ,O,X,X,O,X,X,X,X,X,X
LOTIJZS,O,X,X,X,X,X,X,X,X,X
LOTISJZ,O,X,O,O,X,O,X,X,X,X
LOTISZJ,O,X,O,O,O,O,O,X,X,X
LOTIZJS,O,X,X,X,X,X,X,X,X,X
LOTIZSJ,O,X,O,O,X,X,X,X,X,X
LOTJISZ,O,X,X,O,X,X,X,X,X,X
LOTJIZS,O,X,X,X,X,X,X,X,X,X
LOTJSIZ,O,X,X,O,X,X,X,X,X,X
LOTJSZI,O,X,X,O,X,X,X,X,X,X
LOTJZIS,O,X,X,X,X,X,X,X,X,X
LOTJZSI,O,X,X,X,X,X,X,X,X,X
LOTSIJZ,O,X,O,O,X,O,X,X,X,X
LOTSIZJ,O,X,O,O,O,O,O,X,X,X
LOTSJIZ,O,X,O,O,X,O,X,X,X,X
LOTSJZI,O,X,O,O,X,X,X,X,X,X
LOTSZIJ,O,X,O,O,O,O,O,X,X,O
LOTSZJI,O,X,O,O,O,X,O,X,X,O
LOTZIJS,O,X,X,X,X,X,X,X,X,X
LOTZISJ,O,X,O,O,X,X,X,X,X,X
LOTZJIS,O,X,X,X,X,X,X,X,X,X
LOTZJSI,O,X,X,X,X,X,X,X,X,X
LOTZSIJ,O,X,O,O,X,X,X,X,X,X
LOTZSJI,O,X,O,O,X,X,X,X,X,X
LOITJSZ,O,X,X,O,X,X,X,X,X,X
LOITJZS,O,X,X,X,X,X,X,X,X,X
LOITSJZ,O,X,O,O,X,O,X,X,X,X
LOITSZJ,O,X,O,O,O,O,O,X,X,X
LOITZJS,O,X,X,X,X,X,X,X,X,X
LOITZSJ,O,X,O,O,X,X,X,X,X,X
LOIJTSZ,O,O,X,O,X,X,X,X,X,X
LOIJTZS,O,X,X,O,X,X,X,X,X,X
LOIJSTZ,O,O,O,O,X,O,X,X,X,X
LOIJSZT,X,O,O,O,X,X,X,X,X,X
LOIJZTS,O,O,X,O,X,X,X,X,X,X
LOIJZST,X,O,O,O,X,X,X,X,X,X
LOISTJZ,O,X,O,O,X,O,X,X,X,X
LOISTZJ,O,O,O,O,O,O,O,X,X,X
LOISJTZ,O,X,O,O,X,O,X,X,X,X
LOISJZT,X,X,O,O,X,X,X,X,X,X
LOISZTJ,X,O,O,O,O,O,O,X,X,X
LOISZJT,X,O,O,O,O,X,O,X,X,X
LOIZTJS,O,O,X,X,X,X,X,X,X,X
LOIZTSJ,O,O,O,O,O,X,X,X,X,X
LOIZJTS,O,O,X,X,X,X,X,X,X,X
LOIZJST,X,O,O,X,O,X,X,X,X,X
LOIZSTJ,X,O,O,O,O,O,X,X,X,X
LOIZSJT,X,O,O,O,O,X,X,X,X,X
LOJTISZ,O,O,X,O,X,X,X,X,X,X
LOJTIZS,O,X,X,O,X,X,X,X,X,X
LOJTSIZ,O,O,X,O,X,X,X,X,X,X
LOJTSZI,O,O,X,O,X,X,X,X,X,X
LOJTZIS,O,X,X,O,X,X,X,X,X,X
LOJTZSI,O,X,X,O,X,X,X,X,X,X
LOJITSZ,O,O,X,O,X,X,X,X,X,X
LOJITZS,O,X,X,O,X,X,X,X,X,X
LOJISTZ,O,O,O,O,X,O,X,X,X,X
LOJISZT,X,O,O,O,X,X,X,X,X,X
LOJIZTS,O,O,X,O,X,X,X,X,X,X
LOJIZST,X,O,O,O,X,X,X,X,X,X
LOJSTIZ,O,O,O,O,X,O,X,X,X,X
LOJSTZI,O,O,O,O,X,X,X,X,X,X
LOJSITZ,O,O,O,O,X,O,X,X,X,X
LOJSIZT,X,O,O,O,X,X,X,X,X,X
LOJSZTI,X,O,O,O,X,X,X,X,X,X
LOJSZIT,X,O,O,O,X,X,X,X,X,X
LOJZTIS,O,O,X,O,X,X,X,X,X,X
LOJZTSI,O,O,X,O,X,X,X,X,X,X
LOJZITS,O,O,X,O,X,X,X,X,X,X
LOJZIST,X,O,O,O,X,X,X,X,X,X
LOJZSTI,X,O,O,O,X,X,X,X,X,X
LOJZSIT,X,O,O,O,X,X,X,X,X,X
LOSTIJZ,O,X,O,O,X,O,X,X,X,X
LOSTIZJ,O,O,O,O,O,O,O,X,X,X
LOSTJIZ,O,X,O,O,X,O,X,X,X,X
LOSTJZI,O,X,O,O,X,X,X,X,X,X
LOSTZIJ,O,O,O,O,O,O,O,X,X,O
LOSTZJI,O,O,O,O,O,X,O,X,X,O
LOSITJZ,O,X,O,O,X,O,X,X,X,X
LOSITZJ,O,O,O,O,O,O,O,X,X,X
LOSIJTZ,O,X,O,O,X,O,X,X,X,X
LOSIJZT,X,X,O,O,X,X,X,X,X,X
LOSIZTJ,X,O,O,O,O,O,O,X,X,O
LOSIZJT,X,O,O,O,O,X,O,X,X,X
LOSJTIZ,O,X,O,O,X,O,X,X,X,X
LOSJTZI,O,X,O,O,X,X,X,X,X,X
LOSJITZ,O,X,O,O,X,O,X,X,X,X
LOSJIZT,X,X,O,O,X,X,X,X,X,X
LOSJZTI,X,X,O,O,X,X,X,X,O,X
LOSJZIT,X,X,O,O,X,X,X,X,X,X
LOSZTIJ,X,O,O,O,O,O,O,X,O,O
LOSZTJI,X,O,O,O,O,X,O,X,O,O
LOSZITJ,X,O,O,O,O,O,O,X,X,O
LOSZIJT,X,O,O,O,O,X,O,X,X,X
LOSZJTI,X,O,O,O,O,X,O,X,O,X
LOSZJIT,X,O,O,O,O,X,O,X,X,X
LOZTIJS,O,O,X,X,X,X,X,X,X,X
LOZTISJ,O,O,O,O,O,X,X,X,O,X
LOZTJIS,O,O,X,X,X,X,X,X,X,X
LOZTJSI,O,O,X,X,X,X,X,X,X,X
LOZTSIJ,O,O,O,O,O,X,X,X,O,X
LOZTSJI,O,O,O,O,O,X,X,X,O,X
LOZITJS,O,O,X,X,X,X,X,X,X,X
LOZITSJ,O,O,O,O,O,X,X,X,X,X
LOZIJTS,O,O,X,X,X,X,X,X,X,X
LOZIJST,X,O,O,X,O,X,X,X,X,X
LOZISTJ,X,O,O,O,O,O,X,X,X,X
LOZISJT,X,O,O,O,O,X,X,X,X,X
LOZJTIS,O,O,X,X,X,X,X,X,X,X
LOZJTSI,O,O,X,X,X,X,X,X,X,X
LOZJITS,O,O,X,X,X,X,X,X,X,X
LOZJIST,X,O,O,X,O,X,X,X,X,X
LOZJSTI,X,O,O,X,O,X,X,X,X,X
LOZJSIT,X,O,O,X,O,X,X,X,X,X
LOZSTIJ,X,O,O,O,O,O,X,X,O,X
LOZSTJI,X,O,O,O,O,X,X,X,O,X
LOZSITJ,X,O,O,O,O,O,X,X,X,X
LOZSIJT,X,O,O,O,O,X,X,X,X,X
LOZSJTI,X,O,O,O,O,X,X,X,O,X
LOZSJIT,X,O,O,O,O,X,X,X,X,X
JTILSZO,O,O,X,O,O,X,O,O,X,X
JTILSOZ,O,O,X,O,X,O,X,O,X,X
JTILZSO,O,O,X,O,X,X,X,X,X,X
JTILZOS,X,O,X,O,X,X,X,X,X,X
JTILOSZ,O,O,X,O,X,X,X,X,X,X
JTILOZS,O,X,X,O,X,X,X,X,X,X
JTISLZO,O,O,X,O,O,X,O,O,X,X
JTISLOZ,O,O,X,O,X,O,X,O,X,X
JTISZLO,O,O,X,O,O,X,O,O,X,X
JTISZOL,O,O,X,O,O,X,O,X,X,X
JTISOLZ,O,O,X,O,X,O,X,O,X,X
JTISOZL,O,O,X,O,X,X,X,X,X,X
JTIZLSO,O,O,X,O,X,X,X,X,X,X
JTIZLOS,X,O,X,O,X,X,X,X,X,X
JTIZSLO,O,O,X,O,X,X,X,X,X,X
JTIZSOL,O,O,X,O,X,X,X,X,X,X
JTIZOLS,X,O,X,O,X,X,X,X,X,X
JTIZOSL,X,O,X,O,X,X,X,X,X,X
JTIOLSZ,O,O,X,O,X,X,X,X,X,X
JTIOLZS,O,X,X,O,X,X,X,X,X,X
JTIOSLZ,O,O,X,O,X,X,X,X,X,X
JTIOSZL,O,O,X,O,X,X,X,X,X,X
JTIOZLS,O,X,X,O,X,X,X,X,X,X
JTIOZSL,O,X,X,O,X,X,X,X,X,X
JTLISZO,O,O,X,O,O,X,O,X,X,X
JTLISOZ,O,O,X,O,X,O,X,X,X,X
JTLIZSO,O,O,X,O,X,X,X,X,X,X
JTLIZOS,X,O,X,O,X,X,X,X,X,X
JTLIOSZ,O,O,X,O,X,X,X,X,X,X
JTLIOZS,O,X,X,O,X,X,X,X,X,X
JTLSIZO,O,O,X,O,O,X,O,X,X,X
JTLSIOZ,O,O,X,O,X,O,X,X,X,X
JTLSZIO,O,O,X,O,O,X,O,X,X,X
JTLSZOI,O,O,X,O,O,X,O,X,X,X
JTLSOIZ,O,O,X,O,X,O,X,X,X,X
JTLSOZI,O,O,X,O,X,X,X,X,X,X
JTLZISO,O,O,X,O,X,X,X,X,X,X
JTLZIOS,X,O,X,O,X,X,X,X,X,X
JTLZSIO,O,O,X,O,X,X,X,X,X,X
JTLZSOI,O,O,X,O,X,X,X,X,X,X
JTLZOIS,X,O,X,O,X,X,X,X,X,X
JTLZOSI,X,O,X,O,X,X,X,X,X,X
JTLOISZ,O,O,X,O,X,X,X,X,X,X
JTLOIZS,O,X,X,O,X,X,X,X,X,X
JTLOSIZ,O,O,X,O,X,X,X,X,X,X
JTLOSZI,O,O,X,O,X,X,X,X,X,X
JTLOZIS,O,X,X,O,X,X,X,X,X,X
JTLOZSI,O,X,X,O,X,X,X,X,X,X
JTSILZO,O,O,X,O,O,X,O,O,X,X
JTSILOZ,O,O,X,O,X,O,X,O,X,X
JTSIZLO,O,O,X,O,O,X,O,O,O,X
JTSIZOL,O,O,X,O,O,X,O,X,X,X
JTSIOLZ,O,O,X,O,X,O,X,O,X,X
JTSIOZL,O,O,X,O,X,X,X,X,X,X
JTSLIZO,O,O,X,O,O,X,O,O,X,X
JTSLIOZ,O,O,X,O,X,O,X,O,X,X
JTSLZIO,O,O,X,O,O,X,O,X,O,X
JTSLZOI,O,O,X,O,O,X,O,X,O,X
JTSLOIZ,O,O,X,O,X,O,X,X,X,X
JTSLOZI,O,O,X,O,X,X,X,X,X,X
JTSZILO,O,O,X,O,O,X,O,O,O,X
JTSZIOL,O,O,X,O,O,X,O,X,X,O
JTSZLIO,O,O,X,O,O,X,O,X,O,X
JTSZLOI,O,O,X,O,O,X,O,X,O,X
JTSZOIL,O,O,X,O,O,X,O,X,X,O
JTSZOLI,O,O,X,O,O,X,O,X,O,O
JTSOILZ,O,O,X,O,X,O,X,O,X,X
JTSOIZL,O,O,X,O,X,X,X,X,X,X
JTSOLIZ,O,O,X,O,X,O,X,X,X,X
JTSOLZI,O,O,X,O,X,X,X,X,X,X
JTSOZIL,O,O,X,O,X,X,X,X,X,O
JTSOZLI,O,O,X,O,X,X,X,X,O,O
JTZILSO,O,O,X,O,X,X,X,X,X,X
JTZILOS,X,O,X,O,X,X,X,X,X,X
JTZISLO,O,O,X,O,X,X,X,X,X,X
JTZISOL,O,O,X,O,X,X,X,X,X,X
JTZIOLS,X,O,X,O,X,X,X,X,X,X
JTZIOSL,X,O,X,O,X,X,X,X,X,X
JTZLISO,O,O,X,O,X,X,X,X,O,X
JTZLIOS,X,O,X,O,X,X,X,X,X,X
JTZLSIO,O,O,X,O,X,X,X,X,O,X
JTZLSOI,O,O,X,O,X,X,X,X,O,X
JTZLOIS,X,O,X,O,X,X,X,X,X,X
JTZLOSI,X,O,X,O,X,X,X,X,X,X
JTZSILO,O,O,X,O,X,X,X,X,O,X
JTZSIOL,O,O,X,O,X,X,X,X,X,X
JTZSLIO,O,O,X,O,X,X,X,X,O,X
JTZSLOI,O,O,X,O,X,X,X,X,O,X
JTZSOIL,O,O,X,O,X,X,X,X,X,X
JTZSOLI,O,O,X,O,X,X,X,X,O,X
JTZOILS,X,O,X,O,X,X,X,X,X,X
JTZOISL,X,O,X,O,X,X,X,X,X,X
JTZOLIS,X,O,X,O,X,X,X,X,X,X
JTZOLSI,X,O,X,O,X,X,X,X,X,X
JTZOSIL,X,O,X,O,X,X,X,X,X,X
JTZOSLI,X,O,X,O,X,X,X,X,X,X
JTOILSZ,O,O,X,O,X,X,X,X,X,X
JTOILZS,O,X,X,O,X,X,X,X,X,X
JTOISLZ,O,O,X,O,X,X,X,X,X,X
JTOISZL,O,O,X,O,X,X,X,X,X,X
JTOIZLS,O,X,X,O,X,X,X,X,X,X
JTOIZSL,O,X,X,O,X,X,X,X,X,X
JTOLISZ,O,O,X,O,X,X,X,X,X,X
JTOLIZS,O,X,X,O,X,X,X,X,X,X
JTOLSIZ,O,O,X,O,X,X,X,X,X,X
JTOLSZI,O,O,X,O,X,X,X,X,X,X
JTOLZIS,O,X,X,O,X,X,X,X,X,X
JTOLZSI,O,X,X,O,X,X,X,X,X,X
JTOSILZ,O,O,X,O,X,X,X,X,X,X
JTOSIZL,O,O,X,O,X,X,X,X,X,X
JTOSLIZ,O,O,X,O,X,X,X,X,X,X
JTOSLZI,O,O,X,O,X,X,X,X,X,X
JTOSZIL,O,O,X,O,X,X,X,X,X,O
JTOSZLI,O,O,X,O,X,X,X,X,X,O
JTOZILS,O,X,X,O,X,X,X,X,X,X
JTOZISL,O,X,X,O,X,X,X,X,X,X
JTOZLIS,O,X,X,O,X,X,X,X,X,X
JTOZLSI,O,X,X,O,X,X,X,X,X,X
JTOZSIL,O,X,X,O,X,X,X,X,X,X
JTOZSLI,O,X,X,O,X,X,X,X,X,X
JITLSZO,O,O,X,O,O,X,O,O,X,X
JITLSOZ,O,O,X,O,X,O,X,O,X,X
JITLZSO,O,O,X,O,X,X,X,X,X,X
JITLZOS,X,O,X,O,X,X,X,X,X,X
JITLOSZ,O,O,X,O,X,X,X,X,X,X
JITLOZS,O,X,X,O,X,X,X,X,X,X
JITSLZO,O,O,X,O,O,X,O,O,X,X
JITSLOZ,O,O,X,O,X,O,X,O,X,X
JITSZLO,O,O,X,O,O,X,O,O,X,X
JITSZOL,O,O,X,O,O,X,O,X,X,X
JITSOLZ,O,O,X,O,X,O,X,O,X,X
JITSOZL,O,O,X,O,X,X,X,X,X,X
JITZLSO,O,O,X,O,X,X,X,X,X,X
JITZLOS,X,O,X,O,X,X,X,X,X,X
JITZSLO,O,O,X,O,X,X,X,X,X,X
JITZSOL,O,O,X,O,X,X,X,X,X,X
JITZOLS,X,O,X,O,X,X,X,X,X,X
JITZOSL,X,O,X,O,X,X,X,X,X,X
JITOLSZ,O,O,X,O,X,X,X,X,X,X
JITOLZS,O,X,X,O,X,X,X,X,X,X
JITOSLZ,O,O,X,O,X,X,X,X,X,X
JITOSZL,O,O,X,O,X,X,X,X,X,X
JITOZLS,O,X,X,O,X,X,X,X,X,X
JITOZSL,O,X,X,O,X,X,X,X,X,X
JILTSZO,O,O,X,O,O,X,O,O,X,X
JILTSOZ,O,O,X,O,X,O,X,O,X,X
JILTZSO,O,O,X,O,X,X,X,X,X,X
JILTZOS,X,O,X,O,X,X,X,X,X,X
JILTOSZ,O,O,X,O,X,X,X,X,X,X
JILTOZS,O,X,X,O,X,X,X,X,X,X
JILSTZO,X,O,X,O,O,X,O,O,X,X
JILSTOZ,X,O,X,O,X,O,X,O,X,X
JILSZTO,X,O,X,O,O,X,O,O,X,X
JILSZOT,X,O,X,O,O,X,O,X,X,X
JILSOTZ,X,O,O,O,X,O,X,O,X,X
JILSOZT,X,O,O,O,X,X,X,X,X,X
JILZTSO,X,O,X,O,X,X,X,X,X,X
JILZTOS,X,O,X,O,X,X,X,X,X,X
JILZSTO,X,O,X,O,O,X,X,X,X,X
JILZSOT,X,O,X,O,O,X,X,X,X,X
JILZOTS,X,O,X,O,X,X,X,X,X,X
JILZOST,X,O,O,O,O,X,X,X,X,X
JILOTSZ,O,O,X,O,X,X,X,X,X,X
JILOTZS,O,X,X,O,X,X,X,X,X,X
JILOSTZ,O,O,O,O,X,O,X,X,X,X
JILOSZT,X,O,O,O,X,X,X,X,X,X
JILOZTS,O,O,X,O,X,X,X,X,X,X
JILOZST,X,O,O,O,X,X,X,X,X,X
JISTLZO,X,O,X,O,O,X,O,O,X,X
JISTLOZ,X,O,X,O,X,O,X,O,X,X
JISTZLO,X,O,X,O,O,X,O,O,X,X
JISTZOL,X,O,X,O,O,X,O,X,X,X
JISTOLZ,X,O,X,O,X,O,X,O,X,X
JISTOZL,X,O,X,O,X,X,X,X,X,X
JISLTZO,X,O,X,O,O,X,O,O,X,X
JISLTOZ,X,O,X,O,X,O,X,O,X,X
JISLZTO,X,O,X,O,O,X,O,O,X,X
JISLZOT,X,O,X,O,O,X,O,X,X,X
JISLOTZ,X,O,O,O,X,O,X,O,X,X
JISLOZT,X,O,O,O,X,X,X,X,X,X
JISZTLO,X,O,X,O,O,X,O,O,X,X
JISZTOL,X,O,X,O,O,X,O,X,X,X
JISZLTO,X,O,X,O,O,X,O,O,X,X
JISZLOT,X,O,X,O,O,X,O,X,X,X
JISZOTL,X,O,X,O,O,X,O,X,X,X
JISZOLT,X,O,X,O,O,X,O,X,X,X
JISOTLZ,X,O,O,O,X,O,X,O,X,X
JISOTZL,X,O,O,O,X,X,X,X,X,X
JISOLTZ,X,O,O,O,X,O,X,O,X,X
JISOLZT,X,O,O,O,X,X,X,X,X,X
JISOZTL,X,O,O,O,X,X,X,X,X,X
JISOZLT,X,O,O,O,X,X,X,X,X,X
JIZTLSO,X,O,X,O,X,X,X,X,X,X
JIZTLOS,X,O,X,O,X,X,X,X,X,X
JIZTSLO,X,O,X,O,X,X,X,X,X,X
JIZTSOL,X,O,X,O,X,X,X,X,X,X
JIZTOLS,X,O,X,O,X,X,X,X,X,X
JIZTOSL,X,O,X,O,X,X,X,X,X,X
JIZLTSO,X,O,X,O,X,X,X,X,X,X
JIZLTOS,X,O,X,O,X,X,X,X,X,X
JIZLSTO,X,O,X,O,O,X,X,X,X,X
JIZLSOT,X,O,X,O,O,X,X,X,X,X
JIZLOTS,X,O,X,O,X,X,X,X,X,X
JIZLOST,X,O,O,O,O,X,X,X,X,X
JIZSTLO,X,O,X,O,O,X,X,X,X,X
JIZSTOL,X,O,X,O,O,X,X,X,X,X
JIZSLTO,X,O,X,O,O,X,X,X,X,X
JIZSLOT,X,O,X,O,O,X,X,X,X,X
JIZSOTL,X,O,X,O,O,X,X,X,X,X
JIZSOLT,X,O,X,O,O,X,X,X,X,X
JIZOTLS,X,O,X,O,X,X,X,X,X,X
JIZOTSL,X,O,X,O,X,X,X,X,X,X
