sequence,v115@ThB8AeA8DeI8KeKEJvhFzfBfmBlhBcnBeoB5oB,v115@ThB8AeA8DeI8KeOEJvhF8kBfmBlhBaoB5oBTsB,v115@ThB8AeA8DeI8Kem/IvhFfmB0hBliB5oBTpByxB,v115@ThB8AeA8DeI8KeKEJvhFzfBfmB0hBmiB5oB1xB,v115@ThB8AeA8DeI8Kem/IvhFRhBcnBTkBFmB6tBXtB,v115@ThB8AeA8DeI8Kex/IvhFlhBcnBTkBmlB6tBXtB
ZSTLJIO,O,O,O,O,X,X
ZSTLJOI,O,O,O,O,X,O
ZSTLOIJ,O,O,O,O,O,X
ZSTLOJI,O,O,O,O,O,X
ZSTJILO,O,O,O,O,X,X
ZSTJIOL,O,O,O,O,X,X
ZSTJLIO,O,O,O,O,X,X
ZSTJLOI,O,O,O,O,X,O
ZSTJOIL,O,O,O,O,X,O
ZSTJOLI,O,O,O,O,X,O
ZSTOILJ,X,O,O,O,O,X
ZSTOIJL,X,O,O,O,O,X
ZSTOLIJ,O,O,O,O,O,X
ZSTOLJI,O,O,O,O,O,X
ZSTOJIL,O,O,O,O,O,X
ZSTOJLI,O,O,O,O,O,X
ZSITLJO,O,O,O,O,X,X
ZSITLOJ,O,O,O,O,X,X
ZSITJLO,O,O,O,O,X,X
ZSITJOL,O,O,O,O,X,X
ZSITOLJ,X,O,O,O,X,X
ZSITOJL,X,O,O,O,X,X
ZSILTJO,O,O,O,O,X,X
ZSILTOJ,O,O,O,O,X,X
ZSILJTO,O,O,O,O,X,X
ZSILJOT,O,O,O,O,X,X
ZSILOTJ,O,O,O,O,X,X
ZSILOJT,O,O,O,O,X,X
ZSIJTLO,O,O,O,O,X,X
ZSIJTOL,O,O,O,O,X,X
ZSIJLTO,O,O,O,O,X,X
ZSIJLOT,O,O,O,O,X,X
ZSIJOTL,O,O,O,X,X,X
ZSIJOLT,O,O,O,X,X,X
ZSIOTLJ,X,O,O,O,X,X
ZSIOTJL,X,O,O,O,X,X
ZSIOLTJ,X,O,O,O,X,X
ZSIOLJT,X,O,O,O,X,X
ZSIOJTL,X,O,O,X,X,X
ZSIOJLT,X,O,O,X,X,X
ZSLTIJO,O,O,O,O,X,X
ZSLTIOJ,O,O,O,O,O,X
ZSLTJIO,O,O,O,O,X,X
ZSLTJOI,O,O,O,O,X,O
ZSLTOIJ,O,O,O,O,O,X
ZSLTOJI,O,O,O,O,O,X
ZSLITJO,O,O,O,O,X,X
ZSLITOJ,O,O,O,O,X,X
ZSLIJTO,O,O,O,O,X,X
ZSLIJOT,O,O,O,O,X,X
ZSLIOTJ,O,O,O,O,X,X
ZSLIOJT,O,O,O,O,X,X
ZSLJTIO,O,O,O,O,X,X
ZSLJTOI,O,O,O,O,X,O
ZSLJITO,O,O,O,O,X,X
ZSLJIOT,O,O,O,O,X,X
ZSLJOTI,O,O,O,O,X,O
ZSLJOIT,O,O,O,O,X,O
ZSLOTIJ,O,O,O,O,O,X
ZSLOTJI,O,O,O,O,O,X
ZSLOITJ,O,O,O,O,X,X
ZSLOIJT,O,O,O,O,X,O
ZSLOJTI,O,O,O,O,O,O
ZSLOJIT,O,O,O,O,X,O
ZSJTILO,O,O,O,O,X,X
ZSJTIOL,O,O,O,O,X,X
ZSJTLIO,O,O,O,O,X,X
ZSJTLOI,O,O,O,O,X,O
ZSJTOIL,O,O,O,O,X,O
ZSJTOLI,O,O,O,O,X,O
ZSJITLO,O,O,O,O,X,X
ZSJITOL,O,O,O,O,X,X
ZSJILTO,O,O,O,O,X,X
ZSJILOT,O,O,O,O,X,X
ZSJIOTL,O,O,O,X,X,X
ZSJIOLT,O,O,O,X,X,X
ZSJLTIO,O,O,O,O,X,X
ZSJLTOI,O,O,O,O,X,O
ZSJLITO,O,O,O,O,X,X
ZSJLIOT,O,O,O,O,X,X
ZSJLOTI,O,O,O,O,X,O
ZSJLOIT,O,O,O,O,X,O
ZSJOTIL,O,O,O,X,X,O
ZSJOTLI,O,O,O,X,X,O
ZSJOITL,O,O,O,X,X,O
ZSJOILT,O,O,O,X,X,O
ZSJOLTI,O,O,O,X,X,O
ZSJOLIT,O,O,O,X,X,O
ZSOTILJ,X,O,O,O,O,X
ZSOTIJL,X,O,O,O,O,X
ZSOTLIJ,O,O,O,O,O,X
ZSOTLJI,O,O,O,O,O,X
ZSOTJIL,O,O,O,O,O,X
ZSOTJLI,O,O,O,O,O,X
ZSOITLJ,X,O,O,O,X,X
ZSOITJL,X,O,O,O,X,X
ZSOILTJ,X,O,O,O,X,X
ZSOILJT,X,O,O,O,X,O
ZSOIJTL,X,O,O,X,X,O
ZSOIJLT,X,O,O,X,X,O
ZSOLTIJ,O,O,O,O,O,X
ZSOLTJI,O,O,O,O,O,X
ZSOLITJ,O,O,O,O,X,X
ZSOLIJT,O,O,O,O,X,O
ZSOLJTI,O,O,O,O,O,O
ZSOLJIT,O,O,O,O,X,O
ZSOJTIL,O,O,O,X,O,O
ZSOJTLI,O,O,O,X,O,O
ZSOJITL,O,O,O,X,X,O
ZSOJILT,O,O,O,X,X,O
ZSOJLTI,O,O,O,X,O,O
ZSOJLIT,O,O,O,X,X,O
ZOTILJS,X,O,X,X,O,O
ZOTILSJ,X,O,X,X,O,X
ZOTIJLS,X,O,X,X,O,O
ZOTIJSL,X,O,X,X,O,O
ZOTISLJ,X,O,X,X,O,X
ZOTISJL,X,O,X,X,O,X
ZOTLIJS,X,O,X,X,O,O
ZOTLISJ,X,O,X,X,O,X
ZOTLJIS,X,O,X,X,O,O
ZOTLJSI,X,O,X,X,O,O
ZOTLSIJ,X,O,X,X,O,X
ZOTLSJI,X,O,X,X,O,X
ZOTJILS,X,O,X,X,O,O
ZOTJISL,X,O,X,X,O,O
ZOTJLIS,X,O,X,X,O,O
ZOTJLSI,X,O,X,X,O,O
ZOTJSIL,X,O,X,X,O,O
ZOTJSLI,X,O,X,X,O,O
ZOTSILJ,X,O,X,X,O,X
ZOTSIJL,X,O,X,X,O,X
ZOTSLIJ,X,O,X,X,O,X
ZOTSLJI,X,O,X,X,O,X
ZOTSJIL,X,O,X,X,O,X
ZOTSJLI,X,O,X,X,O,X
ZOITLJS,X,O,X,X,O,O
ZOITLSJ,X,O,X,X,O,X
ZOITJLS,X,O,X,X,O,O
ZOITJSL,X,O,X,X,O,O
ZOITSLJ,X,O,X,X,O,X
ZOITSJL,X,O,X,X,O,X
ZOILTJS,X,O,O,X,O,O
ZOILTSJ,X,O,O,X,O,X
ZOILJTS,X,O,O,X,O,O
ZOILJST,X,O,O,X,X,O
ZOILSTJ,X,O,O,X,X,X
ZOILSJT,X,O,O,X,X,O
ZOIJTLS,X,O,X,X,O,O
ZOIJTSL,X,O,X,X,O,O
ZOIJLTS,X,O,O,X,O,O
ZOIJLST,X,O,O,X,X,O
ZOIJSTL,X,O,O,X,X,O
ZOIJSLT,X,O,O,X,X,O
ZOISTLJ,X,O,O,X,X,X
ZOISTJL,X,O,O,X,X,X
ZOISLTJ,X,O,O,X,X,X
ZOISLJT,X,O,O,X,X,O
ZOISJTL,X,O,O,X,X,O
ZOISJLT,X,O,O,X,X,O
ZOLTIJS,X,O,O,X,O,O
ZOLTISJ,X,O,O,X,O,X
ZOLTJIS,O,O,O,X,O,O
ZOLTJSI,O,O,O,X,O,O
ZOLTSIJ,O,O,O,X,O,X
ZOLTSJI,O,O,O,X,O,X
ZOLITJS,X,O,O,X,O,O
ZOLITSJ,X,O,O,X,O,X
ZOLIJTS,O,O,O,X,O,O
ZOLIJST,O,O,O,X,X,O
ZOLISTJ,O,O,O,X,X,X
ZOLISJT,O,O,O,X,X,O
ZOLJTIS,O,O,O,X,O,O
ZOLJTSI,O,O,O,X,O,O
ZOLJITS,O,O,O,X,O,O
ZOLJIST,O,O,O,X,X,O
ZOLJSTI,O,O,O,X,O,O
ZOLJSIT,O,O,O,X,X,O
ZOLSTIJ,O,O,O,X,O,X
ZOLSTJI,O,O,O,X,O,X
ZOLSITJ,O,O,O,X,X,X
ZOLSIJT,O,O,O,X,X,O
ZOLSJTI,O,O,O,X,O,O
ZOLSJIT,O,O,O,X,X,O
ZOJTILS,X,O,X,X,O,O
ZOJTISL,X,O,X,X,O,O
ZOJTLIS,X,O,X,X,O,O
ZOJTLSI,X,O,X,X,O,O
ZOJTSIL,X,O,X,X,O,O
ZOJTSLI,X,O,X,X,O,O
ZOJITLS,X,O,X,X,O,O
ZOJITSL,X,O,X,X,O,O
ZOJILTS,O,O,O,X,O,O
ZOJILST,O,O,O,X,X,O
ZOJISTL,O,O,O,X,X,O
ZOJISLT,O,O,O,X,X,O
ZOJLTIS,O,O,O,X,O,O
ZOJLTSI,O,O,O,X,O,O
ZOJLITS,O,O,O,X,O,O
ZOJLIST,O,O,O,X,X,O
ZOJLSTI,O,O,O,X,O,O
ZOJLSIT,O,O,O,X,X,O
ZOJSTIL,O,O,O,X,O,O
ZOJSTLI,O,O,O,X,O,O
ZOJSITL,O,O,O,X,X,O
ZOJSILT,O,O,O,X,X,O
ZOJSLTI,O,O,O,X,O,O
ZOJSLIT,O,O,O,X,X,O
ZOSTILJ,X,O,O,X,O,X
ZOSTIJL,X,O,O,X,O,X
ZOSTLIJ,O,O,O,X,O,X
ZOSTLJI,O,O,O,X,O,X
ZOSTJIL,O,O,O,X,O,X
ZOSTJLI,O,O,O,X,O,X
ZOSITLJ,X,O,O,X,X,X
ZOSITJL,X,O,O,X,X,X
ZOSILTJ,X,O,O,X,X,X
ZOSILJT,X,O,O,X,X,O
ZOSIJTL,X,O,O,X,X,O
ZOSIJLT,X,O,O,X,X,O
ZOSLTIJ,O,O,O,X,O,X
ZOSLTJI,O,O,O,X,O,X
ZOSLITJ,O,O,O,X,X,X
ZOSLIJT,O,O,O,X,X,O
ZOSLJTI,O,O,O,X,O,O
ZOSLJIT,O,O,O,X,X,O
ZOSJTIL,O,O,O,X,O,O
ZOSJTLI,O,O,O,X,O,O
ZOSJITL,O,O,O,X,X,O
ZOSJILT,O,O,O,X,X,O
ZOSJLTI,O,O,O,X,O,O
ZOSJLIT,O,O,O,X,X,O
OTILJSZ,X,X,O,O,O,O
OTILJZS,X,X,O,O,O,O
OTILSJZ,X,O,O,O,O,X
OTILSZJ,X,O,O,O,O,X
OTILZJS,X,O,O,O,O,O
OTILZSJ,X,O,O,O,O,X
OTIJLSZ,X,X,O,O,O,O
OTIJLZS,X,X,O,O,O,O
OTIJSLZ,X,X,O,O,O,O
OTIJSZL,X,X,O,O,O,O
OTIJZLS,X,X,X,X,O,O
OTIJZSL,X,X,X,X,O,O
OTISLJZ,X,O,O,O,O,X
OTISLZJ,X,O,O,O,O,X
OTISJLZ,X,O,O,O,O,X
OTISJZL,X,O,O,O,O,X
OTISZLJ,X,O,O,O,O,X
OTISZJL,X,O,O,O,O,X
OTIZLJS,X,O,X,X,O,O
OTIZLSJ,X,O,X,X,O,X
OTIZJLS,X,O,X,X,O,O
OTIZJSL,X,O,X,X,O,O
OTIZSLJ,X,O,X,X,O,X
OTIZSJL,X,O,X,X,O,X
OTLIJSZ,X,X,O,O,O,O
OTLIJZS,X,X,O,O,O,O
OTLISJZ,X,O,O,O,O,X
OTLISZJ,X,O,O,O,O,X
OTLIZJS,X,O,O,O,O,O
OTLIZSJ,X,O,O,O,O,X
OTLJISZ,X,X,O,O,O,O
OTLJIZS,X,X,O,O,O,O
OTLJSIZ,X,X,O,O,O,O
OTLJSZI,X,X,O,O,O,O
OTLJZIS,X,X,O,O,O,O
OTLJZSI,X,X,O,O,O,O
OTLSIJZ,X,O,O,O,O,X
OTLSIZJ,X,O,O,O,O,X
OTLSJIZ,X,O,O,O,O,X
OTLSJZI,X,O,O,O,O,X
OTLSZIJ,X,O,O,O,O,X
OTLSZJI,X,O,O,O,O,X
OTLZIJS,X,O,O,O,O,O
OTLZISJ,X,O,O,O,O,X
OTLZJIS,X,O,O,O,O,O
OTLZJSI,X,O,O,O,O,O
OTLZSIJ,X,O,O,O,O,X
OTLZSJI,X,O,O,O,O,X
OTJILSZ,X,X,O,O,O,O
OTJILZS,X,X,O,O,O,O
OTJISLZ,X,X,O,O,O,O
OTJISZL,X,X,O,O,O,O
OTJIZLS,X,X,X,X,O,O
OTJIZSL,X,X,X,X,O,O
OTJLISZ,X,X,O,O,O,O
OTJLIZS,X,X,O,O,O,O
OTJLSIZ,X,X,O,O,O,O
OTJLSZI,X,X,O,O,O,O
OTJLZIS,X,X,O,O,O,O
OTJLZSI,X,X,O,O,O,O
OTJSILZ,X,X,O,O,O,O
OTJSIZL,X,X,O,O,O,O
OTJSLIZ,X,X,O,O,O,O
OTJSLZI,X,X,O,O,O,O
OTJSZIL,X,X,O,O,O,O
OTJSZLI,X,X,O,O,O,O
OTJZILS,X,X,X,X,O,O
OTJZISL,X,X,X,X,O,O
OTJZLIS,X,X,X,X,O,O
OTJZLSI,X,X,X,X,O,O
OTJZSIL,X,X,X,X,O,O
OTJZSLI,X,X,X,X,O,O
OTSILJZ,X,O,O,O,O,X
OTSILZJ,X,O,O,O,O,X
OTSIJLZ,X,O,O,O,O,X
OTSIJZL,X,O,O,O,O,X
OTSIZLJ,X,O,O,O,O,X
OTSIZJL,X,O,O,O,O,X
OTSLIJZ,X,O,O,O,O,X
OTSLIZJ,X,O,O,O,O,X
OTSLJIZ,X,O,O,O,O,X
OTSLJZI,X,O,O,O,O,X
OTSLZIJ,X,O,O,O,O,X
OTSLZJI,X,O,O,O,O,X
OTSJILZ,X,O,O,O,O,X
OTSJIZL,X,O,O,O,O,X
OTSJLIZ,X,O,O,O,O,X
OTSJLZI,X,O,O,O,O,X
OTSJZIL,X,O,O,O,O,X
OTSJZLI,X,O,O,O,O,X
OTSZILJ,X,O,O,O,O,X
OTSZIJL,X,O,O,O,O,X
OTSZLIJ,X,O,O,O,O,X
OTSZLJI,X,O,O,O,O,X
OTSZJIL,X,O,O,O,O,X
OTSZJLI,X,O,O,O,O,X
OTZILJS,X,O,X,X,O,O
OTZILSJ,X,O,X,X,O,X
OTZIJLS,X,O,X,X,O,O
OTZIJSL,X,O,X,X,O,O
OTZISLJ,X,O,X,X,O,X
OTZISJL,X,O,X,X,O,X
OTZLIJS,X,O,X,X,O,O
OTZLISJ,X,O,X,X,O,X
OTZLJIS,X,O,X,X,O,O
OTZLJSI,X,O,X,X,O,O
OTZLSIJ,X,O,X,X,O,X
OTZLSJI,X,O,X,X,O,X
OTZJILS,X,O,X,X,O,O
OTZJISL,X,O,X,X,O,O
OTZJLIS,X,O,X,X,O,O
OTZJLSI,X,O,X,X,O,O
OTZJSIL,X,O,X,X,O,O
OTZJSLI,X,O,X,X,O,O
OTZSILJ,X,O,X,X,O,X
OTZSIJL,X,O,X,X,O,X
OTZSLIJ,X,O,X,X,O,X
OTZSLJI,X,O,X,X,O,X
OTZSJIL,X,O,X,X,O,X
OTZSJLI,X,O,X,X,O,X
OITLJSZ,X,X,O,O,O,O
OITLJZS,X,X,O,O,O,O
OITLSJZ,X,O,O,O,O,X
OITLSZJ,X,O,O,O,O,X
OITLZJS,X,O,O,O,O,O
OITLZSJ,X,O,O,O,O,X
OITJLSZ,X,X,O,O,O,O
OITJLZS,X,X,O,O,O,O
OITJSLZ,X,X,O,O,O,O
OITJSZL,X,X,O,O,O,O
OITJZLS,X,X,X,X,O,O
OITJZSL,X,X,X,X,O,O
OITSLJZ,X,O,O,O,O,X
OITSLZJ,X,O,O,O,O,X
OITSJLZ,X,O,O,O,O,X
OITSJZL,X,O,O,O,O,X
OITSZLJ,X,O,O,O,O,X
OITSZJL,X,O,O,O,O,X
OITZLJS,X,O,X,X,O,O
OITZLSJ,X,O,X,X,O,X
OITZJLS,X,O,X,X,O,O
OITZJSL,X,O,X,X,O,O
OITZSLJ,X,O,X,X,O,X
OITZSJL,X,O,X,X,O,X
OILTJSZ,O,X,O,O,O,O
OILTJZS,O,X,O,O,O,O
OILTSJZ,O,O,O,O,O,X
OILTSZJ,X,O,O,O,O,X
OILTZJS,X,O,O,O,O,O
OILTZSJ,X,O,O,O,O,X
OILJTSZ,O,X,O,O,O,O
OILJTZS,O,X,O,O,O,O
OILJSTZ,O,O,O,O,X,O
OILJSZT,O,O,O,O,X,O
OILJZTS,O,O,O,X,O,O
OILJZST,O,O,O,X,X,O
OILSTJZ,O,O,O,O,X,X
OILSTZJ,X,O,O,O,X,X
OILSJTZ,O,O,O,O,X,O
OILSJZT,O,O,O,O,X,O
OILSZTJ,X,O,O,O,X,X
OILSZJT,O,O,O,O,X,O
OILZTJS,X,O,O,O,O,O
OILZTSJ,X,O,O,O,O,X
OILZJTS,O,O,O,X,O,O
OILZJST,O,O,O,X,X,O
OILZSTJ,X,O,O,O,X,X
OILZSJT,O,O,O,O,X,O
OIJTLSZ,X,X,O,X,O,O
OIJTLZS,X,X,O,X,O,O
OIJTSLZ,X,X,O,X,O,O
OIJTSZL,X,X,O,X,O,O
OIJTZLS,X,X,X,X,O,O
OIJTZSL,X,X,X,X,O,O
OIJLTSZ,O,X,O,X,O,O
OIJLTZS,O,X,O,X,O,O
OIJLSTZ,O,O,O,X,X,O
OIJLSZT,O,O,O,X,X,O
OIJLZTS,O,O,O,X,O,O
OIJLZST,O,O,O,X,X,O
OIJSTLZ,X,O,O,X,X,O
OIJSTZL,X,O,O,X,X,O
OIJSLTZ,O,O,O,X,X,O
OIJSLZT,O,O,O,X,X,O
OIJSZTL,O,O,O,X,X,O
OIJSZLT,O,O,O,X,X,O
OIJZTLS,X,O,X,X,O,O
OIJZTSL,X,O,X,X,O,O
OIJZLTS,O,O,O,X,O,O
OIJZLST,O,O,O,X,X,O
OIJZSTL,O,O,O,X,X,O
OIJZSLT,O,O,O,X,X,O
OISTLJZ,X,O,O,O,X,X
OISTLZJ,X,O,O,O,X,X
OISTJLZ,X,O,O,O,X,X
OISTJZL,X,O,O,O,X,X
OISTZLJ,X,O,O,O,X,X
OISTZJL,X,O,O,O,X,X
OISLTJZ,O,O,O,O,X,X
OISLTZJ,X,O,O,O,X,X
OISLJTZ,O,O,O,O,X,O
OISLJZT,O,O,O,O,X,O
OISLZTJ,X,O,O,O,X,X
OISLZJT,O,O,O,O,X,O
OISJTLZ,X,O,O,X,X,O
OISJTZL,X,O,O,X,X,O
OISJLTZ,O,O,O,X,X,O
OISJLZT,O,O,O,X,X,O
OISJZTL,O,O,O,X,X,O
OISJZLT,O,O,O,X,X,O
OISZTLJ,X,O,O,O,X,X
OISZTJL,X,O,O,O,X,X
OISZLTJ,X,O,O,O,X,X
OISZLJT,X,O,O,O,X,O
OISZJTL,X,O,O,X,X,O
OISZJLT,X,O,O,X,X,O
OIZTLJS,X,O,X,X,O,O
OIZTLSJ,X,O,X,X,O,X
OIZTJLS,X,O,X,X,O,O
OIZTJSL,X,O,X,X,O,O
OIZTSLJ,X,O,X,X,O,X
OIZTSJL,X,O,X,X,O,X
OIZLTJS,X,O,O,X,O,O
OIZLTSJ,X,O,O,X,O,X
OIZLJTS,X,O,O,X,O,O
OIZLJST,X,O,O,X,X,O
OIZLSTJ,X,O,O,X,X,X
OIZLSJT,X,O,O,X,X,O
OIZJTLS,X,O,X,X,O,O
OIZJTSL,X,O,X,X,O,O
OIZJLTS,X,O,O,X,O,O
OIZJLST,X,O,O,X,X,O
OIZJSTL,X,O,O,X,X,O
OIZJSLT,X,O,O,X,X,O
OIZSTLJ,X,O,O,X,X,X
OIZSTJL,X,O,O,X,X,X
OIZSLTJ,X,O,O,X,X,X
OIZSLJT,X,O,O,X,X,O
OIZSJTL,X,O,O,X,X,O
OIZSJLT,X,O,O,X,X,O
OLTIJSZ,O,X,O,O,O,O
OLTIJZS,O,X,O,O,O,O
OLTISJZ,O,O,O,O,O,X
OLTISZJ,X,O,O,O,O,X
OLTIZJS,X,O,O,O,O,O
OLTIZSJ,X,O,O,O,O,X
OLTJISZ,O,X,O,O,O,O
OLTJIZS,O,X,O,O,O,O
OLTJSIZ,O,X,O,O,O,O
OLTJSZI,O,X,O,O,O,O
OLTJZIS,O,X,O,O,O,O
OLTJZSI,O,X,O,O,O,O
OLTSIJZ,O,O,O,O,O,X
OLTSIZJ,O,O,O,O,O,X
OLTSJIZ,O,O,O,O,O,X
OLTSJZI,O,O,O,O,O,X
OLTSZIJ,O,O,O,O,O,X
OLTSZJI,O,O,O,O,O,X
OLTZIJS,X,O,O,O,O,O
OLTZISJ,X,O,O,O,O,X
OLTZJIS,O,O,O,O,O,O
OLTZJSI,O,O,O,O,O,O
OLTZSIJ,O,O,O,O,O,X
OLTZSJI,O,O,O,O,O,X
OLITJSZ,O,X,O,O,O,O
OLITJZS,O,X,O,O,O,O
OLITSJZ,O,O,O,O,O,X
OLITSZJ,X,O,O,O,O,X
OLITZJS,X,O,O,O,O,O
OLITZSJ,X,O,O,O,O,X
OLIJTSZ,O,X,O,O,O,O
OLIJTZS,O,X,O,O,O,O
OLIJSTZ,O,O,O,O,X,O
OLIJSZT,O,O,O,O,X,O
OLIJZTS,O,O,O,X,O,O
OLIJZST,O,O,O,X,X,O
OLISTJZ,O,O,O,O,X,X
OLISTZJ,O,O,O,O,X,X
OLISJTZ,O,O,O,O,X,O
OLISJZT,O,O,O,O,X,O
OLISZTJ,O,O,O,O,X,X
OLISZJT,O,O,O,O,X,O
OLIZTJS,X,O,O,O,O,O
OLIZTSJ,X,O,O,O,O,X
OLIZJTS,O,O,O,X,O,O
OLIZJST,O,O,O,X,X,O
OLIZSTJ,O,O,O,O,X,X
OLIZSJT,O,O,O,O,X,O
OLJTISZ,O,X,O,O,O,O
OLJTIZS,O,X,O,O,O,O
OLJTSIZ,O,X,O,O,O,O
OLJTSZI,O,X,O,O,O,O
OLJTZIS,O,X,O,O,O,O
OLJTZSI,O,X,O,O,O,O
OLJITSZ,O,X,O,O,O,O
OLJITZS,O,X,O,O,O,O
OLJISTZ,O,O,O,O,X,O
OLJISZT,O,O,O,O,X,O
OLJIZTS,O,O,O,X,O,O
OLJIZST,O,O,O,X,X,O
OLJSTIZ,O,O,O,O,O,O
OLJSTZI,O,O,O,O,O,O
OLJSITZ,O,O,O,O,X,O
OLJSIZT,O,O,O,O,X,O
OLJSZTI,O,O,O,O,O,O
OLJSZIT,O,O,O,O,X,O
OLJZTIS,O,O,O,X,O,O
OLJZTSI,O,O,O,X,O,O
OLJZITS,O,O,O,X,O,O
OLJZIST,O,O,O,X,X,O
OLJZSTI,O,O,O,X,O,O
OLJZSIT,O,O,O,X,X,O
OLSTIJZ,O,O,O,O,O,X
OLSTIZJ,O,O,O,O,O,X
OLSTJIZ,O,O,O,O,O,X
OLSTJZI,O,O,O,O,O,X
OLSTZIJ,O,O,O,O,O,X
OLSTZJI,O,O,O,O,O,X
OLSITJZ,O,O,O,O,X,X
OLSITZJ,O,O,O,O,X,X
OLSIJTZ,O,O,O,O,X,O
OLSIJZT,O,O,O,O,X,O
OLSIZTJ,O,O,O,O,X,X
OLSIZJT,O,O,O,O,X,O
OLSJTIZ,O,O,O,O,O,O
OLSJTZI,O,O,O,O,O,O
OLSJITZ,O,O,O,O,X,O
OLSJIZT,O,O,O,O,X,O
OLSJZTI,O,O,O,O,O,O
OLSJZIT,O,O,O,O,X,O
OLSZTIJ,O,O,O,O,O,X
OLSZTJI,O,O,O,O,O,X
OLSZITJ,O,O,O,O,X,X
OLSZIJT,O,O,O,O,X,O
OLSZJTI,O,O,O,O,O,O
OLSZJIT,O,O,O,O,X,O
OLZTIJS,X,O,O,O,O,O
OLZTISJ,X,O,O,O,O,X
OLZTJIS,O,O,O,O,O,O
OLZTJSI,O,O,O,O,O,O
OLZTSIJ,O,O,O,O,O,X
OLZTSJI,O,O,O,O,O,X
OLZITJS,X,O,O,O,O,O
OLZITSJ,X,O,O,O,O,X
OLZIJTS,O,O,O,X,O,O
OLZIJST,O,O,O,X,X,O
OLZISTJ,O,O,O,O,X,X
OLZISJT,O,O,O,O,X,O
OLZJTIS,O,O,O,X,O,O
OLZJTSI,O,O,O,X,O,O
OLZJITS,O,O,O,X,O,O
OLZJIST,O,O,O,X,X,O
OLZJSTI,O,O,O,X,O,O
OLZJSIT,O,O,O,X,X,O
OLZSTIJ,O,O,O,O,O,X
OLZSTJI,O,O,O,O,O,X
OLZSITJ,O,O,O,O,X,X
OLZSIJT,O,O,O,O,X,O
OLZSJTI,O,O,O,O,O,O
OLZSJIT,O,O,O,O,X,O
OJTILSZ,X,X,O,X,O,O
OJTILZS,X,X,O,X,O,O
OJTISLZ,X,X,O,X,O,O
OJTISZL,X,X,O,X,O,O
OJTIZLS,X,X,X,X,O,O
OJTIZSL,X,X,X,X,O,O
OJTLISZ,X,X,O,X,O,O
OJTLIZS,X,X,O,X,O,O
OJTLSIZ,X,X,O,X,O,O
OJTLSZI,X,X,O,X,O,O
OJTLZIS,X,X,O,X,O,O
OJTLZSI,X,X,O,X,O,O
OJTSILZ,X,X,O,X,O,O
OJTSIZL,X,X,O,X,O,O
OJTSLIZ,X,X,O,X,O,O
OJTSLZI,X,X,O,X,O,O
OJTSZIL,X,X,O,X,O,O
OJTSZLI,X,X,O,X,O,O
OJTZILS,X,X,X,X,O,O
OJTZISL,X,X,X,X,O,O
OJTZLIS,X,X,X,X,O,O
OJTZLSI,X,X,X,X,O,O
OJTZSIL,X,X,X,X,O,O
OJTZSLI,X,X,X,X,O,O
OJITLSZ,X,X,O,X,O,O
OJITLZS,X,X,O,X,O,O
OJITSLZ,X,X,O,X,O,O
OJITSZL,X,X,O,X,O,O
OJITZLS,X,X,X,X,O,O
OJITZSL,X,X,X,X,O,O
OJILTSZ,O,X,O,X,O,O
OJILTZS,O,X,O,X,O,O
OJILSTZ,O,O,O,X,X,O
OJILSZT,O,O,O,X,X,O
OJILZTS,O,O,O,X,O,O
OJILZST,O,O,O,X,X,O
OJISTLZ,X,O,O,X,X,O
OJISTZL,X,O,O,X,X,O
OJISLTZ,O,O,O,X,X,O
OJISLZT,O,O,O,X,X,O
OJISZTL,O,O,O,X,X,O
OJISZLT,O,O,O,X,X,O
OJIZTLS,X,O,X,X,O,O
OJIZTSL,X,O,X,X,O,O
OJIZLTS,O,O,O,X,O,O
OJIZLST,O,O,O,X,X,O
OJIZSTL,O,O,O,X,X,O
OJIZSLT,O,O,O,X,X,O
OJLTISZ,O,X,O,X,O,O
OJLTIZS,O,X,O,X,O,O
OJLTSIZ,O,X,O,X,O,O
OJLTSZI,O,X,O,X,O,O
OJLTZIS,O,X,O,X,O,O
OJLTZSI,O,X,O,X,O,O
OJLITSZ,O,X,O,X,O,O
OJLITZS,O,X,O,X,O,O
OJLISTZ,O,O,O,X,X,O
OJLISZT,O,O,O,X,X,O
OJLIZTS,O,O,O,X,O,O
OJLIZST,O,O,O,X,X,O
OJLSTIZ,O,O,O,X,O,O
OJLSTZI,O,O,O,X,O,O
OJLSITZ,O,O,O,X,X,O
OJLSIZT,O,O,O,X,X,O
OJLSZTI,O,O,O,X,O,O
OJLSZIT,O,O,O,X,X,O
OJLZTIS,O,O,O,X,O,O
OJLZTSI,O,O,O,X,O,O
OJLZITS,O,O,O,X,O,O
OJLZIST,O,O,O,X,X,O
OJLZSTI,O,O,O,X,O,O
OJLZSIT,O,O,O,X,X,O
OJSTILZ,X,O,O,X,O,O
OJSTIZL,X,O,O,X,O,O
OJSTLIZ,X,O,O,X,O,O
OJSTLZI,X,O,O,X,O,O
OJSTZIL,X,O,O,X,O,O
OJSTZLI,X,O,O,X,O,O
OJSITLZ,X,O,O,X,X,O
OJSITZL,X,O,O,X,X,O
OJSILTZ,O,O,O,X,X,O
OJSILZT,O,O,O,X,X,O
OJSIZTL,O,O,O,X,X,O
OJSIZLT,O,O,O,X,X,O
OJSLTIZ,O,O,O,X,O,O
OJSLTZI,O,O,O,X,O,O
OJSLITZ,O,O,O,X,X,O
