sequence,v115@VhA8AeB8CeI8JeZEJvhFqpB/qBFmB8rBznB+tB,v115@VhA8AeB8CeI8JeZEJvhFupBFmB8rBftB6tBTqB,v115@VhA8AeB8CeI8JeZEJvhFFlBXmB8rBCoBWvBTtB,v115@VhA8AeB8CeI8JeZEJvhFClBXmB8rBznB+tBVvB,v115@VhA8AeB8CeI8Je/FJvhFRhBCjBOpBlrBTtB0pB,v115@VhA8AeB8CeI8Je/FJvhFFhBxiBOpBCsBTtB0pB
IOLTZSJ,X,X,O,X,O,O
IOLJTSZ,O,X,O,X,O,O
IOLJTZS,O,X,O,X,O,O
IOLJSTZ,O,O,O,X,O,O
IOLJSZT,O,O,O,X,X,O
IOLJZTS,O,O,O,X,X,O
IOLJZST,O,O,O,X,X,O
IOLSTJZ,X,O,X,X,O,O
IOLSTZJ,X,O,X,X,O,O
IOLSJTZ,O,O,O,X,O,O
IOLSJZT,O,O,O,X,X,O
IOLSZTJ,O,O,O,X,X,O
IOLSZJT,O,O,O,X,X,O
IOLZTJS,X,O,O,X,X,O
IOLZTSJ,X,O,O,X,X,O
IOLZJTS,O,O,O,X,X,O
IOLZJST,O,O,O,X,X,O
IOLZSTJ,O,O,O,X,X,O
IOLZSJT,O,O,O,X,X,O
IOJTLSZ,O,X,O,O,O,O
IOJTLZS,O,X,O,O,O,O
IOJTSLZ,X,O,O,O,O,O
IOJTSZL,X,O,O,O,O,X
IOJTZLS,O,O,O,O,O,X
IOJTZSL,X,O,O,O,O,X
IOJLTSZ,O,X,O,O,O,O
IOJLTZS,O,X,O,O,O,O
IOJLSTZ,O,O,O,X,O,O
IOJLSZT,O,O,O,X,X,O
IOJLZTS,O,O,O,O,X,O
IOJLZST,O,O,O,O,X,O
IOJSTLZ,X,O,O,O,O,O
IOJSTZL,X,O,O,O,O,X
IOJSLTZ,O,O,O,X,O,O
IOJSLZT,O,O,O,X,X,O
IOJSZTL,X,O,O,O,X,X
IOJSZLT,O,O,O,O,X,O
IOJZTLS,O,O,O,O,X,X
IOJZTSL,X,O,O,O,X,X
IOJZLTS,O,O,O,O,X,O
IOJZLST,O,O,O,O,X,O
IOJZSTL,X,O,O,O,X,X
IOJZSLT,O,O,O,O,X,O
IOSTLJZ,X,O,X,X,O,O
IOSTLZJ,X,O,X,X,O,O
IOSTJLZ,X,O,X,X,O,O
IOSTJZL,X,O,X,X,O,X
IOSTZLJ,X,O,X,X,O,X
IOSTZJL,X,O,X,X,O,X
IOSLTJZ,X,O,X,X,O,O
IOSLTZJ,X,O,X,X,O,O
IOSLJTZ,X,O,O,X,O,O
IOSLJZT,X,O,O,X,X,O
IOSLZTJ,X,O,O,X,X,O
IOSLZJT,X,O,O,X,X,O
IOSJTLZ,X,O,O,X,O,O
IOSJTZL,X,O,O,X,O,X
IOSJLTZ,X,O,O,X,O,O
IOSJLZT,X,O,O,X,X,O
IOSJZTL,X,O,O,X,X,X
IOSJZLT,X,O,O,X,X,O
IOSZTLJ,X,O,O,X,X,X
IOSZTJL,X,O,O,X,X,X
IOSZLTJ,X,O,O,X,X,O
IOSZLJT,X,O,O,X,X,O
IOSZJTL,X,O,O,X,X,X
IOSZJLT,X,O,O,X,X,O
IOZTLJS,X,O,O,O,X,X
IOZTLSJ,X,O,O,O,X,X
IOZTJLS,X,O,O,O,X,X
IOZTJSL,X,O,O,O,X,X
IOZTSLJ,X,O,O,O,X,X
IOZTSJL,X,O,O,O,X,X
IOZLTJS,X,O,O,X,X,O
IOZLTSJ,X,O,O,X,X,O
IOZLJTS,O,O,O,X,X,O
IOZLJST,O,O,O,X,X,O
IOZLSTJ,O,O,O,X,X,O
IOZLSJT,O,O,O,X,X,O
IOZJTLS,O,O,O,O,X,X
IOZJTSL,X,O,O,O,X,X
IOZJLTS,O,O,O,O,X,O
IOZJLST,O,O,O,O,X,O
IOZJSTL,X,O,O,O,X,X
IOZJSLT,O,O,O,O,X,O
IOZSTLJ,X,O,O,O,X,X
IOZSTJL,X,O,O,O,X,X
IOZSLTJ,X,O,O,X,X,O
IOZSLJT,X,O,O,X,X,O
IOZSJTL,X,O,O,O,X,X
IOZSJLT,X,O,O,O,X,O
LTIJSZO,O,X,O,O,X,X
LTIJSOZ,O,X,X,O,O,O
LTIJZSO,O,X,O,O,X,X
LTIJZOS,O,X,O,O,X,X
LTIJOSZ,O,X,X,O,O,O
LTIJOZS,O,X,O,O,O,O
LTISJZO,O,X,X,O,X,X
LTISJOZ,O,X,X,O,O,O
LTISZJO,O,X,X,O,X,X
LTISZOJ,O,X,X,O,X,X
LTISOJZ,X,X,X,X,O,O
LTISOZJ,X,X,X,X,O,O
LTIZJSO,O,X,O,O,X,X
LTIZJOS,O,X,O,O,X,X
LTIZSJO,O,X,O,O,X,X
LTIZSOJ,O,X,O,O,X,X
LTIZOJS,X,X,X,O,X,X
LTIZOSJ,X,X,X,O,X,X
LTIOJSZ,X,X,X,O,O,O
LTIOJZS,X,X,X,O,O,O
LTIOSJZ,X,X,X,X,O,O
LTIOSZJ,X,X,X,X,O,O
LTIOZJS,X,X,X,O,O,O
LTIOZSJ,X,X,X,O,O,O
LTJISZO,O,X,O,O,X,X
LTJISOZ,O,X,X,O,O,O
LTJIZSO,O,X,O,O,X,X
LTJIZOS,O,X,O,O,X,X
LTJIOSZ,O,X,X,O,O,O
LTJIOZS,O,X,O,O,O,O
LTJSIZO,O,X,O,O,X,X
LTJSIOZ,O,X,X,O,O,O
LTJSZIO,O,X,O,O,X,X
LTJSZOI,O,X,O,O,X,O
LTJSOIZ,O,X,X,O,O,O
LTJSOZI,O,X,X,O,O,O
LTJZISO,O,X,O,O,X,X
LTJZIOS,O,X,O,O,X,X
LTJZSIO,O,X,O,O,X,X
LTJZSOI,O,X,O,O,X,O
LTJZOIS,O,X,O,O,X,O
LTJZOSI,O,X,O,O,X,O
LTJOISZ,O,X,X,O,O,O
LTJOIZS,O,X,O,O,O,O
LTJOSIZ,O,X,X,O,O,O
LTJOSZI,O,X,X,O,O,O
LTJOZIS,O,X,O,O,O,O
LTJOZSI,O,X,O,O,O,O
LTSIJZO,O,X,X,O,X,X
LTSIJOZ,O,X,X,O,O,O
LTSIZJO,O,X,X,O,X,X
LTSIZOJ,O,X,X,O,X,X
LTSIOJZ,X,X,X,X,O,O
LTSIOZJ,X,X,X,X,O,O
LTSJIZO,O,X,X,O,X,X
LTSJIOZ,O,X,X,O,O,O
LTSJZIO,O,X,X,O,X,X
LTSJZOI,O,X,X,O,X,O
LTSJOIZ,O,X,X,O,O,O
LTSJOZI,O,X,X,O,O,O
LTSZIJO,O,X,X,O,X,X
LTSZIOJ,O,X,X,O,X,X
LTSZJIO,O,X,X,O,X,X
LTSZJOI,O,X,X,O,X,O
LTSZOIJ,O,X,X,O,X,O
LTSZOJI,O,X,X,O,X,O
LTSOIJZ,X,X,X,X,O,O
LTSOIZJ,X,X,X,X,O,O
LTSOJIZ,X,X,X,X,O,O
LTSOJZI,X,X,X,X,O,O
LTSOZIJ,X,X,X,X,O,O
LTSOZJI,X,X,X,X,O,O
LTZIJSO,O,X,O,O,X,X
LTZIJOS,O,X,O,O,X,X
LTZISJO,O,X,O,O,X,X
LTZISOJ,O,X,O,O,X,X
LTZIOJS,X,X,X,O,X,X
LTZIOSJ,X,X,X,O,X,X
LTZJISO,O,X,O,O,X,X
LTZJIOS,O,X,O,O,X,X
LTZJSIO,O,X,O,O,X,X
LTZJSOI,O,X,O,O,X,O
LTZJOIS,O,X,O,O,X,O
LTZJOSI,O,X,O,O,X,O
LTZSIJO,O,X,O,O,X,X
LTZSIOJ,O,X,O,O,X,X
LTZSJIO,O,X,O,O,X,X
LTZSJOI,O,X,O,O,X,O
LTZSOIJ,O,X,O,O,X,O
LTZSOJI,O,X,X,O,X,O
LTZOIJS,X,X,X,O,X,O
LTZOISJ,X,X,X,O,X,O
LTZOJIS,X,X,X,O,X,O
LTZOJSI,X,X,X,O,X,O
LTZOSIJ,X,X,X,O,X,O
LTZOSJI,X,X,X,O,X,O
LTOIJSZ,X,X,X,O,O,O
LTOIJZS,X,X,X,O,O,O
LTOISJZ,X,X,X,X,O,O
LTOISZJ,X,X,X,X,O,O
LTOIZJS,X,X,X,O,O,O
LTOIZSJ,X,X,X,O,O,O
LTOJISZ,X,X,X,O,O,O
LTOJIZS,X,X,X,O,O,O
LTOJSIZ,X,X,X,O,O,O
LTOJSZI,X,X,X,O,O,O
LTOJZIS,X,X,X,O,O,O
LTOJZSI,X,X,X,O,O,O
LTOSIJZ,X,X,X,X,O,O
LTOSIZJ,X,X,X,X,O,O
LTOSJIZ,X,X,X,X,O,O
LTOSJZI,X,X,X,X,O,O
LTOSZIJ,X,X,X,X,O,O
LTOSZJI,X,X,X,X,O,O
LTOZIJS,X,X,X,O,O,O
LTOZISJ,X,X,X,O,O,O
LTOZJIS,X,X,X,O,O,O
LTOZJSI,X,X,X,O,O,O
LTOZSIJ,X,X,X,O,O,O
LTOZSJI,X,X,X,O,O,O
LITJSZO,O,X,O,O,X,X
LITJSOZ,O,X,X,O,X,O
LITJZSO,O,X,O,O,X,X
LITJZOS,O,X,O,O,X,X
LITJOSZ,O,X,X,O,X,O
LITJOZS,O,X,O,O,X,O
LITSJZO,O,X,X,O,X,X
LITSJOZ,O,X,X,O,X,O
LITSZJO,O,X,X,O,X,X
LITSZOJ,O,X,X,O,X,X
LITSOJZ,X,X,X,X,X,O
LITSOZJ,X,X,X,X,X,O
LITZJSO,O,X,O,O,X,X
LITZJOS,O,X,O,O,X,X
LITZSJO,O,X,O,O,X,X
LITZSOJ,O,X,O,O,X,X
LITZOJS,X,X,X,O,X,X
LITZOSJ,X,X,X,O,X,X
LITOJSZ,X,X,X,O,X,O
LITOJZS,X,X,X,O,X,O
LITOSJZ,X,X,X,X,X,O
LITOSZJ,X,X,X,X,X,O
LITOZJS,X,X,X,O,X,O
LITOZSJ,X,X,X,O,X,O
LIJTSZO,O,X,O,O,X,X
LIJTSOZ,O,X,X,O,X,O
LIJTZSO,O,X,O,O,X,X
LIJTZOS,O,X,O,O,X,X
LIJTOSZ,O,X,O,O,X,O
LIJTOZS,O,X,O,O,X,O
LIJSTZO,O,O,O,X,X,X
LIJSTOZ,O,X,X,X,X,O
LIJSZTO,O,O,O,X,X,X
LIJSZOT,O,O,O,X,X,X
LIJSOTZ,O,X,X,X,X,O
LIJSOZT,O,O,X,X,X,O
LIJZTSO,O,O,O,O,X,X
LIJZTOS,O,X,O,O,X,X
LIJZSTO,O,O,O,O,X,X
LIJZSOT,O,O,O,O,X,X
LIJZOTS,O,X,O,O,X,X
LIJZOST,O,X,O,O,X,X
LIJOTSZ,O,X,O,O,X,O
LIJOTZS,O,X,O,O,X,O
LIJOSTZ,O,X,O,X,X,O
LIJOSZT,O,X,O,X,X,O
LIJOZTS,O,X,O,O,X,O
LIJOZST,O,X,O,O,X,O
LISTJZO,O,O,X,X,X,X
LISTJOZ,O,X,X,X,X,O
LISTZJO,O,O,X,X,X,X
LISTZOJ,O,O,X,X,X,X
LISTOJZ,X,O,X,X,X,O
LISTOZJ,X,O,X,X,X,O
LISJTZO,O,O,O,X,X,X
LISJTOZ,O,X,X,X,X,O
LISJZTO,O,O,O,X,X,X
LISJZOT,O,O,O,X,X,X
LISJOTZ,O,O,X,X,X,O
LISJOZT,O,O,X,X,X,O
LISZTJO,O,O,O,X,X,X
LISZTOJ,O,O,O,X,X,X
LISZJTO,O,O,O,X,X,X
LISZJOT,O,O,O,X,X,X
LISZOTJ,O,O,O,X,X,X
LISZOJT,O,O,O,X,X,X
LISOTJZ,X,O,X,X,X,O
LISOTZJ,X,O,X,X,X,O
LISOJTZ,O,O,X,X,X,O
LISOJZT,O,O,X,X,X,O
LISOZTJ,O,O,X,X,X,O
LISOZJT,O,O,X,X,X,O
LIZTJSO,O,O,O,O,X,X
LIZTJOS,O,X,O,O,X,X
LIZTSJO,O,O,O,O,X,X
LIZTSOJ,O,O,O,O,X,X
LIZTOJS,X,O,X,O,X,X
LIZTOSJ,X,O,X,O,X,X
LIZJTSO,O,O,O,O,X,X
LIZJTOS,O,X,O,O,X,X
LIZJSTO,O,O,O,O,X,X
LIZJSOT,O,O,O,O,X,X
LIZJOTS,O,X,O,O,X,X
LIZJOST,O,X,O,O,X,X
LIZSTJO,O,O,O,O,X,X
LIZSTOJ,O,O,O,O,X,X
LIZSJTO,O,O,O,O,X,X
LIZSJOT,O,O,O,O,X,X
LIZSOTJ,O,O,O,X,X,X
LIZSOJT,O,O,O,X,X,X
LIZOTJS,X,O,O,X,X,X
LIZOTSJ,X,O,O,X,X,X
LIZOJTS,O,O,O,X,X,X
LIZOJST,O,O,O,X,X,X
LIZOSTJ,O,O,O,X,X,X
LIZOSJT,O,O,O,X,X,X
LIOTJSZ,X,X,O,X,X,O
LIOTJZS,X,X,O,X,X,O
LIOTSJZ,X,X,X,X,X,O
LIOTSZJ,X,X,X,X,X,O
LIOTZJS,X,X,O,X,X,O
LIOTZSJ,X,X,O,X,X,O
LIOJTSZ,O,X,O,X,X,O
LIOJTZS,O,X,O,X,X,O
LIOJSTZ,O,O,O,X,X,O
LIOJSZT,O,O,O,X,X,O
LIOJZTS,O,O,O,X,X,O
LIOJZST,O,O,O,X,X,O
LIOSTJZ,X,O,X,X,X,O
LIOSTZJ,X,O,X,X,X,O
LIOSJTZ,O,O,O,X,X,O
LIOSJZT,O,O,O,X,X,O
LIOSZTJ,O,O,O,X,X,O
LIOSZJT,O,O,O,X,X,O
LIOZTJS,X,O,O,X,X,O
LIOZTSJ,X,O,O,X,X,O
LIOZJTS,O,O,O,X,X,O
LIOZJST,O,O,O,X,X,O
LIOZSTJ,O,O,O,X,X,O
LIOZSJT,O,O,O,X,X,O
LJTISZO,O,X,O,O,X,X
LJTISOZ,O,X,X,O,O,O
LJTIZSO,O,X,O,O,X,X
LJTIZOS,O,X,O,O,X,X
LJTIOSZ,O,X,O,O,O,O
LJTIOZS,O,X,O,O,O,O
LJTSIZO,O,X,O,O,X,X
LJTSIOZ,O,X,X,O,O,O
LJTSZIO,O,X,O,O,X,X
LJTSZOI,O,X,O,O,X,O
LJTSOIZ,O,X,X,O,O,O
LJTSOZI,O,X,X,O,O,O
LJTZISO,O,X,O,O,X,X
LJTZIOS,O,X,O,O,X,X
LJTZSIO,O,X,O,O,X,X
LJTZSOI,O,X,O,O,X,O
LJTZOIS,O,X,O,O,X,O
LJTZOSI,O,X,O,O,X,O
LJTOISZ,O,X,O,O,O,O
LJTOIZS,O,X,O,O,O,O
LJTOSIZ,O,X,O,O,O,O
LJTOSZI,O,X,O,O,O,O
LJTOZIS,O,X,O,O,O,O
LJTOZSI,O,X,O,O,O,O
LJITSZO,O,X,O,O,X,X
LJITSOZ,O,X,X,O,X,O
LJITZSO,O,X,O,O,X,X
LJITZOS,O,X,O,O,X,X
LJITOSZ,O,X,O,O,X,O
LJITOZS,O,X,O,O,X,O
LJISTZO,O,O,O,X,X,X
LJISTOZ,O,X,X,X,X,O
LJISZTO,O,O,O,X,X,X
LJISZOT,O,O,O,X,X,X
LJISOTZ,O,X,X,X,X,O
LJISOZT,O,O,X,X,X,O
LJIZTSO,O,O,O,O,X,X
LJIZTOS,O,X,O,O,X,X
LJIZSTO,O,O,O,O,X,X
LJIZSOT,O,O,O,O,X,X
LJIZOTS,O,X,O,O,X,X
LJIZOST,O,X,O,O,X,X
LJIOTSZ,O,X,O,O,X,O
LJIOTZS,O,X,O,O,X,O
LJIOSTZ,O,X,O,X,X,O
LJIOSZT,O,X,O,X,X,O
LJIOZTS,O,X,O,O,X,O
LJIOZST,O,X,O,O,X,O
LJSTIZO,O,O,O,X,X,X
LJSTIOZ,O,X,X,X,O,O
LJSTZIO,O,O,O,X,X,X
LJSTZOI,O,O,O,X,X,O
LJSTOIZ,O,X,X,X,O,O
LJSTOZI,O,X,X,X,O,O
LJSITZO,O,O,O,X,X,X
LJSITOZ,O,X,X,X,X,O
LJSIZTO,O,O,O,X,X,X
LJSIZOT,O,O,O,X,X,X
LJSIOTZ,O,X,X,X,X,O
LJSIOZT,O,O,X,X,X,O
LJSZTIO,O,O,O,X,X,X
LJSZTOI,O,O,O,X,X,O
LJSZITO,O,O,O,X,X,X
LJSZIOT,O,O,O,X,X,X
LJSZOTI,O,O,O,X,X,O
LJSZOIT,O,O,O,X,X,O
LJSOTIZ,O,X,X,X,O,O
LJSOTZI,O,X,X,X,O,O
LJSOITZ,O,X,X,X,O,O
LJSOIZT,O,O,X,X,X,O
LJSOZTI,O,O,X,X,O,O
LJSOZIT,O,O,X,X,X,O
LJZTISO,O,O,O,O,X,X
LJZTIOS,O,X,O,O,X,X
LJZTSIO,O,O,O,O,X,X
LJZTSOI,O,O,O,O,X,O
LJZTOIS,O,X,O,O,X,O
LJZTOSI,O,X,O,O,X,O
LJZITSO,O,O,O,O,X,X
LJZITOS,O,X,O,O,X,X
LJZISTO,O,O,O,O,X,X
LJZISOT,O,O,O,O,X,X
LJZIOTS,O,X,O,O,X,X
LJZIOST,O,X,O,O,X,X
LJZSTIO,O,O,O,O,X,X
LJZSTOI,O,O,O,O,X,O
LJZSITO,O,O,O,O,X,X
LJZSIOT,O,O,O,O,X,X
LJZSOTI,O,O,O,O,X,O
LJZSOIT,O,O,O,O,X,O
LJZOTIS,O,X,O,O,X,O
LJZOTSI,O,X,O,O,X,O
LJZOITS,O,X,O,O,X,O
LJZOIST,O,X,O,O,X,O
LJZOSTI,O,X,O,O,X,O
LJZOSIT,O,X,O,O,X,O
LJOTISZ,O,X,O,O,O,O
LJOTIZS,O,X,O,O,O,O
LJOTSIZ,O,X,O,O,O,O
LJOTSZI,O,X,O,O,O,O
LJOTZIS,O,X,O,O,O,O
LJOTZSI,O,X,O,O,O,O
LJOITSZ,O,X,O,O,O,O
LJOITZS,O,X,O,O,O,O
LJOISTZ,O,X,O,X,O,O
LJOISZT,O,X,O,X,X,O
LJOIZTS,O,X,O,O,X,O
LJOIZST,O,X,O,O,X,O
LJOSTIZ,O,X,O,X,O,O
LJOSTZI,O,X,O,X,O,O
LJOSITZ,O,X,O,X,O,O
LJOSIZT,O,X,O,X,X,O
LJOSZTI,O,X,O,X,O,O
LJOSZIT,O,X,O,X,X,O
LJOZTIS,O,X,O,O,O,O
LJOZTSI,O,X,O,O,O,O
LJOZITS,O,X,O,O,X,O
LJOZIST,O,X,O,O,X,O
LJOZSTI,O,X,O,O,O,O
LJOZSIT,O,X,O,O,X,O
LSTIJZO,O,O,X,X,X,X
LSTIJOZ,O,X,X,X,O,O
LSTIZJO,O,O,X,X,X,X
LSTIZOJ,O,O,X,X,X,X
LSTIOJZ,X,O,X,X,O,O
LSTIOZJ,X,O,X,X,O,O
LSTJIZO,O,O,X,X,X,X
LSTJIOZ,O,X,X,X,O,O
LSTJZIO,O,O,X,X,X,X
LSTJZOI,O,O,X,X,X,O
LSTJOIZ,O,X,X,X,O,O
LSTJOZI,O,X,X,X,O,O
LSTZIJO,O,O,X,X,X,X
LSTZIOJ,O,O,X,X,X,X
LSTZJIO,O,O,X,X,X,X
LSTZJOI,O,O,X,X,X,O
LSTZOIJ,O,O,X,X,X,O
LSTZOJI,O,O,X,X,X,O
LSTOIJZ,X,O,X,X,O,O
LSTOIZJ,X,O,X,X,O,O
LSTOJIZ,X,O,X,X,O,O
LSTOJZI,X,O,X,X,O,O
LSTOZIJ,X,O,X,X,O,O
LSTOZJI,X,O,X,X,O,O
LSITJZO,O,O,X,X,X,X
LSITJOZ,O,X,X,X,X,O
LSITZJO,O,O,X,X,X,X
LSITZOJ,O,O,X,X,X,X
LSITOJZ,X,O,X,X,X,O
LSITOZJ,X,O,X,X,X,O
LSIJTZO,O,O,O,X,X,X
LSIJTOZ,O,X,X,X,X,O
LSIJZTO,O,O,O,X,X,X
LSIJZOT,O,O,O,X,X,X
LSIJOTZ,O,O,X,X,X,O
LSIJOZT,O,O,X,X,X,O
LSIZTJO,O,O,O,X,X,X
LSIZTOJ,O,O,O,X,X,X
LSIZJTO,O,O,O,X,X,X
LSIZJOT,O,O,O,X,X,X
LSIZOTJ,O,O,O,X,X,X
LSIZOJT,O,O,O,X,X,X
LSIOTJZ,X,O,X,X,X,O
LSIOTZJ,X,O,X,X,X,O
LSIOJTZ,O,O,X,X,X,O
LSIOJZT,O,O,X,X,X,O
LSIOZTJ,O,O,X,X,X,O
LSIOZJT,O,O,X,X,X,O
LSJTIZO,O,O,O,X,X,X
LSJTIOZ,O,X,X,X,O,O
LSJTZIO,O,O,O,X,X,X
LSJTZOI,O,O,O,X,X,O
LSJTOIZ,O,X,X,X,O,O
LSJTOZI,O,X,X,X,O,O
LSJITZO,O,O,O,X,X,X
LSJITOZ,O,X,X,X,X,O
LSJIZTO,O,O,O,X,X,X
LSJIZOT,O,O,O,X,X,X
LSJIOTZ,O,O,X,X,X,O
LSJIOZT,O,O,X,X,X,O
LSJZTIO,O,O,O,X,X,X
LSJZTOI,O,O,O,X,X,O
LSJZITO,O,O,O,X,X,X
LSJZIOT,O,O,O,X,X,X
LSJZOTI,O,O,O,X,X,O
LSJZOIT,O,O,O,X,X,O
LSJOTIZ,O,O,X,X,O,O
LSJOTZI,O,O,X,X,O,O
LSJOITZ,O,O,X,X,O,O
LSJOIZT,O,O,X,X,X,O
LSJOZTI,O,O,X,X,O,O
LSJOZIT,O,O,X,X,X,O
LSZTIJO,O,O,O,X,X,X
LSZTIOJ,O,O,O,X,X,X
LSZTJIO,O,O,O,X,X,X
LSZTJOI,O,O,O,X,X,O
LSZTOIJ,O,O,O,X,X,O
LSZTOJI,O,O,X,X,X,O
LSZITJO,O,O,O,X,X,X
LSZITOJ,O,O,O,X,X,X
LSZIJTO,O,O,O,X,X,X
LSZIJOT,O,O,O,X,X,X
LSZIOTJ,O,O,O,X,X,X
LSZIOJT,O,O,O,X,X,X
LSZJTIO,O,O,O,X,X,X
LSZJTOI,O,O,O,X,X,O
LSZJITO,O,O,O,X,X,X
LSZJIOT,O,O,O,X,X,X
LSZJOTI,O,O,O,X,X,O
LSZJOIT,O,O,O,X,X,O
LSZOTIJ,O,O,O,X,X,O
LSZOTJI,O,O,X,X,X,O
LSZOITJ,O,O,O,X,X,O
LSZOIJT,O,O,O,X,X,O
LSZOJTI,O,O,O,X,X,O
LSZOJIT,O,O,O,X,X,O
LSOTIJZ,X,O,X,X,O,O
LSOTIZJ,X,O,X,X,O,O
LSOTJIZ,X,O,X,X,O,O
LSOTJZI,X,O,X,X,O,O
LSOTZIJ,X,O,X,X,O,O
LSOTZJI,X,O,X,X,O,O
LSOITJZ,X,O,X,X,O,O
LSOITZJ,X,O,X,X,O,O
LSOIJTZ,O,O,X,X,O,O
LSOIJZT,O,O,X,X,X,O
LSOIZTJ,O,O,X,X,X,O
LSOIZJT,O,O,X,X,X,O
LSOJTIZ,O,O,X,X,O,O
LSOJTZI,O,O,X,X,O,O
LSOJITZ,O,O,X,X,O,O
LSOJIZT,O,O,X,X,X,O
LSOJZTI,O,O,X,X,O,O
LSOJZIT,O,O,X,X,X,O
LSOZTIJ,O,O,X,X,O,O
LSOZTJI,O,O,X,X,O,O
LSOZITJ,O,O,X,X,X,O
LSOZIJT,O,O,X,X,X,O
LSOZJTI,O,O,X,X,O,O
LSOZJIT,O,O,X,X,X,O
LZTIJSO,O,O,O,O,X,X
LZTIJOS,O,X,O,O,X,X
LZTISJO,O,O,O,O,X,X
LZTISOJ,O,O,O,O,X,X
LZTIOJS,X,O,X,O,X,X
LZTIOSJ,X,O,X,O,X,X
LZTJISO,O,O,O,O,X,X
LZTJIOS,O,X,O,O,X,X
LZTJSIO,O,O,O,O,X,X
LZTJSOI,O,O,O,O,X,O
LZTJOIS,O,X,O,O,X,O
LZTJOSI,O,X,O,O,X,O
LZTSIJO,O,O,O,O,X,X
LZTSIOJ,O,O,O,O,X,X
LZTSJIO,O,O,O,O,X,X
LZTSJOI,O,O,O,O,X,O
LZTSOIJ,O,O,O,O,X,O
LZTSOJI,O,O,X,O,X,O
LZTOIJS,X,O,X,O,X,O
LZTOISJ,X,O,X,O,X,O
LZTOJIS,X,O,X,O,X,O
LZTOJSI,X,O,X,O,X,O
LZTOSIJ,X,O,X,O,X,O
LZTOSJI,X,O,X,O,X,O
LZITJSO,O,O,O,O,X,X
LZITJOS,O,X,O,O,X,X
LZITSJO,O,O,O,O,X,X
LZITSOJ,O,O,O,O,X,X
LZITOJS,X,O,X,O,X,X
LZITOSJ,X,O,X,O,X,X
LZIJTSO,O,O,O,O,X,X
LZIJTOS,O,X,O,O,X,X
LZIJSTO,O,O,O,O,X,X
LZIJSOT,O,O,O,O,X,X
LZIJOTS,O,X,O,O,X,X
LZIJOST,O,X,O,O,X,X
LZISTJO,O,O,O,O,X,X
LZISTOJ,O,O,O,O,X,X
LZISJTO,O,O,O,O,X,X
LZISJOT,O,O,O,O,X,X
LZISOTJ,O,O,O,X,X,X
LZISOJT,O,O,O,X,X,X
LZIOTJS,X,O,O,X,X,X
LZIOTSJ,X,O,O,X,X,X
LZIOJTS,O,O,O,X,X,X
LZIOJST,O,O,O,X,X,X
LZIOSTJ,O,O,O,X,X,X
LZIOSJT,O,O,O,X,X,X
LZJTISO,O,O,O,O,X,X
LZJTIOS,O,X,O,O,X,X
LZJTSIO,O,O,O,O,X,X
LZJTSOI,O,O,O,O,X,O
LZJTOIS,O,X,O,O,X,O
LZJTOSI,O,X,O,O,X,O
LZJITSO,O,O,O,O,X,X
LZJITOS,O,X,O,O,X,X
LZJISTO,O,O,O,O,X,X
LZJISOT,O,O,O,O,X,X
LZJIOTS,O,X,O,O,X,X
LZJIOST,O,X,O,O,X,X
LZJSTIO,O,O,O,O,X,X
LZJSTOI,O,O,O,O,X,O
LZJSITO,O,O,O,O,X,X
LZJSIOT,O,O,O,O,X,X
LZJSOTI,O,O,O,O,X,O
LZJSOIT,O,O,O,O,X,O
LZJOTIS,O,X,O,O,X,O
LZJOTSI,O,X,O,O,X,O
LZJOITS,O,X,O,O,X,O
LZJOIST,O,X,O,O,X,O
LZJOSTI,O,X,O,O,X,O
LZJOSIT,O,X,O,O,X,O
LZSTIJO,O,O,O,O,X,X
LZSTIOJ,O,O,O,O,X,X
LZSTJIO,O,O,O,O,X,X
LZSTJOI,O,O,O,O,X,O
LZSTOIJ,O,O,O,O,X,O
LZSTOJI,O,O,O,O,X,O
LZSITJO,O,O,O,O,X,X
LZSITOJ,O,O,O,O,X,X
LZSIJTO,O,O,O,O,X,X
LZSIJOT,O,O,O,O,X,X
LZSIOTJ,O,O,O,X,X,X
LZSIOJT,O,O,O,X,X,X
LZSJTIO,O,O,O,O,X,X
LZSJTOI,O,O,O,O,X,O
LZSJITO,O,O,O,O,X,X
LZSJIOT,O,O,O,O,X,X
LZSJOTI,O,O,O,O,X,O
LZSJOIT,O,O,O,O,X,O
LZSOTIJ,O,O,O,X,X,O
LZSOTJI,O,O,O,X,X,O
LZSOITJ,O,O,O,X,X,O
LZSOIJT,O,O,O,X,X,O
LZSOJTI,O,O,O,X,X,O
LZSOJIT,O,O,O,X,X,O
LZOTIJS,X,O,O,X,X,O
LZOTISJ,X,O,O,X,X,O
LZOTJIS,X,O,O,X,X,O
LZOTJSI,X,O,O,X,X,O
LZOTSIJ,X,O,O,X,X,O
LZOTSJI,X,O,O,X,X,O
LZOITJS,X,O,O,X,X,O
LZOITSJ,X,O,O,X,X,O
LZOIJTS,O,O,O,X,X,O
LZOIJST,O,O,O,X,X,O
LZOISTJ,O,O,O,X,X,O
LZOISJT,O,O,O,X,X,O
LZOJTIS,O,O,O,X,X,O
LZOJTSI,O,O,O,X,X,O
LZOJITS,O,O,O,X,X,O
LZOJIST,O,O,O,X,X,O
LZOJSTI,O,O,O,X,X,O
LZOJSIT,O,O,O,X,X,O
