sequence,v115@GhA8IeA8EeA8AeD8DeE8Je0/IvhFxgBmiB/pBarBFn?BTqB,v115@GhA8IeA8EeA8AeD8DeE8JeT/IvhFxgBmiB/qBarBFn?B0pB,v115@GhA8IeA8EeA8AeD8DeE8Je0/IvhFlgBanBziB2pBXm?BRvB,v115@GhA8IeA8EeA8AeD8DeE8JeOEJvhF8kBanBziBFmB3l?BRvB,v115@GhA8IeA8EeA8AeD8DeE8Jex/IvhFXhBmiBypBFnBzq?B0pB,v115@GhA8IeA8EeA8AeD8DeE8JeUBJvhFRiB/pBFlBinBzq?BmpB,v115@GhA8IeA8EeA8AeD8DeE8JeT/IvhFRiB/qBFmBinB0p?BmqB,v115@GhA8IeA8EeA8AeD8DeE8Je0/IvhFxgBmiB/pBFnBiq?BzqB,v115@GhA8IeA8EeA8AeD8DeE8Je2EJvhFRgBanBziB1qB0p?BXrB,v115@GhA8IeA8EeA8AeD8DeE8JeOEJvhF8kBRiBFmBinBXq?BzqB,v115@GhA8IeA8EeA8AeD8DeE8JeRCJvhFTkB/qBFmBinB0p?BmqB
JZTOLSI,X,O,O,X,X,X,X,X,O,X,X
JZTOSIL,X,O,O,X,X,X,X,X,O,X,X
JZTOSLI,X,O,O,X,X,X,X,X,O,X,X
JZITLSO,X,X,X,O,X,X,X,X,O,X,X
JZITLOS,X,X,O,O,X,X,X,X,O,X,X
JZITSLO,X,X,X,O,X,X,X,X,O,X,X
JZITSOL,X,X,X,O,X,X,X,X,O,X,X
JZITOLS,X,X,O,O,X,X,X,X,O,X,X
JZITOSL,X,X,X,O,X,X,X,X,O,X,X
JZILTSO,X,X,O,O,X,X,X,X,O,X,X
JZILTOS,X,X,O,O,X,X,X,X,O,X,X
JZILSTO,X,X,O,O,X,X,X,X,X,X,X
JZILSOT,X,X,O,O,X,X,X,X,O,X,X
JZILOTS,X,X,O,O,X,X,X,X,O,X,X
JZILOST,X,X,O,O,X,X,X,X,O,X,X
JZISTLO,X,X,O,O,X,X,X,X,X,X,X
JZISTOL,X,O,O,O,X,X,X,X,X,X,X
JZISLTO,X,O,O,O,X,X,X,X,X,X,X
JZISLOT,X,O,O,O,X,X,X,X,O,X,X
JZISOTL,X,O,O,O,X,X,X,X,O,X,X
JZISOLT,X,O,O,O,X,X,X,X,O,X,X
JZIOTLS,X,X,O,O,X,X,X,X,O,X,X
JZIOTSL,X,X,O,O,X,X,X,X,O,X,X
JZIOLTS,X,X,O,O,X,X,X,X,O,X,X
JZIOLST,X,X,O,O,X,X,X,X,O,X,X
JZIOSTL,X,O,O,O,X,X,X,X,O,X,X
JZIOSLT,X,O,O,O,X,X,X,X,O,X,X
JZLTISO,X,X,O,X,X,X,X,X,O,X,X
JZLTIOS,X,X,O,X,X,X,X,X,O,X,X
JZLTSIO,X,X,O,X,X,X,X,X,O,X,X
JZLTSOI,X,X,O,X,X,X,X,X,O,X,X
JZLTOIS,X,X,O,X,X,X,X,X,O,X,X
JZLTOSI,X,X,O,X,X,X,X,X,O,X,X
JZLITSO,X,X,O,O,X,X,X,X,O,X,X
JZLITOS,X,X,O,O,X,X,X,X,O,X,X
JZLISTO,O,O,O,O,X,X,O,X,X,X,X
JZLISOT,O,O,O,O,X,X,O,X,O,X,X
JZLIOTS,X,X,O,O,X,X,X,X,O,X,X
JZLIOST,O,X,O,O,X,O,O,X,O,X,X
JZLSTIO,O,O,O,X,X,X,O,O,O,X,X
JZLSTOI,X,O,O,X,X,X,O,X,O,X,X
JZLSITO,O,O,O,X,X,X,O,O,X,X,X
JZLSIOT,O,O,O,X,X,X,O,O,O,X,X
JZLSOTI,X,O,O,X,X,X,O,X,O,X,X
JZLSOIT,O,O,O,X,X,X,O,O,O,X,X
JZLOTIS,X,X,O,X,X,X,X,X,O,X,X
JZLOTSI,X,X,O,X,X,X,X,X,O,X,X
JZLOITS,X,X,O,O,O,X,X,X,O,X,X
JZLOIST,O,X,O,O,O,O,O,X,O,X,X
JZLOSTI,O,O,O,X,X,O,O,X,O,X,X
JZLOSIT,O,O,O,X,O,O,O,X,O,X,X
JZSTILO,O,O,O,X,X,X,X,O,O,X,X
JZSTIOL,O,O,O,X,X,X,X,O,O,X,X
JZSTLIO,O,O,O,X,X,X,O,O,O,X,X
JZSTLOI,X,O,O,X,X,X,O,X,O,X,X
JZSTOIL,O,O,O,X,X,X,X,X,O,X,X
JZSTOLI,O,O,O,X,X,X,O,X,O,X,X
JZSITLO,O,O,O,X,X,X,X,O,X,X,X
JZSITOL,O,O,O,X,X,X,X,O,X,X,X
JZSILTO,O,O,O,X,X,X,X,O,X,X,X
JZSILOT,O,O,O,X,X,X,X,O,O,X,X
JZSIOTL,O,O,O,X,X,X,X,O,O,X,X
JZSIOLT,O,O,O,X,X,X,X,O,O,X,X
JZSLTIO,O,O,O,X,X,X,O,O,O,X,X
JZSLTOI,X,O,O,X,X,X,O,X,O,X,X
JZSLITO,O,O,O,X,X,X,O,O,X,X,X
JZSLIOT,O,O,O,X,X,X,O,O,O,X,X
JZSLOTI,O,O,O,X,X,X,O,X,O,X,X
JZSLOIT,O,O,O,X,X,X,O,O,O,X,X
JZSOTIL,O,O,O,X,X,X,X,X,O,X,X
JZSOTLI,O,O,O,X,X,X,O,X,O,X,X
JZSOITL,O,O,O,X,X,X,X,O,O,X,X
JZSOILT,O,O,O,X,X,X,X,O,O,X,X
JZSOLTI,O,O,O,X,X,X,O,X,O,X,X
JZSOLIT,O,O,O,X,X,X,O,O,O,X,X
JZOTILS,X,O,O,X,X,X,X,X,O,X,X
JZOTISL,X,O,O,X,X,X,X,X,O,X,X
JZOTLIS,X,O,O,X,X,X,X,X,O,X,X
JZOTLSI,X,O,O,X,X,X,X,X,O,X,X
JZOTSIL,X,O,O,X,X,X,X,X,O,X,X
JZOTSLI,X,O,O,X,X,X,X,X,O,X,X
JZOITLS,X,X,O,O,X,X,X,X,O,X,X
JZOITSL,X,X,O,O,X,X,X,X,O,X,X
JZOILTS,X,X,O,O,X,X,X,X,O,X,X
JZOILST,X,X,O,O,X,X,X,X,O,X,X
JZOISTL,X,O,O,O,X,X,X,X,O,X,X
JZOISLT,X,O,O,O,X,X,X,X,O,X,X
JZOLTIS,X,X,O,X,X,X,X,X,O,X,X
JZOLTSI,X,X,O,X,X,X,X,X,O,X,X
JZOLITS,X,X,O,O,O,X,X,X,O,X,X
JZOLIST,O,X,O,O,O,O,O,X,O,X,X
JZOLSTI,O,O,O,X,X,O,O,X,O,X,X
JZOLSIT,O,O,O,X,O,O,O,X,O,X,X
JZOSTIL,O,O,O,X,X,X,X,X,O,X,X
JZOSTLI,O,O,O,X,X,O,O,X,O,X,X
JZOSITL,O,O,O,X,O,X,X,X,O,X,X
JZOSILT,O,O,O,X,O,X,X,X,O,X,X
JZOSLTI,O,O,O,X,X,O,O,X,O,X,X
JZOSLIT,O,O,O,X,O,O,O,X,O,X,X
JOTILSZ,O,X,O,O,O,X,X,X,X,X,X
JOTILZS,O,X,O,O,O,X,X,X,X,X,X
JOTISLZ,O,X,O,O,O,X,X,X,X,X,X
JOTISZL,O,X,O,O,O,X,X,X,X,X,X
JOTIZLS,X,X,O,O,X,X,X,X,X,X,X
JOTIZSL,O,X,O,O,X,X,X,X,X,X,X
JOTLISZ,O,X,O,O,O,X,X,X,X,X,X
JOTLIZS,O,X,O,O,O,X,X,X,X,X,X
JOTLSIZ,O,X,O,X,O,X,X,X,X,X,X
JOTLSZI,O,X,O,X,O,X,X,X,X,X,X
JOTLZIS,O,X,O,X,O,X,X,X,X,X,X
JOTLZSI,O,X,O,X,O,X,X,X,X,X,X
JOTSILZ,O,X,O,X,O,X,X,X,X,X,X
JOTSIZL,O,X,O,X,O,X,X,X,X,X,X
JOTSLIZ,O,X,O,X,O,X,X,X,X,X,X
JOTSLZI,O,X,O,X,O,X,X,X,X,X,X
JOTSZIL,O,X,O,X,O,X,X,X,X,X,X
JOTSZLI,O,X,O,X,O,X,X,X,X,X,X
JOTZILS,X,X,O,X,X,X,X,X,X,X,X
JOTZISL,O,X,O,X,X,X,X,X,X,X,X
JOTZLIS,O,X,O,X,O,X,X,X,X,X,X
JOTZLSI,O,X,O,X,O,X,X,X,X,X,X
JOTZSIL,O,X,O,X,O,X,X,X,X,X,X
JOTZSLI,O,X,O,X,O,X,X,X,X,X,X
JOITLSZ,X,X,O,O,X,X,X,X,X,X,X
JOITLZS,X,X,O,O,X,X,X,X,X,X,X
JOITSLZ,X,X,O,O,X,X,X,X,X,X,X
JOITSZL,X,X,O,O,X,X,X,X,X,X,X
JOITZLS,X,X,O,O,X,X,X,X,X,X,X
JOITZSL,X,X,O,O,X,X,X,X,X,X,X
JOILTSZ,O,X,O,O,O,X,X,X,X,X,X
JOILTZS,X,X,O,O,O,X,X,X,X,X,X
JOILSTZ,O,X,O,O,O,X,X,X,X,X,X
JOILSZT,O,X,O,O,O,X,X,X,X,X,X
JOILZTS,X,X,O,O,O,X,X,X,X,X,X
JOILZST,O,X,O,O,O,X,X,X,X,X,X
JOISTLZ,X,X,O,O,O,X,X,X,X,X,X
JOISTZL,X,X,O,O,O,X,X,X,X,X,X
JOISLTZ,O,X,O,O,O,X,X,X,X,X,X
JOISLZT,O,X,O,O,O,X,X,X,X,X,X
JOISZTL,O,X,O,O,O,X,X,X,X,X,X
JOISZLT,O,X,O,O,O,X,X,X,X,X,X
JOIZTLS,X,X,O,O,X,X,X,X,X,X,X
JOIZTSL,X,X,O,O,X,X,X,X,X,X,X
JOIZLTS,X,X,O,O,X,X,X,X,X,X,X
JOIZLST,X,X,O,O,X,X,X,X,X,X,X
JOIZSTL,X,X,O,O,X,X,X,X,X,X,X
JOIZSLT,X,X,O,O,X,X,X,X,X,X,X
JOLTISZ,O,X,O,O,O,X,X,X,X,X,X
JOLTIZS,O,X,O,O,O,X,X,X,X,X,X
JOLTSIZ,O,X,O,X,O,X,X,X,X,X,X
JOLTSZI,O,X,O,X,O,X,X,X,X,X,X
JOLTZIS,O,X,O,X,O,X,X,X,X,X,X
JOLTZSI,O,X,O,X,O,X,X,X,X,X,X
JOLITSZ,O,X,O,O,O,X,X,X,X,X,X
JOLITZS,O,X,O,O,O,X,X,X,X,X,X
JOLISTZ,O,X,O,O,O,O,X,X,X,X,O
JOLISZT,O,O,O,O,O,O,X,X,X,X,X
JOLIZTS,X,X,O,O,O,X,X,X,X,X,X
JOLIZST,O,X,O,O,O,O,X,X,X,X,X
JOLSTIZ,O,X,O,X,O,O,X,X,X,X,O
JOLSTZI,O,X,O,X,O,O,X,X,X,X,O
JOLSITZ,O,X,O,O,O,O,X,X,X,X,O
JOLSIZT,O,O,O,O,O,O,X,X,X,X,X
JOLSZTI,O,O,O,X,X,O,X,X,X,X,X
JOLSZIT,O,O,O,X,O,O,X,O,X,X,X
JOLZTIS,X,X,O,X,X,X,X,X,O,X,X
JOLZTSI,X,X,O,X,X,X,X,X,O,X,X
JOLZITS,X,X,O,O,O,X,X,X,O,X,X
JOLZIST,O,X,O,O,O,O,X,X,O,X,X
JOLZSTI,O,X,O,X,X,O,X,X,O,X,X
JOLZSIT,O,X,O,X,O,O,X,X,O,X,X
JOSTILZ,O,X,O,X,O,X,X,X,X,X,X
JOSTIZL,O,X,O,X,O,X,X,X,X,X,X
JOSTLIZ,O,X,O,X,O,O,X,X,X,X,O
JOSTLZI,O,X,O,X,O,O,X,X,X,X,O
JOSTZIL,O,X,O,X,O,X,X,X,X,X,X
JOSTZLI,O,X,O,X,O,O,X,X,X,X,X
JOSITLZ,X,X,O,O,O,X,X,X,X,X,X
JOSITZL,X,X,O,O,O,X,X,X,X,X,X
JOSILTZ,O,X,O,O,O,X,X,X,X,X,X
JOSILZT,O,X,O,O,O,X,X,X,X,X,X
JOSIZTL,O,O,O,O,O,X,X,X,X,X,X
JOSIZLT,O,O,O,O,O,X,X,X,X,X,X
JOSLTIZ,O,X,O,X,O,O,X,X,X,X,O
JOSLTZI,O,X,O,X,O,O,X,X,X,X,O
JOSLITZ,O,X,O,O,O,O,X,X,X,X,O
JOSLIZT,O,O,O,O,O,O,X,X,X,X,X
JOSLZTI,O,O,O,X,X,O,X,X,X,X,X
JOSLZIT,O,O,O,X,O,O,X,O,X,X,X
JOSZTIL,O,O,O,X,X,X,X,X,X,X,X
JOSZTLI,O,O,O,X,X,O,X,X,X,X,X
JOSZITL,O,O,O,X,O,X,X,O,X,X,X
JOSZILT,O,O,O,X,O,X,X,O,X,X,X
JOSZLTI,O,O,O,X,X,O,X,X,X,X,X
JOSZLIT,O,O,O,X,O,O,X,O,X,X,X
JOZTILS,X,X,O,X,X,X,X,X,O,X,X
JOZTISL,X,X,O,X,X,X,X,X,O,X,X
JOZTLIS,X,X,O,X,X,X,X,X,O,X,X
JOZTLSI,X,X,O,X,X,X,X,X,O,X,X
JOZTSIL,X,O,O,X,X,X,X,X,O,X,X
JOZTSLI,X,O,O,X,X,X,X,X,O,X,X
JOZITLS,X,X,O,O,X,X,X,X,O,X,X
JOZITSL,X,X,O,O,X,X,X,X,O,X,X
JOZILTS,X,X,O,O,X,X,X,X,O,X,X
JOZILST,X,X,O,O,X,X,X,X,O,X,X
JOZISTL,X,O,O,O,X,X,X,X,O,X,X
JOZISLT,X,O,O,O,X,X,X,X,O,X,X
JOZLTIS,X,X,O,X,X,X,X,X,O,X,X
JOZLTSI,X,X,O,X,X,X,X,X,O,X,X
JOZLITS,X,X,O,O,O,X,X,X,O,X,X
JOZLIST,O,X,O,O,O,O,X,X,O,X,X
JOZLSTI,O,O,O,X,X,O,X,X,O,X,X
JOZLSIT,O,O,O,X,O,O,X,X,O,X,X
JOZSTIL,O,O,O,X,X,X,X,X,O,X,X
JOZSTLI,O,O,O,X,X,O,X,X,O,X,X
JOZSITL,O,O,O,X,O,X,X,X,O,X,X
JOZSILT,O,O,O,X,O,X,X,X,O,X,X
JOZSLTI,O,O,O,X,X,O,X,X,O,X,X
JOZSLIT,O,O,O,X,O,O,X,X,O,X,X
STILJZO,O,O,O,O,X,X,O,O,X,O,X
STILJOZ,O,O,O,O,O,X,X,O,X,X,O
STILZJO,O,O,O,O,X,X,O,O,X,O,X
STILZOJ,O,O,O,O,X,X,O,O,X,O,O
STILOJZ,O,O,O,O,X,X,X,O,X,X,O
STILOZJ,O,O,O,O,X,X,O,O,X,O,O
STIJLZO,O,O,O,O,X,X,X,O,X,X,X
STIJLOZ,O,O,O,O,O,X,X,O,X,X,X
STIJZLO,O,O,O,O,X,X,X,O,X,X,X
STIJZOL,O,O,O,O,O,X,X,O,X,X,X
STIJOLZ,O,X,O,O,O,X,X,X,X,X,X
STIJOZL,O,O,O,O,O,X,X,O,X,X,X
STIZLJO,O,O,O,O,X,X,O,O,X,O,X
STIZLOJ,O,O,O,O,X,X,O,O,X,O,X
STIZJLO,O,O,O,O,X,X,X,O,X,O,X
STIZJOL,O,O,O,O,O,X,X,O,X,X,X
STIZOLJ,O,O,O,O,X,X,O,X,X,X,X
STIZOJL,O,O,O,O,X,X,X,O,X,X,X
STIOLJZ,O,X,O,O,O,X,X,X,X,X,O
STIOLZJ,O,X,O,O,O,X,X,X,X,X,O
STIOJLZ,O,X,O,O,O,X,X,X,X,X,X
STIOJZL,O,O,O,O,O,X,X,O,X,X,X
STIOZLJ,O,O,O,O,X,X,X,X,X,X,X
STIOZJL,O,O,O,O,O,X,X,O,X,X,X
STLIJZO,O,O,O,O,X,X,O,O,X,O,X
STLIJOZ,O,O,O,O,O,X,X,O,X,X,O
STLIZJO,O,O,O,O,X,X,O,O,X,O,X
STLIZOJ,O,O,O,O,X,X,O,O,X,O,O
STLIOJZ,O,O,O,O,X,O,X,O,X,X,O
STLIOZJ,O,O,O,O,X,O,O,O,X,O,O
STLJIZO,O,O,O,X,X,X,O,O,X,O,X
STLJIOZ,O,O,O,X,O,X,X,O,X,X,O
STLJZIO,O,O,O,X,X,X,O,O,X,O,X
STLJZOI,O,O,O,X,X,X,O,O,X,O,X
STLJOIZ,O,O,O,X,O,X,X,O,X,X,O
STLJOZI,O,O,O,X,O,X,X,O,X,X,O
STLZIJO,O,O,O,X,X,X,O,O,X,O,X
STLZIOJ,O,O,O,X,X,X,O,O,X,O,O
STLZJIO,O,O,O,X,X,X,O,O,X,O,X
STLZJOI,O,O,O,X,X,X,O,O,X,O,X
STLZOIJ,O,O,O,X,X,X,O,O,X,O,O
STLZOJI,O,O,O,X,X,X,O,O,X,O,O
STLOIJZ,O,O,O,O,O,O,X,O,X,X,O
STLOIZJ,O,O,O,O,O,O,O,O,X,O,O
STLOJIZ,O,O,O,X,O,O,X,O,X,X,O
STLOJZI,O,O,O,X,O,O,X,O,X,X,O
STLOZIJ,O,O,O,X,O,O,O,O,X,O,O
STLOZJI,O,O,O,X,O,O,O,O,X,O,O
STJILZO,O,O,O,X,X,X,X,O,X,X,X
STJILOZ,O,O,O,X,O,X,X,O,X,X,X
STJIZLO,O,O,O,X,X,X,X,O,X,X,X
STJIZOL,O,O,O,X,O,X,X,O,X,X,X
STJIOLZ,O,X,O,X,O,X,X,X,X,X,X
STJIOZL,O,O,O,X,O,X,X,O,X,X,X
STJLIZO,O,O,O,X,X,X,O,O,X,O,X
STJLIOZ,O,O,O,X,O,X,X,O,X,X,O
STJLZIO,O,O,O,X,X,X,O,O,X,O,X
STJLZOI,O,O,O,X,X,X,O,O,X,O,X
STJLOIZ,O,O,O,X,O,X,X,O,X,X,O
STJLOZI,O,O,O,X,O,X,X,O,X,X,O
STJZILO,O,O,O,X,X,X,X,O,X,O,X
STJZIOL,O,O,O,X,O,X,X,O,X,X,X
STJZLIO,O,O,O,X,X,X,O,O,X,O,X
STJZLOI,O,O,O,X,X,X,O,O,X,O,X
STJZOIL,O,O,O,X,O,X,X,O,X,X,X
STJZOLI,O,O,O,X,O,X,O,O,X,O,X
STJOILZ,O,X,O,X,O,X,X,X,X,X,X
STJOIZL,O,O,O,X,O,X,X,O,X,X,X
STJOLIZ,O,O,O,X,O,X,X,O,X,X,O
STJOLZI,O,O,O,X,O,X,X,O,X,X,O
STJOZIL,O,O,O,X,O,X,X,O,X,X,X
STJOZLI,O,O,O,X,O,X,X,O,X,X,X
STZILJO,O,O,O,X,X,X,O,O,X,O,X
STZILOJ,O,O,O,X,X,X,O,O,X,O,X
STZIJLO,O,O,O,X,X,X,X,O,X,O,X
STZIJOL,O,O,O,X,O,X,X,O,X,X,X
STZIOLJ,O,O,O,X,X,X,O,X,X,X,X
STZIOJL,O,O,O,X,X,X,X,O,X,X,X
STZLIJO,O,O,O,X,X,X,O,O,X,O,X
STZLIOJ,O,O,O,X,X,X,O,O,X,O,O
STZLJIO,O,O,O,X,X,X,O,O,X,O,X
STZLJOI,O,O,O,X,X,X,O,O,X,O,X
STZLOIJ,O,O,O,X,X,X,O,O,X,O,O
STZLOJI,O,O,O,X,X,X,O,O,X,O,O
STZJILO,O,O,O,X,X,X,X,O,X,O,X
STZJIOL,O,O,O,X,O,X,X,O,X,X,X
STZJLIO,O,O,O,X,X,X,O,O,X,O,X
STZJLOI,O,O,O,X,X,X,O,O,X,O,X
STZJOIL,O,O,O,X,O,X,X,O,X,X,X
STZJOLI,O,O,O,X,O,X,O,O,X,O,X
STZOILJ,O,O,O,X,X,X,O,X,X,X,X
STZOIJL,O,O,O,X,O,X,X,O,X,X,X
STZOLIJ,O,O,O,X,O,X,O,O,X,O,O
STZOLJI,O,O,O,X,O,X,O,O,X,O,O
STZOJIL,O,O,O,X,O,X,X,O,X,X,X
STZOJLI,O,O,O,X,O,X,O,O,X,O,X
STOILJZ,O,X,O,O,O,O,X,X,X,X,O
STOILZJ,O,X,O,O,O,O,X,X,X,X,O
STOIJLZ,O,X,O,O,O,X,X,X,X,X,X
STOIJZL,O,O,O,O,O,X,X,O,X,X,X
STOIZLJ,O,O,O,O,X,O,X,X,X,X,X
STOIZJL,O,O,O,O,O,X,X,O,X,X,X
STOLIJZ,O,O,O,O,O,O,X,O,X,X,O
STOLIZJ,O,O,O,O,O,O,O,O,X,O,O
STOLJIZ,O,O,O,X,O,O,X,O,X,X,O
STOLJZI,O,O,O,X,O,O,X,O,X,X,O
STOLZIJ,O,O,O,X,O,O,O,O,X,O,O
STOLZJI,O,O,O,X,O,O,O,O,X,O,O
STOJILZ,O,X,O,X,O,X,X,X,X,X,X
STOJIZL,O,O,O,X,O,X,X,O,X,X,X
STOJLIZ,O,O,O,X,O,O,X,O,X,X,O
STOJLZI,O,O,O,X,O,O,X,O,X,X,O
STOJZIL,O,O,O,X,O,X,X,O,X,X,X
STOJZLI,O,O,O,X,O,O,X,O,X,X,X
STOZILJ,O,O,O,X,X,O,O,X,X,X,X
STOZIJL,O,O,O,X,O,X,X,O,X,X,X
STOZLIJ,O,O,O,X,O,O,O,O,X,O,O
STOZLJI,O,O,O,X,O,O,O,O,X,O,O
STOZJIL,O,O,O,X,O,X,X,O,X,X,X
STOZJLI,O,O,O,X,O,O,O,O,X,O,X
SITLJZO,O,O,O,O,X,X,O,O,X,O,X
SITLJOZ,O,O,O,O,X,X,X,O,X,X,O
SITLZJO,O,O,O,O,X,X,O,O,X,O,X
SITLZOJ,O,O,O,O,X,X,O,O,X,O,O
SITLOJZ,O,O,O,O,X,X,X,O,X,X,O
SITLOZJ,O,O,O,O,X,X,O,O,X,O,O
SITJLZO,O,O,O,O,X,X,X,O,X,X,X
SITJLOZ,O,O,O,O,X,X,X,O,X,X,X
SITJZLO,O,O,O,O,X,X,X,O,X,X,X
SITJZOL,O,O,O,O,X,X,X,O,X,X,X
SITJOLZ,O,X,O,O,X,X,X,X,X,X,X
SITJOZL,O,O,O,O,X,X,X,O,X,X,X
SITZLJO,O,O,O,O,X,X,O,O,X,O,X
SITZLOJ,O,O,O,O,X,X,O,O,X,O,X
SITZJLO,O,O,O,O,X,X,X,O,X,O,X
SITZJOL,O,O,O,O,X,X,X,O,X,X,X
SITZOLJ,O,O,O,O,X,X,O,X,X,X,X
SITZOJL,O,O,O,O,X,X,X,O,X,X,X
SITOLJZ,O,X,O,O,X,X,X,X,X,X,O
SITOLZJ,O,X,O,O,X,X,X,X,X,X,O
SITOJLZ,O,X,O,O,X,X,X,X,X,X,X
SITOJZL,O,O,O,O,X,X,X,O,X,X,X
SITOZLJ,O,O,O,O,X,X,X,X,X,X,X
SITOZJL,O,O,O,O,X,X,X,O,X,X,X
SILTJZO,O,O,O,O,X,X,O,O,X,O,X
SILTJOZ,O,O,O,O,X,X,X,O,X,X,O
SILTZJO,O,O,O,O,X,X,O,O,X,O,X
SILTZOJ,O,O,O,O,X,X,O,O,X,O,O
SILTOJZ,O,O,O,O,X,O,X,O,X,X,O
SILTOZJ,O,O,O,O,X,O,O,O,X,O,O
SILJTZO,O,O,O,O,X,X,O,X,X,O,X
SILJTOZ,O,O,O,O,X,X,X,X,X,X,O
SILJZTO,O,O,O,O,X,X,O,O,X,O,X
SILJZOT,O,O,O,O,X,X,O,O,X,O,X
SILJOTZ,X,X,O,O,X,O,X,X,X,X,O
SILJOZT,O,O,O,O,X,O,X,X,X,X,X
SILZTJO,O,O,O,O,X,X,O,O,X,O,X
SILZTOJ,O,O,O,O,X,X,O,O,X,O,O
SILZJTO,O,O,O,O,X,X,O,O,X,O,X
SILZJOT,O,O,O,O,X,X,O,O,X,O,X
SILZOTJ,O,O,O,O,X,O,O,O,X,O,O
SILZOJT,O,O,O,O,X,O,O,O,X,O,X
SILOTJZ,O,O,O,O,X,O,X,X,X,X,O
SILOTZJ,O,O,O,O,X,O,O,X,X,O,O
SILOJTZ,X,X,O,O,X,O,X,X,X,X,O
SILOJZT,O,O,O,O,X,O,X,X,X,X,X
SILOZTJ,O,O,O,O,X,O,O,X,X,O,O
SILOZJT,O,O,O,O,X,O,O,X,X,O,X
SIJTLZO,X,O,O,O,X,X,X,X,X,X,X
SIJTLOZ,X,X,O,O,X,X,X,X,X,X,X
SIJTZLO,X,O,O,O,X,X,X,X,X,X,X
SIJTZOL,X,O,O,O,X,X,X,X,X,X,X
SIJTOLZ,X,X,O,O,X,X,X,X,X,X,X
SIJTOZL,X,O,O,O,X,X,X,X,X,X,X
SIJLTZO,O,O,O,O,X,X,X,X,X,X,X
SIJLTOZ,X,X,O,O,X,X,X,X,X,X,X
SIJLZTO,O,O,O,O,X,X,X,O,X,X,X
SIJLZOT,O,O,O,O,X,X,X,O,X,X,X
SIJLOTZ,X,X,O,O,X,X,X,X,X,X,X
SIJLOZT,O,O,O,O,X,X,X,X,X,X,X
SIJZTLO,O,O,O,O,X,X,X,O,X,X,X
SIJZTOL,O,O,O,O,X,X,X,O,X,X,X
SIJZLTO,O,O,O,O,X,X,X,O,X,X,X
SIJZLOT,O,O,O,O,X,X,X,O,X,X,X
SIJZOTL,O,O,O,O,X,X,X,O,X,X,X
SIJZOLT,O,O,O,O,X,X,X,O,X,X,X
SIJOTLZ,X,X,O,O,X,X,X,X,X,X,X
SIJOTZL,X,X,O,O,X,X,X,X,X,X,X
SIJOLTZ,O,X,O,O,X,X,X,X,X,X,X
SIJOLZT,O,X,O,O,X,X,X,X,X,X,X
SIJOZTL,O,O,O,O,X,X,X,X,X,X,X
SIJOZLT,O,O,O,O,X,X,X,X,X,X,X
SIZTLJO,O,O,O,O,X,X,O,O,X,O,X
SIZTLOJ,O,O,O,O,X,X,O,O,X,O,X
SIZTJLO,O,O,O,O,X,X,X,O,X,O,X
SIZTJOL,O,O,O,O,X,X,X,O,X,X,X
SIZTOLJ,O,O,O,O,X,X,O,X,X,X,X
SIZTOJL,O,O,O,O,X,X,X,O,X,X,X
SIZLTJO,O,O,O,O,X,X,O,O,X,O,X
SIZLTOJ,O,O,O,O,X,X,O,O,X,O,X
SIZLJTO,O,O,O,O,X,X,O,O,X,O,X
SIZLJOT,O,O,O,O,X,X,O,O,X,O,X
SIZLOTJ,O,O,O,O,X,X,O,O,X,O,X
SIZLOJT,O,O,O,O,X,X,O,O,X,O,X
SIZJTLO,O,O,O,O,X,X,X,O,X,O,X
SIZJTOL,O,O,O,O,X,X,X,O,X,X,X
SIZJLTO,O,O,O,O,X,X,X,O,X,O,X
SIZJLOT,O,O,O,O,X,X,X,O,X,O,X
SIZJOTL,O,O,O,O,X,X,X,O,X,X,X
SIZJOLT,O,O,O,O,X,X,X,O,X,X,X
SIZOTLJ,O,O,O,O,X,X,O,X,X,X,X
SIZOTJL,O,O,O,O,X,X,X,O,X,X,X
SIZOLTJ,O,O,O,O,X,X,O,O,X,X,X
SIZOLJT,O,O,O,O,X,X,O,O,X,X,X
SIZOJTL,O,O,O,O,X,X,X,O,X,X,X
SIZOJLT,O,O,O,O,X,X,X,O,X,X,X
SIOTLJZ,O,X,O,O,X,O,X,X,X,X,O
SIOTLZJ,O,X,O,O,X,O,X,X,X,X,O
SIOTJLZ,O,X,O,O,X,X,X,X,X,X,X
SIOTJZL,O,O,O,O,X,X,X,X,X,X,X
SIOTZLJ,O,O,O,O,X,O,X,X,X,X,X
SIOTZJL,O,O,O,O,X,X,X,X,X,X,X
SIOLTJZ,O,X,O,O,X,O,X,X,X,X,O
SIOLTZJ,O,X,O,O,X,O,X,X,X,X,O
SIOLJTZ,O,X,O,O,X,O,X,X,X,X,O
SIOLJZT,O,X,O,O,X,O,X,X,X,X,X
SIOLZTJ,O,X,O,O,X,O,X,X,X,X,O
SIOLZJT,O,X,O,O,X,O,X,X,X,X,X
SIOJTLZ,X,X,O,O,X,X,X,X,X,X,X
SIOJTZL,X,X,O,O,X,X,X,X,X,X,X
SIOJLTZ,O,X,O,O,X,X,X,X,X,X,X
SIOJLZT,O,X,O,O,X,X,X,X,X,X,X
SIOJZTL,O,O,O,O,X,X,X,X,X,X,X
SIOJZLT,O,O,O,O,X,X,X,X,X,X,X
SIOZTLJ,O,O,O,O,X,O,X,X,X,X,X
