sequence,v115@HhB8HeA8HeG8BeB8Jex/IvhFcnBTjBVqBGmBimB3sB,v115@HhB8HeA8HeG8BeB8Jex/IvhF3iBcoBVqBGmBimBTsB,v115@HhB8HeA8HeG8BeB8Jex/IvhF0hBSoBXlBVrBmnBTsB,v115@HhB8HeA8HeG8BeB8Jex/IvhF2mBliBcoBXlBSrBTsB,v115@HhB8HeA8HeG8BeB8Je/FJvhFamBumBxnB0kBFoBTsB,v115@HhB8HeA8HeG8BeB8JeRCJvhFSoBmlBzmB0kBllB3sB,v115@HhB8HeA8HeG8BeB8JeRCJvhFcoBmlBCnBlkB3lBTsB,v115@HhB8HeA8HeG8BeB8JeqGJvhFllBxnB0kBmlBXoBTsB
ZLOISTJ,X,O,X,O,X,X,X,X
ZLOISJT,X,X,X,O,O,X,O,X
ZLOJTIS,X,X,X,X,X,O,O,X
ZLOJTSI,X,X,X,O,X,O,O,X
ZLOJITS,X,X,X,X,X,O,O,X
ZLOJIST,X,X,X,X,O,O,O,X
ZLOJSTI,X,X,X,O,X,O,O,X
ZLOJSIT,X,X,X,O,O,O,O,X
ZLOSTIJ,X,O,X,O,X,X,X,X
ZLOSTJI,X,O,X,O,X,X,X,X
ZLOSITJ,X,O,X,O,X,X,X,X
ZLOSIJT,X,X,X,O,O,X,O,X
ZLOSJTI,X,X,X,O,X,X,O,X
ZLOSJIT,X,X,X,O,O,X,O,X
ZJTILSO,X,O,X,X,X,X,X,X
ZJTILOS,X,O,X,X,X,X,X,X
ZJTISLO,X,O,X,X,X,X,X,X
ZJTISOL,X,O,X,X,X,X,X,X
ZJTIOLS,X,O,X,X,X,X,X,X
ZJTIOSL,X,O,X,X,X,X,X,X
ZJTLISO,X,O,X,X,X,X,O,X
ZJTLIOS,X,O,X,X,X,X,O,X
ZJTLSIO,X,O,X,X,X,X,O,X
ZJTLSOI,X,O,X,X,X,X,O,X
ZJTLOIS,X,O,X,X,X,X,O,X
ZJTLOSI,X,O,X,X,X,X,O,X
ZJTSILO,X,O,X,X,X,X,X,X
ZJTSIOL,X,O,X,X,X,X,X,X
ZJTSLIO,X,O,X,X,X,X,X,X
ZJTSLOI,X,O,X,X,X,X,X,X
ZJTSOIL,X,O,X,X,X,X,X,X
ZJTSOLI,X,O,X,X,X,X,X,X
ZJTOILS,X,O,X,X,X,X,X,X
ZJTOISL,X,O,X,X,X,X,X,X
ZJTOLIS,X,O,X,X,X,X,O,X
ZJTOLSI,X,O,X,X,X,X,O,X
ZJTOSIL,X,O,X,X,X,X,X,X
ZJTOSLI,X,O,X,X,X,X,X,X
ZJITLSO,X,O,X,X,X,X,X,X
ZJITLOS,X,O,X,X,X,X,X,X
ZJITSLO,X,O,X,X,X,X,X,X
ZJITSOL,X,O,X,X,X,X,X,X
ZJITOLS,X,O,X,X,X,X,X,X
ZJITOSL,X,O,X,X,X,X,X,X
ZJILTSO,X,X,X,X,X,X,O,X
ZJILTOS,X,X,X,X,X,X,O,X
ZJILSTO,X,X,X,X,O,X,O,X
ZJILSOT,X,X,X,X,O,X,O,X
ZJILOTS,X,X,X,X,X,X,O,X
ZJILOST,X,X,X,X,X,X,O,X
ZJISTLO,X,O,X,X,X,X,X,X
ZJISTOL,X,O,X,X,X,X,X,X
ZJISLTO,X,X,X,X,O,X,X,X
ZJISLOT,X,X,X,X,O,X,X,X
ZJISOTL,X,X,X,O,X,X,X,X
ZJISOLT,X,X,X,O,X,X,X,X
ZJIOTLS,X,O,X,X,X,X,X,X
ZJIOTSL,X,O,X,O,X,X,X,X
ZJIOLTS,X,X,X,X,X,X,O,X
ZJIOLST,X,X,X,X,X,X,O,X
ZJIOSTL,X,O,X,O,X,X,X,X
ZJIOSLT,X,X,X,O,X,X,X,X
ZJLTISO,X,X,X,X,X,X,O,X
ZJLTIOS,X,X,X,X,X,X,O,X
ZJLTSIO,X,X,X,X,X,X,O,X
ZJLTSOI,X,X,X,X,X,X,O,X
ZJLTOIS,X,X,X,X,X,X,O,X
ZJLTOSI,X,X,X,X,X,X,O,X
ZJLITSO,X,X,X,X,X,X,O,X
ZJLITOS,X,X,X,X,X,X,O,X
ZJLISTO,X,X,X,X,O,X,O,X
ZJLISOT,X,X,X,X,O,X,O,X
ZJLIOTS,X,X,X,X,X,X,O,X
ZJLIOST,X,X,X,X,X,X,O,X
ZJLSTIO,X,X,X,X,X,X,O,X
ZJLSTOI,X,X,X,X,X,X,O,X
ZJLSITO,X,X,X,X,O,X,O,X
ZJLSIOT,X,X,X,X,O,X,O,X
ZJLSOTI,X,X,X,X,X,O,O,X
ZJLSOIT,X,X,X,X,O,O,O,X
ZJLOTIS,X,X,X,X,X,O,O,X
ZJLOTSI,X,X,X,X,X,O,O,X
ZJLOITS,X,X,X,X,X,O,O,X
ZJLOIST,X,X,X,X,O,O,O,X
ZJLOSTI,X,X,X,X,X,O,O,X
ZJLOSIT,X,X,X,X,O,O,O,X
ZJSTILO,X,O,X,X,X,X,X,X
ZJSTIOL,X,O,X,X,X,X,X,X
ZJSTLIO,X,O,X,X,X,X,X,X
ZJSTLOI,X,O,X,X,X,X,X,X
ZJSTOIL,X,O,X,X,X,X,X,X
ZJSTOLI,X,O,X,X,X,X,X,X
ZJSITLO,X,O,X,X,X,X,X,X
ZJSITOL,X,O,X,X,X,X,X,X
ZJSILTO,X,X,X,X,O,X,X,X
ZJSILOT,X,X,X,X,O,X,X,X
ZJSIOTL,X,X,X,O,X,X,X,X
ZJSIOLT,X,X,X,O,X,X,X,X
ZJSLTIO,X,X,X,X,X,X,O,X
ZJSLTOI,X,X,X,X,X,X,O,X
ZJSLITO,X,X,X,X,O,X,O,X
ZJSLIOT,X,X,X,X,O,X,O,X
ZJSLOTI,X,X,X,X,X,O,O,X
ZJSLOIT,X,X,X,X,O,O,O,X
ZJSOTIL,X,X,X,O,X,X,X,X
ZJSOTLI,X,X,X,O,X,X,X,X
ZJSOITL,X,X,X,O,X,X,X,X
ZJSOILT,X,X,X,O,O,O,X,X
ZJSOLTI,X,X,X,O,X,O,O,X
ZJSOLIT,X,X,X,O,O,O,O,X
ZJOTILS,X,O,X,X,X,X,X,X
ZJOTISL,X,O,X,O,X,X,X,X
ZJOTLIS,X,O,X,X,X,X,O,X
ZJOTLSI,X,O,X,O,X,X,O,X
ZJOTSIL,X,O,X,O,X,X,X,X
ZJOTSLI,X,O,X,O,X,X,X,X
ZJOITLS,X,O,X,X,X,X,X,X
ZJOITSL,X,O,X,O,X,X,X,X
ZJOILTS,X,X,X,X,X,O,O,X
ZJOILST,X,X,X,X,O,O,O,X
ZJOISTL,X,O,X,O,X,X,X,X
ZJOISLT,X,X,X,O,O,X,X,X
ZJOLTIS,X,X,X,X,X,O,O,X
ZJOLTSI,X,X,X,O,X,O,O,X
ZJOLITS,X,X,X,X,X,O,O,X
ZJOLIST,X,X,X,X,O,O,O,X
ZJOLSTI,X,X,X,O,X,O,O,X
ZJOLSIT,X,X,X,O,O,O,O,X
ZJOSTIL,X,O,X,O,X,X,X,X
ZJOSTLI,X,O,X,O,X,X,X,X
ZJOSITL,X,O,X,O,X,X,X,X
ZJOSILT,X,X,X,O,O,X,X,X
ZJOSLTI,X,X,X,O,X,X,O,X
ZJOSLIT,X,X,X,O,O,X,O,X
ZSTILJO,O,O,O,X,X,X,X,X
ZSTILOJ,O,X,O,X,X,X,X,X
ZSTIJLO,O,O,O,X,X,X,X,X
ZSTIJOL,O,O,X,X,X,X,X,X
ZSTIOLJ,O,O,O,O,X,X,X,X
ZSTIOJL,O,O,O,O,X,X,X,X
ZSTLIJO,O,O,O,X,X,X,X,X
ZSTLIOJ,O,X,O,X,X,X,X,X
ZSTLJIO,O,O,O,X,X,X,X,X
ZSTLJOI,O,O,O,X,X,X,X,X
ZSTLOIJ,O,X,O,X,X,X,X,X
ZSTLOJI,O,X,O,X,X,X,X,X
ZSTJILO,O,O,O,X,X,X,X,X
ZSTJIOL,O,O,X,X,X,X,X,X
ZSTJLIO,O,O,O,X,X,X,X,X
ZSTJLOI,O,O,O,X,X,X,X,X
ZSTJOIL,O,O,X,X,X,X,X,X
ZSTJOLI,O,O,X,X,X,X,X,X
ZSTOILJ,O,O,O,O,X,X,X,X
ZSTOIJL,O,O,O,O,X,X,X,X
ZSTOLIJ,O,O,O,O,X,X,X,X
ZSTOLJI,O,O,O,O,X,X,X,X
ZSTOJIL,O,O,O,O,X,X,X,X
ZSTOJLI,O,O,O,O,X,X,X,X
ZSITLJO,O,O,O,X,X,X,X,X
ZSITLOJ,O,X,O,X,X,X,X,X
ZSITJLO,O,O,O,X,X,X,X,X
ZSITJOL,O,O,X,X,X,X,X,X
ZSITOLJ,O,O,O,O,X,X,X,X
ZSITOJL,O,O,O,O,X,X,X,X
ZSILTJO,O,O,O,X,X,X,X,X
ZSILTOJ,O,X,O,X,X,X,X,X
ZSILJTO,X,X,X,X,O,X,O,X
ZSILJOT,X,X,X,X,O,X,O,X
ZSILOTJ,O,X,X,O,X,X,X,X
ZSILOJT,X,X,X,O,X,X,X,X
ZSIJTLO,O,O,X,X,X,X,X,X
ZSIJTOL,O,O,X,X,X,X,X,X
ZSIJLTO,X,X,X,X,O,X,X,X
ZSIJLOT,X,X,X,X,O,X,X,X
ZSIJOTL,O,X,X,O,X,X,X,X
ZSIJOLT,X,X,X,O,X,X,X,X
ZSIOTLJ,O,O,X,O,X,X,X,X
ZSIOTJL,O,O,X,O,X,X,X,X
ZSIOLTJ,O,O,X,O,X,X,X,X
ZSIOLJT,X,X,X,O,X,X,O,X
ZSIOJTL,O,O,X,O,X,X,X,X
ZSIOJLT,X,X,X,O,X,X,X,X
ZSLTIJO,O,O,O,X,X,X,X,X
ZSLTIOJ,O,X,O,X,X,X,X,X
ZSLTJIO,O,O,O,X,X,X,X,X
ZSLTJOI,O,O,O,X,X,X,X,X
ZSLTOIJ,O,X,O,X,X,X,X,X
ZSLTOJI,O,X,O,X,X,X,X,X
ZSLITJO,O,O,O,X,X,X,X,X
ZSLITOJ,O,X,O,X,X,X,X,X
ZSLIJTO,X,X,X,X,O,X,O,X
ZSLIJOT,X,X,X,X,O,X,O,X
ZSLIOTJ,O,X,X,O,X,X,X,X
ZSLIOJT,X,X,X,O,X,O,X,X
ZSLJTIO,X,X,X,X,X,X,O,X
ZSLJTOI,X,X,X,X,X,X,O,X
ZSLJITO,X,X,X,X,O,X,O,X
ZSLJIOT,X,X,X,X,O,X,O,X
ZSLJOTI,X,X,X,X,X,O,O,X
ZSLJOIT,X,X,X,X,O,O,O,X
ZSLOTIJ,O,X,X,O,X,X,X,X
ZSLOTJI,O,X,X,O,X,X,X,X
ZSLOITJ,O,X,X,O,X,X,X,X
ZSLOIJT,X,X,X,O,O,O,X,X
ZSLOJTI,X,X,X,O,X,O,X,X
ZSLOJIT,X,X,X,O,O,O,X,X
ZSJTILO,O,O,X,X,X,X,X,X
ZSJTIOL,O,O,X,X,X,X,X,X
ZSJTLIO,O,O,X,X,X,X,X,X
ZSJTLOI,O,O,X,X,X,X,X,X
ZSJTOIL,O,O,X,X,X,X,X,X
ZSJTOLI,O,O,X,X,X,X,X,X
ZSJITLO,O,O,X,X,X,X,X,X
ZSJITOL,O,O,X,X,X,X,X,X
ZSJILTO,X,X,X,X,O,X,X,X
ZSJILOT,X,X,X,X,O,X,X,X
ZSJIOTL,O,X,X,O,X,X,X,X
ZSJIOLT,X,X,X,O,X,X,X,X
ZSJLTIO,X,X,X,X,X,X,O,X
ZSJLTOI,X,X,X,X,X,X,O,X
ZSJLITO,X,X,X,X,O,X,O,X
ZSJLIOT,X,X,X,X,O,X,O,X
ZSJLOTI,X,X,X,X,X,O,O,X
ZSJLOIT,X,X,X,X,O,O,O,X
ZSJOTIL,O,X,X,O,X,X,X,X
ZSJOTLI,O,X,X,O,X,X,X,X
ZSJOITL,O,X,X,O,X,X,X,X
ZSJOILT,X,X,X,O,O,O,X,X
ZSJOLTI,X,X,X,O,X,O,O,X
ZSJOLIT,X,X,X,O,O,O,O,X
ZSOTILJ,O,O,X,O,X,X,X,X
ZSOTIJL,O,O,X,O,X,X,X,X
ZSOTLIJ,O,O,X,O,X,X,X,X
ZSOTLJI,O,O,X,O,X,X,X,X
ZSOTJIL,O,O,X,O,X,X,X,X
ZSOTJLI,O,O,X,O,X,X,X,X
ZSOITLJ,O,O,X,O,X,X,X,X
ZSOITJL,O,O,X,O,X,X,X,X
ZSOILTJ,O,O,X,O,X,X,X,X
ZSOILJT,X,X,X,O,O,O,O,X
ZSOIJTL,O,O,X,O,X,X,X,X
ZSOIJLT,X,X,X,O,O,O,X,X
ZSOLTIJ,O,O,X,O,X,X,X,X
ZSOLTJI,O,O,X,O,X,X,X,X
ZSOLITJ,O,O,X,O,X,X,X,X
ZSOLIJT,X,X,X,O,O,O,O,X
ZSOLJTI,X,X,X,O,X,O,O,X
ZSOLJIT,X,X,X,O,O,O,O,X
ZSOJTIL,O,O,X,O,X,X,X,X
ZSOJTLI,O,O,X,O,X,X,X,X
ZSOJITL,O,O,X,O,X,X,X,X
ZSOJILT,X,X,X,O,O,O,X,X
ZSOJLTI,X,X,X,O,X,O,O,X
ZSOJLIT,X,X,X,O,O,O,O,X
ZOTILJS,X,O,X,X,X,X,O,X
ZOTILSJ,X,O,O,O,X,X,X,X
ZOTIJLS,X,O,X,X,X,X,X,X
ZOTIJSL,O,O,X,O,X,X,X,X
ZOTISLJ,O,O,O,O,X,X,X,X
ZOTISJL,O,O,O,O,X,X,X,X
ZOTLIJS,X,O,X,X,X,X,O,X
ZOTLISJ,X,O,O,O,X,X,X,X
ZOTLJIS,X,O,X,X,X,X,O,X
ZOTLJSI,X,O,O,O,X,X,O,X
ZOTLSIJ,X,O,O,O,X,X,X,X
ZOTLSJI,X,O,O,O,X,X,X,X
ZOTJILS,X,O,X,X,X,X,X,X
ZOTJISL,O,O,X,O,X,X,X,X
ZOTJLIS,X,O,X,X,X,X,O,X
ZOTJLSI,X,O,O,O,X,X,O,X
ZOTJSIL,O,O,O,O,X,X,X,X
ZOTJSLI,O,O,O,O,X,X,X,X
ZOTSILJ,O,O,O,O,X,X,X,X
ZOTSIJL,O,O,O,O,X,X,X,X
ZOTSLIJ,O,O,O,O,X,X,X,X
ZOTSLJI,O,O,O,O,X,X,X,X
ZOTSJIL,O,O,O,O,X,X,X,X
ZOTSJLI,O,O,O,O,X,X,X,X
ZOITLJS,X,O,X,X,X,X,O,X
ZOITLSJ,X,O,O,O,X,X,X,X
ZOITJLS,X,O,X,X,X,X,X,X
ZOITJSL,O,O,X,O,X,X,X,X
ZOITSLJ,O,O,O,O,X,X,X,X
ZOITSJL,O,O,O,O,X,X,X,X
ZOILTJS,X,O,X,X,X,X,O,X
ZOILTSJ,X,O,O,O,X,X,X,X
ZOILJTS,X,X,X,X,X,O,O,X
ZOILJST,X,X,X,X,O,O,O,X
ZOILSTJ,X,O,X,O,X,X,X,X
ZOILSJT,X,X,X,O,O,X,O,X
ZOIJTLS,X,O,X,X,X,X,X,X
ZOIJTSL,X,O,X,O,X,X,X,X
ZOIJLTS,X,X,X,X,X,O,O,X
ZOIJLST,X,X,X,X,O,O,O,X
ZOIJSTL,X,O,X,O,X,X,X,X
ZOIJSLT,X,X,X,O,O,X,X,X
ZOISTLJ,O,O,X,O,X,X,X,X
ZOISTJL,O,O,X,O,X,X,X,X
ZOISLTJ,O,O,X,O,X,X,X,X
ZOISLJT,X,X,X,O,O,X,O,X
ZOISJTL,O,O,X,O,X,X,X,X
ZOISJLT,X,X,X,O,O,X,X,X
ZOLTIJS,X,O,X,X,X,X,O,X
ZOLTISJ,X,O,O,O,X,X,X,X
ZOLTJIS,X,O,X,X,X,X,O,X
ZOLTJSI,X,O,O,O,X,X,O,X
ZOLTSIJ,X,O,O,O,X,X,X,X
ZOLTSJI,X,O,O,O,X,X,X,X
ZOLITJS,X,O,X,X,X,X,O,X
ZOLITSJ,X,O,O,O,X,X,X,X
ZOLIJTS,X,X,X,X,X,O,O,X
ZOLIJST,X,X,X,X,O,O,O,X
ZOLISTJ,X,O,X,O,X,X,X,X
ZOLISJT,X,X,X,O,O,X,O,X
ZOLJTIS,X,X,X,X,X,O,O,X
ZOLJTSI,X,X,O,O,X,O,O,X
ZOLJITS,X,X,X,X,X,O,O,X
ZOLJIST,X,X,X,X,O,O,O,X
ZOLJSTI,X,X,X,O,X,O,O,X
ZOLJSIT,X,X,X,O,O,O,O,X
ZOLSTIJ,X,O,O,O,X,X,X,X
ZOLSTJI,X,O,O,O,X,X,X,X
ZOLSITJ,X,O,X,O,X,X,X,X
ZOLSIJT,X,X,X,O,O,X,O,X
ZOLSJTI,X,X,X,O,X,X,O,X
ZOLSJIT,X,X,X,O,O,X,O,X
ZOJTILS,X,O,X,X,X,X,X,X
ZOJTISL,X,O,X,O,X,X,X,X
ZOJTLIS,X,O,X,X,X,X,O,X
ZOJTLSI,X,O,O,O,X,X,O,X
ZOJTSIL,X,O,O,O,X,X,X,X
ZOJTSLI,X,O,O,O,X,X,X,X
ZOJITLS,X,O,X,X,X,X,X,X
ZOJITSL,X,O,X,O,X,X,X,X
ZOJILTS,X,X,X,X,X,O,O,X
ZOJILST,X,X,X,X,O,O,O,X
ZOJISTL,X,O,X,O,X,X,X,X
ZOJISLT,X,X,X,O,O,X,X,X
ZOJLTIS,X,X,X,X,X,O,O,X
ZOJLTSI,X,X,O,O,X,O,O,X
ZOJLITS,X,X,X,X,X,O,O,X
ZOJLIST,X,X,X,X,O,O,O,X
ZOJLSTI,X,X,X,O,X,O,O,X
ZOJLSIT,X,X,X,O,O,O,O,X
ZOJSTIL,X,O,X,O,X,X,X,X
ZOJSTLI,X,O,X,O,X,X,X,X
ZOJSITL,X,O,X,O,X,X,X,X
ZOJSILT,X,X,X,O,O,X,X,X
ZOJSLTI,X,X,X,O,X,X,O,X
ZOJSLIT,X,X,X,O,O,X,O,X
ZOSTILJ,O,O,O,O,X,X,X,X
ZOSTIJL,O,O,O,O,X,X,X,X
ZOSTLIJ,O,O,O,O,X,X,X,X
ZOSTLJI,O,O,O,O,X,X,X,X
ZOSTJIL,O,O,O,O,X,X,X,X
ZOSTJLI,O,O,O,O,X,X,X,X
ZOSITLJ,O,O,X,O,X,X,X,X
ZOSITJL,O,O,X,O,X,X,X,X
ZOSILTJ,O,O,X,O,X,X,X,X
ZOSILJT,X,X,X,O,O,X,O,X
ZOSIJTL,O,O,X,O,X,X,X,X
ZOSIJLT,X,X,X,O,O,X,X,X
ZOSLTIJ,O,O,O,O,X,X,X,X
ZOSLTJI,O,O,O,O,X,X,X,X
ZOSLITJ,O,O,X,O,X,X,X,X
ZOSLIJT,X,X,X,O,O,X,O,X
ZOSLJTI,X,X,X,O,X,X,O,X
ZOSLJIT,X,X,X,O,O,X,O,X
ZOSJTIL,O,O,X,O,X,X,X,X
ZOSJTLI,O,O,X,O,X,X,X,X
ZOSJITL,O,O,X,O,X,X,X,X
ZOSJILT,X,X,X,O,O,X,X,X
ZOSJLTI,X,X,X,O,X,X,O,X
ZOSJLIT,X,X,X,O,O,X,O,X
OTILJSZ,O,X,X,X,O,O,X,O
OTILJZS,X,O,X,X,X,O,X,O
OTILSJZ,O,X,O,X,O,X,X,O
OTILSZJ,O,X,O,X,X,X,X,O
OTILZJS,X,O,X,X,X,X,X,O
OTILZSJ,X,O,O,X,X,X,X,O
OTIJLSZ,O,X,X,X,O,O,X,X
OTIJLZS,X,O,X,X,X,O,X,X
OTIJSLZ,O,X,X,X,O,X,X,X
OTIJSZL,O,O,X,X,X,X,X,X
OTIJZLS,X,O,X,X,X,X,X,X
OTIJZSL,O,O,X,X,X,X,X,X
OTISLJZ,O,X,O,X,O,X,X,X
OTISLZJ,O,X,O,X,X,X,X,X
OTISJLZ,O,X,O,X,O,X,X,X
OTISJZL,O,O,O,O,X,X,X,X
OTISZLJ,O,O,O,O,X,X,X,X
OTISZJL,O,O,O,O,X,X,X,X
OTIZLJS,X,O,X,X,X,X,X,X
OTIZLSJ,X,O,O,O,X,X,X,X
OTIZJLS,X,O,X,X,X,X,X,X
OTIZJSL,O,O,X,O,X,X,X,X
OTIZSLJ,O,O,O,O,X,X,X,X
OTIZSJL,O,O,O,O,X,X,X,X
OTLIJSZ,O,X,X,X,O,O,X,O
OTLIJZS,X,O,X,X,X,O,X,O
OTLISJZ,O,X,O,X,O,X,X,O
OTLISZJ,O,X,O,X,X,X,X,O
OTLIZJS,X,O,X,X,X,X,X,O
OTLIZSJ,X,O,O,X,X,X,X,O
OTLJISZ,O,X,X,X,O,O,X,X
OTLJIZS,X,O,X,X,X,O,X,X
OTLJSIZ,O,X,O,X,O,O,X,X
OTLJSZI,O,X,O,X,X,O,X,X
OTLJZIS,X,O,X,X,X,O,O,X
OTLJZSI,X,O,O,X,X,O,O,X
OTLSIJZ,O,X,O,X,O,X,X,X
OTLSIZJ,O,X,O,X,X,X,X,X
OTLSJIZ,O,X,O,X,O,X,X,X
OTLSJZI,O,X,O,X,X,X,X,X
OTLSZIJ,O,X,O,X,X,X,X,X
OTLSZJI,O,X,O,X,X,X,X,X
OTLZIJS,X,O,X,X,X,X,O,X
OTLZISJ,X,O,O,X,X,X,X,X
OTLZJIS,X,O,X,X,X,X,O,X
OTLZJSI,X,O,O,X,X,X,O,X
OTLZSIJ,X,O,O,X,X,X,X,X
OTLZSJI,X,O,O,X,X,X,X,X
OTJILSZ,O,X,X,X,O,O,X,X
OTJILZS,X,O,X,X,X,O,X,X
OTJISLZ,O,X,X,X,O,X,X,X
OTJISZL,O,O,X,X,X,X,X,X
OTJIZLS,X,O,X,X,X,X,X,X
OTJIZSL,O,O,X,X,X,X,X,X
OTJLISZ,O,X,X,X,O,O,X,X
OTJLIZS,X,O,X,X,X,O,X,X
OTJLSIZ,O,X,O,X,O,O,X,X
OTJLSZI,O,X,O,X,X,O,X,X
OTJLZIS,X,O,X,X,X,O,O,X
OTJLZSI,X,O,O,X,X,O,O,X
OTJSILZ,O,X,O,X,O,X,X,X
OTJSIZL,O,O,O,O,X,X,X,X
OTJSLIZ,O,X,O,X,O,X,X,X
OTJSLZI,O,X,O,X,X,X,X,X
OTJSZIL,O,O,O,O,X,X,X,X
OTJSZLI,O,O,O,O,X,X,X,X
OTJZILS,X,O,X,X,X,X,X,X
OTJZISL,O,O,X,O,X,X,X,X
OTJZLIS,X,O,X,X,X,X,O,X
OTJZLSI,X,O,O,O,X,X,O,X
OTJZSIL,O,O,O,O,X,X,X,X
OTJZSLI,O,O,O,O,X,X,X,X
OTSILJZ,O,X,O,X,O,X,X,X
OTSILZJ,O,X,O,X,X,X,X,X
OTSIJLZ,O,X,O,X,O,X,X,X
OTSIJZL,O,O,O,O,X,X,X,X
OTSIZLJ,O,O,O,O,X,X,X,X
OTSIZJL,O,O,O,O,X,X,X,X
OTSLIJZ,O,X,O,X,O,X,X,X
OTSLIZJ,O,X,O,X,X,X,X,X
OTSLJIZ,O,X,O,X,O,X,X,X
OTSLJZI,O,X,O,X,X,X,X,X
OTSLZIJ,O,X,O,X,X,X,X,X
OTSLZJI,O,X,O,X,X,X,X,X
OTSJILZ,O,X,O,X,O,X,X,X
OTSJIZL,O,O,O,O,X,X,X,X
OTSJLIZ,O,X,O,X,O,X,X,X
OTSJLZI,O,X,O,X,X,X,X,X
OTSJZIL,O,O,O,O,X,X,X,X
OTSJZLI,O,O,O,O,X,X,X,X
OTSZILJ,O,O,O,O,X,X,X,X
OTSZIJL,O,O,O,O,X,X,X,X
OTSZLIJ,O,O,O,O,X,X,X,X
OTSZLJI,O,O,O,O,X,X,X,X
OTSZJIL,O,O,O,O,X,X,X,X
OTSZJLI,O,O,O,O,X,X,X,X
OTZILJS,X,O,X,X,X,X,O,X
OTZILSJ,X,O,O,O,X,X,X,X
OTZIJLS,X,O,X,X,X,X,X,X
OTZIJSL,O,O,X,O,X,X,X,X
OTZISLJ,O,O,O,O,X,X,X,X
OTZISJL,O,O,O,O,X,X,X,X
OTZLIJS,X,O,X,X,X,X,O,X
OTZLISJ,X,O,O,O,X,X,X,X
OTZLJIS,X,O,X,X,X,X,O,X
OTZLJSI,X,O,O,O,X,X,O,X
OTZLSIJ,X,O,O,O,X,X,X,X
OTZLSJI,X,O,O,O,X,X,X,X
OTZJILS,X,O,X,X,X,X,X,X
OTZJISL,O,O,X,O,X,X,X,X
OTZJLIS,X,O,X,X,X,X,O,X
OTZJLSI,X,O,O,O,X,X,O,X
OTZJSIL,O,O,O,O,X,X,X,X
OTZJSLI,O,O,O,O,X,X,X,X
OTZSILJ,O,O,O,O,X,X,X,X
OTZSIJL,O,O,O,O,X,X,X,X
OTZSLIJ,O,O,O,O,X,X,X,X
OTZSLJI,O,O,O,O,X,X,X,X
OTZSJIL,O,O,O,O,X,X,X,X
OTZSJLI,O,O,O,O,X,X,X,X
OITLJSZ,O,X,X,X,O,O,X,O
OITLJZS,X,O,X,X,X,O,X,O
OITLSJZ,O,X,O,X,O,X,X,O
OITLSZJ,O,X,O,X,X,X,X,O
OITLZJS,X,O,X,X,X,X,X,O
OITLZSJ,X,O,O,X,X,X,X,O
OITJLSZ,O,X,X,X,O,O,X,X
OITJLZS,X,O,X,X,X,O,X,X
OITJSLZ,O,X,X,X,O,X,X,X
OITJSZL,O,O,X,X,X,X,X,X
OITJZLS,X,O,X,X,X,X,X,X
OITJZSL,O,O,X,X,X,X,X,X
OITSLJZ,O,X,O,X,O,X,X,X
OITSLZJ,O,X,O,X,X,X,X,X
OITSJLZ,O,X,O,X,O,X,X,X
OITSJZL,O,O,O,O,X,X,X,X
OITSZLJ,O,O,O,O,X,X,X,X
OITSZJL,O,O,O,O,X,X,X,X
OITZLJS,X,O,X,X,X,X,X,X
OITZLSJ,X,O,O,O,X,X,X,X
OITZJLS,X,O,X,X,X,X,X,X
OITZJSL,O,O,X,O,X,X,X,X
OITZSLJ,O,O,O,O,X,X,X,X
OITZSJL,O,O,O,O,X,X,X,X
OILTJSZ,O,X,X,X,O,O,X,O
OILTJZS,X,O,X,X,X,O,X,O
OILTSJZ,O,X,O,X,O,X,X,O
OILTSZJ,O,X,O,X,X,X,X,O
OILTZJS,X,O,X,X,X,X,X,O
OILTZSJ,X,O,O,X,X,X,X,O
OILJTSZ,X,X,X,X,O,O,X,X
OILJTZS,X,X,X,X,X,O,X,X
OILJSTZ,X,X,X,X,O,O,X,X
OILJSZT,X,X,X,X,O,O,X,X
OILJZTS,X,X,X,X,X,O,O,X
OILJZST,X,X,X,X,O,O,O,X
OILSTJZ,O,X,X,X,O,X,X,X
OILSTZJ,O,X,O,X,X,X,X,X
OILSJTZ,X,X,X,X,O,O,X,X
OILSJZT,X,X,X,O,O,O,X,X
OILSZTJ,O,X,X,O,X,X,X,X
OILSZJT,X,X,X,O,O,X,X,X
OILZTJS,X,O,X,X,X,X,O,X
OILZTSJ,X,O,O,O,X,X,X,X
OILZJTS,X,X,X,X,X,O,O,X
OILZJST,X,X,X,X,O,O,O,X
OILZSTJ,X,O,X,O,X,X,X,X
OILZSJT,X,X,X,O,O,X,O,X
OIJTLSZ,O,X,X,X,O,O,X,X
OIJTLZS,X,O,X,X,X,O,X,X
OIJTSLZ,O,X,X,X,O,X,X,X
OIJTSZL,O,O,X,X,X,X,X,X
OIJTZLS,X,O,X,X,X,X,X,X
OIJTZSL,O,O,X,X,X,X,X,X
OIJLTSZ,X,X,X,X,O,O,X,X
OIJLTZS,X,X,X,X,X,O,X,X
OIJLSTZ,X,X,X,X,O,O,X,X
OIJLSZT,X,X,X,X,O,O,X,X
OIJLZTS,X,X,X,X,X,O,O,X
OIJLZST,X,X,X,X,O,O,O,X
OIJSTLZ,O,X,X,X,O,X,X,X
OIJSTZL,O,X,X,O,X,X,X,X
OIJSLTZ,X,X,X,X,O,O,X,X
