sequence,v115@ThB8EeF8AeD8Jei/IvhFWmBxhBTjB3kB0nBlrB,v115@ThB8EeF8AeD8Jei/IvhFzgBRiBcoB3kBGnBlrB,v115@ThB8EeF8AeD8JeOEJvhF8kBzgBCiBxnBXoBlrB,v115@ThB8EeF8AeD8Jex/IvhFlhB3iBcoBTkBmlBCsB,v115@ThB8EeF8AeD8Jem/IvhFfmB0hBxiBTkBFoBCsB,v115@ThB8EeF8AeD8Je2EJvhFqnBTjBRmB3kBFmB8rB
ZSTLJIO,O,O,O,O,O,X
ZSTLJOI,O,O,O,O,O,X
ZSTLOIJ,O,O,O,O,O,X
ZSTLOJI,O,O,O,O,O,X
ZSTJILO,O,O,O,O,O,X
ZSTJIOL,O,O,O,O,O,X
ZSTJLIO,O,O,O,O,O,X
ZSTJLOI,O,O,O,O,O,X
ZSTJOIL,O,O,O,O,O,X
ZSTJOLI,O,O,O,O,O,X
ZSTOILJ,O,O,O,O,O,X
ZSTOIJL,O,O,O,O,O,X
ZSTOLIJ,O,O,O,O,O,X
ZSTOLJI,O,O,O,O,O,X
ZSTOJIL,O,O,O,O,O,X
ZSTOJLI,O,O,O,O,O,X
ZSITLJO,O,O,O,X,O,X
ZSITLOJ,O,O,O,X,O,X
ZSITJLO,O,O,O,O,O,X
ZSITJOL,O,O,O,O,O,X
ZSITOLJ,O,O,O,O,O,X
ZSITOJL,O,O,O,O,O,X
ZSILTJO,O,O,X,O,O,X
ZSILTOJ,O,O,X,O,O,X
ZSILJTO,O,O,X,O,O,X
ZSILJOT,O,O,O,O,O,X
ZSILOTJ,O,O,X,O,O,X
ZSILOJT,O,O,O,O,O,X
ZSIJTLO,O,O,O,O,O,X
ZSIJTOL,O,O,O,O,O,X
ZSIJLTO,O,O,X,O,O,X
ZSIJLOT,O,O,O,O,O,X
ZSIJOTL,O,O,X,O,O,X
ZSIJOLT,O,O,O,O,O,X
ZSIOTLJ,O,O,X,O,O,X
ZSIOTJL,O,O,X,O,O,X
ZSIOLTJ,O,O,X,O,O,X
ZSIOLJT,O,O,O,O,O,X
ZSIOJTL,O,O,X,O,O,X
ZSIOJLT,O,O,O,O,O,X
ZSLTIJO,O,O,X,O,O,X
ZSLTIOJ,O,O,X,O,O,X
ZSLTJIO,O,O,X,O,O,X
ZSLTJOI,O,O,X,O,O,X
ZSLTOIJ,O,O,X,O,O,X
ZSLTOJI,O,O,X,O,O,X
ZSLITJO,O,O,X,O,O,X
ZSLITOJ,O,O,X,O,O,X
ZSLIJTO,O,O,X,O,O,X
ZSLIJOT,O,O,X,O,O,X
ZSLIOTJ,O,O,X,O,O,X
ZSLIOJT,O,O,X,O,O,X
ZSLJTIO,O,O,X,O,O,X
ZSLJTOI,O,O,X,O,O,X
ZSLJITO,O,O,X,O,O,X
ZSLJIOT,O,O,X,O,O,X
ZSLJOTI,O,O,X,O,O,X
ZSLJOIT,O,O,X,O,O,X
ZSLOTIJ,O,O,X,O,O,X
ZSLOTJI,O,O,X,O,O,X
ZSLOITJ,O,O,X,O,O,X
ZSLOIJT,O,O,X,O,O,X
ZSLOJTI,O,O,X,O,O,X
ZSLOJIT,O,O,X,O,O,X
ZSJTILO,O,O,O,O,O,X
ZSJTIOL,O,O,O,O,O,X
ZSJTLIO,O,O,O,O,O,X
ZSJTLOI,O,O,O,O,O,X
ZSJTOIL,O,O,O,O,O,X
ZSJTOLI,O,O,O,O,O,X
ZSJITLO,O,O,O,O,O,X
ZSJITOL,O,O,O,O,O,X
ZSJILTO,O,O,X,O,O,X
ZSJILOT,O,O,O,O,O,X
ZSJIOTL,O,O,X,O,O,X
ZSJIOLT,O,O,O,O,O,X
ZSJLTIO,O,O,X,O,O,X
ZSJLTOI,O,O,X,O,O,X
ZSJLITO,O,O,X,O,O,X
ZSJLIOT,O,O,X,O,O,X
ZSJLOTI,O,O,X,O,O,X
ZSJLOIT,O,O,X,O,O,X
ZSJOTIL,O,O,O,O,O,X
ZSJOTLI,O,O,O,O,O,X
ZSJOITL,O,O,X,O,O,X
ZSJOILT,O,O,O,O,O,X
ZSJOLTI,O,O,X,O,O,X
ZSJOLIT,O,O,X,O,O,X
ZSOTILJ,O,O,O,O,O,X
ZSOTIJL,O,O,O,O,O,X
ZSOTLIJ,O,O,O,O,O,X
ZSOTLJI,O,O,O,O,O,X
ZSOTJIL,O,O,O,O,O,X
ZSOTJLI,O,O,O,O,O,X
ZSOITLJ,O,O,X,O,O,X
ZSOITJL,O,O,X,O,O,X
ZSOILTJ,O,O,X,O,O,X
ZSOILJT,O,O,O,O,O,X
ZSOIJTL,O,O,X,O,O,X
ZSOIJLT,O,O,O,O,O,X
ZSOLTIJ,O,O,X,O,O,X
ZSOLTJI,O,O,X,O,O,X
ZSOLITJ,O,O,X,O,O,X
ZSOLIJT,O,O,X,O,O,X
ZSOLJTI,O,O,X,O,O,X
ZSOLJIT,O,O,X,O,O,X
ZSOJTIL,O,O,O,O,O,X
ZSOJTLI,O,O,O,O,O,X
ZSOJITL,O,O,X,O,O,X
ZSOJILT,O,O,O,O,O,X
ZSOJLTI,O,O,X,O,O,X
ZSOJLIT,O,O,X,O,O,X
ZOTILJS,O,X,O,O,X,X
ZOTILSJ,O,O,O,O,X,X
ZOTIJLS,O,O,O,O,X,X
ZOTIJSL,O,O,O,O,O,X
ZOTISLJ,O,O,O,O,O,X
ZOTISJL,O,O,O,O,O,X
ZOTLIJS,O,X,O,O,X,X
ZOTLISJ,O,O,O,O,X,X
ZOTLJIS,O,O,O,O,X,X
ZOTLJSI,O,O,O,O,X,X
ZOTLSIJ,O,O,O,O,X,X
ZOTLSJI,O,O,O,O,X,X
ZOTJILS,O,O,O,O,X,X
ZOTJISL,O,O,O,O,O,X
ZOTJLIS,O,O,O,O,X,X
ZOTJLSI,O,O,O,O,X,X
ZOTJSIL,O,O,O,O,O,X
ZOTJSLI,O,O,O,O,O,X
ZOTSILJ,O,O,O,O,O,X
ZOTSIJL,O,O,O,O,O,X
ZOTSLIJ,O,O,O,O,O,X
ZOTSLJI,O,O,O,O,O,X
ZOTSJIL,O,O,O,O,O,X
ZOTSJLI,O,O,O,O,O,X
ZOITLJS,O,X,O,O,X,X
ZOITLSJ,O,O,O,O,X,X
ZOITJLS,O,O,O,O,X,X
ZOITJSL,O,O,O,O,X,X
ZOITSLJ,O,O,O,O,X,X
ZOITSJL,O,O,O,O,X,X
ZOILTJS,X,X,O,O,X,X
ZOILTSJ,X,X,X,O,X,X
ZOILJTS,X,X,O,O,X,O
ZOILJST,O,X,O,O,X,O
ZOILSTJ,O,O,X,O,X,X
ZOILSJT,O,O,O,O,X,X
ZOIJTLS,X,X,O,O,X,X
ZOIJTSL,O,O,O,O,X,X
ZOIJLTS,X,X,O,O,X,O
ZOIJLST,O,O,O,O,X,O
ZOIJSTL,O,O,X,O,X,X
ZOIJSLT,O,O,O,O,X,X
ZOISTLJ,O,O,X,O,X,X
ZOISTJL,O,O,X,O,X,X
ZOISLTJ,O,O,X,O,X,X
ZOISLJT,O,O,O,O,X,X
ZOISJTL,O,O,X,O,X,X
ZOISJLT,O,O,O,O,X,X
ZOLTIJS,O,X,O,O,O,X
ZOLTISJ,O,O,O,O,O,X
ZOLTJIS,O,O,O,O,O,X
ZOLTJSI,O,O,O,O,O,X
ZOLTSIJ,O,O,O,O,O,X
ZOLTSJI,O,O,O,O,O,X
ZOLITJS,X,X,O,O,X,X
ZOLITSJ,X,X,X,O,X,X
ZOLIJTS,X,X,O,O,X,O
ZOLIJST,O,X,O,O,X,O
ZOLISTJ,O,O,X,O,X,X
ZOLISJT,O,O,O,O,X,X
ZOLJTIS,X,X,O,O,O,X
ZOLJTSI,X,X,O,O,O,X
ZOLJITS,X,X,O,O,X,O
ZOLJIST,O,O,O,O,X,O
ZOLJSTI,O,O,X,O,O,X
ZOLJSIT,O,O,X,O,O,X
ZOLSTIJ,O,O,X,O,O,X
ZOLSTJI,O,O,X,O,O,X
ZOLSITJ,O,O,X,O,O,X
ZOLSIJT,O,O,X,O,O,X
ZOLSJTI,O,O,X,O,O,X
ZOLSJIT,O,O,X,O,O,X
ZOJTILS,O,O,O,O,X,X
ZOJTISL,O,O,O,O,O,X
ZOJTLIS,O,O,O,O,X,X
ZOJTLSI,O,O,O,O,X,X
ZOJTSIL,O,O,O,O,O,X
ZOJTSLI,O,O,O,O,O,X
ZOJITLS,X,X,O,O,X,X
ZOJITSL,O,O,O,O,X,X
ZOJILTS,X,X,O,O,X,O
ZOJILST,O,O,O,O,X,O
ZOJISTL,O,O,X,O,X,X
ZOJISLT,O,O,O,O,X,X
ZOJLTIS,X,X,O,O,O,X
ZOJLTSI,X,X,O,O,O,X
ZOJLITS,X,X,O,O,X,O
ZOJLIST,O,O,O,O,X,O
ZOJLSTI,O,O,X,O,O,X
ZOJLSIT,O,O,X,O,O,X
ZOJSTIL,O,O,O,O,O,X
ZOJSTLI,O,O,O,O,O,X
ZOJSITL,O,O,X,O,O,X
ZOJSILT,O,O,O,O,O,X
ZOJSLTI,O,O,X,O,O,X
ZOJSLIT,O,O,X,O,O,X
ZOSTILJ,O,O,O,O,O,X
ZOSTIJL,O,O,O,O,O,X
ZOSTLIJ,O,O,O,O,O,X
ZOSTLJI,O,O,O,O,O,X
ZOSTJIL,O,O,O,O,O,X
ZOSTJLI,O,O,O,O,O,X
ZOSITLJ,O,O,X,O,O,X
ZOSITJL,O,O,X,O,O,X
ZOSILTJ,O,O,X,O,O,X
ZOSILJT,O,O,O,O,O,X
ZOSIJTL,O,O,X,O,O,X
ZOSIJLT,O,O,O,O,O,X
ZOSLTIJ,O,O,X,O,O,X
ZOSLTJI,O,O,X,O,O,X
ZOSLITJ,O,O,X,O,O,X
ZOSLIJT,O,O,X,O,O,X
ZOSLJTI,O,O,X,O,O,X
ZOSLJIT,O,O,X,O,O,X
ZOSJTIL,O,O,O,O,O,X
ZOSJTLI,O,O,O,O,O,X
ZOSJITL,O,O,X,O,O,X
ZOSJILT,O,O,O,O,O,X
ZOSJLTI,O,O,X,O,O,X
ZOSJLIT,O,O,X,O,O,X
OTILJSZ,X,X,X,O,O,O
OTILJZS,X,X,O,O,X,O
OTILSJZ,X,X,X,X,O,X
OTILSZJ,X,X,O,O,O,X
OTILZJS,X,X,O,O,X,X
OTILZSJ,X,X,O,O,X,X
OTIJLSZ,O,X,X,O,O,O
OTIJLZS,X,X,O,O,X,O
OTIJSLZ,O,O,X,O,O,X
OTIJSZL,O,O,X,O,O,X
OTIJZLS,X,O,O,O,X,X
OTIJZSL,O,O,O,O,O,X
OTISLJZ,O,O,X,X,O,X
OTISLZJ,X,O,O,X,O,X
OTISJLZ,O,O,X,X,O,X
OTISJZL,O,O,X,X,O,X
OTISZLJ,X,O,O,X,O,X
OTISZJL,X,O,O,X,O,X
OTIZLJS,X,X,O,O,X,X
OTIZLSJ,X,O,O,O,X,X
OTIZJLS,X,O,O,O,X,X
OTIZJSL,X,O,O,O,O,X
OTIZSLJ,X,O,O,O,O,X
OTIZSJL,X,O,O,O,O,X
OTLIJSZ,X,X,X,O,O,O
OTLIJZS,X,X,O,O,O,O
OTLISJZ,X,X,X,X,O,X
OTLISZJ,X,X,O,O,O,X
OTLIZJS,X,X,O,O,O,X
OTLIZSJ,X,X,O,O,O,X
OTLJISZ,O,X,X,O,O,O
OTLJIZS,X,X,O,O,O,O
OTLJSIZ,O,O,X,O,O,X
OTLJSZI,O,O,X,O,O,X
OTLJZIS,X,O,O,O,O,X
OTLJZSI,X,O,O,O,O,X
OTLSIJZ,O,O,X,X,O,X
OTLSIZJ,X,O,O,O,O,X
OTLSJIZ,O,O,X,X,O,X
OTLSJZI,O,O,X,X,O,X
OTLSZIJ,X,O,O,O,O,X
OTLSZJI,O,O,O,O,O,X
OTLZIJS,X,X,O,O,O,X
OTLZISJ,X,O,O,O,O,X
OTLZJIS,X,O,O,O,O,X
OTLZJSI,X,O,O,O,O,X
OTLZSIJ,X,O,O,O,O,X
OTLZSJI,X,O,O,O,O,X
OTJILSZ,O,X,X,O,O,O
OTJILZS,X,X,O,O,X,O
OTJISLZ,O,O,X,O,O,X
OTJISZL,O,O,X,O,O,X
OTJIZLS,O,O,O,O,X,X
OTJIZSL,O,O,O,O,O,X
OTJLISZ,O,X,X,O,O,O
OTJLIZS,X,X,O,O,O,O
OTJLSIZ,O,O,X,O,O,X
OTJLSZI,O,O,X,O,O,X
OTJLZIS,X,O,O,O,O,X
OTJLZSI,X,O,O,O,O,X
OTJSILZ,O,O,X,O,O,X
OTJSIZL,O,O,X,O,O,X
OTJSLIZ,O,O,X,O,O,X
OTJSLZI,O,O,X,O,O,X
OTJSZIL,O,O,X,O,O,X
OTJSZLI,O,O,X,O,O,X
OTJZILS,O,O,O,O,X,X
OTJZISL,O,O,O,O,O,X
OTJZLIS,O,O,O,O,X,X
OTJZLSI,O,O,O,O,X,X
OTJZSIL,O,O,O,O,O,X
OTJZSLI,O,O,O,O,O,X
OTSILJZ,O,O,X,X,O,X
OTSILZJ,X,O,O,X,O,X
OTSIJLZ,O,O,X,X,O,X
OTSIJZL,O,O,X,X,O,X
OTSIZLJ,X,O,O,X,O,X
OTSIZJL,X,O,O,X,O,X
OTSLIJZ,O,O,X,X,O,X
OTSLIZJ,X,O,O,X,O,X
OTSLJIZ,O,O,X,X,O,X
OTSLJZI,O,O,X,X,O,X
OTSLZIJ,O,O,O,X,O,X
OTSLZJI,O,O,O,X,O,X
OTSJILZ,O,O,X,X,O,X
OTSJIZL,O,O,X,X,O,X
OTSJLIZ,O,O,X,X,O,X
OTSJLZI,O,O,X,X,O,X
OTSJZIL,O,O,X,X,O,X
OTSJZLI,O,O,X,X,O,X
OTSZILJ,O,O,O,X,O,X
OTSZIJL,O,O,O,X,O,X
OTSZLIJ,O,O,O,X,O,X
OTSZLJI,O,O,O,X,O,X
OTSZJIL,O,O,O,X,O,X
OTSZJLI,O,O,O,X,O,X
OTZILJS,O,X,O,O,X,X
OTZILSJ,O,O,O,O,X,X
OTZIJLS,O,O,O,O,X,X
OTZIJSL,O,O,O,O,O,X
OTZISLJ,O,O,O,O,O,X
OTZISJL,O,O,O,O,O,X
OTZLIJS,O,X,O,O,X,X
OTZLISJ,O,O,O,O,X,X
OTZLJIS,O,O,O,O,X,X
OTZLJSI,O,O,O,O,X,X
OTZLSIJ,O,O,O,O,X,X
OTZLSJI,O,O,O,O,X,X
OTZJILS,O,O,O,O,X,X
OTZJISL,O,O,O,O,O,X
OTZJLIS,O,O,O,O,X,X
OTZJLSI,O,O,O,O,X,X
OTZJSIL,O,O,O,O,O,X
OTZJSLI,O,O,O,O,O,X
OTZSILJ,O,O,O,O,O,X
OTZSIJL,O,O,O,O,O,X
OTZSLIJ,O,O,O,O,O,X
OTZSLJI,O,O,O,O,O,X
OTZSJIL,O,O,O,O,O,X
OTZSJLI,O,O,O,O,O,X
OITLJSZ,X,X,X,O,O,O
OITLJZS,X,X,O,O,X,O
OITLSJZ,X,X,X,X,O,X
OITLSZJ,X,X,O,O,O,X
OITLZJS,X,X,O,O,X,X
OITLZSJ,X,X,O,O,X,X
OITJLSZ,O,X,X,O,O,O
OITJLZS,X,X,O,O,X,O
OITJSLZ,O,O,X,O,O,X
OITJSZL,O,O,X,O,O,X
OITJZLS,X,O,O,O,X,X
OITJZSL,O,O,O,O,O,X
OITSLJZ,O,O,X,X,O,X
OITSLZJ,X,O,O,X,O,X
OITSJLZ,O,O,X,X,O,X
OITSJZL,O,O,X,X,O,X
OITSZLJ,X,O,O,X,O,X
OITSZJL,X,O,O,X,O,X
OITZLJS,X,X,O,O,X,X
OITZLSJ,X,O,O,O,X,X
OITZJLS,X,O,O,O,X,X
OITZJSL,X,O,O,O,O,X
OITZSLJ,X,O,O,O,O,X
OITZSJL,X,O,O,O,O,X
OILTJSZ,X,X,X,O,O,O
OILTJZS,X,X,X,O,O,O
OILTSJZ,X,X,X,X,O,X
OILTSZJ,X,X,X,O,O,X
OILTZJS,X,X,O,O,O,X
OILTZSJ,X,X,X,O,O,X
OILJTSZ,X,X,X,O,O,O
OILJTZS,X,X,X,O,O,O
OILJSTZ,X,X,X,O,O,O
OILJSZT,X,X,X,O,O,O
OILJZTS,X,X,O,O,X,O
OILJZST,X,X,O,O,X,O
OILSTJZ,X,X,X,X,O,X
OILSTZJ,X,X,X,O,O,X
OILSJTZ,X,X,X,O,O,O
OILSJZT,X,X,X,O,O,O
OILSZTJ,X,X,X,O,O,X
OILSZJT,X,X,O,O,O,X
OILZTJS,X,X,O,O,X,X
OILZTSJ,X,X,X,O,X,X
OILZJTS,X,X,O,O,X,O
OILZJST,X,X,O,O,X,O
OILZSTJ,X,X,X,O,X,X
OILZSJT,X,X,O,O,X,X
OIJTLSZ,O,X,X,O,O,O
OIJTLZS,X,X,X,O,X,O
OIJTSLZ,O,X,X,O,O,X
OIJTSZL,O,X,X,O,O,X
OIJTZLS,X,X,X,O,X,X
OIJTZSL,O,X,X,O,O,X
OIJLTSZ,X,X,X,O,O,O
OIJLTZS,X,X,X,O,O,O
OIJLSTZ,O,X,X,O,O,O
OIJLSZT,O,X,X,O,O,O
OIJLZTS,X,X,O,O,X,O
OIJLZST,X,X,O,O,X,O
OIJSTLZ,O,X,X,O,O,X
OIJSTZL,O,X,X,O,O,X
OIJSLTZ,O,X,X,O,O,O
OIJSLZT,O,O,X,O,O,O
OIJSZTL,O,O,X,O,O,X
OIJSZLT,O,O,X,O,O,X
OIJZTLS,X,X,O,O,X,X
OIJZTSL,O,O,X,O,X,X
OIJZLTS,X,X,O,O,X,O
OIJZLST,O,O,O,O,X,O
OIJZSTL,O,O,X,O,X,X
OIJZSLT,O,O,O,O,X,X
OISTLJZ,O,O,X,X,O,X
OISTLZJ,X,O,X,X,O,X
OISTJLZ,O,O,X,X,O,X
OISTJZL,O,O,X,X,O,X
OISTZLJ,X,O,X,X,O,X
OISTZJL,X,O,X,X,O,X
OISLTJZ,O,O,X,X,O,X
OISLTZJ,X,O,X,O,O,X
OISLJTZ,O,X,X,O,O,O
OISLJZT,O,O,X,O,O,O
OISLZTJ,O,O,X,O,O,X
OISLZJT,O,O,O,O,O,X
OISJTLZ,O,X,X,O,O,X
OISJTZL,O,X,X,O,O,X
OISJLTZ,O,X,X,O,O,O
OISJLZT,O,O,X,O,O,O
OISJZTL,O,O,X,O,O,X
OISJZLT,O,O,X,O,O,X
OISZTLJ,O,O,X,O,O,X
OISZTJL,O,O,X,O,O,X
OISZLTJ,O,O,X,O,O,X
OISZLJT,O,O,O,O,O,X
OISZJTL,O,O,X,O,O,X
OISZJLT,O,O,O,O,O,X
OIZTLJS,O,X,O,O,X,X
OIZTLSJ,O,O,O,O,X,X
OIZTJLS,O,O,O,O,X,X
OIZTJSL,O,O,O,O,X,X
OIZTSLJ,O,O,O,O,X,X
OIZTSJL,O,O,O,O,X,X
OIZLTJS,X,X,O,O,X,X
OIZLTSJ,X,X,X,O,X,X
OIZLJTS,X,X,O,O,X,O
OIZLJST,O,X,O,O,X,O
OIZLSTJ,O,O,X,O,X,X
OIZLSJT,O,O,O,O,X,X
OIZJTLS,X,X,O,O,X,X
OIZJTSL,O,O,O,O,X,X
OIZJLTS,X,X,O,O,X,O
OIZJLST,O,O,O,O,X,O
OIZJSTL,O,O,X,O,X,X
OIZJSLT,O,O,O,O,X,X
OIZSTLJ,O,O,X,O,X,X
OIZSTJL,O,O,X,O,X,X
OIZSLTJ,O,O,X,O,X,X
OIZSLJT,O,O,O,O,X,X
OIZSJTL,O,O,X,O,X,X
OIZSJLT,O,O,O,O,X,X
OLTIJSZ,X,X,X,O,O,O
OLTIJZS,X,X,O,O,O,O
OLTISJZ,X,X,X,X,O,X
OLTISZJ,X,X,O,O,O,X
OLTIZJS,X,X,O,O,O,X
OLTIZSJ,X,X,O,O,O,X
OLTJISZ,O,X,X,O,O,O
OLTJIZS,X,X,O,O,O,O
OLTJSIZ,O,O,X,O,O,X
OLTJSZI,O,O,X,O,O,X
OLTJZIS,X,O,O,O,O,X
OLTJZSI,X,O,O,O,O,X
OLTSIJZ,O,O,X,X,O,X
OLTSIZJ,X,O,O,O,O,X
OLTSJIZ,O,O,X,X,O,X
OLTSJZI,O,O,X,X,O,X
OLTSZIJ,X,O,O,O,O,X
OLTSZJI,O,O,O,O,O,X
OLTZIJS,X,X,O,O,O,X
OLTZISJ,X,O,O,O,O,X
OLTZJIS,X,O,O,O,O,X
OLTZJSI,X,O,O,O,O,X
OLTZSIJ,X,O,O,O,O,X
OLTZSJI,X,O,O,O,O,X
OLITJSZ,X,X,X,O,O,O
OLITJZS,X,X,X,O,O,O
OLITSJZ,X,X,X,X,O,X
OLITSZJ,X,X,X,O,O,X
OLITZJS,X,X,O,O,O,X
OLITZSJ,X,X,X,O,O,X
OLIJTSZ,X,X,X,O,O,O
OLIJTZS,X,X,X,O,O,O
OLIJSTZ,X,X,X,O,O,O
OLIJSZT,X,X,X,O,O,O
OLIJZTS,X,X,O,O,X,O
OLIJZST,X,X,O,O,X,O
OLISTJZ,X,X,X,X,O,X
OLISTZJ,X,X,X,O,O,X
OLISJTZ,X,X,X,O,O,O
OLISJZT,X,X,X,O,O,O
OLISZTJ,X,X,X,O,O,X
OLISZJT,X,X,O,O,O,X
OLIZTJS,X,X,O,O,X,X
OLIZTSJ,X,X,X,O,X,X
OLIZJTS,X,X,O,O,X,O
OLIZJST,X,X,O,O,X,O
OLIZSTJ,X,X,X,O,X,X
OLIZSJT,X,X,O,O,X,X
OLJTISZ,O,X,X,O,O,O
OLJTIZS,X,X,X,O,O,O
OLJTSIZ,O,X,X,O,O,X
OLJTSZI,O,X,X,O,O,X
OLJTZIS,X,X,X,O,O,X
OLJTZSI,X,X,X,O,O,X
OLJITSZ,X,X,X,O,O,O
OLJITZS,X,X,X,O,O,O
OLJISTZ,O,X,X,O,O,O
OLJISZT,O,X,X,O,O,O
OLJIZTS,X,X,X,O,X,O
OLJIZST,X,X,X,O,X,O
OLJSTIZ,O,X,X,O,O,X
OLJSTZI,O,O,X,O,O,X
OLJSITZ,O,X,X,O,O,O
OLJSIZT,O,O,X,O,O,O
OLJSZTI,O,O,X,O,O,X
OLJSZIT,O,O,X,O,O,X
OLJZTIS,X,X,X,O,O,X
OLJZTSI,X,X,X,O,O,X
OLJZITS,X,X,X,O,X,O
OLJZIST,O,O,X,O,X,O
OLJZSTI,O,O,X,O,O,X
OLJZSIT,O,O,X,O,O,X
OLSTIJZ,O,O,X,X,O,X
OLSTIZJ,X,O,X,O,O,X
OLSTJIZ,O,O,X,X,O,X
OLSTJZI,O,O,X,X,O,X
OLSTZIJ,O,O,X,O,O,X
OLSTZJI,O,O,X,O,O,X
OLSITJZ,O,O,X,X,O,X
OLSITZJ,X,O,X,O,O,X
OLSIJTZ,O,X,X,O,O,O
OLSIJZT,O,O,X,O,O,O
OLSIZTJ,O,O,X,O,O,X
OLSIZJT,O,O,X,O,O,X
OLSJTIZ,O,O,X,O,O,X
OLSJTZI,O,O,X,O,O,X
OLSJITZ,O,X,X,O,O,O
OLSJIZT,O,O,X,O,O,O
OLSJZTI,O,O,X,O,O,X
OLSJZIT,O,O,X,O,O,X
OLSZTIJ,O,O,X,O,O,X
OLSZTJI,O,O,X,O,O,X
OLSZITJ,O,O,X,O,O,X
OLSZIJT,O,O,X,O,O,X
OLSZJTI,O,O,X,O,O,X
OLSZJIT,O,O,X,O,O,X
OLZTIJS,O,X,O,O,O,X
OLZTISJ,O,O,O,O,O,X
OLZTJIS,O,O,O,O,O,X
OLZTJSI,O,O,O,O,O,X
OLZTSIJ,O,O,O,O,O,X
OLZTSJI,O,O,O,O,O,X
OLZITJS,X,X,O,O,X,X
OLZITSJ,X,X,X,O,X,X
OLZIJTS,X,X,O,O,X,O
OLZIJST,O,X,O,O,X,O
OLZISTJ,O,O,X,O,X,X
OLZISJT,O,O,O,O,X,X
OLZJTIS,X,X,O,O,O,X
OLZJTSI,X,X,O,O,O,X
OLZJITS,X,X,O,O,X,O
OLZJIST,O,O,O,O,X,O
OLZJSTI,O,O,X,O,O,X
OLZJSIT,O,O,X,O,O,X
OLZSTIJ,O,O,X,O,O,X
OLZSTJI,O,O,X,O,O,X
OLZSITJ,O,O,X,O,O,X
OLZSIJT,O,O,X,O,O,X
OLZSJTI,O,O,X,O,O,X
OLZSJIT,O,O,X,O,O,X
OJTILSZ,O,X,X,O,O,O
OJTILZS,X,X,O,O,X,O
OJTISLZ,O,O,X,O,O,X
OJTISZL,O,O,X,O,O,X
OJTIZLS,X,O,O,O,X,X
OJTIZSL,O,O,O,O,O,X
OJTLISZ,O,X,X,O,O,O
OJTLIZS,X,X,O,O,O,O
OJTLSIZ,O,O,X,O,O,X
OJTLSZI,O,O,X,O,O,X
OJTLZIS,X,O,O,O,O,X
OJTLZSI,X,O,O,O,O,X
OJTSILZ,O,O,X,O,O,X
OJTSIZL,O,O,X,O,O,X
OJTSLIZ,O,O,X,O,O,X
OJTSLZI,O,O,X,O,O,X
OJTSZIL,O,O,X,O,O,X
OJTSZLI,O,O,X,O,O,X
OJTZILS,X,O,O,O,X,X
OJTZISL,O,O,O,O,O,X
OJTZLIS,X,O,O,O,X,X
OJTZLSI,X,O,O,O,X,X
OJTZSIL,O,O,O,O,O,X
OJTZSLI,O,O,O,O,O,X
OJITLSZ,O,X,X,O,O,O
OJITLZS,X,X,X,O,X,O
OJITSLZ,O,X,X,O,O,X
OJITSZL,O,X,X,O,O,X
OJITZLS,X,X,X,O,X,X
OJITZSL,O,X,X,O,O,X
OJILTSZ,X,X,X,O,O,O
OJILTZS,X,X,X,O,O,O
OJILSTZ,O,X,X,O,O,O
OJILSZT,O,X,X,O,O,O
OJILZTS,X,X,O,O,X,O
OJILZST,X,X,O,O,X,O
OJISTLZ,O,X,X,O,O,X
OJISTZL,O,X,X,O,O,X
OJISLTZ,O,X,X,O,O,O
OJISLZT,O,O,X,O,O,O
OJISZTL,O,O,X,O,O,X
OJISZLT,O,O,X,O,O,X
OJIZTLS,X,X,O,O,X,X
OJIZTSL,O,O,X,O,X,X
OJIZLTS,X,X,O,O,X,O
OJIZLST,O,O,O,O,X,O
OJIZSTL,O,O,X,O,X,X
OJIZSLT,O,O,O,O,X,X
OJLTISZ,O,X,X,O,O,O
OJLTIZS,X,X,X,O,O,O
OJLTSIZ,O,X,X,O,O,X
OJLTSZI,O,X,X,O,O,X
OJLTZIS,X,X,X,O,O,X
OJLTZSI,X,X,X,O,O,X
OJLITSZ,X,X,X,O,O,O
OJLITZS,X,X,X,O,O,O
OJLISTZ,O,X,X,O,O,O
OJLISZT,O,X,X,O,O,O
OJLIZTS,X,X,X,O,X,O
OJLIZST,X,X,X,O,X,O
OJLSTIZ,O,X,X,O,O,X
OJLSTZI,O,O,X,O,O,X
OJLSITZ,O,X,X,O,O,O
OJLSIZT,O,O,X,O,O,O
OJLSZTI,O,O,X,O,O,X
OJLSZIT,O,O,X,O,O,X
OJLZTIS,X,X,X,O,O,X
OJLZTSI,X,X,X,O,O,X
OJLZITS,X,X,X,O,X,O
OJLZIST,O,O,X,O,X,O
OJLZSTI,O,O,X,O,O,X
OJLZSIT,O,O,X,O,O,X
OJSTILZ,O,O,X,O,O,X
OJSTIZL,O,O,X,O,O,X
OJSTLIZ,O,O,X,O,O,X
OJSTLZI,O,O,X,O,O,X
OJSTZIL,O,O,X,O,O,X
OJSTZLI,O,O,X,O,O,X
OJSITLZ,O,X,X,O,O,X
OJSITZL,O,X,X,O,O,X
OJSILTZ,O,X,X,O,O,O
OJSILZT,O,O,X,O,O,O
OJSIZTL,O,O,X,O,O,X
OJSIZLT,O,O,X,O,O,X
OJSLTIZ,O,O,X,O,O,X
OJSLTZI,O,O,X,O,O,X
OJSLITZ,O,X,X,O,O,O
