sequence,v115@KhA8FeA8AeB8DeG8DeA8Jex/IvhF0hB6nBTjBlkB/r?B2xB,v115@KhA8FeA8AeB8DeG8DeA8Jex/IvhFKmBWnBTjBlkB0s?BXsB,v115@KhA8FeA8AeB8DeG8DeA8Je/EJvhFFgBxhBTjBmmBqs?B0rB,v115@KhA8FeA8AeB8DeG8DeA8Jex/IvhFOmBTjBlkBCnB0s?BXsB,v115@KhA8FeA8AeB8DeG8DeA8Jex/IvhF0hBTjBlkB2rBqs?BXsB,v115@KhA8FeA8AeB8DeG8DeA8Je/EJvhFFgBmhBTjBxrBqs?B0rB
JZSTILO,O,X,X,O,X,X
JZSTIOL,O,X,X,O,X,X
JZSTLIO,O,O,O,O,X,X
JZSTLOI,O,O,O,O,X,X
JZSTOIL,O,X,X,O,X,X
JZSTOLI,O,O,O,O,X,X
JZSITLO,O,X,X,X,X,X
JZSITOL,O,X,X,X,X,X
JZSILTO,O,X,X,X,X,X
JZSILOT,O,X,X,X,X,X
JZSIOTL,O,X,X,X,X,X
JZSIOLT,O,X,X,X,X,X
JZSLTIO,O,O,O,O,X,X
JZSLTOI,O,O,O,O,X,X
JZSLITO,O,X,O,X,X,X
JZSLIOT,O,X,O,X,X,X
JZSLOTI,O,O,O,O,X,X
JZSLOIT,O,X,O,X,X,X
JZSOTIL,O,X,X,O,X,X
JZSOTLI,O,O,O,O,X,X
JZSOITL,O,X,X,X,X,X
JZSOILT,O,X,X,X,X,X
JZSOLTI,O,O,O,O,X,X
JZSOLIT,O,X,O,X,X,X
JZOTILS,O,O,X,O,O,X
JZOTISL,O,X,X,O,X,X
JZOTLIS,O,O,X,O,O,X
JZOTLSI,O,O,X,O,O,X
JZOTSIL,O,X,X,O,X,X
JZOTSLI,O,O,X,O,X,X
JZOITLS,X,O,X,O,X,X
JZOITSL,X,X,X,O,X,X
JZOILTS,X,O,X,O,X,X
JZOILST,O,X,X,X,X,X
JZOISTL,O,X,X,X,X,X
JZOISLT,O,X,X,X,X,X
JZOLTIS,O,O,O,O,O,X
JZOLTSI,O,O,O,O,O,X
JZOLITS,X,O,O,O,O,X
JZOLIST,O,X,O,X,X,X
JZOLSTI,O,O,O,O,O,X
JZOLSIT,O,X,O,X,X,X
JZOSTIL,O,X,X,O,X,X
JZOSTLI,O,O,O,O,X,X
JZOSITL,O,X,X,X,X,X
JZOSILT,O,X,X,X,X,X
JZOSLTI,O,O,O,O,X,X
JZOSLIT,O,X,O,X,X,X
JOTILSZ,O,O,X,X,O,X
JOTILZS,O,O,X,O,O,X
JOTISLZ,O,X,X,X,O,X
JOTISZL,O,X,X,O,X,X
JOTIZLS,O,O,X,O,O,X
JOTIZSL,O,X,X,O,X,X
JOTLISZ,O,O,X,X,O,X
JOTLIZS,O,O,X,O,O,X
JOTLSIZ,O,O,X,X,O,X
JOTLSZI,O,O,X,X,O,X
JOTLZIS,O,O,X,O,O,X
JOTLZSI,O,O,X,O,O,X
JOTSILZ,O,X,X,X,O,X
JOTSIZL,O,X,X,O,X,X
JOTSLIZ,O,X,X,X,O,X
JOTSLZI,O,X,X,X,O,X
JOTSZIL,O,X,X,O,X,X
JOTSZLI,O,X,X,O,X,X
JOTZILS,O,O,X,O,O,X
JOTZISL,O,X,X,O,X,X
JOTZLIS,O,O,X,O,O,X
JOTZLSI,O,O,X,O,O,X
JOTZSIL,O,X,X,O,X,X
JOTZSLI,O,O,X,O,X,X
JOITLSZ,O,X,X,X,O,X
JOITLZS,O,X,X,O,O,X
JOITSLZ,O,X,X,X,O,X
JOITSZL,O,X,X,O,X,X
JOITZLS,O,X,X,O,O,X
JOITZSL,O,X,X,O,X,X
JOILTSZ,O,X,X,X,O,X
JOILTZS,O,X,X,X,O,X
JOILSTZ,O,X,X,X,X,X
JOILSZT,O,X,X,X,X,X
JOILZTS,X,X,X,X,O,X
JOILZST,O,X,X,X,X,X
JOISTLZ,O,X,X,X,X,O
JOISTZL,O,X,X,X,X,O
JOISLTZ,O,X,X,X,X,O
JOISLZT,O,X,X,X,X,O
JOISZTL,O,X,X,X,X,O
JOISZLT,O,X,X,X,X,O
JOIZTLS,X,X,X,O,X,X
JOIZTSL,X,X,X,O,X,X
JOIZLTS,X,X,X,O,X,X
JOIZLST,O,X,X,X,X,X
JOIZSTL,O,X,X,X,X,X
JOIZSLT,O,X,X,X,X,X
JOLTISZ,O,O,X,X,O,X
JOLTIZS,O,O,X,O,O,X
JOLTSIZ,O,O,X,X,O,X
JOLTSZI,O,O,X,X,O,X
JOLTZIS,O,O,X,O,O,X
JOLTZSI,O,O,X,O,O,X
JOLITSZ,O,O,X,X,O,X
JOLITZS,O,O,X,X,O,X
JOLISTZ,O,X,O,X,X,X
JOLISZT,O,X,X,X,X,X
JOLIZTS,X,X,X,X,O,X
JOLIZST,O,X,X,X,X,X
JOLSTIZ,O,O,O,X,O,X
JOLSTZI,O,O,O,X,O,X
JOLSITZ,O,X,O,X,X,X
JOLSIZT,O,X,X,X,X,X
JOLSZTI,O,X,O,X,O,X
JOLSZIT,O,X,O,X,X,X
JOLZTIS,O,O,O,O,O,X
JOLZTSI,O,O,O,O,O,X
JOLZITS,X,O,O,O,O,X
JOLZIST,O,X,O,X,X,X
JOLZSTI,O,O,O,O,O,X
JOLZSIT,O,X,O,X,X,X
JOSTILZ,O,X,X,X,O,O
JOSTIZL,O,X,X,O,X,O
JOSTLIZ,O,X,O,X,O,X
JOSTLZI,O,X,O,X,O,X
JOSTZIL,O,X,X,O,X,X
JOSTZLI,O,X,O,O,X,X
JOSITLZ,O,X,X,X,X,O
JOSITZL,O,X,X,X,X,O
JOSILTZ,O,X,X,X,X,O
JOSILZT,O,X,X,X,X,O
JOSIZTL,O,X,X,X,X,O
JOSIZLT,O,X,X,X,X,O
JOSLTIZ,O,X,O,X,O,X
JOSLTZI,O,X,O,X,O,X
JOSLITZ,O,X,O,X,X,X
JOSLIZT,O,X,X,X,X,X
JOSLZTI,O,X,O,X,O,X
JOSLZIT,O,X,O,X,X,X
JOSZTIL,O,X,X,O,X,X
JOSZTLI,O,X,O,O,X,X
JOSZITL,O,X,X,X,X,X
JOSZILT,O,X,X,X,X,X
JOSZLTI,O,X,O,O,X,X
JOSZLIT,O,X,O,X,X,X
JOZTILS,O,O,X,O,O,X
JOZTISL,O,X,X,O,X,X
JOZTLIS,O,O,X,O,O,X
JOZTLSI,O,O,X,O,O,X
JOZTSIL,O,X,X,O,X,X
JOZTSLI,O,O,X,O,X,X
JOZITLS,X,O,X,O,X,X
JOZITSL,X,X,X,O,X,X
JOZILTS,X,O,X,O,X,X
JOZILST,O,X,X,X,X,X
JOZISTL,O,X,X,X,X,X
JOZISLT,O,X,X,X,X,X
JOZLTIS,O,O,O,O,O,X
JOZLTSI,O,O,O,O,O,X
JOZLITS,X,O,O,O,O,X
JOZLIST,O,X,O,X,X,X
JOZLSTI,O,O,O,O,O,X
JOZLSIT,O,X,O,X,X,X
JOZSTIL,O,X,X,O,X,X
JOZSTLI,O,O,O,O,X,X
JOZSITL,O,X,X,X,X,X
JOZSILT,O,X,X,X,X,X
JOZSLTI,O,O,O,O,X,X
JOZSLIT,O,X,O,X,X,X
STILJZO,O,X,X,X,O,O
STILJOZ,O,O,O,X,O,O
STILZJO,O,O,O,X,X,O
STILZOJ,O,O,O,X,X,O
STILOJZ,O,O,O,X,O,O
STILOZJ,O,O,O,X,X,O
STIJLZO,O,X,X,X,O,O
STIJLOZ,O,X,X,X,O,O
STIJZLO,O,X,X,O,X,O
STIJZOL,O,X,X,O,X,O
STIJOLZ,O,X,X,X,O,O
STIJOZL,O,X,X,O,X,O
STIZLJO,O,O,O,O,X,O
STIZLOJ,O,O,O,O,X,O
STIZJLO,O,X,X,O,X,O
STIZJOL,O,X,X,O,X,O
STIZOLJ,O,O,O,O,X,O
STIZOJL,O,X,X,O,X,O
STIOLJZ,O,O,O,X,O,O
STIOLZJ,O,O,O,X,X,O
STIOJLZ,O,X,X,X,O,O
STIOJZL,O,X,X,O,X,O
STIOZLJ,O,O,O,O,X,O
STIOZJL,O,X,X,O,X,O
STLIJZO,O,X,X,X,O,O
STLIJOZ,O,O,O,X,O,O
STLIZJO,O,O,O,X,X,O
STLIZOJ,O,O,O,X,X,O
STLIOJZ,O,O,O,X,O,O
STLIOZJ,O,O,O,X,X,O
STLJIZO,O,X,X,X,O,X
STLJIOZ,O,O,O,X,O,X
STLJZIO,O,X,O,X,O,X
STLJZOI,O,X,O,X,O,X
STLJOIZ,O,O,O,X,O,X
STLJOZI,O,O,O,X,O,X
STLZIJO,O,O,O,X,X,X
STLZIOJ,O,O,O,X,X,X
STLZJIO,O,O,O,X,X,X
STLZJOI,O,O,O,X,X,X
STLZOIJ,O,O,O,X,X,X
STLZOJI,O,O,O,X,X,X
STLOIJZ,O,O,O,X,O,O
STLOIZJ,O,O,O,X,X,O
STLOJIZ,O,O,O,X,O,X
STLOJZI,O,O,O,X,O,X
STLOZIJ,O,O,O,X,X,X
STLOZJI,O,O,O,X,X,X
STJILZO,O,X,X,X,O,O
STJILOZ,O,X,X,X,O,O
STJIZLO,O,X,X,O,X,O
STJIZOL,O,X,X,O,X,O
STJIOLZ,O,X,X,X,O,O
STJIOZL,O,X,X,O,X,O
STJLIZO,O,X,X,X,O,X
STJLIOZ,O,X,O,X,O,X
STJLZIO,O,X,O,X,O,X
STJLZOI,O,X,O,X,O,X
STJLOIZ,O,X,O,X,O,X
STJLOZI,O,X,O,X,O,X
STJZILO,O,X,X,O,X,X
STJZIOL,O,X,X,O,X,X
STJZLIO,O,X,O,O,X,X
STJZLOI,O,X,O,O,X,X
STJZOIL,O,X,X,O,X,X
STJZOLI,O,X,O,O,X,X
STJOILZ,O,X,X,X,O,O
STJOIZL,O,X,X,O,X,O
STJOLIZ,O,X,O,X,O,X
STJOLZI,O,X,O,X,O,X
STJOZIL,O,X,X,O,X,X
STJOZLI,O,X,O,O,X,X
STZILJO,O,O,O,O,X,O
STZILOJ,O,O,O,O,X,O
STZIJLO,O,X,X,O,X,O
STZIJOL,O,X,X,O,X,O
STZIOLJ,O,O,O,O,X,O
STZIOJL,O,X,X,O,X,O
STZLIJO,O,O,O,O,X,X
STZLIOJ,O,O,O,O,X,X
STZLJIO,O,O,O,O,X,X
STZLJOI,O,O,O,O,X,X
STZLOIJ,O,O,O,O,X,X
STZLOJI,O,O,O,O,X,X
STZJILO,O,X,X,O,X,X
STZJIOL,O,X,X,O,X,X
STZJLIO,O,O,O,O,X,X
STZJLOI,O,O,O,O,X,X
STZJOIL,O,X,X,O,X,X
STZJOLI,O,O,O,O,X,X
STZOILJ,O,O,O,O,X,O
STZOIJL,O,X,X,O,X,O
STZOLIJ,O,O,O,O,X,X
STZOLJI,O,O,O,O,X,X
STZOJIL,O,X,X,O,X,X
STZOJLI,O,O,O,O,X,X
STOILJZ,O,O,O,X,O,O
STOILZJ,O,O,O,X,X,O
STOIJLZ,O,X,X,X,O,O
STOIJZL,O,X,X,O,X,O
STOIZLJ,O,O,O,O,X,O
STOIZJL,O,X,X,O,X,O
STOLIJZ,O,O,O,X,O,O
STOLIZJ,O,O,O,X,X,O
STOLJIZ,O,O,O,X,O,X
STOLJZI,O,O,O,X,O,X
STOLZIJ,O,O,O,X,X,X
STOLZJI,O,O,O,X,X,X
STOJILZ,O,X,X,X,O,O
STOJIZL,O,X,X,O,X,O
STOJLIZ,O,X,O,X,O,X
STOJLZI,O,X,O,X,O,X
STOJZIL,O,X,X,O,X,X
STOJZLI,O,X,O,O,X,X
STOZILJ,O,O,O,O,X,O
STOZIJL,O,X,X,O,X,O
STOZLIJ,O,O,O,O,X,X
STOZLJI,O,O,O,O,X,X
STOZJIL,O,X,X,O,X,X
STOZJLI,O,O,O,O,X,X
SITLJZO,O,X,X,X,X,O
SITLJOZ,O,X,O,X,X,O
SITLZJO,O,X,O,X,X,O
SITLZOJ,O,X,O,X,X,O
SITLOJZ,O,X,O,X,X,O
SITLOZJ,O,X,O,X,X,O
SITJLZO,O,X,X,X,X,O
SITJLOZ,O,X,X,X,X,O
SITJZLO,O,X,X,X,X,O
SITJZOL,O,X,X,X,X,O
SITJOLZ,O,X,X,X,X,O
SITJOZL,O,X,X,X,X,O
SITZLJO,O,X,O,X,X,O
SITZLOJ,O,X,O,X,X,O
SITZJLO,O,X,X,X,X,O
SITZJOL,O,X,X,X,X,O
SITZOLJ,O,X,O,X,X,O
SITZOJL,O,X,X,X,X,O
SITOLJZ,O,X,O,X,X,O
SITOLZJ,O,X,O,X,X,O
SITOJLZ,O,X,X,X,X,O
SITOJZL,O,X,X,X,X,O
SITOZLJ,O,X,O,X,X,O
SITOZJL,O,X,X,X,X,O
SILTJZO,X,X,X,X,X,O
SILTJOZ,X,X,O,X,X,O
SILTZJO,X,X,O,X,X,O
SILTZOJ,X,X,O,X,X,O
SILTOJZ,X,X,O,X,X,O
SILTOZJ,X,X,O,X,X,O
SILJTZO,O,X,X,X,X,O
SILJTOZ,O,X,O,X,X,O
SILJZTO,O,X,X,X,X,O
SILJZOT,O,X,X,X,X,O
SILJOTZ,O,X,O,X,X,O
SILJOZT,O,X,X,X,X,O
SILZTJO,X,X,O,X,X,O
SILZTOJ,O,X,O,X,X,O
SILZJTO,X,X,O,X,X,O
SILZJOT,O,X,O,X,X,O
SILZOTJ,O,X,O,X,X,O
SILZOJT,O,X,O,X,X,O
SILOTJZ,X,X,O,X,X,O
SILOTZJ,X,X,O,X,X,O
SILOJTZ,O,X,O,X,X,O
SILOJZT,O,X,X,X,X,O
SILOZTJ,O,X,O,X,X,O
SILOZJT,O,X,O,X,X,O
SIJTLZO,O,X,X,X,X,O
SIJTLOZ,O,X,X,X,X,O
SIJTZLO,O,X,X,X,X,O
SIJTZOL,O,X,X,X,X,O
SIJTOLZ,O,X,X,X,X,O
SIJTOZL,O,X,X,X,X,O
SIJLTZO,O,X,X,X,X,O
SIJLTOZ,O,X,X,X,X,O
SIJLZTO,O,X,X,X,X,O
SIJLZOT,O,X,X,X,X,O
SIJLOTZ,O,X,X,X,X,O
SIJLOZT,O,X,X,X,X,O
SIJZTLO,O,X,X,X,X,O
SIJZTOL,O,X,X,X,X,O
SIJZLTO,O,X,X,X,X,O
SIJZLOT,O,X,X,X,X,O
SIJZOTL,O,X,X,X,X,O
SIJZOLT,O,X,X,X,X,O
SIJOTLZ,O,X,X,X,X,O
SIJOTZL,O,X,X,X,X,O
SIJOLTZ,O,X,X,X,X,O
SIJOLZT,O,X,X,X,X,O
SIJOZTL,O,X,X,X,X,O
SIJOZLT,O,X,X,X,X,O
SIZTLJO,O,X,O,X,X,O
SIZTLOJ,O,X,O,X,X,O
SIZTJLO,O,X,X,X,X,O
SIZTJOL,O,X,X,X,X,O
SIZTOLJ,O,X,O,X,X,O
SIZTOJL,O,X,X,X,X,O
SIZLTJO,O,X,O,X,X,O
SIZLTOJ,O,X,O,X,X,O
SIZLJTO,X,X,O,X,X,O
SIZLJOT,O,X,O,X,X,O
SIZLOTJ,O,X,O,X,X,O
SIZLOJT,O,X,O,X,X,O
SIZJTLO,O,X,X,X,X,O
SIZJTOL,O,X,X,X,X,O
SIZJLTO,O,X,X,X,X,O
SIZJLOT,O,X,X,X,X,O
SIZJOTL,O,X,X,X,X,O
SIZJOLT,O,X,X,X,X,O
SIZOTLJ,O,X,O,X,X,O
SIZOTJL,O,X,X,X,X,O
SIZOLTJ,O,X,O,X,X,O
SIZOLJT,O,X,O,X,X,O
SIZOJTL,O,X,X,X,X,O
SIZOJLT,O,X,X,X,X,O
SIOTLJZ,O,X,O,X,X,O
SIOTLZJ,O,X,O,X,X,O
SIOTJLZ,O,X,X,X,X,O
SIOTJZL,O,X,X,X,X,O
SIOTZLJ,O,X,O,X,X,O
SIOTZJL,O,X,X,X,X,O
SIOLTJZ,X,X,O,X,X,O
SIOLTZJ,X,X,O,X,X,O
SIOLJTZ,O,X,O,X,X,O
SIOLJZT,O,X,X,X,X,O
SIOLZTJ,O,X,O,X,X,O
SIOLZJT,O,X,O,X,X,O
SIOJTLZ,O,X,X,X,X,O
SIOJTZL,O,X,X,X,X,O
SIOJLTZ,O,X,X,X,X,O
SIOJLZT,O,X,X,X,X,O
SIOJZTL,O,X,X,X,X,O
SIOJZLT,O,X,X,X,X,O
SIOZTLJ,O,X,O,X,X,O
SIOZTJL,O,X,X,X,X,O
SIOZLTJ,O,X,O,X,X,O
SIOZLJT,O,X,O,X,X,O
SIOZJTL,O,X,X,X,X,O
SIOZJLT,O,X,X,X,X,O
SLTIJZO,O,X,X,X,O,O
SLTIJOZ,O,O,O,X,O,O
SLTIZJO,O,O,O,X,X,O
SLTIZOJ,O,O,O,X,X,O
SLTIOJZ,O,O,O,X,O,O
SLTIOZJ,O,O,O,X,X,O
SLTJIZO,O,X,X,X,O,X
SLTJIOZ,O,O,O,X,O,X
SLTJZIO,O,X,O,X,O,X
SLTJZOI,O,X,O,X,O,X
SLTJOIZ,O,O,O,X,O,X
SLTJOZI,O,O,O,X,O,X
SLTZIJO,O,O,O,X,X,X
SLTZIOJ,O,O,O,X,X,X
SLTZJIO,O,O,O,X,X,X
SLTZJOI,O,O,O,X,X,X
SLTZOIJ,O,O,O,X,X,X
SLTZOJI,O,O,O,X,X,X
SLTOIJZ,O,O,O,X,O,O
SLTOIZJ,O,O,O,X,X,O
SLTOJIZ,O,O,O,X,O,X
SLTOJZI,O,O,O,X,O,X
SLTOZIJ,O,O,O,X,X,X
SLTOZJI,O,O,O,X,X,X
SLITJZO,X,X,X,X,X,O
SLITJOZ,X,X,O,X,X,O
SLITZJO,X,X,O,X,X,O
SLITZOJ,X,X,O,X,X,O
SLITOJZ,X,X,O,X,X,O
SLITOZJ,X,X,O,X,X,O
SLIJTZO,O,X,X,X,X,O
SLIJTOZ,O,X,O,X,X,O
SLIJZTO,O,X,X,X,X,O
SLIJZOT,O,X,X,X,X,O
SLIJOTZ,O,X,O,X,X,O
SLIJOZT,O,X,X,X,X,O
SLIZTJO,X,X,O,X,X,O
SLIZTOJ,O,X,O,X,X,O
SLIZJTO,X,X,O,X,X,O
SLIZJOT,O,X,O,X,X,O
SLIZOTJ,O,X,O,X,X,O
SLIZOJT,O,X,O,X,X,O
SLIOTJZ,X,X,O,X,X,O
SLIOTZJ,X,X,O,X,X,O
SLIOJTZ,O,X,O,X,X,O
SLIOJZT,O,X,X,X,X,O
SLIOZTJ,O,X,O,X,X,O
SLIOZJT,O,X,O,X,X,O
SLJTIZO,O,X,X,X,O,X
SLJTIOZ,O,O,O,X,O,X
SLJTZIO,O,X,O,X,O,X
SLJTZOI,O,X,O,X,O,X
SLJTOIZ,O,O,O,X,O,X
SLJTOZI,O,O,O,X,O,X
SLJITZO,O,X,X,X,X,X
SLJITOZ,O,X,O,X,X,X
SLJIZTO,O,X,X,X,X,X
SLJIZOT,O,X,X,X,X,X
SLJIOTZ,O,X,O,X,X,X
SLJIOZT,O,X,X,X,X,X
SLJZTIO,O,X,O,X,O,X
SLJZTOI,O,X,O,X,O,X
SLJZITO,O,X,O,X,X,X
SLJZIOT,O,X,O,X,X,X
SLJZOTI,O,X,O,X,O,X
SLJZOIT,O,X,O,X,X,X
SLJOTIZ,O,O,O,X,O,X
SLJOTZI,O,O,O,X,O,X
SLJOITZ,O,X,O,X,X,X
SLJOIZT,O,X,X,X,X,X
SLJOZTI,O,X,O,X,O,X
SLJOZIT,O,X,O,X,X,X
SLZTIJO,O,O,O,X,X,X
SLZTIOJ,O,O,O,X,X,X
SLZTJIO,O,O,O,X,X,X
SLZTJOI,O,O,O,X,X,X
SLZTOIJ,O,O,O,X,X,X
SLZTOJI,O,O,O,X,X,X
SLZITJO,O,X,O,X,X,X
SLZITOJ,O,X,O,X,X,X
SLZIJTO,X,X,O,X,X,X
SLZIJOT,O,X,O,X,X,X
SLZIOTJ,O,X,O,X,X,X
SLZIOJT,O,X,O,X,X,X
SLZJTIO,O,O,O,X,X,X
SLZJTOI,O,O,O,X,X,X
SLZJITO,X,X,O,X,X,X
SLZJIOT,O,X,O,X,X,X
SLZJOTI,O,O,O,X,X,X
SLZJOIT,O,X,O,X,X,X
SLZOTIJ,O,O,O,X,X,X
SLZOTJI,O,O,O,X,X,X
SLZOITJ,O,X,O,X,X,X
SLZOIJT,O,X,O,X,X,X
SLZOJTI,O,O,O,X,X,X
SLZOJIT,O,X,O,X,X,X
SLOTIJZ,O,O,O,X,O,O
SLOTIZJ,O,O,O,X,X,O
SLOTJIZ,O,O,O,X,O,X
SLOTJZI,O,O,O,X,O,X
SLOTZIJ,O,O,O,X,X,X
SLOTZJI,O,O,O,X,X,X
SLOITJZ,X,X,O,X,X,O
SLOITZJ,X,X,O,X,X,O
SLOIJTZ,O,X,O,X,X,O
SLOIJZT,O,X,X,X,X,O
SLOIZTJ,O,X,O,X,X,O
SLOIZJT,O,X,O,X,X,O
SLOJTIZ,O,O,O,X,O,X
SLOJTZI,O,O,O,X,O,X
SLOJITZ,O,X,O,X,X,X
SLOJIZT,O,X,X,X,X,X
SLOJZTI,O,X,O,X,O,X
SLOJZIT,O,X,O,X,X,X
SLOZTIJ,O,O,O,X,X,X
SLOZTJI,O,O,O,X,X,X
SLOZITJ,O,X,O,X,X,X
SLOZIJT,O,X,O,X,X,X
SLOZJTI,O,O,O,X,X,X
SLOZJIT,O,X,O,X,X,X
SJTILZO,O,X,X,X,O,O
SJTILOZ,O,X,X,X,O,O
SJTIZLO,O,X,X,O,X,O
SJTIZOL,O,X,X,O,X,O
SJTIOLZ,O,X,X,X,O,O
SJTIOZL,O,X,X,O,X,O
SJTLIZO,O,X,X,X,O,X
SJTLIOZ,O,X,O,X,O,X
SJTLZIO,O,X,O,X,O,X
SJTLZOI,O,X,O,X,O,X
SJTLOIZ,O,X,O,X,O,X
SJTLOZI,O,X,O,X,O,X
SJTZILO,O,X,X,O,X,X
SJTZIOL,O,X,X,O,X,X
SJTZLIO,O,X,O,O,X,X
SJTZLOI,O,X,O,O,X,X
SJTZOIL,O,X,X,O,X,X
SJTZOLI,O,X,O,O,X,X
SJTOILZ,O,X,X,X,O,O
SJTOIZL,O,X,X,O,X,O
SJTOLIZ,O,X,O,X,O,X
SJTOLZI,O,X,O,X,O,X
SJTOZIL,O,X,X,O,X,X
SJTOZLI,O,X,O,O,X,X
SJITLZO,O,X,X,X,X,O
SJITLOZ,O,X,X,X,X,O
SJITZLO,O,X,X,X,X,O
SJITZOL,O,X,X,X,X,O
SJITOLZ,O,X,X,X,X,O
SJITOZL,O,X,X,X,X,O
SJILTZO,O,X,X,X,X,O
SJILTOZ,O,X,X,X,X,O
SJILZTO,O,X,X,X,X,O
SJILZOT,O,X,X,X,X,O
SJILOTZ,O,X,X,X,X,O
SJILOZT,O,X,X,X,X,O
SJIZTLO,O,X,X,X,X,O
SJIZTOL,O,X,X,X,X,O
SJIZLTO,O,X,X,X,X,O
SJIZLOT,O,X,X,X,X,O
SJIZOTL,O,X,X,X,X,O
SJIZOLT,O,X,X,X,X,O
SJIOTLZ,O,X,X,X,X,O
SJIOTZL,O,X,X,X,X,O
SJIOLTZ,O,X,X,X,X,O
SJIOLZT,O,X,X,X,X,O
SJIOZTL,O,X,X,X,X,O
SJIOZLT,O,X,X,X,X,O
SJLTIZO,O,X,X,X,O,X
SJLTIOZ,O,X,O,X,O,X
SJLTZIO,O,X,O,X,O,X
SJLTZOI,O,X,O,X,O,X
SJLTOIZ,O,X,O,X,O,X
SJLTOZI,O,X,O,X,O,X
SJLITZO,O,X,X,X,X,X
SJLITOZ,O,X,O,X,X,X
SJLIZTO,O,X,X,X,X,X
SJLIZOT,O,X,X,X,X,X
SJLIOTZ,O,X,O,X,X,X
SJLIOZT,O,X,X,X,X,X
SJLZTIO,O,X,O,X,O,X
SJLZTOI,O,X,O,X,O,X
SJLZITO,O,X,O,X,X,X
SJLZIOT,O,X,O,X,X,X
SJLZOTI,O,X,O,X,O,X
SJLZOIT,O,X,O,X,X,X
SJLOTIZ,O,X,O,X,O,X
SJLOTZI,O,X,O,X,O,X
SJLOITZ,O,X,O,X,X,X
SJLOIZT,O,X,X,X,X,X
SJLOZTI,O,X,O,X,O,X
SJLOZIT,O,X,O,X,X,X
SJZTILO,O,X,X,O,X,X
SJZTIOL,O,X,X,O,X,X
SJZTLIO,O,X,O,O,X,X
SJZTLOI,O,X,O,O,X,X
SJZTOIL,O,X,X,O,X,X
SJZTOLI,O,X,O,O,X,X
SJZITLO,O,X,X,X,X,X
SJZITOL,O,X,X,X,X,X
SJZILTO,O,X,X,X,X,X
SJZILOT,O,X,X,X,X,X
SJZIOTL,O,X,X,X,X,X
SJZIOLT,O,X,X,X,X,X
SJZLTIO,O,X,O,O,X,X
SJZLTOI,O,X,O,O,X,X
SJZLITO,O,X,O,X,X,X
SJZLIOT,O,X,O,X,X,X
SJZLOTI,O,X,O,O,X,X
SJZLOIT,O,X,O,X,X,X
SJZOTIL,O,X,X,O,X,X
SJZOTLI,O,X,O,O,X,X
SJZOITL,O,X,X,X,X,X
SJZOILT,O,X,X,X,X,X
SJZOLTI,O,X,O,O,X,X
SJZOLIT,O,X,O,X,X,X
SJOTILZ,O,X,X,X,O,O
SJOTIZL,O,X,X,O,X,O
SJOTLIZ,O,X,O,X,O,X
SJOTLZI,O,X,O,X,O,X
SJOTZIL,O,X,X,O,X,X
SJOTZLI,O,X,O,O,X,X
SJOITLZ,O,X,X,X,X,O
SJOITZL,O,X,X,X,X,O
SJOILTZ,O,X,X,X,X,O
SJOILZT,O,X,X,X,X,O
SJOIZTL,O,X,X,X,X,O
SJOIZLT,O,X,X,X,X,O
SJOLTIZ,O,X,O,X,O,X
SJOLTZI,O,X,O,X,O,X
SJOLITZ,O,X,O,X,X,X
SJOLIZT,O,X,X,X,X,X
SJOLZTI,O,X,O,X,O,X
SJOLZIT,O,X,O,X,X,X
SJOZTIL,O,X,X,O,X,X
SJOZTLI,O,X,O,O,X,X
SJOZITL,O,X,X,X,X,X
SJOZILT,O,X,X,X,X,X
SJOZLTI,O,X,O,O,X,X
SJOZLIT,O,X,O,X,X,X
SZTILJO,O,O,O,O,X,O
SZTILOJ,O,O,O,O,X,O
SZTIJLO,O,X,X,O,X,O
SZTIJOL,O,X,X,O,X,O
SZTIOLJ,O,O,O,O,X,O
SZTIOJL,O,X,X,O,X,O
SZTLIJO,O,O,O,O,X,X
SZTLIOJ,O,O,O,O,X,X
SZTLJIO,O,O,O,O,X,X
SZTLJOI,O,O,O,O,X,X
SZTLOIJ,O,O,O,O,X,X
SZTLOJI,O,O,O,O,X,X
SZTJILO,O,X,X,O,X,X
SZTJIOL,O,X,X,O,X,X
SZTJLIO,O,O,O,O,X,X
SZTJLOI,O,O,O,O,X,X
SZTJOIL,O,X,X,O,X,X
SZTJOLI,O,O,O,O,X,X
SZTOILJ,O,O,O,O,X,O
SZTOIJL,O,X,X,O,X,O
SZTOLIJ,O,O,O,O,X,X
SZTOLJI,O,O,O,O,X,X
SZTOJIL,O,X,X,O,X,X
SZTOJLI,O,O,O,O,X,X
SZITLJO,O,X,O,X,X,O
SZITLOJ,O,X,O,X,X,O
SZITJLO,O,X,X,X,X,O
SZITJOL,O,X,X,X,X,O
SZITOLJ,O,X,O,X,X,O
SZITOJL,O,X,X,X,X,O
SZILTJO,O,X,O,X,X,O
SZILTOJ,O,X,O,X,X,O
SZILJTO,X,X,O,X,X,O
SZILJOT,O,X,O,X,X,O
SZILOTJ,O,X,O,X,X,O
SZILOJT,O,X,O,X,X,O
SZIJTLO,O,X,X,X,X,O
SZIJTOL,O,X,X,X,X,O
SZIJLTO,O,X,X,X,X,O
SZIJLOT,O,X,X,X,X,O
SZIJOTL,O,X,X,X,X,O
SZIJOLT,O,X,X,X,X,O
SZIOTLJ,O,X,O,X,X,O
