sequence,v115@EhC8HeB8HeB8BeC8CeB8JeZEJvhFCgBXhBVnB8pBGr?BTsB,v115@EhC8HeB8HeB8BeC8CeB8Je2EJvhFRgBUiB3lB1rBTp?BSxB,v115@EhC8HeB8HeB8BeC8CeB8JeZEJvhFzfBfmBlhB8rB+s?BCqB,v115@EhC8HeB8HeB8BeC8CeB8Jex/IvhF8lBzhBikB+sB3p?BlrB,v115@EhC8HeB8HeB8BeC8CeB8Jex/IvhFlhBOpB8pBzlBXn?BSxB,v115@EhC8HeB8HeB8BeC8CeB8Jei/IvhFRhBFlBXmB8rB+s?BTpB,v115@EhC8HeB8HeB8BeC8CeB8JeZEJvhFChBVnBupB/rBUl?BTsB,v115@EhC8HeB8HeB8BeC8CeB8JeXAJvhF8lBzhBlpBxrBOp?BSxB,v115@EhC8HeB8HeB8BeC8CeB8JeZEJvhFfmBlhBUlB6sBup?BzrB
ZTIOSLJ,O,O,X,X,O,X,X,O,X
ZTIOSJL,O,O,X,X,O,X,X,O,X
ZTLIJSO,O,X,X,X,X,O,X,O,X
ZTLIJOS,O,X,X,X,X,O,X,O,X
ZTLISJO,X,X,X,X,O,X,X,O,O
ZTLISOJ,X,X,X,X,O,X,X,O,O
ZTLIOJS,O,X,X,X,O,X,X,O,X
ZTLIOSJ,O,X,X,X,O,X,X,O,X
ZTLJISO,O,X,X,X,O,O,X,X,X
ZTLJIOS,O,X,X,X,O,O,X,X,X
ZTLJSIO,O,X,X,X,O,O,X,X,X
ZTLJSOI,O,X,X,X,O,O,X,X,X
ZTLJOIS,O,X,X,X,O,O,X,X,X
ZTLJOSI,O,X,X,X,O,O,X,X,X
ZTLSIJO,X,O,X,X,O,X,X,O,O
ZTLSIOJ,X,X,X,X,O,X,X,O,O
ZTLSJIO,X,O,X,X,O,X,X,X,O
ZTLSJOI,X,X,X,X,O,X,X,X,X
ZTLSOIJ,X,O,X,X,O,X,X,X,O
ZTLSOJI,X,O,X,X,O,X,X,X,X
ZTLOIJS,O,X,X,X,O,X,X,X,X
ZTLOISJ,O,X,X,X,O,X,X,X,X
ZTLOJIS,O,O,X,X,O,X,X,X,X
ZTLOJSI,O,O,X,X,O,X,X,X,X
ZTLOSIJ,O,O,X,X,O,X,X,X,X
ZTLOSJI,O,O,X,X,O,X,X,X,X
ZTJILSO,O,X,X,X,O,O,X,O,X
ZTJILOS,O,X,X,O,O,O,X,O,X
ZTJISLO,O,X,X,O,X,O,X,O,X
ZTJISOL,O,X,X,O,X,O,X,O,X
ZTJIOLS,O,X,X,O,O,O,X,O,X
ZTJIOSL,O,X,X,O,O,X,X,O,X
ZTJLISO,O,X,X,X,O,O,X,X,X
ZTJLIOS,O,X,X,O,O,O,X,X,X
ZTJLSIO,O,X,X,O,O,O,X,X,X
ZTJLSOI,O,X,X,O,O,O,X,X,X
ZTJLOIS,O,X,X,O,O,O,X,X,X
ZTJLOSI,O,X,X,O,O,O,X,X,X
ZTJSILO,O,O,X,O,X,O,X,O,X
ZTJSIOL,O,O,X,O,X,O,X,O,X
ZTJSLIO,O,O,X,O,X,O,X,X,X
ZTJSLOI,O,X,X,O,X,O,X,X,X
ZTJSOIL,O,O,X,O,X,O,X,X,X
ZTJSOLI,O,O,X,O,X,O,X,X,X
ZTJOILS,O,O,X,O,O,O,X,X,X
ZTJOISL,O,O,X,O,O,X,X,X,X
ZTJOLIS,O,O,X,O,O,O,X,X,X
ZTJOLSI,O,O,X,O,O,O,X,X,X
ZTJOSIL,O,O,X,O,O,O,X,X,X
ZTJOSLI,O,O,X,O,X,O,X,X,X
ZTSILJO,X,O,X,X,X,X,X,O,O
ZTSILOJ,X,X,X,X,X,X,X,O,O
ZTSIJLO,X,O,X,O,X,X,X,O,X
ZTSIJOL,X,O,X,O,X,X,X,O,X
ZTSIOLJ,X,O,X,X,X,X,X,O,X
ZTSIOJL,X,O,X,X,X,X,X,O,X
ZTSLIJO,X,O,X,O,X,X,X,O,O
ZTSLIOJ,X,X,X,X,X,X,X,O,O
ZTSLJIO,X,O,X,O,X,X,X,X,O
ZTSLJOI,X,X,X,O,X,X,X,X,X
ZTSLOIJ,X,O,X,X,X,X,X,X,O
ZTSLOJI,X,O,X,X,X,X,X,X,X
ZTSJILO,X,O,X,O,X,X,X,O,X
ZTSJIOL,X,O,X,O,X,X,X,O,X
ZTSJLIO,X,O,X,O,X,X,X,X,X
ZTSJLOI,X,X,X,O,X,X,X,X,X
ZTSJOIL,X,O,X,O,X,X,X,X,X
ZTSJOLI,X,O,X,O,X,X,X,X,X
ZTSOILJ,X,O,X,X,X,X,X,O,X
ZTSOIJL,X,O,X,X,X,X,X,O,X
ZTSOLIJ,X,O,X,X,X,X,X,X,X
ZTSOLJI,X,O,X,X,X,X,X,X,X
ZTSOJIL,X,O,X,X,X,X,X,X,X
ZTSOJLI,X,O,X,X,X,X,X,X,X
ZTOILJS,O,X,X,X,O,X,X,O,X
ZTOILSJ,O,X,X,X,O,X,X,O,X
ZTOIJLS,O,O,X,X,O,X,X,O,X
ZTOIJSL,O,O,X,X,O,X,X,O,X
ZTOISLJ,O,O,X,X,O,X,X,O,X
ZTOISJL,O,O,X,X,O,X,X,O,X
ZTOLIJS,O,X,X,X,O,X,X,X,X
ZTOLISJ,O,X,X,X,O,X,X,X,X
ZTOLJIS,O,O,X,X,O,X,X,X,X
ZTOLJSI,O,O,X,X,O,X,X,X,X
ZTOLSIJ,O,O,X,X,O,X,X,X,X
ZTOLSJI,O,O,X,X,O,X,X,X,X
ZTOJILS,O,O,X,X,O,X,X,X,X
ZTOJISL,O,O,X,X,O,X,X,X,X
ZTOJLIS,O,O,X,X,O,X,X,X,X
ZTOJLSI,O,O,X,X,O,X,X,X,X
ZTOJSIL,O,O,X,X,O,X,X,X,X
ZTOJSLI,O,O,X,X,X,X,X,X,X
ZTOSILJ,O,O,X,X,O,X,X,O,X
ZTOSIJL,O,O,X,X,O,X,X,O,X
ZTOSLIJ,O,O,X,X,X,X,X,X,X
ZTOSLJI,O,O,X,X,X,X,X,X,X
ZTOSJIL,O,O,X,X,O,X,X,X,X
ZTOSJLI,O,O,X,X,X,X,X,X,X
ZITLJSO,O,X,X,X,X,X,X,O,X
ZITLJOS,O,X,X,X,X,X,X,O,X
ZITLSJO,X,X,X,X,O,X,X,O,O
ZITLSOJ,X,X,X,X,O,X,X,O,O
ZITLOJS,O,X,X,X,O,X,X,O,X
ZITLOSJ,O,X,X,X,O,X,X,O,X
ZITJLSO,O,X,X,X,X,X,X,O,X
ZITJLOS,O,X,X,O,X,X,X,O,X
ZITJSLO,O,X,X,X,X,X,X,O,X
ZITJSOL,O,X,X,O,X,X,X,O,X
ZITJOLS,O,X,X,O,X,X,X,O,X
ZITJOSL,O,X,X,O,X,X,X,O,X
ZITSLJO,X,X,X,X,X,X,X,O,O
ZITSLOJ,X,X,X,X,X,X,X,O,O
ZITSJLO,X,X,X,X,X,X,X,O,X
ZITSJOL,X,X,X,X,X,X,X,O,X
ZITSOLJ,X,X,X,X,X,X,X,O,X
ZITSOJL,X,X,X,X,X,X,X,O,X
ZITOLJS,O,X,X,X,O,X,X,O,X
ZITOLSJ,O,X,X,X,O,X,X,O,X
ZITOJLS,O,X,X,X,O,X,X,O,X
ZITOJSL,O,X,X,X,O,X,X,O,X
ZITOSLJ,O,X,X,X,O,X,X,O,X
ZITOSJL,O,X,X,X,O,X,X,O,X
ZILTJSO,O,X,X,X,X,X,X,O,X
ZILTJOS,O,X,X,X,X,X,X,O,X
ZILTSJO,X,X,X,X,O,X,X,O,O
ZILTSOJ,X,X,X,X,O,X,X,O,O
ZILTOJS,O,X,X,X,O,X,X,O,X
ZILTOSJ,O,X,X,X,O,X,X,O,X
ZILJTSO,O,X,O,X,O,X,X,X,X
ZILJTOS,O,X,O,O,O,X,X,X,X
ZILJSTO,O,X,O,X,O,X,X,X,O
ZILJSOT,X,X,O,X,O,X,X,X,X
ZILJOTS,O,X,O,X,O,X,X,X,X
ZILJOST,O,X,O,X,O,X,X,X,X
ZILSTJO,X,X,X,X,O,X,X,X,O
ZILSTOJ,X,X,X,X,O,X,X,X,O
ZILSJTO,O,X,O,X,O,X,X,X,O
ZILSJOT,X,X,O,X,O,X,X,X,X
ZILSOTJ,O,X,X,X,O,X,X,X,O
ZILSOJT,O,X,O,X,O,X,X,X,X
ZILOTJS,O,X,X,X,O,X,X,O,X
ZILOTSJ,O,X,X,X,O,X,X,O,X
ZILOJTS,O,X,O,X,O,X,X,X,X
ZILOJST,O,X,O,X,O,X,X,X,X
ZILOSTJ,O,X,X,X,O,X,X,X,O
ZILOSJT,O,X,O,X,O,X,X,X,X
ZIJTLSO,O,X,O,X,O,X,X,O,X
ZIJTLOS,O,X,O,O,O,X,X,O,X
ZIJTSLO,O,X,O,O,X,X,X,O,X
ZIJTSOL,O,X,O,O,X,X,X,O,X
ZIJTOLS,O,X,X,O,O,X,X,O,X
ZIJTOSL,O,X,O,O,O,X,X,O,X
ZIJLTSO,O,X,O,X,O,X,X,X,X
ZIJLTOS,O,X,O,O,O,X,X,X,X
ZIJLSTO,O,X,O,X,O,X,X,X,O
ZIJLSOT,X,X,O,X,O,X,X,X,X
ZIJLOTS,O,X,O,X,O,X,X,X,X
ZIJLOST,O,X,O,X,O,X,X,X,X
ZIJSTLO,O,X,O,O,X,X,O,X,X
ZIJSTOL,O,X,O,O,X,X,X,X,X
ZIJSLTO,O,X,O,O,O,X,X,X,O
ZIJSLOT,X,X,O,O,O,X,X,X,X
ZIJSOTL,X,X,O,O,O,X,X,X,X
ZIJSOLT,X,X,O,X,O,X,X,X,X
ZIJOTLS,O,X,X,O,O,X,X,O,X
ZIJOTSL,O,X,O,O,O,X,O,O,X
ZIJOLTS,O,X,O,X,O,X,X,X,X
ZIJOLST,O,X,O,X,O,X,X,X,X
ZIJOSTL,O,X,O,X,O,X,X,X,X
ZIJOSLT,O,X,O,X,O,X,X,X,X
ZISTLJO,X,X,X,X,X,X,O,O,O
ZISTLOJ,X,X,X,X,X,X,X,O,O
ZISTJLO,X,X,X,O,X,X,O,O,X
ZISTJOL,X,X,X,O,X,X,X,O,X
ZISTOLJ,X,X,X,X,X,X,X,O,X
ZISTOJL,X,X,X,X,X,X,X,O,X
ZISLTJO,X,X,X,O,O,X,X,X,O
ZISLTOJ,X,X,X,X,O,X,X,X,O
ZISLJTO,O,X,O,O,O,X,X,X,O
ZISLJOT,X,X,O,O,X,X,X,X,X
ZISLOTJ,O,X,X,X,O,X,X,X,O
ZISLOJT,O,X,O,O,O,X,X,X,X
ZISJTLO,O,X,O,O,X,X,O,X,X
ZISJTOL,O,X,O,O,X,X,X,X,X
ZISJLTO,O,X,O,O,X,X,X,X,O
ZISJLOT,X,X,O,O,X,X,X,X,X
ZISJOTL,X,X,O,O,X,X,X,X,X
ZISJOLT,X,X,O,X,X,X,X,X,X
ZISOTLJ,O,X,X,X,O,X,X,O,X
ZISOTJL,O,X,X,X,O,X,X,O,X
ZISOLTJ,O,X,X,X,O,X,X,X,O
ZISOLJT,O,X,X,X,O,X,X,X,X
ZISOJTL,O,X,X,O,X,X,X,X,X
ZISOJLT,O,X,X,X,X,X,X,X,X
ZIOTLJS,O,X,X,X,O,X,X,O,X
ZIOTLSJ,O,X,X,X,O,X,X,O,X
ZIOTJLS,O,X,X,X,O,X,X,O,X
ZIOTJSL,O,X,X,X,O,X,O,O,X
ZIOTSLJ,O,X,X,X,O,X,O,O,X
ZIOTSJL,O,X,X,X,O,X,O,O,X
ZIOLTJS,O,X,X,X,O,X,X,O,X
ZIOLTSJ,O,X,X,X,O,X,X,O,X
ZIOLJTS,O,X,X,X,O,X,X,X,X
ZIOLJST,O,X,X,X,O,X,X,X,X
ZIOLSTJ,O,X,X,X,O,X,X,X,O
ZIOLSJT,O,X,X,X,O,X,X,X,X
ZIOJTLS,O,X,X,O,O,X,X,O,X
ZIOJTSL,O,X,X,O,O,X,O,O,X
ZIOJLTS,O,X,X,X,O,X,X,X,X
ZIOJLST,O,X,X,X,O,X,X,X,X
ZIOJSTL,O,X,X,X,O,X,X,X,X
ZIOJSLT,O,X,X,X,O,X,X,X,X
ZIOSTLJ,O,X,X,X,O,X,X,O,X
ZIOSTJL,O,X,X,X,O,X,X,O,X
ZIOSLTJ,O,X,X,X,O,X,X,X,O
ZIOSLJT,O,X,X,X,O,X,X,X,X
ZIOSJTL,O,X,X,X,X,X,X,X,X
ZIOSJLT,O,X,X,X,X,X,X,X,X
ZLTIJSO,O,X,X,X,X,X,X,O,X
ZLTIJOS,O,X,X,X,X,X,X,O,X
ZLTISJO,X,O,X,X,O,X,X,O,O
ZLTISOJ,X,O,X,X,O,X,X,O,O
ZLTIOJS,O,O,X,X,O,X,X,O,X
ZLTIOSJ,O,O,X,X,O,X,X,O,X
ZLTJISO,O,X,X,X,O,X,X,X,X
ZLTJIOS,O,X,X,X,O,X,X,X,X
ZLTJSIO,O,O,X,X,O,X,X,X,X
ZLTJSOI,O,O,X,X,O,X,X,X,X
ZLTJOIS,O,O,X,X,O,X,X,X,X
ZLTJOSI,O,O,X,X,O,X,X,X,X
ZLTSIJO,X,O,X,X,O,X,X,O,O
ZLTSIOJ,X,O,X,X,O,X,X,O,O
ZLTSJIO,X,O,X,X,O,X,X,X,O
ZLTSJOI,X,O,X,X,O,X,X,X,X
ZLTSOIJ,X,O,X,X,O,X,X,X,O
ZLTSOJI,X,O,X,X,O,X,X,X,X
ZLTOIJS,O,O,X,X,O,X,X,X,X
ZLTOISJ,O,O,X,X,O,X,X,X,X
ZLTOJIS,O,O,X,X,O,X,X,X,X
ZLTOJSI,O,O,X,X,O,X,X,X,X
ZLTOSIJ,O,O,X,X,O,X,X,X,X
ZLTOSJI,O,O,X,X,O,X,X,X,X
ZLITJSO,O,X,X,X,X,X,X,O,X
ZLITJOS,O,X,X,X,X,X,X,O,X
ZLITSJO,X,O,X,X,O,X,X,O,O
ZLITSOJ,X,O,X,X,O,X,X,O,O
ZLITOJS,O,O,X,X,O,X,X,O,X
ZLITOSJ,O,O,X,X,O,X,X,O,X
ZLIJTSO,O,X,O,X,O,X,X,X,X
ZLIJTOS,O,X,O,O,O,X,X,X,X
ZLIJSTO,O,X,O,X,O,X,X,X,O
ZLIJSOT,X,X,O,X,O,X,X,X,X
ZLIJOTS,O,X,O,X,O,X,X,X,X
ZLIJOST,O,X,O,X,O,X,X,X,X
ZLISTJO,X,X,X,X,O,X,X,X,O
ZLISTOJ,X,X,X,X,O,X,X,X,O
ZLISJTO,O,X,O,X,O,X,X,X,O
ZLISJOT,X,X,O,X,O,X,X,X,X
ZLISOTJ,O,X,X,X,O,X,X,X,O
ZLISOJT,O,X,O,X,O,X,X,X,X
ZLIOTJS,O,O,X,X,O,X,X,O,X
ZLIOTSJ,O,O,X,X,O,X,X,O,X
ZLIOJTS,O,O,O,X,O,X,X,X,X
ZLIOJST,O,O,O,X,O,X,X,X,X
ZLIOSTJ,O,X,X,X,O,X,X,X,O
ZLIOSJT,O,X,O,X,O,X,X,X,X
ZLJTISO,O,X,O,X,O,X,X,X,X
ZLJTIOS,O,X,O,O,O,X,X,X,X
ZLJTSIO,O,O,O,O,O,X,X,X,X
ZLJTSOI,O,O,O,O,O,X,X,X,X
ZLJTOIS,O,O,O,O,O,X,X,X,X
ZLJTOSI,O,O,O,O,O,X,X,X,X
ZLJITSO,O,X,O,X,O,X,X,X,X
ZLJITOS,O,X,O,O,O,X,X,X,X
ZLJISTO,O,X,O,X,O,X,X,X,O
ZLJISOT,X,X,O,X,O,X,X,X,X
ZLJIOTS,O,X,O,X,O,X,X,X,X
ZLJIOST,O,X,O,X,O,X,X,X,X
ZLJSTIO,O,X,O,O,O,X,X,X,O
ZLJSTOI,O,X,O,O,O,X,X,X,X
ZLJSITO,O,X,O,O,O,X,X,X,O
ZLJSIOT,X,X,O,O,O,X,X,X,X
ZLJSOTI,X,X,O,O,O,X,X,X,X
ZLJSOIT,X,X,O,O,O,X,X,X,X
ZLJOTIS,O,O,O,X,O,X,X,X,X
ZLJOTSI,O,O,O,X,O,X,X,X,X
ZLJOITS,O,O,O,X,O,X,X,X,X
ZLJOIST,O,O,O,X,O,X,X,X,X
ZLJOSTI,O,O,O,X,O,X,X,X,X
ZLJOSIT,O,O,O,X,O,X,X,X,X
ZLSTIJO,X,O,X,O,O,X,X,X,O
ZLSTIOJ,X,O,X,X,O,X,X,X,O
ZLSTJIO,X,O,X,O,O,X,X,X,O
ZLSTJOI,X,O,X,O,O,X,X,X,X
ZLSTOIJ,X,O,X,X,O,X,X,X,O
ZLSTOJI,X,O,X,X,O,X,X,X,X
ZLSITJO,X,X,X,O,O,X,X,X,O
ZLSITOJ,X,X,X,X,O,X,X,X,O
ZLSIJTO,O,X,O,O,O,X,X,X,O
ZLSIJOT,X,X,O,O,O,X,X,X,X
ZLSIOTJ,O,X,X,X,O,X,X,X,O
ZLSIOJT,O,X,O,O,O,X,X,X,X
ZLSJTIO,O,X,O,O,O,X,X,X,O
ZLSJTOI,O,X,O,O,O,X,X,X,X
ZLSJITO,O,X,O,O,O,X,X,X,O
ZLSJIOT,X,X,O,O,O,X,X,X,X
ZLSJOTI,X,X,O,O,O,X,X,X,X
ZLSJOIT,X,X,O,O,O,X,X,X,X
ZLSOTIJ,O,O,X,X,O,X,X,X,O
ZLSOTJI,O,O,X,X,O,X,X,X,X
ZLSOITJ,O,X,X,X,O,X,X,X,O
ZLSOIJT,O,X,O,O,O,X,X,X,X
ZLSOJTI,O,O,O,O,O,X,X,X,X
ZLSOJIT,O,O,O,O,O,X,X,X,X
ZLOTIJS,O,O,X,X,O,X,X,X,X
ZLOTISJ,O,O,X,X,O,X,X,X,X
ZLOTJIS,O,O,X,X,O,X,X,X,X
ZLOTJSI,O,O,X,X,O,X,X,X,X
ZLOTSIJ,O,O,X,X,O,X,X,X,X
ZLOTSJI,O,O,X,X,O,X,X,X,X
ZLOITJS,O,O,X,X,O,X,X,X,X
ZLOITSJ,O,O,X,X,O,X,X,X,X
ZLOIJTS,O,O,O,X,O,X,X,X,X
ZLOIJST,O,O,O,X,O,X,X,X,X
ZLOISTJ,O,X,X,X,O,X,X,X,O
ZLOISJT,O,X,O,X,O,X,X,X,X
ZLOJTIS,O,O,O,X,O,X,X,X,X
ZLOJTSI,O,O,O,X,O,X,X,X,X
ZLOJITS,O,O,O,X,O,X,X,X,X
ZLOJIST,O,O,O,X,O,X,X,X,X
ZLOJSTI,O,O,O,X,O,X,X,X,X
ZLOJSIT,O,O,O,X,O,X,X,X,X
ZLOSTIJ,O,O,X,X,O,X,X,X,O
ZLOSTJI,O,O,X,X,O,X,X,X,X
ZLOSITJ,O,X,X,X,O,X,X,X,O
ZLOSIJT,O,X,O,X,O,X,X,X,X
ZLOSJTI,O,O,O,X,O,X,X,X,X
ZLOSJIT,O,O,O,X,O,X,X,X,X
ZJTILSO,O,X,O,X,O,O,X,O,X
ZJTILOS,O,X,O,O,O,O,X,O,X
ZJTISLO,O,X,O,O,X,O,X,O,X
ZJTISOL,O,X,O,O,X,O,X,O,X
ZJTIOLS,O,X,X,O,O,O,X,O,X
ZJTIOSL,O,X,O,O,O,O,X,O,X
ZJTLISO,O,X,O,X,O,O,X,X,X
ZJTLIOS,O,X,O,O,O,O,X,X,X
ZJTLSIO,O,X,O,O,O,O,X,X,X
ZJTLSOI,O,X,O,O,O,O,X,X,X
ZJTLOIS,O,X,O,O,O,O,X,X,X
ZJTLOSI,O,X,O,O,O,O,X,X,X
ZJTSILO,O,X,O,O,X,O,X,O,X
ZJTSIOL,O,X,O,O,X,O,X,O,X
ZJTSLIO,O,X,O,O,X,O,X,X,X
ZJTSLOI,O,X,O,O,X,O,X,X,X
ZJTSOIL,O,X,O,O,X,O,X,X,X
ZJTSOLI,O,X,O,O,X,O,X,X,X
ZJTOILS,O,X,X,O,O,O,X,X,X
ZJTOISL,O,X,O,O,O,O,X,X,X
ZJTOLIS,O,X,X,O,O,O,X,X,X
ZJTOLSI,O,X,X,O,O,O,X,X,X
ZJTOSIL,O,X,O,O,O,O,X,X,X
ZJTOSLI,O,X,O,O,X,O,X,X,X
ZJITLSO,O,X,O,X,O,O,X,O,X
ZJITLOS,O,X,O,O,O,O,X,O,X
ZJITSLO,O,X,O,O,X,O,X,O,X
ZJITSOL,O,X,O,O,X,O,X,O,X
ZJITOLS,O,X,X,O,O,O,X,O,X
ZJITOSL,O,X,O,O,O,O,X,O,X
ZJILTSO,O,X,O,X,O,O,X,X,X
ZJILTOS,O,X,O,O,O,O,X,X,X
ZJILSTO,O,X,O,X,O,O,X,X,O
ZJILSOT,X,X,O,X,O,O,X,X,X
ZJILOTS,O,X,O,X,O,O,X,X,X
ZJILOST,O,X,O,X,O,O,X,X,X
ZJISTLO,O,X,O,O,X,O,O,X,X
ZJISTOL,O,X,O,O,X,O,X,X,X
ZJISLTO,O,X,O,O,O,O,X,X,O
ZJISLOT,X,X,O,O,O,O,X,X,X
ZJISOTL,X,X,O,O,O,O,X,X,X
ZJISOLT,X,X,O,X,O,O,X,X,X
ZJIOTLS,O,X,X,O,O,O,X,O,X
ZJIOTSL,O,X,O,O,O,O,O,O,X
ZJIOLTS,O,X,O,X,O,O,X,X,X
ZJIOLST,O,X,O,X,O,O,X,X,X
ZJIOSTL,O,X,O,X,O,O,X,X,X
ZJIOSLT,O,X,O,X,O,O,X,X,X
ZJLTISO,O,X,O,X,O,O,X,X,X
ZJLTIOS,O,X,O,O,O,O,X,X,X
ZJLTSIO,O,X,O,O,O,O,X,X,X
ZJLTSOI,O,X,O,O,O,O,X,X,X
ZJLTOIS,O,X,O,O,O,O,X,X,X
ZJLTOSI,O,X,O,O,O,O,X,X,X
ZJLITSO,O,X,O,X,O,O,X,X,X
ZJLITOS,O,X,O,O,O,O,X,X,X
ZJLISTO,O,X,O,X,O,O,X,X,O
ZJLISOT,X,X,O,X,O,O,X,X,X
ZJLIOTS,O,X,O,X,O,O,X,X,X
ZJLIOST,O,X,O,X,O,O,X,X,X
ZJLSTIO,O,X,O,O,O,O,X,X,O
ZJLSTOI,O,X,O,O,O,O,X,X,X
ZJLSITO,O,X,O,O,O,O,X,X,O
ZJLSIOT,X,X,O,O,O,O,X,X,X
ZJLSOTI,X,X,O,O,O,O,X,X,X
ZJLSOIT,X,X,O,O,O,O,X,X,X
ZJLOTIS,O,X,O,X,O,O,X,X,X
ZJLOTSI,O,X,O,X,O,O,X,X,X
ZJLOITS,O,X,O,X,O,O,X,X,X
ZJLOIST,O,X,O,X,O,O,X,X,X
ZJLOSTI,O,X,O,X,O,O,X,X,X
ZJLOSIT,O,X,O,X,O,O,X,X,X
ZJSTILO,O,X,O,O,X,O,O,X,X
ZJSTIOL,O,X,O,O,X,O,X,X,X
ZJSTLIO,O,X,O,O,X,O,O,X,X
ZJSTLOI,O,X,O,O,X,O,X,X,X
ZJSTOIL,O,X,O,O,X,O,X,X,X
ZJSTOLI,O,X,O,O,X,O,X,X,X
ZJSITLO,O,X,O,O,X,O,O,X,X
ZJSITOL,O,X,O,O,X,O,X,X,X
ZJSILTO,O,X,O,O,O,O,X,X,O
ZJSILOT,X,X,O,O,O,O,X,X,X
ZJSIOTL,X,X,O,O,O,O,X,X,X
ZJSIOLT,X,X,O,X,O,O,X,X,X
ZJSLTIO,O,X,O,O,O,O,X,X,O
ZJSLTOI,O,X,O,O,O,O,X,X,X
ZJSLITO,O,X,O,O,O,O,X,X,O
ZJSLIOT,X,X,O,O,O,O,X,X,X
ZJSLOTI,X,X,O,O,O,O,X,X,X
ZJSLOIT,X,X,O,O,O,O,X,X,X
ZJSOTIL,X,X,O,O,O,O,X,X,X
ZJSOTLI,X,X,O,O,X,O,X,X,X
ZJSOITL,X,X,O,O,O,O,X,X,X
ZJSOILT,X,X,O,X,O,O,X,X,X
ZJSOLTI,X,X,O,O,O,O,X,X,X
ZJSOLIT,X,X,O,O,O,O,X,X,X
ZJOTILS,O,X,X,O,O,O,X,X,X
ZJOTISL,O,X,O,O,O,O,O,X,X
ZJOTLIS,O,X,X,O,O,O,X,X,X
ZJOTLSI,O,X,X,O,O,O,X,X,X
ZJOTSIL,O,X,O,O,O,O,O,X,X
ZJOTSLI,O,X,O,O,X,O,O,X,X
ZJOITLS,O,X,X,O,O,O,X,X,X
ZJOITSL,O,X,O,O,O,O,O,X,X
ZJOILTS,O,X,O,X,O,O,X,X,X
ZJOILST,O,X,O,X,O,O,X,X,X
ZJOISTL,O,X,O,X,O,O,X,X,X
ZJOISLT,O,X,O,X,O,O,X,X,X
ZJOLTIS,O,X,O,X,O,O,X,X,X
ZJOLTSI,O,X,O,X,O,O,X,X,X
ZJOLITS,O,X,O,X,O,O,X,X,X
ZJOLIST,O,X,O,X,O,O,X,X,X
ZJOLSTI,O,X,O,X,O,O,X,X,X
ZJOLSIT,O,X,O,X,O,O,X,X,X
ZJOSTIL,O,X,O,O,O,O,X,X,X
ZJOSTLI,O,X,O,O,X,O,X,X,X
ZJOSITL,O,X,O,O,O,O,X,X,X
ZJOSILT,O,X,O,X,O,O,X,X,X
ZJOSLTI,O,X,O,O,O,O,X,X,X
ZJOSLIT,O,X,O,O,O,O,X,X,X
ZSTILJO,X,O,X,X,X,X,O,O,O
ZSTILOJ,X,X,X,X,X,X,X,O,O
ZSTIJLO,X,O,X,O,X,X,O,O,X
ZSTIJOL,X,O,X,O,X,X,X,O,X
ZSTIOLJ,X,O,X,X,X,X,X,O,X
ZSTIOJL,X,O,X,X,X,X,X,O,X
ZSTLIJO,X,O,X,O,X,X,O,O,O
ZSTLIOJ,X,X,X,X,X,X,X,O,O
ZSTLJIO,X,O,X,O,X,X,O,X,O
ZSTLJOI,X,X,X,O,X,X,X,X,X
ZSTLOIJ,X,O,X,X,X,X,X,X,O
ZSTLOJI,X,O,X,X,X,X,X,X,X
ZSTJILO,X,O,X,O,X,X,O,O,X
ZSTJIOL,X,O,X,O,X,X,X,O,X
ZSTJLIO,X,O,X,O,X,X,O,X,X
ZSTJLOI,X,X,X,O,X,X,X,X,X
ZSTJOIL,X,O,X,O,X,X,X,X,X
ZSTJOLI,X,O,X,O,X,X,X,X,X
ZSTOILJ,X,O,X,X,X,X,X,O,X
ZSTOIJL,X,O,X,X,X,X,X,O,X
ZSTOLIJ,X,O,X,X,X,X,X,X,X
ZSTOLJI,X,O,X,X,X,X,X,X,X
ZSTOJIL,X,O,X,X,X,X,X,X,X
ZSTOJLI,X,O,X,X,X,X,X,X,X
ZSITLJO,X,O,X,X,X,X,O,O,O
ZSITLOJ,X,X,X,X,X,X,X,O,O
ZSITJLO,X,O,X,O,X,X,O,O,X
ZSITJOL,X,O,X,O,X,X,X,O,X
ZSITOLJ,X,X,X,X,X,X,X,O,X
ZSITOJL,X,O,X,X,X,X,X,O,X
ZSILTJO,X,X,X,O,O,X,X,X,O
ZSILTOJ,X,X,X,X,O,X,X,X,O
ZSILJTO,O,X,O,O,O,X,X,X,O
ZSILJOT,X,X,O,O,X,X,X,X,X
ZSILOTJ,O,X,X,X,O,X,X,X,O
ZSILOJT,O,X,O,O,O,X,X,X,X
ZSIJTLO,O,O,O,O,X,X,O,X,X
ZSIJTOL,O,O,O,O,X,X,X,X,X
ZSIJLTO,O,X,O,O,X,X,X,X,O
ZSIJLOT,X,X,O,O,X,X,X,X,X
ZSIJOTL,X,X,O,O,X,X,X,X,X
ZSIJOLT,X,X,O,X,X,X,X,X,X
ZSIOTLJ,O,X,X,X,O,X,X,O,X
ZSIOTJL,O,X,X,X,O,X,X,O,X
ZSIOLTJ,O,X,X,X,O,X,X,X,O
ZSIOLJT,O,X,X,X,O,X,X,X,X
ZSIOJTL,O,X,X,O,X,X,X,X,X
ZSIOJLT,O,X,X,X,X,X,X,X,X
