sequence,v115@GhA8BeA8FeD8FeD8EeB8JeT/IvhFlgBUiBaoBXmBGs?BRwB,v115@GhA8BeA8FeD8FeD8EeB8JeT/IvhFxgBliBCmBesB8s?BXrB,v115@GhA8BeA8FeD8FeD8EeB8JeT/IvhF6lB/mBRiBOsB8s?BVwB,v115@GhA8BeA8FeD8FeD8EeB8JeT/IvhFxgBmiBFnBCrB3s?BUrB
LJTZIOS,O,X,O,X
LJTZSIO,O,X,O,X
LJTZSOI,O,X,O,X
LJTZOIS,O,X,O,X
LJTZOSI,O,X,O,X
LJTOISZ,O,X,X,X
LJTOIZS,O,X,X,X
LJTOSIZ,O,X,O,X
LJTOSZI,O,X,O,X
LJTOZIS,O,X,O,X
LJTOZSI,O,X,O,X
LJITSZO,O,X,X,X
LJITSOZ,O,X,X,X
LJITZSO,O,X,X,X
LJITZOS,O,X,X,X
LJITOSZ,O,X,X,X
LJITOZS,O,X,X,X
LJISTZO,O,X,X,O
LJISTOZ,O,X,X,O
LJISZTO,O,X,X,X
LJISZOT,O,X,X,O
LJISOTZ,O,X,X,O
LJISOZT,O,X,X,O
LJIZTSO,O,X,X,X
LJIZTOS,O,O,X,X
LJIZSTO,O,X,X,X
LJIZSOT,O,X,X,X
LJIZOTS,O,O,X,X
LJIZOST,O,X,X,X
LJIOTSZ,O,X,X,X
LJIOTZS,O,X,X,X
LJIOSTZ,O,X,X,O
LJIOSZT,O,X,X,O
LJIOZTS,O,O,X,X
LJIOZST,O,X,X,X
LJSTIZO,O,O,X,O
LJSTIOZ,O,O,X,O
LJSTZIO,O,O,X,O
LJSTZOI,O,O,X,O
LJSTOIZ,O,O,X,O
LJSTOZI,O,O,X,O
LJSITZO,O,O,X,O
LJSITOZ,O,O,X,O
LJSIZTO,O,O,X,X
LJSIZOT,O,O,X,O
LJSIOTZ,O,O,X,O
LJSIOZT,O,O,X,O
LJSZTIO,O,O,X,X
LJSZTOI,O,O,X,X
LJSZITO,O,O,X,X
LJSZIOT,O,O,X,O
LJSZOTI,O,O,X,X
LJSZOIT,O,O,X,O
LJSOTIZ,O,O,X,O
LJSOTZI,O,O,X,O
LJSOITZ,O,O,X,O
LJSOIZT,O,O,X,O
LJSOZTI,O,O,X,X
LJSOZIT,O,O,X,O
LJZTISO,O,X,O,X
LJZTIOS,O,O,O,X
LJZTSIO,O,O,O,X
LJZTSOI,O,O,O,X
LJZTOIS,O,O,O,X
LJZTOSI,O,O,O,X
LJZITSO,O,X,O,X
LJZITOS,O,O,O,X
LJZISTO,O,X,X,X
LJZISOT,O,X,X,X
LJZIOTS,O,O,O,X
LJZIOST,O,X,X,X
LJZSTIO,O,O,O,X
LJZSTOI,O,O,O,X
LJZSITO,O,O,X,X
LJZSIOT,O,O,X,X
LJZSOTI,O,O,O,X
LJZSOIT,O,O,X,X
LJZOTIS,O,O,O,X
LJZOTSI,O,O,O,X
LJZOITS,O,O,O,X
LJZOIST,O,X,X,X
LJZOSTI,O,O,O,X
LJZOSIT,O,O,X,X
LJOTISZ,O,X,X,X
LJOTIZS,O,X,X,X
LJOTSIZ,O,X,O,X
LJOTSZI,O,X,O,X
LJOTZIS,O,X,O,X
LJOTZSI,O,X,O,X
LJOITSZ,O,X,X,X
LJOITZS,O,X,X,X
LJOISTZ,O,X,X,O
LJOISZT,O,X,X,O
LJOIZTS,O,O,X,X
LJOIZST,O,X,X,X
LJOSTIZ,O,O,X,O
LJOSTZI,O,O,X,O
LJOSITZ,O,O,X,O
LJOSIZT,O,O,X,O
LJOSZTI,O,O,X,X
LJOSZIT,O,O,X,O
LJOZTIS,O,O,O,X
LJOZTSI,O,O,O,X
LJOZITS,O,O,O,X
LJOZIST,O,X,X,X
LJOZSTI,O,O,O,X
LJOZSIT,O,O,X,X
LSTIJZO,O,O,X,O
LSTIJOZ,O,O,O,O
LSTIZJO,O,O,O,O
LSTIZOJ,O,O,O,O
LSTIOJZ,O,O,O,O
LSTIOZJ,O,O,O,O
LSTJIZO,X,O,X,O
LSTJIOZ,X,O,O,O
LSTJZIO,X,O,O,O
LSTJZOI,O,O,O,O
LSTJOIZ,X,O,O,O
LSTJOZI,O,O,O,O
LSTZIJO,X,O,O,O
LSTZIOJ,X,O,O,O
LSTZJIO,X,O,O,O
LSTZJOI,X,O,O,O
LSTZOIJ,X,O,O,O
LSTZOJI,X,O,O,O
LSTOIJZ,O,O,O,O
LSTOIZJ,O,O,O,O
LSTOJIZ,X,O,O,O
LSTOJZI,O,O,O,O
LSTOZIJ,X,O,O,O
LSTOZJI,X,O,O,O
LSITJZO,O,O,X,O
LSITJOZ,O,O,X,O
LSITZJO,O,O,X,O
LSITZOJ,O,O,X,O
LSITOJZ,O,O,X,O
LSITOZJ,O,O,X,O
LSIJTZO,O,O,X,O
LSIJTOZ,O,O,X,O
LSIJZTO,O,O,X,X
LSIJZOT,O,O,X,O
LSIJOTZ,O,O,X,O
LSIJOZT,O,O,X,O
LSIZTJO,O,O,X,O
LSIZTOJ,O,O,X,O
LSIZJTO,O,O,X,X
LSIZJOT,O,O,X,O
LSIZOTJ,O,O,X,O
LSIZOJT,O,O,X,O
LSIOTJZ,O,O,X,O
LSIOTZJ,O,O,X,O
LSIOJTZ,O,O,X,O
LSIOJZT,O,O,X,O
LSIOZTJ,O,O,X,O
LSIOZJT,O,O,X,O
LSJTIZO,O,O,X,O
LSJTIOZ,O,O,X,O
LSJTZIO,O,O,X,O
LSJTZOI,O,O,X,O
LSJTOIZ,O,O,X,O
LSJTOZI,O,O,X,O
LSJITZO,O,O,X,O
LSJITOZ,O,O,X,O
LSJIZTO,O,O,X,X
LSJIZOT,O,O,X,O
LSJIOTZ,O,O,X,O
LSJIOZT,O,O,X,O
LSJZTIO,O,O,X,X
LSJZTOI,O,O,X,X
LSJZITO,O,O,X,X
LSJZIOT,O,O,X,O
LSJZOTI,O,O,X,X
LSJZOIT,O,O,X,O
LSJOTIZ,O,O,X,O
LSJOTZI,O,O,X,O
LSJOITZ,O,O,X,O
LSJOIZT,O,O,X,O
LSJOZTI,O,O,X,X
LSJOZIT,O,O,X,O
LSZTIJO,X,O,O,O
LSZTIOJ,X,O,O,O
LSZTJIO,X,O,O,O
LSZTJOI,X,O,O,O
LSZTOIJ,X,O,O,O
LSZTOJI,X,O,O,O
LSZITJO,X,O,X,O
LSZITOJ,X,O,X,O
LSZIJTO,X,O,X,X
LSZIJOT,X,O,X,O
LSZIOTJ,X,O,X,O
LSZIOJT,X,O,X,O
LSZJTIO,X,O,O,X
LSZJTOI,X,O,O,X
LSZJITO,X,O,X,X
LSZJIOT,X,O,X,O
LSZJOTI,X,O,O,X
LSZJOIT,X,O,X,O
LSZOTIJ,X,O,O,O
LSZOTJI,X,O,O,O
LSZOITJ,X,O,X,O
LSZOIJT,X,O,X,O
LSZOJTI,X,O,O,X
LSZOJIT,X,O,X,O
LSOTIJZ,O,O,O,O
LSOTIZJ,O,O,O,O
LSOTJIZ,X,O,O,O
LSOTJZI,O,O,O,O
LSOTZIJ,X,O,O,O
LSOTZJI,X,O,O,O
LSOITJZ,O,O,X,O
LSOITZJ,O,O,X,O
LSOIJTZ,O,O,X,O
LSOIJZT,O,O,X,O
LSOIZTJ,O,O,X,O
LSOIZJT,O,O,X,O
LSOJTIZ,O,O,X,O
LSOJTZI,O,O,X,O
LSOJITZ,O,O,X,O
LSOJIZT,O,O,X,O
LSOJZTI,O,O,X,X
LSOJZIT,O,O,X,O
LSOZTIJ,X,O,O,O
LSOZTJI,X,O,O,O
LSOZITJ,X,O,X,O
LSOZIJT,X,O,X,O
LSOZJTI,X,O,O,X
LSOZJIT,X,O,X,O
LZTIJSO,O,X,O,X
LZTIJOS,O,X,O,X
LZTISJO,O,X,O,X
LZTISOJ,O,X,O,X
LZTIOJS,O,O,O,X
LZTIOSJ,O,X,O,X
LZTJISO,X,X,O,X
LZTJIOS,O,O,O,X
LZTJSIO,X,O,O,X
LZTJSOI,O,O,O,X
LZTJOIS,O,O,O,X
LZTJOSI,O,O,O,X
LZTSIJO,X,X,O,X
LZTSIOJ,X,X,O,X
LZTSJIO,X,X,O,X
LZTSJOI,X,X,O,X
LZTSOIJ,X,X,O,X
LZTSOJI,X,X,O,X
LZTOIJS,O,O,O,X
LZTOISJ,O,X,O,X
LZTOJIS,O,O,O,X
LZTOJSI,O,O,O,X
LZTOSIJ,X,X,O,X
LZTOSJI,X,X,O,X
LZITJSO,O,X,O,X
LZITJOS,O,X,O,X
LZITSJO,O,X,O,X
LZITSOJ,O,X,O,X
LZITOJS,O,O,O,X
LZITOSJ,O,X,O,X
LZIJTSO,O,X,O,X
LZIJTOS,O,O,O,X
LZIJSTO,O,X,X,X
LZIJSOT,O,X,X,X
LZIJOTS,O,O,O,X
LZIJOST,O,X,X,X
LZISTJO,O,O,X,O
LZISTOJ,O,O,X,O
LZISJTO,O,O,X,X
LZISJOT,O,O,X,O
LZISOTJ,O,O,X,O
LZISOJT,O,O,X,O
LZIOTJS,O,O,O,X
LZIOTSJ,O,X,O,X
LZIOJTS,O,O,O,X
LZIOJST,O,X,X,X
LZIOSTJ,O,O,X,O
LZIOSJT,O,O,X,O
LZJTISO,O,X,O,X
LZJTIOS,O,O,O,X
LZJTSIO,O,O,O,X
LZJTSOI,O,O,O,X
LZJTOIS,O,O,O,X
LZJTOSI,O,O,O,X
LZJITSO,O,X,O,X
LZJITOS,O,O,O,X
LZJISTO,O,X,X,X
LZJISOT,O,X,X,X
LZJIOTS,O,O,O,X
LZJIOST,O,X,X,X
LZJSTIO,O,O,O,X
LZJSTOI,O,O,O,X
LZJSITO,O,O,X,X
LZJSIOT,O,O,X,X
LZJSOTI,O,O,O,X
LZJSOIT,O,O,X,X
LZJOTIS,O,O,O,X
LZJOTSI,O,O,O,X
LZJOITS,O,O,O,X
LZJOIST,O,X,X,X
LZJOSTI,O,O,O,X
LZJOSIT,O,O,X,X
LZSTIJO,X,O,O,O
LZSTIOJ,X,O,O,O
LZSTJIO,X,O,O,O
LZSTJOI,X,O,O,O
LZSTOIJ,X,O,O,O
LZSTOJI,X,O,O,O
LZSITJO,X,O,X,O
LZSITOJ,X,O,X,O
LZSIJTO,X,O,X,X
LZSIJOT,X,O,X,O
LZSIOTJ,X,O,X,O
LZSIOJT,X,O,X,O
LZSJTIO,X,O,O,X
LZSJTOI,X,O,O,X
LZSJITO,X,O,X,X
LZSJIOT,X,O,X,O
LZSJOTI,X,O,O,X
LZSJOIT,X,O,X,O
LZSOTIJ,X,O,O,O
LZSOTJI,X,O,O,O
LZSOITJ,X,O,X,O
LZSOIJT,X,O,X,O
LZSOJTI,X,O,O,X
LZSOJIT,X,O,X,O
LZOTIJS,O,O,O,X
LZOTISJ,O,X,O,X
LZOTJIS,O,O,O,X
LZOTJSI,O,O,O,X
LZOTSIJ,X,X,O,X
LZOTSJI,X,X,O,X
LZOITJS,O,O,O,X
LZOITSJ,O,X,O,X
LZOIJTS,O,O,O,X
LZOIJST,O,X,X,X
LZOISTJ,O,O,X,O
LZOISJT,O,O,X,O
LZOJTIS,O,O,O,X
LZOJTSI,O,O,O,X
LZOJITS,O,O,O,X
LZOJIST,O,X,X,X
LZOJSTI,O,O,O,X
LZOJSIT,O,O,X,X
LZOSTIJ,X,O,O,O
LZOSTJI,X,O,O,O
LZOSITJ,X,O,X,O
LZOSIJT,X,O,X,O
LZOSJTI,X,O,O,X
LZOSJIT,X,O,X,O
LOTIJSZ,O,X,X,X
LOTIJZS,O,X,X,X
LOTISJZ,O,X,O,O
LOTISZJ,O,X,O,O
LOTIZJS,O,X,O,X
LOTIZSJ,O,X,O,X
LOTJISZ,O,X,X,X
LOTJIZS,O,X,X,X
LOTJSIZ,O,X,O,X
LOTJSZI,O,X,O,X
LOTJZIS,O,X,O,X
LOTJZSI,O,X,O,X
LOTSIJZ,O,X,O,O
LOTSIZJ,O,X,O,O
LOTSJIZ,X,X,O,O
LOTSJZI,O,X,O,O
LOTSZIJ,X,X,O,O
LOTSZJI,X,X,O,O
LOTZIJS,O,X,O,X
LOTZISJ,O,X,O,X
LOTZJIS,O,X,O,X
LOTZJSI,O,X,O,X
LOTZSIJ,X,X,O,X
LOTZSJI,X,X,O,X
LOITJSZ,O,X,X,X
LOITJZS,O,X,X,X
LOITSJZ,O,X,O,O
LOITSZJ,O,X,O,O
LOITZJS,O,X,O,X
LOITZSJ,O,X,O,X
LOIJTSZ,O,X,X,X
LOIJTZS,O,X,X,X
LOIJSTZ,O,X,X,O
LOIJSZT,O,X,X,O
LOIJZTS,O,O,X,X
LOIJZST,O,X,X,X
LOISTJZ,O,O,X,O
LOISTZJ,O,O,X,O
LOISJTZ,O,O,X,O
LOISJZT,O,O,X,O
LOISZTJ,O,O,X,O
LOISZJT,O,O,X,O
LOIZTJS,O,O,O,X
LOIZTSJ,O,X,O,X
LOIZJTS,O,O,O,X
LOIZJST,O,X,X,X
LOIZSTJ,O,O,X,O
LOIZSJT,O,O,X,O
LOJTISZ,O,X,X,X
LOJTIZS,O,X,X,X
LOJTSIZ,O,X,O,X
LOJTSZI,O,X,O,X
LOJTZIS,O,X,O,X
LOJTZSI,O,X,O,X
LOJITSZ,O,X,X,X
LOJITZS,O,X,X,X
LOJISTZ,O,X,X,O
LOJISZT,O,X,X,O
LOJIZTS,O,O,X,X
LOJIZST,O,X,X,X
LOJSTIZ,O,O,X,O
LOJSTZI,O,O,X,O
LOJSITZ,O,O,X,O
LOJSIZT,O,O,X,O
LOJSZTI,O,O,X,X
LOJSZIT,O,O,X,O
LOJZTIS,O,O,O,X
LOJZTSI,O,O,O,X
LOJZITS,O,O,O,X
LOJZIST,O,X,X,X
LOJZSTI,O,O,O,X
LOJZSIT,O,O,X,X
LOSTIJZ,O,O,O,O
LOSTIZJ,O,O,O,O
LOSTJIZ,X,O,O,O
LOSTJZI,O,O,O,O
LOSTZIJ,X,O,O,O
LOSTZJI,X,O,O,O
LOSITJZ,O,O,X,O
LOSITZJ,O,O,X,O
LOSIJTZ,O,O,X,O
LOSIJZT,O,O,X,O
LOSIZTJ,O,O,X,O
LOSIZJT,O,O,X,O
LOSJTIZ,O,O,X,O
LOSJTZI,O,O,X,O
LOSJITZ,O,O,X,O
LOSJIZT,O,O,X,O
LOSJZTI,O,O,X,X
LOSJZIT,O,O,X,O
LOSZTIJ,X,O,O,O
LOSZTJI,X,O,O,O
LOSZITJ,X,O,X,O
LOSZIJT,X,O,X,O
LOSZJTI,X,O,O,X
LOSZJIT,X,O,X,O
LOZTIJS,O,O,O,X
LOZTISJ,O,X,O,X
LOZTJIS,O,O,O,X
LOZTJSI,O,O,O,X
LOZTSIJ,X,X,O,X
LOZTSJI,X,X,O,X
LOZITJS,O,O,O,X
LOZITSJ,O,X,O,X
LOZIJTS,O,O,O,X
LOZIJST,O,X,X,X
LOZISTJ,O,O,X,O
LOZISJT,O,O,X,O
LOZJTIS,O,O,O,X
LOZJTSI,O,O,O,X
LOZJITS,O,O,O,X
LOZJIST,O,X,X,X
LOZJSTI,O,O,O,X
LOZJSIT,O,O,X,X
LOZSTIJ,X,O,O,O
LOZSTJI,X,O,O,O
LOZSITJ,X,O,X,O
LOZSIJT,X,O,X,O
LOZSJTI,X,O,O,X
LOZSJIT,X,O,X,O
JTILSZO,O,X,X,X
JTILSOZ,O,X,X,X
JTILZSO,O,X,X,X
JTILZOS,O,X,X,X
JTILOSZ,O,X,X,X
JTILOZS,O,X,X,X
JTISLZO,O,X,X,X
JTISLOZ,O,X,X,X
JTISZLO,O,X,X,X
JTISZOL,O,X,X,X
JTISOLZ,O,X,X,X
JTISOZL,O,X,X,X
JTIZLSO,O,X,X,X
JTIZLOS,O,O,X,X
JTIZSLO,O,X,X,X
JTIZSOL,O,O,X,X
JTIZOLS,O,O,X,X
JTIZOSL,O,O,X,X
JTIOLSZ,O,X,X,X
JTIOLZS,O,X,X,X
JTIOSLZ,O,X,X,X
JTIOSZL,O,X,X,X
JTIOZLS,O,O,X,X
JTIOZSL,O,O,X,X
JTLISZO,O,X,X,X
JTLISOZ,O,X,X,X
JTLIZSO,O,X,X,X
JTLIZOS,O,X,X,X
JTLIOSZ,O,X,X,X
JTLIOZS,O,X,X,X
JTLSIZO,O,X,X,X
JTLSIOZ,O,X,O,X
JTLSZIO,O,X,O,X
JTLSZOI,O,X,O,X
JTLSOIZ,O,X,O,X
JTLSOZI,O,X,O,X
JTLZISO,O,X,O,X
JTLZIOS,O,X,O,X
JTLZSIO,O,X,O,X
JTLZSOI,O,X,O,X
JTLZOIS,O,X,O,X
JTLZOSI,O,X,O,X
JTLOISZ,O,X,X,X
JTLOIZS,O,X,X,X
JTLOSIZ,O,X,O,X
JTLOSZI,O,X,O,X
JTLOZIS,O,X,O,X
JTLOZSI,O,X,O,X
JTSILZO,O,X,X,X
JTSILOZ,O,X,O,X
JTSIZLO,O,O,X,X
JTSIZOL,O,O,X,X
JTSIOLZ,O,X,O,X
JTSIOZL,O,O,X,X
JTSLIZO,O,O,X,X
JTSLIOZ,O,O,O,X
JTSLZIO,O,O,O,X
JTSLZOI,O,O,O,X
JTSLOIZ,O,O,O,X
JTSLOZI,O,O,O,X
JTSZILO,O,O,O,X
JTSZIOL,O,O,O,X
JTSZLIO,O,O,O,X
JTSZLOI,O,O,O,X
JTSZOIL,O,O,O,X
JTSZOLI,O,O,O,X
JTSOILZ,O,X,O,X
JTSOIZL,O,O,X,X
JTSOLIZ,O,O,O,X
JTSOLZI,O,O,O,X
JTSOZIL,O,O,O,X
JTSOZLI,O,O,O,X
JTZILSO,O,X,O,X
JTZILOS,O,O,O,X
JTZISLO,O,O,O,X
JTZISOL,O,O,O,X
JTZIOLS,O,O,O,X
JTZIOSL,O,O,O,X
JTZLISO,O,X,O,X
JTZLIOS,O,O,O,X
JTZLSIO,O,O,O,X
JTZLSOI,O,O,O,X
JTZLOIS,O,O,O,X
JTZLOSI,O,O,O,X
JTZSILO,O,O,O,X
JTZSIOL,O,O,O,X
JTZSLIO,O,O,O,X
JTZSLOI,O,O,O,X
JTZSOIL,O,O,O,X
JTZSOLI,O,O,O,X
JTZOILS,O,O,O,X
JTZOISL,O,O,O,X
JTZOLIS,O,O,O,X
JTZOLSI,O,O,O,X
JTZOSIL,O,O,O,X
JTZOSLI,O,O,O,X
JTOILSZ,O,X,X,X
JTOILZS,O,X,X,X
JTOISLZ,O,X,X,X
JTOISZL,O,X,X,X
JTOIZLS,O,O,X,X
JTOIZSL,O,O,X,X
JTOLISZ,O,X,X,X
JTOLIZS,O,X,X,X
JTOLSIZ,O,X,O,X
JTOLSZI,O,X,O,X
JTOLZIS,O,X,O,X
JTOLZSI,O,X,O,X
JTOSILZ,O,X,O,X
JTOSIZL,O,O,X,X
JTOSLIZ,O,O,O,X
JTOSLZI,O,O,O,X
JTOSZIL,O,O,O,X
JTOSZLI,O,O,O,X
JTOZILS,O,O,O,X
JTOZISL,O,O,O,X
JTOZLIS,O,O,O,X
JTOZLSI,O,O,O,X
JTOZSIL,O,O,O,X
JTOZSLI,O,O,O,X
JITLSZO,O,X,X,X
JITLSOZ,O,X,X,X
JITLZSO,O,X,X,X
JITLZOS,O,X,X,X
JITLOSZ,O,X,X,X
JITLOZS,O,X,X,X
JITSLZO,O,X,X,X
JITSLOZ,O,X,X,X
JITSZLO,O,X,X,X
JITSZOL,O,X,X,X
JITSOLZ,O,X,X,X
JITSOZL,O,X,X,X
JITZLSO,O,X,X,X
JITZLOS,O,O,X,X
JITZSLO,O,X,X,X
JITZSOL,O,O,X,X
JITZOLS,O,O,X,X
JITZOSL,O,O,X,X
JITOLSZ,O,X,X,X
JITOLZS,O,X,X,X
JITOSLZ,O,X,X,X
JITOSZL,O,X,X,X
JITOZLS,O,O,X,X
JITOZSL,O,O,X,X
JILTSZO,O,X,X,X
JILTSOZ,O,X,X,X
JILTZSO,O,X,X,X
JILTZOS,O,X,X,X
JILTOSZ,O,X,X,X
JILTOZS,O,X,X,X
JILSTZO,O,X,X,O
JILSTOZ,O,X,X,O
JILSZTO,O,X,X,X
JILSZOT,O,X,X,O
JILSOTZ,O,X,X,O
JILSOZT,O,X,X,O
JILZTSO,O,X,X,X
JILZTOS,O,O,X,X
JILZSTO,O,X,X,X
JILZSOT,O,X,X,X
JILZOTS,O,O,X,X
JILZOST,O,X,X,X
JILOTSZ,O,X,X,X
JILOTZS,O,X,X,X
JILOSTZ,O,X,X,O
JILOSZT,O,X,X,O
JILOZTS,O,O,X,X
JILOZST,O,X,X,X
JISTLZO,O,X,X,X
JISTLOZ,O,X,X,O
JISTZLO,O,O,X,X
JISTZOL,O,O,X,O
JISTOLZ,O,X,X,O
JISTOZL,O,O,X,O
JISLTZO,O,O,X,O
JISLTOZ,O,O,X,O
JISLZTO,O,O,X,X
JISLZOT,O,O,X,O
JISLOTZ,O,O,X,O
JISLOZT,O,O,X,O
JISZTLO,O,O,X,X
JISZTOL,O,O,X,X
JISZLTO,O,O,X,X
JISZLOT,O,O,X,X
JISZOTL,O,O,X,O
JISZOLT,O,O,X,O
JISOTLZ,O,X,X,O
JISOTZL,O,O,X,O
JISOLTZ,O,O,X,O
JISOLZT,O,O,X,O
JISOZTL,O,O,X,O
JISOZLT,O,O,X,O
JIZTLSO,O,X,X,X
JIZTLOS,O,O,X,X
JIZTSLO,O,O,X,X
JIZTSOL,O,O,X,X
JIZTOLS,O,O,X,X
JIZTOSL,O,O,X,X
JIZLTSO,O,X,X,X
JIZLTOS,O,O,X,X
JIZLSTO,O,X,X,X
JIZLSOT,O,X,X,X
JIZLOTS,O,O,X,X
JIZLOST,O,X,X,X
JIZSTLO,O,O,X,X
JIZSTOL,O,O,X,X
JIZSLTO,O,O,X,X
JIZSLOT,O,O,X,X
JIZSOTL,O,O,X,X
JIZSOLT,O,O,X,X
JIZOTLS,O,O,X,X
JIZOTSL,O,O,X,X
JIZOLTS,O,O,X,X
JIZOLST,O,X,X,X
JIZOSTL,O,O,X,X
JIZOSLT,O,O,X,X
JIOTLSZ,O,X,X,X
JIOTLZS,O,X,X,X
JIOTSLZ,O,X,X,X
JIOTSZL,O,X,X,X
JIOTZLS,O,O,X,X
JIOTZSL,O,O,X,X
JIOLTSZ,O,X,X,X
JIOLTZS,O,X,X,X
JIOLSTZ,O,X,X,O
JIOLSZT,O,X,X,O
JIOLZTS,O,O,X,X
JIOLZST,O,X,X,X
JIOSTLZ,O,X,X,O
JIOSTZL,O,O,X,O
JIOSLTZ,O,O,X,O
JIOSLZT,O,O,X,O
JIOSZTL,O,O,X,O
JIOSZLT,O,O,X,O
JIOZTLS,O,O,X,X
JIOZTSL,O,O,X,X
JIOZLTS,O,O,X,X
JIOZLST,O,X,X,X
JIOZSTL,O,O,X,X
JIOZSLT,O,O,X,X
JLTISZO,O,X,X,X
JLTISOZ,O,X,X,X
JLTIZSO,O,X,X,X
JLTIZOS,O,X,X,X
JLTIOSZ,O,X,X,X
JLTIOZS,O,X,X,X
JLTSIZO,O,X,X,X
JLTSIOZ,O,X,O,X
JLTSZIO,O,X,O,X
JLTSZOI,O,X,O,X
JLTSOIZ,O,X,O,X
JLTSOZI,O,X,O,X
JLTZISO,O,X,O,X
JLTZIOS,O,X,O,X
JLTZSIO,O,X,O,X
JLTZSOI,O,X,O,X
JLTZOIS,O,X,O,X
JLTZOSI,O,X,O,X
JLTOISZ,O,X,X,X
JLTOIZS,O,X,X,X
JLTOSIZ,O,X,O,X
JLTOSZI,O,X,O,X
JLTOZIS,O,X,O,X
JLTOZSI,O,X,O,X
JLITSZO,O,X,X,X
JLITSOZ,O,X,X,X
JLITZSO,O,X,X,X
JLITZOS,O,X,X,X
JLITOSZ,O,X,X,X
JLITOZS,O,X,X,X
JLISTZO,O,X,X,O
JLISTOZ,O,X,X,O
JLISZTO,O,X,X,X
JLISZOT,O,X,X,O
JLISOTZ,O,X,X,O
JLISOZT,O,X,X,O
JLIZTSO,O,X,X,X
JLIZTOS,O,O,X,X
JLIZSTO,O,X,X,X
JLIZSOT,O,X,X,X
JLIZOTS,O,O,X,X
JLIZOST,O,X,X,X
JLIOTSZ,O,X,X,X
JLIOTZS,O,X,X,X
JLIOSTZ,O,X,X,O
JLIOSZT,O,X,X,O
JLIOZTS,O,O,X,X
JLIOZST,O,X,X,X
JLSTIZO,O,O,X,O
JLSTIOZ,O,O,X,O
JLSTZIO,O,O,X,O
JLSTZOI,O,O,X,O
JLSTOIZ,O,O,X,O
JLSTOZI,O,O,X,O
JLSITZO,O,O,X,O
JLSITOZ,O,O,X,O
JLSIZTO,O,O,X,X
JLSIZOT,O,O,X,O
JLSIOTZ,O,O,X,O
JLSIOZT,O,O,X,O
JLSZTIO,O,O,X,X
JLSZTOI,O,O,X,X
JLSZITO,O,O,X,X
JLSZIOT,O,O,X,O
JLSZOTI,O,O,X,X
JLSZOIT,O,O,X,O
JLSOTIZ,O,O,X,O
JLSOTZI,O,O,X,O
JLSOITZ,O,O,X,O
JLSOIZT,O,O,X,O
JLSOZTI,O,O,X,X
JLSOZIT,O,O,X,O
JLZTISO,O,X,O,X
JLZTIOS,O,O,O,X
JLZTSIO,O,O,O,X
JLZTSOI,O,O,O,X
JLZTOIS,O,O,O,X
JLZTOSI,O,O,O,X
JLZITSO,O,X,O,X
JLZITOS,O,O,O,X
JLZISTO,O,X,X,X
JLZISOT,O,X,X,X
JLZIOTS,O,O,O,X
JLZIOST,O,X,X,X
JLZSTIO,O,O,O,X
JLZSTOI,O,O,O,X
JLZSITO,O,O,X,X
JLZSIOT,O,O,X,X
JLZSOTI,O,O,O,X
JLZSOIT,O,O,X,X
JLZOTIS,O,O,O,X
JLZOTSI,O,O,O,X
JLZOITS,O,O,O,X
JLZOIST,O,X,X,X
JLZOSTI,O,O,O,X
JLZOSIT,O,O,X,X
JLOTISZ,O,X,X,X
JLOTIZS,O,X,X,X
JLOTSIZ,O,X,O,X
JLOTSZI,O,X,O,X
JLOTZIS,O,X,O,X
JLOTZSI,O,X,O,X
JLOITSZ,O,X,X,X
JLOITZS,O,X,X,X
JLOISTZ,O,X,X,O
JLOISZT,O,X,X,O
JLOIZTS,O,O,X,X
JLOIZST,O,X,X,X
JLOSTIZ,O,O,X,O
JLOSTZI,O,O,X,O
JLOSITZ,O,O,X,O
JLOSIZT,O,O,X,O
JLOSZTI,O,O,X,X
JLOSZIT,O,O,X,O
JLOZTIS,O,O,O,X
JLOZTSI,O,O,O,X
JLOZITS,O,O,O,X
JLOZIST,O,X,X,X
JLOZSTI,O,O,O,X
JLOZSIT,O,O,X,X
JSTILZO,O,X,X,O
JSTILOZ,O,X,X,O
JSTIZLO,O,O,X,X
JSTIZOL,O,O,X,O
JSTIOLZ,O,X,X,O
JSTIOZL,O,O,X,O
JSTLIZO,O,O,X,O
JSTLIOZ,O,O,X,O
JSTLZIO,O,O,X,O
JSTLZOI,O,O,X,O
JSTLOIZ,O,O,X,O
JSTLOZI,O,O,X,O
JSTZILO,O,O,X,X
JSTZIOL,O,O,X,O
JSTZLIO,O,O,X,O
JSTZLOI,O,O,X,O
JSTZOIL,O,O,X,O
JSTZOLI,O,O,X,O
JSTOILZ,O,X,X,O
JSTOIZL,O,O,X,O
JSTOLIZ,O,O,X,O
JSTOLZI,O,O,X,O
JSTOZIL,O,O,X,O
JSTOZLI,O,O,X,O
JSITLZO,O,X,X,O
JSITLOZ,O,X,X,O
JSITZLO,O,O,X,X
JSITZOL,O,O,X,O
JSITOLZ,O,X,X,O
JSITOZL,O,O,X,O
JSILTZO,O,O,X,O
JSILTOZ,O,O,X,O
JSILZTO,O,O,X,X
JSILZOT,O,O,X,O
JSILOTZ,O,O,X,O
JSILOZT,O,O,X,O
JSIZTLO,O,O,X,X
JSIZTOL,O,O,X,X
JSIZLTO,O,O,X,X
JSIZLOT,O,O,X,X
