sequence,v115@GhA8AeA8GeC8FeD8EeC8Jei/IvhFRhBziBOqB8qBFs?B3rB,v115@GhA8AeA8GeC8FeD8EeC8Jei/IvhFclBmhBziBXmBFs?BxvB,v115@GhA8AeA8GeC8FeD8EeC8Jei/IvhFRhBziB0lBlmB2v?BXsB,v115@GhA8AeA8GeC8FeD8EeC8Jei/IvhF3gBRiB0mBlnBTq?B2wB,v115@GhA8AeA8GeC8FeD8EeC8Jei/IvhFFhBXiB8nBTlBmr?BxvB,v115@GhA8AeA8GeC8FeD8EeC8Jei/IvhFzgBFiB8nB2qBfs?BxvB,v115@GhA8AeA8GeC8FeD8EeC8Jei/IvhFclBmiBxmBTmB1v?BXsB
ZOSTILJ,O,X,O,O,O,O,X
ZOSTIJL,X,X,X,X,X,O,X
ZOSTLIJ,O,X,O,O,O,X,X
ZOSTLJI,X,X,O,O,O,X,X
ZOSTJIL,O,X,O,O,X,X,X
ZOSTJLI,O,X,O,O,X,X,X
ZOSITLJ,X,X,X,X,O,O,X
ZOSITJL,X,X,X,X,O,O,X
ZOSILTJ,O,X,X,X,O,O,X
ZOSILJT,O,X,X,X,O,O,X
ZOSIJTL,X,X,X,X,O,O,X
ZOSIJLT,X,X,X,X,O,O,X
ZOSLTIJ,O,X,O,O,O,X,X
ZOSLTJI,X,X,O,O,O,X,X
ZOSLITJ,O,X,X,X,O,X,X
ZOSLIJT,O,X,X,X,O,X,X
ZOSLJTI,X,X,O,O,O,X,X
ZOSLJIT,X,X,O,O,X,X,X
ZOSJTIL,O,X,O,O,O,X,X
ZOSJTLI,O,X,O,O,O,X,X
ZOSJITL,X,X,O,O,O,X,X
ZOSJILT,O,X,O,O,O,X,X
ZOSJLTI,O,X,O,O,O,X,X
ZOSJLIT,O,X,O,O,X,X,X
OTILJSZ,O,O,X,O,X,X,X
OTILJZS,O,O,X,O,X,X,X
OTILSJZ,X,O,X,O,X,X,X
OTILSZJ,X,O,X,O,X,X,X
OTILZJS,O,O,X,X,X,X,X
OTILZSJ,O,O,X,O,X,X,X
OTIJLSZ,O,O,X,O,X,X,X
OTIJLZS,O,O,X,O,X,X,X
OTIJSLZ,O,O,X,O,X,X,X
OTIJSZL,X,O,X,O,X,X,X
OTIJZLS,O,O,X,O,X,X,X
OTIJZSL,O,O,X,O,X,X,X
OTISLJZ,X,O,X,O,X,X,X
OTISLZJ,X,O,X,O,X,X,X
OTISJLZ,X,O,X,O,X,X,X
OTISJZL,X,O,X,O,X,X,X
OTISZLJ,X,O,X,O,X,X,X
OTISZJL,X,O,X,X,X,X,X
OTIZLJS,O,O,X,X,X,X,X
OTIZLSJ,O,O,X,O,X,X,X
OTIZJLS,O,O,X,X,X,X,X
OTIZJSL,O,O,X,X,X,X,X
OTIZSLJ,O,O,X,O,X,X,X
OTIZSJL,X,O,X,X,X,X,X
OTLIJSZ,O,O,X,O,X,X,X
OTLIJZS,O,O,X,O,X,X,X
OTLISJZ,X,O,X,O,X,X,X
OTLISZJ,X,O,X,O,X,X,X
OTLIZJS,O,O,X,X,X,X,X
OTLIZSJ,O,O,X,O,X,X,X
OTLJISZ,O,O,X,O,X,X,X
OTLJIZS,O,O,X,O,X,X,X
OTLJSIZ,O,O,O,O,X,X,X
OTLJSZI,O,O,O,O,X,X,X
OTLJZIS,O,X,O,O,X,X,X
OTLJZSI,O,X,O,O,X,X,X
OTLSIJZ,X,O,O,O,X,X,X
OTLSIZJ,X,O,O,O,X,X,X
OTLSJIZ,O,O,O,O,X,X,X
OTLSJZI,O,O,O,O,X,X,X
OTLSZIJ,O,O,O,O,X,X,X
OTLSZJI,X,O,O,O,X,X,X
OTLZIJS,O,X,X,X,X,X,X
OTLZISJ,O,X,X,O,X,X,X
OTLZJIS,O,X,X,O,X,X,X
OTLZJSI,O,X,X,O,X,X,X
OTLZSIJ,O,X,X,O,X,X,X
OTLZSJI,X,X,X,O,X,X,X
OTJILSZ,O,O,X,O,X,X,X
OTJILZS,O,O,X,O,X,X,X
OTJISLZ,O,O,X,O,X,X,X
OTJISZL,X,O,X,O,X,X,X
OTJIZLS,O,O,X,O,X,X,X
OTJIZSL,O,O,X,O,X,X,X
OTJLISZ,O,O,X,O,X,X,X
OTJLIZS,O,O,X,O,X,X,X
OTJLSIZ,O,O,O,O,X,X,X
OTJLSZI,O,O,O,O,X,X,X
OTJLZIS,O,X,O,O,X,X,X
OTJLZSI,O,X,O,O,X,X,X
OTJSILZ,O,O,O,O,X,X,X
OTJSIZL,X,O,O,O,X,X,O
OTJSLIZ,O,O,O,O,X,X,X
OTJSLZI,O,O,O,O,X,X,X
OTJSZIL,O,O,O,O,X,X,O
OTJSZLI,O,O,O,O,X,X,O
OTJZILS,O,O,O,O,X,X,X
OTJZISL,O,O,O,O,X,X,X
OTJZLIS,O,X,O,O,X,X,X
OTJZLSI,O,X,O,O,X,X,O
OTJZSIL,O,O,O,O,X,X,O
OTJZSLI,O,O,O,O,X,X,O
OTSILJZ,X,O,O,O,X,X,X
OTSILZJ,X,O,O,O,X,X,X
OTSIJLZ,X,O,O,O,X,X,X
OTSIJZL,X,O,O,O,X,X,O
OTSIZLJ,X,O,O,O,X,X,O
OTSIZJL,X,O,X,X,X,X,O
OTSLIJZ,X,O,O,O,X,X,X
OTSLIZJ,X,O,O,O,X,X,X
OTSLJIZ,O,O,O,O,X,X,X
OTSLJZI,O,O,O,O,X,X,X
OTSLZIJ,O,O,O,O,X,X,X
OTSLZJI,X,O,O,O,X,X,X
OTSJILZ,O,O,O,O,X,X,X
OTSJIZL,X,O,O,O,X,X,O
OTSJLIZ,O,O,O,O,X,X,X
OTSJLZI,O,O,O,O,X,X,X
OTSJZIL,O,O,O,O,X,X,O
OTSJZLI,O,O,O,O,X,X,O
OTSZILJ,O,O,O,O,X,X,O
OTSZIJL,X,O,X,X,X,X,O
OTSZLIJ,O,O,O,O,X,X,O
OTSZLJI,X,O,O,O,X,X,O
OTSZJIL,O,O,O,O,X,X,O
OTSZJLI,O,O,O,O,X,X,O
OTZILJS,O,O,X,X,X,X,X
OTZILSJ,O,O,X,O,X,X,X
OTZIJLS,O,O,X,X,X,X,X
OTZIJSL,O,O,X,X,X,X,X
OTZISLJ,O,O,X,O,X,X,X
OTZISJL,X,O,X,X,X,X,X
OTZLIJS,O,X,X,X,X,X,X
OTZLISJ,O,X,X,O,X,X,X
OTZLJIS,O,X,X,O,X,X,X
OTZLJSI,O,X,X,O,X,X,O
OTZLSIJ,O,X,X,O,X,X,O
OTZLSJI,X,X,X,O,X,X,O
OTZJILS,O,O,X,O,X,X,X
OTZJISL,O,O,X,O,X,X,X
OTZJLIS,O,X,X,O,X,X,X
OTZJLSI,O,X,X,O,X,X,O
OTZJSIL,O,O,X,O,X,X,O
OTZJSLI,O,O,X,O,X,X,O
OTZSILJ,O,O,X,O,X,X,O
OTZSIJL,X,O,X,X,X,X,O
OTZSLIJ,O,O,X,O,X,X,O
OTZSLJI,X,O,X,O,X,X,O
OTZSJIL,O,O,X,O,X,X,O
OTZSJLI,O,O,X,O,X,X,O
OITLJSZ,O,O,X,O,O,X,X
OITLJZS,O,O,X,O,O,X,X
OITLSJZ,X,O,X,O,X,X,X
OITLSZJ,X,O,X,O,O,X,X
OITLZJS,O,O,X,X,O,X,X
OITLZSJ,O,O,X,O,O,X,X
OITJLSZ,O,O,X,O,O,X,X
OITJLZS,O,O,X,O,O,X,X
OITJSLZ,O,O,X,O,O,X,X
OITJSZL,X,O,X,O,O,X,X
OITJZLS,O,O,X,O,O,X,X
OITJZSL,O,O,X,O,O,X,X
OITSLJZ,X,O,X,O,X,X,X
OITSLZJ,X,O,X,O,O,X,X
OITSJLZ,X,O,X,O,X,X,X
OITSJZL,X,O,X,O,X,X,X
OITSZLJ,X,O,X,O,O,X,X
OITSZJL,X,O,X,X,O,X,X
OITZLJS,O,O,X,X,O,X,X
OITZLSJ,O,O,X,O,O,X,X
OITZJLS,O,O,X,X,O,X,X
OITZJSL,O,O,X,X,O,X,X
OITZSLJ,O,O,X,O,O,X,X
OITZSJL,X,O,X,X,O,X,X
OILTJSZ,O,O,X,O,O,X,X
OILTJZS,O,O,X,O,O,X,X
OILTSJZ,X,O,X,O,X,X,X
OILTSZJ,X,O,X,O,O,X,X
OILTZJS,O,O,X,X,O,X,X
OILTZSJ,O,O,X,O,O,X,X
OILJTSZ,O,X,X,O,O,O,X
OILJTZS,O,O,X,O,O,O,X
OILJSTZ,O,X,O,O,O,O,X
OILJSZT,O,X,O,O,O,O,X
OILJZTS,O,O,O,O,O,O,X
OILJZST,O,O,O,O,O,O,X
OILSTJZ,X,X,O,O,X,X,X
OILSTZJ,X,O,O,O,O,X,X
OILSJTZ,X,X,O,O,O,O,X
OILSJZT,X,O,O,O,O,O,X
OILSZTJ,X,O,X,X,O,O,X
OILSZJT,X,O,X,X,O,O,X
OILZTJS,O,O,X,X,O,X,X
OILZTSJ,O,O,X,X,O,X,X
OILZJTS,O,O,X,X,O,O,X
OILZJST,O,O,X,X,O,O,X
OILZSTJ,O,O,X,X,O,O,X
OILZSJT,O,O,X,X,O,O,X
OIJTLSZ,O,O,X,O,O,O,X
OIJTLZS,O,O,X,O,O,O,X
OIJTSLZ,O,O,X,O,O,O,X
OIJTSZL,X,O,X,O,O,O,X
OIJTZLS,O,O,X,O,O,O,X
OIJTZSL,O,O,X,O,O,O,X
OIJLTSZ,O,X,X,O,O,O,X
OIJLTZS,O,O,X,O,O,O,X
OIJLSTZ,O,X,O,O,O,O,X
OIJLSZT,O,X,O,O,O,O,X
OIJLZTS,O,O,O,O,O,O,X
OIJLZST,O,O,O,O,O,O,X
OIJSTLZ,X,X,O,O,O,O,X
OIJSTZL,X,O,O,O,O,O,X
OIJSLTZ,O,X,O,O,O,O,X
OIJSLZT,O,O,O,O,O,O,X
OIJSZTL,X,O,O,O,O,O,X
OIJSZLT,X,O,O,O,O,O,X
OIJZTLS,O,O,O,O,O,O,X
OIJZTSL,O,O,O,O,O,O,X
OIJZLTS,O,O,O,O,O,O,X
OIJZLST,O,O,O,O,O,O,X
OIJZSTL,X,O,O,O,O,O,X
OIJZSLT,O,O,O,O,O,O,X
OISTLJZ,X,O,O,O,X,X,X
OISTLZJ,X,O,O,O,O,X,X
OISTJLZ,X,O,O,O,X,X,X
OISTJZL,X,O,O,O,X,X,X
OISTZLJ,X,O,O,O,O,X,X
OISTZJL,X,O,X,X,O,X,X
OISLTJZ,X,X,O,O,X,X,X
OISLTZJ,X,O,O,O,O,X,X
OISLJTZ,X,X,O,O,O,O,X
OISLJZT,X,O,O,O,O,O,X
OISLZTJ,X,O,X,X,O,O,X
OISLZJT,X,O,X,X,O,O,X
OISJTLZ,X,X,O,O,O,O,X
OISJTZL,X,O,O,O,O,O,X
OISJLTZ,X,X,O,O,O,O,X
OISJLZT,X,O,O,O,O,O,X
OISJZTL,X,O,O,O,O,O,X
OISJZLT,X,O,O,O,O,O,X
OISZTLJ,X,O,X,X,O,O,X
OISZTJL,X,O,X,X,O,O,X
OISZLTJ,X,O,X,X,O,O,X
OISZLJT,X,O,X,X,O,O,X
OISZJTL,X,O,X,X,O,O,X
OISZJLT,X,O,X,X,O,O,X
OIZTLJS,O,O,X,X,O,X,X
OIZTLSJ,O,O,X,X,O,X,X
OIZTJLS,O,O,X,X,O,X,X
OIZTJSL,O,O,X,X,O,X,X
OIZTSLJ,O,O,X,X,O,X,X
OIZTSJL,X,O,X,X,O,X,X
OIZLTJS,O,O,X,X,O,X,X
OIZLTSJ,O,O,X,X,O,X,X
OIZLJTS,O,O,X,X,O,O,X
OIZLJST,O,O,X,X,O,O,X
OIZLSTJ,O,O,X,X,O,O,X
OIZLSJT,O,O,X,X,O,O,X
OIZJTLS,O,O,X,X,O,O,X
OIZJTSL,O,O,X,X,O,O,X
OIZJLTS,O,O,X,X,O,O,X
OIZJLST,O,O,X,X,O,O,X
OIZJSTL,X,O,X,X,O,O,X
OIZJSLT,O,O,X,X,O,O,X
OIZSTLJ,X,O,X,X,O,O,X
OIZSTJL,X,O,X,X,O,O,X
OIZSLTJ,O,O,X,X,O,O,X
OIZSLJT,O,O,X,X,O,O,X
OIZSJTL,X,O,X,X,O,O,X
OIZSJLT,X,O,X,X,O,O,X
OLTIJSZ,O,O,X,O,X,X,X
OLTIJZS,O,O,X,O,X,X,X
OLTISJZ,X,O,X,O,X,X,X
OLTISZJ,X,O,X,O,X,X,X
OLTIZJS,O,O,X,X,X,X,X
OLTIZSJ,O,O,X,O,X,X,X
OLTJISZ,O,O,X,O,X,X,X
OLTJIZS,O,O,X,O,X,X,X
OLTJSIZ,O,O,O,O,X,X,X
OLTJSZI,O,O,O,O,X,X,X
OLTJZIS,O,X,O,O,X,X,X
OLTJZSI,O,X,O,O,X,X,X
OLTSIJZ,X,O,O,O,X,X,X
OLTSIZJ,X,O,O,O,X,X,X
OLTSJIZ,O,O,O,O,X,X,X
OLTSJZI,O,O,O,O,X,X,X
OLTSZIJ,O,O,O,O,X,X,X
OLTSZJI,X,O,O,O,X,X,X
OLTZIJS,O,X,X,X,X,X,X
OLTZISJ,O,X,X,O,X,X,X
OLTZJIS,O,X,X,O,X,X,X
OLTZJSI,O,X,X,O,X,X,X
OLTZSIJ,O,X,X,O,X,X,X
OLTZSJI,X,X,X,O,X,X,X
OLITJSZ,O,O,X,O,O,X,X
OLITJZS,O,O,X,O,O,X,X
OLITSJZ,X,O,X,O,X,X,X
OLITSZJ,X,O,X,O,O,X,X
OLITZJS,O,O,X,X,O,X,X
OLITZSJ,O,O,X,O,O,X,X
OLIJTSZ,O,X,X,O,O,O,X
OLIJTZS,O,O,X,O,O,O,X
OLIJSTZ,O,X,O,O,O,O,X
OLIJSZT,O,X,O,O,O,O,X
OLIJZTS,O,O,O,O,O,O,X
OLIJZST,O,O,O,O,O,O,X
OLISTJZ,X,X,O,O,X,X,X
OLISTZJ,X,O,O,O,O,X,X
OLISJTZ,X,X,O,O,O,O,X
OLISJZT,X,O,O,O,O,O,X
OLISZTJ,X,O,X,X,O,O,X
OLISZJT,X,O,X,X,O,O,X
OLIZTJS,O,O,X,X,O,X,X
OLIZTSJ,O,O,X,X,O,X,X
OLIZJTS,O,O,X,X,O,O,X
OLIZJST,O,O,X,X,O,O,X
OLIZSTJ,O,O,X,X,O,O,X
OLIZSJT,O,O,X,X,O,O,X
OLJTISZ,O,X,X,O,X,X,X
OLJTIZS,O,X,X,O,X,X,X
OLJTSIZ,O,X,O,O,X,X,X
OLJTSZI,O,X,O,O,X,X,X
OLJTZIS,O,X,O,O,X,X,X
OLJTZSI,O,X,O,O,O,X,X
OLJITSZ,O,X,X,O,X,X,X
OLJITZS,O,O,X,O,X,X,X
OLJISTZ,O,X,O,O,X,X,X
OLJISZT,O,X,O,O,X,X,X
OLJIZTS,O,O,O,O,X,X,X
OLJIZST,O,O,O,O,X,X,X
OLJSTIZ,O,X,O,O,X,X,X
OLJSTZI,O,X,O,O,X,X,X
OLJSITZ,O,X,O,O,X,X,X
OLJSIZT,O,X,O,O,X,X,X
OLJSZTI,O,X,O,O,X,X,X
OLJSZIT,O,X,O,O,X,X,X
OLJZTIS,O,X,O,O,X,X,X
OLJZTSI,O,X,O,O,O,X,X
OLJZITS,O,X,O,O,X,X,X
OLJZIST,O,X,O,O,X,X,X
OLJZSTI,O,X,O,O,O,X,X
OLJZSIT,O,X,O,O,X,X,X
OLSTIJZ,X,X,O,O,X,X,X
OLSTIZJ,X,X,O,O,X,X,X
OLSTJIZ,O,X,O,O,X,X,X
OLSTJZI,O,X,O,O,X,X,X
OLSTZIJ,O,X,O,O,X,X,X
OLSTZJI,X,X,O,O,X,X,X
OLSITJZ,X,X,O,O,X,X,X
OLSITZJ,X,O,O,O,X,X,X
OLSIJTZ,X,X,O,O,X,X,X
OLSIJZT,X,X,O,O,X,X,X
OLSIZTJ,X,O,X,X,X,X,X
OLSIZJT,X,O,X,X,X,X,X
OLSJTIZ,O,X,O,O,X,X,X
OLSJTZI,O,X,O,O,X,X,X
OLSJITZ,O,X,O,O,X,X,X
OLSJIZT,O,X,O,O,X,X,X
OLSJZTI,O,X,O,O,X,X,X
OLSJZIT,O,X,O,O,X,X,X
OLSZTIJ,O,X,O,O,X,X,X
OLSZTJI,X,X,O,O,X,X,X
OLSZITJ,O,X,X,X,X,X,X
OLSZIJT,O,X,X,X,X,X,X
OLSZJTI,X,X,O,O,X,X,X
OLSZJIT,X,X,O,O,X,X,X
OLZTIJS,O,X,X,X,X,X,X
OLZTISJ,O,X,X,O,X,X,X
OLZTJIS,O,X,X,O,X,X,X
OLZTJSI,O,X,X,O,X,X,X
OLZTSIJ,O,X,X,O,X,X,X
OLZTSJI,X,X,X,O,X,X,X
OLZITJS,O,O,X,X,O,X,X
OLZITSJ,O,O,X,X,O,X,X
OLZIJTS,O,O,X,X,O,O,X
OLZIJST,O,O,X,X,O,O,X
OLZISTJ,O,O,X,X,O,O,X
OLZISJT,O,O,X,X,O,O,X
OLZJTIS,O,X,O,O,X,X,X
OLZJTSI,O,X,O,O,O,X,X
OLZJITS,O,X,O,O,X,X,X
OLZJIST,O,X,O,O,X,X,X
OLZJSTI,O,X,O,O,O,X,X
OLZJSIT,O,X,O,O,X,X,X
OLZSTIJ,O,X,O,O,O,X,X
OLZSTJI,X,X,O,O,O,X,X
OLZSITJ,O,X,X,X,O,X,X
OLZSIJT,O,X,X,X,O,X,X
OLZSJTI,X,X,O,O,O,X,X
OLZSJIT,X,X,O,O,X,X,X
OJTILSZ,O,O,X,O,X,X,X
OJTILZS,O,O,X,O,O,X,X
OJTISLZ,O,O,X,O,X,X,X
OJTISZL,X,O,X,O,X,X,X
OJTIZLS,O,O,X,O,O,X,X
OJTIZSL,O,O,X,O,O,X,X
OJTLISZ,O,O,X,O,X,X,X
OJTLIZS,O,O,X,O,X,X,X
OJTLSIZ,O,O,O,O,X,X,X
OJTLSZI,O,O,O,O,X,X,X
OJTLZIS,O,X,O,O,X,X,X
OJTLZSI,O,X,O,O,O,X,X
OJTSILZ,O,O,O,O,X,X,X
OJTSIZL,X,O,O,O,X,X,O
OJTSLIZ,O,O,O,O,X,X,X
OJTSLZI,O,O,O,O,X,X,X
OJTSZIL,O,O,O,O,X,X,O
OJTSZLI,O,O,O,O,X,X,O
OJTZILS,O,O,O,O,O,X,X
OJTZISL,O,O,O,O,O,X,X
OJTZLIS,O,X,O,O,X,X,X
OJTZLSI,O,X,O,O,O,X,O
OJTZSIL,O,O,O,O,O,X,O
OJTZSLI,O,O,O,O,O,X,O
OJITLSZ,O,O,X,O,O,X,X
OJITLZS,O,O,X,O,O,X,X
OJITSLZ,O,O,X,O,O,X,X
OJITSZL,X,O,X,O,O,X,X
OJITZLS,O,O,X,O,O,X,X
OJITZSL,O,O,X,O,O,X,X
OJILTSZ,O,X,X,O,O,X,X
OJILTZS,O,O,X,O,O,X,X
OJILSTZ,O,X,O,O,O,X,X
OJILSZT,O,X,O,O,O,X,X
OJILZTS,O,O,O,O,O,X,X
OJILZST,O,O,O,O,O,X,X
OJISTLZ,X,X,O,O,O,X,X
OJISTZL,X,O,O,O,O,X,X
OJISLTZ,O,X,O,O,O,X,X
OJISLZT,O,O,O,O,O,X,X
OJISZTL,X,O,O,O,O,X,X
OJISZLT,X,O,O,O,O,X,X
OJIZTLS,O,O,O,O,O,X,X
OJIZTSL,O,O,O,O,O,X,X
OJIZLTS,O,O,O,O,O,X,X
OJIZLST,O,O,O,O,O,X,X
OJIZSTL,X,O,O,O,O,X,X
OJIZSLT,O,O,O,O,O,X,X
OJLTISZ,O,X,X,O,X,X,X
OJLTIZS,O,X,X,O,X,X,X
OJLTSIZ,O,X,O,O,X,X,X
OJLTSZI,O,X,O,O,X,X,X
OJLTZIS,O,X,O,O,X,X,X
OJLTZSI,O,X,O,O,O,X,X
OJLITSZ,O,X,X,O,X,X,X
OJLITZS,O,O,X,O,X,X,X
OJLISTZ,O,X,O,O,X,X,X
OJLISZT,O,X,O,O,X,X,X
OJLIZTS,O,O,O,O,X,X,X
OJLIZST,O,O,O,O,X,X,X
OJLSTIZ,O,X,O,O,X,X,X
OJLSTZI,O,X,O,O,X,X,X
OJLSITZ,O,X,O,O,X,X,X
OJLSIZT,O,X,O,O,X,X,X
OJLSZTI,O,X,O,O,X,X,X
OJLSZIT,O,X,O,O,X,X,X
OJLZTIS,O,X,O,O,X,X,X
OJLZTSI,O,X,O,O,O,X,X
OJLZITS,O,X,O,O,X,X,X
OJLZIST,O,X,O,O,X,X,X
OJLZSTI,O,X,O,O,O,X,X
OJLZSIT,O,X,O,O,X,X,X
OJSTILZ,O,X,O,O,X,X,X
OJSTIZL,X,X,O,O,X,X,O
OJSTLIZ,O,X,O,O,X,X,X
OJSTLZI,O,X,O,O,X,X,X
OJSTZIL,O,X,O,O,X,X,O
OJSTZLI,O,X,O,O,X,X,O
OJSITLZ,X,X,O,O,X,X,X
OJSITZL,X,X,O,O,X,X,O
OJSILTZ,O,X,O,O,X,X,X
OJSILZT,O,X,O,O,X,X,X
OJSIZTL,X,X,O,O,X,X,X
OJSIZLT,X,X,O,O,X,X,X
OJSLTIZ,O,X,O,O,X,X,X
OJSLTZI,O,X,O,O,X,X,X
OJSLITZ,O,X,O,O,X,X,X
OJSLIZT,O,X,O,O,X,X,X
OJSLZTI,O,X,O,O,X,X,X
OJSLZIT,O,X,O,O,X,X,X
OJSZTIL,O,X,O,O,X,X,X
OJSZTLI,O,X,O,O,X,X,X
OJSZITL,X,X,O,O,X,X,X
OJSZILT,O,X,O,O,X,X,X
OJSZLTI,O,X,O,O,X,X,X
OJSZLIT,O,X,O,O,X,X,X
OJZTILS,O,X,O,O,O,X,X
OJZTISL,O,X,O,O,O,X,X
OJZTLIS,O,X,O,O,X,X,X
OJZTLSI,O,X,O,O,O,X,X
OJZTSIL,O,X,O,O,O,X,X
OJZTSLI,O,X,O,O,O,X,X
OJZITLS,O,X,O,O,O,X,X
OJZITSL,O,X,O,O,O,X,X
OJZILTS,O,X,O,O,O,X,X
OJZILST,O,X,O,O,O,X,X
OJZISTL,X,X,O,O,O,X,X
OJZISLT,O,X,O,O,O,X,X
OJZLTIS,O,X,O,O,X,X,X
OJZLTSI,O,X,O,O,O,X,X
OJZLITS,O,X,O,O,X,X,X
OJZLIST,O,X,O,O,X,X,X
OJZLSTI,O,X,O,O,O,X,X
OJZLSIT,O,X,O,O,X,X,X
OJZSTIL,O,X,O,O,O,X,X
OJZSTLI,O,X,O,O,O,X,X
OJZSITL,X,X,O,O,O,X,X
OJZSILT,O,X,O,O,O,X,X
OJZSLTI,O,X,O,O,O,X,X
OJZSLIT,O,X,O,O,X,X,X
OSTILJZ,X,O,O,O,X,X,X
OSTILZJ,X,O,O,O,X,X,X
OSTIJLZ,X,O,O,O,X,X,X
OSTIJZL,X,O,O,O,X,X,O
OSTIZLJ,X,O,O,O,X,X,O
OSTIZJL,X,O,X,X,X,X,O
OSTLIJZ,X,O,O,O,X,X,X
OSTLIZJ,X,O,O,O,X,X,X
OSTLJIZ,O,O,O,O,X,X,X
OSTLJZI,O,O,O,O,X,X,X
OSTLZIJ,O,O,O,O,X,X,X
OSTLZJI,X,O,O,O,X,X,X
OSTJILZ,O,O,O,O,X,X,X
OSTJIZL,X,O,O,O,X,X,O
OSTJLIZ,O,O,O,O,X,X,X
OSTJLZI,O,O,O,O,X,X,X
OSTJZIL,O,O,O,O,X,X,O
OSTJZLI,O,O,O,O,X,X,O
OSTZILJ,O,O,O,O,X,X,O
OSTZIJL,X,O,X,X,X,X,O
OSTZLIJ,O,O,O,O,X,X,O
OSTZLJI,X,O,O,O,X,X,O
OSTZJIL,O,O,O,O,X,X,O
OSTZJLI,O,O,O,O,X,X,O
OSITLJZ,X,O,O,O,X,X,X
OSITLZJ,X,O,O,O,X,X,X
OSITJLZ,X,O,O,O,X,X,X
OSITJZL,X,O,O,O,X,X,O
OSITZLJ,X,O,O,O,X,X,O
OSITZJL,X,O,X,X,X,X,O
OSILTJZ,X,X,O,O,X,X,X
OSILTZJ,X,O,O,O,X,X,X
OSILJTZ,X,X,O,O,X,O,X
OSILJZT,X,O,O,O,X,O,X
OSILZTJ,X,O,X,X,X,O,X
OSILZJT,X,O,X,X,X,O,X
OSIJTLZ,X,X,O,O,X,O,X
OSIJTZL,X,O,O,O,X,O,O
OSIJLTZ,X,X,O,O,X,O,X
OSIJLZT,X,O,O,O,X,O,X
OSIJZTL,X,O,O,O,X,O,X
OSIJZLT,X,O,O,O,X,O,X
OSIZTLJ,X,O,X,X,X,O,X
OSIZTJL,X,O,X,X,X,O,X
OSIZLTJ,X,O,X,X,X,O,X
OSIZLJT,X,O,X,X,X,O,X
OSIZJTL,X,O,X,X,X,O,X
OSIZJLT,X,O,X,X,X,O,X
OSLTIJZ,X,X,O,O,X,X,X
OSLTIZJ,X,X,O,O,X,X,X
OSLTJIZ,O,X,O,O,X,X,X
OSLTJZI,O,X,O,O,X,X,X
OSLTZIJ,O,X,O,O,X,X,X
OSLTZJI,X,X,O,O,X,X,X
OSLITJZ,X,X,O,O,X,X,X
OSLITZJ,X,O,O,O,X,X,X
OSLIJTZ,X,X,O,O,X,X,X
OSLIJZT,X,X,O,O,X,X,X
OSLIZTJ,X,O,X,X,X,X,X
OSLIZJT,X,O,X,X,X,X,X
OSLJTIZ,O,X,O,O,X,X,X
OSLJTZI,O,X,O,O,X,X,X
OSLJITZ,O,X,O,O,X,X,X
OSLJIZT,O,X,O,O,X,X,X
OSLJZTI,O,X,O,O,X,X,X
OSLJZIT,O,X,O,O,X,X,X
OSLZTIJ,O,X,O,O,X,X,X
OSLZTJI,X,X,O,O,X,X,X
OSLZITJ,O,X,X,X,X,X,X
OSLZIJT,O,X,X,X,X,X,X
OSLZJTI,X,X,O,O,X,X,X
OSLZJIT,X,X,O,O,X,X,X
OSJTILZ,O,X,O,O,X,X,X
OSJTIZL,X,X,O,O,X,X,O
OSJTLIZ,O,X,O,O,X,X,X
OSJTLZI,O,X,O,O,X,X,X
OSJTZIL,O,X,O,O,X,X,O
OSJTZLI,O,X,O,O,X,X,O
OSJITLZ,X,X,O,O,X,X,X
OSJITZL,X,X,O,O,X,X,O
OSJILTZ,O,X,O,O,X,X,X
OSJILZT,O,X,O,O,X,X,X
OSJIZTL,X,X,O,O,X,X,X
OSJIZLT,X,X,O,O,X,X,X
OSJLTIZ,O,X,O,O,X,X,X
OSJLTZI,O,X,O,O,X,X,X
OSJLITZ,O,X,O,O,X,X,X
OSJLIZT,O,X,O,O,X,X,X
OSJLZTI,O,X,O,O,X,X,X
OSJLZIT,O,X,O,O,X,X,X
OSJZTIL,O,X,O,O,X,X,X
OSJZTLI,O,X,O,O,X,X,X
OSJZITL,X,X,O,O,X,X,X
OSJZILT,O,X,O,O,X,X,X
OSJZLTI,O,X,O,O,X,X,X
OSJZLIT,O,X,O,O,X,X,X
OSZTILJ,O,X,O,O,X,O,X
OSZTIJL,X,X,X,X,X,O,X
OSZTLIJ,O,X,O,O,X,X,X
OSZTLJI,X,X,O,O,X,X,X
OSZTJIL,O,X,O,O,X,X,X
OSZTJLI,O,X,O,O,X,X,X
OSZITLJ,X,X,X,X,X,O,X
OSZITJL,X,X,X,X,X,O,X
OSZILTJ,O,X,X,X,X,O,X
OSZILJT,O,X,X,X,X,O,X
OSZIJTL,X,X,X,X,X,O,X
OSZIJLT,X,X,X,X,X,O,X
OSZLTIJ,O,X,O,O,X,X,X
OSZLTJI,X,X,O,O,X,X,X
OSZLITJ,O,X,X,X,X,X,X
OSZLIJT,O,X,X,X,X,X,X
OSZLJTI,X,X,O,O,X,X,X
OSZLJIT,X,X,O,O,X,X,X
OSZJTIL,O,X,O,O,X,X,X
OSZJTLI,O,X,O,O,X,X,X
