sequence,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeTAJvhFxhB6oBXmBm?nBUqBFsB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeTAJvhFxhBynB+oBX?mBUqBFsB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeiAJvhFzhBGjBUoBR?qBFsB3qB,v115@9gB8HeB8HeA8IeB8BeB8AeC8Je/FJvhFRhBziB+oBi?mBUqBFsB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeeFJvhFChBxiBlmBc?sBToB3qB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JexAJvhFXiB6oBllBz?nBUqBmrB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JezBJvhFfoB6oBRqBF?sBOqB8qB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeTAJvhFxhBVrBasBG?oBXoBUqB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeyFJvhFUiBGjBfsBV?tBRqBTqB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JemAJvhFUiBFjBfsBS?tBRqBTqB
SJOTLZI,O,O,X,O,O,O,X,X,X,X
SJOTZIL,O,O,X,O,O,O,X,X,X,X
SJOTZLI,O,O,X,O,O,O,X,X,X,X
SJOITLZ,O,O,X,X,O,O,X,X,X,X
SJOITZL,O,O,X,X,O,O,X,X,X,X
SJOILTZ,O,O,X,X,O,O,X,X,X,X
SJOILZT,O,O,X,X,O,O,X,X,X,X
SJOIZTL,O,O,X,X,O,O,X,X,X,X
SJOIZLT,O,O,X,X,O,O,X,X,X,X
SJOLTIZ,O,O,X,X,O,O,X,X,X,X
SJOLTZI,O,O,X,X,O,O,X,X,X,X
SJOLITZ,O,O,X,X,O,O,X,X,X,X
SJOLIZT,O,O,X,X,O,O,X,X,X,X
SJOLZTI,O,O,X,O,O,O,X,X,X,X
SJOLZIT,O,O,X,O,O,O,X,X,X,X
SJOZTIL,O,O,X,O,O,O,X,X,X,X
SJOZTLI,O,O,X,O,O,O,X,X,X,X
SJOZITL,O,O,X,O,O,O,X,X,X,X
SJOZILT,O,O,X,O,O,O,X,X,X,X
SJOZLTI,O,O,X,O,O,O,X,X,X,X
SJOZLIT,O,O,X,O,O,O,X,X,X,X
SZTILJO,O,O,O,O,O,X,O,X,O,O
SZTILOJ,O,O,O,O,X,O,O,X,O,O
SZTIJLO,O,O,O,O,O,X,X,X,O,O
SZTIJOL,O,O,O,O,O,X,X,X,O,O
SZTIOLJ,O,O,O,O,O,O,O,X,O,X
SZTIOJL,O,O,O,O,O,O,X,X,O,O
SZTLIJO,O,O,X,O,O,X,O,O,O,O
SZTLIOJ,O,O,X,O,X,O,O,O,O,O
SZTLJIO,O,O,X,O,O,X,X,O,O,O
SZTLJOI,O,O,X,O,O,X,X,O,X,X
SZTLOIJ,O,O,X,O,O,O,O,O,X,O
SZTLOJI,O,O,X,O,O,O,X,O,X,X
SZTJILO,O,O,O,O,O,X,X,X,O,O
SZTJIOL,O,O,O,O,O,X,X,X,O,O
SZTJLIO,O,O,X,O,O,X,X,O,O,X
SZTJLOI,O,O,X,O,O,X,X,O,X,X
SZTJOIL,O,O,O,O,O,X,X,X,O,X
SZTJOLI,O,O,X,O,O,X,X,O,X,X
SZTOILJ,O,O,O,O,O,O,O,X,O,X
SZTOIJL,O,O,O,O,O,O,X,X,O,O
SZTOLIJ,O,O,X,O,O,O,O,O,X,X
SZTOLJI,O,O,X,O,O,O,X,O,X,X
SZTOJIL,O,O,O,O,O,O,X,X,O,X
SZTOJLI,O,O,X,O,O,O,X,O,X,X
SZITLJO,O,O,O,O,O,X,O,X,O,O
SZITLOJ,O,O,O,O,X,X,O,X,O,O
SZITJLO,O,O,O,O,O,X,X,X,O,O
SZITJOL,O,O,O,O,O,X,X,X,O,O
SZITOLJ,O,O,O,O,O,X,O,X,O,X
SZITOJL,O,O,O,O,O,X,X,X,O,O
SZILTJO,O,O,O,O,O,X,O,X,O,O
SZILTOJ,O,O,O,O,X,X,O,X,O,O
SZILJTO,O,O,O,O,O,X,X,X,O,O
SZILJOT,O,O,X,O,O,X,X,X,X,O
SZILOTJ,O,O,X,X,X,X,X,X,O,O
SZILOJT,O,O,X,O,X,X,X,X,X,O
SZIJTLO,O,O,O,O,O,X,X,X,O,O
SZIJTOL,O,O,O,O,O,X,X,X,O,O
SZIJLTO,O,O,O,O,O,X,X,X,O,O
SZIJLOT,O,O,X,O,O,X,X,X,X,O
SZIJOTL,O,O,X,O,O,X,X,X,X,O
SZIJOLT,O,O,X,O,O,X,X,X,X,O
SZIOTLJ,O,O,X,O,O,X,X,X,O,X
SZIOTJL,O,O,X,O,O,X,X,X,O,O
SZIOLTJ,O,O,X,X,O,X,X,X,O,O
SZIOLJT,O,O,X,O,O,X,X,X,X,O
SZIOJTL,O,O,X,O,O,X,X,X,X,O
SZIOJLT,O,O,X,O,O,X,X,X,X,O
SZLTIJO,O,O,X,O,O,X,O,X,O,O
SZLTIOJ,O,O,X,O,X,O,O,X,O,O
SZLTJIO,O,O,X,O,O,X,X,X,O,O
SZLTJOI,O,O,X,O,O,X,X,X,X,X
SZLTOIJ,O,O,X,O,O,O,O,X,X,O
SZLTOJI,O,O,X,O,O,O,X,X,X,X
SZLITJO,O,O,X,O,O,X,O,X,O,O
SZLITOJ,O,O,X,O,X,X,O,X,O,O
SZLIJTO,O,O,X,O,O,X,X,X,O,O
SZLIJOT,O,O,X,O,O,X,X,X,X,O
SZLIOTJ,O,O,X,X,X,X,X,X,O,O
SZLIOJT,O,O,X,O,X,X,X,X,X,O
SZLJTIO,O,O,X,O,O,O,X,X,X,O
SZLJTOI,O,O,X,O,O,O,X,X,X,X
SZLJITO,O,O,X,O,O,O,X,X,X,O
SZLJIOT,O,O,X,O,O,O,X,X,X,O
SZLJOTI,O,O,X,O,O,O,X,X,X,X
SZLJOIT,O,O,X,O,O,O,X,X,X,X
SZLOTIJ,O,O,X,X,O,O,X,X,X,O
SZLOTJI,O,O,X,X,O,O,X,X,X,X
SZLOITJ,O,O,X,X,O,O,X,X,X,O
SZLOIJT,O,O,X,O,O,O,X,X,X,O
SZLOJTI,O,O,X,O,O,O,X,X,X,X
SZLOJIT,O,O,X,O,O,O,X,X,X,X
SZJTILO,O,O,O,O,O,O,X,X,O,O
SZJTIOL,O,O,O,O,O,O,X,X,O,O
SZJTLIO,O,O,X,O,O,O,X,O,O,X
SZJTLOI,O,O,X,O,O,O,X,O,X,X
SZJTOIL,O,O,O,O,O,O,X,X,O,X
SZJTOLI,O,O,X,O,O,O,X,O,X,X
SZJITLO,O,O,O,O,O,O,X,X,O,O
SZJITOL,O,O,O,O,O,O,X,X,O,O
SZJILTO,O,O,O,O,O,O,X,X,O,O
SZJILOT,O,O,X,O,O,O,X,X,X,O
SZJIOTL,O,O,X,O,O,O,X,X,X,O
SZJIOLT,O,O,X,O,O,O,X,X,X,O
SZJLTIO,O,O,X,O,O,O,X,X,X,O
SZJLTOI,O,O,X,O,O,O,X,X,X,X
SZJLITO,O,O,X,O,O,O,X,X,X,O
SZJLIOT,O,O,X,O,O,O,X,X,X,O
SZJLOTI,O,O,X,O,O,O,X,X,X,X
SZJLOIT,O,O,X,O,O,O,X,X,X,X
SZJOTIL,O,O,X,O,O,O,X,X,X,X
SZJOTLI,O,O,X,O,O,O,X,O,X,X
SZJOITL,O,O,X,O,O,O,X,X,X,X
SZJOILT,O,O,X,O,O,O,X,X,X,X
SZJOLTI,O,O,X,O,O,O,X,X,X,X
SZJOLIT,O,O,X,O,O,O,X,X,X,X
SZOTILJ,O,O,X,O,O,O,X,X,O,X
SZOTIJL,O,O,X,O,O,O,X,X,O,O
SZOTLIJ,O,O,X,O,O,O,X,O,X,X
SZOTLJI,O,O,X,O,O,O,X,O,X,X
SZOTJIL,O,O,X,O,O,O,X,X,O,X
SZOTJLI,O,O,X,O,O,O,X,O,X,X
SZOITLJ,O,O,X,O,O,O,X,X,O,X
SZOITJL,O,O,X,O,O,O,X,X,O,O
SZOILTJ,O,O,X,X,O,O,X,X,O,O
SZOILJT,O,O,X,O,O,O,X,X,X,O
SZOIJTL,O,O,X,O,O,O,X,X,X,O
SZOIJLT,O,O,X,O,O,O,X,X,X,O
SZOLTIJ,O,O,X,X,O,O,X,X,X,O
SZOLTJI,O,O,X,X,O,O,X,X,X,X
SZOLITJ,O,O,X,X,O,O,X,X,X,O
SZOLIJT,O,O,X,O,O,O,X,X,X,O
SZOLJTI,O,O,X,O,O,O,X,X,X,X
SZOLJIT,O,O,X,O,O,O,X,X,X,X
SZOJTIL,O,O,X,O,O,O,X,X,X,X
SZOJTLI,O,O,X,O,O,O,X,O,X,X
SZOJITL,O,O,X,O,O,O,X,X,X,X
SZOJILT,O,O,X,O,O,O,X,X,X,X
SZOJLTI,O,O,X,O,O,O,X,X,X,X
SZOJLIT,O,O,X,O,O,O,X,X,X,X
SOTILJZ,O,O,X,X,X,O,O,X,O,X
SOTILZJ,O,X,X,X,X,O,O,X,O,X
SOTIJLZ,O,O,X,X,O,X,O,X,O,X
SOTIJZL,O,O,X,X,O,X,X,X,O,X
SOTIZLJ,O,O,X,X,O,X,O,X,O,X
SOTIZJL,O,O,X,X,O,X,X,X,O,X
SOTLIJZ,O,O,X,X,X,O,O,X,X,X
SOTLIZJ,O,X,X,X,X,O,O,X,X,X
SOTLJIZ,O,O,X,X,O,O,O,X,X,X
SOTLJZI,O,O,X,X,O,O,X,X,X,X
SOTLZIJ,O,X,X,X,X,O,O,X,X,X
SOTLZJI,O,X,X,X,X,O,X,X,X,X
SOTJILZ,O,O,X,X,O,O,O,X,O,X
SOTJIZL,O,O,X,X,O,O,X,X,O,X
SOTJLIZ,O,O,X,X,O,O,O,X,X,X
SOTJLZI,O,O,X,X,O,O,X,X,X,X
SOTJZIL,O,O,X,X,O,O,X,X,O,X
SOTJZLI,O,O,X,X,O,O,X,X,X,X
SOTZILJ,O,O,X,X,O,O,O,X,O,X
SOTZIJL,O,O,X,X,O,O,X,X,O,X
SOTZLIJ,O,O,X,X,O,O,O,X,X,X
SOTZLJI,O,O,X,X,O,O,X,X,X,X
SOTZJIL,O,O,X,X,O,O,X,X,O,X
SOTZJLI,O,O,X,X,O,O,X,X,X,X
SOITLJZ,O,O,X,X,X,O,O,X,O,X
SOITLZJ,O,X,X,X,X,O,O,X,O,X
SOITJLZ,O,O,X,X,O,X,O,X,O,X
SOITJZL,O,O,X,X,O,X,X,X,O,X
SOITZLJ,O,O,X,X,O,X,O,X,O,X
SOITZJL,O,O,X,X,O,X,X,X,O,X
SOILTJZ,O,O,X,X,X,O,O,X,O,O
SOILTZJ,O,X,X,X,X,O,O,X,O,O
SOILJTZ,O,O,X,X,O,O,X,X,X,O
SOILJZT,O,O,X,X,O,O,X,X,X,O
SOILZTJ,O,X,X,X,O,O,X,X,O,O
SOILZJT,O,X,X,X,O,O,X,X,X,O
SOIJTLZ,O,O,X,X,O,O,X,X,X,X
SOIJTZL,O,O,X,X,O,O,X,X,X,X
SOIJLTZ,O,O,X,X,O,O,X,X,X,O
SOIJLZT,O,O,X,X,O,O,X,X,X,O
SOIJZTL,O,O,X,X,O,O,X,X,X,O
SOIJZLT,O,O,X,X,O,O,X,X,X,O
SOIZTLJ,O,O,X,X,O,O,X,X,O,X
SOIZTJL,O,O,X,X,O,O,X,X,O,O
SOIZLTJ,O,O,X,X,O,O,X,X,O,O
SOIZLJT,O,O,X,X,O,O,X,X,X,O
SOIZJTL,O,O,X,X,O,O,X,X,X,O
SOIZJLT,O,O,X,X,O,O,X,X,X,O
SOLTIJZ,O,O,X,X,X,O,O,X,X,O
SOLTIZJ,O,X,X,X,X,O,O,X,X,O
SOLTJIZ,O,O,X,X,O,O,O,X,X,X
SOLTJZI,O,O,X,X,O,O,X,X,X,X
SOLTZIJ,O,X,X,X,X,O,O,X,X,O
SOLTZJI,O,X,X,X,X,O,X,X,X,X
SOLITJZ,O,O,X,X,X,O,O,X,X,O
SOLITZJ,O,X,X,X,X,O,O,X,X,O
SOLIJTZ,O,O,X,X,O,O,X,X,X,O
SOLIJZT,O,O,X,X,O,O,X,X,X,O
SOLIZTJ,O,X,X,X,O,O,X,X,X,O
SOLIZJT,O,X,X,X,O,O,X,X,X,O
SOLJTIZ,O,O,X,X,O,O,X,X,X,X
SOLJTZI,O,O,X,X,O,O,X,X,X,X
SOLJITZ,O,O,X,X,O,O,X,X,X,X
SOLJIZT,O,O,X,X,O,O,X,X,X,X
SOLJZTI,O,O,X,X,O,O,X,X,X,X
SOLJZIT,O,O,X,X,O,O,X,X,X,X
SOLZTIJ,O,X,X,X,O,O,X,X,X,O
SOLZTJI,O,X,X,X,O,O,X,X,X,X
SOLZITJ,O,X,X,X,O,O,X,X,X,O
SOLZIJT,O,X,X,X,O,O,X,X,X,O
SOLZJTI,O,X,X,X,O,O,X,X,X,X
SOLZJIT,O,X,X,X,O,O,X,X,X,X
SOJTILZ,O,O,X,X,O,O,X,X,X,X
SOJTIZL,O,O,X,X,O,O,X,X,X,X
SOJTLIZ,O,O,X,X,O,O,X,X,X,X
SOJTLZI,O,O,X,X,O,O,X,X,X,X
SOJTZIL,O,O,X,X,O,O,X,X,X,X
SOJTZLI,O,O,X,X,O,O,X,X,X,X
SOJITLZ,O,O,X,X,O,O,X,X,X,X
SOJITZL,O,O,X,X,O,O,X,X,X,X
SOJILTZ,O,O,X,X,O,O,X,X,X,X
SOJILZT,O,O,X,X,O,O,X,X,X,X
SOJIZTL,O,O,X,X,O,O,X,X,X,X
SOJIZLT,O,O,X,X,O,O,X,X,X,X
SOJLTIZ,O,O,X,X,O,O,X,X,X,X
SOJLTZI,O,O,X,X,O,O,X,X,X,X
SOJLITZ,O,O,X,X,O,O,X,X,X,X
SOJLIZT,O,O,X,X,O,O,X,X,X,X
SOJLZTI,O,O,X,X,O,O,X,X,X,X
SOJLZIT,O,O,X,X,O,O,X,X,X,X
SOJZTIL,O,O,X,X,O,O,X,X,X,X
SOJZTLI,O,O,X,X,O,O,X,X,X,X
SOJZITL,O,O,X,X,O,O,X,X,X,X
SOJZILT,O,O,X,X,O,O,X,X,X,X
SOJZLTI,O,O,X,X,O,O,X,X,X,X
SOJZLIT,O,O,X,X,O,O,X,X,X,X
SOZTILJ,O,O,X,X,O,O,X,X,O,X
SOZTIJL,O,O,X,X,O,O,X,X,O,O
SOZTLIJ,O,O,X,X,O,O,X,X,X,X
SOZTLJI,O,O,X,X,O,O,X,X,X,X
SOZTJIL,O,O,X,X,O,O,X,X,O,X
SOZTJLI,O,O,X,X,O,O,X,X,X,X
SOZITLJ,O,O,X,X,O,O,X,X,O,X
SOZITJL,O,O,X,X,O,O,X,X,O,O
SOZILTJ,O,O,X,X,O,O,X,X,O,O
SOZILJT,O,O,X,X,O,O,X,X,X,O
SOZIJTL,O,O,X,X,O,O,X,X,X,O
SOZIJLT,O,O,X,X,O,O,X,X,X,O
SOZLTIJ,O,O,X,X,O,O,X,X,X,O
SOZLTJI,O,O,X,X,O,O,X,X,X,X
SOZLITJ,O,O,X,X,O,O,X,X,X,O
SOZLIJT,O,O,X,X,O,O,X,X,X,O
SOZLJTI,O,O,X,X,O,O,X,X,X,X
SOZLJIT,O,O,X,X,O,O,X,X,X,X
SOZJTIL,O,O,X,X,O,O,X,X,X,X
SOZJTLI,O,O,X,X,O,O,X,X,X,X
SOZJITL,O,O,X,X,O,O,X,X,X,X
SOZJILT,O,O,X,X,O,O,X,X,X,X
SOZJLTI,O,O,X,X,O,O,X,X,X,X
SOZJLIT,O,O,X,X,O,O,X,X,X,X
ZTILJSO,O,X,O,O,O,X,X,O,O,X
ZTILJOS,O,X,O,O,O,O,X,O,X,X
ZTILSJO,O,X,O,O,O,X,X,O,O,X
ZTILSOJ,O,X,O,O,X,O,X,O,O,X
ZTILOJS,O,X,O,X,X,O,X,O,X,X
ZTILOSJ,X,X,O,X,X,O,X,O,X,X
ZTIJLSO,O,O,O,O,O,X,X,O,O,X
ZTIJLOS,O,O,O,O,O,O,X,O,X,X
ZTIJSLO,O,O,O,O,O,X,X,X,O,X
ZTIJSOL,O,O,O,O,O,X,X,X,O,X
ZTIJOLS,O,O,O,O,O,O,X,O,X,X
ZTIJOSL,O,X,O,O,O,O,X,X,X,X
ZTISLJO,O,O,O,O,O,X,O,X,O,X
ZTISLOJ,O,O,O,O,X,O,O,X,O,X
ZTISJLO,O,O,O,O,O,X,X,X,O,X
ZTISJOL,O,O,O,O,O,X,X,X,O,X
ZTISOLJ,O,O,O,O,O,O,O,X,O,X
ZTISOJL,O,O,O,O,O,O,X,X,O,X
ZTIOLJS,O,X,O,X,O,O,X,O,X,X
ZTIOLSJ,X,X,O,X,O,O,X,O,X,X
ZTIOJLS,O,O,O,X,O,O,X,O,X,X
ZTIOJSL,O,X,O,X,O,O,X,X,X,X
ZTIOSLJ,X,X,O,X,O,O,O,X,X,X
ZTIOSJL,X,X,O,X,O,O,X,X,X,X
ZTLIJSO,O,X,O,O,O,X,X,O,X,X
ZTLIJOS,O,X,O,O,O,O,X,O,X,X
ZTLISJO,O,X,O,O,O,X,X,O,X,X
ZTLISOJ,O,X,O,O,X,O,X,O,X,X
ZTLIOJS,O,X,O,X,X,O,X,O,X,X
ZTLIOSJ,X,X,O,X,X,O,X,O,X,X
ZTLJISO,O,O,O,O,O,O,X,O,X,X
ZTLJIOS,O,O,O,O,O,O,X,O,X,X
ZTLJSIO,O,O,X,O,O,O,X,O,X,X
ZTLJSOI,O,O,X,O,O,O,X,O,X,X
ZTLJOIS,O,O,O,O,O,O,X,O,X,X
ZTLJOSI,O,O,X,O,O,O,X,O,X,X
ZTLSIJO,O,O,X,O,O,X,X,O,X,X
ZTLSIOJ,O,O,X,O,X,O,X,O,X,X
ZTLSJIO,O,O,X,O,O,X,X,O,X,X
ZTLSJOI,O,O,X,O,O,X,X,O,X,X
ZTLSOIJ,O,O,X,O,O,O,X,O,X,X
ZTLSOJI,O,O,X,O,O,O,X,O,X,X
ZTLOIJS,O,X,O,X,O,O,X,O,X,X
ZTLOISJ,X,X,O,X,O,O,X,O,X,X
ZTLOJIS,O,O,O,O,O,O,X,O,X,X
ZTLOJSI,O,O,X,O,O,O,X,O,X,X
ZTLOSIJ,O,X,X,O,O,O,X,O,X,X
ZTLOSJI,O,X,X,O,O,O,X,O,X,X
ZTJILSO,O,O,O,O,O,O,X,O,O,X
ZTJILOS,O,O,O,O,O,O,X,O,X,X
ZTJISLO,O,O,O,O,O,O,X,X,O,X
ZTJISOL,O,O,O,O,O,O,X,X,O,X
ZTJIOLS,O,O,O,O,O,O,X,O,X,X
ZTJIOSL,O,X,O,O,O,O,X,X,X,X
ZTJLISO,O,O,O,O,O,O,X,O,X,X
ZTJLIOS,O,O,O,O,O,O,X,O,X,X
ZTJLSIO,O,O,X,O,O,O,X,O,X,X
ZTJLSOI,O,O,X,O,O,O,X,O,X,X
ZTJLOIS,O,O,O,O,O,O,X,O,X,X
ZTJLOSI,O,O,X,O,O,O,X,O,X,X
ZTJSILO,O,O,O,O,O,O,X,X,O,X
ZTJSIOL,O,O,O,O,O,O,X,X,O,X
ZTJSLIO,O,O,X,O,O,O,X,O,O,X
ZTJSLOI,O,O,X,O,O,O,X,O,X,X
ZTJSOIL,O,O,O,O,O,O,X,X,O,X
ZTJSOLI,O,O,X,O,O,O,X,O,X,X
ZTJOILS,O,O,O,O,O,O,X,O,X,X
ZTJOISL,O,X,O,O,O,O,X,X,X,X
ZTJOLIS,O,O,O,O,O,O,X,O,X,X
ZTJOLSI,O,O,X,O,O,O,X,O,X,X
ZTJOSIL,O,O,O,O,O,O,X,X,X,X
ZTJOSLI,O,O,X,O,O,O,X,O,X,X
ZTSILJO,O,O,O,O,O,X,O,X,O,X
ZTSILOJ,O,O,O,O,X,O,O,X,O,X
ZTSIJLO,O,O,O,O,O,X,X,X,O,X
ZTSIJOL,O,O,O,O,O,X,X,X,O,X
ZTSIOLJ,O,O,O,O,O,O,O,X,O,X
ZTSIOJL,O,O,O,O,O,O,X,X,O,X
ZTSLIJO,O,O,X,O,O,X,O,O,O,X
ZTSLIOJ,O,O,X,O,X,O,O,O,O,X
ZTSLJIO,O,O,X,O,O,X,X,O,O,X
ZTSLJOI,O,O,X,O,O,X,X,O,X,X
ZTSLOIJ,O,O,X,O,O,O,O,O,X,X
ZTSLOJI,O,O,X,O,O,O,X,O,X,X
ZTSJILO,O,O,O,O,O,X,X,X,O,X
ZTSJIOL,O,O,O,O,O,X,X,X,O,X
ZTSJLIO,O,O,X,O,O,X,X,O,O,X
ZTSJLOI,O,O,X,O,O,X,X,O,X,X
ZTSJOIL,O,O,O,O,O,X,X,X,O,X
ZTSJOLI,O,O,X,O,O,X,X,O,X,X
ZTSOILJ,O,O,O,O,O,O,O,X,O,X
ZTSOIJL,O,O,O,O,O,O,X,X,O,X
ZTSOLIJ,O,O,X,O,O,O,O,O,X,X
ZTSOLJI,O,O,X,O,O,O,X,O,X,X
ZTSOJIL,O,O,O,O,O,O,X,X,O,X
ZTSOJLI,O,O,X,O,O,O,X,O,X,X
ZTOILJS,O,X,O,X,O,O,X,O,X,X
ZTOILSJ,X,X,O,X,O,O,X,O,X,X
ZTOIJLS,O,O,O,X,O,O,X,O,X,X
ZTOIJSL,O,X,O,X,O,O,X,X,X,X
ZTOISLJ,X,X,O,X,O,O,O,X,X,X
ZTOISJL,X,X,O,X,O,O,X,X,X,X
ZTOLIJS,O,X,O,X,O,O,X,O,X,X
ZTOLISJ,X,X,O,X,O,O,X,O,X,X
ZTOLJIS,O,O,O,O,O,O,X,O,X,X
ZTOLJSI,O,O,X,O,O,O,X,O,X,X
ZTOLSIJ,O,X,X,O,O,O,X,O,X,X
ZTOLSJI,O,X,X,O,O,O,X,O,X,X
ZTOJILS,O,O,O,O,O,O,X,O,X,X
ZTOJISL,O,X,O,O,O,O,X,X,X,X
ZTOJLIS,O,O,O,O,O,O,X,O,X,X
ZTOJLSI,O,O,X,O,O,O,X,O,X,X
ZTOJSIL,O,O,O,O,O,O,X,X,X,X
ZTOJSLI,O,O,X,O,O,O,X,O,X,X
ZTOSILJ,O,O,O,O,O,O,O,X,X,X
ZTOSIJL,O,O,O,O,O,O,X,X,X,X
ZTOSLIJ,O,O,X,O,O,O,O,O,X,X
ZTOSLJI,O,O,X,O,O,O,X,O,X,X
ZTOSJIL,O,O,O,O,O,O,X,X,X,X
ZTOSJLI,O,O,X,O,O,O,X,O,X,X
ZITLJSO,O,X,O,O,O,X,X,O,O,X
ZITLJOS,O,X,O,O,O,O,X,O,X,X
ZITLSJO,O,X,O,O,O,X,X,O,O,X
ZITLSOJ,O,X,O,O,X,O,X,O,O,X
ZITLOJS,O,X,O,X,X,O,X,O,X,X
ZITLOSJ,X,X,O,X,X,O,X,O,X,X
ZITJLSO,O,O,O,O,O,X,X,O,O,X
ZITJLOS,O,O,O,O,O,O,X,O,X,X
ZITJSLO,O,O,O,O,O,X,X,X,O,X
ZITJSOL,O,O,O,O,O,X,X,X,O,X
ZITJOLS,O,O,O,O,O,O,X,O,X,X
ZITJOSL,O,X,O,O,O,O,X,X,X,X
ZITSLJO,O,O,O,O,O,X,O,X,O,X
ZITSLOJ,O,O,O,O,X,O,O,X,O,X
ZITSJLO,O,O,O,O,O,X,X,X,O,X
ZITSJOL,O,O,O,O,O,X,X,X,O,X
ZITSOLJ,O,O,O,O,O,O,O,X,O,X
ZITSOJL,O,O,O,O,O,O,X,X,O,X
ZITOLJS,O,X,O,X,O,O,X,O,X,X
ZITOLSJ,X,X,O,X,O,O,X,O,X,X
ZITOJLS,O,O,O,X,O,O,X,O,X,X
ZITOJSL,O,X,O,X,O,O,X,X,X,X
ZITOSLJ,X,X,O,X,O,O,O,X,X,X
ZITOSJL,X,X,O,X,O,O,X,X,X,X
ZILTJSO,O,X,O,X,O,X,X,X,O,O
ZILTJOS,O,X,O,X,O,O,X,X,X,X
ZILTSJO,O,X,O,X,O,X,X,X,O,O
ZILTSOJ,O,X,O,X,X,O,X,X,O,O
ZILTOJS,O,X,O,X,X,O,X,X,X,X
ZILTOSJ,X,X,O,X,X,O,X,X,X,X
ZILJTSO,O,X,O,X,O,O,X,X,X,O
ZILJTOS,O,X,O,X,O,O,X,X,X,X
ZILJSTO,O,X,O,O,X,O,X,X,X,O
ZILJSOT,O,X,X,O,X,O,X,X,X,O
ZILJOTS,O,X,O,X,X,X,X,X,X,X
ZILJOST,O,X,X,O,X,X,X,X,X,X
ZILSTJO,O,X,O,O,O,X,O,X,O,O
ZILSTOJ,O,X,O,X,X,X,O,X,O,O
ZILSJTO,O,X,O,O,O,X,X,X,O,O
ZILSJOT,O,X,X,O,O,X,X,X,X,O
ZILSOTJ,O,X,X,X,X,X,X,X,O,O
ZILSOJT,O,X,X,O,X,X,X,X,X,O
ZILOTJS,O,X,O,X,X,O,X,X,X,X
ZILOTSJ,X,X,O,X,X,O,X,X,X,X
ZILOJTS,O,X,O,X,X,O,X,X,X,X
ZILOJST,O,X,X,X,X,O,X,X,X,X
ZILOSTJ,O,X,X,X,X,O,X,X,X,X
ZILOSJT,O,X,X,X,X,O,X,X,X,X
ZIJTLSO,O,O,O,O,O,O,X,O,X,X
ZIJTLOS,O,O,O,O,O,O,X,O,X,X
ZIJTSLO,O,O,O,O,O,O,X,X,X,X
ZIJTSOL,O,O,O,O,O,O,X,X,X,X
ZIJTOLS,O,O,O,O,O,O,X,O,X,X
ZIJTOSL,X,X,O,O,O,O,X,X,X,X
ZIJLTSO,O,O,O,X,O,O,X,X,X,O
ZIJLTOS,O,O,O,X,O,O,X,X,X,X
ZIJLSTO,O,O,O,O,X,O,X,X,X,O
ZIJLSOT,O,O,X,O,X,O,X,X,X,O
ZIJLOTS,O,O,O,X,X,X,X,X,X,X
ZIJLOST,O,O,X,O,X,X,X,X,X,X
ZIJSTLO,O,O,O,O,O,O,X,X,X,O
ZIJSTOL,O,O,O,O,O,O,X,X,X,O
ZIJSLTO,O,O,O,O,O,O,X,X,X,O
ZIJSLOT,O,O,X,O,O,O,X,X,X,O
ZIJSOTL,O,O,X,O,O,O,X,X,X,O
ZIJSOLT,O,O,X,O,O,O,X,X,X,O
ZIJOTLS,O,O,O,O,O,O,X,O,X,X
ZIJOTSL,O,X,O,O,O,O,X,X,X,X
ZIJOLTS,O,O,O,X,O,O,X,X,X,X
ZIJOLST,O,O,X,O,X,O,X,X,X,X
ZIJOSTL,O,O,X,O,O,O,X,X,X,X
ZIJOSLT,O,O,X,O,X,O,X,X,X,X
ZISTLJO,O,O,O,O,O,X,O,X,O,O
ZISTLOJ,O,O,O,O,X,X,O,X,O,O
ZISTJLO,O,O,O,O,O,X,X,X,O,O
ZISTJOL,O,O,O,O,O,X,X,X,O,O
ZISTOLJ,O,O,O,O,O,X,O,X,O,X
ZISTOJL,O,O,O,O,O,X,X,X,O,O
ZISLTJO,O,O,O,O,O,X,O,X,O,O
ZISLTOJ,O,O,O,O,X,X,O,X,O,O
ZISLJTO,O,O,O,O,O,X,X,X,O,O
ZISLJOT,O,O,X,O,O,X,X,X,X,O
ZISLOTJ,O,O,X,X,X,X,X,X,O,O
ZISLOJT,O,O,X,O,X,X,X,X,X,O
ZISJTLO,O,O,O,O,O,X,X,X,O,O
ZISJTOL,O,O,O,O,O,X,X,X,O,O
ZISJLTO,O,O,O,O,O,X,X,X,O,O
ZISJLOT,O,O,X,O,O,X,X,X,X,O
ZISJOTL,O,O,X,O,O,X,X,X,X,O
ZISJOLT,O,O,X,O,O,X,X,X,X,O
ZISOTLJ,O,O,X,O,O,X,X,X,O,X
ZISOTJL,O,O,X,O,O,X,X,X,O,O
ZISOLTJ,O,O,X,X,O,X,X,X,O,O
ZISOLJT,O,O,X,O,O,X,X,X,X,O
