sequence,v115@HhA8BeA8FeD8FeE8DeA8Je0/IvhFxgB/nB+oBTmBVx?BatB,v115@HhA8BeA8FeD8FeE8DeA8Je0/IvhFxgB6nBTjBmrBXt?BlrB,v115@HhA8BeA8FeD8FeE8DeA8Je0/IvhFxgB6oBTmBmsBls?BXsB,v115@HhA8BeA8FeD8FeE8DeA8Je0/IvhFmgBxiBStBlrBfs?BzsB,v115@HhA8BeA8FeD8FeE8DeA8Je0/IvhFxgB/rBFnBStBOt?BTsB
SILZJOT,X,O,X,X,X
SILZOTJ,X,O,X,X,O
SILZOJT,X,O,O,X,X
SILOTJZ,X,X,X,X,O
SILOTZJ,X,O,X,X,O
SILOJTZ,X,O,O,X,X
SILOJZT,X,O,O,X,X
SILOZTJ,X,O,X,X,O
SILOZJT,X,O,O,X,X
SIJTLZO,X,O,X,X,O
SIJTLOZ,X,O,X,X,O
SIJTZLO,X,O,X,X,O
SIJTZOL,X,O,X,X,X
SIJTOLZ,X,O,X,X,X
SIJTOZL,X,O,X,X,X
SIJLTZO,X,O,X,X,O
SIJLTOZ,X,O,X,X,O
SIJLZTO,X,O,X,X,O
SIJLZOT,X,O,X,X,X
SIJLOTZ,X,O,X,X,X
SIJLOZT,X,O,X,X,X
SIJZTLO,X,O,X,X,O
SIJZTOL,X,O,X,X,X
SIJZLTO,X,O,X,X,O
SIJZLOT,X,O,X,X,X
SIJZOTL,O,O,X,X,X
SIJZOLT,X,O,X,X,X
SIJOTLZ,O,O,X,X,X
SIJOTZL,O,O,X,X,X
SIJOLTZ,X,O,X,X,X
SIJOLZT,X,O,X,X,X
SIJOZTL,O,O,X,X,X
SIJOZLT,X,O,X,X,X
SIZTLJO,X,X,X,X,O
SIZTLOJ,X,O,X,X,O
SIZTJLO,X,O,X,X,O
SIZTJOL,X,O,X,X,X
SIZTOLJ,X,O,X,X,O
SIZTOJL,X,O,X,X,X
SIZLTJO,X,X,X,X,O
SIZLTOJ,X,O,X,X,O
SIZLJTO,X,O,X,X,O
SIZLJOT,X,O,X,X,X
SIZLOTJ,X,O,X,X,O
SIZLOJT,X,O,O,X,X
SIZJTLO,X,O,X,X,O
SIZJTOL,X,O,X,X,X
SIZJLTO,X,O,X,X,O
SIZJLOT,X,O,X,X,X
SIZJOTL,O,O,X,X,X
SIZJOLT,X,O,X,X,X
SIZOTLJ,O,O,X,X,O
SIZOTJL,O,O,X,X,X
SIZOLTJ,X,O,X,X,O
SIZOLJT,X,O,O,X,X
SIZOJTL,O,O,X,X,X
SIZOJLT,X,O,O,X,X
SIOTLJZ,O,X,X,X,O
SIOTLZJ,O,O,X,X,O
SIOTJLZ,O,O,X,X,X
SIOTJZL,O,O,X,X,X
SIOTZLJ,O,O,X,X,O
SIOTZJL,O,O,X,X,X
SIOLTJZ,X,X,X,X,O
SIOLTZJ,X,O,X,X,O
SIOLJTZ,X,O,O,X,X
SIOLJZT,X,O,O,X,X
SIOLZTJ,X,O,X,X,O
SIOLZJT,X,O,O,X,X
SIOJTLZ,O,O,X,X,X
SIOJTZL,O,O,X,X,X
SIOJLTZ,X,O,O,X,X
SIOJLZT,X,O,O,X,X
SIOJZTL,O,O,X,X,X
SIOJZLT,X,O,O,X,X
SIOZTLJ,O,O,X,X,O
SIOZTJL,O,O,X,X,X
SIOZLTJ,X,O,X,X,O
SIOZLJT,X,O,O,X,X
SIOZJTL,O,O,X,X,X
SIOZJLT,X,O,O,X,X
SLTIJZO,X,X,X,O,O
SLTIJOZ,X,X,X,O,O
SLTIZJO,X,X,X,O,O
SLTIZOJ,X,O,X,O,O
SLTIOJZ,X,X,X,O,O
SLTIOZJ,X,O,X,O,O
SLTJIZO,X,O,X,O,O
SLTJIOZ,X,O,X,O,O
SLTJZIO,X,O,X,O,O
SLTJZOI,X,O,X,O,O
SLTJOIZ,X,O,X,O,O
SLTJOZI,X,O,X,O,O
SLTZIJO,X,X,X,O,O
SLTZIOJ,X,O,X,O,O
SLTZJIO,X,O,X,O,O
SLTZJOI,X,O,X,O,O
SLTZOIJ,X,O,X,O,O
SLTZOJI,X,O,X,O,O
SLTOIJZ,X,X,X,O,O
SLTOIZJ,X,O,X,O,O
SLTOJIZ,X,O,X,O,O
SLTOJZI,X,O,X,O,O
SLTOZIJ,X,O,X,O,O
SLTOZJI,X,O,X,O,O
SLITJZO,X,X,X,X,O
SLITJOZ,X,X,X,X,O
SLITZJO,X,X,X,X,O
SLITZOJ,X,O,X,X,O
SLITOJZ,X,X,X,X,O
SLITOZJ,X,O,X,X,O
SLIJTZO,X,O,X,X,O
SLIJTOZ,X,O,X,X,O
SLIJZTO,X,O,X,X,O
SLIJZOT,X,O,X,X,X
SLIJOTZ,X,O,X,X,X
SLIJOZT,X,O,X,X,X
SLIZTJO,X,X,X,X,O
SLIZTOJ,X,O,X,X,O
SLIZJTO,X,O,X,X,O
SLIZJOT,X,O,X,X,X
SLIZOTJ,X,O,X,X,O
SLIZOJT,X,O,O,X,X
SLIOTJZ,X,X,X,X,O
SLIOTZJ,X,O,X,X,O
SLIOJTZ,X,O,O,X,X
SLIOJZT,X,O,O,X,X
SLIOZTJ,X,O,X,X,O
SLIOZJT,X,O,O,X,X
SLJTIZO,X,O,X,O,O
SLJTIOZ,X,O,X,O,O
SLJTZIO,X,O,X,O,O
SLJTZOI,X,O,X,O,O
SLJTOIZ,X,O,X,O,O
SLJTOZI,X,O,X,O,O
SLJITZO,X,O,X,X,O
SLJITOZ,X,O,X,X,O
SLJIZTO,X,O,X,X,O
SLJIZOT,X,O,X,X,X
SLJIOTZ,X,O,X,X,X
SLJIOZT,X,O,X,X,X
SLJZTIO,X,O,X,O,O
SLJZTOI,X,O,X,O,O
SLJZITO,X,O,X,X,O
SLJZIOT,X,O,X,X,X
SLJZOTI,X,O,O,X,X
SLJZOIT,X,O,O,X,X
SLJOTIZ,X,O,O,X,X
SLJOTZI,X,O,O,X,X
SLJOITZ,X,O,O,X,X
SLJOIZT,X,O,O,X,X
SLJOZTI,X,O,O,X,X
SLJOZIT,X,O,O,X,X
SLZTIJO,X,X,X,O,O
SLZTIOJ,X,O,X,O,O
SLZTJIO,X,O,X,O,O
SLZTJOI,X,O,X,O,O
SLZTOIJ,X,O,X,O,O
SLZTOJI,X,O,X,O,O
SLZITJO,X,X,X,X,O
SLZITOJ,X,O,X,X,O
SLZIJTO,X,O,X,X,O
SLZIJOT,X,O,X,X,X
SLZIOTJ,X,O,X,X,O
SLZIOJT,X,O,O,X,X
SLZJTIO,X,O,X,O,O
SLZJTOI,X,O,X,O,O
SLZJITO,X,O,X,X,O
SLZJIOT,X,O,X,X,X
SLZJOTI,X,O,O,X,X
SLZJOIT,X,O,O,X,X
SLZOTIJ,X,O,X,X,O
SLZOTJI,X,O,X,X,O
SLZOITJ,X,O,X,X,O
SLZOIJT,X,O,O,X,X
SLZOJTI,X,O,O,X,X
SLZOJIT,X,O,O,X,X
SLOTIJZ,X,X,X,X,O
SLOTIZJ,X,O,X,X,O
SLOTJIZ,X,O,X,X,O
SLOTJZI,X,O,X,X,O
SLOTZIJ,X,O,X,X,O
SLOTZJI,X,O,X,X,O
SLOITJZ,X,X,X,X,O
SLOITZJ,X,O,X,X,O
SLOIJTZ,X,O,O,X,X
SLOIJZT,X,O,O,X,X
SLOIZTJ,X,O,X,X,O
SLOIZJT,X,O,O,X,X
SLOJTIZ,X,O,O,X,X
SLOJTZI,X,O,O,X,X
SLOJITZ,X,O,O,X,X
SLOJIZT,X,O,O,X,X
SLOJZTI,X,O,O,X,X
SLOJZIT,X,O,O,X,X
SLOZTIJ,X,O,X,X,O
SLOZTJI,X,O,X,X,O
SLOZITJ,X,O,X,X,O
SLOZIJT,X,O,O,X,X
SLOZJTI,X,O,O,X,X
SLOZJIT,X,O,O,X,X
SJTILZO,X,O,X,X,O
SJTILOZ,X,O,X,X,O
SJTIZLO,X,O,X,X,O
SJTIZOL,O,O,X,X,X
SJTIOLZ,O,O,X,X,X
SJTIOZL,O,O,X,X,X
SJTLIZO,X,O,X,O,O
SJTLIOZ,X,O,X,O,O
SJTLZIO,X,O,X,O,O
SJTLZOI,O,O,X,O,O
SJTLOIZ,O,O,X,O,O
SJTLOZI,O,O,X,O,O
SJTZILO,X,O,X,X,O
SJTZIOL,O,O,X,X,X
SJTZLIO,X,O,X,O,O
SJTZLOI,O,O,X,O,O
SJTZOIL,O,O,X,X,X
SJTZOLI,O,O,X,X,X
SJTOILZ,O,O,X,X,X
SJTOIZL,O,O,X,X,X
SJTOLIZ,O,O,X,X,X
SJTOLZI,O,O,X,X,X
SJTOZIL,O,O,X,X,X
SJTOZLI,O,O,X,X,X
SJITLZO,X,O,X,X,O
SJITLOZ,X,O,X,X,O
SJITZLO,X,O,X,X,O
SJITZOL,X,O,X,X,X
SJITOLZ,X,O,X,X,X
SJITOZL,X,O,X,X,X
SJILTZO,X,O,X,X,O
SJILTOZ,X,O,X,X,O
SJILZTO,X,O,X,X,O
SJILZOT,X,O,X,X,X
SJILOTZ,X,O,X,X,X
SJILOZT,X,O,X,X,X
SJIZTLO,X,O,X,X,O
SJIZTOL,X,O,X,X,X
SJIZLTO,X,O,X,X,O
SJIZLOT,X,O,X,X,X
SJIZOTL,O,O,X,X,X
SJIZOLT,X,O,X,X,X
SJIOTLZ,O,O,X,X,X
SJIOTZL,O,O,X,X,X
SJIOLTZ,X,O,X,X,X
SJIOLZT,X,O,X,X,X
SJIOZTL,O,O,X,X,X
SJIOZLT,X,O,X,X,X
SJLTIZO,X,O,X,O,O
SJLTIOZ,X,O,X,O,O
SJLTZIO,X,O,X,O,O
SJLTZOI,X,O,X,O,O
SJLTOIZ,X,O,X,O,O
SJLTOZI,X,O,X,O,O
SJLITZO,X,O,X,X,O
SJLITOZ,X,O,X,X,O
SJLIZTO,X,O,X,X,O
SJLIZOT,X,O,X,X,X
SJLIOTZ,X,O,X,X,X
SJLIOZT,X,O,X,X,X
SJLZTIO,X,O,X,O,O
SJLZTOI,X,O,X,O,O
SJLZITO,X,O,X,X,O
SJLZIOT,X,O,X,X,X
SJLZOTI,X,O,O,X,X
SJLZOIT,X,O,O,X,X
SJLOTIZ,X,O,O,X,X
SJLOTZI,X,O,O,X,X
SJLOITZ,X,O,O,X,X
SJLOIZT,X,O,O,X,X
SJLOZTI,X,O,O,X,X
SJLOZIT,X,O,O,X,X
SJZTILO,X,O,X,X,O
SJZTIOL,O,O,X,X,X
SJZTLIO,X,O,X,O,O
SJZTLOI,O,O,X,O,O
SJZTOIL,O,O,X,X,X
SJZTOLI,O,O,X,X,X
SJZITLO,X,O,X,X,O
SJZITOL,X,O,X,X,X
SJZILTO,X,O,X,X,O
SJZILOT,X,O,X,X,X
SJZIOTL,O,O,X,X,X
SJZIOLT,X,O,X,X,X
SJZLTIO,X,O,X,O,O
SJZLTOI,X,O,X,O,O
SJZLITO,X,O,X,X,O
SJZLIOT,X,O,X,X,X
SJZLOTI,X,O,O,X,X
SJZLOIT,X,O,O,X,X
SJZOTIL,O,O,X,X,X
SJZOTLI,O,O,X,X,X
SJZOITL,O,O,X,X,X
SJZOILT,X,O,O,X,X
SJZOLTI,X,O,O,X,X
SJZOLIT,X,O,O,X,X
SJOTILZ,O,O,X,X,X
SJOTIZL,O,O,X,X,X
SJOTLIZ,O,O,X,X,X
SJOTLZI,O,O,X,X,X
SJOTZIL,O,O,X,X,X
SJOTZLI,O,O,X,X,X
SJOITLZ,O,O,X,X,X
SJOITZL,O,O,X,X,X
SJOILTZ,X,O,O,X,X
SJOILZT,X,O,O,X,X
SJOIZTL,O,O,X,X,X
SJOIZLT,X,O,O,X,X
SJOLTIZ,X,O,O,X,X
SJOLTZI,X,O,O,X,X
SJOLITZ,X,O,O,X,X
SJOLIZT,X,O,O,X,X
SJOLZTI,X,O,O,X,X
SJOLZIT,X,O,O,X,X
SJOZTIL,O,O,X,X,X
SJOZTLI,O,O,X,X,X
SJOZITL,O,O,X,X,X
SJOZILT,X,O,O,X,X
SJOZLTI,X,O,O,X,X
SJOZLIT,X,O,O,X,X
SZTILJO,X,X,X,X,O
SZTILOJ,X,O,X,X,O
SZTIJLO,X,O,X,X,O
SZTIJOL,O,O,X,X,X
SZTIOLJ,O,O,X,X,O
SZTIOJL,O,O,X,X,X
SZTLIJO,X,X,X,O,O
SZTLIOJ,X,O,X,O,O
SZTLJIO,X,O,X,O,O
SZTLJOI,O,O,X,O,O
SZTLOIJ,O,O,X,O,O
SZTLOJI,O,O,X,O,O
SZTJILO,X,O,X,X,O
SZTJIOL,O,O,X,X,X
SZTJLIO,X,O,X,O,O
SZTJLOI,O,O,X,O,O
SZTJOIL,O,O,X,X,X
SZTJOLI,O,O,X,X,X
SZTOILJ,O,O,X,X,O
SZTOIJL,O,O,X,X,X
SZTOLIJ,O,O,X,X,O
SZTOLJI,O,O,X,X,O
SZTOJIL,O,O,X,X,X
SZTOJLI,O,O,X,X,X
SZITLJO,X,X,X,X,O
SZITLOJ,X,O,X,X,O
SZITJLO,X,O,X,X,O
SZITJOL,X,O,X,X,X
SZITOLJ,X,O,X,X,O
SZITOJL,X,O,X,X,X
SZILTJO,X,X,X,X,O
SZILTOJ,X,O,X,X,O
SZILJTO,X,O,X,X,O
SZILJOT,X,O,X,X,X
SZILOTJ,X,O,X,X,O
SZILOJT,X,O,O,X,X
SZIJTLO,X,O,X,X,O
SZIJTOL,X,O,X,X,X
SZIJLTO,X,O,X,X,O
SZIJLOT,X,O,X,X,X
SZIJOTL,O,O,X,X,X
SZIJOLT,X,O,X,X,X
SZIOTLJ,O,O,X,X,O
SZIOTJL,O,O,X,X,X
SZIOLTJ,X,O,X,X,O
SZIOLJT,X,O,O,X,X
SZIOJTL,O,O,X,X,X
SZIOJLT,X,O,O,X,X
SZLTIJO,X,X,X,O,O
SZLTIOJ,X,O,X,O,O
SZLTJIO,X,O,X,O,O
SZLTJOI,X,O,X,O,O
SZLTOIJ,X,O,X,O,O
SZLTOJI,X,O,X,O,O
SZLITJO,X,X,X,X,O
SZLITOJ,X,O,X,X,O
SZLIJTO,X,O,X,X,O
SZLIJOT,X,O,X,X,X
SZLIOTJ,X,O,X,X,O
SZLIOJT,X,O,O,X,X
SZLJTIO,X,O,X,O,O
SZLJTOI,X,O,X,O,O
SZLJITO,X,O,X,X,O
SZLJIOT,X,O,X,X,X
SZLJOTI,X,O,O,X,X
SZLJOIT,X,O,O,X,X
SZLOTIJ,X,O,X,X,O
SZLOTJI,X,O,X,X,O
SZLOITJ,X,O,X,X,O
SZLOIJT,X,O,O,X,X
SZLOJTI,X,O,O,X,X
SZLOJIT,X,O,O,X,X
SZJTILO,X,O,X,X,O
SZJTIOL,O,O,X,X,X
SZJTLIO,X,O,X,O,O
SZJTLOI,O,O,X,O,O
SZJTOIL,O,O,X,X,X
SZJTOLI,O,O,X,X,X
SZJITLO,X,O,X,X,O
SZJITOL,X,O,X,X,X
SZJILTO,X,O,X,X,O
SZJILOT,X,O,X,X,X
SZJIOTL,O,O,X,X,X
SZJIOLT,X,O,X,X,X
SZJLTIO,X,O,X,O,O
SZJLTOI,X,O,X,O,O
SZJLITO,X,O,X,X,O
SZJLIOT,X,O,X,X,X
SZJLOTI,X,O,O,X,X
SZJLOIT,X,O,O,X,X
SZJOTIL,O,O,X,X,X
SZJOTLI,O,O,X,X,X
SZJOITL,O,O,X,X,X
SZJOILT,X,O,O,X,X
SZJOLTI,X,O,O,X,X
SZJOLIT,X,O,O,X,X
SZOTILJ,O,O,X,X,O
SZOTIJL,O,O,X,X,X
SZOTLIJ,O,O,X,X,O
SZOTLJI,O,O,X,X,O
SZOTJIL,O,O,X,X,X
SZOTJLI,O,O,X,X,X
SZOITLJ,O,O,X,X,O
SZOITJL,O,O,X,X,X
SZOILTJ,X,O,X,X,O
SZOILJT,X,O,O,X,X
SZOIJTL,O,O,X,X,X
SZOIJLT,X,O,O,X,X
SZOLTIJ,X,O,X,X,O
SZOLTJI,X,O,X,X,O
SZOLITJ,X,O,X,X,O
SZOLIJT,X,O,O,X,X
SZOLJTI,X,O,O,X,X
SZOLJIT,X,O,O,X,X
SZOJTIL,O,O,X,X,X
SZOJTLI,O,O,X,X,X
SZOJITL,O,O,X,X,X
SZOJILT,X,O,O,X,X
SZOJLTI,X,O,O,X,X
SZOJLIT,X,O,O,X,X
SOTILJZ,O,X,X,X,O
SOTILZJ,O,O,X,X,O
SOTIJLZ,O,O,X,X,X
SOTIJZL,O,O,X,X,X
SOTIZLJ,O,O,X,X,O
SOTIZJL,O,O,X,X,X
SOTLIJZ,O,X,X,X,O
SOTLIZJ,O,O,X,X,O
SOTLJIZ,O,O,X,X,O
SOTLJZI,O,O,X,X,O
SOTLZIJ,O,O,X,X,O
SOTLZJI,O,O,X,X,O
SOTJILZ,O,O,X,X,X
SOTJIZL,O,O,X,X,X
SOTJLIZ,O,O,X,X,X
SOTJLZI,O,O,X,X,X
SOTJZIL,O,O,X,X,X
SOTJZLI,O,O,X,X,X
SOTZILJ,O,O,X,X,O
SOTZIJL,O,O,X,X,X
SOTZLIJ,O,O,X,X,O
SOTZLJI,O,O,X,X,O
SOTZJIL,O,O,X,X,X
SOTZJLI,O,O,X,X,X
SOITLJZ,O,X,X,X,O
SOITLZJ,O,O,X,X,O
SOITJLZ,O,O,X,X,X
SOITJZL,O,O,X,X,X
SOITZLJ,O,O,X,X,O
SOITZJL,O,O,X,X,X
SOILTJZ,X,X,X,X,O
SOILTZJ,X,O,X,X,O
SOILJTZ,X,O,O,X,X
SOILJZT,X,O,O,X,X
SOILZTJ,X,O,X,X,O
SOILZJT,X,O,O,X,X
SOIJTLZ,O,O,X,X,X
SOIJTZL,O,O,X,X,X
SOIJLTZ,X,O,O,X,X
SOIJLZT,X,O,O,X,X
SOIJZTL,O,O,X,X,X
SOIJZLT,X,O,O,X,X
SOIZTLJ,O,O,X,X,O
SOIZTJL,O,O,X,X,X
SOIZLTJ,X,O,X,X,O
SOIZLJT,X,O,O,X,X
SOIZJTL,O,O,X,X,X
SOIZJLT,X,O,O,X,X
SOLTIJZ,X,X,X,X,O
SOLTIZJ,X,O,X,X,O
SOLTJIZ,X,O,X,X,O
SOLTJZI,X,O,X,X,O
SOLTZIJ,X,O,X,X,O
SOLTZJI,X,O,X,X,O
SOLITJZ,X,X,X,X,O
SOLITZJ,X,O,X,X,O
SOLIJTZ,X,O,O,X,X
SOLIJZT,X,O,O,X,X
SOLIZTJ,X,O,X,X,O
SOLIZJT,X,O,O,X,X
SOLJTIZ,X,O,O,X,X
SOLJTZI,X,O,O,X,X
SOLJITZ,X,O,O,X,X
SOLJIZT,X,O,O,X,X
SOLJZTI,X,O,O,X,X
SOLJZIT,X,O,O,X,X
SOLZTIJ,X,O,X,X,O
SOLZTJI,X,O,X,X,O
SOLZITJ,X,O,X,X,O
SOLZIJT,X,O,O,X,X
SOLZJTI,X,O,O,X,X
SOLZJIT,X,O,O,X,X
SOJTILZ,O,O,X,X,X
SOJTIZL,O,O,X,X,X
SOJTLIZ,O,O,X,X,X
SOJTLZI,O,O,X,X,X
SOJTZIL,O,O,X,X,X
SOJTZLI,O,O,X,X,X
SOJITLZ,O,O,X,X,X
SOJITZL,O,O,X,X,X
SOJILTZ,X,O,O,X,X
SOJILZT,X,O,O,X,X
SOJIZTL,O,O,X,X,X
SOJIZLT,X,O,O,X,X
SOJLTIZ,X,O,O,X,X
SOJLTZI,X,O,O,X,X
SOJLITZ,X,O,O,X,X
SOJLIZT,X,O,O,X,X
SOJLZTI,X,O,O,X,X
SOJLZIT,X,O,O,X,X
SOJZTIL,O,O,X,X,X
SOJZTLI,O,O,X,X,X
SOJZITL,O,O,X,X,X
SOJZILT,X,O,O,X,X
SOJZLTI,X,O,O,X,X
SOJZLIT,X,O,O,X,X
SOZTILJ,O,O,X,X,O
SOZTIJL,O,O,X,X,X
SOZTLIJ,O,O,X,X,O
SOZTLJI,O,O,X,X,O
SOZTJIL,O,O,X,X,X
SOZTJLI,O,O,X,X,X
SOZITLJ,O,O,X,X,O
SOZITJL,O,O,X,X,X
SOZILTJ,X,O,X,X,O
SOZILJT,X,O,O,X,X
SOZIJTL,O,O,X,X,X
SOZIJLT,X,O,O,X,X
SOZLTIJ,X,O,X,X,O
SOZLTJI,X,O,X,X,O
SOZLITJ,X,O,X,X,O
SOZLIJT,X,O,O,X,X
SOZLJTI,X,O,O,X,X
SOZLJIT,X,O,O,X,X
SOZJTIL,O,O,X,X,X
SOZJTLI,O,O,X,X,X
SOZJITL,O,O,X,X,X
SOZJILT,X,O,O,X,X
SOZJLTI,X,O,O,X,X
SOZJLIT,X,O,O,X,X
ZTILJSO,X,X,X,O,X
ZTILJOS,X,X,X,O,X
ZTILSJO,X,X,X,O,O
ZTILSOJ,X,X,X,O,O
ZTILOJS,X,X,O,O,X
ZTILOSJ,X,X,X,O,X
ZTIJLSO,X,X,X,O,X
ZTIJLOS,X,X,X,O,X
ZTIJSLO,X,O,X,X,X
ZTIJSOL,O,O,X,X,X
ZTIJOLS,O,X,X,X,X
ZTIJOSL,O,X,X,X,X
ZTISLJO,X,X,X,X,O
ZTISLOJ,X,O,X,X,O
ZTISJLO,X,O,X,X,O
ZTISJOL,O,O,X,X,X
ZTISOLJ,O,O,X,X,O
ZTISOJL,O,O,X,X,X
ZTIOLJS,O,X,O,X,X
ZTIOLSJ,O,X,X,X,X
ZTIOJLS,O,X,O,X,X
ZTIOJSL,O,X,X,X,X
ZTIOSLJ,O,X,X,X,X
ZTIOSJL,O,X,X,X,X
ZTLIJSO,X,X,X,O,X
ZTLIJOS,X,X,X,O,X
ZTLISJO,X,X,X,O,O
ZTLISOJ,X,X,X,O,O
ZTLIOJS,X,X,O,O,X
ZTLIOSJ,X,X,X,O,X
ZTLJISO,X,X,X,O,X
ZTLJIOS,X,X,X,O,X
ZTLJSIO,X,X,X,O,X
ZTLJSOI,O,X,X,O,X
ZTLJOIS,O,X,O,O,X
ZTLJOSI,O,X,O,O,X
ZTLSIJO,X,X,X,O,O
ZTLSIOJ,X,X,X,O,O
ZTLSJIO,X,X,X,O,O
ZTLSJOI,O,X,X,O,O
ZTLSOIJ,O,X,X,O,O
ZTLSOJI,O,X,X,O,O
ZTLOIJS,O,X,O,O,X
ZTLOISJ,O,X,X,O,X
ZTLOJIS,O,X,O,O,X
ZTLOJSI,O,X,O,O,X
ZTLOSIJ,O,X,X,O,X
ZTLOSJI,O,X,X,O,X
ZTJILSO,X,X,X,O,X
ZTJILOS,X,X,X,O,X
ZTJISLO,X,O,X,X,X
ZTJISOL,O,O,X,X,X
ZTJIOLS,O,X,X,X,X
ZTJIOSL,O,X,X,X,X
ZTJLISO,X,X,X,O,X
ZTJLIOS,X,X,X,O,X
ZTJLSIO,X,X,X,O,X
ZTJLSOI,O,X,X,O,X
ZTJLOIS,O,X,O,O,X
ZTJLOSI,O,X,O,O,X
ZTJSILO,X,O,X,X,X
ZTJSIOL,O,O,X,X,X
ZTJSLIO,X,O,X,O,X
ZTJSLOI,O,O,X,O,X
ZTJSOIL,O,O,X,X,X
ZTJSOLI,O,O,X,X,X
ZTJOILS,O,X,O,X,X
ZTJOISL,O,X,X,X,X
ZTJOLIS,O,X,O,O,X
ZTJOLSI,O,X,O,O,X
ZTJOSIL,O,X,X,X,X
ZTJOSLI,O,X,X,X,X
ZTSILJO,X,X,X,X,O
ZTSILOJ,X,O,X,X,O
ZTSIJLO,X,O,X,X,O
ZTSIJOL,O,O,X,X,X
ZTSIOLJ,O,O,X,X,O
ZTSIOJL,O,O,X,X,X
ZTSLIJO,X,X,X,O,O
ZTSLIOJ,X,O,X,O,O
ZTSLJIO,X,O,X,O,O
ZTSLJOI,O,O,X,O,O
ZTSLOIJ,O,O,X,O,O
ZTSLOJI,O,O,X,O,O
ZTSJILO,X,O,X,X,O
ZTSJIOL,O,O,X,X,X
ZTSJLIO,X,O,X,O,O
ZTSJLOI,O,O,X,O,O
ZTSJOIL,O,O,X,X,X
ZTSJOLI,O,O,X,X,X
ZTSOILJ,O,O,X,X,O
ZTSOIJL,O,O,X,X,X
ZTSOLIJ,O,O,X,X,O
ZTSOLJI,O,O,X,X,O
ZTSOJIL,O,O,X,X,X
ZTSOJLI,O,O,X,X,X
ZTOILJS,O,X,O,X,X
ZTOILSJ,O,X,X,X,X
ZTOIJLS,O,X,O,X,X
ZTOIJSL,O,X,X,X,X
ZTOISLJ,O,X,X,X,X
ZTOISJL,O,X,X,X,X
ZTOLIJS,O,X,O,O,X
ZTOLISJ,O,X,X,O,X
ZTOLJIS,O,X,O,O,X
ZTOLJSI,O,X,O,O,X
ZTOLSIJ,O,X,X,O,X
ZTOLSJI,O,X,X,O,X
ZTOJILS,O,X,O,X,X
ZTOJISL,O,X,X,X,X
ZTOJLIS,O,X,O,O,X
ZTOJLSI,O,X,O,O,X
ZTOJSIL,O,X,X,X,X
ZTOJSLI,O,X,X,X,X
ZTOSILJ,O,X,X,X,X
ZTOSIJL,O,X,X,X,X
ZTOSLIJ,O,X,X,X,X
ZTOSLJI,O,X,X,X,X
ZTOSJIL,O,X,X,X,X
ZTOSJLI,O,X,X,X,X
ZITLJSO,X,X,X,O,X
ZITLJOS,X,X,X,O,X
ZITLSJO,X,X,X,O,O
ZITLSOJ,X,X,X,O,O
ZITLOJS,X,X,O,O,X
ZITLOSJ,X,X,X,O,X
ZITJLSO,X,X,X,O,X
ZITJLOS,X,X,X,O,X
ZITJSLO,X,O,X,X,X
ZITJSOL,O,O,X,X,X
ZITJOLS,O,X,X,X,X
ZITJOSL,O,X,X,X,X
ZITSLJO,X,X,X,X,O
ZITSLOJ,X,O,X,X,O
ZITSJLO,X,O,X,X,O
ZITSJOL,O,O,X,X,X
ZITSOLJ,O,O,X,X,O
ZITSOJL,O,O,X,X,X
ZITOLJS,O,X,O,X,X
ZITOLSJ,O,X,X,X,X
ZITOJLS,O,X,O,X,X
ZITOJSL,O,X,X,X,X
ZITOSLJ,O,X,X,X,X
ZITOSJL,O,X,X,X,X
ZILTJSO,X,X,X,O,X
ZILTJOS,X,X,X,O,X
ZILTSJO,X,X,X,O,O
ZILTSOJ,X,X,X,O,O
ZILTOJS,X,X,O,O,X
ZILTOSJ,X,X,X,O,X
ZILJTSO,X,X,X,O,X
ZILJTOS,X,X,X,O,X
ZILJSTO,X,O,X,X,O
ZILJSOT,X,O,X,X,X
ZILJOTS,O,X,O,X,X
ZILJOST,X,X,O,X,X
ZILSTJO,X,X,X,X,O
ZILSTOJ,X,O,X,X,O
ZILSJTO,X,O,X,X,O
ZILSJOT,X,O,X,X,X
ZILSOTJ,X,O,X,X,O
ZILSOJT,X,O,O,X,X
ZILOTJS,O,X,O,X,X
ZILOTSJ,O,X,X,X,X
ZILOJTS,O,X,O,X,X
ZILOJST,X,X,O,X,X
ZILOSTJ,X,X,X,X,O
ZILOSJT,X,X,O,X,X
ZIJTLSO,X,X,X,O,X
ZIJTLOS,X,X,X,O,X
ZIJTSLO,X,O,X,X,X
ZIJTSOL,O,O,X,X,X
ZIJTOLS,O,X,X,X,X
ZIJTOSL,O,X,X,X,X
ZIJLTSO,X,X,X,O,X
ZIJLTOS,X,X,X,O,X
ZIJLSTO,X,O,X,X,O
ZIJLSOT,X,O,X,X,X
ZIJLOTS,O,X,O,X,X
ZIJLOST,X,X,O,X,X
ZIJSTLO,X,O,X,X,O
ZIJSTOL,X,O,X,X,X
ZIJSLTO,X,O,X,X,O
ZIJSLOT,X,O,X,X,X
ZIJSOTL,O,O,X,X,X
ZIJSOLT,X,O,X,X,X
ZIJOTLS,O,X,O,X,X
ZIJOTSL,O,X,X,X,X
ZIJOLTS,O,X,O,X,X
ZIJOLST,X,X,O,X,X
ZIJOSTL,O,O,X,X,X
ZIJOSLT,X,O,O,X,X
