sequence,v115@XhD8AeB8AeF8Je0AJvhFxhBTjB3kBCnBlqBOpB,v115@XhD8AeB8AeF8JeZEJvhFCgBGiBTjBVqB3mB8qB,v115@XhD8AeB8AeF8Jex/IvhFSnBTjBOpBXlB8qBlrB,v115@XhD8AeB8AeF8JeRBJvhFSnBTjBOpB/qBUrBlpB,v115@XhD8AeB8AeF8JeZEJvhFWlBSnBTjB8qBXqBlrB,v115@XhD8AeB8AeF8JeSHJvhFTjBxkB8qBOpBXqBlrB
ZJSITOL,X,O,O,O,X,X
ZJSILTO,X,X,O,O,X,X
ZJSILOT,X,X,O,O,O,X
ZJSIOTL,X,O,O,O,X,X
ZJSIOLT,X,X,O,O,O,X
ZJSLTIO,X,X,O,O,X,X
ZJSLTOI,X,X,O,O,X,X
ZJSLITO,X,X,O,O,X,X
ZJSLIOT,X,X,O,O,O,X
ZJSLOTI,X,X,O,O,X,X
ZJSLOIT,X,X,O,O,O,X
ZJSOTIL,X,O,O,O,X,X
ZJSOTLI,X,X,O,O,X,X
ZJSOITL,X,O,O,O,X,X
ZJSOILT,X,X,O,O,O,X
ZJSOLTI,X,X,O,O,X,X
ZJSOLIT,X,X,O,O,O,X
ZJOTILS,X,X,X,X,O,X
ZJOTISL,X,O,X,X,X,X
ZJOTLIS,X,X,X,X,O,X
ZJOTLSI,X,X,O,X,X,X
ZJOTSIL,X,O,O,X,X,X
ZJOTSLI,X,X,O,X,X,X
ZJOITLS,X,X,X,X,O,X
ZJOITSL,X,O,X,X,X,X
ZJOILTS,X,X,X,X,O,O
ZJOILST,X,X,O,X,O,O
ZJOISTL,X,O,O,X,X,X
ZJOISLT,X,X,O,X,O,X
ZJOLTIS,X,X,X,X,O,X
ZJOLTSI,X,X,O,X,X,X
ZJOLITS,X,X,X,X,O,O
ZJOLIST,X,X,O,X,O,O
ZJOLSTI,X,X,O,O,X,X
ZJOLSIT,X,X,O,O,O,X
ZJOSTIL,X,O,O,O,X,X
ZJOSTLI,X,X,O,O,X,X
ZJOSITL,X,O,O,O,X,X
ZJOSILT,X,X,O,O,O,X
ZJOSLTI,X,X,O,O,X,X
ZJOSLIT,X,X,O,O,O,X
ZSTILJO,O,O,X,O,X,X
ZSTILOJ,O,O,X,O,X,X
ZSTIJLO,O,O,X,O,X,X
ZSTIJOL,X,O,X,O,X,X
ZSTIOLJ,O,O,X,O,X,X
ZSTIOJL,X,O,X,O,X,X
ZSTLIJO,O,X,X,O,X,X
ZSTLIOJ,O,X,X,O,X,X
ZSTLJIO,O,X,O,O,X,X
ZSTLJOI,O,X,O,O,X,X
ZSTLOIJ,O,X,X,O,X,X
ZSTLOJI,O,X,O,O,X,X
ZSTJILO,O,O,O,O,X,X
ZSTJIOL,X,O,O,O,X,X
ZSTJLIO,O,X,O,O,X,X
ZSTJLOI,O,X,O,O,X,X
ZSTJOIL,X,O,O,O,X,X
ZSTJOLI,O,X,O,O,X,X
ZSTOILJ,O,O,X,O,X,X
ZSTOIJL,X,O,X,O,X,X
ZSTOLIJ,O,X,X,O,X,X
ZSTOLJI,O,X,O,O,X,X
ZSTOJIL,X,O,O,O,X,X
ZSTOJLI,O,X,O,O,X,X
ZSITLJO,X,O,X,O,X,X
ZSITLOJ,X,O,X,O,X,X
ZSITJLO,X,O,X,O,X,X
ZSITJOL,X,O,X,O,X,X
ZSITOLJ,X,O,X,O,X,X
ZSITOJL,X,O,X,O,X,X
ZSILTJO,X,X,X,O,X,X
ZSILTOJ,X,X,X,O,X,X
ZSILJTO,X,X,O,O,X,X
ZSILJOT,X,X,O,O,O,X
ZSILOTJ,X,X,X,O,X,O
ZSILOJT,X,X,O,O,O,O
ZSIJTLO,X,O,O,O,X,X
ZSIJTOL,X,O,O,O,X,X
ZSIJLTO,X,X,O,O,X,X
ZSIJLOT,X,X,O,O,O,X
ZSIJOTL,X,O,O,O,X,X
ZSIJOLT,X,X,O,O,O,X
ZSIOTLJ,X,O,X,O,X,X
ZSIOTJL,X,O,X,O,X,X
ZSIOLTJ,X,X,X,O,X,O
ZSIOLJT,X,X,O,O,O,O
ZSIOJTL,X,O,O,O,X,X
ZSIOJLT,X,X,O,O,O,X
ZSLTIJO,O,X,X,O,X,X
ZSLTIOJ,O,X,X,O,X,X
ZSLTJIO,O,X,O,O,X,X
ZSLTJOI,O,X,O,O,X,X
ZSLTOIJ,O,X,X,O,X,X
ZSLTOJI,O,X,O,O,X,X
ZSLITJO,X,X,X,O,X,X
ZSLITOJ,X,X,X,O,X,X
ZSLIJTO,X,X,O,O,X,X
ZSLIJOT,X,X,O,O,O,X
ZSLIOTJ,X,X,X,O,X,O
ZSLIOJT,X,X,O,O,O,O
ZSLJTIO,X,X,O,O,X,X
ZSLJTOI,X,X,O,O,X,X
ZSLJITO,X,X,O,O,X,X
ZSLJIOT,X,X,O,O,O,X
ZSLJOTI,X,X,O,O,X,X
ZSLJOIT,X,X,O,O,O,X
ZSLOTIJ,O,X,X,O,X,X
ZSLOTJI,O,X,O,O,X,X
ZSLOITJ,X,X,X,O,X,O
ZSLOIJT,X,X,O,O,O,O
ZSLOJTI,X,X,O,O,X,X
ZSLOJIT,X,X,O,O,O,X
ZSJTILO,X,O,O,O,X,X
ZSJTIOL,X,O,O,O,X,X
ZSJTLIO,X,X,O,O,X,X
ZSJTLOI,X,X,O,O,X,X
ZSJTOIL,X,O,O,O,X,X
ZSJTOLI,X,X,O,O,X,X
ZSJITLO,X,O,O,O,X,X
ZSJITOL,X,O,O,O,X,X
ZSJILTO,X,X,O,O,X,X
ZSJILOT,X,X,O,O,O,X
ZSJIOTL,X,O,O,O,X,X
ZSJIOLT,X,X,O,O,O,X
ZSJLTIO,X,X,O,O,X,X
ZSJLTOI,X,X,O,O,X,X
ZSJLITO,X,X,O,O,X,X
ZSJLIOT,X,X,O,O,O,X
ZSJLOTI,X,X,O,O,X,X
ZSJLOIT,X,X,O,O,O,X
ZSJOTIL,X,O,O,O,X,X
ZSJOTLI,X,X,O,O,X,X
ZSJOITL,X,O,O,O,X,X
ZSJOILT,X,X,O,O,O,X
ZSJOLTI,X,X,O,O,X,X
ZSJOLIT,X,X,O,O,O,X
ZSOTILJ,O,O,X,O,X,X
ZSOTIJL,X,O,X,O,X,X
ZSOTLIJ,O,X,X,O,X,X
ZSOTLJI,O,X,O,O,X,X
ZSOTJIL,X,O,O,O,X,X
ZSOTJLI,O,X,O,O,X,X
ZSOITLJ,X,O,X,O,X,X
ZSOITJL,X,O,X,O,X,X
ZSOILTJ,X,X,X,O,X,O
ZSOILJT,X,X,O,O,O,O
ZSOIJTL,X,O,O,O,X,X
ZSOIJLT,X,X,O,O,O,X
ZSOLTIJ,O,X,X,O,X,X
ZSOLTJI,O,X,O,O,X,X
ZSOLITJ,X,X,X,O,X,O
ZSOLIJT,X,X,O,O,O,O
ZSOLJTI,X,X,O,O,X,X
ZSOLJIT,X,X,O,O,O,X
ZSOJTIL,X,O,O,O,X,X
ZSOJTLI,X,X,O,O,X,X
ZSOJITL,X,O,O,O,X,X
ZSOJILT,X,X,O,O,O,X
ZSOJLTI,X,X,O,O,X,X
ZSOJLIT,X,X,O,O,O,X
ZOTILJS,O,X,X,X,O,O
ZOTILSJ,O,X,X,X,X,O
ZOTIJLS,X,X,X,X,O,X
ZOTIJSL,X,O,X,X,X,X
ZOTISLJ,O,O,X,X,X,X
ZOTISJL,X,O,X,X,X,X
ZOTLIJS,O,X,X,X,O,O
ZOTLISJ,O,X,X,X,X,O
ZOTLJIS,O,X,X,X,O,X
ZOTLJSI,O,X,O,X,X,X
ZOTLSIJ,O,X,X,X,X,X
ZOTLSJI,O,X,O,X,X,X
ZOTJILS,X,X,X,X,O,X
ZOTJISL,X,O,X,X,X,X
ZOTJLIS,O,X,X,X,O,X
ZOTJLSI,O,X,O,X,X,X
ZOTJSIL,X,O,O,X,X,X
ZOTJSLI,O,X,O,X,X,X
ZOTSILJ,O,O,X,X,X,X
ZOTSIJL,X,O,X,X,X,X
ZOTSLIJ,O,X,X,X,X,X
ZOTSLJI,O,X,O,X,X,X
ZOTSJIL,X,O,O,X,X,X
ZOTSJLI,O,X,O,X,X,X
ZOITLJS,X,X,X,X,O,O
ZOITLSJ,X,X,X,X,X,O
ZOITJLS,X,X,X,X,O,X
ZOITJSL,X,O,X,X,X,X
ZOITSLJ,X,O,X,X,X,X
ZOITSJL,X,O,X,X,X,X
ZOILTJS,X,X,X,X,O,O
ZOILTSJ,X,X,X,X,X,O
ZOILJTS,X,X,X,X,O,O
ZOILJST,X,X,O,X,O,O
ZOILSTJ,X,X,X,X,X,O
ZOILSJT,X,X,O,X,O,O
ZOIJTLS,X,X,X,X,O,X
ZOIJTSL,X,O,X,X,X,X
ZOIJLTS,X,X,X,X,O,O
ZOIJLST,X,X,O,X,O,O
ZOIJSTL,X,O,O,X,X,X
ZOIJSLT,X,X,O,X,O,X
ZOISTLJ,X,O,X,X,X,X
ZOISTJL,X,O,X,X,X,X
ZOISLTJ,X,X,X,X,X,O
ZOISLJT,X,X,O,X,O,O
ZOISJTL,X,O,O,X,X,X
ZOISJLT,X,X,O,X,O,X
ZOLTIJS,O,X,X,X,O,O
ZOLTISJ,O,X,X,X,X,O
ZOLTJIS,O,X,X,X,O,X
ZOLTJSI,O,X,O,X,X,X
ZOLTSIJ,O,X,X,X,X,X
ZOLTSJI,O,X,O,X,X,X
ZOLITJS,O,X,X,X,O,O
ZOLITSJ,O,X,X,X,X,O
ZOLIJTS,X,X,X,X,O,O
ZOLIJST,X,X,O,X,O,O
ZOLISTJ,X,X,X,X,X,O
ZOLISJT,X,X,O,X,O,O
ZOLJTIS,X,X,X,X,O,X
ZOLJTSI,X,X,O,X,X,X
ZOLJITS,X,X,X,X,O,O
ZOLJIST,X,X,O,X,O,O
ZOLJSTI,X,X,O,O,X,X
ZOLJSIT,X,X,O,O,O,X
ZOLSTIJ,O,X,X,O,X,X
ZOLSTJI,O,X,O,O,X,X
ZOLSITJ,X,X,X,O,X,O
ZOLSIJT,X,X,O,O,O,O
ZOLSJTI,X,X,O,O,X,X
ZOLSJIT,X,X,O,O,O,X
ZOJTILS,X,X,X,X,O,X
ZOJTISL,X,O,X,X,X,X
ZOJTLIS,X,X,X,X,O,X
ZOJTLSI,X,X,O,X,X,X
ZOJTSIL,X,O,O,X,X,X
ZOJTSLI,X,X,O,X,X,X
ZOJITLS,X,X,X,X,O,X
ZOJITSL,X,O,X,X,X,X
ZOJILTS,X,X,X,X,O,O
ZOJILST,X,X,O,X,O,O
ZOJISTL,X,O,O,X,X,X
ZOJISLT,X,X,O,X,O,X
ZOJLTIS,X,X,X,X,O,X
ZOJLTSI,X,X,O,X,X,X
ZOJLITS,X,X,X,X,O,O
ZOJLIST,X,X,O,X,O,O
ZOJLSTI,X,X,O,O,X,X
ZOJLSIT,X,X,O,O,O,X
ZOJSTIL,X,O,O,O,X,X
ZOJSTLI,X,X,O,O,X,X
ZOJSITL,X,O,O,O,X,X
ZOJSILT,X,X,O,O,O,X
ZOJSLTI,X,X,O,O,X,X
ZOJSLIT,X,X,O,O,O,X
ZOSTILJ,O,O,X,O,X,X
ZOSTIJL,X,O,X,O,X,X
ZOSTLIJ,O,X,X,O,X,X
ZOSTLJI,O,X,O,O,X,X
ZOSTJIL,X,O,O,O,X,X
ZOSTJLI,O,X,O,O,X,X
ZOSITLJ,X,O,X,O,X,X
ZOSITJL,X,O,X,O,X,X
ZOSILTJ,X,X,X,O,X,O
ZOSILJT,X,X,O,O,O,O
ZOSIJTL,X,O,O,O,X,X
ZOSIJLT,X,X,O,O,O,X
ZOSLTIJ,O,X,X,O,X,X
ZOSLTJI,O,X,O,O,X,X
ZOSLITJ,X,X,X,O,X,O
ZOSLIJT,X,X,O,O,O,O
ZOSLJTI,X,X,O,O,X,X
ZOSLJIT,X,X,O,O,O,X
ZOSJTIL,X,O,O,O,X,X
ZOSJTLI,X,X,O,O,X,X
ZOSJITL,X,O,O,O,X,X
ZOSJILT,X,X,O,O,O,X
ZOSJLTI,X,X,O,O,X,X
ZOSJLIT,X,X,O,O,O,X
OTILJSZ,O,O,X,X,X,X
OTILJZS,O,X,X,X,X,X
OTILSJZ,O,O,X,X,X,X
OTILSZJ,O,O,X,X,X,X
OTILZJS,O,X,X,X,O,X
OTILZSJ,O,X,X,X,X,X
OTIJLSZ,X,O,X,X,X,X
OTIJLZS,X,X,X,X,X,X
OTIJSLZ,X,O,X,X,X,X
OTIJSZL,X,O,X,X,X,X
OTIJZLS,X,X,X,X,X,X
OTIJZSL,X,O,X,X,X,X
OTISLJZ,O,O,X,X,X,X
OTISLZJ,O,O,X,X,X,X
OTISJLZ,X,O,X,X,X,X
OTISJZL,X,O,X,X,X,X
OTISZLJ,O,O,X,X,X,X
OTISZJL,X,O,X,X,X,X
OTIZLJS,O,X,X,X,O,X
OTIZLSJ,O,X,X,X,X,X
OTIZJLS,X,X,X,X,O,X
OTIZJSL,X,O,X,X,X,X
OTIZSLJ,O,O,X,X,X,X
OTIZSJL,X,O,X,X,X,X
OTLIJSZ,O,O,X,X,X,X
OTLIJZS,O,X,X,X,X,X
OTLISJZ,O,O,X,X,X,X
OTLISZJ,O,O,X,X,X,X
OTLIZJS,O,X,X,X,O,X
OTLIZSJ,O,X,X,X,X,X
OTLJISZ,O,O,X,X,X,X
OTLJIZS,O,X,X,X,X,X
OTLJSIZ,O,O,X,X,X,X
OTLJSZI,O,X,X,O,X,X
OTLJZIS,O,X,X,X,X,X
OTLJZSI,O,X,O,X,X,X
OTLSIJZ,O,O,X,X,X,X
OTLSIZJ,O,O,X,X,X,X
OTLSJIZ,O,O,X,X,X,X
OTLSJZI,O,X,X,O,X,X
OTLSZIJ,O,X,X,O,X,X
OTLSZJI,O,X,X,O,X,X
OTLZIJS,O,X,X,X,O,O
OTLZISJ,O,X,X,X,X,O
OTLZJIS,O,X,X,X,O,X
OTLZJSI,O,X,O,X,X,X
OTLZSIJ,O,X,X,X,X,X
OTLZSJI,O,X,O,X,X,X
OTJILSZ,X,O,X,X,X,X
OTJILZS,X,X,X,X,X,X
OTJISLZ,X,O,X,X,X,X
OTJISZL,X,O,X,X,X,X
OTJIZLS,X,X,X,X,X,X
OTJIZSL,X,O,X,X,X,X
OTJLISZ,O,O,X,X,X,X
OTJLIZS,O,X,X,X,X,X
OTJLSIZ,O,O,X,X,X,X
OTJLSZI,O,X,X,O,X,X
OTJLZIS,O,X,X,X,X,X
OTJLZSI,O,X,O,X,X,X
OTJSILZ,X,O,X,X,X,X
OTJSIZL,X,O,X,X,X,X
OTJSLIZ,O,O,X,X,X,X
OTJSLZI,O,X,X,O,X,X
OTJSZIL,X,O,X,O,X,X
OTJSZLI,O,X,X,O,X,X
OTJZILS,X,X,X,X,X,X
OTJZISL,X,O,X,X,X,X
OTJZLIS,O,X,X,X,X,X
OTJZLSI,O,X,O,X,X,X
OTJZSIL,X,O,O,X,X,X
OTJZSLI,O,X,O,X,X,X
OTSILJZ,O,O,X,X,X,X
OTSILZJ,O,O,X,X,X,X
OTSIJLZ,X,O,X,X,X,X
OTSIJZL,X,O,X,X,X,X
OTSIZLJ,O,O,X,X,X,X
OTSIZJL,X,O,X,X,X,X
OTSLIJZ,O,O,X,X,X,X
OTSLIZJ,O,O,X,X,X,X
OTSLJIZ,O,O,X,X,X,X
OTSLJZI,O,X,X,O,X,X
OTSLZIJ,O,X,X,O,X,X
OTSLZJI,O,X,X,O,X,X
OTSJILZ,X,O,X,X,X,X
OTSJIZL,X,O,X,X,X,X
OTSJLIZ,O,O,X,X,X,X
OTSJLZI,O,X,X,O,X,X
OTSJZIL,X,O,X,O,X,X
OTSJZLI,O,X,X,O,X,X
OTSZILJ,O,O,X,O,X,X
OTSZIJL,X,O,X,O,X,X
OTSZLIJ,O,X,X,O,X,X
OTSZLJI,O,X,X,O,X,X
OTSZJIL,X,O,X,O,X,X
OTSZJLI,O,X,X,O,X,X
OTZILJS,O,X,X,X,O,O
OTZILSJ,O,X,X,X,X,O
OTZIJLS,X,X,X,X,O,X
OTZIJSL,X,O,X,X,X,X
OTZISLJ,O,O,X,X,X,X
OTZISJL,X,O,X,X,X,X
OTZLIJS,O,X,X,X,O,O
OTZLISJ,O,X,X,X,X,O
OTZLJIS,O,X,X,X,O,X
OTZLJSI,O,X,O,X,X,X
OTZLSIJ,O,X,X,X,X,X
OTZLSJI,O,X,O,X,X,X
OTZJILS,X,X,X,X,O,X
OTZJISL,X,O,X,X,X,X
OTZJLIS,O,X,X,X,O,X
OTZJLSI,O,X,O,X,X,X
OTZJSIL,X,O,O,X,X,X
OTZJSLI,O,X,O,X,X,X
OTZSILJ,O,O,X,X,X,X
OTZSIJL,X,O,X,X,X,X
OTZSLIJ,O,X,X,X,X,X
OTZSLJI,O,X,O,X,X,X
OTZSJIL,X,O,O,X,X,X
OTZSJLI,O,X,O,X,X,X
OITLJSZ,O,O,X,X,X,X
OITLJZS,O,X,X,X,X,X
OITLSJZ,O,O,X,X,X,X
OITLSZJ,O,O,X,X,X,X
OITLZJS,O,X,X,X,O,X
OITLZSJ,O,X,X,X,X,X
OITJLSZ,X,O,X,X,X,X
OITJLZS,X,X,X,X,X,X
OITJSLZ,X,O,X,X,X,X
OITJSZL,X,O,X,X,X,X
OITJZLS,X,X,X,X,X,X
OITJZSL,X,O,X,X,X,X
OITSLJZ,O,O,X,X,X,X
OITSLZJ,O,O,X,X,X,X
OITSJLZ,X,O,X,X,X,X
OITSJZL,X,O,X,X,X,X
OITSZLJ,O,O,X,X,X,X
OITSZJL,X,O,X,X,X,X
OITZLJS,O,X,X,X,O,X
OITZLSJ,O,X,X,X,X,X
OITZJLS,X,X,X,X,O,X
OITZJSL,X,O,X,X,X,X
OITZSLJ,O,O,X,X,X,X
OITZSJL,X,O,X,X,X,X
OILTJSZ,O,O,X,X,X,X
OILTJZS,O,X,X,X,X,X
OILTSJZ,O,O,X,X,X,X
OILTSZJ,O,O,X,X,X,X
OILTZJS,O,X,X,X,O,X
OILTZSJ,O,X,X,X,X,X
OILJTSZ,O,O,X,X,X,X
OILJTZS,O,X,X,X,X,X
OILJSTZ,X,O,X,X,X,X
OILJSZT,X,X,X,O,X,X
OILJZTS,X,X,X,X,O,X
OILJZST,X,X,O,X,O,X
OILSTJZ,O,O,X,X,X,X
OILSTZJ,O,O,X,X,X,X
OILSJTZ,X,O,X,X,X,X
OILSJZT,X,X,X,O,X,X
OILSZTJ,X,X,X,O,X,X
OILSZJT,X,X,X,O,O,X
OILZTJS,O,X,X,X,O,O
OILZTSJ,O,X,X,X,X,O
OILZJTS,X,X,X,X,O,O
OILZJST,X,X,O,X,O,O
OILZSTJ,X,X,X,X,X,O
OILZSJT,X,X,O,X,O,O
OIJTLSZ,X,O,X,X,X,X
OIJTLZS,X,X,X,X,X,X
OIJTSLZ,X,O,X,X,X,X
OIJTSZL,X,O,X,X,X,X
OIJTZLS,X,X,X,X,X,X
OIJTZSL,X,O,X,X,X,X
OIJLTSZ,X,O,X,X,X,X
OIJLTZS,X,X,X,X,X,X
OIJLSTZ,X,O,X,X,X,X
OIJLSZT,X,X,X,O,X,X
OIJLZTS,X,X,X,X,O,X
OIJLZST,X,X,O,X,O,X
OIJSTLZ,X,O,X,X,X,X
OIJSTZL,X,O,X,X,X,X
OIJSLTZ,X,O,X,X,X,X
OIJSLZT,X,X,X,O,X,X
OIJSZTL,X,O,X,O,X,X
OIJSZLT,X,X,X,O,X,X
OIJZTLS,X,X,X,X,O,X
OIJZTSL,X,O,X,X,X,X
OIJZLTS,X,X,X,X,O,X
OIJZLST,X,X,O,X,O,X
OIJZSTL,X,O,O,X,X,X
OIJZSLT,X,X,O,X,O,X
OISTLJZ,O,O,X,X,X,X
OISTLZJ,O,O,X,X,X,X
OISTJLZ,X,O,X,X,X,X
OISTJZL,X,O,X,X,X,X
OISTZLJ,O,O,X,X,X,X
OISTZJL,X,O,X,X,X,X
OISLTJZ,O,O,X,X,X,X
OISLTZJ,O,O,X,X,X,X
OISLJTZ,X,O,X,X,X,X
OISLJZT,X,X,X,O,X,X
OISLZTJ,X,X,X,O,X,X
OISLZJT,X,X,X,O,O,X
OISJTLZ,X,O,X,X,X,X
OISJTZL,X,O,X,X,X,X
OISJLTZ,X,O,X,X,X,X
OISJLZT,X,X,X,O,X,X
OISJZTL,X,O,X,O,X,X
OISJZLT,X,X,X,O,X,X
OISZTLJ,X,O,X,O,X,X
OISZTJL,X,O,X,O,X,X
OISZLTJ,X,X,X,O,X,X
OISZLJT,X,X,X,O,O,X
OISZJTL,X,O,X,O,X,X
OISZJLT,X,X,X,O,O,X
OIZTLJS,X,X,X,X,O,O
OIZTLSJ,X,X,X,X,X,O
OIZTJLS,X,X,X,X,O,X
OIZTJSL,X,O,X,X,X,X
OIZTSLJ,X,O,X,X,X,X
OIZTSJL,X,O,X,X,X,X
OIZLTJS,X,X,X,X,O,O
OIZLTSJ,X,X,X,X,X,O
OIZLJTS,X,X,X,X,O,O
OIZLJST,X,X,O,X,O,O
OIZLSTJ,X,X,X,X,X,O
OIZLSJT,X,X,O,X,O,O
OIZJTLS,X,X,X,X,O,X
OIZJTSL,X,O,X,X,X,X
OIZJLTS,X,X,X,X,O,O
OIZJLST,X,X,O,X,O,O
OIZJSTL,X,O,O,X,X,X
OIZJSLT,X,X,O,X,O,X
OIZSTLJ,X,O,X,X,X,X
OIZSTJL,X,O,X,X,X,X
OIZSLTJ,X,X,X,X,X,O
OIZSLJT,X,X,O,X,O,O
OIZSJTL,X,O,O,X,X,X
OIZSJLT,X,X,O,X,O,X
OLTIJSZ,O,O,X,X,X,X
OLTIJZS,O,X,X,X,X,X
OLTISJZ,O,O,X,X,X,X
OLTISZJ,O,O,X,X,X,X
OLTIZJS,O,X,X,X,O,X
OLTIZSJ,O,X,X,X,X,X
OLTJISZ,O,O,X,X,X,X
OLTJIZS,O,X,X,X,X,X
OLTJSIZ,O,O,X,X,X,X
OLTJSZI,O,X,X,O,X,X
OLTJZIS,O,X,X,X,X,X
OLTJZSI,O,X,O,X,X,X
OLTSIJZ,O,O,X,X,X,X
OLTSIZJ,O,O,X,X,X,X
OLTSJIZ,O,O,X,X,X,X
OLTSJZI,O,X,X,O,X,X
OLTSZIJ,O,X,X,O,X,X
OLTSZJI,O,X,X,O,X,X
OLTZIJS,O,X,X,X,O,O
OLTZISJ,O,X,X,X,X,O
OLTZJIS,O,X,X,X,O,X
OLTZJSI,O,X,O,X,X,X
OLTZSIJ,O,X,X,X,X,X
OLTZSJI,O,X,O,X,X,X
OLITJSZ,O,O,X,X,X,X
OLITJZS,O,X,X,X,X,X
OLITSJZ,O,O,X,X,X,X
OLITSZJ,O,O,X,X,X,X
OLITZJS,O,X,X,X,O,X
OLITZSJ,O,X,X,X,X,X
OLIJTSZ,O,O,X,X,X,X
OLIJTZS,O,X,X,X,X,X
OLIJSTZ,X,O,X,X,X,X
OLIJSZT,X,X,X,O,X,X
OLIJZTS,X,X,X,X,O,X
OLIJZST,X,X,O,X,O,X
OLISTJZ,O,O,X,X,X,X
OLISTZJ,O,O,X,X,X,X
OLISJTZ,X,O,X,X,X,X
OLISJZT,X,X,X,O,X,X
OLISZTJ,X,X,X,O,X,X
OLISZJT,X,X,X,O,O,X
OLIZTJS,O,X,X,X,O,O
OLIZTSJ,O,X,X,X,X,O
OLIZJTS,X,X,X,X,O,O
OLIZJST,X,X,O,X,O,O
OLIZSTJ,X,X,X,X,X,O
OLIZSJT,X,X,O,X,O,O
OLJTISZ,O,O,X,X,X,X
OLJTIZS,O,X,X,X,X,X
OLJTSIZ,O,O,X,X,X,X
OLJTSZI,O,X,X,O,X,X
OLJTZIS,O,X,X,X,X,X
OLJTZSI,O,X,O,X,X,X
OLJITSZ,O,O,X,X,X,X
OLJITZS,O,X,X,X,X,X
OLJISTZ,X,O,X,X,X,X
OLJISZT,X,X,X,O,X,X
OLJIZTS,X,X,X,X,O,X
OLJIZST,X,X,O,X,O,X
OLJSTIZ,O,O,X,X,X,X
OLJSTZI,O,X,X,O,X,X
OLJSITZ,X,O,X,X,X,X
OLJSIZT,X,X,X,O,X,X
OLJSZTI,X,X,O,O,X,X
OLJSZIT,X,X,O,O,X,X
OLJZTIS,X,X,X,X,O,X
OLJZTSI,X,X,O,X,X,X
OLJZITS,X,X,X,X,O,O
OLJZIST,X,X,O,X,O,O
OLJZSTI,X,X,O,O,X,X
OLJZSIT,X,X,O,O,O,X
OLSTIJZ,O,O,X,X,X,X
OLSTIZJ,O,O,X,X,X,X
OLSTJIZ,O,O,X,X,X,X
OLSTJZI,O,X,X,O,X,X
OLSTZIJ,O,X,X,O,X,X
OLSTZJI,O,X,X,O,X,X
OLSITJZ,O,O,X,X,X,X
OLSITZJ,O,O,X,X,X,X
OLSIJTZ,X,O,X,X,X,X
OLSIJZT,X,X,X,O,X,X
OLSIZTJ,X,X,X,O,X,X
OLSIZJT,X,X,X,O,O,X
OLSJTIZ,O,O,X,X,X,X
OLSJTZI,O,X,X,O,X,X
OLSJITZ,X,O,X,X,X,X
OLSJIZT,X,X,X,O,X,X
OLSJZTI,X,X,O,O,X,X
OLSJZIT,X,X,O,O,X,X
OLSZTIJ,O,X,X,O,X,X
OLSZTJI,O,X,O,O,X,X
OLSZITJ,X,X,X,O,X,O
OLSZIJT,X,X,O,O,O,O
OLSZJTI,X,X,O,O,X,X
OLSZJIT,X,X,O,O,O,X
OLZTIJS,O,X,X,X,O,O
OLZTISJ,O,X,X,X,X,O
OLZTJIS,O,X,X,X,O,X
OLZTJSI,O,X,O,X,X,X
OLZTSIJ,O,X,X,X,X,X
OLZTSJI,O,X,O,X,X,X
OLZITJS,O,X,X,X,O,O
OLZITSJ,O,X,X,X,X,O
OLZIJTS,X,X,X,X,O,O
OLZIJST,X,X,O,X,O,O
OLZISTJ,X,X,X,X,X,O
OLZISJT,X,X,O,X,O,O
OLZJTIS,X,X,X,X,O,X
OLZJTSI,X,X,O,X,X,X
OLZJITS,X,X,X,X,O,O
OLZJIST,X,X,O,X,O,O
OLZJSTI,X,X,O,O,X,X
OLZJSIT,X,X,O,O,O,X
OLZSTIJ,O,X,X,O,X,X
OLZSTJI,O,X,O,O,X,X
OLZSITJ,X,X,X,O,X,O
OLZSIJT,X,X,O,O,O,O
OLZSJTI,X,X,O,O,X,X
OLZSJIT,X,X,O,O,O,X
OJTILSZ,X,O,X,X,X,X
OJTILZS,X,X,X,X,X,X
OJTISLZ,X,O,X,X,X,X
OJTISZL,X,O,X,X,X,X
OJTIZLS,X,X,X,X,X,X
OJTIZSL,X,O,X,X,X,X
OJTLISZ,O,O,X,X,X,X
OJTLIZS,O,X,X,X,X,X
OJTLSIZ,O,O,X,X,X,X
OJTLSZI,O,X,X,O,X,X
OJTLZIS,O,X,X,X,X,X
OJTLZSI,O,X,O,X,X,X
OJTSILZ,X,O,X,X,X,X
OJTSIZL,X,O,X,X,X,X
OJTSLIZ,O,O,X,X,X,X
OJTSLZI,O,X,X,O,X,X
OJTSZIL,X,O,X,O,X,X
OJTSZLI,O,X,X,O,X,X
OJTZILS,X,X,X,X,X,X
OJTZISL,X,O,X,X,X,X
OJTZLIS,O,X,X,X,X,X
OJTZLSI,O,X,O,X,X,X
OJTZSIL,X,O,O,X,X,X
OJTZSLI,O,X,O,X,X,X
OJITLSZ,X,O,X,X,X,X
OJITLZS,X,X,X,X,X,X
OJITSLZ,X,O,X,X,X,X
OJITSZL,X,O,X,X,X,X
OJITZLS,X,X,X,X,X,X
OJITZSL,X,O,X,X,X,X
OJILTSZ,X,O,X,X,X,X
OJILTZS,X,X,X,X,X,X
OJILSTZ,X,O,X,X,X,X
OJILSZT,X,X,X,O,X,X
OJILZTS,X,X,X,X,O,X
OJILZST,X,X,O,X,O,X
