sequence,v115@FhB8IeA8GeC8AeA8AeB8BeC8JeZEJvhFzfBfmB6mB0?iBesBFqB,v115@FhB8IeA8GeC8AeA8AeB8BeC8JeZEJvhFukB3gB1mB0?iBiqBzrB,v115@FhB8IeA8GeC8AeA8AeB8BeC8JeZEJvhFzfBGhBUmBi?nBFqBXsB,v115@FhB8IeA8GeC8AeA8AeB8BeC8JeZEJvhFFgB6mB0iBf?qBzlBesB,v115@FhB8IeA8GeC8AeA8AeB8BeC8JeZEJvhFXhB0iBzkBa?sBGrBFqB,v115@FhB8IeA8GeC8AeA8AeB8BeC8Jei/IvhFRhB1nBcpBO?qBXmBzrB
ZJOITSL,O,O,O,O,X,O
ZJOILTS,X,O,O,O,O,O
ZJOILST,O,O,X,O,O,X
ZJOISTL,O,O,X,O,X,X
ZJOISLT,O,O,X,O,X,X
ZJOLTIS,X,O,O,O,O,O
ZJOLTSI,X,O,O,O,O,O
ZJOLITS,X,O,O,O,O,O
ZJOLIST,O,O,X,O,O,X
ZJOLSTI,O,O,X,O,O,O
ZJOLSIT,O,O,X,O,O,X
ZJOSTIL,O,O,X,O,X,O
ZJOSTLI,O,O,X,O,X,O
ZJOSITL,O,O,X,O,X,X
ZJOSILT,O,O,X,O,X,X
ZJOSLTI,O,O,X,O,X,O
ZJOSLIT,O,O,X,O,X,X
ZSTILJO,O,X,X,O,X,O
ZSTILOJ,O,X,X,X,X,O
ZSTIJLO,O,X,O,O,X,O
ZSTIJOL,O,X,O,O,X,O
ZSTIOLJ,O,X,X,O,X,O
ZSTIOJL,O,X,O,O,X,X
ZSTLIJO,O,X,X,O,X,O
ZSTLIOJ,O,X,X,X,X,O
ZSTLJIO,O,X,X,O,X,O
ZSTLJOI,O,X,X,O,X,O
ZSTLOIJ,O,X,X,X,X,O
ZSTLOJI,O,X,X,X,X,X
ZSTJILO,O,X,O,O,X,O
ZSTJIOL,O,X,O,O,X,O
ZSTJLIO,O,X,O,O,X,O
ZSTJLOI,O,X,O,O,X,O
ZSTJOIL,O,X,O,O,X,O
ZSTJOLI,O,X,O,O,X,O
ZSTOILJ,O,X,X,O,X,O
ZSTOIJL,O,X,O,O,X,X
ZSTOLIJ,O,X,X,O,X,O
ZSTOLJI,O,X,X,O,X,X
ZSTOJIL,O,X,O,O,X,O
ZSTOJLI,O,X,O,O,X,O
ZSITLJO,O,X,X,O,X,O
ZSITLOJ,O,X,X,X,X,O
ZSITJLO,O,X,O,O,X,O
ZSITJOL,O,X,O,O,X,O
ZSITOLJ,O,X,X,O,X,O
ZSITOJL,O,X,O,O,X,X
ZSILTJO,O,O,X,O,O,O
ZSILTOJ,O,O,X,X,O,O
ZSILJTO,O,O,X,O,O,X
ZSILJOT,O,X,X,O,O,X
ZSILOTJ,X,X,X,X,O,X
ZSILOJT,X,X,X,X,O,X
ZSIJTLO,O,X,O,O,X,O
ZSIJTOL,O,X,O,O,X,O
ZSIJLTO,O,O,O,O,X,O
ZSIJLOT,O,X,X,O,X,X
ZSIJOTL,O,O,X,O,X,X
ZSIJOLT,O,O,X,O,X,X
ZSIOTLJ,X,O,X,O,X,X
ZSIOTJL,X,O,X,O,X,X
ZSIOLTJ,X,O,X,O,O,X
ZSIOLJT,X,O,X,O,O,X
ZSIOJTL,X,O,X,O,X,X
ZSIOJLT,X,O,X,O,X,X
ZSLTIJO,O,O,X,O,O,O
ZSLTIOJ,O,O,X,X,O,O
ZSLTJIO,O,O,X,O,O,O
ZSLTJOI,O,O,X,O,O,O
ZSLTOIJ,O,O,X,X,O,O
ZSLTOJI,O,O,X,X,X,X
ZSLITJO,O,O,X,O,O,O
ZSLITOJ,O,O,X,X,O,O
ZSLIJTO,O,O,X,O,O,X
ZSLIJOT,O,X,X,O,O,X
ZSLIOTJ,X,X,X,X,O,X
ZSLIOJT,X,X,X,X,O,X
ZSLJTIO,O,O,X,O,O,O
ZSLJTOI,O,O,X,O,O,O
ZSLJITO,O,O,X,O,O,O
ZSLJIOT,O,X,X,O,O,X
ZSLJOTI,O,X,X,O,O,O
ZSLJOIT,O,X,X,O,O,X
ZSLOTIJ,X,X,X,X,O,O
ZSLOTJI,X,X,X,X,X,O
ZSLOITJ,X,X,X,X,O,X
ZSLOIJT,X,X,X,X,O,X
ZSLOJTI,X,X,X,X,O,O
ZSLOJIT,X,X,X,X,O,X
ZSJTILO,O,X,O,O,X,O
ZSJTIOL,O,X,O,O,X,O
ZSJTLIO,O,X,O,O,X,O
ZSJTLOI,O,X,O,O,X,O
ZSJTOIL,O,X,O,O,X,O
ZSJTOLI,O,X,O,O,X,O
ZSJITLO,O,X,O,O,X,O
ZSJITOL,O,X,O,O,X,O
ZSJILTO,O,O,O,O,X,O
ZSJILOT,O,X,X,O,X,X
ZSJIOTL,O,O,X,O,X,X
ZSJIOLT,O,O,X,O,X,X
ZSJLTIO,O,O,O,O,X,O
ZSJLTOI,O,O,O,O,X,O
ZSJLITO,O,O,O,O,X,O
ZSJLIOT,O,X,X,O,X,X
ZSJLOTI,O,X,X,O,X,O
ZSJLOIT,O,X,X,O,X,X
ZSJOTIL,O,O,X,O,X,O
ZSJOTLI,O,O,X,O,X,O
ZSJOITL,O,O,X,O,X,X
ZSJOILT,O,O,X,O,X,X
ZSJOLTI,O,O,X,O,X,O
ZSJOLIT,O,O,X,O,X,X
ZSOTILJ,X,O,X,O,X,O
ZSOTIJL,X,O,X,O,X,O
ZSOTLIJ,X,O,X,O,X,O
ZSOTLJI,X,O,X,O,X,O
ZSOTJIL,X,O,X,O,X,O
ZSOTJLI,X,O,X,O,X,O
ZSOITLJ,X,O,X,O,X,X
ZSOITJL,X,O,X,O,X,X
ZSOILTJ,X,O,X,O,O,X
ZSOILJT,X,O,X,O,O,X
ZSOIJTL,X,O,X,O,X,X
ZSOIJLT,X,O,X,O,X,X
ZSOLTIJ,X,O,X,O,O,O
ZSOLTJI,X,O,X,O,X,O
ZSOLITJ,X,O,X,O,O,X
ZSOLIJT,X,O,X,O,O,X
ZSOLJTI,X,O,X,O,O,O
ZSOLJIT,X,O,X,O,O,X
ZSOJTIL,X,O,X,O,X,O
ZSOJTLI,X,O,X,O,X,O
ZSOJITL,X,O,X,O,X,X
ZSOJILT,X,O,X,O,X,X
ZSOJLTI,X,O,X,O,X,O
ZSOJLIT,X,O,X,O,X,X
ZOTILJS,O,O,O,X,O,O
ZOTILSJ,X,O,X,X,O,O
ZOTIJLS,O,O,O,X,X,O
ZOTIJSL,O,O,O,X,X,O
ZOTISLJ,X,O,X,X,X,O
ZOTISJL,O,O,O,X,X,O
ZOTLIJS,O,O,O,X,O,O
ZOTLISJ,X,O,X,X,O,O
ZOTLJIS,O,O,O,X,O,O
ZOTLJSI,O,O,O,X,O,O
ZOTLSIJ,X,O,X,X,O,O
ZOTLSJI,X,O,X,X,X,O
ZOTJILS,O,O,O,X,X,O
ZOTJISL,O,O,O,X,X,O
ZOTJLIS,O,O,O,X,X,O
ZOTJLSI,O,O,O,X,X,O
ZOTJSIL,O,O,O,X,X,O
ZOTJSLI,O,O,O,X,X,O
ZOTSILJ,X,O,X,X,X,O
ZOTSIJL,O,O,O,X,X,O
ZOTSLIJ,X,O,X,X,X,O
ZOTSLJI,X,O,X,X,X,O
ZOTSJIL,O,O,O,X,X,O
ZOTSJLI,O,O,O,X,X,O
ZOITLJS,O,O,O,X,O,O
ZOITLSJ,X,O,X,X,O,O
ZOITJLS,O,O,O,X,X,O
ZOITJSL,O,O,O,X,X,O
ZOITSLJ,X,O,X,X,X,O
ZOITSJL,O,O,O,X,X,O
ZOILTJS,X,O,X,X,O,O
ZOILTSJ,X,O,X,X,O,O
ZOILJTS,X,O,X,O,O,O
ZOILJST,X,O,X,O,O,X
ZOILSTJ,X,O,X,O,O,X
ZOILSJT,X,O,X,O,O,X
ZOIJTLS,O,O,O,O,X,O
ZOIJTSL,O,O,O,O,X,O
ZOIJLTS,X,O,O,O,O,O
ZOIJLST,O,O,X,O,O,X
ZOIJSTL,O,O,X,O,X,X
ZOIJSLT,O,O,X,O,X,X
ZOISTLJ,X,O,X,O,X,X
ZOISTJL,X,O,X,O,X,X
ZOISLTJ,X,O,X,O,O,X
ZOISLJT,X,O,X,O,O,X
ZOISJTL,X,O,X,O,X,X
ZOISJLT,X,O,X,O,X,X
ZOLTIJS,X,O,X,X,O,O
ZOLTISJ,X,O,X,X,O,O
ZOLTJIS,X,O,X,X,O,O
ZOLTJSI,X,O,X,X,O,O
ZOLTSIJ,X,O,X,X,O,O
ZOLTSJI,X,O,X,X,X,O
ZOLITJS,X,O,X,X,O,O
ZOLITSJ,X,O,X,X,O,O
ZOLIJTS,X,O,X,O,O,O
ZOLIJST,X,O,X,O,O,X
ZOLISTJ,X,O,X,O,O,X
ZOLISJT,X,O,X,O,O,X
ZOLJTIS,X,O,X,O,O,O
ZOLJTSI,X,O,X,O,O,O
ZOLJITS,X,O,X,O,O,O
ZOLJIST,X,O,X,O,O,X
ZOLJSTI,X,O,X,O,O,O
ZOLJSIT,X,O,X,O,O,X
ZOLSTIJ,X,O,X,O,O,O
ZOLSTJI,X,O,X,O,X,O
ZOLSITJ,X,O,X,O,O,X
ZOLSIJT,X,O,X,O,O,X
ZOLSJTI,X,O,X,O,O,O
ZOLSJIT,X,O,X,O,O,X
ZOJTILS,O,O,O,O,X,O
ZOJTISL,O,O,O,O,X,O
ZOJTLIS,O,O,O,O,X,O
ZOJTLSI,O,O,O,O,X,O
ZOJTSIL,O,O,O,O,X,O
ZOJTSLI,O,O,O,O,X,O
ZOJITLS,O,O,O,O,X,O
ZOJITSL,O,O,O,O,X,O
ZOJILTS,X,O,O,O,O,O
ZOJILST,O,O,X,O,O,X
ZOJISTL,O,O,X,O,X,X
ZOJISLT,O,O,X,O,X,X
ZOJLTIS,X,O,O,O,O,O
ZOJLTSI,X,O,O,O,O,O
ZOJLITS,X,O,O,O,O,O
ZOJLIST,O,O,X,O,O,X
ZOJLSTI,O,O,X,O,O,O
ZOJLSIT,O,O,X,O,O,X
ZOJSTIL,O,O,X,O,X,O
ZOJSTLI,O,O,X,O,X,O
ZOJSITL,O,O,X,O,X,X
ZOJSILT,O,O,X,O,X,X
ZOJSLTI,O,O,X,O,X,O
ZOJSLIT,O,O,X,O,X,X
ZOSTILJ,X,O,X,O,X,O
ZOSTIJL,X,O,X,O,X,O
ZOSTLIJ,X,O,X,O,X,O
ZOSTLJI,X,O,X,O,X,O
ZOSTJIL,X,O,X,O,X,O
ZOSTJLI,X,O,X,O,X,O
ZOSITLJ,X,O,X,O,X,X
ZOSITJL,X,O,X,O,X,X
ZOSILTJ,X,O,X,O,O,X
ZOSILJT,X,O,X,O,O,X
ZOSIJTL,X,O,X,O,X,X
ZOSIJLT,X,O,X,O,X,X
ZOSLTIJ,X,O,X,O,O,O
ZOSLTJI,X,O,X,O,X,O
ZOSLITJ,X,O,X,O,O,X
ZOSLIJT,X,O,X,O,O,X
ZOSLJTI,X,O,X,O,O,O
ZOSLJIT,X,O,X,O,O,X
ZOSJTIL,X,O,X,O,X,O
ZOSJTLI,X,O,X,O,X,O
ZOSJITL,X,O,X,O,X,X
ZOSJILT,X,O,X,O,X,X
ZOSJLTI,X,O,X,O,X,O
ZOSJLIT,X,O,X,O,X,X
OTILJSZ,O,O,X,O,O,X
OTILJZS,O,O,O,O,O,O
OTILSJZ,O,O,X,O,X,X
OTILSZJ,O,O,O,O,O,O
OTILZJS,O,O,O,X,O,O
OTILZSJ,X,O,O,X,O,O
OTIJLSZ,O,O,X,O,O,X
OTIJLZS,O,O,O,O,O,O
OTIJSLZ,O,O,X,O,X,O
OTIJSZL,O,O,X,O,X,O
OTIJZLS,O,O,O,O,X,O
OTIJZSL,O,O,O,O,X,O
OTISLJZ,O,O,X,O,X,X
OTISLZJ,O,O,O,O,X,O
OTISJLZ,O,O,X,O,X,O
OTISJZL,O,O,X,O,X,O
OTISZLJ,O,O,X,O,X,O
OTISZJL,O,O,O,O,X,O
OTIZLJS,O,O,O,X,O,O
OTIZLSJ,X,O,O,X,O,O
OTIZJLS,O,O,O,X,X,O
OTIZJSL,O,O,O,X,X,O
OTIZSLJ,O,O,X,X,X,O
OTIZSJL,O,O,O,X,X,O
OTLIJSZ,O,O,X,O,O,X
OTLIJZS,O,O,O,O,O,O
OTLISJZ,O,O,X,O,X,X
OTLISZJ,O,O,O,O,O,O
OTLIZJS,O,O,O,X,O,O
OTLIZSJ,X,O,O,X,O,O
OTLJISZ,O,O,X,O,O,X
OTLJIZS,O,O,O,O,O,O
OTLJSIZ,O,O,X,O,O,O
OTLJSZI,O,O,X,O,O,O
OTLJZIS,O,O,O,O,O,O
OTLJZSI,O,O,O,O,O,O
OTLSIJZ,O,O,X,O,X,X
OTLSIZJ,O,O,O,O,O,O
OTLSJIZ,O,O,X,O,X,O
OTLSJZI,O,O,X,O,X,O
OTLSZIJ,O,O,O,O,O,O
OTLSZJI,O,O,O,O,X,O
OTLZIJS,O,O,O,X,O,O
OTLZISJ,X,O,O,X,O,O
OTLZJIS,O,O,O,X,O,O
OTLZJSI,O,O,O,X,O,O
OTLZSIJ,X,O,O,X,O,O
OTLZSJI,X,O,O,X,X,O
OTJILSZ,O,O,X,O,O,X
OTJILZS,O,O,O,O,O,O
OTJISLZ,O,O,X,O,X,O
OTJISZL,O,O,X,O,X,O
OTJIZLS,O,O,O,O,X,O
OTJIZSL,O,O,O,O,X,O
OTJLISZ,O,O,X,O,O,X
OTJLIZS,O,O,O,O,O,O
OTJLSIZ,O,O,X,O,O,O
OTJLSZI,O,O,X,O,O,O
OTJLZIS,O,O,O,O,O,O
OTJLZSI,O,O,O,O,O,O
OTJSILZ,O,O,X,O,X,O
OTJSIZL,O,O,X,O,X,O
OTJSLIZ,O,O,X,O,X,O
OTJSLZI,O,O,X,O,X,O
OTJSZIL,O,O,X,O,X,O
OTJSZLI,O,O,X,O,X,O
OTJZILS,O,O,O,O,X,O
OTJZISL,O,O,O,O,X,O
OTJZLIS,O,O,O,O,X,O
OTJZLSI,O,O,O,O,X,O
OTJZSIL,O,O,O,O,X,O
OTJZSLI,O,O,O,O,X,O
OTSILJZ,O,O,X,O,X,X
OTSILZJ,O,O,O,O,X,O
OTSIJLZ,O,O,X,O,X,O
OTSIJZL,O,O,X,O,X,O
OTSIZLJ,O,O,X,O,X,O
OTSIZJL,O,O,O,O,X,O
OTSLIJZ,O,O,X,O,X,X
OTSLIZJ,O,O,O,O,X,O
OTSLJIZ,O,O,X,O,X,O
OTSLJZI,O,O,X,O,X,O
OTSLZIJ,O,O,O,O,X,O
OTSLZJI,O,O,O,O,X,O
OTSJILZ,O,O,X,O,X,O
OTSJIZL,O,O,X,O,X,O
OTSJLIZ,O,O,X,O,X,O
OTSJLZI,O,O,X,O,X,O
OTSJZIL,O,O,X,O,X,O
OTSJZLI,O,O,X,O,X,O
OTSZILJ,O,O,X,O,X,O
OTSZIJL,O,O,O,O,X,O
OTSZLIJ,O,O,X,O,X,O
OTSZLJI,O,O,X,O,X,O
OTSZJIL,O,O,O,O,X,O
OTSZJLI,O,O,O,O,X,O
OTZILJS,O,O,O,X,O,O
OTZILSJ,X,O,O,X,O,O
OTZIJLS,O,O,O,X,X,O
OTZIJSL,O,O,O,X,X,O
OTZISLJ,O,O,X,X,X,O
OTZISJL,O,O,O,X,X,O
OTZLIJS,O,O,O,X,O,O
OTZLISJ,X,O,O,X,O,O
OTZLJIS,O,O,O,X,O,O
OTZLJSI,O,O,O,X,O,O
OTZLSIJ,X,O,O,X,O,O
OTZLSJI,X,O,O,X,X,O
OTZJILS,O,O,O,X,X,O
OTZJISL,O,O,O,X,X,O
OTZJLIS,O,O,O,X,X,O
OTZJLSI,O,O,O,X,X,O
OTZJSIL,O,O,O,X,X,O
OTZJSLI,O,O,O,X,X,O
OTZSILJ,O,O,X,X,X,O
OTZSIJL,O,O,O,X,X,O
OTZSLIJ,O,O,X,X,X,O
OTZSLJI,O,O,X,X,X,O
OTZSJIL,O,O,O,X,X,O
OTZSJLI,O,O,O,X,X,O
OITLJSZ,O,O,X,O,O,X
OITLJZS,O,O,O,O,O,O
OITLSJZ,O,O,X,O,X,X
OITLSZJ,O,O,O,O,O,O
OITLZJS,O,O,O,X,O,O
OITLZSJ,X,O,O,X,O,O
OITJLSZ,O,O,X,O,O,X
OITJLZS,O,O,O,O,O,O
OITJSLZ,O,O,X,O,X,O
OITJSZL,O,O,X,O,X,O
OITJZLS,O,O,O,O,X,O
OITJZSL,O,O,O,O,X,O
OITSLJZ,O,O,X,O,X,X
OITSLZJ,O,O,O,O,X,O
OITSJLZ,O,O,X,O,X,O
OITSJZL,O,O,X,O,X,O
OITSZLJ,O,O,X,O,X,O
OITSZJL,O,O,O,O,X,O
OITZLJS,O,O,O,X,O,O
OITZLSJ,X,O,O,X,O,O
OITZJLS,O,O,O,X,X,O
OITZJSL,O,O,O,X,X,O
OITZSLJ,O,O,X,X,X,O
OITZSJL,O,O,O,X,X,O
OILTJSZ,X,O,X,O,O,X
OILTJZS,X,O,O,O,O,X
OILTSJZ,X,O,X,O,X,X
OILTSZJ,X,O,O,O,O,X
OILTZJS,X,O,O,X,O,X
OILTZSJ,X,O,O,X,O,X
OILJTSZ,X,O,X,O,O,X
OILJTZS,X,O,X,O,O,X
OILJSTZ,X,O,X,O,O,X
OILJSZT,X,O,X,O,O,X
OILJZTS,X,O,X,O,O,X
OILJZST,X,O,X,O,O,X
OILSTJZ,X,O,X,O,X,X
OILSTZJ,X,O,X,O,O,X
OILSJTZ,X,O,X,O,O,X
OILSJZT,X,O,X,O,O,X
OILSZTJ,X,O,X,O,O,X
OILSZJT,X,O,X,O,O,X
OILZTJS,X,O,O,X,O,X
OILZTSJ,X,O,O,X,O,X
OILZJTS,X,O,O,O,O,X
OILZJST,X,O,X,O,O,X
OILZSTJ,X,O,X,O,O,X
OILZSJT,X,O,X,O,O,X
OIJTLSZ,O,O,X,O,O,X
OIJTLZS,O,O,X,O,O,O
OIJTSLZ,O,O,X,O,X,O
OIJTSZL,O,O,X,O,X,O
OIJTZLS,O,O,X,O,X,O
OIJTZSL,O,O,X,O,X,O
OIJLTSZ,X,O,X,O,O,X
OIJLTZS,X,O,X,O,O,X
OIJLSTZ,O,O,X,O,O,X
OIJLSZT,O,O,X,O,O,X
OIJLZTS,X,O,X,O,O,X
OIJLZST,O,O,X,O,O,X
OIJSTLZ,O,O,X,O,X,X
OIJSTZL,O,O,X,O,X,X
OIJSLTZ,O,O,X,O,O,X
OIJSLZT,O,O,X,O,O,X
OIJSZTL,O,O,X,O,X,X
OIJSZLT,O,O,X,O,X,X
OIJZTLS,O,O,X,O,X,O
OIJZTSL,O,O,X,O,X,O
OIJZLTS,X,O,X,O,O,O
OIJZLST,O,O,X,O,O,X
OIJZSTL,O,O,X,O,X,X
OIJZSLT,O,O,X,O,X,X
OISTLJZ,O,O,X,O,X,X
OISTLZJ,O,O,X,O,X,X
OISTJLZ,O,O,X,O,X,X
OISTJZL,O,O,X,O,X,X
OISTZLJ,O,O,X,O,X,X
OISTZJL,O,O,X,O,X,X
OISLTJZ,O,O,X,O,X,X
OISLTZJ,O,O,X,O,O,X
OISLJTZ,O,O,X,O,O,X
OISLJZT,O,O,X,O,O,X
OISLZTJ,X,O,X,O,O,X
OISLZJT,X,O,X,O,O,X
OISJTLZ,O,O,X,O,X,X
OISJTZL,O,O,X,O,X,X
OISJLTZ,O,O,X,O,O,X
OISJLZT,O,O,X,O,O,X
OISJZTL,O,O,X,O,X,X
OISJZLT,O,O,X,O,X,X
OISZTLJ,X,O,X,O,X,X
OISZTJL,X,O,X,O,X,X
OISZLTJ,X,O,X,O,O,X
OISZLJT,X,O,X,O,O,X
OISZJTL,X,O,X,O,X,X
OISZJLT,X,O,X,O,X,X
OIZTLJS,O,O,O,X,O,O
OIZTLSJ,X,O,X,X,O,O
OIZTJLS,O,O,O,X,X,O
OIZTJSL,O,O,O,X,X,O
OIZTSLJ,X,O,X,X,X,O
OIZTSJL,O,O,O,X,X,O
OIZLTJS,X,O,X,X,O,O
OIZLTSJ,X,O,X,X,O,O
OIZLJTS,X,O,X,O,O,O
OIZLJST,X,O,X,O,O,X
OIZLSTJ,X,O,X,O,O,X
OIZLSJT,X,O,X,O,O,X
OIZJTLS,O,O,O,O,X,O
OIZJTSL,O,O,O,O,X,O
OIZJLTS,X,O,O,O,O,O
OIZJLST,O,O,X,O,O,X
OIZJSTL,O,O,X,O,X,X
OIZJSLT,O,O,X,O,X,X
OIZSTLJ,X,O,X,O,X,X
OIZSTJL,X,O,X,O,X,X
OIZSLTJ,X,O,X,O,O,X
OIZSLJT,X,O,X,O,O,X
OIZSJTL,X,O,X,O,X,X
OIZSJLT,X,O,X,O,X,X
OLTIJSZ,X,O,X,O,O,X
OLTIJZS,X,O,O,O,O,O
OLTISJZ,X,O,X,O,X,X
OLTISZJ,X,O,O,O,O,O
OLTIZJS,X,O,O,X,O,O
OLTIZSJ,X,O,O,X,O,O
OLTJISZ,X,O,X,O,O,X
OLTJIZS,X,O,O,O,O,O
OLTJSIZ,X,O,X,O,O,O
OLTJSZI,X,O,X,O,O,O
OLTJZIS,X,O,O,O,O,O
OLTJZSI,X,O,O,O,O,O
OLTSIJZ,X,O,X,O,X,X
OLTSIZJ,X,O,O,O,O,O
OLTSJIZ,X,O,X,O,X,O
OLTSJZI,X,O,X,O,X,O
OLTSZIJ,X,O,O,O,O,O
OLTSZJI,X,O,O,O,X,O
OLTZIJS,X,O,O,X,O,O
OLTZISJ,X,O,O,X,O,O
OLTZJIS,X,O,O,X,O,O
OLTZJSI,X,O,O,X,O,O
OLTZSIJ,X,O,O,X,O,O
OLTZSJI,X,O,O,X,X,O
OLITJSZ,X,O,X,O,O,X
OLITJZS,X,O,O,O,O,X
OLITSJZ,X,O,X,O,X,X
OLITSZJ,X,O,O,O,O,X
OLITZJS,X,O,O,X,O,X
OLITZSJ,X,O,O,X,O,X
OLIJTSZ,X,O,X,O,O,X
OLIJTZS,X,O,X,O,O,X
OLIJSTZ,X,O,X,O,O,X
OLIJSZT,X,O,X,O,O,X
OLIJZTS,X,O,X,O,O,X
OLIJZST,X,O,X,O,O,X
OLISTJZ,X,O,X,O,X,X
OLISTZJ,X,O,X,O,O,X
OLISJTZ,X,O,X,O,O,X
OLISJZT,X,O,X,O,O,X
OLISZTJ,X,O,X,O,O,X
OLISZJT,X,O,X,O,O,X
OLIZTJS,X,O,O,X,O,X
OLIZTSJ,X,O,O,X,O,X
OLIZJTS,X,O,O,O,O,X
OLIZJST,X,O,X,O,O,X
OLIZSTJ,X,O,X,O,O,X
OLIZSJT,X,O,X,O,O,X
OLJTISZ,X,O,X,O,O,X
OLJTIZS,X,O,X,O,O,O
OLJTSIZ,X,O,X,O,O,O
OLJTSZI,X,O,X,O,O,O
OLJTZIS,X,O,X,O,O,O
OLJTZSI,X,O,X,O,O,O
OLJITSZ,X,O,X,O,O,X
OLJITZS,X,O,X,O,O,X
OLJISTZ,X,O,X,O,O,X
OLJISZT,X,O,X,O,O,X
OLJIZTS,X,O,X,O,O,X
OLJIZST,X,O,X,O,O,X
OLJSTIZ,X,O,X,O,O,X
OLJSTZI,X,O,X,O,O,X
OLJSITZ,X,O,X,O,O,X
OLJSIZT,X,O,X,O,O,X
OLJSZTI,X,O,X,O,O,X
OLJSZIT,X,O,X,O,O,X
OLJZTIS,X,O,X,O,O,O
OLJZTSI,X,O,X,O,O,O
OLJZITS,X,O,X,O,O,O
OLJZIST,X,O,X,O,O,X
OLJZSTI,X,O,X,O,O,O
OLJZSIT,X,O,X,O,O,X
OLSTIJZ,X,O,X,O,X,X
OLSTIZJ,X,O,X,O,O,X
OLSTJIZ,X,O,X,O,X,X
OLSTJZI,X,O,X,O,X,X
OLSTZIJ,X,O,X,O,O,X
OLSTZJI,X,O,X,O,X,X
OLSITJZ,X,O,X,O,X,X
OLSITZJ,X,O,X,O,O,X
OLSIJTZ,X,O,X,O,O,X
OLSIJZT,X,O,X,O,O,X
OLSIZTJ,X,O,X,O,O,X
OLSIZJT,X,O,X,O,O,X
OLSJTIZ,X,O,X,O,O,X
OLSJTZI,X,O,X,O,O,X
OLSJITZ,X,O,X,O,O,X
OLSJIZT,X,O,X,O,O,X
OLSJZTI,X,O,X,O,O,X
OLSJZIT,X,O,X,O,O,X
OLSZTIJ,X,O,X,O,O,X
OLSZTJI,X,O,X,O,X,X
OLSZITJ,X,O,X,O,O,X
OLSZIJT,X,O,X,O,O,X
OLSZJTI,X,O,X,O,O,X
OLSZJIT,X,O,X,O,O,X
OLZTIJS,X,O,O,X,O,O
OLZTISJ,X,O,O,X,O,O
OLZTJIS,X,O,O,X,O,O
OLZTJSI,X,O,O,X,O,O
OLZTSIJ,X,O,O,X,O,O
OLZTSJI,X,O,O,X,X,O
OLZITJS,X,O,O,X,O,O
OLZITSJ,X,O,O,X,O,O
OLZIJTS,X,O,O,O,O,O
OLZIJST,X,O,X,O,O,X
OLZISTJ,X,O,X,O,O,X
OLZISJT,X,O,X,O,O,X
OLZJTIS,X,O,O,O,O,O
OLZJTSI,X,O,O,O,O,O
OLZJITS,X,O,O,O,O,O
OLZJIST,X,O,X,O,O,X
OLZJSTI,X,O,X,O,O,O
OLZJSIT,X,O,X,O,O,X
OLZSTIJ,X,O,X,O,O,O
OLZSTJI,X,O,X,O,X,O
OLZSITJ,X,O,X,O,O,X
OLZSIJT,X,O,X,O,O,X
OLZSJTI,X,O,X,O,O,O
OLZSJIT,X,O,X,O,O,X
OJTILSZ,O,O,X,O,O,X
OJTILZS,O,O,X,O,O,O
OJTISLZ,O,O,X,O,X,O
OJTISZL,O,O,X,O,X,O
OJTIZLS,O,O,X,O,X,O
OJTIZSL,O,O,X,O,X,O
OJTLISZ,O,O,X,O,O,X
OJTLIZS,O,O,X,O,O,O
OJTLSIZ,O,O,X,O,O,O
OJTLSZI,O,O,X,O,O,O
OJTLZIS,O,O,X,O,O,O
OJTLZSI,O,O,X,O,O,O
OJTSILZ,O,O,X,O,X,O
OJTSIZL,O,O,X,O,X,O
OJTSLIZ,O,O,X,O,X,O
OJTSLZI,O,O,X,O,X,O
OJTSZIL,O,O,X,O,X,O
OJTSZLI,O,O,X,O,X,O
OJTZILS,O,O,X,O,X,O
OJTZISL,O,O,X,O,X,O
OJTZLIS,O,O,X,O,X,O
OJTZLSI,O,O,X,O,X,O
OJTZSIL,O,O,X,O,X,O
OJTZSLI,O,O,X,O,X,O
OJITLSZ,O,O,X,O,O,X
OJITLZS,O,O,X,O,O,O
OJITSLZ,O,O,X,O,X,O
OJITSZL,O,O,X,O,X,O
OJITZLS,O,O,X,O,X,O
OJITZSL,O,O,X,O,X,O
OJILTSZ,X,O,X,O,O,X
OJILTZS,X,O,X,O,O,X
OJILSTZ,O,O,X,O,O,X
OJILSZT,O,O,X,O,O,X
OJILZTS,X,O,X,O,O,X
OJILZST,O,O,X,O,O,X
OJISTLZ,O,O,X,O,X,X
OJISTZL,O,O,X,O,X,X
OJISLTZ,O,O,X,O,O,X
OJISLZT,O,O,X,O,O,X
OJISZTL,O,O,X,O,X,X
OJISZLT,O,O,X,O,X,X
OJIZTLS,O,O,X,O,X,O
OJIZTSL,O,O,X,O,X,O
OJIZLTS,X,O,X,O,O,O
OJIZLST,O,O,X,O,O,X
OJIZSTL,O,O,X,O,X,X
OJIZSLT,O,O,X,O,X,X
OJLTISZ,X,O,X,O,O,X
OJLTIZS,X,O,X,O,O,O
OJLTSIZ,X,O,X,O,O,O
OJLTSZI,X,O,X,O,O,O
OJLTZIS,X,O,X,O,O,O
OJLTZSI,X,O,X,O,O,O
OJLITSZ,X,O,X,O,O,X
OJLITZS,X,O,X,O,O,X
OJLISTZ,O,O,X,O,O,X
