sequence,v115@HhA8IeC8GeE8AeC8Ke0/IvhFlgB3hBaoB5oBTnBGrB,v115@HhA8IeC8GeE8AeC8Ke0/IvhF6lBlhBziB5oB/rB2xB,v115@HhA8IeC8GeE8AeC8Ke0/IvhFxgB/nBCmBToBlrBGtB
STZIJLO,X,O,X
STZIJOL,X,O,X
STZIOLJ,X,O,O
STZIOJL,X,O,X
STZLIJO,X,O,O
STZLIOJ,X,O,O
STZLJIO,X,O,O
STZLJOI,X,O,O
STZLOIJ,X,O,O
STZLOJI,X,O,O
STZJILO,X,O,X
STZJIOL,X,O,X
STZJLIO,X,O,O
STZJLOI,X,O,O
STZJOIL,X,O,X
STZJOLI,X,O,O
STZOILJ,X,O,O
STZOIJL,X,O,X
STZOLIJ,X,O,O
STZOLJI,X,O,O
STZOJIL,X,O,X
STZOJLI,X,O,O
STOILJZ,X,O,O
STOILZJ,X,O,O
STOIJLZ,X,O,X
STOIJZL,X,O,X
STOIZLJ,X,O,O
STOIZJL,X,O,X
STOLIJZ,X,O,O
STOLIZJ,X,O,O
STOLJIZ,X,O,O
STOLJZI,X,O,O
STOLZIJ,X,O,O
STOLZJI,X,O,O
STOJILZ,X,O,X
STOJIZL,X,O,X
STOJLIZ,X,O,O
STOJLZI,X,O,O
STOJZIL,X,O,X
STOJZLI,X,O,O
STOZILJ,X,O,O
STOZIJL,X,O,X
STOZLIJ,X,O,O
STOZLJI,X,O,O
STOZJIL,X,O,X
STOZJLI,X,O,O
SITLJZO,X,O,O
SITLJOZ,X,O,O
SITLZJO,X,O,O
SITLZOJ,X,O,O
SITLOJZ,X,O,O
SITLOZJ,X,O,O
SITJLZO,X,O,X
SITJLOZ,X,O,X
SITJZLO,X,O,X
SITJZOL,X,O,X
SITJOLZ,X,O,X
SITJOZL,X,O,X
SITZLJO,X,O,O
SITZLOJ,X,O,O
SITZJLO,X,O,X
SITZJOL,X,O,X
SITZOLJ,X,O,O
SITZOJL,X,O,X
SITOLJZ,X,O,O
SITOLZJ,X,O,O
SITOJLZ,X,O,X
SITOJZL,X,O,X
SITOZLJ,X,O,O
SITOZJL,X,O,X
SILTJZO,X,O,X
SILTJOZ,X,O,X
SILTZJO,X,O,X
SILTZOJ,X,O,X
SILTOJZ,X,O,X
SILTOZJ,X,O,X
SILJTZO,O,O,X
SILJTOZ,O,O,X
SILJZTO,O,O,X
SILJZOT,O,O,X
SILJOTZ,O,O,X
SILJOZT,O,O,X
SILZTJO,X,O,X
SILZTOJ,O,O,X
SILZJTO,O,O,X
SILZJOT,O,O,X
SILZOTJ,O,O,O
SILZOJT,O,O,X
SILOTJZ,O,O,X
SILOTZJ,O,O,X
SILOJTZ,O,O,X
SILOJZT,O,O,X
SILOZTJ,O,O,O
SILOZJT,O,O,X
SIJTLZO,O,O,X
SIJTLOZ,O,O,X
SIJTZLO,O,O,X
SIJTZOL,O,O,X
SIJTOLZ,O,O,X
SIJTOZL,O,O,X
SIJLTZO,O,O,X
SIJLTOZ,O,O,X
SIJLZTO,O,O,X
SIJLZOT,O,O,X
SIJLOTZ,O,O,X
SIJLOZT,O,O,X
SIJZTLO,O,O,X
SIJZTOL,O,O,X
SIJZLTO,O,O,X
SIJZLOT,O,O,X
SIJZOTL,O,O,X
SIJZOLT,O,O,X
SIJOTLZ,O,O,X
SIJOTZL,O,O,X
SIJOLTZ,O,O,X
SIJOLZT,O,O,X
SIJOZTL,O,O,X
SIJOZLT,O,O,X
SIZTLJO,X,O,O
SIZTLOJ,O,O,O
SIZTJLO,X,O,X
SIZTJOL,X,O,X
SIZTOLJ,O,O,O
SIZTOJL,O,O,X
SIZLTJO,X,O,X
SIZLTOJ,O,O,X
SIZLJTO,O,O,X
SIZLJOT,O,O,X
SIZLOTJ,O,O,O
SIZLOJT,O,O,X
SIZJTLO,O,O,X
SIZJTOL,O,O,X
SIZJLTO,O,O,X
SIZJLOT,O,O,X
SIZJOTL,O,O,X
SIZJOLT,O,O,X
SIZOTLJ,O,O,O
SIZOTJL,O,O,X
SIZOLTJ,O,O,O
SIZOLJT,O,O,X
SIZOJTL,O,O,X
SIZOJLT,O,O,X
SIOTLJZ,O,O,O
SIOTLZJ,O,O,O
SIOTJLZ,O,O,X
SIOTJZL,O,O,X
SIOTZLJ,O,O,O
SIOTZJL,O,O,X
SIOLTJZ,O,O,X
SIOLTZJ,O,O,X
SIOLJTZ,O,O,X
SIOLJZT,O,O,X
SIOLZTJ,O,O,O
SIOLZJT,O,O,X
SIOJTLZ,O,O,X
SIOJTZL,O,O,X
SIOJLTZ,O,O,X
SIOJLZT,O,O,X
SIOJZTL,O,O,X
SIOJZLT,O,O,X
SIOZTLJ,O,O,O
SIOZTJL,O,O,X
SIOZLTJ,O,O,O
SIOZLJT,O,O,X
SIOZJTL,O,O,X
SIOZJLT,O,O,X
SLTIJZO,X,O,O
SLTIJOZ,X,O,O
SLTIZJO,X,O,O
SLTIZOJ,X,O,O
SLTIOJZ,X,O,O
SLTIOZJ,X,O,O
SLTJIZO,X,O,O
SLTJIOZ,X,O,O
SLTJZIO,X,O,O
SLTJZOI,X,O,O
SLTJOIZ,X,O,O
SLTJOZI,X,O,O
SLTZIJO,X,O,O
SLTZIOJ,X,O,O
SLTZJIO,X,O,O
SLTZJOI,X,O,O
SLTZOIJ,X,O,O
SLTZOJI,X,O,O
SLTOIJZ,X,O,O
SLTOIZJ,X,O,O
SLTOJIZ,X,O,O
SLTOJZI,X,O,O
SLTOZIJ,X,O,O
SLTOZJI,X,O,O
SLITJZO,X,O,X
SLITJOZ,X,O,X
SLITZJO,X,O,X
SLITZOJ,X,O,X
SLITOJZ,X,O,X
SLITOZJ,X,O,X
SLIJTZO,O,O,X
SLIJTOZ,O,O,X
SLIJZTO,O,O,X
SLIJZOT,O,O,X
SLIJOTZ,O,O,X
SLIJOZT,O,O,X
SLIZTJO,X,O,X
SLIZTOJ,O,O,X
SLIZJTO,O,O,X
SLIZJOT,O,O,X
SLIZOTJ,O,O,O
SLIZOJT,O,O,X
SLIOTJZ,O,O,O
SLIOTZJ,O,O,O
SLIOJTZ,O,O,X
SLIOJZT,O,O,X
SLIOZTJ,O,O,O
SLIOZJT,O,O,X
SLJTIZO,O,O,X
SLJTIOZ,O,O,X
SLJTZIO,O,O,X
SLJTZOI,O,O,X
SLJTOIZ,O,O,X
SLJTOZI,O,O,X
SLJITZO,O,O,X
SLJITOZ,O,O,X
SLJIZTO,O,O,X
SLJIZOT,O,O,X
SLJIOTZ,O,O,X
SLJIOZT,O,O,X
SLJZTIO,O,O,X
SLJZTOI,O,O,X
SLJZITO,O,O,X
SLJZIOT,O,O,X
SLJZOTI,O,O,O
SLJZOIT,O,O,X
SLJOTIZ,O,O,X
SLJOTZI,O,O,X
SLJOITZ,O,O,X
SLJOIZT,O,O,X
SLJOZTI,O,O,O
SLJOZIT,O,O,X
SLZTIJO,X,O,O
SLZTIOJ,O,O,O
SLZTJIO,X,O,O
SLZTJOI,X,O,O
SLZTOIJ,O,O,O
SLZTOJI,O,O,O
SLZITJO,X,O,X
SLZITOJ,O,O,X
SLZIJTO,O,O,X
SLZIJOT,O,O,X
SLZIOTJ,O,O,O
SLZIOJT,O,O,X
SLZJTIO,O,O,X
SLZJTOI,O,O,X
SLZJITO,O,O,X
SLZJIOT,O,O,X
SLZJOTI,O,O,O
SLZJOIT,O,O,X
SLZOTIJ,O,O,O
SLZOTJI,O,O,O
SLZOITJ,O,O,O
SLZOIJT,O,O,X
SLZOJTI,O,O,O
SLZOJIT,O,O,X
SLOTIJZ,O,O,O
SLOTIZJ,O,O,O
SLOTJIZ,O,O,O
SLOTJZI,O,O,O
SLOTZIJ,O,O,O
SLOTZJI,O,O,O
SLOITJZ,O,O,O
SLOITZJ,O,O,O
SLOIJTZ,O,O,X
SLOIJZT,O,O,X
SLOIZTJ,O,O,O
SLOIZJT,O,O,X
SLOJTIZ,O,O,X
SLOJTZI,O,O,X
SLOJITZ,O,O,X
SLOJIZT,O,O,X
SLOJZTI,O,O,O
SLOJZIT,O,O,X
SLOZTIJ,O,O,O
SLOZTJI,O,O,O
SLOZITJ,O,O,O
SLOZIJT,O,O,X
SLOZJTI,O,O,O
SLOZJIT,O,O,X
SJTILZO,O,O,X
SJTILOZ,O,O,X
SJTIZLO,O,O,X
SJTIZOL,O,O,X
SJTIOLZ,O,O,X
SJTIOZL,O,O,X
SJTLIZO,O,O,O
SJTLIOZ,O,O,O
SJTLZIO,O,O,O
SJTLZOI,O,O,O
SJTLOIZ,O,O,O
SJTLOZI,O,O,O
SJTZILO,O,O,X
SJTZIOL,O,O,X
SJTZLIO,O,O,O
SJTZLOI,O,O,O
SJTZOIL,O,O,X
SJTZOLI,O,O,O
SJTOILZ,O,O,X
SJTOIZL,O,O,X
SJTOLIZ,O,O,O
SJTOLZI,O,O,O
SJTOZIL,O,O,X
SJTOZLI,O,O,O
SJITLZO,O,O,X
SJITLOZ,O,O,X
SJITZLO,O,O,X
SJITZOL,O,O,X
SJITOLZ,O,O,X
SJITOZL,O,O,X
SJILTZO,O,O,X
SJILTOZ,O,O,X
SJILZTO,O,O,X
SJILZOT,O,O,X
SJILOTZ,O,O,X
SJILOZT,O,O,X
SJIZTLO,O,O,X
SJIZTOL,O,O,X
SJIZLTO,O,O,X
SJIZLOT,O,O,X
SJIZOTL,O,O,X
SJIZOLT,O,O,X
SJIOTLZ,O,O,X
SJIOTZL,O,O,X
SJIOLTZ,O,O,X
SJIOLZT,O,O,X
SJIOZTL,O,O,X
SJIOZLT,O,O,X
SJLTIZO,O,O,X
SJLTIOZ,O,O,X
SJLTZIO,O,O,X
SJLTZOI,O,O,X
SJLTOIZ,O,O,X
SJLTOZI,O,O,X
SJLITZO,O,O,X
SJLITOZ,O,O,X
SJLIZTO,O,O,X
SJLIZOT,O,O,X
SJLIOTZ,O,O,X
SJLIOZT,O,O,X
SJLZTIO,O,O,X
SJLZTOI,O,O,X
SJLZITO,O,O,X
SJLZIOT,O,O,X
SJLZOTI,O,O,O
SJLZOIT,O,O,X
SJLOTIZ,O,O,X
SJLOTZI,O,O,X
SJLOITZ,O,O,X
SJLOIZT,O,O,X
SJLOZTI,O,O,O
SJLOZIT,O,O,X
SJZTILO,O,O,X
SJZTIOL,O,O,X
SJZTLIO,O,O,O
SJZTLOI,O,O,O
SJZTOIL,O,O,X
SJZTOLI,O,O,O
SJZITLO,O,O,X
SJZITOL,O,O,X
SJZILTO,O,O,X
SJZILOT,O,O,X
SJZIOTL,O,O,X
SJZIOLT,O,O,X
SJZLTIO,O,O,X
SJZLTOI,O,O,X
SJZLITO,O,O,X
SJZLIOT,O,O,X
SJZLOTI,O,O,O
SJZLOIT,O,O,X
SJZOTIL,O,O,X
SJZOTLI,O,O,O
SJZOITL,O,O,X
SJZOILT,O,O,X
SJZOLTI,O,O,O
SJZOLIT,O,O,X
SJOTILZ,O,O,X
SJOTIZL,O,O,X
SJOTLIZ,O,O,O
SJOTLZI,O,O,O
SJOTZIL,O,O,X
SJOTZLI,O,O,O
SJOITLZ,O,O,X
SJOITZL,O,O,X
SJOILTZ,O,O,X
SJOILZT,O,O,X
SJOIZTL,O,O,X
SJOIZLT,O,O,X
SJOLTIZ,O,O,X
SJOLTZI,O,O,X
SJOLITZ,O,O,X
SJOLIZT,O,O,X
SJOLZTI,O,O,O
SJOLZIT,O,O,X
SJOZTIL,O,O,X
SJOZTLI,O,O,O
SJOZITL,O,O,X
SJOZILT,O,O,X
SJOZLTI,O,O,O
SJOZLIT,O,O,X
SZTILJO,X,O,O
SZTILOJ,O,O,O
SZTIJLO,X,O,X
SZTIJOL,X,O,X
SZTIOLJ,O,O,O
SZTIOJL,O,O,X
SZTLIJO,X,O,O
SZTLIOJ,O,O,O
SZTLJIO,X,O,O
SZTLJOI,X,O,O
SZTLOIJ,O,O,O
SZTLOJI,O,O,O
SZTJILO,X,O,X
SZTJIOL,X,O,X
SZTJLIO,X,O,O
SZTJLOI,X,O,O
SZTJOIL,X,O,X
SZTJOLI,X,O,O
SZTOILJ,O,O,O
SZTOIJL,O,O,X
SZTOLIJ,O,O,O
SZTOLJI,O,O,O
SZTOJIL,O,O,X
SZTOJLI,O,O,O
SZITLJO,X,O,O
SZITLOJ,O,O,O
SZITJLO,X,O,X
SZITJOL,X,O,X
SZITOLJ,O,O,O
SZITOJL,O,O,X
SZILTJO,X,O,X
SZILTOJ,O,O,X
SZILJTO,O,O,X
SZILJOT,O,O,X
SZILOTJ,O,O,O
SZILOJT,O,O,X
SZIJTLO,O,O,X
SZIJTOL,O,O,X
SZIJLTO,O,O,X
SZIJLOT,O,O,X
SZIJOTL,O,O,X
SZIJOLT,O,O,X
SZIOTLJ,O,O,O
SZIOTJL,O,O,X
SZIOLTJ,O,O,O
SZIOLJT,O,O,X
SZIOJTL,O,O,X
SZIOJLT,O,O,X
SZLTIJO,X,O,O
SZLTIOJ,O,O,O
SZLTJIO,X,O,O
SZLTJOI,X,O,O
SZLTOIJ,O,O,O
SZLTOJI,O,O,O
SZLITJO,X,O,X
SZLITOJ,O,O,X
SZLIJTO,O,O,X
SZLIJOT,O,O,X
SZLIOTJ,O,O,O
SZLIOJT,O,O,X
SZLJTIO,O,O,X
SZLJTOI,O,O,X
SZLJITO,O,O,X
SZLJIOT,O,O,X
SZLJOTI,O,O,O
SZLJOIT,O,O,X
SZLOTIJ,O,O,O
SZLOTJI,O,O,O
SZLOITJ,O,O,O
SZLOIJT,O,O,X
SZLOJTI,O,O,O
SZLOJIT,O,O,X
SZJTILO,O,O,X
SZJTIOL,O,O,X
SZJTLIO,O,O,O
SZJTLOI,O,O,O
SZJTOIL,O,O,X
SZJTOLI,O,O,O
SZJITLO,O,O,X
SZJITOL,O,O,X
SZJILTO,O,O,X
SZJILOT,O,O,X
SZJIOTL,O,O,X
SZJIOLT,O,O,X
SZJLTIO,O,O,X
SZJLTOI,O,O,X
SZJLITO,O,O,X
SZJLIOT,O,O,X
SZJLOTI,O,O,O
SZJLOIT,O,O,X
SZJOTIL,O,O,X
SZJOTLI,O,O,O
SZJOITL,O,O,X
SZJOILT,O,O,X
SZJOLTI,O,O,O
SZJOLIT,O,O,X
SZOTILJ,O,O,O
SZOTIJL,O,O,X
SZOTLIJ,O,O,O
SZOTLJI,O,O,O
SZOTJIL,O,O,X
SZOTJLI,O,O,O
SZOITLJ,O,O,O
SZOITJL,O,O,X
SZOILTJ,O,O,O
SZOILJT,O,O,X
SZOIJTL,O,O,X
SZOIJLT,O,O,X
SZOLTIJ,O,O,O
SZOLTJI,O,O,O
SZOLITJ,O,O,O
SZOLIJT,O,O,X
SZOLJTI,O,O,O
SZOLJIT,O,O,X
SZOJTIL,O,O,X
SZOJTLI,O,O,O
SZOJITL,O,O,X
SZOJILT,O,O,X
SZOJLTI,O,O,O
SZOJLIT,O,O,X
SOTILJZ,O,O,O
SOTILZJ,O,O,O
SOTIJLZ,O,O,X
SOTIJZL,O,O,X
SOTIZLJ,O,O,O
SOTIZJL,O,O,X
SOTLIJZ,O,O,O
SOTLIZJ,O,O,O
SOTLJIZ,O,O,O
SOTLJZI,O,O,O
SOTLZIJ,O,O,O
SOTLZJI,O,O,O
SOTJILZ,O,O,X
SOTJIZL,O,O,X
SOTJLIZ,O,O,O
SOTJLZI,O,O,O
SOTJZIL,O,O,X
SOTJZLI,O,O,O
SOTZILJ,O,O,O
SOTZIJL,O,O,X
SOTZLIJ,O,O,O
SOTZLJI,O,O,O
SOTZJIL,O,O,X
SOTZJLI,O,O,O
SOITLJZ,O,O,O
SOITLZJ,O,O,O
SOITJLZ,O,O,X
SOITJZL,O,O,X
SOITZLJ,O,O,O
SOITZJL,O,O,X
SOILTJZ,O,O,X
SOILTZJ,O,O,X
SOILJTZ,O,O,X
SOILJZT,O,O,X
SOILZTJ,O,O,O
SOILZJT,O,O,X
SOIJTLZ,O,O,X
SOIJTZL,O,O,X
SOIJLTZ,O,O,X
SOIJLZT,O,O,X
SOIJZTL,O,O,X
SOIJZLT,O,O,X
SOIZTLJ,O,O,O
SOIZTJL,O,O,X
SOIZLTJ,O,O,O
SOIZLJT,O,O,X
SOIZJTL,O,O,X
SOIZJLT,O,O,X
SOLTIJZ,O,O,O
SOLTIZJ,O,O,O
SOLTJIZ,O,O,O
SOLTJZI,O,O,O
SOLTZIJ,O,O,O
SOLTZJI,O,O,O
SOLITJZ,O,O,O
SOLITZJ,O,O,O
SOLIJTZ,O,O,X
SOLIJZT,O,O,X
SOLIZTJ,O,O,O
SOLIZJT,O,O,X
SOLJTIZ,O,O,X
SOLJTZI,O,O,X
SOLJITZ,O,O,X
SOLJIZT,O,O,X
SOLJZTI,O,O,O
SOLJZIT,O,O,X
SOLZTIJ,O,O,O
SOLZTJI,O,O,O
SOLZITJ,O,O,O
SOLZIJT,O,O,X
SOLZJTI,O,O,O
SOLZJIT,O,O,X
SOJTILZ,O,O,X
SOJTIZL,O,O,X
SOJTLIZ,O,O,O
SOJTLZI,O,O,O
SOJTZIL,O,O,X
SOJTZLI,O,O,O
SOJITLZ,O,O,X
SOJITZL,O,O,X
SOJILTZ,O,O,X
SOJILZT,O,O,X
SOJIZTL,O,O,X
SOJIZLT,O,O,X
SOJLTIZ,O,O,X
SOJLTZI,O,O,X
SOJLITZ,O,O,X
SOJLIZT,O,O,X
SOJLZTI,O,O,O
SOJLZIT,O,O,X
SOJZTIL,O,O,X
SOJZTLI,O,O,O
SOJZITL,O,O,X
SOJZILT,O,O,X
SOJZLTI,O,O,O
SOJZLIT,O,O,X
SOZTILJ,O,O,O
SOZTIJL,O,O,X
SOZTLIJ,O,O,O
SOZTLJI,O,O,O
SOZTJIL,O,O,X
SOZTJLI,O,O,O
SOZITLJ,O,O,O
SOZITJL,O,O,X
SOZILTJ,O,O,O
SOZILJT,O,O,X
SOZIJTL,O,O,X
SOZIJLT,O,O,X
SOZLTIJ,O,O,O
SOZLTJI,O,O,O
SOZLITJ,O,O,O
SOZLIJT,O,O,X
SOZLJTI,O,O,O
SOZLJIT,O,O,X
SOZJTIL,O,O,X
SOZJTLI,O,O,O
SOZJITL,O,O,X
SOZJILT,O,O,X
SOZJLTI,O,O,O
SOZJLIT,O,O,X
ZTILJSO,O,O,O
ZTILJOS,O,O,O
ZTILSJO,X,O,O
ZTILSOJ,O,O,O
ZTILOJS,O,X,O
ZTILOSJ,O,X,O
ZTIJLSO,O,O,O
ZTIJLOS,O,O,O
ZTIJSLO,O,O,X
ZTIJSOL,O,O,X
ZTIJOLS,O,O,O
ZTIJOSL,O,O,X
ZTISLJO,X,O,O
ZTISLOJ,O,O,O
ZTISJLO,X,O,X
ZTISJOL,X,O,X
ZTISOLJ,O,O,O
ZTISOJL,O,O,X
ZTIOLJS,O,X,O
ZTIOLSJ,O,X,O
ZTIOJLS,O,X,O
ZTIOJSL,O,X,X
ZTIOSLJ,O,X,O
ZTIOSJL,O,X,X
ZTLIJSO,O,O,O
ZTLIJOS,O,O,O
ZTLISJO,X,O,O
ZTLISOJ,O,O,O
ZTLIOJS,O,X,O
ZTLIOSJ,O,X,O
ZTLJISO,O,O,O
ZTLJIOS,O,O,O
ZTLJSIO,O,O,O
ZTLJSOI,O,O,O
ZTLJOIS,O,O,O
ZTLJOSI,O,O,O
ZTLSIJO,X,O,O
ZTLSIOJ,O,O,O
ZTLSJIO,X,O,O
ZTLSJOI,X,O,O
ZTLSOIJ,O,O,O
ZTLSOJI,O,O,O
ZTLOIJS,O,X,O
ZTLOISJ,O,X,O
ZTLOJIS,O,X,O
ZTLOJSI,O,X,O
ZTLOSIJ,O,X,O
ZTLOSJI,O,X,O
ZTJILSO,O,O,O
ZTJILOS,O,O,O
ZTJISLO,O,O,X
ZTJISOL,O,O,X
ZTJIOLS,O,O,O
ZTJIOSL,O,O,X
ZTJLISO,O,O,O
ZTJLIOS,O,O,O
ZTJLSIO,O,O,O
ZTJLSOI,O,O,O
ZTJLOIS,O,O,O
ZTJLOSI,O,O,O
ZTJSILO,O,O,X
ZTJSIOL,O,O,X
ZTJSLIO,O,O,O
ZTJSLOI,O,O,O
ZTJSOIL,O,O,X
ZTJSOLI,O,O,O
ZTJOILS,O,O,O
ZTJOISL,O,O,X
ZTJOLIS,O,O,O
ZTJOLSI,O,O,O
ZTJOSIL,O,O,X
ZTJOSLI,O,O,O
ZTSILJO,X,O,O
ZTSILOJ,O,O,O
ZTSIJLO,X,O,X
ZTSIJOL,X,O,X
ZTSIOLJ,O,O,O
ZTSIOJL,O,O,X
ZTSLIJO,X,O,O
ZTSLIOJ,O,O,O
ZTSLJIO,X,O,O
ZTSLJOI,X,O,O
ZTSLOIJ,O,O,O
ZTSLOJI,O,O,O
ZTSJILO,X,O,X
ZTSJIOL,X,O,X
ZTSJLIO,X,O,O
ZTSJLOI,X,O,O
ZTSJOIL,X,O,X
ZTSJOLI,X,O,O
ZTSOILJ,O,O,O
ZTSOIJL,O,O,X
ZTSOLIJ,O,O,O
ZTSOLJI,O,O,O
ZTSOJIL,O,O,X
ZTSOJLI,O,O,O
ZTOILJS,O,X,O
ZTOILSJ,O,X,O
ZTOIJLS,O,X,O
ZTOIJSL,O,X,X
ZTOISLJ,O,X,O
ZTOISJL,O,X,X
ZTOLIJS,O,X,O
ZTOLISJ,O,X,O
ZTOLJIS,O,X,O
ZTOLJSI,O,X,O
ZTOLSIJ,O,X,O
ZTOLSJI,O,X,O
ZTOJILS,O,X,O
ZTOJISL,O,X,X
ZTOJLIS,O,X,O
ZTOJLSI,O,X,O
ZTOJSIL,O,X,X
ZTOJSLI,O,X,O
ZTOSILJ,O,X,O
ZTOSIJL,O,X,X
ZTOSLIJ,O,X,O
ZTOSLJI,O,X,O
ZTOSJIL,O,X,X
ZTOSJLI,O,X,O
ZITLJSO,O,O,O
ZITLJOS,O,O,O
ZITLSJO,X,O,O
ZITLSOJ,O,O,O
ZITLOJS,O,X,O
ZITLOSJ,O,X,O
ZITJLSO,O,O,O
ZITJLOS,O,O,O
ZITJSLO,O,O,X
ZITJSOL,O,O,X
ZITJOLS,O,O,O
ZITJOSL,O,O,X
ZITSLJO,X,O,O
ZITSLOJ,O,O,O
ZITSJLO,X,O,X
ZITSJOL,X,O,X
ZITSOLJ,O,O,O
ZITSOJL,O,O,X
ZITOLJS,O,X,O
ZITOLSJ,O,X,O
ZITOJLS,O,X,O
ZITOJSL,O,X,X
ZITOSLJ,O,X,O
ZITOSJL,O,X,X
ZILTJSO,O,O,O
ZILTJOS,O,O,O
ZILTSJO,X,O,O
ZILTSOJ,O,O,O
ZILTOJS,O,X,O
ZILTOSJ,O,X,O
ZILJTSO,O,O,X
ZILJTOS,O,O,X
ZILJSTO,O,O,X
ZILJSOT,O,O,X
ZILJOTS,O,O,O
ZILJOST,O,O,X
ZILSTJO,X,O,X
ZILSTOJ,O,O,X
ZILSJTO,O,O,X
ZILSJOT,O,O,X
ZILSOTJ,O,O,O
ZILSOJT,O,O,X
ZILOTJS,O,X,O
ZILOTSJ,O,X,O
ZILOJTS,O,O,O
ZILOJST,O,O,X
ZILOSTJ,O,O,O
ZILOSJT,O,O,X
ZIJTLSO,O,O,O
ZIJTLOS,O,O,O
ZIJTSLO,O,O,X
ZIJTSOL,O,O,X
ZIJTOLS,O,O,O
ZIJTOSL,O,O,X
ZIJLTSO,O,O,X
ZIJLTOS,O,O,X
ZIJLSTO,O,O,X
ZIJLSOT,O,O,X
ZIJLOTS,O,O,O
ZIJLOST,O,O,X
ZIJSTLO,O,O,X
ZIJSTOL,O,O,X
ZIJSLTO,O,O,X
ZIJSLOT,O,O,X
ZIJSOTL,O,O,X
ZIJSOLT,O,O,X
ZIJOTLS,O,O,O
ZIJOTSL,O,O,X
ZIJOLTS,O,O,O
ZIJOLST,O,O,X
ZIJOSTL,O,O,X
ZIJOSLT,O,O,X
ZISTLJO,X,O,O
ZISTLOJ,O,O,O
ZISTJLO,X,O,X
ZISTJOL,X,O,X
ZISTOLJ,O,O,O
ZISTOJL,O,O,X
ZISLTJO,X,O,X
ZISLTOJ,O,O,X
ZISLJTO,O,O,X
ZISLJOT,O,O,X
ZISLOTJ,O,O,O
ZISLOJT,O,O,X
ZISJTLO,O,O,X
ZISJTOL,O,O,X
ZISJLTO,O,O,X
ZISJLOT,O,O,X
ZISJOTL,O,O,X
ZISJOLT,O,O,X
ZISOTLJ,O,O,O
ZISOTJL,O,O,X
ZISOLTJ,O,O,O
ZISOLJT,O,O,X
ZISOJTL,O,O,X
ZISOJLT,O,O,X
ZIOTLJS,O,X,O
ZIOTLSJ,O,X,O
ZIOTJLS,O,X,O
ZIOTJSL,O,X,X
ZIOTSLJ,O,X,O
ZIOTSJL,O,X,X
ZIOLTJS,O,X,O
ZIOLTSJ,O,X,O
ZIOLJTS,O,O,O
ZIOLJST,O,O,X
ZIOLSTJ,O,O,O
ZIOLSJT,O,O,X
ZIOJTLS,O,O,O
ZIOJTSL,O,O,X
ZIOJLTS,O,O,O
ZIOJLST,O,O,X
ZIOJSTL,O,O,X
ZIOJSLT,O,O,X
ZIOSTLJ,O,O,O
ZIOSTJL,O,O,X
ZIOSLTJ,O,O,O
ZIOSLJT,O,O,X
ZIOSJTL,O,O,X
ZIOSJLT,O,O,X
ZLTIJSO,O,O,O
ZLTIJOS,O,O,O
ZLTISJO,X,O,O
ZLTISOJ,O,O,O
ZLTIOJS,O,X,O
ZLTIOSJ,O,X,O
ZLTJISO,O,O,O
ZLTJIOS,O,O,O
ZLTJSIO,O,O,O
ZLTJSOI,O,O,O
ZLTJOIS,O,O,O
ZLTJOSI,O,O,O
ZLTSIJO,X,O,O
ZLTSIOJ,O,O,O
ZLTSJIO,X,O,O
ZLTSJOI,X,O,O
ZLTSOIJ,O,O,O
ZLTSOJI,O,O,O
ZLTOIJS,O,X,O
ZLTOISJ,O,X,O
ZLTOJIS,O,X,O
ZLTOJSI,O,X,O
ZLTOSIJ,O,X,O
ZLTOSJI,O,X,O
ZLITJSO,O,O,O
ZLITJOS,O,O,O
ZLITSJO,X,O,O
ZLITSOJ,O,O,O
ZLITOJS,O,X,O
ZLITOSJ,O,X,O
ZLIJTSO,O,O,X
ZLIJTOS,O,O,X
ZLIJSTO,O,O,X
ZLIJSOT,O,O,X
ZLIJOTS,O,O,O
ZLIJOST,O,O,X
ZLISTJO,X,O,X
ZLISTOJ,O,O,X
ZLISJTO,O,O,X
ZLISJOT,O,O,X
ZLISOTJ,O,O,O
ZLISOJT,O,O,X
ZLIOTJS,O,X,O
ZLIOTSJ,O,X,O
ZLIOJTS,O,O,O
ZLIOJST,O,O,X
ZLIOSTJ,O,O,O
ZLIOSJT,O,O,X
ZLJTISO,O,O,X
ZLJTIOS,O,O,X
ZLJTSIO,O,O,X
ZLJTSOI,O,O,X
ZLJTOIS,O,O,X
ZLJTOSI,O,O,X
ZLJITSO,O,O,X
ZLJITOS,O,O,X
ZLJISTO,O,O,X
ZLJISOT,O,O,X
ZLJIOTS,O,O,O
ZLJIOST,O,O,X
ZLJSTIO,O,O,X
ZLJSTOI,O,O,X
ZLJSITO,O,O,X
ZLJSIOT,O,O,X
ZLJSOTI,O,O,O
ZLJSOIT,O,O,X
ZLJOTIS,O,O,O
ZLJOTSI,O,O,O
ZLJOITS,O,O,O
ZLJOIST,O,O,X
ZLJOSTI,O,O,O
ZLJOSIT,O,O,X
ZLSTIJO,X,O,O
ZLSTIOJ,O,O,O
ZLSTJIO,X,O,O
ZLSTJOI,X,O,O
ZLSTOIJ,O,O,O
ZLSTOJI,O,O,O
ZLSITJO,X,O,X
ZLSITOJ,O,O,X
ZLSIJTO,O,O,X
ZLSIJOT,O,O,X
ZLSIOTJ,O,O,O
ZLSIOJT,O,O,X
ZLSJTIO,O,O,X
ZLSJTOI,O,O,X
ZLSJITO,O,O,X
