sequence,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeOEJvhFlgBUiB5oBz?kBKrBfsB,v115@EhB8IeA8DeA8CeB8AeD8CeB8Kei/IvhF3gBUiB5oB1?pBOrBzrB,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeT/IvhF0gBlhB5oBy?pBXnB2wB,v115@EhB8IeA8DeA8CeB8AeD8CeB8Kel/IvhF3gBUiB5oB2?pBTmBywB,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeKEJvhFflBUiB5oBF?mBzrBmqB,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeKEJvhFflB0gB5oBF?nBTrBmrB,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeKEJvhFflB5oBUmBF?nBmqBzrB,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeKEJvhFflB0gBlhB5?oBOsBTrB
JTSOLIZ,X,O,O,O,X,X,X,X
JTSOLZI,X,O,O,O,X,X,X,X
JTSOZIL,X,O,O,O,X,X,X,X
JTSOZLI,X,O,O,X,X,X,X,X
JTZILSO,O,O,O,O,X,X,O,O
JTZILOS,X,O,O,O,X,X,X,X
JTZISLO,O,O,O,O,X,X,X,X
JTZISOL,X,O,O,O,X,X,X,X
JTZIOLS,X,O,O,O,X,X,X,X
JTZIOSL,X,O,X,O,X,X,X,X
JTZLISO,O,O,O,O,X,X,O,O
JTZLIOS,X,O,O,O,X,X,X,X
JTZLSIO,O,O,O,O,X,X,O,O
JTZLSOI,O,O,O,O,X,X,X,O
JTZLOIS,X,O,O,O,X,X,X,X
JTZLOSI,X,O,O,O,X,X,X,X
JTZSILO,O,O,O,O,X,X,X,X
JTZSIOL,X,O,O,O,X,X,X,X
JTZSLIO,O,O,O,O,X,X,X,X
JTZSLOI,O,O,O,O,X,X,X,X
JTZSOIL,X,O,O,O,X,X,X,X
JTZSOLI,X,O,O,X,X,X,X,X
JTZOILS,X,O,O,O,X,X,X,X
JTZOISL,X,O,X,O,X,X,X,X
JTZOLIS,X,O,O,O,X,X,X,X
JTZOLSI,X,O,O,O,X,X,X,X
JTZOSIL,X,O,X,O,X,X,X,X
JTZOSLI,X,O,X,X,X,X,X,X
JTOILSZ,O,O,X,O,X,X,X,O
JTOILZS,O,O,X,O,X,X,X,O
JTOISLZ,O,O,X,O,X,X,X,O
JTOISZL,X,O,X,O,X,X,X,X
JTOIZLS,O,O,X,O,X,X,X,O
JTOIZSL,X,O,X,O,X,X,X,X
JTOLISZ,O,O,X,O,X,X,X,O
JTOLIZS,O,O,X,O,X,X,X,O
JTOLSIZ,O,O,X,O,X,X,X,O
JTOLSZI,O,O,X,O,X,X,X,O
JTOLZIS,O,O,X,O,X,X,X,O
JTOLZSI,O,O,X,O,X,X,X,O
JTOSILZ,O,O,X,O,X,X,X,O
JTOSIZL,X,O,X,O,X,X,X,X
JTOSLIZ,O,O,X,O,X,X,X,O
JTOSLZI,O,O,X,O,X,X,X,O
JTOSZIL,X,O,X,O,X,X,X,X
JTOSZLI,X,O,X,X,X,X,X,X
JTOZILS,O,O,X,O,X,X,X,O
JTOZISL,X,O,X,O,X,X,X,X
JTOZLIS,O,O,X,O,X,X,X,O
JTOZLSI,O,O,X,O,X,X,X,O
JTOZSIL,X,O,X,O,X,X,X,X
JTOZSLI,X,O,X,X,X,X,X,X
JITLSZO,O,O,O,O,X,O,O,O
JITLSOZ,O,O,O,O,X,X,X,O
JITLZSO,O,O,O,O,X,X,O,O
JITLZOS,X,O,O,O,X,X,X,X
JITLOSZ,O,O,O,O,X,X,X,O
JITLOZS,O,O,O,O,X,X,X,O
JITSLZO,O,O,O,O,X,X,X,O
JITSLOZ,O,O,O,O,X,X,X,O
JITSZLO,O,O,O,O,X,X,X,X
JITSZOL,X,O,O,O,X,X,X,X
JITSOLZ,X,O,O,O,X,X,X,X
JITSOZL,X,O,O,O,X,X,X,X
JITZLSO,O,O,O,O,X,X,O,O
JITZLOS,X,O,O,O,X,X,X,X
JITZSLO,O,O,O,O,X,X,X,X
JITZSOL,X,O,O,O,X,X,X,X
JITZOLS,X,O,O,O,X,X,X,X
JITZOSL,X,O,X,O,X,X,X,X
JITOLSZ,O,O,X,O,X,X,X,O
JITOLZS,O,O,X,O,X,X,X,O
JITOSLZ,O,O,X,O,X,X,X,O
JITOSZL,X,O,X,O,X,X,X,X
JITOZLS,O,O,X,O,X,X,X,O
JITOZSL,X,O,X,O,X,X,X,X
JILTSZO,O,O,O,O,X,O,O,O
JILTSOZ,O,O,O,O,X,X,X,O
JILTZSO,O,O,O,O,X,X,O,O
JILTZOS,X,O,O,O,X,X,X,X
JILTOSZ,O,O,O,O,X,X,X,O
JILTOZS,O,O,O,O,X,X,X,O
JILSTZO,O,O,O,O,X,O,O,O
JILSTOZ,O,O,O,O,X,X,X,O
JILSZTO,O,O,O,O,X,O,O,O
JILSZOT,O,X,O,O,X,O,X,O
JILSOTZ,O,X,O,O,O,O,X,O
JILSOZT,O,X,O,O,O,O,X,O
JILZTSO,O,O,O,O,X,X,O,O
JILZTOS,X,O,O,O,X,X,X,X
JILZSTO,O,O,O,O,X,X,O,O
JILZSOT,O,X,O,O,X,X,X,O
JILZOTS,X,X,O,O,X,X,X,O
JILZOST,X,X,O,O,X,X,X,O
JILOTSZ,O,X,O,O,O,O,X,O
JILOTZS,O,X,O,O,O,X,X,O
JILOSTZ,O,X,O,O,O,O,X,O
JILOSZT,O,X,O,O,O,O,X,O
JILOZTS,O,X,O,O,O,X,X,O
JILOZST,O,X,O,O,O,X,X,O
JISTLZO,O,O,O,O,X,X,X,O
JISTLOZ,O,O,O,O,X,X,X,O
JISTZLO,O,O,O,O,X,X,X,X
JISTZOL,X,O,O,O,X,X,X,X
JISTOLZ,X,O,O,O,X,X,X,X
JISTOZL,X,O,O,O,X,X,X,X
JISLTZO,O,O,O,O,X,X,X,O
JISLTOZ,O,O,O,O,X,X,X,O
JISLZTO,O,O,O,O,X,X,X,O
JISLZOT,O,X,O,O,X,X,X,O
JISLOTZ,O,X,O,O,X,X,X,O
JISLOZT,O,X,O,O,X,X,X,O
JISZTLO,O,O,O,O,X,X,X,X
JISZTOL,X,O,O,O,X,X,X,X
JISZLTO,O,O,O,O,X,X,X,X
JISZLOT,O,X,O,O,X,X,X,X
JISZOTL,O,O,O,O,X,X,X,X
JISZOLT,O,X,O,X,X,X,X,X
JISOTLZ,O,O,O,O,X,X,X,O
JISOTZL,O,O,O,O,X,X,X,X
JISOLTZ,O,X,O,O,X,X,X,O
JISOLZT,O,X,O,O,X,X,X,O
JISOZTL,O,O,O,O,X,X,X,X
JISOZLT,O,X,O,X,X,X,X,X
JIZTLSO,O,O,O,O,X,X,O,O
JIZTLOS,X,O,O,O,X,X,X,X
JIZTSLO,O,O,O,O,X,X,X,X
JIZTSOL,X,O,O,O,X,X,X,X
JIZTOLS,X,O,O,O,X,X,X,X
JIZTOSL,X,O,X,O,X,X,X,X
JIZLTSO,O,O,O,O,X,X,O,O
JIZLTOS,X,O,O,O,X,X,X,X
JIZLSTO,O,O,O,O,X,X,O,O
JIZLSOT,O,X,O,O,X,X,X,O
JIZLOTS,X,X,O,O,X,X,X,O
JIZLOST,X,X,O,O,X,X,X,O
JIZSTLO,O,O,O,O,X,X,X,X
JIZSTOL,X,O,O,O,X,X,X,X
JIZSLTO,O,O,O,O,X,X,X,X
JIZSLOT,O,X,O,O,X,X,X,X
JIZSOTL,O,O,O,O,X,X,X,X
JIZSOLT,O,X,O,X,X,X,X,X
JIZOTLS,X,O,O,O,X,X,X,O
JIZOTSL,O,O,X,O,X,X,X,X
JIZOLTS,X,X,O,O,X,X,X,O
JIZOLST,O,X,O,O,X,X,X,O
JIZOSTL,O,O,O,O,X,X,X,X
JIZOSLT,O,X,O,X,X,X,X,X
JIOTLSZ,O,O,X,O,O,O,X,O
JIOTLZS,O,O,X,O,O,X,X,O
JIOTSLZ,O,O,X,O,X,X,X,O
JIOTSZL,O,O,X,O,X,X,X,X
JIOTZLS,O,O,X,O,O,X,X,O
JIOTZSL,O,O,X,O,X,X,X,X
JIOLTSZ,O,O,O,O,O,O,X,O
JIOLTZS,O,O,O,O,O,X,X,O
JIOLSTZ,O,O,O,O,O,O,X,O
JIOLSZT,O,O,O,O,O,O,X,O
JIOLZTS,O,O,O,O,O,X,X,O
JIOLZST,O,O,O,O,O,X,X,O
JIOSTLZ,O,O,O,O,X,X,X,O
JIOSTZL,O,O,O,O,X,X,X,X
JIOSLTZ,O,O,O,O,X,X,X,O
JIOSLZT,O,O,O,O,X,X,X,O
JIOSZTL,O,O,O,O,X,X,X,X
JIOSZLT,O,O,O,X,X,X,X,X
JIOZTLS,O,O,O,O,O,X,X,O
JIOZTSL,O,O,X,O,X,X,X,X
JIOZLTS,O,O,O,O,O,X,X,O
JIOZLST,O,O,O,O,O,X,X,O
JIOZSTL,O,O,O,O,X,X,X,X
JIOZSLT,O,O,O,X,X,X,X,X
JLTISZO,O,O,O,O,X,O,O,O
JLTISOZ,O,O,O,O,X,X,X,O
JLTIZSO,O,O,O,O,X,X,O,O
JLTIZOS,X,O,O,O,X,X,X,X
JLTIOSZ,O,O,O,O,X,X,X,O
JLTIOZS,O,O,O,O,X,X,X,O
JLTSIZO,O,O,O,O,X,O,O,O
JLTSIOZ,O,O,O,O,X,X,X,O
JLTSZIO,O,O,O,O,X,O,O,O
JLTSZOI,O,O,O,O,X,X,X,O
JLTSOIZ,O,O,O,O,X,X,X,O
JLTSOZI,O,O,O,O,X,X,X,O
JLTZISO,O,O,O,O,X,X,O,O
JLTZIOS,X,O,O,O,X,X,X,X
JLTZSIO,O,O,O,O,X,X,O,O
JLTZSOI,O,O,O,O,X,X,X,O
JLTZOIS,X,O,O,O,X,X,X,X
JLTZOSI,X,O,O,O,X,X,X,X
JLTOISZ,O,O,O,O,X,X,X,O
JLTOIZS,O,O,O,O,X,X,X,O
JLTOSIZ,O,O,O,O,X,X,X,O
JLTOSZI,O,O,O,O,X,X,X,O
JLTOZIS,O,O,O,O,X,X,X,O
JLTOZSI,O,O,O,O,X,X,X,O
JLITSZO,O,O,O,O,X,O,O,O
JLITSOZ,O,O,O,O,X,X,X,O
JLITZSO,O,O,O,O,X,X,O,O
JLITZOS,X,O,O,O,X,X,X,X
JLITOSZ,O,O,O,O,X,X,X,O
JLITOZS,O,O,O,O,X,X,X,O
JLISTZO,O,O,O,O,X,O,O,O
JLISTOZ,O,O,O,O,X,X,X,O
JLISZTO,O,O,O,O,X,O,O,O
JLISZOT,O,X,O,O,X,O,X,O
JLISOTZ,O,X,O,O,O,O,X,O
JLISOZT,O,X,O,O,O,O,X,O
JLIZTSO,O,O,O,O,X,X,O,O
JLIZTOS,X,O,O,O,X,X,X,X
JLIZSTO,O,O,O,O,X,X,O,O
JLIZSOT,O,X,O,O,X,X,X,O
JLIZOTS,X,X,O,O,X,X,X,O
JLIZOST,X,X,O,O,X,X,X,O
JLIOTSZ,O,X,O,O,O,O,X,O
JLIOTZS,O,X,O,O,O,X,X,O
JLIOSTZ,O,X,O,O,O,O,X,O
JLIOSZT,O,X,O,O,O,O,X,O
JLIOZTS,O,X,O,O,O,X,X,O
JLIOZST,O,X,O,O,O,X,X,O
JLSTIZO,O,O,O,O,X,O,O,O
JLSTIOZ,O,O,O,O,X,X,X,O
JLSTZIO,O,O,O,O,X,O,O,O
JLSTZOI,O,O,O,O,X,X,X,O
JLSTOIZ,O,O,O,O,X,X,X,O
JLSTOZI,O,O,O,O,X,X,X,O
JLSITZO,O,O,O,O,X,O,O,O
JLSITOZ,O,O,O,O,X,X,X,O
JLSIZTO,O,O,O,O,X,O,O,O
JLSIZOT,O,X,O,O,X,O,X,O
JLSIOTZ,O,X,O,O,O,O,X,O
JLSIOZT,O,X,O,O,O,O,X,O
JLSZTIO,O,O,O,O,X,O,O,O
JLSZTOI,O,O,O,O,X,X,X,O
JLSZITO,O,O,O,O,X,O,O,O
JLSZIOT,O,X,O,O,X,O,X,O
JLSZOTI,O,X,O,O,X,O,X,O
JLSZOIT,O,X,O,O,X,O,X,O
JLSOTIZ,O,X,O,O,O,O,X,O
JLSOTZI,O,X,O,O,O,O,X,O
JLSOITZ,O,X,O,O,O,O,X,O
JLSOIZT,O,X,O,O,O,O,X,O
JLSOZTI,O,X,O,O,O,O,X,O
JLSOZIT,O,X,O,O,O,O,X,O
JLZTISO,O,O,O,O,X,X,O,O
JLZTIOS,X,O,O,O,X,X,X,X
JLZTSIO,O,O,O,O,X,X,O,O
JLZTSOI,O,O,O,O,X,X,X,O
JLZTOIS,X,O,O,O,X,X,X,X
JLZTOSI,X,O,O,O,X,X,X,X
JLZITSO,O,O,O,O,X,X,O,O
JLZITOS,X,O,O,O,X,X,X,X
JLZISTO,O,O,O,O,X,X,O,O
JLZISOT,O,X,O,O,X,X,X,O
JLZIOTS,X,X,O,O,X,X,X,O
JLZIOST,X,X,O,O,X,X,X,O
JLZSTIO,O,O,O,O,X,X,O,O
JLZSTOI,O,O,O,O,X,X,X,O
JLZSITO,O,O,O,O,X,X,O,O
JLZSIOT,O,X,O,O,X,X,X,O
JLZSOTI,O,X,O,O,X,X,X,O
JLZSOIT,O,X,O,O,X,X,X,O
JLZOTIS,X,X,O,O,X,X,X,O
JLZOTSI,X,X,O,O,X,X,X,O
JLZOITS,X,X,O,O,X,X,X,O
JLZOIST,X,X,O,O,X,X,X,O
JLZOSTI,X,X,O,O,X,X,X,O
JLZOSIT,X,X,O,O,X,X,X,O
JLOTISZ,O,X,O,O,O,O,X,O
JLOTIZS,O,X,O,O,O,X,X,O
JLOTSIZ,O,X,O,O,O,O,X,O
JLOTSZI,O,X,O,O,O,O,X,O
JLOTZIS,O,X,O,O,O,X,X,O
JLOTZSI,O,X,O,O,O,X,X,O
JLOITSZ,O,X,O,O,O,O,X,O
JLOITZS,O,X,O,O,O,X,X,O
JLOISTZ,O,X,O,O,O,O,X,O
JLOISZT,O,X,O,O,O,O,X,O
JLOIZTS,O,X,O,O,O,X,X,O
JLOIZST,O,X,O,O,O,X,X,O
JLOSTIZ,O,X,O,O,O,O,X,O
JLOSTZI,O,X,O,O,O,O,X,O
JLOSITZ,O,X,O,O,O,O,X,O
JLOSIZT,O,X,O,O,O,O,X,O
JLOSZTI,O,X,O,O,O,O,X,O
JLOSZIT,O,X,O,O,O,O,X,O
JLOZTIS,O,X,O,O,O,X,X,O
JLOZTSI,O,X,O,O,O,X,X,O
JLOZITS,O,X,O,O,O,X,X,O
JLOZIST,O,X,O,O,O,X,X,O
JLOZSTI,O,X,O,O,O,X,X,O
JLOZSIT,O,X,O,O,O,X,X,O
JSTILZO,O,O,O,O,X,X,X,O
JSTILOZ,O,O,O,O,X,X,X,O
JSTIZLO,O,O,O,O,X,X,X,X
JSTIZOL,X,O,O,O,X,X,X,X
JSTIOLZ,X,O,O,O,X,X,X,X
JSTIOZL,X,O,O,O,X,X,X,X
JSTLIZO,O,O,O,O,X,X,X,O
JSTLIOZ,O,O,O,O,X,X,X,O
JSTLZIO,O,O,O,O,X,X,X,O
JSTLZOI,O,O,O,O,X,X,X,O
JSTLOIZ,O,O,O,O,X,X,X,O
JSTLOZI,O,O,O,O,X,X,X,O
JSTZILO,O,O,O,O,X,X,X,X
JSTZIOL,X,O,O,O,X,X,X,X
JSTZLIO,O,O,O,O,X,X,X,X
JSTZLOI,O,O,O,O,X,X,X,X
JSTZOIL,X,O,O,O,X,X,X,X
JSTZOLI,X,O,O,X,X,X,X,X
JSTOILZ,X,O,O,O,X,X,X,X
JSTOIZL,X,O,O,O,X,X,X,X
JSTOLIZ,X,O,O,O,X,X,X,X
JSTOLZI,X,O,O,O,X,X,X,X
JSTOZIL,X,O,O,O,X,X,X,X
JSTOZLI,X,O,O,X,X,X,X,X
JSITLZO,O,O,O,O,X,X,X,O
JSITLOZ,O,O,O,O,X,X,X,O
JSITZLO,O,O,O,O,X,X,X,X
JSITZOL,X,O,O,O,X,X,X,X
JSITOLZ,X,O,O,O,X,X,X,X
JSITOZL,X,O,O,O,X,X,X,X
JSILTZO,O,O,O,O,X,X,X,O
JSILTOZ,O,O,O,O,X,X,X,O
JSILZTO,O,O,O,O,X,X,X,O
JSILZOT,O,X,O,O,X,X,X,O
JSILOTZ,O,X,O,O,X,X,X,O
JSILOZT,O,X,O,O,X,X,X,O
JSIZTLO,O,O,O,O,X,X,X,X
JSIZTOL,X,O,O,O,X,X,X,X
JSIZLTO,O,O,O,O,X,X,X,X
JSIZLOT,O,X,O,O,X,X,X,X
JSIZOTL,O,O,O,O,X,X,X,X
JSIZOLT,O,X,O,X,X,X,X,X
JSIOTLZ,O,O,O,O,X,X,X,O
JSIOTZL,O,O,O,O,X,X,X,X
JSIOLTZ,O,X,O,O,X,X,X,O
JSIOLZT,O,X,O,O,X,X,X,O
JSIOZTL,O,O,O,O,X,X,X,X
JSIOZLT,O,X,O,X,X,X,X,X
JSLTIZO,O,O,O,O,X,X,X,O
JSLTIOZ,O,O,O,O,X,X,X,O
JSLTZIO,O,O,O,O,X,X,X,O
JSLTZOI,O,O,O,O,X,X,X,O
JSLTOIZ,O,O,O,O,X,X,X,O
JSLTOZI,O,O,O,O,X,X,X,O
JSLITZO,O,O,O,O,X,X,X,O
JSLITOZ,O,O,O,O,X,X,X,O
JSLIZTO,O,O,O,O,X,X,X,O
JSLIZOT,O,X,O,O,X,X,X,O
JSLIOTZ,O,X,O,O,X,X,X,O
JSLIOZT,O,X,O,O,X,X,X,O
JSLZTIO,O,O,O,O,X,X,X,O
JSLZTOI,O,O,O,O,X,X,X,O
JSLZITO,O,O,O,O,X,X,X,O
JSLZIOT,O,X,O,O,X,X,X,O
JSLZOTI,O,X,O,O,X,X,X,O
JSLZOIT,O,X,O,O,X,X,X,O
JSLOTIZ,O,X,O,O,X,X,X,O
JSLOTZI,O,X,O,O,X,X,X,O
JSLOITZ,O,X,O,O,X,X,X,O
JSLOIZT,O,X,O,O,X,X,X,O
JSLOZTI,O,X,O,O,X,X,X,O
JSLOZIT,O,X,O,O,X,X,X,O
JSZTILO,O,O,O,O,X,X,X,X
JSZTIOL,X,O,O,O,X,X,X,X
JSZTLIO,O,O,O,O,X,X,X,X
JSZTLOI,O,O,O,O,X,X,X,X
JSZTOIL,X,O,O,O,X,X,X,X
JSZTOLI,X,O,O,X,X,X,X,X
JSZITLO,O,O,O,O,X,X,X,X
JSZITOL,X,O,O,O,X,X,X,X
JSZILTO,O,O,O,O,X,X,X,X
JSZILOT,O,X,O,O,X,X,X,X
JSZIOTL,O,O,O,O,X,X,X,X
JSZIOLT,O,X,O,X,X,X,X,X
JSZLTIO,O,O,O,O,X,X,X,X
JSZLTOI,O,O,O,O,X,X,X,X
JSZLITO,O,O,O,O,X,X,X,X
JSZLIOT,O,X,O,O,X,X,X,X
JSZLOTI,O,X,O,O,X,X,X,X
JSZLOIT,O,X,O,O,X,X,X,X
JSZOTIL,O,O,O,O,X,X,X,X
JSZOTLI,O,O,O,X,X,X,X,X
JSZOITL,O,O,O,O,X,X,X,X
JSZOILT,O,X,O,X,X,X,X,X
JSZOLTI,O,X,O,X,X,X,X,X
JSZOLIT,O,X,O,X,X,X,X,X
JSOTILZ,O,O,O,O,X,X,X,O
JSOTIZL,O,O,O,O,X,X,X,X
JSOTLIZ,O,O,O,O,X,X,X,O
JSOTLZI,O,O,O,O,X,X,X,O
JSOTZIL,O,O,O,O,X,X,X,X
JSOTZLI,O,O,O,X,X,X,X,X
JSOITLZ,O,O,O,O,X,X,X,O
JSOITZL,O,O,O,O,X,X,X,X
JSOILTZ,O,X,O,O,X,X,X,O
JSOILZT,O,X,O,O,X,X,X,O
JSOIZTL,O,O,O,O,X,X,X,X
JSOIZLT,O,X,O,X,X,X,X,X
JSOLTIZ,O,X,O,O,X,X,X,O
JSOLTZI,O,X,O,O,X,X,X,O
JSOLITZ,O,X,O,O,X,X,X,O
JSOLIZT,O,X,O,O,X,X,X,O
JSOLZTI,O,X,O,O,X,X,X,O
JSOLZIT,O,X,O,O,X,X,X,O
JSOZTIL,O,O,O,O,X,X,X,X
JSOZTLI,O,O,O,X,X,X,X,X
JSOZITL,O,O,O,O,X,X,X,X
JSOZILT,O,X,O,X,X,X,X,X
JSOZLTI,O,X,O,X,X,X,X,X
JSOZLIT,O,X,O,X,X,X,X,X
JZTILSO,O,O,O,O,X,X,O,O
JZTILOS,X,O,O,O,X,X,X,X
JZTISLO,O,O,O,O,X,X,X,X
JZTISOL,X,O,O,O,X,X,X,X
JZTIOLS,X,O,O,O,X,X,X,X
JZTIOSL,X,O,X,O,X,X,X,X
JZTLISO,O,O,O,O,X,X,O,O
JZTLIOS,X,O,O,O,X,X,X,X
JZTLSIO,O,O,O,O,X,X,O,O
JZTLSOI,O,O,O,O,X,X,X,O
JZTLOIS,X,O,O,O,X,X,X,X
JZTLOSI,X,O,O,O,X,X,X,X
JZTSILO,O,O,O,O,X,X,X,X
JZTSIOL,X,O,O,O,X,X,X,X
JZTSLIO,O,O,O,O,X,X,X,X
JZTSLOI,O,O,O,O,X,X,X,X
JZTSOIL,X,O,O,O,X,X,X,X
JZTSOLI,X,O,O,X,X,X,X,X
JZTOILS,X,O,O,O,X,X,X,X
JZTOISL,X,O,X,O,X,X,X,X
JZTOLIS,X,O,O,O,X,X,X,X
JZTOLSI,X,O,O,O,X,X,X,X
JZTOSIL,X,O,X,O,X,X,X,X
JZTOSLI,X,O,X,X,X,X,X,X
JZITLSO,O,O,O,O,X,X,O,O
JZITLOS,X,O,O,O,X,X,X,X
JZITSLO,O,O,O,O,X,X,X,X
JZITSOL,X,O,O,O,X,X,X,X
JZITOLS,X,O,O,O,X,X,X,X
JZITOSL,X,O,X,O,X,X,X,X
JZILTSO,O,O,O,O,X,X,O,O
JZILTOS,X,O,O,O,X,X,X,X
JZILSTO,O,O,O,O,X,X,O,O
JZILSOT,O,X,O,O,X,X,X,O
JZILOTS,X,X,O,O,X,X,X,O
JZILOST,X,X,O,O,X,X,X,O
JZISTLO,O,O,O,O,X,X,X,X
JZISTOL,X,O,O,O,X,X,X,X
JZISLTO,O,O,O,O,X,X,X,X
JZISLOT,O,X,O,O,X,X,X,X
JZISOTL,O,O,O,O,X,X,X,X
JZISOLT,O,X,O,X,X,X,X,X
JZIOTLS,X,O,O,O,X,X,X,O
JZIOTSL,O,O,X,O,X,X,X,X
JZIOLTS,X,X,O,O,X,X,X,O
JZIOLST,O,X,O,O,X,X,X,O
JZIOSTL,O,O,O,O,X,X,X,X
JZIOSLT,O,X,O,X,X,X,X,X
JZLTISO,O,O,O,O,X,X,O,O
JZLTIOS,X,O,O,O,X,X,X,X
JZLTSIO,O,O,O,O,X,X,O,O
JZLTSOI,O,O,O,O,X,X,X,O
JZLTOIS,X,O,O,O,X,X,X,X
JZLTOSI,X,O,O,O,X,X,X,X
JZLITSO,O,O,O,O,X,X,O,O
JZLITOS,X,O,O,O,X,X,X,X
JZLISTO,O,O,O,O,X,X,O,O
JZLISOT,O,X,O,O,X,X,X,O
JZLIOTS,X,X,O,O,X,X,X,O
JZLIOST,X,X,O,O,X,X,X,O
JZLSTIO,O,O,O,O,X,X,O,O
JZLSTOI,O,O,O,O,X,X,X,O
JZLSITO,O,O,O,O,X,X,O,O
JZLSIOT,O,X,O,O,X,X,X,O
JZLSOTI,O,X,O,O,X,X,X,O
JZLSOIT,O,X,O,O,X,X,X,O
JZLOTIS,X,X,O,O,X,X,X,O
JZLOTSI,X,X,O,O,X,X,X,O
JZLOITS,X,X,O,O,X,X,X,O
JZLOIST,X,X,O,O,X,X,X,O
JZLOSTI,X,X,O,O,X,X,X,O
JZLOSIT,X,X,O,O,X,X,X,O
JZSTILO,O,O,O,O,X,X,X,X
JZSTIOL,X,O,O,O,X,X,X,X
JZSTLIO,O,O,O,O,X,X,X,X
JZSTLOI,O,O,O,O,X,X,X,X
JZSTOIL,X,O,O,O,X,X,X,X
JZSTOLI,X,O,O,X,X,X,X,X
JZSITLO,O,O,O,O,X,X,X,X
JZSITOL,X,O,O,O,X,X,X,X
JZSILTO,O,O,O,O,X,X,X,X
JZSILOT,O,X,O,O,X,X,X,X
JZSIOTL,O,O,O,O,X,X,X,X
JZSIOLT,O,X,O,X,X,X,X,X
JZSLTIO,O,O,O,O,X,X,X,X
JZSLTOI,O,O,O,O,X,X,X,X
JZSLITO,O,O,O,O,X,X,X,X
JZSLIOT,O,X,O,O,X,X,X,X
JZSLOTI,O,X,O,O,X,X,X,X
JZSLOIT,O,X,O,O,X,X,X,X
JZSOTIL,O,O,O,O,X,X,X,X
JZSOTLI,O,O,O,X,X,X,X,X
JZSOITL,O,O,O,O,X,X,X,X
JZSOILT,O,X,O,X,X,X,X,X
JZSOLTI,O,X,O,X,X,X,X,X
JZSOLIT,O,X,O,X,X,X,X,X
JZOTILS,X,O,O,O,X,X,X,O
JZOTISL,O,O,X,O,X,X,X,X
JZOTLIS,X,O,O,O,X,X,X,O
JZOTLSI,X,O,O,O,X,X,X,O
JZOTSIL,O,O,X,O,X,X,X,X
JZOTSLI,O,O,X,X,X,X,X,X
JZOITLS,X,O,O,O,X,X,X,O
JZOITSL,O,O,X,O,X,X,X,X
JZOILTS,X,X,O,O,X,X,X,O
JZOILST,O,X,O,O,X,X,X,O
JZOISTL,O,O,O,O,X,X,X,X
JZOISLT,O,X,O,X,X,X,X,X
JZOLTIS,X,X,O,O,X,X,X,O
JZOLTSI,X,X,O,O,X,X,X,O
JZOLITS,X,X,O,O,X,X,X,O
JZOLIST,O,X,O,O,X,X,X,O
JZOLSTI,O,X,O,O,X,X,X,O
JZOLSIT,O,X,O,O,X,X,X,O
JZOSTIL,O,O,O,O,X,X,X,X
JZOSTLI,O,O,O,X,X,X,X,X
JZOSITL,O,O,O,O,X,X,X,X
JZOSILT,O,X,O,X,X,X,X,X
JZOSLTI,O,X,O,X,X,X,X,X
JZOSLIT,O,X,O,X,X,X,X,X
JOTILSZ,O,O,X,O,O,O,X,O
JOTILZS,O,O,X,O,O,X,X,O
JOTISLZ,O,O,X,O,X,X,X,O
JOTISZL,O,O,X,O,X,X,X,X
JOTIZLS,O,O,X,O,O,X,X,O
JOTIZSL,O,O,X,O,X,X,X,X
JOTLISZ,O,O,X,O,O,O,X,O
JOTLIZS,O,O,X,O,O,X,X,O
JOTLSIZ,O,O,X,O,O,O,X,O
JOTLSZI,O,O,X,O,O,O,X,O
JOTLZIS,O,O,X,O,O,X,X,O
JOTLZSI,O,O,X,O,O,X,X,O
JOTSILZ,O,O,X,O,X,X,X,O
JOTSIZL,O,O,X,O,X,X,X,X
JOTSLIZ,O,O,X,O,X,X,X,O
JOTSLZI,O,O,X,O,X,X,X,O
JOTSZIL,O,O,X,O,X,X,X,X
JOTSZLI,O,O,X,X,X,X,X,X
JOTZILS,O,O,X,O,O,X,X,O
JOTZISL,O,O,X,O,X,X,X,X
JOTZLIS,O,O,X,O,O,X,X,O
JOTZLSI,O,O,X,O,O,X,X,O
JOTZSIL,O,O,X,O,X,X,X,X
JOTZSLI,O,O,X,X,X,X,X,X
JOITLSZ,O,O,X,O,O,O,X,O
JOITLZS,O,O,X,O,O,X,X,O
JOITSLZ,O,O,X,O,X,X,X,O
JOITSZL,O,O,X,O,X,X,X,X
JOITZLS,O,O,X,O,O,X,X,O
JOITZSL,O,O,X,O,X,X,X,X
JOILTSZ,O,O,O,O,O,O,X,O
JOILTZS,O,O,O,O,O,X,X,O
JOILSTZ,O,O,O,O,O,O,X,O
JOILSZT,O,O,O,O,O,O,X,O
JOILZTS,O,O,O,O,O,X,X,O
JOILZST,O,O,O,O,O,X,X,O
JOISTLZ,O,O,O,O,X,X,X,O
JOISTZL,O,O,O,O,X,X,X,X
JOISLTZ,O,O,O,O,X,X,X,O
