sequence,v115@/gB8HeC8EeA8BeB8GeC8CeA8KeT/IvhF0hBliB5oBy?sB3pBWxB,v115@/gB8HeC8EeA8BeB8GeC8CeA8KeT/IvhFlhBaoB5oB8?rB+sB3pB,v115@/gB8HeC8EeA8BeB8GeC8CeA8KeT/IvhF6mBliB5oBe?sB8sB3pB,v115@/gB8HeC8EeA8BeB8GeC8CeA8KeT/IvhF6mBmiB5oB0?nB3pBVxB,v115@/gB8HeC8EeA8BeB8GeC8CeA8KeT/IvhFmiB5oBCnB3?pBlsB0rB,v115@/gB8HeC8EeA8BeB8GeC8CeA8KeT/IvhFVnBaoB5oB3?pBGsB0rB
ZJOITSL,O,O,O,X,X,X
ZJOILTS,O,O,O,X,X,X
ZJOILST,O,O,O,X,X,X
ZJOISTL,O,O,O,X,X,X
ZJOISLT,O,O,O,X,X,X
ZJOLTIS,O,O,O,X,X,X
ZJOLTSI,O,O,O,X,X,X
ZJOLITS,O,O,O,X,X,X
ZJOLIST,O,O,O,X,X,X
ZJOLSTI,O,O,O,X,X,X
ZJOLSIT,O,O,O,X,X,X
ZJOSTIL,O,O,O,X,X,X
ZJOSTLI,O,O,O,X,X,X
ZJOSITL,O,O,O,X,X,X
ZJOSILT,O,O,O,X,X,X
ZJOSLTI,O,O,O,X,X,X
ZJOSLIT,O,O,O,X,X,X
ZSTILJO,O,O,O,O,O,X
ZSTILOJ,O,O,O,O,O,X
ZSTIJLO,O,O,O,O,O,X
ZSTIJOL,O,O,O,O,O,X
ZSTIOLJ,O,O,O,O,O,X
ZSTIOJL,O,O,O,O,O,X
ZSTLIJO,O,O,O,O,O,X
ZSTLIOJ,O,O,O,O,O,X
ZSTLJIO,O,O,O,O,O,X
ZSTLJOI,O,O,O,O,O,X
ZSTLOIJ,O,O,O,O,O,X
ZSTLOJI,O,O,O,O,O,X
ZSTJILO,O,O,O,O,O,X
ZSTJIOL,O,O,O,O,O,X
ZSTJLIO,O,O,O,O,O,X
ZSTJLOI,O,O,O,O,O,X
ZSTJOIL,O,O,O,O,O,X
ZSTJOLI,O,O,O,O,O,X
ZSTOILJ,O,O,O,O,O,X
ZSTOIJL,O,O,O,O,O,X
ZSTOLIJ,O,O,O,O,O,X
ZSTOLJI,O,O,O,O,O,X
ZSTOJIL,O,O,O,O,O,X
ZSTOJLI,O,O,O,O,O,X
ZSITLJO,O,O,O,O,O,X
ZSITLOJ,O,O,O,O,O,X
ZSITJLO,O,O,O,O,O,X
ZSITJOL,O,O,O,O,O,X
ZSITOLJ,O,O,O,O,O,X
ZSITOJL,O,O,O,O,O,X
ZSILTJO,O,O,O,X,X,X
ZSILTOJ,O,O,O,X,X,X
ZSILJTO,O,O,O,X,X,O
ZSILJOT,O,O,O,X,X,O
ZSILOTJ,O,O,O,X,X,X
ZSILOJT,O,O,O,X,X,O
ZSIJTLO,O,O,O,X,X,O
ZSIJTOL,O,O,O,X,X,O
ZSIJLTO,O,O,O,X,X,O
ZSIJLOT,O,O,O,X,X,O
ZSIJOTL,O,O,O,X,X,O
ZSIJOLT,O,O,O,X,X,O
ZSIOTLJ,O,O,O,O,O,X
ZSIOTJL,O,O,O,O,O,X
ZSIOLTJ,O,O,O,X,X,X
ZSIOLJT,O,O,O,X,X,O
ZSIOJTL,O,O,O,X,X,O
ZSIOJLT,O,O,O,X,X,O
ZSLTIJO,O,O,O,X,X,X
ZSLTIOJ,O,O,O,X,X,X
ZSLTJIO,O,O,O,X,X,X
ZSLTJOI,O,O,O,X,X,X
ZSLTOIJ,O,O,O,X,X,X
ZSLTOJI,O,O,O,X,X,X
ZSLITJO,O,O,O,X,X,X
ZSLITOJ,O,O,O,X,X,X
ZSLIJTO,O,O,O,X,X,O
ZSLIJOT,O,O,O,X,X,O
ZSLIOTJ,O,O,O,X,X,X
ZSLIOJT,O,O,O,X,X,O
ZSLJTIO,O,O,O,X,X,X
ZSLJTOI,O,O,O,X,X,X
ZSLJITO,O,O,O,X,X,O
ZSLJIOT,O,O,O,X,X,O
ZSLJOTI,O,O,O,X,X,X
ZSLJOIT,O,O,O,X,X,O
ZSLOTIJ,O,O,O,X,X,X
ZSLOTJI,O,O,O,X,X,X
ZSLOITJ,O,O,O,X,X,X
ZSLOIJT,O,O,O,X,X,O
ZSLOJTI,O,O,O,X,X,X
ZSLOJIT,O,O,O,X,X,O
ZSJTILO,O,O,O,X,X,O
ZSJTIOL,O,O,O,X,X,O
ZSJTLIO,O,O,O,X,X,O
ZSJTLOI,O,O,O,X,X,O
ZSJTOIL,O,O,O,X,X,O
ZSJTOLI,O,O,O,X,X,O
ZSJITLO,O,O,O,X,X,O
ZSJITOL,O,O,O,X,X,O
ZSJILTO,O,O,O,X,X,O
ZSJILOT,O,O,O,X,X,O
ZSJIOTL,O,O,O,X,X,O
ZSJIOLT,O,O,O,X,X,O
ZSJLTIO,O,O,O,X,X,X
ZSJLTOI,O,O,O,X,X,X
ZSJLITO,O,O,O,X,X,O
ZSJLIOT,O,O,O,X,X,O
ZSJLOTI,O,O,O,X,X,X
ZSJLOIT,O,O,O,X,X,O
ZSJOTIL,O,O,O,X,X,O
ZSJOTLI,O,O,O,X,X,O
ZSJOITL,O,O,O,X,X,O
ZSJOILT,O,O,O,X,X,O
ZSJOLTI,O,O,O,X,X,X
ZSJOLIT,O,O,O,X,X,O
ZSOTILJ,O,O,O,O,O,X
ZSOTIJL,O,O,O,O,O,X
ZSOTLIJ,O,O,O,O,O,X
ZSOTLJI,O,O,O,O,O,X
ZSOTJIL,O,O,O,O,O,X
ZSOTJLI,O,O,O,O,O,X
ZSOITLJ,O,O,O,O,O,X
ZSOITJL,O,O,O,O,O,X
ZSOILTJ,O,O,O,X,X,X
ZSOILJT,O,O,O,X,X,O
ZSOIJTL,O,O,O,X,X,O
ZSOIJLT,O,O,O,X,X,O
ZSOLTIJ,O,O,O,X,X,X
ZSOLTJI,O,O,O,X,X,X
ZSOLITJ,O,O,O,X,X,X
ZSOLIJT,O,O,O,X,X,O
ZSOLJTI,O,O,O,X,X,X
ZSOLJIT,O,O,O,X,X,O
ZSOJTIL,O,O,O,X,X,O
ZSOJTLI,O,O,O,X,X,O
ZSOJITL,O,O,O,X,X,O
ZSOJILT,O,O,O,X,X,O
ZSOJLTI,O,O,O,X,X,X
ZSOJLIT,O,O,O,X,X,O
ZOTILJS,O,O,O,O,X,X
ZOTILSJ,O,X,X,O,X,X
ZOTIJLS,O,O,O,O,X,X
ZOTIJSL,O,O,O,O,X,X
ZOTISLJ,O,O,X,O,X,X
ZOTISJL,O,O,X,O,X,X
ZOTLIJS,O,O,O,O,X,X
ZOTLISJ,O,X,X,O,X,X
ZOTLJIS,O,O,O,O,X,X
ZOTLJSI,X,O,O,O,X,X
ZOTLSIJ,O,X,X,O,X,X
ZOTLSJI,X,X,X,O,X,X
ZOTJILS,O,O,O,O,X,X
ZOTJISL,O,O,O,O,X,X
ZOTJLIS,O,O,O,O,X,X
ZOTJLSI,O,O,O,O,X,X
ZOTJSIL,O,O,O,O,X,X
ZOTJSLI,X,O,O,O,X,X
ZOTSILJ,O,O,X,O,X,X
ZOTSIJL,O,O,X,O,X,X
ZOTSLIJ,O,O,X,O,X,X
ZOTSLJI,X,O,X,O,X,X
ZOTSJIL,O,O,X,O,X,X
ZOTSJLI,X,O,X,O,X,X
ZOITLJS,O,O,O,O,X,X
ZOITLSJ,O,X,X,O,X,X
ZOITJLS,O,O,O,O,X,X
ZOITJSL,O,O,O,O,X,X
ZOITSLJ,O,O,X,O,X,X
ZOITSJL,O,O,X,O,X,X
ZOILTJS,O,O,O,X,X,X
ZOILTSJ,O,X,X,X,X,X
ZOILJTS,O,O,O,X,X,X
ZOILJST,O,O,O,X,X,X
ZOILSTJ,O,X,O,X,X,X
ZOILSJT,O,X,O,X,X,X
ZOIJTLS,O,O,O,X,X,X
ZOIJTSL,O,O,O,X,X,X
ZOIJLTS,O,O,O,X,X,X
ZOIJLST,O,O,O,X,X,X
ZOIJSTL,O,O,O,X,X,X
ZOIJSLT,O,O,O,X,X,X
ZOISTLJ,O,O,O,X,X,X
ZOISTJL,O,O,O,X,X,X
ZOISLTJ,O,O,O,X,X,X
ZOISLJT,O,O,O,X,X,X
ZOISJTL,O,O,O,X,X,X
ZOISJLT,O,O,O,X,X,X
ZOLTIJS,O,O,O,X,X,X
ZOLTISJ,O,X,X,X,X,X
ZOLTJIS,O,O,O,X,X,X
ZOLTJSI,X,O,O,X,X,X
ZOLTSIJ,O,X,X,X,X,X
ZOLTSJI,O,X,X,X,X,X
ZOLITJS,O,O,O,X,X,X
ZOLITSJ,O,X,X,X,X,X
ZOLIJTS,O,O,O,X,X,X
ZOLIJST,O,O,O,X,X,X
ZOLISTJ,O,X,O,X,X,X
ZOLISJT,O,X,O,X,X,X
ZOLJTIS,O,O,O,X,X,X
ZOLJTSI,O,O,O,X,X,X
ZOLJITS,O,O,O,X,X,X
ZOLJIST,O,O,O,X,X,X
ZOLJSTI,O,O,O,X,X,X
ZOLJSIT,O,O,O,X,X,X
ZOLSTIJ,O,X,O,X,X,X
ZOLSTJI,O,X,O,X,X,X
ZOLSITJ,O,X,O,X,X,X
ZOLSIJT,O,X,O,X,X,X
ZOLSJTI,O,X,O,X,X,X
ZOLSJIT,O,X,O,X,X,X
ZOJTILS,O,O,O,X,X,X
ZOJTISL,O,O,O,X,X,X
ZOJTLIS,O,O,O,X,X,X
ZOJTLSI,O,O,O,X,X,X
ZOJTSIL,O,O,O,X,X,X
ZOJTSLI,O,O,O,X,X,X
ZOJITLS,O,O,O,X,X,X
ZOJITSL,O,O,O,X,X,X
ZOJILTS,O,O,O,X,X,X
ZOJILST,O,O,O,X,X,X
ZOJISTL,O,O,O,X,X,X
ZOJISLT,O,O,O,X,X,X
ZOJLTIS,O,O,O,X,X,X
ZOJLTSI,O,O,O,X,X,X
ZOJLITS,O,O,O,X,X,X
ZOJLIST,O,O,O,X,X,X
ZOJLSTI,O,O,O,X,X,X
ZOJLSIT,O,O,O,X,X,X
ZOJSTIL,O,O,O,X,X,X
ZOJSTLI,O,O,O,X,X,X
ZOJSITL,O,O,O,X,X,X
ZOJSILT,O,O,O,X,X,X
ZOJSLTI,O,O,O,X,X,X
ZOJSLIT,O,O,O,X,X,X
ZOSTILJ,O,O,O,X,X,X
ZOSTIJL,O,O,O,X,X,X
ZOSTLIJ,O,O,O,X,X,X
ZOSTLJI,O,O,O,X,X,X
ZOSTJIL,O,O,O,X,X,X
ZOSTJLI,O,O,O,X,X,X
ZOSITLJ,O,O,O,X,X,X
ZOSITJL,O,O,O,X,X,X
ZOSILTJ,O,O,O,X,X,X
ZOSILJT,O,O,O,X,X,X
ZOSIJTL,O,O,O,X,X,X
ZOSIJLT,O,O,O,X,X,X
ZOSLTIJ,O,O,O,X,X,X
ZOSLTJI,O,O,O,X,X,X
ZOSLITJ,O,O,O,X,X,X
ZOSLIJT,O,O,O,X,X,X
ZOSLJTI,O,O,O,X,X,X
ZOSLJIT,O,O,O,X,X,X
ZOSJTIL,O,O,O,X,X,X
ZOSJTLI,O,O,O,X,X,X
ZOSJITL,O,O,O,X,X,X
ZOSJILT,O,O,O,X,X,X
ZOSJLTI,O,O,O,X,X,X
ZOSJLIT,O,O,O,X,X,X
OTILJSZ,O,X,X,X,O,X
OTILJZS,O,O,O,O,X,X
OTILSJZ,X,X,X,O,O,X
OTILSZJ,O,X,X,O,O,X
OTILZJS,O,O,O,O,X,X
OTILZSJ,O,X,X,O,X,X
OTIJLSZ,O,X,X,X,O,X
OTIJLZS,O,O,O,O,X,X
OTIJSLZ,X,X,X,X,O,X
OTIJSZL,X,X,X,X,O,X
OTIJZLS,O,O,O,O,X,X
OTIJZSL,O,O,O,O,X,X
OTISLJZ,X,X,X,O,O,X
OTISLZJ,X,O,X,O,O,X
OTISJLZ,X,X,X,O,O,X
OTISJZL,X,O,X,O,O,X
OTISZLJ,X,O,X,O,O,X
OTISZJL,X,O,X,O,O,X
OTIZLJS,O,O,O,O,X,X
OTIZLSJ,O,X,X,O,X,X
OTIZJLS,O,O,O,O,X,X
OTIZJSL,O,O,O,O,X,X
OTIZSLJ,O,O,X,O,X,X
OTIZSJL,X,O,X,O,X,X
OTLIJSZ,O,X,X,X,O,X
OTLIJZS,O,O,O,O,X,X
OTLISJZ,X,X,X,O,O,X
OTLISZJ,O,X,X,O,O,X
OTLIZJS,O,O,O,O,X,X
OTLIZSJ,O,X,X,O,X,X
OTLJISZ,O,X,X,X,O,X
OTLJIZS,O,O,O,O,X,X
OTLJSIZ,O,X,X,X,O,X
OTLJSZI,O,X,X,X,O,X
OTLJZIS,O,O,O,O,X,X
OTLJZSI,O,O,O,O,X,X
OTLSIJZ,X,X,X,O,O,X
OTLSIZJ,O,X,X,O,O,X
OTLSJIZ,X,X,X,O,O,X
OTLSJZI,X,X,X,O,O,X
OTLSZIJ,O,X,X,O,O,X
OTLSZJI,X,X,X,O,O,X
OTLZIJS,O,O,O,O,X,X
OTLZISJ,O,X,X,O,X,X
OTLZJIS,O,O,O,O,X,X
OTLZJSI,X,O,O,O,X,X
OTLZSIJ,O,X,X,O,X,X
OTLZSJI,X,X,X,O,X,X
OTJILSZ,O,X,X,X,O,X
OTJILZS,O,O,O,O,X,X
OTJISLZ,X,X,X,X,O,X
OTJISZL,X,X,X,X,O,X
OTJIZLS,O,O,O,O,X,X
OTJIZSL,O,O,O,O,X,X
OTJLISZ,O,X,X,X,O,X
OTJLIZS,O,O,O,O,X,X
OTJLSIZ,O,X,X,X,O,X
OTJLSZI,O,X,X,X,O,X
OTJLZIS,O,O,O,O,X,X
OTJLZSI,O,O,O,O,X,X
OTJSILZ,X,X,X,X,O,X
OTJSIZL,X,X,X,X,O,X
OTJSLIZ,X,X,X,X,O,X
OTJSLZI,X,X,X,X,O,X
OTJSZIL,X,X,X,X,O,X
OTJSZLI,X,X,X,X,O,X
OTJZILS,O,O,O,O,X,X
OTJZISL,O,O,O,O,X,X
OTJZLIS,O,O,O,O,X,X
OTJZLSI,O,O,O,O,X,X
OTJZSIL,O,O,O,O,X,X
OTJZSLI,X,O,O,O,X,X
OTSILJZ,X,X,X,O,O,X
OTSILZJ,X,O,X,O,O,X
OTSIJLZ,X,X,X,O,O,X
OTSIJZL,X,O,X,O,O,X
OTSIZLJ,X,O,X,O,O,X
OTSIZJL,X,O,X,O,O,X
OTSLIJZ,X,X,X,O,O,X
OTSLIZJ,X,O,X,O,O,X
OTSLJIZ,X,X,X,O,O,X
OTSLJZI,X,X,X,O,O,X
OTSLZIJ,X,O,X,O,O,X
OTSLZJI,X,O,X,O,O,X
OTSJILZ,X,X,X,O,O,X
OTSJIZL,X,O,X,O,O,X
OTSJLIZ,X,X,X,O,O,X
OTSJLZI,X,X,X,O,O,X
OTSJZIL,X,O,X,O,O,X
OTSJZLI,X,O,X,O,O,X
OTSZILJ,X,O,X,O,O,X
OTSZIJL,X,O,X,O,O,X
OTSZLIJ,X,O,X,O,O,X
OTSZLJI,X,O,X,O,O,X
OTSZJIL,X,O,X,O,O,X
OTSZJLI,X,O,X,O,O,X
OTZILJS,O,O,O,O,X,X
OTZILSJ,O,X,X,O,X,X
OTZIJLS,O,O,O,O,X,X
OTZIJSL,O,O,O,O,X,X
OTZISLJ,O,O,X,O,X,X
OTZISJL,X,O,X,O,X,X
OTZLIJS,O,O,O,O,X,X
OTZLISJ,O,X,X,O,X,X
OTZLJIS,O,O,O,O,X,X
OTZLJSI,X,O,O,O,X,X
OTZLSIJ,O,X,X,O,X,X
OTZLSJI,X,X,X,O,X,X
OTZJILS,O,O,O,O,X,X
OTZJISL,O,O,O,O,X,X
OTZJLIS,O,O,O,O,X,X
OTZJLSI,O,O,O,O,X,X
OTZJSIL,O,O,O,O,X,X
OTZJSLI,X,O,O,O,X,X
OTZSILJ,O,O,X,O,X,X
OTZSIJL,X,O,X,O,X,X
OTZSLIJ,X,O,X,O,X,X
OTZSLJI,X,O,X,O,X,X
OTZSJIL,X,O,X,O,X,X
OTZSJLI,X,O,X,O,X,X
OITLJSZ,O,X,X,X,O,X
OITLJZS,O,O,O,O,X,X
OITLSJZ,X,X,X,O,O,X
OITLSZJ,O,X,X,O,O,X
OITLZJS,O,O,O,O,X,X
OITLZSJ,O,X,X,O,X,X
OITJLSZ,O,X,X,X,O,X
OITJLZS,O,O,O,O,X,X
OITJSLZ,X,X,X,X,O,X
OITJSZL,X,X,X,X,O,X
OITJZLS,O,O,O,O,X,X
OITJZSL,O,O,O,O,X,X
OITSLJZ,X,X,X,O,O,X
OITSLZJ,X,O,X,O,O,X
OITSJLZ,X,X,X,O,O,X
OITSJZL,X,O,X,O,O,X
OITSZLJ,X,O,X,O,O,X
OITSZJL,X,O,X,O,O,X
OITZLJS,O,O,O,O,X,X
OITZLSJ,O,X,X,O,X,X
OITZJLS,O,O,O,O,X,X
OITZJSL,O,O,O,O,X,X
OITZSLJ,O,O,X,O,X,X
OITZSJL,X,O,X,O,X,X
OILTJSZ,O,X,X,X,X,X
OILTJZS,O,O,O,O,X,X
OILTSJZ,O,X,X,X,X,X
OILTSZJ,O,X,X,O,X,X
OILTZJS,O,O,O,O,X,X
OILTZSJ,O,X,X,O,X,X
OILJTSZ,O,X,X,X,X,X
OILJTZS,O,O,O,X,X,X
OILJSTZ,O,O,O,X,X,O
OILJSZT,O,O,O,X,X,O
OILJZTS,O,O,O,X,X,X
OILJZST,O,O,O,X,X,X
OILSTJZ,O,O,O,X,X,O
OILSTZJ,O,X,O,X,X,X
OILSJTZ,O,O,O,X,X,O
OILSJZT,O,O,O,X,X,O
OILSZTJ,O,X,O,X,X,X
OILSZJT,O,O,O,X,X,O
OILZTJS,O,O,O,X,X,X
OILZTSJ,O,X,X,X,X,X
OILZJTS,O,O,O,X,X,X
OILZJST,O,O,O,X,X,X
OILZSTJ,O,X,O,X,X,X
OILZSJT,O,X,O,X,X,X
OIJTLSZ,O,X,X,X,X,O
OIJTLZS,O,O,O,O,X,X
OIJTSLZ,X,X,X,X,X,O
OIJTSZL,X,X,X,X,X,O
OIJTZLS,O,O,O,O,X,X
OIJTZSL,O,O,O,O,X,X
OIJLTSZ,O,X,X,X,X,X
OIJLTZS,O,O,O,X,X,X
OIJLSTZ,O,O,O,X,X,O
OIJLSZT,O,O,O,X,X,O
OIJLZTS,O,O,O,X,X,X
OIJLZST,O,O,O,X,X,X
OIJSTLZ,O,O,O,X,X,O
OIJSTZL,O,O,O,X,X,O
OIJSLTZ,O,O,O,X,X,O
OIJSLZT,O,O,O,X,X,O
OIJSZTL,O,O,O,X,X,O
OIJSZLT,O,O,O,X,X,O
OIJZTLS,O,O,O,X,X,X
OIJZTSL,O,O,O,X,X,X
OIJZLTS,O,O,O,X,X,X
OIJZLST,O,O,O,X,X,X
OIJZSTL,O,O,O,X,X,X
OIJZSLT,O,O,O,X,X,X
OISTLJZ,O,O,O,O,O,O
OISTLZJ,O,O,O,O,O,X
OISTJLZ,O,O,O,O,O,O
OISTJZL,O,O,O,O,O,O
OISTZLJ,O,O,O,O,O,X
OISTZJL,O,O,O,O,O,X
OISLTJZ,O,O,O,O,O,O
OISLTZJ,O,O,O,O,O,X
OISLJTZ,O,O,O,X,X,O
OISLJZT,O,O,O,X,X,O
OISLZTJ,O,O,O,X,X,X
OISLZJT,O,O,O,X,X,O
OISJTLZ,O,O,O,O,O,O
OISJTZL,O,O,O,O,O,O
OISJLTZ,O,O,O,X,X,O
OISJLZT,O,O,O,X,X,O
OISJZTL,O,O,O,X,X,O
OISJZLT,O,O,O,X,X,O
OISZTLJ,O,O,O,O,O,X
OISZTJL,O,O,O,O,O,X
OISZLTJ,O,O,O,X,X,X
OISZLJT,O,O,O,X,X,O
OISZJTL,O,O,O,X,X,O
OISZJLT,O,O,O,X,X,O
OIZTLJS,O,O,O,O,X,X
OIZTLSJ,O,X,X,O,X,X
OIZTJLS,O,O,O,O,X,X
OIZTJSL,O,O,O,O,X,X
OIZTSLJ,O,O,X,O,X,X
OIZTSJL,O,O,X,O,X,X
OIZLTJS,O,O,O,X,X,X
OIZLTSJ,O,X,X,X,X,X
OIZLJTS,O,O,O,X,X,X
OIZLJST,O,O,O,X,X,X
OIZLSTJ,O,X,O,X,X,X
OIZLSJT,O,X,O,X,X,X
OIZJTLS,O,O,O,X,X,X
OIZJTSL,O,O,O,X,X,X
OIZJLTS,O,O,O,X,X,X
OIZJLST,O,O,O,X,X,X
OIZJSTL,O,O,O,X,X,X
OIZJSLT,O,O,O,X,X,X
OIZSTLJ,O,O,O,X,X,X
OIZSTJL,O,O,O,X,X,X
OIZSLTJ,O,O,O,X,X,X
OIZSLJT,O,O,O,X,X,X
OIZSJTL,O,O,O,X,X,X
OIZSJLT,O,O,O,X,X,X
OLTIJSZ,O,X,X,X,X,X
OLTIJZS,O,O,O,O,X,X
OLTISJZ,O,X,X,X,X,X
OLTISZJ,O,X,X,O,X,X
OLTIZJS,O,O,O,O,X,X
OLTIZSJ,O,X,X,O,X,X
OLTJISZ,O,X,X,X,X,X
OLTJIZS,O,O,O,O,X,X
OLTJSIZ,O,X,X,X,X,X
OLTJSZI,O,X,X,X,X,X
OLTJZIS,O,O,O,O,X,X
OLTJZSI,O,O,O,O,X,X
OLTSIJZ,O,X,X,X,X,X
OLTSIZJ,O,X,X,O,X,X
OLTSJIZ,O,X,X,X,X,X
OLTSJZI,O,X,X,X,X,X
OLTSZIJ,O,X,X,O,X,X
OLTSZJI,O,X,X,O,X,X
OLTZIJS,O,O,O,O,X,X
OLTZISJ,O,X,X,O,X,X
OLTZJIS,O,O,O,O,X,X
OLTZJSI,X,O,O,O,X,X
OLTZSIJ,O,X,X,O,X,X
OLTZSJI,O,X,X,O,X,X
OLITJSZ,O,X,X,X,X,X
OLITJZS,O,O,O,O,X,X
OLITSJZ,O,X,X,X,X,X
OLITSZJ,O,X,X,O,X,X
OLITZJS,O,O,O,O,X,X
OLITZSJ,O,X,X,O,X,X
OLIJTSZ,O,X,X,X,X,X
OLIJTZS,O,O,O,X,X,X
OLIJSTZ,O,O,O,X,X,O
OLIJSZT,O,O,O,X,X,O
OLIJZTS,O,O,O,X,X,X
OLIJZST,O,O,O,X,X,X
OLISTJZ,O,O,O,X,X,O
OLISTZJ,O,X,O,X,X,X
OLISJTZ,O,O,O,X,X,O
OLISJZT,O,O,O,X,X,O
OLISZTJ,O,X,O,X,X,X
OLISZJT,O,O,O,X,X,O
OLIZTJS,O,O,O,X,X,X
OLIZTSJ,O,X,X,X,X,X
OLIZJTS,O,O,O,X,X,X
OLIZJST,O,O,O,X,X,X
OLIZSTJ,O,X,O,X,X,X
OLIZSJT,O,X,O,X,X,X
OLJTISZ,O,X,X,X,X,X
OLJTIZS,O,O,O,X,X,X
OLJTSIZ,O,X,X,X,X,X
OLJTSZI,O,X,X,X,X,X
OLJTZIS,O,O,O,X,X,X
OLJTZSI,O,O,O,X,X,X
OLJITSZ,O,X,X,X,X,X
OLJITZS,O,O,O,X,X,X
OLJISTZ,O,O,O,X,X,O
OLJISZT,O,O,O,X,X,O
OLJIZTS,O,O,O,X,X,X
OLJIZST,O,O,O,X,X,X
OLJSTIZ,O,O,O,X,X,O
OLJSTZI,O,O,O,X,X,X
OLJSITZ,O,O,O,X,X,O
OLJSIZT,O,O,O,X,X,O
OLJSZTI,O,O,O,X,X,X
OLJSZIT,O,O,O,X,X,O
OLJZTIS,O,O,O,X,X,X
OLJZTSI,O,O,O,X,X,X
OLJZITS,O,O,O,X,X,X
OLJZIST,O,O,O,X,X,X
OLJZSTI,O,O,O,X,X,X
OLJZSIT,O,O,O,X,X,X
OLSTIJZ,O,O,O,X,X,O
OLSTIZJ,O,X,O,X,X,X
OLSTJIZ,O,O,O,X,X,O
OLSTJZI,O,O,O,X,X,X
OLSTZIJ,O,X,O,X,X,X
OLSTZJI,O,X,O,X,X,X
OLSITJZ,O,O,O,X,X,O
OLSITZJ,O,X,O,X,X,X
OLSIJTZ,O,O,O,X,X,O
OLSIJZT,O,O,O,X,X,O
OLSIZTJ,O,X,O,X,X,X
OLSIZJT,O,O,O,X,X,O
OLSJTIZ,O,O,O,X,X,O
OLSJTZI,O,O,O,X,X,X
OLSJITZ,O,O,O,X,X,O
OLSJIZT,O,O,O,X,X,O
OLSJZTI,O,O,O,X,X,X
OLSJZIT,O,O,O,X,X,O
OLSZTIJ,O,X,O,X,X,X
OLSZTJI,O,X,O,X,X,X
OLSZITJ,O,X,O,X,X,X
OLSZIJT,O,O,O,X,X,O
OLSZJTI,O,O,O,X,X,X
OLSZJIT,O,O,O,X,X,O
OLZTIJS,O,O,O,X,X,X
OLZTISJ,O,X,X,X,X,X
OLZTJIS,O,O,O,X,X,X
OLZTJSI,X,O,O,X,X,X
OLZTSIJ,O,X,X,X,X,X
OLZTSJI,O,X,X,X,X,X
OLZITJS,O,O,O,X,X,X
OLZITSJ,O,X,X,X,X,X
OLZIJTS,O,O,O,X,X,X
OLZIJST,O,O,O,X,X,X
OLZISTJ,O,X,O,X,X,X
OLZISJT,O,X,O,X,X,X
OLZJTIS,O,O,O,X,X,X
OLZJTSI,O,O,O,X,X,X
OLZJITS,O,O,O,X,X,X
OLZJIST,O,O,O,X,X,X
OLZJSTI,O,O,O,X,X,X
OLZJSIT,O,O,O,X,X,X
OLZSTIJ,O,X,O,X,X,X
OLZSTJI,O,X,O,X,X,X
OLZSITJ,O,X,O,X,X,X
OLZSIJT,O,X,O,X,X,X
OLZSJTI,O,X,O,X,X,X
OLZSJIT,O,X,O,X,X,X
OJTILSZ,O,X,X,X,X,O
OJTILZS,O,O,O,O,X,X
OJTISLZ,X,X,X,X,X,O
OJTISZL,X,X,X,X,X,O
OJTIZLS,O,O,O,O,X,X
OJTIZSL,O,O,O,O,X,X
OJTLISZ,O,X,X,X,X,O
OJTLIZS,O,O,O,O,X,X
OJTLSIZ,O,X,X,X,X,O
OJTLSZI,O,X,X,X,X,O
OJTLZIS,O,O,O,O,X,X
OJTLZSI,O,O,O,O,X,X
OJTSILZ,X,X,X,X,X,O
OJTSIZL,X,X,X,X,X,O
OJTSLIZ,X,X,X,X,X,O
OJTSLZI,X,X,X,X,X,O
OJTSZIL,X,X,X,X,X,O
OJTSZLI,X,X,X,X,X,O
OJTZILS,O,O,O,O,X,X
OJTZISL,O,O,O,O,X,X
OJTZLIS,O,O,O,O,X,X
OJTZLSI,O,O,O,O,X,X
OJTZSIL,O,O,O,O,X,X
OJTZSLI,X,O,O,O,X,X
OJITLSZ,O,X,X,X,X,O
OJITLZS,O,O,O,O,X,X
OJITSLZ,X,X,X,X,X,O
OJITSZL,X,X,X,X,X,O
OJITZLS,O,O,O,O,X,X
OJITZSL,O,O,O,O,X,X
OJILTSZ,O,X,X,X,X,X
OJILTZS,O,O,O,X,X,X
OJILSTZ,O,O,O,X,X,O
OJILSZT,O,O,O,X,X,O
OJILZTS,O,O,O,X,X,X
OJILZST,O,O,O,X,X,X
OJISTLZ,O,O,O,X,X,O
OJISTZL,O,O,O,X,X,O
OJISLTZ,O,O,O,X,X,O
OJISLZT,O,O,O,X,X,O
OJISZTL,O,O,O,X,X,O
OJISZLT,O,O,O,X,X,O
OJIZTLS,O,O,O,X,X,X
OJIZTSL,O,O,O,X,X,X
OJIZLTS,O,O,O,X,X,X
OJIZLST,O,O,O,X,X,X
OJIZSTL,O,O,O,X,X,X
OJIZSLT,O,O,O,X,X,X
OJLTISZ,O,X,X,X,X,X
OJLTIZS,O,O,O,X,X,X
OJLTSIZ,O,X,X,X,X,X
OJLTSZI,O,X,X,X,X,X
OJLTZIS,O,O,O,X,X,X
OJLTZSI,O,O,O,X,X,X
OJLITSZ,O,X,X,X,X,X
OJLITZS,O,O,O,X,X,X
OJLISTZ,O,O,O,X,X,O
