sequence,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF/lBRhB0mB6sBlp?B2wB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhFxgBymB0lB+sBlp?B3rB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF/lBamBUiBWsBlp?BxwB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF2lBRhBfsB6sBlp?BUrB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF/lBRhBKrBGnBlp?BUsB,v115@EhC8HeB8HeC8AeB8DeB8Je2EJvhFRgBUiBfrB6rBlp?BTsB,v115@EhC8HeB8HeC8AeB8DeB8JeOEJvhFXgBlhBUmBTnBCq?BxwB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhFmgBqmB/nB0lBlp?BxwB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhFigBfrBxmBUnBlp?BWxB,v115@EhC8HeB8HeC8AeB8DeB8JeRAJvhFUiBypBGrBTsB/p?BFrB,v115@EhC8HeB8HeC8AeB8DeB8Jel/IvhFclB/pBxmBGrBTs?BirB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF/lBxmBarBUnBlp?BWxB,v115@EhC8HeB8HeC8AeB8DeB8JeSFJvhF/pBxmBmkBlmBUr?BTsB
JZSTOLI,O,O,X,O,O,X,X,X,O,X,O,X,X
JZSITLO,O,O,X,O,X,X,X,X,O,X,X,X,X
JZSITOL,O,O,X,O,X,X,X,X,O,X,X,O,X
JZSILTO,O,O,X,O,O,X,X,X,O,X,X,X,O
JZSILOT,X,O,X,X,O,X,X,X,X,X,X,X,O
JZSIOTL,O,O,X,O,X,X,X,X,X,X,X,X,X
JZSIOLT,X,O,X,X,X,X,X,X,X,X,X,X,X
JZSLTIO,O,O,X,O,O,X,X,X,O,X,X,X,X
JZSLTOI,O,O,X,O,O,X,X,X,O,X,X,X,X
JZSLITO,O,O,X,O,O,X,X,X,O,X,X,X,O
JZSLIOT,O,O,X,O,O,X,X,X,X,X,X,X,O
JZSLOTI,O,O,X,O,O,X,X,X,X,X,X,X,X
JZSLOIT,O,O,X,O,O,X,X,X,X,X,X,X,O
JZSOTIL,O,O,X,O,X,X,X,X,X,X,O,X,X
JZSOTLI,O,O,X,O,X,X,X,X,X,X,O,X,X
JZSOITL,O,O,X,O,X,X,X,X,X,X,O,X,X
JZSOILT,X,O,X,X,X,X,X,X,X,X,O,X,O
JZSOLTI,X,O,X,X,X,X,X,X,X,X,O,X,X
JZSOLIT,X,O,X,X,X,X,X,X,X,X,O,X,O
JZOTILS,X,O,X,O,O,X,X,X,X,X,X,X,X
JZOTISL,O,O,X,O,X,X,X,X,X,X,X,X,X
JZOTLIS,X,O,X,O,O,X,X,X,X,X,X,X,X
JZOTLSI,O,O,X,O,O,X,X,X,X,X,X,X,X
JZOTSIL,O,O,X,O,X,X,X,X,X,X,O,X,X
JZOTSLI,O,O,X,O,O,X,X,X,X,X,O,X,X
JZOITLS,X,O,X,O,X,X,X,X,X,X,X,X,X
JZOITSL,X,O,X,O,X,X,X,X,X,X,X,X,X
JZOILTS,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOILST,X,X,X,X,O,X,X,X,X,X,X,X,X
JZOISTL,O,X,X,X,X,X,X,X,X,X,O,X,X
JZOISLT,X,X,X,X,X,X,X,X,X,X,O,X,O
JZOLTIS,X,O,X,O,O,X,X,X,X,X,X,X,X
JZOLTSI,X,O,X,O,O,X,X,X,X,X,X,X,X
JZOLITS,X,O,X,X,X,X,X,X,X,X,X,X,X
JZOLIST,X,X,X,X,O,X,X,X,X,X,X,X,X
JZOLSTI,X,X,X,O,O,X,X,X,X,X,O,X,X
JZOLSIT,X,X,X,O,O,X,X,X,X,X,O,X,X
JZOSTIL,O,O,X,O,X,X,X,X,X,X,O,X,X
JZOSTLI,O,O,X,O,X,X,X,X,X,X,O,X,X
JZOSITL,O,O,X,O,X,X,X,X,X,X,O,X,X
JZOSILT,X,O,X,X,X,X,X,X,X,X,O,X,O
JZOSLTI,X,O,X,X,X,X,X,X,X,X,O,X,X
JZOSLIT,X,O,X,X,X,X,X,X,X,X,O,X,O
JOTILSZ,O,X,X,X,X,O,X,X,X,X,X,O,X
JOTILZS,O,X,X,X,X,O,X,X,X,X,X,X,X
JOTISLZ,O,O,X,X,X,O,X,X,O,X,X,O,X
JOTISZL,O,O,X,X,X,O,X,X,O,X,O,O,X
JOTIZLS,X,O,X,X,X,O,X,X,X,X,X,X,X
JOTIZSL,O,O,X,X,X,O,X,X,X,X,O,O,X
JOTLISZ,O,X,X,X,X,O,X,X,X,O,X,O,X
JOTLIZS,O,X,X,X,X,O,X,X,X,O,X,X,X
JOTLSIZ,O,O,X,X,X,O,X,X,O,O,X,O,X
JOTLSZI,O,O,X,X,X,O,X,X,O,O,X,X,X
JOTLZIS,O,O,X,X,X,O,X,X,X,O,X,X,X
JOTLZSI,O,O,X,X,X,O,X,X,X,O,X,X,X
JOTSILZ,O,O,X,X,X,O,X,X,O,X,X,O,X
JOTSIZL,O,O,X,X,X,O,X,X,O,X,O,O,X
JOTSLIZ,O,O,X,X,X,O,X,X,O,X,X,O,X
JOTSLZI,O,O,X,X,X,O,X,X,O,X,X,X,X
JOTSZIL,O,O,X,X,X,O,X,X,O,X,O,O,X
JOTSZLI,O,O,X,X,X,O,X,X,O,X,O,X,X
JOTZILS,X,O,X,X,X,O,X,X,X,X,X,X,X
JOTZISL,O,O,X,X,X,O,X,X,X,X,X,O,X
JOTZLIS,O,O,X,X,X,O,X,X,X,O,X,X,X
JOTZLSI,O,O,X,X,X,O,X,X,X,O,X,X,X
JOTZSIL,O,O,X,X,X,O,X,X,O,X,O,O,X
JOTZSLI,O,O,X,X,X,O,X,X,O,X,O,X,X
JOITLSZ,X,X,X,X,X,X,O,X,X,X,X,O,X
JOITLZS,X,X,X,X,X,X,O,X,X,X,X,X,X
JOITSLZ,X,X,X,X,X,X,O,X,X,X,X,O,X
JOITSZL,X,X,X,X,X,X,O,X,X,X,O,O,X
JOITZLS,X,X,X,X,X,X,O,X,X,X,X,X,X
JOITZSL,X,X,X,X,X,X,O,X,X,X,O,O,X
JOILTSZ,X,X,X,X,X,X,O,X,X,O,X,X,X
JOILTZS,X,X,X,X,X,X,O,X,X,O,X,X,X
JOILSTZ,X,X,X,X,X,X,O,X,X,O,X,X,X
JOILSZT,X,X,X,X,X,X,O,X,X,O,O,X,X
JOILZTS,X,X,X,X,X,X,O,X,X,O,X,X,X
JOILZST,X,X,X,X,X,X,O,X,X,O,O,X,X
JOISTLZ,X,X,X,X,X,X,O,X,X,X,X,O,X
JOISTZL,X,X,X,X,X,X,O,X,X,X,O,O,X
JOISLTZ,X,X,X,X,X,X,O,X,X,X,X,X,O
JOISLZT,X,X,X,X,X,X,O,X,X,X,O,X,O
JOISZTL,X,X,X,X,X,X,O,X,X,X,O,X,X
JOISZLT,X,X,X,X,X,X,O,X,X,X,O,X,X
JOIZTLS,X,X,X,X,X,X,O,X,X,X,X,X,X
JOIZTSL,X,X,X,X,X,X,O,X,X,X,O,X,X
JOIZLTS,X,X,X,X,X,X,O,X,X,O,X,X,X
JOIZLST,X,X,X,X,X,X,O,X,X,O,O,X,X
JOIZSTL,X,X,X,X,X,X,O,X,X,X,O,X,X
JOIZSLT,X,X,X,X,X,X,O,X,X,X,O,X,X
JOLTISZ,O,X,X,X,X,X,X,X,X,O,X,X,X
JOLTIZS,O,X,X,X,X,O,X,X,X,O,X,X,X
JOLTSIZ,O,X,X,X,X,X,X,X,X,O,X,X,X
JOLTSZI,O,X,X,X,X,O,X,X,X,O,X,X,X
JOLTZIS,O,X,X,X,X,O,X,X,X,O,X,X,X
JOLTZSI,O,X,X,X,X,O,X,X,X,O,X,X,X
JOLITSZ,X,X,X,X,X,X,O,X,X,O,X,X,X
JOLITZS,X,X,X,X,X,X,O,X,X,O,X,X,X
JOLISTZ,O,X,X,X,X,X,O,X,X,O,X,X,X
JOLISZT,X,X,X,X,X,X,O,X,X,O,O,X,X
JOLIZTS,X,X,X,X,X,X,O,X,X,O,X,X,X
JOLIZST,X,X,X,X,X,X,O,X,X,O,O,X,X
JOLSTIZ,O,X,X,X,X,X,X,X,X,O,X,X,X
JOLSTZI,O,X,X,X,X,X,X,X,X,O,X,X,X
JOLSITZ,O,X,X,X,X,X,O,X,X,O,X,X,X
JOLSIZT,X,X,X,X,X,X,O,X,X,O,O,X,X
JOLSZTI,O,X,X,X,X,X,O,X,X,O,O,X,X
JOLSZIT,O,X,X,X,X,X,X,X,X,O,O,X,X
JOLZTIS,O,X,X,X,X,O,X,X,X,O,X,X,X
JOLZTSI,O,X,X,X,X,O,O,X,X,O,X,X,X
JOLZITS,X,X,X,X,X,X,X,X,X,O,X,X,X
JOLZIST,O,X,X,X,X,X,X,X,X,O,X,X,X
JOLZSTI,O,X,X,X,X,O,O,X,X,O,O,X,X
JOLZSIT,O,X,X,X,X,X,X,X,X,O,O,X,X
JOSTILZ,O,O,X,X,X,O,X,X,O,X,X,O,X
JOSTIZL,O,O,X,X,X,O,X,X,O,X,O,O,X
JOSTLIZ,O,O,X,X,X,O,X,X,O,X,X,O,X
JOSTLZI,O,O,X,X,X,O,X,X,O,X,X,X,X
JOSTZIL,O,O,X,X,X,O,X,X,O,X,O,O,X
JOSTZLI,O,O,X,X,X,O,X,X,O,X,O,X,X
JOSITLZ,O,X,X,X,X,X,X,X,O,X,X,O,X
JOSITZL,O,X,X,X,X,X,X,X,O,X,O,O,X
JOSILTZ,X,X,X,X,X,X,X,X,O,X,X,X,O
JOSILZT,X,X,X,X,X,X,X,X,X,X,O,X,O
JOSIZTL,X,X,X,X,X,X,X,X,X,X,O,X,X
JOSIZLT,X,X,X,X,X,X,X,X,X,X,O,X,X
JOSLTIZ,O,O,X,X,X,O,X,X,O,O,X,X,X
JOSLTZI,O,O,X,X,X,O,X,X,O,O,X,X,X
JOSLITZ,O,O,X,X,X,X,X,X,O,O,X,X,O
JOSLIZT,X,O,X,X,X,X,X,X,X,O,O,X,O
JOSLZTI,O,O,X,X,X,O,X,X,X,O,O,X,X
JOSLZIT,O,O,X,X,X,X,X,X,X,O,O,X,O
JOSZTIL,O,O,X,X,X,O,X,X,X,X,O,X,X
JOSZTLI,O,O,X,X,X,O,X,X,X,X,O,X,X
JOSZITL,O,O,X,X,X,X,X,X,X,X,O,X,X
JOSZILT,X,O,X,X,X,X,X,X,X,X,O,X,O
JOSZLTI,X,O,X,X,X,X,X,X,X,O,O,X,X
JOSZLIT,X,O,X,X,X,X,X,X,X,O,O,X,O
JOZTILS,X,O,X,X,X,O,X,X,X,X,X,X,X
JOZTISL,O,O,X,X,X,O,X,X,X,X,X,X,X
JOZTLIS,X,O,X,X,X,O,X,X,X,O,X,X,X
JOZTLSI,O,O,X,X,X,O,X,X,X,O,X,X,X
JOZTSIL,O,O,X,X,X,O,X,X,X,X,O,X,X
JOZTSLI,O,O,X,X,X,O,X,X,X,X,O,X,X
JOZITLS,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZITSL,X,O,X,X,X,X,X,X,X,X,O,X,X
JOZILTS,X,O,X,X,X,X,X,X,X,O,X,X,X
JOZILST,X,X,X,X,X,X,X,X,X,O,O,X,X
JOZISTL,O,X,X,X,X,X,X,X,X,X,O,X,X
JOZISLT,X,X,X,X,X,X,X,X,X,X,O,X,O
JOZLTIS,X,O,X,X,X,O,X,X,X,O,X,X,X
JOZLTSI,X,O,X,X,X,O,X,X,X,O,X,X,X
JOZLITS,X,O,X,X,X,X,X,X,X,O,X,X,X
JOZLIST,X,X,X,X,X,X,X,X,X,O,X,X,X
JOZLSTI,X,X,X,X,X,O,X,X,X,O,O,X,X
JOZLSIT,X,X,X,X,X,X,X,X,X,O,O,X,X
JOZSTIL,O,O,X,X,X,O,X,X,X,X,O,X,X
JOZSTLI,O,O,X,X,X,O,X,X,X,X,O,X,X
JOZSITL,O,O,X,X,X,X,X,X,X,X,O,X,X
JOZSILT,X,O,X,X,X,X,X,X,X,X,O,X,O
JOZSLTI,X,O,X,X,X,X,X,X,X,O,O,X,X
JOZSLIT,X,O,X,X,X,X,X,X,X,O,O,X,O
STILJZO,O,X,O,X,X,O,X,O,O,X,X,X,X
STILJOZ,O,X,O,O,O,O,X,O,O,X,X,X,X
STILZJO,X,X,O,X,O,O,X,O,X,X,X,X,X
STILZOJ,O,X,O,X,O,O,X,O,O,X,X,X,X
STILOJZ,O,X,O,O,O,O,X,O,O,X,X,X,X
STILOZJ,O,X,O,X,O,O,X,O,O,X,X,X,X
STIJLZO,O,X,O,X,X,O,X,O,O,X,X,X,X
STIJLOZ,O,X,O,O,X,O,X,O,O,X,X,O,X
STIJZLO,O,X,O,X,X,O,X,O,O,X,X,X,X
STIJZOL,O,X,O,O,X,O,X,O,O,X,X,O,X
STIJOLZ,O,X,O,O,O,O,X,O,O,X,X,O,X
STIJOZL,O,X,O,O,X,O,X,O,O,X,X,O,X
STIZLJO,X,X,O,X,X,O,X,O,X,X,X,X,X
STIZLOJ,X,X,O,X,X,O,X,O,O,X,X,X,X
STIZJLO,X,X,O,X,X,O,X,O,X,X,X,X,X
STIZJOL,X,X,O,O,X,O,X,O,X,X,X,X,X
STIZOLJ,O,X,O,X,O,O,X,O,O,X,O,X,X
STIZOJL,O,X,O,O,X,O,X,O,X,X,O,X,X
STIOLJZ,O,X,O,O,O,O,X,O,O,X,X,X,X
STIOLZJ,O,X,O,X,O,O,X,O,O,X,O,X,X
STIOJLZ,O,X,O,O,O,O,X,O,O,X,X,O,X
STIOJZL,O,X,O,O,X,O,X,O,O,X,O,O,X
STIOZLJ,O,X,O,X,O,O,X,O,O,X,O,X,X
STIOZJL,O,X,O,O,X,O,X,O,X,X,O,X,X
STLIJZO,O,X,O,O,X,O,X,X,O,X,X,X,X
STLIJOZ,O,X,O,O,O,O,X,X,O,X,X,X,X
STLIZJO,X,X,O,O,O,O,X,X,X,X,X,X,X
STLIZOJ,O,X,O,O,O,O,X,X,O,X,X,X,X
STLIOJZ,O,X,O,O,O,O,X,X,O,X,X,X,X
STLIOZJ,O,X,O,O,O,O,X,X,O,X,X,X,X
STLJIZO,O,X,X,O,X,O,X,X,O,X,X,X,X
STLJIOZ,O,X,X,O,O,O,X,X,O,X,X,O,X
STLJZIO,O,X,X,O,O,O,X,X,O,X,X,X,X
STLJZOI,O,X,X,O,O,O,X,X,O,X,X,X,X
STLJOIZ,O,X,X,O,O,O,X,X,O,X,X,O,X
STLJOZI,O,X,X,O,O,O,X,X,O,X,X,X,X
STLZIJO,X,X,X,O,O,O,X,X,X,X,X,X,O
STLZIOJ,O,X,X,O,O,O,X,X,O,X,X,X,O
STLZJIO,O,X,X,O,O,O,X,X,O,X,X,X,X
STLZJOI,O,X,X,O,O,O,X,X,O,X,X,X,X
STLZOIJ,O,X,X,O,O,O,X,X,O,X,O,X,O
STLZOJI,O,X,X,O,O,O,X,X,O,X,O,X,X
STLOIJZ,O,X,O,O,O,O,X,X,O,X,X,X,O
STLOIZJ,O,X,O,O,O,O,X,X,O,X,O,X,O
STLOJIZ,O,X,X,O,O,O,X,X,O,X,X,O,X
STLOJZI,O,X,X,O,O,O,X,X,O,X,X,X,X
STLOZIJ,O,X,X,O,O,O,X,X,O,X,O,X,O
STLOZJI,O,X,X,O,O,O,X,X,O,X,O,X,X
STJILZO,O,O,O,X,X,O,X,X,O,X,X,X,X
STJILOZ,O,O,O,O,X,O,X,X,O,X,X,O,X
STJIZLO,O,O,O,X,X,O,X,X,O,X,X,X,X
STJIZOL,O,O,O,O,X,O,X,X,O,X,X,O,X
STJIOLZ,O,O,O,O,O,O,X,X,O,X,X,O,X
STJIOZL,O,O,O,O,X,O,X,X,O,X,X,O,X
STJLIZO,O,O,X,O,X,O,X,X,O,X,X,X,X
STJLIOZ,O,O,X,O,O,O,X,X,O,X,X,O,X
STJLZIO,O,O,X,O,O,O,X,X,O,X,X,X,X
STJLZOI,O,O,X,O,O,O,X,X,O,X,X,X,X
STJLOIZ,O,O,X,O,O,O,X,X,O,X,X,O,X
STJLOZI,O,O,X,O,O,O,X,X,O,X,X,X,X
STJZILO,O,O,X,O,X,O,X,X,O,X,X,X,X
STJZIOL,O,O,X,O,X,O,X,X,O,X,X,O,X
STJZLIO,O,O,X,O,X,O,X,X,O,X,X,X,X
STJZLOI,O,O,X,O,X,O,X,X,O,X,X,X,X
STJZOIL,O,O,X,O,X,O,X,X,O,X,O,O,X
STJZOLI,O,O,X,O,X,O,X,X,O,X,O,X,X
STJOILZ,O,O,O,O,O,O,X,X,O,X,X,O,X
STJOIZL,O,O,O,O,X,O,X,X,O,X,O,O,X
STJOLIZ,O,O,X,O,O,O,X,X,O,X,X,O,X
STJOLZI,O,O,X,O,O,O,X,X,O,X,X,X,X
STJOZIL,O,O,X,O,X,O,X,X,O,X,O,O,X
STJOZLI,O,O,X,O,X,O,X,X,O,X,O,X,X
STZILJO,X,X,O,O,X,O,X,X,X,X,X,X,O
STZILOJ,X,O,O,O,X,O,X,X,O,X,X,X,O
STZIJLO,X,O,O,O,X,O,X,X,X,X,X,X,X
STZIJOL,X,O,O,O,X,O,X,X,X,X,X,X,X
STZIOLJ,O,O,O,O,O,O,X,X,O,X,O,X,X
STZIOJL,O,O,O,O,X,O,X,X,X,X,O,X,X
STZLIJO,X,X,X,O,O,O,X,X,X,X,X,X,O
STZLIOJ,O,O,X,O,O,O,X,X,O,X,X,X,O
STZLJIO,O,X,X,O,O,O,X,X,O,X,X,X,X
STZLJOI,O,X,X,O,O,O,X,X,O,X,X,X,X
STZLOIJ,O,O,X,O,O,O,X,X,O,X,O,X,O
STZLOJI,O,X,X,O,O,O,X,X,O,X,O,X,X
STZJILO,O,O,X,O,X,O,X,X,O,X,X,X,X
STZJIOL,O,O,X,O,X,O,X,X,O,X,X,O,X
STZJLIO,O,O,X,O,O,O,X,X,O,X,X,X,X
STZJLOI,O,O,X,O,O,O,X,X,O,X,X,X,X
STZJOIL,O,O,X,O,X,O,X,X,O,X,O,O,X
STZJOLI,O,O,X,O,O,O,X,X,O,X,O,X,X
STZOILJ,O,O,O,O,O,O,X,X,O,X,O,X,O
STZOIJL,O,O,O,O,X,O,X,X,X,X,O,X,X
STZOLIJ,O,O,X,O,O,O,X,X,O,X,O,X,O
STZOLJI,O,X,X,O,O,O,X,X,O,X,O,X,X
STZOJIL,O,O,X,O,X,O,X,X,O,X,O,O,X
STZOJLI,O,O,X,O,O,O,X,X,O,X,O,X,X
STOILJZ,O,X,O,O,O,O,X,O,O,X,X,X,O
STOILZJ,O,X,O,X,O,O,X,O,O,X,O,X,O
STOIJLZ,O,X,O,O,O,O,X,O,O,X,X,O,X
STOIJZL,O,X,O,O,X,O,X,O,O,X,O,O,X
STOIZLJ,O,X,O,X,O,O,X,O,O,X,O,X,X
STOIZJL,O,X,O,O,X,O,X,O,X,X,O,X,X
STOLIJZ,O,X,O,O,O,O,X,X,O,X,X,X,O
STOLIZJ,O,X,O,O,O,O,X,X,O,X,O,X,O
STOLJIZ,O,X,X,O,O,O,X,X,O,X,X,O,X
STOLJZI,O,X,X,O,O,O,X,X,O,X,X,X,X
STOLZIJ,O,X,X,O,O,O,X,X,O,X,O,X,O
STOLZJI,O,X,X,O,O,O,X,X,O,X,O,X,X
STOJILZ,O,O,O,O,O,O,X,X,O,X,X,O,X
STOJIZL,O,O,O,O,X,O,X,X,O,X,O,O,X
STOJLIZ,O,O,X,O,O,O,X,X,O,X,X,O,X
STOJLZI,O,O,X,O,O,O,X,X,O,X,X,X,X
STOJZIL,O,O,X,O,X,O,X,X,O,X,O,O,X
STOJZLI,O,O,X,O,X,O,X,X,O,X,O,X,X
STOZILJ,O,O,O,O,O,O,X,X,O,X,O,X,O
STOZIJL,O,O,O,O,X,O,X,X,X,X,O,X,X
STOZLIJ,O,O,X,O,O,O,X,X,O,X,O,X,O
STOZLJI,O,X,X,O,O,O,X,X,O,X,O,X,X
STOZJIL,O,O,X,O,X,O,X,X,O,X,O,O,X
STOZJLI,O,O,X,O,O,O,X,X,O,X,O,X,X
SITLJZO,O,X,O,X,X,O,X,O,O,X,X,X,X
SITLJOZ,O,X,O,O,O,O,X,O,O,X,X,X,X
SITLZJO,X,X,O,X,O,O,X,O,X,X,X,X,X
SITLZOJ,O,X,O,X,O,O,X,O,O,X,X,X,X
SITLOJZ,O,X,O,O,O,O,X,O,O,X,X,X,X
SITLOZJ,O,X,O,X,O,O,X,O,O,X,X,X,X
SITJLZO,O,X,O,X,X,O,X,O,O,X,X,X,X
SITJLOZ,O,X,O,O,X,O,X,O,O,X,X,O,X
SITJZLO,O,X,O,X,X,O,X,O,O,X,X,X,X
SITJZOL,O,X,O,O,X,O,X,O,O,X,X,O,X
SITJOLZ,O,X,O,O,O,O,X,O,O,X,X,O,X
SITJOZL,O,X,O,O,X,O,X,O,O,X,X,O,X
SITZLJO,X,X,O,X,X,O,X,O,X,X,X,X,X
SITZLOJ,X,X,O,X,X,O,X,O,O,X,X,X,X
SITZJLO,X,X,O,X,X,O,X,O,X,X,X,X,X
SITZJOL,X,X,O,O,X,O,X,O,X,X,X,X,X
SITZOLJ,O,X,O,X,O,O,X,O,O,X,O,X,X
SITZOJL,O,X,O,O,X,O,X,O,X,X,O,X,X
SITOLJZ,O,X,O,O,O,O,X,O,O,X,X,X,X
SITOLZJ,O,X,O,X,O,O,X,O,O,X,O,X,X
SITOJLZ,O,X,O,O,O,O,X,O,O,X,X,O,X
SITOJZL,O,X,O,O,X,O,X,O,O,X,O,O,X
SITOZLJ,O,X,O,X,O,O,X,O,O,X,O,X,X
SITOZJL,O,X,O,O,X,O,X,O,X,X,O,X,X
SILTJZO,O,X,O,X,X,O,O,O,O,X,X,X,X
SILTJOZ,O,X,O,O,O,O,O,O,O,X,X,X,X
SILTZJO,X,X,O,X,O,O,O,O,X,X,X,X,X
SILTZOJ,O,X,O,X,O,O,O,O,O,X,X,X,X
SILTOJZ,O,X,O,O,O,O,O,O,O,X,X,X,X
SILTOZJ,O,X,O,X,O,O,O,O,O,X,X,X,X
SILJTZO,O,X,O,X,X,X,O,O,O,X,X,X,X
SILJTOZ,O,X,O,X,O,X,O,O,O,X,X,X,X
SILJZTO,O,X,O,X,X,X,O,O,O,X,X,X,X
SILJZOT,O,X,O,X,X,X,O,O,X,X,X,X,X
SILJOTZ,O,X,O,X,X,X,O,X,O,X,X,X,X
SILJOZT,X,X,O,X,X,X,O,X,X,X,X,X,X
SILZTJO,X,X,O,X,O,O,O,O,X,X,X,X,O
SILZTOJ,O,X,O,X,O,O,O,O,O,X,X,X,O
SILZJTO,X,X,O,X,O,X,O,O,X,X,X,X,O
SILZJOT,X,X,O,X,X,X,O,O,X,X,X,X,O
SILZOTJ,X,X,X,X,O,X,O,O,X,X,X,X,O
SILZOJT,X,X,X,X,X,X,O,O,X,X,X,X,O
SILOTJZ,O,X,O,X,O,X,O,O,O,X,X,X,O
SILOTZJ,O,X,O,X,O,X,O,O,O,X,X,X,O
SILOJTZ,X,X,O,X,X,X,O,X,X,X,X,X,O
SILOJZT,X,X,O,X,X,X,O,X,X,X,X,X,O
SILOZTJ,X,X,X,X,X,X,O,O,X,X,X,X,O
SILOZJT,X,X,X,X,X,X,O,O,X,X,X,X,O
SIJTLZO,O,X,O,X,X,X,X,O,O,X,X,X,X
SIJTLOZ,O,X,O,O,X,X,X,O,O,X,X,O,X
SIJTZLO,O,X,O,X,X,X,X,O,O,X,X,X,X
SIJTZOL,O,X,O,O,X,X,X,O,O,X,X,O,X
SIJTOLZ,O,X,O,O,O,X,X,O,O,X,X,O,X
SIJTOZL,O,X,O,O,X,X,X,O,O,X,X,O,X
SIJLTZO,O,X,O,X,X,X,O,O,O,X,X,X,X
SIJLTOZ,O,X,O,X,X,X,O,O,O,X,X,O,X
SIJLZTO,O,X,O,X,X,X,O,O,O,X,X,X,X
SIJLZOT,O,X,O,X,X,X,O,O,X,X,X,X,X
SIJLOTZ,O,X,O,X,X,X,O,X,O,X,X,X,X
SIJLOZT,X,X,O,X,X,X,O,X,X,X,X,X,X
SIJZTLO,O,X,O,X,X,X,O,O,O,X,X,X,X
SIJZTOL,O,X,O,X,X,X,O,O,O,X,X,O,X
SIJZLTO,O,X,O,X,X,X,O,O,O,X,X,X,X
SIJZLOT,X,X,O,X,X,X,X,O,X,X,X,X,X
SIJZOTL,O,X,O,X,X,X,O,X,X,X,X,X,X
SIJZOLT,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,O,X,O,X,X,X,O,X,O,X,X,O,X
SIJOTZL,O,X,O,X,X,X,O,X,O,X,X,O,X
SIJOLTZ,X,X,O,X,X,X,O,X,O,X,X,X,X
SIJOLZT,X,X,O,X,X,X,O,X,X,X,X,X,X
SIJOZTL,X,X,O,X,X,X,O,X,X,X,X,X,X
SIJOZLT,X,X,O,X,X,X,O,X,X,X,X,X,X
SIZTLJO,X,X,O,X,X,X,O,O,X,X,X,X,O
SIZTLOJ,X,X,O,X,X,X,X,O,O,X,X,X,O
SIZTJLO,X,X,O,X,X,X,O,O,X,X,X,X,X
SIZTJOL,X,X,O,O,X,X,O,O,X,X,X,X,X
SIZTOLJ,O,X,O,X,O,X,X,O,O,X,O,X,X
SIZTOJL,O,X,O,O,X,X,O,O,X,X,O,X,X
SIZLTJO,X,X,O,X,X,X,O,O,X,X,X,X,O
SIZLTOJ,X,X,O,X,X,X,X,O,O,X,X,X,O
SIZLJTO,X,X,O,X,X,X,O,O,X,X,X,X,O
SIZLJOT,X,X,O,X,X,X,X,O,X,X,X,X,O
SIZLOTJ,X,X,X,X,X,X,X,O,X,X,X,X,O
SIZLOJT,X,X,X,X,X,X,X,O,X,X,X,X,O
SIZJTLO,X,X,O,X,X,X,O,O,X,X,X,X,X
SIZJTOL,X,X,O,X,X,X,O,O,X,X,X,X,X
SIZJLTO,X,X,O,X,X,X,O,O,X,X,X,X,O
SIZJLOT,X,X,O,X,X,X,X,O,X,X,X,X,O
SIZJOTL,X,X,O,X,X,X,O,X,X,X,X,X,X
SIZJOLT,X,X,O,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,X,X,X,X,X,X,X,O,X,X,O,X,O
SIZOTJL,X,X,X,X,X,X,O,O,X,X,O,X,X
SIZOLTJ,X,X,X,X,X,X,X,O,X,X,O,X,O
SIZOLJT,X,X,X,X,X,X,X,O,X,X,X,X,O
SIZOJTL,X,X,X,X,X,X,O,X,X,X,O,X,X
SIZOJLT,X,X,X,X,X,X,X,X,X,X,O,X,O
SIOTLJZ,O,X,O,O,O,O,O,O,O,X,X,X,O
SIOTLZJ,O,X,O,X,O,O,O,O,O,X,O,X,O
SIOTJLZ,O,X,O,O,O,O,O,O,O,X,X,X,X
SIOTJZL,O,X,O,O,X,O,O,O,X,X,O,X,X
SIOTZLJ,O,X,O,X,O,O,O,O,O,X,O,X,X
SIOTZJL,O,X,O,O,X,O,O,O,X,X,O,X,X
SIOLTJZ,X,X,O,X,X,O,O,O,O,X,X,X,O
SIOLTZJ,X,X,O,X,X,O,O,O,O,X,O,X,O
SIOLJTZ,X,X,O,X,X,X,O,X,X,X,X,X,O
SIOLJZT,X,X,O,X,X,X,O,X,X,X,O,X,O
SIOLZTJ,X,X,X,X,X,O,O,O,X,X,O,X,O
SIOLZJT,X,X,X,X,X,X,O,O,X,X,X,X,O
SIOJTLZ,X,X,O,X,X,X,O,X,X,X,X,X,X
SIOJTZL,X,X,O,X,X,X,O,X,X,X,O,X,X
SIOJLTZ,X,X,O,X,X,X,O,X,X,X,X,X,O
SIOJLZT,X,X,O,X,X,X,O,X,X,X,O,X,O
SIOJZTL,X,X,O,X,X,X,O,X,X,X,O,X,X
