sequence,v115@KhB8GeB8EeF8CeB8JeOEJvhF8kBRhBSnBTjBlrB3sB,v115@KhB8GeB8EeF8CeB8Je2EJvhFRhBSnBTjB3kB0rBlsB,v115@KhB8GeB8EeF8CeB8JeKEJvhFzfBRhBGjB1rB8sBXsB,v115@KhB8GeB8EeF8CeB8JeKEJvhFzfBGhBxiB/sBFoB0rB,v115@KhB8GeB8EeF8CeB8Jei/IvhFRhBGjB3kBznBlrBUsB,v115@KhB8GeB8EeF8CeB8Jem/IvhFRhBCjBTkBXoBlrBUsB,v115@KhB8GeB8EeF8CeB8JeKEJvhFzfBGhBcoBxrBXsBlsB,v115@KhB8GeB8EeF8CeB8Jem/IvhFRhB3iBcoBTkB1rBSxB,v115@KhB8GeB8EeF8CeB8Jem/IvhFRhBTkBFnBXoB0rBCtB
JSLOTIZ,X,X,O,O,O,O,X,X,X
JSLOTZI,X,X,X,O,O,O,X,X,X
JSLOITZ,X,X,O,O,O,O,X,X,X
JSLOIZT,O,X,O,O,O,O,O,X,X
JSLOZTI,O,X,O,O,O,O,X,X,X
JSLOZIT,O,X,O,O,O,O,O,X,X
JSZTILO,O,O,O,O,O,O,X,O,X
JSZTIOL,O,O,X,O,X,X,X,O,O
JSZTLIO,O,O,O,O,O,O,X,O,X
JSZTLOI,O,O,O,O,X,X,X,O,X
JSZTOIL,O,O,X,O,X,X,X,O,O
JSZTOLI,O,O,X,O,X,X,X,X,O
JSZITLO,O,O,X,O,X,X,X,X,X
JSZITOL,O,O,X,O,X,X,X,X,X
JSZILTO,O,X,X,O,O,O,O,X,X
JSZILOT,O,O,O,O,O,O,O,X,X
JSZIOTL,O,X,X,X,X,X,X,X,X
JSZIOLT,O,O,X,O,X,X,X,X,X
JSZLTIO,O,X,O,O,O,O,X,X,X
JSZLTOI,O,X,O,O,X,X,X,X,X
JSZLITO,O,X,X,O,O,O,O,X,X
JSZLIOT,O,O,O,O,O,O,O,X,X
JSZLOTI,O,O,O,O,O,X,X,X,X
JSZLOIT,O,O,O,O,O,X,O,X,X
JSZOTIL,O,O,X,O,O,X,X,X,O
JSZOTLI,O,O,X,O,O,X,X,X,O
JSZOITL,O,X,X,X,X,X,X,X,O
JSZOILT,O,O,X,O,O,X,X,X,X
JSZOLTI,O,O,X,O,O,X,X,X,O
JSZOLIT,O,O,X,O,O,X,X,X,X
JSOTILZ,O,O,X,O,O,O,X,X,X
JSOTIZL,O,X,X,X,O,O,X,X,O
JSOTLIZ,O,O,X,O,O,O,X,X,X
JSOTLZI,O,O,X,O,O,O,X,X,O
JSOTZIL,O,O,X,X,O,O,X,X,O
JSOTZLI,O,O,X,X,O,O,X,X,O
JSOITLZ,X,X,X,X,O,O,X,X,X
JSOITZL,X,X,X,X,O,O,X,X,O
JSOILTZ,X,X,X,O,O,O,X,X,X
JSOILZT,O,X,X,O,O,O,X,X,X
JSOIZTL,O,X,X,X,X,X,X,X,O
JSOIZLT,O,X,X,X,O,O,X,X,X
JSOLTIZ,X,X,X,O,O,O,X,X,X
JSOLTZI,X,X,X,O,O,O,X,X,O
JSOLITZ,X,X,X,O,O,O,X,X,X
JSOLIZT,O,X,X,O,O,O,X,X,X
JSOLZTI,O,X,X,O,O,O,X,X,O
JSOLZIT,O,X,X,O,O,O,X,X,X
JSOZTIL,O,O,X,X,O,O,X,X,O
JSOZTLI,O,O,X,X,O,O,X,X,O
JSOZITL,O,X,X,X,X,X,X,X,O
JSOZILT,O,O,X,X,O,O,X,X,X
JSOZLTI,O,O,X,X,O,O,X,X,O
JSOZLIT,O,O,X,X,O,O,X,X,X
JZTILSO,O,O,O,X,X,X,O,O,X
JZTILOS,O,O,O,X,X,X,O,O,X
JZTISLO,O,O,O,X,O,O,X,O,X
JZTISOL,O,O,X,X,X,X,X,O,O
JZTIOLS,O,O,O,X,X,X,X,O,O
JZTIOSL,O,O,X,X,X,X,X,O,O
JZTLISO,O,O,O,X,X,X,O,O,X
JZTLIOS,O,O,O,X,X,X,O,O,X
JZTLSIO,O,O,O,O,X,X,X,O,X
JZTLSOI,O,O,O,O,X,X,X,O,X
JZTLOIS,O,O,O,X,X,X,O,O,X
JZTLOSI,O,O,O,O,X,X,X,O,X
JZTSILO,O,O,O,O,O,O,X,O,X
JZTSIOL,O,O,X,O,X,X,X,O,O
JZTSLIO,O,O,O,O,O,O,X,O,X
JZTSLOI,O,O,O,O,X,X,X,O,X
JZTSOIL,O,O,X,O,X,X,X,O,O
JZTSOLI,O,O,X,O,X,X,X,O,O
JZTOILS,O,O,O,X,X,X,X,O,O
JZTOISL,O,O,X,X,X,X,X,O,O
JZTOLIS,O,O,O,X,X,X,X,O,O
JZTOLSI,O,O,O,X,X,X,X,O,O
JZTOSIL,O,O,X,X,X,X,X,O,O
JZTOSLI,O,O,X,X,X,X,X,O,O
JZITLSO,O,O,O,X,X,X,O,O,X
JZITLOS,O,O,O,X,X,X,O,O,X
JZITSLO,O,O,O,X,X,O,X,O,X
JZITSOL,O,O,X,X,X,X,X,O,O
JZITOLS,O,O,O,X,X,X,X,X,O
JZITOSL,O,O,X,X,X,X,X,O,O
JZILTSO,O,O,O,X,X,X,O,X,X
JZILTOS,O,O,O,X,X,X,O,X,X
JZILSTO,O,X,X,O,X,X,O,X,X
JZILSOT,O,O,O,O,X,X,O,X,X
JZILOTS,X,O,O,X,X,X,O,X,X
JZILOST,X,O,O,O,X,X,O,X,X
JZISTLO,O,O,X,O,X,X,X,X,X
JZISTOL,O,O,X,O,X,X,X,X,X
JZISLTO,O,X,X,O,O,O,O,X,X
JZISLOT,O,O,O,O,O,O,O,X,X
JZISOTL,O,X,X,X,X,X,X,X,X
JZISOLT,O,O,X,O,X,X,X,X,X
JZIOTLS,O,O,X,X,X,X,X,X,O
JZIOTSL,O,O,X,X,X,X,X,X,O
JZIOLTS,X,O,O,X,X,X,O,X,O
JZIOLST,X,O,O,X,X,X,O,X,X
JZIOSTL,O,X,X,X,X,X,X,X,O
JZIOSLT,O,O,X,X,X,X,X,X,X
JZLTISO,O,O,O,X,X,X,O,O,X
JZLTIOS,O,O,O,X,X,X,O,O,X
JZLTSIO,O,O,O,O,X,X,X,O,X
JZLTSOI,O,O,O,O,X,X,X,O,X
JZLTOIS,O,O,O,X,X,X,O,O,X
JZLTOSI,O,O,O,O,X,X,X,O,X
JZLITSO,O,O,O,X,X,X,O,X,X
JZLITOS,O,O,O,X,X,X,O,X,X
JZLISTO,O,X,X,O,X,X,O,X,X
JZLISOT,O,O,O,O,X,X,O,X,X
JZLIOTS,X,O,O,X,X,X,O,X,X
JZLIOST,X,O,O,O,X,X,O,X,X
JZLSTIO,O,X,O,O,X,X,X,X,X
JZLSTOI,O,X,O,O,X,X,X,X,X
JZLSITO,O,X,X,O,X,X,O,X,X
JZLSIOT,O,O,O,O,X,X,O,X,X
JZLSOTI,O,O,O,O,X,X,X,X,X
JZLSOIT,O,O,O,O,X,X,O,X,X
JZLOTIS,O,O,O,X,X,X,O,X,X
JZLOTSI,O,O,O,O,X,X,X,X,X
JZLOITS,X,O,O,X,X,X,O,X,X
JZLOIST,X,O,O,O,X,X,O,X,X
JZLOSTI,O,O,O,O,X,X,X,X,X
JZLOSIT,O,O,O,O,X,X,O,X,X
JZSTILO,O,O,O,O,O,O,X,O,X
JZSTIOL,O,O,X,O,X,X,X,O,O
JZSTLIO,O,O,O,O,O,O,X,O,X
JZSTLOI,O,O,O,O,X,X,X,O,X
JZSTOIL,O,O,X,O,X,X,X,O,O
JZSTOLI,O,O,X,O,X,X,X,X,O
JZSITLO,O,O,X,O,X,X,X,X,X
JZSITOL,O,O,X,O,X,X,X,X,X
JZSILTO,O,X,X,O,O,O,O,X,X
JZSILOT,O,O,O,O,O,O,O,X,X
JZSIOTL,O,X,X,X,X,X,X,X,X
JZSIOLT,O,O,X,O,X,X,X,X,X
JZSLTIO,O,X,O,O,O,O,X,X,X
JZSLTOI,O,X,O,O,X,X,X,X,X
JZSLITO,O,X,X,O,O,O,O,X,X
JZSLIOT,O,O,O,O,O,O,O,X,X
JZSLOTI,O,O,O,O,O,X,X,X,X
JZSLOIT,O,O,O,O,O,X,O,X,X
JZSOTIL,O,O,X,O,O,X,X,X,O
JZSOTLI,O,O,X,O,O,X,X,X,O
JZSOITL,O,X,X,X,X,X,X,X,O
JZSOILT,O,O,X,O,O,X,X,X,X
JZSOLTI,O,O,X,O,O,X,X,X,O
JZSOLIT,O,O,X,O,O,X,X,X,X
JZOTILS,O,O,O,X,X,X,X,O,O
JZOTISL,O,O,X,X,O,X,X,O,O
JZOTLIS,O,O,O,X,X,X,X,O,O
JZOTLSI,O,O,O,X,X,X,X,O,O
JZOTSIL,O,O,X,X,O,X,X,O,O
JZOTSLI,O,O,X,X,O,X,X,O,O
JZOITLS,O,O,X,X,X,X,X,O,O
JZOITSL,O,O,X,X,X,X,X,O,O
JZOILTS,X,O,O,X,X,X,O,X,O
JZOILST,X,O,O,X,X,X,O,X,X
JZOISTL,O,X,X,X,X,X,X,X,O
JZOISLT,O,O,X,X,O,X,X,X,X
JZOLTIS,O,O,O,X,X,X,O,O,O
JZOLTSI,O,O,O,O,X,X,X,O,O
JZOLITS,X,O,O,X,X,X,O,X,O
JZOLIST,X,O,O,O,X,X,O,X,X
JZOLSTI,O,O,O,O,X,X,X,X,O
JZOLSIT,O,O,O,O,X,X,O,X,X
JZOSTIL,O,O,X,O,O,X,X,O,O
JZOSTLI,O,O,X,O,O,X,X,O,O
JZOSITL,O,X,X,X,X,X,X,X,O
JZOSILT,O,O,X,O,O,X,X,X,X
JZOSLTI,O,O,X,O,O,X,X,X,O
JZOSLIT,O,O,X,O,O,X,X,X,X
JOTILSZ,X,O,O,X,O,O,X,O,X
JOTILZS,O,O,O,X,X,X,X,O,X
JOTISLZ,X,O,X,X,O,O,X,X,X
JOTISZL,X,X,X,X,O,O,X,O,X
JOTIZLS,O,O,X,X,X,X,X,O,O
JOTIZSL,O,O,X,X,O,O,X,O,O
JOTLISZ,X,O,O,X,O,O,X,O,X
JOTLIZS,O,O,O,X,X,X,X,O,X
JOTLSIZ,X,O,O,X,O,O,X,O,X
JOTLSZI,X,O,X,X,O,O,X,O,X
JOTLZIS,O,O,O,X,X,X,X,O,X
JOTLZSI,O,O,X,X,X,X,X,O,X
JOTSILZ,O,O,X,X,O,O,X,X,X
JOTSIZL,O,X,X,X,O,O,X,O,O
JOTSLIZ,O,O,X,X,O,O,X,O,X
JOTSLZI,O,O,X,X,O,O,X,O,O
JOTSZIL,O,O,X,X,O,O,X,O,O
JOTSZLI,O,O,X,X,O,O,X,O,O
JOTZILS,O,O,X,X,X,X,X,O,O
JOTZISL,O,O,X,X,O,O,X,O,O
JOTZLIS,O,O,X,X,X,X,X,O,O
JOTZLSI,O,O,X,X,X,X,X,O,O
JOTZSIL,O,O,X,X,O,O,X,O,O
JOTZSLI,O,O,X,X,O,O,X,O,O
JOITLSZ,X,O,X,X,O,O,X,O,X
JOITLZS,X,O,X,X,X,X,X,O,X
JOITSLZ,X,O,X,X,O,O,X,X,X
JOITSZL,X,X,X,X,O,O,X,O,X
JOITZLS,X,O,X,X,X,X,X,O,O
JOITZSL,X,O,X,X,O,O,X,O,O
JOILTSZ,X,X,O,X,X,O,X,X,X
JOILTZS,X,X,O,X,X,X,O,O,X
JOILSTZ,X,X,O,X,O,O,X,X,X
JOILSZT,X,X,O,X,O,O,O,X,X
JOILZTS,X,X,O,X,X,X,O,X,O
JOILZST,X,X,O,X,X,X,O,X,X
JOISTLZ,X,X,X,X,O,O,X,X,X
JOISTZL,X,X,X,X,O,O,X,O,O
JOISLTZ,X,X,X,X,O,O,X,X,X
JOISLZT,X,X,X,X,O,O,X,X,X
JOISZTL,X,X,X,X,X,X,X,X,O
JOISZLT,X,X,X,X,O,O,X,X,X
JOIZTLS,X,O,X,X,X,X,X,O,O
JOIZTSL,X,O,X,X,X,O,X,O,O
JOIZLTS,X,O,X,X,X,X,O,X,O
JOIZLST,X,O,X,X,X,X,O,X,X
JOIZSTL,X,X,X,X,X,X,X,X,O
JOIZSLT,X,O,X,X,O,O,X,X,X
JOLTISZ,X,O,O,X,O,O,X,O,X
JOLTIZS,X,O,O,X,X,X,O,O,X
JOLTSIZ,X,O,O,O,O,O,X,O,X
JOLTSZI,X,O,X,O,O,O,X,O,X
JOLTZIS,X,O,O,X,X,X,O,O,X
JOLTZSI,X,O,O,O,X,X,X,O,X
JOLITSZ,X,X,O,X,X,O,X,X,X
JOLITZS,X,X,O,X,X,X,O,O,X
JOLISTZ,X,X,O,O,O,O,X,X,X
JOLISZT,X,X,O,O,O,O,O,X,X
JOLIZTS,X,X,O,X,X,X,O,X,O
JOLIZST,X,X,O,O,X,X,O,X,X
JOLSTIZ,X,X,O,O,O,O,X,X,X
JOLSTZI,X,X,X,O,O,O,X,X,O
JOLSITZ,X,X,O,O,O,O,X,X,X
JOLSIZT,X,X,O,O,O,O,O,X,X
JOLSZTI,X,X,O,O,O,O,X,X,O
JOLSZIT,X,X,O,O,O,O,O,X,X
JOLZTIS,X,O,O,X,X,X,O,O,O
JOLZTSI,X,O,O,O,X,X,X,O,O
JOLZITS,X,O,O,X,X,X,O,X,O
JOLZIST,X,O,O,O,X,X,O,X,X
JOLZSTI,X,O,O,O,X,X,X,X,O
JOLZSIT,X,O,O,O,X,X,O,X,X
JOSTILZ,O,O,X,O,O,O,X,X,X
JOSTIZL,O,X,X,X,O,O,X,O,O
JOSTLIZ,O,O,X,O,O,O,X,O,X
JOSTLZI,O,O,X,O,O,O,X,O,O
JOSTZIL,O,O,X,X,O,O,X,O,O
JOSTZLI,O,O,X,X,O,O,X,O,O
JOSITLZ,X,X,X,X,O,O,X,X,X
JOSITZL,X,X,X,X,O,O,X,O,O
JOSILTZ,X,X,X,O,O,O,X,X,X
JOSILZT,O,X,X,O,O,O,X,X,X
JOSIZTL,O,X,X,X,X,X,X,X,O
JOSIZLT,O,X,X,X,O,O,X,X,X
JOSLTIZ,X,X,X,O,O,O,X,X,X
JOSLTZI,X,X,X,O,O,O,X,X,O
JOSLITZ,X,X,X,O,O,O,X,X,X
JOSLIZT,O,X,X,O,O,O,X,X,X
JOSLZTI,O,X,X,O,O,O,X,X,O
JOSLZIT,O,X,X,O,O,O,X,X,X
JOSZTIL,O,O,X,X,O,O,X,O,O
JOSZTLI,O,O,X,X,O,O,X,O,O
JOSZITL,O,X,X,X,X,X,X,X,O
JOSZILT,O,O,X,X,O,O,X,X,X
JOSZLTI,O,O,X,X,O,O,X,X,O
JOSZLIT,O,O,X,X,O,O,X,X,X
JOZTILS,O,O,O,X,X,X,X,O,O
JOZTISL,O,O,X,X,O,O,X,O,O
JOZTLIS,O,O,O,X,X,X,X,O,O
JOZTLSI,O,O,O,X,X,X,X,O,O
JOZTSIL,O,O,X,X,O,O,X,O,O
JOZTSLI,O,O,X,X,O,O,X,O,O
JOZITLS,O,O,X,X,X,X,X,O,O
JOZITSL,O,O,X,X,X,O,X,O,O
JOZILTS,X,O,O,X,X,X,O,X,O
JOZILST,X,O,O,X,X,X,O,X,X
JOZISTL,O,X,X,X,X,X,X,X,O
JOZISLT,O,O,X,X,O,O,X,X,X
JOZLTIS,O,O,O,X,X,X,O,O,O
JOZLTSI,O,O,O,O,X,X,X,O,O
JOZLITS,X,O,O,X,X,X,O,X,O
JOZLIST,X,O,O,O,X,X,O,X,X
JOZLSTI,O,O,O,O,X,X,X,X,O
JOZLSIT,O,O,O,O,X,X,O,X,X
JOZSTIL,O,O,X,O,O,O,X,O,O
JOZSTLI,O,O,X,O,O,O,X,O,O
JOZSITL,O,X,X,X,X,X,X,X,O
JOZSILT,O,O,X,O,O,O,X,X,X
JOZSLTI,O,O,X,O,O,O,X,X,O
JOZSLIT,O,O,X,O,O,O,X,X,X
STILJZO,O,X,X,O,O,O,X,X,X
STILJOZ,O,O,O,O,O,O,X,X,X
STILZJO,O,X,O,O,O,O,X,X,X
STILZOJ,O,X,O,O,O,O,X,X,X
STILOJZ,O,O,O,O,O,O,X,X,X
STILOZJ,O,X,O,O,O,O,X,X,X
STIJLZO,O,X,X,O,O,O,X,X,X
STIJLOZ,O,O,O,O,O,O,X,X,X
STIJZLO,O,X,X,O,O,O,X,O,X
STIJZOL,O,X,X,X,X,X,X,O,X
STIJOLZ,O,O,X,O,O,O,X,X,X
STIJOZL,O,X,X,X,O,O,X,X,X
STIZLJO,O,X,O,O,O,O,X,O,X
STIZLOJ,O,X,O,O,O,O,X,O,X
STIZJLO,O,X,O,O,O,O,X,O,X
STIZJOL,O,X,X,X,X,X,X,O,X
STIZOLJ,O,X,X,X,O,O,X,O,X
STIZOJL,O,X,X,X,O,O,X,O,X
STIOLJZ,O,O,X,O,O,O,X,X,X
STIOLZJ,O,X,X,O,O,O,X,X,X
STIOJLZ,O,O,X,O,O,O,X,X,X
STIOJZL,O,X,X,X,O,O,X,O,O
STIOZLJ,O,X,X,X,O,O,X,O,X
STIOZJL,O,X,X,X,O,O,X,O,X
STLIJZO,O,X,X,O,O,O,X,O,X
STLIJOZ,O,O,O,O,O,O,X,X,X
STLIZJO,O,X,O,O,O,O,X,O,X
STLIZOJ,O,X,O,O,O,O,X,O,X
STLIOJZ,O,O,O,O,O,O,X,O,X
STLIOZJ,O,X,O,O,O,O,X,O,X
STLJIZO,O,X,X,O,O,O,X,O,X
STLJIOZ,O,O,O,O,O,O,X,X,X
STLJZIO,O,X,X,O,O,O,X,O,X
STLJZOI,O,X,X,O,X,X,X,O,X
STLJOIZ,O,O,O,O,O,O,X,X,X
STLJOZI,O,O,X,O,O,O,X,X,X
STLZIJO,O,X,O,O,O,O,X,O,X
STLZIOJ,O,X,O,O,O,O,X,O,X
STLZJIO,O,X,O,O,O,O,X,O,X
STLZJOI,O,X,O,O,X,X,X,O,X
STLZOIJ,O,X,O,O,O,O,X,O,X
STLZOJI,O,X,O,O,O,O,X,O,X
STLOIJZ,O,O,O,O,O,O,X,O,X
STLOIZJ,O,X,O,O,O,O,X,O,X
STLOJIZ,O,O,O,O,O,O,X,O,X
STLOJZI,O,O,X,O,O,O,X,O,O
STLOZIJ,O,X,O,O,O,O,X,O,X
STLOZJI,O,X,O,O,O,O,X,O,X
STJILZO,O,X,X,O,O,O,X,X,X
STJILOZ,O,O,O,O,O,O,X,X,X
STJIZLO,O,X,X,O,O,O,X,O,X
STJIZOL,O,X,X,X,X,X,X,O,X
STJIOLZ,O,O,X,O,O,O,X,X,X
STJIOZL,O,X,X,X,O,O,X,X,X
STJLIZO,O,X,X,O,O,O,X,O,X
STJLIOZ,O,O,O,O,O,O,X,X,X
STJLZIO,O,X,X,O,O,O,X,O,X
STJLZOI,O,X,X,O,X,X,X,O,X
STJLOIZ,O,O,O,O,O,O,X,X,X
STJLOZI,O,O,X,O,O,O,X,X,X
STJZILO,O,O,X,O,O,O,X,O,X
STJZIOL,O,O,X,X,X,X,X,O,X
STJZLIO,O,O,X,O,O,O,X,O,X
STJZLOI,O,O,X,O,X,X,X,O,X
STJZOIL,O,O,X,X,X,X,X,O,X
STJZOLI,O,O,X,X,X,X,X,X,X
STJOILZ,O,O,X,O,O,O,X,X,X
STJOIZL,O,X,X,X,O,O,X,X,O
STJOLIZ,O,O,X,O,O,O,X,X,X
STJOLZI,O,O,X,O,O,O,X,X,O
STJOZIL,O,O,X,X,O,O,X,X,O
STJOZLI,O,O,X,X,O,O,X,X,O
STZILJO,O,O,O,O,O,O,X,O,X
STZILOJ,O,O,O,O,O,O,X,O,O
STZIJLO,O,O,O,O,O,O,X,O,X
STZIJOL,O,O,X,X,X,X,X,O,O
STZIOLJ,O,O,X,X,O,O,X,O,O
STZIOJL,O,O,X,X,O,O,X,O,O
STZLIJO,O,O,O,O,O,O,X,O,X
STZLIOJ,O,O,O,O,O,O,X,O,O
STZLJIO,O,O,O,O,O,O,X,O,X
STZLJOI,O,O,O,O,X,X,X,O,X
STZLOIJ,O,O,O,O,O,O,X,O,O
STZLOJI,O,O,O,O,O,O,X,O,O
STZJILO,O,O,O,O,O,O,X,O,X
STZJIOL,O,O,X,X,X,X,X,O,O
STZJLIO,O,O,O,O,O,O,X,O,X
STZJLOI,O,O,O,O,X,X,X,O,X
STZJOIL,O,O,X,X,X,X,X,O,O
STZJOLI,O,O,X,X,X,X,X,O,O
STZOILJ,O,O,X,X,O,O,X,O,O
STZOIJL,O,O,X,X,O,O,X,O,O
STZOLIJ,O,O,X,X,O,O,X,O,O
STZOLJI,O,O,X,X,O,O,X,O,O
STZOJIL,O,O,X,X,O,O,X,O,O
STZOJLI,O,O,X,X,O,O,X,O,O
STOILJZ,O,O,X,O,O,O,X,X,X
STOILZJ,O,X,X,O,O,O,X,X,X
STOIJLZ,O,O,X,O,O,O,X,X,X
STOIJZL,O,X,X,X,O,O,X,O,O
STOIZLJ,O,X,X,X,O,O,X,O,X
STOIZJL,O,X,X,X,O,O,X,O,X
STOLIJZ,O,O,X,O,O,O,X,O,X
STOLIZJ,O,X,X,O,O,O,X,O,X
STOLJIZ,O,O,X,O,O,O,X,O,X
STOLJZI,O,O,X,O,O,O,X,O,O
STOLZIJ,O,X,X,O,O,O,X,O,X
STOLZJI,O,X,X,O,O,O,X,O,X
STOJILZ,O,O,X,O,O,O,X,X,X
STOJIZL,O,X,X,X,O,O,X,O,O
STOJLIZ,O,O,X,O,O,O,X,O,X
STOJLZI,O,O,X,O,O,O,X,O,O
STOJZIL,O,O,X,X,O,O,X,O,O
STOJZLI,O,O,X,X,O,O,X,O,O
STOZILJ,O,O,X,X,O,O,X,O,O
STOZIJL,O,O,X,X,O,O,X,O,O
STOZLIJ,O,O,X,X,O,O,X,O,O
STOZLJI,O,O,X,X,O,O,X,O,O
STOZJIL,O,O,X,X,O,O,X,O,O
STOZJLI,O,O,X,X,O,O,X,O,O
SITLJZO,O,X,X,O,O,O,X,X,X
SITLJOZ,O,O,O,O,O,O,X,X,X
SITLZJO,O,X,O,O,O,O,X,X,X
SITLZOJ,O,X,O,O,O,O,X,X,X
SITLOJZ,O,O,O,O,O,O,X,X,X
SITLOZJ,O,X,O,O,O,O,X,X,X
SITJLZO,O,X,X,O,O,O,X,X,X
SITJLOZ,O,O,O,O,O,O,X,X,X
SITJZLO,O,X,X,O,O,O,X,O,X
SITJZOL,O,X,X,X,X,X,X,O,X
SITJOLZ,O,O,X,O,O,O,X,X,X
SITJOZL,O,X,X,X,O,O,X,X,X
SITZLJO,O,X,O,O,O,O,X,O,X
SITZLOJ,O,X,O,O,O,O,X,O,X
SITZJLO,O,X,O,O,O,O,X,O,X
SITZJOL,O,X,X,X,X,X,X,O,X
SITZOLJ,O,X,X,X,O,O,X,O,X
SITZOJL,O,X,X,X,O,O,X,O,X
SITOLJZ,O,O,X,O,O,O,X,X,X
SITOLZJ,O,X,X,O,O,O,X,X,X
SITOJLZ,O,O,X,O,O,O,X,X,X
SITOJZL,O,X,X,X,O,O,X,O,O
SITOZLJ,O,X,X,X,O,O,X,O,X
SITOZJL,O,X,X,X,O,O,X,O,X
SILTJZO,X,X,X,O,O,O,X,X,X
SILTJOZ,X,X,O,O,O,O,X,X,X
SILTZJO,O,X,O,O,O,O,X,X,X
SILTZOJ,O,X,O,O,O,O,X,X,X
SILTOJZ,X,X,O,O,O,O,X,X,X
SILTOZJ,O,X,O,O,O,O,X,X,X
SILJTZO,X,X,X,O,O,O,X,X,X
SILJTOZ,X,X,X,O,O,O,X,X,X
SILJZTO,O,X,X,X,O,O,O,X,X
SILJZOT,O,X,X,O,O,O,O,X,X
SILJOTZ,X,X,O,O,O,O,X,X,X
SILJOZT,O,X,O,O,O,O,O,X,X
SILZTJO,O,X,X,X,O,X,O,X,X
SILZTOJ,O,X,X,X,O,X,O,X,X
SILZJTO,O,X,X,X,O,O,O,X,X
SILZJOT,O,X,O,O,O,O,O,X,X
SILZOTJ,O,X,X,X,X,X,O,X,X
SILZOJT,O,X,O,O,O,O,O,X,X
SILOTJZ,X,X,O,O,O,O,X,X,X
SILOTZJ,O,X,O,O,O,O,X,X,X
SILOJTZ,X,X,O,O,O,O,X,X,X
SILOJZT,O,X,O,O,O,O,O,X,X
SILOZTJ,O,X,X,X,X,X,O,X,X
SILOZJT,O,X,O,O,O,O,O,X,X
SIJTLZO,X,X,X,O,O,O,X,X,X
SIJTLOZ,X,O,X,O,O,O,X,X,X
SIJTZLO,X,X,X,O,O,O,X,O,X
SIJTZOL,X,X,X,X,X,X,X,O,X
SIJTOLZ,X,O,X,O,O,O,X,X,X
SIJTOZL,X,X,X,X,O,X,X,X,X
SIJLTZO,X,X,X,O,O,O,X,X,X
SIJLTOZ,X,X,X,O,O,O,X,X,X
SIJLZTO,O,X,X,X,O,O,O,X,X
SIJLZOT,O,X,X,O,O,O,O,X,X
SIJLOTZ,X,X,O,O,O,O,X,X,X
SIJLOZT,O,X,O,O,O,O,O,X,X
SIJZTLO,O,O,X,X,X,X,X,X,X
SIJZTOL,O,O,X,X,X,X,X,X,X
SIJZLTO,O,X,X,X,O,O,O,X,X
SIJZLOT,O,O,X,O,O,O,O,X,X
SIJZOTL,O,X,X,X,X,X,X,X,X
SIJZOLT,O,O,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,X,O,O,X,X,X
SIJOTZL,X,X,X,X,O,X,X,X,X
SIJOLTZ,X,X,X,O,O,O,X,X,X
SIJOLZT,O,X,X,O,O,O,X,X,X
SIJOZTL,O,X,X,X,X,X,X,X,X
SIJOZLT,O,X,X,X,O,O,X,X,X
SIZTLJO,O,O,X,X,O,X,X,X,X
SIZTLOJ,O,O,X,X,O,X,X,X,O
SIZTJLO,O,O,X,X,O,X,X,X,X
SIZTJOL,O,O,X,X,X,X,X,X,O
SIZTOLJ,O,O,X,X,O,X,X,X,O
SIZTOJL,O,O,X,X,O,X,X,X,O
SIZLTJO,O,X,X,X,O,X,O,X,X
SIZLTOJ,O,X,X,X,O,X,O,X,X
SIZLJTO,O,X,X,X,O,O,O,X,X
SIZLJOT,O,O,O,O,O,O,O,X,X
SIZLOTJ,O,X,X,X,X,X,O,X,X
SIZLOJT,O,O,O,O,O,O,O,X,X
SIZJTLO,O,O,X,X,X,X,X,X,X
SIZJTOL,O,O,X,X,X,X,X,X,X
SIZJLTO,O,X,X,X,O,O,O,X,X
SIZJLOT,O,O,O,O,O,O,O,X,X
SIZJOTL,O,X,X,X,X,X,X,X,X
SIZJOLT,O,O,X,X,X,X,X,X,X
SIZOTLJ,O,X,X,X,X,X,X,X,O
SIZOTJL,O,X,X,X,X,X,X,X,O
SIZOLTJ,O,X,X,X,X,X,X,X,X
SIZOLJT,O,O,X,X,O,O,X,X,X
SIZOJTL,O,X,X,X,X,X,X,X,O
SIZOJLT,O,O,X,X,O,O,X,X,X
SIOTLJZ,O,X,X,X,O,O,X,X,X
SIOTLZJ,O,X,X,X,O,O,X,X,X
SIOTJLZ,O,X,X,X,O,O,X,X,X
SIOTJZL,O,X,X,X,O,O,X,O,O
SIOTZLJ,O,X,X,X,O,O,X,O,X
SIOTZJL,O,X,X,X,O,O,X,O,X
SIOLTJZ,X,X,X,O,O,O,X,X,X
SIOLTZJ,O,X,X,X,O,O,X,X,X
SIOLJTZ,X,X,X,O,O,O,X,X,X
SIOLJZT,O,X,X,O,O,O,X,X,X
SIOLZTJ,O,X,X,X,X,X,X,X,X
SIOLZJT,O,X,X,O,O,O,X,X,X
SIOJTLZ,X,X,X,X,O,O,X,X,X
SIOJTZL,X,X,X,X,O,O,X,O,O
SIOJLTZ,X,X,X,O,O,O,X,X,X
SIOJLZT,O,X,X,O,O,O,X,X,X
SIOJZTL,O,X,X,X,X,X,X,X,O
SIOJZLT,O,X,X,X,O,O,X,X,X
SIOZTLJ,O,X,X,X,X,X,X,X,O
