sequence,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF3gBFiB6oB8?qB+rBzsB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF3gBUiBGjB6?rBVtBzqB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhFFhBXiBTjB0?lBWtBSwB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF3gBUiBFjBT?mBStBWwB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF3gB8nB+oBl?mBzqBCsB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhFXiB8nB+oBl?lBTrBCrB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF8nB+oBllB3?mBzqBCsB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhFFhBXiB8nB+?oB6qBTrB
JOISLTZ,O,X,O,O,O,X,X,X
JOISLZT,O,X,O,O,O,X,X,X
JOISZTL,O,O,O,O,O,O,O,O
JOISZLT,O,X,O,O,O,O,X,O
JOIZTLS,O,O,O,O,O,O,X,O
JOIZTSL,O,O,O,O,O,O,O,O
JOIZLTS,O,X,O,O,O,O,X,O
JOIZLST,O,X,O,O,O,O,X,O
JOIZSTL,O,O,O,O,O,O,O,O
JOIZSLT,O,X,O,O,O,O,X,O
JOLTISZ,O,O,O,O,O,X,X,O
JOLTIZS,O,O,O,O,O,O,X,O
JOLTSIZ,O,O,O,O,O,X,X,O
JOLTSZI,O,O,O,O,O,X,X,O
JOLTZIS,O,O,O,O,O,O,X,O
JOLTZSI,O,O,O,O,O,O,X,O
JOLITSZ,O,O,O,O,O,X,X,O
JOLITZS,O,O,O,O,O,O,X,O
JOLISTZ,O,O,O,O,O,X,X,O
JOLISZT,O,O,O,O,O,X,X,O
JOLIZTS,O,O,O,O,O,O,X,O
JOLIZST,O,O,O,O,O,O,X,O
JOLSTIZ,O,O,O,O,O,X,X,O
JOLSTZI,O,O,O,O,O,X,X,O
JOLSITZ,O,O,O,O,O,X,X,O
JOLSIZT,O,O,O,O,O,X,X,O
JOLSZTI,O,O,O,O,O,X,X,O
JOLSZIT,O,O,O,O,O,X,X,O
JOLZTIS,O,O,O,O,O,O,X,O
JOLZTSI,O,O,O,O,O,O,X,O
JOLZITS,O,O,O,O,O,O,X,O
JOLZIST,O,O,O,O,O,O,X,O
JOLZSTI,O,O,O,O,O,O,X,O
JOLZSIT,O,O,O,O,O,O,X,O
JOSTILZ,O,O,O,O,O,X,X,X
JOSTIZL,O,O,O,O,O,O,O,O
JOSTLIZ,O,O,O,O,O,X,X,X
JOSTLZI,O,O,O,O,O,X,X,X
JOSTZIL,O,O,O,O,O,O,O,O
JOSTZLI,O,O,O,O,O,O,X,O
JOSITLZ,O,O,O,O,O,X,X,X
JOSITZL,O,O,O,O,O,O,O,O
JOSILTZ,O,X,O,O,O,X,X,X
JOSILZT,O,X,O,O,O,X,X,X
JOSIZTL,O,O,O,O,O,O,O,O
JOSIZLT,O,X,O,O,O,O,X,O
JOSLTIZ,O,X,O,O,O,X,X,X
JOSLTZI,O,X,O,O,O,X,X,X
JOSLITZ,O,X,O,O,O,X,X,X
JOSLIZT,O,X,O,O,O,X,X,X
JOSLZTI,O,X,O,O,O,X,X,X
JOSLZIT,O,X,O,O,O,X,X,X
JOSZTIL,O,O,O,O,O,O,O,O
JOSZTLI,O,O,O,O,O,O,X,O
JOSZITL,O,O,O,O,O,O,O,O
JOSZILT,O,X,O,O,O,O,X,O
JOSZLTI,O,X,O,O,O,O,X,O
JOSZLIT,O,X,O,O,O,O,X,O
JOZTILS,O,O,O,O,O,O,X,O
JOZTISL,O,O,O,O,O,O,O,O
JOZTLIS,O,O,O,O,O,O,X,O
JOZTLSI,O,O,O,O,O,O,X,O
JOZTSIL,O,O,O,O,O,O,O,O
JOZTSLI,O,O,O,O,O,O,X,O
JOZITLS,O,O,O,O,O,O,X,O
JOZITSL,O,O,O,O,O,O,O,O
JOZILTS,O,X,O,O,O,O,X,O
JOZILST,O,X,O,O,O,O,X,O
JOZISTL,O,O,O,O,O,O,O,O
JOZISLT,O,X,O,O,O,O,X,O
JOZLTIS,O,X,O,O,O,O,X,O
JOZLTSI,O,X,O,O,O,O,X,O
JOZLITS,O,X,O,O,O,O,X,O
JOZLIST,O,X,O,O,O,O,X,O
JOZLSTI,O,X,O,O,O,O,X,O
JOZLSIT,O,X,O,O,O,O,X,O
JOZSTIL,O,O,O,O,O,O,O,O
JOZSTLI,O,O,O,O,O,O,X,O
JOZSITL,O,O,O,O,O,O,O,O
JOZSILT,O,X,O,O,O,O,X,O
JOZSLTI,O,X,O,O,O,O,X,O
JOZSLIT,O,X,O,O,O,O,X,O
STILJZO,O,O,O,O,X,X,O,X
STILJOZ,X,O,O,O,X,X,X,X
STILZJO,O,O,O,O,X,X,X,X
STILZOJ,X,O,O,O,X,X,X,X
STILOJZ,X,O,O,O,X,X,X,X
STILOZJ,X,O,X,O,X,X,X,X
STIJLZO,O,O,O,O,X,X,O,X
STIJLOZ,X,O,O,O,X,X,X,X
STIJZLO,O,O,O,O,X,O,O,X
STIJZOL,O,O,O,O,X,O,O,X
STIJOLZ,O,O,O,X,X,X,X,X
STIJOZL,O,O,O,X,X,X,O,X
STIZLJO,O,O,O,O,X,X,X,X
STIZLOJ,X,O,X,O,X,X,X,X
STIZJLO,O,O,O,O,X,X,O,X
STIZJOL,O,O,O,O,X,X,O,X
STIZOLJ,O,O,X,O,X,X,X,X
STIZOJL,O,O,O,O,X,X,X,X
STIOLJZ,O,O,X,X,X,X,X,X
STIOLZJ,O,O,X,X,X,X,X,X
STIOJLZ,O,O,O,X,X,X,X,X
STIOJZL,O,O,O,X,X,X,O,X
STIOZLJ,O,O,X,X,X,X,X,X
STIOZJL,O,O,X,X,X,X,X,X
STLIJZO,O,O,O,O,X,X,O,X
STLIJOZ,X,O,O,O,X,X,X,X
STLIZJO,O,O,O,O,X,X,X,X
STLIZOJ,X,O,O,O,X,X,X,X
STLIOJZ,X,O,O,O,X,X,X,X
STLIOZJ,X,O,X,O,X,X,X,X
STLJIZO,O,O,O,O,X,X,O,X
STLJIOZ,X,O,O,O,X,X,X,X
STLJZIO,O,O,O,O,X,X,O,X
STLJZOI,O,O,O,O,X,X,X,X
STLJOIZ,X,O,O,O,X,X,X,X
STLJOZI,X,O,O,O,X,X,X,X
STLZIJO,O,O,O,O,X,X,X,X
STLZIOJ,X,O,O,O,X,X,X,X
STLZJIO,O,O,O,O,X,X,X,X
STLZJOI,O,O,O,O,X,X,X,X
STLZOIJ,X,O,O,O,X,X,X,X
STLZOJI,X,O,O,X,X,X,X,X
STLOIJZ,X,O,O,O,X,X,X,X
STLOIZJ,X,O,X,O,X,X,X,X
STLOJIZ,X,O,O,O,X,X,X,X
STLOJZI,X,O,O,O,X,X,X,X
STLOZIJ,X,O,X,O,X,X,X,X
STLOZJI,X,O,X,X,X,X,X,X
STJILZO,O,O,O,O,X,X,O,X
STJILOZ,X,O,O,O,X,X,X,X
STJIZLO,O,O,O,O,X,O,O,X
STJIZOL,O,O,O,O,X,O,O,X
STJIOLZ,O,O,O,X,X,X,X,X
STJIOZL,O,O,O,X,X,X,O,X
STJLIZO,O,O,O,O,X,X,O,X
STJLIOZ,X,O,O,O,X,X,X,X
STJLZIO,O,O,O,O,X,X,O,X
STJLZOI,O,O,O,O,X,X,X,X
STJLOIZ,X,O,O,O,X,X,X,X
STJLOZI,X,O,O,O,X,X,X,X
STJZILO,O,O,O,O,X,O,O,X
STJZIOL,O,O,O,O,X,O,O,X
STJZLIO,O,O,O,O,X,O,O,X
STJZLOI,O,O,O,O,X,X,X,X
STJZOIL,O,O,O,O,X,O,O,X
STJZOLI,O,O,O,X,X,X,X,X
STJOILZ,O,O,O,X,X,X,X,X
STJOIZL,O,O,O,X,X,X,O,X
STJOLIZ,O,O,O,X,X,X,X,X
STJOLZI,O,O,O,X,X,X,X,X
STJOZIL,O,O,O,X,X,X,O,X
STJOZLI,O,O,O,X,X,X,X,X
STZILJO,O,O,O,O,X,X,X,X
STZILOJ,X,O,X,O,X,X,X,X
STZIJLO,O,O,O,O,X,X,O,X
STZIJOL,O,O,O,O,X,X,O,X
STZIOLJ,O,O,X,O,X,X,X,X
STZIOJL,O,O,O,O,X,X,X,X
STZLIJO,O,O,O,O,X,X,X,X
STZLIOJ,X,O,X,O,X,X,X,X
STZLJIO,O,O,O,O,X,X,X,X
STZLJOI,O,O,O,X,X,X,X,X
STZLOIJ,X,O,X,O,X,X,X,X
STZLOJI,X,O,X,X,X,X,X,X
STZJILO,O,O,O,O,X,X,O,X
STZJIOL,O,O,O,O,X,X,O,X
STZJLIO,O,O,O,X,X,X,O,X
STZJLOI,O,O,O,X,X,X,X,X
STZJOIL,O,O,O,X,X,X,O,X
STZJOLI,O,O,O,X,X,X,X,X
STZOILJ,O,O,X,O,X,X,X,X
STZOIJL,O,O,O,O,X,X,X,X
STZOLIJ,O,O,X,X,X,X,X,X
STZOLJI,O,O,X,X,X,X,X,X
STZOJIL,O,O,O,X,X,X,X,X
STZOJLI,O,O,O,X,X,X,X,X
STOILJZ,O,O,X,X,X,X,X,X
STOILZJ,O,O,X,X,X,X,X,X
STOIJLZ,O,O,O,X,X,X,X,X
STOIJZL,O,O,O,X,X,X,O,X
STOIZLJ,O,O,X,X,X,X,X,X
STOIZJL,O,O,X,X,X,X,X,X
STOLIJZ,O,O,X,X,X,X,X,X
STOLIZJ,O,O,X,X,X,X,X,X
STOLJIZ,O,O,X,X,X,X,X,X
STOLJZI,O,O,X,X,X,X,X,X
STOLZIJ,O,O,X,X,X,X,X,X
STOLZJI,O,O,X,X,X,X,X,X
STOJILZ,O,O,O,X,X,X,X,X
STOJIZL,O,O,O,X,X,X,O,X
STOJLIZ,O,O,O,X,X,X,X,X
STOJLZI,O,O,X,X,X,X,X,X
STOJZIL,O,O,O,X,X,X,O,X
STOJZLI,O,O,X,X,X,X,X,X
STOZILJ,O,O,X,X,X,X,X,X
STOZIJL,O,O,X,X,X,X,X,X
STOZLIJ,O,O,X,X,X,X,X,X
STOZLJI,O,O,X,X,X,X,X,X
STOZJIL,O,O,X,X,X,X,X,X
STOZJLI,O,O,X,X,X,X,X,X
SITLJZO,O,O,O,O,X,X,O,X
SITLJOZ,X,O,O,O,X,X,X,X
SITLZJO,O,O,O,O,X,X,X,X
SITLZOJ,X,O,O,O,X,X,X,X
SITLOJZ,X,O,O,O,X,X,X,X
SITLOZJ,X,O,X,O,X,X,X,X
SITJLZO,O,O,O,O,X,X,O,X
SITJLOZ,X,O,O,O,X,X,X,X
SITJZLO,O,O,O,O,X,O,O,X
SITJZOL,O,O,O,O,X,O,O,X
SITJOLZ,O,O,O,X,X,X,X,X
SITJOZL,O,O,O,X,X,X,O,X
SITZLJO,O,O,O,O,X,X,X,X
SITZLOJ,X,O,X,O,X,X,X,X
SITZJLO,O,O,O,O,X,X,O,X
SITZJOL,O,O,O,O,X,X,O,X
SITZOLJ,O,O,X,O,X,X,X,X
SITZOJL,O,O,O,O,X,X,X,X
SITOLJZ,O,O,X,X,X,X,X,X
SITOLZJ,O,O,X,X,X,X,X,X
SITOJLZ,O,O,O,X,X,X,X,X
SITOJZL,O,O,O,X,X,X,O,X
SITOZLJ,O,O,X,X,X,X,X,X
SITOZJL,O,O,X,X,X,X,X,X
SILTJZO,O,O,O,O,X,X,O,O
SILTJOZ,X,O,O,O,X,X,X,X
SILTZJO,O,O,O,O,X,X,X,X
SILTZOJ,X,O,O,O,X,X,X,X
SILTOJZ,X,O,O,O,X,X,X,X
SILTOZJ,X,O,X,O,X,X,X,X
SILJTZO,O,O,O,O,X,X,O,O
SILJTOZ,X,O,O,O,X,X,X,X
SILJZTO,O,O,O,O,X,X,O,O
SILJZOT,O,X,O,O,X,X,X,O
SILJOTZ,X,X,O,O,X,X,X,O
SILJOZT,X,X,O,O,X,X,X,O
SILZTJO,O,O,O,O,X,X,X,X
SILZTOJ,X,O,O,O,X,X,X,X
SILZJTO,O,O,O,O,X,X,X,X
SILZJOT,O,X,O,O,X,X,X,X
SILZOTJ,O,O,O,O,X,X,X,X
SILZOJT,O,X,O,X,X,X,X,X
SILOTJZ,X,O,O,O,X,X,X,O
SILOTZJ,O,O,X,O,X,X,X,X
SILOJTZ,X,X,O,O,X,X,X,O
SILOJZT,O,X,O,O,X,X,X,O
SILOZTJ,O,O,O,O,X,X,X,X
SILOZJT,O,X,O,X,X,X,X,X
SIJTLZO,O,O,O,O,X,X,O,X
SIJTLOZ,X,X,O,O,X,X,X,X
SIJTZLO,O,O,O,O,X,O,O,X
SIJTZOL,O,O,O,O,X,O,O,X
SIJTOLZ,O,X,O,X,X,X,X,X
SIJTOZL,O,O,O,X,X,X,O,X
SIJLTZO,O,X,O,O,X,X,O,O
SIJLTOZ,X,X,O,O,X,X,X,X
SIJLZTO,O,X,O,O,X,X,O,O
SIJLZOT,O,X,O,O,X,X,X,O
SIJLOTZ,X,X,O,O,X,X,X,O
SIJLOZT,X,X,O,O,X,X,X,O
SIJZTLO,O,O,O,O,X,O,O,O
SIJZTOL,O,O,O,O,X,O,O,O
SIJZLTO,O,X,O,O,X,O,O,O
SIJZLOT,O,X,O,O,X,O,X,O
SIJZOTL,O,X,O,O,O,O,O,O
SIJZOLT,O,X,O,O,O,O,X,O
SIJOTLZ,O,X,O,O,O,X,X,X
SIJOTZL,O,X,O,O,O,O,O,O
SIJOLTZ,O,X,O,O,O,X,X,X
SIJOLZT,O,X,O,O,O,X,X,X
SIJOZTL,O,X,O,O,O,O,O,O
SIJOZLT,O,X,O,O,O,O,X,O
SIZTLJO,O,O,O,O,X,X,X,X
SIZTLOJ,X,O,X,O,X,X,X,X
SIZTJLO,O,O,O,O,X,X,O,X
SIZTJOL,O,O,O,O,X,X,O,X
SIZTOLJ,O,O,X,O,X,X,X,X
SIZTOJL,O,O,O,O,X,X,X,X
SIZLTJO,O,O,O,O,X,X,X,X
SIZLTOJ,X,O,O,O,X,X,X,X
SIZLJTO,O,O,O,O,X,X,X,X
SIZLJOT,O,X,O,O,X,X,X,X
SIZLOTJ,O,O,O,O,X,X,X,X
SIZLOJT,O,X,O,X,X,X,X,X
SIZJTLO,O,O,O,O,X,X,O,X
SIZJTOL,O,O,O,O,X,X,O,X
SIZJLTO,O,X,O,O,X,X,O,X
SIZJLOT,O,X,O,O,X,X,X,X
SIZJOTL,O,X,O,O,X,X,O,X
SIZJOLT,O,X,O,O,X,X,X,X
SIZOTLJ,O,O,X,O,X,X,X,X
SIZOTJL,O,O,O,O,X,X,X,X
SIZOLTJ,O,O,X,O,X,X,X,X
SIZOLJT,O,X,X,X,X,X,X,X
SIZOJTL,O,O,O,X,X,X,X,X
SIZOJLT,O,X,O,X,X,X,X,X
SIOTLJZ,O,O,X,X,O,X,X,X
SIOTLZJ,O,O,X,X,X,X,X,X
SIOTJLZ,O,O,O,X,O,X,X,X
SIOTJZL,O,O,O,X,O,O,O,O
SIOTZLJ,O,O,X,X,X,X,X,X
SIOTZJL,O,O,X,X,O,X,X,X
SIOLTJZ,O,O,O,O,O,X,X,X
SIOLTZJ,O,O,X,O,X,X,X,X
SIOLJTZ,O,O,O,O,O,X,X,X
SIOLJZT,O,O,O,O,O,X,X,X
SIOLZTJ,O,O,O,O,X,X,X,X
SIOLZJT,O,O,O,X,X,X,X,X
SIOJTLZ,O,O,O,X,O,X,X,X
SIOJTZL,O,O,O,X,O,O,O,O
SIOJLTZ,O,X,O,O,O,X,X,X
SIOJLZT,O,X,O,O,O,X,X,X
SIOJZTL,O,O,O,O,O,O,O,O
SIOJZLT,O,X,O,O,O,O,X,O
SIOZTLJ,O,O,X,O,X,X,X,X
SIOZTJL,O,O,O,O,O,X,X,X
SIOZLTJ,O,O,X,O,X,X,X,X
SIOZLJT,O,X,X,X,X,X,X,X
SIOZJTL,O,O,O,X,O,X,X,X
SIOZJLT,O,X,O,X,O,X,X,X
SLTIJZO,O,O,O,O,X,X,O,O
SLTIJOZ,X,O,O,O,X,X,X,X
SLTIZJO,O,O,O,O,X,X,X,X
SLTIZOJ,X,O,O,O,X,X,X,X
SLTIOJZ,X,O,O,O,X,X,X,X
SLTIOZJ,X,O,X,O,X,X,X,X
SLTJIZO,O,O,O,O,X,X,O,O
SLTJIOZ,X,O,O,O,X,X,X,X
SLTJZIO,O,O,O,O,X,X,O,O
SLTJZOI,O,O,O,O,X,X,X,O
SLTJOIZ,X,O,O,O,X,X,X,X
SLTJOZI,X,O,O,O,X,X,X,X
SLTZIJO,O,O,O,O,X,X,X,X
SLTZIOJ,X,O,O,O,X,X,X,X
SLTZJIO,O,O,O,O,X,X,X,X
SLTZJOI,O,O,O,O,X,X,X,X
SLTZOIJ,X,O,O,O,X,X,X,X
SLTZOJI,X,O,O,X,X,X,X,X
SLTOIJZ,X,O,O,O,X,X,X,X
SLTOIZJ,X,O,X,O,X,X,X,X
SLTOJIZ,X,O,O,O,X,X,X,X
SLTOJZI,X,O,O,O,X,X,X,X
SLTOZIJ,X,O,X,O,X,X,X,X
SLTOZJI,X,O,X,X,X,X,X,X
SLITJZO,O,O,O,O,X,X,O,O
SLITJOZ,X,O,O,O,X,X,X,X
SLITZJO,O,O,O,O,X,X,X,X
SLITZOJ,X,O,O,O,X,X,X,X
SLITOJZ,X,O,O,O,X,X,X,X
SLITOZJ,X,O,X,O,X,X,X,X
SLIJTZO,O,O,O,O,X,X,O,O
SLIJTOZ,X,O,O,O,X,X,X,X
SLIJZTO,O,O,O,O,X,X,O,O
SLIJZOT,O,X,O,O,X,X,X,O
SLIJOTZ,X,X,O,O,X,X,X,O
SLIJOZT,X,X,O,O,X,X,X,O
SLIZTJO,O,O,O,O,X,X,X,X
SLIZTOJ,X,O,O,O,X,X,X,X
SLIZJTO,O,O,O,O,X,X,X,X
SLIZJOT,O,X,O,O,X,X,X,X
SLIZOTJ,O,O,O,O,X,X,X,X
SLIZOJT,O,X,O,X,X,X,X,X
SLIOTJZ,X,O,O,O,X,X,X,O
SLIOTZJ,O,O,X,O,X,X,X,X
SLIOJTZ,X,X,O,O,X,X,X,O
SLIOJZT,O,X,O,O,X,X,X,O
SLIOZTJ,O,O,O,O,X,X,X,X
SLIOZJT,O,X,O,X,X,X,X,X
SLJTIZO,O,O,O,O,X,X,O,O
SLJTIOZ,X,O,O,O,X,X,X,X
SLJTZIO,O,O,O,O,X,X,O,O
SLJTZOI,O,O,O,O,X,X,X,O
SLJTOIZ,X,O,O,O,X,X,X,X
SLJTOZI,X,O,O,O,X,X,X,X
SLJITZO,O,O,O,O,X,X,O,O
SLJITOZ,X,O,O,O,X,X,X,X
SLJIZTO,O,O,O,O,X,X,O,O
SLJIZOT,O,X,O,O,X,X,X,O
SLJIOTZ,X,X,O,O,X,X,X,O
SLJIOZT,X,X,O,O,X,X,X,O
SLJZTIO,O,O,O,O,X,X,O,O
SLJZTOI,O,O,O,O,X,X,X,O
SLJZITO,O,O,O,O,X,X,O,O
SLJZIOT,O,X,O,O,X,X,X,O
SLJZOTI,O,X,O,O,X,X,X,O
SLJZOIT,O,X,O,O,X,X,X,O
SLJOTIZ,X,X,O,O,X,X,X,O
SLJOTZI,X,X,O,O,X,X,X,O
SLJOITZ,X,X,O,O,X,X,X,O
SLJOIZT,X,X,O,O,X,X,X,O
SLJOZTI,X,X,O,O,X,X,X,O
SLJOZIT,X,X,O,O,X,X,X,O
SLZTIJO,O,O,O,O,X,X,X,X
SLZTIOJ,X,O,O,O,X,X,X,X
SLZTJIO,O,O,O,O,X,X,X,X
SLZTJOI,O,O,O,O,X,X,X,X
SLZTOIJ,X,O,O,O,X,X,X,X
SLZTOJI,X,O,O,X,X,X,X,X
SLZITJO,O,O,O,O,X,X,X,X
SLZITOJ,X,O,O,O,X,X,X,X
SLZIJTO,O,O,O,O,X,X,X,X
SLZIJOT,O,X,O,O,X,X,X,X
SLZIOTJ,O,O,O,O,X,X,X,X
SLZIOJT,O,X,O,X,X,X,X,X
SLZJTIO,O,O,O,O,X,X,X,X
SLZJTOI,O,O,O,O,X,X,X,X
SLZJITO,O,O,O,O,X,X,X,X
SLZJIOT,O,X,O,O,X,X,X,X
SLZJOTI,O,X,O,O,X,X,X,X
SLZJOIT,O,X,O,O,X,X,X,X
SLZOTIJ,O,O,O,O,X,X,X,X
SLZOTJI,O,O,O,X,X,X,X,X
SLZOITJ,O,O,O,O,X,X,X,X
SLZOIJT,O,X,O,X,X,X,X,X
SLZOJTI,O,X,O,X,X,X,X,X
SLZOJIT,O,X,O,X,X,X,X,X
SLOTIJZ,X,O,O,O,X,X,X,O
SLOTIZJ,O,O,X,O,X,X,X,X
SLOTJIZ,X,O,O,O,X,X,X,O
SLOTJZI,X,O,O,O,X,X,X,O
SLOTZIJ,O,O,X,O,X,X,X,X
SLOTZJI,O,O,X,X,X,X,X,X
SLOITJZ,X,O,O,O,X,X,X,O
SLOITZJ,O,O,X,O,X,X,X,X
SLOIJTZ,X,X,O,O,X,X,X,O
SLOIJZT,O,X,O,O,X,X,X,O
SLOIZTJ,O,O,O,O,X,X,X,X
SLOIZJT,O,X,O,X,X,X,X,X
SLOJTIZ,X,X,O,O,X,X,X,O
SLOJTZI,X,X,O,O,X,X,X,O
SLOJITZ,X,X,O,O,X,X,X,O
SLOJIZT,O,X,O,O,X,X,X,O
SLOJZTI,O,X,O,O,X,X,X,O
SLOJZIT,O,X,O,O,X,X,X,O
SLOZTIJ,O,O,O,O,X,X,X,X
SLOZTJI,O,O,O,X,X,X,X,X
SLOZITJ,O,O,O,O,X,X,X,X
SLOZIJT,O,X,O,X,X,X,X,X
SLOZJTI,O,X,O,X,X,X,X,X
SLOZJIT,O,X,O,X,X,X,X,X
SJTILZO,O,O,O,O,X,X,O,X
SJTILOZ,X,X,O,O,X,X,X,X
SJTIZLO,O,O,O,O,X,O,O,X
SJTIZOL,O,O,O,O,X,O,O,X
SJTIOLZ,O,X,O,X,X,X,X,X
SJTIOZL,O,O,O,X,X,X,O,X
SJTLIZO,O,O,O,O,X,X,O,X
SJTLIOZ,X,X,O,O,X,X,X,X
SJTLZIO,O,O,O,O,X,X,O,X
SJTLZOI,O,X,O,O,X,X,X,X
SJTLOIZ,X,X,O,O,X,X,X,X
SJTLOZI,X,X,O,O,X,X,X,X
SJTZILO,O,O,O,O,X,O,O,X
SJTZIOL,O,O,O,O,X,O,O,X
SJTZLIO,O,O,O,O,X,O,O,X
SJTZLOI,O,X,O,O,X,X,X,X
SJTZOIL,O,O,O,O,X,O,O,X
SJTZOLI,O,X,O,X,X,X,X,X
SJTOILZ,O,X,O,X,X,X,X,X
SJTOIZL,O,O,O,X,X,X,O,X
SJTOLIZ,O,X,O,X,X,X,X,X
SJTOLZI,O,X,O,X,X,X,X,X
SJTOZIL,O,O,O,X,X,X,O,X
SJTOZLI,O,X,O,X,X,X,X,X
SJITLZO,O,O,O,O,X,X,O,X
SJITLOZ,X,X,O,O,X,X,X,X
SJITZLO,O,O,O,O,X,O,O,X
SJITZOL,O,O,O,O,X,O,O,X
SJITOLZ,O,X,O,X,X,X,X,X
SJITOZL,O,O,O,X,X,X,O,X
SJILTZO,O,X,O,O,X,X,O,O
SJILTOZ,X,X,O,O,X,X,X,X
SJILZTO,O,X,O,O,X,X,O,O
SJILZOT,O,X,O,O,X,X,X,O
SJILOTZ,X,X,O,O,X,X,X,O
SJILOZT,X,X,O,O,X,X,X,O
SJIZTLO,O,O,O,O,X,O,O,O
SJIZTOL,O,O,O,O,X,O,O,O
SJIZLTO,O,X,O,O,X,O,O,O
SJIZLOT,O,X,O,O,X,O,X,O
SJIZOTL,O,X,O,O,O,O,O,O
SJIZOLT,O,X,O,O,O,O,X,O
SJIOTLZ,O,X,O,O,O,X,X,X
SJIOTZL,O,X,O,O,O,O,O,O
SJIOLTZ,O,X,O,O,O,X,X,X
SJIOLZT,O,X,O,O,O,X,X,X
SJIOZTL,O,X,O,O,O,O,O,O
SJIOZLT,O,X,O,O,O,O,X,O
SJLTIZO,O,X,O,O,X,X,O,O
SJLTIOZ,X,X,O,O,X,X,X,X
SJLTZIO,O,X,O,O,X,X,O,O
SJLTZOI,O,X,O,O,X,X,X,O
SJLTOIZ,X,X,O,O,X,X,X,X
SJLTOZI,X,X,O,O,X,X,X,X
SJLITZO,O,X,O,O,X,X,O,O
SJLITOZ,X,X,O,O,X,X,X,X
SJLIZTO,O,X,O,O,X,X,O,O
SJLIZOT,O,X,O,O,X,X,X,O
SJLIOTZ,X,X,O,O,X,X,X,O
SJLIOZT,X,X,O,O,X,X,X,O
SJLZTIO,O,X,O,O,X,X,O,O
SJLZTOI,O,X,O,O,X,X,X,O
SJLZITO,O,X,O,O,X,X,O,O
SJLZIOT,O,X,O,O,X,X,X,O
SJLZOTI,O,X,O,O,X,X,X,O
SJLZOIT,O,X,O,O,X,X,X,O
SJLOTIZ,X,X,O,O,X,X,X,O
SJLOTZI,X,X,O,O,X,X,X,O
SJLOITZ,X,X,O,O,X,X,X,O
SJLOIZT,X,X,O,O,X,X,X,O
SJLOZTI,X,X,O,O,X,X,X,O
SJLOZIT,X,X,O,O,X,X,X,O
SJZTILO,O,O,O,O,X,O,O,O
SJZTIOL,O,O,O,O,X,O,O,O
SJZTLIO,O,O,O,O,X,O,O,O
SJZTLOI,O,X,O,O,X,X,X,O
SJZTOIL,O,O,O,O,X,O,O,O
SJZTOLI,O,X,O,X,X,O,X,O
SJZITLO,O,O,O,O,X,O,O,O
SJZITOL,O,O,O,O,X,O,O,O
SJZILTO,O,X,O,O,X,O,O,O
SJZILOT,O,X,O,O,X,O,X,O
SJZIOTL,O,X,O,O,O,O,O,O
SJZIOLT,O,X,O,O,O,O,X,O
SJZLTIO,O,X,O,O,X,O,O,O
SJZLTOI,O,X,O,O,X,X,X,O
SJZLITO,O,X,O,O,X,O,O,O
SJZLIOT,O,X,O,O,X,O,X,O
SJZLOTI,O,X,O,O,X,O,X,O
SJZLOIT,O,X,O,O,X,O,X,O
SJZOTIL,O,X,O,O,O,O,O,O
SJZOTLI,O,X,O,X,O,O,X,O
SJZOITL,O,X,O,O,O,O,O,O
SJZOILT,O,X,O,O,O,O,X,O
SJZOLTI,O,X,O,O,O,O,X,O
SJZOLIT,O,X,O,O,O,O,X,O
SJOTILZ,O,X,O,O,O,X,X,X
SJOTIZL,O,X,O,O,O,O,O,O
SJOTLIZ,O,X,O,O,O,X,X,X
SJOTLZI,O,X,O,O,O,X,X,X
SJOTZIL,O,X,O,O,O,O,O,O
SJOTZLI,O,X,O,O,O,O,X,O
SJOITLZ,O,X,O,O,O,X,X,X
SJOITZL,O,X,O,O,O,O,O,O
SJOILTZ,O,X,O,O,O,X,X,X
SJOILZT,O,X,O,O,O,X,X,X
SJOIZTL,O,X,O,O,O,O,O,O
SJOIZLT,O,X,O,O,O,O,X,O
SJOLTIZ,O,X,O,O,O,X,X,X
SJOLTZI,O,X,O,O,O,X,X,X
SJOLITZ,O,X,O,O,O,X,X,X
SJOLIZT,O,X,O,O,O,X,X,X
SJOLZTI,O,X,O,O,O,X,X,X
SJOLZIT,O,X,O,O,O,X,X,X
SJOZTIL,O,X,O,O,O,O,O,O
SJOZTLI,O,X,O,O,O,O,X,O
SJOZITL,O,X,O,O,O,O,O,O
SJOZILT,O,X,O,O,O,O,X,O
SJOZLTI,O,X,O,O,O,O,X,O
SJOZLIT,O,X,O,O,O,O,X,O
SZTILJO,O,O,O,O,X,X,X,X
SZTILOJ,X,O,X,O,X,X,X,X
SZTIJLO,O,O,O,O,X,X,O,X
SZTIJOL,O,O,O,O,X,X,O,X
SZTIOLJ,O,O,X,O,X,X,X,X
SZTIOJL,O,O,O,O,X,X,X,X
