sequence,v115@AhB8HeA8GeD8FeD8DeA8JeZEJvhFzfB3hBcnB6oBdt?BWxB,v115@AhB8HeA8GeD8FeD8DeA8JeZEJvhFzfB9mBOnBXjBct?BSxB,v115@AhB8HeA8GeD8FeD8DeA8JeZEJvhFzfB9mBynB+oBXs?B0sB,v115@AhB8HeA8GeD8FeD8DeA8JeZEJvhFzfB9mBynB+oB0s?BXsB,v115@AhB8HeA8GeD8FeD8DeA8JeZEJvhFzfB9mB2nBctBXs?BCtB,v115@AhB8HeA8GeD8FeD8DeA8JeZEJvhFzfB9mB6oBmnBXs?B0sB
TOJZISL,O,O,O,O,O,X
TOJZLIS,O,O,O,O,X,X
TOJZLSI,O,O,X,O,X,X
TOJZSIL,O,O,O,O,O,X
TOJZSLI,O,O,O,O,O,X
TOSILJZ,O,O,O,X,X,O
TOSILZJ,O,O,X,X,O,O
TOSIJLZ,O,X,O,O,X,O
TOSIJZL,O,X,O,O,O,O
TOSIZLJ,O,O,X,X,O,O
TOSIZJL,O,O,O,O,O,O
TOSLIJZ,O,O,O,X,X,O
TOSLIZJ,O,O,X,X,O,O
TOSLJIZ,O,O,O,X,X,O
TOSLJZI,O,O,O,X,X,O
TOSLZIJ,O,O,X,X,O,O
TOSLZJI,O,O,X,X,O,O
TOSJILZ,O,X,O,O,X,O
TOSJIZL,O,X,O,O,O,O
TOSJLIZ,O,X,O,O,X,O
TOSJLZI,O,X,O,X,X,O
TOSJZIL,O,X,O,O,O,O
TOSJZLI,O,X,O,O,O,O
TOSZILJ,O,O,X,X,O,O
TOSZIJL,O,O,O,O,O,O
TOSZLIJ,O,O,X,X,O,O
TOSZLJI,O,O,X,X,O,O
TOSZJIL,O,O,O,O,O,O
TOSZJLI,O,O,O,O,O,O
TOZILJS,O,O,X,O,X,X
TOZILSJ,O,O,X,X,O,O
TOZIJLS,O,O,O,O,X,X
TOZIJSL,O,O,O,O,O,X
TOZISLJ,O,O,X,X,O,O
TOZISJL,O,O,O,O,O,O
TOZLIJS,O,O,X,O,X,X
TOZLISJ,O,O,X,X,O,O
TOZLJIS,O,O,X,O,X,X
TOZLJSI,O,O,X,O,X,X
TOZLSIJ,O,O,X,X,O,O
TOZLSJI,O,O,X,X,O,O
TOZJILS,O,O,O,O,X,X
TOZJISL,O,O,O,O,O,X
TOZJLIS,O,O,O,O,X,X
TOZJLSI,O,O,X,O,X,X
TOZJSIL,O,O,O,O,O,X
TOZJSLI,O,O,O,O,O,X
TOZSILJ,O,O,X,X,O,O
TOZSIJL,O,O,O,O,O,O
TOZSLIJ,O,O,X,X,O,O
TOZSLJI,O,O,X,X,O,O
TOZSJIL,O,O,O,O,O,O
TOZSJLI,O,O,O,O,O,O
ITLJSZO,O,O,O,X,X,O
ITLJSOZ,O,O,O,O,X,O
ITLJZSO,O,O,X,O,X,X
ITLJZOS,O,O,O,O,X,X
ITLJOSZ,O,O,O,O,X,O
ITLJOZS,O,O,O,O,X,X
ITLSJZO,O,O,O,X,X,O
ITLSJOZ,O,O,O,X,X,O
ITLSZJO,O,O,X,X,O,O
ITLSZOJ,O,O,X,X,O,O
ITLSOJZ,O,O,O,X,X,O
ITLSOZJ,O,O,X,X,O,O
ITLZJSO,O,O,X,O,X,X
ITLZJOS,O,O,X,O,X,X
ITLZSJO,O,O,X,X,O,O
ITLZSOJ,O,O,X,X,O,O
ITLZOJS,O,O,X,O,X,X
ITLZOSJ,O,O,X,X,O,O
ITLOJSZ,O,O,O,O,X,O
ITLOJZS,O,O,O,O,X,X
ITLOSJZ,O,O,O,X,X,O
ITLOSZJ,O,O,X,X,O,O
ITLOZJS,O,O,X,O,X,X
ITLOZSJ,O,O,X,X,O,O
ITJLSZO,O,O,O,X,X,O
ITJLSOZ,O,O,O,O,X,O
ITJLZSO,O,O,X,O,X,X
ITJLZOS,O,O,O,O,X,X
ITJLOSZ,O,O,O,O,X,O
ITJLOZS,O,O,O,O,X,X
ITJSLZO,O,X,O,X,X,O
ITJSLOZ,O,X,O,O,X,O
ITJSZLO,O,X,O,O,O,O
ITJSZOL,O,X,O,O,O,O
ITJSOLZ,O,X,O,O,X,O
ITJSOZL,O,X,O,O,O,O
ITJZLSO,O,O,X,O,X,X
ITJZLOS,O,O,O,O,X,X
ITJZSLO,O,O,O,O,O,X
ITJZSOL,O,O,O,O,O,X
ITJZOLS,O,O,O,O,X,X
ITJZOSL,O,O,O,O,O,X
ITJOLSZ,O,O,O,O,X,O
ITJOLZS,O,O,O,O,X,X
ITJOSLZ,O,X,O,O,X,O
ITJOSZL,O,X,O,O,O,O
ITJOZLS,O,O,O,O,X,X
ITJOZSL,O,O,O,O,O,X
ITSLJZO,O,O,O,X,X,O
ITSLJOZ,O,O,O,X,X,O
ITSLZJO,O,O,X,X,O,O
ITSLZOJ,O,O,X,X,O,O
ITSLOJZ,O,O,O,X,X,O
ITSLOZJ,O,O,X,X,O,O
ITSJLZO,O,X,O,X,X,O
ITSJLOZ,O,X,O,O,X,O
ITSJZLO,O,X,O,O,O,O
ITSJZOL,O,X,O,O,O,O
ITSJOLZ,O,X,O,O,X,O
ITSJOZL,O,X,O,O,O,O
ITSZLJO,O,O,X,X,O,O
ITSZLOJ,O,O,X,X,O,O
ITSZJLO,O,O,O,O,O,O
ITSZJOL,O,O,O,O,O,O
ITSZOLJ,O,O,X,X,O,O
ITSZOJL,O,O,O,O,O,O
ITSOLJZ,O,O,O,X,X,O
ITSOLZJ,O,O,X,X,O,O
ITSOJLZ,O,X,O,O,X,O
ITSOJZL,O,X,O,O,O,O
ITSOZLJ,O,O,X,X,O,O
ITSOZJL,O,O,O,O,O,O
ITZLJSO,O,O,X,O,X,X
ITZLJOS,O,O,X,O,X,X
ITZLSJO,O,O,X,X,O,O
ITZLSOJ,O,O,X,X,O,O
ITZLOJS,O,O,X,O,X,X
ITZLOSJ,O,O,X,X,O,O
ITZJLSO,O,O,X,O,X,X
ITZJLOS,O,O,O,O,X,X
ITZJSLO,O,O,O,O,O,X
ITZJSOL,O,O,O,O,O,X
ITZJOLS,O,O,O,O,X,X
ITZJOSL,O,O,O,O,O,X
ITZSLJO,O,O,X,X,O,O
ITZSLOJ,O,O,X,X,O,O
ITZSJLO,O,O,O,O,O,O
ITZSJOL,O,O,O,O,O,O
ITZSOLJ,O,O,X,X,O,O
ITZSOJL,O,O,O,O,O,O
ITZOLJS,O,O,X,O,X,X
ITZOLSJ,O,O,X,X,O,O
ITZOJLS,O,O,O,O,X,X
ITZOJSL,O,O,O,O,O,X
ITZOSLJ,O,O,X,X,O,O
ITZOSJL,O,O,O,O,O,O
ITOLJSZ,O,O,O,O,X,O
ITOLJZS,O,O,O,O,X,X
ITOLSJZ,O,O,O,X,X,O
ITOLSZJ,O,O,X,X,O,O
ITOLZJS,O,O,X,O,X,X
ITOLZSJ,O,O,X,X,O,O
ITOJLSZ,O,O,O,O,X,O
ITOJLZS,O,O,O,O,X,X
ITOJSLZ,O,X,O,O,X,O
ITOJSZL,O,X,O,O,O,O
ITOJZLS,O,O,O,O,X,X
ITOJZSL,O,O,O,O,O,X
ITOSLJZ,O,O,O,X,X,O
ITOSLZJ,O,O,X,X,O,O
ITOSJLZ,O,X,O,O,X,O
ITOSJZL,O,X,O,O,O,O
ITOSZLJ,O,O,X,X,O,O
ITOSZJL,O,O,O,O,O,O
ITOZLJS,O,O,X,O,X,X
ITOZLSJ,O,O,X,X,O,O
ITOZJLS,O,O,O,O,X,X
ITOZJSL,O,O,O,O,O,X
ITOZSLJ,O,O,X,X,O,O
ITOZSJL,O,O,O,O,O,O
ILTJSZO,O,O,O,X,X,O
ILTJSOZ,O,O,O,O,X,O
ILTJZSO,O,O,X,O,X,X
ILTJZOS,O,O,O,O,X,X
ILTJOSZ,O,O,O,O,X,O
ILTJOZS,O,O,O,O,X,X
ILTSJZO,O,O,O,X,X,O
ILTSJOZ,O,O,O,X,X,O
ILTSZJO,O,O,X,X,O,O
ILTSZOJ,O,O,X,X,O,O
ILTSOJZ,O,O,O,X,X,O
ILTSOZJ,O,O,X,X,O,O
ILTZJSO,O,O,X,O,X,X
ILTZJOS,O,O,X,O,X,X
ILTZSJO,O,O,X,X,O,O
ILTZSOJ,O,O,X,X,O,O
ILTZOJS,O,O,X,O,X,X
ILTZOSJ,O,O,X,X,O,O
ILTOJSZ,O,O,O,O,X,O
ILTOJZS,O,O,O,O,X,X
ILTOSJZ,O,O,O,X,X,O
ILTOSZJ,O,O,X,X,O,O
ILTOZJS,O,O,X,O,X,X
ILTOZSJ,O,O,X,X,O,O
ILJTSZO,O,O,O,X,X,O
ILJTSOZ,O,O,O,O,X,O
ILJTZSO,O,O,X,O,X,X
ILJTZOS,O,O,O,O,X,X
ILJTOSZ,O,O,O,O,X,O
ILJTOZS,O,O,O,O,X,X
ILJSTZO,O,X,O,X,X,O
ILJSTOZ,O,X,O,X,X,O
ILJSZTO,O,X,X,X,X,X
ILJSZOT,O,X,X,X,X,X
ILJSOTZ,O,X,O,X,X,O
ILJSOZT,O,X,X,X,X,X
ILJZTSO,O,O,X,O,X,X
ILJZTOS,O,O,X,O,X,X
ILJZSTO,O,O,X,X,X,X
ILJZSOT,O,O,X,X,X,X
ILJZOTS,O,O,X,O,X,X
ILJZOST,O,O,X,X,X,X
ILJOTSZ,O,O,O,O,X,O
ILJOTZS,O,O,O,O,X,X
ILJOSTZ,O,X,O,X,X,O
ILJOSZT,O,X,X,X,X,X
ILJOZTS,O,O,X,O,X,X
ILJOZST,O,O,X,X,X,X
ILSTJZO,O,O,O,X,X,O
ILSTJOZ,O,O,O,X,X,O
ILSTZJO,O,O,X,X,O,O
ILSTZOJ,O,O,X,X,O,O
ILSTOJZ,O,O,O,X,X,O
ILSTOZJ,O,O,X,X,O,O
ILSJTZO,O,X,O,X,X,O
ILSJTOZ,O,X,O,X,X,O
ILSJZTO,O,X,X,X,X,X
ILSJZOT,O,X,X,X,X,X
ILSJOTZ,O,X,O,X,X,O
ILSJOZT,O,X,X,X,X,X
ILSZTJO,X,O,X,X,O,O
ILSZTOJ,X,O,X,X,O,O
ILSZJTO,X,O,X,X,X,X
ILSZJOT,X,O,X,X,X,X
ILSZOTJ,X,O,X,X,O,O
ILSZOJT,X,O,X,X,X,X
ILSOTJZ,O,O,O,X,X,O
ILSOTZJ,O,O,X,X,O,O
ILSOJTZ,O,X,O,X,X,O
ILSOJZT,O,X,X,X,X,X
ILSOZTJ,X,O,X,X,O,O
ILSOZJT,X,O,X,X,X,X
ILZTJSO,O,O,X,O,X,X
ILZTJOS,O,O,X,O,X,X
ILZTSJO,O,O,X,X,O,O
ILZTSOJ,O,O,X,X,O,O
ILZTOJS,O,O,X,O,X,X
ILZTOSJ,O,O,X,X,O,O
ILZJTSO,O,O,X,O,X,X
ILZJTOS,O,O,X,O,X,X
ILZJSTO,X,O,X,X,X,X
ILZJSOT,X,O,X,X,X,X
ILZJOTS,O,O,X,O,X,X
ILZJOST,X,O,X,X,X,X
ILZSTJO,X,O,X,X,O,O
ILZSTOJ,X,O,X,X,O,O
ILZSJTO,X,O,X,X,X,X
ILZSJOT,X,O,X,X,X,X
ILZSOTJ,X,O,X,X,O,O
ILZSOJT,X,O,X,X,X,X
ILZOTJS,O,O,X,O,X,X
ILZOTSJ,O,O,X,X,O,O
ILZOJTS,O,O,X,O,X,X
ILZOJST,X,O,X,X,X,X
ILZOSTJ,X,O,X,X,O,O
ILZOSJT,X,O,X,X,X,X
ILOTJSZ,O,O,O,O,X,O
ILOTJZS,O,O,O,O,X,X
ILOTSJZ,O,O,O,X,X,O
ILOTSZJ,O,O,X,X,O,O
ILOTZJS,O,O,X,O,X,X
ILOTZSJ,O,O,X,X,O,O
ILOJTSZ,O,O,O,O,X,O
ILOJTZS,O,O,O,O,X,X
ILOJSTZ,O,X,O,X,X,O
ILOJSZT,O,X,X,X,X,X
ILOJZTS,O,O,X,O,X,X
ILOJZST,O,O,X,X,X,X
ILOSTJZ,O,O,O,X,X,O
ILOSTZJ,O,O,X,X,O,O
ILOSJTZ,O,X,O,X,X,O
ILOSJZT,O,X,X,X,X,X
ILOSZTJ,X,O,X,X,O,O
ILOSZJT,X,O,X,X,X,X
ILOZTJS,O,O,X,O,X,X
ILOZTSJ,O,O,X,X,O,O
ILOZJTS,O,O,X,O,X,X
ILOZJST,X,O,X,X,X,X
ILOZSTJ,X,O,X,X,O,O
ILOZSJT,X,O,X,X,X,X
IJTLSZO,O,O,O,X,X,O
IJTLSOZ,O,O,O,O,X,O
IJTLZSO,O,O,X,O,X,X
IJTLZOS,O,O,O,O,X,X
IJTLOSZ,O,O,O,O,X,O
IJTLOZS,O,O,O,O,X,X
IJTSLZO,O,X,O,X,X,O
IJTSLOZ,O,X,O,O,X,O
IJTSZLO,O,X,O,O,O,O
IJTSZOL,O,X,O,O,O,O
IJTSOLZ,O,X,O,O,X,O
IJTSOZL,O,X,O,O,O,O
IJTZLSO,O,O,X,O,X,X
IJTZLOS,O,O,O,O,X,X
IJTZSLO,O,O,O,O,O,X
IJTZSOL,O,O,O,O,O,X
IJTZOLS,O,O,O,O,X,X
IJTZOSL,O,O,O,O,O,X
IJTOLSZ,O,O,O,O,X,O
IJTOLZS,O,O,O,O,X,X
IJTOSLZ,O,X,O,O,X,O
IJTOSZL,O,X,O,O,O,O
IJTOZLS,O,O,O,O,X,X
IJTOZSL,O,O,O,O,O,X
IJLTSZO,O,O,O,X,X,O
IJLTSOZ,O,O,O,O,X,O
IJLTZSO,O,O,X,O,X,X
IJLTZOS,O,O,O,O,X,X
IJLTOSZ,O,O,O,O,X,O
IJLTOZS,O,O,O,O,X,X
IJLSTZO,O,X,O,X,X,O
IJLSTOZ,O,X,O,X,X,O
IJLSZTO,O,X,X,X,X,X
IJLSZOT,O,X,X,X,X,X
IJLSOTZ,O,X,O,X,X,O
IJLSOZT,O,X,X,X,X,X
IJLZTSO,O,O,X,O,X,X
IJLZTOS,O,O,X,O,X,X
IJLZSTO,O,O,X,X,X,X
IJLZSOT,O,O,X,X,X,X
IJLZOTS,O,O,X,O,X,X
IJLZOST,O,O,X,X,X,X
IJLOTSZ,O,O,O,O,X,O
IJLOTZS,O,O,O,O,X,X
IJLOSTZ,O,X,O,X,X,O
IJLOSZT,O,X,X,X,X,X
IJLOZTS,O,O,X,O,X,X
IJLOZST,O,O,X,X,X,X
IJSTLZO,O,X,O,X,X,O
IJSTLOZ,O,X,O,O,X,O
IJSTZLO,O,X,O,O,O,O
IJSTZOL,O,X,O,O,O,O
IJSTOLZ,O,X,O,O,X,O
IJSTOZL,O,X,O,O,O,O
IJSLTZO,O,X,O,X,X,O
IJSLTOZ,O,X,O,X,X,O
IJSLZTO,O,X,X,X,X,X
IJSLZOT,O,X,X,X,X,X
IJSLOTZ,O,X,O,X,X,O
IJSLOZT,O,X,X,X,X,X
IJSZTLO,O,X,O,O,O,X
IJSZTOL,O,X,O,O,O,X
IJSZLTO,O,X,X,X,X,X
IJSZLOT,O,X,X,X,X,X
IJSZOTL,O,X,O,O,O,X
IJSZOLT,O,X,X,X,X,X
IJSOTLZ,O,X,O,O,X,O
IJSOTZL,O,X,O,O,O,O
IJSOLTZ,O,X,O,X,X,O
IJSOLZT,O,X,X,X,X,X
IJSOZTL,O,X,O,O,O,X
IJSOZLT,O,X,X,X,X,X
IJZTLSO,O,O,X,O,X,X
IJZTLOS,O,O,O,O,X,X
IJZTSLO,O,O,O,O,O,X
IJZTSOL,O,O,O,O,O,X
IJZTOLS,O,O,O,O,X,X
IJZTOSL,O,O,O,O,O,X
IJZLTSO,O,O,X,O,X,X
IJZLTOS,O,O,X,O,X,X
IJZLSTO,O,O,X,X,X,X
IJZLSOT,O,O,X,X,X,X
IJZLOTS,O,O,X,O,X,X
IJZLOST,O,O,X,X,X,X
IJZSTLO,O,O,O,O,O,X
IJZSTOL,O,O,O,O,O,X
IJZSLTO,O,O,X,X,X,X
IJZSLOT,O,O,X,X,X,X
IJZSOTL,O,O,O,O,O,X
IJZSOLT,O,O,X,X,X,X
IJZOTLS,O,O,O,O,X,X
IJZOTSL,O,O,O,O,O,X
IJZOLTS,O,O,X,O,X,X
IJZOLST,O,O,X,X,X,X
IJZOSTL,O,O,O,O,O,X
IJZOSLT,O,O,X,X,X,X
IJOTLSZ,O,O,O,O,X,O
IJOTLZS,O,O,O,O,X,X
IJOTSLZ,O,X,O,O,X,O
IJOTSZL,O,X,O,O,O,O
IJOTZLS,O,O,O,O,X,X
IJOTZSL,O,O,O,O,O,X
IJOLTSZ,O,O,O,O,X,O
IJOLTZS,O,O,O,O,X,X
IJOLSTZ,O,X,O,X,X,O
IJOLSZT,O,X,X,X,X,X
IJOLZTS,O,O,X,O,X,X
IJOLZST,O,O,X,X,X,X
IJOSTLZ,O,X,O,O,X,O
IJOSTZL,O,X,O,O,O,O
IJOSLTZ,O,X,O,X,X,O
IJOSLZT,O,X,X,X,X,X
IJOSZTL,O,X,O,O,O,X
IJOSZLT,O,X,X,X,X,X
IJOZTLS,O,O,O,O,X,X
IJOZTSL,O,O,O,O,O,X
IJOZLTS,O,O,X,O,X,X
IJOZLST,O,O,X,X,X,X
IJOZSTL,O,O,O,O,O,X
IJOZSLT,O,O,X,X,X,X
ISTLJZO,O,O,O,X,X,O
ISTLJOZ,O,O,O,X,X,O
ISTLZJO,O,O,X,X,O,O
ISTLZOJ,O,O,X,X,O,O
ISTLOJZ,O,O,O,X,X,O
ISTLOZJ,O,O,X,X,O,O
ISTJLZO,O,X,O,X,X,O
ISTJLOZ,O,X,O,O,X,O
ISTJZLO,O,X,O,O,O,O
ISTJZOL,O,X,O,O,O,O
ISTJOLZ,O,X,O,O,X,O
ISTJOZL,O,X,O,O,O,O
ISTZLJO,O,O,X,X,O,O
ISTZLOJ,O,O,X,X,O,O
ISTZJLO,O,O,O,O,O,O
ISTZJOL,O,O,O,O,O,O
ISTZOLJ,O,O,X,X,O,O
ISTZOJL,O,O,O,O,O,O
ISTOLJZ,O,O,O,X,X,O
ISTOLZJ,O,O,X,X,O,O
ISTOJLZ,O,X,O,O,X,O
ISTOJZL,O,X,O,O,O,O
ISTOZLJ,O,O,X,X,O,O
ISTOZJL,O,O,O,O,O,O
ISLTJZO,O,O,O,X,X,O
ISLTJOZ,O,O,O,X,X,O
ISLTZJO,O,O,X,X,O,O
ISLTZOJ,O,O,X,X,O,O
ISLTOJZ,O,O,O,X,X,O
ISLTOZJ,O,O,X,X,O,O
ISLJTZO,O,X,O,X,X,O
ISLJTOZ,O,X,O,X,X,O
ISLJZTO,O,X,X,X,X,X
ISLJZOT,O,X,X,X,X,X
ISLJOTZ,O,X,O,X,X,O
ISLJOZT,O,X,X,X,X,X
ISLZTJO,X,O,X,X,O,O
ISLZTOJ,X,O,X,X,O,O
ISLZJTO,X,O,X,X,X,X
ISLZJOT,X,O,X,X,X,X
ISLZOTJ,X,O,X,X,O,O
ISLZOJT,X,O,X,X,X,X
ISLOTJZ,O,O,O,X,X,O
ISLOTZJ,O,O,X,X,O,O
ISLOJTZ,O,X,O,X,X,O
ISLOJZT,O,X,X,X,X,X
ISLOZTJ,X,O,X,X,O,O
ISLOZJT,X,O,X,X,X,X
ISJTLZO,O,X,O,X,X,O
ISJTLOZ,O,X,O,O,X,O
ISJTZLO,O,X,O,O,O,O
ISJTZOL,O,X,O,O,O,O
ISJTOLZ,O,X,O,O,X,O
ISJTOZL,O,X,O,O,O,O
ISJLTZO,O,X,O,X,X,O
ISJLTOZ,O,X,O,X,X,O
ISJLZTO,O,X,X,X,X,X
ISJLZOT,O,X,X,X,X,X
ISJLOTZ,O,X,O,X,X,O
ISJLOZT,O,X,X,X,X,X
ISJZTLO,O,X,O,O,O,X
ISJZTOL,O,X,O,O,O,X
ISJZLTO,O,X,X,X,X,X
ISJZLOT,O,X,X,X,X,X
ISJZOTL,O,X,O,O,O,X
ISJZOLT,O,X,X,X,X,X
ISJOTLZ,O,X,O,O,X,O
ISJOTZL,O,X,O,O,O,O
ISJOLTZ,O,X,O,X,X,O
ISJOLZT,O,X,X,X,X,X
ISJOZTL,O,X,O,O,O,X
ISJOZLT,O,X,X,X,X,X
ISZTLJO,X,O,X,X,O,O
ISZTLOJ,X,O,X,X,O,O
ISZTJLO,X,O,O,O,O,O
ISZTJOL,X,O,O,O,O,O
ISZTOLJ,X,O,X,X,O,O
ISZTOJL,X,O,O,O,O,O
ISZLTJO,X,O,X,X,O,O
ISZLTOJ,X,O,X,X,O,O
ISZLJTO,X,O,X,X,X,X
ISZLJOT,X,O,X,X,X,X
ISZLOTJ,X,O,X,X,O,O
ISZLOJT,X,O,X,X,X,X
ISZJTLO,O,O,O,O,O,X
ISZJTOL,O,O,O,O,O,X
ISZJLTO,O,O,X,X,X,X
ISZJLOT,O,O,X,X,X,X
ISZJOTL,O,O,O,O,O,X
ISZJOLT,O,O,X,X,X,X
ISZOTLJ,X,O,X,X,O,O
ISZOTJL,X,O,O,O,O,O
ISZOLTJ,X,O,X,X,O,O
ISZOLJT,X,O,X,X,X,X
ISZOJTL,O,O,O,O,O,X
ISZOJLT,O,O,X,X,X,X
ISOTLJZ,O,O,O,X,X,O
ISOTLZJ,O,O,X,X,O,O
ISOTJLZ,O,X,O,O,X,O
ISOTJZL,O,X,O,O,O,O
ISOTZLJ,O,O,X,X,O,O
ISOTZJL,O,O,O,O,O,O
ISOLTJZ,O,O,O,X,X,O
ISOLTZJ,O,O,X,X,O,O
ISOLJTZ,O,X,O,X,X,O
ISOLJZT,O,X,X,X,X,X
ISOLZTJ,X,O,X,X,O,O
ISOLZJT,X,O,X,X,X,X
ISOJTLZ,O,X,O,O,X,O
ISOJTZL,O,X,O,O,O,O
ISOJLTZ,O,X,O,X,X,O
ISOJLZT,O,X,X,X,X,X
ISOJZTL,O,X,O,O,O,X
ISOJZLT,O,X,X,X,X,X
ISOZTLJ,X,O,X,X,O,O
ISOZTJL,X,O,O,O,O,O
ISOZLTJ,X,O,X,X,O,O
ISOZLJT,X,O,X,X,X,X
ISOZJTL,O,O,O,O,O,X
ISOZJLT,O,O,X,X,X,X
IZTLJSO,O,O,X,O,X,X
IZTLJOS,O,O,X,O,X,X
IZTLSJO,O,O,X,X,O,O
IZTLSOJ,O,O,X,X,O,O
IZTLOJS,O,O,X,O,X,X
IZTLOSJ,O,O,X,X,O,O
IZTJLSO,O,O,X,O,X,X
IZTJLOS,O,O,O,O,X,X
IZTJSLO,O,O,O,O,O,X
IZTJSOL,O,O,O,O,O,X
IZTJOLS,O,O,O,O,X,X
IZTJOSL,O,O,O,O,O,X
IZTSLJO,O,O,X,X,O,O
IZTSLOJ,O,O,X,X,O,O
IZTSJLO,O,O,O,O,O,O
IZTSJOL,O,O,O,O,O,O
IZTSOLJ,O,O,X,X,O,O
IZTSOJL,O,O,O,O,O,O
IZTOLJS,O,O,X,O,X,X
IZTOLSJ,O,O,X,X,O,O
IZTOJLS,O,O,O,O,X,X
IZTOJSL,O,O,O,O,O,X
IZTOSLJ,O,O,X,X,O,O
IZTOSJL,O,O,O,O,O,O
IZLTJSO,O,O,X,O,X,X
IZLTJOS,O,O,X,O,X,X
IZLTSJO,O,O,X,X,O,O
IZLTSOJ,O,O,X,X,O,O
IZLTOJS,O,O,X,O,X,X
IZLTOSJ,O,O,X,X,O,O
IZLJTSO,O,O,X,O,X,X
IZLJTOS,O,O,X,O,X,X
IZLJSTO,X,O,X,X,X,X
IZLJSOT,X,O,X,X,X,X
IZLJOTS,O,O,X,O,X,X
IZLJOST,X,O,X,X,X,X
IZLSTJO,X,O,X,X,O,O
IZLSTOJ,X,O,X,X,O,O
IZLSJTO,X,O,X,X,X,X
IZLSJOT,X,O,X,X,X,X
IZLSOTJ,X,O,X,X,O,O
IZLSOJT,X,O,X,X,X,X
IZLOTJS,O,O,X,O,X,X
IZLOTSJ,O,O,X,X,O,O
IZLOJTS,O,O,X,O,X,X
IZLOJST,X,O,X,X,X,X
IZLOSTJ,X,O,X,X,O,O
IZLOSJT,X,O,X,X,X,X
IZJTLSO,O,O,X,O,X,X
IZJTLOS,O,O,O,O,X,X
IZJTSLO,O,O,O,O,O,X
IZJTSOL,O,O,O,O,O,X
IZJTOLS,O,O,O,O,X,X
IZJTOSL,O,O,O,O,O,X
IZJLTSO,O,O,X,O,X,X
IZJLTOS,O,O,X,O,X,X
IZJLSTO,O,O,X,X,X,X
IZJLSOT,O,O,X,X,X,X
IZJLOTS,O,O,X,O,X,X
IZJLOST,O,O,X,X,X,X
IZJSTLO,O,O,O,O,O,X
IZJSTOL,O,O,O,O,O,X
IZJSLTO,O,O,X,X,X,X
IZJSLOT,O,O,X,X,X,X
IZJSOTL,O,O,O,O,O,X
IZJSOLT,O,O,X,X,X,X
IZJOTLS,O,O,O,O,X,X
IZJOTSL,O,O,O,O,O,X
IZJOLTS,O,O,X,O,X,X
IZJOLST,O,O,X,X,X,X
IZJOSTL,O,O,O,O,O,X
IZJOSLT,O,O,X,X,X,X
IZSTLJO,X,O,X,X,O,O
IZSTLOJ,X,O,X,X,O,O
IZSTJLO,X,O,O,O,O,O
IZSTJOL,X,O,O,O,O,O
IZSTOLJ,X,O,X,X,O,O
IZSTOJL,X,O,O,O,O,O
IZSLTJO,X,O,X,X,O,O
IZSLTOJ,X,O,X,X,O,O
IZSLJTO,X,O,X,X,X,X
IZSLJOT,X,O,X,X,X,X
IZSLOTJ,X,O,X,X,O,O
IZSLOJT,X,O,X,X,X,X
IZSJTLO,O,O,O,O,O,X
IZSJTOL,O,O,O,O,O,X
IZSJLTO,O,O,X,X,X,X
IZSJLOT,O,O,X,X,X,X
IZSJOTL,O,O,O,O,O,X
IZSJOLT,O,O,X,X,X,X
IZSOTLJ,X,O,X,X,O,O
IZSOTJL,X,O,O,O,O,O
IZSOLTJ,X,O,X,X,O,O
IZSOLJT,X,O,X,X,X,X
IZSOJTL,O,O,O,O,O,X
IZSOJLT,O,O,X,X,X,X
IZOTLJS,O,O,X,O,X,X
IZOTLSJ,O,O,X,X,O,O
IZOTJLS,O,O,O,O,X,X
IZOTJSL,O,O,O,O,O,X
IZOTSLJ,O,O,X,X,O,O
IZOTSJL,O,O,O,O,O,O
IZOLTJS,O,O,X,O,X,X
IZOLTSJ,O,O,X,X,O,O
IZOLJTS,O,O,X,O,X,X
IZOLJST,X,O,X,X,X,X
IZOLSTJ,X,O,X,X,O,O
IZOLSJT,X,O,X,X,X,X
IZOJTLS,O,O,O,O,X,X
IZOJTSL,O,O,O,O,O,X
IZOJLTS,O,O,X,O,X,X
IZOJLST,O,O,X,X,X,X
IZOJSTL,O,O,O,O,O,X
IZOJSLT,O,O,X,X,X,X
IZOSTLJ,X,O,X,X,O,O
IZOSTJL,X,O,O,O,O,O
IZOSLTJ,X,O,X,X,O,O
IZOSLJT,X,O,X,X,X,X
IZOSJTL,O,O,O,O,O,X
IZOSJLT,O,O,X,X,X,X
IOTLJSZ,O,O,O,O,X,O
IOTLJZS,O,O,O,O,X,X
IOTLSJZ,O,O,O,X,X,O
IOTLSZJ,O,O,X,X,O,O
IOTLZJS,O,O,X,O,X,X
IOTLZSJ,O,O,X,X,O,O
IOTJLSZ,O,O,O,O,X,O
IOTJLZS,O,O,O,O,X,X
IOTJSLZ,O,X,O,O,X,O
IOTJSZL,O,X,O,O,O,O
IOTJZLS,O,O,O,O,X,X
IOTJZSL,O,O,O,O,O,X
IOTSLJZ,O,O,O,X,X,O
IOTSLZJ,O,O,X,X,O,O
IOTSJLZ,O,X,O,O,X,O
IOTSJZL,O,X,O,O,O,O
IOTSZLJ,O,O,X,X,O,O
IOTSZJL,O,O,O,O,O,O
IOTZLJS,O,O,X,O,X,X
IOTZLSJ,O,O,X,X,O,O
IOTZJLS,O,O,O,O,X,X
IOTZJSL,O,O,O,O,O,X
