sequence,v115@9gC8GeB8HeB8HeB8EeC8JeFBJvhFxiBOqBcsBToBCr?B3rB,v115@9gC8GeB8HeB8HeB8EeC8JeFBJvhFxiB0lBCnBToB2v?BXsB,v115@9gC8GeB8HeB8HeB8EeC8JeUCJvhFGjBxlBVtB3lByv?BzrB,v115@9gC8GeB8HeB8HeB8EeC8Je3AJvhFFiBTjB0mBWtBiq?BRwB,v115@9gC8GeB8HeB8HeB8EeC8JeRBJvhFfoB6oBmlBUnBTq?B1wB,v115@9gC8GeB8HeB8HeB8EeC8JeWHJvhFxiBilBToBUmB1v?BXsB,v115@9gC8GeB8HeB8HeB8EeC8Je3AJvhFzhBGjByqBUoBFs?BxvB,v115@9gC8GeB8HeB8HeB8EeC8JexCJvhFKqBfrBlmBcsBTo?BGrB,v115@9gC8GeB8HeB8HeB8EeC8JecFJvhFemBzhBfoB6oBFs?BxvB,v115@9gC8GeB8HeB8HeB8EeC8JecFJvhFymBziB+oBXmBFs?BxvB,v115@9gC8GeB8HeB8HeB8EeC8JecFJvhFmhBCjBXmBToBFs?BxvB
SIOZTJL,X,X,X,X,X,O,X,X,O,X,O
SIOZLTJ,X,O,X,X,X,X,X,X,O,X,O
SIOZLJT,X,O,X,X,X,X,X,X,O,X,O
SIOZJTL,X,O,X,X,X,O,X,X,O,X,O
SIOZJLT,X,O,X,X,X,X,X,X,O,X,O
SLTIJZO,X,O,O,X,O,X,X,X,O,X,X
SLTIJOZ,X,O,X,X,O,O,X,X,X,X,X
SLTIZJO,X,O,O,X,X,X,X,X,O,X,X
SLTIZOJ,X,O,X,X,X,X,X,X,O,X,X
SLTIOJZ,X,O,X,X,X,O,X,X,X,X,X
SLTIOZJ,X,O,X,X,X,O,X,X,O,X,X
SLTJIZO,X,O,O,O,O,X,X,X,X,X,X
SLTJIOZ,X,O,X,O,O,O,X,X,X,X,X
SLTJZIO,X,O,O,O,O,X,X,X,X,X,X
SLTJZOI,X,O,X,O,X,O,X,X,X,X,X
SLTJOIZ,X,O,O,O,O,O,X,X,X,X,X
SLTJOZI,X,O,O,O,X,O,X,X,X,X,X
SLTZIJO,O,O,O,O,O,X,X,X,X,X,X
SLTZIOJ,O,O,X,X,O,X,X,O,X,X,X
SLTZJIO,X,X,O,O,O,X,X,X,X,X,X
SLTZJOI,X,X,X,O,O,O,X,O,X,X,X
SLTZOIJ,O,O,X,X,O,O,X,O,X,X,X
SLTZOJI,X,X,X,O,O,O,X,O,X,X,X
SLTOIJZ,O,O,O,X,X,O,X,X,X,X,X
SLTOIZJ,O,O,O,X,X,O,X,O,X,X,X
SLTOJIZ,X,O,O,X,O,O,X,X,X,X,X
SLTOJZI,X,O,O,X,X,O,X,X,X,X,X
SLTOZIJ,O,O,O,X,X,O,X,O,X,X,X
SLTOZJI,X,X,O,X,X,O,X,O,X,X,X
SLITJZO,X,O,O,X,O,X,X,X,O,X,X
SLITJOZ,X,O,X,X,O,X,X,X,X,X,X
SLITZJO,X,O,O,X,X,X,X,X,O,X,X
SLITZOJ,X,O,X,X,X,X,X,X,O,X,X
SLITOJZ,X,O,X,X,X,X,X,X,X,X,X
SLITOZJ,X,O,X,X,X,X,X,X,O,X,X
SLIJTZO,X,O,X,O,X,X,X,X,O,X,X
SLIJTOZ,X,O,X,O,X,X,X,X,X,X,X
SLIJZTO,X,O,X,O,X,X,X,X,O,X,X
SLIJZOT,X,O,X,O,X,X,X,X,O,X,X
SLIJOTZ,X,O,X,O,X,X,X,X,X,X,X
SLIJOZT,X,O,X,O,X,X,X,X,X,X,X
SLIZTJO,X,O,O,O,O,X,X,X,O,X,X
SLIZTOJ,X,O,X,X,O,X,X,O,O,X,X
SLIZJTO,X,O,X,O,O,X,X,X,O,X,X
SLIZJOT,X,O,X,O,X,X,X,X,O,X,X
SLIZOTJ,X,X,X,X,O,X,X,O,O,X,X
SLIZOJT,X,X,X,X,X,X,X,O,O,X,X
SLIOTJZ,X,O,X,X,X,X,X,X,X,X,X
SLIOTZJ,X,O,X,X,X,X,X,O,O,X,X
SLIOJTZ,X,O,X,X,X,X,X,X,X,X,X
SLIOJZT,X,O,X,X,X,X,X,O,X,X,X
SLIOZTJ,X,O,X,X,X,X,X,O,O,X,X
SLIOZJT,X,O,X,X,X,X,X,O,O,X,X
SLJTIZO,X,O,X,O,O,X,X,X,X,X,X
SLJTIOZ,X,O,X,O,O,O,X,X,X,X,X
SLJTZIO,X,O,X,O,O,X,X,X,X,X,X
SLJTZOI,X,O,X,O,X,O,X,X,X,X,X
SLJTOIZ,X,O,X,O,O,O,X,X,X,X,X
SLJTOZI,X,O,X,O,X,O,X,X,X,X,X
SLJITZO,X,O,X,O,X,X,X,X,O,X,X
SLJITOZ,X,O,X,O,X,X,X,X,X,X,X
SLJIZTO,X,O,X,O,X,X,X,X,O,X,X
SLJIZOT,X,O,X,O,X,X,X,X,O,X,X
SLJIOTZ,X,O,X,O,X,X,X,X,X,X,X
SLJIOZT,X,O,X,O,X,X,X,X,X,X,X
SLJZTIO,X,O,X,O,O,X,X,X,X,X,X
SLJZTOI,X,O,X,O,O,X,X,O,X,X,X
SLJZITO,X,O,X,O,O,X,X,X,X,X,X
SLJZIOT,X,O,X,O,X,X,X,X,X,X,X
SLJZOTI,X,O,X,O,X,X,X,O,X,X,X
SLJZOIT,X,O,X,O,X,X,X,O,X,X,X
SLJOTIZ,X,O,X,O,X,O,X,X,X,X,X
SLJOTZI,X,O,X,O,X,O,X,X,X,X,X
SLJOITZ,X,O,X,O,X,O,X,X,X,X,X
SLJOIZT,X,O,X,O,X,X,X,O,X,X,X
SLJOZTI,X,O,X,O,X,X,X,O,X,X,X
SLJOZIT,X,O,X,O,X,X,X,O,X,X,X
SLZTIJO,O,O,X,O,O,X,X,X,X,X,X
SLZTIOJ,O,O,X,X,O,X,X,O,X,X,X
SLZTJIO,X,X,X,O,O,X,X,X,X,X,X
SLZTJOI,X,X,X,O,O,X,X,O,X,X,X
SLZTOIJ,O,O,X,X,O,X,X,O,X,X,X
SLZTOJI,X,X,X,O,O,X,X,O,X,X,X
SLZITJO,O,O,X,O,O,X,X,X,O,X,X
SLZITOJ,O,O,X,X,O,X,X,O,O,X,X
SLZIJTO,X,O,X,O,O,X,X,X,O,X,X
SLZIJOT,X,O,X,O,X,X,X,X,O,X,X
SLZIOTJ,X,X,X,X,O,X,X,O,O,X,X
SLZIOJT,X,X,X,X,X,X,X,O,O,X,X
SLZJTIO,X,O,X,O,O,X,X,X,X,X,X
SLZJTOI,X,O,X,O,O,X,X,O,X,X,X
SLZJITO,X,O,X,O,O,X,X,X,X,X,X
SLZJIOT,X,O,X,O,X,X,X,X,X,X,X
SLZJOTI,X,O,X,O,X,X,X,O,X,X,X
SLZJOIT,X,O,X,O,X,X,X,O,X,X,X
SLZOTIJ,O,O,X,X,O,X,X,O,X,X,X
SLZOTJI,X,X,X,O,O,X,X,O,X,X,X
SLZOITJ,O,O,X,X,O,X,X,O,X,X,X
SLZOIJT,X,O,X,X,X,X,X,O,X,X,X
SLZOJTI,X,O,X,O,X,X,X,O,X,X,X
SLZOJIT,X,O,X,O,X,X,X,O,X,X,X
SLOTIJZ,O,O,O,X,X,O,X,X,X,X,X
SLOTIZJ,O,O,O,X,X,O,X,O,X,X,X
SLOTJIZ,X,O,O,X,O,O,X,X,X,X,X
SLOTJZI,X,O,O,X,X,O,X,X,X,X,X
SLOTZIJ,O,O,O,X,X,O,X,O,X,X,X
SLOTZJI,X,X,O,X,X,O,X,O,X,X,X
SLOITJZ,O,O,O,X,X,O,X,X,X,X,X
SLOITZJ,O,O,O,X,X,O,X,O,O,X,X
SLOIJTZ,X,O,X,X,X,O,X,X,X,X,X
SLOIJZT,X,O,X,X,X,X,X,O,X,X,X
SLOIZTJ,X,O,O,X,X,X,X,O,O,X,X
SLOIZJT,X,O,X,X,X,X,X,O,O,X,X
SLOJTIZ,X,O,X,O,X,O,X,X,X,X,X
SLOJTZI,X,O,X,O,X,O,X,X,X,X,X
SLOJITZ,X,O,X,O,X,O,X,X,X,X,X
SLOJIZT,X,O,X,O,X,X,X,O,X,X,X
SLOJZTI,X,O,X,O,X,X,X,O,X,X,X
SLOJZIT,X,O,X,O,X,X,X,O,X,X,X
SLOZTIJ,O,O,O,X,O,X,X,O,X,X,X
SLOZTJI,X,X,O,O,O,X,X,O,X,X,X
SLOZITJ,O,O,O,X,O,X,X,O,X,X,X
SLOZIJT,X,O,X,X,X,X,X,O,X,X,X
SLOZJTI,X,O,X,O,X,X,X,O,X,X,X
SLOZJIT,X,O,X,O,X,X,X,O,X,X,X
SJTILZO,X,X,X,O,O,X,X,X,X,X,X
SJTILOZ,X,X,X,O,O,O,X,X,X,X,X
SJTIZLO,X,X,X,O,O,X,X,X,X,X,X
SJTIZOL,X,X,X,O,X,X,X,X,X,X,X
SJTIOLZ,X,X,X,O,O,O,X,X,X,X,X
SJTIOZL,X,X,X,O,X,O,X,X,X,X,X
SJTLIZO,X,O,X,X,O,X,X,X,X,X,X
SJTLIOZ,X,O,X,O,O,O,X,X,X,X,X
SJTLZIO,O,O,X,X,O,X,X,X,X,X,X
SJTLZOI,O,O,X,O,X,O,X,X,X,X,X
SJTLOIZ,O,O,X,O,O,O,X,X,X,X,X
SJTLOZI,O,O,X,O,X,O,X,X,X,X,X
SJTZILO,O,O,X,X,O,X,X,X,X,X,X
SJTZIOL,O,O,X,X,X,X,X,X,X,X,X
SJTZLIO,X,O,X,X,O,X,X,X,X,X,X
SJTZLOI,X,O,X,X,X,O,X,X,X,X,X
SJTZOIL,O,O,X,X,X,O,X,X,X,X,X
SJTZOLI,X,O,X,X,X,O,X,X,X,X,X
SJTOILZ,O,O,X,O,O,O,X,X,X,X,X
SJTOIZL,O,O,X,O,X,O,X,X,X,X,X
SJTOLIZ,O,O,X,O,O,O,X,X,X,X,X
SJTOLZI,O,O,X,O,X,O,X,X,X,X,X
SJTOZIL,O,O,X,X,X,O,X,X,X,X,X
SJTOZLI,X,O,X,X,X,O,X,X,X,X,X
SJITLZO,X,X,X,O,X,X,X,X,O,O,X
SJITLOZ,X,X,X,O,X,O,X,X,X,O,X
SJITZLO,X,X,X,O,X,X,X,X,O,O,X
SJITZOL,X,X,X,O,X,X,X,X,O,O,X
SJITOLZ,X,X,X,O,X,O,X,X,X,O,X
SJITOZL,X,X,X,O,X,O,X,X,X,O,X
SJILTZO,X,O,X,O,X,X,X,X,O,X,X
SJILTOZ,X,O,X,O,X,X,X,X,X,X,X
SJILZTO,X,O,X,O,X,X,X,X,O,X,X
SJILZOT,X,O,X,O,X,X,X,X,O,X,X
SJILOTZ,X,O,X,O,X,X,X,X,X,X,X
SJILOZT,X,O,X,O,X,X,X,X,X,X,X
SJIZTLO,X,O,X,O,X,X,X,X,O,O,X
SJIZTOL,X,O,X,O,X,X,X,X,O,O,X
SJIZLTO,X,O,X,O,X,X,X,X,O,X,X
SJIZLOT,X,O,X,O,X,X,X,X,O,X,X
SJIZOTL,X,O,X,O,X,X,X,X,O,O,X
SJIZOLT,X,O,X,O,X,X,X,X,O,X,X
SJIOTLZ,X,O,X,O,X,O,X,X,X,O,X
SJIOTZL,X,O,X,O,X,O,X,X,X,O,X
SJIOLTZ,X,O,X,O,X,O,X,X,X,X,X
SJIOLZT,X,O,X,O,X,X,X,X,X,X,X
SJIOZTL,X,O,X,O,X,O,X,X,X,O,X
SJIOZLT,X,O,X,O,X,X,X,X,X,X,X
SJLTIZO,X,O,X,O,O,X,X,X,X,X,X
SJLTIOZ,X,O,X,O,O,O,X,X,X,X,X
SJLTZIO,O,O,X,O,O,X,X,X,X,X,X
SJLTZOI,O,O,X,O,X,O,X,X,X,X,X
SJLTOIZ,O,O,X,O,O,O,X,X,X,X,X
SJLTOZI,O,O,X,O,X,O,X,X,X,X,X
SJLITZO,X,O,X,O,X,X,X,X,O,X,X
SJLITOZ,X,O,X,O,X,X,X,X,X,X,X
SJLIZTO,X,O,X,O,X,X,X,X,O,X,X
SJLIZOT,X,O,X,O,X,X,X,X,O,X,X
SJLIOTZ,X,O,X,O,X,X,X,X,X,X,X
SJLIOZT,X,O,X,O,X,X,X,X,X,X,X
SJLZTIO,O,O,X,O,O,X,X,X,X,X,X
SJLZTOI,O,O,X,O,O,X,X,X,X,X,X
SJLZITO,O,O,X,O,O,X,X,X,X,X,X
SJLZIOT,X,O,X,O,X,X,X,X,X,X,X
SJLZOTI,O,O,X,O,X,X,X,X,X,X,X
SJLZOIT,O,O,X,O,X,X,X,X,X,X,X
SJLOTIZ,O,O,X,O,X,O,X,X,X,X,X
SJLOTZI,O,O,X,O,X,O,X,X,X,X,X
SJLOITZ,O,O,X,O,X,O,X,X,X,X,X
SJLOIZT,X,O,X,O,X,X,X,X,X,X,X
SJLOZTI,O,O,X,O,X,X,X,X,X,X,X
SJLOZIT,O,O,X,O,X,X,X,X,X,X,X
SJZTILO,O,O,X,X,O,X,X,X,X,X,X
SJZTIOL,O,O,X,X,O,X,X,X,X,X,X
SJZTLIO,X,O,X,X,O,X,X,X,X,X,X
SJZTLOI,X,O,X,X,O,O,X,X,X,X,X
SJZTOIL,O,O,X,X,O,O,X,X,X,X,X
SJZTOLI,X,O,X,X,O,O,X,X,X,X,X
SJZITLO,O,O,X,X,X,X,X,X,X,X,X
SJZITOL,O,O,X,X,X,X,X,X,X,X,X
SJZILTO,O,O,X,X,O,X,X,X,X,X,X
SJZILOT,X,O,X,X,X,X,X,X,X,X,X
SJZIOTL,X,O,X,X,X,X,X,X,X,X,X
SJZIOLT,X,O,X,X,X,X,X,X,X,X,X
SJZLTIO,O,O,X,X,O,X,X,X,X,X,X
SJZLTOI,O,O,X,X,O,X,X,X,X,X,X
SJZLITO,O,O,X,X,O,X,X,X,X,X,X
SJZLIOT,X,O,X,X,X,X,X,X,X,X,X
SJZLOTI,O,O,X,X,X,X,X,X,X,X,X
SJZLOIT,O,O,X,X,X,X,X,X,X,X,X
SJZOTIL,O,O,X,X,X,O,X,X,X,X,X
SJZOTLI,X,O,X,X,X,O,X,X,X,X,X
SJZOITL,O,O,X,X,X,O,X,X,X,X,X
SJZOILT,O,O,X,X,X,X,X,X,X,X,X
SJZOLTI,O,O,X,X,X,X,X,X,X,X,X
SJZOLIT,O,O,X,X,X,X,X,X,X,X,X
SJOTILZ,O,O,X,O,X,O,X,X,X,X,X
SJOTIZL,O,O,X,O,X,O,X,X,X,X,X
SJOTLIZ,O,O,X,O,X,O,X,X,X,X,X
SJOTLZI,O,O,X,O,X,O,X,X,X,X,X
SJOTZIL,O,O,X,X,X,O,X,X,X,X,X
SJOTZLI,X,O,X,X,X,O,X,X,X,X,X
SJOITLZ,O,O,X,O,X,O,X,X,X,O,X
SJOITZL,O,O,X,O,X,O,X,X,X,O,X
SJOILTZ,O,O,X,O,X,O,X,X,X,X,X
SJOILZT,X,O,X,O,X,X,X,X,X,X,X
SJOIZTL,O,O,X,O,X,O,X,X,X,O,X
SJOIZLT,O,O,X,O,X,X,X,X,X,X,X
SJOLTIZ,O,O,X,O,X,O,X,X,X,X,X
SJOLTZI,O,O,X,O,X,O,X,X,X,X,X
SJOLITZ,O,O,X,O,X,O,X,X,X,X,X
SJOLIZT,X,O,X,O,X,X,X,X,X,X,X
SJOLZTI,O,O,X,O,X,X,X,X,X,X,X
SJOLZIT,O,O,X,O,X,X,X,X,X,X,X
SJOZTIL,O,O,X,X,X,O,X,X,X,X,X
SJOZTLI,X,O,X,X,X,O,X,X,X,X,X
SJOZITL,O,O,X,X,X,O,X,X,X,X,X
SJOZILT,O,O,X,X,X,X,X,X,X,X,X
SJOZLTI,O,O,X,X,X,X,X,X,X,X,X
SJOZLIT,O,O,X,X,X,X,X,X,X,X,X
SZTILJO,X,X,X,X,O,X,X,X,X,X,X
SZTILOJ,X,X,X,X,O,X,X,X,X,X,X
SZTIJLO,X,X,X,X,O,X,X,X,X,X,X
SZTIJOL,X,X,X,X,O,X,X,X,X,X,X
SZTIOLJ,X,X,X,X,O,X,X,X,X,X,X
SZTIOJL,X,X,X,X,O,X,X,X,X,X,X
SZTLIJO,X,X,X,X,O,X,X,X,X,X,X
SZTLIOJ,X,X,X,X,O,X,X,X,X,X,X
SZTLJIO,X,X,X,X,O,X,X,X,X,X,X
SZTLJOI,X,X,X,X,O,O,X,X,X,X,X
SZTLOIJ,X,X,X,X,O,O,X,X,X,X,X
SZTLOJI,X,X,X,X,O,O,X,X,X,X,X
SZTJILO,X,X,X,X,O,X,X,X,X,X,X
SZTJIOL,X,X,X,X,O,X,X,X,X,X,X
SZTJLIO,X,X,X,X,O,X,X,X,X,X,X
SZTJLOI,X,X,X,X,O,O,X,X,X,X,X
SZTJOIL,X,X,X,X,O,O,X,X,X,X,X
SZTJOLI,X,X,X,X,O,O,X,X,X,X,X
SZTOILJ,X,X,X,X,O,O,X,X,X,X,X
SZTOIJL,X,X,X,X,O,O,X,X,X,X,X
SZTOLIJ,X,X,X,X,O,O,X,X,X,X,X
SZTOLJI,X,X,X,X,O,O,X,X,X,X,X
SZTOJIL,X,X,X,X,O,O,X,X,X,X,X
SZTOJLI,X,X,X,X,O,O,X,X,X,X,X
SZITLJO,X,X,X,X,O,X,O,X,O,X,X
SZITLOJ,X,X,X,X,O,X,O,X,O,X,X
SZITJLO,X,X,X,X,O,X,O,X,O,X,X
SZITJOL,X,X,X,X,O,X,O,X,O,X,X
SZITOLJ,X,X,X,X,O,X,O,X,O,X,X
SZITOJL,X,X,X,X,O,X,O,X,O,X,X
SZILTJO,O,X,X,X,O,X,O,X,O,X,X
SZILTOJ,O,X,X,X,O,X,O,X,O,X,X
SZILJTO,X,X,X,X,O,X,O,X,O,X,X
SZILJOT,X,X,X,X,X,X,O,X,O,X,X
SZILOTJ,X,X,X,X,O,X,O,X,O,X,X
SZILOJT,X,X,X,X,X,X,O,X,O,X,X
SZIJTLO,O,X,X,X,X,X,O,X,O,X,X
SZIJTOL,O,X,X,X,X,X,O,X,O,X,X
SZIJLTO,O,X,X,X,O,X,O,X,O,X,X
SZIJLOT,X,X,X,X,X,X,O,X,O,X,X
SZIJOTL,X,X,X,X,X,X,X,X,O,X,X
SZIJOLT,X,X,X,X,X,X,X,X,O,X,X
SZIOTLJ,X,X,X,X,X,X,X,X,O,X,X
SZIOTJL,X,X,X,X,X,X,X,X,O,X,X
SZIOLTJ,X,X,X,X,O,X,X,X,O,X,X
SZIOLJT,X,X,X,X,X,X,X,X,O,X,X
SZIOJTL,X,X,X,X,X,X,X,X,O,X,X
SZIOJLT,X,X,X,X,X,X,X,X,O,X,X
SZLTIJO,O,O,X,X,O,X,X,X,X,X,X
SZLTIOJ,O,O,X,X,O,X,X,O,X,X,X
SZLTJIO,X,X,X,X,O,X,X,X,X,X,X
SZLTJOI,X,X,X,X,O,X,X,O,X,X,X
SZLTOIJ,O,O,X,X,O,X,X,O,X,X,X
SZLTOJI,X,X,X,X,O,X,X,O,X,X,X
SZLITJO,O,O,X,X,O,X,X,X,O,X,X
SZLITOJ,O,O,X,X,O,X,X,O,O,X,X
SZLIJTO,X,O,X,X,O,X,X,X,O,X,X
SZLIJOT,X,O,X,X,X,X,X,X,O,X,X
SZLIOTJ,X,X,X,X,O,X,X,O,O,X,X
SZLIOJT,X,X,X,X,X,X,X,O,O,X,X
SZLJTIO,X,O,X,X,O,X,X,X,X,X,X
SZLJTOI,X,O,X,X,O,X,X,O,X,X,X
SZLJITO,X,O,X,X,O,X,X,X,X,X,X
SZLJIOT,X,O,X,X,X,X,X,X,X,X,X
SZLJOTI,X,O,X,X,X,X,X,O,X,X,X
SZLJOIT,X,O,X,X,X,X,X,O,X,X,X
SZLOTIJ,O,O,X,X,O,X,X,O,X,X,X
SZLOTJI,X,X,X,X,O,X,X,O,X,X,X
SZLOITJ,O,O,X,X,O,X,X,O,X,X,X
SZLOIJT,X,O,X,X,X,X,X,O,X,X,X
SZLOJTI,X,O,X,X,X,X,X,O,X,X,X
SZLOJIT,X,O,X,X,X,X,X,O,X,X,X
SZJTILO,O,O,X,X,O,X,X,X,X,X,X
SZJTIOL,O,O,X,X,O,X,X,X,X,X,X
SZJTLIO,X,O,X,X,O,X,X,X,X,X,X
SZJTLOI,X,O,X,X,O,O,X,X,X,X,X
SZJTOIL,O,O,X,X,O,O,X,X,X,X,X
SZJTOLI,X,O,X,X,O,O,X,X,X,X,X
SZJITLO,O,O,X,X,X,X,O,X,X,X,X
SZJITOL,O,O,X,X,X,X,O,X,X,X,X
SZJILTO,O,O,X,X,O,X,O,X,X,X,X
SZJILOT,X,O,X,X,X,X,O,X,X,X,X
SZJIOTL,X,O,X,X,X,X,X,X,X,X,X
SZJIOLT,X,O,X,X,X,X,X,X,X,X,X
SZJLTIO,O,O,X,X,O,X,X,X,X,X,X
SZJLTOI,O,O,X,X,O,X,X,X,X,X,X
SZJLITO,O,O,X,X,O,X,X,X,X,X,X
SZJLIOT,X,O,X,X,X,X,X,X,X,X,X
SZJLOTI,O,O,X,X,X,X,X,X,X,X,X
SZJLOIT,O,O,X,X,X,X,X,X,X,X,X
SZJOTIL,O,O,X,X,X,O,X,X,X,X,X
SZJOTLI,X,O,X,X,X,O,X,X,X,X,X
SZJOITL,O,O,X,X,X,O,X,X,X,X,X
SZJOILT,O,O,X,X,X,X,X,X,X,X,X
SZJOLTI,O,O,X,X,X,X,X,X,X,X,X
SZJOLIT,O,O,X,X,X,X,X,X,X,X,X
SZOTILJ,X,X,X,X,O,O,X,X,X,X,X
SZOTIJL,X,X,X,X,O,O,X,X,X,X,X
SZOTLIJ,X,X,X,X,O,O,X,X,X,X,X
SZOTLJI,X,X,X,X,O,O,X,X,X,X,X
SZOTJIL,X,X,X,X,O,O,X,X,X,X,X
SZOTJLI,X,X,X,X,O,O,X,X,X,X,X
SZOITLJ,X,X,X,X,X,O,X,X,X,X,X
SZOITJL,X,X,X,X,X,O,X,X,X,X,X
SZOILTJ,O,O,X,X,O,X,X,O,X,X,X
SZOILJT,X,O,X,X,X,X,X,O,X,X,X
SZOIJTL,O,O,X,X,X,O,X,X,X,X,X
SZOIJLT,O,O,X,X,X,X,X,X,X,X,X
SZOLTIJ,O,O,X,X,O,X,X,O,X,X,X
SZOLTJI,X,X,X,X,O,X,X,O,X,X,X
SZOLITJ,O,O,X,X,O,X,X,O,X,X,X
SZOLIJT,X,O,X,X,X,X,X,O,X,X,X
SZOLJTI,X,O,X,X,X,X,X,O,X,X,X
SZOLJIT,X,O,X,X,X,X,X,O,X,X,X
SZOJTIL,O,O,X,X,X,O,X,X,X,X,X
SZOJTLI,X,O,X,X,X,O,X,X,X,X,X
SZOJITL,O,O,X,X,X,O,X,X,X,X,X
SZOJILT,O,O,X,X,X,X,X,X,X,X,X
SZOJLTI,O,O,X,X,X,X,X,X,X,X,X
SZOJLIT,O,O,X,X,X,X,X,X,X,X,X
SOTILJZ,X,O,X,X,X,O,X,X,X,X,X
SOTILZJ,X,O,X,X,X,O,X,X,X,X,X
SOTIJLZ,X,O,X,X,X,O,X,X,X,X,X
SOTIJZL,X,O,O,X,X,O,X,X,X,X,X
SOTIZLJ,X,X,X,X,X,O,X,X,X,X,X
SOTIZJL,X,X,O,X,X,O,X,X,X,X,X
SOTLIJZ,X,O,O,X,X,O,X,X,X,X,X
SOTLIZJ,X,O,O,X,X,O,X,X,X,X,X
SOTLJIZ,X,O,O,X,O,O,X,X,X,X,X
SOTLJZI,X,O,O,X,X,O,X,X,X,X,X
SOTLZIJ,X,O,O,X,X,O,X,X,X,X,X
SOTLZJI,X,X,O,X,X,O,X,X,X,X,X
SOTJILZ,X,O,X,X,O,O,X,X,X,X,X
SOTJIZL,X,O,O,X,X,O,X,X,X,X,X
SOTJLIZ,X,O,O,X,O,O,X,X,X,X,X
SOTJLZI,X,O,O,X,X,O,X,X,X,X,X
SOTJZIL,X,O,O,X,X,O,X,X,X,X,X
SOTJZLI,X,O,O,X,X,O,X,X,X,X,X
SOTZILJ,X,X,X,X,O,O,X,X,X,X,X
SOTZIJL,X,X,O,X,O,O,X,X,X,X,X
SOTZLIJ,X,X,O,X,O,O,X,X,X,X,X
SOTZLJI,X,X,O,X,O,O,X,X,X,X,X
SOTZJIL,X,X,O,X,O,O,X,X,X,X,X
SOTZJLI,X,X,O,X,O,O,X,X,X,X,X
SOITLJZ,X,O,X,X,X,O,X,X,X,X,X
SOITLZJ,X,O,X,X,X,O,X,X,O,X,O
SOITJLZ,X,O,X,X,X,O,X,X,X,X,X
SOITJZL,X,O,O,X,X,O,X,X,X,X,X
SOITZLJ,X,X,X,X,X,O,X,X,O,X,O
SOITZJL,X,X,O,X,X,O,X,X,O,X,O
SOILTJZ,O,O,X,X,X,O,X,X,X,X,X
SOILTZJ,O,O,X,X,X,O,X,O,O,X,O
SOILJTZ,X,O,X,X,X,O,X,X,X,X,X
SOILJZT,X,O,X,X,X,X,X,O,X,X,X
SOILZTJ,X,O,X,X,X,X,X,O,O,X,O
SOILZJT,X,O,X,X,X,X,X,O,O,X,O
SOIJTLZ,O,O,X,X,X,O,X,X,X,X,X
SOIJTZL,O,O,X,X,X,O,X,X,X,X,X
SOIJLTZ,O,O,X,X,X,O,X,X,X,X,X
SOIJLZT,X,O,X,X,X,X,X,X,X,X,X
SOIJZTL,O,O,X,X,X,O,X,X,X,X,X
SOIJZLT,O,O,X,X,X,X,X,X,X,X,X
SOIZTLJ,X,X,X,X,X,O,X,X,O,X,O
SOIZTJL,X,X,O,X,X,O,X,X,O,X,O
SOIZLTJ,O,O,X,X,X,X,X,O,O,X,O
SOIZLJT,X,O,X,X,X,X,X,O,O,X,O
SOIZJTL,O,O,X,X,X,O,X,X,O,X,O
SOIZJLT,O,O,X,X,X,X,X,X,O,X,O
SOLTIJZ,O,O,O,X,X,O,X,X,X,X,X
SOLTIZJ,O,O,O,X,X,O,X,O,X,X,X
SOLTJIZ,X,O,O,X,O,O,X,X,X,X,X
SOLTJZI,X,O,O,X,X,O,X,X,X,X,X
SOLTZIJ,O,O,O,X,X,O,X,O,X,X,X
SOLTZJI,X,X,O,X,X,O,X,O,X,X,X
SOLITJZ,O,O,O,X,X,O,X,X,X,X,X
SOLITZJ,O,O,O,X,X,O,X,O,O,X,O
SOLIJTZ,X,O,X,X,X,O,X,X,X,X,X
SOLIJZT,X,O,X,X,X,X,X,O,X,X,X
SOLIZTJ,X,O,O,X,X,X,X,O,O,X,O
SOLIZJT,X,O,X,X,X,X,X,O,O,X,O
SOLJTIZ,X,O,X,X,X,O,X,X,X,X,X
SOLJTZI,X,O,X,X,X,O,X,X,X,X,X
SOLJITZ,X,O,X,X,X,O,X,X,X,X,X
SOLJIZT,X,O,X,X,X,X,X,O,X,X,X
SOLJZTI,X,O,X,X,X,X,X,O,X,X,X
SOLJZIT,X,O,X,X,X,X,X,O,X,X,X
SOLZTIJ,O,O,O,X,O,X,X,O,X,X,X
SOLZTJI,X,X,O,X,O,X,X,O,X,X,X
SOLZITJ,O,O,O,X,O,X,X,O,X,X,X
SOLZIJT,X,O,X,X,X,X,X,O,X,X,X
SOLZJTI,X,O,X,X,X,X,X,O,X,X,X
SOLZJIT,X,O,X,X,X,X,X,O,X,X,X
SOJTILZ,O,O,X,X,X,O,X,X,X,X,X
SOJTIZL,O,O,X,X,X,O,X,X,X,X,X
SOJTLIZ,O,O,X,X,X,O,X,X,X,X,X
SOJTLZI,O,O,X,X,X,O,X,X,X,X,X
SOJTZIL,O,O,X,X,X,O,X,X,X,X,X
SOJTZLI,X,O,X,X,X,O,X,X,X,X,X
SOJITLZ,O,O,X,X,X,O,X,X,X,X,X
SOJITZL,O,O,X,X,X,O,X,X,X,X,X
SOJILTZ,O,O,X,X,X,O,X,X,X,X,X
SOJILZT,X,O,X,X,X,X,X,X,X,X,X
