sequence,v115@EhC8HeB8HeE8EeB8Jex/IvhFlhBTkB/qB6sBmrBUrB,v115@EhC8HeB8HeE8EeB8Jex/IvhFlhBTkBmlBXnB0qBSxB,v115@EhC8HeB8HeE8EeB8Jei/IvhF3gB1pBxmBUnBzqBWxB,v115@EhC8HeB8HeE8EeB8JeT/IvhFlgBUiBypBXmBGsBRwB,v115@EhC8HeB8HeE8EeB8JeOEJvhF8kBRhB3lBCnBVwBTsB,v115@EhC8HeB8HeE8EeB8Jex/IvhFylBTkBGnB3mB0qBVxB,v115@EhC8HeB8HeE8EeB8Jei/IvhFzgBUiB3kBWsBlqBxwB,v115@EhC8HeB8HeE8EeB8Jex/IvhFTkB/qBFmB8rB+sBirB,v115@EhC8HeB8HeE8EeB8JeOEJvhF8kBzgBqmB/nBlqBxwB,v115@EhC8HeB8HeE8EeB8JeKEJvhFzfBWmB/nB0mBlqBxwB,v115@EhC8HeB8HeE8EeB8Jem/IvhFChB/nBTkB0mBlqBxwB
SLTJZOI,O,O,X,O,O,X,X,X,X,X,X
SLTJOIZ,O,O,X,X,X,X,X,X,X,X,X
SLTJOZI,O,O,X,O,X,X,X,X,X,X,X
SLTZIJO,O,O,X,X,O,X,X,X,X,X,X
SLTZIOJ,O,O,X,X,O,X,X,X,X,X,X
SLTZJIO,X,O,X,X,O,X,X,X,X,X,X
SLTZJOI,X,O,X,X,O,X,X,X,X,X,X
SLTZOIJ,O,O,X,X,O,X,X,X,X,X,X
SLTZOJI,X,O,X,X,O,X,X,X,X,X,X
SLTOIJZ,O,O,X,O,O,X,X,X,X,X,X
SLTOIZJ,O,O,X,O,O,X,X,X,X,X,X
SLTOJIZ,O,O,X,X,O,X,X,X,X,X,X
SLTOJZI,O,O,X,O,O,X,X,X,X,X,X
SLTOZIJ,O,O,X,X,O,X,X,X,X,X,X
SLTOZJI,X,O,X,X,O,X,X,X,X,X,X
SLITJZO,O,X,X,O,X,X,O,X,X,O,X
SLITJOZ,O,X,X,O,X,X,O,X,X,O,X
SLITZJO,O,O,X,O,X,X,O,X,X,O,X
SLITZOJ,O,O,X,O,X,X,O,X,X,O,X
SLITOJZ,O,O,X,O,X,X,O,X,X,O,X
SLITOZJ,O,O,X,O,X,X,O,X,X,O,X
SLIJTZO,O,X,X,O,X,X,O,X,X,O,X
SLIJTOZ,O,X,X,O,X,X,O,X,X,O,X
SLIJZTO,O,X,X,O,X,X,O,X,X,X,X
SLIJZOT,X,X,X,O,X,X,O,X,X,X,X
SLIJOTZ,O,X,X,O,X,X,O,X,X,O,X
SLIJOZT,O,X,X,O,X,X,O,X,X,X,X
SLIZTJO,O,O,X,O,X,X,O,X,X,O,X
SLIZTOJ,O,O,X,O,X,X,O,X,X,O,X
SLIZJTO,O,O,X,O,O,X,O,X,X,X,X
SLIZJOT,X,O,X,O,X,X,O,X,X,X,X
SLIZOTJ,X,O,X,O,X,X,X,X,X,O,X
SLIZOJT,X,O,X,O,X,X,X,X,X,X,X
SLIOTJZ,O,O,X,O,X,X,O,X,X,O,X
SLIOTZJ,O,O,X,O,X,X,O,X,X,O,X
SLIOJTZ,O,O,X,O,X,X,O,X,X,O,X
SLIOJZT,O,O,X,O,X,X,O,X,X,X,X
SLIOZTJ,O,O,X,O,X,X,X,X,X,O,X
SLIOZJT,O,O,X,O,X,X,X,X,X,X,X
SLJTIZO,O,X,X,O,X,X,X,X,X,X,X
SLJTIOZ,O,X,X,O,X,X,X,X,X,X,X
SLJTZIO,O,O,X,O,X,X,X,X,X,X,X
SLJTZOI,O,O,X,O,X,X,X,X,X,X,X
SLJTOIZ,O,O,X,O,X,X,X,X,X,X,X
SLJTOZI,O,O,X,O,X,X,X,X,X,X,X
SLJITZO,O,X,X,O,X,X,O,X,X,X,X
SLJITOZ,O,X,X,O,X,X,O,X,X,X,X
SLJIZTO,O,X,X,O,X,X,O,X,X,X,X
SLJIZOT,X,X,X,O,X,X,O,X,X,X,X
SLJIOTZ,O,X,X,O,X,X,O,X,X,X,X
SLJIOZT,O,X,X,O,X,X,O,X,X,X,X
SLJZTIO,O,O,X,O,X,X,X,X,X,X,X
SLJZTOI,O,O,X,O,X,X,X,O,X,X,X
SLJZITO,O,O,X,O,X,X,X,X,X,X,X
SLJZIOT,X,O,X,O,X,X,X,X,X,X,X
SLJZOTI,O,O,X,O,X,X,X,O,X,X,X
SLJZOIT,O,O,X,O,X,X,X,O,X,X,X
SLJOTIZ,O,O,X,O,X,X,X,X,X,X,X
SLJOTZI,O,O,X,O,X,X,X,X,X,X,X
SLJOITZ,O,O,X,O,X,X,X,X,X,X,X
SLJOIZT,O,O,X,O,X,X,X,O,X,X,X
SLJOZTI,O,O,X,O,X,X,X,O,X,X,X
SLJOZIT,O,O,X,O,X,X,X,O,X,X,X
SLZTIJO,O,O,X,X,O,X,X,X,X,X,X
SLZTIOJ,O,O,X,X,O,X,X,X,X,X,X
SLZTJIO,X,O,X,X,O,X,X,X,X,X,X
SLZTJOI,X,O,X,X,O,X,X,X,X,X,X
SLZTOIJ,O,O,X,X,O,X,X,X,X,X,X
SLZTOJI,X,O,X,X,O,X,X,X,X,X,X
SLZITJO,O,O,X,X,X,X,O,X,X,X,X
SLZITOJ,O,O,X,X,X,X,O,X,X,X,X
SLZIJTO,O,O,X,X,O,X,O,X,X,X,X
SLZIJOT,X,O,X,X,X,X,O,X,X,X,X
SLZIOTJ,X,O,X,X,X,X,X,X,X,X,X
SLZIOJT,X,O,X,X,X,X,X,X,X,X,X
SLZJTIO,O,O,X,X,O,X,X,X,X,X,X
SLZJTOI,O,O,X,X,O,X,X,X,X,X,X
SLZJITO,O,O,X,X,O,X,X,X,X,X,X
SLZJIOT,X,O,X,X,X,X,X,X,X,X,X
SLZJOTI,O,O,X,X,X,X,X,X,X,X,X
SLZJOIT,O,O,X,X,X,X,X,X,X,X,X
SLZOTIJ,O,O,X,X,X,X,X,X,X,X,X
SLZOTJI,X,O,X,X,X,X,X,X,X,X,X
SLZOITJ,O,O,X,X,X,X,X,X,X,X,X
SLZOIJT,O,O,X,X,X,X,X,X,X,X,X
SLZOJTI,O,O,X,X,X,X,X,X,X,X,X
SLZOJIT,O,O,X,X,X,X,X,X,X,X,X
SLOTIJZ,O,O,X,O,X,X,X,X,X,X,X
SLOTIZJ,O,O,X,O,X,X,X,X,X,X,X
SLOTJIZ,O,O,X,X,X,X,X,X,X,X,X
SLOTJZI,O,O,X,O,X,X,X,X,X,X,X
SLOTZIJ,O,O,X,X,X,X,X,X,X,X,X
SLOTZJI,X,O,X,X,X,X,X,X,X,X,X
SLOITJZ,O,O,X,O,X,X,O,X,X,O,X
SLOITZJ,O,O,X,O,X,X,O,X,X,O,X
SLOIJTZ,O,O,X,O,X,X,O,X,X,O,X
SLOIJZT,O,O,X,O,X,X,O,O,X,X,X
SLOIZTJ,O,O,X,O,X,X,X,X,X,O,X
SLOIZJT,O,O,X,O,X,X,X,X,X,X,X
SLOJTIZ,O,O,X,O,X,X,X,X,X,X,X
SLOJTZI,O,O,X,O,X,X,X,X,X,X,X
SLOJITZ,O,O,X,O,X,X,X,X,X,X,X
SLOJIZT,O,O,X,O,X,X,X,O,X,X,X
SLOJZTI,O,O,X,O,X,X,X,O,X,X,X
SLOJZIT,O,O,X,O,X,X,X,O,X,X,X
SLOZTIJ,O,O,X,X,X,X,X,X,X,X,X
SLOZTJI,X,O,X,X,X,X,X,X,X,X,X
SLOZITJ,O,O,X,X,X,X,X,X,X,X,X
SLOZIJT,O,O,X,X,X,X,X,X,X,X,X
SLOZJTI,O,O,X,X,X,X,X,X,X,X,X
SLOZJIT,O,O,X,X,X,X,X,X,X,X,X
SJTILZO,O,X,O,O,X,X,X,X,X,X,X
SJTILOZ,O,X,O,O,X,X,X,X,X,X,X
SJTIZLO,O,X,O,O,O,X,X,X,X,X,X
SJTIZOL,O,X,X,X,O,X,X,X,X,X,X
SJTIOLZ,O,X,O,X,X,X,X,X,X,X,X
SJTIOZL,O,X,X,X,X,X,X,X,X,X,X
SJTLIZO,O,X,O,O,O,X,X,X,X,X,X
SJTLIOZ,O,X,O,O,X,X,X,X,X,X,X
SJTLZIO,X,X,O,O,O,X,X,X,X,X,X
SJTLZOI,X,X,X,O,O,X,X,X,X,X,X
SJTLOIZ,O,X,O,O,X,X,X,X,X,X,X
SJTLOZI,X,X,O,O,X,X,X,X,X,X,X
SJTZILO,O,X,O,O,O,X,X,X,X,X,X
SJTZIOL,O,X,X,X,O,X,X,O,X,X,X
SJTZLIO,X,X,O,O,O,X,X,X,X,X,X
SJTZLOI,X,X,X,O,O,X,X,O,X,X,X
SJTZOIL,O,X,X,X,O,X,X,O,X,X,X
SJTZOLI,X,X,X,O,O,X,X,O,X,X,X
SJTOILZ,O,X,O,X,X,X,X,X,X,X,X
SJTOIZL,O,X,O,X,O,X,X,O,X,X,X
SJTOLIZ,O,X,O,O,O,X,X,X,X,X,X
SJTOLZI,X,X,O,O,O,X,X,X,X,X,X
SJTOZIL,O,X,O,X,O,X,X,O,X,X,X
SJTOZLI,X,X,O,O,O,X,X,O,X,X,X
SJITLZO,O,X,O,O,X,X,O,X,O,X,X
SJITLOZ,O,X,O,O,X,X,O,X,X,X,X
SJITZLO,O,X,O,O,X,X,O,X,O,X,X
SJITZOL,O,X,X,X,X,X,O,X,O,X,X
SJITOLZ,O,X,O,X,X,X,O,X,X,X,X
SJITOZL,O,X,X,X,X,X,O,X,X,X,X
SJILTZO,O,X,O,O,X,X,O,X,O,X,X
SJILTOZ,O,X,O,O,X,X,O,X,X,X,X
SJILZTO,O,X,X,O,X,X,O,X,O,X,X
SJILZOT,X,X,X,O,X,X,O,X,O,X,X
SJILOTZ,O,X,X,O,X,X,O,X,X,X,X
SJILOZT,X,X,X,O,X,X,O,X,O,X,X
SJIZTLO,O,X,O,O,O,X,O,X,O,X,X
SJIZTOL,O,X,X,X,O,X,O,O,O,X,X
SJIZLTO,X,X,X,O,O,X,O,X,O,X,X
SJIZLOT,X,X,X,O,X,X,O,X,O,X,X
SJIZOTL,X,X,X,X,O,X,O,O,O,X,X
SJIZOLT,X,X,X,X,X,X,O,O,O,X,X
SJIOTLZ,O,X,O,X,X,X,O,X,X,X,X
SJIOTZL,O,X,X,X,X,X,O,O,X,X,X
SJIOLTZ,O,X,X,X,X,X,O,X,X,X,X
SJIOLZT,X,X,X,X,X,X,O,O,O,X,X
SJIOZTL,O,X,X,X,X,X,O,O,O,X,X
SJIOZLT,X,X,X,X,X,X,O,O,O,X,X
SJLTIZO,O,X,X,O,X,X,X,X,X,X,X
SJLTIOZ,O,X,X,O,X,X,X,X,X,X,X
SJLTZIO,O,X,X,O,X,X,X,X,X,X,X
SJLTZOI,O,X,X,O,X,X,X,X,X,X,X
SJLTOIZ,O,X,X,O,X,X,X,X,X,X,X
SJLTOZI,O,X,X,O,X,X,X,X,X,X,X
SJLITZO,O,X,X,O,X,X,O,X,X,X,X
SJLITOZ,O,X,X,O,X,X,O,X,X,X,X
SJLIZTO,O,X,X,O,X,X,O,X,X,X,X
SJLIZOT,X,X,X,O,X,X,O,X,X,X,X
SJLIOTZ,O,X,X,O,X,X,O,X,X,X,X
SJLIOZT,O,X,X,O,X,X,O,X,X,X,X
SJLZTIO,O,X,X,O,X,X,X,X,X,X,X
SJLZTOI,O,X,X,O,X,X,X,O,X,X,X
SJLZITO,O,X,X,O,X,X,X,X,X,X,X
SJLZIOT,X,X,X,O,X,X,X,X,X,X,X
SJLZOTI,O,X,X,O,X,X,X,O,X,X,X
SJLZOIT,O,X,X,O,X,X,X,O,X,X,X
SJLOTIZ,O,X,X,O,X,X,X,X,X,X,X
SJLOTZI,O,X,X,O,X,X,X,X,X,X,X
SJLOITZ,O,X,X,O,X,X,X,X,X,X,X
SJLOIZT,O,X,X,O,X,X,X,O,X,X,X
SJLOZTI,O,X,X,O,X,X,X,O,X,X,X
SJLOZIT,O,X,X,O,X,X,X,O,X,X,X
SJZTILO,O,X,X,O,O,X,X,X,X,X,X
SJZTIOL,O,X,X,X,O,X,X,O,X,X,X
SJZTLIO,X,X,X,O,O,X,X,X,X,X,X
SJZTLOI,X,X,X,O,O,X,X,O,X,X,X
SJZTOIL,O,X,X,X,O,X,X,O,X,X,X
SJZTOLI,X,X,X,O,O,X,X,O,X,X,X
SJZITLO,O,X,X,O,O,X,X,X,O,X,X
SJZITOL,O,X,X,X,O,X,X,O,O,X,X
SJZILTO,X,X,X,O,O,X,X,X,O,X,X
SJZILOT,X,X,X,O,X,X,X,X,O,X,X
SJZIOTL,X,X,X,X,O,X,X,O,O,X,X
SJZIOLT,X,X,X,X,X,X,X,O,O,X,X
SJZLTIO,X,X,X,O,O,X,X,X,X,X,X
SJZLTOI,X,X,X,O,O,X,X,O,X,X,X
SJZLITO,X,X,X,O,O,X,X,X,X,X,X
SJZLIOT,X,X,X,O,X,X,X,X,X,X,X
SJZLOTI,X,X,X,O,X,X,X,O,X,X,X
SJZLOIT,X,X,X,O,X,X,X,O,X,X,X
SJZOTIL,O,X,X,X,O,X,X,O,X,X,X
SJZOTLI,X,X,X,O,O,X,X,O,X,X,X
SJZOITL,O,X,X,X,O,X,X,O,X,X,X
SJZOILT,X,X,X,X,X,X,X,O,X,X,X
SJZOLTI,X,X,X,O,X,X,X,O,X,X,X
SJZOLIT,X,X,X,O,X,X,X,O,X,X,X
SJOTILZ,O,X,O,X,X,X,X,X,X,X,X
SJOTIZL,O,X,O,X,X,X,X,O,X,X,X
SJOTLIZ,O,X,O,O,X,X,X,X,X,X,X
SJOTLZI,X,X,O,O,X,X,X,X,X,X,X
SJOTZIL,O,X,O,X,X,X,X,O,X,X,X
SJOTZLI,X,X,O,O,X,X,X,O,X,X,X
SJOITLZ,O,X,O,X,X,X,X,X,X,X,X
SJOITZL,O,X,O,X,X,X,X,O,X,X,X
SJOILTZ,O,X,O,X,X,X,X,X,X,X,X
SJOILZT,O,X,X,X,X,X,X,O,X,X,X
SJOIZTL,O,X,O,X,X,X,X,O,X,X,X
SJOIZLT,X,X,X,X,X,X,X,O,X,X,X
SJOLTIZ,O,X,O,O,X,X,X,X,X,X,X
SJOLTZI,O,X,O,O,X,X,X,X,X,X,X
SJOLITZ,O,X,O,O,X,X,X,X,X,X,X
SJOLIZT,O,X,X,O,X,X,X,O,X,X,X
SJOLZTI,O,X,X,O,X,X,X,O,X,X,X
SJOLZIT,O,X,X,O,X,X,X,O,X,X,X
SJOZTIL,O,X,O,X,X,X,X,O,X,X,X
SJOZTLI,X,X,O,O,X,X,X,O,X,X,X
SJOZITL,O,X,O,X,X,X,X,O,X,X,X
SJOZILT,X,X,X,X,X,X,X,O,X,X,X
SJOZLTI,X,X,X,O,X,X,X,O,X,X,X
SJOZLIT,X,X,X,O,X,X,X,O,X,X,X
SZTILJO,X,X,X,X,O,X,X,X,X,X,X
SZTILOJ,X,X,X,X,O,X,X,X,X,X,X
SZTIJLO,X,X,X,X,O,X,X,X,X,X,X
SZTIJOL,X,X,X,X,O,X,X,X,X,X,X
SZTIOLJ,X,X,X,X,O,X,X,X,X,X,X
SZTIOJL,X,X,X,X,O,X,X,X,X,X,X
SZTLIJO,X,X,X,X,O,X,X,X,X,X,X
SZTLIOJ,X,X,X,X,O,X,X,X,X,X,X
SZTLJIO,X,X,X,X,O,X,X,X,X,X,X
SZTLJOI,X,X,X,X,O,O,X,X,X,X,X
SZTLOIJ,X,X,X,X,O,O,X,X,X,X,X
SZTLOJI,X,X,X,X,O,O,X,X,X,X,X
SZTJILO,X,X,X,X,O,X,X,X,X,X,X
SZTJIOL,X,X,X,X,O,X,X,X,X,X,X
SZTJLIO,X,X,X,X,O,X,X,X,X,X,X
SZTJLOI,X,X,X,X,O,O,X,X,X,X,X
SZTJOIL,X,X,X,X,O,O,X,X,X,X,X
SZTJOLI,X,X,X,X,O,O,X,X,X,X,X
SZTOILJ,X,X,X,X,O,O,X,X,X,X,X
SZTOIJL,X,X,X,X,O,O,X,X,X,X,X
SZTOLIJ,X,X,X,X,O,O,X,X,X,X,X
SZTOLJI,X,X,X,X,O,O,X,X,X,X,X
SZTOJIL,X,X,X,X,O,O,X,X,X,X,X
SZTOJLI,X,X,X,X,O,O,X,X,X,X,X
SZITLJO,X,X,X,X,O,X,O,X,O,X,X
SZITLOJ,X,X,X,X,O,X,O,X,O,X,X
SZITJLO,X,X,X,X,O,X,O,X,O,X,X
SZITJOL,X,X,X,X,O,X,O,X,O,X,X
SZITOLJ,X,X,X,X,O,X,O,X,O,X,X
SZITOJL,X,X,X,X,O,X,O,X,O,X,X
SZILTJO,O,X,X,X,X,X,O,X,O,X,X
SZILTOJ,O,X,X,X,X,X,O,X,O,X,X
SZILJTO,O,X,X,X,O,X,O,X,O,X,X
SZILJOT,X,X,X,X,X,X,O,X,O,X,X
SZILOTJ,X,X,X,X,X,X,X,X,O,X,X
SZILOJT,X,X,X,X,X,X,X,X,O,X,X
SZIJTLO,O,X,X,X,O,X,O,X,O,X,X
SZIJTOL,O,X,X,X,O,X,O,X,O,X,X
SZIJLTO,X,X,X,X,O,X,O,X,O,X,X
SZIJLOT,X,X,X,X,X,X,O,X,O,X,X
SZIJOTL,X,X,X,X,O,X,O,X,O,X,X
SZIJOLT,X,X,X,X,X,X,O,X,O,X,X
SZIOTLJ,X,X,X,X,X,X,X,X,O,X,X
SZIOTJL,X,X,X,X,X,X,X,X,O,X,X
SZIOLTJ,X,X,X,X,X,X,X,X,O,X,X
SZIOLJT,X,X,X,X,X,X,X,X,O,X,X
SZIOJTL,X,X,X,X,O,X,X,X,O,X,X
SZIOJLT,X,X,X,X,X,X,X,X,O,X,X
SZLTIJO,O,O,X,X,O,X,X,X,X,X,X
SZLTIOJ,O,O,X,X,O,X,X,X,X,X,X
SZLTJIO,X,O,X,X,O,X,X,X,X,X,X
SZLTJOI,X,O,X,X,O,O,X,X,X,X,X
SZLTOIJ,O,O,X,X,O,O,X,X,X,X,X
SZLTOJI,X,O,X,X,O,O,X,X,X,X,X
SZLITJO,O,O,X,X,X,X,O,X,X,X,X
SZLITOJ,O,O,X,X,X,X,O,X,X,X,X
SZLIJTO,O,O,X,X,O,X,O,X,X,X,X
SZLIJOT,X,O,X,X,X,X,O,X,X,X,X
SZLIOTJ,X,O,X,X,X,X,X,X,X,X,X
SZLIOJT,X,O,X,X,X,X,X,X,X,X,X
SZLJTIO,O,O,X,X,O,X,X,X,X,X,X
SZLJTOI,O,O,X,X,O,X,X,X,X,X,X
SZLJITO,O,O,X,X,O,X,X,X,X,X,X
SZLJIOT,X,O,X,X,X,X,X,X,X,X,X
SZLJOTI,O,O,X,X,X,X,X,X,X,X,X
SZLJOIT,O,O,X,X,X,X,X,X,X,X,X
SZLOTIJ,O,O,X,X,X,O,X,X,X,X,X
SZLOTJI,X,O,X,X,X,O,X,X,X,X,X
SZLOITJ,O,O,X,X,X,O,X,X,X,X,X
SZLOIJT,O,O,X,X,X,X,X,X,X,X,X
SZLOJTI,O,O,X,X,X,X,X,X,X,X,X
SZLOJIT,O,O,X,X,X,X,X,X,X,X,X
SZJTILO,O,O,X,X,O,X,X,X,X,X,X
SZJTIOL,O,O,X,X,O,X,X,O,X,X,X
SZJTLIO,X,X,X,X,O,X,X,X,X,X,X
SZJTLOI,X,X,X,X,O,X,X,O,X,X,X
SZJTOIL,O,O,X,X,O,X,X,O,X,X,X
SZJTOLI,X,X,X,X,O,X,X,O,X,X,X
SZJITLO,O,O,X,X,O,X,X,X,O,X,X
SZJITOL,O,O,X,X,O,X,X,O,O,X,X
SZJILTO,X,O,X,X,O,X,X,X,O,X,X
SZJILOT,X,O,X,X,X,X,X,X,O,X,X
SZJIOTL,X,X,X,X,O,X,X,O,O,X,X
SZJIOLT,X,X,X,X,X,X,X,O,O,X,X
SZJLTIO,X,O,X,X,O,X,X,X,X,X,X
SZJLTOI,X,O,X,X,O,X,X,O,X,X,X
SZJLITO,X,O,X,X,O,X,X,X,X,X,X
SZJLIOT,X,O,X,X,X,X,X,X,X,X,X
SZJLOTI,X,O,X,X,X,X,X,O,X,X,X
SZJLOIT,X,O,X,X,X,X,X,O,X,X,X
SZJOTIL,O,O,X,X,O,X,X,O,X,X,X
SZJOTLI,X,X,X,X,O,X,X,O,X,X,X
SZJOITL,O,O,X,X,O,X,X,O,X,X,X
SZJOILT,X,O,X,X,X,X,X,O,X,X,X
SZJOLTI,X,O,X,X,X,X,X,O,X,X,X
SZJOLIT,X,O,X,X,X,X,X,O,X,X,X
SZOTILJ,X,X,X,X,O,O,X,X,X,X,X
SZOTIJL,X,X,X,X,O,O,X,X,X,X,X
SZOTLIJ,X,X,X,X,O,O,X,X,X,X,X
SZOTLJI,X,X,X,X,O,O,X,X,X,X,X
SZOTJIL,X,X,X,X,O,O,X,X,X,X,X
SZOTJLI,X,X,X,X,O,O,X,X,X,X,X
SZOITLJ,X,X,X,X,X,O,X,X,X,X,X
SZOITJL,X,X,X,X,X,O,X,X,X,X,X
SZOILTJ,O,O,X,X,X,O,X,X,X,X,X
SZOILJT,O,O,X,X,X,X,X,X,X,X,X
SZOIJTL,O,O,X,X,O,X,X,O,X,X,X
SZOIJLT,X,O,X,X,X,X,X,O,X,X,X
SZOLTIJ,O,O,X,X,X,O,X,X,X,X,X
SZOLTJI,X,O,X,X,X,O,X,X,X,X,X
SZOLITJ,O,O,X,X,X,O,X,X,X,X,X
SZOLIJT,O,O,X,X,X,X,X,X,X,X,X
SZOLJTI,O,O,X,X,X,X,X,X,X,X,X
SZOLJIT,O,O,X,X,X,X,X,X,X,X,X
SZOJTIL,O,O,X,X,O,X,X,O,X,X,X
SZOJTLI,X,X,X,X,O,X,X,O,X,X,X
SZOJITL,O,O,X,X,O,X,X,O,X,X,X
SZOJILT,X,O,X,X,X,X,X,O,X,X,X
SZOJLTI,X,O,X,X,X,X,X,O,X,X,X
SZOJLIT,X,O,X,X,X,X,X,O,X,X,X
SOTILJZ,O,X,O,X,O,X,X,X,X,X,X
SOTILZJ,O,X,O,X,O,X,X,X,X,X,X
SOTIJLZ,O,X,O,X,X,X,X,X,X,X,X
SOTIJZL,O,X,O,X,O,O,X,O,X,X,X
SOTIZLJ,X,X,O,X,O,O,X,X,X,X,X
SOTIZJL,X,X,X,X,O,O,X,X,X,X,X
SOTLIJZ,O,X,O,X,O,X,X,X,X,X,X
SOTLIZJ,O,X,O,X,O,X,X,X,X,X,X
SOTLJIZ,O,X,O,X,O,X,X,X,X,X,X
SOTLJZI,O,X,O,X,O,X,X,X,X,X,X
SOTLZIJ,O,X,O,X,O,X,X,X,X,X,X
SOTLZJI,X,X,O,X,O,X,X,X,X,X,X
SOTJILZ,O,X,O,X,X,X,X,X,X,X,X
SOTJIZL,O,X,O,X,O,O,X,O,X,X,X
SOTJLIZ,O,X,O,X,O,X,X,X,X,X,X
SOTJLZI,X,X,O,X,O,X,X,X,X,X,X
SOTJZIL,O,X,O,X,O,O,X,O,X,X,X
SOTJZLI,X,X,O,X,O,O,X,O,X,X,X
SOTZILJ,X,X,O,X,O,O,X,X,X,X,X
SOTZIJL,X,X,X,X,O,O,X,X,X,X,X
SOTZLIJ,X,X,O,X,O,O,X,X,X,X,X
SOTZLJI,X,X,O,X,O,O,X,X,X,X,X
SOTZJIL,X,X,O,X,O,O,X,X,X,X,X
SOTZJLI,X,X,O,X,O,O,X,X,X,X,X
SOITLJZ,O,X,O,X,X,X,O,X,X,X,O
SOITLZJ,O,X,O,X,X,X,O,X,X,X,O
SOITJLZ,O,X,O,X,X,X,O,X,X,X,O
SOITJZL,O,X,O,X,X,O,O,O,X,X,O
SOITZLJ,X,X,O,X,X,O,O,X,X,X,O
SOITZJL,X,X,X,X,X,O,O,X,X,X,O
SOILTJZ,O,O,O,X,X,X,O,X,X,X,O
SOILTZJ,O,O,O,X,X,X,O,X,X,X,O
SOILJTZ,O,O,X,X,X,X,O,X,X,X,O
SOILJZT,O,O,X,X,X,X,O,O,X,X,O
SOILZTJ,O,O,X,X,X,X,X,X,X,X,O
SOILZJT,O,O,X,X,X,X,X,X,X,X,O
SOIJTLZ,O,X,O,X,X,X,O,X,X,X,O
SOIJTZL,O,X,O,X,X,X,O,O,X,X,O
SOIJLTZ,O,X,O,X,X,X,O,X,X,X,O
SOIJLZT,O,X,X,X,X,X,O,O,X,X,O
SOIJZTL,O,X,O,X,X,X,O,O,X,X,O
SOIJZLT,X,X,X,X,X,X,O,O,X,X,O
SOIZTLJ,X,X,O,X,X,O,X,X,X,X,O
SOIZTJL,X,X,X,X,X,O,X,X,X,X,O
SOIZLTJ,O,O,X,X,X,O,X,X,X,X,O
SOIZLJT,O,O,X,X,X,X,X,X,X,X,O
SOIZJTL,O,O,X,X,O,X,X,O,X,X,O
SOIZJLT,X,O,X,X,X,X,X,O,X,X,O
SOLTIJZ,O,O,O,X,X,X,X,X,X,X,X
SOLTIZJ,O,O,O,X,X,X,X,X,X,X,X
SOLTJIZ,O,O,O,X,X,X,X,X,X,X,X
SOLTJZI,O,O,O,X,X,X,X,X,X,X,X
SOLTZIJ,O,O,O,X,X,X,X,X,X,X,X
SOLTZJI,X,O,O,X,X,X,X,X,X,X,X
SOLITJZ,O,O,O,X,X,X,O,X,X,X,X
SOLITZJ,O,O,O,X,X,X,O,X,X,X,X
SOLIJTZ,O,O,X,X,X,X,O,X,X,X,X
SOLIJZT,O,O,X,X,X,X,O,O,X,X,X
SOLIZTJ,O,O,X,X,X,X,X,X,X,X,X
SOLIZJT,O,O,X,X,X,X,X,X,X,X,X
SOLJTIZ,O,O,O,X,X,X,X,X,X,X,X
SOLJTZI,O,O,O,X,X,X,X,X,X,X,X
SOLJITZ,O,O,O,X,X,X,X,X,X,X,X
SOLJIZT,O,O,X,X,X,X,X,O,X,X,X
SOLJZTI,O,O,X,X,X,X,X,O,X,X,X
SOLJZIT,O,O,X,X,X,X,X,O,X,X,X
SOLZTIJ,O,O,X,X,X,X,X,X,X,X,X
SOLZTJI,X,O,X,X,X,X,X,X,X,X,X
SOLZITJ,O,O,X,X,X,X,X,X,X,X,X
SOLZIJT,O,O,X,X,X,X,X,X,X,X,X
SOLZJTI,O,O,X,X,X,X,X,X,X,X,X
SOLZJIT,O,O,X,X,X,X,X,X,X,X,X
SOJTILZ,O,X,O,X,X,X,X,X,X,X,X
SOJTIZL,O,X,O,X,X,X,X,O,X,X,X
SOJTLIZ,O,X,O,X,X,X,X,X,X,X,X
SOJTLZI,X,X,O,X,X,X,X,X,X,X,X
SOJTZIL,O,X,O,X,X,X,X,O,X,X,X
SOJTZLI,X,X,O,X,X,X,X,O,X,X,X
SOJITLZ,O,X,O,X,X,X,X,X,X,X,O
SOJITZL,O,X,O,X,X,X,X,O,X,X,O
SOJILTZ,O,X,O,X,X,X,X,X,X,X,O
SOJILZT,O,X,X,X,X,X,X,O,X,X,O
SOJIZTL,O,X,O,X,X,X,X,O,X,X,O
SOJIZLT,X,X,X,X,X,X,X,O,X,X,O
SOJLTIZ,O,X,O,X,X,X,X,X,X,X,X
SOJLTZI,O,X,O,X,X,X,X,X,X,X,X
SOJLITZ,O,X,O,X,X,X,X,X,X,X,X
SOJLIZT,O,X,X,X,X,X,X,O,X,X,X
SOJLZTI,O,X,X,X,X,X,X,O,X,X,X
SOJLZIT,O,X,X,X,X,X,X,O,X,X,X
SOJZTIL,O,X,O,X,X,X,X,O,X,X,X
SOJZTLI,X,X,O,X,X,X,X,O,X,X,X
SOJZITL,O,X,O,X,X,X,X,O,X,X,X
SOJZILT,X,X,X,X,X,X,X,O,X,X,X
SOJZLTI,X,X,X,X,X,X,X,O,X,X,X
SOJZLIT,X,X,X,X,X,X,X,O,X,X,X
SOZTILJ,X,X,O,X,O,O,X,X,X,X,X
SOZTIJL,X,X,X,X,O,O,X,X,X,X,X
