sequence,v115@RhC8AeA8DeG8CeA8JeT/IvhF/lBRhBGjB0mBlnByxB,v115@RhC8AeA8DeG8CeA8Je2EJvhFRgBFiBTjBCmBftBUsB,v115@RhC8AeA8DeG8CeA8JeT/IvhFxgB8mBGjBllB3nByxB,v115@RhC8AeA8DeG8CeA8JeT/IvhFxgB8mBCjBllBXoB2xB,v115@RhC8AeA8DeG8CeA8JeT/IvhFxgBcoBllBfsB6sBmsB
ZITOLSJ,X,X,O,O,O
ZITOJLS,X,X,O,O,X
ZITOJSL,O,X,O,O,O
ZITOSLJ,O,X,O,O,O
ZITOSJL,O,X,O,O,O
ZILTJSO,O,O,O,X,X
ZILTJOS,O,O,O,X,X
ZILTSJO,O,O,O,X,X
ZILTSOJ,O,O,O,X,X
ZILTOJS,O,O,O,X,X
ZILTOSJ,O,O,O,X,X
ZILJTSO,X,O,O,X,X
ZILJTOS,X,O,O,X,X
ZILJSTO,O,O,X,O,X
ZILJSOT,O,O,O,O,X
ZILJOTS,X,O,O,X,X
ZILJOST,O,O,O,O,X
ZILSTJO,O,O,X,X,X
ZILSTOJ,O,O,X,O,X
ZILSJTO,O,O,X,X,X
ZILSJOT,O,O,O,O,X
ZILSOTJ,O,O,X,O,X
ZILSOJT,O,O,O,O,X
ZILOTJS,O,O,O,X,X
ZILOTSJ,O,O,O,X,X
ZILOJTS,X,O,O,X,X
ZILOJST,O,O,O,O,X
ZILOSTJ,O,O,X,O,X
ZILOSJT,O,O,O,O,X
ZIJTLSO,X,O,X,O,X
ZIJTLOS,X,O,O,O,X
ZIJTSLO,X,O,X,O,X
ZIJTSOL,X,O,O,O,X
ZIJTOLS,X,X,O,O,X
ZIJTOSL,X,O,O,O,X
ZIJLTSO,X,O,X,X,X
ZIJLTOS,X,O,O,X,X
ZIJLSTO,X,O,X,O,X
ZIJLSOT,X,O,O,O,X
ZIJLOTS,X,O,O,X,X
ZIJLOST,X,O,O,O,X
ZIJSTLO,X,O,X,O,X
ZIJSTOL,O,O,X,O,X
ZIJSLTO,X,O,X,O,X
ZIJSLOT,O,O,X,O,X
ZIJSOTL,O,O,O,O,X
ZIJSOLT,O,O,O,O,X
ZIJOTLS,X,X,O,O,X
ZIJOTSL,X,O,O,O,X
ZIJOLTS,X,O,O,X,X
ZIJOLST,X,O,O,O,X
ZIJOSTL,O,O,O,O,X
ZIJOSLT,O,O,O,O,X
ZISTLJO,O,X,X,O,O
ZISTLOJ,O,X,X,O,O
ZISTJLO,O,O,X,O,O
ZISTJOL,O,O,X,O,O
ZISTOLJ,O,X,X,O,O
ZISTOJL,O,O,X,O,O
ZISLTJO,O,O,X,O,O
ZISLTOJ,O,O,X,O,O
ZISLJTO,O,O,X,X,X
ZISLJOT,O,O,O,O,X
ZISLOTJ,O,O,X,O,O
ZISLOJT,O,O,O,O,X
ZISJTLO,O,O,X,O,X
ZISJTOL,O,O,X,O,X
ZISJLTO,O,O,X,O,X
ZISJLOT,O,O,X,O,X
ZISJOTL,O,O,O,O,X
ZISJOLT,O,O,O,O,X
ZISOTLJ,O,X,X,O,O
ZISOTJL,O,O,X,O,O
ZISOLTJ,O,O,X,O,O
ZISOLJT,O,O,O,O,X
ZISOJTL,O,O,O,O,X
ZISOJLT,O,O,O,O,X
ZIOTLJS,X,X,O,O,X
ZIOTLSJ,X,X,O,O,O
ZIOTJLS,X,X,O,O,X
ZIOTJSL,O,X,O,O,O
ZIOTSLJ,O,X,O,O,O
ZIOTSJL,O,X,O,O,O
ZIOLTJS,O,X,O,X,X
ZIOLTSJ,O,X,O,X,X
ZIOLJTS,X,X,O,X,X
ZIOLJST,O,X,O,O,X
ZIOLSTJ,O,X,X,O,X
ZIOLSJT,O,X,O,O,X
ZIOJTLS,X,X,O,O,X
ZIOJTSL,X,X,O,O,X
ZIOJLTS,X,X,O,X,X
ZIOJLST,X,X,O,O,X
ZIOJSTL,O,X,O,O,X
ZIOJSLT,O,X,O,O,X
ZIOSTLJ,O,X,X,O,O
ZIOSTJL,O,X,X,O,O
ZIOSLTJ,O,X,X,O,O
ZIOSLJT,O,X,O,O,X
ZIOSJTL,O,X,O,O,X
ZIOSJLT,O,X,O,O,X
ZLTIJSO,O,O,O,O,X
ZLTIJOS,O,O,O,O,X
ZLTISJO,O,O,O,O,O
ZLTISOJ,O,O,O,O,O
ZLTIOJS,O,O,O,O,X
ZLTIOSJ,O,O,O,O,O
ZLTJISO,O,O,O,O,X
ZLTJIOS,O,O,O,O,X
ZLTJSIO,O,O,O,O,X
ZLTJSOI,O,O,O,O,X
ZLTJOIS,O,O,O,O,X
ZLTJOSI,O,O,O,O,X
ZLTSIJO,O,O,O,O,O
ZLTSIOJ,O,O,O,O,O
ZLTSJIO,O,O,O,O,O
ZLTSJOI,O,O,O,O,O
ZLTSOIJ,O,O,O,O,O
ZLTSOJI,O,O,O,O,O
ZLTOIJS,O,O,O,O,X
ZLTOISJ,O,O,O,O,O
ZLTOJIS,O,O,O,O,X
ZLTOJSI,O,O,O,O,X
ZLTOSIJ,O,O,O,O,O
ZLTOSJI,O,O,O,O,O
ZLITJSO,O,O,O,X,X
ZLITJOS,O,O,O,X,X
ZLITSJO,O,O,O,X,X
ZLITSOJ,O,O,O,X,X
ZLITOJS,O,O,O,X,X
ZLITOSJ,O,O,O,X,X
ZLIJTSO,X,O,O,X,X
ZLIJTOS,X,O,O,X,X
ZLIJSTO,O,O,X,O,X
ZLIJSOT,O,O,O,O,X
ZLIJOTS,X,O,O,X,X
ZLIJOST,O,O,O,O,X
ZLISTJO,O,O,X,X,X
ZLISTOJ,O,O,X,O,X
ZLISJTO,O,O,X,X,X
ZLISJOT,O,O,O,O,X
ZLISOTJ,O,O,X,O,X
ZLISOJT,O,O,O,O,X
ZLIOTJS,O,O,O,X,X
ZLIOTSJ,O,O,O,X,X
ZLIOJTS,X,O,O,X,X
ZLIOJST,O,O,O,O,X
ZLIOSTJ,O,O,X,O,X
ZLIOSJT,O,O,O,O,X
ZLJTISO,O,O,O,O,X
ZLJTIOS,O,O,O,O,X
ZLJTSIO,O,O,O,O,X
ZLJTSOI,O,O,O,O,X
ZLJTOIS,O,O,O,O,X
ZLJTOSI,O,O,O,O,X
ZLJITSO,X,O,O,X,X
ZLJITOS,X,O,O,X,X
ZLJISTO,O,O,X,O,X
ZLJISOT,O,O,O,O,X
ZLJIOTS,X,O,O,X,X
ZLJIOST,O,O,O,O,X
ZLJSTIO,O,O,O,O,X
ZLJSTOI,O,O,O,O,X
ZLJSITO,O,O,O,O,X
ZLJSIOT,O,O,O,O,X
ZLJSOTI,O,O,O,O,X
ZLJSOIT,O,O,O,O,X
ZLJOTIS,O,O,O,O,X
ZLJOTSI,O,O,O,O,X
ZLJOITS,X,O,O,X,X
ZLJOIST,O,O,O,O,X
ZLJOSTI,O,O,O,O,X
ZLJOSIT,O,O,O,O,X
ZLSTIJO,O,O,O,O,O
ZLSTIOJ,O,O,O,O,O
ZLSTJIO,O,O,O,O,O
ZLSTJOI,O,O,O,O,O
ZLSTOIJ,O,O,O,O,O
ZLSTOJI,O,O,O,O,O
ZLSITJO,O,O,O,O,O
ZLSITOJ,O,O,O,O,O
ZLSIJTO,O,O,O,X,X
ZLSIJOT,O,O,O,O,X
ZLSIOTJ,O,O,O,O,O
ZLSIOJT,O,O,O,O,X
ZLSJTIO,O,O,O,O,O
ZLSJTOI,O,O,O,O,O
ZLSJITO,O,O,O,X,X
ZLSJIOT,O,O,O,O,X
ZLSJOTI,O,O,O,O,O
ZLSJOIT,O,O,O,O,X
ZLSOTIJ,O,O,O,O,O
ZLSOTJI,O,O,O,O,O
ZLSOITJ,O,O,O,O,O
ZLSOIJT,O,O,O,O,X
ZLSOJTI,O,O,O,O,O
ZLSOJIT,O,O,O,O,X
ZLOTIJS,O,O,O,O,X
ZLOTISJ,O,O,O,O,O
ZLOTJIS,O,O,O,O,X
ZLOTJSI,O,O,O,O,X
ZLOTSIJ,O,O,O,O,O
ZLOTSJI,O,O,O,O,O
ZLOITJS,O,O,O,X,X
ZLOITSJ,O,O,O,X,X
ZLOIJTS,X,O,O,X,X
ZLOIJST,O,O,O,O,X
ZLOISTJ,O,O,X,O,X
ZLOISJT,O,O,O,O,X
ZLOJTIS,O,O,O,O,X
ZLOJTSI,O,O,O,O,X
ZLOJITS,X,O,O,X,X
ZLOJIST,O,O,O,O,X
ZLOJSTI,O,O,O,O,X
ZLOJSIT,O,O,O,O,X
ZLOSTIJ,O,O,O,O,O
ZLOSTJI,O,O,O,O,O
ZLOSITJ,O,O,O,O,O
ZLOSIJT,O,O,O,O,X
ZLOSJTI,O,O,O,O,O
ZLOSJIT,O,O,O,O,X
ZJTILSO,X,O,O,O,X
ZJTILOS,X,O,O,O,X
ZJTISLO,O,O,X,O,O
ZJTISOL,O,O,O,O,O
ZJTIOLS,X,X,O,O,X
ZJTIOSL,O,O,O,O,O
ZJTLISO,X,O,O,O,X
ZJTLIOS,X,O,O,O,X
ZJTLSIO,O,O,O,O,X
ZJTLSOI,O,O,O,O,X
ZJTLOIS,X,O,O,O,X
ZJTLOSI,O,O,O,O,X
ZJTSILO,O,O,X,O,O
ZJTSIOL,O,O,O,O,O
ZJTSLIO,O,O,X,O,O
ZJTSLOI,O,O,X,O,O
ZJTSOIL,O,O,O,O,O
ZJTSOLI,O,O,X,O,O
ZJTOILS,X,X,O,O,X
ZJTOISL,O,O,O,O,O
ZJTOLIS,X,O,O,O,X
ZJTOLSI,O,O,O,O,X
ZJTOSIL,O,O,O,O,O
ZJTOSLI,O,O,X,O,O
ZJITLSO,X,O,X,O,X
ZJITLOS,X,O,O,O,X
ZJITSLO,X,O,X,O,X
ZJITSOL,X,O,O,O,X
ZJITOLS,X,X,O,O,X
ZJITOSL,X,O,O,O,X
ZJILTSO,X,O,X,X,X
ZJILTOS,X,O,O,X,X
ZJILSTO,X,O,X,O,X
ZJILSOT,X,O,O,O,X
ZJILOTS,X,O,O,X,X
ZJILOST,X,O,O,O,X
ZJISTLO,X,O,X,O,X
ZJISTOL,O,O,X,O,X
ZJISLTO,X,O,X,O,X
ZJISLOT,O,O,X,O,X
ZJISOTL,O,O,O,O,X
ZJISOLT,O,O,O,O,X
ZJIOTLS,X,X,O,O,X
ZJIOTSL,X,O,O,O,X
ZJIOLTS,X,O,O,X,X
ZJIOLST,X,O,O,O,X
ZJIOSTL,O,O,O,O,X
ZJIOSLT,O,O,O,O,X
ZJLTISO,O,O,O,O,X
ZJLTIOS,O,O,O,O,X
ZJLTSIO,O,O,O,O,X
ZJLTSOI,O,O,O,O,X
ZJLTOIS,O,O,O,O,X
ZJLTOSI,O,O,O,O,X
ZJLITSO,X,O,O,X,X
ZJLITOS,X,O,O,X,X
ZJLISTO,O,O,X,O,X
ZJLISOT,O,O,O,O,X
ZJLIOTS,X,O,O,X,X
ZJLIOST,O,O,O,O,X
ZJLSTIO,O,O,O,O,X
ZJLSTOI,O,O,O,O,X
ZJLSITO,O,O,O,O,X
ZJLSIOT,O,O,O,O,X
ZJLSOTI,O,O,O,O,X
ZJLSOIT,O,O,O,O,X
ZJLOTIS,O,O,O,O,X
ZJLOTSI,O,O,O,O,X
ZJLOITS,X,O,O,X,X
ZJLOIST,O,O,O,O,X
ZJLOSTI,O,O,O,O,X
ZJLOSIT,O,O,O,O,X
ZJSTILO,O,O,X,O,O
ZJSTIOL,O,O,O,O,O
ZJSTLIO,O,O,X,O,O
ZJSTLOI,O,O,X,O,O
ZJSTOIL,O,O,O,O,O
ZJSTOLI,O,O,X,O,O
ZJSITLO,O,O,X,O,X
ZJSITOL,O,O,X,O,X
ZJSILTO,O,O,X,O,X
ZJSILOT,O,O,X,O,X
ZJSIOTL,O,O,O,O,X
ZJSIOLT,O,O,O,O,X
ZJSLTIO,O,O,X,O,O
ZJSLTOI,O,O,X,O,O
ZJSLITO,O,O,X,O,X
ZJSLIOT,O,O,X,O,X
ZJSLOTI,O,O,X,O,O
ZJSLOIT,O,O,X,O,X
ZJSOTIL,O,O,O,O,O
ZJSOTLI,O,O,X,O,O
ZJSOITL,O,O,O,O,X
ZJSOILT,O,O,O,O,X
ZJSOLTI,O,O,X,O,O
ZJSOLIT,O,O,X,O,X
ZJOTILS,X,X,O,O,X
ZJOTISL,O,O,O,O,O
ZJOTLIS,X,O,O,O,X
ZJOTLSI,O,O,O,O,X
ZJOTSIL,O,O,O,O,O
ZJOTSLI,O,O,X,O,O
ZJOITLS,X,X,O,O,X
ZJOITSL,X,O,O,O,X
ZJOILTS,X,O,O,X,X
ZJOILST,X,O,O,O,X
ZJOISTL,O,O,O,O,X
ZJOISLT,O,O,O,O,X
ZJOLTIS,O,O,O,O,X
ZJOLTSI,O,O,O,O,X
ZJOLITS,X,O,O,X,X
ZJOLIST,O,O,O,O,X
ZJOLSTI,O,O,O,O,X
ZJOLSIT,O,O,O,O,X
ZJOSTIL,O,O,O,O,O
ZJOSTLI,O,O,X,O,O
ZJOSITL,O,O,O,O,X
ZJOSILT,O,O,O,O,X
ZJOSLTI,O,O,X,O,O
ZJOSLIT,O,O,X,O,X
ZSTILJO,O,X,O,O,O
ZSTILOJ,O,X,O,O,O
ZSTIJLO,O,O,X,O,O
ZSTIJOL,O,O,O,O,O
ZSTIOLJ,O,X,O,O,O
ZSTIOJL,O,O,O,O,O
ZSTLIJO,O,O,O,O,O
ZSTLIOJ,O,O,O,O,O
ZSTLJIO,O,O,O,O,O
ZSTLJOI,O,O,O,O,O
ZSTLOIJ,O,O,O,O,O
ZSTLOJI,O,O,O,O,O
ZSTJILO,O,O,X,O,O
ZSTJIOL,O,O,O,O,O
ZSTJLIO,O,O,X,O,O
ZSTJLOI,O,O,X,O,O
ZSTJOIL,O,O,O,O,O
ZSTJOLI,O,O,X,O,O
ZSTOILJ,O,X,O,O,O
ZSTOIJL,O,O,O,O,O
ZSTOLIJ,O,O,O,O,O
ZSTOLJI,O,O,O,O,O
ZSTOJIL,O,O,O,O,O
ZSTOJLI,O,O,X,O,O
ZSITLJO,O,X,X,O,O
ZSITLOJ,O,X,X,O,O
ZSITJLO,O,O,X,O,O
ZSITJOL,O,O,X,O,O
ZSITOLJ,O,X,X,O,O
ZSITOJL,O,O,X,O,O
ZSILTJO,O,O,X,O,O
ZSILTOJ,O,O,X,O,O
ZSILJTO,O,O,X,X,X
ZSILJOT,O,O,O,O,X
ZSILOTJ,O,O,X,O,O
ZSILOJT,O,O,O,O,X
ZSIJTLO,O,O,X,O,X
ZSIJTOL,O,O,X,O,X
ZSIJLTO,O,O,X,O,X
ZSIJLOT,O,O,X,O,X
ZSIJOTL,O,O,O,O,X
ZSIJOLT,O,O,O,O,X
ZSIOTLJ,O,X,X,O,O
ZSIOTJL,O,O,X,O,O
ZSIOLTJ,O,O,X,O,O
ZSIOLJT,O,O,O,O,X
ZSIOJTL,O,O,O,O,X
ZSIOJLT,O,O,O,O,X
ZSLTIJO,O,O,O,O,O
ZSLTIOJ,O,O,O,O,O
ZSLTJIO,O,O,O,O,O
ZSLTJOI,O,O,O,O,O
ZSLTOIJ,O,O,O,O,O
ZSLTOJI,O,O,O,O,O
ZSLITJO,O,O,X,O,O
ZSLITOJ,O,O,X,O,O
ZSLIJTO,O,O,X,X,X
ZSLIJOT,O,O,O,O,X
ZSLIOTJ,O,O,X,O,O
ZSLIOJT,O,O,O,O,X
ZSLJTIO,O,O,O,O,O
ZSLJTOI,O,O,O,O,O
ZSLJITO,O,O,X,X,X
ZSLJIOT,O,O,O,O,X
ZSLJOTI,O,O,O,O,O
ZSLJOIT,O,O,O,O,X
ZSLOTIJ,O,O,O,O,O
ZSLOTJI,O,O,O,O,O
ZSLOITJ,O,O,X,O,O
ZSLOIJT,O,O,O,O,X
ZSLOJTI,O,O,O,O,O
ZSLOJIT,O,O,O,O,X
ZSJTILO,O,O,X,O,O
ZSJTIOL,O,O,O,O,O
ZSJTLIO,O,O,X,O,O
ZSJTLOI,O,O,X,O,O
ZSJTOIL,O,O,O,O,O
ZSJTOLI,O,O,X,O,O
ZSJITLO,O,O,X,O,X
ZSJITOL,O,O,X,O,X
ZSJILTO,O,O,X,O,X
ZSJILOT,O,O,X,O,X
ZSJIOTL,O,O,O,O,X
ZSJIOLT,O,O,O,O,X
ZSJLTIO,O,O,X,O,O
ZSJLTOI,O,O,X,O,O
ZSJLITO,O,O,X,O,X
ZSJLIOT,O,O,X,O,X
ZSJLOTI,O,O,X,O,O
ZSJLOIT,O,O,X,O,X
ZSJOTIL,O,O,O,O,O
ZSJOTLI,O,O,X,O,O
ZSJOITL,O,O,O,O,X
ZSJOILT,O,O,O,O,X
ZSJOLTI,O,O,X,O,O
ZSJOLIT,O,O,X,O,X
ZSOTILJ,O,X,O,O,O
ZSOTIJL,O,O,O,O,O
ZSOTLIJ,O,O,O,O,O
ZSOTLJI,O,O,O,O,O
ZSOTJIL,O,O,O,O,O
ZSOTJLI,O,O,X,O,O
ZSOITLJ,O,X,X,O,O
ZSOITJL,O,O,X,O,O
ZSOILTJ,O,O,X,O,O
ZSOILJT,O,O,O,O,X
ZSOIJTL,O,O,O,O,X
ZSOIJLT,O,O,O,O,X
ZSOLTIJ,O,O,O,O,O
ZSOLTJI,O,O,O,O,O
ZSOLITJ,O,O,X,O,O
ZSOLIJT,O,O,O,O,X
ZSOLJTI,O,O,O,O,O
ZSOLJIT,O,O,O,O,X
ZSOJTIL,O,O,O,O,O
ZSOJTLI,O,O,X,O,O
ZSOJITL,O,O,O,O,X
ZSOJILT,O,O,O,O,X
ZSOJLTI,O,O,X,O,O
ZSOJLIT,O,O,X,O,X
ZOTILJS,X,X,O,O,X
ZOTILSJ,X,X,O,O,O
ZOTIJLS,X,X,O,O,X
ZOTIJSL,O,X,O,O,O
ZOTISLJ,O,X,O,O,O
ZOTISJL,O,X,O,O,O
ZOTLIJS,O,X,O,O,X
ZOTLISJ,O,X,O,O,O
ZOTLJIS,O,X,O,O,X
ZOTLJSI,O,X,O,O,X
ZOTLSIJ,O,X,O,O,O
ZOTLSJI,O,X,O,O,O
ZOTJILS,X,X,O,O,X
ZOTJISL,O,O,O,O,O
ZOTJLIS,X,O,O,O,X
ZOTJLSI,O,O,O,O,X
ZOTJSIL,O,O,O,O,O
ZOTJSLI,O,O,X,O,O
ZOTSILJ,O,X,O,O,O
ZOTSIJL,O,O,O,O,O
ZOTSLIJ,O,X,O,O,O
ZOTSLJI,O,O,O,O,O
ZOTSJIL,O,O,O,O,O
ZOTSJLI,O,O,X,O,O
ZOITLJS,X,X,O,O,X
ZOITLSJ,X,X,O,O,O
ZOITJLS,X,X,O,O,X
ZOITJSL,O,X,O,O,O
ZOITSLJ,O,X,O,O,O
ZOITSJL,O,X,O,O,O
ZOILTJS,O,X,O,X,X
ZOILTSJ,O,X,O,X,X
ZOILJTS,X,X,O,X,X
ZOILJST,O,X,O,O,X
ZOILSTJ,O,X,X,O,X
ZOILSJT,O,X,O,O,X
ZOIJTLS,X,X,O,O,X
ZOIJTSL,X,X,O,O,X
ZOIJLTS,X,X,O,X,X
ZOIJLST,X,X,O,O,X
ZOIJSTL,O,X,O,O,X
ZOIJSLT,O,X,O,O,X
ZOISTLJ,O,X,X,O,O
ZOISTJL,O,X,X,O,O
ZOISLTJ,O,X,X,O,O
ZOISLJT,O,X,O,O,X
ZOISJTL,O,X,O,O,X
ZOISJLT,O,X,O,O,X
ZOLTIJS,O,O,O,O,X
ZOLTISJ,O,O,O,O,O
ZOLTJIS,O,O,O,O,X
ZOLTJSI,O,O,O,O,X
ZOLTSIJ,O,O,O,O,O
ZOLTSJI,O,O,O,O,O
ZOLITJS,O,O,O,X,X
ZOLITSJ,O,O,O,X,X
ZOLIJTS,X,O,O,X,X
ZOLIJST,O,O,O,O,X
ZOLISTJ,O,O,X,O,X
ZOLISJT,O,O,O,O,X
ZOLJTIS,O,O,O,O,X
ZOLJTSI,O,O,O,O,X
ZOLJITS,X,O,O,X,X
ZOLJIST,O,O,O,O,X
ZOLJSTI,O,O,O,O,X
ZOLJSIT,O,O,O,O,X
ZOLSTIJ,O,O,O,O,O
ZOLSTJI,O,O,O,O,O
ZOLSITJ,O,O,O,O,O
ZOLSIJT,O,O,O,O,X
ZOLSJTI,O,O,O,O,O
ZOLSJIT,O,O,O,O,X
ZOJTILS,X,X,O,O,X
ZOJTISL,O,O,O,O,O
ZOJTLIS,X,O,O,O,X
ZOJTLSI,O,O,O,O,X
ZOJTSIL,O,O,O,O,O
ZOJTSLI,O,O,X,O,O
ZOJITLS,X,X,O,O,X
ZOJITSL,X,O,O,O,X
ZOJILTS,X,O,O,X,X
ZOJILST,X,O,O,O,X
ZOJISTL,O,O,O,O,X
ZOJISLT,O,O,O,O,X
ZOJLTIS,O,O,O,O,X
ZOJLTSI,O,O,O,O,X
ZOJLITS,X,O,O,X,X
ZOJLIST,O,O,O,O,X
ZOJLSTI,O,O,O,O,X
ZOJLSIT,O,O,O,O,X
ZOJSTIL,O,O,O,O,O
ZOJSTLI,O,O,X,O,O
ZOJSITL,O,O,O,O,X
ZOJSILT,O,O,O,O,X
ZOJSLTI,O,O,X,O,O
ZOJSLIT,O,O,X,O,X
ZOSTILJ,O,X,O,O,O
ZOSTIJL,O,O,O,O,O
ZOSTLIJ,O,O,O,O,O
ZOSTLJI,O,O,O,O,O
ZOSTJIL,O,O,O,O,O
ZOSTJLI,O,O,X,O,O
ZOSITLJ,O,X,X,O,O
ZOSITJL,O,O,X,O,O
ZOSILTJ,O,O,X,O,O
ZOSILJT,O,O,O,O,X
ZOSIJTL,O,O,O,O,X
ZOSIJLT,O,O,O,O,X
ZOSLTIJ,O,O,O,O,O
ZOSLTJI,O,O,O,O,O
ZOSLITJ,O,O,X,O,O
ZOSLIJT,O,O,O,O,X
ZOSLJTI,O,O,O,O,O
ZOSLJIT,O,O,O,O,X
ZOSJTIL,O,O,O,O,O
ZOSJTLI,O,O,X,O,O
ZOSJITL,O,O,O,O,X
ZOSJILT,O,O,O,O,X
ZOSJLTI,O,O,X,O,O
ZOSJLIT,O,O,X,O,X
OTILJSZ,X,X,O,X,X
OTILJZS,X,X,O,X,X
OTILSJZ,X,X,O,X,O
OTILSZJ,X,X,O,O,O
OTILZJS,X,X,O,O,X
OTILZSJ,X,X,O,O,O
OTIJLSZ,X,X,O,X,X
OTIJLZS,X,X,O,X,X
OTIJSLZ,X,X,X,O,O
OTIJSZL,X,X,X,O,O
OTIJZLS,X,X,O,O,X
OTIJZSL,X,X,O,O,O
OTISLJZ,X,X,X,X,O
OTISLZJ,X,X,O,O,O
OTISJLZ,X,X,X,O,O
OTISJZL,X,X,X,O,O
OTISZLJ,X,X,O,O,O
OTISZJL,X,X,O,O,O
OTIZLJS,X,X,O,O,X
OTIZLSJ,X,X,O,O,O
OTIZJLS,X,X,O,O,X
OTIZJSL,X,X,O,O,O
OTIZSLJ,X,X,O,O,O
OTIZSJL,X,X,O,O,O
OTLIJSZ,O,O,O,X,X
OTLIJZS,O,X,O,X,X
OTLISJZ,O,O,O,X,O
OTLISZJ,O,O,O,O,O
OTLIZJS,O,X,O,O,X
OTLIZSJ,O,X,O,O,O
OTLJISZ,O,O,O,X,X
OTLJIZS,O,X,O,X,X
OTLJSIZ,O,O,O,O,X
OTLJSZI,O,O,O,O,X
OTLJZIS,O,X,O,O,X
OTLJZSI,O,X,O,O,X
OTLSIJZ,O,O,O,X,O
OTLSIZJ,O,O,O,O,O
OTLSJIZ,O,O,O,O,O
OTLSJZI,O,O,O,O,O
OTLSZIJ,O,O,O,O,O
OTLSZJI,O,O,O,O,O
OTLZIJS,O,X,O,O,X
OTLZISJ,O,X,O,O,O
OTLZJIS,O,X,O,O,X
OTLZJSI,O,X,O,O,X
OTLZSIJ,O,X,O,O,O
OTLZSJI,O,X,O,O,O
OTJILSZ,X,O,O,X,X
OTJILZS,X,X,O,X,X
OTJISLZ,X,O,X,O,O
OTJISZL,X,O,X,O,O
OTJIZLS,X,X,O,O,X
OTJIZSL,X,X,O,O,O
OTJLISZ,O,O,O,X,X
OTJLIZS,O,X,O,X,X
OTJLSIZ,O,O,O,O,X
OTJLSZI,O,O,O,O,X
OTJLZIS,O,X,O,O,X
OTJLZSI,O,X,O,O,X
OTJSILZ,O,O,X,O,O
OTJSIZL,O,O,X,O,O
OTJSLIZ,O,O,O,O,O
OTJSLZI,O,O,O,O,O
OTJSZIL,O,O,O,O,O
OTJSZLI,X,O,X,O,O
OTJZILS,X,X,O,O,X
OTJZISL,X,X,O,O,O
OTJZLIS,X,X,O,O,X
OTJZLSI,X,X,O,O,X
OTJZSIL,O,X,O,O,O
OTJZSLI,X,X,X,O,O
OTSILJZ,O,X,X,X,O
OTSILZJ,O,X,O,O,O
OTSIJLZ,O,O,X,O,O
OTSIJZL,O,O,X,O,O
OTSIZLJ,O,X,O,O,O
OTSIZJL,O,X,O,O,O
OTSLIJZ,O,O,O,X,O
OTSLIZJ,O,O,O,O,O
OTSLJIZ,O,O,O,O,O
OTSLJZI,O,O,O,O,O
OTSLZIJ,O,O,O,O,O
OTSLZJI,O,O,O,O,O
OTSJILZ,O,O,X,O,O
OTSJIZL,O,O,X,O,O
OTSJLIZ,O,O,O,O,O
OTSJLZI,O,O,O,O,O
OTSJZIL,O,O,O,O,O
OTSJZLI,X,O,X,O,O
OTSZILJ,O,X,O,O,O
OTSZIJL,O,X,O,O,O
OTSZLIJ,O,X,O,O,O
OTSZLJI,O,X,O,O,O
OTSZJIL,O,O,O,O,O
OTSZJLI,O,O,X,O,O
OTZILJS,X,X,O,O,X
OTZILSJ,X,X,O,O,O
OTZIJLS,X,X,O,O,X
OTZIJSL,O,X,O,O,O
OTZISLJ,O,X,O,O,O
OTZISJL,O,X,O,O,O
OTZLIJS,O,X,O,O,X
OTZLISJ,O,X,O,O,O
OTZLJIS,O,X,O,O,X
OTZLJSI,O,X,O,O,X
OTZLSIJ,O,X,O,O,O
OTZLSJI,O,X,O,O,O
OTZJILS,X,X,O,O,X
OTZJISL,O,X,O,O,O
OTZJLIS,X,X,O,O,X
OTZJLSI,O,X,O,O,X
OTZJSIL,O,X,O,O,O
OTZJSLI,O,X,X,O,O
OTZSILJ,O,X,O,O,O
OTZSIJL,O,X,O,O,O
OTZSLIJ,O,X,O,O,O
OTZSLJI,O,X,O,O,O
OTZSJIL,O,X,O,O,O
OTZSJLI,O,X,X,O,O
OITLJSZ,X,X,O,X,X
OITLJZS,X,X,O,X,X
OITLSJZ,X,X,O,X,O
OITLSZJ,X,X,O,O,O
OITLZJS,X,X,O,O,X
OITLZSJ,X,X,O,O,O
OITJLSZ,X,X,O,X,X
OITJLZS,X,X,O,X,X
OITJSLZ,X,X,X,O,O
OITJSZL,X,X,X,O,O
OITJZLS,X,X,O,O,X
OITJZSL,X,X,O,O,O
OITSLJZ,X,X,X,X,O
OITSLZJ,X,X,O,O,O
OITSJLZ,X,X,X,O,O
OITSJZL,X,X,X,O,O
OITSZLJ,X,X,O,O,O
OITSZJL,X,X,O,O,O
OITZLJS,X,X,O,O,X
OITZLSJ,X,X,O,O,O
OITZJLS,X,X,O,O,X
OITZJSL,X,X,O,O,O
OITZSLJ,X,X,O,O,O
OITZSJL,X,X,O,O,O
OILTJSZ,O,O,O,X,X
OILTJZS,O,X,O,X,X
OILTSJZ,O,O,O,X,X
OILTSZJ,O,O,O,X,X
OILTZJS,O,X,O,X,X
OILTZSJ,O,X,O,X,X
OILJTSZ,O,O,O,X,X
OILJTZS,O,X,O,X,X
OILJSTZ,O,O,O,X,X
OILJSZT,O,O,O,X,X
OILJZTS,X,X,O,X,X
OILJZST,O,O,O,X,X
OILSTJZ,O,O,O,X,X
OILSTZJ,O,O,O,X,X
OILSJTZ,O,O,O,X,X
OILSJZT,O,O,O,X,X
OILSZTJ,O,O,O,X,X
