sequence,v115@NhA8BeA8FeE8DeE8JeKEJvhFclBxhBXjBTmB1vBupB,v115@NhA8BeA8FeE8DeE8JeT/IvhFOlBxhBXjB0pBCrBFrB,v115@NhA8BeA8FeE8DeE8JeOEJvhFxhBXjBTmBCqBFqB0qB,v115@NhA8BeA8FeE8DeE8Jex/IvhFCiBXjB2pBFrB8qBzpB,v115@NhA8BeA8FeE8DeE8JexBJvhFXjB2pBllBcrB6pBTqB
JTOLSIZ,O,X,O,O,X
JTOLSZI,O,X,O,O,X
JTOLZIS,O,X,O,O,X
JTOLZSI,O,X,O,O,X
JTOSILZ,O,X,O,O,X
JTOSIZL,O,X,X,O,X
JTOSLIZ,O,X,O,O,X
JTOSLZI,O,X,O,O,X
JTOSZIL,O,X,X,O,X
JTOSZLI,O,X,X,O,X
JTOZILS,O,X,X,O,X
JTOZISL,O,X,X,O,X
JTOZLIS,O,X,X,O,X
JTOZLSI,O,X,X,O,X
JTOZSIL,O,X,X,O,X
JTOZSLI,O,X,X,O,X
JITLSZO,X,X,X,O,X
JITLSOZ,X,X,X,O,X
JITLZSO,X,X,X,O,X
JITLZOS,X,X,X,O,X
JITLOSZ,X,X,X,O,X
JITLOZS,X,X,X,O,X
JITSLZO,X,X,X,O,X
JITSLOZ,X,X,X,O,X
JITSZLO,X,X,X,O,O
JITSZOL,X,X,X,O,O
JITSOLZ,X,X,O,O,X
JITSOZL,X,X,X,O,X
JITZLSO,X,X,X,O,O
JITZLOS,X,X,X,O,O
JITZSLO,X,X,X,O,O
JITZSOL,X,X,X,O,O
JITZOLS,X,X,X,O,O
JITZOSL,X,X,X,O,O
JITOLSZ,X,X,O,O,X
JITOLZS,X,X,O,O,X
JITOSLZ,X,X,O,O,X
JITOSZL,X,X,X,O,X
JITOZLS,X,X,X,O,X
JITOZSL,X,X,X,O,X
JILTSZO,X,X,X,O,X
JILTSOZ,X,X,X,O,X
JILTZSO,X,X,X,O,X
JILTZOS,X,X,X,O,X
JILTOSZ,X,X,X,O,X
JILTOZS,X,X,X,O,X
JILSTZO,X,X,X,O,X
JILSTOZ,X,X,X,O,X
JILSZTO,X,O,X,X,O
JILSZOT,X,O,X,X,X
JILSOTZ,O,X,O,X,X
JILSOZT,X,X,O,X,X
JILZTSO,X,O,X,X,O
JILZTOS,X,O,X,X,O
JILZSTO,X,O,X,X,O
JILZSOT,X,O,X,X,X
JILZOTS,X,O,X,X,X
JILZOST,X,O,X,X,X
JILOTSZ,O,X,O,X,X
JILOTZS,O,X,O,X,X
JILOSTZ,O,X,O,X,X
JILOSZT,X,X,O,X,X
JILOZTS,X,X,O,X,X
JILOZST,X,X,O,X,X
JISTLZO,X,X,X,O,X
JISTLOZ,X,X,X,O,X
JISTZLO,X,X,X,O,O
JISTZOL,X,X,X,O,O
JISTOLZ,X,X,O,O,X
JISTOZL,X,X,X,O,X
JISLTZO,X,X,X,O,X
JISLTOZ,X,X,X,O,X
JISLZTO,X,O,X,X,O
JISLZOT,X,O,X,X,X
JISLOTZ,O,X,O,X,X
JISLOZT,X,X,O,X,X
JISZTLO,X,X,X,X,O
JISZTOL,X,O,X,X,O
JISZLTO,X,O,X,X,O
JISZLOT,X,O,X,X,X
JISZOTL,X,O,X,X,O
JISZOLT,X,O,O,X,X
JISOTLZ,O,X,O,X,X
JISOTZL,O,X,X,X,X
JISOLTZ,O,X,O,X,X
JISOLZT,X,X,O,X,X
JISOZTL,X,X,X,X,O
JISOZLT,X,X,O,X,X
JIZTLSO,X,X,X,X,O
JIZTLOS,X,X,X,X,O
JIZTSLO,X,X,X,X,O
JIZTSOL,X,O,X,X,O
JIZTOLS,X,X,X,X,O
JIZTOSL,X,O,X,X,O
JIZLTSO,X,O,X,X,O
JIZLTOS,X,O,X,X,O
JIZLSTO,X,O,X,X,O
JIZLSOT,X,O,X,X,X
JIZLOTS,X,O,X,X,X
JIZLOST,X,O,X,X,X
JIZSTLO,X,X,X,X,O
JIZSTOL,X,O,X,X,O
JIZSLTO,X,O,X,X,O
JIZSLOT,X,O,X,X,X
JIZSOTL,X,O,X,X,O
JIZSOLT,X,O,O,X,X
JIZOTLS,X,X,X,X,O
JIZOTSL,X,O,X,X,O
JIZOLTS,X,O,O,X,X
JIZOLST,X,O,O,X,X
JIZOSTL,X,O,X,X,O
JIZOSLT,X,O,O,X,X
JIOTLSZ,O,X,O,X,X
JIOTLZS,O,X,O,X,X
JIOTSLZ,O,X,O,X,X
JIOTSZL,O,X,X,X,X
JIOTZLS,O,X,X,X,X
JIOTZSL,O,X,X,X,X
JIOLTSZ,O,X,O,X,X
JIOLTZS,O,X,O,X,X
JIOLSTZ,O,X,O,X,X
JIOLSZT,X,X,O,X,X
JIOLZTS,X,X,O,X,X
JIOLZST,X,X,O,X,X
JIOSTLZ,O,X,O,X,X
JIOSTZL,O,X,X,X,X
JIOSLTZ,O,X,O,X,X
JIOSLZT,X,X,O,X,X
JIOSZTL,X,X,X,X,O
JIOSZLT,X,X,O,X,X
JIOZTLS,X,X,X,X,O
JIOZTSL,X,X,X,X,O
JIOZLTS,X,X,O,X,X
JIOZLST,X,X,O,X,X
JIOZSTL,X,X,X,X,O
JIOZSLT,X,X,O,X,X
JLTISZO,X,X,X,O,X
JLTISOZ,X,X,X,O,X
JLTIZSO,X,X,X,O,X
JLTIZOS,X,X,X,O,X
JLTIOSZ,X,X,X,O,X
JLTIOZS,X,X,X,O,X
JLTSIZO,X,X,X,O,X
JLTSIOZ,X,X,X,O,X
JLTSZIO,X,X,X,O,X
JLTSZOI,O,X,X,O,X
JLTSOIZ,O,X,O,O,X
JLTSOZI,O,X,O,O,X
JLTZISO,X,X,X,O,X
JLTZIOS,X,X,X,O,X
JLTZSIO,X,X,X,O,X
JLTZSOI,O,X,X,O,X
JLTZOIS,O,X,X,O,X
JLTZOSI,O,X,X,O,X
JLTOISZ,O,X,O,O,X
JLTOIZS,O,X,O,O,X
JLTOSIZ,O,X,O,O,X
JLTOSZI,O,X,O,O,X
JLTOZIS,O,X,O,O,X
JLTOZSI,O,X,O,O,X
JLITSZO,X,X,X,O,X
JLITSOZ,X,X,X,O,X
JLITZSO,X,X,X,O,X
JLITZOS,X,X,X,O,X
JLITOSZ,X,X,X,O,X
JLITOZS,X,X,X,O,X
JLISTZO,X,X,X,O,X
JLISTOZ,X,X,X,O,X
JLISZTO,X,O,X,X,O
JLISZOT,X,O,X,X,X
JLISOTZ,O,X,O,X,X
JLISOZT,X,X,O,X,X
JLIZTSO,X,O,X,X,O
JLIZTOS,X,O,X,X,O
JLIZSTO,X,O,X,X,O
JLIZSOT,X,O,X,X,X
JLIZOTS,X,O,X,X,X
JLIZOST,X,O,X,X,X
JLIOTSZ,O,X,O,X,X
JLIOTZS,O,X,O,X,X
JLIOSTZ,O,X,O,X,X
JLIOSZT,X,X,O,X,X
JLIOZTS,X,X,O,X,X
JLIOZST,X,X,O,X,X
JLSTIZO,X,X,X,O,X
JLSTIOZ,X,X,X,O,X
JLSTZIO,X,X,X,O,X
JLSTZOI,O,X,X,O,X
JLSTOIZ,O,X,O,O,X
JLSTOZI,O,X,O,O,X
JLSITZO,X,X,X,O,X
JLSITOZ,X,X,X,O,X
JLSIZTO,X,O,X,X,O
JLSIZOT,X,O,X,X,X
JLSIOTZ,O,X,O,X,X
JLSIOZT,X,X,O,X,X
JLSZTIO,X,O,X,O,O
JLSZTOI,X,O,X,O,O
JLSZITO,X,O,X,X,O
JLSZIOT,X,O,X,X,X
JLSZOTI,X,O,O,X,X
JLSZOIT,X,O,O,X,X
JLSOTIZ,O,X,O,O,X
JLSOTZI,O,X,O,O,X
JLSOITZ,O,X,O,X,X
JLSOIZT,X,X,O,X,X
JLSOZTI,X,X,O,X,X
JLSOZIT,X,X,O,X,X
JLZTISO,X,O,X,O,O
JLZTIOS,X,O,X,O,O
JLZTSIO,X,O,X,O,O
JLZTSOI,X,O,X,O,O
JLZTOIS,X,O,X,O,O
JLZTOSI,X,O,X,O,O
JLZITSO,X,O,X,X,O
JLZITOS,X,O,X,X,O
JLZISTO,X,O,X,X,O
JLZISOT,X,O,X,X,X
JLZIOTS,X,O,X,X,X
JLZIOST,X,O,X,X,X
JLZSTIO,X,O,X,O,O
JLZSTOI,X,O,X,O,O
JLZSITO,X,O,X,X,O
JLZSIOT,X,O,X,X,X
JLZSOTI,X,O,O,X,X
JLZSOIT,X,O,O,X,X
JLZOTIS,X,O,O,X,X
JLZOTSI,X,O,O,X,X
JLZOITS,X,O,O,X,X
JLZOIST,X,O,O,X,X
JLZOSTI,X,O,O,X,X
JLZOSIT,X,O,O,X,X
JLOTISZ,O,X,O,O,X
JLOTIZS,O,X,O,O,X
JLOTSIZ,O,X,O,O,X
JLOTSZI,O,X,O,O,X
JLOTZIS,O,X,O,O,X
JLOTZSI,O,X,O,O,X
JLOITSZ,O,X,O,X,X
JLOITZS,O,X,O,X,X
JLOISTZ,O,X,O,X,X
JLOISZT,X,X,O,X,X
JLOIZTS,X,X,O,X,X
JLOIZST,X,X,O,X,X
JLOSTIZ,O,X,O,O,X
JLOSTZI,O,X,O,O,X
JLOSITZ,O,X,O,X,X
JLOSIZT,X,X,O,X,X
JLOSZTI,X,X,O,X,X
JLOSZIT,X,X,O,X,X
JLOZTIS,X,X,O,X,X
JLOZTSI,X,X,O,X,X
JLOZITS,X,X,O,X,X
JLOZIST,X,X,O,X,X
JLOZSTI,X,X,O,X,X
JLOZSIT,X,X,O,X,X
JSTILZO,X,X,X,O,X
JSTILOZ,X,X,X,O,X
JSTIZLO,X,X,X,O,O
JSTIZOL,X,X,X,O,O
JSTIOLZ,X,X,O,O,X
JSTIOZL,X,X,X,O,X
JSTLIZO,X,X,X,O,X
JSTLIOZ,X,X,X,O,X
JSTLZIO,X,X,X,O,X
JSTLZOI,O,X,X,O,X
JSTLOIZ,O,X,O,O,X
JSTLOZI,O,X,O,O,X
JSTZILO,X,X,X,O,O
JSTZIOL,X,X,X,O,O
JSTZLIO,X,X,X,O,O
JSTZLOI,O,X,X,O,O
JSTZOIL,O,X,X,O,O
JSTZOLI,O,X,X,O,O
JSTOILZ,O,X,O,O,X
JSTOIZL,O,X,X,O,X
JSTOLIZ,O,X,O,O,X
JSTOLZI,O,X,O,O,X
JSTOZIL,O,X,X,O,X
JSTOZLI,O,X,X,O,X
JSITLZO,X,X,X,O,X
JSITLOZ,X,X,X,O,X
JSITZLO,X,X,X,O,O
JSITZOL,X,X,X,O,O
JSITOLZ,X,X,O,O,X
JSITOZL,X,X,X,O,X
JSILTZO,X,X,X,O,X
JSILTOZ,X,X,X,O,X
JSILZTO,X,O,X,X,O
JSILZOT,X,O,X,X,X
JSILOTZ,O,X,O,X,X
JSILOZT,X,X,O,X,X
JSIZTLO,X,X,X,X,O
JSIZTOL,X,O,X,X,O
JSIZLTO,X,O,X,X,O
JSIZLOT,X,O,X,X,X
JSIZOTL,X,O,X,X,O
JSIZOLT,X,O,O,X,X
JSIOTLZ,O,X,O,X,X
JSIOTZL,O,X,X,X,X
JSIOLTZ,O,X,O,X,X
JSIOLZT,X,X,O,X,X
JSIOZTL,X,X,X,X,O
JSIOZLT,X,X,O,X,X
JSLTIZO,X,X,X,O,X
JSLTIOZ,X,X,X,O,X
JSLTZIO,X,X,X,O,X
JSLTZOI,O,X,X,O,X
JSLTOIZ,O,X,O,O,X
JSLTOZI,O,X,O,O,X
JSLITZO,X,X,X,O,X
JSLITOZ,X,X,X,O,X
JSLIZTO,X,O,X,X,O
JSLIZOT,X,O,X,X,X
JSLIOTZ,O,X,O,X,X
JSLIOZT,X,X,O,X,X
JSLZTIO,X,O,X,O,O
JSLZTOI,X,O,X,O,O
JSLZITO,X,O,X,X,O
JSLZIOT,X,O,X,X,X
JSLZOTI,X,O,O,X,X
JSLZOIT,X,O,O,X,X
JSLOTIZ,O,X,O,O,X
JSLOTZI,O,X,O,O,X
JSLOITZ,O,X,O,X,X
JSLOIZT,X,X,O,X,X
JSLOZTI,X,X,O,X,X
JSLOZIT,X,X,O,X,X
JSZTILO,X,X,X,O,O
JSZTIOL,X,O,X,O,O
JSZTLIO,X,O,X,O,O
JSZTLOI,X,O,X,O,O
JSZTOIL,X,O,X,O,O
JSZTOLI,X,O,X,O,O
JSZITLO,X,X,X,X,O
JSZITOL,X,O,X,X,O
JSZILTO,X,O,X,X,O
JSZILOT,X,O,X,X,X
JSZIOTL,X,O,X,X,O
JSZIOLT,X,O,O,X,X
JSZLTIO,X,O,X,O,O
JSZLTOI,X,O,X,O,O
JSZLITO,X,O,X,X,O
JSZLIOT,X,O,X,X,X
JSZLOTI,X,O,O,X,X
JSZLOIT,X,O,O,X,X
JSZOTIL,X,O,X,X,O
JSZOTLI,X,O,X,X,O
JSZOITL,X,O,X,X,O
JSZOILT,X,O,O,X,X
JSZOLTI,X,O,O,X,X
JSZOLIT,X,O,O,X,X
JSOTILZ,O,X,O,O,X
JSOTIZL,O,X,X,O,X
JSOTLIZ,O,X,O,O,X
JSOTLZI,O,X,O,O,X
JSOTZIL,O,X,X,O,X
JSOTZLI,O,X,X,O,X
JSOITLZ,O,X,O,X,X
JSOITZL,O,X,X,X,X
JSOILTZ,O,X,O,X,X
JSOILZT,X,X,O,X,X
JSOIZTL,X,X,X,X,O
JSOIZLT,X,X,O,X,X
JSOLTIZ,O,X,O,O,X
JSOLTZI,O,X,O,O,X
JSOLITZ,O,X,O,X,X
JSOLIZT,X,X,O,X,X
JSOLZTI,X,X,O,X,X
JSOLZIT,X,X,O,X,X
JSOZTIL,X,X,X,X,O
JSOZTLI,X,X,X,X,O
JSOZITL,X,X,X,X,O
JSOZILT,X,X,O,X,X
JSOZLTI,X,X,O,X,X
JSOZLIT,X,X,O,X,X
JZTILSO,X,X,X,O,O
JZTILOS,X,X,X,O,O
JZTISLO,X,X,X,O,O
JZTISOL,X,O,X,O,O
JZTIOLS,X,X,X,O,O
JZTIOSL,X,O,X,O,O
JZTLISO,X,O,X,O,O
JZTLIOS,X,O,X,O,O
JZTLSIO,X,O,X,O,O
JZTLSOI,X,O,X,O,O
JZTLOIS,X,O,X,O,O
JZTLOSI,X,O,X,O,O
JZTSILO,X,X,X,O,O
JZTSIOL,X,O,X,O,O
JZTSLIO,X,O,X,O,O
JZTSLOI,X,O,X,O,O
JZTSOIL,X,O,X,O,O
JZTSOLI,X,O,X,O,O
JZTOILS,X,X,X,O,O
JZTOISL,X,O,X,O,O
JZTOLIS,X,O,X,O,O
JZTOLSI,X,O,X,O,O
JZTOSIL,X,O,X,O,O
JZTOSLI,X,O,X,O,O
JZITLSO,X,X,X,X,O
JZITLOS,X,X,X,X,O
JZITSLO,X,X,X,X,O
JZITSOL,X,O,X,X,O
JZITOLS,X,X,X,X,O
JZITOSL,X,O,X,X,O
JZILTSO,X,O,X,X,O
JZILTOS,X,O,X,X,O
JZILSTO,X,O,X,X,O
JZILSOT,X,O,X,X,X
JZILOTS,X,O,X,X,X
JZILOST,X,O,X,X,X
JZISTLO,X,X,X,X,O
JZISTOL,X,O,X,X,O
JZISLTO,X,O,X,X,O
JZISLOT,X,O,X,X,X
JZISOTL,X,O,X,X,O
JZISOLT,X,O,O,X,X
JZIOTLS,X,X,X,X,O
JZIOTSL,X,O,X,X,O
JZIOLTS,X,O,O,X,X
JZIOLST,X,O,O,X,X
JZIOSTL,X,O,X,X,O
JZIOSLT,X,O,O,X,X
JZLTISO,X,O,X,O,O
JZLTIOS,X,O,X,O,O
JZLTSIO,X,O,X,O,O
JZLTSOI,X,O,X,O,O
JZLTOIS,X,O,X,O,O
JZLTOSI,X,O,X,O,O
JZLITSO,X,O,X,X,O
JZLITOS,X,O,X,X,O
JZLISTO,X,O,X,X,O
JZLISOT,X,O,X,X,X
JZLIOTS,X,O,X,X,X
JZLIOST,X,O,X,X,X
JZLSTIO,X,O,X,O,O
JZLSTOI,X,O,X,O,O
JZLSITO,X,O,X,X,O
JZLSIOT,X,O,X,X,X
JZLSOTI,X,O,O,X,X
JZLSOIT,X,O,O,X,X
JZLOTIS,X,O,O,X,X
JZLOTSI,X,O,O,X,X
JZLOITS,X,O,O,X,X
JZLOIST,X,O,O,X,X
JZLOSTI,X,O,O,X,X
JZLOSIT,X,O,O,X,X
JZSTILO,X,X,X,O,O
JZSTIOL,X,O,X,O,O
JZSTLIO,X,O,X,O,O
JZSTLOI,X,O,X,O,O
JZSTOIL,X,O,X,O,O
JZSTOLI,X,O,X,O,O
JZSITLO,X,X,X,X,O
JZSITOL,X,O,X,X,O
JZSILTO,X,O,X,X,O
JZSILOT,X,O,X,X,X
JZSIOTL,X,O,X,X,O
JZSIOLT,X,O,O,X,X
JZSLTIO,X,O,X,O,O
JZSLTOI,X,O,X,O,O
JZSLITO,X,O,X,X,O
JZSLIOT,X,O,X,X,X
JZSLOTI,X,O,O,X,X
JZSLOIT,X,O,O,X,X
JZSOTIL,X,O,X,X,O
JZSOTLI,X,O,X,X,O
JZSOITL,X,O,X,X,O
JZSOILT,X,O,O,X,X
JZSOLTI,X,O,O,X,X
JZSOLIT,X,O,O,X,X
JZOTILS,X,X,X,X,O
JZOTISL,X,O,X,X,O
JZOTLIS,X,O,X,X,O
JZOTLSI,X,O,X,X,O
JZOTSIL,X,O,X,X,O
JZOTSLI,X,O,X,X,O
JZOITLS,X,X,X,X,O
JZOITSL,X,O,X,X,O
JZOILTS,X,O,O,X,X
JZOILST,X,O,O,X,X
JZOISTL,X,O,X,X,O
JZOISLT,X,O,O,X,X
JZOLTIS,X,O,O,X,X
JZOLTSI,X,O,O,X,X
JZOLITS,X,O,O,X,X
JZOLIST,X,O,O,X,X
JZOLSTI,X,O,O,X,X
JZOLSIT,X,O,O,X,X
JZOSTIL,X,O,X,X,O
JZOSTLI,X,O,X,X,O
JZOSITL,X,O,X,X,O
JZOSILT,X,O,O,X,X
JZOSLTI,X,O,O,X,X
JZOSLIT,X,O,O,X,X
JOTILSZ,O,X,O,O,X
JOTILZS,O,X,O,O,X
JOTISLZ,O,X,O,O,X
JOTISZL,O,X,X,O,X
JOTIZLS,O,X,X,O,X
JOTIZSL,O,X,X,O,X
JOTLISZ,O,X,O,O,X
JOTLIZS,O,X,O,O,X
JOTLSIZ,O,X,O,O,X
JOTLSZI,O,X,O,O,X
JOTLZIS,O,X,O,O,X
JOTLZSI,O,X,O,O,X
JOTSILZ,O,X,O,O,X
JOTSIZL,O,X,X,O,X
JOTSLIZ,O,X,O,O,X
JOTSLZI,O,X,O,O,X
JOTSZIL,O,X,X,O,X
JOTSZLI,O,X,X,O,X
JOTZILS,O,X,X,O,X
JOTZISL,O,X,X,O,X
JOTZLIS,O,X,X,O,X
JOTZLSI,O,X,X,O,X
JOTZSIL,O,X,X,O,X
JOTZSLI,O,X,X,O,X
JOITLSZ,O,X,O,X,X
JOITLZS,O,X,O,X,X
JOITSLZ,O,X,O,X,X
JOITSZL,O,X,X,X,X
JOITZLS,O,X,X,X,X
JOITZSL,O,X,X,X,X
JOILTSZ,O,X,O,X,X
JOILTZS,O,X,O,X,X
JOILSTZ,O,X,O,X,X
JOILSZT,X,X,O,X,X
JOILZTS,X,X,O,X,X
JOILZST,X,X,O,X,X
JOISTLZ,O,X,O,X,X
JOISTZL,O,X,X,X,X
JOISLTZ,O,X,O,X,X
JOISLZT,X,X,O,X,X
JOISZTL,X,X,X,X,O
JOISZLT,X,X,O,X,X
JOIZTLS,X,X,X,X,O
JOIZTSL,X,X,X,X,O
JOIZLTS,X,X,O,X,X
JOIZLST,X,X,O,X,X
JOIZSTL,X,X,X,X,O
JOIZSLT,X,X,O,X,X
JOLTISZ,O,X,O,O,X
JOLTIZS,O,X,O,O,X
JOLTSIZ,O,X,O,O,X
JOLTSZI,O,X,O,O,X
JOLTZIS,O,X,O,O,X
JOLTZSI,O,X,O,O,X
JOLITSZ,O,X,O,X,X
JOLITZS,O,X,O,X,X
JOLISTZ,O,X,O,X,X
JOLISZT,X,X,O,X,X
JOLIZTS,X,X,O,X,X
JOLIZST,X,X,O,X,X
JOLSTIZ,O,X,O,O,X
JOLSTZI,O,X,O,O,X
JOLSITZ,O,X,O,X,X
JOLSIZT,X,X,O,X,X
JOLSZTI,X,X,O,X,X
JOLSZIT,X,X,O,X,X
JOLZTIS,X,X,O,X,X
JOLZTSI,X,X,O,X,X
JOLZITS,X,X,O,X,X
JOLZIST,X,X,O,X,X
JOLZSTI,X,X,O,X,X
JOLZSIT,X,X,O,X,X
JOSTILZ,O,X,O,O,X
JOSTIZL,O,X,X,O,X
JOSTLIZ,O,X,O,O,X
JOSTLZI,O,X,O,O,X
JOSTZIL,O,X,X,O,X
JOSTZLI,O,X,X,O,X
JOSITLZ,O,X,O,X,X
JOSITZL,O,X,X,X,X
JOSILTZ,O,X,O,X,X
JOSILZT,X,X,O,X,X
JOSIZTL,X,X,X,X,O
JOSIZLT,X,X,O,X,X
JOSLTIZ,O,X,O,O,X
JOSLTZI,O,X,O,O,X
JOSLITZ,O,X,O,X,X
JOSLIZT,X,X,O,X,X
JOSLZTI,X,X,O,X,X
JOSLZIT,X,X,O,X,X
JOSZTIL,X,X,X,X,O
JOSZTLI,X,X,X,X,O
JOSZITL,X,X,X,X,O
JOSZILT,X,X,O,X,X
JOSZLTI,X,X,O,X,X
JOSZLIT,X,X,O,X,X
JOZTILS,X,X,X,X,O
JOZTISL,X,X,X,X,O
JOZTLIS,X,X,X,X,O
JOZTLSI,X,X,X,X,O
JOZTSIL,X,X,X,X,O
JOZTSLI,X,X,X,X,O
JOZITLS,X,X,X,X,O
JOZITSL,X,X,X,X,O
JOZILTS,X,X,O,X,X
JOZILST,X,X,O,X,X
JOZISTL,X,X,X,X,O
JOZISLT,X,X,O,X,X
JOZLTIS,X,X,O,X,X
JOZLTSI,X,X,O,X,X
JOZLITS,X,X,O,X,X
JOZLIST,X,X,O,X,X
JOZLSTI,X,X,O,X,X
JOZLSIT,X,X,O,X,X
JOZSTIL,X,X,X,X,O
JOZSTLI,X,X,X,X,O
JOZSITL,X,X,X,X,O
JOZSILT,X,X,O,X,X
JOZSLTI,X,X,O,X,X
JOZSLIT,X,X,O,X,X
STILJZO,X,X,X,O,X
STILJOZ,X,X,X,O,X
STILZJO,X,O,X,X,X
STILZOJ,O,O,X,X,X
STILOJZ,O,X,X,X,X
STILOZJ,O,X,X,X,X
STIJLZO,X,X,X,O,X
STIJLOZ,X,X,X,O,X
STIJZLO,X,X,X,O,O
STIJZOL,X,X,X,O,O
STIJOLZ,X,X,O,O,X
STIJOZL,X,X,X,O,X
STIZLJO,X,O,X,X,O
STIZLOJ,O,O,X,X,X
STIZJLO,X,X,X,X,O
STIZJOL,X,O,X,X,O
STIZOLJ,O,O,X,X,X
STIZOJL,O,O,X,X,O
STIOLJZ,O,X,O,X,X
STIOLZJ,O,X,X,X,X
STIOJLZ,O,X,O,X,X
STIOJZL,O,X,X,X,X
STIOZLJ,O,X,X,X,X
STIOZJL,O,X,X,X,X
STLIJZO,X,X,X,O,X
STLIJOZ,X,X,X,O,X
STLIZJO,X,O,X,X,X
STLIZOJ,O,O,X,X,X
STLIOJZ,O,X,X,X,X
STLIOZJ,O,X,X,X,X
STLJIZO,X,X,X,O,X
STLJIOZ,X,X,X,O,X
STLJZIO,X,X,X,O,X
STLJZOI,O,X,X,O,X
STLJOIZ,O,X,O,O,X
STLJOZI,O,X,O,O,X
STLZIJO,X,O,X,X,X
STLZIOJ,O,O,X,X,X
STLZJIO,X,O,X,O,X
STLZJOI,O,O,X,O,X
STLZOIJ,O,O,X,X,X
STLZOJI,O,O,X,X,X
STLOIJZ,O,X,O,X,X
STLOIZJ,O,X,X,X,X
STLOJIZ,O,X,O,O,X
STLOJZI,O,X,O,O,X
STLOZIJ,O,X,X,X,X
STLOZJI,O,X,X,X,X
STJILZO,X,X,X,O,X
STJILOZ,X,X,X,O,X
STJIZLO,X,X,X,O,O
STJIZOL,X,X,X,O,O
STJIOLZ,X,X,O,O,X
STJIOZL,X,X,X,O,X
STJLIZO,X,X,X,O,X
STJLIOZ,X,X,X,O,X
STJLZIO,X,X,X,O,X
STJLZOI,O,X,X,O,X
STJLOIZ,O,X,O,O,X
STJLOZI,O,X,O,O,X
STJZILO,X,X,X,O,O
STJZIOL,X,X,X,O,O
STJZLIO,X,X,X,O,O
STJZLOI,O,X,X,O,O
STJZOIL,O,X,X,O,O
STJZOLI,O,X,X,O,O
STJOILZ,O,X,O,O,X
STJOIZL,O,X,X,O,X
STJOLIZ,O,X,O,O,X
STJOLZI,O,X,O,O,X
STJOZIL,O,X,X,O,X
STJOZLI,O,X,X,O,X
STZILJO,X,O,X,X,O
STZILOJ,O,O,X,X,X
STZIJLO,X,X,X,X,O
STZIJOL,X,O,X,X,O
STZIOLJ,O,O,X,X,X
STZIOJL,O,O,X,X,O
STZLIJO,X,O,X,X,O
STZLIOJ,O,O,X,X,X
STZLJIO,X,O,X,O,O
STZLJOI,O,O,X,O,O
STZLOIJ,O,O,X,X,X
STZLOJI,O,O,X,X,X
STZJILO,X,X,X,O,O
STZJIOL,X,O,X,O,O
STZJLIO,X,O,X,O,O
STZJLOI,O,O,X,O,O
STZJOIL,O,O,X,O,O
STZJOLI,O,O,X,O,O
STZOILJ,O,O,X,X,X
STZOIJL,O,O,X,X,O
STZOLIJ,O,O,X,X,X
STZOLJI,O,O,X,X,X
STZOJIL,O,O,X,X,O
STZOJLI,O,O,X,X,O
STOILJZ,O,X,O,X,X
STOILZJ,O,X,X,X,X
STOIJLZ,O,X,O,X,X
STOIJZL,O,X,X,X,X
STOIZLJ,O,X,X,X,X
STOIZJL,O,X,X,X,X
STOLIJZ,O,X,O,X,X
STOLIZJ,O,X,X,X,X
STOLJIZ,O,X,O,O,X
STOLJZI,O,X,O,O,X
STOLZIJ,O,X,X,X,X
STOLZJI,O,X,X,X,X
STOJILZ,O,X,O,O,X
STOJIZL,O,X,X,O,X
STOJLIZ,O,X,O,O,X
STOJLZI,O,X,O,O,X
STOJZIL,O,X,X,O,X
STOJZLI,O,X,X,O,X
STOZILJ,O,X,X,X,X
STOZIJL,O,X,X,X,X
STOZLIJ,O,X,X,X,X
STOZLJI,O,X,X,X,X
STOZJIL,O,X,X,X,X
STOZJLI,O,X,X,X,X
SITLJZO,X,X,X,O,X
SITLJOZ,X,X,X,O,X
SITLZJO,X,O,X,X,X
SITLZOJ,O,O,X,X,X
SITLOJZ,O,X,X,X,X
SITLOZJ,O,X,X,X,X
SITJLZO,X,X,X,O,X
SITJLOZ,X,X,X,O,X
SITJZLO,X,X,X,O,O
SITJZOL,X,X,X,O,O
SITJOLZ,X,X,O,O,X
SITJOZL,X,X,X,O,X
SITZLJO,X,O,X,X,O
SITZLOJ,O,O,X,X,X
SITZJLO,X,X,X,X,O
SITZJOL,X,O,X,X,O
SITZOLJ,O,O,X,X,X
SITZOJL,O,O,X,X,O
SITOLJZ,O,X,O,X,X
SITOLZJ,O,X,X,X,X
SITOJLZ,O,X,O,X,X
SITOJZL,O,X,X,X,X
SITOZLJ,O,X,X,X,X
SITOZJL,O,X,X,X,X
SILTJZO,X,X,X,O,X
SILTJOZ,X,X,X,O,X
SILTZJO,X,O,X,X,X
SILTZOJ,O,O,X,X,X
SILTOJZ,O,X,X,X,X
SILTOZJ,O,X,X,X,X
SILJTZO,X,X,X,O,X
SILJTOZ,X,X,X,O,X
SILJZTO,X,O,X,X,O
SILJZOT,X,O,X,X,X
SILJOTZ,O,X,O,X,X
SILJOZT,X,X,O,X,X
SILZTJO,X,O,X,X,O
SILZTOJ,X,O,X,X,X
SILZJTO,X,O,X,X,O
SILZJOT,X,O,X,X,X
SILZOTJ,O,O,X,X,X
SILZOJT,X,O,X,X,X
SILOTJZ,O,X,O,X,X
SILOTZJ,O,X,X,X,X
