sequence,v115@FhB8HeC8HeC8DeD8Jei/IvhFGhBTiBfqBUrBRsBlqB,v115@FhB8HeC8HeC8DeD8JeT/IvhF0gBqnBVqB3mBmmBxvB,v115@FhB8HeC8HeC8DeD8JeT/IvhFelBRhBqnB8rB3qBFrB,v115@FhB8HeC8HeC8DeD8JeT/IvhFigBGiBfrBUqBRsBlrB,v115@FhB8HeC8HeC8DeD8JeT/IvhFCiBXlB2rB0nBllBxvB,v115@FhB8HeC8HeC8DeD8JeT/IvhFcmBenBqnBXlBllBxvB,v115@FhB8HeC8HeC8DeD8JeT/IvhFelBRmB1sBCnB3qBUrB,v115@FhB8HeC8HeC8DeD8Je2EJvhFRmB1sBzkBCnB3qBUrB,v115@FhB8HeC8HeC8DeD8Jei/IvhFfqBxlB0nBuqBFnBTrB
SIJOLZT,O,X,O,X,X,O,X,X,X
SIJOZTL,O,X,X,O,O,X,X,X,X
SIJOZLT,O,X,O,O,O,X,X,X,X
SIZTLJO,O,O,X,O,X,X,X,X,O
SIZTLOJ,O,O,X,O,X,X,X,X,O
SIZTJLO,O,O,X,O,O,X,X,X,X
SIZTJOL,O,O,X,O,O,X,X,X,X
SIZTOLJ,O,O,X,O,X,X,X,X,X
SIZTOJL,O,O,X,O,O,X,X,X,X
SIZLTJO,O,O,O,O,X,X,X,X,O
SIZLTOJ,O,O,X,O,X,X,X,X,O
SIZLJTO,O,X,O,O,O,O,X,X,O
SIZLJOT,O,X,O,O,O,O,X,X,O
SIZLOTJ,O,X,X,O,X,X,X,X,O
SIZLOJT,O,X,O,O,O,O,X,X,O
SIZJTLO,O,X,X,O,O,X,X,X,X
SIZJTOL,O,X,X,O,O,X,X,X,X
SIZJLTO,O,X,O,O,O,X,X,X,O
SIZJLOT,O,X,O,O,O,X,X,X,O
SIZJOTL,O,X,X,O,O,X,X,X,X
SIZJOLT,O,X,O,O,O,X,X,X,X
SIZOTLJ,O,X,X,O,X,X,X,X,O
SIZOTJL,O,X,X,O,O,X,X,X,X
SIZOLTJ,O,X,X,O,X,X,X,X,O
SIZOLJT,O,X,O,O,O,O,X,X,O
SIZOJTL,O,X,X,O,O,X,X,X,X
SIZOJLT,O,X,O,O,O,X,X,X,O
SIOTLJZ,O,O,X,X,X,O,O,X,X
SIOTLZJ,O,O,X,X,X,X,X,X,O
SIOTJLZ,O,O,X,X,X,X,O,X,X
SIOTJZL,X,O,X,X,X,X,O,X,X
SIOTZLJ,O,O,X,X,X,X,X,X,O
SIOTZJL,O,O,X,X,O,X,O,X,X
SIOLTJZ,O,O,X,X,X,O,X,X,X
SIOLTZJ,O,O,X,X,X,X,X,X,O
SIOLJTZ,O,X,X,X,X,O,X,X,X
SIOLJZT,O,X,O,X,X,O,X,X,O
SIOLZTJ,O,X,X,X,X,X,X,X,O
SIOLZJT,O,X,O,X,O,O,X,X,O
SIOJTLZ,O,X,X,X,X,X,O,X,X
SIOJTZL,X,X,X,X,X,X,O,X,X
SIOJLTZ,O,X,X,X,X,O,X,X,X
SIOJLZT,O,X,O,X,X,O,X,X,O
SIOJZTL,O,X,X,O,O,X,X,X,X
SIOJZLT,O,X,O,O,O,X,X,X,O
SIOZTLJ,O,X,X,O,X,X,X,X,O
SIOZTJL,O,X,X,O,O,X,X,X,X
SIOZLTJ,O,X,X,O,X,X,X,X,O
SIOZLJT,O,X,O,O,O,O,X,X,O
SIOZJTL,O,X,X,O,O,X,X,X,X
SIOZJLT,O,X,O,O,O,X,X,X,O
SLTIJZO,X,O,X,X,X,O,X,O,X
SLTIJOZ,O,O,X,X,X,O,O,O,X
SLTIZJO,O,O,X,X,X,X,X,X,O
SLTIZOJ,O,O,X,X,X,X,X,X,O
SLTIOJZ,O,O,X,X,X,O,O,X,X
SLTIOZJ,O,O,X,X,X,X,X,X,X
SLTJIZO,X,X,X,X,X,X,X,O,X
SLTJIOZ,X,X,X,X,X,X,O,O,X
SLTJZIO,X,X,O,X,X,X,X,X,X
SLTJZOI,X,X,O,X,X,O,X,X,X
SLTJOIZ,X,X,X,X,X,X,O,X,X
SLTJOZI,X,X,O,X,X,O,X,X,X
SLTZIJO,X,O,O,X,X,X,X,X,O
SLTZIOJ,X,O,X,X,X,X,X,X,O
SLTZJIO,X,X,O,X,X,X,X,X,X
SLTZJOI,X,X,O,X,X,X,X,X,X
SLTZOIJ,X,O,X,X,X,X,X,X,O
SLTZOJI,X,X,O,X,X,X,X,X,X
SLTOIJZ,X,O,X,X,X,O,O,X,X
SLTOIZJ,X,O,X,X,X,X,X,X,O
SLTOJIZ,X,X,X,X,X,X,O,X,X
SLTOJZI,X,X,O,X,X,O,X,X,X
SLTOZIJ,X,O,X,X,X,X,X,X,O
SLTOZJI,X,X,O,X,X,X,X,X,X
SLITJZO,X,O,X,X,X,O,X,X,X
SLITJOZ,O,O,X,X,X,O,X,X,X
SLITZJO,O,O,X,X,X,X,X,X,O
SLITZOJ,O,O,X,X,X,X,X,X,O
SLITOJZ,O,O,X,X,X,O,X,X,X
SLITOZJ,O,O,X,X,X,X,X,X,X
SLIJTZO,X,O,X,X,X,O,X,X,X
SLIJTOZ,O,O,X,X,X,O,X,X,X
SLIJZTO,O,X,O,X,X,O,X,X,O
SLIJZOT,O,X,O,X,X,O,X,X,O
SLIJOTZ,O,X,X,X,X,O,X,X,X
SLIJOZT,O,X,O,X,X,O,X,X,X
SLIZTJO,O,O,O,X,X,X,X,X,O
SLIZTOJ,O,O,X,X,X,X,X,X,O
SLIZJTO,O,X,O,X,O,O,X,X,O
SLIZJOT,O,X,O,X,O,O,X,X,O
SLIZOTJ,O,X,X,X,X,X,X,X,O
SLIZOJT,O,X,O,X,O,O,X,X,O
SLIOTJZ,O,O,X,X,X,O,X,X,X
SLIOTZJ,O,O,X,X,X,X,X,X,O
SLIOJTZ,O,X,X,X,X,O,X,X,X
SLIOJZT,O,X,O,X,X,O,X,X,O
SLIOZTJ,O,X,X,X,X,X,X,X,O
SLIOZJT,O,X,O,X,O,O,X,X,O
SLJTIZO,X,X,X,X,X,X,X,O,X
SLJTIOZ,X,X,X,X,X,X,O,O,X
SLJTZIO,X,X,O,X,X,X,X,X,X
SLJTZOI,X,X,O,X,X,O,X,X,X
SLJTOIZ,X,X,X,X,X,X,O,X,X
SLJTOZI,X,X,O,X,X,O,X,X,X
SLJITZO,X,X,X,X,X,O,X,X,X
SLJITOZ,O,X,X,X,X,O,X,X,X
SLJIZTO,O,X,O,X,X,O,X,X,O
SLJIZOT,O,X,O,X,X,O,X,X,O
SLJIOTZ,O,X,X,X,X,O,X,X,X
SLJIOZT,O,X,O,X,X,O,X,X,X
SLJZTIO,X,X,O,X,X,X,X,X,X
SLJZTOI,X,X,O,X,X,O,X,X,X
SLJZITO,X,X,O,X,X,O,X,X,O
SLJZIOT,X,X,O,X,X,O,X,X,O
SLJZOTI,X,X,O,X,X,O,X,X,X
SLJZOIT,X,X,O,X,X,O,X,X,O
SLJOTIZ,X,X,X,X,X,X,O,X,X
SLJOTZI,X,X,O,X,X,O,X,X,X
SLJOITZ,X,X,X,X,X,O,X,X,X
SLJOIZT,X,X,O,X,X,O,X,X,O
SLJOZTI,X,X,O,X,X,O,X,X,X
SLJOZIT,X,X,O,X,X,O,X,X,O
SLZTIJO,X,X,O,X,X,X,X,X,O
SLZTIOJ,X,X,X,X,X,X,X,X,O
SLZTJIO,X,X,O,X,X,X,X,X,X
SLZTJOI,X,X,O,X,X,X,X,X,X
SLZTOIJ,X,X,X,X,X,X,X,X,O
SLZTOJI,X,X,O,X,X,X,X,X,X
SLZITJO,O,X,O,X,X,X,X,X,O
SLZITOJ,O,X,X,X,X,X,X,X,O
SLZIJTO,O,X,O,X,O,O,X,X,O
SLZIJOT,O,X,O,X,O,O,X,X,O
SLZIOTJ,O,X,X,X,X,X,X,X,O
SLZIOJT,O,X,O,X,O,O,X,X,O
SLZJTIO,X,X,O,X,X,X,X,X,X
SLZJTOI,X,X,O,X,O,O,X,X,X
SLZJITO,X,X,O,X,X,X,X,X,O
SLZJIOT,X,X,O,X,O,O,X,X,O
SLZJOTI,X,X,O,X,O,O,X,X,X
SLZJOIT,X,X,O,X,O,O,X,X,O
SLZOTIJ,X,X,X,X,X,X,X,X,O
SLZOTJI,X,X,O,X,X,X,X,X,X
SLZOITJ,X,X,X,X,X,X,X,X,O
SLZOIJT,X,X,O,X,O,O,X,X,O
SLZOJTI,X,X,O,X,O,O,X,X,X
SLZOJIT,X,X,O,X,O,O,X,X,O
SLOTIJZ,X,O,X,X,X,O,O,X,X
SLOTIZJ,X,O,X,X,X,X,X,X,O
SLOTJIZ,X,X,X,X,X,X,O,X,X
SLOTJZI,X,X,O,X,X,O,X,X,X
SLOTZIJ,X,O,X,X,X,X,X,X,O
SLOTZJI,X,X,O,X,X,X,X,X,X
SLOITJZ,O,O,X,X,X,O,X,X,X
SLOITZJ,O,O,X,X,X,X,X,X,O
SLOIJTZ,O,X,X,X,X,O,X,X,X
SLOIJZT,O,X,O,X,X,O,X,X,O
SLOIZTJ,O,X,X,X,X,X,X,X,O
SLOIZJT,O,X,O,X,O,O,X,X,O
SLOJTIZ,X,X,X,X,X,X,O,X,X
SLOJTZI,X,X,O,X,X,O,X,X,X
SLOJITZ,X,X,X,X,X,O,X,X,X
SLOJIZT,X,X,O,X,X,O,X,X,O
SLOJZTI,X,X,O,X,X,O,X,X,X
SLOJZIT,X,X,O,X,X,O,X,X,O
SLOZTIJ,X,X,X,X,X,X,X,X,O
SLOZTJI,X,X,O,X,X,X,X,X,X
SLOZITJ,X,X,X,X,X,X,X,X,O
SLOZIJT,X,X,O,X,O,O,X,X,O
SLOZJTI,X,X,O,X,O,O,X,X,X
SLOZJIT,X,X,O,X,O,O,X,X,O
SJTILZO,X,X,X,X,X,X,X,O,X
SJTILOZ,X,X,X,X,X,X,O,O,X
SJTIZLO,X,X,X,X,X,X,X,O,X
SJTIZOL,X,X,X,X,X,X,O,O,X
SJTIOLZ,X,X,X,X,X,X,O,O,X
SJTIOZL,X,X,X,X,X,X,O,O,X
SJTLIZO,X,X,X,X,X,X,X,O,X
SJTLIOZ,X,X,X,X,X,X,O,O,X
SJTLZIO,X,X,O,X,X,X,X,X,X
SJTLZOI,X,X,O,X,X,X,X,X,X
SJTLOIZ,X,X,X,X,X,X,O,X,X
SJTLOZI,X,X,O,X,X,X,X,X,X
SJTZILO,X,X,X,X,X,X,X,O,X
SJTZIOL,X,X,X,X,X,X,O,O,X
SJTZLIO,X,X,O,X,X,X,X,X,X
SJTZLOI,X,X,O,X,X,X,X,X,X
SJTZOIL,X,X,X,X,X,X,O,X,X
SJTZOLI,X,X,O,X,X,X,X,X,X
SJTOILZ,X,X,X,X,X,X,O,O,X
SJTOIZL,X,X,X,X,X,X,O,O,X
SJTOLIZ,X,X,X,X,X,X,O,X,X
SJTOLZI,X,X,O,X,X,X,X,X,X
SJTOZIL,X,X,X,X,X,X,O,X,X
SJTOZLI,X,X,O,X,X,X,X,X,X
SJITLZO,X,X,X,X,X,X,X,O,X
SJITLOZ,O,X,X,X,X,X,O,O,X
SJITZLO,X,X,X,X,X,X,X,O,X
SJITZOL,X,X,X,X,X,X,O,O,X
SJITOLZ,O,X,X,X,X,X,O,O,X
SJITOZL,X,X,X,X,X,X,O,O,X
SJILTZO,X,X,X,X,X,O,X,X,X
SJILTOZ,O,X,X,X,X,O,X,X,X
SJILZTO,O,X,O,X,X,O,X,X,O
SJILZOT,O,X,O,X,X,O,X,X,O
SJILOTZ,O,X,X,X,X,O,X,X,X
SJILOZT,O,X,O,X,X,O,X,X,X
SJIZTLO,O,X,X,X,O,X,X,X,X
SJIZTOL,O,X,X,X,O,X,X,X,X
SJIZLTO,O,X,O,X,O,X,X,X,O
SJIZLOT,O,X,O,X,O,X,X,X,O
SJIZOTL,O,X,X,X,O,X,X,X,X
SJIZOLT,O,X,O,X,O,X,X,X,X
SJIOTLZ,O,X,X,X,X,X,O,X,X
SJIOTZL,X,X,X,X,X,X,O,X,X
SJIOLTZ,O,X,X,X,X,O,X,X,X
SJIOLZT,O,X,O,X,X,O,X,X,X
SJIOZTL,O,X,X,X,O,X,X,X,X
SJIOZLT,O,X,O,X,O,X,X,X,X
SJLTIZO,X,X,X,X,X,X,X,O,X
SJLTIOZ,X,X,X,X,X,X,O,O,X
SJLTZIO,X,X,O,X,X,X,X,X,X
SJLTZOI,X,X,O,X,X,O,X,X,X
SJLTOIZ,X,X,X,X,X,X,O,X,X
SJLTOZI,X,X,O,X,X,O,X,X,X
SJLITZO,X,X,X,X,X,O,X,X,X
SJLITOZ,O,X,X,X,X,O,X,X,X
SJLIZTO,O,X,O,X,X,O,X,X,O
SJLIZOT,O,X,O,X,X,O,X,X,O
SJLIOTZ,O,X,X,X,X,O,X,X,X
SJLIOZT,O,X,O,X,X,O,X,X,X
SJLZTIO,X,X,O,X,X,X,X,X,X
SJLZTOI,X,X,O,X,X,O,X,X,X
SJLZITO,X,X,O,X,X,X,X,X,O
SJLZIOT,X,X,O,X,X,O,X,X,O
SJLZOTI,X,X,O,X,X,O,X,X,X
SJLZOIT,X,X,O,X,X,O,X,X,O
SJLOTIZ,X,X,X,X,X,X,O,X,X
SJLOTZI,X,X,O,X,X,O,X,X,X
SJLOITZ,X,X,X,X,X,O,X,X,X
SJLOIZT,X,X,O,X,X,O,X,X,O
SJLOZTI,X,X,O,X,X,O,X,X,X
SJLOZIT,X,X,O,X,X,O,X,X,O
SJZTILO,X,X,X,X,X,X,X,O,X
SJZTIOL,X,X,X,X,X,X,O,O,X
SJZTLIO,X,X,O,X,X,X,X,X,X
SJZTLOI,X,X,O,X,O,X,X,X,X
SJZTOIL,X,X,X,X,X,X,O,X,X
SJZTOLI,X,X,O,X,O,X,X,X,X
SJZITLO,X,X,X,X,O,X,X,X,X
SJZITOL,X,X,X,X,O,X,X,X,X
SJZILTO,X,X,O,X,O,X,X,X,O
SJZILOT,X,X,O,X,O,X,X,X,O
SJZIOTL,X,X,X,X,O,X,X,X,X
SJZIOLT,X,X,O,X,O,X,X,X,X
SJZLTIO,X,X,O,X,X,X,X,X,X
SJZLTOI,X,X,O,X,O,X,X,X,X
SJZLITO,X,X,O,X,X,X,X,X,O
SJZLIOT,X,X,O,X,O,X,X,X,O
SJZLOTI,X,X,O,X,O,X,X,X,X
SJZLOIT,X,X,O,X,O,X,X,X,O
SJZOTIL,X,X,X,X,X,X,O,X,X
SJZOTLI,X,X,O,X,O,X,X,X,X
SJZOITL,X,X,X,X,O,X,X,X,X
SJZOILT,X,X,O,X,O,X,X,X,O
SJZOLTI,X,X,O,X,O,X,X,X,X
SJZOLIT,X,X,O,X,O,X,X,X,O
SJOTILZ,X,X,X,X,X,X,O,O,X
SJOTIZL,X,X,X,X,X,X,O,O,X
SJOTLIZ,X,X,X,X,X,X,O,X,X
SJOTLZI,X,X,O,X,X,X,X,X,X
SJOTZIL,X,X,X,X,X,X,O,X,X
SJOTZLI,X,X,O,X,X,X,X,X,X
SJOITLZ,X,X,X,X,X,X,O,X,X
SJOITZL,X,X,X,X,X,X,O,X,X
SJOILTZ,X,X,X,X,X,O,X,X,X
SJOILZT,X,X,O,X,X,O,X,X,O
SJOIZTL,X,X,X,X,O,X,X,X,X
SJOIZLT,X,X,O,X,O,X,X,X,O
SJOLTIZ,X,X,X,X,X,X,O,X,X
SJOLTZI,X,X,O,X,X,O,X,X,X
SJOLITZ,X,X,X,X,X,O,X,X,X
SJOLIZT,X,X,O,X,X,O,X,X,O
SJOLZTI,X,X,O,X,X,O,X,X,X
SJOLZIT,X,X,O,X,X,O,X,X,O
SJOZTIL,X,X,X,X,X,X,O,X,X
SJOZTLI,X,X,O,X,O,X,X,X,X
SJOZITL,X,X,X,X,O,X,X,X,X
SJOZILT,X,X,O,X,O,X,X,X,O
SJOZLTI,X,X,O,X,O,X,X,X,X
SJOZLIT,X,X,O,X,O,X,X,X,O
SZTILJO,X,X,X,O,X,X,X,X,O
SZTILOJ,X,X,X,O,X,X,X,X,O
SZTIJLO,X,X,X,O,O,X,X,O,X
SZTIJOL,X,X,X,O,O,X,O,O,X
SZTIOLJ,X,X,X,O,X,X,X,X,X
SZTIOJL,X,X,X,O,O,X,O,X,X
SZTLIJO,X,X,O,O,X,X,X,X,O
SZTLIOJ,X,X,X,O,X,X,X,X,O
SZTLJIO,X,X,O,X,X,X,X,X,X
SZTLJOI,X,X,O,X,X,X,X,X,X
SZTLOIJ,X,X,X,O,X,X,X,X,O
SZTLOJI,X,X,O,X,X,X,X,X,X
SZTJILO,X,X,X,X,X,X,X,O,X
SZTJIOL,X,X,X,X,X,X,O,O,X
SZTJLIO,X,X,O,X,X,X,X,X,X
SZTJLOI,X,X,O,X,O,X,X,X,X
SZTJOIL,X,X,X,X,X,X,O,X,X
SZTJOLI,X,X,O,X,O,X,X,X,X
SZTOILJ,X,X,X,O,X,X,X,X,O
SZTOIJL,X,X,X,O,O,X,O,X,X
SZTOLIJ,X,X,X,O,X,X,X,X,O
SZTOLJI,X,X,O,X,X,X,X,X,X
SZTOJIL,X,X,X,X,X,X,O,X,X
SZTOJLI,X,X,O,X,O,X,X,X,X
SZITLJO,O,X,X,O,X,X,X,X,O
SZITLOJ,O,X,X,O,X,X,X,X,O
SZITJLO,O,X,X,O,O,X,X,X,X
SZITJOL,O,X,X,O,O,X,X,X,X
SZITOLJ,O,X,X,O,X,X,X,X,X
SZITOJL,O,X,X,O,O,X,X,X,X
SZILTJO,O,X,O,O,X,X,X,X,O
SZILTOJ,O,X,X,O,X,X,X,X,O
SZILJTO,O,X,O,O,O,O,X,X,O
SZILJOT,O,X,O,O,O,O,X,X,O
SZILOTJ,O,X,X,O,X,X,X,X,O
SZILOJT,O,X,O,O,O,O,X,X,O
SZIJTLO,O,X,X,O,O,X,X,X,X
SZIJTOL,O,X,X,O,O,X,X,X,X
SZIJLTO,O,X,O,O,O,X,X,X,O
SZIJLOT,O,X,O,O,O,X,X,X,O
SZIJOTL,O,X,X,O,O,X,X,X,X
SZIJOLT,O,X,O,O,O,X,X,X,X
SZIOTLJ,O,X,X,O,X,X,X,X,O
SZIOTJL,O,X,X,O,O,X,X,X,X
SZIOLTJ,O,X,X,O,X,X,X,X,O
SZIOLJT,O,X,O,O,O,O,X,X,O
SZIOJTL,O,X,X,O,O,X,X,X,X
SZIOJLT,O,X,O,O,O,X,X,X,O
SZLTIJO,X,X,O,O,X,X,X,X,O
SZLTIOJ,X,X,X,O,X,X,X,X,O
SZLTJIO,X,X,O,X,X,X,X,X,X
SZLTJOI,X,X,O,X,X,X,X,X,X
SZLTOIJ,X,X,X,O,X,X,X,X,O
SZLTOJI,X,X,O,X,X,X,X,X,X
SZLITJO,O,X,O,O,X,X,X,X,O
SZLITOJ,O,X,X,O,X,X,X,X,O
SZLIJTO,O,X,O,O,O,O,X,X,O
SZLIJOT,O,X,O,O,O,O,X,X,O
SZLIOTJ,O,X,X,O,X,X,X,X,O
SZLIOJT,O,X,O,O,O,O,X,X,O
SZLJTIO,X,X,O,X,X,X,X,X,X
SZLJTOI,X,X,O,X,O,O,X,X,X
SZLJITO,X,X,O,O,O,X,X,X,O
SZLJIOT,X,X,O,O,O,O,X,X,O
SZLJOTI,X,X,O,X,O,O,X,X,X
SZLJOIT,X,X,O,O,O,O,X,X,O
SZLOTIJ,X,X,X,O,X,X,X,X,O
SZLOTJI,X,X,O,X,X,X,X,X,X
SZLOITJ,X,X,X,O,X,X,X,X,O
SZLOIJT,X,X,O,O,O,O,X,X,O
SZLOJTI,X,X,O,X,O,O,X,X,X
SZLOJIT,X,X,O,O,O,O,X,X,O
SZJTILO,X,X,X,X,X,X,X,O,X
SZJTIOL,X,X,X,X,X,X,O,O,X
SZJTLIO,X,X,O,X,X,X,X,X,X
SZJTLOI,X,X,O,X,O,X,X,X,X
SZJTOIL,X,X,X,X,X,X,O,X,X
SZJTOLI,X,X,O,X,O,X,X,X,X
SZJITLO,X,X,X,O,O,X,X,X,X
SZJITOL,X,X,X,O,O,X,X,X,X
SZJILTO,X,X,O,O,O,X,X,X,O
SZJILOT,X,X,O,O,O,X,X,X,O
SZJIOTL,X,X,X,O,O,X,X,X,X
SZJIOLT,X,X,O,O,O,X,X,X,X
SZJLTIO,X,X,O,X,X,X,X,X,X
SZJLTOI,X,X,O,X,O,X,X,X,X
SZJLITO,X,X,O,O,O,X,X,X,O
SZJLIOT,X,X,O,O,O,X,X,X,O
SZJLOTI,X,X,O,X,O,X,X,X,X
SZJLOIT,X,X,O,O,O,X,X,X,O
SZJOTIL,X,X,X,X,X,X,O,X,X
SZJOTLI,X,X,O,X,O,X,X,X,X
SZJOITL,X,X,X,O,O,X,X,X,X
SZJOILT,X,X,O,O,O,X,X,X,O
SZJOLTI,X,X,O,X,O,X,X,X,X
SZJOLIT,X,X,O,O,O,X,X,X,O
SZOTILJ,X,X,X,O,X,X,X,X,O
SZOTIJL,X,X,X,O,O,X,O,X,X
SZOTLIJ,X,X,X,O,X,X,X,X,O
SZOTLJI,X,X,O,X,X,X,X,X,X
SZOTJIL,X,X,X,X,X,X,O,X,X
SZOTJLI,X,X,O,X,O,X,X,X,X
SZOITLJ,X,X,X,O,X,X,X,X,O
SZOITJL,X,X,X,O,O,X,X,X,X
SZOILTJ,X,X,X,O,X,X,X,X,O
SZOILJT,X,X,O,O,O,O,X,X,O
SZOIJTL,X,X,X,O,O,X,X,X,X
SZOIJLT,X,X,O,O,O,X,X,X,O
SZOLTIJ,X,X,X,O,X,X,X,X,O
SZOLTJI,X,X,O,X,X,X,X,X,X
SZOLITJ,X,X,X,O,X,X,X,X,O
SZOLIJT,X,X,O,O,O,O,X,X,O
SZOLJTI,X,X,O,X,O,O,X,X,X
SZOLJIT,X,X,O,O,O,O,X,X,O
SZOJTIL,X,X,X,X,X,X,O,X,X
SZOJTLI,X,X,O,X,O,X,X,X,X
SZOJITL,X,X,X,O,O,X,X,X,X
SZOJILT,X,X,O,O,O,X,X,X,O
SZOJLTI,X,X,O,X,O,X,X,X,X
SZOJLIT,X,X,O,O,O,X,X,X,O
SOTILJZ,X,X,X,X,X,O,O,X,X
SOTILZJ,X,X,X,X,X,X,X,X,O
SOTIJLZ,X,X,X,X,X,X,O,O,X
SOTIJZL,X,X,X,X,X,X,O,O,X
SOTIZLJ,X,X,X,X,X,X,X,X,O
SOTIZJL,X,X,X,X,O,X,O,X,X
SOTLIJZ,X,O,X,X,X,O,O,X,X
SOTLIZJ,X,O,X,X,X,X,X,X,O
SOTLJIZ,X,X,X,X,X,X,O,X,X
SOTLJZI,X,X,O,X,X,O,X,X,X
SOTLZIJ,X,O,X,X,X,X,X,X,O
SOTLZJI,X,X,O,X,X,X,X,X,X
SOTJILZ,X,X,X,X,X,X,O,O,X
SOTJIZL,X,X,X,X,X,X,O,O,X
SOTJLIZ,X,X,X,X,X,X,O,X,X
SOTJLZI,X,X,O,X,X,X,X,X,X
SOTJZIL,X,X,X,X,X,X,O,X,X
SOTJZLI,X,X,O,X,X,X,X,X,X
SOTZILJ,X,O,X,X,X,X,X,X,O
SOTZIJL,X,O,X,X,O,X,O,X,X
SOTZLIJ,X,O,X,X,X,X,X,X,O
SOTZLJI,X,X,O,X,X,X,X,X,X
SOTZJIL,X,X,X,X,X,X,O,X,X
SOTZJLI,X,X,O,X,O,X,X,X,X
SOITLJZ,O,O,X,X,X,O,O,X,X
SOITLZJ,O,O,X,X,X,X,X,X,O
SOITJLZ,O,O,X,X,X,X,O,X,X
SOITJZL,X,O,X,X,X,X,O,X,X
SOITZLJ,O,O,X,X,X,X,X,X,O
SOITZJL,O,O,X,X,O,X,O,X,X
SOILTJZ,O,O,X,X,X,O,X,X,X
SOILTZJ,O,O,X,X,X,X,X,X,O
SOILJTZ,O,X,X,X,X,O,X,X,X
SOILJZT,O,X,O,X,X,O,X,X,O
SOILZTJ,O,X,X,X,X,X,X,X,O
SOILZJT,O,X,O,X,O,O,X,X,O
SOIJTLZ,O,X,X,X,X,X,O,X,X
SOIJTZL,X,X,X,X,X,X,O,X,X
SOIJLTZ,O,X,X,X,X,O,X,X,X
SOIJLZT,O,X,O,X,X,O,X,X,O
SOIJZTL,O,X,X,O,O,X,X,X,X
SOIJZLT,O,X,O,O,O,X,X,X,O
SOIZTLJ,O,X,X,O,X,X,X,X,O
SOIZTJL,O,X,X,O,O,X,X,X,X
SOIZLTJ,O,X,X,O,X,X,X,X,O
SOIZLJT,O,X,O,O,O,O,X,X,O
SOIZJTL,O,X,X,O,O,X,X,X,X
SOIZJLT,O,X,O,O,O,X,X,X,O
SOLTIJZ,X,O,X,X,X,O,O,X,X
SOLTIZJ,X,O,X,X,X,X,X,X,O
SOLTJIZ,X,X,X,X,X,X,O,X,X
SOLTJZI,X,X,O,X,X,O,X,X,X
SOLTZIJ,X,O,X,X,X,X,X,X,O
SOLTZJI,X,X,O,X,X,X,X,X,X
SOLITJZ,O,O,X,X,X,O,X,X,X
SOLITZJ,O,O,X,X,X,X,X,X,O
SOLIJTZ,O,X,X,X,X,O,X,X,X
SOLIJZT,O,X,O,X,X,O,X,X,O
SOLIZTJ,O,X,X,X,X,X,X,X,O
SOLIZJT,O,X,O,X,O,O,X,X,O
SOLJTIZ,X,X,X,X,X,X,O,X,X
SOLJTZI,X,X,O,X,X,O,X,X,X
SOLJITZ,X,X,X,X,X,O,X,X,X
SOLJIZT,X,X,O,X,X,O,X,X,O
SOLJZTI,X,X,O,X,X,O,X,X,X
SOLJZIT,X,X,O,X,X,O,X,X,O
SOLZTIJ,X,X,X,X,X,X,X,X,O
SOLZTJI,X,X,O,X,X,X,X,X,X
SOLZITJ,X,X,X,X,X,X,X,X,O
SOLZIJT,X,X,O,X,O,O,X,X,O
SOLZJTI,X,X,O,X,O,O,X,X,X
SOLZJIT,X,X,O,X,O,O,X,X,O
SOJTILZ,X,X,X,X,X,X,O,O,X
SOJTIZL,X,X,X,X,X,X,O,O,X
SOJTLIZ,X,X,X,X,X,X,O,X,X
SOJTLZI,X,X,O,X,X,X,X,X,X
SOJTZIL,X,X,X,X,X,X,O,X,X
SOJTZLI,X,X,O,X,X,X,X,X,X
SOJITLZ,X,X,X,X,X,X,O,X,X
SOJITZL,X,X,X,X,X,X,O,X,X
SOJILTZ,X,X,X,X,X,O,X,X,X
SOJILZT,X,X,O,X,X,O,X,X,O
SOJIZTL,X,X,X,X,O,X,X,X,X
SOJIZLT,X,X,O,X,O,X,X,X,O
SOJLTIZ,X,X,X,X,X,X,O,X,X
SOJLTZI,X,X,O,X,X,O,X,X,X
SOJLITZ,X,X,X,X,X,O,X,X,X
SOJLIZT,X,X,O,X,X,O,X,X,O
SOJLZTI,X,X,O,X,X,O,X,X,X
SOJLZIT,X,X,O,X,X,O,X,X,O
SOJZTIL,X,X,X,X,X,X,O,X,X
SOJZTLI,X,X,O,X,O,X,X,X,X
SOJZITL,X,X,X,X,O,X,X,X,X
SOJZILT,X,X,O,X,O,X,X,X,O
SOJZLTI,X,X,O,X,O,X,X,X,X
SOJZLIT,X,X,O,X,O,X,X,X,O
SOZTILJ,X,X,X,O,X,X,X,X,O
SOZTIJL,X,X,X,O,O,X,O,X,X
SOZTLIJ,X,X,X,O,X,X,X,X,O
SOZTLJI,X,X,O,X,X,X,X,X,X
SOZTJIL,X,X,X,X,X,X,O,X,X
SOZTJLI,X,X,O,X,O,X,X,X,X
SOZITLJ,X,X,X,O,X,X,X,X,O
SOZITJL,X,X,X,O,O,X,X,X,X
SOZILTJ,X,X,X,O,X,X,X,X,O
SOZILJT,X,X,O,O,O,O,X,X,O
SOZIJTL,X,X,X,O,O,X,X,X,X
SOZIJLT,X,X,O,O,O,X,X,X,O
SOZLTIJ,X,X,X,O,X,X,X,X,O
SOZLTJI,X,X,O,X,X,X,X,X,X
