sequence,v115@EhC8HeB8HeC8BeB8CeB8Jem/IvhFRhBTkBUmBFnBXq?BSxB,v115@EhC8HeB8HeC8BeB8CeB8JeOEJvhFXgBVmBUiBzpBRr?BSxB,v115@EhC8HeB8HeC8BeB8CeB8Jex/IvhF8lBzhB/pBaqB+s?BlrB,v115@EhC8HeB8HeC8BeB8CeB8JeKEJvhFzfBRhBUmBGnBXq?BVxB,v115@EhC8HeB8HeC8BeB8CeB8Jex/IvhFVmBUiB/pBaqBGr?BTsB,v115@EhC8HeB8HeC8BeB8CeB8Jei/IvhFzhBRlB+sB3lB0p?BlrB,v115@EhC8HeB8HeC8BeB8CeB8JeyEJvhFfmBzmB+sBxpB0p?BlrB,v115@EhC8HeB8HeC8BeB8CeB8Je0/IvhF/pB1qBxmBurBTs?BiqB,v115@EhC8HeB8HeC8BeB8CeB8Jei/IvhFRhBFlBXmBTnB0p?BWxB,v115@EhC8HeB8HeC8BeB8CeB8JeKEJvhFRhBFlBXmB8rB+s?BzpB,v115@EhC8HeB8HeC8BeB8CeB8JeVHJvhFUmBxpBTsB/pBaq?BGrB,v115@EhC8HeB8HeC8BeB8CeB8JeUBJvhF/pBFlB6sBRrBmp?BzrB
STIOZJL,X,X,X,X,X,X,X,O,X,X,X,X
STLIJZO,O,X,O,O,O,X,X,X,O,X,X,O
STLIJOZ,O,X,X,O,O,X,X,X,O,X,X,X
STLIZJO,O,X,O,O,X,X,X,X,O,X,X,O
STLIZOJ,O,X,X,O,X,X,X,O,X,X,X,O
STLIOJZ,O,X,X,O,O,X,X,X,O,X,X,X
STLIOZJ,O,X,X,O,X,X,X,X,X,X,X,O
STLJIZO,O,X,O,O,O,X,X,X,O,X,X,O
STLJIOZ,O,X,O,O,O,X,X,X,O,X,X,X
STLJZIO,O,X,O,O,O,X,X,X,X,X,X,O
STLJZOI,O,X,O,O,O,X,X,X,X,X,X,X
STLJOIZ,O,X,O,O,O,X,X,X,X,X,X,X
STLJOZI,O,X,O,O,O,X,X,X,X,X,X,X
STLZIJO,O,X,O,O,X,X,X,X,O,X,X,O
STLZIOJ,O,X,X,O,X,X,X,O,X,X,X,O
STLZJIO,O,X,O,O,X,X,X,X,X,X,X,O
STLZJOI,O,X,O,O,X,X,X,X,X,X,X,X
STLZOIJ,O,X,X,O,X,X,X,O,X,X,X,O
STLZOJI,O,X,X,O,X,X,X,X,X,X,X,X
STLOIJZ,O,X,X,O,O,X,X,X,O,X,X,X
STLOIZJ,O,X,X,O,X,X,X,O,X,X,X,O
STLOJIZ,O,X,X,O,O,X,X,X,X,X,X,X
STLOJZI,O,X,X,O,O,X,X,X,X,X,X,X
STLOZIJ,O,X,X,O,X,X,X,O,X,X,X,O
STLOZJI,O,X,X,O,X,X,X,X,X,X,X,X
STJILZO,X,X,O,O,O,X,X,X,O,X,X,X
STJILOZ,X,X,O,O,O,X,O,X,O,X,X,X
STJIZLO,X,X,O,O,O,X,X,X,X,X,X,X
STJIZOL,X,X,O,O,O,X,X,O,X,X,X,X
STJIOLZ,X,X,O,O,X,X,O,X,X,X,X,X
STJIOZL,X,X,O,X,O,X,X,X,X,X,X,X
STJLIZO,O,X,O,O,O,X,X,X,O,X,X,O
STJLIOZ,O,X,O,O,O,X,X,X,O,X,X,X
STJLZIO,O,X,O,O,O,X,X,X,X,X,X,O
STJLZOI,O,X,O,O,O,X,X,X,X,X,X,X
STJLOIZ,O,X,O,O,O,X,X,X,X,X,X,X
STJLOZI,O,X,O,O,O,X,X,X,X,X,X,X
STJZILO,O,X,O,O,O,X,X,X,X,X,X,X
STJZIOL,O,X,O,O,O,X,X,O,X,X,X,X
STJZLIO,O,X,O,O,O,X,X,X,X,X,X,O
STJZLOI,O,X,O,O,O,X,X,X,X,X,X,X
STJZOIL,O,X,O,O,O,X,X,O,X,X,X,X
STJZOLI,X,X,O,O,O,X,X,X,X,X,X,X
STJOILZ,X,X,O,O,X,X,O,X,X,X,X,X
STJOIZL,X,X,O,X,O,X,X,O,X,X,X,X
STJOLIZ,X,X,O,O,O,X,X,X,X,X,X,X
STJOLZI,X,X,O,O,O,X,X,X,X,X,X,X
STJOZIL,X,X,O,O,O,X,X,O,X,X,X,X
STJOZLI,X,X,O,O,O,X,X,X,X,X,X,X
STZILJO,O,X,X,O,X,X,X,X,O,X,X,O
STZILOJ,O,X,X,O,X,X,X,O,O,X,X,O
STZIJLO,O,X,O,O,X,X,X,X,O,X,X,X
STZIJOL,O,X,O,X,X,X,X,O,X,X,X,X
STZIOLJ,O,X,X,O,X,X,X,O,O,X,X,X
STZIOJL,O,X,X,X,X,X,X,O,X,X,X,X
STZLIJO,O,X,O,O,X,X,X,X,O,X,X,O
STZLIOJ,O,X,X,O,X,X,X,O,O,X,X,O
STZLJIO,O,X,O,O,X,X,X,X,O,X,X,O
STZLJOI,O,X,O,O,X,X,X,X,X,X,X,X
STZLOIJ,O,X,X,O,X,X,X,O,O,X,X,O
STZLOJI,O,X,X,O,X,X,X,X,X,X,X,X
STZJILO,O,X,O,O,X,X,X,X,O,X,X,X
STZJIOL,O,X,O,O,X,X,X,O,X,X,X,X
STZJLIO,O,X,O,O,X,X,X,X,O,X,X,O
STZJLOI,O,X,O,O,X,X,X,X,X,X,X,X
STZJOIL,O,X,O,O,X,X,X,O,X,X,X,X
STZJOLI,O,X,O,O,X,X,X,X,X,X,X,X
STZOILJ,O,X,X,O,X,X,X,O,O,X,X,X
STZOIJL,O,X,X,X,X,X,X,O,X,X,X,X
STZOLIJ,O,X,X,O,X,X,X,O,O,X,X,O
STZOLJI,O,X,X,O,X,X,X,X,X,X,X,X
STZOJIL,O,X,X,X,X,X,X,O,X,X,X,X
STZOJLI,O,X,X,X,X,X,X,X,X,X,X,X
STOILJZ,X,X,X,X,X,X,X,X,O,X,X,X
STOILZJ,X,X,X,X,X,X,X,O,X,X,X,X
STOIJLZ,X,X,X,X,O,X,X,X,X,X,X,X
STOIJZL,X,X,X,X,O,X,X,O,X,X,X,X
STOIZLJ,X,X,X,X,X,X,X,O,X,X,X,X
STOIZJL,X,X,X,X,X,X,X,O,X,X,X,X
STOLIJZ,O,X,X,O,O,X,X,X,O,X,X,X
STOLIZJ,O,X,X,O,X,X,X,O,X,X,X,O
STOLJIZ,O,X,X,O,O,X,X,X,X,X,X,X
STOLJZI,O,X,X,O,O,X,X,X,X,X,X,X
STOLZIJ,O,X,X,O,X,X,X,O,X,X,X,O
STOLZJI,O,X,X,O,X,X,X,X,X,X,X,X
STOJILZ,X,X,X,O,O,X,X,X,X,X,X,X
STOJIZL,X,X,X,X,O,X,X,O,X,X,X,X
STOJLIZ,O,X,X,O,O,X,X,X,X,X,X,X
STOJLZI,O,X,X,O,O,X,X,X,X,X,X,X
STOJZIL,O,X,X,O,O,X,X,O,X,X,X,X
STOJZLI,O,X,X,O,O,X,X,X,X,X,X,X
STOZILJ,O,X,X,O,X,X,X,O,X,X,X,X
STOZIJL,O,X,X,X,X,X,X,O,X,X,X,X
STOZLIJ,O,X,X,O,X,X,X,O,X,X,X,O
STOZLJI,O,X,X,O,X,X,X,X,X,X,X,X
STOZJIL,O,X,X,X,O,X,X,O,X,X,X,X
STOZJLI,O,X,X,X,O,X,X,X,X,X,X,X
SITLJZO,X,O,X,O,X,X,X,X,O,X,X,O
SITLJOZ,X,X,X,O,X,X,O,X,O,X,X,X
SITLZJO,X,O,X,O,X,X,X,X,O,X,X,O
SITLZOJ,X,X,X,O,X,X,X,O,X,X,X,O
SITLOJZ,X,X,X,O,X,X,X,X,O,X,X,X
SITLOZJ,X,X,X,O,X,X,X,X,X,X,X,O
SITJLZO,X,O,X,O,O,X,X,X,O,X,X,X
SITJLOZ,X,X,X,O,X,X,O,X,O,X,X,X
SITJZLO,X,O,O,O,O,X,X,X,X,X,X,X
SITJZOL,X,O,O,O,O,X,X,O,X,X,X,X
SITJOLZ,X,X,X,O,X,X,O,X,X,X,X,X
SITJOZL,X,O,X,X,O,X,X,X,X,X,X,X
SITZLJO,X,O,X,O,X,X,X,X,O,X,X,O
SITZLOJ,X,X,X,O,X,X,X,O,O,X,X,O
SITZJLO,X,O,O,O,X,X,X,X,O,X,X,X
SITZJOL,X,O,O,X,X,X,X,O,X,X,X,X
SITZOLJ,X,O,X,O,X,X,X,O,O,X,X,X
SITZOJL,X,O,X,X,X,X,X,O,X,X,X,X
SITOLJZ,X,O,X,X,X,X,X,X,O,X,X,X
SITOLZJ,X,O,X,X,X,X,X,O,X,X,X,X
SITOJLZ,X,O,X,X,O,X,X,X,X,X,X,X
SITOJZL,X,O,X,X,O,X,X,O,X,X,X,X
SITOZLJ,X,O,X,X,X,X,X,O,X,X,X,X
SITOZJL,X,O,X,X,X,X,X,O,X,X,X,X
SILTJZO,O,X,O,O,O,X,X,X,O,X,X,O
SILTJOZ,O,X,X,O,O,X,O,X,O,X,X,X
SILTZJO,O,X,O,O,X,X,X,X,O,X,X,O
SILTZOJ,O,X,X,O,X,X,X,X,X,X,X,O
SILTOJZ,O,X,X,O,O,X,X,X,O,X,X,X
SILTOZJ,O,X,X,O,X,X,X,X,X,X,X,O
SILJTZO,O,X,O,X,O,X,X,X,X,X,X,O
SILJTOZ,O,X,O,X,O,X,O,X,X,X,X,X
SILJZTO,O,X,O,X,O,X,X,X,X,X,X,O
SILJZOT,O,X,O,X,X,X,O,X,X,X,X,X
SILJOTZ,X,X,X,X,O,X,O,X,X,X,X,X
SILJOZT,X,X,O,X,O,X,O,X,X,X,X,X
SILZTJO,O,X,O,O,X,X,X,X,O,X,X,O
SILZTOJ,O,X,X,O,X,X,X,X,O,X,X,O
SILZJTO,O,X,O,X,O,X,X,X,O,X,X,O
SILZJOT,O,X,O,O,X,X,O,X,O,X,X,X
SILZOTJ,O,X,X,O,X,X,X,X,O,X,X,O
SILZOJT,O,X,O,O,O,X,X,X,O,X,X,X
SILOTJZ,O,X,X,O,O,X,X,X,X,X,X,X
SILOTZJ,O,X,X,O,X,X,X,X,X,X,X,O
SILOJTZ,O,X,X,X,O,X,O,X,X,X,X,X
SILOJZT,O,X,O,X,O,X,O,X,X,X,X,X
SILOZTJ,O,X,X,O,X,X,X,X,X,X,X,O
SILOZJT,O,X,O,O,O,X,X,X,X,X,X,X
SIJTLZO,X,O,O,X,O,X,X,X,O,X,X,X
SIJTLOZ,X,X,O,X,O,X,O,X,O,X,X,X
SIJTZLO,X,O,O,X,O,X,X,X,X,X,X,X
SIJTZOL,X,O,O,X,O,X,X,X,X,X,X,X
SIJTOLZ,X,X,O,X,X,X,O,X,X,X,X,X
SIJTOZL,X,O,O,X,O,X,X,X,X,X,X,X
SIJLTZO,O,X,O,X,O,X,X,X,X,X,X,X
SIJLTOZ,O,X,O,X,O,X,O,X,X,X,X,X
SIJLZTO,O,X,O,X,O,X,X,X,X,X,X,X
SIJLZOT,O,X,O,X,X,X,O,X,X,X,X,X
SIJLOTZ,X,X,X,X,O,X,O,X,X,X,X,X
SIJLOZT,X,X,O,X,X,X,O,X,X,X,X,X
SIJZTLO,O,O,O,X,O,X,X,X,O,X,X,X
SIJZTOL,O,O,O,X,O,X,X,X,X,X,X,X
SIJZLTO,O,X,O,X,X,X,X,X,O,X,X,X
SIJZLOT,O,X,O,X,X,X,O,X,O,X,X,X
SIJZOTL,O,X,O,X,X,X,X,X,X,X,X,X
SIJZOLT,O,X,X,X,X,X,O,X,X,X,X,X
SIJOTLZ,X,X,X,X,O,X,O,X,X,X,X,X
SIJOTZL,X,X,X,X,O,X,X,X,X,X,X,X
SIJOLTZ,X,X,X,X,O,X,O,X,X,X,X,X
SIJOLZT,X,X,X,X,X,X,O,X,X,X,X,X
SIJOZTL,X,X,O,X,O,X,X,X,X,X,X,X
SIJOZLT,X,X,X,X,X,X,O,X,X,X,X,X
SIZTLJO,O,O,X,O,X,X,X,X,O,X,X,X
SIZTLOJ,O,X,X,O,X,X,X,O,O,X,X,X
SIZTJLO,O,O,O,O,X,X,X,X,O,X,X,X
SIZTJOL,O,O,O,X,X,X,X,O,X,X,X,X
SIZTOLJ,O,O,X,O,X,X,X,O,O,X,X,X
SIZTOJL,O,O,X,X,X,X,X,O,X,X,X,X
SIZLTJO,O,X,O,O,X,X,X,X,O,X,X,X
SIZLTOJ,O,X,X,O,X,X,X,X,O,X,X,X
SIZLJTO,O,X,O,X,X,X,X,X,O,X,X,X
SIZLJOT,O,X,O,O,X,X,O,X,O,X,X,X
SIZLOTJ,O,X,X,O,X,X,X,X,O,X,X,X
SIZLOJT,O,X,O,O,X,X,X,X,O,X,X,X
SIZJTLO,O,O,O,X,O,X,X,X,O,X,X,X
SIZJTOL,O,O,O,X,O,X,X,X,X,X,X,X
SIZJLTO,O,X,O,X,X,X,X,X,O,X,X,X
SIZJLOT,O,X,O,O,X,X,O,X,O,X,X,X
SIZJOTL,O,X,O,X,X,X,X,X,X,X,X,X
SIZJOLT,O,X,X,X,X,X,O,X,X,X,X,X
SIZOTLJ,O,O,X,X,X,X,X,O,O,X,X,X
SIZOTJL,O,O,X,X,X,X,X,O,X,X,X,X
SIZOLTJ,O,X,X,O,X,X,X,X,O,X,X,X
SIZOLJT,O,X,X,O,X,X,X,X,O,X,X,X
SIZOJTL,O,O,O,X,O,X,X,X,X,X,X,X
SIZOJLT,O,X,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,X,O,X,X,X,X,X,X,O,X,X,X
SIOTLZJ,X,O,X,X,X,X,X,O,X,X,X,X
SIOTJLZ,X,O,X,X,O,X,X,X,X,X,X,X
SIOTJZL,X,O,X,X,O,X,X,O,X,X,X,X
SIOTZLJ,X,O,X,X,X,X,X,O,X,X,O,X
SIOTZJL,X,O,X,X,X,X,X,O,X,X,O,X
SIOLTJZ,O,O,X,X,O,X,X,X,X,X,X,X
SIOLTZJ,O,O,X,X,X,X,X,O,X,X,X,X
SIOLJTZ,O,O,X,X,O,X,O,X,X,X,X,X
SIOLJZT,O,X,X,X,O,X,O,X,X,X,X,X
SIOLZTJ,O,X,X,X,X,X,X,X,X,X,X,X
SIOLZJT,O,X,X,X,O,X,X,X,X,X,X,X
SIOJTLZ,X,O,X,X,O,X,O,X,X,X,X,X
SIOJTZL,X,O,X,X,O,X,X,O,X,X,X,X
SIOJLTZ,O,O,X,X,O,X,O,X,X,X,X,X
SIOJLZT,O,X,X,X,O,X,O,X,X,X,X,X
SIOJZTL,O,O,O,X,O,X,X,X,X,X,X,X
SIOJZLT,O,X,X,X,X,X,O,X,X,X,X,X
SIOZTLJ,O,O,X,X,X,X,X,O,O,X,O,X
SIOZTJL,O,O,X,X,X,X,X,O,X,X,O,X
SIOZLTJ,O,X,X,X,X,X,X,X,O,X,O,X
SIOZLJT,O,X,X,X,X,X,X,X,O,X,O,X
SIOZJTL,O,O,O,X,O,X,X,X,X,X,O,X
SIOZJLT,O,X,X,X,X,X,X,X,X,X,O,X
SLTIJZO,O,X,O,O,O,X,X,X,O,X,X,O
SLTIJOZ,O,X,X,O,O,X,X,X,O,X,X,X
SLTIZJO,O,X,O,O,X,X,X,X,O,X,X,O
SLTIZOJ,O,X,X,O,X,X,X,O,X,X,X,O
SLTIOJZ,O,X,X,O,O,X,X,X,O,X,X,X
SLTIOZJ,O,X,X,O,X,X,X,X,X,X,X,O
SLTJIZO,O,X,O,O,O,X,X,X,O,X,X,O
SLTJIOZ,O,X,O,O,O,X,X,X,O,X,X,X
SLTJZIO,O,X,O,O,O,X,X,X,X,O,X,O
SLTJZOI,O,X,O,O,O,X,X,X,X,O,X,X
SLTJOIZ,O,X,O,O,O,X,X,X,X,X,X,X
SLTJOZI,O,X,O,O,O,X,X,X,X,X,X,X
SLTZIJO,O,X,O,O,X,X,X,X,O,X,X,O
SLTZIOJ,O,X,X,O,X,X,X,O,X,X,X,O
SLTZJIO,O,X,O,O,X,X,X,X,X,X,X,O
SLTZJOI,O,X,O,O,X,X,X,X,X,X,X,X
SLTZOIJ,O,X,X,O,X,X,X,O,X,X,X,O
SLTZOJI,O,X,X,O,X,X,X,X,X,X,X,X
SLTOIJZ,O,X,X,O,O,X,X,X,O,X,X,X
SLTOIZJ,O,X,X,O,X,X,X,O,X,X,X,O
SLTOJIZ,O,X,X,O,O,X,X,X,X,X,X,X
SLTOJZI,O,X,X,O,O,X,X,X,X,X,X,X
SLTOZIJ,O,X,X,O,X,X,X,O,X,X,X,O
SLTOZJI,O,X,X,O,X,X,X,X,X,X,X,X
SLITJZO,O,O,O,O,O,X,X,X,O,X,X,O
SLITJOZ,O,O,X,O,O,X,O,X,O,X,X,X
SLITZJO,O,O,O,O,X,X,X,X,O,X,X,O
SLITZOJ,O,O,X,O,X,X,X,X,X,X,X,O
SLITOJZ,O,O,X,O,O,X,X,X,O,X,X,X
SLITOZJ,O,O,X,O,X,X,X,X,X,X,X,O
SLIJTZO,O,O,O,X,O,X,X,X,X,X,X,O
SLIJTOZ,O,O,O,X,O,X,O,X,X,X,X,X
SLIJZTO,O,O,O,X,O,X,X,X,X,X,X,O
SLIJZOT,O,X,O,X,X,X,O,X,X,X,X,X
SLIJOTZ,X,X,X,X,O,X,O,X,X,X,X,X
SLIJOZT,X,X,O,X,O,X,O,X,X,X,X,X
SLIZTJO,O,O,O,O,X,X,X,X,O,X,X,O
SLIZTOJ,O,O,X,O,X,X,X,X,O,X,X,O
SLIZJTO,O,O,O,X,O,X,X,X,O,X,X,O
SLIZJOT,O,X,O,O,X,X,O,X,O,X,X,X
SLIZOTJ,O,O,X,O,X,X,X,X,O,X,X,O
SLIZOJT,O,O,O,O,O,X,X,X,O,X,X,X
SLIOTJZ,O,O,X,O,O,X,X,X,X,X,X,X
SLIOTZJ,O,O,X,O,X,X,X,X,X,X,X,O
SLIOJTZ,O,O,X,X,O,X,O,X,X,X,X,X
SLIOJZT,O,O,O,X,O,X,O,X,X,X,X,X
SLIOZTJ,O,O,X,O,X,X,X,X,X,X,X,O
SLIOZJT,O,O,O,O,O,X,X,X,X,X,X,X
SLJTIZO,O,X,O,O,O,X,X,X,X,X,X,O
SLJTIOZ,O,X,O,O,O,X,X,X,X,X,X,X
SLJTZIO,O,X,O,O,O,X,X,X,X,O,X,O
SLJTZOI,O,X,O,O,O,X,X,X,X,O,X,X
SLJTOIZ,O,X,O,O,O,X,X,X,X,X,X,X
SLJTOZI,O,X,O,O,O,X,X,X,X,X,X,X
SLJITZO,O,O,O,X,O,X,X,X,X,X,X,O
SLJITOZ,O,O,O,X,O,X,O,X,X,X,X,X
SLJIZTO,O,O,O,X,O,X,X,X,X,X,X,O
SLJIZOT,O,X,O,X,X,X,O,X,X,X,X,X
SLJIOTZ,X,X,X,X,O,X,O,X,X,X,X,X
SLJIOZT,X,X,O,X,O,X,O,X,X,X,X,X
SLJZTIO,O,X,O,O,O,X,X,X,X,O,X,X
SLJZTOI,O,X,O,O,O,X,X,X,X,O,X,X
SLJZITO,O,O,O,X,O,X,X,X,X,O,X,X
SLJZIOT,O,X,O,O,X,X,X,X,X,O,X,X
SLJZOTI,O,X,O,O,X,X,X,X,X,O,X,X
SLJZOIT,O,O,O,O,X,X,X,X,X,O,X,X
SLJOTIZ,O,O,O,O,O,X,X,X,X,X,X,X
SLJOTZI,O,X,O,O,O,X,X,X,X,X,X,X
SLJOITZ,O,O,X,X,O,X,O,X,X,X,X,X
SLJOIZT,O,O,O,X,O,X,O,X,X,X,X,X
SLJOZTI,O,X,O,O,O,X,X,X,X,X,X,X
SLJOZIT,O,O,O,O,O,X,X,X,X,X,X,X
SLZTIJO,O,X,O,O,X,X,X,X,O,X,X,O
SLZTIOJ,O,X,X,O,X,X,X,O,O,X,X,O
SLZTJIO,O,X,O,O,X,X,X,X,O,X,X,O
SLZTJOI,O,X,O,O,X,X,X,X,X,X,X,X
SLZTOIJ,O,X,X,O,X,X,X,O,O,X,X,O
SLZTOJI,O,X,X,O,X,X,X,X,X,X,X,X
SLZITJO,O,O,O,O,X,X,X,X,O,X,X,O
SLZITOJ,O,O,X,O,X,X,X,X,O,X,X,O
SLZIJTO,O,O,O,X,O,X,X,X,O,X,X,O
SLZIJOT,O,X,O,O,X,X,X,X,O,X,X,X
SLZIOTJ,O,O,X,O,X,X,X,X,O,X,X,O
SLZIOJT,O,O,O,O,O,X,X,X,O,X,X,X
SLZJTIO,O,X,O,O,O,X,X,X,X,X,X,X
SLZJTOI,O,X,O,O,O,X,X,X,X,X,X,X
SLZJITO,O,O,O,X,O,X,X,X,O,X,X,X
SLZJIOT,O,X,O,O,X,X,X,X,O,X,X,X
SLZJOTI,O,X,O,O,X,X,X,X,X,X,X,X
SLZJOIT,O,O,O,O,X,X,X,X,X,X,X,X
SLZOTIJ,O,X,X,O,X,X,X,O,X,X,X,X
SLZOTJI,O,X,X,O,X,X,X,X,X,X,X,X
SLZOITJ,O,X,X,O,X,X,X,X,O,X,X,X
SLZOIJT,O,X,O,O,O,X,X,X,O,X,X,X
SLZOJTI,O,X,O,O,O,X,X,X,X,X,X,X
SLZOJIT,O,O,O,O,O,X,X,X,X,X,X,X
SLOTIJZ,O,O,X,O,O,X,X,X,X,X,X,X
SLOTIZJ,O,O,X,O,X,X,X,O,X,X,X,O
SLOTJIZ,O,O,X,O,O,X,X,X,X,X,X,X
SLOTJZI,O,X,X,O,O,X,X,X,X,X,X,X
SLOTZIJ,O,X,X,O,X,X,X,O,X,X,X,O
SLOTZJI,O,X,X,O,X,X,X,X,X,X,X,X
SLOITJZ,O,O,X,O,O,X,X,X,X,X,X,X
SLOITZJ,O,O,X,O,X,X,X,O,X,X,X,O
SLOIJTZ,O,O,X,X,O,X,X,X,X,X,X,X
SLOIJZT,O,O,O,X,O,X,X,X,X,X,X,X
SLOIZTJ,O,O,X,O,X,X,X,X,X,X,X,O
SLOIZJT,O,O,O,O,O,X,X,X,X,X,X,X
SLOJTIZ,O,O,O,O,O,X,X,X,X,X,X,X
SLOJTZI,O,X,O,O,O,X,X,X,X,X,X,X
SLOJITZ,O,O,X,X,O,X,X,X,X,X,X,X
SLOJIZT,O,O,O,X,O,X,X,X,X,X,X,X
SLOJZTI,O,X,O,O,O,X,X,X,X,X,X,X
SLOJZIT,O,O,O,O,O,X,X,X,X,X,X,X
SLOZTIJ,O,X,X,O,X,X,X,O,X,X,X,X
SLOZTJI,O,X,X,O,X,X,X,X,X,X,X,X
SLOZITJ,O,O,X,O,X,X,X,X,X,X,X,X
SLOZIJT,O,O,O,O,O,X,X,X,X,X,X,X
SLOZJTI,O,X,O,O,O,X,X,X,X,X,X,X
SLOZJIT,O,O,O,O,O,X,X,X,X,X,X,X
SJTILZO,X,X,O,O,O,X,X,X,O,X,X,X
SJTILOZ,X,X,O,O,O,O,O,X,O,X,X,X
SJTIZLO,X,X,O,O,O,X,X,X,O,X,X,X
SJTIZOL,X,X,O,O,O,X,X,O,O,X,X,X
SJTIOLZ,X,X,O,O,X,O,O,X,O,X,X,X
SJTIOZL,X,X,O,X,O,X,X,X,X,X,X,X
SJTLIZO,O,X,O,O,O,X,X,X,O,X,X,O
SJTLIOZ,O,X,O,O,O,X,X,X,O,X,X,X
SJTLZIO,O,X,O,O,O,X,X,X,O,X,X,O
SJTLZOI,O,X,O,O,O,X,X,X,X,X,X,X
SJTLOIZ,O,X,O,O,O,X,X,X,O,X,X,X
SJTLOZI,O,X,O,O,O,X,X,X,X,X,X,X
SJTZILO,O,X,O,O,O,O,X,X,O,X,X,X
SJTZIOL,O,X,O,O,O,O,X,O,O,X,X,X
SJTZLIO,O,X,O,O,O,O,X,X,O,X,X,O
SJTZLOI,O,X,O,O,O,O,X,X,O,X,X,X
SJTZOIL,O,X,O,O,O,O,X,O,O,X,X,X
SJTZOLI,X,X,O,O,O,O,X,X,O,X,X,X
SJTOILZ,X,X,O,O,X,O,O,X,O,X,X,X
SJTOIZL,X,X,O,X,O,X,X,O,X,X,X,X
SJTOLIZ,X,X,O,O,O,X,X,X,O,X,X,X
SJTOLZI,X,X,O,O,O,X,X,X,X,X,X,X
SJTOZIL,X,X,O,O,O,O,X,O,X,X,X,X
SJTOZLI,X,X,O,O,O,O,X,X,X,X,X,X
SJITLZO,X,O,O,X,O,X,X,X,O,X,X,X
SJITLOZ,X,X,O,X,O,X,O,X,O,X,X,X
SJITZLO,X,O,O,X,O,X,X,X,O,X,X,X
SJITZOL,X,O,O,X,O,X,X,X,O,X,X,X
SJITOLZ,X,X,O,X,X,X,O,X,O,X,X,X
SJITOZL,X,O,O,X,O,X,X,X,X,X,X,X
SJILTZO,O,X,O,X,O,X,X,X,O,X,X,X
SJILTOZ,O,X,O,X,O,X,O,X,O,X,X,X
SJILZTO,O,X,O,X,O,X,X,X,O,X,X,X
SJILZOT,O,X,O,X,X,X,O,X,O,X,X,X
SJILOTZ,X,X,X,X,O,X,O,X,X,X,X,X
SJILOZT,X,X,O,X,X,X,O,X,X,X,X,X
SJIZTLO,O,O,O,X,O,X,X,X,O,X,X,X
SJIZTOL,O,O,O,X,O,X,X,X,O,X,X,X
SJIZLTO,O,X,O,X,X,X,X,X,O,X,X,X
SJIZLOT,O,X,O,X,X,X,O,X,O,X,X,X
SJIZOTL,O,X,O,X,X,X,X,X,O,X,X,X
SJIZOLT,O,X,X,X,X,X,O,X,O,X,X,X
SJIOTLZ,X,X,X,X,O,X,O,X,O,X,X,X
SJIOTZL,X,X,X,X,O,X,X,X,X,X,X,X
SJIOLTZ,X,X,X,X,O,X,O,X,X,X,X,X
SJIOLZT,X,X,X,X,X,X,O,X,X,X,X,X
SJIOZTL,X,X,O,X,O,X,X,X,O,X,X,X
SJIOZLT,X,X,X,X,X,X,O,X,O,X,X,X
SJLTIZO,O,X,O,O,O,X,X,X,O,X,X,O
SJLTIOZ,O,X,O,O,O,X,X,X,O,X,X,X
SJLTZIO,O,X,O,O,O,X,X,X,O,O,X,O
SJLTZOI,O,X,O,O,O,X,X,X,X,O,X,X
SJLTOIZ,O,X,O,O,O,X,X,X,O,X,X,X
SJLTOZI,O,X,O,O,O,X,X,X,X,X,X,X
SJLITZO,O,O,O,X,O,X,X,X,O,X,X,O
SJLITOZ,O,O,O,X,O,X,O,X,O,X,X,X
SJLIZTO,O,O,O,X,O,X,X,X,O,X,X,O
SJLIZOT,O,X,O,X,X,X,O,X,O,X,X,X
SJLIOTZ,X,X,X,X,O,X,O,X,X,X,X,X
SJLIOZT,X,X,O,X,O,X,O,X,X,X,X,X
SJLZTIO,O,X,O,O,O,X,X,X,O,O,X,X
SJLZTOI,O,X,O,O,O,X,X,X,O,O,X,X
SJLZITO,O,O,O,X,O,X,X,X,O,O,X,X
SJLZIOT,O,X,O,O,X,X,X,X,O,O,X,X
SJLZOTI,O,X,O,O,X,X,X,X,X,O,X,X
SJLZOIT,O,O,O,O,X,X,X,X,O,O,X,X
SJLOTIZ,O,O,O,O,O,X,X,X,X,X,X,X
SJLOTZI,O,X,O,O,O,X,X,X,X,X,X,X
SJLOITZ,O,O,X,X,O,X,O,X,X,X,X,X
SJLOIZT,O,O,O,X,O,X,O,X,X,X,X,X
SJLOZTI,O,X,O,O,O,X,X,X,X,X,X,X
SJLOZIT,O,O,O,O,O,X,X,X,X,X,X,X
SJZTILO,O,X,O,O,O,O,X,X,O,O,X,X
SJZTIOL,O,X,O,X,O,O,X,O,O,X,X,X
SJZTLIO,O,X,O,O,O,O,X,X,O,O,X,X
SJZTLOI,O,X,O,O,O,O,X,X,O,O,X,X
SJZTOIL,O,X,O,X,O,O,X,O,O,X,X,X
SJZTOLI,O,X,O,X,O,O,X,X,O,X,X,X
SJZITLO,O,X,O,X,O,O,X,X,O,O,X,X
SJZITOL,O,X,O,X,O,O,X,X,O,X,X,X
SJZILTO,O,X,O,X,X,O,X,X,O,O,X,X
SJZILOT,O,X,O,O,X,X,O,X,O,O,X,X
