sequence,v115@OhA8HeE8CeF8Je0/IvhFxgBXiBTjB2pBVrBSvB,v115@OhA8HeE8CeF8JeFBJvhFXiBTjBxkBmkB0pBCrB,v115@OhA8HeE8CeF8JeKEJvhFclBxhBTjBlmB3qBupB,v115@OhA8HeE8CeF8Jei/IvhFXiBTjBRlBGmB0pBlqB,v115@OhA8HeE8CeF8Jei/IvhFFhBXiBTjB0pBxqBGqB,v115@OhA8HeE8CeF8JeKEJvhFUgBFhBXiBTjBxqBWvB
ZSTLJIO,X,O,O,X,X,X
ZSTLJOI,X,O,O,X,O,X
ZSTLOIJ,X,O,O,O,O,O
ZSTLOJI,X,O,O,X,O,X
ZSTJILO,O,X,O,O,O,X
ZSTJIOL,O,O,O,O,O,X
ZSTJLIO,O,X,O,X,X,X
ZSTJLOI,O,X,O,X,O,X
ZSTJOIL,O,O,O,O,O,X
ZSTJOLI,O,X,O,X,O,X
ZSTOILJ,X,O,O,O,O,O
ZSTOIJL,O,O,O,O,O,X
ZSTOLIJ,X,O,O,O,O,O
ZSTOLJI,X,O,O,X,O,X
ZSTOJIL,O,O,O,O,O,X
ZSTOJLI,O,X,O,X,O,X
ZSITLJO,X,O,O,O,O,O
ZSITLOJ,X,O,O,O,O,O
ZSITJLO,O,X,O,O,O,X
ZSITJOL,O,O,O,O,O,X
ZSITOLJ,X,O,O,O,O,O
ZSITOJL,O,O,O,O,O,X
ZSILTJO,X,O,O,X,O,O
ZSILTOJ,X,O,O,O,O,O
ZSILJTO,X,O,X,X,O,O
ZSILJOT,X,O,X,O,O,O
ZSILOTJ,X,O,O,O,O,O
ZSILOJT,X,O,X,O,O,O
ZSIJTLO,X,X,X,X,O,X
ZSIJTOL,O,O,X,X,O,X
ZSIJLTO,X,O,X,X,O,X
ZSIJLOT,O,O,X,O,O,X
ZSIJOTL,O,O,X,X,O,X
ZSIJOLT,O,O,X,O,O,X
ZSIOTLJ,X,O,O,O,O,O
ZSIOTJL,O,O,O,O,O,X
ZSIOLTJ,X,O,O,O,O,O
ZSIOLJT,X,O,X,O,O,O
ZSIOJTL,O,O,X,X,O,X
ZSIOJLT,O,O,X,O,O,X
ZSLTIJO,X,O,O,O,O,O
ZSLTIOJ,X,O,O,O,O,O
ZSLTJIO,X,O,O,X,X,X
ZSLTJOI,X,O,O,X,O,X
ZSLTOIJ,X,O,O,O,O,O
ZSLTOJI,X,O,O,X,O,X
ZSLITJO,X,O,O,X,O,O
ZSLITOJ,X,O,O,O,O,O
ZSLIJTO,X,O,X,X,O,O
ZSLIJOT,X,O,X,O,O,O
ZSLIOTJ,X,O,O,O,O,O
ZSLIOJT,X,O,X,O,O,O
ZSLJTIO,X,O,O,X,X,X
ZSLJTOI,X,O,O,X,O,X
ZSLJITO,X,O,X,X,O,X
ZSLJIOT,X,O,X,O,O,X
ZSLJOTI,X,O,O,X,O,X
ZSLJOIT,X,O,X,O,O,X
ZSLOTIJ,X,O,O,O,O,O
ZSLOTJI,X,O,O,X,O,X
ZSLOITJ,X,O,O,O,O,O
ZSLOIJT,X,O,X,O,O,O
ZSLOJTI,X,O,O,X,O,X
ZSLOJIT,X,O,X,O,O,X
ZSJTILO,O,X,O,O,O,X
ZSJTIOL,O,O,O,O,O,X
ZSJTLIO,O,X,O,X,X,X
ZSJTLOI,O,X,O,X,O,X
ZSJTOIL,O,O,O,O,O,X
ZSJTOLI,O,X,O,X,O,X
ZSJITLO,O,X,X,X,O,X
ZSJITOL,O,O,X,X,O,X
ZSJILTO,X,O,X,X,O,X
ZSJILOT,O,O,X,O,O,X
ZSJIOTL,O,O,X,X,O,X
ZSJIOLT,O,O,X,O,O,X
ZSJLTIO,O,X,O,X,X,X
ZSJLTOI,O,X,O,X,O,X
ZSJLITO,X,X,X,X,O,X
ZSJLIOT,O,X,X,O,O,X
ZSJLOTI,O,X,O,X,O,X
ZSJLOIT,O,X,X,O,O,X
ZSJOTIL,O,O,O,O,O,X
ZSJOTLI,O,X,O,X,O,X
ZSJOITL,O,O,X,X,O,X
ZSJOILT,O,O,X,O,O,X
ZSJOLTI,O,X,O,X,O,X
ZSJOLIT,O,X,X,O,O,X
ZSOTILJ,X,O,O,O,O,O
ZSOTIJL,O,O,O,O,O,X
ZSOTLIJ,X,O,O,O,O,O
ZSOTLJI,X,O,O,X,O,X
ZSOTJIL,O,O,O,O,O,X
ZSOTJLI,O,X,O,X,O,X
ZSOITLJ,X,O,O,O,O,O
ZSOITJL,O,O,O,O,O,X
ZSOILTJ,X,O,O,O,O,O
ZSOILJT,X,O,X,O,O,O
ZSOIJTL,O,O,X,X,O,X
ZSOIJLT,O,O,X,O,O,X
ZSOLTIJ,X,O,O,O,O,O
ZSOLTJI,X,O,O,X,O,X
ZSOLITJ,X,O,O,O,O,O
ZSOLIJT,X,O,X,O,O,O
ZSOLJTI,X,O,O,X,O,X
ZSOLJIT,X,O,X,O,O,X
ZSOJTIL,O,O,O,O,O,X
ZSOJTLI,O,X,O,X,O,X
ZSOJITL,O,O,X,X,O,X
ZSOJILT,O,O,X,O,O,X
ZSOJLTI,O,X,O,X,O,X
ZSOJLIT,O,X,X,O,O,X
ZOTILJS,X,O,X,O,O,X
ZOTILSJ,X,O,O,O,O,X
ZOTIJLS,O,X,X,O,O,X
ZOTIJSL,O,O,X,O,O,X
ZOTISLJ,X,O,O,O,O,X
ZOTISJL,O,O,O,O,O,X
ZOTLIJS,X,O,X,O,O,X
ZOTLISJ,X,O,O,O,O,X
ZOTLJIS,X,O,X,O,X,X
ZOTLJSI,X,O,X,X,X,X
ZOTLSIJ,X,O,O,O,O,X
ZOTLSJI,X,O,O,X,O,X
ZOTJILS,O,X,X,O,X,X
ZOTJISL,O,X,X,O,X,X
ZOTJLIS,O,X,X,O,X,X
ZOTJLSI,O,X,X,X,X,X
ZOTJSIL,O,X,X,O,X,X
ZOTJSLI,O,X,X,X,X,X
ZOTSILJ,X,O,O,O,O,X
ZOTSIJL,O,O,O,O,O,X
ZOTSLIJ,X,O,O,O,O,X
ZOTSLJI,X,X,O,X,O,X
ZOTSJIL,O,O,O,O,O,X
ZOTSJLI,O,X,O,X,O,X
ZOITLJS,X,O,X,O,O,O
ZOITLSJ,X,O,O,O,O,O
ZOITJLS,X,X,X,O,O,X
ZOITJSL,X,O,X,O,O,X
ZOITSLJ,X,O,O,O,O,O
ZOITSJL,X,O,O,O,O,X
ZOILTJS,X,O,X,O,O,O
ZOILTSJ,X,O,O,O,O,O
ZOILJTS,X,O,X,X,O,O
ZOILJST,X,O,X,O,O,O
ZOILSTJ,X,O,X,O,O,O
ZOILSJT,X,O,X,O,O,O
ZOIJTLS,X,X,X,X,O,X
ZOIJTSL,X,O,X,X,O,X
ZOIJLTS,X,O,X,X,O,X
ZOIJLST,X,O,X,O,O,X
ZOIJSTL,X,O,X,X,O,X
ZOIJSLT,X,O,X,O,O,X
ZOISTLJ,X,O,X,O,O,O
ZOISTJL,X,O,X,O,O,X
ZOISLTJ,X,O,X,O,O,O
ZOISLJT,X,O,X,O,O,O
ZOISJTL,X,O,X,X,O,X
ZOISJLT,X,O,X,O,O,X
ZOLTIJS,X,O,X,O,O,X
ZOLTISJ,X,O,O,O,O,X
ZOLTJIS,X,O,X,O,X,X
ZOLTJSI,X,O,X,X,X,X
ZOLTSIJ,X,O,O,O,O,X
ZOLTSJI,X,O,O,X,O,X
ZOLITJS,X,O,X,O,O,O
ZOLITSJ,X,O,O,O,O,O
ZOLIJTS,X,O,X,X,O,O
ZOLIJST,X,O,X,O,O,O
ZOLISTJ,X,O,X,O,O,O
ZOLISJT,X,O,X,O,O,O
ZOLJTIS,X,O,X,O,X,X
ZOLJTSI,X,O,X,X,X,X
ZOLJITS,X,O,X,X,O,X
ZOLJIST,X,O,X,O,O,X
ZOLJSTI,X,O,X,X,O,X
ZOLJSIT,X,O,X,O,O,X
ZOLSTIJ,X,O,O,O,O,O
ZOLSTJI,X,O,O,X,O,X
ZOLSITJ,X,O,O,O,O,O
ZOLSIJT,X,O,X,O,O,O
ZOLSJTI,X,O,O,X,O,X
ZOLSJIT,X,O,X,O,O,X
ZOJTILS,O,X,X,O,X,X
ZOJTISL,O,X,X,O,X,X
ZOJTLIS,O,X,X,O,X,X
ZOJTLSI,O,X,X,X,X,X
ZOJTSIL,O,X,X,O,X,X
ZOJTSLI,O,X,X,X,X,X
ZOJITLS,O,X,X,X,O,X
ZOJITSL,O,O,X,X,O,X
ZOJILTS,X,O,X,X,O,X
ZOJILST,O,O,X,O,O,X
ZOJISTL,O,O,X,X,O,X
ZOJISLT,O,O,X,O,O,X
ZOJLTIS,O,O,X,O,X,X
ZOJLTSI,O,O,X,X,X,X
ZOJLITS,X,O,X,X,O,X
ZOJLIST,O,O,X,O,O,X
ZOJLSTI,O,O,X,X,O,X
ZOJLSIT,O,O,X,O,O,X
ZOJSTIL,O,O,X,O,O,X
ZOJSTLI,O,X,X,X,O,X
ZOJSITL,O,O,X,X,O,X
ZOJSILT,O,O,X,O,O,X
ZOJSLTI,O,X,X,X,O,X
ZOJSLIT,O,X,X,O,O,X
ZOSTILJ,X,O,O,O,O,O
ZOSTIJL,O,O,O,O,O,X
ZOSTLIJ,X,O,O,O,O,O
ZOSTLJI,X,O,O,X,O,X
ZOSTJIL,O,O,O,O,O,X
ZOSTJLI,O,X,O,X,O,X
ZOSITLJ,X,O,O,O,O,O
ZOSITJL,O,O,O,O,O,X
ZOSILTJ,X,O,O,O,O,O
ZOSILJT,X,O,X,O,O,O
ZOSIJTL,O,O,X,X,O,X
ZOSIJLT,O,O,X,O,O,X
ZOSLTIJ,X,O,O,O,O,O
ZOSLTJI,X,O,O,X,O,X
ZOSLITJ,X,O,O,O,O,O
ZOSLIJT,X,O,X,O,O,O
ZOSLJTI,X,O,O,X,O,X
ZOSLJIT,X,O,X,O,O,X
ZOSJTIL,O,O,O,O,O,X
ZOSJTLI,O,X,O,X,O,X
ZOSJITL,O,O,X,X,O,X
ZOSJILT,O,O,X,O,O,X
ZOSJLTI,O,X,O,X,O,X
ZOSJLIT,O,X,X,O,O,X
OTILJSZ,O,X,O,O,X,O
OTILJZS,O,X,X,X,X,O
OTILSJZ,O,X,O,O,X,O
OTILSZJ,X,X,O,O,O,O
OTILZJS,X,X,X,X,O,O
OTILZSJ,X,X,O,O,O,O
OTIJLSZ,O,X,O,O,X,O
OTIJLZS,O,X,X,X,X,O
OTIJSLZ,O,X,O,O,X,O
OTIJSZL,O,X,O,X,O,X
OTIJZLS,O,X,X,X,O,X
OTIJZSL,O,X,X,X,O,X
OTISLJZ,O,X,O,O,X,O
OTISLZJ,X,X,O,O,O,O
OTISJLZ,O,X,O,O,X,O
OTISJZL,O,X,O,X,O,X
OTISZLJ,X,X,O,O,O,O
OTISZJL,O,X,O,O,O,X
OTIZLJS,X,X,X,O,O,O
OTIZLSJ,X,X,O,O,O,O
OTIZJLS,O,X,X,O,O,X
OTIZJSL,O,X,X,O,O,X
OTIZSLJ,X,X,O,O,O,O
OTIZSJL,O,X,O,O,O,X
OTLIJSZ,O,O,O,O,X,O
OTLIJZS,O,X,X,X,X,O
OTLISJZ,O,O,O,O,X,O
OTLISZJ,X,O,O,O,X,O
OTLIZJS,X,O,X,X,X,O
OTLIZSJ,X,O,O,O,X,O
OTLJISZ,O,O,O,X,X,X
OTLJIZS,O,X,X,X,X,X
OTLJSIZ,O,O,O,X,X,X
OTLJSZI,O,O,O,X,X,X
OTLJZIS,O,O,X,X,X,X
OTLJZSI,O,O,X,X,X,X
OTLSIJZ,O,O,O,O,X,O
OTLSIZJ,X,O,O,O,X,O
OTLSJIZ,O,O,O,X,X,O
OTLSJZI,O,O,O,X,X,X
OTLSZIJ,X,O,O,O,X,O
OTLSZJI,X,O,O,X,X,X
OTLZIJS,X,O,X,O,X,X
OTLZISJ,X,O,O,O,X,X
OTLZJIS,X,O,X,O,X,X
OTLZJSI,X,O,X,X,X,X
OTLZSIJ,X,O,O,O,X,X
OTLZSJI,X,O,O,X,X,X
OTJILSZ,O,X,O,O,X,X
OTJILZS,O,X,X,X,X,X
OTJISLZ,O,X,O,O,X,X
OTJISZL,O,X,O,X,X,X
OTJIZLS,O,X,X,X,X,X
OTJIZSL,O,X,X,X,X,X
OTJLISZ,O,X,O,X,X,X
OTJLIZS,O,X,X,X,X,X
OTJLSIZ,O,X,O,X,X,X
OTJLSZI,O,X,O,X,X,X
OTJLZIS,O,X,X,X,X,X
OTJLZSI,O,X,X,X,X,X
OTJSILZ,O,X,O,O,X,X
OTJSIZL,O,X,O,X,X,X
OTJSLIZ,O,X,O,X,X,X
OTJSLZI,O,X,O,X,X,X
OTJSZIL,O,X,O,O,X,X
OTJSZLI,O,X,O,X,X,X
OTJZILS,O,X,X,O,X,X
OTJZISL,O,X,X,O,X,X
OTJZLIS,O,X,X,O,X,X
OTJZLSI,O,X,X,X,X,X
OTJZSIL,O,X,X,O,X,X
OTJZSLI,O,X,X,X,X,X
OTSILJZ,O,O,O,O,X,O
OTSILZJ,X,O,O,O,O,O
OTSIJLZ,O,X,O,O,X,O
OTSIJZL,O,X,O,X,O,X
OTSIZLJ,X,O,O,O,O,O
OTSIZJL,O,O,O,O,O,X
OTSLIJZ,O,O,O,O,X,O
OTSLIZJ,X,O,O,O,O,O
OTSLJIZ,O,O,O,X,X,O
OTSLJZI,O,O,O,X,X,X
OTSLZIJ,X,O,O,O,O,O
OTSLZJI,X,O,O,X,O,X
OTSJILZ,O,X,O,O,X,O
OTSJIZL,O,X,O,X,O,X
OTSJLIZ,O,O,O,X,X,O
OTSJLZI,O,O,O,X,X,X
OTSJZIL,O,O,O,O,O,X
OTSJZLI,O,X,O,X,O,X
OTSZILJ,X,O,O,O,O,O
OTSZIJL,O,O,O,O,O,X
OTSZLIJ,X,O,O,O,O,O
OTSZLJI,X,O,O,X,O,X
OTSZJIL,O,O,O,O,O,X
OTSZJLI,O,X,O,X,O,X
OTZILJS,X,O,X,O,O,X
OTZILSJ,X,O,O,O,O,X
OTZIJLS,O,X,X,O,O,X
OTZIJSL,O,O,X,O,O,X
OTZISLJ,X,O,O,O,O,X
OTZISJL,O,O,O,O,O,X
OTZLIJS,X,O,X,O,O,X
OTZLISJ,X,O,O,O,O,X
OTZLJIS,X,O,X,O,X,X
OTZLJSI,X,O,X,X,X,X
OTZLSIJ,X,O,O,O,O,X
OTZLSJI,X,O,O,X,O,X
OTZJILS,O,X,X,O,X,X
OTZJISL,O,X,X,O,X,X
OTZJLIS,O,X,X,O,X,X
OTZJLSI,O,X,X,X,X,X
OTZJSIL,O,X,X,O,X,X
OTZJSLI,O,X,X,X,X,X
OTZSILJ,X,O,O,O,O,X
OTZSIJL,O,O,O,O,O,X
OTZSLIJ,X,O,O,O,O,X
OTZSLJI,X,X,O,X,O,X
OTZSJIL,O,O,O,O,O,X
OTZSJLI,O,X,O,X,O,X
OITLJSZ,O,X,O,O,X,O
OITLJZS,O,X,X,X,X,O
OITLSJZ,O,X,O,O,X,O
OITLSZJ,X,X,O,O,O,O
OITLZJS,X,X,X,X,O,O
OITLZSJ,X,X,O,O,O,O
OITJLSZ,O,X,O,O,X,O
OITJLZS,O,X,X,X,X,O
OITJSLZ,O,X,O,O,X,O
OITJSZL,O,X,O,X,O,X
OITJZLS,O,X,X,X,O,X
OITJZSL,O,X,X,X,O,X
OITSLJZ,O,X,O,O,X,O
OITSLZJ,X,X,O,O,O,O
OITSJLZ,O,X,O,O,X,O
OITSJZL,O,X,O,X,O,X
OITSZLJ,X,X,O,O,O,O
OITSZJL,O,X,O,O,O,X
OITZLJS,X,X,X,O,O,O
OITZLSJ,X,X,O,O,O,O
OITZJLS,O,X,X,O,O,X
OITZJSL,O,X,X,O,O,X
OITZSLJ,X,X,O,O,O,O
OITZSJL,O,X,O,O,O,X
OILTJSZ,X,O,O,X,X,O
OILTJZS,X,X,X,X,X,O
OILTSJZ,X,O,O,X,X,O
OILTSZJ,X,O,O,X,O,O
OILTZJS,X,O,X,X,O,O
OILTZSJ,X,O,O,X,O,O
OILJTSZ,X,O,O,X,X,O
OILJTZS,X,X,X,X,X,O
OILJSTZ,X,O,X,X,X,O
OILJSZT,X,X,X,X,X,O
OILJZTS,X,X,X,X,X,O
OILJZST,X,X,X,X,X,O
OILSTJZ,X,O,O,X,X,O
OILSTZJ,X,O,O,X,O,O
OILSJTZ,X,O,X,X,X,O
OILSJZT,X,X,X,X,X,O
OILSZTJ,X,O,O,X,O,O
OILSZJT,X,O,X,X,O,O
OILZTJS,X,O,X,X,O,O
OILZTSJ,X,O,O,X,O,O
OILZJTS,X,O,X,X,O,O
OILZJST,X,O,X,X,O,O
OILZSTJ,X,O,X,X,O,O
OILZSJT,X,O,X,X,O,O
OIJTLSZ,O,X,O,X,X,O
OIJTLZS,O,X,X,X,X,O
OIJTSLZ,O,X,O,X,X,O
OIJTSZL,O,X,O,X,O,X
OIJTZLS,O,X,X,X,O,X
OIJTZSL,O,X,X,X,O,X
OIJLTSZ,X,X,O,X,X,O
OIJLTZS,X,X,X,X,X,O
OIJLSTZ,X,X,X,X,X,O
OIJLSZT,X,X,X,X,X,O
OIJLZTS,X,X,X,X,X,O
OIJLZST,X,X,X,X,X,O
OIJSTLZ,O,X,X,X,X,O
OIJSTZL,O,X,X,X,O,X
OIJSLTZ,X,X,X,X,X,O
OIJSLZT,O,X,X,X,X,O
OIJSZTL,O,X,X,X,O,X
OIJSZLT,O,X,X,X,O,X
OIJZTLS,O,X,X,X,O,X
OIJZTSL,O,X,X,X,O,X
OIJZLTS,X,X,X,X,O,X
OIJZLST,O,X,X,X,O,X
OIJZSTL,O,X,X,X,O,X
OIJZSLT,O,X,X,X,O,X
OISTLJZ,O,O,O,O,X,O
OISTLZJ,X,O,O,O,O,O
OISTJLZ,O,X,O,O,X,O
OISTJZL,O,X,O,X,O,X
OISTZLJ,X,O,O,O,O,O
OISTZJL,O,O,O,O,O,X
OISLTJZ,O,O,O,X,X,O
OISLTZJ,X,O,O,X,O,O
OISLJTZ,X,O,X,X,X,O
OISLJZT,O,X,X,X,X,O
OISLZTJ,X,O,O,X,O,O
OISLZJT,X,O,X,X,O,O
OISJTLZ,O,X,X,X,X,O
OISJTZL,O,X,X,X,O,X
OISJLTZ,X,X,X,X,X,O
OISJLZT,O,X,X,X,X,O
OISJZTL,O,X,X,X,O,X
OISJZLT,O,X,X,X,O,X
OISZTLJ,X,O,O,O,O,O
OISZTJL,O,O,O,O,O,X
OISZLTJ,X,O,O,O,O,O
OISZLJT,X,O,X,O,O,O
OISZJTL,O,O,X,X,O,X
OISZJLT,O,O,X,O,O,X
OIZTLJS,X,O,X,O,O,O
OIZTLSJ,X,O,O,O,O,O
OIZTJLS,X,X,X,O,O,X
OIZTJSL,X,O,X,O,O,X
OIZTSLJ,X,O,O,O,O,O
OIZTSJL,X,O,O,O,O,X
OIZLTJS,X,O,X,O,O,O
OIZLTSJ,X,O,O,O,O,O
OIZLJTS,X,O,X,X,O,O
OIZLJST,X,O,X,O,O,O
OIZLSTJ,X,O,X,O,O,O
OIZLSJT,X,O,X,O,O,O
OIZJTLS,X,X,X,X,O,X
OIZJTSL,X,O,X,X,O,X
OIZJLTS,X,O,X,X,O,X
OIZJLST,X,O,X,O,O,X
OIZJSTL,X,O,X,X,O,X
OIZJSLT,X,O,X,O,O,X
OIZSTLJ,X,O,X,O,O,O
OIZSTJL,X,O,X,O,O,X
OIZSLTJ,X,O,X,O,O,O
OIZSLJT,X,O,X,O,O,O
OIZSJTL,X,O,X,X,O,X
OIZSJLT,X,O,X,O,O,X
OLTIJSZ,O,O,O,O,X,O
OLTIJZS,O,X,X,X,X,O
OLTISJZ,O,O,O,O,X,O
OLTISZJ,X,O,O,O,X,O
OLTIZJS,X,O,X,X,X,O
OLTIZSJ,X,O,O,O,X,O
OLTJISZ,O,O,O,X,X,X
OLTJIZS,O,X,X,X,X,X
OLTJSIZ,O,O,O,X,X,X
OLTJSZI,O,O,O,X,X,X
OLTJZIS,O,O,X,X,X,X
OLTJZSI,O,O,X,X,X,X
OLTSIJZ,O,O,O,O,X,O
OLTSIZJ,X,O,O,O,X,O
OLTSJIZ,O,O,O,X,X,O
OLTSJZI,O,O,O,X,X,X
OLTSZIJ,X,O,O,O,X,O
OLTSZJI,X,O,O,X,X,X
OLTZIJS,X,O,X,O,X,X
OLTZISJ,X,O,O,O,X,X
OLTZJIS,X,O,X,O,X,X
OLTZJSI,X,O,X,X,X,X
OLTZSIJ,X,O,O,O,X,X
OLTZSJI,X,O,O,X,X,X
OLITJSZ,X,O,O,X,X,O
OLITJZS,X,X,X,X,X,O
OLITSJZ,X,O,O,X,X,O
OLITSZJ,X,O,O,X,O,O
OLITZJS,X,O,X,X,O,O
OLITZSJ,X,O,O,X,O,O
OLIJTSZ,X,O,O,X,X,O
OLIJTZS,X,X,X,X,X,O
OLIJSTZ,X,O,X,X,X,O
OLIJSZT,X,X,X,X,X,O
OLIJZTS,X,X,X,X,X,O
OLIJZST,X,X,X,X,X,O
OLISTJZ,X,O,O,X,X,O
OLISTZJ,X,O,O,X,O,O
OLISJTZ,X,O,X,X,X,O
OLISJZT,X,X,X,X,X,O
OLISZTJ,X,O,O,X,O,O
OLISZJT,X,O,X,X,O,O
OLIZTJS,X,O,X,X,O,O
OLIZTSJ,X,O,O,X,O,O
OLIZJTS,X,O,X,X,O,O
OLIZJST,X,O,X,X,O,O
OLIZSTJ,X,O,X,X,O,O
OLIZSJT,X,O,X,X,O,O
OLJTISZ,O,O,O,X,X,X
OLJTIZS,O,X,X,X,X,X
OLJTSIZ,O,O,O,X,X,X
OLJTSZI,O,O,O,X,X,X
OLJTZIS,O,O,X,X,X,X
OLJTZSI,O,O,X,X,X,X
OLJITSZ,X,O,O,X,X,O
OLJITZS,X,X,X,X,X,O
OLJISTZ,X,O,X,X,X,O
OLJISZT,X,X,X,X,X,O
OLJIZTS,X,X,X,X,X,O
OLJIZST,X,X,X,X,X,O
OLJSTIZ,O,O,O,X,X,O
OLJSTZI,O,O,O,X,X,X
OLJSITZ,X,O,X,X,X,O
OLJSIZT,O,X,X,X,X,O
OLJSZTI,O,O,O,X,X,X
OLJSZIT,O,O,X,X,X,X
OLJZTIS,O,O,X,X,X,X
OLJZTSI,O,O,X,X,X,X
OLJZITS,X,O,X,X,X,X
OLJZIST,O,O,X,X,X,X
OLJZSTI,O,O,X,X,X,X
OLJZSIT,O,O,X,X,X,X
OLSTIJZ,O,O,O,O,X,O
OLSTIZJ,X,O,O,O,O,O
OLSTJIZ,O,O,O,X,X,O
OLSTJZI,O,O,O,X,X,X
OLSTZIJ,X,O,O,O,O,O
OLSTZJI,X,O,O,X,O,X
OLSITJZ,O,O,O,X,X,O
OLSITZJ,X,O,O,X,O,O
OLSIJTZ,X,O,X,X,X,O
OLSIJZT,O,X,X,X,X,O
OLSIZTJ,X,O,O,X,O,O
OLSIZJT,X,O,X,X,O,O
OLSJTIZ,O,O,O,X,X,O
OLSJTZI,O,O,O,X,X,X
OLSJITZ,X,O,X,X,X,O
OLSJIZT,O,X,X,X,X,O
OLSJZTI,O,O,O,X,X,X
OLSJZIT,O,O,X,X,X,X
OLSZTIJ,X,O,O,O,O,O
OLSZTJI,X,O,O,X,O,X
OLSZITJ,X,O,O,O,O,O
OLSZIJT,X,O,X,O,O,O
OLSZJTI,X,O,O,X,O,X
OLSZJIT,X,O,X,O,O,X
OLZTIJS,X,O,X,O,O,X
OLZTISJ,X,O,O,O,O,X
OLZTJIS,X,O,X,O,X,X
OLZTJSI,X,O,X,X,X,X
OLZTSIJ,X,O,O,O,O,X
OLZTSJI,X,O,O,X,O,X
OLZITJS,X,O,X,O,O,O
OLZITSJ,X,O,O,O,O,O
OLZIJTS,X,O,X,X,O,O
OLZIJST,X,O,X,O,O,O
OLZISTJ,X,O,X,O,O,O
OLZISJT,X,O,X,O,O,O
OLZJTIS,X,O,X,O,X,X
OLZJTSI,X,O,X,X,X,X
OLZJITS,X,O,X,X,O,X
OLZJIST,X,O,X,O,O,X
OLZJSTI,X,O,X,X,O,X
OLZJSIT,X,O,X,O,O,X
OLZSTIJ,X,O,O,O,O,O
OLZSTJI,X,O,O,X,O,X
OLZSITJ,X,O,O,O,O,O
OLZSIJT,X,O,X,O,O,O
OLZSJTI,X,O,O,X,O,X
OLZSJIT,X,O,X,O,O,X
OJTILSZ,O,X,O,O,X,X
OJTILZS,O,X,X,X,X,X
OJTISLZ,O,X,O,O,X,X
OJTISZL,O,X,O,X,X,X
OJTIZLS,O,X,X,X,X,X
OJTIZSL,O,X,X,X,X,X
OJTLISZ,O,X,O,X,X,X
OJTLIZS,O,X,X,X,X,X
OJTLSIZ,O,X,O,X,X,X
OJTLSZI,O,X,O,X,X,X
OJTLZIS,O,X,X,X,X,X
OJTLZSI,O,X,X,X,X,X
OJTSILZ,O,X,O,O,X,X
OJTSIZL,O,X,O,X,X,X
OJTSLIZ,O,X,O,X,X,X
OJTSLZI,O,X,O,X,X,X
OJTSZIL,O,X,O,O,X,X
OJTSZLI,O,X,O,X,X,X
OJTZILS,O,X,X,O,X,X
OJTZISL,O,X,X,O,X,X
OJTZLIS,O,X,X,O,X,X
OJTZLSI,O,X,X,X,X,X
OJTZSIL,O,X,X,O,X,X
OJTZSLI,O,X,X,X,X,X
OJITLSZ,O,X,O,X,X,O
OJITLZS,O,X,X,X,X,O
OJITSLZ,O,X,O,X,X,O
OJITSZL,O,X,O,X,O,X
OJITZLS,O,X,X,X,O,X
OJITZSL,O,X,X,X,O,X
OJILTSZ,X,X,O,X,X,O
OJILTZS,X,X,X,X,X,O
OJILSTZ,X,X,X,X,X,O
OJILSZT,X,X,X,X,X,O
OJILZTS,X,X,X,X,X,O
OJILZST,X,X,X,X,X,O
OJISTLZ,O,X,X,X,X,O
OJISTZL,O,X,X,X,O,X
OJISLTZ,X,X,X,X,X,O
OJISLZT,O,X,X,X,X,O
OJISZTL,O,X,X,X,O,X
OJISZLT,O,X,X,X,O,X
OJIZTLS,O,X,X,X,O,X
OJIZTSL,O,X,X,X,O,X
OJIZLTS,X,X,X,X,O,X
OJIZLST,O,X,X,X,O,X
OJIZSTL,O,X,X,X,O,X
OJIZSLT,O,X,X,X,O,X
OJLTISZ,O,O,O,X,X,X
OJLTIZS,O,X,X,X,X,X
OJLTSIZ,O,O,O,X,X,X
OJLTSZI,O,O,O,X,X,X
OJLTZIS,O,O,X,X,X,X
OJLTZSI,O,O,X,X,X,X
OJLITSZ,X,O,O,X,X,O
OJLITZS,X,X,X,X,X,O
OJLISTZ,X,O,X,X,X,O
OJLISZT,X,X,X,X,X,O
OJLIZTS,X,X,X,X,X,O
OJLIZST,X,X,X,X,X,O
OJLSTIZ,O,O,O,X,X,O
OJLSTZI,O,O,O,X,X,X
OJLSITZ,X,O,X,X,X,O
OJLSIZT,O,X,X,X,X,O
OJLSZTI,O,O,O,X,X,X
OJLSZIT,O,O,X,X,X,X
OJLZTIS,O,O,X,X,X,X
OJLZTSI,O,O,X,X,X,X
OJLZITS,X,O,X,X,X,X
OJLZIST,O,O,X,X,X,X
OJLZSTI,O,O,X,X,X,X
OJLZSIT,O,O,X,X,X,X
OJSTILZ,O,X,O,O,X,O
OJSTIZL,O,X,O,X,O,X
OJSTLIZ,O,O,O,X,X,O
OJSTLZI,O,O,O,X,X,X
OJSTZIL,O,O,O,O,O,X
OJSTZLI,O,X,O,X,O,X
OJSITLZ,O,X,X,X,X,O
OJSITZL,O,X,X,X,O,X
OJSILTZ,X,X,X,X,X,O
OJSILZT,O,X,X,X,X,O
OJSIZTL,O,X,X,X,O,X
OJSIZLT,O,X,X,X,O,X
OJSLTIZ,O,O,O,X,X,O
OJSLTZI,O,O,O,X,X,X
OJSLITZ,X,O,X,X,X,O
